propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.parkingSpacePrice
103490631,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/66/66/1240786887.webp,83615956,61,4,1495000.0,flat,sale,140.0,True,3,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4269323,-3.6667901,False,https://www.idealista.com/inmueble/103490631/,"Brand Madrid comercializa esta magnífica vivienda con reforma integral a estrenar en el barrio de Goya. Es una planta alta ubicada en un edificio del año 1945 situado en el barrio de Goya. Consta de 140m² catastrales, de los cuales 125m² son de vivienda, con reforma recién terminada que destaca la luminosidad de todas las estancias. La nueva distribución aprovecha al máximo los espacios y la luz natural, con una amplia zona social que encontramos a la entrada y consta de salón con comedor que se comunica con una elegante cocina abierta totalmente panelada y equipada con electrodomésticos de alta gama. Un aseo de cortesía completaría la zona más social para que no falte detalle.  Tras una puerta divisoria, encontramos dos amplios dormitorios y dos baños completos. El dormitorio principal dispone de armarios empotrados y baño completo en suite. Una zona de lavado y despensa complementan los espacios de almacenaje en la zona interior de la casa. El interiorismo se ha cuidado con todo lujo de detalle con acabados cuidadosamente seleccionados, aire acondicionado por conductos y luces LED de ambiente que permitirán mantener una excelente iluminación de la vivienda. El edificio dispone de servicio de conserjería y ascensor.",False,good,False,True,10679.0,True,False,True,True,[],False,False,1495000.0,€,flat,"Goya, Madrid",Piso,,,,,,,,
108414755,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/de/5e/1350780869.webp,,37,5,809000.0,penthouse,sale,130.0,True,3,2,Barrio Rosas,Madrid,Madrid,San Blas,es,Rosas,40.4257358,-3.6032328,False,https://www.idealista.com/inmueble/108414755/,"**ÁTICO EN VENTA DE 3 DORMITORIOS -TERRAZA DE 45m2 CON MAGNIFICAS VISTAS **  Espectacular ático de 100 m² útiles + 45m2 de terraza en una ubicación privilegiada, cerca de la estación de metro ""Las Rosas"" frente al Paseo de Ginebra.  Este luminoso hogar cuenta con un amplio salón-comedor de 35 m² con chimenea, donde los techos altos y la doble orientación permiten que la luz natural inunde cada rincón con acceso a terraza equipada con toldos frontales y de techo.  La cocina, equipada con muebles de gran capacidad con encimera de silestone, vitrocerámica, horno y grifería nueva con acceso a terraza de 22m2 totalmente acondicionada con cerramientos movibles de climalit monoblock, aire acondicionado y calefacción individual de gas natural, para disfrutar todo el año, además tiene acceso a terraza descubierta con puertas de climalit movibles. Suelos de parquet espigado, carpintería interior en roble, ventanas de climalit, puerta de acceso a terraza de climalit con persiana motorizada, doble orientación este-oeste, caldera renovada de condensación. Disfruta de momentos inolvidables en la impresionante terraza de 45 m² con fabulosas vistas, ideal para cenas al aire libre o simplemente relajarte bajo el sol con toda la privacidad al no tener edificios enfrente. Este ático cuenta con tres dormitorios amplios de 11m2-9m2 y 15m2 con aire acondicionado, todos con armarios empotrados de tres cuerpos, y dos baños completos, uno de ellos en suite. Esta vivienda también incluye una plaza de garaje para coche grande y un trastero de 5m2. Zonas comunes renovadas con gran piscina olímpica, jardines, local comunitario, portero físico y video portero. Ubicado estratégicamente con acceso directo a las principales vías M40 y M30, estarás rodeado de colegios públicos-concertados y privados, guarderías, comercios; ahorramás, carrefour, la sirena, mercadona etc. centro de salud los alpes, paradas de autobús, parques infantiles, carril bici, restaurantes y centro deportivo con pistas de pádel. Vivienda con excelente comunicación (metro-autobús) ¡Contáctanos para más información!",False,good,False,True,6223.0,True,False,True,True,[],False,False,809000.0,€,flat,"Rosas, Madrid",Ático,True,True,penthouse,,,,,
105092118,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/e6/d9/1241406242.webp,2293,80,,390000.0,chalet,sale,295.0,,4,3,Redueña,Madrid,Redueña,,es,,40.8155127,-3.6004882,False,https://www.idealista.com/inmueble/105092118/,"¡Descubre el refugio perfecto en la Sierra Norte de Madrid! Este impresionante chalet independiente de 3 plantas, ubicado en Redueña, te ofrece 295 m² de pura elegancia y confort. En la planta baja, un salón multiusos con chimenea de leña te invita a disfrutar de acogedoras veladas, mientras que el patio trasero es ideal para momentos al aire libre. La primera planta te sorprenderá con un amplio salón con chimenea y acceso a una terraza con barbacoa y piscina, perfecto para reuniones familiares. La cocina independiente, completamente equipada, hará las delicias de cualquier chef. Sube a la segunda planta y descubre tres dormitorios abuhardillados con armarios empotrados, proporcionando un espacio íntimo y acogedor. Ventanas oscilobatientes de aluminio con mosquiteras en todas las estancias. Además, el chalet cuenta con placas solares, calefacción por gasoil y dos puertas blindadas para tu seguridad. Disfruta de las vistas panorámicas espectaculares y la tranquilidad de vivir a solo 58 km de Madrid. ¡Este es el hogar que siempre soñaste!",False,good,False,,1322.0,True,False,True,True,[],False,False,390000.0,€,chalet,Redueña,Casa independiente,True,True,independantHouse,,,,,
104805288,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/a8/0f/1302943441.webp,V0407MCH,42,,1650000.0,chalet,sale,1000.0,,6,5,Abantos - Carmelitas,Madrid,San Lorenzo de El Escorial,Abantos - Carmelitas,es,,40.5927724,-4.1513954,False,https://www.idealista.com/inmueble/104805288/,"Este amplio chalet familiar esta idealmente ubicado a escasos metros del casco histórico de San Lorenzo de El Escorial, con un jardín arboleado y un cenador con vistas inmejorables al Monasterio.  Con su espectacular parcela de 1000 m2 y sus 421m2 construidos, este chalet de los años 1930 reformado en 1973 con estilo vintage, ofrece un inmenso potencial. En la planta baja, se encuentra un recibidor con ventanales hacia el jardín y luego la entrada con una acogedora biblioteca, un amplio salón, comedor y cocina con acceso también al otro lado del jardín que rodea la casa.  A través de una imponente escalera de madera, encontramos un aseo de invitado y pasamos a la planta primera donde se encuentra la habitación principal con vistas al Monasterio de El Escorial, y un amplio balcón hacia el precioso jardín. Tiene vestidor y baño completo en suite.  Junto, pasamos a una habitación doble con dos balcones y armarios empotrados, que comparte un baño completo separado con otra habitación de invitado al lado.  Subiendo en la segunda planta, encontramos una amplia habitación abuhardillada con vistas al Monasterio, armarios empotrados, que comparte un baño completo con otra habitación doble.  En la planta semi sótano, encontramos una amplia habitación con ventanas hacia el jardín y su baño completo, una segunda cocina de apoyo con su bodega y despensa, y la zona de servicio que consta de 2 habitaciones y un baño completo.  Además, esta preciosa casa familiar disfruta de un extenso jardín originalmente diseñado por el famoso J. de Winthuysen para la residencia del Sr. Pérez Ortega en 1920, que rodea la propiedad, con una amplia piscina que agrega un toque de lujo y confort. En verano, se puede disfrutar de las vistas al Monasterio al atardecer desde la terraza elevada y su toldo.  Una oportunidad única, con ubicación privilegiada a unos minutos andando del casco histórico de El Escorial, con sus restaurantes y comercios locales, a apenas una hora de tren, bus o coche del centro de Madrid.",False,renew,False,,1650.0,True,False,True,True,[],False,False,1650000.0,€,chalet,"Abantos - Carmelitas, San Lorenzo de El Escorial",Casa independiente,True,True,independantHouse,,,,,
108896022,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/1c/bb/1358234205.webp,,25,1,339000.0,duplex,sale,112.0,True,2,2,"calle de Jacinto González, 23",Madrid,Navalcarnero,Centro,es,,40.2870398,-4.0155373,True,https://www.idealista.com/inmueble/108896022/,"DUPLEX SEMINUEVO EN PLENO CENTRO de 112 m2 Compuesto por: Dos amplios dormitorios con armarios empotrados, dos cuartos de baño completos, amplio salon con balcon, cocina amueblada, garaje y trastero. Excelentes calidades: ventanas en climalit, puertas de paso lacadas en blanco, calefaccion de gas natural, aire acondicionado, suelo radiante, suelos en tarima brasileña y gres, armarios empotrados, la vivienda cuneta con plaza de garaje con dispositivo de carga para vehículo electrico.  El piso se encuentra enclavado en una excelente zona del centro de Navalcarnero construida en el año 2009, a solamente dos minutos andando de la plaza de Segovia. El centro de Navalcarnero se encuentra excelentemente situada, con buen acceso tanto a la autovia como al centro del municipio. Navalcarnero cuenta con todos los servicios tales como farmacias, supermercados, excelentes colegios, zonas verdes, comercios, centro medico, asimismo, se encuentra a menos de 10 minutos en coche del hospital mas cercano. En el caso de que necesite financiación, disponemos de un departamento financiero que estará encantado de atenderle y facilitarle la mejor financiacion del mercado, con una cuota para esta vivienda desde 715€/mes (consultar condiciones).",False,good,False,False,3027.0,True,False,False,False,[],False,False,339000.0,€,flat,"Centro, Navalcarnero","Dúplex en calle de Jacinto González, 23",True,True,duplex,359000.0,20000.0,6.0,,
97082994,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/be/39/1331598404.webp,VPIS_1677,29,,4390000.0,flat,sale,440.0,True,5,6,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4302238,-3.6809667,False,https://www.idealista.com/inmueble/97082994/,"Home Select vende gran piso de 440 m2 construidos y techos de 4 metros de altura. Imponente zona social. La vivienda es el resultado de unir dos pisos en la misma planta. Se trata de una planta Principal sobre una planta Baja y una Entreplanta, por lo que tiene altura de Segunda. La orientación es este (sol de mañana). Zona de día: gran espacio diáfano con 5 balcones a la calle, cocina semi-integrada con puertas correderas de cristal, cuarto de despensa y aseo de cortesía. Zona de noche: gira alrededor de un inmenso family room con zona de TV y zona de estudio. La vivienda cuenta con 5 dormitorios con sus cuartos de baño en suite y walk-in closet para cada uno de ellos. Dos de los dormitorios tienen una agradable terraza con salida a un luminoso patio de manzana. El piso se vende totalmente reformado y terminado con las mejores calidades y mucho gusto. Los muebles son indicativos de cómo quedaría cada espacio. La vivienda se vende sin amueblar. Dos grandes trasteros incluidos en el precio y una plaza de garaje en el parking de residentes de Diego de León. Portero físico que vive en la finca. Oportunidad única de adquirir una gran vivienda familiar, con muchos metros cuadrados, en un bonito edificio clásico del Barrio de Salamanca, con vistas a los jardines del museo Lázaro Galdiano. En el precio se incluye todo el mobiliario y decoración, una plaza de garaje en Diego de León y 2 trasteros de buen tamaño.  ref: VPIS_1677.",False,good,False,False,9977.0,True,False,True,False,[],False,False,4390000.0,€,flat,"Castellana, Madrid",Piso,,,,,,,,
106974326,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/2b/7b/1300718243.webp,ático Simancas ,42,7,779900.0,penthouse,sale,130.0,True,3,2,calle de Rufino González,Madrid,Madrid,San Blas,es,Simancas,40.4352832,-3.6251827,False,https://www.idealista.com/inmueble/106974326/,"VIVO ESTUDIO VENDE EN EXCLUSIVA! ÁTICO DE 130M2, CON 3 DORMITORIOS, 2 BAÑOS TERRAZA DE 30M2, PLAZA DE GARAJE PARA 3 COCHES, TRASTERO, GIMNASIO, SAUNA Y ZONAS COMUNES.  ¡Descubre el ático de tus sueños! Este impresionante ático de 130 m², completamente reformado, te ofrece un espacio moderno y acogedor en una urbanización privada con seguridad 24 horas. Con 3 dormitorios y 2 baños, disfrutarás del confort de la calefacción por suelo radiante y aire acondicionado. La joya de este hogar es su amplia terraza de 30 m², ideal para relajarte o disfrutar de veladas inolvidables. El salón de 32 m² cuenta con una elegante chimenea de pellet, perfecto para crear un ambiente cálido en invierno. La cocina, equipada con encimera de mármol, incluye un office y zona de tendedero, combinando funcionalidad y estilo. Además, tendrás una plaza de garaje para hasta 3 coches y un trastero de 5 m² para mayor comodidad. La urbanización ofrece instalaciones excepcionales: piscina, zonas de césped y sombra, pista de pádel, parque infantil, gimnasio y sauna. Construido en 2006, este ático está adaptado para personas con movilidad reducida y cuenta con ascensor. No pierdas la oportunidad de vivir en un lugar que lo tiene todo. ¡Ven a visitarlo y enamórate! Se encuentra estratégicamente ubicado en una de las principales zonas de lujo Madrid capital. Un emplazamiento residencial de excepción, a escasos metros de las emblemáticas áreas de influencia del aeropuerto e IFEMA. La comunicación es inmejorable, en sus proximidades se pueden encontrar, centros comerciales (Corte Inglés, Hipercor, Arturo Soria Plaza, Plenilunio, etc.), parques (Juan Carlos I, Juan Pablo II, Quinta Molinos, Marques Suanzes, El Capricho, etc.), club deportivos (Centro Deportivo los Prunos AQA, Club de Golf Olivar de la Hinojosa, etc.), colegios (Liceo Francés, San José del Parque -Maristas Colegio Bristol, Santa María de la Hispanidad, Alameda de Osuna, Colegio GAUDEM, Montessori, Dallington School, Nuestra Señora santa María, Nursery School, Patrocinio de María, Santa María de la Hispanidad, Escuela Iraquí de Madrid, Instituto saudí de Madrid, Parque Conde de Orgaz, Ecole Maternelle Française Pomme D'api, Colegio Brains María Lombillo, etc.), parques empresariales (Julián Camarillo, Las Mercedes, Campo de las Naciones, IFEMA, Alameda de Osuna, Barajas, etc.), áreas empresariales (la milla de oro tecnológica madrileña, el llamado Silicon Alley de Madrid, un entorno con más de 200 empresas del sector tecnológico, cuajado de centros de datos y kilómetros de fibra óptica), hospitales (Clínica Universitaria de Navarra, etc.), sedes empresariales (VODAFONE, Banco Popular, ABC, EL PAIS, Registros de la Propiedad de Madrid, Banco de España, CSIF, Telefónica, Liberty Seguros, AENA, Juzgados, Jefatura General de Tráfico, etc.), hoteles (Melia, Hilton, Barceló, Confortel, IBIS, etc.), recintos feriales-IFEMA, etc. Con salida directa a M-30 y M-40, y a 5 minutos del centro de Madrid y del Aeropuerto Internacional Adolfo Suárez Madrid-Barajas.",False,good,False,True,5999.0,True,False,True,False,[],False,False,779900.0,€,flat,"Simancas, Madrid",Ático en calle de Rufino González,True,True,penthouse,,,,,
108033217,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/29/ec/1349596724.webp,MT00039,62,,597000.0,chalet,sale,380.0,,5,4,calle Flor de los Almendros,Madrid,Valdemorillo,Mojadillas - Parque de las Infantas - El Paraiso,es,,40.5395047,-4.1039786,False,https://www.idealista.com/inmueble/108033217/,"No cobramos honorarios a la parte compradora ¡Descubre este impresionante chalet con vistas panorámicas a la Sierra de Guadarrama, ubicado en la exclusiva Urbanización Las Mojadillas de Valdemorillo! Una propiedad única que combina confort, diseño y naturaleza en un entorno privilegiado. Características destacadas: Tres plantas bien distribuidas: Planta sótano: Cuenta con una piscina cubierta, un amplio salón ideal para reuniones, y una cocina equipada con horno de leña y despensa. Primera planta: Dispone de un luminoso salón-comedor con cocina integrada, acceso a una terraza delantera con vistas espectaculares y un porche trasero cubierto perfecto para disfrutar al aire libre. Planta superior: Se accede a través de una amplia escalera que conduce a una sala central, desde la cual se accede a dos apartamentos independientes, cada uno con salón con terraza, baño completo y habitación doble. Confort y eficiencia: Sistema de calefacción por suelo radiante que garantiza una temperatura agradable en todas las estaciones. Parcela de 1.000 m²: Espacio generoso para jardines, zonas de recreo o cualquier proyecto personal. Entorno y servicios en Las Mojadillas: La Urbanización Las Mojadillas es reconocida por su tranquilidad y belleza natural. Rodeada de encinas y dehesas, ofrece un ambiente sereno y seguro para sus residentes. Además, cuenta con un parque infantil y una zona deportiva para fútbol y baloncesto, ideales para el disfrute de toda la familia.  Recientemente, se han llevado a cabo obras de mejora en la infraestructura, incluyendo el reasfaltado de calles y la renovación de la red de suministro de agua, lo que refleja el compromiso del Ayuntamiento con el bienestar de los vecinos.  Puntos de interés cercanos: Embalse de Valmayor: A pocos kilómetros, este embalse es perfecto para actividades acuáticas y disfrutar de la naturaleza.  Iglesia de Nuestra Señora de la Asunción: Un monumento histórico que destaca por su arquitectura herreriana y su valor cultural.  Plaza de toros de Valdemorillo: Conocida como La Candelaria, es un espacio emblemático para eventos y celebraciones locales.  Rutas de senderismo y ciclismo: La zona ofrece múltiples rutas para los amantes del deporte y la naturaleza, permitiendo explorar paisajes impresionantes y disfrutar de un entorno tranquilo y sereno.  Este chalet es una oportunidad única para quienes buscan un hogar espacioso, con excelentes vistas y en una ubicación privilegiada. Ideal tanto como residencia habitual como segunda vivienda para escapadas de fin de semana. ¡No dejes pasar esta oportunidad y ven a conocer tu futuro hogar en Valdemorillo!",False,good,False,,1571.0,True,False,True,False,[],False,False,597000.0,€,chalet,"Mojadillas - Parque de las Infantas - El Paraiso, Valdemorillo",Casa independiente en calle Flor de los Almendros,True,True,independantHouse,,,,,
108921868,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/09/c8/1359005808.webp,01186,31,3,239000.0,flat,sale,72.0,True,3,1,calle de Navalmoral de la Mata,Madrid,Madrid,Latina,es,Águilas,40.3755129,-3.7767268,False,https://www.idealista.com/inmueble/108921868/,"GRUPO GESPAIN ofrece en EXCLUSIVA, vivienda ubicada en ""Las Águilas - San Ignacio"". Planta tercera con ascensor. Orientación SUR. En buen estado de habitabilidad. Consta de hall de entrada, cocina, salón, pasillo distribuidor, tres dormitorios (dos de ellos dobles) y baño. Suelos de parquet, ventanas de aluminio. Puertas de sapelly. Calefacción individual de gas natural. Muy luminoso. Zona bien comunicada, a diez minutos de la línea 10 de metro, parada ""Aviación Española"" y a cinco minutos de la estación de Renfe ""Las Águilas"" (línea C5).  Múltiples líneas de autobuses urbanos.  Rodeada de todo tipo de servicios, ocio, colegios, parques, jardines y Centro de Salud. ! NO PIERDAS LA OPORTUNIDAD! CONSULTA SIN COMPROMISO!",False,good,False,False,3319.0,False,False,False,False,[],False,False,239000.0,€,flat,"Águilas, Madrid",Piso en calle de Navalmoral de la Mata,True,True,,,,,,
107754806,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/62/52/1324436955.webp,CHA001,51,,995000.0,chalet,sale,310.0,,3,6,calle Islas Canarias,Madrid,Getafe,Sector 3,es,,40.2869678,-3.7543715,False,https://www.idealista.com/inmueble/107754806/,"Descubre esta espectacular vivienda de 240 m², diseñada para ofrecer el máximo confort y calidad de vida. Ideal para familias que buscan amplitud, privacidad y una ubicación privilegiada.  Distribución y características: 3 habitaciones amplias y luminosas. 2 baños completos + 3 aseos, para mayor comodidad. Salón principal espacioso y con excelente iluminación natural. Cocina independiente, moderna y funcional. ✨ Extras que marcan la diferencia: Bodega de 70 m² con una pequeña cocina y aseo independiente, ideal para reuniones o zona de ocio con capacidad máxima de 45 personas. Buhardilla multifuncional con salón, gimnasio, sauna, despacho, aseo y armarios empotrados, además de espectaculares vistas al jardín y la piscina. Jardín privado, perfecto para relajarse o disfrutar con familia y amigos. Piscina privada, para refrescarse y aprovechar los días soleados con total privacidad. Plaza de parking doble, con espacio para dos coches. Area de lavado y plancha independiente. Vivienda en excelente estado, lista para entrar a vivir. Ubicado en una zona tranquila y bien comunicada, con todos los servicios esenciales al alcance. � ¡No dejes pasar esta oportunidad! Contáctanos y agenda tu visita. �✨.",True,good,False,,3210.0,True,False,True,False,[],False,False,995000.0,€,chalet,"Sector 3, Getafe",Chalet adosado en calle Islas Canarias,True,True,terracedHouse,,,,,
