propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
106912159,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/dc/15/1318992650.webp,19,1,1080000.0,flat,sale,96.0,True,3,2,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4286429,-3.7048832,False,https://www.idealista.com/inmueble/106912159/,"Piso reformado con 5 balcones Engel & Völkers pone a la venta una vivienda reformada con 5 balcones. La propiedad se ubica en una calle amplia y tranquila de la mejor zona del barrio. Situada en un emblemático y bonito edificio de la zona con ascensor. Totalmente reformada, se distribuye en tres dormitorios, salón, dos cuartos de baño con ducha y amplia cocina equipada. Armarios empotrados, suelo de tarima, aire acondicionado por conductos, calefacción con caldera de gas independiente... son algunas de las buenas cualidades de esta casa. Sus cinco balcones exteriores y distribuidos a lo largo de sus estancias dotan a esta vivienda de una extraordinaria luz natural a lo largo de todo el día. Sin duda, una excelente oportunidad de compra. Dispone de un trastero. Situada esta finca en el emblemático barrio de Malasaña-Universidad y en un histórico y emblemático edificio, la vivienda cuenta con todo el encanto y sabor del Madrid más castizo y con todos las comodidades y servicios de un barrio moderno, turístico y de moda. Total acceso sin necesidad de transporte público al foco cultural de la capital madrileña. Donde se fusionan las tendencias más vanguardistas. En definitiva una completa gama de comercios y exquisita gastronomía nacional e internacional. Acceso a pie a todas las zonas y calles del centro de Madrid. Oferta cercana de colegios y universidades. Todo tipo de transporte público a escasos metros.",False,good,False,True,,11250.0,False,False,True,False,[],False,False,1080000.0,€,,,,flat,"Malasaña-Universidad, Madrid",Piso,W-02Y60W,,1120000.0,40000.0,4.0
108721244,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/d3/86/1353152295.webp,11,2,258636.0,flat,sale,71.0,True,1,1,"calle Carlos Heredero, 12",Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.3813705,-3.7326199,True,https://www.idealista.com/obra-nueva/108721244/,"Casa Condesa – Obra nueva con carácter en Carabanchel, Madrid Casa Condesa es un exclusivo conjunto residencial de obra nueva ubicado en el vibrante barrio de Carabanchel, al suroeste de Madrid. Con solo 5 viviendas modernas y luminosas, representa una propuesta única en una zona con historia, carácter y fuerte identidad vecinal. Una inversión con visión en un barrio en transformación Carabanchel es uno de los barrios con mayor proyección de Madrid. Su cercanía al centro, la llegada de nuevos residentes jóvenes, y el auge de propuestas culturales y gastronómicas lo posicionan como una zona en proceso de renovación urbana, ideal para invertir antes de que se consolide su gentrificación. Casa Condesa: diseño contemporáneo y funcionalidad A tan solo 15 minutos del centro, Casa Condesa ofrece viviendas amplias y funcionales, ideales para profesionales, parejas o familias pequeñas. El edificio, distribuido en tres plantas, combina una arquitectura moderna con materiales de alta calidad para ofrecer confort, eficiencia y estilo. Obra nueva: un bien escaso en Madrid En un mercado donde predominan los pisos reformados, Casa Condesa destaca como una rara oportunidad de acceder a obra nueva con calidades superiores. Es una opción ideal tanto para vivir como para quienes buscan una inversión sólida en una zona en plena evolución. Viviendas inteligentes con tecnología integrada •Domótica avanzada: controla la climatización, luces y persianas desde el móvil •Sistema Google Nest integrado para máxima eficiencia •Conectividad total: Wi-Fi mesh Google Nest instalado •Infraestructura lista para fibra óptica •Preparado para Google Home •Ahorro energético y confort desde el primer día Una vida urbana con alma de barrio Casa Condesa está rodeada de comercios, colegios, restaurantes y una escena artística emergente que revitaliza cada rincón del vecindario.",False,newdevelopment,True,True,False,3643.0,False,False,False,False,[],False,False,258636.0,€,True,False,30000.0,flat,"Puerta Bonita, Madrid","Piso en calle Carlos Heredero, 12",,,,,
107670533,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/af/5d/1319315670.webp,38,,830000.0,chalet,sale,350.0,,5,5,"ronda de los Valles, 21",Madrid,Griñón,,es,,40.2099482,-3.8518707,True,https://www.idealista.com/inmueble/107670533/,"Sin Límites Servicios incorpora de manera exclusiva este magnífico chalet independiente de obra nueva en Griñón con detalles exclusivos de la construcción en la instalación del ladrillo toledano en fachadas exteriores, único en la zona. La vivienda consta de 360 m2 útiles aproximadamente construidos en cuatro plantas y sobre una parcela de 530 m2, con entradas y salidas a dos calles en de las mejores zonas de Griñón. El acceso principal de la vivienda se encuentra desde una de las calles dejando el acceso de los coches por la calle posterior, por consiguiente, deja libre de accesos de choches por la fachada principal para de eta manera poder explotar así su enorme potencial paisajístico en ese acceso principal. Situados en la puerta principal que da acceso a la vivienda a mano izquierda nos encontramos con un porche abierto con vistas a la parcela delantera desde el salón, donde podrá si lo desea instalar una buena piscina. Una vez que atravesamos la puerta principal nos encontramos con un gran hall de entrada que nos da acceso a mano izquierda a un espléndido salón que abarca toda el ala izquierda de esa planta, a nuestra derecha nos encontramos con una habitación muy amplia que perfectamente podría ser una de las principales de la vivienda ya que posee un gran baño completo en suite. Avanzado por el vestíbulo de entrada tenemos un baño de servicio, el acceso a las plantas supriores e inferior y al final de este nos encontraremos con una gran cocina con muchísima luz natural y salida a la parte posterior del chalet y a la zona de acceso los choches de la calle posterior. Ya situados en la planta primera nos encontramos con tres habitaciones, la principal en suite enorme con un gran vestidor y baño y una terraza impresionante que da todo el frente de la fachada principal. Mas otras dos habitaciones también muy amplias y otro baño completo que da servicio a estas y ya subiendo a la última planta nos encontramos con un gran desván o buhardilla con mucha iluminación natural.  Y por último nos situamos en la planta semisótano la cual se puede acceder tanto por el interior como por el exterior compuesta por una gran sala de usos múltiples o bodega con luz natural baño completo trastero y cuarto de caldera de gas oíl. Mas dos plazas de parquin cubierto. La rampa de acceso al parquin da lugar a que se puedan aparcar tres coches más si uno lo desea. La vivienda es impresionante podrá comprarla terminada o bien sin terminar haciendo una oferta, no duden consultarnos, venga a verla no se pierda esta oportunidad.",False,good,False,,,2371.0,True,False,False,False,[],False,False,830000.0,€,True,True,,chalet,Griñón,"Casa independiente en ronda de los Valles, 21",CHA0537,independantHouse,847900.0,17900.0,2.0
107939360,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/0d/51/1328912899.webp,24,1,1174748.0,flat,sale,145.0,True,2,2,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4138856,-3.6942358,False,https://www.idealista.com/inmueble/107939360/,"Luminosa vivienda a estrenar en edificio clásico rehabilitado Engel & Völkers presenta esta preciosa vivienda a estrenar en un edificio clásico totalmente rehabilitado. La vivienda de 145m2 construidos con una zona espectacular formada por un bonito espacio de zonas ajardinadas, además de un área de piscina climatizada, spa y gimnasio. Las obras han comenzado ya y está prevista la entrega a partir de enero de 2026. La vivienda consta de un salón, comedor y cocina, que se funden en un amplio y acogedor espacio para compartir con familiares y amigos. Cuenta además con dos dormitorios y dos baños, para ofrecer el máximo confort y privacidad. La vivienda cuenta con acabados de madera cálida en pasillos, con tonos neutros y cuidada iluminación y decoración en todas las estancias. Ubicado en el barrio de Cortes, su nombre oficial se debe a que dentro de este barrio se encuentra el Congreso de los Diputados, cámara baja de las Cortes Generales de España. El sobrenombre, más popular entre la población, se debe a las ""Huertas del Prado"" que se encontraban en el siglo XVII en el actual Paseo del Prado, que forma parte del Patrimonio Mundial de la UNESCO y que también dan nombre a la principal calle del barrio: la calle de las Huertas, muy próxima a la Plaza Neptuno y a la plaza Platería Martínez. La situación de la vivienda es excelente, no sólo por estar en el centro de Madrid, junto a los grandes museos, sino porque está dentro del circuito con más oferta gastronómica y de servicios de la ciudad. Una de las zonas de visita obligada a Madrid para disfrutar el ambiente que ofrece la ciudad. En la zona se ubican los museos del Prado y Thyssen-Bornemisza y en sus inmediaciones se halla el Centro de Arte Reina Sofía, promocionados turísticamente bajo la denominación de Paseo o Triángulo del Arte. Está rodeado de zonas verdes como el Jardín Botánico, y muy próximo al parque del Retiro, lo que lo hace perfecto para quienes quieren vivir en el centro de Madrid pero sin dejar de lado el contacto con la naturaleza. También se encuentra en el nuevo área del lujo del Centro Canalejas, Four Seasons y JW Marriott. Es el barrio simbólico donde se funde tradición y vanguardia, el foco cultural de la ciudad El nivel de infraestructuras y servicios en la zona es excelente. Está muy bien comunicada por transporte público. Posee una amplia dotación de pequeños locales de moda: restaurantes, bares, cafés, librerías, tiendas, galerías de arte y talleres coworking. También colegios, cines, teatros y salas de espectáculos se pueden encontrar por la zona.",False,good,False,True,,8102.0,False,False,False,False,[],False,False,1174748.0,€,,,,flat,"Huertas-Cortes, Madrid",Piso,W-02ZORY,,,,
108102448,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/8c/5d/1328250843.webp,13,1,323000.0,flat,sale,85.0,True,3,2,"calle Ferrocarril del Tajuña, 5",Madrid,Arganda,Centro,es,,40.3053924,-3.4485625,True,https://www.idealista.com/obra-nueva/108102448/,"A114+ es una promoción de nueva construcción VIVIENDA LIBRE localizada en Arganda del Rey, uno de los municipios históricos y con mayor expansión de la Comunidad de Madrid, y está situada en el Area de Centralidad de Arganda del Rey.  Arganda es un municipio muy bien comunicado tanto por carretera como por Metro, estando la estación del metro a escasos 2 minutos de la promoción.  A114+ consta de 114 viviendas de 1, 2, 3 y 4 dormitorios, todas ellas con al menos 1 plaza de garaje y un trastero incluidos. La urbanización dispone de amplias zonas comunes ajardinadas, piscina y cuarto bicicletas. Las viviendas destacan por sus soluciones arquitectónicas y calidades, así como por sus terrazas y/o jardines, así como por la calidad contrastada del promotor delegado Constructora Los Álamos empresa con más de 50 años de experiencia en la construcción de viviendas.  La promoción está situada en la calle Ferrocarril del Tajuña 5 de Arganda del Rey. Dotado zonas verdes y amplia oferta de servicios: comercio, centros deportivos (Ciudad deportiva Principe Felipe), restaurantes, supermercados, centros educativos y sanitarios etc. NOTA: El IVA de aplicación actualmente es el 10% de IVA que es el tipo vigente actualmente en Enero del 2025 (o el que está vigente en su momento en caso de cambio), que habrá que añadir al precio de venta.",False,,True,True,False,3800.0,False,False,False,False,[],False,False,323000.0,€,True,True,,flat,"Centro, Arganda","Piso en calle Ferrocarril del Tajuña, 5",T.09.3 1C,,,,
107944077,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/6a/f1/1329058245.webp,24,3,1599729.0,flat,sale,127.0,True,2,2,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4108702,-3.6948425,False,https://www.idealista.com/inmueble/107944077/,"Luminosa vivienda a estrenar en edificio clásico rehabilitado Engel & Völkers presenta esta preciosa vivienda a estrenar en un edificio clásico totalmente rehabilitado. La vivienda de 127m2 construidos con una zona espectacular formada por un bonito espacio de zonas ajardinadas, además de un área de piscina climatizada, spa y gimnasio. Las obras han comenzado ya y está prevista la entrega a partir de enero de 2026. La vivienda consta de un salón, comedor y cocina, que se funden en un amplio y acogedor espacio para compartir con familiares y amigos. Cuenta además con tres dormitorios, dos baños y espacio de lavadora, para ofrecer el máximo confort y privacidad. Todo ello se acompaña de una amplia terraza de 22m2. La vivienda cuenta con acabados de madera cálida en pasillos, con tonos neutros y cuidada iluminación y decoración en todas las estancias. Ubicado en el barrio de Cortes, su nombre oficial se debe a que dentro de este barrio se encuentra el Congreso de los Diputados, cámara baja de las Cortes Generales de España. El sobrenombre, más popular entre la población, se debe a las ""Huertas del Prado"" que se encontraban en el siglo XVII en el actual Paseo del Prado, que forma parte del Patrimonio Mundial de la UNESCO y que también dan nombre a la principal calle del barrio: la calle de las Huertas, muy próxima a la Plaza Neptuno y a la plaza Platería Martínez. La situación de la vivienda es excelente, no sólo por estar en el centro de Madrid, junto a los grandes museos, sino porque está dentro del circuito con más oferta gastronómica y de servicios de la ciudad. Una de las zonas de visita obligada a Madrid para disfrutar el ambiente que ofrece la ciudad. En la zona se ubican los museos del Prado y Thyssen-Bornemisza y en sus inmediaciones se halla el Centro de Arte Reina Sofía, promocionados turísticamente bajo la denominación de Paseo o Triángulo del Arte. Está rodeado de zonas verdes como el Jardín Botánico, y muy próximo al parque del Retiro, lo que lo hace perfecto para quienes quieren vivir en el centro de Madrid pero sin dejar de lado el contacto con la naturaleza. También se encuentra en el nuevo área del lujo del Centro Canalejas, Four Seasons y JW Marriott. Es el barrio simbólico donde se funde tradición y vanguardia, el foco cultural de la ciudad El nivel de infraestructuras y servicios en la zona es excelente. Está muy bien comunicada por transporte público. Posee una amplia dotación de pequeños locales de moda: restaurantes, bares, cafés, librerías, tiendas, galerías de arte y talleres coworking. También colegios, cines, teatros y salas de espectáculos se pueden encontrar por la zona.",False,good,False,True,,12596.0,False,False,False,False,[],False,False,1599729.0,€,,,,flat,"Huertas-Cortes, Madrid",Piso,W-02ZOWX,,,,
106093771,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/2c/08/1316386681.webp,24,1,770000.0,flat,sale,96.0,True,3,1,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4165477,-3.6993184,False,https://www.idealista.com/inmueble/106093771/,"Magnífica vivienda reformada al lado de Plaza de Santa Ana En una de las calles principales del barrio de las Cortes, entre el Congreso de los Diputados y la Plaza de Canalejas, cercano a los hoteles más exclusivos de la capital y a un paso de la famosa Plaza de Santa Ana, le presentamos, en exclusiva, esta propiedad, recién reformada, enclavada en una primera planta exterior con ascensor y con dos grandes balcones a la calle. En esta magnífica vivienda encontramos un gran espacio abierto con salón y cocina con una gran isla central que crea una armónica separación de zonas donde se puede disfrutar de increibles veladas gastronómicas con amigos. Dispone de 3 dormitorios, uno de ellos exterior con balcón, super luminoso y con gran capacidad de almacenaje, ya que los techos son de más de 3 metros. Además cuenta con otros dos dormitorios y un baño completo. La propiedad se entrega con reforma integral y acabados de gran calidad. Se trata, en definitiva, de una excelente inversión, en unos de los barrios de mayor auge del centro de la capital madrileña. Engel & Völkers ofrece esta fantástica propiedad en la zona prime del Barrio de Cortes, uno de los más populares de Madrid por el encanto de sus calles peatonales y su céntrica localización. Está tan cerca del Corte Inglés de Sol, de la famosa Calle Preciados, del complejo de lujo de Canalejas, o del hotel Four Seasons, como de tiendas artesanas de diseño exclusivo, o del mercado de abastos de Antón Martín.  Se trata de una zona en auge elegida por las grandes cadenas hoteleras. Una de las grandes apuestas se encuentra en el renovado entorno de la plaza de Canalejas. Además del Hotel Four Seasons, JW Marriott abrió su primer hotel en Madrid en el mes de Enero. El grupo Pescaderías Coruñesas establecerá también un complejo hotelero de lujo con cerca de 80 habitaciones. Para ello, rehabilitará tres edificios: el Teatro Reina Victoria, el Edificio Meneses y la Casa Allende, manteniendo la oferta cultural. Además de esta exquisita oferta hotelera, nos encontramos en el Triángulo del Arte, los teatros, museos y cines más importantes de la ciudad como el Prado, el Thyssen o la Filmoteca Nacional. Se encuentra a un paso del parque del Retiro y dispone de perfectas comunicaciones, ya que está cerca de la estación de metro de Sol, por donde pasan las Líneas 1, 2 y 3 así como el tren de cercanías. Desde ahí también se puede acceder fácilmente a la Estación de tren de Atocha, a la de Chamartín o al aeropuerto de Adolfo Suarez.",True,good,False,True,,8021.0,False,False,True,False,[],False,False,770000.0,€,,,,flat,"Huertas-Cortes, Madrid",Piso,W-02U1UC,,,,
108665647,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/11/1a/1351578864.webp,39,3,865000.0,flat,sale,109.0,True,3,2,Barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4090071,-3.7085422,False,https://www.idealista.com/inmueble/108665647/,"La Inmobiliaria Internacional CPM gestiona este magnífico y luminoso piso reformado, de 109 m2, 3 habitaciones y 4 balcones, próximo al metro Puerta de Toledo, que consta de los siguientes elementos: Hall de entrada. Una cocina totalmente equipada, con todos los electrodomésticos incluidos, con salida a una terraza. Lavadero y tendedero. Un amplio salón comedor, muy luminoso, con grandes ventanales, que dan salida a dos balcones, con estupendas vistas de la zona. 3 habitaciones con armarios empotrados; una de ellas, con salida a un balcón. 2 baños completos.  El piso reformado, dispone de suelo de parquet de madera natural, agua caliente y calefacción por caldera individual de gas natural, ventanas Climalit, video portero y puerta blindada. La vivienda incluye una amplia plaza de garaje y un trastero, en el edificio.   La urbanización cerrada ofrece una zona comunitaria, con un espléndido jardín arbolado, y piscina. Estas instalaciones harán las delicias de los mayores para practicar deporte, y una zona segura para que jueguen los niños durante todo el año. Para mayor seguridad la comunidad ofrece servicio de portería y vigilancia las 24 horas. Sobre la ubicación del piso, es inmejorable, ya que se encuentra entre los metros de la Puerta de Toledo y a la estación de Renfe de Pirámides. Paradas de taxis y diferentes líneas de autobús paran enfrente de la vivienda. El Acceso a la M-30 Y M-40 es muy rápido. Alrededor de la vivienda se encuentran varios centros comerciales y culturales (CC Pasillo Verde, CC Arenal, Mercado de la Cebada, Makro Paseo Imperial), museos (Museo de San Isidro, Museo de San Francisco El Grande) teatros (Teatro de la Aguas), colegios y universidades (Colegio La Salle La Paloma, CEIP Tomás Bretón), parque (Parque Pirámides) guarderías, hospitales, farmacias y variedad de restaurantes.",False,good,False,True,,7936.0,True,False,False,False,[],False,False,865000.0,€,True,True,,flat,"Lavapiés-Embajadores, Madrid",Piso,08749,,,,
108711564,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/22/04/1352868916.webp,17,3,610000.0,flat,sale,54.0,True,2,1,Barrio Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4255519,-3.6654518,False,https://www.idealista.com/inmueble/108711564/,"UNICA INMOBILIARIA, ofrece esta acogedora vivienda, en uno de los barrios del distrito de Salamanca, donde en la actualidad hay más demanda.  Las fotografías son de otra vivienda similar en el mismo edificio.  Está ubicado en un edificio de 1929, recientemente reformado.  Se trata de una vivienda de 54 m², que se ha distribuido en salón con cocina incorporada, dos dormitorios, y un baño.  Gracias a la orientación de la vivienda, recibe luz natural gran parte del día.  Es una zona tranquila, rodeada de pequeños comercios, y de locales de restauración. En la actualidad está en plena reforma, y a final de agosto o primeras semanas de septiembre estará finalizada.  SE PUEDE VISITAR DURANTE LA OBRA. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia.",False,good,False,True,,11296.0,False,False,False,False,[],False,False,610000.0,€,,,,flat,"Fuente del Berro, Madrid",Piso,426769,,,,
108626309,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/64/43/1350335912.webp,30,1,295000.0,flat,sale,45.0,False,1,1,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4236634,-3.7051912,False,https://www.idealista.com/inmueble/108626309/,"Oportunidad en Malasaña ¡Haz realidad tu hogar soñado en el corazón de Malasaña! Te presentamos esta magnífica oportunidad de inversión en una de las zonas más codiciadas y con más encanto de Madrid. Este piso interior de 45m² ofrece una distribución muy funcional, con salón, cocina independiente, dormitorio y baño, todo ello con infinitas posibilidades de renovación. La vivienda necesita una reforma integral, lo que te brinda la ocasión perfecta para diseñar cada rincón a tu gusto y crear un espacio totalmente personalizado, adaptado a tus necesidades y estilo de vida. Situado en una finca cuidada que cuenta con ascensor, el piso se encuentra en una zona tranquila de Malasaña, a pocos pasos de zonas comerciales, culturales y gastronómicas, pero lo suficientemente retirada como para disfrutar de paz y privacidad en pleno centro de la ciudad. Ya sea como vivienda habitual, segunda residencia o proyecto de inversión, este piso es una excelente opción para quienes buscan ubicación, potencial y personalización. ¡No dejes pasar esta oportunidad única de crear tu hogar ideal en una de las mejores zonas de Madrid! Durante los años 80, el barrio de Malasaña saltó a la fama como el centro de la mundialmente conocida “Movida Madrileña"", un movimiento cultural y artístico que marca el final de la dictadura y el comienzo de una nueva era de libertad y diversión. El barrio está rodeado por las calles de Princesa, Gran Vía, Fuencarral, Carranza y Alberto Aguilera. Una característica del barrio de esta área es la cantidad de fachadas y balcones de color anaranjado. Los edificios de Malasaña son una rica muestra del patrimonio arquitectónico y cultural de la ciudad. El vecindario está lleno de pintorescas calles y callejones, mercadillos, una gran cantidad de historia, y un buen número de pequeñas tiendas exclusivas y negocios tradicionales que hacen de este barrio uno de los puntos de encuentro favoritos tanto para los visitantes como para los amantes de la historia de Madrid.",False,renew,False,True,,6556.0,False,False,False,False,[],False,False,295000.0,€,,,,flat,"Malasaña-Universidad, Madrid",Piso,W-02ZVS8,,,,
108910151,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/06/dd/1358651933.webp,39,,945000.0,chalet,sale,276.0,,4,3,Zona Carretera del Plantío,Madrid,Majadahonda,Zona Carretera del Plantío,es,,40.4783688,-3.8592069,False,https://www.idealista.com/inmueble/108910151/,"**Chalet Adosado en Majadahonda-Las Rozas: Tu Refugio Ideal** Descubre este impresionante chalet adosado en la exclusiva zona de Majadahonda-Las Rozas, a tan solo 10 minutos a pie de la estación de tren. Con una superficie de 276 m², esta propiedad ofrece un espacio ideal para disfrutar de la vida en familia. Con 4 amplias habitaciones y 3 baños completos, dos de ellos en suite, cada rincón está diseñado para brindar comodidad y privacidad.  El luminoso salón y el acogedor cuarto de estar son perfectos para relajarse o recibir a amigos. Además, el amplio sótano y el trastero ofrecen soluciones de almacenamiento que se adaptan a tus necesidades. El chalet cuenta con un jardín privado orientado al sureste, ideal para disfrutar del sol y la tranquilidad. La seguridad es una prioridad aquí, con pocos vecinos y un ambiente sereno que garantiza tu paz mental. Disfruta de la comodidad que ofrece la calefacción por hilo radiante y bomba de frío/calor, así como las ventanas con cristales anti vandálicos y persianas autoblocantes que aseguran tu bienestar. Este hogar también incluye dos plazas de garaje y aparcamiento exterior, facilitando el día a día.  Además, podrás refrescarte en la piscina comunitaria y disfrutar de amplias zonas verdes que invitan a pasear y relajarse. Esta propiedad de segunda mano se encuentra en excelente estado, ofreciendo un equilibrio perfecto entre confort moderno y encanto clásico. No dejes pasar la oportunidad de vivir en este maravilloso chalet por solo 985.000€. ¡Contáctanos para más información y ven a verlo!",False,good,False,,,3424.0,False,False,False,False,[],False,False,945000.0,€,True,True,,chalet,"Zona Carretera del Plantío, Majadahonda",Chalet adosado,,terracedHouse,,,
107939416,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/60/3a/1328914153.webp,24,2,1309960.0,flat,sale,147.0,True,2,2,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4114453,-3.6951701,False,https://www.idealista.com/inmueble/107939416/,"Luminosa vivienda a estrenar en edificio clásico rehabilitado Engel & Völkers presenta esta preciosa vivienda a estrenar en un edificio clásico totalmente rehabilitado. La vivienda de 147m2 construidos con una zona espectacular formada por un bonito espacio de zonas ajardinadas, además de un área de piscina climatizada, spa y gimnasio. Las obras han comenzado ya y está prevista la entrega a partir de enero de 2026. La vivienda consta de un salón, comedor y cocina, que se funden en un amplio y acogedor espacio para compartir con familiares y amigos. Cuenta además con dos dormitorios y dos baños, para ofrecer el máximo confort y privacidad. La vivienda cuenta con acabados de madera cálida en pasillos, con tonos neutros y cuidada iluminación y decoración en todas las estancias. Ubicado en el barrio de Cortes, su nombre oficial se debe a que dentro de este barrio se encuentra el Congreso de los Diputados, cámara baja de las Cortes Generales de España. El sobrenombre, más popular entre la población, se debe a las ""Huertas del Prado"" que se encontraban en el siglo XVII en el actual Paseo del Prado, que forma parte del Patrimonio Mundial de la UNESCO y que también dan nombre a la principal calle del barrio: la calle de las Huertas, muy próxima a la Plaza Neptuno y a la plaza Platería Martínez. La situación de la vivienda es excelente, no sólo por estar en el centro de Madrid, junto a los grandes museos, sino porque está dentro del circuito con más oferta gastronómica y de servicios de la ciudad. Una de las zonas de visita obligada a Madrid para disfrutar el ambiente que ofrece la ciudad. En la zona se ubican los museos del Prado y Thyssen-Bornemisza y en sus inmediaciones se halla el Centro de Arte Reina Sofía, promocionados turísticamente bajo la denominación de Paseo o Triángulo del Arte. Está rodeado de zonas verdes como el Jardín Botánico, y muy próximo al parque del Retiro, lo que lo hace perfecto para quienes quieren vivir en el centro de Madrid pero sin dejar de lado el contacto con la naturaleza. También se encuentra en el nuevo área del lujo del Centro Canalejas, Four Seasons y JW Marriott. Es el barrio simbólico donde se funde tradición y vanguardia, el foco cultural de la ciudad El nivel de infraestructuras y servicios en la zona es excelente. Está muy bien comunicada por transporte público. Posee una amplia dotación de pequeños locales de moda: restaurantes, bares, cafés, librerías, tiendas, galerías de arte y talleres coworking. También colegios, cines, teatros y salas de espectáculos se pueden encontrar por la zona.",False,good,False,True,,8911.0,False,False,False,False,[],False,False,1309960.0,€,,,,flat,"Huertas-Cortes, Madrid",Piso,W-02ZOTO,,,,
105820826,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/2f/42/1215243733.webp,15,4,427500.0,penthouse,sale,79.0,True,2,2,"calle Durazno, 9",Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.375583,-3.7485258,True,https://www.idealista.com/obra-nueva/105820826/,"¡OBRAS INICIADAS! Descubre la comodidad y el estilo de vida moderno en nuestro innovador residencial con piscina que ofrece viviendas con terrazas de 2 y 3 dormitorios y 2 baños, áticos y bajos con jardín con unas vistas espectaculares de Madrid. ¿Conoces la climatización por suelo radiante/refrescante? En Durazno Residencial podrás disfrutar de las sensaciones que da pisar un suelo calentito en invierno y fresco en verano, acomodando tu casa para que tengas el confort que buscas en tu hogar. En Durazno Residencial, podrás acondicionar la vivienda a tu personalidad, pudiendo elegir los acabados que mejor se adapten a ti y a tu estilo de vida, además tendrás cocinas completas con muebles de gran capacidad y diseños diferentes para que encuentres la combinación perfecta que refleje tu personalidad. Pensando en la sostenibilidad y la eficiencia energética, nuestro edificio cuenta con paneles solares que minimizan el consumo de energía para el suministro de agua caliente, proporcionándote un hogar más ecológico. Durazno Residencial es un edificio pensado para gente joven como tú, en el que podrás disfrutar de nuestras modernas instalaciones, incluyendo una zona común con piscina para refrescarte en los días soleados y disfrutar con tu gente o descansar del bullicio de la capital. Cada vivienda en Durazno Residencial viene con trastero, y si lo deseas, la opción de garaje con pre instalación para cargador eléctrico en cada plaza. ¿Buscas obra nueva en Carabanchel? ¿Te interesa encontrar pisos nuevos en Carabanchel? Descubre la calidad, el confort y la innovación en Durazno Residencial, cerca del centro de salud de Puerta Bonita. Te invitamos a ser parte de esta experiencia única y moderna. ¡No pierdas la oportunidad de asegurar tu lugar en este emocionante proyecto! Contáctanos ahora para obtener más información y dar el primer paso hacia tu nuevo hogar en Durazno Residencial. ¡Bienvenido a tu vida mejorada en Carabanchel!",True,,True,True,False,5411.0,False,False,False,False,[],False,False,427500.0,€,,,,flat,"Puerta Bonita, Madrid","Ático en calle Durazno, 9",Atico C,penthouse,,,
