propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108721308,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/f1/ec/1353152297.webp,11,1,248350.0,flat,sale,70.0,True,1,1,"calle Carlos Heredero, 12",Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.3813705,-3.7326199,True,https://www.idealista.com/obra-nueva/108721308/,"Casa Condesa – Obra nueva con carácter en Carabanchel, Madrid Casa Condesa es un exclusivo conjunto residencial de obra nueva ubicado en el vibrante barrio de Carabanchel, al suroeste de Madrid. Con solo 5 viviendas modernas y luminosas, representa una propuesta única en una zona con historia, carácter y fuerte identidad vecinal. Una inversión con visión en un barrio en transformación Carabanchel es uno de los barrios con mayor proyección de Madrid. Su cercanía al centro, la llegada de nuevos residentes jóvenes, y el auge de propuestas culturales y gastronómicas lo posicionan como una zona en proceso de renovación urbana, ideal para invertir antes de que se consolide su gentrificación. Casa Condesa: diseño contemporáneo y funcionalidad A tan solo 15 minutos del centro, Casa Condesa ofrece viviendas amplias y funcionales, ideales para profesionales, parejas o familias pequeñas. El edificio, distribuido en tres plantas, combina una arquitectura moderna con materiales de alta calidad para ofrecer confort, eficiencia y estilo. Obra nueva: un bien escaso en Madrid En un mercado donde predominan los pisos reformados, Casa Condesa destaca como una rara oportunidad de acceder a obra nueva con calidades superiores. Es una opción ideal tanto para vivir como para quienes buscan una inversión sólida en una zona en plena evolución. Viviendas inteligentes con tecnología integrada •Domótica avanzada: controla la climatización, luces y persianas desde el móvil •Sistema Google Nest integrado para máxima eficiencia •Conectividad total: Wi-Fi mesh Google Nest instalado •Infraestructura lista para fibra óptica •Preparado para Google Home •Ahorro energético y confort desde el primer día Una vida urbana con alma de barrio Casa Condesa está rodeada de comercios, colegios, restaurantes y una escena artística emergente que revitaliza cada rincón del vecindario.",False,newdevelopment,True,True,False,3548.0,False,False,False,False,[],False,False,248350.0,€,True,False,30000.0,flat,"Puerta Bonita, Madrid","Piso en calle Carlos Heredero, 12",,,,,
107741131,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/b4/be/1321911957.webp,22,bj,375000.0,flat,sale,56.0,True,1,1,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4111481,-3.6960396,False,https://www.idealista.com/inmueble/107741131/,"Coqueto apartamento reformado en Cortes Engel & Völkers presenta esta vivienda reformada de unos 56 m2 construidos en una tranquila calle del distrito de Cortes. Se trata de una bonita propiedad con 4 ventanales en el salón al patio corrala que dotan de una gran luminosidad al espacio interior. El dormitorio cuenta asimismo con dos ventanas, un vestidor y un baño en suite. La vivienda dispone de ascensor y está ubicada en una preciosa finca clásica de 1910. Este bonito apartamento ofrece una oportunidad única para disfrutar de la vida urbana en su máximo esplendor en pleno centro de Madrid. Ubicado en el barrio de Cortes, su nombre oficial se debe a que dentro de este barrio se encuentra el Congreso de los Diputados, cámara baja de las Cortes Generales de España. El sobrenombre, más popular entre la población, se debe a las ""huertas del prado"" que había en el siglo XVII en el actual paseo del Prado, que también dan nombre a la principal calle del barrio: la calle de las Huertas, muy próxima a la Plaza Neptuno y a la plaza Platería Martínez. La situación del piso es excelente, no sólo por estar en el centro de Madrid, junto a los grandes museos, sino porque está dentro del circuito con más oferta gastronómica y de servicios de la ciudad. Una de las zonas de visita obligada a Madrid para disfrutar el ambiente que ofrece la ciudad. Además se encuentra al lado del casi inaugurado centro dotacional con polideportivo, piscina, escuela infantil, centro de mayores y parking En la zona se ubican asimismo los museos del Prado y Thyssen-Bornemisza y en sus inmediaciones se halla el Centro de Arte Reina Sofía, promocionados turísticamente bajo la denominación de Paseo o Triángulo del Arte. Está rodeado de zonas verdes como el Jardín Botánico, y muy próximo al parque del Retiro, lo que lo hace perfecto para quienes quieren vivir en el centro de Madrid pero sin dejar de lado el contacto con la naturaleza. También se encuentra en el nuevo área del lujo del Centro Canalejas, Hotel Four Seasons y Hotel JW Marriott, por ello es denominada la nueva “milla de oro hotelera”. Es el barrio simbólico donde se funde tradición y vanguardia, el foco cultural de la ciudad. El nivel de infraestructuras y servicios en la zona es excelente. Está muy bien comunicada por metro y autobús. Posee una amplia dotación de pequeños locales de moda: restaurantes, bares, cafés, librerías, tiendas, galerías de arte y talleres coworking. También cines, teatros y salas de espectáculos se pueden encontrar por la zona.",False,good,False,False,,6696.0,False,False,False,False,[],False,False,375000.0,€,,,,flat,"Huertas-Cortes, Madrid",Piso,W-02Z6R4,,,,
108683825,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/01/90/1352047455.webp,79,bj,380000.0,countryHouse,sale,482.0,,6,3,San Martín de Valdeiglesias,Madrid,San Martín de Valdeiglesias,,es,,40.3608974,-4.3969493,False,https://www.idealista.com/inmueble/108683825/,"Bonita casa en esquina con patio, perfecto para los que buscan entorno natural con todas las comodidades y servicios. Ubicación privilegiada con múltiples posibilidades, vivienda habitual, segunda residencia o gran potencial como proyecto turístico. Una oportunidad única con infinitas posibilidades un auténtico lujo muy cerca de Madrid, con la cercanía a 7km del pantano en el que se permite el baño, con una playa interior con bandera azul y navegable, permitiendo actividades acuáticas a motor. Buenas conexiones a través de carretera en coche o en bus desde el intercambiador de príncipe pio. La propiedad cuenta con 5 dormitorios, 3 baños, distintas zonas de estar en función de las necesidades, cocina abierta con zona de office separado y un gran salón con chimenea. La planta inferior dispones de entrada individual a pie de calle, con un posible proyecto para su explotación como hospedaje rural, negocio de hostelería, o proyecto enfocado en brindar experiencias agradables y servicios de calidad a los clientes. Esta opción también permite establecer la residencia en la planta superior, permaneciendo el posible negocio en la planta inferior. Esta exclusiva oportunidad no puedes dejarla pasar, si quieres más información puedes llamarnos y concertar una visita….",False,good,False,,,788.0,True,False,False,False,[],False,False,380000.0,€,True,True,,countryHouse,San Martín de Valdeiglesias,Casa rural,07714,casale,,,
107779238,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/7f/d6/1323536813.webp,27,,409900.0,chalet,sale,110.0,,2,2,"calle Goya, 26",Madrid,Arroyomolinos,La Cárcaba - El Encinar - Montemolinos,es,,40.2625803,-3.9109855,True,https://www.idealista.com/inmueble/107779238/,"Agencia inmobiliaria de Madrid, zona ARROYOMOLINOS. EN VENTA: Descubre este encantador chalet adosado, construido en una sola planta, que combina comodidad y estilo. Con 110 m² construidos y 100 m² útiles, este hogar cuenta con excelentes calidades que te sorprenderán. La cocina independiente es perfecta para los amantes de la gastronomía, mientras que el salón de dos ambientes ofrece un espacio acogedor para disfrutar en familia o recibir amigos. Dispone de 2 amplios dormitorios, uno de ellos con baño en suite, ideal para mayor privacidad. Además, cuenta con otro baño completo que brinda comodidad a todos los miembros del hogar. El patio propio es un verdadero oasis, perfecto para disfrutar del aire libre, mientras que el patio delantero ofrece espacio suficiente para aparcar hasta 2 coches. La calefacción de aerotermia garantiza un ambiente cálido y confortable durante todo el año. Construido en 2020, este chalet se encuentra en excelente estado y está adaptado para personas con movilidad reducida. Con una parcela de 258 m² y orientación este-oeste, disfrutarás de luz natural durante todo el día. No dejes pasar esta oportunidad de vivir en un lugar que lo tiene todo. ¡Ven a verlo y enamórate de tu nuevo hogar!",True,good,False,,,3726.0,True,True,False,False,[],False,False,409900.0,€,,,,chalet,"La Cárcaba - El Encinar - Montemolinos, Arroyomolinos","Chalet adosado en calle Goya, 26",Chalet Goya,terracedHouse,,,
108917648,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/b3/29/1358886715.webp,14,1,440000.0,flat,sale,105.0,True,4,2,avenida de Pablo Neruda,Madrid,Madrid,Puente de Vallecas,es,Palomeras Bajas,40.3822183,-3.6607497,False,https://www.idealista.com/inmueble/108917648/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este magnífico piso en venta, ubicado en uno de los barrios más castizos de la ciudad, es una oportunidad única que no querrás dejar pasar. Situado en una primera planta con altura de segundo, cuenta con todas las comodidades que necesitas para disfrutar de un estilo de vida moderno y confortable. La finca dispone de ascensor, lo que facilita el acceso a esta maravillosa vivienda. Con una superficie construida de 105 m², la distribución del piso es ideal para familias o para quienes buscan espacio. Disfruta de un amplio salón, una cocina equipada con terraza tendedero, cuatro luminosos dormitorios y dos baños, uno de ellos en suite. Los suelos de parquet aportan calidez y elegancia a cada rincón. Además, la calefacción de gas natural y el aire acondicionado, garantizan un ambiente agradable durante todos los meses del año. Pero eso no es todo. Este inmueble también cuenta con una piscina comunitaria y un jardín donde podrás relajarte y disfrutar del buen tiempo. Incluye una plaza de garaje y un trastero, lo que añade aún más valor a esta fantástica propiedad. Construido en 1999 y en buen estado, este piso es perfecto para entrar a vivir. ¡No pierdas la oportunidad de visitarlo y enamorarte de tu nuevo hogar!",False,good,False,True,,4190.0,False,False,False,False,[],False,False,440000.0,€,True,True,,flat,"Palomeras Bajas, Madrid",Piso en avenida de Pablo Neruda,,,,,
103687019,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/2d/f0/1311848737.webp,15,bj,395000.0,duplex,sale,68.0,True,2,2,"calle Marcelino Alvarez, 21",Madrid,Madrid,Ciudad Lineal,es,Ventas,40.4308863,-3.6536716,True,https://www.idealista.com/obra-nueva/103687019/,"Descubre este desarrollo único compuesto por un total de 16 viviendas tipo LOFT con USO RESIDENCIAL, ubicado en el barrio de Ventas, junto a calle Alcalá y metro El Carmen. El proyecto está recién terminado, por lo que es de entrega inmediata. Encontrarás viviendas llenas de luz y espacio, todas exteriores, cada una con acceso independiente desde la calle, con salones a doble altura, amplias cocinas integradas y grandes ventanales a calle. Todas las viviendas cuentan con 2 baños completos. Vivir en un loft es la definición exacta de vivir en un espacio completamente abierto, sin paredes, pasillos ni puertas que limiten tu espacio y tu forma de vida. Con gran libertad para adecuar los espacios a cada momento de tu vida según tus necesidades. ¿Te imaginas vivir aquí?",True,,True,True,True,5809.0,False,False,False,False,[],False,False,395000.0,€,,,,flat,"Ventas, Madrid","Dúplex en calle Marcelino Alvarez, 21",ONM2401002-4,duplex,,,
107509450,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/02/8a/fd/1314587633.webp,17,2,340000.0,penthouse,sale,135.0,True,3,2,"calle Miralrío, 6",Madrid,Villanueva de la Cañada,Villanueva de la Cañada,es,,40.4494627,-4.0051505,True,https://www.idealista.com/inmueble/107509450/,"EXPLENDIDO PISO EN VILLANUEVA DE LA CAÑADA CÉNTRICO, TRES DORMITORIOS Y DOS BAÑOS Y PLAZA DE GARAJE, AMPLIO Y LUMINOSO.    Piso situado en pleno centro de Villanueva la cañada, muy próximo a la universidad Alfonso X el sabio. Tiene una superficie construida de 135 m², y cuenta con plaza de garaje incluida en el precio; situado en la segunda planta del edificio, tiene todas sus estancias exteriores, con dos terrazas una conectada al salón la terraza tiene 8 m². Con opción de ser incorporada al salón. Dormitorio principal muy grande con baño incorporado (opción de hacer vestidor), completamente exterior, todos los dormitorios con armarios empotrados vestidos y distribuidos, carpintería interior acabada en roble y la exterior de aluminio con climalit, muy luminoso y tranquilo. Baño común grande completo y reformado recientemente. Los suelos de todo el piso son de gres en tono claro, por lo que le confiere una limpieza fácil rápida e higiénica. Todas las paredes y techos están acabadas en liso y pintadas en colores muy suaves y lumínicos. Precio 340.000. Más información.",True,good,False,False,,2519.0,True,False,False,False,[],False,False,340000.0,€,True,True,,flat,"Villanueva de la Cañada, Villanueva de la Cañada","Ático en calle Miralrío, 6",,penthouse,345000.0,5000.0,1.0
107970701,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/dd/a4/1329835283.webp,19,2,1600000.0,flat,sale,80.0,True,2,2,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4251114,-3.679599,False,https://www.idealista.com/inmueble/107970701/,"DIZA Consultores les presenta este elegante piso de 2 dormitorios en pleno Recoletos. En la quinta planta de un edificio de principios del siglo XX, encontramos este piso reformado a estrenar de 80 metros cuadrados. La zona de día goza de muchísima luz durante todo el día gracias a sus balcones, dando a una de las mejores calles del Barrio Salamanca, en uno de los tramos más residenciales. Cuenta con una cocina totalmente equipada y zona de lavandería. La zona de descanso se compone de dos dormitorios, ambos con baño en suite. El edificio cuenta con calefacción individual y portero. La ubicación del inmueble es inmejorable, a un paso de El Retiro y de los mejores restaurantes y tiendas de la ciudad. El Barrio Salamanca, y en concreto Recoletos, se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,,20000.0,False,False,False,False,[],False,False,1600000.0,€,,,,flat,"Recoletos, Madrid",Piso,DS-P88030B,,,,
108576494,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/29/c7/1349986666.webp,15,bj,159900.0,flat,sale,59.0,True,1,2,calle Albacete,Madrid,Getafe,Juan de la Cierva,es,,40.3124377,-3.71438,False,https://www.idealista.com/inmueble/108576494/,"Globalpiso coslada vende! precioso apartamento reformado completamente en 2024 con acabados de calidad, acceso independiente desde la calle, cuenta con un patio de uso privativo de unos 8 m2. En su interior encontraremos salon con cocina americana totalmente equipada, un dormitorio, dos baños completos con plato de ducha. Calefaccion electrica por tarifa nocturna, paredes lisas, suelos de ceramica imitacion a madera. Puerta acorazada mas contrapuerta de aluminio. Orientacion este con sol por las mañanas. El apartamento quedaria totalmente amueblado. Muy buena rentabilidad si, se compra como inversion ya que se puede dividir con muy poca inversion y sacar dos estudios de 25 m2 cada uno, uno quedaria con patio, ademas hay opcion de plaza de garaje (10.500€). Todos los servicios a su alrededor metro, autobuses, colegios, bancos. *globalpiso nunca solicitará documentación ni dinero sin haber realizado antes una visita a la vivienda. *ofrecemos financiación del 100% a través de nuestro departamento financiero, h2b hipotecas. La aprobación de la financiación está sujeta a las condiciones de la entidad financiera y se evaluará el perfil y solvencia del cliente. *de conformidad con el artículo 6 del rd 515/1989, de 21 de abril, informamos a los clientes que los gastos notariales, registrales, impuesto de transmisiones patrimoniales (i. T. P. ) gastos financieros e intermediación inmobiliaria y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda. ""se cumplen todos los requisitos y derechos referidos en la ley 12/2023 por el derecho a la vivienda"".",False,good,False,False,,2710.0,True,False,False,False,[],False,False,159900.0,€,True,True,,flat,"Juan de la Cierva, Getafe",Piso en calle Albacete,ENC2816,,169900.0,10000.0,6.0
108309972,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/24/a6/1340299705.webp,16,3,295000.0,flat,sale,52.0,False,2,1,Barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4047563,-3.7014812,False,https://www.idealista.com/inmueble/108309972/,"Apartamento Reformado en Lavapiés Bienvenido a un exclusivo apartamento en el corazón de Madrid, una joya de 52 metros cuadrados que combina historia y modernidad. Construido en 1915 y reformado recientemente, este elegante espacio ofrece dos habitaciones y un baño, ideal para quienes buscan un activo en el centro de Madrid con una buena rentabilidad al encontrarse alquilado actualmente. Al entrar, se percibe una atmósfera de calidez y estilo. La distribución optimizada maximiza la luz natural y el confort, creando un ambiente acogedor y funcional. Cada rincón del apartamento refleja un diseño cuidado, pensado para ofrecer una experiencia de vida excepcional. Descubra la esencia de la vida urbana en Madrid con este apartamento que combina a la perfección el encanto histórico con las comodidades modernas. Una oportunidad única para disfrutar de la elegancia y el dinamismo de la capital española. Ubicada en el vibrante barrio de Lavapiés, en el corazón de Madrid, la propiedad ofrece una experiencia de vida inigualable para los compradores más exigentes. Lavapiés es conocido por su ambiente cosmopolita y su rica diversidad cultural, lo que lo convierte en un lugar altamente deseable para quienes buscan una vida urbana sofisticada. Este barrio combina a la perfección la tradición madrileña con un toque moderno, ofreciendo una amplia gama de restaurantes gourmet, galerías de arte contemporáneo y boutiques exclusivas. La infraestructura de la zona es excepcional, con múltiples opciones de transporte que facilitan el acceso a toda la ciudad. La estación de metro y cercanías de Embajadores está a menos de 5 minutos a pie, conectando rápidamente con el resto de Madrid. Además, la estación de Atocha, el principal nudo ferroviario de la ciudad, se encuentra a menos de 15 minutos, facilitando viajes nacionales e internacionales. Para los amantes del ocio y la cultura, el barrio ofrece una variedad de actividades. A pocos pasos se encuentra el Museo Reina Sofía, hogar de algunas de las obras maestras del arte moderno. El Parque del Retiro, un oasis verde en medio de la ciudad, está a solo 20 minutos caminando, ideal para disfrutar de un paseo relajante o un picnic al aire libre. Este enclave único no solo ofrece una ubicación privilegiada, sino también un estilo de vida exclusivo que combina lo mejor de la tradición y la modernidad. Vivir en esta zona es disfrutar de la esencia de Madrid en su máxima expresión, un lugar donde cada día se convierte en una experiencia extraordinaria.",False,good,False,False,,5673.0,False,False,False,False,[],False,False,295000.0,€,,,,flat,"Lavapiés-Embajadores, Madrid",Piso,W-0308SU,,,,
