propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
108565940,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/ab/da/1348631010.webp,STK51210849,20,2,119900.0,flat,sale,100.0,True,3,2,calle Mayor Alta,Madrid,Perales de Tajuña,es,40.2376335,-3.3510507,False,https://www.idealista.com/inmueble/108565940/,"Os presentamos este espacioso piso ubicado en Perales de Tajuña, Madrid. La vivienda se distribuye en tres habitaciones, salón-comedor, cocina y dos baños. Ubicado en la 2a planta del edificio. Está situado en el centro de Perales de Tajuña. En sus alrededores encontramos supermercados, bancos, farmacias, oficinas de correos, centros deportivos y varias paradas de autobús. En términos de accesibilidad, la propiedad dispone de múltiples conexiones y cuenta con fácil acceso a Autovía del Este. Descubre nuestra amplia oferta inmobiliaria y no pierdas la oportunidad de encontrar la casa perfecta para ti.",False,good,False,False,1199.0,True,False,False,False,[],False,False,119900.0,€,flat,Perales de Tajuña,Piso en calle Mayor Alta,,,,,,,,,
108656421,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/05/64/1351272981.webp,4268,37,2,420000.0,flat,sale,50.0,False,1,1,calle de Santa Bárbara,Madrid,Madrid,es,40.4258783,-3.7013776,False,https://www.idealista.com/inmueble/108656421/,"TORALIA CAPITAL OFRECE Piso reformado de 1 dormitorio en pleno centro de Madrid – Malasaña Se vende estupendo piso de 50 m² en el barrio de Malasaña, una de las zonas más demandadas y con más encanto de Madrid. La vivienda se encuentra en una finca tranquila, es interior pero muy luminoso, con orientación a tres patios, lo que asegura una gran tranquilidad y cero ruidos, ideal para quienes valoran el silencio en pleno centro urbano. Características principales: *1 dormitorio amplio *1 baño completo con plato de ducha *Cocina independiente* *Piso totalmente reformado* * Muy bien comunicado: metro, autobuses y cercanías a pocos minutos * Rodeado de todos los servicios: supermercados, tiendas, restaurantes, ocio y cultura Perfecto tanto como vivienda habitual, segunda residencia o inversión con alta rentabilidad por su ubicación privilegiada. ¡Listo para entrar a vivir!",True,good,False,False,8400.0,True,False,True,False,[],False,False,420000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle de Santa Bárbara,Centro,Malasaña-Universidad,,,,,,,
108717172,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/0d/ac/1353024499.webp,MD3A01V20,44,2,360000.0,flat,sale,72.0,True,1,2,calle de Porfirio,Madrid,Madrid,es,40.4625627,-3.7059148,False,https://www.idealista.com/inmueble/108717172/,"Extraordinario apartamento LISTO PARA ENTRAR A VIVIR y CON BALCÓN A LA CALLE, en finca del año 2002, en la calle Porfirio, muy próxima al cruce de Paseo de la Dirección con Marqués de Viana, 2ª planta, ascensor, exterior y muy luminosa (Orientación Sur). 72 m2 construidos distribuidos en: hall-recibidor con armario empotrado, amplio salón-comedor con balcón a la calle, cocina independiente completamente amueblada y con pequeña despensa, dormitorio grande con cuarto de baño en suite y una segunda habitación como vestidor, y un aseo de cortesía (en la entrada de la vivienda). Vivienda en BUEN ESTADO DE CONSERVACIÓN, suelos de tarima flotante, ventanas con cristal climalit, agua caliente y calefacción individual por gas natural. Excelente ubicación, junto al Parque Rodríguez Sahagún, en zona con todo tipo de comercios y servicios, bien comunicado por transporte público, a siete minutos de estación de Metro de Tetuán (L1) y varias líneas de autobús. No lo dude, contacte con nosotros y concierte una visita con nuestros asesores. VENETA Inmobiliaria es una agencia especializada en la venta de viviendas en los distritos de Tetuán y Chamberí con más de 25 años de experiencia en la intermediación de compra-venta de inmuebles y asesoramiento inmobiliario. Síguenos en las redes y entérate el primero de los pisos que salen a la venta: fb: Veneta Inmobiliaria ig: veneta_grupo_inmobiliario.",True,good,False,True,5000.0,True,False,False,False,[],False,False,360000.0,€,flat,"Berruguete, Madrid",Piso en calle de Porfirio,Tetuán,Berruguete,,,,,,,
103819392,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/27/4a/1201216873.webp,,46,,2600000.0,chalet,sale,565.0,,6,5,paseo de Los Lagos,Madrid,Pozuelo de Alarcón,es,40.4182214,-3.8005865,False,https://www.idealista.com/inmueble/103819392/,"Propiedades Pozuelo vende EN EXCLUSIVA para INVERSONES CON RENTABILIDAD DESDE EL PRIMER DIA, exclusivo y moderno chale adosado en La Finca. Urbanización de lujo cerrada con seguridad 24 horas. Donde la seguridad y la privacidad son máximas. Casa de 565m2 distribuidos en semi plantas ubicada en la mejor línea de la urbanización con recientes actualizaciones. - Planta Calle: Recibidor, sala de estar o dormitorio, aseo de cortesía. Planta principal: Amplio salón con chimenea, comedor techos altos y grandes ventanales con salida porche con piscina privada. Cocina office. Primera planta tres dormitorios doble y dos baños completos. Dormitorio principal en suite con vestidor y estar. Planta sótano: Gran sala de estar u ocio, dormitorio de servicio y baño, trastero, zona de lavandería con nuevos electrodomésticos lavadora y secadora. Cuatro plazas de garaje.",True,good,False,,4602.0,True,False,False,False,[],False,False,2600000.0,€,chalet,"La Finca, Pozuelo de Alarcón",Chalet adosado en paseo de Los Lagos,Zona Prado de Somosaguas - La Finca,La Finca,True,True,terracedHouse,,,,
103415708,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/9f/ac/1354111095.webp,05301,70,bj,2600000.0,countryHouse,sale,1200.0,,11,6,Colonia,Madrid,Torrelodones,es,40.5701693,-3.9464285,False,https://www.idealista.com/inmueble/103415708/,"ESTA FINCA ES ESPECIAL PORQUE La Finca de la Casa Nueva del Enebrillo, se ubica en un ”promontorio”, donde el centro se sitúa en su parte más alta y en él se alzan la casa y su conjunto arquitectónico, con unas magníficas vistas sobre el parque natural y la sierra de Madrid. Este enclave privilegiado permite, saliendo de la propiedad, practicar el senderismo, la bici de montaña o dar agradables paseos a caballo por sus más de 22.000 Ha de Parque Natural, recorriendo espacios naturales históricos como el Puente Romano sobre el río Guadarrama, la presa del Siglo XVI, construida por Juan de Herrera en torno al Monasterio de El Escorial, o disfrutar del paisaje serrano con vistas a la Capital o a la Sierra del Guadarrama. DISTRIBUCIÓN: La propiedad, originalmente denominada “Casa Nueva del Enebrillo ” está actualmente segregada en tres fincas de idéntica superficie denominadas:  •Casa Nueva del Enebrillo, con una casa histórica de principios del siglo XX.  • Los Ángeles del Enebrillo, con una casa de los años 70.  • El Mirador, sin casa con 42,940,10 m2.  Cada una de las fincas del En brillo tienen una superficie de 42.903,43 m2 por lo que el total de las dos es de 85.806,87 m2 y, junto con El Mirador, la superficie total es de 128.820,32 m2. La casa principal, de estilo andaluz o cortijo de 400 m² consta de: 6 Dormitorios dobles  3 Baños Salón con chimenea  Comedor Despacho y Cocina.  Hall con chimenea.  Pasillo alrededor del patio.  Capilla familiar. La casa de invitados de 255 m2 en planta y 260 m2 de sótano consta de: 6 Dormitorios dobles  3 Baños Salón con zona de estar ES IMPORTANTE SABER QUE: El conjunto de las tres fincas están afectadas por dos áreas de protección natural que tiene como resultado su clasificación urbanística según la vigente Ley del Suelo en:  •55.256,08 m2 de Suelo Urbanizable No Sectorizado •73.564,24 m2 de Suelo No Urbanizable de Protección COMUNICACIONES: Torrelodones es uno de los pueblos con más carácter de la Comunidad- y su ubicación próxima al centro urbano y su estación de tren le aportan la ventaja adicional de tener a su alcance buenas comunicaciones.  El transporte por carretera está muy bien comunicado con Madrid tanto por la A6, o las circunvalaciones M50 y M40. Tiene transporte público de tren y autobús, lo que facilita mucho las conexiones con Madrid, al estar a menos de 30 minutos en tren y contar con la línea 631 de autobuses para llegar al intercambiador de Moncloa. En sus alrededores podemos encontrar una completa oferta de servicios: Centros comerciales y de ocio (Espacio Torrelodones, La Gardenia, etc), Colegios (CEIP Los Angeles, San Ignacio de Loyola, Los Sauces, etc), Universidades (Francisco de Vitoria, Complutense-Somosaguas, ESIC, Europea, CEU, etc), Clínicas y Hospitales (HM Madrid Torrelodones, Puerta de Hierro,etc), Instalaciones deportivas públicas y privadas. INFORMACIÓN ADICIONAL: No cobramos honorarios al comprador en esta propiedad.",True,renew,False,,2167.0,True,False,False,False,[],False,False,2600000.0,€,countryHouse,"Colonia, Torrelodones",Finca rústica,Colonia,,,,countryHouse,,,,
108477846,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/f4/6b/1346119651.webp,JT0046-5162,33,2,595000.0,flat,sale,103.0,True,2,2,calle de los Monasterios de Suso y Yuso,Madrid,Madrid,es,40.5035477,-3.7043878,False,https://www.idealista.com/inmueble/108477846/,"Te gustará saber: · Piso en venta en Montecarmelo, Madrid, con 2 habitaciones y parking · Dispone de 2 plazas de parking y un trastero. · Situado en una 2ª planta de un edificio con ascensor, conserje y zona comunitaria con parque infantil. · Tiene orientación sureste. · Se distribuye en salón comedor, cocina independiente totalmente equipada, 2 habitaciones y 2 baños. · Suelo de madera natural. · Calefacción de gas natural y aire acondicionado por splits. Es especial por: · Es una comunidad muy tranquila, cuenta solo con 31 vecinos y tiene una cuota de comunidad muy baja al contar con local comercial alquilado que cubre la mayoría de los gastos. · Montecarmelo es un barrio residencial moderno, tranquilo y familiar, bien conectado con el centro de la ciudad. La zona cuenta con amplias zonas verdes, parques infantiles, supermercados, restaurantes, farmacias y colegios tanto privados como públicos. Bien comunicado mediante transporte público (Metro Montecarmelo), varias líneas de autobuses y facilidades acceso a la M-40 y M-607.",True,good,False,True,5777.0,True,False,True,False,[],False,False,595000.0,€,flat,"Montecarmelo, Madrid",Piso en calle de los Monasterios de Suso y Yuso,Fuencarral,Montecarmelo,True,True,,629000.0,34000.0,5.0,
108751574,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/5c/0f/1354070748.webp,b1440c25-8dc2-4fa5-9d55-472a5d3b4094-0,7,1,570000.0,flat,sale,81.0,True,2,2,Barrio Canillejas,Madrid,Madrid,es,40.4383948,-3.6136366,False,https://www.idealista.com/inmueble/108751574/,"Oportunidad única. Precio ajustado a mercado. Venta por traslado. Se vende espectacular piso con gran terraza privada, en una de las mejores urbanizaciones de San Blas – Canillejas, ideal para familias, parejas o inversores que buscan calidad de vida y buena rentabilidad. 2 dormitorios dobles, ambos con armarios empotrados, 2 baños completos, amplio salón comedor con mucha luz natural y acceso directo a la terraza, cocina independiente totalmente equipada. La urbanización es cerrada y muy exclusiva, con zonas comunes que incluyen: Piscina Gimnasio Pista de pádel Zona infantil y jardines Seguridad 24 horas El piso está listo para entrar a vivir, con calidades modernas y en perfecto estado. Orientación suroeste, muy luminoso y tranquilo. Segunda planta con ascensor. � Sensación de chalet en altura. Palabras clave para compradores exigentes: piso con terraza, luminoso, 2 baños, urbanización con piscina, gimnasio, pistas de pádel, ideal para familias, zona tranquila, buena comunicación, metro cercano, colegios, supermercados, acceso M-40. � Se acepta financiación, se escuchan ofertas serias. ¡No dejes escapar este piso que enamora! Contacta ahora y agenda tu visita.",False,good,False,True,7037.0,False,False,False,False,[],False,False,570000.0,€,flat,"Canillejas, Madrid",Piso,San Blas,Canillejas,True,True,,580000.0,10000.0,2.0,
108595251,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/f5/d8/1349467830.webp,1-16,10,1,169000.0,studio,sale,42.0,True,0,1,calle Mallorca s/n,Madrid,San Sebastián de los Reyes,es,40.5556929,-3.6264629,True,https://www.idealista.com/obra-nueva/108595251/,"¡TU NUEVO HOGAR EN SAN SEBASTIÁN DE LOS REYES!  Bienvenido a Quality Parque La Marina, una promoción exclusiva de 60 inmuebles en San Sebastián de los Reyes, ubicada frente al emblemático Parque de La Marina, en la confluencia de las calles Cantabria y Mallorca. Aquí encontrarás desde estudios funcionales hasta inmuebles de 3 estancias, con distintas distribuciones —incluidos dúplex, bajos y áticos con terraza — con superficies construidas desde 42 m² hasta más de 115 m², diseñados para ofrecerte amplitud, luz natural y una estética moderna que se adapta a tu estilo de vida. Todos los inmuebles incluyen plaza de garaje en el precio.  UN EDIFICIO EXCLUSIVO Y CON TODOS LOS DETALLES La promoción cuenta con una elegante piscina comunitaria en la azotea con solárium, perfecta para disfrutar del buen tiempo sin salir de casa. EFICIENCIA, CONFORT Y SOSTENIBILIDAD Quality Parque La Marina cuenta con calificación energética A y un sistema de climatización por aerotermia mediante suelo radiante y refrescante, una tecnología limpia y eficiente que permite ahorrar energía y reducir el impacto ambiental, asegurando el máximo confort tanto en invierno como en verano. DISEÑO CONTEMPORÁNEO Y MÁXIMA LUMINOSIDAD Espacios abiertos, cocinas integradas, grandes ventanales y acabados de calidad definen esta promoción pensada para quienes buscan una vivienda moderna, funcional y luminosa. CONEXIÓN PERFECTA Y SERVICIOS A UN PASO Ubicada en una de las zonas con mayor proyección del norte de Madrid, está rodeada de zonas verdes, colegios, centros deportivos y comerciales, y perfectamente conectada con el centro de Madrid a través de Renfe, metro, autobuses y acceso directo por la A1. VENTA SOBRE PLANO - ¡YA EN 2ª FASE DE COMERCIALIZACIÓN! Comercializamos actualmente en plano. El inicio de obra está previsto para primer trimestre de 2026 y la entrega de llaves para mediados de 2027. Aprovecha esta etapa para reservar la unidad que mejor se adapte a ti, con las mejores condiciones. PVP FORMAS DE PAGO FLEXIBLES • Viviendas (IVA 10%): reserva desde 6.500 € + IVA, pagos fraccionados durante la obra y resto a la entrega del inmueble. • Lofts (IVA 21%): reserva desde 5.000 € + IVA, pagos fraccionados durante la obra y resto a la entrega del inmueble. ¡DESCUBRE QUALITY PARQUE LA MARINA! Solicita más información, conócenos con una cita presencial o video llamada personalizada. Vive o invierte en una promoción diseñada para el bienestar, la eficiencia y la calidad de vida.",False,newdevelopment,True,True,4024.0,True,False,False,False,[],False,False,169000.0,€,flat,"Praderón, San Sebastián de los Reyes",Estudio en calle Mallorca s/n,Praderón,,True,True,studio,,,,False
108886115,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/b0/c9/1357947592.webp,Campo Paloma,18,2,169500.0,flat,sale,61.0,True,3,1,calle del Campo de la Paloma,Madrid,Madrid,es,40.3852087,-3.6461496,False,https://www.idealista.com/inmueble/108886115/,"Alquilado: oportunidad de inversión Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad. Fecha de fin de contrato: 02/2028 Piso en Madrid, El inmueble cuenta con una superficie de 61 m² distribuidos en 3 habitaciones, salón-comedor, cocina equipada con horno además de 1 baño completo. La vivienda tiene suelos de tarima. Ubicado en la 2a planta del edificio, sin ascensor. Cuenta con todos los servicios necesarios a su alrededor, como el Concerted Colegio Sagrada Familia de Urgel, supermercados, bancos, bibliotecas, farmacias, oficinas de correos y la estación de metro Miguel Hernández. Con fácil acceso a Autopista de Circunvalación.",True,good,False,False,2779.0,True,False,False,False,[],False,False,169500.0,€,flat,"Palomeras sureste, Madrid",Piso en calle del Campo de la Paloma,Puente de Vallecas,Palomeras sureste,,,,,,,
108889355,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/6f/27/e6/1358035939.webp,,23,3,1950000.0,flat,sale,264.0,True,4,2,"calle de Hortaleza, 9",Madrid,Madrid,es,40.4207946,-3.7008571,True,https://www.idealista.com/inmueble/108889355/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Se venden dos viviendas de 264 m² en total, situado en pleno centro, ofrece un luminoso salón exterior que invita a disfrutar de momentos inolvidables. Con cuatro acogedores dormitorios en la zona interior, este espacio se adapta perfectamente a tus necesidades. La cocina y el baño son funcionales, listos para que les des tu toque personal. La finca cuenta con ascensor y la comunidad tiene un coste de 153,17 € por vivienda, lo que garantiza un entorno cómodo y bien mantenido. Además, la ubicación es inmejorable: rodeado de servicios y con excelentes conexiones de transporte. Incluye una plaza de garaje en la Plaza de Pedro Zerolo, un verdadero lujo en el centro de la ciudad. Este piso, construido en 1900, conserva el encanto de la época y ofrece la oportunidad de reformarlo a tu gusto. Con calefacción de gas natural y armarios empotrados, cada rincón está pensado para tu comodidad. No dejes pasar esta oportunidad única de vivir en una de las zonas más vibrantes de Madrid. ¡Ven a verlo y empieza a imaginar tu nueva vida aquí!",False,renew,False,True,7386.0,True,False,True,False,[],False,False,1950000.0,€,flat,"Chueca-Justicia, Madrid","Piso en calle de Hortaleza, 9",Centro,Chueca-Justicia,True,True,,,,,
