propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
107657132,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/6f/51/1324691325.webp,3,17,,1264640.0,chalet,sale,309.0,,4,3,calle San Blas,Madrid,Pozuelo de Alarcón,es,40.4472303,-3.8105688,False,https://www.idealista.com/obra-nueva/107657132/,"¡Oportunidad Única! Promoción de 3 Exclusivas Viviendas de Autopromoción Descubre tu nuevo hogar en un entorno privilegiado, donde la comodidad y el diseño moderno se encuentran en perfectas armonías. Te presentamos tres impresionantes viviendas, cada una con más de 300 m² construidos, listas para convertirse en el refugio que siempre has soñado. VIVIENDAS QUE DISEÑAMOS A TU GUSTO PUDIENDO CAMBIAR DISTRIBUCIÓN Y CALIDADES. Las viviendas se dividen en tres plantas (sótano diáfano más dos). Características Destacadas: • Superficie: Desde 300 m² construidos. • Dormitorios: 4 amplios dormitorios, perfectos para familias. • Baños: 3 elegantes cuartos de baño, diseñados con acabados de alta calidad. • Exterior: Piscina privada para disfrutar del verano y relajarte al aire libre. • Energía Sostenible: Equipadas con sistemas de aerotermia y placas fotovoltaicas, asegurando tu bienestar y un consumo energético eficiente. • Entrega: ¡Listas para habitar a principios del 2027! • Llave en mano: Disfruta de la comodidad de un hogar completamente terminado, donde no tendrás que preocuparte por nada. • Diseño contemporáneo: Espacios abiertos y luminosos que maximizan la luz natural. • Ubicación privilegiada: En una zona tranquila y cerca de todos los servicios esenciales. ¡Tu futuro hogar te espera!  No dejes pasar la oportunidad de vivir en una vivienda que combina estilo, confort y sostenibilidad. Contáctanos para obtener más información sobre esta exclusiva promoción y conocer los detalles de cada vivienda.",False,newdevelopment,True,,4093.0,True,False,False,False,[],False,False,1264640.0,€,chalet,"Zona norte, Pozuelo de Alarcón",Chalet adosado en calle San Blas,Zona norte,Zona norte,True,True,terracedHouse,,,,False
104820973,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/65/fe/1232628523.webp,,38,1,1380000.0,flat,sale,235.0,True,5,4,calle de Luis Martinez Feduchi,Madrid,La Moraleja,es,40.4992998,-3.6420472,False,https://www.idealista.com/inmueble/104820973/,"Propiedades La Moraleja & Pozuelo presenta este magnífico piso de 5 dormitorios con   amplia terraza. Fantástico piso seminuevo orientado al sur en El Encinar de los Reyes.  Distribución: Hall de entrada que da acceso a un gran salón-comedor con terraza con vistas despejadas a zonas verdes. Cocina con office y lavadero tendedero y dormitorio de servicio con baño incorporado.  El dormitorio principal dispone de vestidor y baño en suite. Los otras tres dormitorios uno de ellos con baño en suite y los otros dos comparten un baño, todos ellos cuentan con armarios empotrados vestidos.  La vivienda destaca por sus amplios espacios, gran luminosidad y magníficas calidades. Calefacción individual por gas natural, aire acondicionado por conductos.  Dos plazas de garaje y trastero.  Urbanización privada con vigilancia 24 horas, zonas comunes, parque infantil, piscina, pádel, sala comunitaria, gimnasio y cuarto para bicicletas. Su localización es inmejorable junto a colegios, transporte público, centros comerciales, restaurantes y acceso a vías de comunicación con Madrid y alrededores. El Encinar de los Reyes es una zona residencial de alto standing situada al lado de la Moraleja en la zona norte de Madrid.",False,good,False,True,5872.0,True,False,False,False,[],False,False,1380000.0,€,flat,"Encinar de los Reyes, La Moraleja",Piso en calle de Luis Martinez Feduchi,Encinar de los Reyes,,True,True,,,,,
107657131,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/27/23/1324691769.webp,2,17,,1237661.0,chalet,sale,300.0,,4,3,calle San Blas,Madrid,Pozuelo de Alarcón,es,40.4486716,-3.8099918,False,https://www.idealista.com/obra-nueva/107657131/,"¡Oportunidad Única! Promoción de 3 Exclusivas Viviendas de Autopromoción Descubre tu nuevo hogar en un entorno privilegiado, donde la comodidad y el diseño moderno se encuentran en perfectas armonías. Te presentamos tres impresionantes viviendas, cada una con más de 300 m² construidos, listas para convertirse en el refugio que siempre has soñado. VIVIENDAS QUE DISEÑAMOS A TU GUSTO PUDIENDO CAMBIAR DISTRIBUCIÓN Y CALIDADES. Las viviendas se dividen en tres plantas (sótano diáfano más dos). Características Destacadas: • Superficie: Desde 300 m² construidos. • Dormitorios: 4 amplios dormitorios, perfectos para familias. • Baños: 3 elegantes cuartos de baño, diseñados con acabados de alta calidad. • Exterior: Piscina privada para disfrutar del verano y relajarte al aire libre. • Energía Sostenible: Equipadas con sistemas de aerotermia y placas fotovoltaicas, asegurando tu bienestar y un consumo energético eficiente. • Entrega: ¡Listas para habitar a principios del 2027! • Llave en mano: Disfruta de la comodidad de un hogar completamente terminado, donde no tendrás que preocuparte por nada. • Diseño contemporáneo: Espacios abiertos y luminosos que maximizan la luz natural. • Ubicación privilegiada: En una zona tranquila y cerca de todos los servicios esenciales. ¡Tu futuro hogar te espera!  No dejes pasar la oportunidad de vivir en una vivienda que combina estilo, confort y sostenibilidad. Contáctanos para obtener más información sobre esta exclusiva promoción y conocer los detalles de cada vivienda.",False,newdevelopment,True,,4126.0,True,False,False,False,[],False,False,1237661.0,€,chalet,"Zona norte, Pozuelo de Alarcón",Chalet adosado en calle San Blas,Zona norte,Zona norte,True,True,terracedHouse,,,,False
108799914,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/25/3f/1355502481.webp,W-02YYEM,20,5,1710000.0,flat,sale,124.0,True,2,2,de la Castellana,Madrid,Madrid,es,40.4399051,-3.6906168,False,https://www.idealista.com/obra-nueva/108799914/,"Vivienda de lujo en El Viso. Engel & Völkers presenta un exclusivo proyecto residencial en un edificio icónico de Gutiérrez Soto, con fachada protegida, en una de las zonas más emblemáticas de Madrid, junto al Barrio de Salamanca y el Paseo de la Castellana. Una ubicación privilegiada que combina historia, exclusividad y un estilo de vida cosmopolita. Las viviendas, de 2 a 4 dormitorios, destacan por sus grandes ventanales y amplias terrazas, que aportan luz natural y una conexión fluida con el exterior. Cada residencia es personalizable, permitiendo a sus propietarios diseñar sus espacios a medida con materiales y acabados de la más alta calidad, como cocinas de Gunni & Trentino y baños de Villeroy & Boch. El edificio cuenta con servicios y amenities diseñados para el máximo confort. Un gran lobby de entrada, elegante y acogedor, da paso a exclusivas zonas comunes. Entre ellas, un spa center con sauna, sala de masajes y vestuarios, pensado para la relajación y el bienestar diario. La sport zone ofrece un gimnasio completamente equipado con máquinas de última generación y un espacio para entrenamientos personales o clases dirigidas. Para quienes disfrutan de la gastronomía y la vida social, el Gourmet Experience Space es un entorno diseñado para celebraciones privadas y experiencias culinarias exclusivas. Además, el edificio dispone de valet parking, un servicio que garantiza comodidad y seguridad en el acceso a la propiedad. La entrega está prevista para el primer trimestre de 2026. Una oportunidad única de vivir en un entorno que fusiona la arquitectura histórica con el diseño contemporáneo, ofreciendo exclusividad y bienestar en el corazón de Madrid. La propiedad se ubica en el barrio residencial de El Viso, dentro del distrito de Chamartín, al norte de la capital. El Viso es uno de los barrios residenciales más lujosos de Madrid. Su población de alto poder adquisitivo se compone de empresarios, diplomáticos, ejecutivos, etc., lo cual se expresa en la tipología de las viviendas que se encuentran entre las mejor valoradas en el centro de Madrid. Es una zona muy tranquila, bien cuidada con espacios verdes cercanos y disfruta de una excelente comunicación con el resto de la ciudad. Además el barrio está regulado como zona de aparcamiento S. E. R. lo cual supone más comodidad para los residentes. El distrito Chamartín ofrece una amplia gama de servicios desde grandes almacenes, comercios, farmacias, colegios, iglesias, gimnasios, hoteles, zonas deportivas, hasta una selección de los mejores bares y restaurantes de Madrid. Chamartín alberga varias embajadas y administraciones públicas importantes. El sistema de transporte público asegura la máxima comodidad para los residentes de sus barrios, ya que actualmente disponen de aproximadamente 50 líneas de autobús, 7 líneas de metro y dos estaciones de cercanías. La estación de Chamartín es también terminal para la mayoría de los trenes de media y larga distancia hacia el norte de España. Otros puntos de interés son el Auditorio Nacional de Música, el estadio de fútbol Santiago Bernabéu, varios museos y el Parque de Berlín.",False,,True,True,13790.0,False,False,False,False,[],False,False,1710000.0,€,flat,"El Viso, Madrid",Piso en de la Castellana,Chamartín,El Viso,,,,,,,False
108667387,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/10/f2/1352323251.webp,4271,19,1,1625000.0,flat,sale,190.0,True,4,3,calle del Conde de Cartagena,Madrid,Madrid,es,40.4086581,-3.675439,False,https://www.idealista.com/inmueble/108667387/,"ALTOR ASESORES OFRECE Exclusiva vivienda exterior, recién reformada con materiales de primera calidad, ubicada en uno de los barrios más prestigiosos de Madrid. Este piso de lujo ofrece una combinación perfecta de elegancia, confort y ubicación privilegiada, frente al emblemático Parque del Retiro. Las primeras fotografías son imágenes virtuales (renders) que muestran una propuesta de decoración alternativa para el inmueble. La propiedad cuenta con un amplio hall de entrada que da paso a una generosa área social compuesta por un salón-comedor muy luminoso, gracias a sus grandes ventanales con vistas despejadas. La cocina es independiente y está completamente equipada con electrodomésticos de alta gama integrados. Dispone de cuatro dormitorios, tres baños (dos de ellos en suite), todos con armarios empotrados de gran capacidad. Los suelos son de madera de roble natural y las ventanas cuentan con doble acristalamiento, lo que garantiza confort térmico y acústico. La vivienda dispone de preinstalación de aire acondicionado por splits en salón y dormitorios, calefacción central y agua caliente central. El edificio cuenta con servicio de conserjería y la propiedad incluye un trastero. Una oportunidad única de vivir en una zona exclusiva, con todas las comodidades y frente a uno de los espacios verdes más emblemáticos de la ciudad.",True,good,False,True,8553.0,True,False,True,False,[],False,False,1625000.0,€,flat,"Niño Jesús, Madrid",Piso en calle del Conde de Cartagena,Retiro,Niño Jesús,,,,,,,
108780360,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/a9/fa/1354915642.webp,4291,45,3,495000.0,flat,sale,70.0,True,2,1,calle de Manzanares,Madrid,Madrid,es,40.413502,-3.7172068,False,https://www.idealista.com/inmueble/108780360/,"ALTOR ASESORES OFRECE PISO EXTERIOR MUY LUMINOSO Y COMPLETAMENTE REFORMADO EN EL BARRIO IMPERIAL Se vende fantástico piso de 70 m², exterior y con muchísima luz natural, 2 habitaciones una de ellas doble y la otra individual. Ubicado en una de las mejores calles del barrio Imperial, a un paso de Madrid Río, Matadero Madrid y Puerta de Toledo. Situado en una 3ª planta (sin ascensor) de una finca clásica totalmente rehabilitada, este piso destaca por su reforma integral de diseño moderno y sus balcones a la calle, que llenan de luz todas las estancias. La vivienda se distribuye de la siguiente forma: Salón-comedor amplio y muy luminoso**, con salida a los balcones 2 dormitorios  Cocina independiente totalmente equipada  1 Baño moderno con plato de ducha Aire acondicionado por splits y calefacción individual de gas natural  Excelentes calidades en su reciente reforma La finca ha sido rehabilitada recientemente y se encuentra en muy buen estado. Aunque no dispone de ascensor, su tercera planta es muy cómoda y ofrece unas vistas despejadas y luz natural durante todo el día. Ubicación inmejorable: zona tranquila y residencial, con todos los servicios a pie de calle (supermercados, colegios, centros deportivos, comercios de barrio), muy bien comunicada por metro (Puerta de Toledo) y autobuses, y con acceso directo a la M-30. Una vivienda ideal para entrar a vivir o como inversión en una de las zonas con mayor proyección de Madrid.",True,good,False,False,7071.0,True,False,True,False,[],False,False,495000.0,€,flat,"Imperial, Madrid",Piso en calle de Manzanares,Arganzuela,Imperial,,,,,,,
108595273,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/0a/46/1349467827.webp,0-10,10,bj,187000.0,studio,sale,47.0,True,0,1,calle Mallorca s/n,Madrid,San Sebastián de los Reyes,es,40.5556929,-3.6264629,True,https://www.idealista.com/obra-nueva/108595273/,"¡TU NUEVO HOGAR EN SAN SEBASTIÁN DE LOS REYES!  Bienvenido a Quality Parque La Marina, una promoción exclusiva de 60 inmuebles en San Sebastián de los Reyes, ubicada frente al emblemático Parque de La Marina, en la confluencia de las calles Cantabria y Mallorca. Aquí encontrarás desde estudios funcionales hasta inmuebles de 3 estancias, con distintas distribuciones —incluidos dúplex, bajos y áticos con terraza — con superficies construidas desde 42 m² hasta más de 115 m², diseñados para ofrecerte amplitud, luz natural y una estética moderna que se adapta a tu estilo de vida. Todos los inmuebles incluyen plaza de garaje en el precio.  UN EDIFICIO EXCLUSIVO Y CON TODOS LOS DETALLES La promoción cuenta con una elegante piscina comunitaria en la azotea con solárium, perfecta para disfrutar del buen tiempo sin salir de casa. EFICIENCIA, CONFORT Y SOSTENIBILIDAD Quality Parque La Marina cuenta con calificación energética A y un sistema de climatización por aerotermia mediante suelo radiante y refrescante, una tecnología limpia y eficiente que permite ahorrar energía y reducir el impacto ambiental, asegurando el máximo confort tanto en invierno como en verano. DISEÑO CONTEMPORÁNEO Y MÁXIMA LUMINOSIDAD Espacios abiertos, cocinas integradas, grandes ventanales y acabados de calidad definen esta promoción pensada para quienes buscan una vivienda moderna, funcional y luminosa. CONEXIÓN PERFECTA Y SERVICIOS A UN PASO Ubicada en una de las zonas con mayor proyección del norte de Madrid, está rodeada de zonas verdes, colegios, centros deportivos y comerciales, y perfectamente conectada con el centro de Madrid a través de Renfe, metro, autobuses y acceso directo por la A1. VENTA SOBRE PLANO - ¡YA EN 2ª FASE DE COMERCIALIZACIÓN! Comercializamos actualmente en plano. El inicio de obra está previsto para primer trimestre de 2026 y la entrega de llaves para mediados de 2027. Aprovecha esta etapa para reservar la unidad que mejor se adapte a ti, con las mejores condiciones. PVP FORMAS DE PAGO FLEXIBLES • Viviendas (IVA 10%): reserva desde 6.500 € + IVA, pagos fraccionados durante la obra y resto a la entrega del inmueble. • Lofts (IVA 21%): reserva desde 5.000 € + IVA, pagos fraccionados durante la obra y resto a la entrega del inmueble. ¡DESCUBRE QUALITY PARQUE LA MARINA! Solicita más información, conócenos con una cita presencial o video llamada personalizada. Vive o invierte en una promoción diseñada para el bienestar, la eficiencia y la calidad de vida.",False,newdevelopment,True,True,3979.0,True,False,False,False,[],False,False,187000.0,€,flat,"Praderón, San Sebastián de los Reyes",Estudio en calle Mallorca s/n,Praderón,,True,True,studio,,,,False
100652284,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/87/28/1164581523.webp,425436,23,en,1100000.0,flat,sale,117.0,True,3,2,Barrio Recoletos,Madrid,Madrid,es,40.4276415,-3.6809851,False,https://www.idealista.com/inmueble/100652284/,"Recoletos, junto a la calle Velázquez, en finca con balcones, rodeado por las tiendas de moda más exclusivas y lujosas.  La vivienda tiene zona de recibo, salón comedor, cocina y tres dormitorios y dos baños. Entrada principal y de servicio.  Recoletos, el distrito más selecto y prestigioso de Madrid. Pasear por las calles del Barrio de Salamanca es una delicia al poder contemplar los elegantes y codiciados edificios con portales señoriales de la capital. En plena “Milla de Oro”: un área comercial donde tienen su sede marcas prestigiosas como Chanel, Dior, Tiffany, Prada. Las más prestigiosas tiendas y restaurantes, galerías de arte, espacios dedicados a la cultura. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",False,renew,False,True,9402.0,False,False,False,False,[],False,False,1100000.0,€,flat,"Recoletos, Madrid",Piso,Barrio de Salamanca,Recoletos,,,,,,,
108881479,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/3d/b7/1357848974.webp,,16,bj,210000.0,flat,sale,53.0,True,1,1,"calle de Alejandro Sánchez, 78",Madrid,Madrid,es,40.3895083,-3.7192804,True,https://www.idealista.com/inmueble/108881479/,"ABSTENERSE AGENCIAS Se vende acogedor piso exterior muy luminoso, ideal para una persona o pareja, tanto como vivienda habitual como para inversión de alquiler. Ubicado en uno de los barrios más trendy de Madrid, muy cerca de Madrid Río y del Centro Comercial Plaza Río 2, una zona en auge por su excelente calidad de vida y revalorización constante. La vivienda tiene una superficie de 53 m² muy bien distribuidos en los que no se desperdicia ningún espacio, con un recibidor que da paso a un luminoso salón, un dormitorio y una cocina independiente y equipada, con terraza-tendedero. La ubicación es inmejorable, con acceso rápido a la M30, la A42 y el intercambiador de Plaza Elíptica, lo que facilita la movilidad por la ciudad. No pierdas la oportunidad de visitar este piso que combina modernidad y funcionalidad en un entorno vibrante. ¡Ven a conocerlo!",True,good,False,True,3962.0,True,False,False,False,[],False,False,210000.0,€,flat,"Opañel, Madrid","Piso en calle de Alejandro Sánchez, 78",Carabanchel,Opañel,,,,,,,
107104699,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/7d/ca/1014324470.webp,P2 P00-A ,35,bj,550000.0,flat,sale,107.0,True,3,2,ronda de la Plazuela s/n,Madrid,Las Rozas de Madrid,es,40.4918586,-3.8775799,True,https://www.idealista.com/obra-nueva/107104699/,"OBRAS INICIADAS Descubre Veranda, 50 viviendas de alta eficiencia energética de 1, 2 y 3 dormitorios con grandes miradores hacia los espacios comunes y terrazas en todas las viviendas (que cuentan con garaje y trastero). Veranda es una auténtica ‘isla’ en el centro de Las Rozas: Dispone de piscina infantil y de adultos, área de juegos para los más pequeños, aparcamiento exterior de bicicletas, gimnasio y sala gourmet con un espacio para área infantil. Podrás disfrutar además de una sala polivalente que podrás usar como espacio de coworking, sala de cine, la cubierta del edificio para hacer deporte al aire libre o plantar semillas en tu huerto comunitario.  Veranda te ofrece un estilo de vida integrado con la naturaleza y al mismo tiempo permite tener todos los servicios a tu alrededor, estando a menos de 5 minutos a pie del centro urbano de Las Rozas.",False,,True,True,5140.0,True,False,False,False,[],False,False,550000.0,€,flat,"Casco Antiguo, Las Rozas de Madrid",Piso en ronda de la Plazuela s/n,Rozas Centro,Casco Antiguo,True,True,,,,,False
107944588,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/e2/3d/1329073329.webp,07063,23,1,71000.0,flat,sale,106.0,True,3,1,calle Charcuelo,Madrid,Cenicientos,es,40.2609881,-4.4654641,False,https://www.idealista.com/inmueble/107944588/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR Excelente oportunidad de adquirir en propiedad este piso en planta baja ubicado en la localidad de Cenicientos, provincia de Madrid. Disfruta de este acogedor piso que cuenta con armarios empotrados, suelos de gres, acristalamiento térmico, cocina amueblada y calefacción con radiadores eléctricos en las estancias principales, . En buen estado en general y con grandes posibilidades de adecuación y reforma por si deseas personalizar los acabados de tu nuevo hogar. Olvídate de los problemas de almacenamiento gracias al trastero incluido en el precio. Situado en la localidad Cenicientos, próximo a todos los servicios y equipamientos como supermercados, colegios, centro culturales, etc. y perfectamente comunicado. Cenicientos es limítrofe con las provincias de Toledo y Ávila, se trata del municipio más occidental de la comunidad autónoma. Su situación estratégica te permitirá acceder a varias provincias y a sus múltiples atractivos. Por lo tanto la vivienda disfruta de un entorno tranquilo, pero sin renunciar a todos los servicios, equipamientos y atractivos necesarios para una gran calidad de vida. Sus accesos, comunicaciones y transportes harán que tengas todo a tu alcance. No lo dudes, invertir en el inmueble que te ofrecemos será una apuesta segura.",False,good,False,True,670.0,True,False,False,False,[],False,False,71000.0,€,flat,Cenicientos,Piso en calle Charcuelo,,,,,,,,,
108667192,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/0b/04/1351594278.webp,4270,18,1,1550000.0,flat,sale,220.0,True,4,4,calle del Buen Suceso,Madrid,Madrid,es,40.4289009,-3.7210448,False,https://www.idealista.com/inmueble/108667192/,"Altor Asesores ofrece piso Reformado a Estrenar en Edificio Clásico – Calle del Buen Suceso, Argüelles En el corazón del prestigioso barrio de Argüelles, junto al Parque del Oeste, se encuentra esta espectacular vivienda exterior a estrenar, ubicada en una finca clásica con ascensor. Situada en una primera planta, la vivienda destaca por su luminosidad, gracias a su orientación sur y amplias ventanas en todas las estancias. Los techos de casi 3 metros de altura y la conservación de los suelos originales aportan carácter y elegancia al espacio. La distribución incluye 3 amplios dormitorios, todos con baño en suite y ventilación natural, ofreciendo confort y privacidad. Además, cuenta con armarios empotrados, calefacción central y aire acondicionado. La reforma integral ha sido realizada con materiales y acabados de primeras calidades, combinando el encanto clásico con el diseño contemporáneo. Una vivienda única, lista para entrar a vivir, en una de las zonas más codiciadas de Madrid.",True,good,False,True,7045.0,True,False,True,False,[],False,False,1550000.0,€,flat,"Argüelles, Madrid",Piso en calle del Buen Suceso,Moncloa,Argüelles,,,,,,,
108649195,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/c6/87/1351010583.webp,4268,37,2,420000.0,flat,sale,50.0,False,1,1,calle de Santa Bárbara,Madrid,Madrid,es,40.4254062,-3.7012206,False,https://www.idealista.com/inmueble/108649195/,"ALTOR ASESORES OFRECE Piso reformado de 1 dormitorio en pleno centro de Madrid – Malasaña Se vende estupendo piso de 50 m² en el barrio de Malasaña, una de las zonas más demandadas y con más encanto de Madrid. La vivienda se encuentra en una finca tranquila, es interior pero muy luminoso, con orientación a tres patios, lo que asegura una gran tranquilidad y cero ruidos, ideal para quienes valoran el silencio en pleno centro urbano. Características principales: *1 dormitorio amplio *1 baño completo con plato de ducha *Cocina independiente* *Piso totalmente reformado* * Muy bien comunicado: metro, autobuses y cercanías a pocos minutos * Rodeado de todos los servicios: supermercados, tiendas, restaurantes, ocio y cultura Perfecto tanto como vivienda habitual, segunda residencia o inversión con alta rentabilidad por su ubicación privilegiada. ¡Listo para entrar a vivir!",True,good,False,False,8400.0,True,False,True,False,[],False,False,420000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle de Santa Bárbara,Centro,Malasaña-Universidad,,,,,,,
108703470,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/3a/4b/1352622565.webp,4273,43,4,360000.0,flat,sale,30.0,False,1,1,calle de Hortaleza,Madrid,Madrid,es,40.4232128,-3.699142,False,https://www.idealista.com/inmueble/108703470/,"ALTOR PRESENTA EN EXCLUSIVA, Piso luminoso y silencioso en el corazón de Chueca – Calle Hortaleza Vivienda ubicada en un edificio histórico con encanto, que conserva en buen estado sus escaleras originales y cuenta con ascensor. A pesar de estar en una de las zonas más céntricas y vibrantes de Madrid, el piso destaca por su tranquilidad y luminosidad, ofreciendo un equilibrio perfecto entre vida urbana y confort. Ideal para quienes buscan vivir en el centro sin renunciar al descanso. El inmueble dispone de aire acondicionado con bomba de calor y cocina completamente equipada. Una oportunidad única de vivir en Chueca, disfrutando de la historia, el diseño y la comodidad en una de las calles más emblemáticas del barrio.",True,good,False,True,12000.0,True,False,True,False,[],False,False,360000.0,€,flat,"Chueca-Justicia, Madrid",Piso en calle de Hortaleza,Centro,Chueca-Justicia,,,,,,,
108473376,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/56/45/1345973257.webp,W-02Z6U1,6,1,1975000.0,flat,sale,141.0,True,2,3,Barrio Chueca-Justicia,Madrid,Madrid,es,40.4227982,-3.697492,False,https://www.idealista.com/inmueble/108473376/,"Piso de obra nueva exterior con balcones en Justicia prime Engel & Völkers pone a la venta esta espectacular promoción de obra nueva en una de las zonas más demandadas del centro de Madrid, el barrio de Justicia. Esta elegante y exclusiva propiedad de 154 m2, en una primera planta con ascensor, tiene vistas a una preciosa y coqueta calle del barrio de Justicia y está situada en una preciosa finca clásica totalmente refomada junto a la Plaza de las Salesas. La preciosa y amplia zona social ofrece un luminoso salón exterior con dos balcones, una zona de comedor y una espectacular cocina de diseño equipada con electrodomésticos de las mejores calidades. La zona de descanso está formada por dos dormitorios, dos baños, uno de ellos en suite y aseo de cortesía.  La casa cuenta con aire acondicionado, aerotermia con suelo radiante y refrescante y un avanzado sistema de domótica que permite controlar la iluminación, la climatización y otros aspectos de la casa de manera eficiente y cómoda, proporcionando un alto nivel de confort y ahorro energético. Toda la vivienda se entrega totalmente amueblada con muebles de diseño. Esta propiedad está ubicada en un elegante edificio clásico de 1900, complemente rehabilitado. La finca cuenta con ascensor y servicio de conserjería, y en él disfrutarás de exclusivas zonas comunes diseñadas para el bienestar: piscina, sauna, gimnasio, zona de coworking y trasteros.  La obra está prevista que acabe para finales del 2025. Esta elegante propiedad es ideal tanto para el que quiera vivir en una propiedad de lujo en la mejor zona de Justicia, como para inversión. ¡No dude en contactarnos para visitar esta exclusiva vivienda! Engel & Völkers ofrece esta fantástica propiedad en el céntrico Barrio de Justicia, concretamente en la zona de las Salesas, en una de las zonas más deseadas del centro de la capital. Se trata de una zona con un característico ambiente de lujo, chic y bohemio, a la vez que concentra simultáneamente una exquisita oferta cultural, gastronómica y de moda, fuera de lo corriente. Boutiques con una envidiable oferta en diseño y calidad a precios medio altos, galerías de arte y anticuarios distinguidos, librerías con encanto, restaurantes de renombrada reputación así como gastro-bares de nueva generación, pequeños cafés y comercios de alimentación con cuidada y selecta oferta entre los que se encuentra el conocido mercado de San Antón así como la bellísima oferta arquitectónica de sus edificios, han convertido el barrio de Justicia en uno de los más codiciados de la capital española atrayendo a un público con nivel sociocultural alto. El distrito de Justicia, nombre que le confiere el Tribunal de Justicia ubicado en la Plaza de París en el barrio de las Salesas está magníficamente ubicado entre los nobles y prestigiosos barrios de Recoletos, Salamanca y Almagro en Chamberí que de siempre formaron el cinturón más elegante y aristocrático de la ciudad.  Dotado de muy buenas comunicaciones, ofrece numerosas líneas de autobuses, así como acceso a las estaciones de metro más cercanas de Alonso Martínez y Colón.",False,good,False,True,14007.0,True,False,False,False,[],False,False,1975000.0,€,flat,"Chueca-Justicia, Madrid",Piso,Centro,Chueca-Justicia,,,,,,,
108783736,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/89/8a/1355006381.webp,4287,61,1,365000.0,flat,sale,45.0,True,1,1,calle de Aguarón,Madrid,Madrid,es,40.4653453,-3.7934035,False,https://www.idealista.com/inmueble/108783736/,"ALTOR ASESORES OFRECE Piso en Valdemarín – Ideal para estudiantes, parejas o personas que vivan solas ¿Buscas tranquilidad, comodidad y excelente ubicación? Este acogedor piso en Valdemarín, una de las zonas más exclusivas y demandadas de Madrid, es perfecto para ti. La vivienda está totalmente amueblada y equipada, lista para entrar a vivir de inmediato. Cuenta con una distribución muy funcional y todas las comodidades: ✔ Aire acondicionado con bomba de calor ✔ Armarios empotrados ✔ Cocina equipada ✔ En perfecto estado Además, la finca ofrece zonas comunes ideales para el día a día y el disfrute: � Piscina comunitaria en la azotea con impresionantes vistas de Madrid � Zona de lavandería común con lavadoras y secadoras � Amplia plaza de garaje incluida � Trastero privado Muy bien comunicado, tanto por transporte público como por carretera, con fácil acceso a la A-6 y conexiones rápidas al centro de Madrid y Ciudad Universitaria. Una opción perfecta para quienes valoran la calidad de vida, el entorno tranquilo y la proximidad a todo.",True,good,False,True,8111.0,True,False,True,False,[],False,False,365000.0,€,flat,"Valdemarín, Madrid",Piso en calle de Aguarón,Moncloa,Valdemarín,True,True,,,,,
