propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
101394640,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/a3/8f/1120479802.webp,ANDES 15,29,3,1400000.0,flat,sale,137.0,True,3,2,"avenida de los Andes, 15",Madrid,Madrid,Hortaleza,es,40.4543186,-3.6244716,True,https://www.idealista.com/inmueble/101394640/,"EXCLUSIVA VIVIENDA DE NUEVA CONSTRUCCIÓN PARA INVERSORES. Recién alquilada CON 3 DORMITORIOS Y 2 CUARTOS DE BAÑO en la Urbanización de Alto Standing AVENIDA DE LOS ANDES 15, con 3 plazas de garaje y trastero. Arquitectura de estilo moderno, cuenta con inmejorables zonas comunes para disfrutar: Jardines con zona de juegos infantil, Pista de Padel con iluminación, Gimnasio, Sauna, Simulador de Golf, Sala Co-living para eventos totalmente equipada, Sala de comunidad con Home Cinema y una espectacular piscina con depuración salina con cascada desbordante. Frente al Parque Juan Pablo II, muy cerca del Campo de las Naciones, de IFEMA, del Parque Juan Carlos I y del Club de Golf Olivar de la Hinojosa. A pocos metros del Centro Comercial El Corte Inglés e Hipercor de Campo de las Naciones, muy bien comunicada (Metro Feria de Madrid, Autobuses 104, 112, 153 y 122 y accesos a M-40, M-11, A-2 y Aeropuerto). Terraza de 24 m2 con acceso directo desde salón y cocina con magníficas vistas. Cocina totalmente equipada con encimera de cuarzo y dotada de excelentes calidades: Mobiliario de la prestigiosa marca Gunni & Trentino con electrodomésticos NEFF y BOSCH (placa de inducción, campana extractora, horno eléctrico, horno microondas, nevera americana, lavavajillas, lavadora y secadora). Dormitorio principal con vestidor y cuarto de baño incorporado. Pintura plástica lisa en paredes, pavimento cerámico Porcelanosa símil madera, cuartos de baño con platos de ducha de resina antideslizante, griferías termostáticas, encimeras de resina de carga mineral compacta con espejos en todo el frente y radiadores toalleros. Carpintería exterior de aluminio de alta gama con rotura de puente térmico y de doble luna de vidrio con cámara de aire deshidratado estanca. Persianas de aluminio térmico motorizadas. Puerta de acceso a la vivienda acorazada, armarios empotrados revestidos en acabado textil. Calefacción centralizada con contador de consumo individual por suelo radiante sectorizado y aire acondicionado con bomba de calor por sistema de conductos en falso techo y sistema “air-zone” para regular la temperatura individualmente en cada zona. Certificado Energético A. 3 plazas de garaje en el sótano del edificio con acceso directo a través del ascensor y con preinstalación para carga de un coche eléctrico. Cuarto trastero de 5,51 metros cuadrados útiles. Videoportero. Vigilancia 24 horas y Conserjería. Servicio de paquetería. Espacio para aparcamiento de bicicletas.",False,good,False,True,10219.0,True,False,False,False,[],False,False,1400000.0,€,flat,,"Conde Orgaz-Piovera, Madrid","Piso en avenida de los Andes, 15",Conde Orgaz-Piovera,True,True,,,
106730129,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/b6/97/1292255226.webp,4678,12,3,1119000.0,flat,sale,79.0,False,2,2,calle de Velázquez,Madrid,Madrid,Barrio de Salamanca,es,40.4288609,-3.6837572,False,https://www.idealista.com/inmueble/106730129/,"Domus Aurea Capital presenta este fantástico piso en venta, ubicado en la Calle de Velázquez,  Vivienda de 79 m2, se sitúa en una tercera planta interior de una finca clásica y representativa de 1900, totalmente reformada y equipada. Se distribuye en salón-comedor con cocina integrada con electrodomésticos a estrenar, un dormitorio principal con baño en suite, un segundo dormitorio doble y un segundo baño completo. Dispone de calefacción por gas natural y aire acondicionado  Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores. La mayoría de las propiedades que tenemos disponibles no están publicadas en los portales inmobiliarios, para conocerlas todas consulta nuestra web.",False,good,False,True,14165.0,True,False,False,False,[],False,False,1119000.0,€,flat,,"Recoletos, Madrid",Piso en calle de Velázquez,Recoletos,,,,,
108701924,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/1e/2e/1352577838.webp,,17,3,195000.0,flat,sale,107.0,True,3,1,CL NUÑEZ DE GUZMAN,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4785391,-3.3795999,False,https://www.idealista.com/inmueble/108701924/,"PISO RECIÉN REFORMADO EN ALCALÁ DE HENARES – LISTO PARA ESTRENAR Calle Núñez de Guzmán | Alcalá de Henares ¿Buscas un piso moderno, amplio y con reforma a estrenar? Esta vivienda de tres dormitorios en una de las zonas más prácticas de Alcalá es justo lo que necesitas: comodidad, estilo y ubicación en un solo lugar. Características destacadas: - Vivienda recién reformada, lista para entrar a vivir - 3 dormitorios amplios y con buena luz natural - Cocina moderna y equipada - Baño actualizado con excelentes acabados - Espacios amplios, cómodos y bien distribuidos - Reforma integral: suelos, pintura, instalaciones… ¡todo nuevo! Ubicación ideal: Situado en una zona residencial tranquila pero con todos los servicios cerca: supermercados, colegios, transporte, zonas verdes y comercios. Perfecto tanto para familias como para inversión o alquiler. Disponible ya – oportunidad ideal para quien busca calidad y confort sin complicaciones ¿Te interesa? Escríbenos para más info o agendar tu visita. Un piso con esta reforma y ubicación no dura mucho en el mercado. ¡No lo dejes escapar!",True,good,False,False,1822.0,True,False,False,False,[],False,False,195000.0,€,flat,,"Reyes Católicos, Alcalá de Henares",Piso en Cl Nuñez De Guzman,,,,,,
107925323,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/0a/aa/92/1328486986.webp,SOLVIA STORE ALCOBENDAS 6,60,1,150000.0,flat,sale,43.0,True,1,1,calle de Abastos,Madrid,Aranjuez,Centro,es,40.032585,-3.6004857,False,https://www.idealista.com/inmueble/107925323/,"¡Descubre tu nuevo hogar en el corazón de Aranjuez! Este encantador piso de 43 m², ubicado en una de las mejores zonas del centro, está listo para entrar a vivir. La vivienda, que se encuentra en un estado impecable, cuenta con un dormitorio independiente equipado con un práctico armario empotrado y un baño completo que ofrece toda la comodidad que necesitas. Disfruta de la luz natural que inunda cada rincón gracias a sus ventanas de PVC con rotura de puente térmico. La cocina está completamente equipada, ideal para preparar deliciosas comidas. Además, el aire acondicionado frío/calor por conductos garantiza un ambiente agradable durante todo el año.  No te preocupes por el espacio, ya que también incluye un trastero y una plaza de garaje, todo en el precio. Las zonas comunes son perfectas para disfrutar de momentos de relajación. La ubicación es inmejorable, a escasos metros del centro de salud y rodeado de todos los servicios esenciales. ¡No dejes pasar esta oportunidad y ven a visitarlo!",False,good,False,True,3488.0,False,False,False,False,[],False,False,150000.0,€,flat,,"Centro, Aranjuez",Piso en calle de Abastos,,True,True,155000.0,5000.0,3.0
106127603,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/4f/a6/1273355692.webp,,60,,1160000.0,chalet,sale,300.0,,6,5,canillejas s/n,Madrid,Madrid,San Blas,es,40.4437557,-3.6146636,True,https://www.idealista.com/inmueble/106127603/,"Se vende vivienda unifamiliar, en la zona este de Madrid, dentro de una urbanización de chalets con zonas comunes de piscina y jardines en el barrio de Canillejas. Parcela de 200 M² con una vivienda construida de 300 M² distribuida en cuatro plantas. Planta primera entrada principal: 85M² Construidos. Hall que nos da paso al salón con salida al jardín y grandes ventanales; cocina con despensa, totalmente amueblada; un aseo y un dormitorio-despacho-sala de estar. Planta segunda: 82M² Construidos. Cuatro dormitorios; dos baños completos, uno de ellos incorporado al dormitorio principal en suite, que cuenta con armarios empotrados y grandes ventanales. Planta abuhardillada: 44M² Construidos. Espacio diáfano para varios usos: despacho, salón, sala de estar, sala de juegos o biblioteca. Planta baja: 82M² Construidos. Garaje, salón, baño, dormitorio-sala de planchado y lavado. La vivienda fue construida en 1993, es muy luminosa, cuenta con un jardín magnífico con porche de madera y barbacoa; salón con chimenea y horno de leña; armarios empotrados en todos los dormitorios y en hall de entrada; los suelos son de parquet; las ventanas oscilobatientes lacadas en blanco; las puertas lacadas en blanco; escalera en madera; calefacción por caldera de Gas Natural; Aire acondicionado; alarma y puerta de entrada blindada. Canillejas es un barrio consolidado, ubicado en la zona este de Madrid, a cinco minutos del Aeropuerto de la capital y a tan solo dos minutos del IFEMA Madrid (consorcio que organiza ferias, salones y congresos en su recinto ferial y Palacio de Congresos). La Clínica Universidad de Navarra, La Clínica Jaca; varios parques como El Parque de Juan Carlos l, El Parque del Capricho y El Parque del Marqués de Torre Arias; supermercados de grandes dimensiones como El Corte Inglés del Campo de las Naciones, Mercadona, Ahorramas, Galería Comercial Mercado de Canillejas; colegios como Amor de dios, Nuestra Señora de las Nieves, Santo Ángel, Bristol, Santa María de la Hispanidad o Educación Especial María Corredora; Centros de Enseñanza Infantiles; Gimnasios; centros deportivos; Restaurantes; cafeterías y bares. En cuanto a transporte público tenemos la línea 5 de metro estación Canillejas; el intercambiador con varias líneas de autobuses (200, 153, 23, 226, 229, 2 65, N5, 211, 212, 213, 256). Y si nos movemos en coche fácil acceso a la M-40, M-30 y NII.",True,good,False,,3867.0,True,False,False,False,[],False,False,1160000.0,€,chalet,semidetachedHouse,"Canillejas, Madrid",Chalet pareado en canillejas s/n,Canillejas,True,True,,,
108786608,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/fe/cd/1355095052.webp,,26,bj,419000.0,flat,sale,91.0,True,2,2,paseo Joaquin Ruiz Gimenez,Madrid,Torrelodones,Casco Antiguo,es,40.5725248,-3.9242276,False,https://www.idealista.com/inmueble/108786608/,"Hogares Torrelodones - Agencia inmobiliaria de Torrelodones y Hoyo de Manzanares; Pone a su disposición, bajo con jardín en urbanización privada con piscina. Equipado con ascensor, amplio trastero y plaza de garaje. Destacar su reciente reforma, además de su excelente ubicación junto a la zona centro de Torrelodones, supermercados, centro comercial, colegios, hospital, policía, transportes públicos, espacios naturales y accesibilidad inmediata autovía A-6. El piso se distribuye en dos plantas: -Planta principal: Hall entrada, aseo, cocina, salón muy luminoso con acceso al jardín. -Planta superior: Compuesta por dos dormitorios y baño completo con ducha. Equipamiento: A/Ac en salón y dormitorio, ventanas climalit y persianas automáticas. Amueblado, plaza de garaje y trastero incluido. Somos especialistas en cambios y traslados de vivienda, si quieres más información de como podemos ayudarte, visítanos en c/ Carlos Picabea Nº6, Torrelodones (Madrid). Realizamos todas las gestiones a su medida: Compra / Venta / Promoción Obra Nueva / Alquiler, de su actual o futuro Hogar. *Aprovecha nuestros servicios FINANCIEROS exclusivos y realiza un estudio personalizado. Gracias a nuestros acuerdos con las principales entidades bancarias, ofrecemos a nuestros clientes, un gran abanico de posibilidades con las mejores soluciones hipotecarias. *  -Torrelodones-  Municipio del noroeste de la Comunidad de Madrid (España), situado a 29 kilómetros de Madrid. Por su localización entre la sierra de Guadarrama y el área metropolitana de la capital, está vinculado a dos comarcas madrileñas: la comarca agrícola de Guadarrama y la corona metropolitana de Madrid. Según datos oficiales de población cuenta con una población de 25 316 habitantes (INE 2024), distribuida en siete núcleos de población. Se encuentra a una altitud media de 845 m sobre el nivel del mar. Limita al norte con Hoyo de Manzanares, al este con Madrid a través del monte de El Pardo, al sur con Las Rozas de Madrid y al oeste con Galapagar. Los habitantes de este municipio se encuentran entre los de mayor renta per cápita de la Comunidad de Madrid. Los servicios, la hostelería y la construcción constituyen sus principales actividades económicas. El pueblo posee un interesante patrimonio artístico y natural y forma parte de dos rutas turísticas de la Comunidad de Madrid.  Una de ellas es la Ruta Imperial, que sigue parcialmente el camino histórico empleado en el siglo XVI por el rey Felipe II en sus desplazamientos desde la ciudad de Madrid hasta el Real Sitio de El Escorial. La otra es la Ruta por los Castillos, Fortalezas y Atalayas, a la que queda vinculada por la atalaya de Torrelodones, una torre-vigía de origen andalusí. En lo que respecta a sus valores ambientales, buena parte de su territorio está protegido a través del parque regional de la Cuenca Alta del Manzanares y del parque regional del Curso Medio del Río Guadarrama y su Entorno. En su término se encuentra el Casino Gran Madrid, inaugurado en 1981 y primero existente en la Comunidad de Madrid, de gran importancia en la economía local del municipio, al ser la primera gran empresa radicada en el mismo.",True,good,False,True,4604.0,False,False,False,False,[],False,False,419000.0,€,flat,,"Casco Antiguo, Torrelodones",Piso en paseo Joaquin Ruiz Gimenez,,True,True,,,
107854198,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/f7/1e/1326309440.webp,,45,,699000.0,chalet,sale,266.0,,4,3,calle Santa Clara,Madrid,Alcalá de Henares,Casco Histórico,es,40.4804379,-3.3672897,False,https://www.idealista.com/inmueble/107854198/,"¡IMPRESIONANTE CASA EN VENTA EN EL CENTRO DE ALCALÁ DE HENARES! Desde Inmobiliaria Alcalá Nova te presentamos esta espectacular casa de 266 m² ubicada en pleno corazón de la ciudad, con acceso por la calle Santa Clara y también por el Callejón del Vicario. La vivienda, distribuida en dos plantas, ofrece amplios y luminosos espacios, ideales para familias que buscan comodidad, ubicación y calidad de vida. En la planta baja encontramos una espaciosa zona de día con acceso directo al patio privado, perfecto para reuniones al aire libre o momentos de relax. En la planta superior, destacan sus cuatro habitaciones, dos de ellas de matrimonio de gran tamaño, una de ellas con el encanto añadido de una chimenea propia. La casa dispone de calefacción por gasoil y tres equipos de aire acondicionado, garantizando el confort durante todo el año. Además, dentro de la misma propiedad, al otro lado del patio, se ubica un estudio independiente equipado con cocina y baño completo, ideal como apartamento de invitados, despacho profesional. Todo ello complementado con garaje privado, para mayor comodidad en una ubicación privilegiada. Características principales: • 266 m² construidos. • Dos plantas. • 4 habitaciones • 3 baños completos. • Garaje privado. • Calefacción por gasoil. • Aire acondicionado. • Patio privado. • Estudio independiente con cocina y baño. • Doble acceso: Calle Santa Clara y Callejón del Vicario. ¡No pierdas la oportunidad de vivir en el centro histórico con todas las comodidades! Contáctanos en Inmobiliaria Alcalá Nova y agenda tu visita. FINANCIACIÓN HASTA EL 100%, PREGUNTANOS SIN COMPROMISO.",False,good,False,,2628.0,True,False,False,False,[],False,False,699000.0,€,chalet,terracedHouse,"Casco Histórico, Alcalá de Henares",Chalet adosado en calle Santa Clara,,True,True,,,
108807220,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/82/9a/1356230249.webp,RAV1033,19,1,570000.0,flat,sale,115.0,True,2,2,Barrio Marazuela- El Torreón,Madrid,Las Rozas de Madrid,Marazuela- El Torreón,es,40.5022649,-3.8660902,False,https://www.idealista.com/inmueble/108807220/,"EXCLUSIVO PISO DE 2 DORMITORIOS CON AMPLIA TERRAZA Y EXCELENTES ZONAS COMUNES EN LA MARAZUELA Te presentamos esta magnífica vivienda de 115 m² mas la terraza de 15 m², situada en una de las urbanizaciones más emblemáticas de La Marazuela, perfecta para quienes buscan confort, amplitud y una excelente calidad de vida. La vivienda se distribuye en un luminoso salón-comedor comunicado con una amplia cocina equipada, que cuenta con zona para comer y acceso a un práctico tendedero cerrado. Desde el salón se accede a una estupenda terraza de 15 m², cubierta y con un moderno cerramiento de aluminio, creando un espacio versátil para disfrutar todo el año. Dispone de dos dormitorios de generosas dimensiones; el principal, en suite, ofrece baño con ducha, doble seno y salida directa a la terraza. Además, la vivienda cuenta con un segundo baño completo con bañera.  La vivienda es muy luminosa, con agradable orientación oeste, e incorpora aire acondicionado por conductos, calefacción y agua caliente individual por caldera de gas natural, asegurando máximo confort en cualquier época del año. Incluye dos amplias plazas de garaje y un trastero. La urbanización ofrece completas instalaciones: piscina de adultos y de niños, gimnasio, centro social, zona infantil, amplias zonas verdes y servicio de conserjería, garantizando seguridad y comodidad para toda la familia. Una oportunidad única para vivir en una de las zonas más demandadas de Las Rozas, rodeada de tranquilidad y con todos los servicios a tu alcance.",False,good,False,True,4957.0,True,False,False,False,[],False,False,570000.0,€,flat,,"Marazuela- El Torreón, Las Rozas de Madrid",Piso,Marazuela- El Torreón,True,True,,,
108032383,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/7c/db/1331770442.webp,SV VILLA DEL PRADO OKU,22,,166700.0,chalet,sale,198.0,,4,1,calle Alejandro Peris Barrios s/n,Madrid,Villa del Prado,,es,40.2768316,-4.3032337,True,https://www.idealista.com/inmueble/108032383/,"VIVIENDA OKUPADA SOLO PARA INVERSORES, NO SE ADMITEN VISITAS  Casa de 196 m², de 4 dormitorios y 1 baños, en venta en Villa del Prado, Madrid. Se trata de una casa adosada de 196 m² desarrollados en dos plantas y distribuidos en salón-comedor, cocina, 4 dormitorios y 1 baños. La vivienda se sitúa en el núcleo de la población, teniendo buenos accesos por carretera. En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. Por todo ello, la convierten en una propuesta inteligente y una estupenda opción para construir un hogar. Con los servicios de Solvia podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,renew,False,,842.0,True,False,False,False,[],False,False,166700.0,€,chalet,terracedHouse,Villa del Prado,Chalet adosado en calle Alejandro Peris Barrios s/n,,,,,,
108795814,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/1f/46/1355369305.webp,108795814,24,2,150000.0,flat,sale,106.0,True,4,2,CL EXTREMADURA,Madrid,Fuenlabrada,Centro,es,40.27939,-3.7969412,False,https://www.idealista.com/inmueble/108795814/,"OPORTUNIDAD INMUEBLE SIN POSESIÓN, NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. Fantástico apartamento de 106.0 m² en Fuenlabrada es ideal para quienes buscan comodidad y amplitud en una ubicación privilegiada. Con 106.0 m² útiles, esta vivienda ofrece un amplio espacio para personalizar a tu gusto. Ubicado en la PLANTA 2ª, disfrutarás de la tranquilidad y las vistas que ofrece la zona. La zona cuenta con excelentes servicios, incluyendo tiendas, restaurantes y colegios. No pierdas la oportunidad de visitar este inmueble y conocer todas sus posibilidades.",False,good,False,False,1415.0,False,False,False,False,[],False,False,150000.0,€,flat,,"Centro, Fuenlabrada",Piso en Cl Extremadura,,,,,,
108876485,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/e2/f2/1357669750.webp,,18,2,250000.0,flat,sale,34.0,False,2,1,PS SANTA MARIA DE LA CABEZA,Madrid,Madrid,Arganzuela,es,40.4045631,-3.6984858,False,https://www.idealista.com/inmueble/108876485/,"¡Oportunidad a 2 minutos de Atocha! Ideal para inversión o reforma a medida Inmobiliaria SI Homes vende EN EXCLUSIVA inmueble ubicado en el Paseo de Santa María de la Cabeza, este piso interior de 34 m² es una auténtica oportunidad para quienes buscan personalizar su hogar o invertir en una de las zonas mejor comunicadas de Madrid. A tan solo 2 minutos caminando de la estación de Atocha, la vivienda cuenta con 2 dormitorios, salón, cocina y baño. Su distribución permite múltiples opciones de reforma para sacar el máximo partido al espacio. Aunque necesita una renovación, su excelente ubicación lo convierte en una opción muy atractiva tanto para residencia habitual como para alquiler de media o larga estancia. Situado en una finca tranquila, el inmueble es completamente interior, lo que garantiza silencio y descanso en pleno centro de la ciudad. Lo mejor: la conexión inmejorable con transporte público, trenes AVE, metro y autobuses, además de la cercanía a museos, parques y todos los servicios. Si estás buscando un piso con gran potencial en una ubicación privilegiada, ¡ven a visitarlo!",False,renew,False,True,7353.0,False,False,True,False,[],False,False,250000.0,€,flat,,"Palos de la Frontera, Madrid",Piso en Ps Santa Maria De La Cabeza,Palos de la Frontera,,,,,
108566091,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/49/09/1348634262.webp,,21,6,2359000.0,flat,sale,183.0,True,3,3,"calle de Fernán González, 26",Madrid,Madrid,Barrio de Salamanca,es,40.4221197,-3.6746591,True,https://www.idealista.com/inmueble/108566091/,"Ubicada en la sexta planta de un edificio con ascensor, esta vivienda reformada en Fernán González 26 ofrece amplitud y luminosidad en pleno barrio de Salamanca. Con 183 m² construidos, dispone de tres dormitorios, tres baños y un aseo, además de una distribución funcional y equilibrada. Su terraza privada añade un espacio exterior ideal para el descanso. El barrio de Salamanca destaca por su elegancia y exclusividad, con calles llenas de boutiques de lujo, restaurantes gourmet y servicios de primer nivel. Su ambiente tranquilo y su excelente oferta cultural y comercial lo convierten en una de las zonas más codiciadas de Madrid. Con portería y plaza de garaje, esta propiedad es una gran oportunidad tanto para residencia como para inversión. Su ubicación privilegiada y sus excelentes conexiones garantizan una experiencia de vida inmejorable en el corazón de la ciudad.",False,good,False,True,12891.0,True,False,False,False,[],False,False,2359000.0,€,flat,,"Goya, Madrid","Piso en calle de Fernán González, 26",Goya,,,,,
108266661,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/34/1d/1339003312.webp,1289,43,1,2400000.0,flat,sale,204.0,True,3,3,calle de Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.4199346,-3.6902724,False,https://www.idealista.com/inmueble/108266661/,"Espectacular y exclusivo piso en la calle Recoletos HOMECOLLECTION presenta esta propiedad realmente impresionante en la calle Recoletos en el distrito de Salamanca. Situada en un edificio con estilo clásico y la fachada restaurada con portero físico y con instalaciones comunitarias como el gimnasio y el jardín zen, perfectos para relajarse y disfrutar del tiempo libre. El piso amueblado y con tecnología domótica, consta de 2 dormitorios (antes 3) con cuarto de baño en suite y un aseo de invitados. La tercera habitación fue reformada para convertirla en un amplio y lujoso vestidor. El dormitorio principal tiene también un amplio vestidor y un pequeño balcón con vistas al jardín zen. Salón-comedor con vistas a la calle Recoletos y cocina integrada, también tiene acceso a una terraza interior que llena de luminosidad el ambiente. Cuenta con un diseño contemporáneo y acabados de alta calidad. Sin duda, un lugar que combina lujo y comodidad en la zona prime de Madrid. Para más información y concertar una visita, no dude en contactar con HOMECOLLECTION.",False,good,False,True,11765.0,True,False,False,False,[],False,False,2400000.0,€,flat,,"Recoletos, Madrid",Piso en calle de Recoletos,Recoletos,,,,,
108147784,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/61/3c/1335280808.webp,N04-JIB-00025,59,bj,495000.0,flat,sale,151.0,True,2,2,calle de la Fuente Carrantona,Madrid,Madrid,Moratalaz,es,40.408158,-3.6302598,False,https://www.idealista.com/inmueble/108147784/,"2 hab. 2 baños completo parking y trastero incluidos La vivienda muy luminosa es un bajo con PATIO-JARDIN PRIVADO orientación mediodía y con 2 orientaciones el resto de la casa sur-norte, lo que permite una rápida ventilación cruzada. Ahora mismo la propiedad se encuentra ALQUILADA, en rentabilidad, a una persona de 94 años, bien en la finalización del contrato hasta 2028 fecha límite dada por la propiedad o antes de esa fecha, la vivienda quedaría para entrar sin el Inquilino o se podría volver a alquilar. No deje de consultarnos por esta particularidad. La vivienda supone una gran INVERSIÓN de futuro cercano debido a la alta demanda de la zona y del precio de venta. La calefacción y el agua caliente es individual por gas natural. Consta también de plaza de garaje incluida, trastero y zonas comunes e infantiles con jardines cuidados. Además conserje en horario laboral. No tiene piscina lo cual es un ahorro en los gastos de Comunidad de vecinos. El inmueble se encuentra en una de las mejores zonas de Moratalaz, el edificio linda a la calle Fuente Carrantona, con buen ambiente familiar y vecindario y al del parque forestal y de la cuña verde, todo en un espacio natural, dotado de carril bici, anfiteatro, instalaciones deportivas y juegos infantiles Esta zona se encuentra a 700 metros de altitud (uno de los puntos más altos de Madrid capital) por lo que unido a presencia de grandes zonas verdes presenta muy buena calidad del aire atmosférico todo el año). Gran oferta de colegios públicos y privados: Sagrada Familia, Gredos, Pío Baroja, Rey Pastor, Senara, etc.  Comercios cercanos andando: tiendas de alimentación, pastelerías, cafeterías, gimnasio, polideportivos, farmacias, agencias de viaje, bancos, etc. Autobuses. Rápida Bus-lanzadera E4 a O´Donnell y Goya, además 30, 100, 140. Metro Pavones Línea 9. Fácil acceso en coche a M-30, M-40, A3, R3 y eje de O´Donnell. Si necesita financiación, tenemos un SERVICIO FINANCIERO eficaz.",True,renew,False,True,3278.0,False,False,False,False,[],False,False,495000.0,€,flat,,"Horcajo, Madrid",Piso en calle de la Fuente Carrantona,Horcajo,True,True,,,
108035525,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/53/d4/1332058907.webp,00152MR01,33,1,525000.0,flat,sale,119.0,True,2,2,calle del Prado,Madrid,Madrid,Centro,es,40.4136643,-3.6979761,False,https://www.idealista.com/inmueble/108035525/,"A-House le ofrece este piso para ENTRAR A VIVIR situado en el barrio de ""Huertas-Cortes"". La propiedad está distribuida en un gran salón, comedor y cocina independiente totalmente equipada, dos habitaciones DOBLES una de ellas EXTERIOR con salida la balcón, la segunda habitación con vestidor y baño en suite. Y un baño completo.  La vivienda cuenta con ENTRADA DE LUZ NATURAL e instalación de calefacción eléctrica y aire acondicionado. Finca del año 1900 con ASCENSOR y trastero. Las calles que limitan a Cortes son la Calle de Atocha en el sur, las calles Gran Vía y de Alcalá al norte, el Paseo del Prado al este y al oeste las calle de Sevilla y de la Virgen.  Las líneas de metro que abarcan el barrio Cortes son la 1 y 2. Las estaciones más cercanas son: Banco de España (L2), Sevilla (L2), Antón Martín (L1) y Estación del Arte (L1). En cuanto a la comunicación de autobuses, desde este barrio se puede tener acceso a las líneas: 002, M1 y SE712, 51, N25, 6, 26 y 32. Su nombre oficial, Barrio de las Cortes, se debe a que en él se encuentra el Congreso de los Diputados. Cortes es también llamado el Barrio de las Letras; pues grandes literatos como Miguel de Cervantes, Quevedo o Góngora pasaron su mejor época en este lugar. Vivir en el Barrio Cortes tiene muchas ventajas, una de ellas es poder vivir en la zona céntrica de Madrid. Esta zona ofrece fácil acceso a lugares como el parque del Retiro y a calles que ofrecen un sin fin de actividades.  La vida nocturna en Cortes es muy popular y cuenta con una de las calles con más vida en Madrid, se trata de la Calle de las Huertas: famosa para pasarla con los amigos y tomar algo. En ella se puede encontrar una gran variedad de tapas, restaurantes y bares para todo tipo de presupuestos, desde los más económicos hasta los lugares más exclusivos. Aproveche esta oportunidad.",True,good,False,True,4412.0,True,False,True,False,[],False,False,525000.0,€,flat,,"Huertas-Cortes, Madrid",Piso en calle del Prado,Huertas-Cortes,,,,,
