propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107991484,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/a4/41/1330468973.webp,863734,45,5,257900.0,flat,sale,109.0,True,3,1,calle Potes,Madrid,Madrid,Villaverde,es,40.3504183,-3.7105574,False,https://www.idealista.com/inmueble/107991484/,"Housfy vende piso en Villaverde, Madrid, un espacio para disfrutar en tu día a día. Construido en 1988 en Madrid. Este perfecto piso está formado por 109 m2 construidos. Detalles del inmueble: -5º planta exterior con ascensor en finca de 1988. - Perfecto piso de 109 m2 en San Andrés. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Cómodo salón-comedor que es un lugar perfecto para descansar tras una jornada de trabajo, creando un precioso y único espacio. - Con una apropiada cocina muy completa reformada recientemente. -Muebles de cocina hechos a medida con mecanismos de puertas y cajoneras con autofreno, encimera de granito. -3 habitaciones y baño completo, recientemente reformado.  - Acceso a balcón. - Puerta de entrada de seguridad acorazada. - Disfruta de la opción de armarios empotrados. -Paredes lisas.  - Aire acondicionado y calefacción para todas las estaciones del año. -Renovación de instalaciones de electricidad y fontanería. Sobre la ubicación, si escoges este barrio para vivir tendrás todos los servicios esenciales que necesitarás para tu nueva vida. A escasos metros encontramos: centros educativos, centros de salud, parques, equipamientos deportivos y supermercados, farmacias, entre otros. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,True,2366.0,True,True,False,False,[],False,False,257900.0,€,,,flat,"Villaverde Alto, Madrid",Piso en calle Potes,Destacado,Villaverde Alto,,,,
105237840,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/c9/af/1246152589.webp,,41,,540000.0,chalet,sale,385.0,,5,3,"avenida De Las Rozas, 6",Madrid,Torrelodones,Los Peñascales,es,40.5639021,-3.9046277,True,https://www.idealista.com/inmueble/105237840/,"SIN HONORARIOS DE AGENCIA. La vivienda necesita un acondicionamiento integral, pero tiene muchísimas posibilidades de reforma. Chalet independiente de tres plantas situado en una de las mejores urbanizaciones de Torrelodones, Los Peñascales. La vivienda está construida sobre una magnífica parcela muy cuadrada; por su frente en linea con una superficie de 39,50m, a la derecha entrando con recta de 28,25m a la izquierda con 25 m y al fondo con dos rectas de 20 y 18,25m.  La parcela tiene dos accesos, por la calle del Enebral que tiene acceso a la vivienda desde una magnífica terraza, y desde Avenida de las Rozas 6, donde tiene el acceso al garaje de la planta semisótano. La parcela está arbolada, con diferentes tipos de árboles, zonas ajardinadas, frutales, parras etc. Tiene una estupenda piscina de 12 x 4 m. Sobre la superficie de la parcela se ha construido una vivienda de 385,40 m2, se construyó la planta semisótano y la baja en 1970 y posteriormente se levantó la planta primera en 1990.  Se distribuye de la siguiente manera: Planta semisótano: 132 m2 donde se encuentran varias estancias y el garaje. Esta planta está revestida con mampostería de granito. Planta baja: 132 m2, recibidor, amplio salón comedor con chimenea, cocina, baño y 1 dormitorio. Planta 1ª: 4 dormitorios, 2 baños y un pequeño lavadero. Desde el rellano de esta planta se accede a una enorme terraza con excelentes vistas. Las plantas están comunicadas por una escalera, desde la plana semisótano se accede a la planta baja y desde la baja a la primera con una escalera que llega a un espacio muy luminoso acristalado por donde se accede a una magnífica terraza con impresionantes vistas. La casa necesita una reforma integral pero tiene muchas posibilidades de distribución y se pueden hacer fácilmente espacios diáfanos, ya que no tiene muros de carga; la ventaja es que se puede hacer una reforma al gusto y necesidades de los compradores con un óptimo aprovechamiento interior. IBI 2025: 755,26€ Esta propiedad tiene unas magnificas vistas.",False,renew,False,,1403.0,True,False,False,False,[],False,False,540000.0,€,True,True,chalet,"Salud y Alegría - El Lago, Torrelodones","Casa independiente en avenida De Las Rozas, 6",Destacado,Salud y Alegría - El Lago,independantHouse,,,
108093083,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/67/e6/1333597810.webp,870590,29,1,309000.0,flat,sale,56.0,True,1,1,paseo de la Dirección,Madrid,Madrid,Tetuán,es,40.4615095,-3.7090232,False,https://www.idealista.com/inmueble/108093083/,"Housfy vende piso en Tetuán, Madrid. Detalles del inmueble: -1º planta exterior en finca de 1955. - Espléndido piso de 56 m2 en Berruguete. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Práctico salón comedor que es un lugar perfecto para descansar tras una jornada de trabajo, donde disfrutar de tus días. - Con una práctica cocina con todo lo necesario. - Habitación de buen tamaño y baño completo.  - Reformado completamente.  - El confort está garantizado ya que dispone de aire acondicionado y calefacción. - Puerta de entrada de seguridad blindada. - Además dispone de armarios empotrados. - Suelos de parquet. - Muy bien comunicado, a pocos metros de paradas de transporte público. Sobre la ubicación, si escoges este barrio para vivir tendrás todos los servicios esenciales que necesitarás para tu nueva vida. A escasos metros encontramos: centros educativos, centros de salud, parques, equipamientos deportivos y supermercados, farmacias, entre otros. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,False,5518.0,True,True,False,False,[],False,False,309000.0,€,,,flat,"Berruguete, Madrid",Piso en paseo de la Dirección,Destacado,Berruguete,,,,
108719675,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/be/c5/1353325172.webp,BAJO EM,19,bj,169900.0,flat,sale,55.0,True,1,1,calle Coronel de Palma,Madrid,Móstoles,Suroeste,es,40.3182448,-3.8729203,False,https://www.idealista.com/inmueble/108719675/,"¡Tu Nuevo Hogar Espera por Ti! Descubre este encantador piso en planta baja, actualizado y listo para entrar a vivir, ubicado en el corazón de Móstoles. Con una superficie de 55 m², este hogar cuenta con un amplio dormitorio con vestidor que ofrece el espacio perfecto para descansar y disfrutar. El baño en suite grande aporta comodidad y luminosidad a tu día a día. La vivienda cuenta con un amplio salón-comedor, perfecto para relajarse o recibir visitas, con excelente iluminación natural gracias a sus ventanales La ubicación es inmejorable: a solo 5 minutos del Metro de Móstoles Pradillo, lo que garantiza una excelente conexión con el resto de la ciudad. Además, tendrás a tu alcance centros de salud y diversas zonas comerciales, facilitando todas tus gestiones diarias. También hay paradas de autobús cercanas y una variada oferta de ocio y hostelería en la zona, ideal para disfrutar de tu tiempo libre. Este piso es perfecto para parejas que buscan su primer hogar, y cuenta con acceso adaptado para personas con movilidad reducida. Disfruta de la calefacción eléctrica y el aire acondicionado que te brindarán confort durante todo el año. Con una orientación inmejorable, la vivienda se beneficia de luz natural durante las mañanas. ¡No dejes pasar esta oportunidad y ven a visitarlo!",True,good,False,False,3089.0,True,True,False,False,[],False,False,169900.0,€,,,flat,"Suroeste, Móstoles",Piso en calle Coronel de Palma,Destacado,,,,,
108226757,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/c0/2e/1337709216.webp,,17,2,360000.0,flat,sale,38.0,False,1,1,calle de San Lorenzo,Madrid,Madrid,Centro,es,40.4266855,-3.699304,False,https://www.idealista.com/inmueble/108226757/,"Ubicado en una clásica corrala en pleno Alonso Martínez, este piso de un dormitorio ha sido reformado con mimo y ofrece una combinación poco habitual de localización central, calidad arquitectónica y tranquilidad. Diseñado por su propietaria arquitecta, el apartamento destaca por sus líneas limpias, acabados a medida y una orientación este-sureste que garantiza luz natural durante toda la mañana y parte de la tarde. Situado en una segunda planta, el piso disfruta de vistas abiertas a un amplio patio interior —más luminoso y espacioso que muchas viviendas exteriores de la zona. Un oasis de calma con una ubicación privilegiada, a pasos de Tribunal, Chueca y Chamberí, y con acceso inmejorable a lo mejor de Madrid.",False,good,False,False,9474.0,True,False,False,False,[],False,False,360000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso en calle de San Lorenzo,Destacado,Chueca-Justicia,,,,
108707473,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/48/bb/1352748849.webp,,26,4,880000.0,flat,sale,130.0,True,3,3,calle de Ardemans,Madrid,Madrid,Barrio de Salamanca,es,40.4346405,-3.674266,False,https://www.idealista.com/inmueble/108707473/,"Exclusiva vivienda de lujo reformada en el corazón del distrito de Salamanca – Sin comisión para el comprador Urbantec Realty presenta esta magnífica vivienda exterior, ubicada en la prestigiosa calle Ardemans, en una de las zonas más codiciadas del barrio de Salamanca. Situada en una cuarta planta exterior, esta propiedad ofrece un sinfín de posibilidades gracias a su excelente distribución y su gran luminosidad. Con una superficie de 130 m², la vivienda cuenta con amplios espacios y mucho potencial para convertirse en un hogar de ensueño. La zona de descanso dispone de tres dormitorios de generosas dimensiones. El dormitorio principal incluye un elegante baño en suite, mientras que los otros dos dormitorios tienen acceso a dos baños completos adicionales, ideales para la comodidad de toda la familia o de los invitados. El amplio salón-comedor, con grandes ventanales al exterior, destaca por su luminosidad y amplitud, brindando un ambiente acogedor y con múltiples posibilidades de reforma. La cocina, independiente, ofrece también un gran espacio para adaptarse a cualquier diseño moderno y funcional. Todo ello en una ubicación privilegiada, rodeada de comercios, restaurantes, colegios y con excelentes conexiones de transporte público. Vivir en la calle Ardemans es disfrutar de tranquilidad sin renunciar a los servicios de uno de los barrios más exclusivos y mejor conectados de Madrid. Y lo mejor de todo: en Urbantec Realty no cobramos comisión al comprador. Porque creemos que el lujo empieza desde el primer momento.",True,good,False,True,6769.0,True,False,False,False,[],False,False,880000.0,€,True,True,flat,"Guindalera, Madrid",Piso en calle de Ardemans,Destacado,Guindalera,,,,
108088559,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/8d/3a/1335992805.webp,c54c8860-a1f9-463a-aea9-b4d92a334731,5,,805000.0,flat,sale,185.0,True,4,3,calle Andrés Torrejón,Madrid,Madrid,Retiro,es,40.4072494,-3.6828628,False,https://www.idealista.com/inmueble/108088559/,"Se vende la nuda propiedad de una vivienda exclusiva ubicada en la calle Andrés Torrejón, en el distrito de Retiro, una de las zonas más valoradas de Madrid. La propiedad cuenta con un inquilino de 93 años que mantiene el usufructo vitalicio del inmueble. El piso se sitúa en una planta alta, con vistas privilegiadas al parque del Retiro, lo que le confiere una luminosidad excepcional y un entorno único. La superficie total es de 185 m² y se distribuye actualmente en cuatro dormitorios, tres cuartos de baño, un amplio salón-comedor con grandes ventanales y una cocina independiente. La vivienda necesita reforma, ofreciendo múltiples posibilidades para actualizarla y revalorizarla. Ubicado en una calle tranquila y arbolada, a escasos metros del Retiro, este piso ofrece la combinación perfecta entre exclusividad, ubicación céntrica y calidad de vida. El barrio cuenta con todos los servicios necesarios, excelentes conexiones de transporte público y una amplia oferta cultural, gastronómica y comercial. Una oportunidad singular de inversión a largo plazo, en uno de los enclaves más emblemáticos y cotizados de la capital. Para más información sobre condiciones y detalles de la operación, no dudes en consultarnos. El barrio de Jerónimos es, seguramente, el barrio más representativo y exclusivo de Madrid, situándose en el centro de la capital. Limita al este con las dos zonas verdes más conocidas de la capital: el Real Jardín Botánico y el parque del Retiro, con su lago, sus múltiples paseos interiores, estanques y frondosas arboledas. Son numerosos los monumentos y centros artísticos que encontramos en la zona, desde la puerta de Alcalá, pasando por las famosas plazas de Cibeles, Neptuno y de la Lealtad, hasta llegar al célebre Museo del Prado. Son también muchas las instituciones públicas que tienen su sede en este barrio, como el bellísimo Palacio de Comunicaciones del Ayuntamiento de Madrid, la Bolsa de Madrid o el Cuartel General de la Armada. La zona cuenta de igual forma con establecimientos hoteleros y de restauración del máximo nivel, como el Hotel Ritz o el conocido restaurante Horcher. El barrio dispone de las mejores comunicaciones, sumando al gran servicio de transportes de la ciudad (con el Metro y las líneas de autobús) la estación de Atocha, central del servicio de trenes de alta velocidad AVE así como de trenes de cercanías.",False,good,False,True,4351.0,False,False,False,False,[],False,False,805000.0,€,,,flat,"Jerónimos, Madrid",Piso en calle Andrés Torrejón,Destacado,Jerónimos,,,,
107525220,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/26/52/1329721138.webp,EXP09270,18,2,840000.0,flat,sale,103.0,True,3,2,plaza de San Miguel,Madrid,Madrid,Centro,es,40.4147723,-3.7076772,False,https://www.idealista.com/inmueble/107525220/,"¡Vive el encanto del Madrid histórico: Piso en Plaza de San Miguel! Rodeado de historia en una de las zonas más emblemáticas de la capital. Este piso único, a tan solo unos pasos del Mercado de San Miguel y la Plaza Mayor, es ideal tanto para vivir como para invertir. ✔️ Edificio clásico con encanto ✔️ Techos altos y buena luz natural ✔️ Ubicación prime con todos los servicios a pie de calle ✔️ Perfectamente conectado: metro, autobuses y parkings cercanos Una joya en el centro para quien busca un estilo de vida vibrante, con historia y rentabilidad a largo plazo. Presentamos este magnífico piso de 103 m² construidos, ubicado en la emblemática zona de la Plaza de San Miguel, en pleno centro de Madrid. Esta vivienda combina a la perfección el encanto histórico de su construcción original de 1880 con las comodidades modernas tras una reforma integral en 1994. Características destacadas: Amplia distribución: El piso cuenta con tres dormitorios espaciosos, ideales para familias o como inversión para alquiler turístico. Luminosidad y vistas: Dos balcones exteriores ofrecen vistas encantadoras de la zona y permiten la entrada de abundante luz natural. Comodidades modernas: Edificio con ascensor, facilitando el acceso a la vivienda situada en una planta con mucha luz y amplios ventanales Espacio exterior privado: Un exclusivo patio interior de 17 m², perfecto para crear una acogedora terraza donde disfrutar de momentos al aire libre en plena ciudad. Acabados de calidad: Suelos de parquet que aportan calidez y elegancia, junto con ventanas de aluminio que aseguran un excelente aislamiento térmico y acústico. Ubicación inmejorable: Situado en la Plaza de San Miguel, este piso se encuentra en una de las zonas más cotizadas de Madrid. A pocos pasos del famoso Mercado de San Miguel, la Plaza Mayor y una amplia oferta gastronómica y cultural. Además, la excelente conexión con transporte público facilita el acceso a cualquier punto de la ciudad. Oportunidad de inversión: Gracias a su ubicación privilegiada y características, esta propiedad es ideal para quienes buscan una inversión rentable en el mercado de alquiler turístico en Madrid. No pierda la oportunidad de visitar este exclusivo piso que combina historia, modernidad y una ubicación excepcional. Para más información y concertar una visita, no dude en contactarnos.",False,good,False,True,8155.0,True,False,False,False,[],False,False,840000.0,€,,,flat,"Palacio, Madrid",Piso en plaza de San Miguel,Destacado,Palacio,,,,
108427196,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/96/67/1344550884.webp,873003,54,1,990000.0,flat,sale,123.0,True,2,2,calle de Arturo Soria,Madrid,Madrid,Ciudad Lineal,es,40.4466528,-3.6461751,False,https://www.idealista.com/inmueble/108427196/,"Housfy vende piso en Ciudad Lineal, Madrid, una vivienda luminosa y ubicada en un entorno idóneo para disfrutarlo. Características: - 1º planta exterior con ascensor en urbanización construida en 2003. - Fabuloso piso de 123 m2 en San Pascual. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Confortable salón comedor con amplio espacio de luz natural, donde disfrutar de tus días. - Acceso a terraza de buen tamaño. - Cocina independiente con todo lo necesario y acceso a zona de despensa/tendedero. - Sistema de calefacción por gas natural y aire acondicionado por conductos. - 2 habitaciones de buen tamaño y 2 baños completos. Habitación principal con baño en suite y acceso a terraza privada. - Además dispone de armarios empotrados. - Suelos de tarima - Carpintería interior en roble macizo.  - Carpintería exterior oscilobatiente con rotura de puente térmico - Este piso cuenta también con un útil trastero y plaza de garaje incluida. También dispone de trastero comunitario - Piscina comunitaria para practicar un de los deportes más completos. - Además de un adecuado jardín comunitario. Sobre la ubicación, si escoges este barrio para vivir tendrás todos los servicios esenciales que necesitarás para tu nueva vida. A escasos metros encontramos: centros educativos, centros de salud, parques, equipamientos deportivos y supermercados, farmacias, entre otros. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,True,8049.0,True,True,False,False,[],False,False,990000.0,€,True,True,flat,"San Pascual, Madrid",Piso en calle de Arturo Soria,Destacado,San Pascual,,,,
103452643,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/28/de/1249648026.webp,110117,37,,380000.0,chalet,sale,185.0,,5,3,calle San José,Madrid,Collado Villalba,Carlos Ruiz,es,40.6299053,-4.0130978,False,https://www.idealista.com/inmueble/103452643/,"¡ CHALET INDEPENDIENTE EN EL CENTRO DE COLLADO VILLALBA! GRUPO CASA10 NO COBRA HONORARIOS AL COMPRADOR Son 185 m2 construidos en una parcela de 244 m2, consta de planta baja en la que nos encontramos, jardín con barbacoa, pérgola cubierta, cuarto de caldera y trastero y al acceder a la vivienda dispone de hall de entrada, amplio salón con zona de comedor, cocina con office que antes ha sido habitación y baño completo con plato de ducha. En la planta superior tenemos cuatro habitaciones, la principal en suite con baño completo con plato de ducha y un amplio vestidor y otro baño completo con plato de ducha que da servicio a las otras tres habitaciones. La calefacción y el agua caliente son por gasoil, con depósito de 720 litros. Las ventanas son de aluminio doble cristal con mosquiteras y contraventanas y rejas en la planta baja. Puertas de madera blanca y suelo de tarima gris. La cocina y los baños tienen cañerías cambiadas en el año 2022. Tres de las cuatro habitaciones disponen de aire acondicionado. Casa super céntrica a escasos cinco minutos del Centro Comercial Planetocio y del Carrefour del centro comercial Los Valles, al lado de farmacias, supermercados, colegios, restaurantes y todo tipo de tiendas. Muy cerca de la estación de cercanías y de autobuses tanto urbanos como interurbanos, estos últimos con una gran frecuencia y a escasos cuarenta minutos del intercambiador de Moncloa. Rápida salida a la A VI, autovía Madrid A Coruña. Collado Villalba dispone de todos los servicios de una gran ciudad, pero con el encanto de un pueblo de la sierra y es la entrada al Parque Nacional de la Sierra de Guadarrama. Inmobiliaria Grupo Casa10 Collado Villalba referencia 110117.",True,good,False,,2054.0,True,False,False,False,[],False,False,380000.0,€,,,chalet,"Carlos Ruiz, Collado Villalba",Casa independiente en calle San José,Destacado,,independantHouse,,,
108380999,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/36/70/1342406900.webp,884236,31,4,610000.0,flat,sale,80.0,True,2,2,calle del Noviciado,Madrid,Madrid,Centro,es,40.4249324,-3.7070066,False,https://www.idealista.com/inmueble/108380999/,"Housfy vende piso en Centro, Madrid, una vivienda luminosa y ubicada en un entorno idóneo para disfrutarlo. ¡Oportunidad de multiplicar rentabilidad! Inmueble dividido en 2 pisos completamente equipados e independientes.  Características: - 4º planta exterior sin ascensor en finca de 1900. - Maravilloso piso de 80 m2 en Malasaña-Universidad. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Actualmente esta dividido en dos viviendas completas. - Ambas viviendas cuentan con salón comedor y cocina tipo americana. - Habitación doble y baño completo. - Posibilidad de incluir los muebles. - Puerta de entrada de seguridad blindada. Sobre la ubicación, si escoges este barrio para vivir tendrás todos los servicios esenciales que necesitarás para tu nueva vida. A escasos metros encontramos: centros educativos, centros de salud, parques, equipamientos deportivos y supermercados, farmacias, entre otros. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,False,7625.0,True,True,False,False,[],False,False,610000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en calle del Noviciado,Destacado,Malasaña-Universidad,,,,
108577057,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/79/38/1348940939.webp,LCM37364,36,1,249900.0,flat,sale,85.0,True,2,1,calle Puerto Lápice,Madrid,Madrid,Villaverde,es,40.3459682,-3.7139916,False,https://www.idealista.com/inmueble/108577057/,"La Casa Agency pone a la venta este magnífico piso reformado con plaza de garaje en la zona de Villaverde Alto. La vivienda está situada en una 1º planta SIN ASCENSOR y consta de 85 m2 construidos, distribuidos en hall, salón-comedor, 2 dormitorios (antes 3), cocina independiente, baño con plato de ducha y terraza. Aparte cuenta con una plaza de garaje a escasos metros de la vivienda. Paredes de gotelé, ventanas de climalit y suelos de tarima y gres. Dispone de calefacción a través de acumuladores de calor y agua caliente por termo eléctrico. También dispone de aire acondicionado con bomba de calor en salón-comedor y habitación principal. ORIENTACIÓN DOBLE NORESTE-SUROESTE VENTANAS CLIMALIT. PUERTA BLINDADA Ubicado en pleno corazón de Villaverde Alto, este piso se encuentra a tan solo 10 minutos andando de la estación de Renfe Cercanías (línea C4) y de la estación de Metro Villaverde Alto (línea 3) y también de la estación de Renfe Alberto Alcocer (línea C5) a 2 minutos más. Acceso directo a M-40 y A-42, lo que te permite desplazarte rápidamente a cualquier punto de Madrid. Zona con todos los servicios, como supermercados, farmacias, colegios, institutos y centro de salud y mercado municipal. Aparte cuenta con zonas verdes y parques cercanos como el parque Planta y Castañar. Por tanto, si buscas una vivienda lista para entrar a vivir, con una excelente ubicación, con plaza de garaje y rodeada de todos los servicios, esta será la elegida. HORARIO DE ATENCIÓN: De lunes a viernes: 10:00h-14:00h y 17:00h-20:30h. Sábados: 10:00h-14:00h. *Además, si quieres conocer el valor de tu vivienda, contáctanos y te haremos una valoración SIN COMPROMISO y GRATUITO.",True,good,False,False,2940.0,True,False,True,False,[],False,False,249900.0,€,True,True,flat,"Villaverde Alto, Madrid",Piso en calle Puerto Lápice,Destacado,Villaverde Alto,,,,
104963427,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/19/38/1237498565.webp,VM2405049,6,1,750000.0,flat,sale,91.0,False,2,1,calle del Barco,Madrid,Madrid,Centro,es,40.423157,-3.7009066,False,https://www.idealista.com/inmueble/104963427/,PISO EN PROCESO DE REFORMA EN MALASAÑA.  La vivienda cuenta con  dos habitaciones y dos cuartos de baño en proceso de reforma. La vivienda se encuentra en una primera planta y tiene techos altos y grandes ventanales que dan a un patio luminoso y agradable. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.,False,good,False,False,8242.0,True,False,False,False,[],False,False,750000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en calle del Barco,Destacado,Malasaña-Universidad,,,,
108653600,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/f3/90/1351995731.webp,BAJO A ESTRENAR CRISTINA ,22,bj,179900.0,flat,sale,61.0,True,2,1,calle Logroño,Madrid,Móstoles,Centro,es,40.3213483,-3.8716037,False,https://www.idealista.com/inmueble/108653600/,"¡Descubre tu nuevo hogar en el corazón de Móstoles!  Este acogedor piso de 61m² te ofrece todo lo que necesitas para vivir cómodamente.  Ubicado en una planta BAJA A ESTRENAR cuenta con dos dormitorios y un baño con moderno con plato ducha. La vivienda cuenta con un salón comedor luminoso con acceso a la cocina americana y un amplio salon-comedor.  La ubicación es inmejorable: a solo 3 MINUTOS del Metro Pradillo y a 7 minutos de la estación de Renfe Móstoles Central, tendrás excelente conexión con el resto de la ciudad. Además, estarás cerca de centros de salud, zonas comerciales, paradas de autobús y una variada oferta de ocio y hostelería.   ¡Contáctanos rápidamente o visitanos en nuestra oficina situada en la Av. Dos de Mayo 59 para más información y no pierdas la oportunidad de visitar este piso en buen estado que podría convertirse en tu nuevo hogar! POSIBILIDAD DE FINANCIACIÓN AL 100% GRACIAS A NUESTRO DEPARTAMENTO FINANCIERO FINANHOGAR!",True,good,False,False,2949.0,True,True,False,False,[],False,False,179900.0,€,,,flat,"Centro, Móstoles",Piso en calle Logroño,Destacado,,,,,
108353612,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/d5/d3/1341593315.webp,LCM36740,50,bj,295000.0,flat,sale,97.0,True,3,1,calle Lebreles,Madrid,Madrid,Carabanchel,es,40.3691093,-3.752733,False,https://www.idealista.com/inmueble/108353612/,"En La Casa Agency te presentamos esta magnífica vivienda exterior ubicada en una de las zonas más demandadas del distrito de Carabanchel - Buenavista, ideal tanto para familias como para quienes buscan comodidad, buena comunicación y todos los servicios al alcance. Situada en una planta baja con ascensor, esta propiedad de 97 m² construidos está diseñada para ofrecer confort, funcionalidad y luz natural en cada rincón. Distribuido de forma funcional y equilibrada, cuenta con: 3 dormitorios, con armarios empotrados, salón-comedor amplio, muy luminoso gracias a su orientación exterior, cocina independiente equipada con salida directa a un patio y un baño completo con plato de ducha. Esta vivienda se encuentra en muy buen estado de conservación, lista para entrar a vivir. Además, dispone de: Calefacción individual por gas natural Aire acondicionado en el salón y en uno de los dormitorios Suelo de parquet y ventanas climalit, que garantizan aislamiento térmico y acústico Puerta blindada y videoportero para mayor seguridad y tranquilidad INCLUYE PLAZA DE GARAJE Y TRASTERO. A tan solo 5 minutos a pie del metro Carabanchel Alto (Línea 11) y con fácil acceso a múltiples líneas de autobús, esta vivienda se encuentra perfectamente conectada con el centro de Madrid y otros puntos clave de la ciudad. Está rodeado de todos los servicios necesarios para la vida diaria y el ocio: supermercados y tiendas de barrio, colegios, instalaciones deportivas y gimnasios, restaurantes y zonas de ocio, zonas verdes y parques, etc ¡Contáctanos para concertar una visita y descubrir tu nuevo hogar! ¡En La Casa Agency estaremos encantados de atenderte! HORARIO DE ATENCIÓN: De lunes a viernes: 10:00h-14:00h y 17:00h-20:30h. Sábados: 10:00h-14:00h. *Además, si quieres conocer el valor de tu vivienda, contáctanos y te haremos una valoración SIN COMPROMISO y SIN COSTE. **NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",True,good,False,True,3041.0,False,False,True,False,[],False,False,295000.0,€,True,True,flat,"Buena Vista, Madrid",Piso en calle Lebreles,Destacado,Buena Vista,,320000.0,25000.0,8.0
