propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,neighborhood,description,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
107398094,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/4a/d1/1311699214.webp,9,310000.0,flat,sale,100.0,2,2,"calle de Santa Rosa, 1",Madrid,El Escorial,es,40.5849642,-4.1329844,True,https://www.idealista.com/inmueble/107398094/,False,good,False,3100.0,False,False,False,False,[],False,False,310000.0,€,flat,,"Jardín de los Reyes - Parque Real, El Escorial","Piso en calle de Santa Rosa, 1",Destacado,2,True,Jardín de los Reyes - Parque Real,,"Viviendas con garaje y trastero en El Escorial, a 40 minutos del centro de Madrid. Ubicadas en el Complejo Residencial Los Lares del Escorial, equipadas con piscina comunitaria y gimnasio. Cuenta con unas superficies desde 86 m² distribuidos en salón-comedor, 2 o 3 dormitorios, cocina y 2 baños completos. Suelos de tarima, armarios empotrados y calefacción.",True,,,,RLGS0201,True,True
108731241,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/21/54/1353471581.webp,1,229990.0,flat,sale,152.0,2,2,carretera de Loeches,Madrid,Torrejón de Ardoz,es,40.4517854,-3.4730262,False,https://www.idealista.com/inmueble/108731241/,False,renew,False,1513.0,False,False,False,False,[],False,False,229990.0,€,flat,,"Sureste, Torrejón de Ardoz",Piso en carretera de Loeches,Destacado,2,True,Sureste,,"INMOBILIARIA JC, vende OPORTUNIDAD ÚNICA, en Torrejón de Ardoz! VIVIENDA OCUPADA. La vivienda se encuentra en una URBANIZACIÓN PRIVADA, con portero. La vivienda son 152 m2 construidos, 2 habitaciones, 2 baños, salón comedor y cocina. A demás, la vivienda cuenta con GARAJE, PISCINA, JARDIN Y TRASTERO! El piso se encuentra ocupado ilegalemente, no se puede ver, por eso el precio de venta. Para cualquier consulta o duda ponte en contacto con nosotros y te ayudamos!",True,,,,589-JC,True,True
108367826,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/bc/2f/1342006112.webp,63,1012000.0,chalet,sale,315.0,8,4,El Guijo - Colonia España - Colonia San Antonio,Madrid,Galapagar,es,40.6140103,-4.0122335,False,https://www.idealista.com/inmueble/108367826/,True,good,False,3213.0,False,False,False,False,[],False,False,1012000.0,€,chalet,independantHouse,"El Guijo - Colonia España - Colonia San Antonio, Galapagar",Casa independiente,Destacado,,,El Guijo - Colonia España - Colonia San Antonio,,"Villas de Bravante gestiona la venta, EN EXCLUSIVA Y SIN HONORARIOS AL COMPRADOR, de este chalet con 315m2 construidos y parcela de 1.218m2.  A la entrada principal se accede desde un zaguán perfectamente aislado con ventanales climalit, dando paso a un gran recibidor con doble altura gracias a a la escalera de madera. A su izquierda, encontramos el salón comedor, en el que, al fondo, existe un ventanal que ofrece las mejores vistas al jardín y piscina. La chimenea en esquina hace del salón un conformable lugar en invierno. Se accede al porche cubierto exterior, con una enorme mesa de granito para disfrutar de comidas y cenas en familia y amigos, junto con una barbacoa, horno, encimera y fregadero exterior. Adornado con sillas de forja, butacas y lámparas de latón. El comedor y salón disfrutan de la luz de la orientación Este y Sur, con altos techos y amplias ventanas. La cocina, de 14 m2 útiles, tiene una magnifica disposición de muebles altos y bajos, con una gruesa encimera de granito y mesa para desayunar al lado de la ventana. También tiene una puerta con salida o entrada a la zona de garaje, para facilitar la carga y descarga de la compra. En esta misma planta, se sitúan 3 habitaciones, todas exteriores, con diferentes usos: Sala de estar, gimnasio y habitación de servicio. Además, cuenta con un precioso y alegre cuarto de baño y un aseo, los dos con ventanas oscilobatientes y con muebles bajo encimera, espejos, y en un excelente estado, tanto los sanitarios, grifería, como los encuentros de silicona y alicatados. La planta primera dispone de 5 dormitorios: El principal, tiene su entrada  en el desembarque de la escalera, otorgándole unas vistas que ennoblecen y aportan amplitud y elegancia. Su distribución es ideal: El cuarto de baño, con doble grifería y lavabos, encimera de mármol travertino sobre mueble, plato de ducha en gran formato, grifería termostática, mampara de vidrio templado y una gran ventana con orientación de luz de mañana. A continuación del cuarto de baño se encuentra el vestidor, con dos paredes de armarios con puertas correderas en espejo y ventana. Los armarios están perfectamente vestidos y forrados. Y al fondo, la habitación principal, con ventanas a sus dos lados, techo alto en escayola foseada (al igual que en toda la vivienda), dándole modernidad y sobriedad a las paredes, hechas de ladrillo de hueco doble (no de pladur), para un mejor asilamiento acústico y térmico. La suite es alegre, espaciosa y privada. Retomando el recibidor de la planta primera, accederemos por un pasillo el cual dispone de dos habitaciones a cada lado, muy luminosas y grandes ventanas oscilobatientes con rejas que pueden abrirse con cerradura. Cuarto de invitados, cuartos para los hijos y despacho, son los usos actuales. Con armarios y con tamaños entre los 10,5 m2 a los 13,5 m2 útiles. Comparten un magnifico y amplio cuarto de baño de más de 5m2 útiles, totalmente amueblado y equipado y con ventana al exterior Ya por última sección, la parcela, cuya orientación predominante es Este y Oeste, combina plantas aromáticas de campo, diferentes árboles y altas lindes consolidadas con vegetación natural para dar una mayor privacidad. La piscina de 16 x 5 metros, coronada con piedras de granito en bloques sobre las que el agua cae en cascada. Césped natural, palmeras, cipreses, mimosas, cedros, pinos, arriates y jardineras, componen el paisaje, y una casa de madera para realizar bricolaje. Todo ello con un estratégico alumbrado exterior que hace del jardín un lugar único para disfrutar por la noche.  En el lado contrario de la parcela se encuentra la zona de aparcamiento, para 4 coches cubiertos y otros 4 sin cubrir, con puerta motorizada. La fachada de este maravilloso chalet, de líneas rectas,  combina el chapado en piedra, monocapa y teja árabe. En Colonia de San Antonio, a 5 minutos de la estación de tren y autobuses de Collado Villalba. Supermercado.",,1070000.0,58000.0,5.0,1657,True,True
107624853,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/08/71/1317975421.webp,20,469000.0,chalet,sale,216.0,3,4,calle de Gijón,Madrid,Arroyomolinos,es,40.2904226,-3.9115671,False,https://www.idealista.com/inmueble/107624853/,False,good,False,2171.0,False,False,False,False,[],False,False,469000.0,€,chalet,terracedHouse,"Las Castañeras - Bulevar, Arroyomolinos",Chalet adosado en calle de Gijón,Destacado,,,Las Castañeras - Bulevar,,"REDPISO ARROYOMOLINOS VENDE FABULOSO CHALET ADOSADO DE RENTA LIBRE. Este fabuloso chalet se encuentra en una zona residencial de fácil acceso a todo tipo de comercios, colegios, institutos, parada de autobús, zonas verdes, etc. La vivienda se distribuye en cuatro plantas en las que encontramos: PLANTA PRINCIPAL: nos encontramos con una luminosa cocina tipo americana, donde disfrutar del ocio con amigos y familia mientras cocinas. El salón con aire acondicionado y acceso a una terraza acristalada con dos ambientes independientes que te proporcionará un espacio de confort e intimidad, así como salida por escaleras al jardín. Esta planta también dispone de un aseo de cortesía. PRIMERA PLANTA: disponemos de 3 confortables dormitorios con armarios empotrados, además el dormitorio principal cuenta con baño en suite y aire acondicionado. Esta planta también tiene un baño completo común para el resto de habitaciones. SEGUNDA PLANTA: nos encontramos con una buhardilla diáfana con 1 ventana velux. PLANTA SOTANO: en esta planta se encuentra el GARAJE con espacio para 2 coches. Además, cuenta con trastero, cocina y aseo. A través de esta planta se accede directamente al maravilloso jardín de césped artificial con estancia para porche techado.   ESTA EXCLUSIVA VIVIENDA TE ESTA ESPERANDO, NO DUDES EN VENIR A VISITARNOS, ¡ESTAREMOS ENCANTADOS DE ATENDERTE! Financiación ofrecida por nuestro departamento financiero DCREDIT. Según el Real Decreto de 218/2005 de 11 de octubre, los precios ofertados no comprenden los tributos (Impuestos de Transmisiones Patrimoniales), ni los gastos notariales y registrales relativos a la compra-venta, ni la comisión de intermediación que satisface el comprador.",,,,,RP1712025135704,True,True
108337947,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/49/fb/1343932653.webp,12,178000.0,flat,sale,89.0,1,2,calle Laguna del Marquesado,Madrid,Madrid,es,40.334604,-3.7021507,False,https://www.idealista.com/inmueble/108337947/,False,good,False,2000.0,False,False,False,False,[],False,False,178000.0,€,flat,,"Villaverde Alto, Madrid",Piso en calle Laguna del Marquesado,Destacado,bj,True,Villaverde,Villaverde Alto,"! Oportunidad! . Se vende loft catalogado como oficina.  El inmueble consta de: - Planta baja:  - Salón (se quedará totalmente amueblado) con salida a terraza exterior.  - Aseo de cortesía   - Cocina americana totalmente amueblada con electrodomésticos.  - Trastero-despensa. Planta primera  - Espacio-dormitorio con sus correspondientes armarios empotrados  - Cuarto de balo con plato de ducha  - Armarios empotrados. Además dispone de: Puerta blindada, portero físico y automático. Plaza de garaje amplia y ascensor.! Mejor ver! . PRECIO FINAL SIN COMISIONES AÑADIDAS AL COMPRADOR.",True,,,,1764,True,True
108320448,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/a4/05/1340603331.webp,10,115000.0,flat,sale,63.0,3,1,"calle Alicante, 16",Madrid,Getafe,es,40.3116045,-3.7198828,True,https://www.idealista.com/inmueble/108320448/,False,renew,False,1825.0,False,False,False,False,[],False,False,115000.0,€,flat,,"Juan de la Cierva, Getafe","Piso en calle Alicante, 16",Destacado,1,True,Juan de la Cierva,,"Excelente oportunidad de inversión en Getafe – Calle Alicante, 16 (1ºD)  Se ofrece en venta activo residencial con gran potencial de rentabilidad, ubicado en la primera planta de un edificio sin ascensor, en la Calle Alicante, número 16, en el municipio de Getafe (Madrid). � Ubicación estratégica, a solo 3 minutos andando de la estación de Metro Juan de la Cierva (L12) y muy próximo a colegios, comercios, zonas verdes y la Universidad Carlos III, lo que lo convierte en una zona muy demandada tanto para alquiler como para futura revalorización. � Características del inmueble: 63 m² construidos (según catastro) 3 dormitorios 1 baño Muy luminoso Certificación energética: E Coeficiente de participación: 5,3 % ⚠️ Situación jurídica y ocupacional: El inmueble se encuentra ocupado por inquilinos con contrato de renta antigua subrogado, con impago de rentas desde hace más de dos años. La propiedad no es visitable y se transmite como cuerpo cierto, en el estado físico y jurídico en el que se encuentra. La gestión posesoria será responsabilidad exclusiva del comprador.",True,,,,A66,,
108467323,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/39/f0/1345792302.webp,40,449900.0,chalet,sale,300.0,3,3,Fuentebella-San Felix-El Leguario,Madrid,Parla,es,40.2246045,-3.7765252,False,https://www.idealista.com/inmueble/108467323/,False,good,False,1500.0,False,False,False,False,[],False,False,449900.0,€,chalet,terracedHouse,"Fuentebella-San Felix-El Leguario, Parla",Chalet adosado,Destacado,,,Fuentebella-San Felix-El Leguario,,"AMR INMOBILIARIA VENDE CHALET ADOSADO CON PISCINA EN PARLA. TIPOLOGÍA INMUEBLE: CHALET ADOSADO DESCRIPCIÓN DEL INMUEBLE: 240 m2 divididos en 4 alturas, Salón-Comedor, Cocina Independiente, zona de Office-tendedero, Buhardilla, 3 dormitorios, 2 baños, 1 aseo, garaje y patio-jardín libre de aproximadamente 80 m2 con PISCINA, y gran sótano. CALIDADES: Cocina amueblada armarios empotrados, puertas de Roble, suelo de tarima, pintura lisa, calefacción individual por gas natural con radiadores de aluminio, puerta de entrada BLINDADA, Ventanas tipo CLIMALIT. MUY NUEVO para entrar a vivir. UBICACIÓN-ORIENTACIÓN: Con orientación sur, situado en una buena zona, nueva, con todos los servicios, centro polideportivo, varios supermercados, farmacia, parques, buena comunicación con la A-42, lista para entrar a vivir. SOLICITE INFORMACIÓN SIN COMPROMISO. Atendemos también WhatsApp, comercial encargado DAMIAN:  SERVICIOS AL COMPRADOR: - Estudio de financiación GRATUITO. - Nos ocupamos de tú financiación, a través de financieros con titulación cualificada y con la colaboración de distintas entidades bancarias y centros hipotecarios. - Nosotros nos ocupamos de todo lo relacionado con la compra de tu vivienda, desde la primera visita, hasta la entrega de llaves. AMR PROFESIONALES INMOBILIARIOS CON MÁS DE 18 AÑOS DE EXPERIENCIA. Gestionamos todo tipo de inmuebles: herencias, inversiones, segunda mano y obra nueva.",,,,,AMR - DT1114,True,True
108358906,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/22/de/1341743394.webp,14,277000.0,flat,sale,60.0,2,1,calle del Marqués de Jura Real,Madrid,Madrid,es,40.3921552,-3.7089073,False,https://www.idealista.com/inmueble/108358906/,False,renew,False,4617.0,False,False,False,False,[],False,False,277000.0,€,flat,,"Comillas, Madrid",Piso en calle del Marqués de Jura Real,Destacado,1,True,Carabanchel,Comillas,"Agencia inmobiliaria de MADRID | zona PLAZA ELIPTICA - COMILLAS | Oficina Tecnocasa de MADRID ¡Descubre tu nuevo hogar en esta encantadora vivienda en la primera planta de un edificio con ascensor! Este piso para actualizar, te ofrece 60 m² de espacio bien distribuido. Con 2 dormitorios y un baño, es ideal para parejas o aquellos que buscan un poco más de espacio.  La finca cuenta con doble puerta un patio central y ascensor, añadiendo un extra de seguridad y comodidad. Construido en 1966, este piso está listo para que lo hagas tuyo. Además, es apto para personas con movilidad reducida, asegurando accesibilidad para todos. La calefacción por gas natural garantiza un ambiente confortable durante todo el año. Con orientación sureste y un gran ventanal en el salón hace que la luz natural entre e inunde toda la estancia. No pierdas la oportunidad de vivir en un entorno tranquilo y bien comunicado. ¡Ven a visitarlo y enamórate de tu futuro hogar! AVISO LEGAL: Recordamos a nuestros Señores clientes que la información facilitada no constituye una auténtica oferta vinculante ni contractual. Este anuncio publicitario es provisional, y las fotografías y datos en él incluidos están sujetos a posibles modificaciones, consecuencia de exigencias comerciales, jurídicas, técnicas o por mandato expreso de la propiedad. La información aquí contenida procura reflejar una orientación sobre los inmuebles a la fecha de su publicación.  Tanto los datos, como las imágenes y planos pueden estar sujetos a cambios, por lo que le invitamos a que, si precisa una información más exacta y detallada, contacte con nosotros y le atenderemos a la mayor brevedad posible. Los contenidos tienen únicamente finalidad informativa y bajo ninguna circunstancia deben usarse ni considerarse como oferta de venta o financiación, solicitud de una oferta de compra o financiación, ni recomendación para realizar cualquier otra transacción, salvo que así se indique expresamente. La información y documentación a ofrecer de acuerdo con lo dispuesto en el Real Decreto 515/1989 (de 21 de abril, relativa a la protección de los consumidores en cuanto a la información a suministrar en la compraventa y arrendamiento de viviendas), será puesta a disposición de los potenciales compradores en las respectivas delegaciones territoriales gestoras del inmueble..",True,294000.0,17000.0,6.0,ADRIAN ,,
108534979,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/e7/0e/1347762680.webp,4,250000.0,flat,sale,92.0,3,1,"calle de Villamanín, 2",Madrid,Madrid,es,40.4078416,-3.7481261,True,https://www.idealista.com/inmueble/108534979/,False,good,False,2717.0,False,False,False,False,[],False,False,250000.0,€,flat,,"Lucero, Madrid","Piso en calle de Villamanín, 2",Destacado,bj,True,Latina,Lucero,"ATENCIÓN INVERSORES! OPORTUNIDAD / BAJO 3D / 1B / PATIO / VENTANAS RENOVADAS / CON INQUIOKUPA Se trata de un piso en planta baja, al lado de la Casa de Campo, con 92 m2 construidos, con la siguiente distribución: 3 dormitorios 1 baño salón cocina Patio privado de 6 m2 Ventanas renovadas Calefacción central La vivienda actualmente está habitada por inquilino que no paga el alquiler. Se pueden valorar opciones para la desocupación Actualmente no se puede realizar tasación bancaria, por lo que debería de ser compra al contado ITE favorable No se puede visitar Póngase en contacto para ampliar la información.",True,,,,,,
108766839,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/9b/37/1354524047.webp,13,130000.0,countryHouse,sale,136.0,3,2,calle Real,Madrid,Villar del Olmo,es,40.3351428,-3.236731,False,https://www.idealista.com/inmueble/108766839/,False,good,False,956.0,False,False,False,False,[],False,False,130000.0,€,countryHouse,casale,Villar del Olmo,Casa rural en calle Real,Destacado,,,,,"¡BHILLS GESTIONA EN EXCLUSIVA LA VENTA DE ESTUPENDA CASA DE PUEBLO EN VILLAR DEL OLMO! ¡Ubicada a 50km de Madrid! La vivienda se encuentra en buen estado de conservación, con una estupenda ubicación en zona céntrica del pueblo, se distribuye en dos plantas y cuenta con un amplio patio de 200 m² con árboles frutales, perfecto para disfrutar al aire libre con familia o amigos. En la planta alta se encuentran 3 dormitorios, el principal con salida a una amplia terraza, todos con armario empotrado y un aseo. En planta baja, dispone de cocina amueblada, salón, una salita adicional y un baño completo reformado con plato de ducha. Cuenta con suelos de gres, ventanas de aluminio y una fachada de 20 metros, que le aporta gran luminosidad y presencia. Además, la vivienda incluye un semisótano con múltiples posibilidades de uso: bodega, sala de juegos, trastero o espacio de almacenaje. Puede ser utilizada tanto como vivienda habitual como para escapadas de fin de semana. El pueblo cuenta con todos los servicios al alcance, comercios de todo tipo, piscinas municipales y Ayuntamiento entre otros. ¡Una oportunidad única para vivir en un entorno tranquilo y a menos de una hora de Madrid!",,,,,BH115,,
106574061,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/b0/73/1287236703.webp,34,475000.0,penthouse,sale,131.0,3,2,Barrio Villaverde Alto,Madrid,Madrid,es,40.3462491,-3.7065321,False,https://www.idealista.com/inmueble/106574061/,True,good,False,3626.0,False,False,False,False,[],False,False,475000.0,€,flat,penthouse,"Villaverde Alto, Madrid",Ático,Destacado,4,True,Villaverde,Villaverde Alto,"Exclusivo Ático de Lujo: Un Refugio de Confort y Estilo Descubre este magnífico ático que redefine el concepto de confort y elegancia. Disfruta de 3 amplias HABITACIONES dobles, cada una diseñada para ofrecer un ambiente sereno y acogedor. Los grandes ventanales permiten que la luz natural inunde los espacios, creando un refugio perfecto para el descanso. Los 2 BAÑOS son amplios y están adaptados para personas con movilidad reducida, garantizando accesibilidad sin comprometer el estilo. Cada detalle ha sido cuidadosamente considerado para proporcionar comodidad y elegancia. La COCINA es un verdadero sueño para los amantes de la gastronomía. Totalmente equipada con electrodomésticos de última generación, cuenta con una generosa zona de COMEDOR donde podrás disfrutar de deliciosas comidas en compañía de tus seres queridos. La distribución abierta permite que la luz natural fluya libremente, creando un ambiente cálido y acogedor. El SALON es el corazón del hogar: amplio y luminoso, ofrece un espacio ideal para relajarse o entretener a amigos y familiares. Desde aquí, accedes a una espectacular TERRAZA de 50 METROS CUADRADOS que se convierte en tu oasis privado. Con vistas excepcionales que te dejarán sin aliento, esta terraza está equipada con toldos retráctiles, permitiéndote disfrutar del aire libre en cualquier momento del día, ya sea bajo el sol radiante o en la sombra refrescante. Entre las comodidades adicionales que hacen de este ático un lugar único se incluyen: Climatización Perfecta: Aire acondicionado frío/calor en todas las estancias asegura tu confort durante todo el año, mientras que la calefacción a gas individual proporciona calidez en los meses más fríos. Aislamiento Superior: Ventanas de Climalit oscilobatientes con adición en cada una de mosquitero y toldo garantizan un excelente aislamiento térmico y acústico, creando un ambiente tranquilo y confortable. Diseño Elegante: Suelo de gres cerámico de primera calidad en todas las áreas combina durabilidad con un estilo contemporáneo que complementa perfectamente la estética general del hogar. Plazas de Garaje Amplias: El precio incluye 3 amplias plazas de garaje, accesibles mediante un elevador de coches, lo que añade una capa adicional de comodidad a tu vida diaria. Puertas: Todas las puertas de primerísima calidad, de 82,5 cm de ancho, ideales para personas en silla de ruedas Trastero: con acceso desde la terraza para un mayor espacio de almacenamiento.  Con acceso directo desde las plazas de garaje al interior de la vivienda, cada detalle ha sido pensado para tu comodidad. No pierdas la oportunidad de vivir en este espectacular ático que combina lujo, funcionalidad y una ubicación privilegiada. Este ático no solo ofrece un hogar; proporciona un estilo de vida.  Disfruta de la extrema tranquilidad gracias a la ausencia de vecinos a los lados, lo que garantiza privacidad y serenidad. La abundante luz natural inunda cada rincón, creando un ambiente vibrante y acogedor. ¡Ven a descubrir tu nuevo hogar!",True,,,,,True,True
108837266,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/e4/56/1356582729.webp,15,149900.0,flat,sale,64.0,2,1,calle de Postas,Madrid,Aranjuez,es,40.0316558,-3.6055444,False,https://www.idealista.com/inmueble/108837266/,False,good,False,2342.0,False,False,False,False,[],False,False,149900.0,€,flat,,"Centro, Aranjuez",Piso en calle de Postas,Destacado,2,True,Centro,,"Te presentamos en exclusiva esta luminosa vivienda de 64 m² con infinitas posibilidades para convertirla en el piso ideal, completamente a tu medida. Situado en una segunda planta por escalera, el inmueble se distribuye actualmente en dos habitaciones, salón-comedor, cocina independiente y baño. Es totalmente exterior y cuenta con excelente ventilación cruzada, lo que favorece la circulación del aire y garantiza luz natural durante todo el día. Dispone de suelos de tarima, ventanas de climalit y una distribución versátil sin muros de carga, lo que te permitirá rediseñar los espacios a tu gusto, con libertad y sin limitaciones. Ubicado en pleno centro de Aranjuez, rodeado de todos los servicios esenciales: centros médicos, tiendas, bancos, bares, transporte, zonas verdes… Todo lo que necesitas, a pocos pasos y sin necesidad de coche. Perfecto para quienes buscan su primera vivienda o un espacio tranquilo y cómodo en el corazón de la ciudad. ¿Te imaginas viviendo aquí? ¡Ven a descubrirlo! Si necesitas financiación no dudes en solicitar tu asesoramiento personalizado, nuestro equipo te ayudará a encontrar la hipoteca que mejor se ajuste a ti y te acompañará en todo el proceso.",False,,,,RP1582025140159,,
106982117,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/0a/58/1299444218.webp,11,1735000.0,flat,sale,110.0,2,2,calle de Núñez de Balboa,Madrid,Madrid,es,40.4272715,-3.6836352,False,https://www.idealista.com/inmueble/106982117/,False,good,False,15773.0,False,False,False,False,[],False,False,1735000.0,€,flat,,"Recoletos, Madrid",Piso en calle de Núñez de Balboa,Destacado,2,False,Barrio de Salamanca,Recoletos,"INFOCASA vende vivienda totalmente reformada en Nuñez de Balboa, en el barrio de Salamanca, Madrid. Es un piso interior a patio de manzana, de 152 m² además de una terraza, con dos amplias habitaciones y dos baños, La cocina está completamente equipada y el piso se vende amueblado con muebles de diseño, ofreciendo un ambiente moderno y acogedor. La vivienda cuenta con aire acondicionado, calefacción de gas natural, ascensor, portería y una plaza de garaje. El barrio de Salamanca es un distrito que combina la tranquilidad residencial con la vitalidad urbana, ofreciendo una amplia oferta cultural y de ocio. Cerca se encuentran lugares emblemáticos como la Milla de Oro, el Parque del Retiro y el Museo Lázaro Galdiano, además de prestigiosas tiendas y restaurantes gourmet. Esta es una oportunidad única de adquirir una propiedad de lujo en uno de los barrios más prestigiosos de Madrid, combinando modernidad, comodidad y una ubicación inmejorable.",True,,,,02512,,
108538898,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/f4/54/1348206467.webp,8,1245000.0,flat,sale,165.0,3,3,calle de Marcenado,Madrid,Madrid,es,40.4470119,-3.6754252,False,https://www.idealista.com/inmueble/108538898/,False,good,False,7545.0,False,False,False,False,[],False,False,1245000.0,€,flat,,"Ciudad Jardín, Madrid",Piso en calle de Marcenado,Destacado,3,True,Chamartín,Ciudad Jardín,"Impresionante piso de 165 m² en una de las zonas más exclusivas de Madrid. Totalmente renovado, este hogar combina elegancia y funcionalidad con acabados de alta calidad. Con tres amplias habitaciones y tres baños completos, cada rincón está diseñado para ofrecer comodidad y estilo. La cocina equipada se abre al luminoso salón-comedor, creando un ambiente acogedor perfecto para disfrutar de momentos inolvidables. Este piso no solo es un deleite visual, sino que también está completamente amueblado y decorado, listo para que te mudes sin preocupaciones. Disfruta de la calefacción central y aire acondicionado que garantizan un ambiente agradable durante todo el año. Además, cuenta con armarios empotrados que optimizan el espacio y ofrecen un almacenamiento práctico. Ubicado en una planta 3 con ascensor, este inmueble se sitúa en una ubicación privilegiada, rodeada de una amplia oferta de restaurantes y tiendas. La conexión con el transporte público es excelente cercano a metro Prosperidad y Alfonso XIII, facilitando el acceso a todos los servicios necesarios. Y la plaza de garaje está incluida en el precio. No dejes pasar la oportunidad de vivir en este espectacular piso que combina lujo y comodidad en el centro de Madrid.",True,,,,,True,True
108631754,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/18/b3/1350500862.webp,16,189000.0,flat,sale,58.0,3,1,calle Fuenlabrada,Madrid,Alcorcón,es,40.3466052,-3.8253501,False,https://www.idealista.com/inmueble/108631754/,False,good,False,3259.0,False,False,False,False,[],False,False,189000.0,€,flat,,"Casco Antiguo, Alcorcón",Piso en calle Fuenlabrada,Destacado,3,True,Centro,Casco Antiguo,"¡SE VENDE VIVIENDA EN EL CORAZÓN DE ALCORCÓN! Grupo Inmobiliario Tizona pone en exclusiva este acogedor piso en una tercera planta sin ascensor, ideal para quienes buscan vivir en una ubicación privilegiada y con todas las comodidades a su alcance.  Es una vivienda ideal tanto para vivir como para invertir, por la gran demanda de la zona.  Este luminoso inmueble cuenta con un recibidor que da acceso a la cocina, el baño y tres habitaciones, perfectas para adaptarse a tus necesidades familiares o de inversión. Además, dispone de un salón independiente que, gracias a la incorporación de la terraza, ahora disfruta de amplios ventanales que llenan el espacio de luz natural, creando un ambiente cálido y acogedor. Situado cerca de la calle Mayor, tendrás a tu disposición una amplia variedad de comercios, servicios, colegios y zonas de ocio, todo a pocos pasos de casa. La excelente comunicación de transporte público facilita desplazamientos rápidos y cómodos por toda la ciudad y alrededores. No pierdas la oportunidad de vivir en una zona céntrica, bien comunicada y con todas las facilidades. ¡Contáctanos para más información y agenda tu visita! ""HONORARIOS DE INTERMEDIACIÓN INCLUIDOS EN EL PRECIO"".",False,,,,,,
108695707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/2c/a0/1352400933.webp,15,310000.0,flat,sale,88.0,3,1,calle de Escalona,Madrid,Madrid,es,40.3942549,-3.7647383,False,https://www.idealista.com/inmueble/108695707/,False,good,False,3523.0,False,False,False,False,[],False,False,310000.0,€,flat,,"Aluche, Madrid",Piso en calle de Escalona,Destacado,5,True,Latina,Aluche,"Redpiso pone a la venta un espacioso piso de 88 m², diseñado para ofrecer el máximo confort: 3 dormitorios amplios y luminosos, 2 terrazas, baño, cocina independiente y un salón-comedor conectado con una terraza abierta. Ubicada en una quinta planta, esta vivienda ofrece unas buenas vistas, aportando una sensación de amplitud, luz natural y tranquilidad difícil de encontrar en Madrid capital. Con orientación noreste, la luz suave de la mañana baña las estancias principales. La calefacción central proporciona una climatización eficiente y cómoda. Extras que marcan la diferencia, la urbanización situada en el corazón del barrio cuenta con una zonas ajardinadas, ideales para disfrutar del entorno. Conexiones y movilidad Metro: Estación Campamento (Línea 5) a solo 3 minutos andando. Cercanías: Estación Aluche (línea C5) con conexión directa al centro y municipios del sur. Autobuses: Líneas 25, 131, 138, 561 y 563, con parada a menos de 2 minutos, ofreciendo conexión fluida con el resto de la ciudad. Acceso rápido en coche a través de Avenida Padre Piquer y la A-5, facilitando desplazamientos hacia el centro y la periferia. Colegios y centros educativos cercanos La zona cuenta con una amplia oferta de colegios públicos y concertados a menos de 10 minutos: Colegio Santa Gema Galgani, Colegio Arcángel Rafael. Además de escuelas infantiles y academias de refuerzo. Una ubicación ideal para familias con niños de todas las edades. Comercios y servicios Supermercados Carrefour, Alcampo, Lidl y comercios de proximidad a escasos metros. Salud y bienestar: Farmacias, centros de salud y clínicas privadas. Ocio y deporte: Restaurantes, cafeterías, gimnasios y zonas verdes como el Parque de Aluche o la Casa de Campo.",True,,,,RP282025139787,,
