propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice
108367464,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/2d/41/1341998097.webp,206 B V-1,12,,590000.0,chalet,sale,187.0,,3,3,"calle Denébola, 204",Madrid,Móstoles,Sur,es,,40.3110036,-3.8517175,True,https://www.idealista.com/obra-nueva/108367464/,"¡OBRAS INICIADAS! ¡ENTREGA ANTES DE DICIEMBRE DE 2026! 17 chalets divididos en dos parcelas de 3 dormitorios y 3 baños con o sin solárium, en una de las localidades más deseadas de Madrid, Móstoles. Con un diseño de vanguardia, donde los acabados son de primera marca, pensados para garantizar el confort. Además, incorpora sistema de aerotermia con suelo radiante-refrescante y cocina amueblada. Es un proyecto moderno en el cual podrás elegir entre una serie de opciones sin coste que te propondremos, para que puedas participar en la personalización de tu vivienda. No dejes escapar esta oportunidad única de adquirir uno de estos exclusivos chalets.",False,newdevelopment,True,,3155.0,True,False,False,False,[],False,False,590000.0,€,chalet,semidetachedHouse,"Sur, Móstoles","Chalet pareado en calle Denébola, 204",False,True,True,
108397792,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/de/c4/1342996683.webp,CM-426407-J,37,1,1900000.0,flat,sale,270.0,True,6,3,Barrio Trafalgar,Madrid,Madrid,Chamberí,es,Trafalgar,40.4295267,-3.6987591,False,https://www.idealista.com/inmueble/108397792/,"Única inmobiliaria pone a su disposición magnífico piso exterior para reformar en una de las mejores calles del barrio de Trafalgar, pegado casi al barrio de Almagro. El inmueble se ubica en una primera planta exterior con bastante altura y doble orientación norte y oeste ya que hace esquina el edificio. En cuanto a su distribución, se trata de mas de 270 metros cuadrados que actualmente dan cabida a 6 dormitorios y 3 baños, zona de salón comedor y cocina independiente. Destacar sus techos de 3 metros, aire acondicionado por conducto y calefacción central. Con respecto a la finca, de los años 50, dispone de ascensor, portero físico y la ITE favorable. Esta propiedad es una oportunidad excepcional para vivir en una zona apacible de Chamberí, con espacios luminosos y todas las comodidades para disfrutar del hogar. No te pierdas la oportunidad de visitar esta vivienda. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro.",False,good,False,True,7037.0,True,False,False,False,[],False,False,1900000.0,€,flat,,"Trafalgar, Madrid",Piso,,True,True,
108557910,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/4a/6e/1348410765.webp,52 T10,4,1,301127.0,flat,sale,142.0,True,3,3,"avenida de San Isidro, 2",Madrid,Navalcarnero,La Dehesa - El Pinar,es,,40.29638,-3.99386,True,https://www.idealista.com/obra-nueva/108557910/,"En el Barrio San Isidro, Navalcarnero, presentamos un nuevo proyecto de 128 viviendas protegidas (VPPL), ideal para quienes buscan calidad y confort en un entorno privilegiado. Todas las viviendas cuentan con 3 y 4 dormitorios, diseñadas para ofrecer el máximo aprovechamiento del espacio. Este exclusivo residencial incluye zonas comunes con una amplia oferta de entretenimiento para toda la familia, que incluye una piscina para adultos y otra para niños, además de un área de juegos infantiles.  Tipos de viviendas: - Planta baja: con jardines privados que superan los 260 m². - Viviendas en altura: con terrazas de más de 50 m². - Áticos dúplex: con impresionantes terrazas que superan los 140 m². Cada vivienda incluye trastero y 1 o 2 plazas de garaje, brindando comodidad y espacio adicional. El diseño del proyecto destaca por su arquitectura atractiva y elegante, con una distribución moderna y funcional, ideal para disfrutar en familia. Este desarrollo se sitúa en una parcela de más de 15,000 m², pensada para ofrecer a sus residentes un entorno de vida tranquilo, rodeado de naturaleza y con todas las comodidades. ¡Un lugar perfecto para vivir!",True,newdevelopment,True,True,2121.0,True,False,False,False,[],False,False,301127.0,€,flat,,"La Dehesa - El Pinar, Navalcarnero","Piso en avenida de San Isidro, 2",False,True,True,
108801794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/2a/71/1355555942.webp,BAJO B,6,bj,435000.0,flat,sale,142.0,True,3,2,"calle Girasoles, 67",Madrid,Fuenlabrada,Universidad - Hospital,es,,40.2923704,-3.8261068,True,https://www.idealista.com/obra-nueva/108801794/,"Promoción formada por viviendas de 3 dormitorios, áticos dúplex con grandes terrazas, bajos con terraza y piscina. Las viviendas están diseñadas para ofrecer la máxima calidad de vida, y aprovechar al máximo la luz natural, cuenta con acabados de alta calidad, cocinas modernas e incluyen un trastero y una plaza de garaje.  Ubicación privilegiada en la ampliación de Fuenlabrada, en la zona de nueva construcción denominada Barrio del Vivero. Cuenta con buena conexión con transporte público, zonas verdes, supermercados, colegios y todos los servicios que se puedan necesitar para la vida diaria, ofreciendo una calidad de vida que nada hace recordar a los centros urbanos. Una excelente oportunidad de vivir en Fuenlabrada.",False,newdevelopment,True,True,3063.0,True,False,False,False,[],False,False,435000.0,€,flat,,"Universidad - Hospital, Fuenlabrada","Piso en calle Girasoles, 67",False,True,True,
107823841,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/a9/d4/1325057440.webp,W-02Z0XR,34,3,2985000.0,flat,sale,192.0,True,3,4,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4314427,-3.6809413,False,https://www.idealista.com/inmueble/107823841/,"Piso reformado con mirador y dos balcones en calle Castelló Engel & Volkers, inmobiliaria de lujo en Madrid, presenta este espacioso piso reformado, en una tercera planta. Se ubica en una tranquila calle muy cercana a Ortega y Gasset. El edificio de 1934 tiene fachada clásica y un portal señorial con mármol en el suelo e importantes molduras en el techo. Se ha rehabilitado y conservado el ascensor de jaula. Se trata de una propiedad totalmente reformada, con una inteligente utilización del espacio y con materiales de primera calidad. El salón diáfano se abre a la calle ocupando toda la fachada del edificio. Dos balcones y un mirador central inundan de luz esta parte de recibo de la casa, con orientación oeste. Contigua al salón se encuentra la cocina, totalmente equipada con primeras marcas de electrodomésticos, entre los que destacan el horno gran formato y una vinoteca. El hall de entrada de la propiedad conduce a un baño de cortesía y zona de lavandería con lavadora y secadora. Al pasillo se abren los tres dormitorios de la casa, todos con un generoso tamaño y baño completo en suite. Grandes armarios empotrados hasta el techo dotan de gran capacidad de almacenaje a la casa. Por si esto fuera poco, dos armarios extra se ubican en el pasillo y en la entrada. Este moderno piso cuenta con trastero en la cubierta del edificio y, aunque no tiene garaje propio, se puede alquilar sin problema en las cercanías. Enlace a Floorfy  El barrio de Salamanca es una de las zonas más relevantes de Madrid, tanto por su peculiar distribución como por los vecinos que tradicionalmente han habitado sus emblemáticas calles. Su construcción data de la segunda mitad del siglo XIX y corresponde a la ampliación urbanística llevada a cabo durante el reinado de Isabel II. El precursor al que se debe su nombre fue el malagueño José de Salamanca y Mayol, Marqués de Salamanca, quien concibió un nuevo emplazamiento con una cuidada edificación que albergara a las clases aristocráticas y burguesas de Madrid. De estilo decimonónico, se caracteriza por su especial distribución regular en forma de damero con calles perpendiculares. Sus edificios gozan de especial interés gracias a su calidad arquitectónica y la belleza de sus fachadas Tradicionalmente Salamanca fue una zona de uso residencial, especialmente habitada por las élites políticas y económicas del país. En los últimos cincuenta años este carácter residencial convive con otras actividades como la empresarial, la diplomática y, especialmente la comercial ya que es una de las áreas de moda de lujo más importantes de la capital.",True,good,False,True,15547.0,True,False,True,False,[],False,False,2985000.0,€,flat,,"Castellana, Madrid",Piso,,True,False,70000.0
108801818,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/2a/71/1355555942.webp,2A,6,2,412000.0,flat,sale,117.0,True,3,2,"calle Girasoles, 67",Madrid,Fuenlabrada,Universidad - Hospital,es,,40.2923704,-3.8261068,True,https://www.idealista.com/obra-nueva/108801818/,"Promoción formada por viviendas de 3 dormitorios, áticos dúplex con grandes terrazas, bajos con terraza y piscina. Las viviendas están diseñadas para ofrecer la máxima calidad de vida, y aprovechar al máximo la luz natural, cuenta con acabados de alta calidad, cocinas modernas e incluyen un trastero y una plaza de garaje.  Ubicación privilegiada en la ampliación de Fuenlabrada, en la zona de nueva construcción denominada Barrio del Vivero. Cuenta con buena conexión con transporte público, zonas verdes, supermercados, colegios y todos los servicios que se puedan necesitar para la vida diaria, ofreciendo una calidad de vida que nada hace recordar a los centros urbanos. Una excelente oportunidad de vivir en Fuenlabrada.",False,newdevelopment,True,True,3521.0,True,False,False,False,[],False,False,412000.0,€,flat,,"Universidad - Hospital, Fuenlabrada","Piso en calle Girasoles, 67",False,True,True,
108367459,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/65/be/1341998082.webp,204 A V-3,12,,575000.0,chalet,sale,153.0,,3,3,"calle Denébola, 204",Madrid,Móstoles,Sur,es,,40.3110036,-3.8517175,True,https://www.idealista.com/obra-nueva/108367459/,"¡OBRAS INICIADAS! ¡ENTREGA ANTES DE DICIEMBRE DE 2026! 17 chalets divididos en dos parcelas de 3 dormitorios y 3 baños con o sin solárium, en una de las localidades más deseadas de Madrid, Móstoles. Con un diseño de vanguardia, donde los acabados son de primera marca, pensados para garantizar el confort. Además, incorpora sistema de aerotermia con suelo radiante-refrescante y cocina amueblada. Es un proyecto moderno en el cual podrás elegir entre una serie de opciones sin coste que te propondremos, para que puedas participar en la personalización de tu vivienda. No dejes escapar esta oportunidad única de adquirir uno de estos exclusivos chalets.",False,newdevelopment,True,,3758.0,True,False,False,False,[],False,False,575000.0,€,chalet,terracedHouse,"Sur, Móstoles","Chalet adosado en calle Denébola, 204",False,True,True,
108367463,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/e0/05/1341998080.webp,206 B V-3,12,,550000.0,chalet,sale,138.0,,3,3,"calle Denébola, 204",Madrid,Móstoles,Sur,es,,40.3110036,-3.8517175,True,https://www.idealista.com/obra-nueva/108367463/,"¡OBRAS INICIADAS! ¡ENTREGA ANTES DE DICIEMBRE DE 2026! 17 chalets divididos en dos parcelas de 3 dormitorios y 3 baños con o sin solárium, en una de las localidades más deseadas de Madrid, Móstoles. Con un diseño de vanguardia, donde los acabados son de primera marca, pensados para garantizar el confort. Además, incorpora sistema de aerotermia con suelo radiante-refrescante y cocina amueblada. Es un proyecto moderno en el cual podrás elegir entre una serie de opciones sin coste que te propondremos, para que puedas participar en la personalización de tu vivienda. No dejes escapar esta oportunidad única de adquirir uno de estos exclusivos chalets.",False,newdevelopment,True,,3986.0,True,False,False,False,[],False,False,550000.0,€,chalet,terracedHouse,"Sur, Móstoles","Chalet adosado en calle Denébola, 204",False,True,True,
105850875,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/e6/96/1277122878.webp,ID 3,4,1,340700.0,flat,sale,100.0,True,3,2,"Alfredo Aleix, 15",Madrid,Madrid,Carabanchel,es,Buena Vista,40.3683803,-3.7557511,True,https://www.idealista.com/obra-nueva/105850875/,"Pronto se levantará una nueva joya arquitectónica en esta vibrante comunidad. Este residencial de 9 viviendas en régimen de cooperativa libre está diseñado para ofrecerte el máximo confort y calidad de vida. Con opciones de 1 y 3 dormitorios, cada espacio ha sido meticulosamente planificado para adaptarse a tus necesidades y preferencias. ¿Buscas un lugar para disfrutar del cielo de Madrid? ¡El ático con su amplia terraza te ofrece vistas panorámicas que te dejarán sin aliento! Imagina tus momentos más especiales bajo el sol o las estrellas, compartiendo risas y creando recuerdos inolvidables con tus seres queridos.",True,newdevelopment,True,True,3407.0,True,False,False,False,[],False,False,340700.0,€,flat,,"Buena Vista, Madrid","Piso en Alfredo Aleix, 15",False,,,
108332331,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/9f/cf/1340956750.webp,P22A,15,2,288000.0,flat,sale,75.0,True,2,2,"calle Francisco Antón, 2",Madrid,Alcalá de Henares,San Isidro - Los Almendros,es,,40.4798585,-3.3848035,True,https://www.idealista.com/obra-nueva/108332331/,"¡VISITA PISO PILOTO! FASE I Y II ENTREGADAS. FASE III ENTREGA A FINALES DE 2024 Residencial Jardín de Cervantes está situado en la Avenida de Madrid, una de las mejores zonas de Alcalá de Henares. La urbanización se encuentra en una zona abierta, con una excelente comunicación tanto al centro de la ciudad como a todo el Corredor del Henares. Con la estación de Cercanías a tan solo 5 minutos a pie y a 5 minutos para el acceso de la A2. La fase III se compone de 128 viviendas de 1, 2 y 3 dormitorios con 1 o 2 plazas de garaje incluidas en el precio en función de la tipología. Las viviendas se encuentran en un magnífico entorno eco-saludable con mas de 15.000 m2 de jardines y un espectacular lago artificial, además de piscina interior y exterior, gimnasio y zona infantil.  En Jardín de Cervantes hemos creado un espacio único en el que vivir en plena naturaleza, un espacio acondicionado para la práctica del deporte y el disfrute el aire libre, con la tranquilidad de un complejo residencial cerrado y vigilado.",False,newdevelopment,True,True,3840.0,True,False,False,False,[],False,False,288000.0,€,flat,,"San Isidro - Los Almendros, Alcalá de Henares","Piso en calle Francisco Antón, 2",False,True,True,
108491093,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/b1/58/1346484813.webp,W-02ZXOK,43,,1020000.0,chalet,sale,172.0,,4,1,Barrio Marazuela- El Torreón,Madrid,Las Rozas de Madrid,Marazuela- El Torreón,es,Marazuela- El Torreón,40.4939001,-3.8651629,False,https://www.idealista.com/inmueble/108491093/,"Encanto rústico y serenidad natural a un paso de Madrid Engel & Völkers tiene el placer de presentar en exclusiva esta excepcional vivienda unifamiliar, ubicada en un enclave residencial tranquilo, rodeado de naturaleza y perfectamente conectado con el centro de Madrid. Una propiedad única que destaca tanto por el encanto de su arquitectura tradicional como por la belleza de su jardín consolidado, diseñado con criterio paisajístico y sensibilidad ecológica. Construida en una sola planta sobre una amplia parcela, esta casa representa una oportunidad inmejorable para quienes buscan una vida sosegada, en contacto con la tierra, sin renunciar al confort ni a la cercanía de los servicios urbanos. El uso de materiales nobles —piedra, madera y teja cerámica— dota a la vivienda de una estética cálida y atemporal, integrada en su entorno natural.  Construida en piedra y reformada integralmente, esta casa de 172 m² combina el encanto de los materiales nobles con el confort contemporáneo.Su orientación sur-este y los amplios ventanales garantizan una excelente luminosidad durante todo el día, mientras que el jardín, consolidado con árboles adultos, invita a disfrutar de un entorno natural y privado durante todo el año.  En su interior, la vivienda ofrece cuatro dormitorios, un baño completo, una cocina independiente con acceso al exterior y un salón comedor espacioso y luminoso con techos altos que amplifican la sensación de amplitud. Toda la carpintería ha sido renovada con ventanas de alta eficiencia, y el sistema de calefacción por suelo radiante —alimentado por caldera de gasoil— y bomba de calor, garantiza una temperatura uniforme y confortable en cada estancia y la más alta certificación energética.  En el exterior encontramos diversas edificaciones anexas que actualmente se utilizan como taller o almacén, pero que ofrecen un gran potencial para ser rehabilitadas como estudio independiente, zona de trabajo, apartamento de invitados o espacio de ocio.  El jardín que rodea la vivienda ha sido concebido como un paisaje vivo, de inspiración naturalista. Con especies autóctonas, aromáticas y de bajo requerimiento hídrico, este espacio ofrece color, textura y biodiversidad durante todo el año, con mínimas necesidades de mantenimiento. Su trazado orgánico invita al paseo, la contemplación o el descanso al sol. Este jardín es ideal para quienes valoran la belleza espontánea, el respeto por el entorno y la posibilidad de vivir al aire libre: desayunar bajo un árbol, leer al atardecer o cultivar plantas propias. La Marazuela es una de las zonas más valoradas de Las Rozas por su armonioso equilibrio entre naturaleza, seguridad y cercanía a Madrid. A un paso del Monte de El Pardo y del nuevo centro comercial de la zona, esta comunidad ofrece un entorno residencial tranquilo y familiar, con acceso directo a la A-6, M-50 y M-40, así como estación de tren de Cercanías a escasos minutos a pie. Rodeada de colegios, zonas verdes, instalaciones deportivas y todo tipo de servicios, La Marazuela permite disfrutar del estilo de vida que muchas familias sueñan: paseos al atardecer, actividades al aire libre y una conexión fluida con el dinamismo de la ciudad. Aquí, la calidad de vida no es un concepto: es una experiencia diaria.",True,good,False,,5930.0,True,False,True,False,[],False,False,1020000.0,€,chalet,independantHouse,"Marazuela- El Torreón, Las Rozas de Madrid",Casa independiente,,True,True,
105850916,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/ae/dc/1277122866.webp,ID 5,4,2,350150.0,flat,sale,100.0,True,3,2,"Alfredo Aleix, 15",Madrid,Madrid,Carabanchel,es,Buena Vista,40.3683803,-3.7557511,True,https://www.idealista.com/obra-nueva/105850916/,"Pronto se levantará una nueva joya arquitectónica en esta vibrante comunidad. Este residencial de 9 viviendas en régimen de cooperativa libre está diseñado para ofrecerte el máximo confort y calidad de vida. Con opciones de 1 y 3 dormitorios, cada espacio ha sido meticulosamente planificado para adaptarse a tus necesidades y preferencias. ¿Buscas un lugar para disfrutar del cielo de Madrid? ¡El ático con su amplia terraza te ofrece vistas panorámicas que te dejarán sin aliento! Imagina tus momentos más especiales bajo el sol o las estrellas, compartiendo risas y creando recuerdos inolvidables con tus seres queridos.",True,newdevelopment,True,True,3502.0,True,False,False,False,[],False,False,350150.0,€,flat,,"Buena Vista, Madrid","Piso en Alfredo Aleix, 15",False,,,
108558059,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/4a/6e/1348410765.webp,41 T6,4,bj,346205.0,flat,sale,150.0,True,4,3,"avenida de San Isidro, 2",Madrid,Navalcarnero,La Dehesa - El Pinar,es,,40.29638,-3.99386,True,https://www.idealista.com/obra-nueva/108558059/,"En el Barrio San Isidro, Navalcarnero, presentamos un nuevo proyecto de 128 viviendas protegidas (VPPL), ideal para quienes buscan calidad y confort en un entorno privilegiado. Todas las viviendas cuentan con 3 y 4 dormitorios, diseñadas para ofrecer el máximo aprovechamiento del espacio. Este exclusivo residencial incluye zonas comunes con una amplia oferta de entretenimiento para toda la familia, que incluye una piscina para adultos y otra para niños, además de un área de juegos infantiles.  Tipos de viviendas: - Planta baja: con jardines privados que superan los 260 m². - Viviendas en altura: con terrazas de más de 50 m². - Áticos dúplex: con impresionantes terrazas que superan los 140 m². Cada vivienda incluye trastero y 1 o 2 plazas de garaje, brindando comodidad y espacio adicional. El diseño del proyecto destaca por su arquitectura atractiva y elegante, con una distribución moderna y funcional, ideal para disfrutar en familia. Este desarrollo se sitúa en una parcela de más de 15,000 m², pensada para ofrecer a sus residentes un entorno de vida tranquilo, rodeado de naturaleza y con todas las comodidades. ¡Un lugar perfecto para vivir!",True,newdevelopment,True,True,2308.0,True,False,False,False,[],False,False,346205.0,€,flat,,"La Dehesa - El Pinar, Navalcarnero","Piso en avenida de San Isidro, 2",False,True,True,
108081364,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/03/70/1333246311.webp,PB A,23,bj,330000.0,flat,sale,77.0,True,2,2,Juan Marichal s/n,Madrid,Alcalá de Henares,La Garena,es,,40.4785912,-3.3946399,True,https://www.idealista.com/obra-nueva/108081364/,"“Próximo inicio de obras” PRECOMERCIALIZACION FASES I-IV- Residencial NAO, una magnifica promoción de 136 viviendas de 2 y 3 dormitorios en Ciudad Garena 10 con plaza de garaje, trastero, piscina y amplias zonas comunes. Además de las viviendas tipo, las plantas bajas disponen de una terraza adicional ultimas plantas tipo dúplex con amplias terrazas. A destacar, sus grandes ventanales que aportan luminosidad a sus estancias, así como una distribución del espacio muy cuidada junto con la elección de materiales y acabados hace que Residencial Nao tenga lo necesario para que la conviertas en tu hogar. Además con aerotermia con suelo radiante refrescante para un óptimo confort. Como cada detalle es importante, también podrás elegir entre diferentes acabados, calidades y materiales, así como opciones de mejoras para que puedas personalizar la vivienda a tu estilo. La Garena, un enclave privilegiado donde se combina la calidad de vida de Alcalá de Henares a 20 minutos de Madrid. “Ciudad Garena Diez” se encuentra frente a la estación de cercanías de La Garena y a tan solo a 5 minutos a pie del centro comercial “La Garena”, el Hipercor y el centro de salud. En su entorno se encuentran dos colegios que figuran entre los 100 mejores de España, concretamente el CEIP La Garena en el noveno puesto y el CEIP Antonio Mingote en el puesto 40. Dispone de una amplia oferta de servicios ocio, restaurantes, supermercados y deportes, destacando la ciudad deportiva “El Juncal”, uno de los mayores centros de Alcalá de Henares y el centro de negocios “Garena Plaza”, una zona en auge para nuevas implantaciones comerciales. Conectado al centro histórico mediante el carril bici de la Avenida de Madrid. Comunicación directa a principales vías de comunicación A-2 y R-2 y cuenta con variedad transporte público, urbano e interurbano. Zonas comunes: Ascensor, zona infantil, zona de esparcimiento al aire libre, zonas verdes, piscina de adultos e infantil.",False,newdevelopment,True,True,4286.0,True,False,False,False,[],False,False,330000.0,€,flat,,"La Garena, Alcalá de Henares",Piso en Juan Marichal s/n,False,True,True,
108912092,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/3a/ff/1358722654.webp,25-019,59,,465000.0,chalet,sale,205.0,,6,2,calle Ciudad Real,Madrid,Villalbilla,,es,,40.4494915,-3.3725601,False,https://www.idealista.com/inmueble/108912092/,"ARAGON INMOBILIARIA, pone a su disposición chalet independiente en urbanización Zulema, un oasis de confort, naturaleza y elegancia. Descubra esta cómoda vivienda independiente situada en la urbanización Zulema (Villalbilla) lugar que combina tranquilidad, naturaleza y una fantástica ubicación, a 5 minutos de la Ciudad Complutense de Alcalá de Henares ( Ciudad patrimonio de la Humanidad), también a 5 minutos de la NII y muy próximo a Renfe y demás transporte publico.  La urbanización dispone de servicio de vigilancia, club social, pistas de tenis, piscina, también rutas de senderismo.  La distribución del chalet esta pensado para ofrecer el máximo confort sobre parcela de 1.080 metros y una construcción de 200 metros. En planta baja accedemos a la vivienda desde un porche de 37 metros, amplia entrada, salón independiente con chimenea comunicado con cocina, esta con doble comunicación, a media planta nos encontramos con otra puerta de acceso con salida a la parte trasera del jardín. Pasillo distribuidor con baño completo y 4 dormitorios. En el sótano: garaje con puerta automática, sala de caldera con deposito de gasoil de 1.200 litros, un baño completo, salón de 25 metros y 2 dormitorios. Vivienda con muchas posibilidades de mejora.  VENGA A VISITARLA.",False,good,False,,2268.0,False,False,False,False,[],False,False,465000.0,€,chalet,independantHouse,Villalbilla,Casa independiente en calle Ciudad Real,,,,
108355843,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/3d/7e/1341654351.webp,21985,25,2,990000.0,flat,sale,119.0,True,3,2,Barrio Sol,Madrid,Madrid,Centro,es,Sol,40.4138447,-3.7033725,False,https://www.idealista.com/inmueble/108355843/,"Se presenta esta encantadora y acogedora vivienda amueblada, situada en la segunda planta de un edificio histórico de principios del siglo XX, ubicado en una apacible calle peatonal del vibrante barrio de Sol. Con una superficie útil de 110 m² (119 m² construidos), esta propiedad destaca por su carácter singular y atmósfera cálida. La distribución interior comprende dos dormitorios con baños en suite, así como una estancia independiente junto al salón-comedor que puede destinarse a un tercer dormitorio, oficina u otro uso según las necesidades del propietario. La cocina, completamente equipada y de gran funcionalidad, se integra armónicamente con el estilo general de la vivienda. Entre sus elementos arquitectónicos más destacados se encuentran una pared de ladrillo visto en el salón-comedor, vigas de madera expuestas, suelos de tabla de madera y radiadores de época, los cuales contribuyen a crear un ambiente auténtico, cálido y lleno de personalidad. Desde cualquiera de sus tres balcones, se puede disfrutar de una vista parcial del emblemático edificio de Telefónica en la Gran Vía, considerado el primer rascacielos de Europa. La propiedad cuenta con sistema de calefacción central individualizado y aire acondicionado por split, lo que garantiza confort térmico durante todo el año. Situada a menos de cinco minutos a pie de la Puerta del Sol y la Plaza Mayor, esta vivienda goza de una ubicación privilegiada en uno de los barrios más emblemáticos y dinámicos de Madrid. Está rodeada de una amplia oferta comercial —incluido El Corte Inglés de Sol y el mercado de flores de Tirso de Molina— así como de numerosos restaurantes y excelentes conexiones de transporte.",True,good,False,False,8319.0,True,False,False,False,[],False,False,990000.0,€,flat,,"Sol, Madrid",Piso,,,,
108557987,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/41/82/1348410768.webp,50 T5,4,bj,300495.0,flat,sale,126.0,True,3,3,"avenida de San Isidro, 2",Madrid,Navalcarnero,La Dehesa - El Pinar,es,,40.29638,-3.99386,True,https://www.idealista.com/obra-nueva/108557987/,"En el Barrio San Isidro, Navalcarnero, presentamos un nuevo proyecto de 128 viviendas protegidas (VPPL), ideal para quienes buscan calidad y confort en un entorno privilegiado. Todas las viviendas cuentan con 3 y 4 dormitorios, diseñadas para ofrecer el máximo aprovechamiento del espacio. Este exclusivo residencial incluye zonas comunes con una amplia oferta de entretenimiento para toda la familia, que incluye una piscina para adultos y otra para niños, además de un área de juegos infantiles.  Tipos de viviendas: - Planta baja: con jardines privados que superan los 260 m². - Viviendas en altura: con terrazas de más de 50 m². - Áticos dúplex: con impresionantes terrazas que superan los 140 m². Cada vivienda incluye trastero y 1 o 2 plazas de garaje, brindando comodidad y espacio adicional. El diseño del proyecto destaca por su arquitectura atractiva y elegante, con una distribución moderna y funcional, ideal para disfrutar en familia. Este desarrollo se sitúa en una parcela de más de 15,000 m², pensada para ofrecer a sus residentes un entorno de vida tranquilo, rodeado de naturaleza y con todas las comodidades. ¡Un lugar perfecto para vivir!",True,newdevelopment,True,True,2385.0,True,False,False,False,[],False,False,300495.0,€,flat,,"La Dehesa - El Pinar, Navalcarnero","Piso en avenida de San Isidro, 2",False,True,True,
