propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.parkingSpacePrice
107747936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/a9/b4/1249911400.webp,P1 2D,17,2,410900.0,flat,sale,83.0,True,2,2,vereda de la Cebolla s/n,Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.3997161,-3.5467341,True,https://www.idealista.com/obra-nueva/107747936/,"¡85% DE LA PROMOCIÓN VENDIDA! OBRAS INICIADAS  LICENCIA DEFINITIVA DE OBRAS CONCEDIDA. No dejes pasar la oportunidad de tener tu nuevo hogar en El Cañaveral. Pisos de obra nueva en la Calle Vereda de la Cebolla con Calle Ferenc Puskas, ¡a un paso del futuro Parque Central del Cañaveral! Con 97 viviendas, Residencial Toscana presenta una variedad de opciones. Desde pisos de 2 dormitorios, 3 dormitorios, hasta amplias viviendas de 4 dormitorios, llenas de luz natural. La promoción cuenta con calificación energética A en emisiones, aerotermia y paneles fotovoltaicos instalados en la cubierta, para favorecer la máxima eficiencia energética y reducción de consumo en el edificio. El suelo radiante-refrescante hará que disfrutes de tu hogar al máximo, tanto en verano como en invierno. También con nuestro Programa de libre elección de calidades, podrás personalizar acabados y materiales según tus gustos y preferencias. Residencial Toscana integra tecnologías para ofrecerte un hogar inteligente. Las instalaciones comunes ofrecen una piscina con sistema de depuración salina e iluminación nocturna, zonas verdes y una zona de juegos infantiles, brindando un entorno ideal para toda la familia. Y si buscas un espacio para tus actividades, Residencial Toscana también cuenta con una sala polivalente para diferentes usos, al igual que un gimnasio equipado y la instalación de taquillas electrónicas. La promoción incluye la preinstalación de recarga de coches eléctricos y parking de bicicletas. Solicita más información y conoce todos los detalles de Residencial Toscana en el Cañaveral. *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual.  *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos.  *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",True,newdevelopment,True,True,False,4951.0,True,False,False,False,[],False,False,410900.0,€,True,True,flat,"El Cañaveral, Madrid",Piso en vereda de la Cebolla s/n,Top,,,,,
107886593,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/cd/df/1347846450.webp,SG30 B,29,bj,229000.0,flat,sale,48.0,True,2,1,"calle de Sierra Gádor, 30",Madrid,Madrid,Villa de Vallecas,es,Casco Histórico de Vallecas,40.3808461,-3.6259291,True,https://www.idealista.com/inmueble/107886593/,"VENTA DIRECTA PROPIEDAD. Se vende magnifica vivienda, con posibilidad de uso turístico VUT, completamente a estrenar (se corresponde con la vivienda B en el plano). Cuenta con dos dormitorios, y baño espacioso con plato de ducha. Con espacioso salón - comedor diseñado para el aprovechamiento de luz natural al máximo. La vivienda cuenta con reforma de diseño, aislamiento tanto acústico como térmico, iluminación led. Armarios lacados, compartimentados e iluminados interiormente, además de cocina equipada con todos los electrodomésticos integrados y encimera de formica con canto de 4 cm.  Climatización y agua caliente mediante CIRQ HP- MIDEA (Multisistema con recuperación de calor) -La unidad Multisistema con recuperación de calor de MIDEA en combinación con el nuevo depósito de ACS permite el funcionamiento de un sistema todo en uno. Realizando la climatización de la sala a través de unidades interiores de expansión directa y la producción de ACS con el depósito. -La tecnología de recuperación permite la producción de frio y ACS simultáneamente, esto se consigue aprovechando el calor extraído durante la producción de frío para producir ACS de forma gratuita. A pocos minutos de transporte público como línea de metro, autobús y Renfe, comunicado con supermercados y servicios de primera necesidad como centro sanitario y escuelas.",False,good,False,True,,4771.0,True,False,True,False,[],False,False,229000.0,€,,,flat,"Casco Histórico de Vallecas, Madrid","Piso en calle de Sierra Gádor, 30",Top,,,,,
101887347,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/ee/c6/1197394157.webp,5º izquierda,43,5,5350000.0,flat,sale,402.0,True,3,4,"calle General Oraá, 9",Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4365118,-3.6869471,True,https://www.idealista.com/obra-nueva/101887347/,"General Oráa 9 es uno de los edificios más emblemáticos de Madrid, conocido como Casa-Palacio del Conde de Cedillo, donde vivió el escritor Ramón María del Valle-Inclán. Ubicado en el Barrio de Salamanca y cerca del Paseo de la Castellana, este edificio de 1923 ha sido completamente renovado en su interior respetando su imponente fachada tradicional protegida, asegurando su esencia solemne y clásica al estilo de los antiguos palacios toledanos.  Te recibirá un gran hall de entrada, con seguridad las 24 horas, desde donde podrás apreciar su magnífica escalera doble que da acceso a las 6 plantas mas ático y cubierta, que componen ese singular inmueble: 12 lujosos pisos con vistas y un diseño interior sobresaliente. Cada uno de ellos cuenta con varias plazas de aparcamiento robotizadas además de trastero. En las zonas comunes de la planta baja, descubrirás un gimnasio sofisticado y luminoso, una deliciosa piscina climatizada y una sala de reuniones para el uso de la comunidad, todo ello con un moderno y acogedor diseño de interiores proyecto de Totón Sánchez. Instalaciones de última generación pensadas tanto para el relax como para el entrenamiento, con toda la privacidad y la comodidad que puedas imaginar.  General Oráa 9 destaca por la seguridad que ofrece, ya que los ascensores conducen directamente al hall de entrada de las viviendas, proporcionando una seguridad y una privacidad inigualables.  Las viviendas en General Oráa cuentan con una exquisita selección de materiales de alto nivel y una geometría de espacios muy estudiada, por lo que son un oasis de luz y tranquilidad. Sus balcones y su altura de techos combinados con un diseño de interiores espectacular de la mano de Totón Sánchez, le proporcionan ese plus que siempre habías imaginado. Las cocinas, amuebladas con las mejores gamas de Moldulnova y Santos, están equipadas con los electrodomésticos casi profesionales de la reconocida marca alemana Gaggenau, toda una garantía de calidad, funcionalidad y belleza.  Entra en la historia, vive en General Oraá, 9, a un paso de la Milla de Oro y los mejores restaurantes de la capital.  *Las imágenes son imágenes de referencia, ya que debido a la morfología del edificio, siendo este un antiguo palacete, las alturas de cada planta pueden variar. *.",False,newdevelopment,True,True,True,13308.0,False,False,False,False,[],False,False,5350000.0,€,True,True,flat,"Castellana, Madrid","Piso en calle General Oraá, 9",Top,,,,,
108618580,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/d6/39/1350616938.webp,55ad071c-0b18-4160-82fe-5357cabd80d1,35,2,650000.0,flat,sale,107.0,True,3,2,calle del Calvario,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4132165,-3.7018588,False,https://www.idealista.com/inmueble/108618580/,"Descubre este encantador piso en el vibrante barrio de Lavapiés, Centro de Madrid. Con 107 m², esta propiedad recientemente reformada ofrece un espacio moderno y acogedor. Cuenta con 2 muy buenos dormitorios y un amplio despacho, 2 baños, ideales para familias o compartir con amigos. La cocina, completamente equipada y concebida para cocinar de verdad y lista para inspirar al chef en ti. Disfruta de la comodidad del aire acondicionado con bomba de calor y frío, asegurando el clima perfecto todo el año. Los armarios empotrados ofrecen perfectos espacios de almacenamiento. Relájate los balcones privados, perfectos para tus momentos de tranquilidad. Ubicado en un edificio clásico, este piso combina el encanto tradicional con las comodidades modernas. No pierdas la oportunidad de vivir en una de las zonas más dinámicas de Madrid, rodeado de cultura, arte y una vibrante vida social.",True,good,False,False,,6075.0,True,False,False,False,[],False,False,650000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle del Calvario,Top,680000.0,30000.0,4.0,,
107886661,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/19/10/1347843897.webp,SG30 C,37,bj,229000.0,flat,sale,48.0,True,2,1,"calle de Sierra Gádor, 30",Madrid,Madrid,Villa de Vallecas,es,Casco Histórico de Vallecas,40.3808461,-3.6259291,True,https://www.idealista.com/inmueble/107886661/,"VENTA DIRECTA PROPIEDAD. Se vende magnifica vivienda, con posibilidad de uso turístico VUT, completamente a estrenar (se corresponde con la vivienda C en el plano). Cuenta con dos dormitorios, y baño espacioso con plato de ducha. Con espacioso salón - comedor diseñado para el aprovechamiento de luz natural al máximo. La vivienda cuenta con reforma de diseño, aislamiento tanto acústico como térmico, iluminación led. Armarios lacados, compartimentados e iluminados interiormente, además de cocina equipada con todos los electrodomésticos integrados y encimera de formica con canto de 4 cm.  Climatización y agua caliente mediante CIRQ HP- MIDEA (Multisistema con recuperación de calor) -La unidad Multisistema con recuperación de calor de MIDEA en combinación con el nuevo depósito de ACS permite el funcionamiento de un sistema todo en uno. Realizando la climatización de la sala a través de unidades interiores de expansión directa y la producción de ACS con el depósito. -La tecnología de recuperación permite la producción de frio y ACS simultáneamente, esto se consigue aprovechando el calor extraído durante la producción de frío para producir ACS de forma gratuita. A pocos minutos de transporte público como línea de metro, autobús y Renfe, comunicado con supermercados y servicios de primera necesidad como centro sanitario y escuelas.",False,good,False,True,,4771.0,True,False,True,False,[],False,False,229000.0,€,,,flat,"Casco Histórico de Vallecas, Madrid","Piso en calle de Sierra Gádor, 30",Top,,,,,
108227958,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/b6/28/1249914610.webp,P1 1A ,17,1,460900.0,flat,sale,96.0,True,3,2,vereda de la Cebolla s/n,Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.3997161,-3.5467341,True,https://www.idealista.com/obra-nueva/108227958/,"¡85% DE LA PROMOCIÓN VENDIDA! OBRAS INICIADAS  LICENCIA DEFINITIVA DE OBRAS CONCEDIDA. No dejes pasar la oportunidad de tener tu nuevo hogar en El Cañaveral. Pisos de obra nueva en la Calle Vereda de la Cebolla con Calle Ferenc Puskas, ¡a un paso del futuro Parque Central del Cañaveral! Con 97 viviendas, Residencial Toscana presenta una variedad de opciones. Desde pisos de 2 dormitorios, 3 dormitorios, hasta amplias viviendas de 4 dormitorios, llenas de luz natural. La promoción cuenta con calificación energética A en emisiones, aerotermia y paneles fotovoltaicos instalados en la cubierta, para favorecer la máxima eficiencia energética y reducción de consumo en el edificio. El suelo radiante-refrescante hará que disfrutes de tu hogar al máximo, tanto en verano como en invierno. También con nuestro Programa de libre elección de calidades, podrás personalizar acabados y materiales según tus gustos y preferencias. Residencial Toscana integra tecnologías para ofrecerte un hogar inteligente. Las instalaciones comunes ofrecen una piscina con sistema de depuración salina e iluminación nocturna, zonas verdes y una zona de juegos infantiles, brindando un entorno ideal para toda la familia. Y si buscas un espacio para tus actividades, Residencial Toscana también cuenta con una sala polivalente para diferentes usos, al igual que un gimnasio equipado y la instalación de taquillas electrónicas. La promoción incluye la preinstalación de recarga de coches eléctricos y parking de bicicletas. Solicita más información y conoce todos los detalles de Residencial Toscana en el Cañaveral. *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual.  *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos.  *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",True,newdevelopment,True,True,False,4801.0,True,False,False,False,[],False,False,460900.0,€,True,True,flat,"El Cañaveral, Madrid",Piso en vereda de la Cebolla s/n,Top,,,,,
107585491,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/bd/62/1348856711.webp,2b2bf855-b464-4715-8c84-28ed3a9e8cfa,37,,339000.0,chalet,sale,113.0,,3,2,calle de Bruno Abúndez,Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3841226,-3.6277337,False,https://www.idealista.com/inmueble/107585491/,"Descubre esta encantadora casa adosada en el corazón de Palomeras Sureste, Vallecas, Madrid. Con 113 m² de espacio, esta propiedad ofrece un lienzo perfecto para aquellos con visión. Tiene reforma completa de instalaciones de luz y agua según normativa vigente.  Dispone de 3 dormitorios y 2 baños, proporcionando un ambiente acogedor para familias o inversores. Aunque requiere alguna renovación, su potencial es evidente, permitiéndote personalizar cada rincón a tu gusto y una buhardilla totalmente diáfana para crear tu espacio de trabajo o fitness, tu elijes! La ubicación es ideal, con fácil acceso a transporte público, tiendas y servicios locales. Toda la vivienda se alimenta de corriente eléctrica y su tejado es idóneo para instalar placas solares. Aprovecha esta oportunidad única para crear el hogar de tus sueños en un barrio consolidado y en crecimiento. ¡No la dejes escapar! Palomeras Sureste, en el distrito de Puente de Vallecas, es un barrio consolidado que combina tranquilidad residencial con una gran oferta de servicios y comercios. Destaca por sus amplias zonas verdes, como el Parque Lineal de Palomeras y el cercano Parque del Cerro del Tío Pío, ideales para el ocio y el deporte al aire libre. El barrio cuenta con excelentes conexiones de transporte, incluyendo varias líneas de autobús y las estaciones de metro de Buenos Aires y Alto del Arenal, que permiten un rápido acceso al centro de Madrid. Con colegios, centros de salud y una gran oferta comercial, Palomeras Sureste es una zona cómoda y bien equipada para vivir.",True,renew,False,,,3000.0,True,True,False,False,[],False,False,339000.0,€,,,chalet,"Palomeras sureste, Madrid",Chalet adosado en calle de Bruno Abúndez,Top,350000.0,11000.0,3.0,terracedHouse,
108710064,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/24/ef/1353448834.webp,W-030QF0,36,6,1495000.0,flat,sale,147.0,True,3,3,calle de José Abascal,Madrid,Madrid,Chamberí,es,Almagro,40.4380478,-3.7012924,False,https://www.idealista.com/inmueble/108710064/,"Exclusiva vivienda luminosa con terraza en pleno corazón de Almagro Engel&Völkers tiene el placer de presentarles esta exclusiva y luminosa propiedad situada en el cotizado barrio de Almagro, en Chamberí. Ubicado en una sexta planta exterior de un edificio representativo con portero físico, doble ascensor y acceso adaptado para personas con movilidad reducida, este piso destaca por su combinación de amplitud, luz natural y excelente ubicación. Con 147 m² la vivienda cuenta con una distribución muy practica y espacios generosos. Dispone de un amplio salón con muchísima luz, gracias a su gran ventanal doble y su terraza orientada al este, ideal para disfrutar del sol y de momentos de tranquilidad con vistas despejadas.  La cocina se encuentra junto al salón y tiene la posibilidad de ser integrada o independiente, gracias a que está separada por elegantes puertas correderas de madera que permiten abrir el espacio hacia el salón o mantenerlo independiente según convenga. Además es exterior y llena de luz gracias a unos grandes ventanales. Cuenta con una isla central, gran capacidad de almacenaje y está completamente equipada con electrodomésticos de alta gama. Este espectacular piso reformado a estrenar dispone de tres amplios dormitorios, incluyendo una suite principal con vestidor independiente y baño en suite, un segundo dormitorio con su propio baño también integrado, y un tercer dormitorio con un baño completo independiente. Una oportunidad única para quienes buscan vivir en una de las zonas más distinguidas y con mejor calidad de vida de Madrid, con todos los servicios al alcance: comercio local, restaurantes, transporte público y colegios de prestigio. La vivienda se encuentra en una zona privilegiada del exclusivo y tranquilo barrio de Almagro (en el distrito de Chamberí), a escasos metros de la calle Miguel Ángel y Eduardo Dato, zona familiar, muy bien comunicada rodeada de todos los servicios necesarios para llevar una vida tranquila y disfrutar de la escogida oferta gastronómica del distrito. La zona dispone de una gran oferta educativa, con colegios concertados y privados, y presenta una excelente cercanía a puntos de interés turístico, zonas comerciales y de negocio de la capital, todo ello unido a la gran oferta de espacios gastronómicos.",False,good,False,True,,10170.0,True,False,False,True,[],False,False,1495000.0,€,,,flat,"Almagro, Madrid",Piso en calle de José Abascal,Top,,,,,
108750204,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/af/4b/1354018112.webp,V03,15,1,445000.0,flat,sale,132.0,True,3,2,"calle Provisional Berrocales Setenta y Nueve, 28",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3748966,-3.572592,True,https://www.idealista.com/obra-nueva/108750204/,"Collado de Sueños, S. Coop. Mad"", una exclusiva promoción en régimen de cooperativa que ofrece 26 viviendas libres de 1, 2 y 3 dormitorios, todas con terraza y distribuidas en dos portales. Ubicada en el centro de la Etapa III. El proyecto incluye espectaculares bajos con jardín y áticos con amplias terrazas, diseñados para ofrecer el máximo confort y calidad de vida. Todas las viviendas contarán con cocina amueblada, plaza de garaje, trastero y acabados de alta calidad, apostando por la eficiencia energética y el bienestar de sus residentes. La climatización se realiza mediante suelo radiante/refrescante por aerotermia, una solución sostenible, moderna y eficiente. Los Berrocales es un nuevo barrio conectado y en plena expansión que se consolida como uno de los desarrollos urbanos con mayor proyección de Madrid. Con una ubicación estratégica, permite acceder al centro de la capital en apenas 15 minutos en coche, y se conecta fácilmente con barrios como El Cañaveral, Vallecas o Rivas, gracias a su proximidad con la M-50, A-3 y M-45. El entorno ofrece todos los servicios necesarios a pocos minutos: colegios, centros educativos, hospitales, centros comerciales y zonas verdes. Además, Los Berrocales y el Ensanche de Vallecas están unidos por dos nuevos puentes sobre la A-3, que facilitan la movilidad de vehículos, bicicletas y peatones. Con más de 8,3 millones de metros cuadrados de desarrollo urbanístico y una previsión de 22.285 viviendas, Los Berrocales supera en escala incluso a El Cañaveral y Madrid Nuevo Norte, consolidándose como un polo residencial clave en el crecimiento de la ciudad. Estás a tiempo de elegir la vivienda que mejor se adapta a tus necesidades y estilo de vida. Participa como Socio desde el inicio en este ilusionante proyecto cooperativo, porque es el momento de adquirir una vivienda en BERROCALES.",False,newdevelopment,True,True,False,3371.0,True,False,False,False,[],False,False,445000.0,€,True,True,flat,"Los Berrocales, Madrid","Piso en calle Provisional Berrocales Setenta y Nueve, 28",Top,,,,,
108841229,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/90/5a/1356685344.webp,JO-MA-PE,17,2,1180000.0,flat,sale,157.0,True,4,2,"CL PELAYO, 76",Madrid,Madrid,Centro,es,Chueca-Justicia,40.4249295,-3.6966618,True,https://www.idealista.com/inmueble/108841229/,"ATENCION INVERSORES! PISO OCUPADO SIN TÍTULO! EXTERIOR CON BALCONES A LA CALLE! ¡EXCLUSIVA OPORTUNIDAD DE INVERSIÓN EN PLENO CENTRO DE MADRID! Geslawbrokers le ofrece a la venta un amplio piso con encanto clásico, situado en la emblemática calle Pelayo, en el corazón del barrio de Justicia — una de las zonas más cotizadas y vibrantes de Madrid. La vivienda destaca por su gran luminosidad, gracias a sus amplios ventanales que inundan los espacios de luz natural, y por sus techos altos, que aportan una sensación única de amplitud y elegancia. Este inmueble es perfecto tanto para quien busca una residencia con carácter, como para inversores interesados en una propiedad con alto potencial de revalorización. Características principales: -Amplia superficie con distribución versátil -Grandes ventanales y techos altos, con elementos originales -Edificio representativo en zona prime -Ubicación inmejorable, rodeada de servicios, cultura, ocio y excelentes conexiones Una propiedad con identidad propia, en una ubicación excepcional. Ideal para inversores con visión o para quienes buscan una joya para transformar en su próximo hogar. IMPORTANTE: El inmueble se encuentra actualmente ocupado, por lo que no es posible realizar visitas ni comprobar su estado interior o distribución real. Se vende en el estado y condiciones en que se encuentra. Una oportunidad única en una de las calles más deseadas del centro de Madrid. Gastos de comunidad: 155€ mensuales. En cumplimiento del Decreto de la Junta de Andalucía 2182005 del 11 de Octubre | se informa al cliente que los gastos notariales | registrales | itp | y otros gastos inherentes a la compra | no están incluidos en el precio. El consumidor tiene derecho a que se le entregue una copia del correspondiente documento informativo abreviado de la vivienda. "". ¿Quiere comprar o vender una vivienda en Benalmádena, Torremolinos, Fuengirola o Málaga? Si le interesa otra vivienda también nos puede encontrar en: facebook. com/geslawbrokers instagram. com/geslawbrokers.",True,good,False,True,,7516.0,True,False,False,False,[],False,False,1180000.0,€,,,flat,"Chueca-Justicia, Madrid","Piso en Cl Pelayo, 76",Top,1240000.0,60000.0,5.0,,
108665101,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/d2/63/1351531947.webp,,26,2,559900.0,flat,sale,151.0,True,3,2,avenida Infante Don Luis,Madrid,Boadilla del Monte,Sector B,es,,40.4008145,-3.8979781,False,https://www.idealista.com/inmueble/108665101/,"AGENCIA INMOBILIARIA HOGARES BOADILLA DEL MONTE presenta este MAGNÍFICO PISO de 151 m² construidos en el corazón de SECTOR B, una de las zonas más cotizadas y familiares de Boadilla del Monte. Ubicado en una urbanización privada con piscina, zonas comunes y todos los servicios a un paso, este piso ofrece una excelente distribución, gran luminosidad y una orientación privilegiada que garantiza luz natural durante todo el día. La vivienda se distribuye en una sola planta de forma cómoda y funcional: Nada más acceder, encontramos un hall recibidor que nos da la bienvenida y conecta con una amplia cocina independiente totalmente equipada, con gran capacidad de almacenaje por la que se accede a una práctica zona de tendedero cubierto. Desde el hall también accedemos a un gran salón comedor, lleno de luz gracias a sus amplios ventanales y salida directa a una terraza de aproximadamente 8 m², perfecta para disfrutar del aire libre, leer o compartir momentos con familia y amigos. La zona de descanso se encuentra perfectamente separada mediante un pasillo que nos conduce a tres espaciosos dormitorios. Dos de ellos comparten un baño completo, y la habitación principal cuenta con baño en suite. La vivienda cuenta con aire acondicionado por splits en el salón y dormitorio principal, plaza de garaje y trastero, incluidos en el precio. La urbanización dispone de piscina comunitaria, zonas ajardinadas y espacio para el disfrute de toda la familia, en un entorno tranquilo y seguro. Situado en una de las zonas mejor comunicadas de Boadilla del Monte, con fácil acceso a la M-50, M-40, A-6, A-5 y M-501, muy cerca de transporte público, supermercados, restaurantes, y una amplia oferta educativa con centros como Mirabal International School, St. Michael’s, Virgen de Europa, EuroCasvi y Endaze School, entre otros. ¡Una oportunidad única para vivir en uno de los mejores entornos residenciales de Boadilla!  ¡No dudes en visitar tu nuevo hogar, te encantará!",True,good,False,True,,3708.0,True,True,False,False,[],False,False,559900.0,€,True,True,flat,"Sector B, Boadilla del Monte",Piso en avenida Infante Don Luis,Top,579900.0,20000.0,3.0,,
108686279,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/91/53/1353438007.webp,Tauro 120,6,,599000.0,chalet,sale,261.0,,3,3,"calle Tauro, 120",Madrid,Móstoles,Sur,es,,40.3085724,-3.8501153,True,https://www.idealista.com/obra-nueva/108686279/,"Promoción de chalets individuales y pareados en el PAU Sur de Móstoles. Entrega prevista en el tercer trimestre de 2026. Obras ya iniciadas. Estas viviendas destacan por su alto confort, suelo refrigerado y calefactado mediante aerotermia, máxima eficiencia energética y excelentes calidades. Cuentan con parcelas de 250 m2 hasta 350 m2, tres dormitorios, dos baños y un aseo. La cocina se entrega amueblada e incluye horno, microondas y placa de inducción. El salón es amplio y muy luminoso. Disponen de un sótano con trastero, cuarto de instalaciones y zona de plancha. Incorporan ventanas de PVC bicolor con vidrios bajo emisivos, ladrillo klinker destonificado que requiere poco mantenimiento, suelos porcelánicos, preinstalación para la carga de coche eléctrico y terraza solárium. La ubicación es excelente, cerca del Parque Nelson Mandela y rodeada de zonas verdes, con colegios y todos los servicios cercanos. La promoción está desarrollada por una constructora con más de 50 años de experiencia, garantía de calidad y confianza. Se ofrecen facilidades de pago. Las imágenes publicadas son simulaciones orientativas que pueden sufrir modificaciones por motivos técnicos, comerciales o legales. También se incluyen algunas fotografías de nuestra última promoción en Móstoles, Villa Parque Liana, con calidades similares aunque diseño diferente. Solicite más información, planos y memoria de calidades sin compromiso.",False,newdevelopment,True,,False,2295.0,True,False,False,False,[],False,False,599000.0,€,True,True,chalet,"Sur, Móstoles","Chalet pareado en calle Tauro, 120",Top,,,,semidetachedHouse,
108750224,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/98/be/1354018315.webp,V16,15,1,340000.0,flat,sale,100.0,True,2,2,"calle Provisional Berrocales Setenta y Nueve, 28",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3748966,-3.572592,True,https://www.idealista.com/obra-nueva/108750224/,"Collado de Sueños, S. Coop. Mad"", una exclusiva promoción en régimen de cooperativa que ofrece 26 viviendas libres de 1, 2 y 3 dormitorios, todas con terraza y distribuidas en dos portales. Ubicada en el centro de la Etapa III. El proyecto incluye espectaculares bajos con jardín y áticos con amplias terrazas, diseñados para ofrecer el máximo confort y calidad de vida. Todas las viviendas contarán con cocina amueblada, plaza de garaje, trastero y acabados de alta calidad, apostando por la eficiencia energética y el bienestar de sus residentes. La climatización se realiza mediante suelo radiante/refrescante por aerotermia, una solución sostenible, moderna y eficiente. Los Berrocales es un nuevo barrio conectado y en plena expansión que se consolida como uno de los desarrollos urbanos con mayor proyección de Madrid. Con una ubicación estratégica, permite acceder al centro de la capital en apenas 15 minutos en coche, y se conecta fácilmente con barrios como El Cañaveral, Vallecas o Rivas, gracias a su proximidad con la M-50, A-3 y M-45. El entorno ofrece todos los servicios necesarios a pocos minutos: colegios, centros educativos, hospitales, centros comerciales y zonas verdes. Además, Los Berrocales y el Ensanche de Vallecas están unidos por dos nuevos puentes sobre la A-3, que facilitan la movilidad de vehículos, bicicletas y peatones. Con más de 8,3 millones de metros cuadrados de desarrollo urbanístico y una previsión de 22.285 viviendas, Los Berrocales supera en escala incluso a El Cañaveral y Madrid Nuevo Norte, consolidándose como un polo residencial clave en el crecimiento de la ciudad. Estás a tiempo de elegir la vivienda que mejor se adapta a tus necesidades y estilo de vida. Participa como Socio desde el inicio en este ilusionante proyecto cooperativo, porque es el momento de adquirir una vivienda en BERROCALES.",False,newdevelopment,True,True,False,3400.0,True,False,False,False,[],False,False,340000.0,€,True,True,flat,"Los Berrocales, Madrid","Piso en calle Provisional Berrocales Setenta y Nueve, 28",Top,,,,,
108709085,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/ba/24/1352799969.webp,VILLA 3,19,,2200000.0,chalet,sale,365.0,,5,7,"calle Pintura, 22",Madrid,Pozuelo de Alarcón,Zona norte,es,Zona norte,40.4521842,-3.8144831,True,https://www.idealista.com/obra-nueva/108709085/,"Singularidad, exclusividad y confort en un entorno natural privilegiado CIMA VILLAS es una promoción única compuesta por 5 villas independientes de 5 o más dormitorios, ubicadas en la zona más tranquila y residencial de Pozuelo de Alarcón, junto al Parque de Bellas Artes y a escasos minutos del Monte del Pilar. Una propuesta inmobiliaria singular que combina la exclusividad de vivir en una villa de autor con el confort de una vivienda pensada para disfrutar cada día con calma, luz y naturaleza. Una localización privilegiada  Situadas en una zona consolidada con todos los servicios —comercio, salud, deporte, cultura y los mejores colegios de Pozuelo—, CIMA VILLAS ofrece una excelente conexión con Madrid, gracias al rápido acceso a la M-40, M-30 y M-503, además de transporte público (autobuses, Cercanías Renfe y Metro Ligero). Arquitectura que inspira Cada una de estas 5 villas ha sido concebida con un diseño exclusivo y flexible, distribuido en cuatro plantas con amplias terrazas, piscina privada y garaje para tres o más vehículos. Viviendas con 5 o más dormitorios, 5 baños completos y 2 aseos, adaptables al estilo de vida de familias modernas que buscan equilibrio entre intimidad y vida compartida. Confort y eficiencia en cada detalle La orientación óptima y el diseño minucioso de cada estancia potencian la luz natural, las vistas panorámicas al skyline de Madrid y la integración con el entorno. Las villas han sido proyectadas para ofrecer el máximo nivel de confort, bienestar térmico y acústico, sin renunciar al estilo y la funcionalidad. Viviendas sostenibles y eficientes La sostenibilidad es un valor fundamental en CIMA VILLAS: todas las viviendas cuentan con la máxima calificación energética A, garantizando una eficiencia energética sobresaliente, un menor impacto ambiental y un importante ahorro en el consumo energético. CIMA VILLAS: Un proyecto exclusivo, singular y sostenible que redefine el concepto de vivir bien. Más información disponible en nuestra página web a pie de página.",True,newdevelopment,True,,False,6027.0,True,False,False,False,[],False,False,2200000.0,€,True,True,chalet,"Zona norte, Pozuelo de Alarcón","Casa independiente en calle Pintura, 22",Top,,,,independantHouse,
