propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108935461,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/84/be/1359389644.webp,ec-goya,22,5,970000.0,flat,sale,123.0,True,2,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4249413,-3.6714371,False,https://www.idealista.com/inmueble/108935461/,"Piso en venta en zona Goya, Distrito Salamanca. Muy luminoso. Ubicación provilegiasa a escasos metros del Corte Inglés de Goya Interesados llamar al 34  La vivienda dispone de un muy amplio salón/comedor con terraza (4mts2), cocina integrada pero al comedor, 2 dormitorios ( el principal con baño en suite) y 2 baños completos. Finca con dos ascensores, portero físico y servicio de calefacción central pero con contadores independientes. Muy buen portal. Vivir en el Distrito de Salamanca, en la zona de Goya, es vivir rodeado de excelente comercio, ocio, restauración. Con el Parque del retiro a pocos metros, además de una excelente oferta en colegios públicos, concertados y privados.",False,good,False,True,7886.0,False,False,False,False,[],False,False,970000.0,€,flat,"Goya, Madrid",Piso,,,,,,
108826781,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/14/1f/1356270547.webp,,19,3,379000.0,flat,sale,92.0,True,3,2,calle Almonte,Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.3743274,-3.6274412,False,https://www.idealista.com/inmueble/108826781/,"INMOBILIARIA MANHATTAN- Se vende bonito y cuidado piso de 3 habitaciones y 2 baños ambos con platos de ducha.  Amplio salón con aire acondicionado y con salida a TERRAZA.  Cocina completamente equipada con puerta corredera de cristal y con ventana. Armarios empotrados y suelos de tarima. Ventanas de climalit oscilobatientes. Calefacción centralizada con paneles solares.  Plaza de garaje y trastero. Este piso está ubicado en el Ensanche de Vallecas, considerado uno de los barrios con más juventud de Madrid y con todo tipo de servicios: colegios, guarderías, supermercados y rodeado de parques infantiles, en especial el parque de La Gavia. También destacar el nuevo Polideportivo Municipal Juan de Dios Román que cuenta con pistas deportivas, salas para infinidad de deportes y piscinas climatizadas. Mercadona enfrente de la vivienda. Muy buenos accesos viales con salida directa a A3, M45 y M40 y fabulosa comunicación de transporte público con la Línea 1 de Metro y autobuses de las líneas 145 y 142 y también con líneas nocturnas N9. Llámenos para concertar su cita y visite sin ningún compromiso. Disponemos de servicio de asesoramiento financiero. Horario de oficina de Lunes a Viernes de 9:30 h a 14:00 h y de 16:30 a 20:30. Sábados de 10:00 a 14:00. Calle José Tamayo n º 3 (Local) 28051 Madrid.",False,good,False,True,4120.0,False,False,False,False,[],False,False,379000.0,€,flat,"Ensanche de Vallecas - La Gavia, Madrid",Piso en calle Almonte,True,True,,,,
102767587,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/ff/af/1166795478.webp,Pedro Cedillo Marquesa,25,3,205000.0,studio,sale,33.0,False,0,1,calle del Nuncio,Madrid,Madrid,Centro,es,Palacio,40.4115134,-3.7094991,False,https://www.idealista.com/inmueble/102767587/,"GRUPO SIMMA CONSULTORES INMOBILIARIOS"" Vendemos este estudio en una de las mejores calles de la zona centro, siendo peatonal sin paso de vehiculos. La zona abuhardillada está aprovechada con armarios y la disposición de la cama.  Muy próximo a la Plaza Mayor y a la Almudena. Zona castiza de Madrid donde podrá aprovechar las amplias posibilidades de ocio y gastronomía que nos ofrece el barrio.  Dispone de todos los servicios muy próximos a la vivienda así como de una inmejorable comunicación con paradas de autobús a menos de un minuto, los metros de la Latina, Sol, Tirso de Molina y Opera muy próximos ademas de la estación de cercanías de Sol.  Mejor ver!.",False,good,False,False,6212.0,False,False,False,False,[],False,False,205000.0,€,flat,"Palacio, Madrid",Estudio en calle del Nuncio,,,studio,,,
108410326,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/0f/9c/1344457793.webp,,25,,489000.0,chalet,sale,178.0,,4,3,"CL SOLEDAD DE LA, 2",Madrid,Fuente el Saz de Jarama,,es,,40.6318022,-3.5130187,True,https://www.idealista.com/inmueble/108410326/,"Excepcional chalet pareado de tres plantas, consta de amplio salón comedor con acceso directo a jardín y piscina, cocina, cuatro habitaciones con armarios empotrados(una suit), tres baños completos más un aseo, garaje, piscina privada, ascensor. Esta situada en la mejor zona de la localidad cerca de supermercados (Mercadona, Dia) colegios, ambulatorio y zonas de ocio. El municipio cuenta con comunicación directa con Madrid, Alcala de Henares, etc. mediante las distintas líneas de autobuses (197, 184, 254, etc) SOLICITA UNA VISITA SIN COMPROMISO.",True,good,False,,2747.0,False,False,False,False,[],False,False,489000.0,€,chalet,Fuente el Saz de Jarama,"Chalet adosado en Cl Soledad De La, 2",True,True,terracedHouse,,,
104086639,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/26/b6/1209328651.webp,AR02495,30,3,649000.0,flat,sale,108.0,True,3,2,Barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4141156,-3.7061194,False,https://www.idealista.com/inmueble/104086639/,"Magnifico piso en buen estado pero con múltiples posibilidades de reforma A escasos metros de la plaza mayor, el palacio real, el mercado de la cebada en plena zona turística, nos encontramos este fantástico piso de 3 habitaciones.   El salón-comedor con vistas a la Calle Colegiata y a sus edificios con fachadas históricas cuenta con ventanas de rotura de puente térmico y acústico, al igual que el resto de las ventanas de la casa.  La cocina está abierta al salón y avanzando por el pasillo tenemos dos dormitorios que comparten baño, ducha de aseo independientes En el cuarto principal con vestidor incluido, ducha y bañera de hidromasajes cuenta con instalación de equipo de sauna turca, .  La finca, con ascensor recién remodelado, cuenta con sistema de seguridad con cámaras para una mayor tranquilidad.  Oportunidad para inversores.",False,good,False,True,6009.0,False,False,False,True,[],False,False,649000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso,,,,,,
107431930,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/40/af/1312490003.webp,2359,54,,210000.0,chalet,sale,89.0,,2,1,Torremocha de Jarama,Madrid,Torremocha de Jarama,,es,,40.8422387,-3.4896807,False,https://www.idealista.com/inmueble/107431930/,"Chalet independiente con 89 m2 construidos, de 2 plantas. Dispone de Porche delantero. Hall de entrada. Salón-comedor independiente con chimenea. Cocina independiente con office. 2 Dormitorios con armarios empotrados. 1 Baño completo con bañera. En la primera planta dispone de buhardilla con acceso exterior. Ventanas de aluminio, suelos de gres y terrazo, paredes de gotelé fino, calefacción de gasoil, garaje para 1 coche, jardín privado, piscina privada, barbacoa de obra, bodega independiente con 4 m2 aprox. Te pasamos 3 propuestas de reformas generados 1 por Virtual Home de Idealista y 2 con Arch para que puedan ver como podría quedar vuestro inmueble. Este particular chalet se encuentra en la antigua urbanización El Retiro, una zona privilegiada de Torremocha del Jarama, es una zona ídilica con chalets independientes, con sol y brisa, amplias avenidas con poco tránsito, ideal para disfrutar de la paz y tranquilidad en familia de este paraje tan particular de la comunidad de Madrid. Dispone de parada de autobús muy cerca de la vivienda. A sólo 5 minutos de Torrelaguna. No pierda la oportunidad de visitar esta vivienda.",False,good,False,,2360.0,False,False,False,True,[],False,False,210000.0,€,chalet,Torremocha de Jarama,Casa independiente,True,True,independantHouse,,,
108156053,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/55/34/1335541323.webp,15426,35,,199000.0,chalet,sale,126.0,,3,1,Chinchón,Madrid,Chinchón,,es,,40.1399961,-3.416543,False,https://www.idealista.com/inmueble/108156053/,"Casa de esquina en una sola planta con gran jardín en Chinchón  ¡Imagina tu vida en esta casa de esquina en una sola planta con un gran jardín en Chinchón! Si buscas un hogar cómodo, luminoso y con espacio exterior para disfrutar cada día, esta vivienda está pensada para ti. Olvídate de las escaleras: todo el confort y la funcionalidad en una sola planta, ideal para familias, personas mayores o para quienes valoran la comodidad y la accesibilidad. Con 126 m² construidos y 75 útiles, perfectamente distribuidos para aprovechar cada rincón. Cuenta con un amplio salón de 17 m², ideal para relajarte o compartir momentos en familia, una cocina de 12m² para que la personalices a tu gusto, tres habitaciones: una doble y dos sencillas, perfectas para familias, invitados o despacho. Al ser una vivienda de esquina, disfrutarás de mayor independencia y una fantástica entrada de luz en todas las estancias. El jardín de unos 75 m² es perfecto para tus reuniones con amigos, para que los niños jueguen, para tus mascotas o para crear tu propio oasis verde. Con aire acondicionado con bomba de calor en el salón, calefacción, suelos de gres porcelánico y carpintería de calidad. Sistema de alarma instalado para que tú y los tuyos viváis con total confianza. Garaje incluido para que no pierdas tiempo buscando aparcamiento. Ubicada en un entorno inmejorable para que disfrutes de la tranquilidad de un entorno rural a media hora de Madrid, pero con todos los servicios cerca: supermercados, colegios, parques y transporte público. ¿Te imaginas desayunando en tu jardín, viendo a tus hijos jugar o celebrando reuniones al aire libre? Haz realidad ese sueño. Esta vivienda, perfecta para quienes valoran la tranquilidad sin renunciar a los servicios urbanos, te ofrece calidad de vida, espacio y comodidad en una de las mejores zonas de Chinchón. No dejes pasar esta oportunidad. Contacta ahora y ven a descubrir tu próximo hogar. ¡Te está esperando! *Certificación energética: ""F"" *Impuestos y gastos no incluidos: itp o iva, notaría, registro, gestoría, tasación, etc.",False,good,False,,1579.0,False,False,False,True,[],False,False,199000.0,€,chalet,Chinchón,Chalet pareado,True,True,semidetachedHouse,,,
108122475,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/e2/c1/1353175480.webp,W-02X1SH,15,,795000.0,chalet,sale,210.0,,4,3,Barrio Peñagrande,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4768737,-3.7299942,False,https://www.idealista.com/inmueble/108122475/,"Exclusiva parcela de casi 500m2 para construir la casa de sus sueños Engel&Volkers Mirasierra-Puerta de Hierro ( ) les presenta esta parcela de casi 500m2. Rectangular, muy diáfana y con una topografía que facilita el diseño y ejecución de un nuevo proyecto. Actualmente cuenta con una construcción de aproximadamente 200m², aunque por su estado y características lo más adecuado sería una demolición para levantar una vivienda completamente nueva. Gracias a su posición elevada respecto al nivel de la calle, disfruta de una excelente privacidad y agradables vistas despejadas. Una oportunidad única para quienes buscan diseñar su propio hogar en un entorno consolidado, bien comunicado y rodeado de viviendas unifamiliares. Peñagrande, zona residencial de viviendas unifamiliares entre la Carretera de la Playa (Avda. Cardenal Herrera Oria) y la M-30, lo que le otorga a este barrio unas excelentes comunicaciones tanto con el centro como con el resto de zonas de Madrid. Barrio muy tranquilo y residencial con buenas casa y buenas comunicaciones con el transporte público. Un remanso de tranquilidad en la zona noroeste.",True,good,False,,3786.0,False,False,False,True,[],False,False,795000.0,€,chalet,"Peñagrande, Madrid",Casa independiente,,,independantHouse,,,
108929999,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/7b/f6/1359264140.webp,,5,2,649000.0,flat,sale,57.0,False,2,1,"calle del Alcalde Sainz de Baranda, 9",Madrid,Madrid,Retiro,es,Ibiza,40.4172764,-3.6768032,True,https://www.idealista.com/inmueble/108929999/,"¡Descubre este encantador piso en pleno proceso de reforma, listo para convertirse en tu nuevo hogar! Con una distribución inteligente, ofrece 2 amplias habitaciones dobles, cada una con vestidor, perfectas para disfrutar de un espacio cómodo y organizado. El baño completo está diseñado con estilo y funcionalidad, mientras que la cocina integrada en el salón se convierte en el corazón del hogar, equipada con electrodomésticos de primera calidad de la marca Bosch. Ubicado en una segunda planta interior con ascensor y orientación sur, el piso garantiza luminosidad durante todo el día. Además, cuenta con calefacción eléctrica y aire acondicionado, asegurando un ambiente agradable en cualquier época del año. Con armarios empotrados y un diseño moderno, este piso es ideal tanto para parejas como para familias pequeñas. No dejes pasar la oportunidad de adquirir este fantástico piso reformado y amueblado, que combina comodidad y estilo en una ubicación privilegiada. ¡Contáctanos para más información y ven a visitarlo! IBI: 432€/AÑO - PORTERO FÍSICO EN ESTADO DE REFORMA.",False,good,False,True,11386.0,False,False,False,False,[],False,False,649000.0,€,flat,"Ibiza, Madrid","Piso en calle del Alcalde Sainz de Baranda, 9",,,,,,
108491868,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/8f/7d/1356093894.webp,,8,bj,699000.0,flat,sale,55.0,True,2,1,"CL GENERAL PARDIÑAS, 40",Madrid,Madrid,Barrio de Salamanca,es,Goya,40.427689,-3.6783406,True,https://www.idealista.com/inmueble/108491868/,"¿Buscas un piso listo para entrar a vivir en una de las zonas más codiciadas de Madrid? Este moderno y elegante apartamento, situado en la calle General Pardiñas, combina comodidad, estilo y una ubicación privilegiada en pleno barrio de Salamanca. La vivienda se entrega totalmente amueblada, con mobiliario de calidad y un diseño contemporáneo que aporta calidez y funcionalidad a cada estancia. La cocina está completamente equipada con electrodomésticos modernos, ideal para quienes buscan comodidad desde el primer día. El estilo moderno se refleja en los acabados de alta gama y en una decoración cuidada al detalle, que aprovecha al máximo el espacio y la luz natural. Su distribución es funcional y está pensada para ofrecer confort tanto a personas que vivan solas como a parejas El edificio es tranquilo, bien conservado y con un vecindario agradable. Además, la zona cuenta con excelentes conexiones de transporte público y todos los servicios a mano: supermercados, tiendas, restaurantes y centros de ocio.",False,good,False,True,12709.0,False,False,False,False,[],False,False,699000.0,€,flat,"Goya, Madrid","Piso en Cl General Pardiñas, 40",,,,,,
108788073,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/61/4c/1355133674.webp,,20,4,1850000.0,flat,sale,127.0,True,3,3,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4343834,-3.6830083,False,https://www.idealista.com/inmueble/108788073/,"¡Descubre este espectacular piso en venta en el prestigioso Barrio de Salamanca, en la Calle de General Oraá! Situado en un edificio emblemático construido en 1940, esta vivienda reformada combina la elegancia clásica con las comodidades modernas. Con una superficie de 127 metros cuadrados construidos, este hogar destaca por su luminosidad, gracias a su altura y su orientación sur, ofreciendo vistas despejadas desde sus dos grandes ventanales. Al entrar, te recibe un acogedor recibidor que da paso a un amplio salón comedor distribuido en dos ambientes perfectos para disfrutar de momentos inolvidables. La cocina, completamente equipada con una gran isla y electrodomésticos de alta gama, se convierte en el corazón del hogar. Además, cuenta con tres dormitorios dobles (el principal ensuite), todos ellos con amplios armarios empotrados y techos altos que aportan una sensación de amplitud y confort. La propiedad también incluye dos cuartos de baño y un aseo de cortesía, ideal para la comodidad de toda la familia. Con calefacción central y aire acondicionado con sistema Airzone, cada rincón de este piso está diseñado para ofrecer el máximo confort. Situado en la cuarta planta exterior con ascensor, este hogar es una oportunidad única para vivir en una de las zonas más exclusivas de Madrid.  La vivienda incluye un espacioso trastero en el edificio.",True,good,False,True,14567.0,True,False,False,False,[],False,False,1850000.0,€,flat,"Castellana, Madrid",Piso,,,,,,
108532578,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/bb/3f/1347696033.webp,,15,3,943400.0,flat,sale,104.0,True,2,3,"calle de Carranza, 4",Madrid,Madrid,Chamberí,es,Trafalgar,40.4293059,-3.7030775,True,https://www.idealista.com/inmueble/108532578/,"¡Descubre este estiloso piso en el corazón de la ciudad!  Situado en una ubicación privilegiada, a un paso del metro Bilbao, este encantador inmueble en el 3er piso (SIN ascensor) ofrece unas vistas espectaculares a la calle Carranza. Con una superficie de 104 m², este hogar ha sido renovado en 2024, garantizando un estado impecable y moderno.  Dispone de dos habitaciones en suite, perfectas para disfrutar de la privacidad y comodidad. Además, cuenta con un aseo de cortesía, ideal para visitas. La cocina y el salón-comedor son espacios luminosos y acogedores. Los armarios empotrados ofrecen un amplio espacio de almacenamiento, manteniendo todo ordenado y al alcance.  La orientación Sur-Oeste permite que la luz natural inunde cada rincón del piso, creando un ambiente cálido y acogedor.  ITE favorable 2024. Abstenerse agencias.",True,good,False,False,9071.0,True,False,False,False,[],False,False,943400.0,€,flat,"Trafalgar, Madrid","Piso en calle de Carranza, 4",,,,,,
108778763,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/62/0c/1354866186.webp,,18,3,170000.0,flat,sale,56.0,True,2,1,avenida de San Pablo,Madrid,Coslada,Barrio de la Estación,es,,40.4433181,-3.5322807,False,https://www.idealista.com/inmueble/108778763/,"Royal Home le ofrece en EXCLUSIVA esta fantástica vivienda ¡MUY LUMINOSA Y EN MUY BUEN ESTADO AL LADO DE LA ESTACIÓN DE SAN FERNANDO! La vivienda se distribuye en salón-comedor con acceso a terraza, amplia cocina, dos dormitorios y cuarto de baño completo. Se encuentra en buen estado de conservación, ventanas dobles con carpintería de ventanas en PVC, puertas en madera, suelos de plaqueta, caldera con menos de 5 años, y paredes en blanco. Su ubicación es excelente ya que queda situada a escasos 2 minutos de la estación de Renfe de San Fernando, con parada de autobús en la puerta y rodeada de todo tipo de servicios (colegio San Esteban, farmacias, supermercados... ). ¡RESERVE SU VISITA! ¡MÁS DE 15 AÑOS NOS AVALAN EN EL SECTOR INMOBILIARIO!",False,good,False,False,3036.0,False,False,False,False,[],False,False,170000.0,€,flat,"Barrio de la Estación, Coslada",Piso en avenida de San Pablo,,,,,,
108681597,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/e2/52/1351977989.webp,PO-102,28,9,495000.0,flat,sale,96.0,True,3,1,calle del Doctor Ramón Castroviejo,Madrid,Madrid,Fuencarral,es,Pilar,40.4791672,-3.71491,False,https://www.idealista.com/inmueble/108681597/,"Piso en venta en Madrid, Barrio del Pilar, distribuido en 3 habitaciones con armarios empotrados, 1 baño con plato de ducha, salón amplio y luminoso con salida a terraza, cocina independiente amueblada. Aire acondicionado. Calefacción central. Puerta blindada. Vivienda muy luminosa y con vistas despejadas. Edificio con Portero físico y dos ascensores.  Ubicación excelente, en una de las zonas más consolidadas del norte de Madrid, el Barrio del Pilar, a pocos pasos del Centro Comercial La Vaguada. Rodeado de zonas verdes como el Parque de La Vaguada, supermercados, farmacias, centros médicos, colegios y todos los servicios necesarios para el día a día. Muy cerca de los hospitales de La Paz y Ramón y Cajal. Excelente comunicación a través de la M-30 y M-40, Metro Línea 7 o autobús 127, entre otros. Para más información, o poder visitar se puede poner en contacto con nosotros.  ref: PO-102.",False,good,False,True,5156.0,False,False,False,False,[],False,False,495000.0,€,flat,"Pilar, Madrid",Piso en calle del Doctor Ramón Castroviejo,,,,,,
