propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107566019,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/6a/c5/1316764099.webp,17,3,177000.0,flat,sale,65.0,True,2,1,calle Luis Chamizo,Madrid,Parla,Fuentebella-San Felix-El Leguario,es,,40.2250587,-3.7724236,False,https://www.idealista.com/inmueble/107566019/,"""GRUPO HOGARES"" presenta en exclusiva este magnífico piso en Parla. A tan solo 20 metros de la parada de autobús a 1,5 km de la parada de Renfe (C-3). Gracias a su orientación suroste, tendrás tres aspectos muy importantes en una vivienda. - Mayor exposición al sol en la tarde: En climas fríos, esta orientación permite aprovechar la luz solar en las tardes, ayudando a mantener una temperatura más cálida en interiores en invierno, reduce la necesidad de calefacción, lo que puede generar ahorro energético. 2. Iluminación natural equilibrada •Recibe luz indirecta por la mañana y luz más directa en la tarde, lo que proporciona una buena combinación de claridad y calidez sin un exceso de sol matutino. •Puede ser ideal para espacios como salas de estar y terrazas donde se desea luz al final del día. Se caracteriza por su distribución lógica y equilibrada, con formas geométricas que facilitan su amueblado. La vivienda consta de un amplio y luminoso salón-comedor con salida a la terraza, cocina con tendedero, un amplio baño completo con plato de ducha, 2 dormitorios uno de ellos con salida a la terraza. La vivienda cuenta con plaza de garaje y trastero. La ubicación es inmejorable, a tan solo 20 metros de la parada de autobús, y a 1,5 km de la parada de Renfe (C-3). La zona cuenta con supermercados, uno de ellos es (Mercadona), está a escasos metros andando de la vivienda, farmacias, colegios, parques. Vivienda con concesión del Ayuntamiento de Parla por un periodo de 60 años, una opción ideal para quienes buscan una propiedad a un precio más accesible dentro de la zona ya sea para vivir o para inversión. En Grupo Hogares, no solo te ayudamos a encontrar tu hogar, también contamos con departamento financiero. Te asesoramos en la búsqueda de las mejores opciones de financiación, adaptadas a tus necesidades y posibilidades, para que el proceso de compra sea más sencillo y accesible. Nos encargamos de gestionar todo, desde la preaprobación hasta la formalización del préstamo hipotecario, con el objetivo de que tengas una experiencia de compra sin complicaciones. También ofrecemos la posibilidad de obtener el 100% de financiación. Solicita un estudio financiero sin compromiso en la visita. ¡No pierda la oportunidad de visitar esta exclusiva vivienda y agenda ya una visita. El anuncio no es vinculante, puede contener errores.",False,good,False,True,2723.0,True,False,False,False,[],False,False,177000.0,€,flat,"Fuentebella-San Felix-El Leguario, Parla",Piso en calle Luis Chamizo,Destacado,True,True,,,,,
108620443,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/34/1a/1350256638.webp,38,,469500.0,chalet,sale,217.0,,4,3,calle Badajoz,Madrid,Villalbilla,,es,,40.4529206,-3.3704593,False,https://www.idealista.com/inmueble/108620443/,"TECNOCASA VENDE CHALET INDEPENDIENTE EN ZULEMA, VILLALBILLA Chalet independiente listo para entrar a vivir con una parcela de 644 m² Se distribuye en: -Planta principal: Hall recibidor Espectacular salón con dos ambientes, muy amplio y luminoso, con grandes cristaleras y salida directa a un porche privado que conecta con el jardín y la piscina Cocina independiente muy amplia. Una habitación en planta baja Baño completo - Primera planta: Dormitorio principal con baño en suite, armario empotrado y salida a una terraza privada Dos habitaciones adicionales muy luminosas con armarios empotrados. Segundo baño completo que da servicio a estas dos habitaciones Segunda gran terraza con vistas despejadas - Zona exterior: Garaje cerrado para un coche Espacio techado exterior con capacidad para dos vehículos adicionales Dos porches Zona de barbacoa Amplio jardín Gran piscina privada NO DUDES EN CONTACTAR CON NOSOTROS PARA MAS INFORMACIÓN. CONSULTA CON NUESTRO DEPARTAMENTO FINANCIERO LAS MEJORES OPCIONES PARA TU HIPOTECA.",False,good,False,,2164.0,False,False,False,False,[],False,False,469500.0,€,chalet,Villalbilla,Casa independiente en calle Badajoz,Destacado,,,independantHouse,,490000.0,20500.0,4.0
108589867,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/bd/81/1350141478.webp,38,2,250000.0,flat,sale,83.0,True,3,1,calle de Blas Cabrera,Madrid,Madrid,Latina,es,Águilas,40.3787146,-3.7738462,False,https://www.idealista.com/inmueble/108589867/,"LINKCASA PASEO EXTREMADURA VENDE un piso de 3 dormitorios en la calle Blas Cabrera (barrio de Las Águilas), a escasos metros del Polideportivo de Aluche. La vivienda consta de 3 habitaciones (una de ellas doble), salón, cocina amueblada y equipada, baño completo con plato de ducha y terraza acristalada. El inmueble es exterior, muy luminoso y con vistas despejadas, se trata de una segunda planta, está para reformar pero cuenta con un gran abanico de posibilidades de distribución y dispone de videoportero. El piso se encuentra a 8 minutos del cercanías Las Águilas (C-5) y a 1 minuto de varias líneas de autobuses de la EMT (17 y 139). La finca dispone de ascensor, con acceso a personas de movilidad reducida y tiene la ITE favorable (año 2016). La vivienda se encuentra ubicado en una zona muy tranquila y bien comunicada, con todo tipo de servicios y comodidades a su alrededor (supermercados, restaurantes, entidades bancarias, farmacias, colegios, instalaciones deportivas, zonas verdes.. . etc), lo que hace de la compra del inmueble una muy buena opción. Para más información, visítanos en nuestra web: linkcasa. es. No dejes de visitarlo.",False,renew,False,True,3012.0,True,False,False,False,[],False,False,250000.0,€,flat,"Águilas, Madrid",Piso en calle de Blas Cabrera,Destacado,,,,P-5046,,,
108589868,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/2b/76/1350141501.webp,38,2,250000.0,flat,sale,83.0,True,3,1,calle de Blas Cabrera,Madrid,Madrid,Latina,es,Águilas,40.380676,-3.7749602,False,https://www.idealista.com/inmueble/108589868/,"LINKCASA PASEO EXTREMADURA VENDE un piso de 3 dormitorios en la calle Blas Cabrera (barrio de Las Águilas), a escasos metros del Polideportivo de Aluche. La vivienda consta de 3 habitaciones (una de ellas doble), salón, cocina amueblada y equipada, baño completo con plato de ducha y terraza acristalada. El inmueble es exterior, muy luminoso y con vistas despejadas, se trata de una segunda planta, está para reformar pero cuenta con un gran abanico de posibilidades de distribución y dispone de videoportero. El piso se encuentra a 8 minutos del cercanías Las Águilas (C-5) y a 1 minuto de varias líneas de autobuses de la EMT (17 y 139). La finca dispone de ascensor, con acceso a personas de movilidad reducida y tiene la ITE favorable (año 2016). La vivienda se encuentra ubicado en una zona muy tranquila y bien comunicada, con todo tipo de servicios y comodidades a su alrededor (supermercados, restaurantes, entidades bancarias, farmacias, colegios, instalaciones deportivas, zonas verdes.. . etc), lo que hace de la compra del inmueble una muy buena opción. Para más información, visítanos en nuestra web: linkcasa. es. No dejes de visitarlo.",False,renew,False,True,3012.0,True,False,False,False,[],False,False,250000.0,€,flat,"Águilas, Madrid",Piso en calle de Blas Cabrera,Destacado,,,,P-5046,,,
107992291,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/8a/04/1330494575.webp,64,,845000.0,chalet,sale,574.0,,8,3,Centro - Casco Histórico,Madrid,San Lorenzo de El Escorial,Centro - Casco Histórico,es,,40.5947812,-4.1460144,False,https://www.idealista.com/inmueble/107992291/,"Chalet Independiente de Lujo en El Escorial - 574 m² sobre Parcela de 1.636 m² Presentamos este exclusivo chalet independiente ubicado en la prestigiosa zona de El Escorial, una propiedad de grandes dimensiones con un diseño único, distribuido en tres plantas y con un hermoso jardín que incluye piscina y una parcela perfectamente perimetrada con muro de piedra. Distribución: Sótano: Garaje, varias estancias con múltiples usos que ofrecen gran versatilidad. Planta Principal: Amplio hall de entrada que da acceso al espacioso salón de 51 metros cuadrados con diferentes estancias, zona de salón con chimenea y zona de comedor, desde aquí accedemos a una terraza y al porche principal, ideal para disfrutar del exterior. La espaciosa cocina cuenta también con zona de office que debido a su tamaño se puede utilizar como zona de comedor. Tres luminosas habitaciones, que comparten un baño completo. Segunda Planta: Gran dormitorio principal con vestidor y baño en suite, con salida a una terraza privada. Cuatro habitaciones adicionales, todas luminosas y amplias, con un cuarto de baño completo. Exterior: El chalet cuenta con un jardín perfectamente cuidado, con piscina y zona de barbacoa y césped. La parcela está completamente cercada por un muro de piedra, ofreciendo seguridad y privacidad. Extras: Pozos de agua: La propiedad dispone de dos pozos de agua propios, ideales para riego y mantenimiento del jardín. Según la normativa urbanística del Ayuntamiento de El Escorial, la parcela puede segregarse en tres parcelas de 500 m², ofreciendo oportunidades de inversión o ampliación. Ubicación: Situada en El Escorial, una de las zonas más exclusivas y tranquilas de la Sierra de Madrid, con excelentes comunicaciones y cercanía a todos los servicios necesarios como supermercados, zona de restauración, polideportivo y hospital. Una oportunidad única de adquirir una propiedad de gran tamaño y potencial en un entorno natural inigualable.",True,good,False,,1472.0,True,False,True,False,[],False,False,845000.0,€,chalet,"Centro - Casco Histórico, San Lorenzo de El Escorial",Casa independiente,Destacado,True,True,independantHouse,PRO1561,,,
105777415,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/7c/70/1262692406.webp,28,1,289900.0,flat,sale,116.0,True,3,2,calle de la Cañada Real,Madrid,Colmenarejo,,es,,40.5647319,-4.0158959,False,https://www.idealista.com/inmueble/105777415/,"Agencia inmobiliaria de GALAPAGAR-COLMENAREJO zona COLMENAREJO Oficina HOGARES GALAPAGAR-COLMENAREJO: EN VENTA: ESPECTACULAR PISO EN URBANIZACIÓN, cercano a zonas verdes, colegios, parada de autobús, etc… Este encantador piso de tres dormitorios en la apacible urbanización de Parque Azul, ubicada en el hermoso entorno de Colmenarejo. Con una combinación perfecta de comodidad, elegancia y acceso a instalaciones deportivas, esta propiedad ofrece un estilo de vida tranquilo y activo al mismo tiempo. la vivienda se distribuye en un amplio salón-comedor que invita a la relajación, proporciona un ambiente cálido y acogedor, mientras que los amplios ventanales permiten la entrada de abundante luz natural, creando un espacio luminoso y aireado. La cocina, completamente equipada con electrodomésticos y espacio de almacenamiento generoso, es un lugar ideal para preparar deliciosas comidas para familiares y amigos. El piso cuenta con tres dormitorios bien proporcionados, cada uno con armarios empotrados que ofrecen un amplio espacio de almacenamiento. La suite principal incluye un baño privado, mientras que los otros dos dormitorios comparten un segundo baño completo, ambos diseñados con elegancia y funcionalidad. Una de las características destacadas de esta propiedad es su acceso a las instalaciones deportivas de la urbanización. Los residentes pueden disfrutar de una variedad de opciones para mantenerse activos y saludables, que pueden incluir canchas de tenis, piscinas y áreas recreativas. Además, la urbanización de Parque Azul ofrece hermosos espacios verdes y zonas ajardinadas, creando un ambiente sereno y natural que invita a pasear y disfrutar del aire libre. En resumen, este piso de tres dormitorios en la urbanización Parque Azul ofrece una combinación única de comodidad, elegancia y acceso a instalaciones deportivas. Es el hogar perfecto para aquellos que buscan un estilo de vida equilibrado y activo en un entorno tranquilo y apacible. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,True,2499.0,False,False,False,False,[],False,False,289900.0,€,flat,Colmenarejo,Piso en calle de la Cañada Real,Destacado,True,True,,PRQAZL,,,
108131353,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/e6/45/1334796861.webp,54,,365999.0,chalet,sale,188.0,,4,3,calle Roble,Madrid,Torrejón de la Calzada,,es,,40.2027702,-3.8044648,False,https://www.idealista.com/inmueble/108131353/,"¡EMPIRE REAL ESTATE VENDE ESPECTACULAR CHALET DE CUATRO PLANTAS CON PATIO PRIVADO, UBICADO EN TORREJON DE LA CALZADA! Esta magnífica propiedad ha sido diseñada para ofrecer confort, amplitud y funcionalidad en cada uno de sus espacios. Al acceder a la vivienda, nos recibe un elegante hall exterior con entrada directa al garaje subterráneo, así como unas escaleras que conducen al acceso principal del inmueble. Ya en el interior, nos encontramos con un espacioso hall recibidor que conecta con un baño de cortesía y una amplia cocina independiente, equipada con espacio suficiente para zona de comedor diario. Desde esta estancia también accedemos a un luminoso y acogedor salón-comedor independiente, climatizado con aire acondicionado y grandes ventanales que aportan abundante luz natural. El salón ofrece salida directa al patio privado ajardinado, ideal para disfrutar de reuniones al aire libre, equipado con zona de barbacoa y espacio suficiente para instalar una piscina modular u otras opciones de ocio. En la primera planta se encuentran tres amplios dormitorios, todos ellos con armarios empotrados y excelente iluminación natural. Uno de los dormitorios dispone además de acceso a una terraza cerrada. En esta misma planta encontramos un baño completo con bañera y un gran armario empotrado. La planta superior está destinada a una exclusiva suite principal, que cuenta con baño en suite con plato de ducha a ras de suelo, un vestidor independiente y acceso a una amplia terraza privada, perfecta para disfrutar de momentos de tranquilidad. Por último, el sótano de la vivienda ofrece una versátil estancia multifuncional, que actualmente incluye garaje, zona de juegos, una elegante barra de bar y múltiples posibilidades de personalización según las necesidades del nuevo propietario. Una propiedad única, pensada para disfrutar de cada rincón con privacidad, estilo y comodidad. Ubicado al sur de la Comunidad de Madrid, Torrejón de la Calzada ofrece un entorno residencial tranquilo con excelente conectividad a la capital. Este municipio combina historia, tradición y desarrollo, destacando por su ambiente familiar, patrimonio cultural y creciente infraestructura. Con zonas industriales consolidadas, amplios servicios y una apuesta continua por la mejora urbana, es una ubicación ideal para quienes buscan calidad de vida sin renunciar a la cercanía con Madrid. ¡VEN A VISITAR TU VIVIENDA! FINANCIACION A TU MEDIDA, FINANCIAMOS HASTA EL 100% DEL VALOR. ¡VEN A VISITAR TU VIVIENDA!",False,good,False,,1947.0,True,True,False,False,[],False,False,365999.0,€,chalet,Torrejón de la Calzada,Casa independiente en calle Roble,Destacado,True,True,independantHouse,MA-2175,,,
108251431,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/d5/a9/1338500390.webp,31,1,425000.0,flat,sale,186.0,True,4,2,calle Río Urbión,Madrid,Leganés,San Nicasio - Campo de Tiro - Solagua,es,San Nicasio,40.3343945,-3.7737815,False,https://www.idealista.com/inmueble/108251431/,"INMOBILIARIA EN SAN NICASIO - TECNOCASA ESTUDIO RÍO DUERO S. L PISO EN SAN NICASIO DE 4 DORMITORIOS Y 2 BAÑOS CON 58 M2 DE TERRAZA, TRASTERO Y SOLARIUM 23 M2. La vivienda es muy amplia, con entrada, salón independiente de 24 m2, cocina de 14 m2, cocina2, 4 dormitorios (dormitorio principal muy amplio de 16 m2), 2 baños ( uno en suite) y 2 terrazas ( una de 58 m2 y otra de 4 m2), trastero y solárium de 23 m2.  La vivienda es muy luminosa con excelentes vistas. DETALLE DE CALIDADES -Cocina amueblada -Calefacción individual -3 Split de aire acondicionado en el dormitorio principal, y -Suelos de tarima -Puertas de madera sapeli -6 Armarios empotrados vestidos en dormitorio 1, 2, 3 y 4. -Baño 1 con plato de ducha -Baño 2 con bañera -Carpintería exterior lacada en blanco climalit. -Puerta de entrada blindada. Te ofrecemos asesoramiento financiero sin compromiso, te ayudamos a conseguir las mejores condiciones con las entidades bancarias. Preguntanos.",False,good,False,True,2285.0,True,False,False,False,[],False,False,425000.0,€,flat,"San Nicasio, Leganés",Piso en calle Río Urbión,Destacado,,,,,450000.0,25000.0,6.0
107103029,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/1f/b2/1328388919.webp,31,4,595000.0,penthouse,sale,189.0,True,3,2,avenida Juan Pablo II,Madrid,Paracuellos de Jarama,Miramadrid,es,,40.5055028,-3.5187623,False,https://www.idealista.com/inmueble/107103029/,"Ático en Venta Miramadrid, Paracuellos 3 dormitorios, 2 baños  Ático 189 m² MH2013 Miramadrid Servicios Inmobiliarios pone a su disposición un espectacular Ático de 108 m² útiles, CON TERRAZA de 60 m² con calidades HABITAT de Hercesa. Ideal para personas que buscan una vivienda amplia en una sola planta sin renunciar a un espacio al aire libre con unas maravillosas vistas.  Iniciamos la visita en un precioso hall de entrada con puerta acorazada, en el que encontramos un espacioso armario empotrado.  A continuación, accedemos a un fabuloso salón de 34 m² el cual destaca por su luminosidad y desde este mismo espacio salimos a una espectacular terraza de 60 m², donde disfrutar con amigos y familiares de veladas inolvidables. Las vistas son increíbles. Gran cocina con mucha luz natural, ideal para los amantes de la cocina.  Cuenta con tres dormitorios y dos baños, siendo el dormitorio principal tipo suite y con salida a la terraza. Ambos baños tienen ventana, lo que les proporciona luz natural todo el día.  Es una vivienda que no le falta detalle, incluido caja fuerte y preinstalación de cine en casa en el salón.  Dispone de aire acondicionado y bomba de calor por conducto en toda la vivienda, amplios armarios empotrados, suelos de tarima de cerezo y muy buenas calidades. Plaza de garaje y un trastero incluidos en el precio. La urbanización ofrece zonas comunes piscina, pista de pádel y jardines. La zona de la piscina tiene una gran explanada de césped, de las más grandes de Miramadrid. La ubicación no podría ser mejor, cerca de todos los servicios de Miramadrid; farmacias, supermercados, guarderías, colegios públicos y concertados, instituto, centro de salud, transporte público y ayuntamiento. Nuestro Equipo está a su disposición.",False,good,False,True,3148.0,True,True,False,False,[],False,False,595000.0,€,flat,"Miramadrid, Paracuellos de Jarama",Ático en avenida Juan Pablo Ii,Destacado,True,True,penthouse,MH2013,,,
108626908,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/25/0b/1350352370.webp,25,3,204900.0,flat,sale,80.0,True,3,1,Barrio Santos,Madrid,Leganés,Centro,es,Santos,40.332673,-3.7602921,False,https://www.idealista.com/inmueble/108626908/,"PISO CON EXCELENTES VISTAS!  A veces, los lugares con más potencial son aquellos que aún guardan historias por escribir. Esta vivienda en la zona de Los Santos te espera con unas vistas despejadas a zonas verdes que enamoran nada más abrir las ventanas. Consta de 80? m² construidos y es el lienzo perfecto para quienes buscan un hogar a su medida. La distribución es funcional y acogedora, su amplia cocina de 10,5? m², ideal para los que disfrutan cocinando o reformando espacios con alma, los tres dormitorios, uno de ellos con armario empotrado, el baño con plato de ducha y ventana para una mejor ventilación. Tiene calefacción individual, puertas de roble, suelos en tarima y ventanas de madera que reflejan el carácter original de la vivienda.  Aunque necesita reforma, su estructura y ubicación son un auténtico regalo. Imagina despertarte cada mañana con vistas al parque, respirar tranquilidad y estar a un paso de todos los servicios.",True,good,False,False,2561.0,True,False,False,True,[],False,False,204900.0,€,flat,"Santos, Leganés",Piso,Destacado,,,,2406-V,,,
108522509,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/4a/57/1347431528.webp,21,1,229000.0,flat,sale,71.0,True,3,1,Barrio Casco Antiguo,Madrid,Leganés,Centro,es,Casco Antiguo,40.3292871,-3.7633072,False,https://www.idealista.com/inmueble/108522509/,"¡Oportunidad para reformar a tu gusto en pleno casco antiguo de Leganés! Presentamos esta vivienda con un gran potencial situada en una primera planta con ascensor, en una finca con portal recientemente reformado, lo que garantiza una excelente accesibilidad, cuidada y una entrada moderna. La vivienda cuenta con tres dormitorios, un baño completo, cocina independiente con un amplio oficce y salón con buena iluminación natural además de salida una amplia terraza con toldo. Aunque necesita una reforma integral, su distribución permite múltiples posibilidades para personalizar cada espacio a tu medida, creando el hogar que siempre has soñado o una inversión con alta rentabilidad. Ubicada en una zona consolidada de Leganés, con todos los servicios a tu alcance: comercios, colegios, transporte público, zonas verdes y excelente conexión con Madrid. Ideal para inversores, reformistas o primeras viviendas. ¡No dejes pasar esta oportunidad de transformar esta propiedad en algo único! Contáctanos hoy mismo para más información o para concertar una visita. Transforma esta vivienda en tu próximo gran proyecto en Leganés (Madrid).",True,renew,False,True,3225.0,True,False,False,True,[],False,False,229000.0,€,flat,"Casco Antiguo, Leganés",Piso,Destacado,,,,2400-V,,,
107568500,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/28/3e/1328053534.webp,40,,399000.0,chalet,sale,220.0,,4,3,Pintores-Ferial,Madrid,Parla,Pintores-Ferial,es,,40.2369857,-3.7576309,False,https://www.idealista.com/inmueble/107568500/,"CHALET EN VENTA EN ZONA LAS AMERICAS - PARLA! Fantástico Chalet de 220m² Construidos con patio Privado de 72m². Inmueble de 4 plantas muy soleado, bien cuidado, cómodo, y con su Ultima reforma hace 6 años efectuada.  Dispone en planta baja con un amplio Salon comedor de 24m² con salida al Patio. Cocina muy practica y comoda para el dia a dia con su Reforma hecha hace 6 años. Amplio recibidor con Aseo de Invitados y Acceso al Garaje. Mediante su acceso por una amplia y comoda escalera, subimos a la primera planta donde nos encontramos con 4 Dormitorios y dos baños completos. El Dormitorio principal cuenta con baño en Suite y salida a una Terraza. Todos los Dormitorios con armario empotrado. De los Cuatro dormitorios tres de ellos son dobles. Totalmente exterior ofreciéndonos mucha luz natural. Desde el Hall de la primera planta accedemos a una Buhardilla diafana ideal para crear dos ambientes adicionales ya bien sean de ocio o de Dormitorios adicionales con posibilidad de un baño mas adicional en la misma planta. En la planta principal en su entrada ofrece un garaje independiente.  La Planta Sotano esta Distribuida en dos ambientes, uno acondicionado como despacho y otra parte de Ocio. En cuanto a calidades tiene calefacción individual a gas natural, aire acondicionado, suelos en Marmol y parket, puertas de roble y ventanas en PVC climalit.  La ubicación es inmejorable, con fácil acceso a tranvía, autobuses, colegios y parques. Si necesita vender su vivienda, en Unipiso nos encargamos de todas las gestiones para un cambio de casa a su medida. SOLICITE INFORMACIÓN SIN COMPROMISO, ESTAREMOS ENCANTADOS DE ATENDERLE. "".",True,good,False,,1814.0,True,False,False,True,[],False,False,399000.0,€,chalet,"Pintores-Ferial, Parla",Chalet adosado,Destacado,True,True,terracedHouse,2365-V,,,
108527815,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/4a/3d/1356056439.webp,27,5,1850000.0,flat,sale,166.0,True,3,4,calle de San Andrés,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4254988,-3.7049295,False,https://www.idealista.com/inmueble/108527815/,"Piso en venta Malasaña-Universidad, Madrid HBEM2034 Home Boutique Real Estate, consultora inmobiliaria especializada en viviendas residenciales de lujo y con más de 23 años de experiencia en el sector, ofrece esta vivienda, ubicada en la emblemática plaza dos de mayo, en pleno centro de Madrid. La vivienda se entregará totalmente reformada y amueblada con materiales de primera calidad. Actualmente está en proceso de reforma, un diseño sencillo, funcional y cómodo. Dependiendo del estado de la obra, se podrá elegir algunos acabados.  Esta vivienda es exterior y se ubica en la última planta de una elegante finca señorial, destaca por su amplitud, luminosidad y gran potencial de reforma. La vivienda dispone de 166 m² y se distribuye en un bonito recibidor, un gran y luminoso salón, con cocina abierta, tres habitaciones con baño en suite y un aseo de cortesía. Dispone de chimenea en el salón y en la habitación principal. Uno de los puntos más destacados de esta vivienda es su orientación sur, que permite disfrutar de una iluminación natural excepcional a lo largo del día, gracias a sus grandes ventanales.  Su ubicación es inmejorable, en una de las zonas más emblemáticas de Madrid.  A pocos minutos se encuentran lugares icónicos como la Plaza Mayor, el Mercado de San Miguel, la Puerta del Sol y el Barrio de La Latina, donde se puede disfrutar de una amplia oferta gastronómica, cultural y de ocio. Para más información contacta con nuestro equipo y te enviaremos el proyecto de reforma.",False,good,False,True,11145.0,True,True,False,False,[],False,False,1850000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle de San Andrés,Destacado,,,,HBEM2034,,,
108508471,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/4a/7b/1348437203.webp,35,bj,319000.0,flat,sale,73.0,True,2,2,plaza del Pico Salvaguardia,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4835995,-3.7207411,False,https://www.idealista.com/inmueble/108508471/,"VENDE DIRECT OFRECE, vivienda IDEAL INVERSORES, REFORMADA INTEGRALMENTE (actualmente se está terminando de hacer los remates), bien aislada tanto térmica como acústicamente, con muy buenas calidades y que se entregará AMUEBLADA (la cocina equipada con horno, microondas, frigorífico, y placa en color cristal blanco y lavadora y lavavajillas integrados. ). Además dispone de techos altos (3 mts. de altura), lo que le confiere aun mayor sensación de amplitud.  Ubicada en una planta baja, con ENTRADA INDEPENDIENTE, con puerta acorazada, y carpintería exterior con ventanas de seguridad con Climalit, con un alto grado de asilamiento, tanto térmico como acústico.  Es muy luminosa, al estar la acera del edificio a mayor altura que la calle y no tener nada enfrente. Orientación Norte-Sur. Calefacción electríca con wifi y aire acondicionado con bomba de calor también con wifi.  Perfectamente comunicada por la línea 7 de metro (a escasos 5 minutos de la estaciones de Avda. de la Ilustración y de Lacoma), autobuses, así como por las vías M30 y M40.  La vivienda está compuesta por salón comedor cocina, 2 dormitorios, y 2 baños (uno en suite). Mejor ver. Para más información puede llamar al móvil Juan Carlos (también por WhatsApp).",False,good,False,True,4370.0,True,False,False,False,[],False,False,319000.0,€,flat,"Peñagrande, Madrid",Piso en plaza del Pico Salvaguardia,Destacado,,,,01482,,,
107701623,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/e6/65/1320258787.webp,16,bj,190000.0,flat,sale,247.0,True,1,2,Noroeste,Madrid,Torrejón de Ardoz,Noroeste,es,,40.4557628,-3.4801257,False,https://www.idealista.com/inmueble/107701623/,"Excelente oportunidad de inversión en el centro de la ciudad, ideal para un proyecto residencial. Ubicado frente a la estación de autobús y renfe, este inmueble consta de dos locales comerciales con un total de 247 m², con gran potencial para convertirse en múltiples unidades habitacionales. Su ubicación estratégica y flexibilidad de distribución permiten desarrollar apartamentos o lofts, aprovechando la creciente demanda residencial en la zona. Características clave: Local 1: Con acceso directo desde la calle, tiene una planta baja y superior con opción de añadir paneles solares. Local 2: Espacioso, con área de garaje para dos coches, ideal para dividir en unidades con garaje privado. Es una excelente opción para inversores, ofreciendo alta rentabilidad mediante alquiler o venta de varias unidades en una ubicación privilegiada y con un enfoque en sostenibilidad y diseño moderno. ""Sin cargos de comisión para el comprador"".",False,renew,False,False,769.0,False,False,False,False,[],False,False,190000.0,€,flat,"Noroeste, Torrejón de Ardoz",Piso,Destacado,True,True,,PR01462,215000.0,25000.0,12.0
