propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108751910,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/04/27/1354072702.webp,PV-000,20,4,177000.0,flat,sale,75.0,True,3,1,Barrio Zona Renfe,Madrid,Alcorcón,Centro,es,Zona Renfe,40.3497546,-3.8284517,False,https://www.idealista.com/inmueble/108751910/,"¡ venta de estupenda vivienda en zona renfe-ayuntamiento de alcorcon! 75 m2. Construidos. 4 ª planta. Se compone de un espacioso hall de entrada distribuidor. Cocina independiente amplia con terraza incorporada. Salon-comedor amplio en dos ambientes con terraza abierta. Pasillo distribuidor a 3 dormitorios amplios (2 de ellos con armarios empotrados). 1 cuarto de baño completo con ventana. Construccion año 1973. Finca y fachada rehabilitadas. Calefaccion y agua central. Luminoso. Buenas vistas. Excelente ubicación. Proximo al ayuntamiento, estacion alcorcon-renfe, metrosur alcorcon-central, parada autobuses y taxis, hospital, colegios, institutos, universidad, etc. Precio contado: 177.000 € ideal como primera vivienda para gente joven e inversionistas para obtener una alta rentabilidada. Facilidades de pago a traves de financiacion bancaria y hasta el 100 %. ¡ comprador! no cobramos gastos extras ni comisiones aparte del precio indicado. Solo pagara los impuestos oficiales. Tramitamos gratuitamente su financiacion ¡ propietario! necesitamos viviendas en venta y alquiler en todas las zonas. Disponemos de una amplia gama de clientes interesados en las mismas. Inmobiliaria santa gema. Desde 1979 a su servicio. Prestigio y seriedad garantizados. ¡ compruebelo vd. Mismo/a!",False,renew,False,False,2360.0,False,False,False,False,[],False,False,177000.0,€,flat,"Zona Renfe, Alcorcón",Piso,,,,,,
108465027,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/e9/24/1345724307.webp,HD-117,11,1,147000.0,flat,sale,45.0,True,2,1,calle del Doctor Bellido,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3857661,-3.6664292,False,https://www.idealista.com/inmueble/108465027/,"¡POSIBILIDAD DE FINANCIACION 100%! HIPODREAMS SERVICIOS FINANCIEROS VENDE Estupendo piso cerca de todos los servicios, zona muy tranquila. La vivienda esta ubicada en un primero. Se distribuye de la siguiente manera: 2 dormitorios, cocina y salon independientes, 1 baño completo. No dudes en visitar la vivienda sin ningún tipo de compromiso. Olvidate de pagar un alquiler todos los meses. Posibilidad de financiar el 100%. Informate sin compromiso. Te encontramos la FINANCIACIÓN PARA TU VIVIENDA CON LAS MEJORES CONDICIONES busques lo que busques Y EN TODO EL TERRITORIO NACIONAL. En HIPODREAMS te ayudaremos a conseguir las mejores condiciones para tu nueva hipoteca. INFÓRMATE SIN COMPROMISO Síguenos en Instagram: @hipodreams y en TikTok @hipodream  Busca más viviendas en hipodreams. es.",False,good,False,False,3267.0,False,False,False,False,[],False,False,147000.0,€,flat,"San Diego, Madrid",Piso en calle del Doctor Bellido,,,,,,
108668697,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/c0/c4/1358089854.webp,99/5798,17,bj,250000.0,flat,sale,132.0,True,3,1,El Cerrillo,Madrid,Colmenar Viejo,El Cerrillo,es,,40.6625568,-3.7688051,False,https://www.idealista.com/inmueble/108668697/,"REF. 99/5798. ALFA COLMENAR NO COBRA HONORARIOS AL COMPRADOR. ALFA VENDE Piso bajo con local comercial para reformar en la zona del Cerrillo de Colmenar Viejo. Se vende amplio piso en planta baja de 132 m² construidos, ideal para reformar a tu gusto y crear la vivienda de tus sueños. Ubicado en una tranquila zona con todos los servicios cercanos: colegios, supermercados y transporte. La vivienda cuenta con: 3 dormitorios espaciosos, 1 baño completo, salón, cocina independiente y terraza con múltiples posibilidades Gracias a su excelente distribución ofrece muchas opciones de reforma para adaptarlo a las necesidades de cualquier familia o inversor. ¡No pierdas esta oportunidad! Contacta para más información o concertar una visita.",False,renew,False,False,1894.0,False,False,False,False,[],False,False,250000.0,€,flat,"El Cerrillo, Colmenar Viejo",Piso,270000.0,20000.0,7.0,,,
108840032,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/2b/98/1356647698.webp,,17,bj,555000.0,flat,sale,85.0,True,2,1,Barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4137234,-3.7032357,False,https://www.idealista.com/inmueble/108840032/,"ZANATTA Servicios Inmobiliarios VENDE EN EXCLUSIVA. Fantastico piso de 85m2, consta de dos dormitorios con armarios empotrados forrados y vestidos, baño completo con plato de ducha, cocina estilo americana con electrodomesticos, amplio salon comedor con ventanales. Edificio señorial en todo centro de Madrid *este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual*. Para mas Informacion por whatsapp 6-5-7-8-5-9-6-2-1 No dude en visitarlo.",False,good,False,True,6529.0,False,False,False,False,[],False,False,555000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso,,,,,,
90309162,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/55/b8/1188529177.webp,,55,,1600000.0,chalet,sale,350.0,,6,5,Barrio Palomas,Madrid,Madrid,Hortaleza,es,Palomas,40.4508888,-3.622965,False,https://www.idealista.com/inmueble/90309162/,"Magnífico Chalet-Pareado en el Campo de las Naciones, junto al Parque Empresarial, Clínica Universitaria de Navarra y sede del Banco Santander. Reformado. ACTUALMENTE ALQUILADO 350 m2 + 100 m2 de jardín con parte acristalada creando un bonito porche, con cerramiento movible para utilizarlo todo el año y con un estanque con peces.  ENTREPLANTA, hall de entrada, salón de 50 m2 con chimenea y salida a porche, cocina de porcelanosa con isla y electrodomésticos de alta gama, cuarto de estar-despacho y gimnasio, 1ª PLANTA, 3 dormitorios, principal en suite con zona de estar y vestidor, 2 baños,  2ª PLANTA, 2 dormitorios, 1 baño y una terraza,  SÓTANO, salón multiusos/dormitorio y baño, cuarto de lavado-plancha y caldera, garaje para 3 coches,  Aire acondicionado, calefacción a gas por suelo radiante, aspiración centralizada. Cerca colegios (Liceo Francés, Maristas, Montessori, Bristol, Brains). Fácil acceso a M-40, M-30, A-2, Aeropuerto, IFEMA- Zona muy tranquila rodeada de parques, Juan Carlos l, Juan Pablo ll, Campo de Golf de la Hinojosa, Anillo verde ciclista, pero con todos los servicios, El Corte Inglés, Polideportivo Los Prunos, CC Palacio de Hielo con cines y zona de ocio y comercial, restaurantes, farmacia, bancos, autobuses.",False,good,False,,4571.0,False,False,False,False,[],False,False,1600000.0,€,chalet,"Palomas, Madrid",Chalet pareado,,,,True,True,semidetachedHouse
108033975,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/9a/dc/1340164725.webp,1151,136,1,3925000.0,flat,sale,275.0,True,4,5,calle de Núñez de Balboa,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4266365,-3.683215,False,https://www.idealista.com/inmueble/108033975/,"Vendre&Archeter Real State vende este maravilloso  y excluxivo piso en una de las calles mas codiciadas del prestigioso Barrio Salamanca -Recoletos. Inmejorable ubicación dentro de la zona residencial más exclusiva de Madrid. Vivienda totalmente privada, ubicada en el corazón del barrio de Salamanca. Es una primera planta exterior en finca representativa  portero en finca y servicios centrales. Tiene entrada principal de servicio. Dispone de trastero lo que le proporciona un plus de almacenaje  Se ha reformado en su totalidad  en la casa experimenta una gran sensación de calidad por cómo ha sido diseñada. Dispone de hall de entrada con un suelo y embocaduras de piedra y sierra elvira, y el suelo combina sierra elvira y campaspero que ya define y anuncia el estilo que nos vamos a encontrar  y aseo de cortesía. Salon en tres ambientes con chimenea de embocaduras de arabescatto de piedra. Grandes  ventanales a la calle  natural y cuenta con cornisas molduras  que le dan  inspiración art deco con cocina integrada amueblada y equipada con electrodomésticos de alta gama de. La zona de descanso cuenta con  cuatro dormitorios todos en suite , el dormitorio principal con vestidor y una terraza pensada  para tardes de verano . Todos los dormitorios tienen vestidor Dispone de zona de servicio con un gran cuarto de lavado. Los pasillos de la casa están vestidos con estanterías de diseño con madera maciza de roble. El suelo es de madera de roble colocado en punta hungría y la carpintería es roble natural lacada todas  las persianas son eléctricas. Se han cuidado muchísimo los detalles utilizando materiales nobles. Vivienda totalmente privada, ubicada en el corazón del barrio de Salamanca, Posibilidad de adquirir plaza de garaje en la fincas aledañas.Todo tipo de servicios por la zona,gran variedad de oferta gastronómica,tiendas etc La vivienda tiene muchísimas posibilidades gracias a una gran sólida y pensada construcción, con excelentes puntos constructivos como techos altos 3.00  y estancias de gran tamaño, lo que le confiere una luminosidad excepcional.  El barrio de Salamanca es una de las zonas residenciales y comerciales más apreciadas de Madrid, y con mayor nivel de vida de toda Europa. El barrio toma su nombre de José de Salamanca y Mayol, el Marqués de Salamanca, que promovió y dirigió su construcción a mediados del siglo XIX, llevada a cabo durante el reinado de Isabel II. Se forjó para las clases aristocráticas y burguesas, con grandes avenidas en distribución regular en forma de damero con calles perpendiculares, en torno a las que se articulan tiendas y comercios de lujo, y grandiosos palacetes, en uno de los cuales vivió el escritor sevillano Gustavo Adolfo Bécquer. En la actualidad, hablamos de una zona dinámica y segura, de grandes aceras, con una interesante vida, gracias a que es el epicentro de las tiendas lujo de la capital, conocida también por la “Milla de Oro”, donde tienen su sede las firmas más prestigiosas del mundo. También concentra un elevado número de Embajadas en edificios decimonónicos con gran valor arquitectónico. Y encontramos los establecimientos de hostelería más cosmopolitas de la capital, como el famoso “Platea Madrid” que es el centro de ocio gastronómico más grande de Europa. La cercanía al Parque del Retiro, le proporciona la etiqueta, de ser unos de los mejores barrios para vivir de Madrid. Situada en el cogollo del Barrio de Salamanca, cuenta con todos los servicios en las inmediaciones                          Soluciones que facilitan SueñosTe acompañamos en este viaje de principio a fin.",True,good,False,True,14273.0,False,False,False,False,[],False,False,3925000.0,€,flat,"Recoletos, Madrid",Piso en calle de Núñez de Balboa,,,,,,
104001001,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/6c/fd/1211110541.webp,FHOG-2322,6,,161000.0,chalet,sale,146.0,,5,3,calle del Romeral,Madrid,Villamantilla,,es,,40.3414181,-4.1285276,False,https://www.idealista.com/inmueble/104001001/,"***INMUEBLE OKUPADO*** ***SOLO PARA INVERSORES*** ***SIN COMISIONES DE AGENCIA INMOBILIARIA*** Activo adjudicado en subasta sin posesión Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Descripción Gran oferta de Chalet en VIillamantilla, Madrid. Situado en Calle Romeral, dispone de una superficie total contruida de 113 m². La vivienda dispone de una habitación y un baño. Soluciones a su medida.",False,good,False,,1103.0,False,False,False,False,[],False,False,161000.0,€,chalet,Villamantilla,Casa independiente en calle del Romeral,,,,,,independantHouse
108493955,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/b6/5f/1346566442.webp,,25,3,2399000.0,flat,sale,365.0,True,8,9,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4154731,-3.7005533,False,https://www.idealista.com/inmueble/108493955/,¡Oportunidad única! Amplio piso exterior de 8 habitaciones en pleno centro Este espectacular piso exterior y con balcón se encuentra en una 3ª planta y ofrece un sinfín de posibilidades gracias a su amplia distribución: 8 habitaciones 9 baños Cuarto de lavado Cocina equipada Amueblado.,False,good,False,True,6573.0,False,False,False,False,[],False,False,2399000.0,€,flat,"Huertas-Cortes, Madrid",Piso,,,,,,
108893164,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/5a/95/1358156825.webp,,19,3,175000.0,flat,sale,94.0,True,2,2,Centro,Madrid,Fuenlabrada,Centro,es,,40.2828248,-3.7905819,False,https://www.idealista.com/inmueble/108893164/,"Te presentamos este piso exterior ubicado en la 3ª planta de un edificio en plena zona centro de Fuenlabrada. Con 94 m² construidos y una distribución práctica y funcional, es una opción ideal tanto para vivienda habitual como para inversión. La vivienda cuenta con 2 dormitorios, 2 baños completos (uno con bañera y otro con ducha), un salón de paso semiindependiente con buena iluminación natural y una cocina amueblada en buen estado. Las estancias son cómodas y aprovechadas al máximo, con armario empotrado, ventanas climalit y suelos de gres que facilitan el mantenimiento diario. Está en buen estado de conservación y lista para entrar a vivir desde el primer día. La comunidad tiene un coste mensual de 65 € y el IBI anual es de solo 148 €, lo que hace que el mantenimiento sea muy accesible. Situado en una zona consolidada, con todos los servicios a tu alrededor: comercios, colegios, transporte público, zonas verdes y una gran oferta de ocio y restauración. Una vivienda cómoda, bien situada y con todo lo necesario para disfrutar del día a día.",False,good,False,False,1862.0,False,False,False,False,[],False,False,175000.0,€,flat,"Centro, Fuenlabrada",Piso,,,,,,
101245238,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/a4/94/1200067335.webp,0100351,37,,150000.0,chalet,sale,160.0,,5,3,Cadalso de los Vidrios,Madrid,Cadalso de los Vidrios,,es,,40.3030167,-4.4451484,False,https://www.idealista.com/inmueble/101245238/,"103-DELEGACIÓN PRINCIPAL. _Vivienda unifamiliar adosada de 151 m2 útiles, desarrollada en tres plantas, distribuida en planta de acceso con vestíbulo y acceso al garaje, salón-comedor, cocina independiente amueblada y un baño planta primera con tres dormitorios con armarios empotrados, dos baños y terraza planta segunda con una amplia terraza de 22,76 m2. A la vivienda le corresponde el uso privativo de la zona de patio/jardín a la que tiene acceso al fondo de la casa.",False,good,False,,938.0,False,False,False,False,[],False,False,150000.0,€,chalet,Cadalso de los Vidrios,Casa independiente,,,,,,independantHouse
