propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
108134046,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/65/3c/1334880345.webp,6,bj,175000.0,duplex,sale,65.0,True,2,2,"calle del Marqués de Jura Real, 7",Madrid,Madrid,Carabanchel,es,Comillas,40.3933325,-3.7082056,True,https://www.idealista.com/inmueble/108134046/,"NO ES VIVIENDA ES UN LOFT TIENE LICENCIA DE OFICINA! Dúplex Reformado en Comillas Ponemos a la venta este luminoso dúplex totalmente reformado, ubicado a pie de calle en la zona de Marqués de Jura Real (Madrid). La vivienda cuenta con licencia de oficina, lo que ofrece múltiples posibilidades tanto para uso residencial como profesional. Distribución: •Planta alta: dos amplios dormitorios y un baño completo. •Planta baja: salón-comedor con cocina americana, baño adicional y acceso directo desde la calle. El inmueble se entrega completamente reformado y con la cocina equipada, listo para entrar a vivir o instalar tu negocio. La zona de Marqués de Jura Real es tranquila y consolidada, rodeada de todo tipo de servicios: supermercados, colegios, centros de salud y zonas verdes. Además, cuenta con excelentes comunicaciones: varias líneas de autobús en las inmediaciones, fácil acceso a la M-30 y M-40, y a pocos minutos de estaciones de metro y cercanías, lo que garantiza una conexión rápida con el centro de Madrid y otros puntos de la ciudad. Una oportunidad única para quienes buscan un espacio versátil en una ubicación estratégica.",False,good,False,False,2692.0,True,False,False,False,[],False,False,175000.0,€,195000.0,20000.0,10.0,flat,duplex,"Comillas, Madrid","Dúplex en calle del Marqués de Jura Real, 7",,,
108855785,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/a1/0b/1357115113.webp,27,3,237000.0,flat,sale,81.0,True,3,1,Juan de Austria,Madrid,Alcalá de Henares,Juan de Austria,es,,40.4863253,-3.3530816,False,https://www.idealista.com/inmueble/108855785/,"GPA-19173 - Vivienda luminosa y espaciosa en la emblemática Avenida Juan de Austria – Alcalá de Henares Ubicada en una de las avenidas más representativas de Alcalá de Henares, esta magnífica vivienda se sitúa en la Avenida Juan de Austria, una zona que destaca por su excelente conexión con el Casco Histórico de la ciudad, al que se puede llegar caminando en tan solo 5 minutos. La zona ofrece una amplia gama de servicios y comodidades a escasos pasos: galerías comerciales, supermercado Ahorramás, paradas de autobús y todo tipo de tiendas y establecimientos, lo que convierte esta ubicación en una de las más prácticas y deseadas de la ciudad. La vivienda, situada en la 3ª planta de una finca con ascensor, cuenta con una superficie de 81 m² perfectamente distribuida. Dispone de tres amplios dormitorios, una cocina funcional con terraza acristalada, un gran salón-comedor con acceso directo a otra terraza acristalada ideal para disfrutar de la luz natural durante todo el día, y un cuarto de baño con ventana, lo que aporta una excelente ventilación natural. Gracias a su distribución y orientación, se trata de una vivienda muy luminosa y confortable, perfecta tanto para familias como para quienes buscan un espacio amplio en una ubicación estratégica. Si estás buscando un hogar donde puedas prescindir del coche en tu día a día y disfrutar de una vida cómoda en una zona con todo al alcance, no dejes pasar esta oportunidad. ¡Ven a visitarla! Sobre nosotros: GEPPCO es una Inmobiliaria que ofrece, tanto al propietario como al comprador, todos los servicios necesarios para que pueda convertir su sueño en una realidad y, para ello, en todo el proceso, contarás con asesoramiento y gestión de alto nivel con una amplia experiencia de más de 25 años y todo un equipo multidisciplinar en el sector: financiero, inmobiliario y jurídico PVP CON HONORARIOS INCLUIDOS (No están incluidos los gastos notariales ni registrales).",False,good,False,True,2926.0,False,False,False,False,[],False,False,237000.0,€,,,,flat,,"Juan de Austria, Alcalá de Henares",Piso,GPA-19173,,
107299398,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/bc/2e/1308840667.webp,4,,165000.0,chalet,sale,152.0,,3,1,calle de la Fragua,Madrid,Fresnedillas de la Oliva,,es,,40.4869246,-4.1691938,False,https://www.idealista.com/inmueble/107299398/,"Inmueble Ocupado Sin Posesión. No Se Puede Visitar. La oportunidad perfecta para la entrada a la inversión inmobiliaria. Magnifica vivienda unifamiliar adosada 152 m2. La vivienda cuenta con dos plantas y está distribuida en 3 espaciosas habitaciones, tres baños, amplio y luminosos salón comedor y cocina. La vivienda dispone de terraza propia y plaza de garaje. La vivienda se encuentra en una zona residencial de Fresnedillas de Oliva, próxima a la Plaza del Jardín y de la Iglesia que cuenta con todos los servicios en la zona, En los alrededores podemos encontrar centros educativos, Biblioteca Municipal, centro cultural, oficinal de turismo y centro de salud y múltiples zonas de ocio y restauración. Se recomienda que el comprador consulte con un asesor legal y que se considere todos los aspectos legales y prácticos asociados a la adquisición de un inmueble. Entra en Nolon para ver todos los inmuebles en venta.  Referencia Interna 183395.",False,good,False,,1086.0,False,False,False,False,[],False,False,165000.0,€,,,,chalet,terracedHouse,Fresnedillas de la Oliva,Chalet adosado en calle de la Fragua,183395,,
108596239,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/8e/8d/1349499385.webp,57,,2390000.0,chalet,sale,330.0,,5,5,calle de San Enrique de Ossó,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5025986,-3.6347309,False,https://www.idealista.com/inmueble/108596239/,"Sotomora Real Estate presenta este excelente chalet pareado de esquina de 330 m² construidos, con un amplio jardín privado y piscina individual, en una ubicación privilegiada que garantiza total privacidad y una excelente calidad de vida. Situado en el corazón del Encinar de los Reyes, dentro de una de las urbanizaciones más cotizadas de la zona, muy próxima al centro comercial, bien comunicada por transporte público y a pocos pasos de los principales colegios de la zona. Distribución de la vivienda: – Planta Principal: Amplio salón-comedor muy luminoso gracias a sus grandes ventanales, con acceso directo al porche, jardín privado y piscina. Cocina independiente con grandes posibilidades de mejora. – Planta Primera: Zona de descanso con tres dormitorios amplios. El principal con baño en suite y salida a una terraza privada. Los otros dos dormitorios comparten un baño completo, y uno de ellos también tiene acceso a la terraza. – Buhardilla: Acogedora estancia con baño completo y terraza con vistas despejadas. – Sótano: Dormitorio de servicio con baño completo, zona de lavandería y acceso al garaje con capacidad para 2/3 coches, además de un espacio acondicionado como gimnasio. Calidades y extras: - Calefacción por gas natural - Aire acondicionado - Suelo radiante mediante caldera - Placas solares para agua caliente - Excelente orientación y privacidad Urbanización privada: - Seguridad 24 horas - Bonitas zonas ajardinadas - Piscina comunitaria - Chalet social para eventos y reuniones - Zona infantil de juegos - Entorno tranquilo y familiar, ideal para disfrutar en familia - Cercano a los mejores colegios de la zona.",False,good,False,,7242.0,False,False,False,False,[],False,False,2390000.0,€,,,,chalet,semidetachedHouse,"Encinar de los Reyes, La Moraleja",Chalet pareado en calle de San Enrique de Ossó,,True,True
108211124,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/68/b8/1337322643.webp,38,2,189000.0,duplex,sale,65.0,True,2,1,avenida de España s/n,Madrid,El Molar,,es,,40.7356285,-3.5836317,True,https://www.idealista.com/inmueble/108211124/,"VISTA HOMES presenta en exclusiva un encantador DÚPLEX DE DOS HABITACIONES ubicado en El Molar, en zona bien comunicada, ideal para quienes buscan comodidad y funcionalidad en un entorno tranquilo. La vivienda cuenta con 65 m² construidos distribuidos en: PLANTA BAJA Destaca por la luminosidad de su salón comedor, perfecto para disfrutar de momentos en familia o con amigos. La cocina, amueblada y equipada con electrodomésticos, cuenta con tendedero cubierto que aporta practicidad y comodidad. Además, en esta planta se encuentra un cuarto de baño completo y un armario empotrado bajo la escalera, que ofrece un espacio de almacenamiento adicional. PRIMERA PLANTA Abuhardillada, dispone de un dormitorio principal y dormitorio individual, ambos con ventanas Velux que proporcionan una excelente iluminación natural y un ambiente acogedor. El dúplex se climatiza mediante calefacción eléctrica individual y aire acondicionado con bomba de frío y calor, garantizando el confort en todas las estaciones del año. El Molar ofrece un entorno ideal para familias, parejas o quienes buscan escapar del bullicio urbano sin renunciar a la cercanía con la capital. A tan solo 30 minutos de Madrid por la A-1, disfrutarás de un entorno natural privilegiado, con vistas a la Sierra Norte y rodeado de aire puro y tranquilidad. Además, cuenta con todos los servicios necesarios: colegios, centro de salud, supermercados, zonas deportivas, transporte público y una gran oferta gastronómica, famosa por sus bodegas y restaurantes tradicionales. El ambiente local es familiar y acogedor, con una comunidad en crecimiento y una excelente calidad de vida. Una oportunidad perfecta para quienes valoran un hogar funcional, luminoso y en una ubicación privilegiada.  ¿HABLAMOS? Contáctanos para más información o para programar una visita, estaremos encantados de ayudarte.",True,good,False,False,2908.0,False,False,False,False,[],False,False,189000.0,€,,,,flat,duplex,El Molar,Dúplex en avenida de España s/n,VIS-394,,
108026636,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/26/5e/1331585587.webp,32,,442000.0,chalet,sale,325.0,,4,6,avenida de la Virreina,Madrid,Chinchón,,es,,40.1361839,-3.4495249,False,https://www.idealista.com/inmueble/108026636/,"INMOBILIARIA TAGONIA VENDE Chalet independiente reformado de 325 m² 4 habitaciones con armarios empotrados 3 baños Cocina individual Amplio salón comedor Chimenea para calidez y ambiente acogedor Trastero incluido para mayor almacenamiento Jardín privado ideal para disfrutar al aire libre con barbacoa Piscina privada para relajarte en verano Garaje para tu comodidad Agua caliente y calefacción de gasoil para tu confort Para más información, no dudes en contactarnos. [IW].",False,good,False,,1360.0,False,False,False,False,[],False,False,442000.0,€,,,,chalet,independantHouse,Chinchón,Casa independiente en avenida de la Virreina,CHA0307,,
108685118,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/57/a2/1352091317.webp,23,4,283500.0,flat,sale,74.0,True,1,1,calle Canencia de la Sierra,Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.3640371,-3.6205257,False,https://www.idealista.com/inmueble/108685118/,"-ENSANCHE VALLECAS/LA GAVIA- ORIENTACION NOROESTE Amplio apartamento de 1 dormitorio, con parking y trastero. Se distribuye en hall de entrada con armario empotrado, cocina independiente con tendedero, salón comedor, cuarto de baño en suite con bañera de hidromasaje y dormitorio principal con armario empotrado vestido. Cocina amueblada con muebles altos y bajos, equipada con todos los electrodomésticos. Instalación completa de aire acondicionado, calefacción y agua caliente mediante gas natural. Acabados con solado de tarima flotante en hall, salón y dormitorio, gres en cuarto de baño y cocina. Acceso a la vivienda con puerta principal blindada y video portero. Se incluye plaza de garaje y trastero. Vivienda con todas las dependencias exteriores a la calle de acceso La urbanización es privada con acceso controlado por conserjería y dispone de piscina comunitaria, parque infantil, gimnasio y zonas ajardinadas. Situada en el ensanche de Vallecas, zona residencial de reciente creación, diseñada con amplias avenidas, zonas verdes y parques. Cercana al metro de La Gavia (Línea 1) y comunicada con autobuses urbanos e interurbanos. Cuenta con todo tipo de servicios en las proximidades: Centro de Salud Ensanche de Vallecas, Supermercados Aldi y Mercadona, farmacias, oficinas bancarias, bares y restaurantes. Colegio público bilingüe Agustín Rodríguez Sahagún y Escuela Infantil Rayuela.",False,good,False,True,3831.0,False,False,False,False,[],False,False,283500.0,€,,,,flat,,"Ensanche de Vallecas - La Gavia, Madrid",Piso en calle Canencia de la Sierra,5011,True,True
108916315,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/bb/44/1358846629.webp,15,4,204000.0,flat,sale,85.0,True,3,1,AV LISBOA,Madrid,Coslada,Ciudad 70,es,,40.417898,-3.5410086,False,https://www.idealista.com/inmueble/108916315/,"Agencia inmobiliaria Tecnocasa de COSLADA. Zona CIUDAD 70, LA ESPINILLA, PARQUE BLANCO: EN VENTA:   Descubre esta acogedora vivienda con una ubicación inmejorable en el centro de ciudad 70. La vivienda se encuentra en la avenida de LISBOA.  Ideal para quienes buscan un hogar cómodo y bien ubicado. Este piso de 85 m2 REFORMADO ofrece un espacio funcional con tres dormitorios, perfecto para familias o para quienes necesitan espacio adicional para una oficina en casa. La propiedad cuenta con un baño completo,   cocina equipada. Antiguamente tenía dos terrazas que fueron metidas al salón y a la cocina respectivamente.  Tiene TRASTERO.  TIENE ASCENSOR . Construido en 1972, este hogar combina el encanto de su época con las comodidades modernas. La distribución del piso permite aprovechar al máximo cada metro cuadrado, ofreciendo un ambiente cálido y acogedor. Su ubicación en Coslada proporciona fácil acceso a servicios, transporte público y áreas comerciales, haciendo de esta propiedad una opción práctica para el día a día. No pierdas la oportunidad de visitar este piso y descubrir todo lo que tiene para ofrecer. Contáctanos para más información y para agendar una visita.",False,good,False,True,2400.0,False,False,False,False,[],False,False,204000.0,€,,,,flat,,"Ciudad 70, Coslada",Piso en Av Lisboa,,,
108846371,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/cb/02/a4/1356833518.webp,27,bj,340000.0,flat,sale,65.0,True,2,2,calle de Juan Boscán,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4281964,-3.6398719,False,https://www.idealista.com/inmueble/108846371/,"Dario Sanchez Servicios Inmobiliarios ofrece espectacular vivenda (local convertido a vivienda con cambio de uso), donde se combina calidad y buen gusto para ofrecerte una excelente propiedad. Inmueble NUEVO para que tu lo estrenes se distribuye en cocina americana totalmente amueblada y equipada, cuenta con dos amplios dormitorios con armarios, un aseo además de un baño completo con plato de ducha. La vivienda cuenta con un altillo con un sin fin de posibilidades como zona de juego, oficina, cuarto de invitados, almacén o trastero. (o el uso que desees) La vivienda de nueva construcción cuenta con suelos en porcelanico, paredes en liso, electricidad y fontaneria recien cambiada, ventanas oscilobatientes en PVC y bomba de frio calor en todas las estancias por conducto. NO ESPERES MAS LLAMA Y RESERVA TU CITA TE ENCANTARAN. Disponemos de servicio financiero consiguiendo las mejores condiciones del mercado actual incluso el 100% de financiacion(consultar condiciones).",True,good,False,False,5231.0,False,False,False,False,[],False,False,340000.0,€,,,,flat,,"Pueblo Nuevo, Madrid",Piso en calle de Juan Boscán,,,
108682629,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/65/57/1352010978.webp,17,5,250000.0,flat,sale,87.0,True,3,1,Barrio Zarzaquemada,Madrid,Leganés,Zarzaquemada,es,Zarzaquemada,40.3357067,-3.7472021,False,https://www.idealista.com/inmueble/108682629/,"TECNOCASA ZARZAQUEMADA VENDE EN EXCLUSIVA: Piso compuesto por entrada, cocina reformada, salón con acceso a terraza acristalada, baño con ventana y 3 dormitorios amplios.  Finca con 2 ascensores.  Ubicado en una zona consolidada, con servicios cercanos y colegios e institutos en las proximidades. Próximo al Centro Comercial Parquesur así como zonas deportivas como el Pabellón Europa y la Piscina Municipal El Carrascal.  Barrio ideal para familias con todo tipo de servicios en la zona, comercios de barrio y colegios. Servicios de transporte público: línea de metro Julián Besteiro a 5 minutos a pie y estación de Renfe de Zarzaquemada, a menos de 10 minutos. No dude en ponerse en contacto y visitar el inmueble sin compromiso, y si lo precisa, le ofrecemos asesoramiento financiero gratuito con unas inmejorables condiciones hipotecarias. Si esta pensando en un cambio de vivienda también le ofrecemos el servicio de VALORACIÓN GRATUITO.",False,good,False,True,2874.0,True,False,False,False,[],False,False,250000.0,€,,,,flat,,"Zarzaquemada, Leganés",Piso,,,
108017589,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/88/52/1339992845.webp,30,3,281000.0,flat,sale,73.0,True,3,1,calle Noya s/n,Madrid,Alcorcón,Valderas - Los Castillos,es,Valderas - Los Castillos,40.3564239,-3.8120529,True,https://www.idealista.com/inmueble/108017589/,"**Piso en Venta en el Corazón de la Ciudad**  ¡Descubre este amplio y luminoso piso de 73 m² construidos, ideal para personalizar a tu gusto!  Situado en una tercera planta con ascensor, este hogar ofrece la comodidad de tres dormitorios equipados con armarios empotrados, perfectos para maximizar el espacio. El salón comedor, con acceso directo a una acogedora terraza, se convierte en el lugar perfecto para disfrutar de momentos inolvidables. La cocina, amplia y luminosa, viene completamente amueblada y cuenta con un segundo tendedero que añade funcionalidad a tu día a día.  Orientado al este, podrás disfrutar de la luz natural por las mañanas, creando un ambiente cálido y acogedor.  Aunque el piso necesita reformas, esto te brinda la oportunidad de diseñar cada rincón a tu estilo personal. Equipado con aire acondicionado y calefacción de gas natural individual, este piso garantiza confort durante todo el año.  No dejes pasar la oportunidad de convertir este espacio en tu hogar soñado.  ¡Ven a verlo y empieza a imaginar todas las posibilidades que ofrece!",True,renew,False,True,3849.0,False,False,False,False,[],False,False,281000.0,€,,,,flat,,"Valderas - Los Castillos, Alcorcón",Piso en calle Noya s/n,,,
106369549,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/27/2b/1280745830.webp,37,1,1700000.0,flat,sale,200.0,True,7,4,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.424694,-3.7070069,False,https://www.idealista.com/inmueble/106369549/,"Claubruno Real State vende este magnífico piso de 179m² combina el encanto clásico de 1916 con todas las comodidades modernas que necesitas. Con siete amplios dormitorios y cuatro baños completos, es perfecto para familias numerosas o como una inversión inteligente. Disfruta de dos salones, un comedor elegante y dos cocinas totalmente equipadas. El hall de entrada te da la bienvenida con calidez, mientras que los balcones y el mirador ofrecen vistas impresionantes desde la primera planta. Este inmueble, recientemente renovado y en perfectas condiciones, ofrece la posibilidad de dividirse en diez habitaciones exteriores gracias a su orientación sur, norte, este y oeste. Además, cuenta con dos viviendas independientes, una de ellas con licencia para uso de clínica, que se venden juntas. La calefacción eléctrica con bomba de frío/calor garantiza el confort durante todo el año. No pierdas la oportunidad de vivir en pleno centro de Madrid con ascensor, armarios empotrados y un trastero adicional de 10m². ¡Ven a visitarlo y enamórate!",False,good,False,True,8500.0,True,False,False,False,[],False,False,1700000.0,€,,,,flat,,"Malasaña-Universidad, Madrid",Piso,,,
107654332,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/f1/26/1341609393.webp,13,,1709000.0,flat,sale,164.0,True,3,3,calle Naciones,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4260992,-3.6745727,False,https://www.idealista.com/inmueble/107654332/,"Un Hogar Sofisticado en el Corazón de Goya Homely One presenta esta espectacular vivienda exterior con un gran balcón, ubicada en el exclusivo barrio de Goya, dentro del prestigioso distrito de Salamanca.  Esta zona es sinónimo de elegancia y estilo de vida refinada, rodeada de boutiques de lujo, comercios selectos y restaurantes de alta gama.  Vivir aquí es disfrutar de la esencia más sofisticada de Madrid. Vivienda Exterior con Terraza Privada  Al ingresar a esta propiedad de 164 m², te recibe un amplio salón-comedor inundado de luz natural gracias a sus grandes ventanales que se abren al exterior. Con una terraza privada en una quinta planta, el plan perfecto para disfrutar de un café por la mañana o de una lectura relajada por la tarde, ofrece un espacio privado para conectar con el entorno urbano.  El interior está decorado con elegantes molduras y muebles de diseño moderno, creando un contraste armónico con los tonos neutros y atemporales que dominan la paleta de colores. Cocina de Lujo y Cuarto de Lavado El área social se integra perfectamente con la cocina, generando un ambiente abierto y funcional ideal para el día a día.  Esta cocina está equipada con electrodomésticos de lujo (frigorífico, lavavajillas, horno y microondas), todos con garantía de proveedor.  La isla en color  blanco no solo aporta un toque de elegancia, sino que también funciona como un práctico desayunador y espacio de convivencia.  La grifería dorada y los acabados en tonos claros añaden un aire de sofisticación.  Además, junto a la cocina se encuentra un cuarto de lavado independiente para mayor comodidad. Habitaciones que Fusionan Confort y Estilo La vivienda dispone de 3 habitaciones y 3 baños, dos de ellos en suite, garantizando privacidad y confort.  Cada dormitorio cuenta con armarios empotrados de madera que van de suelo a techo, maximizando el espacio de almacenamiento sin sacrificar el diseño.  Los baños, con mamparas de vidrio y grifería dorada, están decorados en tonos neutros que aportan un toque de sofisticación y serenidad.  La habitación principal, de generosas dimensiones, destaca por su luminosidad y cuenta con un baño en suite y un amplio armario empotrado, ofreciendo un refugio privado de lujo. Detalles que Definen la Exclusividad Esta propiedad se entrega completamente amueblada con mobiliario de alta gama y suelos de tarima que aportan calidez y elegancia.  La vivienda está equipada con aire acondicionado, la finca cuenta con ascensor para garantizar una experiencia de vida cómoda. Esta es tu oportunidad de vivir en una vivienda completamente reformada en el corazón del barrio más exclusivo de Madrid. Un espacio que combina diseño, lujo y funcionalidad en una de las zonas más deseadas de la ciudad.  ¡Descubre el estilo de vida único que Homely One tiene para ti! Vivienda en reforma, consulta fecha de finalización.",True,good,False,True,10421.0,True,False,False,False,[],False,False,1709000.0,€,,,,flat,,"Goya, Madrid",Piso en calle Naciones,4769,,
108813545,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/30/40/1356988711.webp,34,13,560000.0,flat,sale,112.0,True,3,2,carretera de Canillas,Madrid,Madrid,Hortaleza,es,Canillas,40.4641861,-3.645566,False,https://www.idealista.com/inmueble/108813545/,"Agencia inmobiliaria de la oficina de MADRID en zona CANILLAS - PALACIO DE HIELO OFRECE PISO EN VENTA Y EN EXCLUSIVA:  Luminoso piso en planta 13 con vistas despejadas en Canillas  Ubicado en la emblemática Carretera de Canillas, este amplio piso de 112 m² construidos ofrece una excelente combinación de espacio, luz natural y comodidad. Situado en una decimotercera planta, disfrutarás de vistas despejadas sobre la ciudad y una agradable sensación de tranquilidad, lejos del bullicio urbano.  Características principales: 3 dormitorios espaciosos, ideales para familias o quienes necesitan zona de teletrabajo. 2 baños completos, en buen estado y funcionales. Vivienda de segunda mano en buen estado, lista para entrar a vivir. Armarios empotrados en varias estancias, que optimizan el almacenamiento sin restar amplitud. Finca con servicio de conserjería: La finca cuenta con conserje, lo que aporta seguridad adicional, comodidad y atención diaria a los vecinos. Un valor añadido que mejora la calidad de vida en el edificio. Excelente distribución que permite aprovechar cada rincón del piso. Es una vivienda, para aquellas personas que quieren vivir en un barrio bien ubicado como es la zona Canillas, cercana a todos los servicios y medios de comunicación. Entorno privilegiado en el corazón de Canillas La vivienda se sitúa en una de las zonas más demandadas de Madrid, el barrio de Hortaleza, caracterizado por su ambiente residencial, tranquilo y familiar. La Carretera de Canillas ofrece la combinación perfecta de comodidad urbana y espacios verdes, lo que la convierte en una excelente elección tanto para familias como para profesionales. Servicios cercanos para una vida cómoda En el entorno inmediato, los residentes disfrutan de una amplia variedad de comercios, servicios públicos y espacios de ocio, pensados para facilitar el día a día sin necesidad de grandes desplazamientos: Supermercados como Mercadona, Ahorramás y Carrefour en las cercanías. Farmacias y centros médicos a pocos metros, garantizando atención sanitaria accesible. Entidades bancarias como Santander, BBVA o CaixaBank. Restaurantes y cafeterías para todos los gustos, desde cocina tradicional hasta opciones internacionales. Áreas infantiles y parques, ideales para los más pequeños. Colegios públicos y privados, como el CEIP Dionisio Ridruejo o el Colegio Mater Inmaculata, que ofrecen una educación de calidad. El Centro Comercial Palacio de Hielo se encuentra muy cerca y ofrece tiendas, restaurantes, cine, gimnasio y pista de patinaje sobre hielo, siendo una referencia de ocio en la zona.  Excelente conexión con el resto de la ciudad La comunicación con el centro de Madrid y otras áreas es sencilla y eficaz gracias a: Las estaciones de metro Esperanza (Línea 4, a 10 minutos a pie) y Canillas (también Línea 4, a 11 minutos), que conectan rápidamente con zonas clave como Avenida de América, Goya y Chamberí. Varias líneas de autobús pasan por la zona, ofreciendo transporte directo a múltiples barrios de la ciudad. Accesos cómodos a las principales vías de circunvalación, M-30 y M-40, ideales para desplazamientos en coche tanto dentro como fuera de Madrid.  Espacios verdes y calidad ambiental Uno de los mayores atractivos de la zona es su cercanía a espacios naturales que permiten disfrutar del aire libre: El Parque Juan Pablo II, de gran extensión, con zonas de paseo, áreas deportivas y juegos infantiles.  Estilo de vida equilibrado El entorno ofrece una alternativa muy atractiva a la vida en el centro: más calma, sin renunciar a los servicios, el ocio ni la conectividad. Es ideal para quienes buscan una calidad de vida elevada, rodeados de todo lo necesario para disfrutar de su día a día.",False,good,False,True,5000.0,False,False,False,False,[],False,False,560000.0,€,575000.0,15000.0,3.0,flat,,"Canillas, Madrid",Piso en carretera de Canillas,,,
105229842,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/e0/a3/1245862824.webp,5,6,3900000.0,penthouse,sale,250.0,True,3,4,calle de Claudio Coello,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4270039,-3.6877964,False,https://www.idealista.com/inmueble/105229842/,"Belton Real Estate ofrece esta exclusiva vivienda en una de las zonas mas representativas a escasos metros del Retiro. La vivienda se encuentra recién reformada con excelentes calidades, ubicada un edificio de porte clásico de principios de siglo que goza de gran luminosidad y vistas privilegiadas. Sus 250 metros cuadrados se distribuyen en: - Zona de día: hall amplio, salón con amplios ventanales a la calle con vistas inmejorables, lo que le da al piso una extraordinaria luminosidad, comedor, cocina independiente totalmente equipada con electrodomésticos de alta gama y un aseo de cortesía. - Zona de noche: cuenta con 43amplios dormitorios en suite bien equipados de armarios. El principal tiene un amplio vestidor. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando. Sin duda, el distrito selecto por excelencia de Madrid. Pasear por las calles del barrio de Salamanca es contemplar los edificios más elegantes y codiciados de la capital: construcciones históricas de portales señoriales e interiores amplios y altos. Concebido en las últimas décadas del siglo XIX por D. José de Salamanca y Mayol, Marqués de Salamanca, este ensanche de la ciudad conserva intacto su aire aristocrático, que podemos ver en palacetes como el de la Embajada de Italia, por ejemplo.",False,good,False,True,15600.0,False,False,False,False,[],False,False,3900000.0,€,,,,flat,penthouse,"Recoletos, Madrid",Ático en calle de Claudio Coello,REC 4,,
