propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,newDevelopmentFinished
107582433,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/27/95/1316840132.webp,AXA-Collat_00659EE,75,510000.0,chalet,sale,288.0,4,3,calle El Greco,Madrid,El Escorial,Las Zorreras - Monte Encinar,es,40.6209252,-4.0448231,False,https://www.idealista.com/inmueble/107582433/,"¡Descubre tu nuevo hogar en El Escorial!  Este impresionante chalet independiente te ofrece el espacio y la comodidad que siempre has deseado. Con 288 m² construidos, esta propiedad cuenta con cuatro amplios dormitorios y tres baños, ideales para acomodar a toda la familia. Disfruta de la tranquilidad en una parcela de 1.035 m², perfecta para crear tu propio oasis al aire libre. Además, el sótano incluye un garaje privado, añadiendo funcionalidad y seguridad a tu día a día. Se encuentra en buen estado y lista para recibir a sus nuevos propietarios. El diseño del chalet permite múltiples opciones para personalizarlo a tu gusto. Aprovecha la posibilidad de financiación máxima que existe actualmente y no dejes pasar esta oportunidad única. Llámanos para visitarla y déjate enamorar por este rincón de paz y confort en El Escorial. Tu futuro hogar te espera con los brazos abiertos.",False,good,False,1771.0,True,False,True,True,[],False,False,510000.0,€,,,,True,True,chalet,independantHouse,"Las Zorreras - Monte Encinar, El Escorial",Casa independiente en calle El Greco,,,,,
108198514,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/11/7c/1336864525.webp,LIRE-02671,27,440000.0,chalet,sale,180.0,4,3,"calle Pico de Aneto, 267",Madrid,Cotos de Monterrey,,es,40.7933686,-3.6004878,True,https://www.idealista.com/inmueble/108198514/,"EN VENTA CHALET INDEPENDIENTE PARA VIVIR O INVERTIR   Encantador chalet independiente, diseñado para disfrutar de la vida tranquila, con una construcción de 180 metros. PLANTA PRINCIPAL -Salón comedor con chimenea y un ventanal con vista a la sierra. Desde aquí accedemos a una terraza muy agradable con vistas a la sierra -Cocina separada del salón -2 dormitorios -1 Baño completo que comparten las 2 habitaciones. PLANTA NIVEL SUPERIOR - Recibidor - 1 amplio dormitorio principal con vestidor, baño privado completo, techo abuhardillado  TERRAZA EXTERIORES Amplio Jardín consolidado con arbolado, vegetación diversa, con espacio para aparcar. VENTURADA/COTOS DE MONTERREY Cotos de Monterrey es una Entidad Urbanística sita en la salida 49 de la autovía A1 sentido Burgos.  Lugar privilegiado a 20min de Madrid rodeado de vegetación y campo con unas espectaculares vistas a la sierra Norte. Si buscas tranquilidad y aire limpio pero por trabajo no puedes alejarte del núcleo urbano, entonces este es tu nuevo hogar. Venturada es el municipio más meridional de la comarca de la Sierra de La Cabrera, limitando con Navalafuente y Cabanillas de la Sierra, dentro de la misma comarca, Redueña y El Vellón, pertenecientes a la comarca del Valle del Jarama, y con Guadalix de la Sierra, de la Cuenca Alta del Manzanares. En transporte público se puede acceder mediante las siguientes líneas de autobús. Seis de ellas inician su recorrido en el intercambiador de Plaza de Castilla (una de ellas es nocturna) y las otras dos conectan el municipio con otros de la zona. NO COBRAMOS HONORARIOS AL COMPRADOR. Pertenecemos a una inmobiliaria con presencia en España y a nivel internacional, con más de 134.000 agentes en 84 países. Esta propiedad es de procedencia bancaria. Estamos a su disposición para resolver cualquier duda y ofrecerle el mejor servicio. No deje pasar esta oportunidad. Contacte con nosotros para más información. Los datos indicados son informativos y no tienen valor contractual. Impuestos no incluidos. ¡Te esperamos!",True,good,False,2444.0,True,False,True,False,[],False,False,440000.0,€,,,,True,True,chalet,independantHouse,Cotos de Monterrey,"Casa independiente en calle Pico de Aneto, 267",,,,,
108921069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/83/dd/1358975082.webp,4553173b-5ba2-4e32-81fe-fe43df6a7fb8,5,295000.0,chalet,sale,180.0,4,2,avenida Kiel,Madrid,Eurovillas,,es,40.3532312,-3.2599138,False,https://www.idealista.com/inmueble/108921069/,"Las fotografías de la propiedad serán publicadas próximamente. Construida en 1996, ofrece 180 m² de comodidad y funcionalidad, distribuidos en una sola planta con tres dormitorios salón cocina y un baño, la zona de garaje ha sido convertida en un espacio su apartamento con un dormitorio y salón con cocina americana.  La vivienda cuenta con caldera de gasoil a estrenar. En la parte posterior hay otra vivienda de dos dormitorios baño y salón con cocina americana la cual dispone de caldera de gasoil propia así como un sistema de aire acondicionado con bomba de calor. La parcela tiene numerosas encinas y está situada frente a una zona verde muy amplia donde poder pasear.  La organización cuenta con dos colegios, dos centros comerciales, carrefour, Eroski, farmacia, centro de salud, oficina de correos, oficina de caixa, y numerosos locales dedicados a la hostelería. Asimismo el transporte público disponible en esta urbanización comunica con el intercambiador de avenida de América pasando por Torrejón de Ardoz, Loeches, Torres de la Alameda, así como otra línea que comunica con Arganda del Rey pasando por Campo Real. Es una vivienda muy cómoda y muy bien situada a 300 metros del centro comercial de Eurovillas.",False,good,False,1639.0,False,False,False,False,[],False,False,295000.0,€,,,,True,True,chalet,independantHouse,Eurovillas,Casa independiente en avenida Kiel,,,,,
108709305,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/4e/a1/1352800478.webp,MC27-25,25,499999.0,flat,sale,110.0,4,2,calle de Benavente,Madrid,Majadahonda,Casco Antiguo,es,40.4712834,-3.8686593,False,https://www.idealista.com/inmueble/108709305/,"HOGARES MAJADAHONDA PRESENTA EN EXCLUSIVA PISO EN PLANTA DE CUATRO DORMITORIOS en una de las zonas más privilegiadas de Majadahonda. La vivienda se distribuye de la siguiente manera: Hall de bienvenida desde el que tenemos acceso a un amplio y luminoso salón con zona de estar y la zona de comedor, todo esto acompañado de una fantástica terraza. Continuamos con una espectacular cocina totalmente equipada, muy luminosa y con salida directa a un patio interior. Seguidamente encontramos el dormitorio principal seguido de otros 3 dormitorios más, todos ellos con armarios empotrados renovados y ampliados.  Para finalizar encontramos 2 cuartos de baño totalmente equipados, uno de ellos con bañera y el otro con plato de ducha y una reforma integral. La vivienda cuenta con una reforma de suelo, puertas interiores, armarios, alisado de paredes y cambio de ventanas con doble acristalamiento.  Gracias a su ubicación, se encuentra cerca de colegios, restaurantes, farmacias, bancos, comercios y servicios de transporte público, todo ello sin sacrificar la tranquilidad. Posibilidad de Hipoteca hasta el 100% ¡No dudes en venir a visitarlo!",True,good,False,4545.0,True,False,True,False,[],False,False,499999.0,€,,,,,,flat,,"Casco Antiguo, Majadahonda",Piso en calle de Benavente,bj,True,,True,
108779191,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/4c/d6/1354879208.webp,CM-10411,51,793000.0,flat,sale,115.0,4,3,calle del Doctor Esquerdo,Madrid,Madrid,Retiro,es,40.4090757,-3.6681639,False,https://www.idealista.com/inmueble/108779191/,"¡Tu nuevo hogar te está esperando! Ubicado en una de las zonas más codiciadas de Madrid, este piso de categoría te ofrece todo lo que siempre soñaste: amplitud, luz natural a raudales, elegancia y un sinfín de posibilidades para convertirlo en la vivienda que siempre imaginaste. Características destacadas: Superficie generosa y bien distribuida 4 amplios dormitorios con muchísima luz y espacio para crear ambientes acogedores 3 baños completos, funcionales y elegantes Salón majestuoso con ventanales que inundan la estancia de sol y calidez Gran cocina independiente, perfecta para los amantes del diseño y la gastronomía Este piso tiene un potencial extraordinario: puedes reformarlo a tu gusto y transformarlo en una joya personalizada, en pleno corazón de la ciudad. Ubicado en un edificio señorial, con presencia y carácter, con portero físico y todas las comodidades que hacen la vida más fácil Además, la vivienda tiene incluída una plaza de garaje en la misma finca, algo cada vez más escaso en Madrid. Ideal para familias, inversores o quienes buscan una propiedad de prestigio con alma propia. � Ubicación privilegiada, con todo al alcance: colegios, comercio de proximidad, transporte público, zonas verdes… vivir aquí es sinónimo de calidad de vida. A menos de 10 minutos del Parque del Retiro caminando. Un lujo de ubicación. VISÍTALO Y ENAMÓRATE Propiedades como esta vuelan en el mercado. Contáctanos hoy mismo y descubre por qué esta es la mejor oportunidad de la zona. ¡VEN A VERLO Y DESCÚBRELO POR TI MISMO!",False,good,False,6896.0,True,False,True,False,[],False,False,793000.0,€,830000.0,37000.0,4.0,True,True,flat,,"Estrella, Madrid",Piso en calle del Doctor Esquerdo,9,True,Estrella,True,
108922981,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/a1/50/1359047620.webp,,26,489900.0,flat,sale,81.0,2,2,calle de la Casa de Tilly,Madrid,Madrid,Vicálvaro,es,40.4027748,-3.5477161,False,https://www.idealista.com/inmueble/108922981/,"INMOVELILLA vende en exclusiva esta fantástica vivienda recién entregada, situada en una urbanización privada en el Cañaveral, uno de los barrios con mayor proyección de Madrid. Vivienda de 2 dormitorios, salón independiente con salida a terraza ideal para disfrutar al aire libre, cocina independiente con tendedero, 2 baños completos (uno en suite). Además, incluye plaza garaje y trastero. Las zonas comunes son de 10; - piscinas para refrescarte en verano, - gimnasio para mantenerte en forma sin salir de casa, - sala coworking y salón comunitario para tu día a día, - zonas verdes y áreas infantiles para disfrutar en familia, Excelente comunicación con el centro de Madrid, acceso rápido a las principales carreteras M45, M50, R3.. . Una vivienda ideal para quienes buscan calidad de vida, inversión o su primera vivienda. Impuestos y honorarios de la inmobiliaria no incluidos en el precio. Contacta con INMOVELILLA y ven a visitarla, ¡Te va a encantar!",True,good,False,6048.0,True,False,False,False,[],False,False,489900.0,€,,,,True,True,flat,,"El Cañaveral, Madrid",Piso en calle de la Casa de Tilly,6,True,El Cañaveral,True,
106334084,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/ab/fa/1307251325.webp,ADO0022,33,143000.0,chalet,sale,173.0,5,1,calle de los Jardines,Madrid,Nuevo Baztan,,es,40.3638992,-3.2427044,False,https://www.idealista.com/inmueble/106334084/,"Ubicada en un entorno único dentro del casco histórico de Nuevo Baztán, esta casa de piedra de 173 m² está disponible para reformar y adaptarla a tu gusto. En 2019 se renovó el tejado, por lo que la estructura está en buenas condiciones. La vivienda cuenta con un recibidor que distribuye las distintas estancias. En la planta baja encontrarás un amplio salón comedor con chimenea, una cocina con vistas al patio, dos dormitorios, un baño completo y un encantador patio de 40 m². En la planta alta, hay tres dormitorios más y un espacio perfecto para añadir un segundo baño. LA VIVIENDA CUENTA CON ALARMA CONECTADA 24 HORAS. Si deseas más información o quieres agendar una visita, ¡no dudes en contactarnos! Estaremos encantados de ayudarte a transformar esta propiedad en la casa de tus sueños. [IW].",False,good,False,827.0,True,False,False,False,[],False,False,143000.0,€,,,,,,chalet,terracedHouse,Nuevo Baztan,Chalet adosado en calle de los Jardines,,,,,
36089316,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/b4/b8/1337205923.webp,1619,22,1175000.0,flat,sale,160.0,4,2,"Calle de Andrés Mellado, 19",Madrid,Madrid,Chamberí,es,40.4323064,-3.7147146,True,https://www.idealista.com/inmueble/36089316/,"INMOBROK ofrece en exclusiva este fantástico piso en la zona de Chamberí. Vivienda de 160 m2. Situada en una cuarta planta. Al entrar tenemos zona de recibidor – pasillo con ventana y desde allí se puede acceder a las distintas estancias. La cocina es independiente y está totalmente amueblada y equipada, con ventana a un patio luminoso. El amplio salón comedor tiene dos balcones hacia la calle Andrés Mellado, al igual que el dormitorio principal que tiene baño en suite. Tiene tres dormitorios más y un baño con ventana. Portero físico que vive en la finca. Actualmente arrendado.",False,good,False,7344.0,True,False,True,False,[],False,False,1175000.0,€,,,,,,flat,,"Gaztambide, Madrid","Piso en Calle de Andrés Mellado, 19",4,True,Gaztambide,True,
108915551,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/f4/46/1358824126.webp,1º A,3,980000.0,flat,sale,137.0,3,2,"calle Marqués de Portugalete, 16",Madrid,Madrid,Ciudad Lineal,es,40.4465434,-3.6449582,True,https://www.idealista.com/obra-nueva/108915551/,"La promoción se encuentra situada en los números 14 y 16 de la calle Marqués de Portugalete, muy próxima a nuestra Promoción del número 98 de la calle de Arturo Soria, se trata de un emplazamiento excepcional, con buena orientación y en una parcela muy despejada y con mucha luz natural, cerca del Centro Comercial Arturo Soria Plaza, y fáciles y rápidos accesos a la A2, M-30, Aeropuerto de Madrid Adolfo Suarez y al centro de la Ciudad.  La zona cuenta con todo tipo de servicios de alto nivel y prestigio: educativos, sanitarios, comerciales, etc. que aparte de la cercanía al centro de la ciudad, completan las dotaciones que confieren a la zona un alto grado de confort. 12 Viviendas con jardín o terraza El residencial se compone de 12 exclusivas viviendas en altura de planta baja más tres y zonas comunes con piscina y jardín. Las viviendas son de 2 y 3 dormitorios, contando con jardines privados en viviendas de planta baja, y amplias terrazas en las plantas 1ª a 3ª para disfrutar de su magnífica orientación.  Estado de la promoción  Suelos adquiridos  Comienzo de las obras en Abril de 2025  Entrega de viviendas prevista en Noviembre de 2026.",False,newdevelopment,True,7153.0,True,False,False,False,[],False,False,980000.0,€,,,,,,flat,,"Concepción, Madrid","Piso en calle Marqués de Portugalete, 16",1,True,Concepción,True,False
108915587,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/50/25/1358824195.webp,2º B,3,795000.0,flat,sale,107.0,2,2,"calle Marqués de Portugalete, 16",Madrid,Madrid,Ciudad Lineal,es,40.4465434,-3.6449582,True,https://www.idealista.com/obra-nueva/108915587/,"La promoción se encuentra situada en los números 14 y 16 de la calle Marqués de Portugalete, muy próxima a nuestra Promoción del número 98 de la calle de Arturo Soria, se trata de un emplazamiento excepcional, con buena orientación y en una parcela muy despejada y con mucha luz natural, cerca del Centro Comercial Arturo Soria Plaza, y fáciles y rápidos accesos a la A2, M-30, Aeropuerto de Madrid Adolfo Suarez y al centro de la Ciudad.  La zona cuenta con todo tipo de servicios de alto nivel y prestigio: educativos, sanitarios, comerciales, etc. que aparte de la cercanía al centro de la ciudad, completan las dotaciones que confieren a la zona un alto grado de confort. 12 Viviendas con jardín o terraza El residencial se compone de 12 exclusivas viviendas en altura de planta baja más tres y zonas comunes con piscina y jardín. Las viviendas son de 2 y 3 dormitorios, contando con jardines privados en viviendas de planta baja, y amplias terrazas en las plantas 1ª a 3ª para disfrutar de su magnífica orientación.  Estado de la promoción  Suelos adquiridos  Comienzo de las obras en Abril de 2025  Entrega de viviendas prevista en Noviembre de 2026.",False,newdevelopment,True,7430.0,True,False,False,False,[],False,False,795000.0,€,,,,,,flat,,"Concepción, Madrid","Piso en calle Marqués de Portugalete, 16",2,True,Concepción,True,False
107555781,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/2e/67/1331028297.webp,KP2-101,19,3630000.0,flat,sale,380.0,3,3,calle de Lagasca,Madrid,Madrid,Barrio de Salamanca,es,40.4224587,-3.6856606,False,https://www.idealista.com/inmueble/107555781/,"Madrid, Barrio de Salamanca. En precioso edificio histórico, piso de 180m² totalmente reformado por arquitecto y a unos pasos del Retiro. Galería de entrada como zona de estar, cocina integrada y totalmente equipada. Salón comedor muy amplio, con preciosa chimenea y patio privado para disfrutar todo el año. Suite principal con vestidor y baño, más dos dormitorios adicionales, que comparten baño. Mucho espacio de almacenaje. Además cuenta con un local comercial reformado de 140m2 y licencia turística. Zona privilegiada en el corazón de Madrid.",True,good,False,9553.0,True,False,False,False,[],False,False,3630000.0,€,,,,,,flat,,"Recoletos, Madrid",Piso en calle de Lagasca,1,True,Recoletos,True,
108760207,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/43/34/1354332985.webp,,44,929000.0,chalet,sale,309.0,5,4,calle Prado del Estudiante,Madrid,Torrelodones,Centro Comercial - Hospital,es,40.5639135,-3.9222371,False,https://www.idealista.com/inmueble/108760207/,"Hogares Torrelodones - Agencia inmobiliaria de Torrelodones y Hoyo de Manzanares. Pone a su disposición, chalet adosado en urbanización privada con piscina. En perfecto estado de conservación y excelentes calidades. Esta vivienda cuenta con ascensor, persianas motorizadas y A/C. Ubicado en una tranquila zona residencial junto a zonas verdes, centro comercial, colegios, hospital, transportes públicos, espacios naturales y accesibilidad inmediata autovía A-6. Distribuido en cuatro alturas: -Planta principal: Cocina amplia, baño y salón-comedor con acceso al jardín privado.  -Planta alta: Tres amplios dormitorios, dos baños completos, uno de ellos en suite. Además, la habitación principal y una individual, están conectadas por una amplia terraza. -Planta buhardilla: Estancia diáfana con amplia terraza y vistas espectaculares. -Planta semisótano: Amplia estancia muy luminosa gracias a su patio inglés, baño, zona de almacenaje y garaje para dos vehículos. *Aprovecha nuestros servicios FINANCIEROS exclusivos y realiza un estudio personalizado. Gracias a nuestros acuerdos con las principales entidades bancarias, ofrecemos a nuestros clientes, un gran abanico de posibilidades con las mejores soluciones hipotecarias. * Visite nuestra oficina en c/ Carlos Picabea Nº6, Torrelodones (Madrid) para más información. Realizamos todas las gestiones a su medida, para la COMPRA-VENTA-ALQUILER de su actual o futuro Hogar. - Torrelodones - Municipio del noroeste de la Comunidad de Madrid (España), situado a 29 kilómetros de Madrid. Por su localización entre la sierra de Guadarrama y el área metropolitana de la capital, está vinculado a dos comarcas madrileñas: la comarca agrícola de Guadarrama y la corona metropolitana de Madrid. Según datos oficiales de población cuenta con una población de 25 316 habitantes (INE 2024), distribuida en siete núcleos de población. Se encuentra a una altitud media de 845 m sobre el nivel del mar. Limita al norte con Hoyo de Manzanares, al este con Madrid a través del monte de El Pardo, al sur con Las Rozas de Madrid y al oeste con Galapagar. Los habitantes de este municipio se encuentran entre los de mayor renta per cápita de la Comunidad de Madrid. Los servicios, la hostelería y la construcción constituyen sus principales actividades económicas. El pueblo posee un interesante patrimonio artístico y natural y forma parte de dos rutas turísticas de la Comunidad de Madrid. Una de ellas es la Ruta Imperial, que sigue parcialmente el camino histórico empleado en el siglo XVI por el rey Felipe II en sus desplazamientos desde la ciudad de Madrid hasta el Real Sitio de El Escorial. La otra es la Ruta por los Castillos, Fortalezas y Atalayas, a la que queda vinculada por la atalaya de Torrelodones, una torre-vigía de origen andalusí. En lo que respecta a sus valores ambientales, buena parte de su territorio está protegido a través del parque regional de la Cuenca Alta del Manzanares y del parque regional del Curso Medio del Río Guadarrama y su Entorno. En su término se encuentra el Casino Gran Madrid, inaugurado en 1981 y primero existente en la Comunidad de Madrid, de gran importancia en la economía local del municipio, al ser la primera gran empresa radicada en el mismo.",True,good,False,3006.0,True,False,True,False,[],False,False,929000.0,€,,,,True,True,chalet,terracedHouse,"Centro Comercial - Hospital, Torrelodones",Chalet adosado en calle Prado del Estudiante,,,,,
103396898,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/fd/fb/1188432343.webp,,56,1950000.0,chalet,sale,820.0,5,5,camino REAL,Madrid,Las Rozas de Madrid,Molino de la Hoz,es,40.5340074,-3.9425901,False,https://www.idealista.com/inmueble/103396898/,"Crownston ofrece este fantástico chalet independiente, extraordinariamente singular, por sus acabados, su diseño castellano y sus amplísimos espacios interiores y exteriores, en una ubicación inmejorable dentro de Molino de la Hoz, Las Rozas, Madrid. La vivienda cuenta con un precioso jardín exterior y dos piscinas, una exterior, con zona de playa y gran solárium y otra interior, debidamente climatizada, ambas en perfecto estado de conservación. Una sala de billar y un gran salón de celebraciones, cocina, habitación con baño en-suite, bodega, área de spa con ducha y zona con preinstalación para sauna, añaden valor a esta propiedad llena de encanto y terminaciones muy particulares y de gran calidad. La planta baja, cuenta con 4 dormitorios, todos ellos con unas vistas impresionantes, unos al jardín privado y otros a la sierra, con unos preciosos balcones acristalados y 4 baños, dos de ellos en-suite con jacuzzi y ducha y un quinto, localizado en la zona exterior que da servicio a las pisicinas. Una cocina completamente equipada, un ampísimo salón comedor con chiminea y dos orientaciones con vistas a la sierra y al jardín y un precioso hall de entrada que da acceso a la planta superior, donde se encuentra una gran habitación, actualmente utilizada como despacho, también con chimenea y unas vistas espectaculares, completan el programa de esta magnífica propiedad. Por último, destacar el garaje cubierto con espacio para dos coches y el imponente porche exterior con columnas de granito de una sola pieza, área de barbacoa y fantásticas vistas a la Sierra de Madrid desde un jardín que ocupa una extensión de 1.687m2, con amplias zonas verdes y árboles de imponente tamaño, cipreses, abetos, palmeras y olivos, que combinan un ejercicio fantástico de jardinería y arquitectura de exteriores, dándole privacidad a la propiedad y aportando elegancia y calma en un entorno privilegiado.  Esta singular propiedad está situada en una excepcional zona residencial rodeada de zonas verdes, el Real Club de Golf de las Rozas, inmejorables vistas y todo tipo de servicios, educativos, sanitarios, sociales y de ocio. Los distintos accesos, como la carretera de La Coruña A-6, M-506, carretera del Escorial, M-50, estación de cercanías Las Matas a escasos 5 minutos y múltiples paradas de autobús en la propia urbanización, garantizan una fantástica comunicación. Se encuentra muy próximo a centros de ocio y compras como Heron City, Las Rozas Village, Gran Plaza 2, Európolis. Así como una gran diversidad de supermercados, colegios, polideportivos, bibliotecas y centros médicos como el Hospital HM Torrelodones. El municipio de Las Rozas se encuentra en el noroeste de Madrid a 19km de la capital y ofrece una gran cantidad de servicios y actividades inmejorables.",True,good,False,2378.0,True,False,True,True,[],False,False,1950000.0,€,,,,True,True,chalet,independantHouse,"Molino de la Hoz, Las Rozas de Madrid",Casa independiente en camino Real,,,Molino de la Hoz,,
103178029,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/b4/7c/1260773251.webp,,19,550000.0,flat,sale,84.0,1,1,calle de Segovia,Madrid,Madrid,Centro,es,40.4144942,-3.7114804,False,https://www.idealista.com/inmueble/103178029/,"Madrid Histórico S. L. pone en venta en exclusiva este inmueble en una ubicación inmejorable en pleno corazón del Madrid de los Austrias. Ideal como inversión, ya que se le puede hacer el cambio de uso a vivienda. Con 84 metros cuadrados construidos, en una sola planta, distribuida en dos estancias y un cuarto de baño. Tiene dos amplios ventanales que dan a la calle. Confirmada viabilidad para cambio de uso tanto a inmueble residencial como a inmueble de alquiler turístico. Disponible el estudio de viabilidad para tal cambio. Calefacción por suelo radiante. Excelente ubicación. Gastos de comunidad: 30€.",True,good,False,6548.0,True,False,True,True,[],False,False,550000.0,€,,,,,,flat,,"Palacio, Madrid",Piso en calle de Segovia,bj,True,Palacio,False,
107705459,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/4f/61/1338410546.webp,TGG-2200221,69,1700000.0,penthouse,sale,215.0,4,3,avenida de Valdemarín,Madrid,Madrid,Moncloa,es,40.4681648,-3.78302,False,https://www.idealista.com/inmueble/107705459/,"TGG Inmobiliaria tiene el placer de presentarle en exclusiva este espectacular ático dúplex de 280 m2 de los cuales 80 corresponden a una preciosa terraza con vistas a la sierra de Guadarrama y al skyline del norte de Madrid, en una urbanización construida por Single Home en la Avenida de Valdemarín. Se trata de una urbanización exclusiva con edificios de tres alturas que convergen en un precioso y espacioso jardín en el extremo del cual hay una piscina. Cuenta con seguridad 24h, un equipo de mantenimiento y un muy amplio garaje. La propiedad incluye en el ático un amplío comedor, un salón, tres dormitorios, uno de ellos con vestidor, dos baños y un aseo, en el sótano un amplio trastero y dos plazas de garaje con capacidad hasta para tres coches situadas frente a la puerta de acceso al ascensor. La distribución del ático es la siguiente: en la planta principal hall de entrada de 5 metros de altura y escalera al piso superior, donde se dispone de un armario ropero y un baño de invitados. Espacioso comedor/biblioteca con agradables ventanales a los jardines de la finca. La cocina, recientemente reformada y ampliada, totalmente equipada con electrodomésticos y mobiliario de primera calidad. Cuenta con un espacio independiente para lavado y planchado y otro para un práctico tendedero. El dormitorio principal destaca por su amplitud y exclusividad, con un vestidor de grandes dimensiones y baño en suite que reflejan el más alto nivel de diseño. Completan la zona de descanso otros dos amplios dormitorios y un baño completo, uno de los cuales cuenta con un espacio diferenciado para estudios o juegos.  En la planta superior encontramos un precioso salón acristalado de unos 40m2 con dos espacios diferenciados y con acceso a la inmensa terraza en L con increíbles vistas a la sierra de Guadarrama de un lado y al skyline de Madrid de otro y adornada de una crecida vegetación de plantas y árboles.  Este exclusivo ático, ofrece un nivel de confort excepcional gracias a su sistema de calefacción de gas natural por suelo radiante y un buen sistema de aire acondicionado y bomba de calor, con termostatos independientes en cada habitación en la planta baja. La alta dispone de dos potentes splits de aire acondicionado y bomba de calor que junto con un eficiente aislamiento e impermeabilización garantizan el máximo confort durante todo el año. La exquisita elección del suelo de madera en la planta inferior y de piedra natural gris en el piso superior completan la sensación de una casa con atmósfera personal y delicada. Se trata de una casa extensa, pero acogedora y elegante. En el corazón de Valdemarín, una de las zonas más exclusivas de Madrid, la ubicación es inmejorable.  Con acceso inmediato a la A6 y la M40 y conexión con Moncloa mediante autobuses de la EMT, muy próxima a las estaciones de tren de Aravaca y El Barrial. Se añaden a ello la cercanía a centros comerciales y zonas de ocio a las que se llega fácilmente a pie si se desea, pero que no provocan ruidos ni interfieren en la tranquilidad de la urbanización; colegios privados, clínicas y clubes deportivos completan la oferta de equipamiento de esta propiedad.  Una oportunidad única para quienes buscan calidad de vida en un entorno sofisticado y bien comunicado. SI ESTÁ PENSANDO EN VENDER O ALQUILAR UNA PROPIEDAD, CUENTE CON LA INMOBILIARIA MEJOR VALORADA DE NUESTRA ZONA: TGG INMOBILIARIA. Los datos de este anuncio son meramente informativos, no vinculantes ni contractuales, y pueden ser susceptibles de contener errores. Se informa al cliente que los gastos de notaría, tasación, registro, gestoría, impuesto de transmisiones, gastos financieros, gastos de gestión u honorarios de intermediación de la agencia, y/o cualquier otro gasto inherente a la compraventa, no están incluidos en el precio publicado y corresponden a la parte compradora.",True,good,False,7907.0,True,False,True,True,[],False,False,1700000.0,€,,,,True,True,flat,penthouse,"Valdemarín, Madrid",Ático en avenida de Valdemarín,1,True,Valdemarín,True,
