propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,newDevelopmentFinished
108166814,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/33/72/1335850984.webp,3529-00312,75,945000.0,chalet,sale,495.0,6,5,calle Segura,Madrid,Villaviciosa de Odón,El Bosque,es,40.3943466,-3.9212123,False,https://www.idealista.com/inmueble/108166814/,"Remax Hunter pone a su disposición este excelente Chalet independiente con parcela de 1500 metros totalmente ajardinados. Disponemos de estupenda piscina muy bien ubicada, cenador acristalado de grandes dimensiones junto a zona de asados donde podemos disfrutar de gratas reuniones con familia y amigos en una de las mejores situaciones con vistas inmejorables dentro de la urbanización. Garaje de gran capacidad donde podemos habilitar estancia para cuatro vehículos. Gran terraza con vistas a la sierra de Guadarrama. La vivienda tiene una construcción excelente. Accedemos a la vivienda donde encontramos una muy buena distribución interior. Hall amplio que distribuye a la izquierda gran salón-comedor con chimenea y acceso directo al exterior donde encontramos porche muy generoso que rodea la vivienda y comunica directamente con jardín, piscina y zona de recreo bien habilitada con cenador acristalado y barbacoa donde gozamos de gran terraza y vistas excelentes a la sierra. Desde el hall accedemos a espectacular cocina desde la que también accedemos al porche, jardín y zona de recreo y así como a zona de servicio con habitación y baño independientes. A la derecha del hall encontramos baño completo y dos dormitorios dobles. En planta primera accedemos a dos dormitorios dobles, ambos con terraza independiente, uno de ellos con baño muy amplio en suite. Disponemos también de estancia abuhardillada y baño completo en pasillo. Desde hall bajamos a la planta sótano donde disponemos de gran salón, dormitorio con chimenea y acceso a enorme vestidor, destacamos el baño en suite por sus dimensiones excepcionales. Desde esta zona accedemos a garaje y gran espacio de almacenaje cerrado dentro de la estancia. Destacamos el conjunto de edificación y jardín, muy armonioso y gran sensación de amplitud en todas las estancias. Esperamos su atención. Disponemos de servicio financiero con asesoramiento gratuito.",True,good,False,1909.0,False,False,True,True,[],False,False,945000.0,€,975000.0,30000.0,3.0,True,True,chalet,independantHouse,"El Bosque, Villaviciosa de Odón",Casa independiente en calle Segura,,,,,
101491782,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/80/db/1189096879.webp,XAL_50,81,1175000.0,chalet,sale,1250.0,9,8,"calle asturias, 21",Madrid,Villaviciosa de Odón,Castillo - Campodón,es,40.357399,-3.8754036,True,https://www.idealista.com/inmueble/101491782/,"¡GRAN OPORTUNIDAD! S15 Real Estate comercializa en EXCLUSIVA, SIN COMISIONES PARA EL COMPRADOR, esta espléndida terreno, con dos propiedades, en la Urbanización de Campondón, Villaviciosa de Odón.,  Parcela única en la zona de los Castillos, Campodón - Villaviciosa de Odón por la totalidad de m2 de los que dispone y por su ubicación, gran oportunidad para Inversores. Propiedades construidas sobre una estupenda parcela de 1980m2, cuenta con piscina, una fantástica zona ajardinada muy arbolada, y perfectamente consolidada.  La casa principal dispone de tres plantas, con la siguiente distribución, Planta sótano encontramos amplio distribuidor desde el que accedemos por un lado a un fantástico salón con bodega, zona de juego con mesa de billar, aseo y un dormitorio con zona de estar y baño. Por otro lado, a dos dormitorios con baño y por último a un amplio garaje con zona de trastero. Planta principal, dispone de una terraza cubierta con arcada perimetral. Accedemos a la vivienda encontrando un elegante recibidor con armario gabanero y puerta acristalada que da acceso a un amplio salón comedor, dispuesto en dos alturas, por un lado, zona de comedor y por otro, zona de estar con chimenea.  Continuamos y accedemos a la cocina, totalmente reformada, que dispone de zona de office, salón comedor, con cuarto despensa, zona de lavado y planchado. En esta zona, junto al cuarto de plancha, encontramos un dormitorio de servicio con baño. Regresamos al Salón-comedor donde encontrando a la derecha una zona independiente, con dos dormitorios, dos baños, pequeña cocina y un precioso salón con chimenea al que se puede acceder, de forma independiente, desde la entrada principal. Subimos a la primera planta, distribuidor y zona de dormitorios. Dormitorio principal con baño completo en suite, vestidor y terraza. Otros dos dormitorios, un baño completo, terraza y zona vestidor. La construcción es de cimentación en zanja corrida, muros de ladrillo macizo y estructura de acero laminado, formados de cerámica armada, cubierta de teja curva. Ultima reforma realizada en 2011. Amplio garaje semicubierto para unos 8 coches, con puerta de acceso automática. Se trata de una propiedad con muchas posibilidades, con una fantástica ubicación en la lujosa urbanización de Campodón, Villaviciosa de Odón. A tan sólo 15 minutos del centro de Madrid, esta urbanización dispone de todos los servicios principales a mano, supermercados, centro de salud, hospitales públicos y privado, colegios, universidades, restaurantes, centros comerciales, farmacias, centros de salud y centros deportivos.",True,good,False,940.0,True,False,True,True,[],False,False,1175000.0,€,,,,True,True,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón","Casa independiente en calle asturias, 21",,,,,
108704971,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/c7/bd/1355460108.webp,IEM-ESPRON-VIRGI,34,522000.0,flat,sale,130.0,4,2,Barrio Nuevos Ministerios-Ríos Rosas,Madrid,Madrid,Chamberí,es,40.4392171,-3.7003729,False,https://www.idealista.com/inmueble/108704971/,"EXCLUSIVA OPORTUNIDAD – Inmobiliaria Eduardo Molet, pone en exclusiva a la venta la NUDA PROPIEDAD de un precioso piso situado en 5º planta exterior con ascensor en Edificio Clásico del 1919, en una de las zonas más demandadas y prestigiosas de Madrid. Los actuales propietarios de 68 y 69 años mantendrán el USUFRUCTO VITALICIO hasta el último de sus días.  Superficie:   El inmueble tiene una superficie de 130 m² según datos Catastrales, de los cuales 119 m² corresponden a vivienda y 11 m² a zonas comunes del edificio.   En escritura figuran 98,97 m²   Distribución actual:  Amplio hall de entrada.  Salón-comedor de grandes dimensiones con cocina integrada y espacios claramente diferenciados: Zona de estar y descanso, zona de comedor, biblioteca y zona de cocina, un espacio además inundado de luz natural ya que dispone de un balcón y un precioso mirador antiguo a la calle.   4 dormitorios amplios.  2 baños completos.  Luz natural en todas las estancias de la vivienda, tanto la parte de salón-comedor-cocina con vistas a la calle como los dormitorios y baños que dan a patios abiertos y todas las estancias disponen de ventana  Estado y posibilidades: La vivienda se encuentra en un excelente estado de conservación, aunque admite reconfiguración de espacios adaptándose a nuevas necesidades. Su encanto reside también en sus techos altos, suelos de madera natural, y la elegancia de un piso con personalidad única.  La finca: Construida en 1919 Muy cuidada y con ascensor Solo 2 vecinos por planta (comunidad tranquila y respetuosa), 110 euros de gastos de comunidad y 875 euros de IBI anual. ITE pasada favorablemente en 2020 Próxima inspección: 2030  Ubicación privilegiada: Ubicado en una de las calles más emblemáticas y solicitadas de Madrid, con todos los servicios, comercios, colegios, zonas verdes y transporte público a pocos pasos.  La vivienda esta situada en una bonita finca, proyectada en 1917 y finalizada en 1919 por el arquitecto Francisco Pingarrón Yárritu (discípulo de Manuel Álvarez Naya), es un claro ejemplo de las primeras expresiones de la arquitectura moderna en Madrid, con raíces en el modernismo madrileño temprano y los primeros pasos hacia el racionalismo arquitectónico Estilo arquitectónico:  Modernismo madrileño de transición: Combina ornamentación decorativa de influjo Art Nouveau (aunque bastante contenida) con una composición más sobria y funcional, típica de los años 1910.  Primeros signos de racionalismo urbano: La planta y fachada muestran una tendencia hacia una arquitectura más habitual, práctica y austera, anticipando el racionalismo que dominaría en décadas posteriores. En ese periodo, Madrid acogió un movimiento que partía del modernismo y evolucionaba hacia un lenguaje más racionalista, especialmente en edificios residenciales como este. La fachada, el conjunto y los detalles del inmueble reflejan esa fase de transición.  Esta calle se ubica en el distrito de Chamberí, uno de los barrios más codiciados y con mayor Ubicación privilegiada en Chamberí, Zona residencial tranquila, pero con gran vida urbana.  Muy bien comunicada, cerca de importantes avenidas como Paseo de la Castellana o José Abascal.  Ideal para quienes buscan vivir en el centro sin renunciar a la tranquilidad.  A pocos minutos a pie de varias estaciones de metro como Ríos Rosas, Alonso Cano o Nuevos Ministerios ( conexión directa al aeropuerto y Cercanías).  Varias líneas de autobuses y fácil acceso a la M-30   En el precio de la vivienda no están incluidos los siguientes gastos:  Impuesto de transmisiones patrimoniales ( 6%)  Notaría ( entre 0,2 y 0,5%)  Registro de la Propiedad ( entre 0,1% y 0,3%) Estos costes se pagan aparte y se tienen que tener en cuenta al...",True,good,False,4015.0,True,False,False,False,[],False,False,522000.0,€,,,,,,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso,5,True,Nuevos Ministerios-Ríos Rosas,True,
108766248,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/7a/57/1356400944.webp,5709,29,1350000.0,flat,sale,128.0,3,2,calle de Viriato,Madrid,Madrid,Chamberí,es,40.4344434,-3.6945267,False,https://www.idealista.com/inmueble/108766248/,"Piso reformado en la zona de Almagro, barrio de Chamberí. La vivienda ocupa una entreplanta exterior de un bonito edificio con ascensor y servicio de conserjería. La reciente reforma contempla una distribución con salón y comedor exteriores con dos ventanas que le proporcionan muchísima luminosidad y una cocina abierta con electrodomésticos panelados. La zona de noche esta compuesta de tres dormitorios, uno en suite con cama king size y vestidor otros dos que comparten un segundo baño completo. Puertas de suelo a techo que dan sensación de mucha amplitud, molduras con iluminación indirecta, armarios empotrados a medida.  .",True,good,False,10547.0,True,False,True,False,[],False,False,1350000.0,€,,,,,,flat,,"Almagro, Madrid",Piso en calle de Viriato,1,True,Almagro,True,
108909386,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/b6/0d/1358624147.webp,295804,19,210000.0,flat,sale,70.0,2,1,Barrio Vírgenes,Madrid,Leganés,Centro,es,40.3283686,-3.7716268,False,https://www.idealista.com/inmueble/108909386/,"VÍRGENES - LEGANÉS (MADRID). GRAN OPORTUNIDAD POR ZONA. VENTA de Piso 70m2 en una de las zonas más tranquilas y apreciadas de Leganés, se encuentra este encantador piso que combina confort y estilo en un ambiente acogedor. La propiedad ofrece un amplio salón que proporciona una luminosidad excepcional gracias a sus grandes ventanas, perfectas para disfrutar de la luz natural durante todo el día. Ofrece dos habitaciones, ideales para adaptarse a tus necesidades, ya sea como dormitorios, oficina o espacio de juego. La cocina está equipada con los electrodomésticos necesarios, brindando funcionalidad y espacio de almacenamiento, y dispone de acceso directo a un amplio patio interior donde podrás disfrutar de tus momentos de ocio al aire libre. El baño, moderno y bien distribuido, cuenta con todos los elementos para tu comodidad.  El Piso cuenta con buena distribución para maximizar el uso del espacio, para entrar a vivir, cocina independiente amueblada y equipada, con suelos de cerámica en cocina, baño y terraza, y el resto del piso con tarima, sistemas de calefacción con aire acondicionado y con radiadores de luz azul que proporcionan un bajo consumo y garantizan un ambiente cálido en los meses más fríos, ventanas PVC oscilobatientes y climalit todas con mosquiteras, habitación con armario empotrado.  Ubicado en distrito de Vírgenes, zona con ambiente muy tranquilo, se encuentra rodeado de diferentes opciones de ocio, como parques, cafeterías y restaurantes, ofreciendo múltiples oportunidades para disfrutar de la gastronomía local y realizar actividades al aire libre.  Con fácil acceso a diversas líneas de metro y autobús, asegurando conexiones rápidas con el centro de Madrid y otras áreas importantes de la comunidad. Esto lo convierte en un lugar perfecto para aquellos que buscan la tranquilidad de un barrio residencial sin renunciar a la cercanía a la ciudad.  Ven a descubrir este espectacular piso en VÍRGENES - LEGANÉS (MADRID) y haz de este lugar tu nuevo hogar.  ( El PVP indicado no incluye impuestos ni gastos de Escritura ).  PARA PROPIETARIOS:  ¿Necesitas vender para comprar? te ayudamos coordinándolo todo y con hipoteca cambio de casa. ¿Tienes prisa en vender? te ofrecemos una venta rápida con todas las garantías. ¿Necesitas una hipoteca? en donpiso la encuentras y en condiciones preferentes. ¿Herencias? , ¿Divorcios? , te ayudamos y coordinamos todo. Infórmate:.",False,good,False,3000.0,True,False,False,False,[],False,False,210000.0,€,,,,,,flat,,"Vírgenes, Leganés",Piso,1,,Vírgenes,False,
108677936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/27/40/1354687234.webp,,23,3420000.0,flat,sale,325.0,4,5,calle de Covarrubias,Madrid,Madrid,Chamberí,es,40.4292134,-3.6983309,False,https://www.idealista.com/inmueble/108677936/,"Planta 4ª 325m² (269m² de vivienda y 56m² de local/garaje en planta calle) 3 dormitorios con 3 baños en suite 1 dormitorio servicio con 1 baño en suite 1 baño invitados Zona lavandería y office en cocina Reformada con calidades de lujo:  -Suelo de tarima natural -Ventanas Cortizo (COR70) con bisagras y manillas ocultas -Griferías marca extra lujo italiana  -Baños con mármoles en encimera, embocados y duchas  -Duchas con cabinas de forja -Interruptores y enchufes níquel pulido (marca premium inglesa) -Cocina con puertas acristaladas de forja y totalmente equipada con electrodomésticos última gama  -Carpinterías de diseño en jambas, ventanas y rodapiés. -Puertas de gran formato en altura 255cm con manillas especiales en níquel pulido -Molduras en los techos de 3 metros -3 zonas de climatización independientes Entrada principal y de servicio Garaje a pie de calle para dos coches, motos y almacén. Dispone de 2 ventanas a patio interior con altura de primera planta. Posibilidad de uso de local y vivienda. Esto es súper exclusivo!  Trastero de buenas dimensiones en planta sótano Calefacción central Portero con vivienda en la finca IBI: 1.471€ GGCC: 519€.",False,good,False,10523.0,True,False,True,False,[],False,False,3420000.0,€,3550000.0,130000.0,4.0,True,True,flat,,"Trafalgar, Madrid",Piso en calle de Covarrubias,4,True,Trafalgar,True,
108704697,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/fe/06/1353222229.webp,IEM-DOFLE-VIR,41,447500.0,flat,sale,165.0,2,2,Barrio Nueva España,Madrid,Madrid,Chamartín,es,40.4625574,-3.6868023,False,https://www.idealista.com/inmueble/108704697/,"� VENTA DE NUDA PROPIEDAD – EXCLUSIVO PISO EXTERIOR CON GARAJE Y TRASTERO EN FINCA DE LUJO – ZONA PRIME DE MADRID  Inmobiliaria Eduardo Molet pone en exclusiva la venta de la NUDA PROPIEDAD de una preciosa vivienda en una de las zonas mas privilegiadas de Madrid, los actuales propiedades de 67 y 68 años, mantendrán el USUFRUCTO VITALICIO hasta el último de sus días. Oportunidad de inversión a medio-largo plazo en una de las zonas más cotizadas ya que se trata de una magnífica vivienda exterior, con plaza de garaje y amplio trastero, situada en una finca representativa y muy cuidada. � Características principales del inmueble: Superficie catastral: 165 m² (107 m² de vivienda + 58 m² de zonas comunes) Superficie escriturada: 120 m² Incluye: plaza de garaje en el mismo edificio (para dos coches medianos) y trastero espacioso �️ Distribución y estado: Hall de entrada con gran armario ropero Amplio salón-comedor abierto al despacho (posibilidad de reconvertir en tercer dormitorio) Cocina independiente con tendedero 2 dormitorios + despacho (antes tercer dormitorio) 2 baños completos (uno en suite) Estancias exteriores: salón, despacho y dormitorio principal. Reforma integral de alta calidad � Calidades y equipamiento: Suelos cerámicos Paredes lisas Ventanas PVC Climalit blancas Aire acondicionado Calefacción y agua caliente centrales con individualizadores Puerta principal y puerta de servicio � La finca: Construida en 1965, excelente estado de conservación ITE favorable: 2021 (y anteriores en 2007 y 2016) Portal representativo, adaptado a personas con movilidad reducida Portero físico, ascensor y montacargas Garaje con acceso cómodo � Gastos: Comunidad: 187 €/mes (calefacción y agua aparte) IBI anual: 1.105 € VENTAJAS DE INVERTIR EN LA ZONA DE NUEVA ESPAÑA DE MADRID: Barrio residencial de nivel alto, tranquilo, con muchas familias  Alto nivel de renta, con numerosos residentes ilustres: Florentino Pérez, Gloria Fuertes, Dámaso Alonso, Pío García Escudero  Servicios y equipamientos: Amplia oferta de colegios públicos, concertados y privados, entre ellos El Recuerdo, Sagrados Corazones, San Agustín, Colegio Alemán  Embajadas y sedes corporativas (Telefónica, BBVA…). Centros comerciales, gimnasios, farmacias, supermercados, restaurantes y bares. Espacios verdes y culturales Parque del Cuarto Depósito: jardín, laberinto de agua, zona infantil, exposiciones y vegetación  Parque de Berlín y proximidad al Estadio Santiago Bernabéu, el Auditorio Nacional (National Music Auditorium)  Fundación Canal (dos sedes, exposiciones gratuitas y de pago)  Edificios y museos relevantes Arquitectura notoria: edificios de Telefónica y Torre BBVA en Plaza de Cuzco  Proximidad a importantes centros culturales: Museo del Prado, Reina Sofía, y la Casa de la Arquitectura en Nuevos Ministerios. Ocio y vida local Paseo de la Castellana ofrece tiendas, cafés y restaurantes  Zona tranquila, ideal para familias y profesionales; al mismo tiempo, cerca de centros dinámicos como AZCA y Castellana  � Ubicación inmejorable, rodeado de servicios, comercios, zonas verdes y excelentes comunicaciones. Una inversión segura y con gran proyección. En el precio de la vivienda no están incluidos los siguientes gastos:   Impuesto de transmisiones patrimoniales ( 6%)  Notaria ( entre 0,2 y 0,5%)  Registro de la propiedad ( entre 0,1% y 0,3%) Estos costes se pagan aparte y deben tener en cuenta al calcular el gasto total de la compra � Contáctanos para más información o para concertar una visita.",True,good,False,2712.0,True,False,False,False,[],False,False,447500.0,€,,,,True,True,flat,,"Nueva España, Madrid",Piso,1,True,Nueva España,True,
108730531,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/9b/90/1353449206.webp,07760,35,325000.0,flat,sale,84.0,3,2,Villalba Estación,Madrid,Collado Villalba,Villalba Estación,es,40.6313922,-3.9999466,False,https://www.idealista.com/inmueble/108730531/,"EXCELENTE piso super luminoso, totalmente reformado y en pleno centro de Collado Villalba, se encuentra este magnífico piso en venta en una de las urbanizaciones más consolidadas y demandadas, rodeado de frondosos árboles y abundante vegetación, provista de piscina, sala de juntas y de reuniones, pista multiusos, parques infantiles…. ideal para INVERSORES por su alta demanda en alquiler o para una familia…. DISTRIBUCION Con una superficie construida de 105m2, este piso te ofrece todo lo que necesitas para disfrutar de una vida cómoda y funcional. Consta de tres dormitorios y dos baños completos, uno de ellos en suite.  Cocina moderna y totalmente equipada con lavavajillas y frigorífico panelados.  Luminoso salón con salida a una gran terraza donde podrás disfrutar de unas vistas espectaculares, ideal para relajarte y disfrutar de momentos únicos. La privacidad y tranquilidad están garantizadas en este inmueble. No podemos olvidar mencionar que el piso incluye trastero de grandes dimensiones, y plaza de garaje. ESTA CASA ES ESPECIAL: Ya que se encuentra en el casco urbano, dentro de un oasis lleno de vegetación y zonas verdes con sus zonas comunes. Próximo a colegios, zonas comerciales, y de ocio, centros médicos,parques casa de la cultura, biblioteca… ES IMPORTANTE SABER QUE: Está situada en zona céntrica de Collado Villalba, a escasos metros de la C/ Real, resguardada de ruidos y otras molestias. A pocos pasos tienes acceso al Zoco de Villalba con las líneas de autobuses interurbanos directos a Madrid, con alta frecuencia de paso cada 5 minutos para desplazarte a Madrid capital para trabajar o estudiar y llegar en tan solo 30'. También tienes accesibles otros pueblos de la sierra donde puedes escaparte a entornos naturales como los que ofrece el Puerto de Navacerrada ó Cercedilla entre otros. La estación de RENFE a escasos 10 minutos No dejes pasar esta oportunidad, ¡contacta con nosotros y ven a visitarlo! Características básicas •105 m² construidos •Cocina totalmente reformada con electrodomésticos  •3 habitaciones •2 baño •Terraza •Segunda mano/buen estado •Trastero •Construido en 1972 •Calefacción individual, Gas natural, Caldera Saunier Duval Edificio •Planta 2ª exterior equivalente a un primero •Urb. con piscina, pista multiusos, zonas comunes, parques infantiles, sala para reuniones y cumpleaños NO COBRAMOS HONORARIOS AL COMPRADOR CONSEGUIMOS LA MEJOR FINANCIACIÓN Certificado energético •Consumo: E268 kWh/m² año • •Emisiones: E56 kg CO2/m² año.",True,good,False,3869.0,True,False,True,False,[],False,False,325000.0,€,,,,True,True,flat,,"Villalba Estación, Collado Villalba",Piso,2,True,,False,
108689130,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/5c/0b/1354586376.webp,005546-908,20,180000.0,flat,sale,68.0,2,1,Barrio San Diego,Madrid,Madrid,Puente de Vallecas,es,40.3918874,-3.6663188,False,https://www.idealista.com/inmueble/108689130/,"Inmosai vende magnífica vivienda de dos amplios dormitorios. La propiedad cuenta con una cocina independiente que se queda completamente equipada para el quehacer culinario del hogar.   El inmueble cuenta amplio salón con salida a una hermosa terraza, además de tener calefacción por gas natural, aire acondicionado y un cuarto de baño completo.     Ubicación privilegiada cerca de zona comercial, colegios, Centros de Salud y parques infantiles. A muy poca distancia de la parada de metro y autobuses.     Contacte con nosotros ahora para fijar un día y una hora para que usted pueda visitar esta vivienda que sin duda alguna puede ser lo que usted necesita.",False,good,False,2647.0,True,False,True,False,[],False,False,180000.0,€,185000.0,5000.0,3.0,,,flat,,"San Diego, Madrid",Piso,3,True,San Diego,False,
108711811,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/a7/e7/1352873918.webp,93467,27,649000.0,flat,sale,109.0,3,1,plaza de Tirso de Molina,Madrid,Madrid,Centro,es,40.4115167,-3.7069278,False,https://www.idealista.com/inmueble/108711811/,"Magnífica vivienda en el corazón de La Latina. Te presentamos esta fantástica vivienda de 109 m² situada en una quinta planta con ascensor, en una de las zonas más auténticas y con más encanto de Madrid: el barrio de La Latina. La propiedad cuenta con una amplia zona de salón-comedor, ideal para crear distintos ambientes de descanso y ocio, desde donde se pueden disfrutar de vistas idílicas a los tejados de Madrid. Dispone de tres dormitorios con armarios empotrados, un baño completo, y una cocina independiente completamente funcional. Los suelos son de gres cerámico, lo que aporta frescura y durabilidad, la carpintería interior es de madera y la exterior de aluminio, garantizando buen aislamiento. Además, el piso cuenta con calefacción y agua caliente por gas natural, y puerta blindada para mayor seguridad. El edificio ofrece servicio de portería y ascensor. La finca está situada en una zona con excelentes comunicaciones: diversas líneas de metro cercanas Metro: La Latina (L5), Puerta de Toledo (L5) y Tirso de Molina (L1). Autobuses EMT: Líneas cercanas como la 17, 18, 23, 35, 60 y M1, que conectan con Sol, Plaza Mayor, Atocha, y otras zonas céntricas. Ubicado en una de las zonas más vibrantes de Madrid, estarás rodeado de calles con historia, vida cultural y gastronómica. A pocos pasos encontrarás: El Mercado de la Cebada La Plaza de la Cebada y la Plaza de la Paja La Basílica de San Francisco el Grande El Rastro (domingo) Cercano también a Madrid Río y al Palacio Real Una oportunidad única de vivir en el centro de Madrid con todas las comodidades modernas. Grupo Mejocasa es un equipo dedicado a ofrecer el mejor servicio inmobiliario en toda la Comunidad de Madrid. Contamos con cuatro oficinas estratégicamente ubicadas en Chamberí-Centro, Ciudad Lineal-Salamanca, Hortaleza-Las Tablas y Canillejas-Vicálvaro, lo que nos permite tener un amplio conocimiento y alcance en todas las zonas de la ciudad. Nos enorgullece ofrecer un servicio integral gracias a nuestro método de trabajo, que abarca todos los aspectos necesarios para garantizar una experiencia inmobiliaria satisfactoria. No solo nos especializamos en la compra y venta de propiedades, sino que también brindamos un asesoramiento completo para que nuestros clientes tomen decisiones informadas y seguras.",False,good,False,5954.0,True,False,True,False,[],False,False,649000.0,€,,,,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en plaza de Tirso de Molina,5,False,Lavapiés-Embajadores,True,
