propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,newDevelopmentFinished,parkingSpace.parkingSpacePrice
108790300,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/21/9e/1355196112.webp,24,2,398000.0,flat,sale,78.0,True,1,1,avenida de Francisco Pi y Margall,Madrid,Madrid,Hortaleza,es,Sanchinarro,40.4930112,-3.6611015,False,https://www.idealista.com/inmueble/108790300/,"Living la Moraleja ofrece en exclusiva, fantástico piso en venta de 78 m2 en Sanchinarro, en una de las arterias principales, frente al Hospital de La Moraleja, con fácil acceso a la A1, M30, etc.  La vivienda es totalmente exterior y cuenta con un dormitorio, salón, amplia cocina y garaje y trastero incluidos en el precio. El apartamento es muy luminoso, está en muy buen estado, paredes lisas, persianas eléctricas, gas natural y aire acondicionado por split.  En cuanto a la urbanización es cerrada y cuenta con zonas comunes muy cuidadas y completas: pista de pádel, piscina y zonas verdes. Además de conserje 24 horas. Posee un amplio trastero y plaza de garaje. Se encuentra en una de las zonas más desarrolladas de Madrid, fantástica comunicación y dotada de todos los servicios para ofrecerte una experiencia de vida cómoda y agradable. Ven a visitarlo ¡ Te encantará!",False,good,False,True,5103.0,False,False,False,False,[],False,False,398000.0,€,True,True,flat,"Sanchinarro, Madrid",Piso en avenida de Francisco Pi y Margall,,,,,,,
108854803,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/82/56/1357087125.webp,27,5,970000.0,flat,sale,125.0,True,2,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4250214,-3.6738187,False,https://www.idealista.com/inmueble/108854803/,"**Piso en Venta en Goya, Distrito Salamanca** ¡Descubre tu nuevo hogar en el corazón de Goya! Este espectacular piso de 125 m² construidos te ofrece un amplio salón/comedor que se abre a una encantadora terraza de 5 m², ideal para disfrutar del aire libre. La cocina integrada al comedor proporciona un espacio funcional y moderno, perfecto para compartir momentos inolvidables con familiares y amigos. Con dos cómodos dormitorios, el principal cuenta con un baño en suite que añade un toque de privacidad y confort. Además, el piso dispone de otro baño completo, asegurando que todos tengan su propio espacio. La finca está equipada con dos ascensores y cuenta con portero físico, brindando seguridad y comodidad en tu día a día. La ubicación es inmejorable: rodeado de excelente comercio, ocio y una variada oferta de restauración. A solo unos pasos del Parque del Retiro, podrás disfrutar de paseos al aire libre y actividades recreativas. También hay una buena oferta educativa con colegios públicos, concertados y privados en las cercanías. Este piso, en segunda mano pero en muy buen estado, cuenta con calefacción central con contadores independientes y aire acondicionado para tu máximo confort. Con armarios empotrados y una terraza que aporta luz natural, este hogar es perfecto para quienes buscan calidad de vida en una de las zonas más emblemáticas de Madrid. ¡No pierdas la oportunidad de visitarlo!",False,good,False,True,7760.0,False,False,False,False,[],False,False,970000.0,€,,,flat,"Goya, Madrid",Piso,ec-lom,980000.0,10000.0,1.0,,,
107598644,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/35/8d/1317204339.webp,31,,1700000.0,chalet,sale,600.0,,9,5,"paseo de Navalafuente, 10",Madrid,Colmenar del Arroyo,,es,,40.4259466,-4.2008229,True,https://www.idealista.com/inmueble/107598644/,"¡Descubre el paraíso rural en Colmenar! Esta impresionante finca de 8 hectáreas ofrece un refugio de tranquilidad y lujo a solo 2,5 km de la plaza del pueblo. La propiedad está completamente vallada con piedra de granito natural y cemento, garantizando privacidad y seguridad. La casa principal, de 500 m², te recibe con una elegante cancela acristalada que da paso a un espacioso hall, salones acogedores, un comedor y una cocina totalmente equipada. Con 6 dormitorios y 4 baños, es ideal para familias numerosas o para aquellos que disfrutan de recibir invitados. El exterior es un sueño hecho realidad: varias terrazas y un porche dan acceso a una gran piscina rústica, perfecta para disfrutar del verano. Además, cuenta con vestuarios, aseos y un pequeño bar, así como una zona de barbacoa que complementa la experiencia al aire libre. La finca también incluye una casa del guarda de 220 m² y una cabaña independiente de estilo canadiense. Para los amantes de la naturaleza y la agricultura, la finca ofrece una zona agraria con instalaciones para vaquería, gallinero, cochiqueras y más. Un gran prado repleto de árboles como fresnos, encinas y frutales completa este oasis natural. La propiedad cuenta con acceso pavimentado e iluminado, instalación eléctrica subterránea y cinco pozos de agua potable. ¡No pierdas la oportunidad de vivir en este enclave único que combina confort, naturaleza y exclusividad!",False,good,False,,2833.0,False,False,False,False,[],False,False,1700000.0,€,True,True,chalet,Colmenar del Arroyo,"Casa independiente en paseo de Navalafuente, 10",FR-368,,,,independantHouse,,
108852196,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/35/4e/91/1357006770.webp,12,3,1130000.0,flat,sale,137.0,True,2,1,"calle de Hortaleza, 9",Madrid,Madrid,Centro,es,Chueca-Justicia,40.4207946,-3.7008571,True,https://www.idealista.com/inmueble/108852196/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este amplio piso de 137 m², situado en pleno centro, ofrece un luminoso salón exterior que invita a disfrutar de momentos inolvidables. Con dos acogedores dormitorios en la zona interior, este espacio se adapta perfectamente a tus necesidades. La cocina y el baño son funcionales, listos para que les des tu toque personal. La finca cuenta con ascensor y la comunidad tiene un coste de 153,17 €, lo que garantiza un entorno cómodo y bien mantenido. Además, la ubicación es inmejorable: rodeado de servicios y con excelentes conexiones de transporte. Incluye una plaza de garaje en la Plaza de Pedro Zerolo, un verdadero lujo en el centro de la ciudad. Este piso, construido en 1900, conserva el encanto de la época y ofrece la oportunidad de reformarlo a tu gusto. Con calefacción de gas natural y armarios empotrados, cada rincón está pensado para tu comodidad. No dejes pasar esta oportunidad única de vivir en una de las zonas más vibrantes de Madrid. ¡Ven a verlo y empieza a imaginar tu nueva vida aquí!",False,renew,False,True,8248.0,True,False,True,False,[],False,False,1130000.0,€,,,flat,"Chueca-Justicia, Madrid","Piso en calle de Hortaleza, 9",,,,,,,
108639934,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/aa/53/1350727119.webp,4,,268150.0,duplex,sale,113.0,True,3,2,Loeches,Madrid,Loeches,,es,,40.382735,-3.407961,False,https://www.idealista.com/obra-nueva/108639934/,"Edificio ente medianeras que consta de planta sótano, planta baja, 1ª planta y bajo cubierta. La edificación cuenta con piscina y zonas comunes. Consta de pisos y dúplex, plazas de aparcamiento y trasteros.",False,newdevelopment,True,True,2373.0,True,False,False,False,[],False,False,268150.0,€,True,True,flat,Loeches,Dúplex,Vivienda 9,,,,duplex,False,
107430759,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/19/8f/1312459032.webp,91,,599000.0,chalet,sale,514.0,,4,4,calle Granado y Naranjo,Madrid,Valdemorillo,Mojadillas - Parque de las Infantas - El Paraiso,es,,40.5286258,-4.06545,False,https://www.idealista.com/inmueble/107430759/,"Descubre el hogar de tus sueños en la exclusiva Urbanización El Paraíso, Valdemorillo, Madrid. Esta impresionante casa independiente reformada hace 6 meses casi en su totalidad, te ofrece un entorno residencial tranquilo, rodeado de naturaleza y con vistas panorámicas que te dejarán sin aliento. Con una excelente comunicación, estarás a solo 30 minutos de Madrid, disfrutando de mejoras recientes en los accesos. La vivienda, con 514 m² construidos, se distribuye en tres alturas. En la planta calle, un amplio recibidor te da la bienvenida, seguido de un salón con chimenea, un despacho ideal para trabajar desde casa, un aseo y una gran cocina, además de un espectacular patio interior. La planta superior alberga un salón galería, cuatro habitaciones y tres baños, perfectos para la comodidad de toda la familia. En la planta baja, encontrarás 196 metros destinados a 3 plazas de aparcamiento con puerta automática individual para cada uno, almacén y un pequeño invernadero. Además, la parcela de 1.300 m² cuenta con jardines privados, ideal para disfrutar del aire libre. La urbanización ofrece seguridad privada 24 horas y un club social para tu disfrute. Construida en 1993 y en muy buen estado ya que acaba de ser remodelada casi por completo, esta casa es perfecta como primera o segunda residencia. Dispone armarios empotrados, terraza, balcón y trastero. No pierdas la oportunidad de vivir en este enclave único que combina naturaleza y comodidad a la perfección. ¡Ven a conocerla!",True,good,False,,1165.0,True,False,False,False,[],False,False,599000.0,€,True,True,chalet,"Mojadillas - Parque de las Infantas - El Paraiso, Valdemorillo",Casa independiente en calle Granado y Naranjo,,,,,independantHouse,,
107949302,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/9b/8b/1330251324.webp,39,,429000.0,chalet,sale,120.0,,3,2,calle Gorbea,Madrid,San Lorenzo de El Escorial,La Pizarra,es,,40.6188321,-4.1202701,False,https://www.idealista.com/inmueble/107949302/,"Tu casa de ensueño empieza aquí: diseña y termina a tu gusto una vivienda única en plena naturaleza Imagina despertar cada día con excelentes vistas abiertas a la sierra de Madrid, rodeado de naturaleza, privacidad y luz. En la exclusiva urbanización La Pizarra, en San Lorenzo del Escorial, se encuentra esta oportunidad única: una estructura ya construida, esperando a que le des forma y alma. Ubicada sobre una parcela de 1.323 m², la propiedad ya cuenta con la estructura levantada, y con las ventanas ya instaladas, para una vivienda moderna de una sola planta, con 120 m² construidos (115 m² útiles), que se pueden ampliar hasta los 264 m² construidos. El proyecto contempla un diseño elegante y funcional: techos altos, grandes ventanales que inundan el espacio de luz natural y permiten disfrutar del paisaje en cada rincón. La vivienda está diseñada actualmente para albergar dos habitaciones y dos baños, además de un espacio de lavandería y amplio salón comedor con cocina abierta integrada, perfecto para compartir momentos en familia o con amigos. En el exterior, su amplia parcela da lugar a infinidad de posibilidades: gran zona verde con jardines, zona chill out, barbacoa, porche para vehículos o incluso cuarto técnico podrían ser algunas de las opciones a estudiar. Todo ello dentro de un perímetro vallado con acceso privado. La estructura ya construida es solo el punto de partida. Aquí no compras una casa: adquieres la posibilidad de crear tu hogar ideal, adaptado a tus necesidades, gustos y estilo de vida. Una inversión inteligente para quienes buscan una vivienda de lujo en una de las zonas más privilegiadas de la Comunidad de Madrid, a un precio más accesible que una vivienda terminada. Importante: Tanto el acceso dentro de la propia parcela como la vivienda necesitan ser acondicionadas y terminadas. Pero precisamente por eso, este proyecto te da la libertad de diseñar los exteriores a tu medida desde el inicio. En las fotografías te mostramos tanto el estado actual de la construcción, como nuestra propuesta de diseño para su futura finalización. Reserva ya tu cita y ven a conocerla. Oferta NO vinculante.  Impuestos y gastos no incluidos: ITP/IVA, gastos de Notaría, registro, honorarios, etc.",True,good,False,,3575.0,True,False,False,False,[],False,False,429000.0,€,,,chalet,"La Pizarra, San Lorenzo de El Escorial",Casa independiente en calle Gorbea,,,,,independantHouse,,
83454202,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/9a/fb/618324845.webp,14,4,2390000.0,flat,sale,160.0,True,3,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4299521,-3.6845676,False,https://www.idealista.com/inmueble/83454202/,"Espectacular inmueble en el exclusivo barrio de Recoletos junto al Parque del Retiro. Se trata de una vivienda recién reformada de diseño con las mejores calidades del mercado, una maravillosa combinación del estilo clásico junto a un estilo moderno. Se distribuye en un salón comedor con tres grandes ventanas a la calle, cocina totalmente equipada con electrodomésticos de alta gama, dos dormitorios amplios, el principal cuenta con cuarto de baño en suite y vestidor.  La vivienda se entrega totalmente reformada y amueblada, pudiendo utilizarse como domicilio particular o para su explotación en alquiler temporal o turístico. Destacar una memoria de calidades excelente en la que podemos encontrar maderas nobles, techos altos con molduras, domótica.. . Sin duda un hogar especial en una ubicación privilegiada. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,14938.0,False,False,False,False,[],False,False,2390000.0,€,True,False,flat,"Recoletos, Madrid",Piso,8008,,,,,,40000.0
107144780,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/ea/1a/1310432993.webp,7,bj,180000.0,flat,sale,44.0,True,1,1,calle del Miño,Madrid,Alcobendas,Alcobendas Centro,es,,40.5424286,-3.6385898,False,https://www.idealista.com/inmueble/107144780/,"¡Viviendas de Diseño en el Corazón de Alcobendas! ISABEL OCHOA 6 1 1 0 1 4 6 1 6 En el centro de Alcobendas, te ofrecemos este apartamento de alta calidad con un diseño moderno que optimiza al máximo cada metro cuadrado. Disfruta de un entorno único y céntrico, con espacios luminosos gracias a sus grandes ventanas y un diseño funcional y elegante que maximiza la comodidad. Características principales: Viviendas y materiales de 1ª calidad en todo el apartamento. Diseño optimizado: distribución inteligente que aprovecha al máximo el espacio, creando ambientes cómodos. Aislamiento acústico: para garantizar el máximo confort y tranquilidad en tu hogar, aún en el centro de la ciudad. Ubicación privilegiada: a un paso de todo lo que necesitas en el centro de Alcobendas: comercios, restaurantes, transporte público, etc. ¡No pierdas la oportunidad de vivir en uno de los apartamentos más exclusivos de la zona! Para más información o para agendar una visita, contacta con nosotros. ¡Te esperamos!",False,good,False,False,4091.0,False,False,False,False,[],False,False,180000.0,€,,,flat,"Alcobendas Centro, Alcobendas",Piso en calle del Miño,,218000.0,38000.0,17.0,,,
106049053,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/be/f9/1274907564.webp,43,,825000.0,chalet,sale,373.0,,10,1,calle Cardenal Cisneros,Madrid,Alcalá de Henares,Casco Histórico,es,,40.4794575,-3.3715003,False,https://www.idealista.com/inmueble/106049053/,"Atención Inversores. ¡Oportunidad única en el Casco Histórico de Alcalá de Henares, Ciudad Patrimonio de la Humanidad! Se vende edificio entero compuesto de 2 viviendas y un local comercial. El edificio ese encuentra a solo unos metros de la emblemática Catedral Magistral. La finca está dividida en planta baja y dos alturas. Dispone de vado permanente con espacio para 6 plazas de garaje y un espectacular patio interior de 100 m². Construido en 1970, con estructura metálica que permite flexibilidad total en la redistribución de espacios, destacando que la planta baja y segunda planta se encuentran completamente diáfanas. El edificio es ideal para proyectos de viviendas, residencia de estudiantes o uso turístico. Calificación urbanística: Edificación reciente consolidada. Ubicación inmejorable en una de las zonas más demandadas de Alcalá de Henares, inversión garantizada en un entorno histórico privilegiado. ¡Contáctanos para más detalles o concertar una visita! Comercializa Excent.  .",False,good,False,,2212.0,True,True,False,False,[],False,False,825000.0,€,,,chalet,"Casco Histórico, Alcalá de Henares",Chalet en calle Cardenal Cisneros,VPA0200300660,,,,,,
