propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
107914056,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/4f/7e/1328161467.webp,27,6,1450000.0,flat,sale,232.0,True,5,3,"calle de Meléndez Valdés, 51",Madrid,Madrid,Chamberí,es,Gaztambide,40.4328823,-3.7149939,True,https://www.idealista.com/inmueble/107914056/,"**Piso en Venta en la Mejor Zona de Madrid - ¡No te lo pierdas! ** Descubre este fantástico piso ubicado en una de las zonas más deseadas de Madrid. Con 232 m² construidos, este amplio hogar ofrece un luminoso salón comedor totalmente exterior, ideal para disfrutar de momentos en familia o con amigos. Además, cuenta con cuatro dormitorios de buen tamaño y un dormitorio de servicio, perfectos para adaptarse a tus necesidades. La propiedad incluye una encantadora terraza que se accede desde uno de los dormitorios, un espacio perfecto para relajarse al aire libre. Las increíbles posibilidades de reforma permiten que puedas personalizar cada rincón a tu gusto. La calefacción central con individualizadores y el aire acondicionado en el salón y el dormitorio principal garantizan un confort óptimo durante todo el año. El edificio cuenta con dos accesos, incluyendo una puerta de servicio posterior, y está equipado con portero físico y dos ascensores. Situado en una ubicación privilegiada, tendrás todos los servicios y comercios a tu alcance, así como excelentes comunicaciones por metro y autobús. Este piso es una oportunidad única para crear el hogar de tus sueños en Madrid. ¡No dudes en visitarlo!",True,good,False,True,6250.0,True,False,True,False,[],False,False,1450000.0,€,flat,"Gaztambide, Madrid","Piso en calle de Meléndez Valdés, 51",,,,,1518000.0,68000.0,4.0,
107512812,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/d1/12/1332372107.webp,71,,1237500.0,chalet,sale,408.0,,7,4,El Bosque,Madrid,Villaviciosa de Odón,El Bosque,es,,40.3720211,-3.9266957,False,https://www.idealista.com/inmueble/107512812/,"La propiedad está alquilada, ideal como inversión. Precioso chalet independiente con premio de arquitectura reformado en 2022, espectacular diseño y orientación Sur, muy luminoso, con 408m2 construidos y 1.845m2 de parcela en Urbanización El Bosque. Seis dormitorios, principal con baño en suite y sala de estar que puede ser usada como dormitorio. Amplio salón comedor con chimenea de 53m2, tres baños completos y aseo, cocina equipada y totalmente reformada, habitación de lavandería/despensa, porche de 20m2. Garaje cerrado, amplio aparcamiento exterior bajo techo pavimentado, trastero, jardín, piscina con barbacoa. Placas solares, calefacción por gasoil y aire acondicionado. Grandes ventanas de doble aislamiento oscilobatientes. ESTA PROPIEDAD ES ESPECIAL PORQUE Cuenta con placas solares y acumuladores de energía. Este chalet en perfecto estado cuenta con una excelente ubicación y disfruta de una gran luminosidad todo el día gracias a sus amplios ventanales en todas las estancias. Bonita parcela con césped natural y grandes árboles, olivos antiguos, rosales, encinas y árboles frutales, barbacoa. Piscina de agua salada. La parcela cuenta con alumbrado y con camino pavimentado en perfecto estado que rodea la casa hasta el garaje cerrado y zona de parking. Toda la parcela está rodeada por un alto y cuidado seto de ocultación que ofrece gran privacidad. La zona es muy tranquila y sin tráfico. Suelos cerámicos de alta calidad. Ventanas de pvc y aluminio climalit con persianas, las del salón eléctricas. Cocina completa de alta calidad con isla totalmente reformada en 2022. Baños reformados. Paredes lisas. Cómodo acceso. Puertas automáticas de acceso a la finca y al garaje. ENTORNO Rodeado de parques, dehesas, zonas verdes, campo de golf.  DISTRIBUCIÓN Práctica distribución: En la entrada de la planta baja encontramos recibidor de 21m2, salón comedor con techos altos que ofrecen una gran sensación de amplitud y espaciosidad de 53m2, con chimenea, y grandes ventanales con persianas eléctricas y muy luminoso, orientación Sur y vista al jardín y la piscina, con acceso directo al exterior. Baño completo con plato de ducha y aseo, cocina de 30m2 equipada y totalmente reformada con altas calidades recientemente. Habitación para lavandería/almacenaje de 11m2. Dormitorio principal de 25m2 con armarios empotrados, baño en suite y amplios ventanales orientación Sur. Sala de estar/TV de 22m2 muy luminosa y acogedora, dos dormitorios de 12m2 cada uno con amplios armarios y garaje de 30m2 con puerta automatizada.  Cómoda y amplia escalera abierta con acceso a la primera planta con gran ventanal que ilumina toda la escalera. Dispone de zona de almacenaje en la parte inferior de la escalera. En la planta superior encontramos un distribuidor de 30m2 y 3 dormitorios muy amplios y luminosos con armarios empotrados en orientación Oeste, uno de 16m2, y dos de 15m2 respectivamente, con baño completo compartido de 9,5m2. Carpintería interior en puertas de madera cerezo. EXTERIOR Amplia, llana y cómoda parcela cuadrada para disfrutar al aire libre con piscina de agua salada, porche con barbacoa y cenador. Orientación Sur de fachada principal, salón y dormitorios.  ES IMPORTANTE SABER Muy bien ubicado pero cerca de la salida de la urbanización. Aire acondicionado. Urbanización con vigilancia 24h COMERCIO Y SERVICIOS: Supermercados, Veterinarios, Centros de salud, Farmacia, Guarderías, Salones de belleza. Espacios para el deporte, Real Club de Golf Lomas-Bosque. Centro Deportivo TENPLE, restaurantes, cafeterías, gimnasios, polideportivos, transportes. Hospital de Majadahonda a 12 minutos. Rápida salida a Autovía M-501 en 4 minutos. COLEGIOS Y UNIVERSIDADES: Universidad Europea de Madrid, Agora Madrid International School, IES Calatalifa, Yugo Madrid Coliseo Europea - Residencia de Estudiantes. HOSPITALES: Centro de especialidades Villaviciosa de Odón.",False,good,False,,3033.0,True,False,True,False,[],False,False,1237500.0,€,chalet,"El Bosque, Villaviciosa de Odón",Casa independiente,07069,True,True,independantHouse,,,,
107176976,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/0f/fd/1307910908.webp,79,3,1350000.0,flat,sale,141.0,True,3,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4283487,-3.6719388,False,https://www.idealista.com/inmueble/107176976/,"Fantástico piso reformado recientemente, con terraza, garaje y trastero, en pleno distrito de Salamanca (barrio de Goya) en la zona comercial por excelencia.  Vivienda completamente reformada hace apenas año y medio, situada en una de las mejores zonas de Madrid. Cuenta con una pequeña terraza, plaza de garaje y trastero abuhardillado en la azotea. Su distribución es muy funcional: al entrar encontramos un hall que da paso a un amplio y luminoso salón-comedor con acceso directo a la terraza. Desde este hall accedemos también al pasillo que nos da acceso al dormitorio principal. Este destaca por su luminosidad, gran ventanal a la calle, armarios empotrados y baño en suite. La zona de descanso se completa con un segundo dormitorio, situado junto al principal y a un baño completo en el pasillo. La cocina, muy amplia y acogedora, cuenta con zona de comedor junto a una gran ventana. Está decorada con mucho gusto y rematada con papel pintado. Al fondo de la cocina encontramos una tercera habitación con armario empotrado y un aseo. Gracias al generoso tamaño de la cocina, esta estancia podría ampliarse considerablemente y el aseo transformarse en un baño completo, sin comprometer el espacio destinado a cocina y comedor. La vivienda incluye una plaza de garaje apta para coche mediano o pequeño. Aunque es de buen tamaño, el acceso requiere una maniobra debido a una curva en la rampa de entrada. El piso cuenta con una excelente reforma, lista para entrar a vivir. IBI: 1.031, 31 €.",True,good,False,True,9574.0,True,False,True,False,[],False,False,1350000.0,€,flat,"Goya, Madrid",Piso,EOR43457,True,True,,,,,
108774805,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/06/99/1355846744.webp,54,,1695000.0,chalet,sale,675.0,,8,6,AV MARSIL,Madrid,Las Rozas de Madrid,Club de Golf,es,Club de Golf,40.545927,-3.8976492,False,https://www.idealista.com/inmueble/108774805/,"Calidad, privacidad. Elegancia y confort. Distinguida Vivienda de Lujo en la Urbanización del Golf de Las Rozas – El Refugio Perfecto para una bonita familia. Seguridad vigilancia 24horas. Privacidad. Negociable. Ubicada en la calle principal de la urbanización más prestigiosa y segura de Madrid, esta propiedad está diseñada para quienes valoran la privacidad, la seguridad y un entorno social de alto nivel. Ideal para ejecutivos que buscan un hogar a la altura de su estilo de vida. Disfruta de: •Máxima privacidad y seguridad 24/7, en un entorno exclusivo con acceso restringido. •Un ambiente social selecto, rodeado de profesionales y familias de alto perfil. El chalet ofrece: •Dos amplios salones privados con terraza, perfectos para eventos personales o profesionales. •Piscina privada y jardín con zona de barbacoa, ideales para reuniones sociales o momentos de desconexión total. Cuenta con ocho habitaciones y seis baños, destacando la suite principal con baño privado de acabados premium y estufa de pellet, un verdadero espacio de descanso y confort. Completan esta propiedad: •Garaje privado para 4 coches y motos. •Sala de juegos y cine. •Gimnasio totalmente equipado. •Sauna finlandesa. Detalles como las ventanas de madera estilo austriaco y la posibilidad de instalar aerotermia de alta temperatura garantizan eficiencia y confort en cualquier época del año. Una inversión en calidad de vida, rodeado de colegios internacionales, universidades de prestigio y los mejores servicios. Una propiedad diseñada para ejecutivos que buscan lujo, seguridad y un estilo de vida selecto. Negociable. Hasta el 100% de tasación.  Te ayudaré en todo el proceso de compra, soy Soledad Terol Asesora de Remax Central. Solicítame una visita.",True,good,False,,2511.0,True,False,True,False,[],False,False,1695000.0,€,chalet,"Club de Golf, Las Rozas de Madrid",Casa independiente en Av Marsil,3250-04547,True,True,independantHouse,,,,
108515830,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/da/e7/1347218151.webp,52,,1298000.0,chalet,sale,537.0,,5,4,CL PARADISIA,Madrid,Las Rozas de Madrid,Monte Rozas,es,Monte Rozas,40.5235694,-3.9217853,False,https://www.idealista.com/inmueble/108515830/,"Chalet Independiente con piscina y gran jardín consolidado en una de las mejores zonas de Las Rozas. Vivienda de 476 m2 construidos en una espaciosa y bien nivelada parcela de 1.138 m2 repartido en 3 plantas. El chalet ofrece espacios amplios y confortables, ideal para aquellos que buscan calidad de vida en un entorno tranquilo, en una vivienda ajardinada y bien comunicado. En la planta de entrada a la vivienda, encontramos un hall distribuidor con acceso a un amplio y luminoso salón con chimenea con zona comedor (en origen sobre plano era otra habitación) y junto al salón un aseo de cortesía que en origen era el baño de ese dormitorio que ahora es comedor. La amplia cocina equipada es muy luminosa y cuenta con vistas a la fachada frontal, dispone de espacio suficiente de almacenaje y además tiene anejo un comedor independiente con salida directa al porche (desde al que también se accede desde el salón), el lugar perfecto para disfrutar de agradables veladas al aire libre con vistas a la piscina. En la planta de arriba encontramos un hall distribuidor separado de las escaleras por una cancela de seguridad que da acceso a 4 habitaciones bastante espaciosas, la principal en suite con baño completo con una gran bañera y ventana, todas cuentan con tarima y armarios empotrados a excepción de un cuarto que es destinado a sala de estar y no cuenta con armarios. Otro baño completo con bañera y ventana da servicio a los otros dormitorios. La planta sótano del chalet cuenta con un garaje con capacidad para dos coches y, separado por una cancela de seguridad acceso a un gran espacio con otro dormitorio en suite con baño con plato de ducha y acceso a un gran salón – bodega, gimnasio o sala de juegos, fiestas, etc. ideal para el entretenimiento de toda la familia. Para almacenamiento adicional, el sótano dispone de un trastero. Una caldera de Gasoil de 1000 litros que da servicio a toda la vivienda. También encontramos una zona habilitada para taller, perfecto para los amantes del bricolaje.   En el exterior, esta parcela de más 1300 metros cuadrados ofrece un amplio jardín completamente consolidado y cuidado al detalle, con fuente de piedra junto a la entrada de la vivienda. Todo el chalet está rodeado de suelos de pizarra y césped. La piscina recibe luz todo el día debido a su magnífica orientación y conforma un espacio ideal rodeado de solar para tumbonas. Situado en una zona tranquila y residencial, el chalet se encuentra cerca de todos los servicios esenciales, incluyendo colegios como Zola o El Cantizal así como el IES Carmen Conde, supermercados, centros comerciales como El Zoco, Rozas Village o Heron City y transporte público con para de autobús línea L2, 620 y 625 con acceso directo a Moncloa a 200 metros de la casa. Esta ubicación combina la serenidad de una zona residencial con la conveniencia de tener todo a mano. Esta es una oportunidad única para adquirir una vivienda excepcional en una de las mejores zonas de Las Rozas. ¡No deje pasar esta oportunidad y convierta este espectacular chalet en su nuevo hogar para disfruta en familia! Ofrecemos ayuda a la financiación si es necesaria.",False,good,False,,2417.0,True,False,True,False,[],False,False,1298000.0,€,chalet,"Monte Rozas, Las Rozas de Madrid",Casa independiente en Cl Paradisia,3367-04459,True,True,independantHouse,,,,
108553111,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/e5/82/1355320810.webp,67,,1095000.0,chalet,sale,327.0,,4,4,Cortijo Sur,Madrid,Boadilla del Monte,Cortijo Sur,es,,40.4227345,-3.9235646,False,https://www.idealista.com/inmueble/108553111/,"Descubre un refugio de paz donde la amplitud y la luz natural se fusionan para ofrecer un hogar verdaderamente confortable, pensado para el descanso y la alegría de cada miembro de la familia. El jardín de 120 m2 plano, un espacioso porche y césped artificial de alta calidad, ideal para desconectar y disfrutar sin barreras.  La vivienda tiene una superficie construida de 326,45 m2, dos terrazas y una terraza solárium de 50 m2 que se puede cerrar.  Esta construida sobre una pardela de 304 m2 y se distribuye en tres plantas: planta baja de 142,20 m2 que ha sido ampliada con 15 m2 en el salón. La planta superior dispone de 85,85 m2 y la planta sótano de 91,30 m2.  Tres plazas de aparcamiento dentro de la urbanización (13,65 m2) cada una. DISTRIBUCIÓN: Planta Baja: acogedor hall que da paso a una cocina ampliada, un espacio culinario completamente equipado con mobiliario moderno de diseño atemporal y electrodomésticos de alta gama. También encontramos un baño de cortesía con plato de ducha, y una estancia versátil que puede funcionar como despacho o dormitorio, con acceso directo al jardín privado. El corazón de esta planta es el salón ampliado de 60 m², bañado en fantástica luz natural y con salida directa al jardín.  Aparcamiento para un coche dentro de la parcela Primera Planta: Tres luminosos dormitorios. Dos de ellos comparten una agradable terraza con orientación Este, ideal para disfrutar del sol de la mañana. El dormitorio principal, con orientación Sur, cuenta con su propia terraza independiente. Todos los dormitorios disponen de excelentes armarios empotrados. El dormitorio principal incluye un baño en suite con plato de ducha, y para dar servicio al resto de habitaciones, otro baño con bañera.  Planta Superior: Fantástico solárium de aproximadamente 50 m² que ofrece preciosas vistas a la sierra, el escenario ideal para inolvidables veladas nocturnas. Planta Sótano: Amplio salón multifuncional, perfecto para adaptarse a diversas necesidades. Además, dispone de una estancia que puede ser un dormitorio para personal de servicio, un bonito baño de diseño y cuarto de lavado completamente equipado con muebles y lavadora. CALIDADES:  Sistema de calefacción de Gas Natural por suelo radiante. Placas fotovoltaicas.  Aire acondicionado por conducción interna. Revestimientos de Porcelanosa. Carpintería exterior de aluminio lacado con rotura de puente térmico y persianas de aluminio térmico. Vidrios de doble acristalamiento con cámara de aire y de seguridad en planta baja. Barandillas de escaleras en interior en vidrio de seguridad incoloro. Carpintería interior lacada en blanco. Instalación de alarma. TRES plazas de garaje adicionales dentro de la urbanización. COMERCIO Y SERVICIOS: Supermercados, Hipermercados, Veterinarios, Centros de salud, Guarderías, Salones de belleza. Espacios para el deporte. Gran variedad de locales de restauración en el Sector B. COLEGIOS Y UNIVERSIDADES: • Colegio Bergamin • Colegio Trinity College • St. Michael’s School • Virgen de Europa • Eurocolegio Casvi • Colegio Hélade • Colegio Highlands School Los Fresnos • Colegio San Jaime • Colegio Quercus • Colegio Caude • Universidad Francisco de Vitoria • Universidad CEU San Pablo • Universidad Europea • Campus Somosaguas • Universidad Alfonso X El Sabio HOSPITALES: • Quirón Pozuelo • Puerta de Hierro • Montepríncipe • Los Madroños COMUNICACIONES: Bus 4: a Boadilla centro. Metro ligero: a Colonia Jardín. En Boadilla: Bus 565 y 566: Pozuelo Bus 567: Villaviciosa Bus 571: Aluche – Montepríncipe Bus: 573: Moncloa – Montepríncipe Bus 574: Aluche – Ciudad Financiera Bus 575: Brunete Bus 591: Aluche ETSI Informática N 905: Moncloa El Ayuntamiento de Boadilla del Monte ofrece ayudas de apoyo a la escolarización y conciliación, ayudas por nacimiento, adopción o manutención de menores de 3 años y ayudas a alumnos menores de 21 años con diversidad...",False,good,False,,3349.0,True,False,True,False,[],False,False,1095000.0,€,chalet,"Cortijo Sur, Boadilla del Monte",Casa independiente,07558,True,True,independantHouse,,,,
108719406,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/e5/b7/1356405221.webp,53,2,725000.0,flat,sale,150.0,True,2,2,Barrio Las Tablas,Madrid,Madrid,Fuencarral,es,Las Tablas,40.5038875,-3.6643066,False,https://www.idealista.com/inmueble/108719406/,"Promora presenta excelente piso de dos dormitorios (originalmente 3, se puede revertir fácilmente) en una de las mejores urbanizaciones de Las Tablas, muy bien situada cerca de colegios. Tiene una superficie construida de 150 m². La comunidad consta de piscina, parque infantil, pistas de padel, gym, zonas ajardinadas, sala común para celebraciones y seguridad con porteros 24 horas.   La vivienda se distribuye en amplio salón-comedor de aprox 40m² con agradable mirador, moderna cocina americana totalmente amueblada con electrodomésticos y tendedero cerrado, dos dormitorios y dos cuartos de baño (uno de ellos en suite). El piso era de 3 dormitorios en origen pero tras la reforma unieron uno al salón. Pintura lisa, suelo de tarima y puertas en roble. Aire acondicionado por conductos y calefacción de gas natural por radiadores.  Su precio incluye 1 plaza de garaje y trastero. No incluye los muebles. Vivienda muy próxima a metro ligero y metro Las Tablas, además de contar con varias paradas de autobús. EL COMPRADOR NO TIENE QUE PAGAR LA COMISIÓN DE AGENCIA Las Tablas es otro barrio de reciente construcción en Madrid. Su ubicación y sus servicios permiten conciliar la vida laboral y familiar a la perfección. Colinda al sureste con el PAU de Sanchinarro, al oeste con la prolongación de la Castellana, los PAUs de Montecarmelo, Tres Olivos y el antiguo pueblo de Fuencarral. Y al norte con Alcobendas. Dentro de su área se han instalado importantes empresas. De entre ellas destacan la nueva ciudad del BBVA y Distrito C: la nueva sede de Telefónica desde 2007. En Las Tablas (C/Furelos, nº 5) se encuentra la oficina de Promora que ponemos a disposición de aquellos interesados en vivir o invertir aquí o en las zonas de Sanchinarro, Montecarmelo y Valdebebas. Puedes ver más inmuebles en nuestra página web.",False,good,False,True,4833.0,False,False,True,False,[],False,False,725000.0,€,flat,"Las Tablas, Madrid",Piso,VS5444I,True,True,,,,,
108922812,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/70/f9/1359041674.webp,47,,417000.0,chalet,sale,175.0,,4,3,Navas del Rey,Madrid,Navas del Rey,,es,,40.3617571,-4.2689192,False,https://www.idealista.com/inmueble/108922812/,"¡VENDE CON NOSOTROS DESDE SOLO EL 1,9 %! ¡CONSEGUIMOS HASTA EL 100% DE FINANCIACIÓN! � Vive la tranquilidad con estilo en Navas del Rey � Increíble inmueble de 175 m² para disfrutar todo el año Descubre esta espectacular vivienda unifamiliar que combina comodidad, amplitud y zonas exteriores privadas pensadas para vivir al máximo cada estación del año. �☀️ � 4 dormitorios amplios | 3 baños completos � Moderna cocina americana integrada con zona de estar � Jardín privado ideal para desconectar en plena naturaleza � � Acogedor porche y solárium para tomar el sol o leer en paz � � Zona de barbacoa para disfrutar con familia y amigos � � Piscina privada refrescante y perfecta para el verano �♂️ � Práctica despensa + chimenea tradicional para el invierno � � Aire acondicionado en las estancias principales ❄️ � Portero automático y alarma de seguridad para tu total tranquilidad � Una vivienda cuidada al detalle, lista para entrar a vivir y pensada para quienes desean calidad de vida a solo unos minutos de Madrid. � ¡Ven a visitarla y enamórate! ✨ Navas del Rey, tu nuevo hogar te espera. CONSULTE NUESTRA PÁGINA WEB TENEMOS MÁS VIVIENDAS QUE NO ESTÁN EN LOS PORTALES. SÍGANOS EN NUESTRAS REDES SOCIALES PARA NO PERDERSE NADA: Instagram: @Locativoinmobiliariamadrid TikTok: @Locativoinmobiliaria AVDA. VILLANUEVA DE LA CAÑADA 35, LOCAL 1 QUIJORNA 28693 TELÉFONO:  PARQUE EMPRESARIAL “LA FINCA” PASEO CLUB DEPORTIVO 1, EDIFICIO 4 POZUELO 28223 TELÉFONO: [IW].",False,good,False,,2383.0,False,False,False,False,[],False,False,417000.0,€,chalet,Navas del Rey,Casa independiente,VIVEXNAVREY001,True,True,independantHouse,,,,
108917199,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/68/b8/1358874580.webp,60,,1550000.0,chalet,sale,440.0,,4,5,Barrio Somosaguas,Madrid,Pozuelo de Alarcón,Somosaguas,es,Somosaguas,40.4084543,-3.7835259,False,https://www.idealista.com/inmueble/108917199/,"Marta Gómez Faiña de GV | SOMOSAGUAS comercializa el siguiente inmueble: Estupenda vivienda de 440 metros cuadrados, situada en la Colonia de los Ángeles. Construida en cuatro plantas con jardín. Cuenta con una parcela de 550 metros cuadrados, en una zona tranquila y de gran privacidad.  En cuanto a la vivienda destacar su gran luminosidad. Excelentes calidades. Una propiedad fantástica, lista para entrar a vivir. Ascensor en todas las plantas.  Gas natural. Dos plazas de garaje. El porche de la vivienda cubierto de obra con aire acondicionado y chimenea de pelex. Distribución: Planta Baja: Hall de entrada. Cuarto de baño de invitados. Salón con chimenea. Comedor. Cocina. Office.  Planta Primera: Cuarto de dormir con vestidor y cuarto de baño en suite con salida a una terraza. Dos cuartos de dormir con cuarto de baño una de ellos con salida a una terraza. Cuarto de limpieza Planta segunda: Sala diáfana y abuhardillada con salida a una terraza. Cuarto de baño completo y maletero. Planta sótano: Hall. Salón con cocina integrada con salida a un patio inglés. Despensa. Cuarto de lavado también con salida a patio inglés. Amplia habitación de servicio con cuarto de baño. Trastero. Bodega. Garaje. Esta información no tiene carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,,3523.0,False,False,False,False,[],False,False,1550000.0,€,chalet,"Somosaguas, Pozuelo de Alarcón",Casa independiente,3069,True,True,independantHouse,,,,
108895033,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/f0/66/1356345756.webp,15,3,620124.0,flat,sale,77.0,True,2,2,"calle Cantalejo, 19",Madrid,Madrid,Fuencarral,es,Peñagrande,40.4745094,-3.7368477,True,https://www.idealista.com/obra-nueva/108895033/,"NUEVO PROYECTO JUNTO A PUERTA DE HIERRO Residencial Zenith es un proyecto de 117 exclusivas viviendas de 1, 2 y 3 dormitorios con amplias y variadas zonas comunes. Precio desde 450.067€ con plaza de garaje y trastero incluido. ARQUITECTURA DE AUTOR El diseño arquitectónico de Zenith se caracteriza por un diseño escultórico y vanguardista, donde los volúmenes curvos aportan un dinamismo único. Sus líneas fluidas generan una sensación de movimiento constante, envolviendo el edificio con una elegancia orgánica que El diseño arquitectónico de Zenith se caracteriza por sus líneas rectas y depuradas, creando una estética moderna y sofisticada que se integra perfectamente con su entorno. ZENITH NO SOLO SON VIVIENDAS: EL ARTE DE VIVIR Disfrute de un oasis privado sin salir de casa. Zenith ha sido concebido para ofrecer una experiencia de vida inigualable. Las zonas comunes han sido cuidadosamente diseñadas para responder a los más altos estándares de confort, privacidad y estilo de vida. Podrá disfrutar de piscina desbordante y solárium que invitan al relax en los meses más calurosos. Además, Zenith ofrece un rooftop con terraza panorámica y gastroteca. En la planta baja la Sala Club ha sido diseñada como un espacio versátil para las celebraciones privadas. El Coworking está pensado para quienes combinan vida personal y profesional en el mismo entorno. Para los amantes del deporte, Zenith dispone de gimnasio tanto interior como exterior, sauna y aparcamiento para bicicletas. Los más pequeños disponen de un espacio exclusivo para el juego tanto exterior como interior. Podrá hacer uso de buzones de paquetería para la recepción de paquetes. Sostenibilidad y ahorro energético Las viviendas de ZENITH están preparadas para obtener una Calificación Energética A. Esto significa que tendrán un mínimo impacto sobre el medio ambiente, al igual que se reducirá el consumo de energía, afectando directamente al importe de las facturas de cada usuario. UBICACIÓN Zenith estará ubicado en una de las zonas más exclusivas de Madrid, Puerta de Hierro, concretamente en la calle Cantalejo. Caracterizada por su entorno privilegiado, esta ubicación ofrece tranquilidad, privacidad y naturaleza, sin renunciar a la proximidad con el centro de Madrid y sus principales servicios. Entorno verde y exclusivo: Situado en un enclave rodeado de naturaleza, cerca del Monte de El Pardo, garantizando aire puro y un ambiente relajado. Accesibilidad y conexiones: Excelentes conexiones con el centro de Madrid mediante la M-30, M-40 y A-6, así como transporte público cercano. Seguridad y privacidad: Urbanización de alto nivel con seguridad 24/7, perfecta para quienes buscan tranquilidad en un entorno privilegiado. Servicios de primer nivel: Cercanía a colegios internacionales, hospitales de prestigio, clubes deportivos como el Real Club de Puerta de Hierro y una amplia oferta gastronómica y comercial en zonas como Moncloa y La Vaguada. PERSONALIZACIÓN En Zenith se ofrece la posibilidad de personalizar cada rincón de su vivienda, desde la distribución hasta los acabados. Podrá elegir entre un amplio abanico de posibilidades en las calidades de su vivienda, cada vivienda será única. Nota: TODAS LAS VIVIENDAS LLEVAN INCLUIDAS 1 PLAZA DE GARAJE Y UN TRASTERO. EN EL CASO DE LAS DE 3 DORMITORIOS LLEVAN 2 PLAZAS DE GARAJE Y UN TRASTERO. Durante el desarrollo del proyecto, la Dirección Facultativa se reserva el derecho de efectuar modificaciones que viniesen motivadas por exigencias de orden técnico o jurídico por parte de las Administraciones competentes, así como aquellas que pudieran suponer cambios del proyecto o en la memoria de calidades que en ningún caso supondrán minoración de las calidades previstas.",False,,True,True,8054.0,True,False,False,False,[],False,False,620124.0,€,flat,"Peñagrande, Madrid","Piso en calle Cantalejo, 19",P4 3ºC,,,,,,,False
108034897,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/a4/4d/1331848395.webp,51,bj,247000.0,flat,sale,60.0,True,2,1,calle Pinos Alta,Madrid,Madrid,Tetuán,es,Valdeacederas,40.4713387,-3.7007072,False,https://www.idealista.com/inmueble/108034897/,"YM Inmobiliaria Vende Piso en Valdeacederas - Tetuán ¡Descubre este encantador piso exterior reformado, perfecto para aquellos que buscan comodidad y estilo en una ubicación inmejorable! Con 60 m² construidos, este hogar cuenta con dos amplias habitaciones dobles, ideales para descansar y disfrutar de la luz natural que entra por sus ventanas con rejas. La cocina independiente está completamente equipada y se complementa con una terraza tendedero. El baño, moderno y funcional, dispone de una práctica cabina de ducha. Además, el suelo de tarima flotante y la pintura lisa aportan un toque contemporáneo a cada rincón. La calefacción independiente de gas natural garantiza un ambiente cálido en los días más fríos. Ubicado en una finca del año 1965, este piso se encuentra en un excelente estado. La comunidad de propietarios es muy asequible, con solo 39 euros al mes, y el IBI se sitúa en 280 euros anuales. La ubicación es ideal, a solo 60 metros de la estación de metro Ventilla L9 y L1 Valdeacederas, facilitando el acceso a toda la ciudad.  Este hogar no solo es un lugar donde vivir, sino un espacio donde crear recuerdos. ¡No pierdas la oportunidad de visitarlo y enamorarte de tu futuro hogar!",False,good,False,False,4117.0,True,False,True,True,[],False,False,247000.0,€,flat,"Valdeacederas, Madrid",Piso en calle Pinos Alta,VYM,,,,255000.0,8000.0,3.0,
