propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,exterior,hasLift,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,highlight.groupDescription,parkingSpace.parkingSpacePrice
105973627,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/d8/ff/1268664417.webp,COS-DE-01-0138_ID-0882,15,1,114500.0,flat,sale,78.0,1,1,calle de Ramón y Cajal,Madrid,Mejorada del Campo,,es,40.3990698,-3.4890636,False,https://www.idealista.com/inmueble/105973627/,"El inmueble de este anuncio no es propiedad del publicante, sino que garantiza un crédito hipotecario el cual se está ejecutando judicialmente por dicho publicante. Por tanto, lo que se vendería es el derecho a ser titular del crédito, y seguir el proceso ya iniciado o adjudicarse el inmueble luego de celebrarse la cesión de remate al final del procedimiento. Será de cuenta del comprador los trámites que conlleve la obtención de la posesión del inmueble.",False,good,False,1468.0,False,False,False,False,[],False,False,114500.0,€,flat,Mejorada del Campo,Piso en calle de Ramón y Cajal,True,True,,,,,,,,,
37785994,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/10/68/1353189853.webp,IS363,46,2,250000.0,duplex,sale,62.0,1,2,calle Florencio Sanz,Madrid,Madrid,Carabanchel,es,40.3860443,-3.7408892,False,https://www.idealista.com/inmueble/37785994/,"ATICO DUPLEX! . con TRASTERO Precioso ático dúplex REFORMADO, con una estupenda terraza de diez metros, cuadrada y cómoda.  La vivienda consta de dos plantas, ya que es un dúplex, en planta baja tiene salón comedor con un mirador a la calle, un aseo, es súper luminosa toda la vivienda, una cocina nueva, moderna, con muebles y equipada con horno y vitrocerámica; y una terraza tendedero bastante amplia, para poner lavadora, y donde se encuentra el calentador.  La casa tiene aire acondicionado, tanto en el salón como en dormitorio. Del salón suben unas escaleras hacia la planta superior, donde se encuentra el dormitorio amplio con un gran armario empotrado de gran capacidad, la espléndida terraza, y un gran cuarto de baño con ducha.  En el precio NO está incluido el TRASTERO, el cual supone un gran desahogo para la vivienda, ya que tiene buena capacidad por si quisieras guardar bicicletas o más cosas, tiene unos 12 metros. La zona esta muy consolidada, rodeada de todo tipo de comercios, supermercados, bancos. ¡A su vez cercano al Hospital Gómez Ulla. Al lado de General Ricardos. EL PRECIO DEL TRASTERO ES APARTE. Y casi en la misma puerta a un minuto andando el Metro Vistalegre.",False,good,False,4032.0,False,False,False,False,[],False,False,250000.0,€,flat,"Vista Alegre, Madrid",Dúplex en calle Florencio Sanz,True,False,Vista Alegre,,,,duplex,,,,
108516830,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/55/32/1359019124.webp,3610-00850,18,3,1139000.0,flat,sale,107.0,2,2,Barrio Palacio,Madrid,Madrid,Centro,es,40.4180461,-3.7095941,False,https://www.idealista.com/inmueble/108516830/,"Vivienda de lujo en el centro de Madrid – Elegancia, luz y comodidad Presentamos esta exclusiva propiedad situada en pleno corazón de Madrid, ideal para quienes valoran el diseño, el confort y una ubicación inmejorable. Con 107 m² construidos (92 m² útiles) y 120 m² catastrales, esta vivienda destaca por su amplitud, su cuidada distribución y sus acabados de alta gama. Cuenta con 2 dormitorios amplios, 2 baños completos, y estancias generosas llenas de luz natural gracias a su carácter exterior. Se entrega totalmente amueblada, con mobiliario de calidad, lista para entrar a vivir. La calefacción individual garantiza el máximo confort durante todo el año. El inmueble dispone de un balcón exterior, ideal para disfrutar del aire libre con privacidad, y el edificio cuenta con servicio de portería, aportando un extra de seguridad y comodidad en el día a día. Una oportunidad única para vivir en un entorno privilegiado con todas las comodidades de una vivienda de lujo en el centro de la ciudad.",False,good,False,10645.0,False,False,False,False,[],False,False,1139000.0,€,flat,"Palacio, Madrid",Piso,True,True,Palacio,,,,,,,,
108047803,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/ab/b6/1359922458.webp,lpk9,2,1,769999.0,flat,sale,150.0,4,3,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,40.4254815,-3.7134408,False,https://www.idealista.com/inmueble/108047803/,"¡Oportunidad única para inversores! Presentamos este encantador piso dividido en dos apartamentos independientes, ideal para maximizar tu rentabilidad. Ubicado en una zona privilegiada, a pocos pasos de la calle Princesa y la emblemática Plaza de España, este inmueble combina historia y modernidad en un edificio de 1900.  Los pisos están muy bien comunicados, encontrándose, próximo al metro Ventura Rodríguez y al Palacio de Liria. Paradas de taxis y diferentes líneas de autobús paran enfrente a la vivienda. El Acceso a la M-30 Y M-40 es muy rápido. Alrededor del piso se encuentran varios centros comerciales (El Corte Inglés, Plaza de los Cubos, Fnac, Zara, Decathlon Princesa), colegios, (CEIP Pi I Margall, Colegio Madres Concepcionistas Prince), guarderías, parques (Templo de Debod, Rosaleda del Parque Oeste) farmacias, hospitales (hospital universitario HM Madrid), museos (Museo Cerralbo), teatros y variedad de restaurantes.",False,renew,False,5133.0,False,False,False,False,[],False,False,769999.0,€,flat,"Malasaña-Universidad, Madrid",Piso,True,True,Malasaña-Universidad,,,,,True,True,Destacado,
108402733,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/75/ed/1343252233.webp,V2685,56,,420000.0,chalet,sale,234.0,5,3,Altos del Olivar - El Caracol,Madrid,Valdemoro,Altos del Olivar - El Caracol,es,40.1835387,-3.6720346,False,https://www.idealista.com/inmueble/108402733/,"Se vende casa unifamiliar de cuatro plantas en Valdemoro, construida en el año 2004, con una superficie de 234 m² construidos y 150 m² útiles, por un precio de 420.000 €. La vivienda se encuentra sin amueblar ni electrodomésticos, lista para personalizar a tu gusto, y cuenta con 5 dormitorios, 3 baños completos y 1 aseo.    La distribución es la siguiente:        Planta baja: amplio salón con acceso a porche cerrado y salida al patio cocina independiente y aseo de cortesía.        Primera planta: 3 dormitorios y 2 baños completos, uno de ellos en suite.        Segunda planta (buhardilla): espacio diáfano ideal como sala de juegos, despacho o dormitorio adicional.      plaza de aparcamiento en la rampa.    Planta semisótano: Se a transformado en un apartamento con segundo salón, cocina, 1 baño completo y dormitorio con salida directa al patio.        Situada en una zona residencial tranquila de Valdemoro el Caracol a solo 27 km de Madrid, con buenas conexiones por carretera y Cercanías Renfe. La localidad ofrece todos los servicios: centros educativos, hospital, parques, instalaciones deportivas, comercios y una rica oferta cultural y gastronómica. Ideal para familias que buscan espacio, comodidad y calidad de vida.",False,good,False,1795.0,False,False,False,False,[],False,False,420000.0,€,chalet,"Altos del Olivar - El Caracol, Valdemoro",Casa independiente,,,,,,,independantHouse,True,True,,
107993259,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/f0/e0/1330525018.webp,INF0174,95,,251000.0,chalet,sale,153.0,3,3,Santorcaz,Madrid,Santorcaz,,es,40.4724112,-3.2332138,False,https://www.idealista.com/inmueble/107993259/,"� ¡Una Casa Como un Castillo en Santorcaz! — A 20 min de Alcalá y Lista para Disfrutar Bienvenido a tu nuevo hogar en Santorcaz, un auténtico lujazo de vivienda que lo tiene todo para hacerte sentir como un rey (o reina). Una casa prácticamente nueva, con diseño moderno, materiales de alta calidad y una distribución perfecta en 3 plantas más buhardilla, ideal para disfrutarla en cada estación del año. Aquí no te faltará nada: ni espacio, ni luz, ni encanto. Y lo mejor, a solo 20 minutos de Alcalá de Henares, en un entorno tranquilo y con vistas deslumbrantes. � Distribución que enamora: � Planta principal: concepto abierto que integra salón, comedor y cocina, con acceso directo a una maravillosa terraza ideal para desayunos al sol. � Planta sótano multifuncional: con aseo, zona de lavandería, y un espectacular salon o zona de descanso y salida al porche cubierto y al impresionante patio con barbacoa. Perfecto para celebrar cada día. � Primera planta: 3 dormitorios, cómodos, luminosos y con una distribución perfecta para familias. � Buhardilla diáfana: un espacio abierto y acogedor donde crear tu rincón de relax, lectura, juegos o trabajo. ¡Lo que quieras! ✨ Acabados de lujo y diseño actual:  Puertas lacadas en blanco, modernas y elegantes.  Suelos de tarima en toda la casa, excepto en baños.  Ventanas de PVC con rotura de puente térmico, abatibles y oscilobatientes para una eficiencia energética sobresaliente.  Caldera moderna de gasoil, de bajo consumo.  Casa completamente aislada, preparada para vivir sin preocupaciones ni gastos añadidos.  Orientación y vistas increíbles que te regalarán luz y calma a partes iguales. � Patio de ensueño con barbacoa, una buhardilla donde el relax es el protagonista, y un diseño cuidado hasta el más mínimo detalle... Esta casa no solo es bonita: es funcional, eficiente y pensada para disfrutarla a diario. � Ubicación inmejorable en Santorcaz, a un paso de todo pero con la tranquilidad de vivir en un entorno privilegiado. � Llámanos ya y pide tu cita para verla, porque cuando pongas un pie en esta casa... te quedarás de piedra. ¡Es un verdadero castillo moderno! Metros de la vivienda recogidos y contrastados según catastro/registro. ¿Quieres saber si te conceden la hipoteca? ¿Tienes que vender tu casa para comprar esta? llámame y te damos una valoración gratuita. Los muebles que aparecen en la vivienda no son vinculantes y pueden No estar incluidos. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,1641.0,False,False,False,False,[],False,False,251000.0,€,chalet,Santorcaz,Chalet pareado,,,,,,,semidetachedHouse,,,,
108614142,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/ff/d1/1352062621.webp,Ref 3883,21,1,330000.0,flat,sale,86.0,3,1,calle de San Emilio,Madrid,Madrid,Ciudad Lineal,es,40.4279238,-3.6545097,False,https://www.idealista.com/inmueble/108614142/,"MAURE INMOBILIARIA vende en EXCLUSIVA FANTASTICA VIVIENDA, zona VENTAS/EL CARMEN EXTERIOR mucha luz tiene 85 metros construidos y 76 útiles, consta de tres dormitorios, tiene una terraza incorporada al salón (TOTAL METROS DE SALÓN, 25 METROS CUADRADOS), cocina de buen tamaño, baño completo, el piso esta para actualizar, centros comerciales proximos, centro medico Avda. Daroca, todos los servicios a la mano, transporte publico metro lineas (2-5) Bus lineas 210,110, 28,15. Mejor verlo.",False,good,False,3837.0,False,False,False,False,[],False,False,330000.0,€,flat,"Ventas, Madrid",Piso en calle de San Emilio,True,False,Ventas,,,,,,,,
107881965,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/57/8c/1327147393.webp,P-25-011,5,3,159500.0,flat,sale,52.0,3,1,calle Witerico s/n,Madrid,Madrid,Carabanchel,es,40.3777971,-3.7417977,True,https://www.idealista.com/inmueble/107881965/,"¡Una oportunidad perfecta para invertir con retorno asegurado! Este acogedor y bien distribuido piso en venta cuenta con 3 habitaciones y 1 baño, ideal para familias o personas que busquen un espacio cómodo y funcional. La propiedad se encuentra en una ubicación tranquila y bien comunicada, ofreciendo fácil acceso a transporte público, comercios y servicios cercanos. Características destacadas: Habitaciones: 3 habitaciones luminosas, perfectas para descansar o para utilizarlas como oficina o habitación para invitados. Baño: 1 baño completo Salón-comedor: Espacioso y con mucha luz natural, ideal para disfrutar de momentos en familia o con amigos. Cocina: Cocina independiente Ubicación: El piso está ubicado en una zona tranquila, pero cercana a todos los servicios esenciales, como supermercados, escuelas y parques. Además, dispone de excelente conexión con transporte público, lo que facilita la movilidad dentro de la ciudad. Se vende con inquilinos, lo que garantiza una renta mensual desde el primer día. Inquilinos actuales con contrato en vigor y buen historial de pago.",False,good,False,3067.0,False,False,False,False,[],False,False,159500.0,€,flat,"Puerta Bonita, Madrid",Piso en calle Witerico s/n,True,False,Puerta Bonita,,,,,,,,
108316106,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/27/d7/1344826224.webp,,34,4,335000.0,flat,sale,45.0,1,1,calle del Conde Duque,Madrid,Madrid,Centro,es,40.4272467,-3.7128609,False,https://www.idealista.com/inmueble/108316106/,"OPORTUNIDAD INVERSORES – PISO MUY LUMINOSO EN ZONA CON ALTA DEMANDA. NO COBRAMOS COMISION AL COMPRADOR. Este maravilloso piso en la cuarta y última planta ofrece una luminosidad excepcional gracias a sus amplios ventanales. Con 43 m² construidos, cuenta con un acogedor salón-comedor y una cocina francesa. Cuarto de baño reformado con plato de ducha. La vivienda está equipada con aire acondicionado, garantizando un ambiente agradable durante todo el año. Además, la vivienda cuenta con portero físico y posibilidad de garaje, lo que añade un gran valor a esta propiedad. Descripción de la Ubicación: La vivienda goza de una inmejorable ubicación dentro del centro de Madrid, a escasos pasos de la Plaza de España. El entorno se caracteriza por comercios de alta calidad, así como gran oferta de ocio y restauración. Se emplaza junto a importantes arterias de tráfico rodado, lo que garantiza una excelente comunicación a través de vehículo propio, además de contar en sus proximidades con numerosas líneas de transporte público.",False,good,False,7444.0,False,False,False,False,[],False,False,335000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle del Conde Duque,True,True,Malasaña-Universidad,,,,,True,False,,120.0
101387856,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/82/e5/1120285930.webp,OP-110523,34,bj,790000.0,flat,sale,178.0,8,3,Barrio Palacio,Madrid,Madrid,Centro,es,40.4208813,-3.712294,False,https://www.idealista.com/inmueble/101387856/,"CONSORCIO REAL ESTATE OPERA VENDE. tf/wasap Vivienda en la Encarnación en planta baja con acceso sin barreras arquitectónicas. La vivienda cuenta con una ubicación privilegiada. Es un inmueble caprichoso distribuido con 8 amplios dormitorios, dos cocinas de 15 y 18 m2 unida a salón de 20 m2, 3 baños. La altura de techo original es de 3,80 metros. Las viviendas de la zona Palacio gozan del encanto de barrio histórico, que tras el paso de los años sigue conservando la esencia de la época de los Austrias. Dicha zona delimitada entre la calle Bailén, la calle Mayor, Teatro de la Ópera y la grandiosa Plaza de Oriente, estupenda zona para pasear al lado del Palacio Real, Jardines de Sabatini y Campo del Moro, hacen de un entorno privilegiado para vivir y disfrutar del tiempo libre aún estando en el centro de Madrid. A un paso encontramos la calle Arenal, que une la puerta del Sol con el Teatro Real, dónde nos podemos encontrar comercios, restaurantes, bancos …, y la fabulosa Gran Vía y Plaza de Callao con cines, los mejores teatros y más comercios. Está ubicado en un barrio tranquilo y a la vez rodeado de todas las comodidades de una gran ciudad. Dicha zona delimitada entre la calle Bailén, la calle Mayor, Teatro de la Ópera y la grandiosa Plaza de Oriente, estupenda zona para pasear al lado del Palacio Real, Jardines de Sabatini y Campo del Moro, hacen de un entorno privilegiado para vivir y disfrutar del tiempo libre aún estando en el centro de Madrid. A un paso encontramos la calle Arenal, que une la puerta del Sol con el Teatro Real, dónde nos podemos encontrar comercios, restaurantes, bancos …, y la fabulosa Gran Vía y Plaza de Callao con cines, los mejores teatros y más comercios. Está ubicado en un barrio tranquilo y a la vez rodeado de todas las comodidades de una gran ciudad.",False,renew,False,4438.0,False,False,False,False,[],False,False,790000.0,€,flat,"Palacio, Madrid",Piso,True,True,Palacio,,,,,,,,
105112738,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/89/cd/1001976309.webp,EL VELLON,32,2,198000.0,duplex,sale,75.0,3,2,calle de San Blas,Madrid,El Vellón,,es,40.7677816,-3.5818337,False,https://www.idealista.com/inmueble/105112738/,"Duplex en segunda planta. En la planta principal tiene cocina amueblada, baño con ducha, salón con gran ventanal y dormitorio. En la planta primera a la que se accede desde el salón mediante una escalera metálica, tenemos dos dormitorios abuhardillados con armarios empotrados y baño completo con bañera. Se vende vacio sin amueblar. Garaje privado con puerta Independiente. de uso exclusivo de este piso con capacidad para un coche y almacenaje. Casco urbano. Pueblo a 40 km de Madrid con todos los servicios, Transporte con autobuses (alsa) desde Plaza Castilla. Ducan Inmobiliaria.",False,good,False,2640.0,False,False,False,False,[],False,False,198000.0,€,flat,El Vellón,Dúplex en calle de San Blas,True,False,,,,,duplex,True,True,,
108707718,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/27/ed/1352755775.webp,MAD02-00454,23,4,188000.0,flat,sale,76.0,3,1,Reyes Católicos,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4752235,-3.3777955,False,https://www.idealista.com/inmueble/108707718/,"Ocasion Casa pone a la venta piso situado en una de las zonas más consolidadas de Alcalá de Henares con todos los servicios a pie de calle. La vivienda cuenta con tres dormitorios un baño completo cocina equipada con campana horno y vitrocerámica termo eléctrico, dos terrazas una exterior y una interior y edificio con ascensor Ubicado en Reyes Católicos zona residencial con excelente comunicación por transporte público líneas de autobús urbano e interurbano Cercanías Renfe a pocos minutos andando y acceso rápido a la A2 En el entorno se encuentran supermercados centros de salud colegios institutos farmacias parques y todo tipo de comercios de proximidad lo que permite una vida cómoda y funcional sin necesidad de vehículo Ideal tanto para residencia habitual como inversión por su alta demanda y rentabilidad en alquiler Para más información y visitas contactar directamente Los metros de la vivienda están contrastados según catastro/registro. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. ¿Tienes que vender tu casa para comprar esta? llámanos y te damos una valoración gratuita. Ven a verlo sin ningún compromiso, te ayudamos con la financiación gracias a nuestro departamento financiero. En el precio de venta no está, incluidos los impuestos legales ni gastos de escrituración.",False,good,False,2474.0,False,False,False,False,[],False,False,188000.0,€,flat,"Reyes Católicos, Alcalá de Henares",Piso,True,True,,,,,,,,,
105246001,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/f1/47/1246356811.webp,ASMC18,1,4,1750000.0,flat,sale,208.0,4,3,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,40.4293153,-3.66894,False,https://www.idealista.com/inmueble/105246001/,"Belton Real Estate ofrece piso con una superficie amplia de 208 metros cuadrados, en una cuarta planta exterior con terraza lo que hace que sea luminoso. La vivienda consiste en cuatro habitaciones, una de ellas con baño en suite; cocina integrada al comedor, salón y dos baños. Se ubica en Salamanca - Lista, una zona prestigiosa, con gran cantidad de tiendas, comercios, supermercados, parques. áreas verdes y varias opciones de transporte. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,8413.0,False,False,False,False,[],False,False,1750000.0,€,flat,"Lista, Madrid",Piso,True,True,Lista,,,,,,,,
108196792,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/8b/50/1336809113.webp,VP. 10,19,5,270000.0,flat,sale,67.0,3,1,calle Brunete,Madrid,Getafe,Getafe Centro,es,40.3064636,-3.7356287,False,https://www.idealista.com/inmueble/108196792/,"TECNOCASA ESTUDIO LA ALHÓNDIGA - CENTRO VENDE. - Fantástica última planta TOTALMENTE REFORMADA en el centro de la ciudad. La vivienda está compuesta por 3 dormitorios, salón con terraza, cocina abierta estilo americana con península y columna de horno y microondas, y baño con ventana. Dispone de suelos en tarima, paredes y techos alisados y amaestrados, carpintería exterior de aluminio lacado en blanco con acristalamiento tipo climalit, carpintería interior lacada en roble, fontanería e instalación eléctrica recién reformados. La finca en que radica el inmueble tiene ascensor; y se encuentra a escasos 450 metros del intercambiador de Cercanías RENFE y MetroSur de Getafe Central; a poco más de 250 metros del Ayuntamiento; a apenas 650 metros del Hospital Universitario de Getafe. Además nuestro departamento financiero Kiron te consigue la mejor financiación personalizada del mercado financiero.",False,good,False,4030.0,False,False,False,False,[],False,False,270000.0,€,flat,"Getafe Centro, Getafe",Piso en calle Brunete,True,True,,,,,,,,,
108234070,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/74/31/1338008506.webp,,25,,186000.0,chalet,sale,249.0,4,3,calle de la Iglesia,Madrid,Cenicientos,,es,40.2629155,-4.4658379,False,https://www.idealista.com/inmueble/108234070/,"Excelente casa distribuida en dos plantas, con una reforma integral hecha en el año 2014, situada en la localidad de Cenicientos (Madrid) ubicada en la sierra Oeste de la Capital. El Municipio es conocido por la historia que esconde su buena gastronomía y un maravilloso paisaje que no deja indiferente a nadie, rodeado de viñedos, olivos e higueras centenarias. Resalta por su importante entorno natural y su tradición vitivinícola. Además, cuenta con un rico patrimonio histórico y una arraigada cultura rural. próxima a la Plaza de los Caños, Piscina Municipal, Supermercado Dia, Centro de Salud, Clínica de Cadalso de los Vidrios, Colegios de Educación Infantil Primaria y Secundaria, transporte público, etc. para hacer más cómoda su estancia. A 80 Km. de Madrid, a una distancia de 1 Hora y 20 min en Coche, transporte público desde Plaza Elíptica Bus 545. ****CONTACTE CON NOSOTROS PARA VISITARLO****.",False,good,False,747.0,False,False,False,False,[],False,False,186000.0,€,chalet,Cenicientos,Chalet pareado en calle de la Iglesia,,,,,,,semidetachedHouse,,,,
108054219,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/3c/c2/1332461748.webp,01183,40,,275000.0,chalet,sale,126.0,3,2,Nuevo Baztan,Madrid,Nuevo Baztan,,es,40.388591,-3.2698164,False,https://www.idealista.com/inmueble/108054219/,"Vivienda distribuida en una planta, muy cómodo.  Construido en 1995. Porche delantero abierto y porche trasero acristalado.  Hall de entrada, salón comedor con chimenea y acceso al porche cerrado.  Cocina amueblada y equipada.  Dispone de tres dormitorios, un baño completo y un aseo.  Armario empotrado en dos dormitorios.  Gran parcela de 2511m², con casa de herramientas en la parte del fondo del terreno.  Caseta independiente donde se encuentra la caldera y el depósito de gasoil.  Calefacción y agua caliente por gasoil.  La urbanización Monteacevedo no tiene gasto de comunidad.  Se encuentra en el municipio de Nuevo Baztán, considerado uno de los pueblos más bonitos de España.  Urbanización residencial, con agua del canal de Isabel II. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,2183.0,False,False,False,False,[],False,False,275000.0,€,chalet,Nuevo Baztan,Casa independiente,,,,,,,independantHouse,,,,
107786092,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/20/19/1323766097.webp,,21,bj,260000.0,flat,sale,50.0,2,1,paseo de la Chopera,Madrid,Alcobendas,Ensanche,es,40.5431473,-3.6447948,False,https://www.idealista.com/inmueble/107786092/,"Esta Vivienda es especial! Quieres visitarla? Llámame. Piso bajo totalmente exterior, muy soleado, la comodidad de llegar a casa, y no subir ningún escalón, ni ascensor y con una distribución muy funcional. Mobiliario y atrezzo a medida, a estrenar, de primera calidad, cuidando al máximo los detalles, con una distribución funcional, pensada para el confort y bienestar. Dispone de: 2 dormitorios, un baño completo con ducha, salón comedor y cocina amueblada completa vitrocerámica, campana, horno, frigorífico, microondas. Carpintería exterior de PVC con rotura de puente térmico, y persianas motorizadas. Suelos de tarima laminada, cerámica en baño.  Paredes lisas. Calefacción y aire acondicionado centralizado, por bomba de calor. La casa se entrega con todo el mobiliario, y electrodomésticos de primera firma, siendo todo a estrenar. Totalmente exterior, muy luminoso.  Sol presente todo el día. Ven a verla.. . es un hogar. Sin duda la mejor inversión! Muy bien comunicado, en El Ensanche de Alcobendas, Autobuses y Metro de Manuel de Falla y conexión perfecta con salida a N-I y carretera de Colmenar.",False,good,False,5200.0,False,False,False,False,[],False,False,260000.0,€,flat,"Ensanche, Alcobendas",Piso en paseo de la Chopera,True,True,,,,,,,,,
108825119,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/6d/f2/1356222534.webp,,16,4,330000.0,flat,sale,52.0,2,1,calle de Ofelia Nieto,Madrid,Madrid,Tetuán,es,40.4593006,-3.7109064,False,https://www.idealista.com/inmueble/108825119/,"PISO EN VENTA CALLE OFELIA NIETO  ¿Buscas un lugar para vivir cerca del metro y con todas las comodidades? ¡Tenemos la solución perfecta para ti! El piso está situado en la calle Ofelia Nieto una zona privilegiada, a menos de 5 minutos del metro de Franco Rodríguez (Línea 7), lo que te permite moverte fácilmente por la ciudad. Además, está a 10 minutos de la Dehesa de la Villa, un espacio verde perfecto para relajarte y disfrutar del aire libre, y a 2 minutos de un supermercado Día, donde podrás encontrar todo lo que necesitas para tu día a día. El piso cuenta con dos dormitorios amplios y luminosos, perfectos para descansar y relajarte. Aunque actualmente no tiene ascensor, estamos en proceso de instalación de uno, que estará pagado. La ubicación es céntrica y accesible, ideal para aquellos que buscan vivir en un barrio tranquilo y residencial. El precio es competitivo, perfecto para aquellos que buscan una buena relación calidad-precio. Es una oportunidad de vivir en un barrio con todas las comodidades y servicios que necesitas. Si estás interesado en este inmueble, no dudes en contactarnos. Estamos disponibles para responder a tus preguntas y programar una visita. ¡No te pierdas esta oportunidad de vivir en un barrio tranquilo y accesible! Contacta con nosotros hoy mismo y haz de esta casa tu hogar.",False,good,False,6346.0,False,False,False,False,[],False,False,330000.0,€,flat,"Berruguete, Madrid",Piso en calle de Ofelia Nieto,True,False,Berruguete,,,,,,,,
108664621,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/2e/31/1351527540.webp,,49,5,968000.0,flat,sale,117.0,2,2,calle del Porvenir,Madrid,Madrid,Barrio de Salamanca,es,40.423646,-3.6647322,False,https://www.idealista.com/inmueble/108664621/,"AMPLIA VIVIENDA EN VENTA EN CALLE PORVENIR 11.  EN DISTRITO SALAMANCA, MADRID 117 m², 2 dormitorios, 1 baño + 1 aseo, Cocina independiente, Garaje y Calefacción central. Presentamos esta magnífica vivienda ubicada en una de las zonas residenciales más cotizadas de Madrid: Calle Porvenir, junto a Calle Fundadores, en el exclusivo distrito de Salamanca. Un entorno residencial tranquilo y perfectamente comunicado, ideal tanto para vivir como para invertir. EXCELENTE COMUNICACIÓN Ubicada a escasos metros de Calle Fundadores, la vivienda disfruta de una amplia oferta de transporte público: Metro: A solo 5 minutos caminando de O'Donnell (Línea 6) También cercana a Manuel Becerra (Líneas 2 y 6) Autobuses EMT: Varias líneas en los alrededores: 2, 15, 28, 30, 56, 71, 143, C1 y C2, además de servicios nocturnos Paradas muy próximas en calles Doctor Esquerdo, O'Donnell y Fundadores Accesos en coche Conexión directa con M-30, A-2 y Avenida de América Zona de fácil acceso y circulación SERVICIOS CERCANOS El entorno de la vivienda, especialmente en torno a Calle Fundadores, dispone de una excelente infraestructura de servicios: Centros educativos: colegios públicos y privados (Colegio El Pilar, Santa Susana, etc. ) Centros de salud: Centro de Especialidades de O'Donnell, Hospital Gregorio Marañón Farmacias y clínicas privadas Supermercados: Carrefour Express, Día, Mercadona, Lidl Comercios de proximidad, restauración, bancos y servicios esenciales ZONAS VERDES Y OCIO A pocos minutos del Parque de la Fuente del Berro, uno de los pulmones verdes del barrio Cercanía al Retiro Oferta de ocio, gimnasios y restauración variada.",False,good,False,8274.0,False,False,False,False,[],False,False,968000.0,€,flat,"Fuente del Berro, Madrid",Piso en calle del Porvenir,True,True,Fuente del Berro,,,,,True,True,,
