propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,neighborhood,hasLift,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107471252,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/18/6e/1271249918.webp,2º,22,985000.0,flat,sale,147.0,3,2," Juan Pérez Zuñiga, 18",Madrid,Madrid,es,40.4426466,-3.6481625,True,https://www.idealista.com/obra-nueva/107471252/,"ENTREGA ABRIL 2026. Nuevo Mundo Arturo Soria es una exclusiva urbanización privada de 9 viviendas, con un magnífico jardín de 800 m2 con piscina, zona de juegos infantil y zona deportiva, proyectada por el prestigioso estudio TOUZA ARQUITECTOS. Modernidad. Funcionalidad. Dinamismo. Todo reunido en un diseño de amplios y luminosos espacios, cuidando desde la eficiencia energética hasta el último detalle. Las viviendas están orientadas a sur, con terraza y vistas al jardín, garantizando su magnífica luminosidad. Diseñamos nuestras viviendas buscando la reducción de la huella ambiental, apostando por energías renovables y aplicando las últimas tecnologías en climatización ventilación y aislamientos  Las viviendas cuentan con tecnología de captación de la energía del aire(aerotermia), lo que reduce significativamente la dependencia de combustibles fósiles. Todo ello nos permite obtener la máxima calificación energética. Esta exclusiva promoción se encuentra en una de las zonas más privilegiadas del Norte de Madrid, a pocos minutos del centro comercial y financiero de la capital. Extensas zonas verdes y parques como el Juan Carlos I y el Juan Pablo II, colegios de gran prestigio, centros comerciales, hospitales, hacen del entorno un lugar ideal para una forma de vida tranquila y familiar. Este entorno combina lujo, comodidad y seguridad, en un estilo de vida exclusivo y deseable. Todo ello permite disfrutar de una gran cantidad de servicios de calidad y de una magnífica red de comunicaciones. Una realidad con personalidad propia, para aquellos que no quieren tener que elegir. Para aquellos que lo quieren todo Desde su fundación hace 60 años, Nuevo Mundo se rige por un constante esfuerzo por aplicar la calidad como modus operandi de nuestra empresa. Todo el personal que interviene en un proyecto nuevo conoce a fondo los estándares exigidos, permitiendo así el logro de 3 objetivos fundamentales: -Selección directa de los instaladores más cualificados y de mayor garantía y confianza, capaces de alcanzar con su trabajo los niveles exigidos. -Severos controles de calidad en cada fase de construcción -Cumplimiento de los plazos de ejecución previstos. Como resultado de todo ello, la calidad es un valor indiscutiblemente asociado a nuestra marca. En cuanto a los materiales que utilizamos en nuestras viviendas, son elegidos en función de 2 factores esenciales: belleza y calidad. Todo el equipamiento responde a criterios de vanguardia, por lo que incorporamos las últimas innovaciones del mercado en climatización, instalaciones y aislamientos tanto térmicos como acústicos TRANSPORTES Y SERVICIOS Estación de Metro: Linea 7 Barrio Concepción Autobuses: líneas 21,70,114, N4 Accesos: M-30, M-40, A-2, M-12 (Aeropuerto). Hospitales: Clínica Universitaria de Navarra, Hospital MD Anderson, Hospital Vithas Arturo Soria   Centros educativos: Liceo Francés, Montessori International School, Brains Nursery Orgáz, Colegio Madrid, San José del Parque.",False,newdevelopment,True,6701.0,True,False,False,False,[],False,False,985000.0,€,True,True,flat,,"Concepción, Madrid","Piso en  Juan Pérez Zuñiga, 18",2,True,Ciudad Lineal,Concepción,True,False,,,
108926054,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/37/fc/1359148028.webp,,17,200000.0,flat,sale,40.0,1,1,calle de Jaén,Madrid,Madrid,es,40.4506517,-3.7005078,False,https://www.idealista.com/inmueble/108926054/,"Espectacular inmueble ideal para inversores o primera vivienda para reformar! Distribuido en amplio salón, un dormitorio, cocina independiente, un cuarto de baño y patio de uso privativo muy luminoso ya que cuenta con orientación sur. La finca cuenta también con ASCENSOR para bajar al piso. ESTA INCLUIDA EN EL PRECIO UNA PLAZA DE GARAJE QUE SE ENCUENTRA SOBRE LA MISMA CALLE JAEN A 50 METROS. Cerca tiene todos los servicios como la parada de metro, restaurantes y farmacias. El inmueble se localiza en la zona de Cuatro caminos, a cuatro minutos caminando de la estación de metro mas cercana y con muy buenas comunicaciones tales como paradas de Autobús (Líneas 149, C1, C2.3, 37,45, N23) y parada de metro (Línea 1, 2, 6 y Nuevos ministerios). Financiación de hasta el 100% con nuestro departamento financiero, Kiron. Asesoramiento gratuito y sin compromiso, no dude en consultarnos.",False,renew,False,5000.0,True,False,False,False,[],False,False,200000.0,€,True,True,flat,,"Cuatro Caminos, Madrid",Piso en calle de Jaén,bj,False,Tetuán,Cuatro Caminos,True,,,,
108048125,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/15/89/1334289229.webp,,37,770000.0,flat,sale,181.0,4,2,avenida de Camilo José Cela,Madrid,Alcobendas,es,40.5428795,-3.6588585,False,https://www.idealista.com/inmueble/108048125/,"¡Descubre tu nuevo hogar! Este impresionante piso de 181 m² construidos y 148 m² útiles es la opción ideal para quienes buscan amplitud y comodidad. Con 4 dormitorios dobles, uno de ellos con baño en suite y armarios empotrados, tendrás todo el espacio que necesitas para disfrutar de la vida en familia. La cocina, totalmente cuadrada, cuenta con salida a un práctico tendedero, mientras que el gran salón se abre a una terraza amplia, (ahora se encuentra unida al salón pero es fácil recuperarla) perfecta para amueblar y disfrutar del aire libre. Ubicado en una urbanización que ofrece piscina para niños y adultos, así como zonas verdes y parque infantil, este piso es ideal para familias. La zona residencial está rodeada de todos los servicios necesarios: colegios públicos y privados, instituto, guarderías, comercios y restaurantes, todo a un paso. Además, la cercanía a la estación de Valdelasfuentes Renfe, a solo 10 minutos caminando, facilita el acceso al centro de Madrid.  Incluye una plaza de garaje y un trastero, lo que añade aún más comodidad a tu día a día. No pierdas la oportunidad de vivir en un lugar donde el confort y la calidad de vida se unen. ¡Ven a verlo y enamórate de tu futuro hogar!",False,good,False,4254.0,True,False,True,False,[],False,False,770000.0,€,True,True,flat,,"Norte, Alcobendas",Piso en avenida de Camilo José Cela,1,True,Norte,,True,,,,
108627564,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/df/f8/1350370704.webp,5ºD,15,539000.0,flat,sale,64.0,1,1,"Tarragona, 1",Madrid,Madrid,es,40.4017571,-3.6980034,True,https://www.idealista.com/obra-nueva/108627564/,"¡No pierdas la oportunidad de vivir en el centro de Madrid! NEO by Darya Homes es una promoción de viviendas de obra nueva muy bien ubicada y con excelentes comunicaciones. Se encuentra en la calle Tarragona nº 1, casi esquina con Paseo de Santa María de la Cabeza, una de las principales arterias de la ciudad de Madrid, que conecta Atocha (a escasos 800 metros – 10 minutos andando) con Madrid Río, y muy cerca de la nueva zona empresarial de Méndez Álvaro. Un barrio lleno de vida y en plena transformación, con varios proyectos en curso que está revalorizando la zona. NEO by Darya Homes es un proyecto de 31 exclusivas viviendas de 1, 2 y 3 dormitorios, con 5 viviendas en tipología dúplex y 2 viviendas áticos con amplias terrazas. Las viviendas tienen trastero y opción de plaza de garaje, diseñado por el prestigioso estudio de arquitectura de Cano y Escario. La calidad de vida que ofrecen las viviendas va más allá de sus acabados. Son espacios muy luminosos, gracias a sus amplios ventanales de suelo a techo, donde la funcionalidad convive con un diseño contemporáneo muy cuidado, proporcionando un fantástico confort espacial. ¡No pierdas la oportunidad de vivir esta experiencia única en el centro de Madrid! NEO by Darya Homes brinda un refugio de calidad para relajarte después de un día de trabajo. Llegar a casa y pasear por Madrid Río o pasear hasta al Retiro en poco más de 10 minutos es posible. ¡Sumérgete en la nueva vida de barrio, conecta con el Madrid más vibrante!",False,newdevelopment,True,8422.0,True,False,False,False,[],False,False,539000.0,€,,,flat,,"Palos de la Frontera, Madrid","Piso en Tarragona, 1",5,True,Arganzuela,Palos de la Frontera,True,False,,,
100572563,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/d7/9f/1094160108.webp,1123-c2707,53,295000.0,flat,sale,120.0,4,3,calle de la Cruz de San Francisco,Madrid,Colmenar Viejo,es,40.6597649,-3.769467,False,https://www.idealista.com/inmueble/100572563/,"¡Bienvenidos a esta oportunidad única en el centro de la ciudad! Este piso bajo es el hogar que estabas buscando, con sus 120 m² construidos y una distribución perfecta para tu familia, con 4 dormitorios y 3 baños. Además, cuenta con dos terrazas, una de ellas con un impresionante tamaño de 80 m² para disfrutar de las tardes de verano.  Este inmueble está en buen estado, en una planta baja con mucha luz y entrada directa sin escalones. También dispone de un trastero y un patio para almacenamiento y actividades al aire libre.  La vivienda está dividida en dos, con un apartamento de 40 m² con un dormitorio, un baño con plato de ducha grande, salón con cocina americana y patio independiente. Además, hay un piso de 80 m² con 3 dormitorios, 2 baños (uno incorporado en el dormitorio principal), salón con cocina americana reformado hace 6 años, patio de 80 m² con trastero y cocina de verano.  En cuanto a los suministros, la electricidad tiene contadores independientes y el agua es común. La calefacción es individual y utiliza acumuladores eléctricos. La comunidad tiene un coste de 70 euros al mes para ambos pisos, lo que se traduce en 35 euros cada uno. El IBI es de 360 euros.  La ubicación es inmejorable, a solo cinco minutos de parada de bus, centros comerciales, guarderías e instituto. ¡No dejes pasar esta oportunidad y ven a visitarlo!",False,good,False,2458.0,True,False,True,False,[],False,False,295000.0,€,,,flat,,"Centro, Colmenar Viejo",Piso en calle de la Cruz de San Francisco,bj,True,Centro,,False,,,,
107471277,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/6a/3b/1271249915.webp,1º,22,975000.0,flat,sale,147.0,3,2," Juan Pérez Zuñiga, 18",Madrid,Madrid,es,40.4426466,-3.6481625,True,https://www.idealista.com/obra-nueva/107471277/,"Obras iniciadas. ENTREGA ABRIL 2026. Nuevo Mundo Arturo Soria es una exclusiva urbanización privada de 9 viviendas, con un magnífico jardín de 800 m2 con piscina, zona de juegos infantil y zona deportiva, proyectada por el prestigioso estudio TOUZA ARQUITECTOS. Modernidad. Funcionalidad. Dinamismo. Todo reunido en un diseño de amplios y luminosos espacios, cuidando desde la eficiencia energética hasta el último detalle. Las viviendas están orientadas a sur, con terraza y vistas al jardín, garantizando su magnífica luminosidad. Diseñamos nuestras viviendas buscando la reducción de la huella ambiental, apostando por energías renovables y aplicando las últimas tecnologías en climatización ventilación y aislamientos  Las viviendas cuentan con tecnología de captación de la energía del aire(aerotermia), lo que reduce significativamente la dependencia de combustibles fósiles. Todo ello nos permite obtener la máxima calificación energética. Esta exclusiva promoción se encuentra en una de las zonas más privilegiadas del Norte de Madrid, a pocos minutos del centro comercial y financiero de la capital. Extensas zonas verdes y parques como el Juan Carlos I y el Juan Pablo II, colegios de gran prestigio, centros comerciales, hospitales, hacen del entorno un lugar ideal para una forma de vida tranquila y familiar. Este entorno combina lujo, comodidad y seguridad, en un estilo de vida exclusivo y deseable. Todo ello permite disfrutar de una gran cantidad de servicios de calidad y de una magnífica red de comunicaciones. Una realidad con personalidad propia, para aquellos que no quieren tener que elegir. Para aquellos que lo quieren todo Desde su fundación hace 60 años, Nuevo Mundo se rige por un constante esfuerzo por aplicar la calidad como modus operandi de nuestra empresa. Todo el personal que interviene en un proyecto nuevo conoce a fondo los estándares exigidos, permitiendo así el logro de 3 objetivos fundamentales: -Selección directa de los instaladores más cualificados y de mayor garantía y confianza, capaces de alcanzar con su trabajo los niveles exigidos. -Severos controles de calidad en cada fase de construcción -Cumplimiento de los plazos de ejecución previstos. Como resultado de todo ello, la calidad es un valor indiscutiblemente asociado a nuestra marca. En cuanto a los materiales que utilizamos en nuestras viviendas, son elegidos en función de 2 factores esenciales: belleza y calidad. Todo el equipamiento responde a criterios de vanguardia, por lo que incorporamos las últimas innovaciones del mercado en climatización, instalaciones y aislamientos tanto térmicos como acústicos TRANSPORTES Y SERVICIOS Estación de Metro: Linea 7 Barrio Concepción Autobuses: líneas 21,70,114, N4 Accesos: M-30, M-40, A-2, M-12 (Aeropuerto). Hospitales: Clínica Universitaria de Navarra, Hospital MD Anderson, Hospital Vithas Arturo Soria   Centros educativos: Liceo Francés, Montessori International School, Brains Nursery Orgáz, Colegio Madrid, San José del Parque.",False,newdevelopment,True,6633.0,True,False,False,False,[],False,False,975000.0,€,True,True,flat,,"Concepción, Madrid","Piso en  Juan Pérez Zuñiga, 18",1,True,Ciudad Lineal,Concepción,True,False,,,
108406039,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/0b/b3/af/1344018423.webp,BARBIERI,24,950000.0,flat,sale,130.0,3,3,calle de Barbieri,Madrid,Madrid,es,40.4220902,-3.698766,False,https://www.idealista.com/inmueble/108406039/,"¡Descubre el encanto de vivir en un espectacular tríplex en pleno corazón del vibrante barrio de Chueca! Esta joya arquitectónica, aunque interior, te sorprenderá con su luminosidad y diseño funcional. Con 130 m² distribuidos en tres plantas, ofrece un espacio ideal para disfrutar de la vida urbana sin renunciar al confort. La planta principal cuenta con un amplio salón perfecto para recibir a tus invitados, un aseo de cortesía y una cocina independiente con un gran ventanal que inunda el espacio de luz natural. En la primera planta encontrarás el dormitorio principal en suite, equipado con armarios empotrados que maximizan el espacio y aportan un toque de elegancia. La segunda planta alberga dos habitaciones adicionales y un baño completo, ofreciendo privacidad y comodidad para toda la familia. Los suelos de tarima añaden calidez a cada estancia, mientras que las escaleras en ambos lados de la casa facilitan el acceso a cada nivel. Además, este tríplex incluye una amplia plaza de garaje en el precio y en el mismo edificio, una verdadera ventaja en esta zona tan codiciada. Equipado con calefacción por gas natural y aire acondicionado, garantiza tu bienestar durante todo el año. Situado en la tercera planta de un edificio con ascensor y orientación este, este inmueble de segunda mano se encuentra en buen estado, listo para convertirse en tu nuevo hogar. No pierdas la oportunidad de vivir en uno de los barrios más emblemáticos de Madrid. ¡Ven a visitarlo! IBI: 617,05€ IBI GARAJE: 47,45€ COMUNIDAD: 227,16€.",False,good,False,7308.0,True,False,True,False,[],False,False,950000.0,€,True,True,flat,,"Chueca-Justicia, Madrid",Piso en calle de Barbieri,3,False,Centro,Chueca-Justicia,True,,,,
107472553,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/37/3a/1347769581.webp,PIS_113,35,1400000.0,flat,sale,255.0,5,3,Barrio Mirasierra,Madrid,Madrid,es,40.4945268,-3.7028479,False,https://www.idealista.com/inmueble/107472553/,"S15 Real Estate tiene el placer de presentar esta elegante propiedad, situada en una de las urbanizaciones más exclusivas de Mirasierra, uno de los barrios residenciales más prestigiosos de Madrid. Propiedad de 1974, con una superficie construida de 255 m² según el catastro en altura, destacando por su gran luminosidad y vistas despejadas hacia la sierra de Madrid y zonas comunes, proporcionando una sensación de amplitud y serenidad. El inmueble ofrece acceso tanto por la puerta principal como por la de servicio, con ascensores independientes para mayor privacidad y comodidad. Al acceder a la propiedad, nos recibe un amplio hall de entrada con gabanero. A la izquierda, encontramos una cocina de generosas dimensiones con office, que se conecta con una zona de lavado y una habitación de servicio, baño completo, que posee acceso independiente desde el exterior. El salón-comedor, un espacio elegante y polivalente, ofrece diversos ambientes y una salida a una espaciosa terraza con excelente orientación, ideal para disfrutar del aire libre. La zona de descanso, situada en un lateral de la vivienda, alberga cuatro habitaciones, incluyendo una suite principal con vestidor y baño en suite, mientras que las otras tres, de generoso tamaño, comparten un baño completo de grandes proporciones. La propiedad se completa con instalaciones de aire acondicionado y calefacción central individualizada mediante gas natural, garantizando un confort óptimo en cualquier época del año. Además, ofrece un amplio abanico de posibilidades para una reforma y personalización que se ajuste a los gustos más exigentes. En cuanto a las zonas comunes, el inmueble dispone de una amplia plaza de garaje cerrada, así como un área de almacenamiento compartida con los vecinos. Entre los servicios adicionales, se incluyen un salón de juegos y reuniones, zonas ajardinadas perfectamente cuidadas y dos piscinas para disfrutar de un entorno de tranquilidad y privacidad. Los gastos de comunidad ascienden a 570 € al mes, con agua incluida, y el IBI correspondiente. Esta propiedad ofrece una base sólida para aquellos que deseen crear su hogar ideal, combinando sofisticación, confort y una ubicación envidiable. ¡No deje pasar la ocasión de hacerla suya!  ref: PIS_113.",False,good,False,5490.0,True,False,True,True,[],False,False,1400000.0,€,True,True,flat,,"Mirasierra, Madrid",Piso,4,True,Fuencarral,Mirasierra,True,,,,
107855467,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/1f/5b/1340113222.webp,REAL-0118,48,1298500.0,chalet,sale,367.0,6,5,Barrio Peñagrande,Madrid,Madrid,es,40.4732145,-3.731738,False,https://www.idealista.com/inmueble/107855467/,"Descubre esta magnífica propiedad ubicada en el barrio de Peñagrande, un encantador barrio situado en el distrito de Fuencarral-El Pardo, en el norte de Madrid. Este barrio se caracteriza por su ambiente tranquilo y residencial, ideal para familias y personas que buscan un estilo de vida más relajado sin alejarse de las comodidades urbanas, además es una zona en expansión, cuenta con todos los servicios a tu alcance, convirtiéndola en una opción ideal tanto para vivir como para invertir. La vivienda se distribuye en cuatro plantas, cada una diseñada para ofrecer diferentes espacios para cada momento de tu vida.  Planta Calle: Aquí encontrarás una amplia zona de ocio que incluye dos salones, una moderna cocina, un baño completo y acceso a un encantador porche que da al jardín. Este espacio es perfecto para disfrutar de largas sobremesas y momentos inolvidables durante casi todo el año. Planta Superior: La zona de descanso cuenta con cuatro confortables habitaciones. Una de ellas es una suite privada con baño, mientras que un baño adicional sirve a las otras tres habitaciones, garantizando privacidad y comodidad. Buhardilla: Un gran espacio que puede funcionar como un apartamento independiente, con un amplio salón, dos habitaciones, un baño y una espectacular terraza que ofrece impresionantes vistas de Madrid. Planta Inferior: Un segundo gran salón con cocina independiente, otro baño y zona de lavandería, además de un garaje con capacidad para dos coches y acceso directo al jardín. Esta propiedad es una oportunidad única para actualizar y diseñar el hogar de tus sueños o para invertir y generar ingresos de distintas formas. ¡No dejes pasar esta oportunidad! Contáctanos para más información y para concertar una visita. Una de las principales ventajas de Peñagrande es su excelente conexión con el transporte público, lo que facilita el acceso al centro de la ciudad y otras áreas de Madrid. Además, la zona cuenta con una amplia variedad de servicios, incluyendo supermercados, tiendas, restaurantes y colegios, que satisfacen las necesidades diarias de sus habitantes. El barrio también se beneficia de espacios verdes y parques, lo que permite disfrutar de actividades al aire libre. La cercanía a la sierra de Guadarrama ofrece oportunidades para el senderismo y la naturaleza, lo que es un atractivo adicional para quienes disfrutan de un estilo de vida activo. Peñagrande se caracteriza por una mezcla de arquitectura moderna y tradicional, con edificios de diversas alturas y estilos que le otorgan un carácter único. La comunidad es diversa y acogedora, lo que crea un ambiente amigable y solidario entre los vecinos. En resumen, Peñagrande es un lugar ideal para aquellos que buscan un hogar en un entorno tranquilo, con todas las comodidades de la vida urbana y un acceso privilegiado a la naturaleza.",False,good,False,3538.0,True,False,True,True,[],False,False,1298500.0,€,True,True,chalet,semidetachedHouse,"Peñagrande, Madrid",Chalet pareado,,,Fuencarral,Peñagrande,,,,,
107290228,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/27/d6/1349709955.webp,RYN-PVP01,25,530000.0,flat,sale,55.0,2,1,calle de Ponzano,Madrid,Madrid,es,40.4426046,-3.6981258,False,https://www.idealista.com/inmueble/107290228/,"¡Oportunidad para inversores! Piso en venta en la codiciada calle Ponzano. Se vende en exclusiva acogedor piso en una de las zonas más demandadas de Madrid, ideal para inversores. Ubicado en calle Ponzano, este inmueble cuenta con una distribución eficiente y meticulosa, con 2 habitaciones y 1 baño, cocina estilo americana ofreciendo una distribución funcional y confortable. La excelente luz natural y los acabados hacen que cada rincón resulte acogedor y funcional; en perfectas condiciones gracias a la reciente reforma. Ubicado en un entorno inmejorable, la propiedad se encuentra rodeada de una amplia oferta gastronómica, comercios y excelentes conexiones de transporte público, con fácil acceso al metro Ríos Rosas (L1), Alonso Cano (L7) y Cuatro Caminos (L1, L2, L6), y línea de autobuses. Vivir aquí significa disfrutar de la vibrante vida madrileña sin renunciar a la tranquilidad y exclusividad de la zona. Actualmente alquilado el inmueble, lo que garantiza rentabilidad desde el primer día y ofrece tranquilidad a largo plazo. Si buscas una inversión segura y con alta demanda en el mercado de alquiler, ¡este piso es para ti! ¡Contáctanos para más información, llama ahora! En Inmobiliaria HAM buscamos siempre un acuerdo en el que ambas partes queden contentas y podamos establecer relaciones duraderas con todos nuestros clientes. Trabajo transparente y serio con muchos años de experiencia gestionando inmuebles. Estamos aquí para ayudar y ofrecer el mejor servicio posible. Consulte sin compromiso, nos adaptamos a sus necesidades. ¡BIENVENIDO A LA DIFERENCIA!",False,good,False,9636.0,True,False,True,False,[],False,False,530000.0,€,,,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso en calle de Ponzano,3,False,Chamberí,Nuevos Ministerios-Ríos Rosas,True,,,,
108084119,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/d1/44/1333980503.webp,EM-131,42,1725000.0,chalet,sale,428.0,6,5,calle Mar Adriático,Madrid,Pozuelo de Alarcón,es,40.4436093,-3.8056904,False,https://www.idealista.com/inmueble/108084119/,"Exclusivo chalet de lujo con reforma integral de 428m2 en urbanización Las Mansiones de Pozuelo de Alarcón, con zonas comunes cercanas que incluyen piscina, zonas ajardinadas, campo de fútbol, pista de tenis y área de juegos infantiles. El inmueble está distribuido en cuatro plantas, con seis habitaciones (cuatro dormitorios y dos  despachos), cuatro baños(dos en suite con dos de los dormitorios), un aseo de cortesía y dos salones. La distribución es la siguiente: Planta principal: Amplio hall distribuidor, con acceso a un amplio garaje con cabida para dos coches, aseo de cortesía, cocina con office completamente amueblada y equipada con electrodomésticos de alta gama, que comunica con la entrada por escaleras desde la calle y también comunica a un amplio y maravilloso salón comedor de casi 100m2 con dos ambientes y chimenea, amplios ventanales y salida directa al jardín. Entreplanta: Subiendo las escaleras, un dormitorio con baño completo con plato de ducha en suite y vestidor. Planta primera: Un amplio despacho con el dormitorio principal y baño en suite con bañera hidromasaje y plato de ducha. Planta segunda: Dos dormitorios, que han convertido en uno, con baño completo. Planta tercera: Un salón, un despacho y un dormitorio en dos plantas con escaleras de caracol, ambos con acceso a una maravillosa terraza con vistas a Madrid y comparten un baño completo con ducha. -Calefacción individual de gas natural. -Armarios empotrados y revestidos en todas las estancias. -Persianas eléctricas y aire acondicionado en el salón. No dudes en contactarnos y verla sin compromiso! . La ubicación de esta propiedad es inmejorable. Está situada cerca de la Avenida de Europa. Pozuelo de Alarcón destaca por su calidad de vida y proximidad a Madrid. Perfectamente comunicado con una amplia red de carreteras que permiten fácil acceso a municipios limítrofes y al centro de Madrid, destaca por su proximidad a la M-50, M-40, M-30 y M-503. Cercano a colegios, comercios de calidad y red de autobuses y metro ligero.",True,good,False,4030.0,True,False,True,False,[],False,False,1725000.0,€,True,True,chalet,semidetachedHouse,"Zona Estación, Pozuelo de Alarcón",Chalet pareado en calle Mar Adriático,,,Zona Estación,Zona Estación,,,,,
108829303,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/42/8f/1356345754.webp,P2 2ºB,15,662438.0,flat,sale,81.0,2,2,"calle Cantalejo, 19",Madrid,Madrid,es,40.4736193,-3.7352716,True,https://www.idealista.com/obra-nueva/108829303/,"NUEVO PROYECTO JUNTO A PUERTA DE HIERRO Residencial Zenith es un proyecto de 117 exclusivas viviendas de 1, 2 y 3 dormitorios con amplias y variadas zonas comunes. Precio desde 450.067€ con plaza de garaje y trastero incluido. ARQUITECTURA DE AUTOR El diseño arquitectónico de Zenith se caracteriza por un diseño escultórico y vanguardista, donde los volúmenes curvos aportan un dinamismo único. Sus líneas fluidas generan una sensación de movimiento constante, envolviendo el edificio con una elegancia orgánica que El diseño arquitectónico de Zenith se caracteriza por sus líneas rectas y depuradas, creando una estética moderna y sofisticada que se integra perfectamente con su entorno. ZENITH NO SOLO SON VIVIENDAS: EL ARTE DE VIVIR Disfrute de un oasis privado sin salir de casa. Zenith ha sido concebido para ofrecer una experiencia de vida inigualable. Las zonas comunes han sido cuidadosamente diseñadas para responder a los más altos estándares de confort, privacidad y estilo de vida. Podrá disfrutar de piscina desbordante y solárium que invitan al relax en los meses más calurosos. Además, Zenith ofrece un rooftop con terraza panorámica y gastroteca. En la planta baja la Sala Club ha sido diseñada como un espacio versátil para las celebraciones privadas. El Coworking está pensado para quienes combinan vida personal y profesional en el mismo entorno. Para los amantes del deporte, Zenith dispone de gimnasio tanto interior como exterior, sauna y aparcamiento para bicicletas. Los más pequeños disponen de un espacio exclusivo para el juego tanto exterior como interior. Podrá hacer uso de buzones de paquetería para la recepción de paquetes. Sostenibilidad y ahorro energético Las viviendas de ZENITH están preparadas para obtener una Calificación Energética A. Esto significa que tendrán un mínimo impacto sobre el medio ambiente, al igual que se reducirá el consumo de energía, afectando directamente al importe de las facturas de cada usuario. UBICACIÓN Zenith estará ubicado en una de las zonas más exclusivas de Madrid, Puerta de Hierro, concretamente en la calle Cantalejo. Caracterizada por su entorno privilegiado, esta ubicación ofrece tranquilidad, privacidad y naturaleza, sin renunciar a la proximidad con el centro de Madrid y sus principales servicios. Entorno verde y exclusivo: Situado en un enclave rodeado de naturaleza, cerca del Monte de El Pardo, garantizando aire puro y un ambiente relajado. Accesibilidad y conexiones: Excelentes conexiones con el centro de Madrid mediante la M-30, M-40 y A-6, así como transporte público cercano. Seguridad y privacidad: Urbanización de alto nivel con seguridad 24/7, perfecta para quienes buscan tranquilidad en un entorno privilegiado. Servicios de primer nivel: Cercanía a colegios internacionales, hospitales de prestigio, clubes deportivos como el Real Club de Puerta de Hierro y una amplia oferta gastronómica y comercial en zonas como Moncloa y La Vaguada. PERSONALIZACIÓN En Zenith se ofrece la posibilidad de personalizar cada rincón de su vivienda, desde la distribución hasta los acabados. Podrá elegir entre un amplio abanico de posibilidades en las calidades de su vivienda, cada vivienda será única. Nota: TODAS LAS VIVIENDAS LLEVAN INCLUIDAS 1 PLAZA DE GARAJE Y UN TRASTERO. EN EL CASO DE LAS DE 3 DORMITORIOS LLEVAN 2 PLAZAS DE GARAJE Y UN TRASTERO. Durante el desarrollo del proyecto, la Dirección Facultativa se reserva el derecho de efectuar modificaciones que viniesen motivadas por exigencias de orden técnico o jurídico por parte de las Administraciones competentes, así como aquellas que pudieran suponer cambios del proyecto o en la memoria de calidades que en ningún caso supondrán minoración de las calidades previstas.",False,newdevelopment,True,8178.0,True,False,False,False,[],False,False,662438.0,€,,,flat,,"Peñagrande, Madrid","Piso en calle Cantalejo, 19",2,True,Fuencarral,Peñagrande,True,False,,,
