propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,floor,exterior,hasLift,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
87158601,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/40/71/713387969.webp,MOV02961,36,15000000.0,chalet,sale,1300.0,8,11,paseo de la Marquesa Viuda de Aldama,Madrid,La Moraleja,La Moraleja urbanización,es,40.5161821,-3.6342708,False,https://www.idealista.com/inmueble/87158601/,"Trasladarse a la Provenza francesa sin salir de Madrid es posible, no hay más que adentrarse en esta espectacular propiedad de 10.000 m2 situada en La Moraleja, que le presentamos. Sus 1.300 m2 de vivienda distribuidos en dos plantas más la planta sótano son un alarde de elegancia y calidad gracias a los materiales utilizados. Piedra, madera y metal son los elementos que predominan en esta lujosa casa que nos recibe con un magnífico hall de entrada de 62 m2. En la planta principal se ubican las zonas comunes, están presididas por un hermoso y amplísimo salón de 70 m2 con grandes ventanales y orientado hacia una imponente chimenea. El comedor de 40 m2 y con acceso al exterior está directamente conectado con el salón, sus dimensiones permiten celebrar en él grandes banquetes. También en esta planta encontramos un fabuloso salón biblioteca, sus majestuosas columnas en piedra, su chimenea y las fantásticas vigas de madera vista hacen de este espacio uno de los mas especiales de la casa. Desde la biblioteca se accede además a un espléndido porche cerrado de 48 m2, un espacio único totalmente acristalado para disfrutar de las vistas sin importar la climatología. La cocina también con aire provenzal es un lugar espacioso y completo con despensa y zona de lavandería y un cómodo office para el día a día. Por último, en esta planta encontramos el dormitorio principal, tiene 21 m2 y cuenta con vestidor, baño en suite y unas fantásticas vistas sobre el jardín. Para encontrar el resto de dormitorios hay que subir a la primera planta. Aquí se ubican cinco amplias habitaciones, algunas con acceso a una terraza y todas ellas con baño en suite, así como un cuarto de estar. En su exterior la vivienda tiene una bonita zona de porche para pasar agradables momentos disfrutando del aire libre y el jardín al resguardo del sol. Su jardín de hectárea es un verdadero paraíso de incuestionable belleza, bien cuidado e integrado con la fachada de la casa, cuenta además con pozo. En él encontramos un magnífico arbolado y una vegetación primorosamente cuidada con detalles como una preciosa fuente. La propiedad goza de pleno confort gracias a la calefacción por suelo radiante y el arie acondicionado. Tiene también gran capacidad de estacionamiento con cuatro plazas de garaje interiores y ocho exteriores cubiertas. Por último la guinda de las comodidades la pone una espectacular piscina cubierta climatizada. El encanto de la Provenza les esta esperando en esta bella y lujosa propiedad de La Moraleja. DESALAS. Ref: MOV02961. MUCHAS DE NUESTRAS PROPIEDADES NO APARECEN EN IDEALISTA. CONSULTE EN NUESTRA PÁGINA WEB DE “De Salas”, PARA VER MÁS VIVIENDAS EN EXCLUSIVA. DISTRIBUCIÓN PLANTA BAJA - Hall (60 m2) Y gran salón con chimenea (70 m2) - Cuarto de estar o biblioteca (79 m2) - Comedor (40 m2) - Porche cerrado.(48 m2) - Aseo de invit. - 1 dormitorio principal en suite (21 m2), con vestidor de (12m2) y 2 baños - Cocina de (14 m2) con office (20 m2) y despensa y lavandería (14 m2) - Porche (32 m2) - 2 dormitorios de servicio y baño - Ascensor - Garaje: (4 plazas interiores y 8 plazas cubiertas exteriores) (73 m2) - Aseo de servicio PRIMERA PLANTA - 5 dormitorios (todos en suite) - Cuarto de estar (30 m2) y terraza (32 m2) SÓTANO - Bodega - Cuarto de calderas y trastero   - Calefacción de gasóleo suelo radiante, aire acondicionado y Alarma - Piscina climatizada de (62 m2), 1 Baño - Jardín con 4 fuentes y pozo legalizado.",True,good,False,11538.0,False,False,False,True,[],False,False,15000000.0,€,True,True,chalet,independantHouse,"La Moraleja urbanización, La Moraleja",Casa independiente en paseo de la Marquesa Viuda de Aldama,Top,,,,,,,,,
108502507,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/dc/32/1347054506.webp,PV9134I,23,1598000.0,chalet,sale,390.0,4,4,Barrio Zona Estación,Madrid,Pozuelo de Alarcón,Zona Estación,es,40.4531763,-3.7992301,False,https://www.idealista.com/inmueble/108502507/,"Viviendas recién construida, de espacios amplios y abiertos, con una superficie construida de unos 400 m² sobre una parcela de 390 m², cuentan con una distribución excelente y funcional, las viviendas estarán dotadas de instalación completa de AEROTERMIA Mediante suelo radiante y refrigerante en todas las estancias de la vivienda.  Distribución:  PLANTA PRINCIPAL: - Hall de entrada con armario gabanero y aseo de cortesía. - Un gran salón-comedor con cocina abierta con acceso directo al jardín.  PLANTA ALTA: - Dormitorio principal en suite con vestidor, baño y terraza. - Habitaciones tipo suite con baño incorporado. - Dos habitaciones. -Baño completo PLANTA BAJA: - Cuarto de Lavado - Cuarto de instalaciones. - Baño completo. JARDÍN: - Piscina. - Iluminación personalizada. Cada una de estas dos fantásticas viviendas, estarán compuestas de tres amplias plantas, de aproximadamente 100 m² cada una, a las que se le añade la enorme terraza sobre la cubierta.  Cocina totalmente equipadas, con electrodomésticos BOSCH clase A++ o similar, incluidos: - lavavajillas integrable, horno eléctrico y microondas integrados en columna, placa de inducción con campana extractora integrada en falso techo y fregadero con grifería monomando. - Persianas de seguridad motorizadas.  Para disfrutar del máximo confort, las viviendas estarán dotadas de una instalación completa de AEROTERMIA Mediante suelo radiante y refrigerante en todas las estancias habitables de la vivienda. Incluye un cuarto lavadero, un cuarto de instalaciones y un baño completo. PLANTA CUBIERTA: La terraza en planta superior se entrega solada y con barandilla, tomas de luz y agua. Se puede personalizar incluyendo: - Jacuzzi de última generación. - Pérgola bioclimática. - Tomas de TV, fibra óptica... JARDÍN: - Diseño de jardín personalizado. - Piscina. - Iluminación exterior personalizable. Puedes ver más inmuebles en nuestra página web. Este importante municipio de Madrid ocupa una extensión de 42 km2 y tiene una población de aproximadamente 84.000 habitantes. Como referencia geográfica, se encuentra a 11 kilómetros del centro de la capital y linda con Aravaca. Además de varias líneas de autobuses y de metro ligero, cuenta con dos estaciones de cercanías: una en Pozuelo y otra en El Barrial, junto al Corte Inglés. Sin olvidar sus tres grandes ejes: la A-6, la M-500 y la M-40.  De entres sus muchas urbanizaciones, destacamos La Finca, Somosaguas o Álamos de Bularas. Según su carácter urbanístico, en algunas se han construido pisos cerca de las zonas comerciales, y en otras, adosados y chalets independientes.  Asimismo, cuenta con colegios muy conocidos, algunos de ellos bilingües, lo que hace de esta población una zona muy demandada por ejecutivos destinados en Madrid. En sus inmediaciones se encuentra el Campus Universitario de Somosaguas, donde se cursan varias carreras de la Universidad Complutense.  Estamos ante una zona muy tranquila, de gran seguridad y con unos servicios acordes a la gran ciudad que es hoy día. De hecho, desde hace ya unos años tiene teatro y su propio conservatorio.",False,good,False,4097.0,True,False,False,False,[],False,False,1598000.0,€,True,True,chalet,semidetachedHouse,"Zona Estación, Pozuelo de Alarcón",Chalet pareado,Top,Zona Estación,,,,,,,,
107351155,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/b6/28/1249914610.webp,P1 4B ,17,574900.0,flat,sale,119.0,4,2,vereda de la Cebolla s/n,Madrid,Madrid,Vicálvaro,es,40.3997161,-3.5467341,True,https://www.idealista.com/obra-nueva/107351155/,"¡85% DE LA PROMOCIÓN VENDIDA! OBRAS INICIADAS  LICENCIA DEFINITIVA DE OBRAS CONCEDIDA. No dejes pasar la oportunidad de tener tu nuevo hogar en El Cañaveral. Pisos de obra nueva en la Calle Vereda de la Cebolla con Calle Ferenc Puskas, ¡a un paso del futuro Parque Central del Cañaveral! Con 97 viviendas, Residencial Toscana presenta una variedad de opciones. Desde pisos de 2 dormitorios, 3 dormitorios, hasta amplias viviendas de 4 dormitorios, llenas de luz natural. La promoción cuenta con calificación energética A en emisiones, aerotermia y paneles fotovoltaicos instalados en la cubierta, para favorecer la máxima eficiencia energética y reducción de consumo en el edificio. El suelo radiante-refrescante hará que disfrutes de tu hogar al máximo, tanto en verano como en invierno. También con nuestro Programa de libre elección de calidades, podrás personalizar acabados y materiales según tus gustos y preferencias. Residencial Toscana integra tecnologías para ofrecerte un hogar inteligente. Las instalaciones comunes ofrecen una piscina con sistema de depuración salina e iluminación nocturna, zonas verdes y una zona de juegos infantiles, brindando un entorno ideal para toda la familia. Y si buscas un espacio para tus actividades, Residencial Toscana también cuenta con una sala polivalente para diferentes usos, al igual que un gimnasio equipado y la instalación de taquillas electrónicas. La promoción incluye la preinstalación de recarga de coches eléctricos y parking de bicicletas. Solicita más información y conoce todos los detalles de Residencial Toscana en el Cañaveral. *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual.  *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos.  *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",True,newdevelopment,True,4831.0,True,False,False,False,[],False,False,574900.0,€,True,True,flat,,"El Cañaveral, Madrid",Piso en vereda de la Cebolla s/n,Top,El Cañaveral,4,True,True,False,,,,
108089544,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/94/e5/1353931959.webp,35687,50,264000.0,flat,sale,55.0,2,1,calle de María Teresa Sáenz de Heredia,Madrid,Madrid,Ciudad Lineal,es,40.423735,-3.651256,False,https://www.idealista.com/inmueble/108089544/,"PISO EN VENTA DE 55M2 EXTERIOR, 2 DORMITORIOS CON TRASTERO EN LA ELIPA. Compuesto por un dormitorio principal con armario a medida en tonos roble claro y uno individual. Amplio salón con gran ventana que aporta luz natural a todo el entorno. Baño con plato de ducha con mampara y cocina. La finca cuenta con gas natural acceso desde la fachada, la calefacción es eléctrica por acumuladores, el aire con bomba de calor es un complemento. El suelo es gres moderno imitación madera. Con excelente ubicación junto a la Av. Marqués de Corbera, fácil acceso por M30. Junto al Metro La Elipa línea 2. Rodeada de distintos comercios y Frente a biblioteca pública municipal de La Elipa, Centro cultural, Parque de la Elipa y fuente del berro. Inmejorable comunicación con líneas de autobuses 28, 110, 210, N6.",False,good,False,4800.0,True,False,False,False,[],False,False,264000.0,€,,,flat,,"Ventas, Madrid",Piso en calle de María Teresa Sáenz de Heredia,Top,Ventas,1,True,False,,270000.0,6000.0,2.0,
108223576,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/56/5a/1337607642.webp,DS-P44010,21,720000.0,flat,sale,61.0,2,3,calle del General Díaz Porlier,Madrid,Madrid,Barrio de Salamanca,es,40.4266632,-3.6767252,False,https://www.idealista.com/inmueble/108223576/,"DIZA Consultores les presenta esta impresionante vivienda completamente reformada, ubicada en la Calle General Díaz Porlier, en pleno corazón del prestigioso Barrio de Salamanca, Madrid. Situada en una quinta planta, esta propiedad ha sido renovada íntegramente por un reconocido estudio de interiorismo, que ha sabido conjugar a la perfección lujo, elegancia y funcionalidad. A pesar de su carácter interior, la vivienda goza de una excelente entrada de luz natural gracias a su doble orientación, lo que garantiza espacios luminosos, tranquilos y llenos de armonía. Cada rincón ha sido diseñado con esmero por un equipo de profesionales que ha cuidado hasta el último detalle, incorporando materiales de primera calidad, soluciones a medida y un mobiliario cuidadosamente seleccionado que aporta estilo y confort. La vivienda se entrega completamente decorada y equipada, lista para entrar a vivir, lo que permite disfrutar desde el primer día de una experiencia residencial exclusiva. La distribución ha sido pensada para ofrecer amplitud y fluidez entre estancias, combinando un diseño moderno con un uso inteligente del espacio. A pesar de su carácter íntimo, cada ambiente transmite sofisticación y equilibrio, convirtiéndose en un verdadero refugio urbano. Esta es una oportunidad única para quienes buscan un hogar distinguido, acogedor y con personalidad en una de las zonas más demandadas de la capital. El Barrio de Salamanca ofrece un estilo de vida inigualable, rodeado de comercios selectos, restaurantes de alta gama y todos los servicios necesarios en un entorno privilegiado. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Especialistas en propiedades exclusivas en las mejores zonas de Madrid: Barrio de Salamanca, Retiro, Almagro, Chamartín, Aravaca, Pozuelo y Boadilla. Convertimos sueños en hogares.",True,good,False,11803.0,True,False,False,False,[],False,False,720000.0,€,,,flat,,"Goya, Madrid",Piso en calle del General Díaz Porlier,Top,Goya,5,False,True,,,,,
108409212,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/cc/94/1344712518.webp,426723,33,690000.0,flat,sale,68.0,1,1,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,40.4339634,-3.6798448,False,https://www.idealista.com/inmueble/108409212/,"ÚNICA INMOBILIARIA les invita a conocer este piso con muchas posibilidades de remodelación en Lista. Esta interesante vivienda exterior tiene una superficie construida de 68 m2 y esta en la zona perfecta para quienes quieren un piso con personalidad, bien ubicado y con múltiples opciones. El piso disfruta de una excelente orientación, lo que le permite tener una luz natural que crea un ambiente cálido y agradable durante todo el día.  Tiene una distribución versátil: cuenta con un dormitorio principal, dispone de salón, cocina, un baño completo y una terraza ideal con espacio suficiente para pasar unas estupendas veladas El edificio dispone de ascensor, portero físico, piscina y hay plazas de garaje en venta y alquiler dentro del miso, lo que supone una tranquilidad añadida. Los gastos de comunidad incluyen calefacción, aire acondicionado, agua fría y caliente.  Este piso es una joya oculta que te ofrece infinitas posibilidades para darle un toque moderno y funcional, con una reforma integral o parcial, podrás adaptar este espacio a tus necesidades, creando un hogar con las mejores calidades y acabados. No pierdas esta oportunidad de vivir en una zona tranquila y muy bien comunicada. Las imágenes podrían no reflejar el estado actual del inmueble.  ¡Ven a visitarlo y descubre tu próximo hogar! En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro.",False,renew,False,10147.0,True,False,False,True,[],False,False,690000.0,€,,,flat,,"Lista, Madrid",Piso,Top,Lista,5,True,True,,750000.0,60000.0,8.0,
105244838,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/3c/1c/1246321517.webp,MAV02734,26,830000.0,flat,sale,171.0,4,2,Barrio Palomas,Madrid,Madrid,Hortaleza,es,40.4530875,-3.6188435,False,https://www.idealista.com/inmueble/105244838/,"DE SALAS LUXURY HOMES, Ref. MAV02734, les presenta este magnífico piso de 4 dormitorios y 2 baños ubicado en una de las urbanizaciones más conocidas de la zona, junto al Corte Inglés Campo de las Naciones, ideal para familias con niños, ya que cuenta con unas zonas comunes muy agradables en una urbanización privada y con grandes medidas de seguridad. MUCHAS DE NUESTRAS PROPIEDADES NO APARECEN EN IDEALISTA. CONSULTE EN NUESTRA PÁGINA WEB DE “De Salas”, PARA VER MÁS VIVIENDAS EN EXCLUSIVA. Pueden ver más viviendas disponibles en nuestra página Web, no publicadas en este portal inmobiliario. La vivienda tiene 171m2 catastrales, de los cuales 127m2 pertenecen al piso y el resto a elementos comunes del edificio. Accedemos al piso con puerta de seguridad y el hall con armario gabanero separa el salón de la cocina y la zona de dormitorios.    El salón, con orientación NO, tiene un bonito ventanal mirador por el que la luz entra a raudales gracias a sus ventanales de suelo a techo. La cocina, con un práctico lavadero-tendedero al fondo, tiene un espacio estupendo en el que se encuentra una cómoda mesa para comer a diario. En el área de noche, separada por una puerta del resto de la vivienda, un pasillo distribuye los dormitorios y baños. La habitación principal, con 2 amplios ventanales, cuenta con cuarto de baño en suite revestido íntegramente en un elegante mármol, con bañera, w. c. y bidé.  Las otras 3 habitaciones comparten cuarto de baño. Todos los dormitorios disponen de armarios empotrados.  La vivienda cuenta con calefacción por gas natural mediante radiadores y aire acondicionado por conductos internos. Suelo de parqué, videoportero y puerta de acceso principal de seguridad. Las zonas comunes son ideales para niños y adultos y se encuentran perfectamente cuidadas, con piscina de adultos, piscina de niños, zona infantil con columpios, conserje físico y seguridad 24 horas. El precio incluye 1 plaza de aparcamiento y cuarto trastero. Sin duda, una magnífica oportunidad de vivir en un magnífico edificio con todas las comodidades posibles en una de las mejores zonas de la ciudad.",False,good,False,4854.0,True,False,False,True,[],False,False,830000.0,€,True,True,flat,,"Palomas, Madrid",Piso,Top,Palomas,1,True,True,,,,,
108080941,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/b8/ac/1333233243.webp,MONTEOLIVAR,40,1049900.0,chalet,sale,303.0,4,4,avenida del Monte Olivar,Madrid,Boadilla del Monte,El Olivar de Mirabal,es,40.4205135,-3.9070859,False,https://www.idealista.com/inmueble/108080941/,"AGENCIA INMOBILIARIA HOGARES BOADILLA DEL MONTE PRESENTA EXCLUSIVO CHALET INDEPENDIENTE CON PARCELA DE 1.300M2 Y PISCINA, UBICADO EN LA URBANIZACIÓN OLIVAR DE MIRABAL. La vivienda se distribuye en tres plantas, ofrece el equilibrio perfecto entre amplitud, confort y privacidad. Con una parcela de 1.300 m, esta vivienda está diseñada para disfrutar de un estilo de vida tranquilo y exclusivo. La propiedad cuenta con 4 amplios dormitorios, todos ellos luminosos y bien distribuidos. El dormitorio principal destaca por su baño en suite, vestidor y una terraza abierta ideal para relajarse o disfrutar de las vistas. En total, la vivienda dispone de 4 baños repartidos en todas las plantas. La cocina es espaciosa y funcional, equipada con zona office, perfecta para el día a día. El amplio salón se complementa con un comedor independiente, ofreciendo espacios diferenciados para el ocio y el entretenimiento. Además, cuenta con un sótano muy amplio, con salidas directas a la parcela, un baño y un cuarto de almacenaje. En el exterior, la amplia parcela cuenta con una piscina privada, ideal para disfrutar del buen tiempo en familia o con amigos. Además, la propiedad dispone de un garaje aéreo, cómodo y de fácil acceso. ¡No dude en visitar esta magnífica vivienda y consultar nuestras excelentes condiciones de financiación, con opciones de hasta el 100% del valor de la propiedad! Estamos aquí para ayudarle a convertir esta casa en su nuevo hogar.",True,good,False,3465.0,True,True,False,False,[],False,False,1049900.0,€,True,True,chalet,independantHouse,"El Olivar de Mirabal, Boadilla del Monte",Casa independiente en avenida del Monte Olivar,Top,,,,,,,,,
107410442,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/15/a9/1315404541.webp,W-02YVU5,32,1300000.0,flat,sale,116.0,3,2,calle de Menorca,Madrid,Madrid,Retiro,es,40.4210398,-3.6780814,False,https://www.idealista.com/inmueble/107410442/,"Piso excepcional en calle Menorca Bienvenido a un apartamento excepcional en el corazón de Madrid, con 102 metros cuadrados de superficie habitable y un total de 116 metros cuadrados. Construido en 1930 y completamente restaurado en 2024, este inmueble representa la perfecta fusión entre encanto histórico y lujo contemporáneo. Este apartamento de tres dormitorios y dos baños, uno de ellos en suite, ofrece una atmósfera sofisticada y luminosa. Cada espacio ha sido cuidadosamente diseñado para maximizar la comodidad y el estilo, creando un ambiente elegante y acogedor ideal para la vida moderna. La presencia de una chimenea añade un toque de calidez y romanticismo, mientras que el balcón orientado al norte proporciona una vista serena y tranquila. Un ascensor de última generación facilita el acceso a la propiedad. El sistema de calefacción central garantiza un confort óptimo durante todo el año. Las impecables restauraciones de 2024 han elevado este apartamento a un nuevo nivel de excelencia. Los detalles de la reforma, prometen una calidad excepcional en cada rincón. La inclusión de un balcón y un sistema de calefacción central, junto con la presencia de una chimenea, realzan el carácter lujoso y confortable de esta propiedad única. Esta residencia madrileña es una joya arquitectónica, un testimonio de la elegancia atemporal. Su ubicación privilegiada, su exquisita restauración y sus características exclusivas la convierten en una oportunidad excepcional para aquellos que buscan un hogar de lujo en el corazón de la vibrante ciudad de Madrid. Descubra un estilo de vida incomparable en esta exclusiva propiedad ubicada en el corazón de Madrid, en el codiciado distrito de Menorca. Esta residencia de lujo está pensada para aquellos que aprecian la sofisticación, la comodidad y la proximidad a la vibrante vida urbana, sin renunciar a la tranquilidad. La zona se caracteriza por su elegante arquitectura, sus calles arboladas y su ambiente sofisticado. Ideal para profesionales de alto nivel, familias con niños que buscan colegios de prestigio y amantes del arte y la cultura. La cercanía a parques y zonas verdes ofrece un respiro de la ajetreada vida citadina, mientras que la excelente ubicación permite un acceso rápido y sencillo a los principales puntos de interés de Madrid. La infraestructura de la zona es inmejorable. Cuenta con una amplia red de transporte público, incluyendo metro y autobús, con conexiones directas al centro de la ciudad y a otros distritos importantes. Encontrará a su alcance una gran variedad de restaurantes de alta cocina, boutiques exclusivas, galerías de arte y centros comerciales de lujo. Además, la zona destaca por su seguridad y su ambiente tranquilo y familiar. Para los amantes del ocio, las opciones son infinitas. El Parque del Retiro, con sus hermosos jardines, lagos y museos, se encuentra a un corto trayecto en taxi (aproximadamente 15 minutos) o en transporte público (unos 20 minutos). El Museo del Prado, el Reina Sofía y el Thyssen-Bornemisza, referentes del arte mundial, están a una distancia fácilmente accesible en taxi (entre 10 y 15 minutos) o en metro (aproximadamente 25 minutos). El centro histórico de Madrid, con sus plazas emblemáticas y su rica historia, está a un cómodo trayecto en taxi (unos 10 minutos) o en transporte público (unos 15-20 minutos). En resumen, esta residencia de lujo en Menorca representa una oportunidad única para aquellos que buscan un estilo de vida excepcional en el corazón de Madrid. La combinación de ubicación privilegiada, excelente infraestructura y proximidad a lugares de interés cultural y de ocio hacen de esta propiedad una inversión inigualable. Viva la experiencia de un lujo sin igual en una de las zonas más exclusivas de Madrid.",True,good,False,11207.0,True,False,True,False,[],False,False,1300000.0,€,,,flat,,"Ibiza, Madrid",Piso en calle de Menorca,Top,Ibiza,1,True,True,,,,,
108637452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/68/eb/1358669044.webp,5115773b-d818-4449-84ec-73ba0ca89b57,41,795000.0,flat,sale,71.0,1,1,calle de Núñez de Balboa,Madrid,Madrid,Barrio de Salamanca,es,40.4362143,-3.6799508,False,https://www.idealista.com/inmueble/108637452/,"Luminoso piso reformado en el corazón del barrio de Salamanca – Ideal para vivir o invertir. La vivienda cuenta actualmente con 1 dormitorio amplio y 1 baño reformado recientemente (hace menos de dos años). Gracias a su distribución, existe la posibilidad de obtener una segunda habitación con una pequeña reforma, lo que aumentaría notablemente su funcionalidad y valor. Dispone de calefacción central, aire acondicionado y buenas calidades generales. Es una propiedad lista para entrar a vivir o comenzar a rentabilizar desde el primer día. Su cercanía al IE y a múltiples conexiones de transporte la convierte en una excelente oportunidad de inversión, con una alta demanda de alquiler en la zona. El inmueble se encuentra en un edificio representativo de 1980, con servicio de conserjería y seguridad 24 horas, lo que añade comodidad y tranquilidad. Además, la finca dispone de plazas de garaje, aunque la vivienda no incluye una plaza propia. Ubicado en la cotizada confluencia de Calle Núñez de Balboa con María de Molina, presentamos este piso de 71 m² construidos en buen estado, situado en una de las zonas más demandadas de Madrid, a escasos pasos del Instituto de Empresa (IE Business School). En definitiva, una propiedad versátil, bien ubicada y con potencial de revalorización, perfecta tanto para residencia habitual como para inversores que busquen rentabilidad garantizada en una ubicación prime de Madrid.",True,good,False,11197.0,True,True,False,False,[],False,False,795000.0,€,,,flat,,"Castellana, Madrid",Piso en calle de Núñez de Balboa,Top,Castellana,6,True,True,,,,,
