propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,hasLift,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108882583,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/e8/99/1357844438.webp,,13,360000.0,flat,sale,87.0,1,1,"calle de los Depósitos, 13",Madrid,Getafe,Universidad,es,,40.3132282,-3.725844,True,https://www.idealista.com/obra-nueva/108882583/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,newdevelopment,True,False,4138.0,True,False,False,False,[],False,False,360000.0,€,True,True,flat,,"Universidad, Getafe","Piso en calle de los Depósitos, 13",3,True,True,,,,
108264485,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/0d/e9/1325813894.webp,v4,93,1525000.0,chalet,sale,400.0,6,4," Valetin Robledo, 21",Madrid,Pozuelo de Alarcón,Zona norte,es,Zona norte,40.4498995,-3.8131638,True,https://www.idealista.com/obra-nueva/108264485/,"¡Chalets de Obra Nueva en Calle Valentín Robledo! Gran oportunidad de adquirir un espectacular chalet de obra nueva. Esta vivienda, distribuida en 4 plantas, ha sido diseñada para ofrecerle el máximo confort, luminosidad y funcionalidad, convirtiéndose en el hogar perfecto para su familia. Distribución del Chalet: Planta Sótano: -Cuarto de baño completo con ducha. -Zona de lavandería y maquinas. -Amplio espacio tipo chill-out, ideal para disfrutar de momentos de ocio o de relax. -Habitación de servicio. Planta Baja: -Salón de paso amplio y luminoso, ideal para disfrutar en familia, con vista y salida al exterior. -Cocina americana totalmente amueblada y equipada, con cerramiento de vidrio que la separa del salón, creando un ambiente moderno y abierto. -Despacho, perfecto para teletrabajar o como espacio de estudio. -Cuarto de baño completo con ducha, diseñado para la comodidad diaria. -Jardín con piscina muy luminoso. -Garaje exterior para dos coches. Segunda Planta: -Dos habitaciones individuales, perfectas para niños o como habitaciones de invitados, con armarios empotrados. -Cuarto de baño completo, con plato de ducha. -Habitación principal en suite, con baño privado y salida a una bonita y soleada terraza. Última Planta: -Un amplio espacio de ocio, ideal para utilizar como sala de juegos, zona de entretenimiento, oficina o habitación, con acceso a dos amplias terrazas, muy luminosas y perfectas para disfrutar del aire libre. Este chalet, con una distribución pensada al detalle, ofrece un diseño contemporáneo, un alto nivel de confort y una ubicación inmejorable en Pozuelo de Alarcón, cerca de todos los servicios, colegios de prestigio como el San Luis de los franceses, y zonas comerciales como el Centro Comercial Pozuelo. Disfruta de parques y espacios verdes como El Parque de las Cárcavas, ideales para actividades al aire libre. Con un acceso inmejorable a Madrid gracias a su cercania a la estación y la M-40, vivir aquí es disfrutar de la calidad de vida que siempre has soñado. ¡No deje pasar esta oportunidad única, solicite más información y agende su visita!.",True,newdevelopment,True,False,3813.0,True,False,False,False,[],False,False,1525000.0,€,True,True,chalet,semidetachedHouse,"Zona norte, Pozuelo de Alarcón","Chalet pareado en  Valetin Robledo, 21",,,,,,,
108887848,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/cd/1c/1357844435.webp,,13,338000.0,flat,sale,79.0,2,1,"calle de los Depósitos, 13",Madrid,Getafe,Universidad,es,,40.313265,-3.7258576,True,https://www.idealista.com/obra-nueva/108887848/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,,True,False,4278.0,True,False,False,False,[],False,False,338000.0,€,True,True,flat,,"Universidad, Getafe","Piso en calle de los Depósitos, 13",3,True,True,,,,
108912391,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/8e/3d/1358733023.webp,,75,645000.0,chalet,sale,309.0,5,4,CL TEJO DEL,Madrid,Móstoles,Coimbra - Guadarrama,es,,40.3142039,-3.9307829,False,https://www.idealista.com/inmueble/108912391/,"MAEX Gestión de Inmuebles, pone en venta, en exclusiva **FANTASTICO CHALET INDEPENDIENTE** ¡Descubre el hogar de tus sueños en el corazón del Parque Coimbra de Móstoles! Este impresionante chalet independiente de 309 metros construidos se asienta sobre una amplia parcela de 1,036 metros cuadrados, ofreciendo un espacio ideal para disfrutar de la vida en familia. Con 5 dormitorios y 4 baños, cada rincón de esta propiedad ha sido diseñado para brindar comodidad y estilo.  Los dos salones son perfectos para relajarse o recibir a amigos, mientras que las dos cocinas permiten preparar deliciosas comidas con facilidad. Además, cuenta con un cuarto de estar que puede convertirse en tu rincón de lectura favorito. El jardín cuidado es un oasis privado donde disfrutar del aire libre, y la gran piscina te invita a refrescarte en los días calurosos. La propiedad también incluye un amplio garaje con leñera, ideal para quienes buscan espacio adicional. Con calefacción por gas natural, el confort está garantizado durante todo el año. Muy cerca de todos los servicios como supermercados, Centro Comercial Xanadú y a un paso de Móstoles.  ¡No pierdas la oportunidad de visitar este chalet en perfecto estado, construido en 1980 y listo para convertirse en tu nuevo hogar!",True,good,False,,2087.0,True,False,False,False,[],False,False,645000.0,€,True,True,chalet,independantHouse,"Coimbra - Guadarrama, Móstoles",Casa independiente en Cl Tejo Del,,,,,,,
108888024,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/78/2e/1357844415.webp,,13,335000.0,flat,sale,79.0,1,1,"calle de los Depósitos, 13",Madrid,Getafe,Universidad,es,,40.313265,-3.7258576,True,https://www.idealista.com/obra-nueva/108888024/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,,True,False,4241.0,True,False,False,False,[],False,False,335000.0,€,True,True,flat,,"Universidad, Getafe","Piso en calle de los Depósitos, 13",3,True,True,,,,
108916798,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/8e/94/1358861718.webp,4304,40,450000.0,flat,sale,50.0,1,1,calle de Atocha,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4123579,-3.7026587,False,https://www.idealista.com/inmueble/108916798/,"TORALIA CAPITAL VENDE PISO CON PATIO/ TERRAZA COMUNITARIA EN VENTA EN PLENA CALLE ATOCHA CON LICENCIA TURÍSTICA EN VIGOR, RECIÉN REFORMADO EN 2022. Ubicado en una de las zonas más emblemáticas de la capital, este sofisticado apartamento se encuentra en la prestigiosa calle Atocha, a pocos minutos a pie de la estación homónima y rodeado de los principales puntos culturales y turísticos de la ciudad. Una dirección privilegiada que garantiza una alta demanda tanto turística como residencial.  El inmueble ha sido completamente reformado en 2022, combinando diseño contemporáneo con materiales de alta calidad. Cuenta con un dormitorio, un baño completo, una elegante cocina americana y un acogedor patio/terraza privado, ideal para disfrutar del aire libre con total intimidad. El apartamento dispone de licencia turística en vigor, lo que representa una excelente oportunidad de inversión, con una rentabilidad neta superior al 7% anual demostrada. Su ubicación es inmejorable: rodeado de museos, restaurantes, y con dos estaciones de metro prácticamente en la puerta, lo que facilita la conexión inmediata con el resto de la ciudad. Una propiedad que reúne ubicación, estilo y rentabilidad, perfecta tanto para inversores como para quienes buscan un exclusivo refugio urbano en el centro de Madrid.",False,good,False,,9000.0,False,False,False,False,[],False,False,450000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de Atocha,ss,False,False,,,,
108882548,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/2c/03/1357844417.webp,,13,369000.0,flat,sale,96.0,2,1,"calle de los Depósitos, 13",Madrid,Getafe,Universidad,es,,40.3132282,-3.725844,True,https://www.idealista.com/obra-nueva/108882548/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,newdevelopment,True,False,3844.0,True,False,False,False,[],False,False,369000.0,€,True,True,flat,,"Universidad, Getafe","Piso en calle de los Depósitos, 13",1,True,True,,,,
108882607,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/d5/48/1357844418.webp,,13,290000.0,flat,sale,80.0,1,1,"calle de los Depósitos, 13",Madrid,Getafe,Universidad,es,,40.3132282,-3.725844,True,https://www.idealista.com/obra-nueva/108882607/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,newdevelopment,True,False,3625.0,True,False,False,False,[],False,False,290000.0,€,True,True,flat,,"Universidad, Getafe","Piso en calle de los Depósitos, 13",2,True,True,,,,
104569998,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/fa/51/1224709975.webp,BJ MF,4,395000.0,flat,sale,105.0,3,2,"calle Málaga, 4",Madrid,Móstoles,Norte - Universidad,es,,40.3294399,-3.8802555,True,https://www.idealista.com/obra-nueva/104569998/,"¡Descubre tu nuevo hogar en el corazón de Móstoles! Este espectacular piso en planta baja te ofrece la comodidad y el lujo que siempre has deseado. Con 105 m² construidos, esta vivienda de renta libre en régimen de cooperativa cuenta con tres amplios dormitorios, dos baños y un jardín privado perfecto para disfrutar del aire libre. Además, incluye plaza de garaje y trastero, asegurando espacio para todas tus necesidades. La comunidad ofrece una amplia zona comunitaria con piscina y jardines, ideal para relajarse y socializar. Gracias a su ubicación privilegiada, tendrás fácil acceso a la Universidad Rey Juan Carlos y a la estación Renfe Móstoles El Soto, además de una excelente conexión con la A-5. La eficiencia energética de clase ""A"" garantiza un consumo responsable, complementado por un sistema centralizado de aerotermia y climatización con suelo radiante-refrigerante y paneles fotovoltaicos para generación de energía. Este piso está diseñado pensando en todos, con accesos adaptados para personas con movilidad reducida y un ambiente confortable gracias al aire acondicionado. No pierdas la oportunidad de formar parte de esta vibrante comunidad bien conectada. ¡Ven a visitar tu futuro hogar!",False,newdevelopment,True,False,3762.0,True,False,False,False,[],False,False,395000.0,€,True,True,flat,,"Norte - Universidad, Móstoles","Piso en calle Málaga, 4",bj,True,True,,,,
108882581,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/fa/40/1357844419.webp,,13,375000.0,flat,sale,90.0,1,1,"calle de los Depósitos, 13",Madrid,Getafe,Universidad,es,,40.3132282,-3.725844,True,https://www.idealista.com/obra-nueva/108882581/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,newdevelopment,True,False,4167.0,True,False,False,False,[],False,False,375000.0,€,True,True,flat,,"Universidad, Getafe","Piso en calle de los Depósitos, 13",3,True,True,,,,
108882537,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/37/ae/1357844416.webp,,13,430000.0,flat,sale,131.0,3,2,"calle de los Depósitos, 13",Madrid,Getafe,Universidad,es,,40.3132282,-3.725844,True,https://www.idealista.com/obra-nueva/108882537/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,newdevelopment,True,False,3282.0,True,False,False,False,[],False,False,430000.0,€,True,True,flat,,"Universidad, Getafe","Piso en calle de los Depósitos, 13",bj,True,True,,,,
108916893,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/e0/c7/1359180511.webp,200,22,295000.0,countryHouse,sale,72.0,2,1,Centro,Madrid,El Escorial,Centro,es,,40.5833604,-4.1283099,False,https://www.idealista.com/inmueble/108916893/,"NOVOCASA10 Ofrece ¡Oportunidad Única en el Centro de El Escorial!  Casa Baja Reformada con Parcela y Garaje – Todo Nuevo a Estrenar Si buscas vivir en una zona privilegiada, con comodidad, ¡esta es tu casa! Te presentamos esta preciosa casa baja de 72 m², completamente reformada con calidades modernas, situada en pleno centro de El Escorial. Disfruta de una parcela privada de 70 m², ideal para jardín, terraza o zona chill-out. Características destacadas: •2 dormitorios •1 baño moderno •Salón muy luminoso •Cocina amueblada con estilo actual •Suelos de tarima flotante •Ventanas de PVC con doble acristalamiento (aislamiento térmico y acústico) •Calefacción y agua caliente por gas natural •Garaje privado Ubicada en una zona inmejorable, con todos los servicios a pie de calle: transporte, colegios, comercios, a 5 minutos andando de la estación de tren, y por supuesto, con el encanto histórico de El Escorial. Entrar a vivir, sin necesidad de reformas. ¡Todo a estrenar! . ¡No dejes pasar esta oportunidad! Contacta ahora para concertar una visita y enamorarte de tu nuevo hogar. Para ver más inmuebles, puedes consultar la página web, o nuestra oficina virtual.",True,good,False,,4097.0,False,False,False,False,[],False,False,295000.0,€,True,True,countryHouse,casaDePueblo,"Centro, El Escorial",Casa de pueblo,,,,,,,
108559835,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/8c/9c/1348466458.webp,2,72,1350000.0,chalet,sale,286.0,5,6,"calle Hermanos San Román, 1",Madrid,Pozuelo de Alarcón,Zona norte,es,Zona norte,40.4492924,-3.8070703,True,https://www.idealista.com/obra-nueva/108559835/,"Extraordinarios chalets en urbanización cerrada Chalets pareados exclusivos con las mejores calidades y tecnología de vanguardia Vendemos 3 chalets pareados a estrenar en una de las zonas más cotizadas de Pozuelo de Alarcón. Viviendas unifamiliares de 290 m² construidos, sobre parcelas privadas de entre 140 y 190 m², diseñadas para ofrecer confort, eficiencia energética y estilo en cada detalle. Distribución: Planta baja: cocina completamente amueblada con encimera de Silestone Cosentino y electrodomésticos de primeras marcas, amplio salón-comedor con acceso al jardín y un baño completo. Primera planta: hasta 4 dormitorios, incluido el principal en suite, y 2 baños completos. Planta alta: espacio versátil con acceso a terraza, ideal como sala de estar, despacho o quinto dormitorio. Sótano: amplio espacio multiusos, zona de lavandería y cuarto de instalaciones. Calidades y equipamiento: Aislamiento constructivo de alta eficiencia Ventanas de doble acristalamiento Climalit y persianas motorizadas Suelos de gres porcelánico en cocina, baños, sótano y planta alta Tarima laminada de lama ancha en salón, vestíbulo y dormitorios Sistema de aerotermia DAIKIN para calefacción, refrigeración y agua caliente sanitaria Suelo radiante-refrescante en toda la vivienda con control independiente por estancias mediante cronotermostatos digitales programables Ventilación mecánica controlada de doble flujo con recuperador de calor, que garantiza una óptima calidad del aire interior, evitando contaminación, malos olores y alérgenos Urbanización cerrada con: Piscina comunitaria Plazas de aparcamiento privadas Entorno tranquilo y seguro Ubicación privilegiada: Situados en un enclave inmejorable de Pozuelo, rodeados de zonas verdes y parques, con fácil acceso a colegios de prestigio, transporte público (Cercanías y autobuses) y a solo 15 minutos del centro de Madrid. Una oportunidad única de vivir en una vivienda moderna, eficiente y bien comunicada. Solicita más información o concierta tu visita. ¡Tu nuevo hogar te espera! (Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual).",False,newdevelopment,True,False,4720.0,True,False,False,False,[],False,False,1350000.0,€,True,True,chalet,semidetachedHouse,"Zona norte, Pozuelo de Alarcón","Chalet pareado en calle Hermanos San Román, 1",,,,,,,
108757152,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/b9/6b/1354615450.webp,3452-01341,48,225000.0,duplex,sale,41.0,1,1,AV GRAN VIA DEL SURESTE,Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.3610269,-3.5879578,False,https://www.idealista.com/inmueble/108757152/,"**Dúplex en Venta en Urbanización Cerrada - Ideal para Tu Nuevo Hogar** Descubre este encantador dúplex en una exclusiva urbanización cerrada, perfecta para disfrutar de la tranquilidad y comodidad que siempre has deseado.  Con una distribución inteligente, este hogar cuenta con una planta baja de 19 m² construidos, donde se encuentra una cocina completamente equipada con frigorífico, lavavajillas, placa vitrocerámica de 2 fuegos y campana extractora. Complementa esta planta un salón con ventanales que inundan el espacio de luz natural.  La elegante escalera te llevará a la sexta planta, con 22 m² construidos, donde encontramos un acogedor dormitorio con armario empotrado y un amplio cuarto de baño independiente, además de un balcón con vistas a las avenidas del Ensanche de Vallecas. La urbanización ofrece una variedad de comodidades, como piscina comunitaria, zona de juegos infantiles y un hermoso jardín para disfrutar en familia. Además, tendrás la tranquilidad de contar con conserje y cámaras de vigilancia. La plaza de garaje y el trastero están incluidos en el precio, lo que añade un valor extra a esta propiedad. Las excelentes comunicaciones, con el metro a solo 500 metros y la cercanía al Centro Comercial La Gavia, hacen de este dúplex una opción ideal tanto para vivir como para invertir, garantizando una rentabilidad asegurada. No dejes pasar la oportunidad de hacer de este dúplex tu nuevo hogar. Con calefacción y aire acondicionado mediante splits, suelos de tarima y ventanas climalit, este espacio no solo es acogedor, sino también eficiente. ¡Ven a visitarlo y enamórate de tu futuro hogar!",False,good,False,,5488.0,True,False,False,False,[],False,False,225000.0,€,True,True,flat,duplex,"Ensanche de Vallecas - La Gavia, Madrid",Dúplex en Av Gran Via Del Sureste,5,True,True,,,,
108882546,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/cd/1c/1357844435.webp,,13,295000.0,flat,sale,70.0,2,1,"calle de los Depósitos, 13",Madrid,Getafe,Universidad,es,,40.3132282,-3.725844,True,https://www.idealista.com/obra-nueva/108882546/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,newdevelopment,True,False,4214.0,True,False,False,False,[],False,False,295000.0,€,True,True,flat,,"Universidad, Getafe","Piso en calle de los Depósitos, 13",bj,True,True,,,,
108882600,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/cd/1c/1357844435.webp,,13,330000.0,flat,sale,76.0,2,1,"calle de los Depósitos, 13",Madrid,Getafe,Universidad,es,,40.3132282,-3.725844,True,https://www.idealista.com/obra-nueva/108882600/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,newdevelopment,True,False,4342.0,True,False,False,False,[],False,False,330000.0,€,True,True,flat,,"Universidad, Getafe","Piso en calle de los Depósitos, 13",2,True,True,,,,
