propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,hasLift,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107964754,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/e6/4e/1329654240.webp,938db7b2-7281-48ca-a19d-69855482762a,27,945000.0,flat,sale,119.0,3,2,calle del Torpedero Tucumán,Madrid,Madrid,Chamartín,es,Nueva España,40.4608687,-3.6729693,False,https://www.idealista.com/inmueble/107964754/,"Descubre este encantador y luminoso apartamento de 119 m² en el corazón de Nueva España, Chamartín, Madrid. Totalmente exterior con orientación norte, oeste y sur. Recientemente reformado, ofrece un ambiente moderno y acogedor. Consta de tres dormitorios espaciosos (uno de ellos en suite) y dos baños, ideal para familias o para aquellos que valoran el espacio. La cocina está completamente equipada para satisfacer todas tus necesidades culinarias. Disfruta de la comodidad del aire acondicionado y un sistema de calefacción a gas, asegurando un confort óptimo durante todo el año. Además, cuenta con armarios empotrados que proporcionan amplio espacio de almacenamiento. Relájate en la terraza privada, perfecta para disfrutar de las tardes soleadas. El edificio ofrece servicios de portería y ascensor, añadiendo un toque de conveniencia y seguridad a tu día a día. No pierdas la oportunidad de vivir en este maravilloso hogar en una de las zonas más deseadas de Madrid. ¡Ven a verlo! Nueva España es un barrio exclusivo dentro del distrito de Chamartín, caracterizado por sus calles arboladas, ambiente residencial y seguridad. Es una zona ideal para familias y profesionales que buscan calidad de vida sin renunciar a la cercanía con el centro de Madrid. En sus alrededores, encontrarás colegios de prestigio, centros deportivos, hospitales y una amplia oferta comercial y gastronómica. Además, está perfectamente comunicado con el resto de la ciudad mediante transporte público, con varias estaciones de metro y autobuses cercanos, así como un acceso rápido a la M-30 y la A-1 para desplazamientos en coche. A pocos minutos se encuentran lugares emblemáticos como el Paseo de la Castellana, el Estadio Santiago Bernabéu y el Parque de Berlín, ofreciendo opciones de ocio y entretenimiento para toda la familia. ¡No dejes pasar esta oportunidad! Contáctanos para más información o para concertar una visita.",True,good,False,,7941.0,True,False,False,False,[],False,False,945000.0,€,,,flat,,"Nueva España, Madrid",Piso en calle del Torpedero Tucumán,en,True,True,,960000.0,15000.0,2.0
107244733,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/ff/f2/1307887891.webp,VLDM1,27,194900.0,duplex,sale,100.0,1,2,"calle huertas 8, Valdemorillo, 8",Madrid,Valdemorillo,Valdemorillo pueblo,es,,40.5010429,-4.0689414,True,https://www.idealista.com/inmueble/107244733/,"Descubre este encantador piso en venta en en centro de Valdemorillo, cerca de la plaza de la constitución.  Este apartamento cuenta con 2 plantas. Se distribuyen de la siguiente manera: Planta 0: 1 dormitorio con baño completo y vestidor, sala con cocina integrada y espectacular Planta -1: Versátil y bonito salon histórico con cocina integrada de 50m2 recuperado mágnificamente y 1 baño completo. Con una superficie util de 95 metros cuadrados, esta propiedad de obra nueva ofrece un estilo de vida moderno en un entorno tranquilo. Sus características incluyen: doble acristalamiento, puerta de seguridad, aislamiento térmico en suelo, paredes y techo, calefacción por radiadores de luz, preinstalacion de placas solares, bomba de frio calor, y video portero.  Esta propiedad es ideal para aquellos que buscan un hogar acogedor con todas las comodidades modernas. ¡No pierdas la oportunidad de convertir esta propiedad en tu nuevo hogar! ¡Contáctanos hoy para más información!",True,good,False,,1949.0,True,False,False,False,[],False,False,194900.0,€,,,flat,duplex,"Valdemorillo pueblo, Valdemorillo","Dúplex en calle huertas 8, Valdemorillo, 8",bj,True,False,,,,
108256158,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/34/93/1325814017.webp,V2,105,1490000.0,chalet,sale,400.0,5,4," Valetin Robledo, 21",Madrid,Pozuelo de Alarcón,Zona norte,es,Zona norte,40.4498995,-3.8131638,True,https://www.idealista.com/obra-nueva/108256158/,"¡Chalets de Obra Nueva en Calle Valentín Robledo! Gran oportunidad de adquirir un espectacular chalet de obra nueva. Esta vivienda, distribuida en 4 plantas, ha sido diseñada para ofrecerle el máximo confort, luminosidad y funcionalidad, convirtiéndose en el hogar perfecto para su familia. Distribución del Chalet: Planta Sótano: -Cuarto de baño completo con ducha. -Zona de lavandería y maquinas. -Amplio espacio tipo chill-out, ideal para disfrutar de momentos de ocio o de relax. -Habitación de servicio. Planta Baja: -Salón de paso amplio y luminoso, ideal para disfrutar en familia, con vista y salida al exterior. -Cocina americana totalmente amueblada y equipada, con cerramiento de vidrio que la separa del salón, creando un ambiente moderno y abierto. -Despacho, perfecto para teletrabajar o como espacio de estudio. -Cuarto de baño completo con ducha, diseñado para la comodidad diaria. -Jardín con piscina muy luminoso. -Garaje exterior para dos coches. Segunda Planta: -Dos habitaciones individuales, perfectas para niños o como habitaciones de invitados, con armarios empotrados. -Cuarto de baño completo, con plato de ducha. -Habitación principal en suite, con baño privado y salida a una bonita y soleada terraza. Última Planta: -Un amplio espacio de ocio, ideal para utilizar como sala de juegos, zona de entretenimiento, oficina o habitación, con acceso a dos amplias terrazas, muy luminosas y perfectas para disfrutar del aire libre. Este chalet, con una distribución pensada al detalle, ofrece un diseño contemporáneo, un alto nivel de confort y una ubicación inmejorable en Pozuelo de Alarcón, cerca de todos los servicios, colegios de prestigio como el San Luis de los franceses, y zonas comerciales como el Centro Comercial Pozuelo. Disfruta de parques y espacios verdes como El Parque de las Cárcavas, ideales para actividades al aire libre. Con un acceso inmejorable a Madrid gracias a su cercania a la estación y la M-40, vivir aquí es disfrutar de la calidad de vida que siempre has soñado. ¡No deje pasar esta oportunidad única, solicite más información y agende su visita!.",True,newdevelopment,True,False,3725.0,True,False,False,False,[],False,False,1490000.0,€,True,True,chalet,terracedHouse,"Zona norte, Pozuelo de Alarcón","Chalet adosado en  Valetin Robledo, 21",,,,,,,
108921426,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/93/7d/1358988054.webp,,24,479000.0,flat,sale,100.0,4,2,calle del Ánsar,Madrid,Madrid,Latina,es,Los Cármenes,40.4042461,-3.7398423,False,https://www.idealista.com/inmueble/108921426/,"SM Homes El Cañaveral, vende en exclusiva magnífico piso de 100 m² según catastro, en el consolidado distrito Latina. Potencial oportunidad única de adquirir una vivienda amplia y luminosa en una de las zonas residenciales más tranquilas y con mejor proyección de Madrid. Ideal tanto para familias como para inversores que buscan una propiedad con alta rentabilidad y excelente distribución.  Detalles del inmueble: 100 m² construidos (según Catastro) 4 dormitorios exteriores 2 baños completos Salón comedor amplio con grandes ventanales Muy luminoso, recibe luz desde el patio de luces interior, ideal para mantener la ventilación Cocina independiente con espacio para office Muy luminoso, con excelente orientación Edificio moderno (año 1999) con ascensor Incluye plaza de garaje en el mismo edificio Situado en la Calle del Ánsar, en una zona residencial consolidada y tranquila, bien conectada con el resto de la ciudad. Cercano a colegios, supermercados, zonas verdes y transporte público. Perfecto para alquilar a largo plazo o como residencia familiar.  Ideal para inversión: Por su tamaño, distribución y ubicación, esta propiedad tiene un excelente potencial de rentabilidad en alquiler, tanto tradicional como para familias o profesionales. ¡No dudes en contactarnos para realizar una visita, estaremos encantados de poder ayudarle! **Disponemos de departamento de financiación con las mejores condiciones del mercado y y hasta un 100% de la financiación sujeta a condiciones y perfil del cliente que valorará nuestros expertos**.",False,renew,False,,4790.0,False,False,False,False,[],False,False,479000.0,€,True,True,flat,,"Los Cármenes, Madrid",Piso en calle del Ánsar,1,True,True,,,,
105306153,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/fd/0f/1248126054.webp,Altos Roza Martin,26,1640000.0,chalet,sale,398.0,5,5,"calle Rigoleto 26, 28",Madrid,Majadahonda,Los Satélites - Roza Martín,es,,40.4510835,-3.8872421,True,https://www.idealista.com/obra-nueva/105306153/,"Inmoges les presenta “Los Altos de Roza Martín”, una promoción de obra nueva, OBRAS YA INICIADAS.  Descubre el lujo y la comodidad en esta exclusiva promoción de obra nueva en la prestigiosa urbanización Roza Martín, Majadahonda. Esta oportunidad única ofrece dos viviendas pareadas de 398 m² construidos sobre parcelas privadas de 638 m², diseñadas para satisfacer las necesidades más exigentes. Cada vivienda se distribuye en dos plantas y un sótano, brindando un espacio amplio y funcional para toda la familia. Las viviendas están distribuidas en 2 plantas y sótano, cuentan con las características que las hacen unas viviendas modernas, acogedoras y únicas.  Al entrar, serás recibido por un espacioso hall con armario gabanero que conduce a un salón-comedor luminoso gracias a sus grandes ventanales. La cocina moderna integrada es perfecta para los amantes de la gastronomía, y el porche orientado al jardín y la piscina es ideal para disfrutar de momentos de relajación al aire libre. En la planta baja también encontrarás un dormitorio para invitados o una zona despacho, adaptable a tus necesidades.  La planta superior alberga cuatro dormitorios, incluyendo un impresionante dormitorio principal con baño en suite y vestidor. Otro dormitorio con baño integrado tipo suite. Los otros dos dormitorios son igualmente espaciosos con un baño adicional, garantizando privacidad y confort para todos los miembros de la familia.    El sótano ofrece múltiples posibilidades con una habitación de juegos o sala de estar, aseo, cuarto de lavado y plancha, trastero, cuarto de instalaciones y un garaje con capacidad para 2-3 coches. El exterior cuentan con piscina para disfrutar durante los meses de verano. La zona exterior ofrece múltiples posibilidades para el entretenimiento y el tiempo al aire libre durante todas las horas del día.  Esta vivienda no solo destaca por su diseño contemporáneo y cómodo, sino también por su eficiencia energética, viviendas en construcción, estas casas son una inversión excepcional para quienes buscan un estilo de vida exclusivo en un entorno privilegiado. No pierdas la oportunidad de vivir en ""Los Altos de Roza Martín"", donde cada detalle ha sido pensado para ofrecerte el máximo confort y calidad de vida. ¡Contacta con nosotros hoy mismo para más información!",True,newdevelopment,True,False,4121.0,True,False,False,False,[],False,False,1640000.0,€,True,True,chalet,semidetachedHouse,"Los Satélites - Roza Martín, Majadahonda","Chalet pareado en calle Rigoleto 26, 28",,,,,,,
106734399,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/4c/48/1291177935.webp,5º A,13,834744.0,flat,sale,75.0,1,1,"calle Santa Engracia, 96",Madrid,Madrid,Chamberí,es,Almagro,40.4381259,-3.699808,True,https://www.idealista.com/obra-nueva/106734399/,"¡Piso en quinta planta de una habitación con vista a la calle principal de Santa Engracia! Aprovecha la vista que la altura te ofrece. En su estilo vanguardista, integral, funcional y de gran calidad te entrega un gran espacio con todo lo necesario, adicionalmente podrás aprovechar un balcón en el salón y todo lo que el piso te ofrece para una gran comodidad diaria logrando percibir en sus amplias ventanas por ambos frentes de una excelente iluminación natural y amplitud de espacios.",False,newdevelopment,True,False,11130.0,True,False,False,False,[],False,False,834744.0,€,,,flat,,"Almagro, Madrid","Piso en calle Santa Engracia, 96",5,True,True,,,,
107718124,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/fb/a6/1320741341.webp,vivienda 7,15,795000.0,chalet,sale,304.0,4,3,"camino de los Malatones, 65",Madrid,Algete,,es,,40.6136428,-3.538991,True,https://www.idealista.com/obra-nueva/107718124/,"¡Descubre tu nuevo hogar en Algete! Exclusiva promoción de 8 viviendas unifamiliares de obra nueva, diseñadas para garantizar el máximo confort. Situadas en Camino de los Malatones 65, Algete. Con una superficie construida de 304m2, cada vivienda cuenta con 3 amplios dormitorios y un dormitorio en suite con vestidor, ideal para adaptarse a tus necesidades familiares. También, dispone de una cocina moderna amueblada y un amplio y luminoso salón-comedor donde podrás relajarte y compartir momentos. Además, cada vivienda dispone de 3 baños completos diseñados con acabados de alta gama. Podrás disfrutar de un generoso jardín privado, perfecto para el ocio al aire libre, además de una amplia zona ajardinada común con piscina y área de merendero de 1.392 m2. La comodidad también está garantizada gracias al acceso directo a un garaje comunitario subterráneo con 3 plazas de aparcamiento por vivienda equipadas con preinstalación para puntos de recarga de vehículos eléctricos. Se dispone de un espacioso cuarto de lavandería y de un trastero. Acceso directo desde el garaje a la vivienda. Este chalet cuenta con calificación energética A en consumo de energía y emisiones de CO2, lo que lo convierte en una opción sostenible y eficiente. Esta promoción combina confort, modernidad y calidad de vida en un entorno tranquilo, pero bien conectado con Madrid. No pierdas la oportunidad de vivir en una de las zonas más exclusivas de Algete. ¡Ven a conocer tu futuro hogar! La entrega de la vivienda está prevista para el segundo trimestre del 2027. Precios sin IVA.",False,,True,False,2615.0,True,False,False,False,[],False,False,795000.0,€,True,True,chalet,independantHouse,Algete,"Casa independiente en camino de los Malatones, 65",,,,,,,
108923762,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/72/2f/1359075208.webp,,27,700000.0,flat,sale,116.0,4,2,calle de Ramón Gómez de la Serna,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4851885,-3.7293687,False,https://www.idealista.com/inmueble/108923762/,"**Piso en Venta en Zona de Alta Demanda - ¡Tu Nuevo Hogar Te Espera! **  Descubre este amplio y luminoso piso de 116 m², ideal para familias que buscan comodidad y espacio. El piso cuenta con 4 dormitorios de buen tamaño con armarios empotrados en todos ellos, 2 baños completos uno de ellos en suite, Gran salon acogedor que da salida a una terraza actualmente cerrada acristalada, cocina independiente está completamente equipada,   La calefacción por bomba de frío/calor con gas natural asegura un ambiente agradable durante todo el año. Ubicado en una zona de alta demanda, tendrás fácil acceso a las líneas 9 y 7 de metro, así como a la M30, facilitando tus desplazamientos.  La cercanía a pequeños comercios, opciones de ocio, centros de salud y parques convierte este piso en una opción ideal para quienes buscan calidad de vida. Además, podrás disfrutar de una amplia zona ajardinada y una piscina comunitaria, perfectas para los días soleados. Aunque el inmueble es de segunda mano y requiere reformas, su potencial es innegable. ¡No pierdas la oportunidad de visitarlo y hacer de este piso tu nuevo hogar!",False,good,False,,6034.0,False,False,False,False,[],False,False,700000.0,€,,,flat,,"Peñagrande, Madrid",Piso en calle de Ramón Gómez de la Serna,1,True,True,,,,
105201120,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/84/2f/1244950067.webp,2024-616,69,680000.0,chalet,sale,374.0,5,4,avenida del Pinar,Madrid,Campo Real,,es,,40.333905,-3.3994748,False,https://www.idealista.com/inmueble/105201120/,"FANTÁSTICO CHALET INDEPENDIENTE EN CAMPO REAL. Situado en la mejor urbanización Montehermoso, consta de 3 plantas: planta semisótano con garaje, bodega, aseo. Planta principal con cocina, 2 salones, 1 habitación, baños y aseo. Primera planta tipo buhardilla, baños y aseo, dormitorio principal tipo suite y vestidor, mas 3 dormitorios. Parcela de 1155 m2. aprox. y construidos 374 m2. , aprox. Excelentes calidades de construcción, y de aislamiento, fachada y construcción interior de ladrillos al horno. Estilo rústico totalmente lujoso, UNA MARAVILLA.. . Ven a ver verla.",False,good,False,,1818.0,False,False,True,False,[],False,False,680000.0,€,True,True,chalet,independantHouse,Campo Real,Casa independiente en avenida del Pinar,,,,,,,
108559852,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/6d/be/1348466965.webp,5,72,1300000.0,chalet,sale,293.0,4,5,"calle Hermanos San Román, 1",Madrid,Pozuelo de Alarcón,Zona norte,es,Zona norte,40.4492924,-3.8070703,True,https://www.idealista.com/obra-nueva/108559852/,"Extraordinarios chalets en urbanización cerrada Chalets pareados exclusivos con las mejores calidades y tecnología de vanguardia Vendemos 3 chalets pareados a estrenar en una de las zonas más cotizadas de Pozuelo de Alarcón. Viviendas unifamiliares de 290 m² construidos, sobre parcelas privadas de entre 140 y 190 m², diseñadas para ofrecer confort, eficiencia energética y estilo en cada detalle. Distribución: Planta baja: cocina completamente amueblada con encimera de Silestone Cosentino y electrodomésticos de primeras marcas, amplio salón-comedor con acceso al jardín y un baño completo. Primera planta: hasta 4 dormitorios, incluido el principal en suite, y 2 baños completos. Planta alta: espacio versátil con acceso a terraza, ideal como sala de estar, despacho o quinto dormitorio. Sótano: amplio espacio multiusos, zona de lavandería y cuarto de instalaciones. Calidades y equipamiento: Aislamiento constructivo de alta eficiencia Ventanas de doble acristalamiento Climalit y persianas motorizadas Suelos de gres porcelánico en cocina, baños, sótano y planta alta Tarima laminada de lama ancha en salón, vestíbulo y dormitorios Sistema de aerotermia DAIKIN para calefacción, refrigeración y agua caliente sanitaria Suelo radiante-refrescante en toda la vivienda con control independiente por estancias mediante cronotermostatos digitales programables Ventilación mecánica controlada de doble flujo con recuperador de calor, que garantiza una óptima calidad del aire interior, evitando contaminación, malos olores y alérgenos Urbanización cerrada con: Piscina comunitaria Plazas de aparcamiento privadas Entorno tranquilo y seguro Ubicación privilegiada: Situados en un enclave inmejorable de Pozuelo, rodeados de zonas verdes y parques, con fácil acceso a colegios de prestigio, transporte público (Cercanías y autobuses) y a solo 15 minutos del centro de Madrid. Una oportunidad única de vivir en una vivienda moderna, eficiente y bien comunicada. Solicita más información o concierta tu visita. ¡Tu nuevo hogar te espera! (Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual).",False,newdevelopment,True,False,4437.0,True,False,False,False,[],False,False,1300000.0,€,True,True,chalet,semidetachedHouse,"Zona norte, Pozuelo de Alarcón","Chalet pareado en calle Hermanos San Román, 1",,,,,,,
108882542,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/e8/99/1357844438.webp,,13,283000.0,flat,sale,80.0,1,1,"calle de los Depósitos, 13",Madrid,Getafe,Universidad,es,,40.3132282,-3.725844,True,https://www.idealista.com/obra-nueva/108882542/,"Viviendas de obra nueva en el corazón de Getafe - Diseño, calidad y confort al alcance de tu vida. Descubre Residencial Carlos III, una exclusiva promoción de obra nueva situada en la calle Depósitos 13, en pleno centro de Getafe. Un proyecto moderno y eficiente que combina diseño contemporáneo, confort térmico y una ubicación privilegiada con todos los servicios al alcance. La promoción cuenta con viviendas de 1, 2 y 3 dormitorios, todas exteriores, con balcones y distribuciones funcionales que maximizan la luz natural y el aprovechamiento del espacio. Cada vivienda incluye plaza de garaje y trastero, con posibilidad de adquirir plazas adicionales. Entre sus características destacan: Climatización por aerotermia y calefacción por radiadores Suelos porcelánicos de imitación madera, armarios empotrados y carpintería blanca Baños de diseño moderno con equipamientos de alta gama Zonas comunes con materiales nobles y diseño cuidado Ubicado en una de las zonas más consolidadas de Getafe, estarás a un paso de supermercados, colegios, parques, centros de salud y universidades, como la UC3M. Además, disfrutarás de excelentes conexiones con Madrid y alrededores gracias a Cercanías, MetroSur, líneas de autobús y accesos directos a la A-42, M-45 y M-50. Posibilidad de financiación flexible adaptada a cada comprador. Entrega prevista: mayo de 2026. Una oportunidad única tanto para vivir como para invertir en una zona en plena proyección.",False,newdevelopment,True,False,3538.0,True,False,False,False,[],False,False,283000.0,€,True,True,flat,,"Universidad, Getafe","Piso en calle de los Depósitos, 13",1,True,True,,,,
108923365,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/42/78/1359066643.webp,,67,450000.0,chalet,sale,227.0,4,3,CL ARROYO GARGANTILLA,Madrid,Mataelpino,,es,,40.7299329,-3.94406,False,https://www.idealista.com/inmueble/108923365/,"¡Descubre este encantador chalet adosado en venta en Mataelpino, un lugar donde la tranquilidad y las impresionantes vistas de la sierra se combinan a la perfección! Este inmueble, sin comunidad, ofrece un estilo de vida independiente que te permitirá disfrutar de tu espacio personal sin ruidos molestos. Con un total de 227 m² construidos y 207 m² útiles, el chalet se encuentra en excelentes condiciones y completamente amueblado, listo para entrar a vivir. Al entrar, serás recibido por una acogedora terraza en la entrada que invita a disfrutar del aire libre. En la planta baja, encontrarás una cocina amueblada con electrodomésticos de calidad, un aseo y un luminoso salón comedor que da acceso a otra terraza perfecta para tus reuniones familiares. La planta alta alberga el dormitorio principal con baño en suite, un segundo dormitorio con balcón y un tercer dormitorio, además de un baño completo.  Pero eso no es todo, la planta buhardilla ha sido totalmente reformada y puede servir como otra sala o dormitorio, ideal para recibir visitas o crear un espacio de trabajo. El exterior es un verdadero oasis, con un terreno solado que cuenta con árboles y una barbacoa, perfecto para disfrutar de agradables veladas al aire libre. Con 4 dormitorios, 3 baños y armarios empotrados, este chalet es perfecto para familias que buscan comodidad y estilo. ¡No dejes pasar esta oportunidad única de vivir en un entorno natural privilegiado!",False,good,False,,1982.0,False,False,False,False,[],False,False,450000.0,€,True,True,chalet,terracedHouse,Mataelpino,Chalet adosado en Cl Arroyo Gargantilla,,,,,,,
108410845,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/3e/3e/1337271412.webp,Vivienda 2C,14,514000.0,flat,sale,83.0,2,1,"Calle Fermín Izquierdo, 7",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4691144,-3.7043107,True,https://www.idealista.com/obra-nueva/108410845/,"La Idea Fermín Izquierdo 7 es una promoción de viviendas con una arquitectura excepcional y la máxima calificación energética, estratégicamente ubicada en el centro de Madrid, concretamente en el Distrito de Tetuán, actualmente el de mayor transformación de la ciudad. La promoción se encuentra muy cerca de Plaza Castilla, Plaza de Cuzco y las Cinco Torres, entre estas últimas Torre Caleido - IE University. Su ubicación junto a Madrid Nuevo Norte, “la actuación de transformación urbana más importante de Madrid y una de las principales de Europa”, hacen de Fermín Izquierdo 7 un proyecto de enorme atractivo y de la máxima rentabilidad en el corto y medio plazo para inversores. Arquitectura Fermín Izquierdo se enmarca en una serie de proyectos en los que se aborda la necesidad de nueva vivienda de calidad en antiguas zonas industriales de la ciudad de Madrid. Situado en una tranquila calle de Tetuán, junto al sinuoso Paseo de la Dirección, la nueva construcción con su ordenada composición de huecos en fachada proporciona un nuevo carácter a toda la edificación. Los grandes ventanales de proporciones cuadradas contrastan con la sencillez constructiva del revoco de fachada. Frente a una arquitectura del espectáculo, este nuevo edificio propone un ajustado estilo racionalista, basado en la amplitud de espacios y el cuidado de los detalles constructivos. La promoción de 8 viviendas con trastero, garaje y piscina responde directamente a las necesidades reales de la vida del barrio. A través del generoso soportal de entrada, con acceso desde la calle, se llega al portal que comunica las diferentes plantas de viviendas. Atravesando este soportal, se alcanza un jardín interior de gran tamaño y agradables proporciones. De esa manera, las viviendas pasantes vuelcan su vida hacia este oasis interior aprovechando el enorme patio de luces, tan característico de la ciudad de Madrid, cuya orientación sur permite iluminar correctamente las estancias vivideras. Las viviendas estudio de planta primera y segunda se abren por completo a la fachada norte, gracias al gran ventanal central.  Por último, los acabados interiores responden a una tradición constructiva basada en el rigor, la calidad y el bajo mantenimiento. Los suelos continuos de terrazo gris, junto a los revocos tradicionales y las barandillas de redondos de acero componen una identidad propia, y a su vez, continuista con el cuidado y sencillez de los detalles constructivos. Proyecto Fermín Izquierdo 7 es un proyecto de una arquitectura singular cuyo programa consiste en 8 viviendas con trastero, amplio jardín con piscina orientado al sur, sala comunitaria multiusos, plazas de garaje y espacio para bicicletas. Las viviendas son de tres tipologías -estudios, un dormitorio y dos dormitorios- y cuentan con grandes ventanales -con rotura de puente térmico- y terrazas, que dotan a los espacios de una gran iluminación natural. En la construcción hemos priorizado el diseño y el confort con la utilización de materiales de alta calidad que permiten, a su vez, la máxima calificación energética. Las viviendas cuentan con climatización de frío y calor mediante suelo radiante por aerotermia. Las cocinas se entregan amuebladas y con electrodomésticos integrados de primeras marcas. Los baños se entregan equipados y los armarios, vestidos. Barrio Tetuán es un distrito céntrico de Madrid en pleno proceso de transformación debido a su excelente ubicación, su gran actividad comercial y vida de barrio, lo que está atrayendo a un gran número de familias, jóvenes y profesionales que quieren vivir y trabajar en una ubicación privilegiada a un precio atractivo. De hecho, Tetuán es actualmente uno de los distritos de mayor rentabilidad del centro de Madrid.",False,newdevelopment,True,False,6193.0,True,False,False,False,[],False,False,514000.0,€,True,False,flat,,"Valdeacederas, Madrid","Piso en Calle Fermín Izquierdo, 7",2,True,True,32000.0,,,
107085984,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/55/fe/1302547141.webp,1074,41,1680000.0,chalet,sale,493.0,6,5,Ciudalcampo,Madrid,Ciudalcampo,,es,,40.616559,-3.6121744,False,https://www.idealista.com/inmueble/107085984/,"Amena Homes vende esta espectacular vivienda con muchísimo encanto, construida en 2004, en muy buen estado y una ubicación excelente, en una zona muy tranquila de la exclusiva urbanización de Ciudalcampo, en fondo de saco y con preciosas vistas.  La casa orientada al sur magnético y diseñada por el prestigioso arquitecto Fernando Padilla, cuenta con todos sus espacios muy amplios, bien dimensionados y una distribución perfecta para una vida familiar.  Se distribuye: 5 Dormitorios + 1 Despacho.  PLANTA PRINCIPAL: Hall de entrada, aseo de cortesía, cocina, gran salón comedor con diferentes ambientes y chimenea, se comunica a través de un gran ventanal al maravilloso porche totalmente acristalado.  Despacho doble.  PLANTA PRIMERA: Encontramos la zona de noche con un gran dormitorio principal con vestidor y baño en suite y preciosas vistas. Dos dormitorios más con armarios empotrados y otro baño completo que da servicio a estas dos habitaciones.  PLANTA BAJA: Gran cuarto de juegos o segundo salón, aseo de invitados, dormitorio de servicio con baño en suite, garaje amplio para cuatro coches, cuarto de instalaciones y cuarto de almacenaje.  INSTALACIONES Y CALIDADES  Carpintería es de PVC con rotura de puente térmico y todas las ventanas oscilobatientes con mosquitera.  Suelos de mármol travertino.  Sistema de calefacción de suelo radiante por agua ESAK con caldera de gasoil, aire acondicionado frío/calor por conducción y tres chimeneas, una en el salón, otra en el despacho y en el dormitorio principal estufa de pelets.  Es destacable el precioso jardín que tiene la vivienda totalmente consolidado y diseñado al más mínimo detalle con iluminación y riego automático, tiene una zona de huerto, así como una barbacoa sudafricana. La piscina cubierta para poder disfrutarla tanto en verano como en invierno ya que cuenta con cubierta móvil e iluminada, con clorador salino.   La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, dispone de seguridad privada las 24h del día, como servicios comunes dentro de la urbanización cabe destacar:  El club social del RACE, con un campo de golf de 18 hoyos, hípica, piscina, tenis, padel, futbol, gimnasio etc... Además de dos edificios sociales uno de adultos y uno de niños, con zona de ocio, piscina de bolas y unos grandes jardines con columpios y mesas de picnic ideales para celebrar fiestas infantiles.  Colegio privado bilingüe SEK, en la urbanización de enfrente (Santo Domingo) hay un colegio público bilingüe con primaria y secundaria y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe.  La urbanización tiene una línea de autobús que van a Plaza de Castilla y hacen paradas intermedias en el metro de San Sebastián de los Reyes, junto al Hospital Publico Infanta Sofía.  Ciudalcampo dispone además de una línea de minibuses internos que recorren toda la urbanización.  A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",False,good,False,,3408.0,True,False,True,False,[],False,False,1680000.0,€,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente,,,,,,,
