propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,district,floor,exterior,neighborhood,status,hasLift,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108927599,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/48/20/1359196276.webp,S1087,18,149500.0,flat,sale,58.0,3,1,Barrio San Nicasio,Madrid,Leganés,es,40.333654,-3.7705692,False,https://www.idealista.com/inmueble/108927599/,"JACQUELINE ÁLVAREZ - SERVICIOS INMOBILIARIOS presenta este luminoso piso en tercera planta sin ascensor, ubicado en Leganés, Madrid, ideal para quienes buscan una vivienda funcional con grandes posibilidades de personalización y alto potencial de revalorización. Con una superficie construida de 58,41 m² y útil de 49,85 m², la propiedad se distribuye en: -3 dormitorios muy luminosos. -1 baño completo con media bañera, semireformado y cómodo para el uso diario. -Salón con acceso a una terraza de aproximadamente 3 m², perfecta para disfrutar del aire libre. -Cocina semireformada con ventilación natural. Ventanas correderas de aluminio blanco con persianas exteriores en dormitorios y cocina, que aportan luz y ventilación a todas las estancias. Este piso destaca por su gran potencial de actualización, permitiendo al nuevo propietario personalizar cada espacio y crear el hogar que siempre ha soñado. Es una zona tranquila, con excelente conexión de transporte público y muy buena conectividad, está a pocos minutos de la estación Leganés Central y rodeado de colegios, comercios, restaurantes y todos los servicios esenciales. Su ubicación estratégica lo convierte en una oportunidad ideal tanto para vivienda habitual como para inversión inmobiliaria. Si buscas un piso luminoso, bien ubicado y con posibilidades de reforma a tu gusto, ¡esta es tu oportunidad! JACQUELINE ÁLVAREZ - SERVICIOS INMOBILIARIOS pone a tu disposición su Departamento Financiero, con acuerdos exclusivos con bancos para ofrecerte hasta el 100% de financiación (según perfil del cliente), tipos de interés competitivos y, en muchos casos, sin productos vinculados. Te acompañamos en todo el proceso para que consigas tu hogar y hagas realidad tus sueños.",False,False,,2578.0,False,False,False,False,[],False,False,149500.0,€,,,flat,,"San Nicasio, Leganés",Piso,San Nicasio - Campo de Tiro - Solagua,3,True,San Nicasio,good,False,,,,
31066844,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/5f/77/113435427.webp,5155,30,1650000.0,chalet,sale,623.0,6,6,Fuente del Fresno,Madrid,Fuente del Fresno,es,40.5919453,-3.6022693,False,https://www.idealista.com/inmueble/31066844/,"Factor Norte presenta en EXCLUSIVA la venta de este chalet independiente en la prestigiosa urbanización Fuente del Fresno. La vivienda dispone de un diseño con fachada de ladrillo visto y está ubicada en una fantástica parcela plana. La casa se encuentra en la parte alta de la urbanización y cuenta con unas vistas panorámicas.  La vivienda consta de 6 dormitorios, 6 cuartos de baño y un aseo, salón-comedor y salón con barra de bar, cocina independiente, cuarto de lavandería, garaje exterior cubierto y garaje interior para 4 coches, despacho y piscina exterior. En la zona de jardín cuenta con diferentes ambientes como la zona de piscina con una magnífica zona de césped y una zona de estar. La propiedad se encuentra dentro de la urbanización Fuente del Fresno, situada en la carretera A-1 zona norte de Madrid, con estupenda salida a la autovía y a la vez muy tranquila; con unas zonas comunes que cuentan con un supermercado, peluquería, farmacia, cafetería-restaurante, además de parque infantil, pistas de tenis y pádel. Se encuentra situada cerca del aeropuerto Adolfo Suárez-Madrid Barajas, hospital Infanta Sofia y grandes centros comerciales, a tan sólo 15 minutos de Madrid.  También cuenta con escuela infantil y está muy cercana al colegio Trinity College. La urbanización cuenta con seguridad y vigilancia 24 horas con control de acceso en la entrada.",False,False,,2648.0,False,False,True,False,[],False,False,1650000.0,€,True,True,chalet,independantHouse,Fuente del Fresno,Casa independiente,,,,,good,,,,,
108904440,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/17/76/1358479946.webp,V-10 ,5,580782.0,chalet,sale,173.0,4,4,"calle Dinamarca, 1",Madrid,Arroyomolinos,es,40.2818283,-3.9309949,True,https://www.idealista.com/obra-nueva/108904440/,"Viviendas diseñadas para mejorar tu vida Un proyecto exclusivo de 20 chalets, con una distribución funcional, amplios espacios exteriores y zonas comunes pensadas para disfrutar en familia. 4 dormitorios (uno en planta baja) 4 baños (3 completos y 1 aseo) Salón-comedor de más de 34 m² Cocina independient Parcela con jardín privado y zona de aparcamiento Terraza en planta primera Zonas comunes con piscina, solárium y zona infantil Arroyomolinos: naturaleza, tradición y comodidad Ubicación privilegiada al suroeste de Madrid, con una excelente calidad de vida Conexiones: Líneas de autobús interurbanas a Madrid (línea 495 y otras) Acceso rápido a A-5, M-50 y R-5 Ocio y servicios: Centro Comercial intu Xanadú, con pista de esquí cubierta, tiendas y restauración  Supermercados, centros deportivos, colegios y centros médicos Tradiciones y cultura: Fiestas patronales en honor a San Juan (junio) y la Virgen del Rosario (octubre) Actividades culturales y deportivas durante todo el año Mercados, ferias, rutas senderistas y vida de barrio Naturaleza y aire libre: Entorno natural con rutas para caminar y montar en bici Parques, zonas verdes y espacios protegidos cercanos.",False,True,False,3357.0,True,False,False,False,[],False,False,580782.0,€,True,True,chalet,semidetachedHouse,"Zona Europa, Arroyomolinos","Chalet pareado en calle Dinamarca, 1",Zona Europa,,,,,,,,,
108904197,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/4d/f0/1353216449.webp,2,18,513785.0,chalet,sale,143.0,4,3,"avenida Estrella Polar, 9005",Madrid,Móstoles,es,40.3106623,-3.8497129,True,https://www.idealista.com/obra-nueva/108904197/,"Descubre tu nuevo chalet en Polar Móstoles Residencial, en el PAU – 4. Promoción de 11 viviendas unifamiliares adosadas en régimen de cooperativa. Tipologías de 2 a 4 dormitorios. Disponen de jardín, parking privado para un vehículo y solárium en cubierta.  Disfruta de tu independencia en una vivienda donde la calidad y sostenibilidad es esencial. Pensamos en las necesidades de la vida moderna: estancias amplias, luz natural, eficiencia energética y espacios exteriores privados donde disfrutar en familia.  Las viviendas contarán con acabados de alta gama cuidando el máximo detalle desde la carpintería exterior con aislamiento térmico y acústico, cocinas equipadas con materiales actuales y sistemas de climatización eficientes.",False,True,False,3593.0,True,False,False,False,[],False,False,513785.0,€,True,True,chalet,terracedHouse,"Sur, Móstoles","Chalet adosado en avenida Estrella Polar, 9005",Sur,,,,,,,,,
108891070,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/fb/4f/1353153484.webp,VT02,20,518000.0,chalet,sale,192.0,4,4,"calle de las Cuatro Peñas, 6",Madrid,Manzanares el Real,es,40.7291385,-3.8623032,True,https://www.idealista.com/obra-nueva/108891070/,"Galivivienda Montelago Residencial ¡Bienvenido a Montelago Residencial, tu refugio exclusivo en la mejor zona de Manzanares, donde la naturaleza y la comodidad se fusionan para ofrecerte un estilo de vida inigualable! Ubicado en un entorno natural privilegiado, ideal para los amantes del senderismo y la escalada, Montelago Residencial, una urbanización única de chalets en Manzanares te invita a vivir en armonía con la naturaleza. Con una conexión directa a la M-607 y transporte público mediante autobuses, disfrutarás de una ubicación inmejorable a tan solo treinta minutos de Madrid en coche. Imagina despertar cada día con vistas impresionantes a la Sierra de Guadarrama, junto al embalse de Santillana y el parque regional de la Cuenca Alta del Manzanares. Este entorno excepcional ofrece la tranquilidad de la naturaleza con la conveniencia de tener todos los servicios, comercios y colegios a tu alcance, disfrutando de un magnífico chalet adosado en Manzanares Montelago Residencialpresenta una oportunidad única con 26 exclusivos chalets de 4 dormitorios en régimen de cooperativa. La personalización de acabados te permitirá crear el hogar de tus sueños. Podrás elegir entre dos opciones, en dos o tres plantas, ajustándose a tus necesidades. Sus parcelas privadas te permitirán tener ese espacio exterior ideal para tus hobbys, la jardinería, cultivar un huerto, o para disfrutar de una deliciosa barbacoa. Además, disfruta de amplias zonas comunes que incluyen una refrescante piscina y un gimnasio al aire libre, creando un espacio perfecto para relajarte y mantenerte activo. En Montelago Residencial, no solo encontrarás una casa, sino un estilo de vida que combina la elegancia con la naturaleza. Descubre la comodidad de vivir en un entorno único, donde cada día es una aventura y cada rincón te inspira. No dejes la oportunidad de cumplir tus sueños y hacerte con un chalet de obra nueva en Manzanares el Real. No pierdas la oportunidad de ser parte de esta exclusiva comunidad. ¡Contáctanos ahora y comienza la experiencia única de Montelago Residencial!",False,True,False,2698.0,True,False,False,False,[],False,False,518000.0,€,True,True,chalet,terracedHouse,Manzanares el Real,"Chalet adosado en calle de las Cuatro Peñas, 6",,,,,newdevelopment,,,,,
84100329,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/7d/e0/631825971.webp,"ALQ, SAN RAIMUNDO, ARG",9,149000.0,flat,sale,35.0,1,1,SAN RAIMUNDO,Madrid,Madrid,es,40.4524073,-3.7062192,False,https://www.idealista.com/inmueble/84100329/,"Se vende apartamento en la zona de bellas vistas, tetuan. A 4 minutos del metro Alvarado en planta baja: Dispone de un dormitorio, salón cocina y baño.  No tiene comisión inmobiliaria. Todos los servicios al alcance de tu mano.  6 9 6 7 6 6 0 4 4.",False,False,,4257.0,True,False,False,False,[],False,False,149000.0,€,,,flat,,"Bellas Vistas, Madrid",Piso en San Raimundo,Tetuán,bj,True,Bellas Vistas,renew,False,,,,
108721366,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/fb/4f/1353153484.webp,VT01,20,588600.0,chalet,sale,186.0,4,4,"calle de las Cuatro Peñas, 6",Madrid,Manzanares el Real,es,40.7291385,-3.8623032,True,https://www.idealista.com/obra-nueva/108721366/,"Galivivienda Montelago Residencial ¡Bienvenido a Montelago Residencial, tu refugio exclusivo en la mejor zona de Manzanares, donde la naturaleza y la comodidad se fusionan para ofrecerte un estilo de vida inigualable! Ubicado en un entorno natural privilegiado, ideal para los amantes del senderismo y la escalada, Montelago Residencial, una urbanización única de chalets en Manzanares te invita a vivir en armonía con la naturaleza. Con una conexión directa a la M-607 y transporte público mediante autobuses, disfrutarás de una ubicación inmejorable a tan solo treinta minutos de Madrid en coche. Imagina despertar cada día con vistas impresionantes a la Sierra de Guadarrama, junto al embalse de Santillana y el parque regional de la Cuenca Alta del Manzanares. Este entorno excepcional ofrece la tranquilidad de la naturaleza con la conveniencia de tener todos los servicios, comercios y colegios a tu alcance, disfrutando de un magnífico chalet adosado en Manzanares Montelago Residencialpresenta una oportunidad única con 26 exclusivos chalets de 4 dormitorios en régimen de cooperativa. La personalización de acabados te permitirá crear el hogar de tus sueños. Podrás elegir entre dos opciones, en dos o tres plantas, ajustándose a tus necesidades. Sus parcelas privadas te permitirán tener ese espacio exterior ideal para tus hobbys, la jardinería, cultivar un huerto, o para disfrutar de una deliciosa barbacoa. Además, disfruta de amplias zonas comunes que incluyen una refrescante piscina y un gimnasio al aire libre, creando un espacio perfecto para relajarte y mantenerte activo. En Montelago Residencial, no solo encontrarás una casa, sino un estilo de vida que combina la elegancia con la naturaleza. Descubre la comodidad de vivir en un entorno único, donde cada día es una aventura y cada rincón te inspira. No dejes la oportunidad de cumplir tus sueños y hacerte con un chalet de obra nueva en Manzanares el Real. No pierdas la oportunidad de ser parte de esta exclusiva comunidad. ¡Contáctanos ahora y comienza la experiencia única de Montelago Residencial!",False,True,False,3165.0,True,False,False,False,[],False,False,588600.0,€,True,True,chalet,terracedHouse,Manzanares el Real,"Chalet adosado en calle de las Cuatro Peñas, 6",,,,,,,,,,
108749255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/c3/07/1355979571.webp,Bajo A,14,350000.0,studio,sale,46.0,0,1,"paseo Santa María de la Cabeza, 60",Madrid,Madrid,es,40.4018338,-3.6989829,True,https://www.idealista.com/obra-nueva/108749255/,"SMC60 · El edificio prime de Arganzuela ·  Todo lo que buscabas para vivir en el corazón de Madrid con la mejor calidad de vida. En pleno Paseo de Santa María de la Cabeza, nace SMC60, un exclusivo desarrollo inmobiliario de obra nueva que combina la elegancia de su fachada neomudéjar original con una ampliación integral diseñada para ofrecer todas las comodidades de la vida contemporánea. El proyecto ofrece 41 viviendas de 1, 2 y 3 dormitorios, incluyendo bajos con jardín y áticos con terraza o solárium. Piscina, gimnasio, jardín privado y 45 plazas de garaje, junto al interiorismo de autor de Tristán Domecq, completan una propuesta residencial única que se convierte en el nuevo referente del barrio. A escasos minutos de Atocha, El Retiro, Madrid Río y los principales museos y centros culturales de la ciudad, SMC60 goza de una ubicación inmejorable. SMC60 permite disfrutar de la tranquilidad de un entorno residencial con una conectividad excepcional, sin renunciar al encanto de vivir en pleno corazón de la capital. SMC60, el nuevo desarrollo exclusivo de Senahomes marca un nuevo estándar residencial en el corazón de Madrid.",True,True,False,7609.0,True,False,False,False,[],False,False,350000.0,€,True,False,flat,studio,"Palos de la Frontera, Madrid","Estudio en paseo Santa María de la Cabeza, 60",Arganzuela,bj,True,Palos de la Frontera,newdevelopment,True,34000.0,,,
108405105,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/70/96/1345575360.webp,,58,1550000.0,chalet,sale,376.0,5,6,"calle Cartagena, 3",Madrid,Torrelodones,es,40.5724072,-3.943982,True,https://www.idealista.com/obra-nueva/108405105/,"NUEVO A ESTRENAR, PARA ENTRAR A VIVIR Espectacular chalet independiente de 376m2, en una planta muy luminoso, y en parcela de 1.500m2.  Con 5 habitaciones, 6 baños, precioso salón de doble altura con chimenea, dos solárium, y una estupenda parcela con diversas posibilidades. Ubicado en Torrelodones Las Marías, este proyecto ofrece conexión única con la naturaleza y un equilibrio perfecto entre tranquilidad y accesibilidad, cuenta con fácil acceso a transportes públicos y principales vías, lo que facilita la conexión con Madrid y otras localidades. Construido con excelentes calidades, con luminosas y espaciosas estancias.  Dispone en la zona exterior, de una casa de invitados o de servicio, con entrada independiente, totalmente equipada para vivir.  Amplio porche para 4/6 coches, y una espectacular piscina desbordante con cascada que rebosa en una piscina de poca profundidad ( ideal para niños). Su cocina integrada en el salón con doble altura, está equipada con electrodomésticos de última generación de la marca Miele.  Espectacular habitación principal con baño en suite integrado, y estupendo vestidor muy luminoso.  Equipada con sistema de aerotermia con suelo radiante de frio y calor que aseguran un confort óptimo durante todo el año. Te damos la posibilidad de desarrollar el proyecto de interiorismo a medida con nosotros: NOOK INTERIOR STYLE es el departamento de ENCASA especializado en hacer de un hogar un lugar diferente y especial.",False,True,True,4122.0,True,False,False,False,[],False,False,1550000.0,€,True,True,chalet,independantHouse,"Las Marías, Torrelodones","Casa independiente en calle Cartagena, 3",Las Marías,,,,newdevelopment,,,,,
108904508,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/17/76/1358479946.webp,V-14 ,5,581415.0,chalet,sale,173.0,4,4,"calle Dinamarca, 1",Madrid,Arroyomolinos,es,40.2818283,-3.9309949,True,https://www.idealista.com/obra-nueva/108904508/,"Viviendas diseñadas para mejorar tu vida Un proyecto exclusivo de 20 chalets, con una distribución funcional, amplios espacios exteriores y zonas comunes pensadas para disfrutar en familia. 4 dormitorios (uno en planta baja) 4 baños (3 completos y 1 aseo) Salón-comedor de más de 34 m² Cocina independient Parcela con jardín privado y zona de aparcamiento Terraza en planta primera Zonas comunes con piscina, solárium y zona infantil Arroyomolinos: naturaleza, tradición y comodidad Ubicación privilegiada al suroeste de Madrid, con una excelente calidad de vida Conexiones: Líneas de autobús interurbanas a Madrid (línea 495 y otras) Acceso rápido a A-5, M-50 y R-5 Ocio y servicios: Centro Comercial intu Xanadú, con pista de esquí cubierta, tiendas y restauración  Supermercados, centros deportivos, colegios y centros médicos Tradiciones y cultura: Fiestas patronales en honor a San Juan (junio) y la Virgen del Rosario (octubre) Actividades culturales y deportivas durante todo el año Mercados, ferias, rutas senderistas y vida de barrio Naturaleza y aire libre: Entorno natural con rutas para caminar y montar en bici Parques, zonas verdes y espacios protegidos cercanos.",False,True,False,3361.0,True,False,False,False,[],False,False,581415.0,€,True,True,chalet,semidetachedHouse,"Zona Europa, Arroyomolinos","Chalet pareado en calle Dinamarca, 1",Zona Europa,,,,,,,,,
108630938,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/03/75/1350463268.webp,AT A,21,237000.0,penthouse,sale,66.0,2,1,"calle Mejorana, 16",Madrid,Madrid,es,40.3847111,-3.6724531,True,https://www.idealista.com/obra-nueva/108630938/,"Descubre Balcones de Entrevías: Modernidad y Calidad en Entrevías. En DMARCHEE, expertos en promoción inmobiliaria y gestión de cooperativas, presentamos Balcones de Entrevías, un proyecto único en el corazón del barrio de Entrevías, distrito Puente de Vallecas, Madrid. Este desarrollo destaca por su diseño contemporáneo, orientación privilegiada y su compromiso con la calidad de vida de sus residentes. El Proyecto Balcones de Entrevías está diseñado para quienes valoran la exclusividad y la funcionalidad en un entorno urbano. El edificio, orientado al este, ofrece una excelente iluminación natural y vistas despejadas. Consta de: •13 viviendas, de las cuales 3 son de 1 dormitorio, y 10 de 2 dormitorios, todas con trastero incluido, diseñadas con distribución eficiente. •2 espectaculares áticos de 2 dormitorios, que destacan por sus amplias terrazas y vistas privilegiadas, pensados para quienes buscan algo más que un hogar. Los acabados modernos y los materiales de alta calidad convierten cada vivienda en un espacio funcional, elegante y acogedor. La Zona: Entrevias y Puente de Vallecas. Situado en una zona de gran dinamismo y transformación, Balcones de Entrevías se beneficia de una ubicación estratégica con excelentes conexiones al centro de Madrid, a la M-30 y a la A 4. El barrio cuenta con una amplia oferta de servicios: colegios, centros de salud, comercios y parques recientemente renovados. Entrevías es un área que combina tradición y modernidad, con proyectos urbanos que han mejorado su calidad de vida, haciendo de este barrio una apuesta segura para el presente y el futuro. Para más información, no dudes en contactarnos. En DMARCHEE estamos comprometidos en ayudarte a construir tu futuro.",False,True,False,3591.0,True,False,False,False,[],False,False,237000.0,€,,,flat,penthouse,"Entrevías, Madrid","Ático en calle Mejorana, 16",Puente de Vallecas,,True,Entrevías,,True,,244000.0,7000.0,3.0
108587517,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/e8/d4/1349243858.webp,,28,299900.0,penthouse,sale,124.0,4,2,"calle de la Haya, 4",Madrid,Móstoles,es,40.308947,-3.9281617,True,https://www.idealista.com/inmueble/108587517/,"Agencia inmobiliaria en Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS VENDE ESPECTACULAR ÁTICO EN UNA DE LAS MEJORES URBANIZACIONES DE PARQUE COIMBRA. Ubicado en una exclusiva urbanización de Parque Coímbra, este ático de cuatro habitaciones ofrece una combinación perfecta de amplitud, luminosidad y confort, acompañado de unas vistas espectaculares que lo convierten en una opción ideal para quienes buscan calidad de vida en un entorno privilegiado. El corazón de la vivienda es su salón, un espacio amplio y muy luminoso gracias a los grandes ventanales que inundan de luz natural cada rincón. Desde aquí se accede directamente a una acogedora terraza, un rincón privilegiado con vistas despejadas a la sierra, ideal para relajarse, compartir veladas o simplemente contemplar el atardecer. La cocina, funcional y bien distribuida, cuenta con un práctico tendedero que añade comodidad al día a día. La zona de descanso se compone de cuatro dormitorios cuidadosamente distribuidos. El dormitorio principal dispone de baño en suite con ventana, lo que aporta una agradable ventilación y luz natural al espacio. Las otras tres habitaciones comparten un baño completo, ofreciendo confort y funcionalidad para toda la familia. La vivienda forma parte de una cotizada urbanización que cuenta con piscina comunitaria, parque infantil, una gran extensión de césped y servicio de conserjería, proporcionando un entorno seguro, cómodo y perfecto para disfrutar en familia. Una vivienda única, que destaca por su luminosidad, vistas y ubicación privilegiada, perfecta para quienes buscan calidad de vida sin renunciar al confort. ¡No dudes en venir a verla! Financiación 100%.",True,False,,2419.0,True,True,False,False,[],False,False,299900.0,€,True,True,flat,penthouse,"Coimbra - Guadarrama, Móstoles","Ático en calle de la Haya, 4",Coimbra - Guadarrama,5,True,,renew,True,,,,
108904470,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/17/76/1358479946.webp,V-09,5,586535.0,chalet,sale,173.0,4,4,"calle Dinamarca, 1",Madrid,Arroyomolinos,es,40.2818283,-3.9309949,True,https://www.idealista.com/obra-nueva/108904470/,"Viviendas diseñadas para mejorar tu vida Un proyecto exclusivo de 20 chalets, con una distribución funcional, amplios espacios exteriores y zonas comunes pensadas para disfrutar en familia. 4 dormitorios (uno en planta baja) 4 baños (3 completos y 1 aseo) Salón-comedor de más de 34 m² Cocina independient Parcela con jardín privado y zona de aparcamiento Terraza en planta primera Zonas comunes con piscina, solárium y zona infantil Arroyomolinos: naturaleza, tradición y comodidad Ubicación privilegiada al suroeste de Madrid, con una excelente calidad de vida Conexiones: Líneas de autobús interurbanas a Madrid (línea 495 y otras) Acceso rápido a A-5, M-50 y R-5 Ocio y servicios: Centro Comercial intu Xanadú, con pista de esquí cubierta, tiendas y restauración  Supermercados, centros deportivos, colegios y centros médicos Tradiciones y cultura: Fiestas patronales en honor a San Juan (junio) y la Virgen del Rosario (octubre) Actividades culturales y deportivas durante todo el año Mercados, ferias, rutas senderistas y vida de barrio Naturaleza y aire libre: Entorno natural con rutas para caminar y montar en bici Parques, zonas verdes y espacios protegidos cercanos.",False,True,False,3390.0,True,False,False,False,[],False,False,586535.0,€,True,True,chalet,semidetachedHouse,"Zona Europa, Arroyomolinos","Chalet pareado en calle Dinamarca, 1",Zona Europa,,,,,,,,,
108904516,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/17/76/1358479946.webp,V-13,5,581302.0,chalet,sale,173.0,4,4,"calle Dinamarca, 1",Madrid,Arroyomolinos,es,40.2818283,-3.9309949,True,https://www.idealista.com/obra-nueva/108904516/,"Viviendas diseñadas para mejorar tu vida Un proyecto exclusivo de 20 chalets, con una distribución funcional, amplios espacios exteriores y zonas comunes pensadas para disfrutar en familia. 4 dormitorios (uno en planta baja) 4 baños (3 completos y 1 aseo) Salón-comedor de más de 34 m² Cocina independient Parcela con jardín privado y zona de aparcamiento Terraza en planta primera Zonas comunes con piscina, solárium y zona infantil Arroyomolinos: naturaleza, tradición y comodidad Ubicación privilegiada al suroeste de Madrid, con una excelente calidad de vida Conexiones: Líneas de autobús interurbanas a Madrid (línea 495 y otras) Acceso rápido a A-5, M-50 y R-5 Ocio y servicios: Centro Comercial intu Xanadú, con pista de esquí cubierta, tiendas y restauración  Supermercados, centros deportivos, colegios y centros médicos Tradiciones y cultura: Fiestas patronales en honor a San Juan (junio) y la Virgen del Rosario (octubre) Actividades culturales y deportivas durante todo el año Mercados, ferias, rutas senderistas y vida de barrio Naturaleza y aire libre: Entorno natural con rutas para caminar y montar en bici Parques, zonas verdes y espacios protegidos cercanos.",False,True,False,3360.0,True,False,False,False,[],False,False,581302.0,€,True,True,chalet,semidetachedHouse,"Zona Europa, Arroyomolinos","Chalet pareado en calle Dinamarca, 1",Zona Europa,,,,,,,,,
108789770,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/95/77/1355181561.webp,p1-BC,55,883000.0,duplex,sale,168.0,3,2,"carretera de Boadilla del Monte, 118",Madrid,Majadahonda,es,40.4591474,-3.8733032,True,https://www.idealista.com/obra-nueva/108789770/,"¡Descubre tu nuevo hogar en esta exclusiva urbanización de diseño vanguardista! Este impresionante dúplex de 168 m² construidos se encuentra en un extenso pinar privado de 42.000 m², donde la naturaleza y el confort se unen. Con 3 amplios dormitorios y 2 baños, este espacio está diseñado para ofrecerte la máxima comodidad. Disfruta de las vistas a las zonas verdes desde tu terraza y balcón, ideales para relajarte al aire libre. La urbanización cuenta con seguridad 24 horas y cámaras perimetrales, garantizando tu tranquilidad. Además, podrás disfrutar de increíbles zonas comunes que incluyen un gimnasio totalmente equipado, piscinas exterior y cubierta climatizada, así como pistas de tenis y pádel. Los más pequeños también tendrán su espacio en áreas de recreo y juegos infantiles. Este dúplex es apto para personas con movilidad reducida y cuenta con todas las comodidades que necesitas: calefacción por bomba de frío/calor, aire acondicionado y armarios empotrados. La plaza de garaje y el trastero están incluidos en el precio, lo que añade aún más valor a esta maravillosa propiedad. ¡No dejes pasar la oportunidad de vivir en un entorno privilegiado! 3 PLAZAS DE GARAJE INCLUIDAS EN PRECIO.",False,True,False,5256.0,True,False,False,False,[],False,False,883000.0,€,True,True,flat,duplex,"Golf - El Carralero, Majadahonda","Dúplex en carretera de Boadilla del Monte, 118",Golf - El Carralero,bj,True,,,True,,,,
108904408,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/17/76/1358479946.webp,V-06,5,577020.0,chalet,sale,173.0,4,4,"calle Dinamarca, 1",Madrid,Arroyomolinos,es,40.2818283,-3.9309949,True,https://www.idealista.com/obra-nueva/108904408/,"Viviendas diseñadas para mejorar tu vida Un proyecto exclusivo de 20 chalets, con una distribución funcional, amplios espacios exteriores y zonas comunes pensadas para disfrutar en familia. 4 dormitorios (uno en planta baja) 4 baños (3 completos y 1 aseo) Salón-comedor de más de 34 m² Cocina independient Parcela con jardín privado y zona de aparcamiento Terraza en planta primera Zonas comunes con piscina, solárium y zona infantil Arroyomolinos: naturaleza, tradición y comodidad Ubicación privilegiada al suroeste de Madrid, con una excelente calidad de vida Conexiones: Líneas de autobús interurbanas a Madrid (línea 495 y otras) Acceso rápido a A-5, M-50 y R-5 Ocio y servicios: Centro Comercial intu Xanadú, con pista de esquí cubierta, tiendas y restauración  Supermercados, centros deportivos, colegios y centros médicos Tradiciones y cultura: Fiestas patronales en honor a San Juan (junio) y la Virgen del Rosario (octubre) Actividades culturales y deportivas durante todo el año Mercados, ferias, rutas senderistas y vida de barrio Naturaleza y aire libre: Entorno natural con rutas para caminar y montar en bici Parques, zonas verdes y espacios protegidos cercanos.",False,True,False,3335.0,True,False,False,False,[],False,False,577020.0,€,True,True,chalet,semidetachedHouse,"Zona Europa, Arroyomolinos","Chalet pareado en calle Dinamarca, 1",Zona Europa,,,,,,,,,
108904406,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/17/76/1358479946.webp,V-04    ,5,577037.0,chalet,sale,173.0,4,4,"calle Dinamarca, 1",Madrid,Arroyomolinos,es,40.2818283,-3.9309949,True,https://www.idealista.com/obra-nueva/108904406/,"Viviendas diseñadas para mejorar tu vida Un proyecto exclusivo de 20 chalets, con una distribución funcional, amplios espacios exteriores y zonas comunes pensadas para disfrutar en familia. 4 dormitorios (uno en planta baja) 4 baños (3 completos y 1 aseo) Salón-comedor de más de 34 m² Cocina independient Parcela con jardín privado y zona de aparcamiento Terraza en planta primera Zonas comunes con piscina, solárium y zona infantil Arroyomolinos: naturaleza, tradición y comodidad Ubicación privilegiada al suroeste de Madrid, con una excelente calidad de vida Conexiones: Líneas de autobús interurbanas a Madrid (línea 495 y otras) Acceso rápido a A-5, M-50 y R-5 Ocio y servicios: Centro Comercial intu Xanadú, con pista de esquí cubierta, tiendas y restauración  Supermercados, centros deportivos, colegios y centros médicos Tradiciones y cultura: Fiestas patronales en honor a San Juan (junio) y la Virgen del Rosario (octubre) Actividades culturales y deportivas durante todo el año Mercados, ferias, rutas senderistas y vida de barrio Naturaleza y aire libre: Entorno natural con rutas para caminar y montar en bici Parques, zonas verdes y espacios protegidos cercanos.",False,True,False,3335.0,True,False,False,False,[],False,False,577037.0,€,True,True,chalet,semidetachedHouse,"Zona Europa, Arroyomolinos","Chalet pareado en calle Dinamarca, 1",Zona Europa,,,,,,,,,
