propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,highlight.groupDescription
105974793,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/3a/87/1268701213.webp,13,1,1329000.0,flat,sale,114.0,True,2,2,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,40.4357945,-3.6793382,False,https://www.idealista.com/inmueble/105974793/,"Fortuny Madrid Real Estate ofrece esta espectacular vivienda, ubicada en el prestigioso barrio de Salamanca. Este primer piso exterior, actualmente en obras, cuenta con 135 m² catastrales y está diseñado para ofrecer el máximo lujo y confort. La propiedad incluye dos habitaciones y dos baños, con una cocina totalmente equipada y un cuarto de lavado que añaden funcionalidad y comodidad. Con calefacción a gas, aire acondicionado y ascensor.  El barrio de Salamanca es conocido por su exclusividad y elegancia. Vivir aquí significa estar cerca del ABC Serrano, que ofrece una experiencia de compra de lujo, y el Intercambiador de Avenida de América, que asegura excelentes conexiones de transporte. Para los amantes de la cultura, el Museo Lázaro Galdiano es una visita obligada, mientras que el IE Business School proporciona un entorno académico de prestigio. La zona también alberga varias embajadas, añadiendo un nivel de seguridad y prestigio adicional. Esta vivienda ofrece lujo y comodidad en una ubicación privilegiada en el corazón de la capital. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,11658.0,True,False,False,False,[],False,False,1329000.0,€,flat,"Castellana, Madrid",Piso,Castellana,,,,3356,,,,,,
107856057,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/a2/b9/1326355008.webp,23,2,360000.0,flat,sale,100.0,True,3,1,calle de Francisco Requena,Madrid,Madrid,Ciudad Lineal,es,40.4266636,-3.6531816,False,https://www.idealista.com/inmueble/107856057/,"VOhome Quintana, vende piso reformado de 100 m2, segunda planta con ascensor junto a la avenida Marqués de Corbera, zona de La Elipa, distrito de Ciudad Lineal. Piso exterior, muy luminoso, de doble orientación este y oeste, con amplias estancias, consta de recibidor, pasillo distribuidor, tres dormitorios (uno con gran armario empotrado), salón, cocina independiente, baño completo, trastero de 10,5 m2 y terraza-tendedero abierta. Con plaza exterior de parking. Dispone de calefacción central, caldera de gas para el agua caliente, aire acondicionado en el salón, puerta exterior de seguridad blindada, vídeo portero automático y aceso exterior para personas con movilidad reducida. Excelente ubicación en zona comercial, con todos los servicios cerca y medios de transporte, tanto de metro como de autobuses. ""Te financiamos tu vivienda hasta el 100% del valor de compraventa. Tipo de interés fijo: desde 2.25 % Tipo de interés variable: desde Er+0.25 % Para más información, llamar al teléfono gratuito "" Contacto Oficina calle Alcalá 339, Plaza Quintana frente a Docamar Tlno. fijo / móvil /.",False,good,False,True,3600.0,True,False,False,False,[],False,False,360000.0,€,flat,"Ventas, Madrid",Piso en calle de Francisco Requena,Ventas,True,True,,QUIN1086,,398000.0,38000.0,10.0,,
104474398,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/e2/af/1223506624.webp,20,bj,600000.0,flat,sale,166.0,True,5,3,"avenida de Madrid, 4",Madrid,Villanueva de la Cañada,Villanueva de la Cañada,es,40.44779,-3.99611,True,https://www.idealista.com/inmueble/104474398/,"¡No pierdas la oportunidad de invertir en este excepcional piso en venta en Villanueva de la Cañada! Situado en la Avenida de Madrid, este nuevo proyecto de Homiii ofrece 8 viviendas con un atractivo diseño y una ubicación privilegiada cerca de la universidad, áreas comerciales y deportivas. Cada vivienda cuenta con 5 dormitorios, jardín privado, terraza, garaje, trastero y acceso a espacios comunes como jardín, gimnasio y zona de coworking. Con un cuidado diseño que combina descanso, trabajo y deporte, este piso ofrece una armonía perfecta para una vida completa. Con 166 m² construidos, esta vivienda cuenta con 5 dormitorios, 3 baños, armarios empotrados, calefacción y aire acondicionado. Además, incluye una plaza de garaje, piscina y jardín. ¡No dejes pasar esta oportunidad de inversión en un lugar único! ¡Contáctanos para más información! Esta oportunidad de inversión ofrece una alta rentabilidad, con un contrato de explotación a 10 años bajo el modelo de COLIVING de pisos compartidos, dirigido por Homiii, una empresa con 8 años de experiencia en el sector y más de 6.000 inquilinos, con una ocupación del 95% y un 0% de morosidad.  No esperes más y aprovecha esta oportunidad única, llámanos ahora para más información. ABSTENERSE AGENCIAS.",False,good,False,True,3614.0,True,False,False,False,[],False,False,600000.0,€,flat,"Villanueva de la Cañada, Villanueva de la Cañada","Piso en avenida de Madrid, 4",,True,True,,,,,,,,
108790229,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/6d/af/1355195520.webp,35,3,495000.0,flat,sale,76.0,False,3,2,calle de Antonio Toledano,Madrid,Madrid,Barrio de Salamanca,es,40.4246306,-3.6685811,False,https://www.idealista.com/inmueble/108790229/,"“JOWNER VENDE FANTÁSTICO PISO EN FUENTE DEL BERRO”   Estupenda vivienda de 76m2, distribuidos en 3 dormitorios, dos baños completos con plato de ducha y bañera, cocina independiente y luminoso salón. Ubicada en una finca y un barrio tranquilo y excelentemente bien comunicado. Características de la vivienda: -3 Dormitorios -2 Baños completos -Cocina independiente -Luminoso salón comedor  -Armarios empotrados -Portal adaptado -Portero de lunes a domingo -Calefacción y agua caliente central -Zona muy bien comunicada Descripción del entorno: Esta vivienda se encuentra en el barrio de Fuente del Berro, un barrio residencial que goza de mucha tranquilidad y que al mismo tiempo también tiene mucha vida, tanto a nivel comercial como gastronómico. Esta zona también cuenta con todos los servicios esenciales.  Esta zona cuenta con muy buena comunicación de transporte público. A escasos minutos se encuentra la parada de metro O'Donnell (L6), además de varias líneas de autobuses. También tiene acceso directo a la A2 y a la M30. ¡Contacta ya con nosotros para coordinar una visita! JOWNER es una plataforma digital que te ofrece todos los servicios necesarios para que puedas alquilar y vender tu inmueble en el menor tiempo posible, con nuestro método maximizamos tu tiempo y tu rentabilidad / ""Más info en jowner. como en el "".",True,renew,False,True,6513.0,True,False,True,False,[],False,False,495000.0,€,flat,"Fuente del Berro, Madrid",Piso en calle de Antonio Toledano,Fuente del Berro,,,,ACP1899,,,,,,
107900022,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/ea/42/1358761228.webp,34,,1250000.0,chalet,sale,300.0,,4,3,avenida Monte Segovia,Madrid,Boadilla del Monte,Viñas Viejas,es,40.4168086,-3.8981097,False,https://www.idealista.com/inmueble/107900022/,"Viviendas siglo xxi vende precioso chalet independiente de 300m2+400m2 de parcela con piscina, amplio hall de entrada gran salón comedor en 2 ambientes, cocina office y aseo en primera planta 3 amplios dormitorios todos en suitte, ultima planta terraza atico con excelentes vistas, inmejorable situación,   planta sótano salón, dormitorio con baño garaje patio ingles y cto de caldera, mejor ver precio: 1.250. 000,00€.",False,good,False,,4167.0,False,False,False,False,[],False,False,1250000.0,€,chalet,"Viñas Viejas, Boadilla del Monte",Casa independiente en avenida Monte Segovia,,True,True,independantHouse,1056-CHVÑ070,,,,,,
105191768,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/0b/34/1244637354.webp,34,2,1950000.0,flat,sale,314.0,True,5,4,avenida de Concha Espina,Madrid,Madrid,Chamartín,es,40.4531059,-3.6874744,False,https://www.idealista.com/inmueble/105191768/,"Domus Aurea Capital presenta este maravilloso piso exterior en perfecto estado de conservación pero con gran atractivo para reformar en la zona Bernabéu, El Viso. Vivienda de 314 m2 construidos, reformado hace unos años pero perfecto para reformar de manera más personal y con los últimos acabados, es exterior y con orientación norte pero con grandes ventanas que permiten la entrada de luz natural. En su distribución encontramos un recibidor que distribuye las diferentes estancias, dos amplios salones que conectan con puertas correderas exteriores, a continuación una tercera sala de gran tamaño, actualmente como comedor independiente, una cocina office con espacio para una mesa de comedor diario, un cuarto de lavado independiente y una galería o terraza que da a la parte trasera del edificio con arboleda. En la zona de noche encontramos dos grandes dormitorios dobles con amplios ventanales, vestidores a medida y baños en suite, y otros dos dormitorios amplios, con otros dos baños independientes completos, además de un cuarto con baño de servicio. La finca cuenta con portero físico y trastero. Domus Aurea Capital es una boutique inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores.",True,renew,False,True,6210.0,True,False,False,False,[],False,False,1950000.0,€,flat,"El Viso, Madrid",Piso en avenida de Concha Espina,El Viso,,,,4358,,,,,,
91458542,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/89/d5/1338747082.webp,19,,292014.0,studio,sale,84.0,True,0,1,Pol. Industrial sur,Madrid,San Sebastián de los Reyes,Pol. Industrial sur,es,40.5422387,-3.6130726,False,https://www.idealista.com/inmueble/91458542/,"Loft en Edificio Exclusivo Engel & Völkers comercializa en exclusiva esta excelente oportunidad de INVERSIÓN o de habitar en un loft dúplex de 84 metros cuadrados ubicado en unos de los edificios emblemáticos de la Vega de la Moraleja. El edificio presenta una estructura bellísima íntegra de cristales en su fachada exterior. Además de contar con todas las comodidades de uno de los mejores residenciales de la zona. Cuenta con dos piscinas, una en el jardín y otra con solarium e impresionantes vistas en la azotea. Además, también podemos disfrutar de gimnasio y pistas de Pádel. La urbanización cuenta con servicio de portería y vigilancia las 24 horas. Pasamos a continuación a describir la vivienda:  PLANTA PRINCIPAL: recibidor que se abre a un amplio salón con cocina americana muebles de diseño en colores vivos y distribución funcional, ambos con suelos de tarima de primera calidad e iluminados por un ventanal que alcanza la altura total de las dos plantas. A través de unas escaleras voladas, forradas de madera y con una barandilla cromada, que dejan pasar la luz y usar el espacio bajo ellas, se llega a la SEGUNDA PLANTA: precioso baño alicatado con mosaico, con lavabo encastrado en una encimera de mármol a medida, espejo gigante y cabina de ducha. Dormitorio doble con ventana trasera que permite entrada de luz en dos direcciones, dando una vida excepcional a toda la vivienda. Toda la carpintería de la vivienda es de un moderno diseño y color blanco. Aire acondicionado y calefacción por bomba de calor canalizados por conductos. La vivienda dispone de una plaza de garaje opcional por 15.741 euros ubicada en la planta sótano menos 1, que nos permite la comodidad de llegar del vehículo a nuestra en poquísimos segundos. Vega de la Moraleja es una zona residencial reciente y de buen standing en San Sebastián de los Reyes. Los inmuebles tienen una antigüedad media de tan solo 15 años. La población residente es principalmente joven, con alto porcentaje de personas entre 25 y 29 años de edad, con un nivel adquisitivo y cultural medio-alto y alto. Esta zona está a tan solo 25 minutos en coche del centro de Madrid, a través de su acceso directo a la Autovía A-1, y está a tan sólo 11 minutos en coche del Aeropuerto, a través de la M-12. Además se encuentra adyacente al parque comercial Megapark: en el que hay una amplísima oferta de comercios y restauración. Hay que destacar que dentro de dicho parque se encuentran el centro comercial Plaza Norte 2 y un hipermercado Carrefour. Tiene muy buena comunicación de la zona con el resto de Madrid en transporte público. La línea 10 de metro tiene 2 estaciones, estación Reyes Católicos, muy cercana, y Marqués de Valdavia, un poco más alejada. Cerca de la zona hay también una estación de Cercanías Renfe: la estación Alcobendas-San Sebastián de los Reyes de la línea C-4. En cuanto a equipamiento de servicios, la oferta es muy amplia: 10 colegios entre públicos y privados; 5 centros sanitarios y a tan sólo 2km del Hospital Infanta Sofía. La vivienda en cuestión se halla al lado de un Mercadona.",True,good,False,True,3476.0,False,False,False,False,[],False,False,292014.0,€,flat,"Pol. Industrial sur, San Sebastián de los Reyes",Estudio,,True,True,studio,W-02IM3L,,,,,,
107737186,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/0b/b8/1321354532.webp,25,3,645000.0,flat,sale,122.0,True,3,2,Barrio Puerta del Ángel,Madrid,Madrid,Latina,es,40.4110833,-3.724555,False,https://www.idealista.com/inmueble/107737186/,"Fántastico Apartamento en Puerta del Ángel Descubre este luminoso y espacioso piso de tres dormitorios y dos baños, ideal para quienes buscan un nuevo hogar donde poder imprimir su estilo personal. Situado en una zona tranquila y conveniente, este inmueble te ofrece todo lo que necesitas para crear el hogar de tus sueños. Si bien el piso necesita una actualización, esto presenta una excelente oportunidad para personalizar cada rincón y convertirlo en un espacio que refleje tu estilo de vida. Imagina diseñar la cocina de tus sueños, modernizar los baños o elegir los acabados que más te gusten en toda la vivienda. Este piso de 122 metros con calefacción central, ascensor y videoportero es la oportunidad que estás buscando para vivir el encanto de una de las ciudades más emblemáticas de Europa con este apartamento que combina historia y modernidad. Con su ubicación privilegiada y su atmósfera refinada, esta propiedad representa una oportunidad única para disfrutar del lujo urbano en su máxima expresión. Ubicado en el corazón de Puerta del Ángel de Madrid, ofrece una experiencia de vida que combina elegancia y sofisticación con el encanto histórico de la ciudad. Latina es conocida por su ambiente vibrante y su mezcla única de tradición y modernidad, lo que la convierte en un lugar altamente codiciado por compradores exigentes que buscan un estilo de vida exclusivo. La infraestructura de la zona es impecable, con excelentes conexiones de transporte que facilitan el acceso al centro de Madrid, el metro más cercano es Puerta del Ángel (L6) y hay tb multitud de autobuses de la EMT.  Acceso a BiciMad así como a M-30. Los residentes pueden disfrutar de una variedad de actividades de ocio, desde relajantes paseos por Madrid Rio o Casa de Campo hasta experiencias culturales en el cercano Matadero Madrid, un centro de arte contemporáneo de renombre. La proximidad al icónico Palacio Real y la Catedral de la Almudena añade un toque de majestuosidad a la zona. La singularidad de Latina reside en su capacidad para ofrecer un entorno sereno sin sacrificar el acceso a las comodidades de la gran ciudad. Este enclave exclusivo representa el epítome del lujo urbano, donde cada día ofrece nuevas oportunidades para disfrutar de la vida al máximo. Saavedra Fajardo 24 no es solo una dirección; es una declaración de prestigio y estilo de vida.",False,good,False,True,5287.0,False,False,False,False,[],False,False,645000.0,€,flat,"Puerta del Ángel, Madrid",Piso,Puerta del Ángel,,,,W-02OE8X,,,,,,
102555781,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/9a/22/1338757262.webp,35,,380000.0,chalet,sale,150.0,,2,2,Fuente el Saz de Jarama,Madrid,Fuente el Saz de Jarama,,es,40.6301063,-3.5221978,False,https://www.idealista.com/inmueble/102555781/,"Gran parcela urbana con vivienda en Fuente el Saz Engel & Völkers les presenta este magnífico terreno urbano de más de 2.500 metros cuadrados con salida a dos calles, gran piscina, pozos de agua, árboles consolidados y con una vivienda a reformar de unos cien metros cuadrados. La vivienda consta de salón con chimenea, cocina, dos habitaciones, dos baños y un gran pasillo luminoso. Tenemos también otra construcción que puede usarse como garaje y otros usos. En la gran parcela cuadrada y llana tenemos grandes árboles, una magnífica piscina con depuradora y dos pozos registrados. El terreno tiene múltiples opciones a valorar por el futuro comprador. Fuente el Saz es un municipio que se encuentra en el Noreste de la Comunidad de Madrid, con una población de unos 6.000 habitantes, se encuentra a escasos 30 km de la Puerta del Sol. Limita con Algete, Valdetorres del Jarama y el Casar.  El municipio dispone de tres guarderías, una pública y dos privadas y un colegio público de educación infantil, primaria y secundaria. A pocos kilómetros también tenemos el Trinity College y el Sek. Se encuentra situado en un entorno natural, junto a la Vega del Rio Jarama y de la Sierra de Guadarrama. Las principales vías de acceso son la A-1, la M-50, la R-2 y la M-111 que da acceso a Barajas. Cuenta con un Servicio Público de transportes a Madrid- Plaza Castilla (bus 184 y 197). Este magnífico emplazamiento es ideal para aquellos que quieran disfrutar de un ambiente de tranquilidad rodeados de un entorno natural donde disfrutar de diferentes deportes al aire libre como la hípica o el Golf. Cuenta además con un área industrial y amplia oferta gastronómica.",False,good,False,,2533.0,False,False,False,False,[],False,False,380000.0,€,chalet,Fuente el Saz de Jarama,Casa independiente,,,,independantHouse,W-02TCG2,,,,,,
98483898,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/75/23/1013805091.webp,22,,657000.0,chalet,sale,277.0,,4,5,"Residencia, 12",Madrid,San Lorenzo de El Escorial,Abantos - Carmelitas,es,40.5960905,-4.1453376,True,https://www.idealista.com/obra-nueva/98483898/,"¡ ÚLTIMA UNIDAD! CHALET PAREADO Magníficas calidades. Aerotermia. Dos plazas de garaje, trastero y piscina. A 5 minutos del centro de San Lorenzo.",False,newdevelopment,True,,2372.0,True,False,False,False,[],False,False,657000.0,€,chalet,"Abantos - Carmelitas, San Lorenzo de El Escorial","Chalet pareado en Residencia, 12",,True,True,semidetachedHouse,Tipo 1,False,,,,,
108213030,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/1a/98/1337290479.webp,3,3,265000.0,flat,sale,77.0,True,2,2,"calle de Los Curas, 9",Madrid,Torrejón de Ardoz,Noroeste,es,40.4603754,-3.4792608,True,https://www.idealista.com/obra-nueva/108213030/,"Obra nueva en Calle de Los Curas, 9 Torrejón de Ardoz (Madrid). Edificio de 11 viviendas en el centro de Torrejón de Ardoz. Excelentes calidades.",False,,True,True,3442.0,True,False,False,False,[],False,False,265000.0,€,flat,"Noroeste, Torrejón de Ardoz","Piso en calle de Los Curas, 9",,,,,CLC 3ºB,False,,,,,
108878429,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/55/d9/1357755470.webp,19,3,208000.0,flat,sale,35.0,False,1,1,calle de la Esperanza,Madrid,Madrid,Centro,es,40.4121307,-3.6991781,False,https://www.idealista.com/inmueble/108878429/,"A REFORMAR. Las primeras imágenes corresponden a un proyecto de realidad virtual y no al estado actual de la vivienda. El inmueble se encuentra íntegramente a reformar y las fotos son las que podéis ver tras las infografías. Visualcasa inmobiliaria gestiona esta tercera planta a reformar en el céntrico barrio de Lavapiés. El inmueble consta de: - Salón-cocina - Habitación - Cuarto de Baño Con nuestro estudio de arquitectura Arkidec hemos elaborado un proyecto de reforma que puedes consultar sin compromiso agendando una cita con uno de sus técnicos sin coste ni compromiso para ver el coste de esa reforma propuesta y plazos de ejecución de la misma. A nivel de servicios la zona cuenta con todas las comodidades para hacer tu día a día lo más confortable posible: colegios, comercios, farmacias, restaurantes de diferente gastronomía.. . En cuanto a transporte, dispone de las estaciones de Antón Martín (L. 1) y Lavapiés (L. 3) a unos 300 metros de la vivienda, mientras que las estaciones de cercanías de Sol, Atocha y Embajadores están a unos 10 minutos a pie. Si quiere agendar una visita sin compromiso, no dude en contactarnos.",True,renew,False,True,5943.0,True,False,False,False,[],False,False,208000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de la Esperanza,Lavapiés-Embajadores,,,,,,,,,,
108883756,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/ab/34/1357877566.webp,57,,680000.0,chalet,sale,272.0,,4,3,calle el Tomillar,Madrid,Galapagar,Casa Amarilla,es,40.5731735,-3.9885315,False,https://www.idealista.com/inmueble/108883756/,"En una zona tranquila y residencial de Galapagar, en pleno corazón de la Sierra Noroeste de Madrid, te presentamos este espectacular chalet pareado que lo tiene todo: espacio, comodidad, naturaleza y unas vistas que te dejarán sin aliento. Mil metros de parcela privada rodean esta vivienda que enamora desde el primer paso. El jardín, cuidadosamente diseñado, está lleno de encanto, árboles frutales, rincones de sombra y una preciosa piscina con barbacoa para disfrutar en familia o con amigos. Todo en un entorno de paz, privacidad y belleza natural. La vivienda principal se distribuye de forma muy cómoda en dos plantas: Planta baja (principal): Una distribución prácticamente en una sola planta, perfecta para el día a día sin apenas escaleras. 3 dormitorios luminosos, 2 baños completos, acogedor salón con chimenea, cocina funcional con acceso directo al exterior. Planta superior: Una sala diáfana y polivalente de gran tamaño, con vistas al salón principal gracias a su diseño abierto. Dormitorio adicional y baño completo. ¿Lo mejor? Las vistas. Desde casi cualquier rincón de la casa, podrás disfrutar de impresionantes vistas panorámicas de 180 grados a la Sierra de Madrid y a la Sierra de Hoyo de Manzanares. Un espectáculo natural en cada estación del año. Ubicación privilegiada: Situada en una zona muy tranquila de Galapagar, a solo 2 minutos del centro y 12 minutos de Las Rozas, con excelente comunicación y todos los servicios al alcance. Y ahora sí, el secreto mejor guardado… La propiedad incluye un apartamento completamente independiente, con su propia entrada. Ideal para invitados, alquiler o teletrabajo, este espacio cuenta con: Una sala de 50 m², cocina equipada y baño completo, además de jardín delantero casi independiente del resto de la parcela. Una vivienda que lo tiene todo: espacio, funcionalidad, independencia, naturaleza y un entorno privilegiado. No dejes pasar esta oportunidad única de vivir en plena sierra con todas las comodidades. Puedes encontrar más propiedades en nuestra web: veintidosinmobiliaria. es.",True,good,False,,2500.0,True,True,False,False,[],False,False,680000.0,€,chalet,"Casa Amarilla, Galapagar",Chalet pareado en calle el Tomillar,,,,semidetachedHouse,,,,,,,
108907391,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/0e/1d/1358563401.webp,30,3,290000.0,flat,sale,107.0,True,2,2,"calle de las Cambroneras, 1",Madrid,San Agustin de Guadalix,,es,40.6769459,-3.6158635,True,https://www.idealista.com/inmueble/108907391/,"Extraordinario ático reformado con una pequeña terraza privada en el dormitorio principal, que se caracteriza por su ubicación excepcional en San Agustín de Guadalíx. Nos encontramos con una distribución muy práctica: dos habitaciones muy amplias de 10 m y 13 m, con posibilidad de hacer una habitación más, dos baños, cocina y zona de lavandería cerrada. El salón es muy luminoso y amplio, unos 23 metros. Dispone de trastero incluido en el precio. La vivienda tiene acceso a zonas comunes en una urbanización cerrada. Cerca de todos lo servicios de San Agustín. Buena calidad constructiva con suelos de madera y ventanas de doble cristal, calefacción central y aire acondicionado. La distribución del piso es muy cómoda con un espacio que aúna el salón comedor con la cocina equipada con muebles altos y bajos, horno, placa y microondas. El dormitorio principal en suite tiene una zona de vestidor. El piso se completa con otro dormitorio de buen tamaño y cuarto de baño completo. San Agustín del Guadalix, como puente de unión entre el área metropolitana de Madrid y la Sierra Norte, es una población prolija en servicios y comodidades. Su ambiente es mayormente residencial y abundan las comunidades de reciente construcción habitadas por familias de buen nivel económico (no en vano se encuentra en el Top 20 de municipios con más alta Renta per Cápita de España). Entre sus ventajas se incluyen: el fácil acceso a la A-1, la presencia de un Instituto y dos colegios públicos bilingües, varios supermercados de reconocidas distribuidoras, servicio regular de autobuses con Madrid, rutas naturales, centro de salud, biblioteca, polideportivo, academias de idiomas, peluquerías, restaurantes, guarderías, etc. Además, la cercanía al Hospital Infanta Sofía, al Aeropuerto y, en fin, a los servicios que ofrecen localidades cercanas como San Sebastián de los Reyes, Alcobendas o Colmenar Viejo, configuran San Agustín del Guadalix como una población en un enclave estratégico e idóneo para poder tenerlo todo a un paso de casa. ¡NO DEJES ESCAPAR ESTA GRAN OPORTUNIDAD EN SAN AGUSTÍN DE GUADALÍX!",False,good,False,False,2710.0,False,False,False,False,[],False,False,290000.0,€,flat,San Agustin de Guadalix,"Piso en calle de las Cambroneras, 1",,,,,0056-00600,,,,,,
108652961,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/d8/4b/1351151966.webp,18,3,205000.0,flat,sale,83.0,True,3,1,calle de las Higueras,Madrid,Madrid,Latina,es,40.4084516,-3.7419314,False,https://www.idealista.com/inmueble/108652961/,"INMUEBLE ALQUILADO - Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad. Fecha de fin de contrato: 03/2027. Piso en Madrid. Dispone de una superficie de 83 m² distribuidos en 3 habitaciones, salón-comedor con estanterías de obra vista, cocina amueblada y 1 baño completo con plato de ducha. Situado en una zona residencial del barrio de Lucero. Cerca de comercios, centros educativos, restaurantes, zonas verdes, supermercados, el centro de salud Cebreros y paradas de autobús. Próximo al Parque de Atracciones de Madrid. Fácil acceso por la carretera A-5 y la estación de metro Alto de Extremadura.",True,renew,False,False,2470.0,True,False,False,False,[],False,False,205000.0,€,flat,"Lucero, Madrid",Piso en calle de las Higueras,Lucero,,,,FHOG-3060,,,,,,
107288466,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/3a/1d/1336249668.webp,35,2,330000.0,duplex,sale,113.0,True,3,2,Villalba Estación,Madrid,Collado Villalba,Villalba Estación,es,40.6273844,-4.0044363,False,https://www.idealista.com/inmueble/107288466/,"Bonito dúplex en Collado Villalba En un rincón apacible del centro de Collado Villalba, se encuentra este encantador dúplex reformado, donde la luz y la armonía se funden para crear un hogar acogedor y lleno de vida. En la planta baja, un amplio salón-comedor invita al descanso y la convivencia, mientras que la cocina, actualizada y totalmente equipada, se convierte en el escenario ideal para deleitarse con los placeres culinarios. Un bonito cuarto de baño completa este nivel. Subiendo las escaleras, la planta superior alberga tres dormitorios llenos de luz natural, perfectos para el descanso y la serenidad. Dos baños completos, con acabados de alta calidad, brindan confort y elegancia a la vivienda. El edificio, con pocos vecinos, ofrece un remanso de paz y privacidad. La calefacción y agua caliente están centralizadas con caldera de gasoil regulada de manera individual en cada vivienda, lo que permite disfrutar de un ambiente cálido y acogedor en invierno. Su ubicación privilegiada brinda acceso inmediato a encantadores comercios, acogedores cafés, supermercados y transporte público, haciendo de este hogar un lugar idóneo tanto para la vida familiar como para una inversión segura. Déjate seducir por la calidez y el encanto de este hogar. ¡Contáctanos para más información o para concertar una visita! Collado Villalba es un municipio situado en la Comunidad de Madrid, España, y es considerado la ""capital de la Sierra de Guadarrama"" debido a su ubicación estratégica en esta zona montañosa. Se encuentra a unos 40 kilómetros al noroeste de Madrid y es un importante centro de comunicaciones y servicios para la sierra madrileña.  Tiene aproximadamente 65,000 habitantes, lo que lo convierte en uno de los municipios más poblados de la sierra. Está bien conectado con Madrid a través de la autopista A-6 y la línea de Cercanías Renfe (C-3, C-8 y C-10), lo que facilita el acceso a la capital en unos 30-40 minutos. Su economía está basada principalmente en el comercio, los servicios y el sector inmobiliario. Cuenta con varios centros comerciales y una amplia oferta de ocio y restauración. Al estar en la Sierra de Guadarrama, ofrece numerosas rutas de senderismo y espacios naturales cercanos, como el Parque Nacional de la Sierra de Guadarrama y el embalse de Valmayor. Collado Villalba es un municipio dinámico que combina la cercanía a la naturaleza con la comodidad de una ciudad bien equipada.",False,good,False,False,2920.0,False,False,False,False,[],False,False,330000.0,€,flat,"Villalba Estación, Collado Villalba",Dúplex,,True,True,duplex,W-02YH75,,,,,,
