propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,highlight.groupDescription
108421547,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/39/7b/1344396201.webp,13,bj,220000.0,flat,sale,55.0,True,3,1,calle de Alcalá de Guadaíra,Madrid,Madrid,Puente de Vallecas,es,40.3883156,-3.655351,False,https://www.idealista.com/inmueble/108421547/,"Acogedor piso con gran potencial en Palomeras Bajas. Descubre este acogedor piso de 55 m² en el corazón de Palomeras Bajas, Puente de Vallecas, Madrid. Con tres dormitorios y un baño, esta propiedad es ideal para quienes buscan un proyecto de renovación a su gusto. Aunque requiere reformas, este piso ofrece un gran potencial para convertirse en el hogar de tus sueños. La calefacción a gas es una de sus características destacadas, proporcionando calidez en los meses más fríos. Esta es una oportunidad única para personalizar cada rincón según tus necesidades. No dejes pasar la oportunidad de visitar este espacio y visualizar todo lo que puedes lograr en él. ¡Contáctanos para más detalles! Ubicación Situado en una zona con excelente conectividad y una amplia oferta de servicios. A pocos minutos de tiendas, centros educativos, zonas verdes y transporte público, el barrio de Palomeras Bajas ofrece comodidad y accesibilidad en el distrito de Puente de Vallecas.",False,renew,False,False,4000.0,False,False,False,False,[],False,False,220000.0,€,flat,"Palomeras Bajas, Madrid",Piso en calle de Alcalá de Guadaíra,Palomeras Bajas,,,,41acc238-7804-41df-97ba-31ed58a2dab0,,,,,,
108333234,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/9c/94/1340989470.webp,30,,620000.0,flat,sale,332.0,True,3,3,Barrio Simancas,Madrid,Madrid,San Blas,es,40.4402634,-3.6268721,False,https://www.idealista.com/inmueble/108333234/,"MAGNIFICO LOFT DE 300 METROS ENGEL&VOLKERS pone a su disposición este magnifico LOFT de 300 metros, muy luminoso, reformado y totalmente exterior. Edificio de suelo industrial en el que te puedes empadronar. Ideal para familias y también en la que se puede compartir espacio de oficina. Posibilidad de hacer más dormitorios pues los metros lo permiten. En este momento hay 3 dormitorios y 3 baños completos, además de espacio para trabajar, con muy buenos acabados, aire acondicionado, cocina completa y elementos de diseño. Muy cercano a la calle Alcalá y bien comunicado a transporte público, así como a colegios, centros de salud y también a servicios Este piso está magníficamente ubicado en un céntrico barrio de Madrid, el barrio de Ciudad Lineal. A escasos metros de la popular Calle Alcalá cuenta con un sinfín de servicios comerciales a la puerta, tales como zonas comerciales y de ocio (el C. C. Alcalá Norte, C. C. Arturo Soria Plaza), bares y cafeterías, supermercados, zonas ajardinadas como el gran Parque El Calero, el Parque la Quinta Los Molinos, áreas deportivas como el Polideportivo Municipal de La Concepción. Servicios de salud como el Centro de Salud Estrecho de Corea o el Hospital Viamed Fuensanta, así como el Hospital Universitario Alfonso X El Sabio. También cuenta con centros educativos como el Colegio Jesús María, Obispo Perelló o el Corazón de María. En relación al transporte público no podría estar mejor comunicado, con salidas de metro en la puerta (Pueblo Nuevo, Ciudad Lineal) y multitud de líneas de autobúses. Y para quienes prefieran moverse en coche, tienen la salida a la A2 (Zaragoza) y está a sólo 15 minutos en coche del aeropuerto Adolfo Suárez.",False,good,False,False,1867.0,False,False,True,False,[],False,False,620000.0,€,flat,"Simancas, Madrid",Piso,Simancas,,,,W-0308NM,,,,,,
105696383,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/83/21/1260266647.webp,12,2,1789000.0,flat,sale,110.0,False,2,2,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.4278404,-3.6838492,False,https://www.idealista.com/inmueble/105696383/,"Impresionante vivienda totalmente reformada en Recoletos, en el codiciado barrio de Salamanca, Madrid.  Este elegante piso interior en la segunda planta ofrece 152 m² además de una pequeña terraza. La propiedad incluye dos amplias habitaciones y dos baños, proporcionando un espacio cómodo y funcional. La cocina está completamente equipada y el piso se vende amueblado con muebles de diseño, ofreciendo un ambiente moderno y acogedor. La vivienda cuenta con aire acondicionado, calefacción de gas, ascensor, portería y una plaza de garaje.  Vivir en el barrio de Salamanca es sinónimo de lujo y exclusividad. Este distrito combina la tranquilidad residencial con la vitalidad urbana, ofreciendo una amplia oferta cultural y de ocio. Cerca se encuentran lugares emblemáticos como la Milla de Oro, el Parque del Retiro y el Museo Lázaro Galdiano, además de prestigiosas tiendas y restaurantes gourmet. Esta es una oportunidad única de adquirir una propiedad de lujo en uno de los barrios más prestigiosos de Madrid, combinando modernidad, comodidad y una ubicación inmejorable. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,16264.0,True,False,False,False,[],False,False,1789000.0,€,flat,"Recoletos, Madrid",Piso,Recoletos,True,True,,3313,,,,,,
108272941,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/10/4a/1339170833.webp,35,1,1350000.0,flat,sale,137.0,True,3,2,"calle del General Díaz Porlier, 103",Madrid,Madrid,Barrio de Salamanca,es,40.4352839,-3.6764867,True,https://www.idealista.com/inmueble/108272941/,"Descubre un hogar excepcional en el corazón de Madrid, donde luz, diseño, comodidad y ubicación se fusionan para ofrecerte una vida muy agradable.  Este piso es una opción perfecta tanto para familias que buscan un hogar acogedor y bien ubicado como para inversores que desean una propiedad con alta rentabilidad y demanda en una de las zonas más valoradas de Madrid.    ESTE PISO ES ESPECIAL POR... Su maravillosa luz natural y su ambiente acogedor. Techos altos, grandes ventanales, y una atmósfera vibrante y espaciosa. Con ventilación cruzada. Además, se entrega tal y como está, completamente amueblado y listo para entrar a vivir. Es un lugar donde la funcionalidad se une a la estética, creando un hogar práctico y visualmente atractivo.   ES IMPORTANTE SABER QUE... Está totalmente reformado, moderno y con un toque entre clásico e industrial. Con techo de de 3 m de altura lo que lo hace mucho más espacioso. Altura respecto a la calle: segunda planta. Es un espacio lleno de luz y serenidad, perfectamente ubicado en la zona de Lista, junto al Metro Diego de León.    DISTRIBUCIÓN Este inmueble separa las áreas privadas de las sociales: •Zona Privada: Cuenta con tres acogedoras habitaciones, todas ellas equipadas con amplios armarios empotrados para un óptimo almacenaje. Una de las habitaciones disfruta de la privacidad de un baño en suite, ofreciendo un oasis personal de confort. •Zona Social: Un espacio diáfano y moderno que integra un luminoso salón, un acogedor comedor y una cocina americana de diseño actual, ideal para compartir momentos y crear un ambiente de convivencia fluido. Para tu confort y bienestar, el piso está equipado con: •Climatización: Aire acondicionado. •Calefacción: Calefacción individual. •Amueblado: Completamente amueblado y equipado. •Cocina: fully equiped. •Almacenamiento: Amplios armarios en cocina y todas las habitaciones. •Trastero. La propiedad cuenta con un trastero de casi 8 m2. •Portería. Servcio de conserjería.   SERVICIOS, OCIO Y COMERCIO Rodeado de una amplia oferta de supermercados (Mercadona, Carrefour, Aldi, etc.). Además, la zona cuenta con una variada selección de restaurantes así como farmacias y hoteles.    COMUNICACIONES Y TRANSPORTE Disfrutarás de una excelente comunicación y movilidad por toda la ciudad: •A solo 5 minutos andando del intercambiador de Avenida de América. •Acceso a múltiples líneas de Metro: 4, 5, 6, 7 y 9. •Líneas de autobús próximas: 12, 29, 52, 5, 122, 200 (directo al aeropuerto), C1 y C2, facilitando una movilidad excepcional y sin necesidad de usar el coche.   CENTROS EDUCATIVOS La zona de Lista ofrece una variada oferta de centros educativos tanto públicos como privados, para todas las edades. Encontrarás desde guarderías y colegios de educación infantil y primaria hasta institutos de educación secundaria y bachillerato, así como opciones bilingües e internacionales, garantizando una educación de calidad para las familias.  Educación Infantil: Escuela Infantil Cuchitos, Escuela Infantil Ruiz Jiménez, Centro Privado de Educación Infantil y Primaria Trilema Avenida América.  Colegios (Educación Infantil y Primaria, y Secundaria) •Centro Privado Inmaculada Concepción, Reina Victoria, Nuestra Señora de Loreto Fesd, Nuestra Señora del Pilar, Calasancio Nuestra Señora de las Escuelas Pías. Centros de Formación Profesional y Estudios Superiores •CICE, EF (Education First), Centro Privado de Formación Profesional Específica Escuela Europea Ayudantes de Dirección, Centro de Enseñanzas Superiores de Diseño de Interiores de Madrid, Centro de Enseñanza Superior Cardenal Cisneros, Nuclio Digital School Madrid, Ail Madrid…   CENTROS DE SALUD • Hospital de La Princesa  • Hospital Universitario Nuestra Señora del Rosario  • Hospital General Universitario Gregorio Marañón  PVP: precio, venta público, gastos de notaría, registro e impuestos, no incluidos.",False,good,False,True,9854.0,False,False,False,False,[],False,False,1350000.0,€,flat,"Lista, Madrid","Piso en calle del General Díaz Porlier, 103",Lista,,,,07449,,,,,,
105657901,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/25/df/1359160245.webp,37,,479000.0,chalet,sale,358.0,,4,3,"calle de la Cuerda del Sol, 9",Madrid,Sevilla la Nueva,,es,40.3482416,-4.052615,True,https://www.idealista.com/inmueble/105657901/,"Fives Real Estate vende en exclusiva esta impresionante vivienda en las mejores urbanizaciones de Sevilla la Nueva, Los Cortijos. Esta propiedad está construida sobre una parcela de 3.773 m2 y está ubicada en lo más alto de la urbanización por lo que podrás disfrutar de unas vistas panorámicas de toda la sierra oeste de Madrid. La propiedad muy bien aprovechada en sus 358 m2 construidos, cada espacio útil y orientada para sacar la máxima luminosidad. La planta principal que se distribuye en tres habitaciones grandes con dos baños completos, pasillo de distribución, vestíbulo de acceso a la vivienda, cocina con acceso al exterior y al salón y un gran salón de doble altura con ventanal, chimenea y acceso a la terraza exterior con vistas donde podréis disfrutar de toda la familia y amigos.  La planta superior nos encontramos la habitación principal con baño en suite y una zona de estar con salida a la terraza. La planta sótano, un gran salón que puede aprovecharse para salón de juegos o bodega. En la planta principal también tiene garaje para dos coches y zona de trastero. La parcela de 3.773 m2 tiene entrada peatonal y de vehículos, cenador.. . es llana por la parte delantera y con pendiente en la parte trasera, lo que hace poder gozar de intimidad y tener vistas despejadas. Con muchas posibilidades.  La urbanización Los Cortijos está compuesta por chalets independientes en una zona muy tranquila sin ruidos, se encuentra a tan solo 4 min del centro urbano, con todos los servicios ( supermercados (Mercadona), Ocio, Restauración y Colegios). A tan sólo 30 min de Madrid, muy buena conexión con la A-5 y M-50. No dudes y llámenos para visitarla, estamos disponibles de Lunes a Domingo. [IW].",True,good,False,,1338.0,True,False,False,False,[],False,False,479000.0,€,chalet,Sevilla la Nueva,"Casa independiente en calle de la Cuerda del Sol, 9",,,,independantHouse,CHA0031,,,,,,
108336212,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/ff/c3/1341108995.webp,25,4,269000.0,flat,sale,118.0,True,4,2,calle el Huésped del Sevillano,Madrid,Madrid,Villaverde,es,40.3566171,-3.7004525,False,https://www.idealista.com/inmueble/108336212/,"DANIMA GROUP VENDE EN EXCLUSIVA FANTÁSTICA VIVIENDA DE SEGUNDA MANO, EN UNA DE LAS ZONAS CON MÁS POTENCIAL DEL SUR DE LA CAPITAL. EXCELENTE OPORTUNIDAD PARA PERFIL RESIDENCIAL O INVERSOR. Las dimensiones catastrales del inmueble (118m) se desglosan de la siguiente forma: - Vivienda (88m). - Elementos comunes (30m). Finca construida en 1960. Dispone de ascensor comunitario. Vivienda para actualizar situada en planta cuarta (5 alturas en la finca), totalmente exterior, con orientación este, muy luminosa. Se compone de 4 dormitorios, 2 baños completos, salón y cocina. Posee calefacción de gas natural (individual). Se vende con plaza de garaje (opcional) independiente situada en calle Alegría de la Huerta (5 minutos caminando desde la vivienda). Fabulosa ubicación en la zona: - <5 minutos de parada de Autobús Urbano EMT (Líneas 18-76-86-116-N14). - <5 minutos de Farmacia Ciudad De Los Ángeles. - <5 minutos Mercadito. - <5 minutos Centro Privado De Educación Infantil, Primaria y Secundaria Nuestra Señora De Los   Ángeles. - <5 minutos Colegio de Educación Infantil y Primaria Ciudad de los Ángeles.  - <5 minutos Instituto de Educación Secundaria Ciudad de los Ángeles - Calle de Anoeta. - <10 minutos de Centro de Salud Los Ángeles. - <10 minutos de Mercadona. - <10 minutos de Metro Ciudad de los Ángeles. - <10 minutos de Metro Villaverde Bajo Cruce. - <10 minutos de Autobús Urbano EMT (59-79-N13). - <10 minutos de Intercambiador autobuses Interurbano (N401-N402). - Gran variedad de bares y restaurantes en la zona. - <1km de Centro Comercial Los Ángeles. - <1.5km de Renfe Puente de Alcocer. - <2km de Renfe Villaverde Bajo. Si deseas concertar una visita presencial para conocer el inmueble (sin coste y sin compromiso) y su entorno no dudes en ponerte en contacto con nosotros. ¡Te esperamos!",False,renew,False,True,2280.0,True,False,True,False,[],False,False,269000.0,€,flat,"Los Ángeles, Madrid",Piso en calle el Huésped del Sevillano,Los Ángeles,True,False,,,,290000.0,21000.0,7.0,20000.0,
108672765,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/e7/91/1352078949.webp,73,,1330000.0,chalet,sale,655.0,,4,6,calle Ebro,Madrid,Villaviciosa de Odón,El Bosque,es,40.3730283,-3.9302771,False,https://www.idealista.com/inmueble/108672765/,"ESPECTACULAR VILLA INDEPENDIENTE DE 655 M2 CONSTRUIDOS, EN LA MEJOR ZONA DE LA URBANIZACION EL BOSQUE, EN VILLAVICIOSA DE ODON. UNA PROPIEDAD EXCLUSIVA QUE OFRECE ABSOLUTA PRIVACIDAD Y UNA DISTRIBUCIÓN PERFECTA.  Esta exclusiva VILLA destaca por su IMPRESIONANTE PLANTA PRINCIPAL de 438 m2, donde se desarrolla toda la vida diaria. En esta planta se encuentran 2 ELEGANTES Y AMPLIOS SALONES, 4 GRANDES DORMITORIOS, (3 con sus propios BAÑOS en SUITE) y un baño completo de cortesía, GRAN COCINA CON COMEDOR Y LAVADERO. ¡Todo en UNA SOLA PLANTA, para una máxima comodidad! También destaca por su EFICIENTE CALIFICACIÓN ENERGÉTICA B. La cuidada PARCELA de 2.000 m2, alberga un precioso JARDIN CON PISCINA, TXOKO, VESTUARIO CON DUCHA, GIMNASIO CON SAUNA y GARAJE para 2 coches. PLANTA PRINCIPAL Nos da la bienvenida un elegante hall-recibidor de 16 m2, que actúa como eje central de la vivienda.  En el Ala izquierda, se encuentra la ZONA DE NOCHE y en el Ala derecha, LA ZONA DE DÍA.  *ZONA DE DIA* El GRAN SALÓN ACRISTALADO, con sus 80 m2 y techos de 4 m. de altura, es sin duda alguna el espacio más singular de esta propiedad. Una estancia que combina luz, naturaleza y amplitud, ideal para cualquier momento del día o del año. Gracias a sus toldos automáticos, puede disfrutarse en todas las estaciones.  Su diseño abierto se integra de forma natural con el jardín central y la piscina, convirtiéndolo en el corazón visual de la casa. El GRAN SALÓN DE INVIERNO, con una superficie de 44 m2, está orientado hacia el jardín lateral y ofrece agradables vistas al salón acristalado. Un espacio que invita a la lectura y al descanso. La AMPLITUD de la COCINA de 32 m2, y su conexión directa con un acogedor COMEDOR adyacente de 28 m2, hacen de esta estancia uno de los lugares mas acogedores de la casa. Un lugar pensado para disfrutar del día a día, pero también ideal para reuniones familiares numerosas.  EL JARDÍN de la casa es un autentico OASIS de PRIVACIDAD. Alberga una PRECIOSA PISCINA con escalera de obra y cuenta además con un BAÑO/VESTUARIO, equipado con ducha y lavabo pensado para mayor comodidad. Pero por si fuera poco, este jardín de 2.000 m2, junto a la piscina, dispone de un TXOKO EXTERIOR de 20 m2 con horno de leña, ideal para reuniones con amigos. *ZONA DE NOCHE* 4 DORMITORIOS Y 3 BAÑOS COMPLETOS EN SUITE. - DORMITORIO 1: MASTER SUITE PRINCIPAL CON VESTIDOR, con una dimensión de 31 m2, doble orientación a la piscina y al jardín lateral. Baño en SUITE con BAÑERA de HIDROMASAJE. - DORMITORIO 2. Perfecto como dormitorio de invitados o estudio. Esta estancia de 12 m2, está orientado al jardín de entrada y tiene armario empotrado. - DORMITORIO 3: Orientado al jardín lateral, este dormitorio de 13 m2, permite tener integrada la zona de estudio y además dispone del baño en SUITE de 6 m2. Armario empotrado. - DORMITORIO 4: Orientado al jardín lateral, destaca por su amplitud debido a sus 16 m2. Zona de estudio integrado y baño en SUITE de 5 m2 útiles. Armario empotrado. PLANTA INFERIOR   Con una dimensión de 70 m2, se compone de una sala multiusos de 32 m2, 2 amplios vestidores, una despensa y un aseo. OTRAS CONSTRUCCIONES -GARAJE para 2 coches con puerta automática de 38 m2.  -GIMNASIO de 24 m2 con SAUNA, baño con ducha y cuarto de Herramientas. -SALA de almacenamiento de 54 m2. CALIDADES PREMIUM - Pintura plástica lisa. - Suelo de Tarima, antihumedad y antigolpes - Carpintería aluminio con rotura puente térmico. Oscilobatiente - Cristales climalit color nogal - Puerta blindada grado 5. - Puerta antipánico en zona de noche. - Placas solares para una mayor eficiencia energética, B. - Cristales blindados en entrada y salón. - Aire acondicionado en todas las estancias. - Riego automático en toda la parcela.",True,good,False,,2031.0,True,True,False,False,[],False,False,1330000.0,€,chalet,"El Bosque, Villaviciosa de Odón",Casa independiente en calle Ebro,,True,True,independantHouse,3433-02848,,,,,,
107267465,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/03/76/1307952264.webp,25,7,495000.0,flat,sale,220.0,True,6,3,"avenida del Alcalde de Móstoles, 27",Madrid,Móstoles,Norte - Universidad,es,40.33476,-3.8683751,True,https://www.idealista.com/inmueble/107267465/,"HOGARES MOSTOLES VENDE este espectacular piso de 220 m². Con 6 dormitorios y 3 baños, uno de ellos en suite, este espacio ofrece comodidad y funcionalidad para toda la familia.  La cocina es amplia y está diseñada para facilitar el día a día, mientras que el salón, espacioso y acogedor, se convierte en el lugar ideal para relajarte. Disfruta de la gran terraza abierta con orientación sureste, perfecta para aprovechar la luz natural durante todo el día.  Este piso cuenta con doble entrada y puertas blindadas para tu seguridad. Además, está estratégicamente ubicado cerca de la línea 12 de Metro y las principales vías de acceso como la A-5, M-50 y M-40. La cercanía a la Universidad Rey Juan Carlos, el Hospital Universitario Rey Juan Carlos, colegios y supermercados hacen de esta propiedad una opción inmejorable. Incluye acceso adaptado para personas con movilidad reducida. ¡No pierdas la oportunidad de visitar este gran inmueble! FINANCIACION 100%!",False,good,False,True,2250.0,False,False,False,False,[],False,False,495000.0,€,flat,"Norte - Universidad, Móstoles","Piso en avenida del Alcalde de Móstoles, 27",,,,,ALCALDE DE MOSTOLES 520K,,,,,,
108041694,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/62/01/1332055040.webp,33,,599000.0,countryHouse,sale,398.0,,4,3,plaza de la Villa,Madrid,Loeches,,es,40.3822566,-3.409909,False,https://www.idealista.com/inmueble/108041694/,"Casa rústica en venta Loeches, Madrid 4 dormitorios, 398 m² HBSG1039 Home Boutique Real Estate ofrece en exclusiva esta bonita casa rústica en la Plaza de la Villa con local alquilado, en el centro de Loeches. Esta vivienda de 398 m² construidos en tres plantas más sótano, 150 m² de jardín, 176 m² de parcela y local. En planta baja nos encontramos recibidor, amplía cocina, salón comedor con chimenea y con acceso al jardín y baño de cortesía. El local de 28 m² fue idea de los propietarios, ya que cuando se construyó se hizo con la idea de tener su negocio en la vivienda, anteriormente estaba unido a la vivienda, ahora está independiente. Actualmente está alquilado y es un local muy demandado en la localidad. Esto permite disfrutar de un ingreso extra al mes. En la primera planta se encuentra la zona de descanso, cuatro amplios dormitorios con terraza, armarios empotrados y dos baños. El dormitorio principal es en suite con jacuzzi, vestidor y una gran terraza. En la planta alta disponemos de un gran espacio abuhardillado, para usar como dormitorio de invitados, zona de trabajo, de juegos, etc, además tiene la posibilidad de hacer baño y terraza. En la planta sótano encontramos tres estancias, dos grandes que ahora están destinadas como trastero, pero se le puede dar el uso que se considere, y la tercera sala es el cuarto de calderas. Destaca el encanto del jardín, la luminosidad, las amplias estancias, su privacidad, excelentes calidades en su construcción y el local. La vivienda tiene la posibilidad de darle uso como hotel boutique con encanto o también restaurante. La propiedad miro al detalle cualquier imprevisto; al tratarse de tres plantas más buhardilla dejo abierta la posibilidad de poner ascensor en el hueco de la escalera, por sí en un futuro se necesitara. La casa está en muy buen estado, lista para entrar a vivir y con muchas posibilidades. Entre otros detalles a destacar están la pintura lisa, suelo cerámico, calefacción radiante, caldera de gasoil nueva de 1.000 litros, gres antideslizante en terrazas, fachada ladrillo rústico… Conexión directa a Madrid y lanzadera a RENFE Coslada. Colegios, servicios y excelentes accesos. Loeches está a 25 minutos en coche de la puerta de Alcalá, con lo que se convierte en una alternativa factible a un pequeño paso de la capital.",False,good,False,,1505.0,True,True,False,False,[],False,False,599000.0,€,countryHouse,Loeches,Casa de pueblo en plaza de la Villa,,,,casaDePueblo,HBSG1039,,630000.0,31000.0,5.0,,
107456750,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/43/db/1359158583.webp,68,,1800000.0,chalet,sale,746.0,,10,6,"vereda del Chaparro, 153",Madrid,Fuente el Saz de Jarama,,es,40.6540972,-3.49872,True,https://www.idealista.com/inmueble/107456750/,"Descubre esta magnífica finca rústica, un oasis de tranquilidad y belleza natural en la Vereda del Chaparro. Con más de 41.000 m² y perímetro delimitado, ofrece vistas panorámicas de 360º a las sierras de Navacerrada, La Cabrera y La Pinilla. La propiedad está dividida en dos zonas: la principal, de 8.245 m², destinada a centro de investigación y vivienda, y el resto alquilado a una empresa de conservación de primates, con opción de continuar el arrendamiento. La zona principal cuenta con: - Vivienda principal: 746 m² distribuidos en 3 plantas. - Habitaciones: 10 amplias habitaciones. - Baños: 6 baños de alta calidad, 2 en el sótano y el resto en la planta principal. - Jardín y exteriores: 8.245 m² de jardín llano arbolado con riego automático, estanque artificial de 200 m² y piscina de 90 m² con césped y zona Chill Out. Instalaciones y Equipamiento: La finca es autosuficiente, con un pozo inagotable registrado, instalaciones eléctricas y de agua soterradas, y licencia de actividad. La arquitectura en forma de mariposa maximiza la luz natural y la eficiencia energética, con estructura antisísmica, sistemas de drenaje y antiincendios, amplios cerramientos, aire acondicionado, hilo musical, cámaras de vigilancia y agua tratada. Distribución Interior: La planta principal de 291 m² tiene un hall distribuidor de 55 m² con techos de 7 m de altura, un salón comedor con chimenea y acceso a un porche techado de 69 m², y una cocina equipada con isla central y despensa. También hay un baño de cortesía y dos dormitorios secundarios en suite, además del dormitorio principal con jacuzzi y vestidor. La planta abuhardillada tiene dos estancias de 100 m², ideales para oficinas o ampliar dormitorios, conectadas por un pasillo abierto que da acceso a una terraza mirador. La planta semisótano incluye varias estancias, una sala de proyecciones y 2 baños, con 9 ventanas al exterior y acceso independiente. La otra zona de la finca comprende más de 32.000 m² y 1.650 m² de edificaciones legalizadas, incluyendo una vivienda de 105 m² y 18 naves y casetas. Ubicación y Accesibilidad: Acceso fácil por una vía llana que conecta con la M-117 a solo 1,5 km, ideal para quienes buscan un refugio en la naturaleza sin renunciar a la cercanía a la ciudad. Esta finca es una oportunidad única para desarrollar proyectos socioculturales o disfrutar de la paz del entorno. ¡No pierdas la oportunidad de visitar esta joya en Fuente el Saz de Jarama! Contáctanos para más información y programar una visita. [IW].",False,good,False,,2413.0,True,False,False,False,[],False,False,1800000.0,€,chalet,Fuente el Saz de Jarama,"Casa independiente en vereda del Chaparro, 153",,True,True,independantHouse,CHA0032,,,,,,
103876115,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/03/ff/1202924760.webp,27,4,2400000.0,duplex,sale,170.0,True,3,3,calle de Lagasca,Madrid,Madrid,Barrio de Salamanca,es,40.4283205,-3.6862119,False,https://www.idealista.com/inmueble/103876115/,"Increíble piso dúplex ubicado en la zona de Recoletos, la más exclusiva del Barrio de Salamanca. Junto al Mercado de La Paz, muy cerca de las calles de Serrano y Jorge Juan, y próximo del Parque de El Retiro y la Puerta de Alcalá. Se encuentra en la cuarta planta de una finca de 1950, con bonita fachada clásica. Es muy luminoso gracias a sus dos balcones a la calle, con orientación principal Este. La vivienda cuenta con 170m2 distribuidos en dos plantas. La primera se compone de un luminoso salón con los balcones mencionados, comedor, cocina amueblada con isla, aseo de cortesía para visitas, zona de lavado independiente y dos dormitorios, ambos con baño en suite. La planta superior, se trata de una buhardilla actualmente diáfana, con la posibilidad de transformarla en un tercer dormitorio con baño propio. El apartamento ha sido completamente reformado y se entrega amueblado, listo para entrar a vivir y disfrutar en una ubicación inmejorable.  .",False,good,False,True,14118.0,True,False,False,False,[],False,False,2400000.0,€,flat,"Recoletos, Madrid",Dúplex en calle de Lagasca,Recoletos,,,duplex,3428,,,,,,
