propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108378883,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/cf/60/1342345043.webp,7,bj,155000.0,flat,sale,57.0,True,1,1,calle de San Fernando s/n,Madrid,Aranjuez,Nuevo Aranjuez-Ciudad de las Artes,es,40.029976,-3.5975028,True,https://www.idealista.com/inmueble/108378883/,"12 Calles inmobiliaria ofrece en venta, estupendo apartamento exterior de 1 dormitorio planta baja en impecable estado, perfecto para entrar a vivir de inmediato, en zona centro de Aranjuez. La vivienda cuenta, con salón-cocina, 1 baño y 1 dormitorio. El inmueble fue construido en el año 2004 y dispone para su uso y disfrute, carpintería metálica de aluminio, suelos de madera y gres. Todos los servicios muy próximos al encontrarse en barrio consolidado: Colegios, escuelas infantiles y guarderías, institutos, supermercados, mercado, farmacias, todo tipo de comercios, centros médicos, deportivos y de ocio, restaurantes, iglesia, etc. ¡No dejes pasar esta gran oportunidad para vivir donde siempre has querido vivir!",False,good,False,True,2719.0,False,False,False,False,[],False,False,155000.0,€,flat,"Nuevo Aranjuez-Ciudad de las Artes, Aranjuez",Piso en calle de San Fernando s/n,,,,,,,,
108449963,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2a/a1/65/1345243025.webp,10,2,219000.0,flat,sale,68.0,True,3,1,"madrid, 117",Madrid,Getafe,Getafe Centro,es,40.3082504,-3.7323934,True,https://www.idealista.com/inmueble/108449963/,"Piso de 3 dormitorios con ascensor. Bajo coste de comunidad, ideal para comprar para alquilar. Servicios cerca de Calle Madrid,  Transportes Madrid - Pizarro 0,052 km Parada de autobús Madrid - Daoíz 0,095 km Parada de autobús Av. Juan De La Cierva - Pza. San Sebastián 0,134 km Parada de autobús Daoiz - Madrid 0,148 km Parada de autobús San José Calasanz - Serranillos 0,188 km Parada de autobús Madrid - Universidad 0,286 km Parada de autobús Velarde - Universidad 0,367 km Parada de autobús Pº De La Estación - Francisco Pizarro 0,373 km Parada de autobús Pº Estación - Magallanes 0,384 km Parada de autobús Av. Gibraltar - Cataluña 0,398 km Parada de autobús Educación Centro Privado De Educación Infantil Y Primaria San Sebastián - Calle de los Depósitos 0,18 km Escuela/Instituto · Tel · Web: Colegio De Educación Infantil Y Primaria Emperador Carlos V - Calle Magallanes 0,291 km Escuela/Instituto · Web: Biblioteca María Moliner 0,342 km Biblioteca Universidad Carlos Iii De Madrid 0,36 km Universidad Colegio De Educación Infantil Y Primaria San José De Calasanz - Calle Núñez de Balboa 0,369 km Escuela/Instituto · Tel: · Web: Colegio De Educación Infantil Y Primaria Ortiz Echagüe - Calle Titulcia 0,427 km Escuela/Instituto · Tel: · Web: Escuela Infantil Privada Sapo Sapito - Calle San Vicente 0,51 km Educación infantil · Tel · Web: Centro Privado De Educación Infantil Y Primaria Mengual - Calle Cuenca 0,521 km Escuela/Instituto · Tel: · Web: Biblioteca De Humanidades, Comunicación Y Documentación 0,546 km Biblioteca · Web: English Connection - Plaza de España 0,556 km Academía idiomas Salud Clínica Ibermedic 0,386 km Clínica Centro De Salud Sánchez Morate 0,522 km Hospital Farmacia Calle Madrid - Calle Madrid 0,567 km Farmacia · Tel:  Farmacia Ramos Esteban - Avenida de las Ciudades 0,654 km Farmacia Clínica Dental Sanitas 0,678 km Dentista Farmacia Escudero 0,706 km Farmacia Centro De Salud Juan De La Cierva 0,789 km Clínica Servidental - Avenida de los Ángeles 0,928 km Dentista Experdental - Calle del Ferrocarril 0,958 km Dentista Farmacia Morán 0,979 km Farmacia Hacer la compra Hiper Usera 0,044 km Supermercado Los Primos 0,052 km Frutería Froiz - Calle Ilustración 0,269 km Supermercado Supermercado Froiz 0,331 km Supermercado Dia - Avenida Juan de la Cierva 0,461 km Supermercado Mercadona 0,607 km Supermercado · Web: Panadería Y Pastelería La Promesa - Calle Montserrat Caballé 0,65 km Panadería Mercadito Las Margaritas - Avenida de las Ciudades 0,661 km Mercado Alimentación 0,703 km Panadería Tienda De Alimentación - Calle Violeta Parra 0,719 km Tienda de alimentación.",False,renew,False,True,3221.0,False,False,False,False,[],False,False,219000.0,€,flat,"Getafe Centro, Getafe","Piso en madrid, 117",V-Madrid,229000.0,10000.0,4.0,,,,
108154129,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/20/57/1335486268.webp,17,2,217000.0,flat,sale,75.0,True,3,1,Barrio Zarzaquemada,Madrid,Leganés,Zarzaquemada,es,40.3315448,-3.7515373,False,https://www.idealista.com/inmueble/108154129/,"Exclusivas Romero comercializa en Exclusiva vivienda en Zarzaquemada. El inmueble cuenta con una superficie de 75m2 y se distribuye de la siguiente manera: Hall de entrada, cocina independiente, salón-comedor con acceso a terraza, cuarto de baño y tres dormitorios. Vivienda en tercera planta con ascensor, exterior, muy luminosa, orientación este, ventanas de aluminio y puertas de Sapelli. Necesita mejoras. Vivienda muy bien ubicada con todos los servicios a un paso (Centro de salud, farmacias, supermercados, etc…) y comunicada con autobuses, Cercanías Renfe y metrosur. Llame e infórmese!",False,good,False,True,2893.0,False,False,False,False,[],False,False,217000.0,€,flat,"Zarzaquemada, Leganés",Piso,L997-25,,,,Zarzaquemada,,,
108701745,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/01/8f/1352574315.webp,6,,164700.0,flat,sale,54.0,,2,1,calle del Brocado,Madrid,Madrid,San Blas,es,40.4283827,-3.6213684,False,https://www.idealista.com/inmueble/108701745/,"Piso de 54 m² ubicado en Madrid. Se trata de un piso de 54 m² distribuidos en salón-comedor, cocina, 2 dormitorios y 1 baño. El piso se sitúa en el barrio de Amposta, dentro del distrito de San Blas-Canillejas, una zona residencial consolidada en el este de Madrid, con acceso directo a la Avenida de Arcentales y la M-40, lo que facilita la conexión con otras áreas de la ciudad. En cuanto a transporte público, la zona cuenta con la estación de metro San Blas, a pocos minutos a pie, así como varias líneas de autobús urbano que comunican con diferentes puntos de Madrid. Además, la proximidad a la estación de cercanías de Coslada y la buena conexión con la A-2 permiten un acceso rápido tanto al centro de la ciudad como a otras localidades del área metropolitana. En el entorno inmediato se encuentran servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos de diferentes niveles, oficinas bancarias y otros negocios comerciales. Entre los puntos de interés cercanos destaca el Parque El Paraíso, un amplio espacio verde ideal para actividades al aire libre, y el Centro Deportivo Municipal San Blas, que ofrece diversas instalaciones para la práctica deportiva. También se encuentran próximos el Centro de Salud García Noblejas y el Hospital Universitario Ramón y Cajal, lo que garantiza una adecuada cobertura sanitaria. Para las compras y el ocio, en las inmediaciones hay centros comerciales y una variada oferta de comercios de proximidad. Con nuestros servicios podrá encontrar el piso que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,False,3050.0,False,False,False,False,[],False,False,164700.0,€,flat,"Amposta, Madrid",Piso en calle del Brocado,C6-02920-0001,,,,Amposta,,,
106943939,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/f3/bb/1299493667.webp,22,,358000.0,chalet,sale,192.0,,3,2,Constitucion,Madrid,Navalcarnero,Centro,es,40.2872218,-4.0167237,False,https://www.idealista.com/inmueble/106943939/,"Vivienda singular en la calle principal de Navalcarnero. Muchas posibilidades. Comoda vivienda en una planta que consta de patio central con lucernario en el techo, tres amplios dormitorios con armarios empotrados, dos baños completos con plato de ducha, salón, patio trasero privado, terraza. Gran garaje para 4 coches.  Situada junto a todos los servicios, transporte público, colegios. Salida A-5.",False,good,False,,1865.0,False,False,False,False,[],False,False,358000.0,€,chalet,"Centro, Navalcarnero",Casa independiente en Constitucion,,,,,,True,True,independantHouse
108310436,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/b7/0c/1340314282.webp,35,4,170000.0,flat,sale,61.0,True,3,1,Barrio Flores,Madrid,Leganés,Centro,es,40.3266065,-3.7593779,False,https://www.idealista.com/inmueble/108310436/,"Exclusivas Romero comercializa en Exclusiva vivienda en el Barrio de Las Flores. Alquilada hasta septiembre - noviembre 2025.  El inmueble cuenta con una superficie de 60m2 y se distribuye de la siguiente manera: Hall de entrada, cocina amueblada, salón-comedor de con acceso a terraza, pasillo distribuidor, cuarto de baño y tres dormitorios. Vivienda exterior, muy luminosa, orientación sur, suelos de tarima, ventanas de aluminio. Vivienda muy bien ubicada con todos los servicios a un paso (Centro de salud, farmacias, supermercados, etc…) y comunicada con autobuses, Cercanías Renfe y metrosur. Llame e infórmese!",False,good,False,False,2787.0,False,False,False,False,[],False,False,170000.0,€,flat,"Flores, Leganés",Piso,L342-25,,,,Flores,,,
106192939,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/db/ff/1311866921.webp,38,,275000.0,chalet,sale,211.0,,5,1,Nuevo Aranjuez-Ciudad de las Artes,Madrid,Aranjuez,Nuevo Aranjuez-Ciudad de las Artes,es,40.0280466,-3.593365,False,https://www.idealista.com/inmueble/106192939/,"¡Casa independiente a Reformar en Aranjuez! ¿Sueñas con diseñar la casa de tus sueños? ¡Esta es tu oportunidad! Presentamos una casa independiente con un potencial ilimitado, perfecta para aquellos que buscan personalizar cada rincón a su gusto. Con 130 m² útiles de vivienda, esta espaciosa propiedad te ofrece: Un amplio salón-comedor ideal para reuniones familiares y amigos. Cocina con acceso directo al patio, perfecta para disfrutar del aire libre y tus comidas. Cinco habitaciones muy amplias, con espacio de sobra para toda la familia o para crear tus espacios soñados: un despacho, un gimnasio en casa, o una sala de juegos. Un baño de buen tamaño. Techos altos y suelos de gres, una base sólida para tu proyecto de reforma. Disfruta de la comodidad de la calefacción de gasoil y el aire acondicionado en el salón y pasillo, asegurando el confort en cualquier época del año. Además, la propiedad cuenta con una parcela de 428 m² que incluye: Zonas de almacenaje adicionales, ideales para guardar herramientas, bicicletas o lo que necesites. Garaje para un coche, proporcionando comodidad y seguridad. Imagina las posibilidades: un jardín exuberante, una piscina para los días de verano, o un espacio exterior diseñado a tu medida. ¡Aquí puedes hacerlo realidad! ¡No dejes escapar esta oportunidad única de inversión y creación! Para más información y concertar una visita, contacta con nosotros o visita WWW. LAMONTANAINMOBILIARIA. COM.",False,renew,False,,1303.0,False,False,False,False,[],False,False,275000.0,€,chalet,"Nuevo Aranjuez-Ciudad de las Artes, Aranjuez",Casa independiente,ARCHA2024,,,,,True,True,independantHouse
107734229,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/a5/cb/1321249182.webp,4,,172900.0,chalet,sale,124.0,,3,2,calle de la Cadena,Madrid,Colmenar Viejo,Centro,es,40.6589984,-3.7661528,False,https://www.idealista.com/inmueble/107734229/,"NO SE PUEDE VISITAR ¡Fantástica INVERSIÓN! Se vende la NUDA PROPIEDAD de este fantástico adosado en Calle Cadena, Colmenar Viejo, Madrid. La actual usufructuaria, conservará el derecho de uso y disfrute de la propiedad por un periodo de 6 años, una vez transcurrido ese periodo, deberá abandonar el inmueble. La propiedad tiene un valor de mercado de 235.000€ y se aplica un 25% de descuento sobre ese valor. ¿Esto qué implica? GASTOS DE FORMALIZACIÓN: Abonados en su totalidad por el comprador. Los gastos generados en la compraventa (Impuesto de Transmisiones Patrimoniales, notario y registro). A excepción del Impuesto de Plusvalía Municipal, que será abonado por el vendedor. GASTOS DE MANTENIMIENTO: Una vez formalizada la operación ante notario, los gastos de la vivienda se distribuirán de la siguiente manera: 1. El Impuesto de Bienes Inmuebles (IBI) y el seguro de continente serán asumidos POR LA PARTE COMPRADORA. 2. El seguro de contenido y los suministros (luz, agua, etc. ); individualizados o no, serán asumidos POR LA PARTE VENDEDORA. Descripción del inmueble:  Presentamos esta casa de pueblo, rehabilitada, que se distribuye en tres plantas y dispone de tres habitaciones, un baño y un aseo, cocina y salón. Situada en una zona muy céntrica de Colmenar Viejo, se encuentra bien comunicada gracias a la carretera M-607 y al transporte público, con la estación de Cercanías-Renfe a solo cinco minutos en coche. En los alrededores podemos encontrar todo tipo de servicios e infraestructuras como colegios, comercios, supermercados, farmacias y zonas verdes, además de ubicarse cerca de la Basílica y de la Plaza del Pueblo. A poca distancia se hallan el Centro Comercial La Feria y las paradas de autobús urbano e interurbano. Algo más lejos se localiza el Centro de Salud Sur, aunque también cuenta con una gran oferta de colegios, guarderías, institutos, parques e instalaciones deportivas en la zona. En definitiva, una oportunidad de vivir en un entorno céntrico y con excelentes conexiones en Colmenar Viejo. LOS HONORARIOS PROFESIONALES SON DEL 3% (CON UN MÍNIMO de 5.000€) MÁS IVA Y NO ESTÁN INCLUIDOS EN EL PRECIO DE VENTA.",False,good,False,,1394.0,False,False,False,False,[],False,False,172900.0,€,chalet,"Centro, Colmenar Viejo",Chalet adosado en calle de la Cadena,,,,,,,,terracedHouse
108361249,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/a7/a6/1341809916.webp,4,1,167500.0,flat,sale,55.0,True,2,1,calle de la Fuente,Madrid,Leganés,Centro,es,40.3298791,-3.7650254,False,https://www.idealista.com/inmueble/108361249/,"¡OPORTUNIDAD! NUEVOLEGANES VENDE EN EXCLUSIVA Ponemos a la venta un amplio piso para reformar de 55 m2 en una primera planta y última sin ascensor. La vivienda consta de 2 habitaciones amplias, un baño completo con ducha, cocina, salón uy terraza con mucha luz. Situado en una zona tranquila y con comercios locales alrededor. Esta vivienda está para reformar. HAGAN OFERTAS Y NOSOTROS LAS ESTUDIAMOS TODAS. Benefíciese de nuestro método de trabajo. Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para escritura pública. Consúltenos sin compromiso. POSIBILIDAD DE HIPOTECAS 100% ESTUDIO DE FINANCIACIÓN GRATUITO.",False,good,False,False,3045.0,False,False,False,False,[],False,False,167500.0,€,flat,"Casco Antiguo, Leganés",Piso en calle de la Fuente,ref:centro 7,,,,Casco Antiguo,,,
104917201,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/5d/9a/1236075520.webp,1,2,128000.0,flat,sale,80.0,True,3,1,Urbanizacion Los Valles,Madrid,Collado Villalba,Los Valles,es,40.6383695,-4.0091102,False,https://www.idealista.com/inmueble/104917201/,"PISO OCUPADO. Oportunidad sólo para inversores. El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situado en Collado Villalba, Madrid. Cuenta con una superficie de 80 m² distribuidos en hall, salón-comedor, terraza tendedero, 3 dormitorios, cocina y cuarto de baño. Se localiza en la segunda planta de un edificio residencial y en sus inmediaciones dispone de todo tipo de servicios alrededor. Tiene buena comunicación tanto por transporte público como por transporte privado. Con los servicios de Solvia podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,False,1600.0,False,False,False,False,[],False,False,128000.0,€,flat,"Los Valles, Collado Villalba",Piso en Urbanizacion Los Valles,CG-74929-0001 SOLVIA STORE ALCOBENDAS,,,,,,,
