propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107694620,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/85/7d/1320027098.webp,3º A,5,3,460000.0,flat,sale,112.0,True,3,2,"calle Sierra, 18",Madrid,Getafe,San Isidro,es,40.3025309,-3.7303761,True,https://www.idealista.com/obra-nueva/107694620/,"Promoción de obra nueva de 12 viviendas singulares en el centro de getafe, junto a la catedral, situado en pleno corazón de getafe, en barrio consolidado con todos los servicios, supermercados, colegios, hospital universidad etc. , y con unas excelentes comunicaciones de tren, metro, varias lineas ade autobuses y distintos accesos por carretera a la capital y zona sur (a42-a4-m45 y m50). Viviendas con acabados de ultima generacion de aislamiento con gran calidad de materiales, sistema de climatización por aerotermina y calificación energetica tipo a. Dispone de distintas tipologias de 1, 2 y 3 dormitorios para atender diversas necesidades. Todas las viviendas disponen de plaza de garaje incluida en el precio y cuarto trastero en alguna de ellas. Oferta de lanzamiento para las primeras reservas.",False,newdevelopment,True,True,False,4107.0,True,False,False,False,[],False,False,460000.0,€,True,True,flat,"San Isidro, Getafe","Piso en calle Sierra, 18",,,,,,
100907606,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/ac/38/1140670796.webp,VM2303064,28,ss,580000.0,flat,sale,102.0,True,3,1,Barrio Palacio,Madrid,Madrid,Centro,es,40.4189375,-3.7107495,False,https://www.idealista.com/inmueble/100907606/,"PISO A REFORMAR EN PALACIO. Situado en el corazón de Palacio, en una de las calles más emblemáticas y exclusivas de Madrid, a escasos metros del Palacio Real y con unas vistas muy bonitas. Este semisótano de 102 m² construidos a reformar, en un edificio noble, de fachada clásica con gran portal señorial y preciosas zonas comunes. La distribución de planta cuadrada y sin apenas pasillo, el gran tamaño de la propiedad con estancias amplias ofrece múltiples posibilidades de reforma. La propiedad tiene calefacción central, aire acondicionado y portero en la finca. ¿Te imaginas vivir aquí?    Contacte con nosotros para ver más inmuebles similares.",False,good,False,True,,5686.0,True,False,False,False,[],False,False,580000.0,€,,,flat,"Palacio, Madrid",Piso,Palacio,,,,,
108825429,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/6e/23/1356229175.webp,2110/21100022/167,48,5,1070000.0,penthouse,sale,157.0,True,4,2,Barrio Delicias,Madrid,Madrid,Arganzuela,es,40.396382,-3.6855047,False,https://www.idealista.com/inmueble/108825429/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente ático de 4 dormitorios y 2 baños. Se encuentra en la planta 5 de un edificio residencial y cuenta con ascensor, terraza, garaje, piscina, trastero y aire acondicionado.  La vivienda se distribuye en 4 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Delicias, Arganzuela (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Mendez Alvaro y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Tierno Galvan-Planetario y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos. Además, a menos de 500 metros también puedes encontrar 2 supermercados, 2 bancos, 2 comisarías de policía.  La zona cuenta con una amplia oferta de entretenimiento con un teatro, un gimnasio, 14 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Avenida de la Paz, Avenida del Planetario y la Calle de Mendez Alvaro. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 29/10/2027 Renta mensual actual: 2.179€ Rentabilidad estimada: 2.4% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,True,,6815.0,True,False,True,False,[],False,False,1070000.0,€,True,True,flat,"Delicias, Madrid",Ático,Delicias,penthouse,,,,
108118560,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/05/4c/1316402406.webp,N1-0D,12,bj,297000.0,flat,sale,62.0,True,1,1,"calle Cebadillas, 2",Madrid,El Escorial,Centro,es,40.5872959,-4.1283283,True,https://www.idealista.com/obra-nueva/108118560/,"Diseño, Sostenibilidad Y Naturaleza. El proyecto incorpora 61 viviendas de 1, 2, 3,4 y 5 dormitorios, con jardines hasta 360 m² y terrazas en Áticos Dúplex. Su arquitectura elegante, sus viviendas amplias y luminosas, y la excelente calidad de sus materiales y acabados, la convierten en la promoción de referencia en el municipio y su entorno. Las viviendas contarán con parámetros de CERTIFICACIÓN BREEAM, gracias a diferentes elementos que le otorgan la más alta calificación de eficiencia energética.",False,,True,True,False,4790.0,True,False,False,False,[],False,False,297000.0,€,True,True,flat,"Centro, El Escorial","Piso en calle Cebadillas, 2",,,,,,
108819717,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/27/43/1356071179.webp,2201/22010039/19,26,2,262000.0,flat,sale,51.0,True,2,1,Barrio Valdeacederas,Madrid,Madrid,Tetuán,es,40.4679984,-3.701655,False,https://www.idealista.com/inmueble/108819717/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta 2 de un edificio residencial.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Valdeacederas, Tetuan. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Ventilla y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Pinos Baja-Arroyo y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, existen 5 farmacias a menos de 300 metros, existen 2 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 10 supermercados, 3 bancos, una lavandería, una comisaría de policía.  La zona cuenta con una amplia oferta de entretenimiento con un teatro, un gimnasio, 9 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Calle de Sinesio Delgado y la Avenida de Asturias. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 14/09/2028 Renta mensual actual: 808€ Rentabilidad estimada: 3.7% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,,5137.0,True,False,True,False,[],False,False,262000.0,€,,,flat,"Valdeacederas, Madrid",Piso,Valdeacederas,,,,,
108790011,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/8c/8f/1355187438.webp,P.5 BºD,6,bj,265000.0,flat,sale,112.0,True,3,2,"calle San Antón, 23",Madrid,Valdemoro,Centro,es,40.1927923,-3.6774153,True,https://www.idealista.com/obra-nueva/108790011/,"""Residencial San Antón"" está situado en pleno centro de Valdemoro, entre las calles Doctor Jiménez Díaz y San Antón, es una promoción de 103 viviendas de 1, 2 y 3 dormitorios con garaje.  Está situada en una plaza ajardinada de uso general y en todos los casos cuentan con plaza de garaje incluida en precio. Las viviendas contarán con calefacción/refrigeración por suelo radiante mediante AEROTERMIA, puertas lacadas en blanco, suelos de gres imitación madera, puerta blindada, cocinas completamente amuebladas, INCLUIDOS TODOS LOS ELECTRODOMÉSTICOS.  El plazo de entrega de las viviendas esta previsto para el 4º Trimestre del próximo año 2026.",False,newdevelopment,True,True,False,2366.0,True,False,False,False,[],False,False,265000.0,€,True,True,flat,"Centro, Valdemoro","Piso en calle San Antón, 23",,,,,,
102851795,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/ec/b6/1320263663.webp,W-02TMZR,25,5,1025000.0,flat,sale,112.0,True,2,2,Carrera de San Jerónimo,Madrid,Madrid,Centro,es,40.4157516,-3.7025498,False,https://www.idealista.com/inmueble/102851795/,"Ático con terraza reformado de lujo frente al Four Seasons Engel & Völkers presenta este magnífico ático en zona prime de Centro. Se encuentra en un edificio clásico de 1920 rehabilitado íntegramente en el año 2003, para actualizarlo dotándolo de todo tipo de comodidades. La propiedad ha sido completamente reformada con calidades de lujo, cuidando los más mínimos detalles en sus acabados y diseño y aprovechando al máximo su espacio. Cuenta con un amplio salón comedor, una cocina abierta a él y un área de trabajo, dos dormitorios y dos baños, uno de ellos en suite y una espaciosa terraza totalmente amueblada. Un amplio y despejado acceso nos lleva a la zona habilitada como área de trabajo, en la que se incluye una práctica zona de desayunos, ambas con vistas a la agradable terraza totalmente amueblada y con cubierta de cristal, que la hace aún más luminosa. A continuación nos encontramos el amplio salón comedor, esté último con cocina abierta y está separada parcialmente de él; un área totalmente equipada con electrodomésticos de primera calidad y dotada de todo el menaje necesario para entrar a vivir. La zona privada nos lleva a los dos dormitorios de los que dispone el ático, uno de ellos con baño en suite y un segundo que da servicio al segundo dormitorio. Ambos espacios de descanso cuentan con amplios armarios empotrados, totalmente vestidos, que se suman a los que encontramos a lo largo del pasillo. Una propiedad tremendamente atractiva no sólo por sus características, como la espaciosa y agradable terraza con la que cuenta, sino también por su excelente ubicación, calidades y comodidad. Perfecta tanto para inversores como todo aquel que quiere entrar a vivir en la zona prime del centro de Madrid, y disfrutar de algunos de los principales centros de interés de la capital a tan sólo unos minutos a pié. La propiedad se encuentra ubicada en una zona prime del centro de Madrid, al situarse a escasos metros de la estilosa Plaza de Canalejas y de la popular Puerta del Sol, y a escasos minutos andando de algunas de las arterias más emblemáticas de la ciudad, como la Gran Vía o el Paseo del Prado. El barrio cuenta con una amplísima dotación de todos los servicios. En el plano cultural, nos encontramos con el Ateneo de Madrid, el Teatro Español y el Teatro Reina Victoria, entre otros. A nivel comercial, la oferta es inmejorable, ya que incluye desde grandes almacenes a establecimientos centenarios, sin olvidar las sucursales de la mayoría de las marcas de moda nacionales e internacionales. La selección de alojamientos, es igualmente amplia y comprende tanto hoteles gran lujo como alternativas más económicas. La propuesta gastronómica es de lo más variada e internacional también. En este sentido, el nuevo Centro Canalejas, icono del lujo en el corazón de la capital, se encuentra a escasos metros. En materia de comunicaciones, dispone de numerosas líneas de autobuses y varias estaciones de la red de metro y de Cercanías, además de varias paradas de taxi. En definitiva, una propiedad excepcional con calidades de lujo en zona prime del centro de Madrid.",False,good,False,True,,9152.0,False,False,False,False,[],False,False,1025000.0,€,,,flat,"Sol, Madrid",Piso en Carrera de San Jerónimo,Sol,,,,,
107092870,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/37/fa/1302755129.webp,DS-P16020B,15,2,2230000.0,flat,sale,147.0,True,4,3,calle de Hermosilla,Madrid,Madrid,Barrio de Salamanca,es,40.4270753,-3.6735072,False,https://www.idealista.com/inmueble/107092870/,"DIZA Consultores les presenta esta magnífica vivienda de 147 m² recién reformada a estrenar, Esta luminosa propiedad, con orientación sur, se encuentra en una segunda planta, cuenta además con portero físico y ascensor.  Dispone de cuatro dormitorios, dos de ellos con baño en suite, y un total de tres baños completos. Cocina independiente totalmente equipada y amueblada. El barrio Salamanca se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,,15170.0,False,False,False,True,[],False,False,2230000.0,€,,,flat,"Goya, Madrid",Piso en calle de Hermosilla,Goya,,,,,
107447346,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/18/52/1312897352.webp,,49,,699900.0,chalet,sale,391.0,,5,4,"calle Río Tajuña, 89",Madrid,Arroyomolinos,Zona el Caño,es,40.2755233,-3.9249533,True,https://www.idealista.com/inmueble/107447346/,"Agencia inmobiliaria en Arroyomolinos INMOBILIARIA TECNOCASA NUEVO ARROYOMOLINOS VENDE ESPECTACULAR CHALET INDEPENDIENTE DE RENTA LIBRE EN UNA DE LAS MEJORES ZONAS DE ARROYOMOLINOS. ¡Descubre el chalet independiente más exclusivo de Arroyomolinos! Situado en la mejor zona, este impresionante hogar ofrece todo lo que necesitas para disfrutar de una vida de lujo y comodidad. Con una parcela enorme y sin desnivel, podrás disfrutar de una espectacular piscina y un amplio espacio exterior ideal para reuniones familiares o momentos de relax. La promoción más exclusiva de la zona te garantiza estar cerca de todos los servicios y colegios, haciendo de esta ubicación un lugar perfecto para familias. Esta joya arquitectónica cuenta con 391 m² construidos, distribuidos en seis amplios dormitorios y cuatro baños. La planta baja alberga una habitación perfecta para invitados o personas con movilidad reducida, mientras que la primera planta dispone de tres dormitorios adicionales. La buhardilla sorprende con dos habitaciones más y un baño completo, ofreciendo privacidad y confort a todos los miembros de la familia. Además, el chalet incluye un garaje para dos coches en paralelo y un encantador mesón, ideal para disfrutar de los mejores momentos. Construido en 2006, este chalet de segunda mano se encuentra en excelente estado y está equipado con armarios empotrados, trastero, calefacción por bomba de frío/calor y gas natural y un ascensor interior que facilita el acceso a todas las plantas. Con orientación Norte, Sur, Este y Oeste, la vivienda se adapta perfectamente a tus necesidades. No pierdas la oportunidad de vivir en el mejor chalet de Arroyomolinos, donde el confort y la exclusividad se unen para ofrecerte una experiencia única.",True,good,False,,,1790.0,True,False,False,True,[],False,False,699900.0,€,True,True,chalet,"Zona el Caño, Arroyomolinos","Casa independiente en calle Río Tajuña, 89",,independantHouse,,,,
106475482,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/7c/c3/1284056532.webp,CHALET CON HABITACION EN PLANTA BAJA,56,,499900.0,chalet,sale,284.0,,5,4,"calle Arroyo de los Combos, 50",Madrid,Arroyomolinos,Zona el Caño,es,40.2756475,-3.9195055,True,https://www.idealista.com/inmueble/106475482/,"Agencia inmobiliaria en Arroyomolinos INMOBILIARIA TECNOCASA NUEVO ARROYOMOLINOS VENDE ESPECTACULAR CHALET PAREADO EN UNA DE LAS MEJORES ZONAS DE ARROYOMOLINOS.  ¡Descubre el hogar de tus sueños en este impresionante chalet pareado! Ubicado en una tranquila y exclusiva zona residencial, esta vivienda de 284 m² ofrece un espacio perfecto para familias que buscan comodidad y estilo. Con 5 dormitorios, incluyendo una HABITACION EN PLANTA BAJA con BAÑO COMPLETO, y una buhardilla totalmente reformada, tendrás espacio de sobra para todos. La planta alta alberga 4 habitaciones adicionales, ideales para crear un ambiente acogedor y privado con dos cuartos de baños completo uno destinado para la habitación de matrimonio que esta ubicado en suite y otro que comparten las otras tres amplias y luminosas habitaciones. Disfruta de momentos inolvidables en el porche mientras desayunas al aire libre o relájate en la piscina privada. Además, el chalet cuenta con 2 bodegas con acceso directo al jardín, perfectas para tus reuniones sociales. El garaje no solo ofrece espacio para tu vehículo, sino también una zona para herramientas o taller. La terraza y el balcón proporcionan vistas encantadoras y un toque de frescura a la vivienda. Construida en 2002 y en buen estado, esta casa está equipada con calefacción de gas, asegurando confort durante todo el año. La orientación sur y oeste garantiza luminosidad en cada rincón. Con armarios empotrados, trastero y una plaza de garaje, esta propiedad es apta para personas con movilidad reducida. No pierdas la oportunidad de vivir en este magnífico chalet que combina elegancia y funcionalidad. ¡Ven a visitarlo y enamórate! Una vivienda perfecta para una familia que no quiera perderse lo bueno de vivir en Madrid, pero a la vez quiera disfrutar de zonas verdes, parques y tranquilidad contando con una de las mejores conexiones para poder desplazarse y sin necesitar moverse para acceder a ningún servicio ya que todo lo necesario lo tiene al alcance de su mano. No dude en venir a verla puede ser lo que este buscando.",True,good,False,,,1760.0,True,True,False,True,[],False,False,499900.0,€,True,True,chalet,"Zona el Caño, Arroyomolinos","Chalet pareado en calle Arroyo de los Combos, 50",,semidetachedHouse,,,,
