propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,hasLift
107851349,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/98/8f/1326221014.webp,11,138000.0,flat,sale,97.0,3,1,"travesía Bellomonte, 13",Madrid,Chapineria,,es,,40.3814387,-4.2062284,True,https://www.idealista.com/inmueble/107851349/,"CHAPINERIA, URBANIZACIÓN BELLOMONTE, se vende piso en segunda planta para actualizar, 3 dormitorios, 1 baño, urbanización con piscinas, tenis y grandes zonas verdes, casco urbano con todos los servicios al alcance de la mano, autobuses a Madrid por Autovía M-501.",False,renew,False,1423.0,True,False,False,False,[],False,False,138000.0,€,,,,,,flat,,Chapineria,"Piso en travesía Bellomonte, 13",,2,True,False
105791325,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/95/3d/1339357738.webp,3,89000.0,flat,sale,55.0,2,1,"calle Miguel Solas, 13",Madrid,Madrid,Villaverde,es,Butarque,40.352102,-3.681669,True,https://www.idealista.com/inmueble/105791325/,"***SE VENDE PISO SIN POSESION. TE VENDEMOS LA PROPIEDAD Y EL COMPRADOR TIENE QUE CONSEGUIR LA POSESION (LLAVES) PACÍFICAMENTE O POR EL JUZGADO, LO QUE CORRESPONDA. NO PUEDE PEDIR HIPOTECA. NO HAY COMISION DE AGENCIA Inmueble se encuentra habitado por terceros. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble. La Propiedad no responderá de/l (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) la responsabilidad en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. Si a fecha de venta, la Propiedad hubiese demandado judicialmente la ocupación, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, la Propiedad hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose la Propiedad del procedimiento como acusación particular. [IW].",False,renew,False,1618.0,False,False,False,False,[],False,False,89000.0,€,,,,,,flat,,"Butarque, Madrid","Piso en calle Miguel Solas, 13","SP. ARG, MIGUEL SOLAS",2,True,False
108533669,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/67/08/1347735219.webp,44,299900.0,flat,sale,102.0,3,2,Palomeras sureste,Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3855564,-3.640336,False,https://www.idealista.com/inmueble/108533669/,"TECNOCASA ZONA - PALOMERAS SURESTE - MIGUEL HERNANDEZ - ALTO DEL ARENAL ¡GARAJE INCLUIDO EN EL PRECIO!  ¡Descubre tu nuevo hogar en este espectacular piso en venta! Situado en una octava planta, este amplio inmueble de 102 m² construidos ofrece una distribución independiente que maximiza el espacio y la comodidad. Con 3 luminosos dormitorios y 2 baños, es perfecto para familias o para quienes buscan un lugar acogedor donde vivir. La cocina es de un GRAN TAMAÑO está equipada y lista para que prepares tus mejores recetas, mientras que el salón se convierte en el corazón del hogar, ideal para disfrutar de momentos inolvidables. La terraza es el lugar perfecto para relajarte al aire libre y disfrutar de las vistas. Además, toda la casa cuenta con armarios empotrados que ofrecen un amplio espacio de almacenamiento. La calefacción individual garantiza un ambiente agradable durante todo el año. La urbanización dispone de zonas comunes que fomentan la convivencia y el disfrute entre vecinos. No olvides que la plaza de garaje está incluida en el precio, lo que añade un gran valor a esta propiedad. Con su ubicación exterior y su buen estado, este piso es una oportunidad única que no querrás dejar pasar. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,good,False,2940.0,False,False,False,False,[],False,False,299900.0,€,,,,True,True,flat,,"Palomeras sureste, Madrid",Piso en Palomeras sureste,,8,True,True
107618137,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/47/e6/1334094332.webp,23,219000.0,flat,sale,70.0,2,1,calle de Nicolás Sánchez,Madrid,Madrid,Usera,es,Pradolongo,40.378781,-3.7068192,False,https://www.idealista.com/inmueble/107618137/,"Piso de 71 m² en venta en Madrid. Se trata de un piso dúplex de 71 m² desarrollados en planta baja y planta sótano y distribuidos en salón-comedor, cocina, 2 dormitorios y 1 baño. Se ha realizado obra integral en el inmueble, que inicialmente era comercial. El piso se sitúa en el barrio Pradolongo, dentro del núcleo urbano de Madrid, contando con buenos accesos por la Avenida de Andalucía y la M-30. En cuanto a comunicaciones públicas, la zona está bien conectada mediante autobuses y metro la estación más cercana es la de Plaza Elíptica, que facilita el acceso al centro de la ciudad. En Madrid, se pueden encontrar servicios como supermercados, restaurantes, instalaciones deportivas y centros educativos, además de oficinas bancarias y otros negocios comerciales. En las cercanías, destacan puntos de interés como el Parque Pradolongo, ideal para paseos y actividades al aire libre, y el Hospital 12 de Octubre, que brinda atención médica especializada. Con nuestros servicios podrá encontrar el piso que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,3129.0,False,False,False,False,[],False,False,219000.0,€,,,,,,flat,,"Pradolongo, Madrid",Piso en calle de Nicolás Sánchez,CL-00260-0001,,,False
105198630,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/68/16/1244848367.webp,24,225000.0,flat,sale,94.0,3,2,calle Juan de Herrera,Madrid,Aranjuez,Vergel-Las Olivas,es,,40.025505,-3.6204499,False,https://www.idealista.com/inmueble/105198630/,"Inmoratalaz vende en Aranjuez, preciosa tercera planta, de 94 m², exterior muy luminoso con plaza de garaje incluida en el precio. Distribuida en amplio recibidor, cocina con tendedero, tres dormitorios, hermoso salón, y dos baños grandes completos. Aire acondicionado con instalación preinstalada, suelos de tarima, carpintería de aluminio climalit. El edificio cuenta con ascensor con acceso directo a garaje. Con una situación inmejorable cerca del centro comercial el Deleite con un supermercado como es el E. leclerc, varios sitios para comer como Mc donalds, Popeyes. Tan solo a 50 metros de la ciudad deportiva Aranjuez Los Olivos. Muy buena comunicación en autobuses 2, y 5. Acceso rapido a la A-4. No le cobramos por pasar una propuesta de compraventa.",False,good,False,2394.0,False,False,False,False,[],False,False,225000.0,€,,,,True,True,flat,,"Vergel-Las Olivas, Aranjuez",Piso en calle Juan de Herrera,Aranjuez,3,True,True
108547135,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/5f/46/1348126702.webp,11,330000.0,flat,sale,78.0,2,1,calle Pardo de Santallana,Madrid,Collado Villalba,Carlos Ruiz,es,,40.6305775,-4.0123849,False,https://www.idealista.com/inmueble/108547135/,"¡Oportunidad única en el corazón de Collado Villalba! A LA ESPERA DE REPORTAJE FOTOGRAFICO PROFESIONAL Descubre este espectacular piso totalmente reformado, ideal para quienes buscan confort, estilo y una ubicación inmejorable. Situado en pleno centro, disfrutarás de todos los servicios a pocos pasos: comercios, colegios, transporte público y zonas verdes. La vivienda cuenta con dos amplias habitaciones que ofrecen espacio y versatilidad, perfectas tanto para familias como para quienes trabajan desde casa. El cuarto de baño completo ha sido renovado con un diseño moderno y funcional. Disfruta de tus momentos de relax en una encantadora terraza privada, ideal para tomar el sol o compartir un café al aire libre. Además, el piso destaca por su excepcional luminosidad en todas las estancias, gracias a su excelente orientación y grandes ventanales. Una vivienda lista para entrar a vivir, donde cada detalle ha sido cuidado con esmero. ¡Ven a visitarlo y déjate enamorar por tu próximo hogar!",False,good,False,4231.0,False,False,False,False,[],False,False,330000.0,€,,,,,,flat,,"Carlos Ruiz, Collado Villalba",Piso en calle Pardo de Santallana,BH-AG06,1,False,False
107714158,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/53/8b/1320614626.webp,21,155000.0,duplex,sale,120.0,3,2,San Martín de Valdeiglesias,Madrid,San Martín de Valdeiglesias,,es,,40.3620046,-4.4036957,False,https://www.idealista.com/inmueble/107714158/,"Dúplex en primera planta de 112m2, situado en el centro de San Martin de Valdeiglesias con todos los servicios que necesita. En la primera planta nos encontramos una cocina americana, salón-comedor, dos habitación con armario empotrado y baño completo con plato de ducha. En la segunda planta nos encontramos con la habitación principal con armarios empotrados y 1 baño completo con plato de ducha.  La orientación de la vivienda es sureste. Ubicado en San Martín de Valdeiglesias a 60 km de Madrid por la M-501, esta localidad cuenta con todos los servicios, como supermercados (Abiertos domingos incluidos), farmacias, restaurantes.. . Destacar que Pelayos de la Presa y San Martin de Valdeiglesias dispone de pantano y playa con posibilidad de realizar todo tipo de actividades outdoor. Puede visitarnos en nuestra oficina en Calle corredera baja 20 San Martin de Valdeiglesias (Madrid) le informaremos de todas las viviendas de las que disponemos. ¡Beneficiase de nuestro método de trabajo! Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para escritura pública, tramitación hipoteca. Consúltenos sin compromiso. HIPOTECAS 100% EURIBOR DESDE 0.70 ESTUDIO DE FINANCIACIÓN GRATUITO CONSÚLTENOS Y CONCIERTE SU VISITA.",False,good,False,1292.0,False,False,False,False,[],False,False,155000.0,€,,,,,,flat,duplex,San Martín de Valdeiglesias,Dúplex,SM2025ZIP,1,True,False
106369522,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/65/3d/1280747581.webp,27,255000.0,flat,sale,58.0,2,2,calle de San Raimundo,Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4531899,-3.7060728,False,https://www.idealista.com/inmueble/106369522/,"¡Descubre tu nuevo hogar en la encantadora calle San Raimundo! Este acogedor piso de 58 m², ubicado en la segunda planta, está listo para que te mudes sin preocupaciones. Con una distribución inteligente, ofrece dos luminosos dormitorios, un salón acogedor, una cocina funcional, un baño completo y un aseo adicional. La calefacción por bomba de frío/calor garantiza tu confort durante todo el año. Además, su ubicación es inmejorable, con todos los servicios a tu alcance. No dejes pasar esta oportunidad de vivir en un piso que combina comodidad y practicidad en cada rincón. ¡Ven a visitarlo y enamórate de tu futuro hogar!",False,good,False,4397.0,False,False,False,False,[],False,False,255000.0,€,,,,,,flat,,"Bellas Vistas, Madrid",Piso en calle de San Raimundo,,2,False,False
108308552,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/56/1c/1340248457.webp,2,105000.0,flat,sale,68.0,2,1,"calle de la Mampostería, 13",Madrid,Madrid,San Blas,es,Arcos,40.4253929,-3.6156391,True,https://www.idealista.com/inmueble/108308552/,"***SE VENDE PISO OCUPADO ILEGALMENTE. okupas de patada TE VENDEMOS LA PROPIEDAD Y EL COMPRADOR TIENE QUE CONSEGUIR LA POSESION (LLAVES) PACÍFICAMENTE O POR EL JUZGADO, LO QUE CORRESPONDA.  NO HAY COMISION DE AGENCIA/ NO SE PUEDE VISITAR NI PEDIR HIPOTECA inmueble se encuentra ocupado ilegalmente por terceros. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble. La Propiedad no responderá de/l (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) la responsabilidad en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. Si a fecha de venta, la Propiedad hubiese demandado judicialmente la ocupación, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, la Propiedad hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose la Propiedad del procedimiento como acusación particular. [IW].",False,good,False,1544.0,False,False,False,False,[],False,False,105000.0,€,,,,,,flat,,"Arcos, Madrid","Piso en calle de la Mampostería, 13",ok mamposteria arg,2,True,False
108581129,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/ed/fa/1349512206.webp,12,250000.0,flat,sale,56.0,1,1,"calle de Pinos Baja, 24 -44",Madrid,Madrid,Tetuán,es,Valdeacederas,40.468134,-3.7031268,True,https://www.idealista.com/inmueble/108581129/,"INMOBILIARIA TÉCNICA NORTE VENDE APARTAMENTO DE 1 DORMITORIO EN PLENO CENTRO DE MADRID Acogedor apartamento de 38m² perfectamente distribuido, con cocina independiente, un dormitorio doble y un baño completo con bañera. La vivienda destaca por su gran luminosidad en todas las estancias. Incluye un trastero de 5m² para mayor comodidad. Ubicado a tan solo 700m de la estación de metro Ventilla y rodeado de todos los servicios esenciales: supermercados, colegios, centro de salud, zonas verdes, etc. Una excelente opción tanto para vivir como para invertir. Calidades destacadas: Suelos de parquet Aire acondicionado con bomba de calor y frío en salón Calefacción por gas natural Carpintería interior de roble y paredes lisas Ventanas Climalit Ascensor Trastero incluido ¡No dejes pasar esta oportunidad en una zona consolidada y bien comunicada de Madrid!  ref: 1827TN.",False,good,False,4464.0,False,False,False,False,[],False,False,250000.0,€,,,,,,flat,,"Valdeacederas, Madrid","Piso en calle de Pinos Baja, 24 -44",1827TN,2,True,True
108894807,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/1b/04/1358213610.webp,24,339000.0,flat,sale,115.0,4,1,Alcobendas Centro,Madrid,Alcobendas,Alcobendas Centro,es,,40.5435881,-3.6379452,False,https://www.idealista.com/inmueble/108894807/,"� INMOBILIARIAS ENCUENTRO VENDE EN EXCLUSIVA Extraordinaria vivienda en, Alcobendas Te presentamos una oportunidad única de vivir en una de las zonas más tranquilas y consolidadas del norte de Madrid: la reconocida Urbanización Parque Blanco. Este magnífico piso, distribuido cómodamente en una sola planta, cuenta con 115 m² construidos que combinan espacios amplios, confort y calidades excepcionales. Dispone de cuatro generosos dormitorios, un baño completo con moderno plato de ducha, y una espectacular cocina reformada y amueblada, perfecta para quienes valoran la amplitud y la funcionalidad. Entre sus calidades, destacan los suelos de gres de fácil mantenimiento, puertas interiores de madera maciza, pintura en liso, y ventanas de aluminio con doble acristalamiento tipo Climalit, que aportan aislamiento térmico y acústico, creando un ambiente sereno y confortable durante todo el año. La vivienda se sitúa en una zona rodeada de vida y servicios, con comercios de proximidad, galería comercial, farmacia, y excelentes conexiones de transporte: paradas de autobús y metro (Línea 10) a escasos minutos. � ¿Tienes que vender tu casa para dar el siguiente paso? Con nuestro exclusivo servicio “Cambia y Descansa”, nos ocupamos absolutamente de todo: vendemos tu vivienda actual mientras tú te relajas y te preparas para estrenar tu nuevo hogar. Sin estrés, sin complicaciones. � ¿Financiación? ¡Hasta el 100% con nosotros! Gracias a nuestro departamento financiero Finmoo, podemos ayudarte a conseguir hasta el 100% del importe de compra. Te asesoramos de principio a fin, para que solo te preocupes de elegir la casa de tus sueños. � Solicita ya tu visita y déjate enamorar por esta magnífica vivienda. Una oportunidad exclusiva, gestionada por Inmobiliarias Encuentro. ¡No dejes escapar tu futuro hogar!",True,good,False,2948.0,False,False,False,False,[],False,False,339000.0,€,,,,,,flat,,"Alcobendas Centro, Alcobendas",Piso,IE23-CONSTI,2,True,True
108034104,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/a4/9c/1335889785.webp,24,205000.0,flat,sale,71.0,3,1,avenida Reyes Catolicos,Madrid,Getafe,La Alhóndiga,es,,40.3008582,-3.7397227,False,https://www.idealista.com/inmueble/108034104/,"DB Servicios Inmobiliarios te ofrece en exclusiva un piso excepcional en la zona de Getafe, junto al Metro Alonso de Mendoza. El piso cuenta con tres dormitorios todos ellos con armario empotrado, y baño con plato de ducha y ventana. Acogedor salón, cocina independiente con tendedero. La vivienda se encuentra en buen estado, puertas interiores de madera de sappely, suelos de plaqueta y en habitaciones de tarima, pintura gotelé, ventanas de aluminio y sistemas de confort como aire acondicionado y calefacción electrico con bomba de frio / calor en todas las estancias. Cuenta con una excelente terraza, la cual gracias a la altura que se encuentra la vivienda puedes apreciar unas vistas despejadas. Este hogar destaca por su excelente ubicación y su cómodo acceso a todos los servicios. A solo unos pasos encontrarás colegios, institutos, un centro médico, tiendas de todo tipo, bares de ocio y agradables zonas ajardinadas para disfrutar de paseos relajantes. Además, la conexión con el transporte público es inmejorable, con la estación de metro cercana y líneas de autobuses como la 444, 441, L1, L7 y 462. ¡No dejes pasar esta oportunidad de adquirir un hogar acogedor, funcional y muy bien ubicado! Contáctanos hoy mismo para programar tu visita. Nota: Las imágenes y las medidas proporcionadas son referenciales y pueden variar.",False,good,False,2887.0,False,False,False,False,[],False,False,205000.0,€,,,,,,flat,,"La Alhóndiga, Getafe",Piso en avenida Reyes Catolicos,,7,True,True
108530224,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/00/f6/1347630352.webp,16,225000.0,flat,sale,60.0,2,1,calle Rafael Finat,Madrid,Madrid,Latina,es,Águilas,40.3820766,-3.7650937,False,https://www.idealista.com/inmueble/108530224/,"Alvencor vende exclusiva piso de dos dormitorios, 1 baño, salón comedor, cocina amueblada con electrodomésticos, terraza. Tercero sin ascensor, suelos en parquet, ventanas de aluminio, calefacción individual de gas natural, 2 armarios empotrados. Junto a estación de Aluche. Le informamos a nuestros clientes compradores que hay gastos que no están incluidos en el precio de la compraventa, que a modo orientativo se relacionan los siguientes: gastos notariales, registro de la propiedad, I. T. P. (impuesto de transmisiones patrimoniales), honorarios de agencia, gastos de hipoteca u financieros, y otros gastos inherentes a la compraventa. Para una información más detallada, póngase en contacto con nosotros, le ayudamos en todo el proceso.",False,good,False,3750.0,False,False,False,False,[],False,False,225000.0,€,,,,,,flat,,"Águilas, Madrid",Piso en calle Rafael Finat,30046MMV,3,True,False
108214972,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/a2/e8/1359302726.webp,14,340000.0,flat,sale,98.0,3,2,avenida de Madrid s/n,Madrid,Hoyo de Manzanares,,es,,40.6174334,-3.9051493,True,https://www.idealista.com/inmueble/108214972/,"PROMOCIÓN Y GESTIÓN INMOBILIARIA HOYO DE MANZANARES, vende primera planta en Urbanización Vistas Bellas - ¡Tu nuevo hogar te espera! ** Descubre este luminoso y acogedor piso en la primera planta de la Urbanización Vistas Bellas, donde la luz natural inunda cada rincón. Con 98 m² construidos y 80 m² útiles, este hogar cuenta con tres amplios dormitorios, ideales para disfrutar de la tranquilidad y el descanso. La cocina, completamente equipada, se complementa con una terraza adicional que facilita el acceso desde el parking, haciendo la vida diaria más cómoda. El amplio salón es perfecto para compartir momentos en familia, con salida a una gran terraza que ofrece vistas impresionantes a plena naturaleza, un espacio ideal para relajarse al aire libre. Además, la vivienda dispone de dos baños completos y armarios empotrados que optimizan el espacio de almacenamiento. La calefacción individual por gas natural asegura un ambiente cálido y acogedor durante los meses más fríos. La urbanización cuenta con piscina para adultos y niños, así como un jardín que invita a disfrutar del aire libre. También incluye plaza de garaje y trastero, lo que añade un valor extra a esta propiedad. Con acceso cómodo y adaptado para personas con movilidad reducida, este piso es perfecto para todos. No pierdas la oportunidad de vivir en un entorno privilegiado, donde la naturaleza y la comodidad se unen. ¡Ven a visitarlo y déjate enamorar!",False,good,False,3469.0,False,False,False,False,[],False,False,340000.0,€,,,,True,True,flat,,Hoyo de Manzanares,Piso en avenida de Madrid s/n,,1,True,False
108510023,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/8b/00/1347045372.webp,30,274900.0,flat,sale,113.0,3,2,Palomeras Sureste,Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3861928,-3.6406208,False,https://www.idealista.com/inmueble/108510023/,"AGENCIA TECNOCASA VALLECAS ¡Descubre tu nuevo hogar en este estupendo piso de 113 m², listo para entrar a vivir! Situado en la novena planta, este luminoso inmueble cuenta con 3 amplios dormitorios y 2 baños, perfectos para disfrutar de la comodidad y el espacio que mereces. La cocina está equipada y totalmente renovada para que puedas dar rienda suelta a tu creatividad culinaria. Además, el edificio dispone de ascensor, facilitando el acceso a tu nuevo hogar. Cuenta con una terraza de gran tamaño, ideal para momentos de relax. La ubicación es inmejorable, a pocos pasos del metro Miguel Hernández, lo que garantiza una excelente conexión con el resto de la ciudad. En los alrededores encontrarás supermercados, farmacias y colegios, ideal para familias. También cuenta con buena comunicación mediante las líneas de autobús 144 y 54, así como acceso rápido a las autovías A3 y M45. Este piso tiene armarios empotrados, calefacción por bomba de frío/calor y aire acondicionado, asegurando tu confort durante todo el año. Con una clase energética E, es un espacio eficiente y acogedor. No dejes pasar la oportunidad de visitar este maravilloso piso; ¡puede ser el hogar que siempre has soñado!",False,good,False,2433.0,False,False,False,False,[],False,False,274900.0,€,,,,,,flat,,"Palomeras sureste, Madrid",Piso en Palomeras Sureste,Carlos,9,True,True
108352562,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/83/9d/1341563793.webp,17,280000.0,flat,sale,72.0,3,1,calle de Humanes,Madrid,Madrid,Puente de Vallecas,es,Portazgo,40.3953292,-3.6470655,False,https://www.idealista.com/inmueble/108352562/,"¡Descubre tu nuevo hogar en el corazón de Portazgo! En Circular Agentes Inmobiliarios nos enorgullece presentarte este piso espectacular, situado en la séptima planta y bañado por la luz natural que realza cada rincón. Desde aquí podrás disfrutar de unas vistas inmejorables que te harán soñar despierto cada día. La vivienda cuenta con: ✨ Tres dormitorios luminosos y acogedores, donde cada miembro de la familia encontrará su espacio perfecto. ✨ Salón amplio y versátil, ideal para compartir momentos únicos y relajarte al final del día, con salida directa a una terraza acristalada. ✨ Cocina funcional y práctica, lista para inspirar tu creatividad culinaria. ✨ Un baño completo y cómodo. ✨ Terraza y trastero que te permitirán organizar y disfrutar de tu espacio al máximo. Ubicado en el vibrante distrito de Puente de Vallecas, en el barrio de Portazgo, una zona que combina la tranquilidad de sus calles arboladas con la comodidad de tenerlo todo cerca: colegios, institutos, centros de salud, supermercados, zonas verdes para pasear y respirar aire puro. Además, la comunicación es excelente: tendrás acceso directo a la A3 y parada de metro y autobuses a pocos pasos. A tan solo 5 minutos de Conde de Casal, estarás conectado con toda la ciudad y con la vida que quieres construir. � Pregunta por nuestra financiación hasta el 100% y comienza hoy mismo a hacer realidad tus sueños. � Ven a visitarlo y déjate conquistar por este hogar único. ¡APROVECHA NUESTRA PROMOCION! VENDE TU INMUEBLE CON NOSOTROS Y OBTÉN GRATIS UN VIAJE PARA DOS PERSONAS SIN SORTEOS.",False,good,False,3889.0,False,False,False,False,[],False,False,280000.0,€,,,,,,flat,,"Portazgo, Madrid",Piso en calle de Humanes,,7,True,True
108887821,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/01/85/1357990035.webp,2,250000.0,flat,sale,50.0,2,1,calle del Caribe,Madrid,Madrid,Ciudad Lineal,es,San Pascual,40.4419912,-3.654405,False,https://www.idealista.com/inmueble/108887821/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR.  Te ofrecemos esta excelente oportunidad de adquirir en propiedad esta vivienda muy bien distribuida ubicada en Madrid. Es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos. Decorado con gusto y con materiales de alta calidad, esta vivienda ofrece una experiencia de vida inmejorable.  Esta vivienda ofrece un lienzo en blanco para crear la vivienda de tus sueños en una ubicación privilegiada, con fácil acceso a todas las comodidades urbanas. Su diseño espacioso y su distribución funcional ofrecen un sinfín de posibilidades para personalizarlo según tus gustos y necesidades.  Está en una de las zonas más solicitadas, una ciudad rica en historia y cultura, con una oferta amplia de servicios. Está cerca de colegios, centros de salud, supermercados, y zonas comerciales. Además, la excelente conexión con las principales vías de acceso te permitirá desplazarte cómodamente hacia otras localidades cercanas y disfrutar de todas las ventajas de vivir en una ciudad tranquila, pero con acceso a todos los servicios. No dudes en ponerte en contacto con nosotros. Visita sin compromiso, sin comisiones de intermediación. Más información rellenando el formulario de contacto o por teléfono. Estaremos encantados de atenderte. Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,renew,False,5000.0,False,False,False,False,[],False,False,250000.0,€,,,,,,flat,,"San Pascual, Madrid",Piso en calle del Caribe,LIRE-00415,bj,,False
108509887,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/04/82/1347091324.webp,11,210000.0,chalet,sale,90.0,3,1,calle Almuradiel,Madrid,Madrid,Puente de Vallecas,es,Entrevías,40.3785554,-3.6751927,False,https://www.idealista.com/inmueble/108509887/,"¡Oportunidad única! Vivienda con patio en zona tranquila y bien comunicada Se vende acogedora vivienda unifamiliar distribuida en dos plantas, ideal para quienes buscan un espacio funcional con encanto clásico y patio privado. Situada en una zona tranquila y residencial, esta propiedad ofrece múltiples posibilidades de reforma o actualización. Características principales: 3 dormitorios  1 baño completo con plato de ducha y buena iluminación natural Cocina independiente, equipada con electrodomésticos y zona de lavandería Salón-comedor amplio con mueble de obra y acceso a la planta superior Patio cubierto con zona ajardinada y excelente ventilación natural Espacios polivalentes con gran potencial de personalización La vivienda cuenta con suelos de gres y tarima, armarios, buena iluminación y elementos decorativos con personalidad. El patio techado ofrece una excelente opción como espacio exterior protegido, perfecto para disfrutar todo el año. Ideal para familias pequeñas, personas mayores que buscan accesibilidad o como inversión para alquilar. Consulte financiación. Ubicación: En entorno residencial consolidado, cerca de comercios, transporte público, colegios y todos los servicios necesarios.",False,renew,False,2333.0,False,False,False,False,[],False,False,210000.0,€,229000.0,19000.0,8.0,,,chalet,terracedHouse,"Entrevías, Madrid",Chalet adosado en calle Almuradiel,,,,
