propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,district,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
105891810,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/80/45/1266184858.webp,14373,43,1890000.0,chalet,sale,385.0,5,4,avenida del Papa Negro,Madrid,Madrid,es,40.4540549,-3.6277756,False,https://www.idealista.com/inmueble/105891810/,"""Algunas de las imágenes incluidas en este anuncio son representaciones orientativas del posible aspecto de ciertas estancias y no reflejan el estado actual del inmueble. "" Suma inmobiliaria presenta este chalet adosado situado en una de las zonas más prestigiosas de Madrid, el Parque de Conde de Orgaz. Esta vivienda, ubicada cerca del Parque Juan Pablo II, ofrece una combinación perfecta de comodidad, lujo y naturaleza, en un entorno residencial tranquilo y seguro. Planta Baja: Al entrar en la vivienda, se encuentra el hall, aseo de cortesía, una amplia cocina perfectamente equipada y un salón luminoso con chimenea. Desde el salón, se accede directamente al jardín privado, que conecta con las zonas comunes del complejo, donde podrás disfrutar de una piscina, pistas de pádel, mesas de ping pong, una zona infantil y extensas áreas ajardinadas. Segunda Planta: Subiendo las escaleras, la segunda planta alberga cuatro dormitorios, todos ellos luminosos y con amplios armarios empotrados. El dormitorio principal cuenta con baño en suite.  Además, hay un segundo baño completo para el resto de las habitaciones. Tercera Planta: En la última planta, un espacio diáfano se abre a dos terrazas, desde donde se pueden disfrutar de preciosas vistas a ambos lados de la vivienda. Este espacio es ideal para adaptarlo como sala de estar, oficina o zona de ocio. Planta Sótano: un garaje con capacidad para cuatro coches, un dormitorio de servicio con baño completo y un lavadero independiente. La casa se encuentra en una calle tranquila cerca del Parque Juan Pablo II, una de las zonas verdes más extensas y valoradas de la ciudad. La ubicación es inmejorable, con fácil acceso a servicios de alta calidad, como colegios internacionales, centros comerciales, restaurantes, y centros deportivos. Además, la excelente red de transporte público y las cercanas vías de comunicación permiten una rápida conexión con el centro de Madrid y el aeropuerto. Disponemos de una amplia cartera de inmuebles “off market” no publicados en Idealista. Para solicitar información visite nuestra web pinchando en el enlace de abajo o contacte con nuestras oficinas.",True,good,False,4909.0,True,True,False,True,[],False,False,1890000.0,€,True,True,chalet,terracedHouse,"Conde Orgaz-Piovera, Madrid",Chalet adosado en avenida del Papa Negro,Top,Hortaleza,,,Conde Orgaz-Piovera,,,,
105965544,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/95/fb/1268407193.webp,2642,32,2200000.0,chalet,sale,510.0,6,7,avenida de Fuentelarreina,Madrid,Madrid,es,40.472509,-3.7479474,False,https://www.idealista.com/inmueble/105965544/,"Beatriz Mateo-Sagasta de GV | PUERTA DE HIERRO comercializa la siguiente propiedad: Amplio y acogedor unifamiliar de 510 metros cuadrados construidos sobre parcela de 1.390 metros cuadrados. Se caracteriza por su amplitud y gran luminosidad en todas sus estancias, además de su cómoda distribución. Materiales de calidad. Frondoso y amplio jardín con piscina y vestuario con cuarto de baño. La vivienda se encuentra en un entorno residencial y tranquilo, ideal para vivir. Bien comunicado, a pocos minutos del centro de Madrid. Distribución: Planta principal:  Hall de entrada. Cuarto de baño de invitados, salón, comedor, cuarto de estar, cocina y office. Planta primera:  Dos cuartos de dormir en suite con vestidor y baño incorporados. Dos cuartos de dormir con baños incorporados. Planta sótano:  Office, cuarto de lavado, dos habitaciones de servicio que comparten un cuarto de baño. Esta información no tiene carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",True,renew,False,4314.0,True,True,False,True,[],False,False,2200000.0,€,True,True,chalet,independantHouse,"Ciudad Universitaria, Madrid",Casa independiente en avenida de Fuentelarreina,Top,Moncloa,,,Ciudad Universitaria,,,,
108048853,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/4a/fb/1333558437.webp,VG-209056,37,370000.0,flat,sale,72.0,1,1,calle de la Imaginación,Madrid,Alcobendas,es,40.5518109,-3.661203,False,https://www.idealista.com/inmueble/108048853/,"Gilmar Consulting Inmobiliario, ofrece EN EXCLUSIVA, piso de un dormitorio y terraza; en una excelente urbanización de Alcobendas.  Iniciando su recorrido, tras el vestíbulo, nos da la bienvenida un espacioso salón-comedor; dando paso a la terraza. Cocina independiente que linda con un amplio tendedero techado. El área de descanso tiene un dormitorio y un baño completo.  El piso tiene incluido en el precio una cómoda plaza de garaje; así como un amplio trastero. La urbanización cuenta con piscina, gimnasio, sauna, pádel, salón multiusos, agradable zona verde – infantil y seguridad 24 horas. Es una zona de múltiples comercios, supermercados, farmacias, restaurantes, centros de salud y polideportivos; y está estupendamente comunicada. ¡No pierda esta oportunidad única de vivir en este piso perfectamente ubicado en una de las mejores zonas de Alcobendas!  El inmueble se encuentra en el barrio de Alcobendas, en la zona norte de Madrid. Este barrio es conocido por ser una de las zonas residenciales más exclusivas de la ciudad, con amplias avenidas arboladas y una gran cantidad de servicios y comodidades. Alcobendas cuenta con una excelente infraestructura de transporte, lo que le permitirá moverse fácilmente por la ciudad y sus alrededores. GILMAR es una reconocida compañía inmobiliaria con más de 40 años de experiencia en el mercado. Desde 1983, hemos estado ayudando a nuestros clientes a encontrar la casa de sus sueños. Nuestro equipo de profesionales altamente capacitados y con un profundo conocimiento del mercado inmobiliario se esfuerza por brindar un servicio excepcional y garantizar la satisfacción de nuestros clientes. Si está interesado en obtener más información sobre este inmueble, no dude en contactarnos. Puedes visitar nuestra oficina en Plaza de la Moraleja, s/n, o llamarnos. Nuestro equipo estará encantado de ayudarle y proporcionarle todos los detalles que necesite.",True,good,False,5139.0,True,True,False,True,[],False,False,370000.0,€,True,True,flat,,"Norte, Alcobendas",Piso en calle de la Imaginación,Top,Norte,bj,True,,True,,,
108234841,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/e3/73/1341551201.webp,VG-209945,33,855000.0,flat,sale,174.0,4,2,calle del Marqués de la Valdavia,Madrid,Alcobendas,es,40.5477928,-3.655705,False,https://www.idealista.com/inmueble/108234841/,"Gilmar Consulting Inmobiliario, ofrece EN EXCLUSIVA, maravilloso piso de cuatro dormitorios y amplia terraza; en una excelente urbanización de Alcobendas.  Iniciando su recorrido, tras el vestíbulo, nos da la bienvenida un espacioso salón-comedor; dando paso a la terraza. Cocina independiente que linda con un amplio tendedero techado. El área de descanso tiene cuatro dormitorios y dos baños.  El piso tiene incluido en el precio una cómoda plaza de garaje; así como un amplio trastero. La urbanización cuenta con piscina, pádel, agradable zona verde – infantil y seguridad 24 horas. Es una zona de múltiples comercios, supermercados, farmacias, restaurantes, centros de salud y polideportivos; y está estupendamente comunicada. ¡No pierda esta oportunidad única de vivir en este piso perfectamente ubicado en una de las mejores zonas de Alcobendas!  El inmueble se encuentra en el barrio de Alcobendas, en la zona norte de Madrid. Este barrio es conocido por ser una de las zonas residenciales más exclusivas de la ciudad, con amplias avenidas arboladas y una gran cantidad de servicios y comodidades. Alcobendas cuenta con una excelente infraestructura de transporte, lo que le permitirá moverse fácilmente por la ciudad y sus alrededores. GILMAR es una reconocida compañía inmobiliaria con más de 40 años de experiencia en el mercado. Desde 1983, hemos estado ayudando a nuestros clientes a encontrar la casa de sus sueños. Nuestro equipo de profesionales altamente capacitados y con un profundo conocimiento del mercado inmobiliario se esfuerza por brindar un servicio excepcional y garantizar la satisfacción de nuestros clientes. Si está interesado en obtener más información sobre este inmueble, no dude en contactarnos. Puedes visitar nuestra oficina en Plaza de la Moraleja, s/n, o llamarnos. Nuestro equipo estará encantado de ayudarle y proporcionarle todos los detalles que necesite.",True,good,False,4914.0,True,True,False,True,[],False,False,855000.0,€,True,True,flat,,"Norte, Alcobendas",Piso en calle del Marqués de la Valdavia,Top,Norte,2,True,,True,,,
92717047,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/1e/de/987858466.webp,17173,30,4300000.0,chalet,sale,370.0,5,4,calle del Maestro Ripoll,Madrid,Madrid,es,40.4434432,-3.6912184,False,https://www.idealista.com/inmueble/92717047/,Lucía Suárez-Zuloaga de GV | EL VISO comercializa el siguiente inmueble: Bonito unifamiliar de 370 metros cuadrados sobre una parcela de 380 metros cuadrados en la mejor zona de El Viso. La vivienda que se desarrolla en cuatro plantas es para reforma total. Es muy versátil por lo que podría adaptarse a diferentes gustos y necesidades además la construcción podría ampliarse hasta un total de 558 metros cuadrados ya que no está agotada la edificabilidad. Una oportunidad de compra para vivir en una de las zonas más agradables y demandadas de Madrid. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.,True,renew,False,11622.0,True,True,False,True,[],False,False,4300000.0,€,,,chalet,independantHouse,"El Viso, Madrid",Casa independiente en calle del Maestro Ripoll,Top,Chamartín,,,El Viso,,,,
108311416,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/02/a8/1342019618.webp,VG-210206,34,750000.0,flat,sale,110.0,2,2,avenida de Francisco Javier Sáenz de Oiza,Madrid,Madrid,es,40.4974881,-3.614317,False,https://www.idealista.com/inmueble/108311416/,"Gilmar Consulting Inmobiliario ofrece EN EXCLUSIVA, maravilloso piso de 110 metros situado en una de las mejores zonas de Valdebebas. Iniciando su recorrido, tras el hall, nos da la bienvenida a un luminoso y moderno salón- comedor; lindando con una terraza con vistas increíbles y despejadas al Campo de Golf de la Moraleja II. Cocina independiente con mobiliario a medida para optimización de los espacios; electrodomésticos de primera calidad y office con comedor de diario. En la zona de descanso, se distribuyen dos dormitorios y dos baños completos; el principal en suite. Tiene una plaza de garaje y un trastero. La urbanización cuenta con vigilancia 24 horas, jardines, parque infantil, arenero, piscinas, sala social - gastroteca, pádel y gimnasio.  Además, su ubicación estratégica le sitúa cerca de restaurantes, tiendas, centros comerciales, parques, colegios, hospitales y con fácil acceso a la M-30, M-40 y el Aeropuerto Internacional Adolfo Suárez Madrid-Barajas. GILMAR es una reconocida compañía inmobiliaria con más de 40 años de experiencia en el mercado. Desde 1983, hemos estado ayudando a nuestros clientes a encontrar la casa de sus sueños. Nuestro equipo de profesionales altamente capacitados y con un profundo conocimiento del mercado inmobiliario se esfuerza por brindar un servicio excepcional y garantizar la satisfacción de nuestros clientes. Si está interesado en obtener más información sobre este inmueble, no dude en contactarnos. Puedes visitar nuestra oficina en Plaza de la Moraleja, s/n, o llamarnos. Nuestro equipo estará encantado de ayudarle y proporcionarle todos los detalles que necesite.",True,good,False,6818.0,True,True,False,True,[],False,False,750000.0,€,True,True,flat,,"Valdebebas - Valdefuentes, Madrid",Piso en avenida de Francisco Javier Sáenz de Oiza,Top,Hortaleza,4,True,Valdebebas - Valdefuentes,True,,,
103256413,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/46/41/1183506868.webp,52094,45,1650000.0,flat,sale,181.0,2,2,calle de Triana,Madrid,Madrid,es,40.4637075,-3.6749962,False,https://www.idealista.com/inmueble/103256413/,"Teresa Rico Gordillo de GV | NUEVA ESPAÑA comercializa el siguiente inmueble: Fabuloso bajo de 181 metros cuadrados con jardín en Nueva España. Con una localización inmejorable en una calle tranquila pero bien situada en el corazón del barrio. La vivienda tiene una distribución cómoda y funcional además es muy luminosa ya que es totalmente exterior y rodeada de jardín. Dispone de plaza de garaje, trastero y una estupenda piscina comunitaria. Ideal para entrar a vivir en una de las áreas más cotizadas y demandadas de Madrid. Distribución: Hall de entrada. Salón Comedor. Cuarto de dormir principal con vestidor y cuarto de baño en suite. Cuarto de dormir. Cuarto de baño. Cocina. Jardín. Plaza de garaje. Trastero. Piscina y jardín comunitarios. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",True,good,False,9116.0,True,True,False,True,[],False,False,1650000.0,€,True,True,flat,,"Nueva España, Madrid",Piso en calle de Triana,Top,Chamartín,bj,True,Nueva España,True,,,
85294122,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/7e/03/1338580630.webp,PV5507I,46,3900000.0,chalet,sale,1532.0,6,8,calle Saliente,Madrid,Pozuelo de Alarcón,es,40.4246357,-3.8391944,False,https://www.idealista.com/inmueble/85294122/,"Fantástico Chalet de 1.532 m² distribuidos en 3 amplias y cómodas plantas diseñada por reconocido arquitecto, construida sobre una bonita parcela de 3.000 m², con piscina, pista de tenis, ubicada en la exclusiva urbanización de Monte Alina en Pozuelo de Alarcón con control de acceso y vigilancia 24 horas Distribución: PLANTA PRINCIPAL: - Amplio hall de entrada a doble altura. - Salón dividido en varias estancias: zona de estar independiente con chimenea. - Comedor independiente. - Aseo de invitados. - Cocina-oficie con salida al jardín y porche. - Estudio. - Dos dormitorios. PLANTA SUPERIOR: - Dormitorio principal con salón, baño en suite y vestidor. - Dos dormitorios y un baño compartido. - Dormitorio de invitados. - Un baño completo. BUHARDILLA: - Zona diáfana de 80 m². PLANTA BAJA: - Salón-bodega. - Comedor. - Zona de lavado-plancha. - Un baño con ducha. - Un aseo. - Salida directa al jardín. - Garaje cubierto para 5 vehículos. EXTERIOR: Bonito jardín con cenador cubierto, piscina y pista de tenis. Puedes ver más inmuebles en nuestra página web. Urbanización de lujo muy consolidada, de acceso cerrado y vigilancia las 24 horas. Pertenece al municipio de Pozuelo de Alarcón y ofrece un maravilloso paisaje donde se encuentra el bosque protegido de Boadilla del Monte.  Conectada por la M-40 y la M-500, tiene transporte público, y un fácil acceso a la zona comercial de Pozuelo. Como rasgo distintivo, todas las viviendas son chalets independientes en muy buenas parcelas de gran privacidad.",True,good,False,2546.0,True,True,False,False,[],False,False,3900000.0,€,True,True,chalet,independantHouse,"Montealina, Pozuelo de Alarcón",Casa independiente en calle Saliente,Top,Urbanizaciones,,,Montealina,,,,
108612779,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/52/12/1351783915.webp,JG211364,31,975000.0,flat,sale,126.0,3,2,calle de Juan Martín El Empecinado,Madrid,Madrid,es,40.4023816,-3.6873558,False,https://www.idealista.com/inmueble/108612779/,"Gilmar tiene el honor de presentaros esta exclusiva vivienda reformada con garaje y trastero junto a Atocha. Espectacular vivienda reformada, ubicada en una de las zonas más consolidadas y bien comunicadas de Madrid. Originalmente de 4 dormitorios, ha sido rediseñada para ofrecer 3 amplios dormitorios y un salón de mayor tamaño, exterior, muy luminoso y con acceso directo a un balcón a la calle, ideal para disfrutar del aire libre y la luz natural. La cocina independiente, reformada con materiales de calidad y electrodomésticos de alta gama, se abre visualmente al salón, creando un espacio familiar y perfecto para recibir visitas. Desde la cocina se accede a un tendedero exterior cerrado muy práctico para el día a día. La vivienda es completamente exterior, con ventanales de suelo a techo que inundan todas las estancias de luz natural. Las ventanas son de PVC de la marca Kommerling, oscilobatientes, insonorizadas, y cuentan con persianas motorizadas y toldos eléctricos con mando a distancia sensor de luz y viento. Distribución de la zona de noche: • Dormitorio principal con baño en suite y gran armario tipo vestidor • Dos dormitorios juveniles que comparten un baño completo con plato de ducha, mampara, radiador toallero y ventana Calidades y equipamiento: • Aire acondicionado por conductos en toda la vivienda • Calefacción individual por gas natural • Iluminación LED, suelo de tarima, paredes y techos lisos • Puertas lacadas en blanco • Tomas de red y antena en todos los dormitorios Situada en una cuidada urbanización cerrada con portero físico todos los días y cámaras de control de acceso a garaje y entrada principal. • Piscina comunitaria • Jardines y pista de pádel • Accesos adaptados para personas con movilidad reducida, con rampas amplias hasta el ascensor Incluye en el precio una plaza de garaje y trastero en la misma finca. Ubicación privilegiada: a pocos metros de Atocha, próxima al Parque Enrique Tierno Galván y al Triángulo del Arte. Muy bien comunicada: estación de cercanías de Delicias, Atocha Cercanías, AVE y media y larga distancia, varias líneas de metro: Palos de la Frontera, Delicias, Atocha, Méndez Álvaro y próximamente nueva línea de metro que conectará directamente con el aeropuerto. Múltiples líneas de autobuses. Una vivienda única, lista para entrar a vivir, que lo tiene todo: espacio, luz, diseño, servicios y ubicación. Solicite su visita sin compromiso.",True,good,False,7738.0,True,True,False,False,[],False,False,975000.0,€,True,True,flat,,"Palos de la Frontera, Madrid",Piso en calle de Juan Martín El Empecinado,Top,Arganzuela,2,True,Palos de la Frontera,True,990000.0,15000.0,2.0
108842452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/fb/21/1357702014.webp,14498,33,750000.0,flat,sale,121.0,3,2,Barrio Lavapiés-Embajadores,Madrid,Madrid,es,40.4131328,-3.7018866,False,https://www.idealista.com/inmueble/108842452/,"Suma Inmobiliaria vende piso EN EXCLUSIVA en pleno centro de Madrid, en una de sus zonas más dinámicas y con mayor proyección. Situada en una primera planta de una finca con ascensor, esta vivienda ofrece una combinación ideal, comodidad y una ubicación estratégica en el corazón de Madrid. La distribución es cómoda y funcional. El salón principal se convierte en el verdadero protagonista de la vivienda: un espacio generoso y luminoso, bañado por la luz natural gracias a un ventanal de gran tamaño que se abre hacia el balcón.  Dispone de tres dormitorios, todos ellos con armarios empotrados que optimizan el espacio de almacenamiento. El dormitorio principal es especialmente destacable por contar con un elegante baño en suite. Además, la propiedad cuenta con un segundo baño completo, amplio y moderno, para dar servicio al resto de las estancias. La vivienda asegura el confort durante todas las estaciones por su sistema de aire acondicionado por split con funciones frío/calor, complementado por radiadores eléctricos distribuidos en todas las estancias.",True,good,False,6198.0,True,True,False,False,[],False,False,750000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso,Top,Centro,1,True,Lavapiés-Embajadores,True,,,
103448374,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/2c/56/1190612757.webp,NY192128,48,3950000.0,chalet,sale,977.0,6,5,avenida Bularas,Madrid,Pozuelo de Alarcón,es,40.4427856,-3.8248727,False,https://www.idealista.com/inmueble/103448374/,"Chalet independiente de 977 m² distribuido en 3 plantas, erigido sobre una espléndida parcela de 2.532 m², y emplazado en la cota más elevada de la urbanización, con vistas extraordinarias en una de las ubicaciones más privilegiadas de Pozuelo. La distribución de la vivienda se organiza en tres niveles generosos. Planta Principal: Vestíbulo amplio Salón-comedor en dos ambientes, con acceso a gran terraza con vistas al jardín privado Comedor independiente Cocina independiente con office, área de lavandería, despensa y acceso al jardín Aseo de cortesía Dormitorio con baño privado Estas estancias se articulan alrededor de un magnífico jardín central. Primera planta: Dormitorio Principal en suite con vestidor, terraza panorámica y baño Dormitorio con baño propio Dos dormitorios amplios que comparten un baño conectado Este nivel también cuenta con un encantador jardín central. Planta baja Sala espaciosa con salida al jardín Zona de estar y televisión Gimnasio con área de spa, que incluye jacuzzi y sauna Cuarto de calderas e instalaciones Aseo Cuarto trastero Garaje con espacio para 3 coches En el jardín, junto a la piscina salada, se encuentra un cenador cubierto y amplio, equipado con parrilla, cocina y salón con aire acondicionado.",True,good,False,4043.0,True,True,False,True,[],False,False,3950000.0,€,True,True,chalet,independantHouse,"Zona Pueblo, Pozuelo de Alarcón",Casa independiente en avenida Bularas,Top,Zona Pueblo,,,Zona Pueblo,,,,
108331709,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/04/eb/1341696390.webp,5238,31,1800000.0,flat,sale,249.0,4,4,calle del Pintor Juan Gris,Madrid,Madrid,es,40.4577331,-3.6935534,False,https://www.idealista.com/inmueble/108331709/,"Teresa Rico de GV | NUEVA ESPAÑA comercializa el siguiente inmueble: Magnífico piso totalmente exterior, de 249 metros cuadrados construidos, situado en una muy buena finca a escasos metros del Paseo de la Castellana. Se trata de un octavo piso muy luminoso, con orientación Este y una excelente distribución del espacio. Destacar su amplísimo espacio de recibo con vistas despejadas gracias a sus grandes ventanales que dan acceso a una agradable terraza con mucho encanto. El piso ha sido reformado recientemente con las mejores calidades. También cuenta con: Finca con servicio de portería. Una plaza de garaje con acceso directo, incluida en el precio. Un trastero. Excelente ubicación rodeada de servicios y comodidades a su alrededor. Distribución: -Salón de entrada abierto con armario gabanero y aseo de visitas. - Amplio salón organizado en tres ambientes con fantástica chimenea y salida a estupenda terraza. -El pasillo de acceso a los dormitorios incluye cantidad de armarios. - Cocina espectacular totalmente equipada - El dormitorio principal es muy amplio y tiene un cuarto de baño en suite. Está comunicado con la habitación contigua que se usa como despacho y vestidor. (originalmente eran 4 dormitorios) - Dos dormitorios más de buen tamaño que comparten un segundo cuarto de baño muy grande con doble lavabo y bañera con hidromasaje. - Cuarto de servicio con cuarto de baño en suite. Totalmente reformado con muy buenas calidades y aire acondicionado por conductos en todas las estancias. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",True,good,False,7229.0,True,True,False,False,[],False,False,1800000.0,€,True,True,flat,,"Cuzco-Castillejos, Madrid",Piso en calle del Pintor Juan Gris,Top,Tetuán,8,True,Cuzco-Castillejos,True,1990000.0,190000.0,10.0
108786840,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/a2/25/1355203542.webp,cueva mora,20,299900.0,flat,sale,50.0,2,1,"calle Cueva de la Mora, 2",Madrid,Villaviciosa de Odón,es,40.3576442,-3.907177,True,https://www.idealista.com/inmueble/108786840/,"Agencia inmobiliaria en Villaviciosa de Odón.  HOGARES VILLAVICIOSA DE ODON vende en EXCLUSIVA espectacular PISO reformado y a estrenar en el centro del municipio.  Se encuentra ubicado en pleno centro de Villaviciosa de Odón, con acceso inmejorable a la carretera M506, cerca de colegios, paradas de autobús, zonas comerciales, de ocio y deportivas.  La vivienda Consta de 50m2, distribuida en un amplio salón, cocina totalmente equipada, dos habitaciones y un baño completo con ventana y plato de ducha. Aire acondicionado con bomba de frio y calor en todas las estancias. La vivienda se entrega con todo el mobiliario, equipamiento y accesorios.  -Suelo de tarima. -Carpintería en blanco. -Cocina nueva y totalmente equipada. -Cuarto de baño nuevo y a estrenar. -Ventanas climalit. -Aire acondicionado en habitaciones y salón.  ¡MEJOR VEN A VERLA Y ENAMORATE DE TU NUEVO HOGAR!",True,good,False,5998.0,True,True,False,False,[],False,False,299900.0,€,,,flat,,"Centro, Villaviciosa de Odón","Piso en calle Cueva de la Mora, 2",Top,Centro,1,True,,False,,,
105792251,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/1a/8b/1266155029.webp,M20693V,54,3200000.0,penthouse,sale,355.0,6,4,calle de Zurbano,Madrid,Madrid,es,40.4337321,-3.693948,False,https://www.idealista.com/inmueble/105792251/,"Este exclusivo inmueble, ubicado en el prestigioso barrio de Almagro, Madrid, cuenta con una superficie construida de tres plantas, cada una cuidadosamente diseñada para ofrecer el máximo confort y elegancia. La propiedad se sitúa en una finca señorial de mediados del siglo, con un acceso majestuoso que incluye un hall de entrada imponente y techos altos que acentúan la amplitud del espacio. Con una superficie de 40 metros, la tercera planta ofrece un espacio versátil que puede adaptarse a diversas necesidades, como un estudio o una zona de juegos. En su primera planta, la vivienda dispone de dos amplios salones con grandes ventanales que permiten una generosa entrada de luz natural, un despacho, una habitación de servicio, y una cocina espaciosa con montacargas y puerta de servicio. La segunda planta alberga cuatro dormitorios amplios con armarios empotrados, dos de ellos con baño en suite, y acceso a una impresionante terraza de 25 metros. TIENE POSIBILIDAD DE SEGREGACION. Este inmueble goza de una ubicación privilegiada, en una de las calles más prestigiosas de Madrid, en pleno corazón de Almagro. La zona está rodeada de embajadas, galerías de arte, y servicios exclusivos, proporcionando un entorno ideal para una vida de lujo y confort. Adquirir esta propiedad no solo significa poseer un piso en una de las zonas más cotizadas de Madrid, sino también disfrutar de un espacio versátil y único con múltiples posibilidades de personalización. En Walter Haus, estamos encantados de ofrecerle esta oportunidad excepcional. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",True,renew,False,9014.0,True,True,False,True,[],False,False,3200000.0,€,True,True,flat,penthouse,"Almagro, Madrid",Ático en calle de Zurbano,Top,Chamberí,5,True,Almagro,True,,,
105575130,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/72/df/1298292720.webp,AG200219,37,525000.0,flat,sale,119.0,2,2,calle del Prado,Madrid,Madrid,es,40.4134506,-3.6984233,False,https://www.idealista.com/inmueble/105575130/,"GILMAR Consulting Inmobiliario ofrece a sus clientes este impresionante inmueble en el exclusivo barrio de Cortes, en el distrito Centro de Madrid. Con una ubicación privilegiada, esta vivienda en altura ofrece todas las comodidades y el lujo que se espera de una propiedad en esta zona de prestigio. Construido en el año 1900, este elegante piso cuenta con una superficie construida de 104 metros cuadrados. Con un diseño moderno y espacios bien distribuidos, esta propiedad es perfecta para aquellos que buscan un estilo de vida sofisticado en el corazón de la ciudad. El piso cuenta con dos dormitorios principales y dos baños completos, lo que garantiza la privacidad y el confort de sus habitantes.  La vivienda cuenta con varias características que la hacen aún más atractiva. Tiene armarios empotrados en todas las habitaciones, lo que garantiza la comodidad y el almacenamiento adecuado. Además, cuenta con suelos de tarima, un portal en perfecto estado y una gran luminosidad gracias a sus ventanales. El barrio de Cortes es conocido por su elegancia y su ambiente cosmopolita. En sus alrededores, se pueden encontrar una amplia variedad de servicios y comodidades, como restaurantes de lujo, boutiques exclusivas y galerías de arte. Además, el inmueble se encuentra a poca distancia de varios colegios de renombre, como el Colegio San Ildefonso, que está a menos de 10 kilómetros de distancia. En resumen, esta impresionante propiedad en Cortes es una oportunidad única para aquellos que buscan una vivienda de lujo en el corazón de Madrid. Con su ubicación privilegiada, su diseño elegante y sus numerosas comodidades, esta vivienda es el hogar perfecto para aquellos que buscan un estilo de vida sofisticado en la capital. GILMAR es una reconocida compañía inmobiliaria que ha estado en el mercado desde 1983, ayudando a sus clientes a encontrar la casa de sus sueños. Nuestro equipo de profesionales altamente capacitados está comprometido en brindar un servicio excepcional y asesoramiento experto en todas las etapas del proceso de compra o venta de una propiedad. Si desea obtener más información sobre esta propiedad en particular, no dude en ponerse en contacto con nuestro equipo en la oficina de Centro, ubicada en la Plaza de Herradores, 4. Puede comunicarse con nosotros al o enviarnos un correo electrónico a. Recuerde mencionar la referencia del inmueble (200219) para que podamos brindarle la información necesaria de manera rápida y eficiente. Estamos aquí para ayudarlo a encontrar la casa de sus sueños.",True,good,False,4412.0,True,True,False,True,[],False,False,525000.0,€,,,flat,,"Huertas-Cortes, Madrid",Piso en calle del Prado,Top,Centro,1,True,Huertas-Cortes,True,,,
