propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,neighborhood,newDevelopmentFinished,detailedType.subTypology
108440419,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/06/c4/1344944257.webp,V14,17,,1289000.0,chalet,sale,395.0,,5,4,J. Carlos Ureta Saorín s/n,Madrid,Torrelodones,Las Marías,es,40.5725118,-3.9401607,True,https://www.idealista.com/obra-nueva/108440419/,"LICENCIA CONCEDIDA, INICIO DE OBRA PREVISTO MAYO 2025. Descubre Agara, el nuevo proyecto de Circular Homes en el exclusivo enclave de Las Marías, Torrelodones. Estas 14 viviendas unifamiliares de 4 y 5 dormitorios, con piscina y jardín privado de más de 400 m2 ofrecen la oportunidad de disfrutar de vistas impresionantes hacia la majestuosa sierra gracias a su ubicación privilegiada en la cota más elevada del nuevo ámbito. Además, su lindero con el bosque protegido y no urbanizable garantiza un entorno natural excepcional que promueve la tranquilidad y el bienestar. Su diseño lleva la firma de Burgos&Garrido, autores de proyectos tan reconocidos y premiados internacionalmente como Madrid Río. La imagen de las viviendas es el resultado de una arquitectura sofisticadamente sobria, intemporal, de espacios interiores y paisajismo muy elaborados que se ponen al servicio de una vida confortable y plena, en la que caben serenos rincones íntimos, grandes terrazas y vivos espacios sociales. Las estancias de la casa se ordenan en tres piezas dispuestas para captar simultáneamente el sol y enmarcar las privilegiadas vistas próximas y lejanas.    Estos hogares han sido concebidos bajo los principios de la economía circular. Su construcción busca reducir la huella hídrica, y hace un uso responsable de la energía. Se pretende eliminar la toxicidad de los materiales utilizados y las técnicas de construcción procuran la circularidad y minimizan el consumo de recursos fósiles, tanto en el proceso constructivo como en el uso diario de la vivienda. Sus orientaciones, protecciones solares adecuadas y un sistema de aislamientos y de instalaciones altamente eficaz, hacen de estas viviendas hábitats sostenibles y cuidan la salud de quienes las habitan.   Su ubicación estratégica te permite disfrutar de lo mejor de dos mundos: a tan solo 20 minutos tanto de la ciudad de Madrid como de las verdes montañas de la sierra. Todo ello, disponiendo de los abundantes servicios del municipio de Torrelodones al alcance tu mano. Agara se erige como el lugar ideal para aquellos que buscan una combinación perfecta entre la comodidad urbana y la belleza natural.",True,newdevelopment,True,,3263.0,True,False,False,False,[],False,False,1289000.0,€,chalet,"Las Marías, Torrelodones",Chalet pareado en J. Carlos Ureta Saorín s/n,True,True,,False,semidetachedHouse
108761434,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/9e/35/1354370356.webp,C-2B,18,2,1053800.0,flat,sale,167.0,True,3,2,"José Ribera, 4",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,40.4033639,-3.7873758,True,https://www.idealista.com/obra-nueva/108761434/,"¡Bienvenidos a Monteturia! La nueva promoción de Grupo Pinilla. Monteturia se ubica en la c/José Ribera, 4-6, en Pozuelo de Alarcón. Un conjunto residencial de 58 viviendas, de 1 a 5 dormitorios, con dos plazas de garaje y trastero (IVA incluido). Las viviendas de la promoción tienen un diseño enfocado a la vida familiar, con espacios amplios y distribuciones optimizadas al máximo, primeras calidades en los acabados, abundante luz natural y unos niveles de comodidad y eficiencia difícilmente superables. Las cocinas se entregarán totalmente equipadas con mobiliario, encimeras y electrodomésticos. Todas las viviendas de Monteturia cuentan con lo último en eficiencia energética como aerotermia, recuperador de calor, suelo radiante-refrescante … es decir, un hogar más sostenible y eficiente, mejor calidad del aire y de vida, así como una reducción de consumo y gasto. ¡Todo ventajas! El proyecto se compone por dos edificios simétricos, en una urbanización cerrada, que cuenta con zonas comunes pensadas para el disfrute de todos los miembros de la familia: piscina, zona de juegos infantiles, pista de pádel, amplias zonas verdes, sala comunitaria.. . lugares donde puedan ""construir familia"". Para este nuevo proyecto apostamos por Pozuelo de Alarcón, un entorno tranquilo y de carácter residencial que cuenta con todas las comodidades necesarias a su alcance. Además, está en una de las zonas más exclusivas de Madrid, junto a la Finca, por lo que cuenta con un entorno rodeado de zonas verdes (campo de golf de Somosaguas, Casa de Campo y áreas con zonas deportivas) y buenas conexiones de carretera y transporte público. La fecha prevista de entrega de llaves es el tercer trimestre de 2025.  Si desea más información, puede visitar la web de la promoción o visitarnos en la oficina comercial del Grupo Pinilla (C/ Nuria, 36 – Madrid), o bien, en la Caseta de Ventas en Pozuelo de Alarcón (C/ José Ribera 4 – Madrid).",False,newdevelopment,True,True,6310.0,True,False,False,False,[],False,False,1053800.0,€,flat,"Prado de Somosaguas, Pozuelo de Alarcón","Piso en José Ribera, 4",True,True,Prado de Somosaguas,False,
108106514,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/09/17/1334018872.webp,1ºB,19,1,207700.0,studio,sale,41.0,True,0,1,"calle Nuestra Señora de Valverde, 16",Madrid,Madrid,Fuencarral,es,40.4936168,-3.6870155,True,https://www.idealista.com/obra-nueva/108106514/,"Viviendas en promoción de obra nueva situadas en Nuestra Señora de Valverde 16, en el corazón del barrio Fuencarral, zona residencial tranquila con todos los servicios a tu alcance. Zona bien comunicada con las estaciones de metro Tres Olivos, Fuencarral y de cercanías RENFE Fuencarral, además de varias líneas de autobuses, así como fácil conexión con M30, M607, A1 y M40. Actualmente, la promoción se halla en fase de construcción y su finalización está prevista para el último trimestre del año 2025. La promoción se ha proyectado con excelentes calidades, habiendo sido la sostenibilidad y la eficiencia energética criterios de diseño primordial. A su vez, el proyecto queda integrado en el entorno histórico, continuando con la belleza y el carácter del barrio. Las viviendas, todas exteriores, se distribuyen en planta baja con jardín de un dormitorio, plantas tipo de un dormitorio y tipo estudio y áticos dúplex de uno y dos dormitorios. Directamente de la propiedad. No dudes en contactarnos para más información.",False,newdevelopment,True,True,5066.0,True,False,False,False,[],False,False,207700.0,€,flat,"Tres Olivos - Valverde, Madrid","Estudio en calle Nuestra Señora de Valverde, 16",,,Tres Olivos - Valverde,False,studio
108154023,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/66/04/1335475738.webp,Bajo D,17,bj,284000.0,flat,sale,75.0,True,2,2,"plaza Barragán, 4",Madrid,Madrid,Carabanchel,es,40.3738315,-3.749555,True,https://www.idealista.com/obra-nueva/108154023/,"Te proponemos una vivienda funcional, actual y eficiente, adaptada a las tecnologías y necesidades que la sociedad demanda. Una vivienda amplia, cómoda y respetuosa con el medioambiente. La promoción la forman 29 viviendas dotadas de las más altas calidades de construcción y cuidadosos detalles en los acabados interiores. Dando una gran importancia a la luz y el espacio, todas las estancias tienen amplias ventanas para aprovechar al máximo la luz solar sin renunciar a la eficiencia energética, gracias a la calidad de los materiales empleados. Barragán 4 se distribuye en 5 plantas con 6 viviendas por planta y 5 en la planta baja, plazas de garajes en las plantas -1 y -2 y con zonas comunes en la 4ª planta que incluyen gimnasio, sauna, solárium de 30mts y vestuario con aseo. Viviendas de 2 o 3 dormitorios y 2 baños. Todas cuentan con un amplio salón/comedor diáfano con la cocina perfectamente integrada y el dormitorio principal con baño en suite.",False,newdevelopment,True,True,3787.0,True,False,False,False,[],False,False,284000.0,€,flat,"Buena Vista, Madrid","Piso en plaza Barragán, 4",True,True,Buena Vista,False,
104499262,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/67/6f/1222518848.webp,,36,2,407000.0,flat,sale,70.0,True,2,1,"Antonia Ruiz Soro, 16",Madrid,Madrid,Barrio de Salamanca,es,40.4380113,-3.6659879,True,https://www.idealista.com/obra-nueva/104499262/,"EDIFICIO RESIDENCIAL DE OBRA NUEVA, FINALIZACIÓN DE OBRAS PREVISTA PARA EL SEGUNDO TRIMESTRE DE 2025. FECHAS DE ENTREGA, PENDIENTE DE CONFIRMAR PROMOCIÓN DE 7 VIVIENDAS Y 6 PLAZAS DE GARAJE EN EL DISTRITO SALAMANCA, BARRIO GUINDALERA, PARQUE DE LAS AVENIDAS. La promoción consta de plantas sótano, baja, primera, segunda y ático retranqueado, está compuesta por 2 áticos de 1 dormitorio, con terraza en planta de 15 m2 y solarium de 35 m2 en cubierta, 4 viviendas de 2 dormitorios y una vivienda estudio/1 dormitorio con patio privado de 20 m2. Cuenta con 6 plazas de garaje en planta sótano anejas a las viviendas. Las viviendas se entregan con cocinas completamente equipadas con electrodomésticos incluidos. La propiedad está ubicada en el distrito Salamanca, barrio de la Guindalera, Parque de las Avenidas, una de las zonas más emblemáticas y exclusivas de la ciudad. El carácter residencial del barrio, convive con la actividad comercial, lo que le hacen un lugar idóneo para vivir. Por su situación tiene accesos directo a la M-30 en ambos sentidos, así como comunicaciones con todo Madrid, destacando las salidas hacia la A-2, calles de Alcalá, Diego de León y la Avenida de América entre otras, existe en la zona una amplia dotación de transporte público, así como colegios, guarderías y escuelas infantiles, y todo tipo de supermercados. FACHADA Fachada a base de SATE de última generación. CARPINTERÍA EXTERIOR La carpintería de las ventanas será de PVC marca KOMMERLING. DISTRIBUCIÓN INTERIOR La división entre viviendas estará compuesta por un muro de doble sistema de cartón yeso con aislante acústico y chapa metálica anti-intrusión. CARPINTERÍA INTERIOR Puertas de acceso a la vivienda será acorazada con premarco metálico y cerradura multipunto de alta seguridad. Puertas interiores lacadas en color blanco, con picaporte de acero inoxidable SOLADOS Todo el pavimento de la vivienda se realizará con gres porcelánico de alta resistencia y durabilidad, de PORCELANOSA. FONTANERÍA Y APARATOS SANITARIOS Desagües y bajantes estarán insonorizados. Los platos de ducha serán de gran formato en baños principales, y la grifería de duchas y bañeras monomando. Los aparatos sanitarios serán en color blanco de PORCELANOSA. Las viviendas dispondrán de llave de corte general y de corte independiente en cocina y baños. COCINA Cocinas completamente instaladas con electrodomésticos panelados de PORCELANOSA CALEFACCIÓN Y AGUA CALIENTE Producción comunitaria de calefacción y A.C.S mediante sistema de Aerotermia con contadores individuales. Instalación a base de suelo radiante-refrescante. ELECTRICIDAD Y TELECOMUNICACIONES La Instalación de telecomunicaciones según reglamento de infraestructuras comunes de Telecomunicación. HONORARIOS DE INTERMEDIACIÓN INMOBILIARIA, NO INCLUIDOS EN EL PRECIO.",False,newdevelopment,True,True,5814.0,True,False,False,False,[],False,False,407000.0,€,flat,"Guindalera, Madrid","Piso en Antonia Ruiz Soro, 16",,,Guindalera,False,
108920860,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/e1/aa/1358969635.webp,,21,bj,185000.0,flat,sale,58.0,True,2,1,calle Encina,Madrid,Torrejón de Ardoz,Sureste,es,40.4539731,-3.451525,False,https://www.idealista.com/inmueble/108920860/,"¡Espectacular vivienda RECIEN REFORMADA y MUY LUMINOSA en zona SURESTE en TORREJON DE ARDOZ! Descubre este encantador piso en planta baja, con acceso directo desde la calle, que te ofrece todo lo que necesitas para vivir cómodamente. Con 58 m² construidos, este hogar destaca por su luminosidad, gracias a la ausencia de edificaciones enfrente que permiten la entrada de luz natural durante todo el día. La seguridad es máxima, brindando tranquilidad en tu día a día. El amplio salón-comedor es perfecto para disfrutar de momentos en familia o con amigos. Además, cuenta con un espacioso dormitorio principal y un segundo dormitorio equipado con armario empotrado, ideal para aprovechar al máximo cada rincón. El baño completo, moderno y funcional, ha sido diseñado con materiales de primera calidad, garantizando un ambiente elegante y acogedor. Este piso ha sido completamente reformado, incorporando ventanas climalit oscilobatientes con rotura de puente térmico, lo que asegura un excelente aislamiento. También dispone de aire acondicionado en tres estancias, con bomba de frío y calor, para que siempre estés cómodo sin importar la temporada. La ubicación es inmejorable: acceso inmediato a la M-50 y A-2, así como una excelente comunicación mediante transporte público, con varias líneas de autobuses urbanos a tan solo unos minutos. Rodeado de todos los servicios necesarios como supermercados, farmacias, restaurantes y zonas de ocio, tendrás todo al alcance de la mano. Además, la cercanía del colegio CEIP Antonio Machado y el IES Victoria Kent, a menos de 100 metros, lo convierte en una opción ideal para familias. No pierdas la oportunidad de visitar este maravilloso piso que combina confort, calidad y una ubicación estratégica. ¡Tu nuevo hogar te está esperando!",False,good,False,True,3190.0,False,False,False,False,[],False,False,185000.0,€,flat,"Sureste, Torrejón de Ardoz",Piso en calle Encina,,,,,
108882346,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/5f/c1/1357838611.webp,1976,49,5,280000.0,flat,sale,85.0,True,3,1,Zarauz,Madrid,Móstoles,Centro,es,40.3256752,-3.8676059,False,https://www.idealista.com/inmueble/108882346/,"*************GRUPO INMARA INMOBILIARIA************ te presenta esta interesante vivienda situada en una QUINTA PLANTA, dentro de una URBANIZACIÓN CERRADA CON PISCINA COMUNITARIA, PARQUES INFANTILES Y SERVICIO DE CONSERJE y ASCENSOR. Un piso que reúne comodidad, buenas calidades y una localización estratégica en el CENTRO DE MÓSTOLES, uno de los municipios con mayor dinamismo del sur de Madrid. La vivienda ofrece una DISTRIBUCIÓN FUNCIONAL y mejoras clave que la convierten en una opción ideal tanto para familias como para quienes buscan un entorno urbano con todos los servicios al alcance. 3 DORMITORIOS | 1 BAÑO COMPLETO CON BAÑERA Y VENTANA | SALÓN CON TERRAZA CERRADA | COCINA AMPLIADA CON TERRACITA | CALEFACCIÓN CENTRAL El piso cuenta con un AMPLIO SALÓN con acceso directo a una TERRAZA CERRADA, perfecta para crear una zona de lectura, espacio de juego o simplemente disfrutar del sol en cualquier época del año. La COCINA HA SIDO AMPLIADA incorporando la terracita original, lo que le aporta mayor comodidad y funcionalidad. Además, dispone de TRES HABITACIONES bien iluminadas y un BAÑO COMPLETO CON BAÑERA Y VENTANA, lo que favorece una buena ventilación y entrada de luz natural. Entre sus mejoras destacan: VENTANAS CLIMALIT CON MOSQUITERAS | TOLDOS INSTALADOS | PUERTA ACORAZADA | SUELOS DE GRES | ELECTRICIDAD Y FONTANERÍA REFORMADAS La vivienda ha sido actualizada para ofrecer el máximo confort: CALEFACCIÓN CENTRAL, PUERTA DE SEGURIDAD, VENTANAS DE DOBLE ACRISTALAMIENTO, INSTALACIÓN ELÉCTRICA Y FONTANERÍA RENOVADAS, además de SUELOS DE GRES, resistentes y de fácil mantenimiento. UNA UBICACIÓN PRIVILEGIADA EN PLENO CENTRO DE MÓSTOLES Este piso se encuentra en una zona estratégica y consolidada del CENTRO DE MÓSTOLES, a escasos minutos andando de la Plaza del Pradillo, la Avenida Constitución y el Ayuntamiento. Una ubicación que garantiza el acceso inmediato a todo tipo de servicios: centros educativos, supermercados, comercios, centros de salud, farmacias, bancos, parques, instalaciones deportivas y una amplia oferta gastronómica y cultural. Además, Móstoles cuenta con excelentes conexiones con Madrid capital. A tan solo 20 minutos en Cercanías Renfe (líneas C-5 y C-6) y con varias estaciones de MetroSur cercanas, como Pradillo o Móstoles Central, así como accesos rápidos a la A-5 y M-50, lo que lo convierte en un enclave perfecto para quienes trabajan en Madrid pero desean vivir en un entorno más tranquilo y accesible. Móstoles combina vida urbana con amplias zonas verdes, centros comerciales y servicios de calidad. Su creciente desarrollo urbano y su excelente infraestructura lo convierten en un punto de inversión segura y en un lugar perfecto para establecer un hogar. GRUPO INMARA INMOBILIARIA – CERCANOS, PROFESIONALES Y A TU LADO EN TODO EL PROCESO En Grupo Inmara Inmobiliaria no solo vendemos casas: construimos relaciones de confianza. Acompañamos a nuestros clientes con atención personalizada, transparencia y compromiso desde el primer momento hasta la entrega de llaves. Si buscas una vivienda en una de las mejores zonas de Móstoles, con todo lo necesario para vivir cómodamente, esta es tu oportunidad. ¿QUIERES VISITARLO? ¡ESTAREMOS ENCANTADOS DE MOSTRARTE CADA RINCÓN DE TU PRÓXIMO HOGAR!",False,good,False,True,3294.0,True,False,False,False,[],False,False,280000.0,€,flat,"Centro, Móstoles",Piso en Zarauz,,,,,
108846938,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/40/b6/1356850660.webp,BE_3A,20,3,3214008.0,penthouse,sale,224.0,True,4,4,"de la Verónica, 13",Madrid,Madrid,Centro,es,40.4119003,-3.6942597,True,https://www.idealista.com/obra-nueva/108846938/,"¡No pierdas la oportunidad de vivir en el corazón de Madrid! Te presentamos una promoción exclusiva de viviendas de obra nueva en un edificio histórico completamente reformado en el centro de Madrid. Ubicación privilegiada: En pleno centro de Madrid, rodeado de los mejores restaurantes, tiendas y lugares de interés cultural. Excelente conexión con transporte público. Viviendas modernas y luminosas: Apartamentos de 1, 2 y 3 dormitorios, con diseño contemporáneo y acabados de alta calidad. Amplios ventanales que permiten la entrada de luz natural. Cocinas totalmente equipadas con electrodomésticos de última generación. Servicios exclusivos: Patio interior ajardinado: Un oasis de tranquilidad en el corazón de la ciudad.  Spa: Relájate y desconecta en nuestro exclusivo spa. ¡No esperes más y reserva tu vivienda de ensueño en el centro de Madrid Información adicional: Entrega prevista: 30/01/2026  Precios desde: €  Para más información y visitas, contacta con nosotros.",False,newdevelopment,True,True,14348.0,True,False,False,False,[],False,False,3214008.0,€,flat,"Huertas-Cortes, Madrid","Ático en de la Verónica, 13",,,Huertas-Cortes,False,penthouse
108154029,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/20/53/1335475740.webp,Primero C,17,1,305000.0,flat,sale,75.0,True,2,2,"plaza Barragán, 4",Madrid,Madrid,Carabanchel,es,40.3738315,-3.749555,True,https://www.idealista.com/obra-nueva/108154029/,"Te proponemos una vivienda funcional, actual y eficiente, adaptada a las tecnologías y necesidades que la sociedad demanda. Una vivienda amplia, cómoda y respetuosa con el medioambiente. La promoción la forman 29 viviendas dotadas de las más altas calidades de construcción y cuidadosos detalles en los acabados interiores. Dando una gran importancia a la luz y el espacio, todas las estancias tienen amplias ventanas para aprovechar al máximo la luz solar sin renunciar a la eficiencia energética, gracias a la calidad de los materiales empleados. Barragán 4 se distribuye en 5 plantas con 6 viviendas por planta y 5 en la planta baja, plazas de garajes en las plantas -1 y -2 y con zonas comunes en la 4ª planta que incluyen gimnasio, sauna, solárium de 30mts y vestuario con aseo. Viviendas de 2 o 3 dormitorios y 2 baños. Todas cuentan con un amplio salón/comedor diáfano con la cocina perfectamente integrada y el dormitorio principal con baño en suite.",False,newdevelopment,True,True,4067.0,True,False,False,False,[],False,False,305000.0,€,flat,"Buena Vista, Madrid","Piso en plaza Barragán, 4",True,True,Buena Vista,False,
108117979,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/1a/49/1331864454.webp,VI0093-1-1-2B ,17,2,290000.0,flat,sale,67.0,True,1,1,"de la Democracia, 28",Madrid,Madrid,Villa de Vallecas,es,40.3893466,-3.6223551,True,https://www.idealista.com/obra-nueva/108117979/,"NUEVA PROMOCIÓN DE OBRA NUEVA: LandCo Vallecas, Madrid: desde 290.000€   Ahora sabes lo que es ‘vivir mejor’ en LandCo Vallecas, una exclusiva promoción de viviendas de obra nueva en un entorno privilegiado. Descubre nuestras luminosas viviendas de 1 y 2 dormitorios, diseñadas para ofrecerte confort y bienestar, donde cada estancia habla de ti y de tu estilo de vida. Cada hogar cuenta con amplias terrazas que se convierten en pequeños ecosistemas, ideales para disfrutar del aire y la luz natural. Además, podrás relajarte en espacios bien distribuidos y funcionales, perfectos para descansar o teletrabajar con total privacidad. Las viviendas incluyen garaje, trastero y están equipadas con cocinas amuebladas con los principales electrodomésticos, así como un sistema de aerotermia que garantiza calefacción eficiente y agua caliente sanitaria. La promoción se encuentra ubicada en Avenida de la Democracia 28, en una zona de influencia de Madrid que ofrece la comodidad de vivir en un entorno tranquilo con más de 12.500 metros cuadrados de zonas verdes. Excelentes comunicaciones por carretera a través de la M-40 y la A-3, y mediante transporte público con estaciones de metro de Vallecas y Sierra de Guadalupe, la estación de cercanías de Santa Eugenia, y estaciones de BiciMAD. Aquí podrás disfrutar de un estilo de vida excepcional rodeado de servicios e infraestructuras que facilitan tu día a día.   Características destacadas: •44 viviendas exclusivas •1-2 dormitorios •Amplias terrazas luminosas •Suelo radiante y refrescante •Aerotermia: ACS y calefacción •Preinstalación de aire acondicionado •Alta eficiencia energética •Magníficos espacios comunes con piscina •Áreas ajardinadas •Zona de juegos infantiles •Gastroteca   Vive en landCo Vallecas y haz de tu hogar un lugar donde puedas ser tú mismo, rodeado de todas las comodidades que necesitas. ¡Tu nuevo hogar te espera!",False,newdevelopment,True,True,4328.0,True,False,False,False,[],False,False,290000.0,€,flat,"Santa Eugenia, Madrid","Piso en de la Democracia, 28",True,True,Santa Eugenia,False,
108846879,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/aa/3b/1356849976.webp,BE_1º IZQ,20,1,1299195.0,flat,sale,131.0,False,2,2,"de la Verónica, 13",Madrid,Madrid,Centro,es,40.4119003,-3.6942597,True,https://www.idealista.com/obra-nueva/108846879/,"¡No pierdas la oportunidad de vivir en el corazón de Madrid! Te presentamos una promoción exclusiva de viviendas de obra nueva en un edificio histórico completamente reformado en el centro de Madrid. Ubicación privilegiada: En pleno centro de Madrid, rodeado de los mejores restaurantes, tiendas y lugares de interés cultural. Excelente conexión con transporte público. Viviendas modernas y luminosas: Apartamentos de 1, 2 y 3 dormitorios, con diseño contemporáneo y acabados de alta calidad. Amplios ventanales que permiten la entrada de luz natural. Cocinas totalmente equipadas con electrodomésticos de última generación. Servicios exclusivos: Patio interior ajardinado: Un oasis de tranquilidad en el corazón de la ciudad.  Spa: Relájate y desconecta en nuestro exclusivo spa. ¡No esperes más y reserva tu vivienda de ensueño en el centro de Madrid Información adicional: Entrega prevista: 30/01/2026  Precios desde: €  Para más información y visitas, contacta con nosotros.",False,newdevelopment,True,True,9918.0,True,False,False,False,[],False,False,1299195.0,€,flat,"Huertas-Cortes, Madrid","Piso en de la Verónica, 13",,,Huertas-Cortes,False,
104499286,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/37/53/1222518807.webp,,37,3,390000.0,penthouse,sale,56.0,True,1,1,"Antonia Ruiz Soro, 16",Madrid,Madrid,Barrio de Salamanca,es,40.4380113,-3.6659879,True,https://www.idealista.com/obra-nueva/104499286/,"EDIFICIO RESIDENCIAL DE OBRA NUEVA, FINALIZACIÓN DE OBRAS PREVISTA PARA EL SEGUNDO TRIMESTRE DE 2025. FECHAS DE ENTREGA, PENDIENTE DE CONFIRMAR PROMOCIÓN DE 7 VIVIENDAS Y 6 PLAZAS DE GARAJE EN EL DISTRITO SALAMANCA, BARRIO GUINDALERA, PARQUE DE LAS AVENIDAS. La promoción consta de plantas sótano, baja, primera, segunda y ático retranqueado, está compuesta por 2 áticos de 1 dormitorio, con terraza en planta de 15 m2 y solarium de 35 m2 en cubierta, 4 viviendas de 2 dormitorios y una vivienda estudio/1 dormitorio con patio privado de 20 m2. Cuenta con 6 plazas de garaje en planta sótano anejas a las viviendas. Las viviendas se entregan con cocinas completamente equipadas con electrodomésticos incluidos. La propiedad está ubicada en el distrito Salamanca, barrio de la Guindalera, Parque de las Avenidas, una de las zonas más emblemáticas y exclusivas de la ciudad. El carácter residencial del barrio, convive con la actividad comercial, lo que le hacen un lugar idóneo para vivir. Por su situación tiene accesos directo a la M-30 en ambos sentidos, así como comunicaciones con todo Madrid, destacando las salidas hacia la A-2, calles de Alcalá, Diego de León y la Avenida de América entre otras, existe en la zona una amplia dotación de transporte público, así como colegios, guarderías y escuelas infantiles, y todo tipo de supermercados. FACHADA Fachada a base de SATE de última generación. CARPINTERÍA EXTERIOR La carpintería de las ventanas será de PVC marca KOMMERLING. DISTRIBUCIÓN INTERIOR La división entre viviendas estará compuesta por un muro de doble sistema de cartón yeso con aislante acústico y chapa metálica anti-intrusión. CARPINTERÍA INTERIOR Puertas de acceso a la vivienda será acorazada con premarco metálico y cerradura multipunto de alta seguridad. Puertas interiores lacadas en color blanco, con picaporte de acero inoxidable SOLADOS Todo el pavimento de la vivienda se realizará con gres porcelánico de alta resistencia y durabilidad, de PORCELANOSA. FONTANERÍA Y APARATOS SANITARIOS Desagües y bajantes estarán insonorizados. Los platos de ducha serán de gran formato en baños principales, y la grifería de duchas y bañeras monomando. Los aparatos sanitarios serán en color blanco de PORCELANOSA. Las viviendas dispondrán de llave de corte general y de corte independiente en cocina y baños. COCINA Cocinas completamente instaladas con electrodomésticos panelados de PORCELANOSA CALEFACCIÓN Y AGUA CALIENTE Producción comunitaria de calefacción y A.C.S mediante sistema de Aerotermia con contadores individuales. Instalación a base de suelo radiante-refrescante. ELECTRICIDAD Y TELECOMUNICACIONES La Instalación de telecomunicaciones según reglamento de infraestructuras comunes de Telecomunicación. HONORARIOS DE INTERMEDIACIÓN INMOBILIARIA, NO INCLUIDOS EN EL PRECIO.",False,newdevelopment,True,True,6964.0,True,False,False,False,[],False,False,390000.0,€,flat,"Guindalera, Madrid","Ático en Antonia Ruiz Soro, 16",,,Guindalera,False,penthouse
108154022,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/91/0b/1335475735.webp,Bajo B,17,bj,325500.0,flat,sale,92.0,True,2,2,"plaza Barragán, 4",Madrid,Madrid,Carabanchel,es,40.3738315,-3.749555,True,https://www.idealista.com/obra-nueva/108154022/,"Te proponemos una vivienda funcional, actual y eficiente, adaptada a las tecnologías y necesidades que la sociedad demanda. Una vivienda amplia, cómoda y respetuosa con el medioambiente. La promoción la forman 29 viviendas dotadas de las más altas calidades de construcción y cuidadosos detalles en los acabados interiores. Dando una gran importancia a la luz y el espacio, todas las estancias tienen amplias ventanas para aprovechar al máximo la luz solar sin renunciar a la eficiencia energética, gracias a la calidad de los materiales empleados. Barragán 4 se distribuye en 5 plantas con 6 viviendas por planta y 5 en la planta baja, plazas de garajes en las plantas -1 y -2 y con zonas comunes en la 4ª planta que incluyen gimnasio, sauna, solárium de 30mts y vestuario con aseo. Viviendas de 2 o 3 dormitorios y 2 baños. Todas cuentan con un amplio salón/comedor diáfano con la cocina perfectamente integrada y el dormitorio principal con baño en suite.",False,newdevelopment,True,True,3538.0,True,False,False,False,[],False,False,325500.0,€,flat,"Buena Vista, Madrid","Piso en plaza Barragán, 4",True,True,Buena Vista,False,
