propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,hasLift,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107878704,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/bb/fd/1327046348.webp,,39,655000.0,countryHouse,sale,350.0,6,4,calle Egido,Madrid,Guadalix de la Sierra,,es,40.78573,-3.6936985,False,https://www.idealista.com/inmueble/107878704/,"CASA RURAL TURISTICA. Edificio incluido en el catalogo de patrimonio de la Comunidad de Madrid (ubicada en pleno centro de Guadalix, entre el ayuntamiento y la iglesia parroquial). Se trata de una solida edificación de piedra en mamposteria-silleria, construida en el año 1.900 con los mejores métodos y materiales de la época. Actualmente cuenta con diferentes reformas y actualizaciones que se han ido incorporando a lo largo de su historia, realizadas todas con el máximo respeto a su esencia arquitectónica. El edificio se encuentra en perfecto estado de mantenimiento, y tiene fácil conversión para uso profesional como hotel casa rural, con seis habitaciones posibles. La distribución de sus espacios se reparte en dos plantas principales mas una buhardilla, albergando en la baja uno de los dos salones, un dormitorio, un baño, despacho, cuarto de lavado, recibidor, cocina, despensa, y trastero. La planta baja también incluye un patio con espacio de aparcamiento y con cuarto de caldera. En su planta superior hay tres dormitorios, dos baños, distribuidor, y salón principal. Todos los espacios destacan por amplitud y luminosidad, así como por su ambiente genuino.",False,good,False,1871.0,False,False,False,False,[],False,False,655000.0,€,True,True,countryHouse,palacio,Guadalix de la Sierra,Palacio en calle Egido,,,,,,,
108627039,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/bd/eb/1350356946.webp,ENT1326,66,190000.0,countryHouse,sale,95.0,4,1,Chinchón,Madrid,Chinchón,,es,40.1411271,-3.4162461,False,https://www.idealista.com/inmueble/108627039/,"Globalpiso Entrevias vende, finca rústica, ubicada en Chinchon mas un terreno frente a la finca. La parcela cuenta con una vivienda de 95m2 construidos dividido en 2 plantas, la planta baja consta de salón, 1 dormitorio, cocina y baño completo, en la parte superior de la vivienda encontraremos 3 dormitorios y un aseo. tambien cuenta con garaje de 14m2, piscina, barbacoa y una cocina de verano. El agua es de pozo y dispone de placas solares, la calefacción es de carbón y leña, los suelos son de plaqueta y las ventanas de hierro y climalit. Los terrenos están separados por el camino de acceso a la finca y el limite posterior da al Rio Tajuña. Las líneas de transporte en autobús son: 430 y 337 con trayecto Madrid (Conde Casal) - Chinchón - Valdelaguna. El precio no incluye gastos como, ITP, notaría, gestoría, registros, ni intermediación inmobiliaria.",False,good,False,2000.0,True,False,True,False,[],False,False,190000.0,€,True,True,countryHouse,masia,Chinchón,Masía,bj,,,,,,
108528578,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/d3/7b/1347581623.webp,1825TN,57,595000.0,chalet,sale,556.0,4,4,"calle de Andalucía, 37 -23",Madrid,Algete,,es,40.6059942,-3.4996139,True,https://www.idealista.com/inmueble/108528578/,"INMOBILIARIA TÉCNICA NORTE, VENDE EXCLUSIVO CHALET EN URBANIZACIÓN PRIVADA, CON ZONAS COMUNES Y VISTAS ESPECTACULARES Consta de 298 m² construidos, repartidos en tres plantas y sobre una parcela de 556m2. Te presentamos esta impresionante vivienda unifamiliar que destaca por su amplitud, luminosidad y excelentes calidades, ubicada en una urbanización privada con piscina comunitaria, zonas verdes y parque infantil. Un entorno tranquilo y familiar, ideal para quienes buscan calidad de vida. Distribución: Planta principal: Un elegante hall de entrada da paso a un espectacular salón de 60m² con chimenea, grandes ventanales y doble ambiente, que se abre al jardín privado, aportando luz natural durante todo el día. La cocina es independiente, con acceso directo al jardín trasero, ideal para comidas al aire libre. Además, en esta planta encontrarás un dormitorio con baño completo con plato de ducha, perfecto como habitación de invitados o despacho. Planta superior: Cuenta con tres dormitorios dobles. La suite principal dispone de vestidor y baño completo. Un segundo baño completo da servicio a los otros dos dormitorios. Planta sótano: Dispone de un espacio tipo apartamento adicional, con dormitorio y baño completo con ducha, y acceso directo al amplio garaje con capacidad para dos vehículos. Detalles que marcan la diferencia: Materiales de alta calidad y diseñado al detalle Escalera interior en madera de haya, abierta al salón Fachada en ladrillo de era y zócalo en piedra de Colmenar Chimenea y aire acondicionado Suelo cerámico rústico, paredes lisas y puertas de roble Ventanas climalit Porche de madera con toldo Trastero en la planta sótano Jardín privado dividido en zona solada y césped natural Calefacción por gasoil con depósito de 1.000L Garaje para dos coches Urbanización con piscina comunitaria y vistas inmejorables La localidad se encuentra perfectamente comunicada con Madrid a través de una amplia red de autobuses interurbanos, unos que salen de Algete y otros que vienen de otros municipios. La principal vía de acceso es la A-1, aunque también cuenta con la vía de circunvalación M-50. Muy cerca de La Moraleja, Las Tablas, Ciudad de Telefónica y BBVA 'La Vela'. Esta vivienda combina comodidad, calidad y estilo en un entorno privilegiado. ¿Te imaginas viviendo aquí? ¡Llámanos y ven a visitarla, te enamorarás al primer paso!  ref: 1825TN.",False,good,False,1070.0,False,False,False,False,[],False,False,595000.0,€,True,True,chalet,independantHouse,Algete,"Casa independiente en calle de Andalucía, 37 -23",,,,,,,
108404265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/8a/8f/1343477008.webp,,24,510000.0,flat,sale,130.0,4,2,calle del Áncora,Madrid,Madrid,Arganzuela,es,40.4037937,-3.6912189,False,https://www.idealista.com/inmueble/108404265/,"Agencia inmobiliaria de MADRID | Oficina Tecnocasa ESTUDIO PASEO DELICIAS S. L. VENDE INMUEBLE EN FINCA SEÑORIAL CON PORTERO, A ESCASOS METROS DE LA ESTACIÓN DE ATOCHA. Descubre tu nuevo hogar en el corazón de Madrid! Este espectacular piso se encuentra a escasos metros de la emblemática estación de Atocha, ofreciéndote una ubicación inmejorable. Situado en una finca de 8 plantas con ascensor, cuenta con 130 m² construidos, te sorprenderá por el potencial que posee. Su amplia zona social brinda ese confort para compartir en familia y amigos momentos agradables, con zona de comedor muy versátil e inundada de luz en todo momento gracias a sus grandes ventanales. La calefacción es central de gas natural y el aire acondicionado garantizan tu confort durante todo el año. Con orientación norte, sur y oeste, disfrutarás de una temperatura agradable en todas las estaciones. No dejes pasar esta oportunidad única de vivir en un piso con carácter y todas las comodidades en una de las zonas más vibrantes de Madrid. - Cuatro habitaciones. - 2 baños. - Cocina. - Salón. - Comedor - Orientación Norte, Sur y Este. - Puertas interiores de madera. - Suelo de Parquet, Baldosa. - Calefacción central de gas natural. - Ventanas de Aluminio y madera - Aire acondicionado La cocina posee grandes ventanales y amplio espacio de almacenamiento. El Barrio de Delicias del distrito de Arganzuela es la zona mejor comunicada de todo España, por lo que con los años se ha venido convirtiendo en un punto de referencia de inversión para familias e inversores, gracias a su entorno y a los distintos transportes que llevan a cualquier parte de Madrid y otras ciudades. Ubicado en una zona muy tranquila, comunicada y demandada en los últimos años, a escasos minutos del Museo Nacional Centro de Arte Reina Sofia, Real Jardín Botánico, Parque de Madrid Rio siendo uno de los pulmones verdes de la ciudad. Este parque fue cerrado al tráfico casi en su totalidad y ahora es uno de los mejores espacios de la Comunidad de Madrid para poder practicar nuestro deporte favorito al aire libre. Además de espacios ajardinados, parques, colegios, zonas verdes, centros de salud, polideportivos y centros comerciales y de ocio en todo el entorno. Zona muy consolidada con todos los servicios. La vivienda se encuentra muy bien conectada con líneas de Metro, trenes, buses, Bancos, Bares, Parques. A escasos minutos andando de la parada de metro Palos de la frontera (Línea 3) y a escasos minutos andando de la estación de trenes de Atocha, además, con parada de autobús con líneas 8, 47, 55, 102, 247, 6, 19, 45, 47, 55, 59, 85, 86, N14, que le dirigen a diferentes zonas de Madrid. Preguntar por condiciones de venta. La información contenida en este anuncio no tiene carácter contractual ni vinculante, ya que podría contener alguna incorreción. En el precio de venta expuesto no se hayan incluidos los gastos de formalización de la compraventa, tales como honorarios de notaria, honorarios de la inscripción registral, honorarios por la tramitación e inscripción registral de escrituras ni el ITP (Impuesto de Transmisiones Patrimoniales, siendo el tipo máximo en la Comunidad de Madrid del 6%). Del mismo modo, en el precio anunciado, no se incluyen los honorarios de agencia al comprador, que ascienden al 3%+IVA (tipo impositivo 21%) sobre el precio fijado en la promesa de compra suscrita por el mismo. Tampoco se encuentra incluidos en el precio anunciado de venta otros tributos y gastos que pudieran existir al suscribir una hipoteca, tales como gastos de tasación, comisión bancaria de apertura del préstamo, AJD (Impuesto de Actos Jurídicos Documentados), gastos de segundas copias. Estaremos encantados de atenderle.",False,renew,False,3923.0,False,False,False,False,[],False,False,510000.0,€,,,flat,,"Palos de la Frontera, Madrid",Piso en calle del Áncora,1,False,True,Palos de la Frontera,,,
105050850,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/58/8b/1240198429.webp,,41,298700.0,chalet,sale,350.0,4,3,calle de Las Azas,Madrid,Patones,,es,40.867722,-3.4904253,False,https://www.idealista.com/inmueble/105050850/,"Edificio completo, con 350 m2 de construcción total. Por su excelente ubicación, dentro del exclusivo casco histórico de Patones de Arriba, y por el hecho de tratarse de un edificio nuevo, construido en 2001, resulta una gran oportunidad de inversión, con diferentes posibilidades o aprovechamientos, pudiéndose destinar a vivienda, o a otros usos profesionales como, Restaurante, Casa Rural, Comercio, etc. También existe la posibilidad de combinar dos diferentes usos, pues tiene dos entradas independientes y directas a calle. El inmueble se compone de tres plantas, por un lado esta la planta baja de 125 m2, con su propia entrada, y por otro lado, con otra entrada independiente, están las plantas primera con 125 m2 y segunda con 100 m2. Todo el edificio se encuentra en muy buenas condiciones, por lo que no requiere reforma, excepto aquellas modificaciones que se quieran hacer de adaptación personalizada, o cualquier remodelación de arreglos estética.",False,good,False,853.0,False,False,False,False,[],False,False,298700.0,€,,,chalet,terracedHouse,Patones,Chalet adosado en calle de Las Azas,,,,,,,
108729196,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/ef/93/1353405892.webp,,19,220000.0,flat,sale,33.0,1,1,calle de la Torrecilla del Leal,Madrid,Madrid,Centro,es,40.4106614,-3.6982744,False,https://www.idealista.com/inmueble/108729196/,"Agencia inmobiliaria de MADRID zona ANTÓN MARTÍN - LAVAPIÉS - LAS CORTES - REINA SOFÍA Oficina Tecnocasa ¡EN VENTA! Magnífico piso en calle Torrecilla del Leal. Ubicado en una tercera planta, esta propiedad se distribuye en un acogedor salón con cocina americana, un amplio baño con plato de ducha y una habitación situada en el altillo. La finca cuenta con un proyecto de instalación de ascensor ya aprobado. Excelente ubicación: a solo cinco minutos de Atocha-Renfe y muy cerca de la estación de metro Antón Martín (Línea 1). ¡No dejes pasar esta oportunidad! Agenda tu visita hoy mismo. ¡Excelente zona! Antón Martín es sin dudas uno de los barrios más alternativos de Madrid. En él conviven comercios tradicionales con locales modernos de ambiente cosmopolita y pequeñas tiendas donde encontrar moda y objetos curiosos. Punto de encuentro de gente diferente de todas las edades que tienen en común el gusto por descubrir el encanto de los barrios peculiares. Centros culturales, teatros y museos, así como mercados, restaurantes y bares, ofrecen a visitantes y locales una variada propuesta cultural, de ocio y gastronómica. Gracias por confiar en nosotros! Nos avalan 20 años de experiencia en la zona, formando parte de esta gran empresa, líder en España y Europa en el sector de la intermediación inmobiliaria. ¿Quiere conocer el valor real de su inmueble? Ofrecemos a nuestros vecinos VALORACIONES GRATUITAS y sin ningún compromiso de viviendas, locales y plazas de garaje. Asesoramiento y gestión en: COMPRAVENTA, ARRENDAMIENTO, CAMBIO de VIVIENDA, HERENCIA, VENTA DE NUDA PROPIEDAD, VENTA DE PROINDIVISO, CAMBIO de USO, CERTIFICADO ENERGÉTICO. Nuestro departamento KIRON, expertos en intermediación financiera, le ayudarán a encontrar la solución hipotecaria que mejor se adapte a sus necesidades. Estamos a su disposición para cualquier consulta.",False,good,False,6667.0,False,False,False,False,[],False,False,220000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de la Torrecilla del Leal,3,False,True,Lavapiés-Embajadores,,,
107442257,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/d3/34/1312744417.webp,HA2-010413,1,157000.0,flat,sale,115.0,3,2,avenida Coronel Queipo De Llano,Madrid,Navalcarnero,Centro,es,40.284568,-4.0173715,False,https://www.idealista.com/inmueble/107442257/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULO ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITAS IDEAL PARA INVERSORES Vivienda de 85 m², según Catastro, y 9 m² de elementos comunes a la venta en Navalcarnero, Madrid. Es una 3ª Planta en un bloque con ascensor.  Muy bien comunicado por carretera (M-600) y transporte público. Junto a varias paradas de autobús en Ronda de San Juan. Próximo a todo tipo de servicios e infraestructuras como centros educativos (IES Profesor Ángel Ysern), comercios, supermercados, farmacias, zonas verdes.. . SIN COMISIÓN.",False,good,False,1365.0,False,False,False,False,[],False,False,157000.0,€,,,flat,,"Centro, Navalcarnero",Piso en avenida Coronel Queipo De Llano,3,True,True,,163000.0,6000.0,4.0
108776440,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/a3/2a/1354994583.webp,,15,190000.0,flat,sale,69.0,2,2,calle de la Paz,Madrid,Alcobendas,Alcobendas Centro,es,40.5381776,-3.6325992,False,https://www.idealista.com/inmueble/108776440/,"Agencia Inmobiliaria en Ensanche y Centro Alcobendas - Tecnocasa CONSULTING ALCOBENDAS SL; ofrece: EN VENTA: PROMOCIÓN DE VIVIENDAS DE 1/2 DORMITORIOS A ESTRENAR, CON ACCESO DESDE DENTRO DEL PORTAL, JUNTO A LA IGLESIA SAN PEDRO. Se trata de la construcción de Tres viviendas independientes con acceso desde portal exclusivo para para estas viviendas, con acceso desde la calle La Paz, a pocos metros de la Iglesia San Pedro, formando parte de una finca familiar del año 1976. El proyecto está conformado por tres tipologías, desde 160.000 €: *Vivienda de 45 mts, 40 mts útiles, 1 dormitorio doble con armario, 1 baño completo (posibilidad de segundo baño), zona de vestidor con posibilidad de segunda habitación, salón con cocina americana.  *Vivienda de 43 mts, 38 mts útiles, 1 dormitorio doble con armario, 2 baños completos, zona de vestidor con posibilidad de segunda habitación, salón con cocina americana.  *Vivienda de 69 mts, 62 mts útiles, 1 dormitorio doble con armario, 2 baños completos, zona de vestidor con posibilidad de segunda habitación, salón con cocina americana. Dichos inmuebles se encuentran actualmente en obra y en trámites de licencia mediante el Ayuntamiento de Alcobendas.  La obra contará con materiales de calidad alta, entregándose la vivienda en obra blanca, con electrodomésticos empotrados (placa, horno, campana), Calefacción de Gas Natural, A/A en Salón, todo listo para estrenar.  Situado en excelente zona con acceso a todos los servicios, próximo a paradas de buses, estación de metro Marques de la Valdavia, a pocos metros de todos los comercios y servicios de la zona. Consulte nuestra posibilidad de financiación. Le asesoramos de forma gratuita y sin compromiso. PARA MAYOR INFORMACIÓN, NO DUDE EN CONTACTARNOS.",False,good,False,2754.0,True,False,False,False,[],False,False,190000.0,€,,,flat,,"Alcobendas Centro, Alcobendas",Piso en calle de la Paz,bj,True,False,,,,
108317839,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/30/f0/1340521144.webp,,23,340000.0,flat,sale,41.0,1,1,avenida de la Reina Victoria,Madrid,Madrid,Chamberí,es,40.4479371,-3.7040079,False,https://www.idealista.com/inmueble/108317839/,"""Tecnocasa Guzmán el Bueno (Registros de agentes inmobiliarios; Rain Nº000792/23) ""Protección de consumidores y usuarios"" VENDE: Apartamento. Piso con una ubicación privilegiada y muy buena luz, situado en la Avenida Reina Victoria a escasos metros del Parque Santander y Cuatro Caminos en zona Vallehermoso, Madrid 340.000 Euros. Se vende piso de 41 m2 según nota catastral, exterior, con orientación Este. Apartamento, 1 cuarto de baño, habitación con armario, hall y cocina. Planta quinta de un edificio de seis alturas, con ascensores. Con todos los servicios (colegios, supermercados, bancos, centro de salud) y con excelentes comunicaciones en transporte publico (metro L6 y L7 -paradas Guzmán el Bueno y Cuatro Caminos y autobuses 2, 44, 45, 64, 127, 132, C y F). ¡Oportunidad! Con Kiron y sus consejeros de crédito podrás encontrar la hipoteca que mejor se adapte a tus necesidades de financiación, valorando todas las ofertas que ofrecen las entidades bancarias de nuestro país con la posibilidad de financiación hasta 100 x 100, asesórate gratis y sin compromiso-. "". ¡MÁS DE 30 AÑOS NOS AVALAN EN EL BARRIO! -Reserva tu visita. -.",False,good,False,8293.0,False,False,False,False,[],False,False,340000.0,€,,,flat,,"Vallehermoso, Madrid",Piso en avenida de la Reina Victoria,5,True,True,Vallehermoso,,,
108644994,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/43/55/1350896585.webp,,24,650000.0,flat,sale,113.0,3,2,CL TEJAR,Madrid,Majadahonda,Zona Carretera del Plantío,es,40.4747694,-3.8545143,False,https://www.idealista.com/inmueble/108644994/,"¡Descubre tu nuevo hogar en Majadahonda! Este espectacular piso de 99 m² es una oportunidad única para disfrutar de una vida de calidad en un entorno privilegiado. Con 3 dormitorios y 2 baños, esta vivienda ha sido reformada recientemente, lo que garantiza un estado excelente y moderno. La luminosidad y el espacio se combinan a la perfección, con armarios empotrados que optimizan cada rincón. Imagina relajarte en el pequeño balcón mientras disfrutas de las vistas a las zonas verdes que rodean la urbanización. Aquí, la tranquilidad y el bienestar son parte del día a día. La urbanización cuenta con piscina, jardín y plaza de garaje, además de un trastero para mayor comodidad.  Situado en una zona con todos los servicios necesarios, como centros comerciales y colegios internacionales, este piso se encuentra a un paso del centro de Madrid. La comunidad tiene un coste de 150€ al mes y el IBI es de aproximadamente 700€, lo que hace que la calidad de vida sea aún más atractiva. ¡No dejes pasar esta oportunidad y ven a conocer tu nuevo hogar!",False,renew,False,5752.0,False,False,False,False,[],False,False,650000.0,€,True,True,flat,,"Zona Carretera del Plantío, Majadahonda",Piso en Cl Tejar,1,True,True,,,,
108807112,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/18/01/1355719375.webp,,29,229000.0,flat,sale,76.0,3,1,CL PUENTE RIALTO,Madrid,Alcalá de Henares,Venecia - Nueva Alcalá,es,40.4779648,-3.3602671,False,https://www.idealista.com/inmueble/108807112/,"INMOBILIARIA EN BARRIO VENECIA ALCALÁ DE HENARES-TECNOCASA ESTUIO ALCALA BARRIO VENECIA, SLU"" vende,   acogedor piso completamente reformado en el barrio de Venecia, Alcalá de Henares, ideal para quienes buscan comodidad y cercanía al casco histórico. Con 76 m², esta vivienda exterior ha sido totalmente reformada, ofreciendo un ambiente moderno y funcional. Cuenta con tres dormitorios bien distribuidos y un baño equipado con plato de ducha. La fontanería y electricidad han sido renovadas, garantizando tranquilidad y seguridad. El salón y los dormitorios están climatizados con aire acondicionado, asegurando confort durante todo el año. Las paredes lisas y las puertas laminadas aportan un toque elegante y contemporáneo. Además, podrás disfrutar de una terraza perfecta para momentos de relax. también están cambiadas todas las ventanas ofreciendo de esta manera un buen aislammiento tanto térmico como acústico. La cocina cuenta con muebles altos y bajos de diseño de la mejor calidad. Construido en 1973, este piso combina la solidez de su estructura original con las ventajas de una reforma actual. No pierdas la oportunidad de vivir en una zona con historia y encanto, con todas las comodidades a tu alcance. 'VENGA A VISITARLO SIN COMPROMISO, Y RECUERDE QUE LE PODEMOS CONSEGUIR HASTA EL 100% DE FINANCIACIÓN CON NUESTRO DEPARTAMENTO FINANCIERO KIRON. '.",False,good,False,3013.0,False,False,False,False,[],False,False,229000.0,€,,,flat,,"Venecia - Nueva Alcalá, Alcalá de Henares",Piso en Cl Puente Rialto,7,False,True,,,,
108827145,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/5b/84/1356280586.webp,,16,225000.0,flat,sale,85.0,2,1,AV VIENA,Madrid,Coslada,Ciudad 70,es,40.4207294,-3.5451239,False,https://www.idealista.com/inmueble/108827145/,"Agencia inmobiliaria Tecnocasa de COSLADA. Zona CIUDAD 70, LA ESPINILLA, PARQUE BLANCO. EN VENTA:  Descubre esta acogedora vivienda con una ubicación inmejorable en el centro de ciudad 70. La vivienda se encuentra en la avenida de VIENA.  Ideal para quienes buscan un hogar cómodo y bien ubicado. Este piso de 80 m² ofrece un espacio funcional con un gran salón, antiguamente era de tres dormitorios, pero lo dejaron en dos. La propiedad cuenta con un baño completo,   cocina equipada con salida a una pequeña TERRAZA. Cuenta con una GRAN TERRAZA con acceso desde el salón.  Tiene ASCENSOR Y TRASTERO. Construido en 1973, este hogar combina el encanto de su época con las comodidades modernas. La distribución del piso permite aprovechar al máximo cada metro cuadrado, ofreciendo un ambiente cálido y acogedor. Su ubicación en Coslada proporciona fácil acceso a servicios, transporte público y áreas comerciales, haciendo de esta propiedad una opción práctica para el día a día. No pierdas la oportunidad de visitar este piso y descubrir todo lo que tiene para ofrecer. Contáctanos para más información y para agendar una visita.",False,good,False,2647.0,False,False,False,False,[],False,False,225000.0,€,,,flat,,"Ciudad 70, Coslada",Piso en Av Viena,4,True,True,,,,
106706861,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/d8/e5/1291594753.webp,,1,2090000.0,penthouse,sale,137.0,2,2,calle de Bárbara de Braganza,Madrid,Madrid,Centro,es,40.4248529,-3.6923077,False,https://www.idealista.com/inmueble/106706861/,"Belton Real Estate ofrece este maravilloso ático en una de las calles más representativas de Justicia. Situado en un edificio representativo de principios de siglo. La vivienda cuenta con 130 metros cuadrados que se distribuyen en 2 habitaciones y 2 baños, cocina americana de diseño y salón con amplio ventanal con unas maravillosas vistas. Este ático ha sido totalmente reformado con materiales de primera calidad, lo que garantiza un ambiente moderno y lujoso en todo momento. Cada rincón ha sido diseñado y decorado con un gusto excelente. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,15255.0,False,False,False,False,[],False,False,2090000.0,€,,,flat,penthouse,"Chueca-Justicia, Madrid",Ático en calle de Bárbara de Braganza,6,True,True,Chueca-Justicia,,,
108717577,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/50/38/1353036256.webp,RS-2,16,152000.0,flat,sale,45.0,2,1,calle de Ramón Sainz,Madrid,Madrid,Carabanchel,es,40.3860689,-3.7373531,False,https://www.idealista.com/inmueble/108717577/,"Agencia inmobiliaria de Madrid - zona Carabanchel, Vista Alegre - Tecnocasa Estudio Carabanchel - Vista Alegre Sl Piso en venta en la Calle Ramón Sainz.   Consta de 2 dormitorios, salón, cocina y baño.    Piso interior para entrar a vivir. Actualmente alquilado. Vencimiento del contrato en Marzo del año 2027. Zona con variedad de servicios (supermercados, colegios, transporte público.. . ) Muy cerca de calles principales como General Ricardos y Avenida de Oporto. Muy cerca del metro de Vista Alegre (L5) y del metro de Oporto (L5-L6). Contacta con nosotros sin ningún tipo de compromiso y concierta una cita en la que además de conocer el inmueble te asesorará financieramente sobre las condiciones de crédito actuales, uno de nuestros asesores financieros de Kiron.",False,good,False,3378.0,False,False,False,False,[],False,False,152000.0,€,,,flat,,"Vista Alegre, Madrid",Piso en calle de Ramón Sainz,1,False,False,Vista Alegre,,,
108435476,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/f6/12/1344789214.webp,,17,148500.0,flat,sale,86.0,2,1,CL FUENTE ALTA,Madrid,Villalbilla,,es,40.4312555,-3.2998883,False,https://www.idealista.com/inmueble/108435476/,"¡TECNOCASA VENDE LUMINOSO PISO EN EL CENTRO DE VILLALBILLA! Se ofrece a la venta un luminoso y acogedor piso situado en el centro del municipio de Villalbilla. Cerca de parada de autobús, bancos, bares, tiendas de alimentación, varios colegios, colegio, farmacia.. . A 10 minutos de Alcalá de Henares y 20 minutos de Torrejón de Ardoz. La vivienda cuenta con una excelente distribución: Salón comedor con acceso a un balcón. Cocina independiente. Baño completo con plato de ducha. Dos dormitorios con salida a balconcito, y el dormitorio principal con práctico armario empotrado. La vivienda cuenta con UNA PLAZA DE GARAJE y la calefacción es electrica. Ideal tanto como primera vivienda como inversión. NO DUDES EN CONTACTAR CON NOSOTROS PARA MAS INFORMACIÓN. CONSULTA CON NUESTRO DEPARTAMENTO FINANCIERO LAS MEJORES OPCIONES PARA TU HIPOTECA AL 100%.",False,good,False,1727.0,False,False,False,False,[],False,False,148500.0,€,True,True,flat,,Villalbilla,Piso en Cl Fuente Alta,1,True,False,,,,
107655995,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/4b/24/1318965479.webp,,78,935000.0,chalet,sale,270.0,5,3,calle Luxemburgo,Madrid,Villaviciosa de Odón,Centro,es,40.365613,-3.9117965,False,https://www.idealista.com/inmueble/107655995/,"Descubre el hogar de tus sueños en Villaviciosa de Odón A pocos minutos de la Ciudad Financiera del Santander. Este impresionante chalet pareado, con 270 m² construidos y una parcela de 300 m², te ofrece un estilo de vida inigualable.  En perfecto estado y listo para entrar a vivir, cuenta con 4 dormitorios (antes 5) y 3 baños, distribuidos en tres plantas llenas de luz natural. La planta baja te da la bienvenida con un elegante recibidor, un despacho versátil, un aseo de cortesía y una cocina-office moderna con zona de lavado. El amplio salón comedor se abre a un porche con jacuzzi privado y un jardín donde podrás relajarte. En la planta superior, disfruta de una suite espaciosa, dos dormitorios adicionales y un baño completo.  La planta semi-sótano alberga un gran garaje para tres coches y un trastero, con la posibilidad de transformarlo en un apartamento independiente.  Situado en una de las mejores áreas residenciales, este chalet combina tranquilidad y proximidad a todos los servicios necesarios, con acceso directo a la M-501 y cercanía a la Ciudad Financiera del Santander y la Universidad Europea de Madrid. Ideal tanto para familias como para inversores, este inmueble es una oportunidad única que no puedes dejar escapar.  980€/IBI 0€ GASTOS COMUNIDAD ¡Ven a visitarlo y enamórate!",False,good,False,3463.0,False,False,False,False,[],False,False,935000.0,€,True,True,chalet,semidetachedHouse,"Centro, Villaviciosa de Odón",Chalet pareado en calle Luxemburgo,,,,,,,
