propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108515352,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/76/af/1347544573.webp,AA0080,62,1,890000.0,flat,sale,127.0,True,2,3,"calle de San Bartolomé, 13",Madrid,Madrid,Centro,es,Chueca-Justicia,40.4219391,-3.698629,True,https://www.idealista.com/inmueble/108515352/,"¡VIVE EL AUTENTICO MADRID EN EL CORAZON DE CHUECA¡ ¿Sueñas con despertar en el epicentro de la vida madrileña, rodeado de historia, cultura y el ambiente más vibrante de la ciudad? Este es tu momento. Te presentamos una joya en una de las calles más castizas y emblemáticas de Madrid: la calle San Bartolomé, en el inconfundible barrio de Chueca. Chueca no es solo un barrio, es un estilo de vida. Un crisol de tendencias donde la tradición se fusiona con la vanguardia. Sus calles peatonales invitan a pasear y descubrir sus coquetos cafés, sus innovadoras galerías de arte, tiendas de diseño y una oferta gastronómica que deleitará todos tus sentidos. Aquí cada día es una aventura, cada rincón una sorpresa. Desde sus plazas llenas de vida hasta sus rincones más bohemios, Chueca es el lugar donde quieres estar. Un hogar de ensueño donde el lujo se encuentra con la historia Imagina cruzar el umbral de este espectacular piso reformado y sentir cómo el encanto del Madrid antiguo se fusiona con las más altas calidades y un diseño exquisito. Sus techos altos y la luz que inunda cada estancia crean una sensación de amplitud y bienestar inigualable. La vivienda se distribuye de manera inteligente para ofrecer el máximo confort y funcionalidad: La cocina y el salón están inteligentemente separados por una hermosa isla, creando un espacio diáfano pero con zonas bien definidas. La cocina cuenta con muchísimo almacenamiento y electrodomésticos integrables, que se adaptan perfectamente al diseño del salón. Este diseño es muy acogedor, ideal para seguir conversando con familiares y amigos mientras preparas tus platos favoritos. El salón, reformado con materiales de alta calidad, es un espacio elegante y acogedor, perfecto para relajarse o recibir a tus invitados. Desde aquí, sus dos encantadores balconcitos te invitan a asomarte y sentir el pulso de la calle San Bartolomé, disfrutando de una luz natural excepcional durante todo el día. Completa la zona de día un práctico aseo. La zona de noche ofrece la máxima privacidad con dos habitaciones, cada una con su propia suite y armario empotrado. La suite principal es un auténtico oasis: además de su espacioso baño en suite y un práctico vestidor, cuenta con una zona de despacho adicional integrada en la misma habitación, ideal para teletrabajar o disfrutar de un espacio de lectura tranquilo. Cada detalle ha sido cuidadosamente seleccionado para ofrecer una experiencia de vida única: desde los acabados de primera hasta la perfecta distribución que maximiza cada metro cuadrado. Este piso no es solo una vivienda; es un refugio de diseño y confort en el corazón de la ciudad. ¡No dejes escapar esta oportunidad única! Un piso con estas características, en una ubicación tan privilegiada y con un diseño tan cuidado, no estará mucho tiempo en el mercado. Es la oportunidad que estabas esperando para invertir en calidad de vida y en un valor seguro en Madrid. ¿Estás listo para empezar a vivir la vida que siempre soñaste? ¡Contacta con nosotros hoy mismo para concertar una visita! Te aseguramos que te enamorarás al instante.",False,good,False,False,7008.0,True,False,True,False,[],False,False,890000.0,€,flat,"Chueca-Justicia, Madrid","Piso en calle de San Bartolomé, 13",Top,,,,,,,
108905416,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/22/c1/1358506144.webp,VM2507083,45,7,3700000.0,flat,sale,415.0,True,5,5,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4265417,-3.6744844,False,https://www.idealista.com/inmueble/108905416/,"VIVIENDA DE CINCO HABITACIONES EN BARRIO DE SALAMANCA Ubicada en una séptima planta de una distinguida finca regia típica del barrio de Salamanca y junto a El Corte Inglés de Goya y la Plaza Felipe II, a pocos minutos caminando del Parque del Retiro y Recoletos, encontramos esta impresionante vivienda exterior de 415m2 según catastro con vistas despejadas a unas de las calles más emblemáticas del barrio de Salamanca. Nada más entrar nos encontramos con un amplio recibidor, que nos abre paso a un gran salón dividido en diferentes ambientes con zona de estar, zona comedor y despacho con una preciosa biblioteca y un aseo de cortesía. Las diferentes áreas cuentan con una magnifica luz natural gracias a sus grandes ventanales. Encontramos una espectacular cocina con office, vinoteca y electrodomésticos de alta gama. Desde la cocina se accede al área de servicio, que cuenta con habitación de servicio, baño, zona de lavado y de plancha. Además, dispone de zona de estar que serviría como comedor de diario. Desde el pasillo se accede a la zona de descanso con cuatro habitaciones, de ellas la master cuenta con baño en suite y un magnífico vestidor. En total, cinco habitaciones y cinco baños. A destacar la amplitud de sus espacios y la maravillosa luz natural que dispone la vivienda gracias a grandes ventanales y a la distribución totalmente exterior. El piso cuenta con derecho de plaza de garaje con acceso directo en finca, y posibilidad de adquirir otra en finca aledaña. la vivienda cuenta con trastero. . La zona de Goya, dentro del exclusivo Barrio de Salamanca, es uno de los enclaves más privilegiados de la capital. Su excelente ubicación, cercano al emblemático Parque del Retiro y a pocos metros de la Milla de Oro, y la ventaja poder disfrutar a pie de los mejores restaurantes, comercios, zonas de ocio, colegios, hospitales, zonas verdes y todos los servicios necesarios, le convierten en una de las zonas más prestigiosas y demandadas de Madrid, tanto como zona de vivienda habitual como también para obtener una alta rentabilidad en una compra de inversión. A destacar las ventajas de esta zona por su red de conexiones a través de numerosas líneas de transporte público y fácil acceso a la M30. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,8916.0,False,False,False,False,[],False,False,3700000.0,€,flat,"Goya, Madrid",Piso,Top,True,True,,,,,
107906268,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/d9/8c/1331313135.webp,,40,9,1075000.0,flat,sale,160.0,True,5,3,calle de Arturo Soria,Madrid,Madrid,Ciudad Lineal,es,Costillares,40.4798509,-3.667944,False,https://www.idealista.com/inmueble/107906268/,"Presentamos exclusivo piso, con cinco dormitorios, tres baños y dos plazas de garaje, moderno, muy luminoso, completamente exterior, en una de las mejores zonas de Madrid,  la zona norte. -  La vivienda se ubica, màs en concreto, en Pinar de Chamartìn, zona muy residencial, pero con todos los servicios a su alcance: restauraciòn, financieros, escolares, sanitarios, comerciales, ocio  etc. - Y con una gran red de infraestructuras, tanto, viales, como de transporte pùblico: metro, bus, tren. -El piso està situado en un recinto vigilado las 24h, con piscina, gimnasio, sala comunitaria, padel, squash, sauna y con zonas ajardinadas. - Con una superficie de 160 m2, distruibuidos primero, en un denominado "" Concepto abierto o Open Concept "", que integra el salòn, comedor y cocina, teniendo una amplitud, versatilidad, y conexiòn visual entre las zonas, promoviendo la interacciòn social. - Cinco dormitorios y tres baños, uno de ellos en suite. - Zona independiente de lavado, secado y almacenamiento.  Calefaccion y agua caliente, individual, por gas natural. A/A por conductos. -   Armarios empotrados en todas las habitaciones.  Anexo a la vivienda dos plazas de garaje y trastero. -. El edificio dispone de generadores para los ascensores, en caso, de fallo eléctrico. -.",False,good,False,True,6719.0,True,False,True,False,[],False,False,1075000.0,€,flat,"Costillares, Madrid",Piso en calle de Arturo Soria,Top,True,True,,,,,
108349294,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/0a/7b/1341452545.webp,9908/VI-3 -B,24,3,813000.0,duplex,sale,168.0,True,4,3," Oro, 3",Madrid,Pozuelo de Alarcón,Somosaguas,es,Somosaguas,40.4296639,-3.7858338,True,https://www.idealista.com/obra-nueva/108349294/,"¡Última vivienda!  OBRAS INICIADAS iKasaClass Alcea te abre las puertas de tu nuevo hogar. Sus flores, como pequeñas sonrisas, te invitan a hacer de tu nuevo hogar un lugar acogedor, donde los pequeños detalles cobran vida.  Ubicado en Somosaguas, dentro del municipio de Pozuelo de Alarcón, a tan solo 10 minutos de la ciudad de Madrid.  Somosaguas es el destino ideal para aquellos que buscan un hogar donde puedan disfrutar de la paz y la comodidad sin renunciar al acceso a todo lo que tiene la ciudad para ofrecer.  Gracias a su proximidad a Húmera cuenta con los principales servicios básicos a pocos metros, además la principal zona comercial y de ocio de Pozuelo de Alarcón, la Avenida de Europa, y servicios hospitalarios, deportivos y educativos se encuentran a pocos minutos de la promoción.  Este singular proyecto está formado por 29 viviendas únicas de 1 a 4 dormitorios, con plaza de garaje y trastero. Se desarrollará en régimen de cooperativa.  Las viviendas más pequeñas, las de 1 y 2 dormitorios, han sido diseñadas con la premisa de crear hogares acogedores y amplios, con una distribución cuidada que aprovecha todos los espacios y saca el mejor partido de ellos.  Mientras que, en las viviendas más amplias, con 3 dormitorios y dúplex 3 y 4 dormitorios, se prioriza la amplitud de los espacios y la separación entre las zonas de día y de noche para garantizar una mayor privacidad. Cada una de viviendas ha sido diseñada con atención a cada detalle, ofreciendo un equilibrio perfecto entre funcionalidad y lujo, adaptándose a tus necesidades y estilo de vida.  La sostenibilidad es una pieza clave de este proyecto. Las viviendas incluyen un sistema de climatización por aerotermia con suelo radiante y refrescante, para que disfrutes del máximo confort en la climatización de tu vivienda, reduciendo el consumo energético. iKasaClass Alcea, dispone de zonas comunes en las que crear recuerdos: piscina en la cubierta, en la que podrás disfrutar de maravillosas vistas de la naturaleza que te rodea, zona chill out en la que relajarte mientras respiras el aire más puro y gimnasio para despejarte después de un duro día de trabajo. Vive plenamente, disfruta del momento y encuentra paz en la naturaleza en iKasaClass Alcea, ¿quieres conocerlo?  ¿Quieres conocer más detalles? Ponte en contacto con nosotros y te informaremos encantados. Para acudir a la oficina comercial será necesario concertar una cita previa a través del teléfono de contacto o el formulario que encontrará en nuestra web.",False,newdevelopment,True,True,4839.0,True,False,False,False,[],False,False,813000.0,€,flat,"Somosaguas, Pozuelo de Alarcón","Dúplex en  Oro, 3",Top,True,True,False,duplex,,,
108531143,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/69/ef/1347852997.webp,P1 4D,19,4,359900.0,flat,sale,91.0,True,2,2,"avenida Provisional Ahijones Berrocales Cuatro, 85",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3681514,-3.5753827,True,https://www.idealista.com/obra-nueva/108531143/,"Pisos de 2, 3 y 4 dormitorios con plaza de garaje y trastero incluido. Tu nueva vida empieza aquí: pisos de obra nueva en Madrid con todo lo que necesitas  Si estás buscando una vivienda nueva en Madrid que combine confort, eficiencia energética, diseño y una excelente ubicación, Residencial Ipanema es la oportunidad perfecta. Ubicado en Los Berrocales, uno de los desarrollos urbanísticos más prometedores de la capital, este exclusivo proyecto ofrece 58 pisos de obra nueva de 2, 3 y 4 dormitorios, pensados para ofrecer calidad de vida, eficiencia y bienestar en cada detalle. Sé de los primeros en elegir tu nuevo hogar en una de las zonas con mayor proyección de Madrid y disfruta de un entorno diseñado para el presente y preparado para el futuro.  Viviendas con calificación energética A  Todas las viviendas cuentan con Calificación Energética A, una garantía de eficiencia, ahorro energético y compromiso con el medio ambiente. Incorporan un sistema de aerotermia con apoyo de paneles fotovoltaicos, así como suelo radiante y refrescante, lo que proporciona una temperatura confortable durante todo el año, sin necesidad de sistemas de calefacción o refrigeración tradicionales.  Este tipo de climatización, además de ser respetuosa con el entorno, permite un mayor control del consumo energético y una reducción notable en los gastos mensuales, mejorando el confort de forma eficiente.  Personaliza tu hogar: elige tu hogar a tu gusto  Uno de los grandes valores añadidos de Residencial Ipanema es que puedes adaptar tu casa a tu estilo. Gracias al programa de libre elección de calidades, podrás seleccionar entre diferentes acabados en suelos, pintura y cocina. Así, tu hogar no solo será funcional y moderno, sino también reflejo de tu personalidad y gustos.  Además, las viviendas incluyen cocinas completamente amuebladas y equipadas con electrodomésticos, preparadas para que puedas empezar a vivir desde el primer día sin preocuparte por reformas o instalaciones.  Zonas comunes para disfrutar al máximo  Disfruta de zonas comunes con piscina con sistema de depuración salina, gimnasio, zona de coworking, zona de juegos infantiles, taquillas electrónicas y biciparking.  Los Berrocales: una ubicación con futuro y grandes conexiones  Los Berrocales es un desarrollo urbanístico, cercano al Ensanche de Vallecas y bien comunicado con accesos a la M-45, M-50, Autovía A.-3 y prolongación de la Gran Avenida del Sureste, permitiendo así aprovechar los servicios de un barrio consolidado, como centro de salud, residencia de mayores, escuelas infantiles, colegios, institutos, etc.  Tu futuro hogar está en Residencial Ipanema  Residencial Ipanema se ubica en la Etapa III del sector Berrocales. Esta zona ha sido planificada para ofrecer una combinación equilibrada de viviendas modernas, espacios verdes, servicios, centros educativos y zonas comerciales.  Visítanos y da el primer paso hacia tu nuevo hogar  Nuestro equipo comercial está disponible para asesorarte y ayudarte a elegir la vivienda que mejor se adapta a tus necesidades.  Te esperamos en nuestra oficina de ventas al lado de la Junta de Compensación de Los Berrocales, Madrid, donde podrás descubrir todo lo que ofrece Residencial Ipanema, una promoción pensada para mejorar tu vida.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",False,newdevelopment,True,True,3955.0,True,False,False,False,[],False,False,359900.0,€,flat,"Los Berrocales, Madrid","Piso en avenida Provisional Ahijones Berrocales Cuatro, 85",Top,True,True,False,,,,
108025788,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/ce/96/1331559295.webp,1619,40,3,780000.0,flat,sale,97.0,True,3,1,calle de Alberto Aguilera,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4278641,-3.7101028,False,https://www.idealista.com/inmueble/108025788/,"Se vende magnifico piso en la misma calle alberto aguilera, junto a la glorieta de san bernardo, una de las zonas con mayor demanda de la capital por sus excelentes comunicaciones y su oferta de ocio, cultura y servicios.   piso exterior con dos balcones a la calle alberto aguilera. Con amplio salón, comedor independiente, sala de estar, dos dormitorios (uno de ellos con armario empotrado), cuarto de baño completo y cocina independiente. Además cuenta con un trastero abuhardillado de 22 m independiente de la casa con dos ventanas velux.   techos de más de tres metros de altura, ventanas de madera con cristal climalit, calefacción individual de gas natural, aire acondicionado, chimenea, suelos de tarima y pintura lisa.   finca completamente rehabilitada con fachada clásica. Escalera de madera y mármol y ascensor.   mejor ver.",False,good,False,True,8041.0,True,False,True,False,[],False,False,780000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle de Alberto Aguilera,Top,,,,,,,
108560671,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/89/8f/1339313337.webp,P1 1A,19,1,417900.0,flat,sale,124.0,True,3,2,"avenida Provisional Ahijones Berrocales Cuatro, 85",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3681514,-3.5753827,True,https://www.idealista.com/obra-nueva/108560671/,"Pisos de 2, 3 y 4 dormitorios con plaza de garaje y trastero incluido. Tu nueva vida empieza aquí: pisos de obra nueva en Madrid con todo lo que necesitas  Si estás buscando una vivienda nueva en Madrid que combine confort, eficiencia energética, diseño y una excelente ubicación, Residencial Ipanema es la oportunidad perfecta. Ubicado en Los Berrocales, uno de los desarrollos urbanísticos más prometedores de la capital, este exclusivo proyecto ofrece 58 pisos de obra nueva de 2, 3 y 4 dormitorios, pensados para ofrecer calidad de vida, eficiencia y bienestar en cada detalle. Sé de los primeros en elegir tu nuevo hogar en una de las zonas con mayor proyección de Madrid y disfruta de un entorno diseñado para el presente y preparado para el futuro.  Viviendas con calificación energética A  Todas las viviendas cuentan con Calificación Energética A, una garantía de eficiencia, ahorro energético y compromiso con el medio ambiente. Incorporan un sistema de aerotermia con apoyo de paneles fotovoltaicos, así como suelo radiante y refrescante, lo que proporciona una temperatura confortable durante todo el año, sin necesidad de sistemas de calefacción o refrigeración tradicionales.  Este tipo de climatización, además de ser respetuosa con el entorno, permite un mayor control del consumo energético y una reducción notable en los gastos mensuales, mejorando el confort de forma eficiente.  Personaliza tu hogar: elige tu hogar a tu gusto  Uno de los grandes valores añadidos de Residencial Ipanema es que puedes adaptar tu casa a tu estilo. Gracias al programa de libre elección de calidades, podrás seleccionar entre diferentes acabados en suelos, pintura y cocina. Así, tu hogar no solo será funcional y moderno, sino también reflejo de tu personalidad y gustos.  Además, las viviendas incluyen cocinas completamente amuebladas y equipadas con electrodomésticos, preparadas para que puedas empezar a vivir desde el primer día sin preocuparte por reformas o instalaciones.  Zonas comunes para disfrutar al máximo  Disfruta de zonas comunes con piscina con sistema de depuración salina, gimnasio, zona de coworking, zona de juegos infantiles, taquillas electrónicas y biciparking.  Los Berrocales: una ubicación con futuro y grandes conexiones  Los Berrocales es un desarrollo urbanístico, cercano al Ensanche de Vallecas y bien comunicado con accesos a la M-45, M-50, Autovía A.-3 y prolongación de la Gran Avenida del Sureste, permitiendo así aprovechar los servicios de un barrio consolidado, como centro de salud, residencia de mayores, escuelas infantiles, colegios, institutos, etc.  Tu futuro hogar está en Residencial Ipanema  Residencial Ipanema se ubica en la Etapa III del sector Berrocales. Esta zona ha sido planificada para ofrecer una combinación equilibrada de viviendas modernas, espacios verdes, servicios, centros educativos y zonas comerciales.  Visítanos y da el primer paso hacia tu nuevo hogar  Nuestro equipo comercial está disponible para asesorarte y ayudarte a elegir la vivienda que mejor se adapta a tus necesidades.  Te esperamos en nuestra oficina de ventas al lado de la Junta de Compensación de Los Berrocales, Madrid, donde podrás descubrir todo lo que ofrece Residencial Ipanema, una promoción pensada para mejorar tu vida.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",False,newdevelopment,True,True,3370.0,True,False,False,False,[],False,False,417900.0,€,flat,"Los Berrocales, Madrid","Piso en avenida Provisional Ahijones Berrocales Cuatro, 85",Top,True,True,False,,,,
107836658,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/fa/68/1325812119.webp,,20,bj,149000.0,studio,sale,22.0,False,0,1,calle del Salitre,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.410966,-3.698989,False,https://www.idealista.com/inmueble/107836658/,"La Casa Agency Lavapiés gestiona un piso en venta en la calle Salitre del multicultural barrio de Lavapiés – Embajadores en Madrid centro. El inmueble se encuentra en un edificio del año 1988 y muy cerca de la calle Santa Isabel, una de las arterias principales del barrio y, sin duda, de las más protagonistas. Se distribuye en las siguientes estancias: - Salón-dormitorio - Cocina independiente - Cuarto de baño completo. La vivienda se encuentra en buen estado y se le ha realizado en el año 2025 un tratamiento contra las humedades que ofrece una garantía de 2 años. Este inmueble es una buena opción para adquirir tu primera vivienda o para hacer una pequeña inversión. Cabe destacar que el barrio de Lavapiés – Embajadores cuenta con una gran variedad de servicios sociales, de salud, educativos, financieros, gastronómicos, culturales y de ocio. Así como comerciales, con 2 mercados municipales, varios supermercados de las principales franquicias y múltiples comercios locales de proximidad con una gran variedad de productos. Además, este piso en venta en la calle Salitre está situado en una zona con una excelente comunicación. Ya que muy cerca se encuentran varias estaciones de Metro de Madrid y de Cercanías Renfe. Asimismo, circulan por la misma varias líneas de autobuses de la EMT. Y existen varios aparcamientos en las proximidades, tanto públicos como para residentes. También dispone de acceso fácil y cómodo a las principales vías de salida y entrada a Madrid. ¡Contáctanos: aprovecha esta oportunidad!",True,good,False,False,6773.0,False,False,True,False,[],False,False,149000.0,€,flat,"Lavapiés-Embajadores, Madrid",Estudio en calle del Salitre,Top,,,,studio,,,
104414133,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/8b/d7/1294549863.webp,,58,,2500000.0,chalet,sale,630.0,,8,6,calle de los Narcisos,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4551853,-3.6675132,False,https://www.idealista.com/inmueble/104414133/,"Batuecas Real Estate tiene el placer de presentar esta magnífica vivienda en venta para reformar, con una superficie de 556 m², situada en la calle Narcisos. Este inmueble, ideal para reformar, se encuentra en la exclusiva zona de Bernabéu-Hispanoamérica, una de las áreas residenciales más lujosas y codiciadas de la capital de Madrid. Con un acceso fácil a la M-30 y una ubicación estratégica entre las Avenidas de Ramón y Cajal, Príncipe de Vergara y la calle Costa Rica, esta propiedad ofrece la combinación perfecta de conveniencia y prestigio en un entorno urbano en el centro. La parcela que alberga este encantador chalet de 4 plantas abarca 556m2 útiles y está distribuida de la siguiente manera: Planta baja: Actualmente dispone de un almacén sótano. Planta 0: Consta de tres dormitorios, un espacioso salón-comedor, cocina y dos baños. Además, ofrece acceso a un amplio patio jardín, donde poder disfrutar del aire libre, instalar una piscina o zona ajardinada.  Planta 1: Presenta una distribución similar a la planta baja, con tres dormitorios, dos baños, cocina y un amplio salón-comedor. Planta 2: Aquí se encuentra el estudio, compuesto por dos amplios espacios y un baño, con acceso a una extensa terraza. Cada planta del inmueble está individualizada.  Como inversión, la división horizontal del inmueble puede resultar altamente rentable. Esta propiedad, actualmente con una única referencia catastral, requiere reformas, y desde Batuecas estamos trabajando en más propuestas, consultas y estudios de viabilidad urbanística.  Hemos adjuntado alguno de ellos; - Plano de estado actual del edificio.. . - Propuesta de reforma en vivienda unifamiliar. Algunas infografías y fotografías presentadas no reflejan la realidad actual, sino que representan propuestas de reforma del espacio. Disfruta de varias posibilidades: el comprador puede diseñar la vivienda a su medida o recibirla con la reforma propuesta y un nuevo diseño de distribución llave en mano. Estas sugerencias buscan optimizar el uso de las plantas y mejorar la iluminación del sótano mediante la incorporación de un patio inglés. ¿Por qué elegir Batuecas Real Estate? Batuecas Real Estate es una empresa comprometida con la transparencia en el sector inmobiliario. Está formado por un equipo de profesionales expertos en inversión y máxima rentabilidad inmobiliaria. Cada propiedad es única y exclusiva, por lo que se gestiona de manera personalizada y con un enfoque específico..",True,renew,False,,3968.0,True,False,True,False,[],False,False,2500000.0,€,chalet,"Bernabéu-Hispanoamérica, Madrid",Chalet pareado en calle de los Narcisos,Top,True,True,,semidetachedHouse,,,
108354024,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/99/c7/1339514965.webp,P1 bajo C,19,bj,516900.0,flat,sale,127.0,True,4,2,"avenida Provisional Ahijones Berrocales Cuatro, 85",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3681514,-3.5753827,True,https://www.idealista.com/obra-nueva/108354024/,"Pisos de 2, 3 y 4 dormitorios con plaza de garaje y trastero incluido. Tu nueva vida empieza aquí: pisos de obra nueva en Madrid con todo lo que necesitas  Si estás buscando una vivienda nueva en Madrid que combine confort, eficiencia energética, diseño y una excelente ubicación, Residencial Ipanema es la oportunidad perfecta. Ubicado en Los Berrocales, uno de los desarrollos urbanísticos más prometedores de la capital, este exclusivo proyecto ofrece 58 pisos de obra nueva de 2, 3 y 4 dormitorios, pensados para ofrecer calidad de vida, eficiencia y bienestar en cada detalle. Sé de los primeros en elegir tu nuevo hogar en una de las zonas con mayor proyección de Madrid y disfruta de un entorno diseñado para el presente y preparado para el futuro.  Viviendas con calificación energética A  Todas las viviendas cuentan con Calificación Energética A, una garantía de eficiencia, ahorro energético y compromiso con el medio ambiente. Incorporan un sistema de aerotermia con apoyo de paneles fotovoltaicos, así como suelo radiante y refrescante, lo que proporciona una temperatura confortable durante todo el año, sin necesidad de sistemas de calefacción o refrigeración tradicionales.  Este tipo de climatización, además de ser respetuosa con el entorno, permite un mayor control del consumo energético y una reducción notable en los gastos mensuales, mejorando el confort de forma eficiente.  Personaliza tu hogar: elige tu hogar a tu gusto  Uno de los grandes valores añadidos de Residencial Ipanema es que puedes adaptar tu casa a tu estilo. Gracias al programa de libre elección de calidades, podrás seleccionar entre diferentes acabados en suelos, pintura y cocina. Así, tu hogar no solo será funcional y moderno, sino también reflejo de tu personalidad y gustos.  Además, las viviendas incluyen cocinas completamente amuebladas y equipadas con electrodomésticos, preparadas para que puedas empezar a vivir desde el primer día sin preocuparte por reformas o instalaciones.  Zonas comunes para disfrutar al máximo  Disfruta de zonas comunes con piscina con sistema de depuración salina, gimnasio, zona de coworking, zona de juegos infantiles, taquillas electrónicas y biciparking.  Los Berrocales: una ubicación con futuro y grandes conexiones  Los Berrocales es un desarrollo urbanístico, cercano al Ensanche de Vallecas y bien comunicado con accesos a la M-45, M-50, Autovía A.-3 y prolongación de la Gran Avenida del Sureste, permitiendo así aprovechar los servicios de un barrio consolidado, como centro de salud, residencia de mayores, escuelas infantiles, colegios, institutos, etc.  Tu futuro hogar está en Residencial Ipanema  Residencial Ipanema se ubica en la Etapa III del sector Berrocales. Esta zona ha sido planificada para ofrecer una combinación equilibrada de viviendas modernas, espacios verdes, servicios, centros educativos y zonas comerciales.  Visítanos y da el primer paso hacia tu nuevo hogar  Nuestro equipo comercial está disponible para asesorarte y ayudarte a elegir la vivienda que mejor se adapta a tus necesidades.  Te esperamos en nuestra oficina de ventas al lado de la Junta de Compensación de Los Berrocales, Madrid, donde podrás descubrir todo lo que ofrece Residencial Ipanema, una promoción pensada para mejorar tu vida.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",False,newdevelopment,True,True,4070.0,True,False,False,False,[],False,False,516900.0,€,flat,"Los Berrocales, Madrid","Piso en avenida Provisional Ahijones Berrocales Cuatro, 85",Top,True,True,False,,,,
