propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,externalReference,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
107788116,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/49/6f/1323754631.webp,25,1725000.0,chalet,sale,308.0,4,4,Encinar de los Reyes,Madrid,La Moraleja,Encinar de los Reyes,es,40.5042435,-3.6426892,False,https://www.idealista.com/inmueble/107788116/,"¡Descubre tu nuevo hogar en este chalet adosado situado en una urbanización exclusiva! Con vigilancia las 24 horas, disfrutarás de la tranquilidad y seguridad que siempre has deseado. Este espectacular inmueble cuenta con 308 m² construidos, distribuidos en amplios espacios que invitan a la convivencia familiar. La planta de entrada alberga una cocina, un acogedor salón-comedor con salida directa al jardín y un aseo de invitados. En la primera planta encontrarás tres luminosos dormitorios, incluyendo un elegante dormitorio principal en suite, perfecto para relajarte después de un largo día. Los otros dos dormitorios comparten un baño completo, garantizando comodidad para toda la familia. La buhardilla diáfana ofrece múltiples posibilidades, desde un espacio de trabajo hasta una zona de juegos. Además, el chalet cuenta con un sótano que incluye un dormitorio y baño de servicio, así como un área de lavado que facilitará tus tareas diarias. El garaje privado asegura la protección de tu vehículo, mientras que las áreas comunes de la urbanización te sorprenderán: disfruta de la piscina, la pista de pádel y un salón de fiestas para celebrar momentos especiales. Los niños también tendrán su espacio en el parque infantil y las amplias áreas verdes. No dejes pasar la oportunidad de vivir en este chalet adosado. ¡Ven a visitarlo y enamórate de tu futuro hogar!",False,good,False,5601.0,True,False,True,False,[],False,False,1725000.0,€,True,True,chalet,terracedHouse,"Encinar de los Reyes, La Moraleja",Chalet adosado,,,,,,,,,,
104917166,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/e6/ac/1245073335.webp,20,310000.0,penthouse,sale,45.0,1,1,Barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,es,40.407797,-3.702724,False,https://www.idealista.com/inmueble/104917166/,"¡Descubre tu nuevo hogar en el corazón de Lavapiés! Este impresionante ático a estrenar es la joya que estabas buscando. Al entrar, te recibe un amplio recibidor que te guía hacia un gran salón super luminoso, orientado al Este, donde la luz natural inunda cada rincón. La joya de la corona es su espectacular terraza con solarium, desde la cual podrás disfrutar de vistas panorámicas de todo Madrid.  La cocina, aún por montar, ofrece un espacio generoso y cuenta con una ventana tipo barra que se abre al salón, ideal para tus momentos culinarios y sociales. El baño ha sido completamente reformado y dispone de una ventana y un altillo de almacenaje, brindándote comodidad y funcionalidad. La habitación independiente es de buen tamaño y goza de mucha luz natural, convirtiéndola en un espacio acogedor y relajante. Este ático de 45 m² construidos se encuentra en la planta 4 de un edificio sin ascensor. Las paredes lisas, las puertas lacadas en blanco y las ventanas de PVC climalit aportan un toque moderno y elegante a la vivienda. Aunque no dispone de calefacción, sus espacios bien distribuidos y la abundante luz natural lo hacen un lugar muy acogedor.  La finca tiene posibilidad de ascensor, aunque todavía no se ha aprobado. Es una oportunidad única para vivir en una zona vibrante y culturalmente rica como Lavapiés. ¡Mejor verlo en persona para apreciar todos sus encantos! No dejes escapar esta oportunidad y ven a visitarlo. VER!",True,good,False,6889.0,True,False,True,False,[],False,False,310000.0,€,,,flat,penthouse,"Lavapiés-Embajadores, Madrid",Ático,,,4,True,Lavapiés-Embajadores,False,,,,
108243021,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/13/2a/1338239285.webp,37,899000.0,chalet,sale,255.0,4,4,El Pastel,Madrid,Boadilla del Monte,El Pastel,es,40.4186289,-3.9185028,False,https://www.idealista.com/inmueble/108243021/,"Allegro Inmobiliaria tiene el placer de ofrecerle este Chalet Pareado en Boadilla del Monte, en la exclusiva zona residencial de El Pastel. Esta casa destaca por su LUMINOSIDAD y su CUIDADO estado de mantenimiento. Construido en el año 2014 se le han ido realizando constantes mejoras que hacen de esta vivienda un hogar ideal. Esta distribuido en 3 plantas, conectadas por una preciosa y elegante escalera de madera y cristal (cómoda y ligera visualmente), con 255m2. Existe la posibilidad, si se deseara, de habilitar una 4ª planta en el bajo cubierta de la vivienda de 40m2 más. La vivienda tiene un agradable y cuidado patio de acceso desde la calle y bonito jardín trasero para disfrutar del buen tiempo, la familia y los amigos. En la primera planta se desarrolla la zona de día: cómodo, amplio y agradable salón-comedor con CHIMENEA (de diseño y cristal de seguridad) y salida directa a una encantadora terraza con cuidado jardin, cocina completamente equipada con electrodomésticos de alta gama y zona de office, despacho y baño de invitados. En la segunda planta encontramos 3 dormitorios y 2 baños. Dos de los dormitorios tienen salida a agradables balcones para disfrutar del entorno natural de la zona y sus despejadas vistas. La suite principal es muy espaciosa, cuenta con un completo baño con bañera hidromasaje y cómoda zona de vestidor.  En la planta baja se encuentran un espacioso garaje para 2 coches, un baño y una amplia sala multiuso con zona de LAVANDERÍA y GIMNASIO equipado profesionalmente. Destacar de nuevo la gran luminosidad del chalet por sus amplios ventanales; cuenta con armarios empotrados y vestidos; Aire Acondicionado en salón y dormitorio principal y con pre-instalación en el resto de la casa; Toldos automáticos; caldera de Gas Natural; los gastos de comunidad son 80€/mes y el IBI 800€/año. Además disfruta de una agradable zona común con jardín y piscina para las 19 viviendas que completan esta urbanización privada. El acceso a estas instalaciones comunes se hace directamente desde el propio jardín. La zona residencial de El Pastel en Boadilla del Monte se encuentra a los pies del parque Regional del Río Guadarrama, desde aquí se disfrutan de vistas panorámicas de la sierra de Madrid y te permite vivir en un entorno natural, sin olvidar que tienes también todos los servicios urbanos necesarios a tu alcance para hacer del día a día una vida cómoda y completa. Llámenos y se la enseñamos encantadas.  ref: HAB_764.",True,good,False,3525.0,True,False,True,False,[],False,False,899000.0,€,True,True,chalet,semidetachedHouse,"El Pastel, Boadilla del Monte",Chalet pareado,,HAB_764,,,,,925000.0,26000.0,3.0,
108911730,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/39/5b/1358707965.webp,23,215000.0,flat,sale,63.0,3,1,CL CARABELOS,Madrid,Madrid,Usera,es,40.3767508,-3.6916098,False,https://www.idealista.com/inmueble/108911730/,"Tecnocasa San Fermín Vende en exclusiva piso en calle Carabelos, una septima planta con ascensor. Todas las habitaciones son exteriores con muy buena luz.  La vivienda consta de 63 metros cuadrados según catastro. Cuenta con salón con acceso a balcón interior, baño con ventana, cocina. También cuenta con 3 dormitorios; una habitación matrimonial y 2 habitaciones individuales. Suelos de azulejos y doble venta de aluminio.  También cuenta con calefacción en todas las estancias. También cuenta con la instalación de aire acondicionado para la época de calor.  El cuadro electrico está cambiado con todas las zonas individualizadas. El piso se encuentra en la parte céntrica de San Fermin, está a 6 minutos caminando del metro 12 de octrubre y a menos de 3 minutos del parque Manzanares. Cercano al Metro San Fermin-Orcasur y Metro del 12 de Octubre (Linea 3) y Cercanías ( 12 de Octubre) SALIDAS DIRECTAS A ( M-30, M-40 y A-4 ). AUTOBUSES (LINEAS 22, 23, 59 N12, N13, N14). Cercano a todo tipo de servicios: colegios, farmacia, mercados (Mercadona, Lidl, día), bancos (Caixa, Santander), guarderías, etc. Inmobiliaria en Usera, San Fermín Madrid - Tecnocasa Estudio Inmobiliario San Fermin SL.",False,good,False,3413.0,True,False,False,False,[],False,False,215000.0,€,,,flat,,"San Fermín, Madrid",Piso en Cl Carabelos,,,7,True,San Fermín,True,,,,
108099705,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/3f/fd/1333803239.webp,68,803000.0,flat,sale,112.0,2,2,"calle Trujillos, 9",Madrid,Madrid,Centro,es,40.4189758,-3.7075175,True,https://www.idealista.com/obra-nueva/108099705/,"Piso a estrenar en el corazón de Madrid (las fotos son de la 4ª planta) Obra nueva, ubicado en un edificio señorial renovado y rehabilitado con ascensor, en el histórico Barrio Sol del Distrito Centro de Madrid. Características del piso: Dos dormitorios dobles, uno de ellos en suite, ambos con balcones a la calle. Dos baños modernos y funcionales. Salón con cocina americana, ideal para disfrutar de momentos en familia o con amigos. Sistema de climatización por conducto para tu confort durante todo el año. Armarios empotrados y acabados de excelente calidad. Ubicación inmejorable: Situado en el centro histórico de Madrid, con una gran oferta comercial, de restauración, ocio y cultura. A pocos pasos de Ópera y el Palacio Real. Una oportunidad única: Vive en una de las zonas más demandadas de Madrid y disfruta de un piso nuevo con todas las comodidades. ¡No pierdas esta oportunidad! Ponte en contacto con nosotros y coordina una visita.",True,newdevelopment,True,7170.0,True,False,False,False,[],False,False,803000.0,€,,,flat,,"Sol, Madrid","Piso en calle Trujillos, 9",True,3º C,3,True,Sol,True,,,,
106268078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/d8/d0/1277714934.webp,7,730000.0,flat,sale,138.0,3,2,"avenida Isabel Farnesio, 7",Madrid,Boadilla del Monte,Sector S,es,40.4095859,-3.8856812,True,https://www.idealista.com/obra-nueva/106268078/,"¡Nueva promoción en Boadilla del Monte, Avenida Isabel de Farnesio! Descubre tu nuevo hogar en una de las zonas más exclusivas de Boadilla del Monte. Esta promoción cuenta con pisos de 2 y 3 habitaciones, diseñados para ofrecer el máximo confort y funcionalidad.  Cada vivienda dispone de 2 a 3 baños completos, ideales para familias o aquellos que buscan mayor espacio y comodidad. Las viviendas están pensadas para aprovechar al máximo la luz natural y cuentan con acabados de alta calidad, cocinas modernas y amplias terrazas donde disfrutar de momentos de tranquilidad. Ubicada en una zona privilegiada, la Avenida Isabel de Farnesio ofrece fácil acceso a servicios, colegios, zonas verdes y transporte público, sin renunciar a la tranquilidad y el bienestar que caracteriza a Boadilla del Monte. Características principales: •Pisos de 2 y 3 habitaciones. •2 o 3 baños completos. •Amplias terrazas. •Excelentes acabados. •Zona tranquila con todos los servicios a mano. No pierdas la oportunidad de vivir en uno de los mejores entornos residenciales de Madrid. ¡Llámanos y agenda tu visita!",False,newdevelopment,True,5290.0,True,False,False,False,[],False,False,730000.0,€,True,True,flat,,"Sector S, Boadilla del Monte","Piso en avenida Isabel Farnesio, 7",False,Tipo 9,,True,,True,,,,
108161131,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/56/3d/1335689262.webp,48,742350.0,chalet,sale,470.0,4,4,Meco,Madrid,Meco,,es,40.5437731,-3.3324451,False,https://www.idealista.com/inmueble/108161131/,"Cuando piensas en tu nuevas casa te la imaginas de mil maneras diferentes.. . y parece que a veces nada parece encajar. Pues acabas de encontrarlo porque Tu hogar soñado te está esperando en Meco, Madrid.  Efectivamente la casa de tus sueños existe, y te está esperando. Descubre este hogar único pensado y diseñado a capricho en cada detalle y en cada estancia de la casa con las mejores calidades. Un espacio ideal para entrar a vivir sin preocupaciones y disfrutar de una vida cómoda y tranquila.  Con 4 dormitorios amplios (1 de ellos tipo suite), armarios empotrados grandes y elegantes, y un dormitorio principal con baño en suite y vestidor hecho a medida es el lugar perfecto para tu familia. ¿Por qué esta vivienda es única? - Por los 4 Dormitorios amplios, ¡espacio de sobra para todos! y aparte los armarios a medida.  - 2 Baños en los 2 suite y vestidores ( uno de ellos con baño abierto con plato de ducha y bañera decorado y preparado con mucho mimo y mucho gusto. ) - Cocina de alta calidad amplia y con la salida a la zona de piscina y al porche trasero con pérgola de madera y piscina climatizada con paneles solares para que la puedas disfrutar el tiempo que te apetezca. Zona de ocio con juegos para disfrutar con tu familia y amigos y bodega equipada. - Salón independiente amplio con dos ambientes. Garaje y trastero para tu comodidad. –  Acabados de alta calidad en todo el chalet y domótica para que estés a la última. Toda la casa está diseñada con mucho gusto y todos los detalles que la hacen única. Sobran las palabras, ven a verlo y disfruta de todos sus beneficios.  Te vas a sorprender. ¡Este chalet tiene todo lo que necesitas y más! No pierdas la oportunidad de hacer realidad tu sueño de vivir en un espacio único y adaptado a tu estilo de vida.  La información catastral metros cuadrados de la vivienda están debidamente verificada según catastro/escritura de compraventa/registro, podrían variar. Además, dependiendo de cada caso se consigue la financiación y un estudio totalmente gratuito gracias a nuestro departamento financiero. Honorarios incluidos en el precio. Gastos de compra venta no incluidos en el precio indicado (impuestos, gastos notariales ni registrales).",True,good,False,1579.0,True,False,True,False,[],False,False,742350.0,€,True,True,chalet,terracedHouse,Meco,Chalet adosado,,V-350,,,,,,,,
106268079,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/28/2e/1277714907.webp,7,749000.0,flat,sale,138.0,3,2,"avenida Isabel Farnesio, 7",Madrid,Boadilla del Monte,Sector S,es,40.4095859,-3.8856812,True,https://www.idealista.com/obra-nueva/106268079/,"¡Nueva promoción en Boadilla del Monte, Avenida Isabel de Farnesio! Descubre tu nuevo hogar en una de las zonas más exclusivas de Boadilla del Monte. Esta promoción cuenta con pisos de 2 y 3 habitaciones, diseñados para ofrecer el máximo confort y funcionalidad.  Cada vivienda dispone de 2 a 3 baños completos, ideales para familias o aquellos que buscan mayor espacio y comodidad. Las viviendas están pensadas para aprovechar al máximo la luz natural y cuentan con acabados de alta calidad, cocinas modernas y amplias terrazas donde disfrutar de momentos de tranquilidad. Ubicada en una zona privilegiada, la Avenida Isabel de Farnesio ofrece fácil acceso a servicios, colegios, zonas verdes y transporte público, sin renunciar a la tranquilidad y el bienestar que caracteriza a Boadilla del Monte. Características principales: •Pisos de 2 y 3 habitaciones. •2 o 3 baños completos. •Amplias terrazas. •Excelentes acabados. •Zona tranquila con todos los servicios a mano. No pierdas la oportunidad de vivir en uno de los mejores entornos residenciales de Madrid. ¡Llámanos y agenda tu visita!",False,newdevelopment,True,5428.0,True,False,False,False,[],False,False,749000.0,€,True,True,flat,,"Sector S, Boadilla del Monte","Piso en avenida Isabel Farnesio, 7",False,Tipo 9,,True,,True,,,,
108325416,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/bb/9c/1341178145.webp,36,730000.0,chalet,sale,215.0,4,3,Barrio Club de Golf,Madrid,Las Rozas de Madrid,Club de Golf,es,40.5554571,-3.8993479,False,https://www.idealista.com/inmueble/108325416/,"Exclusivo CHALET pareado reformado en El Encinar – Club de Golf, Las Rozas ¿Buscas una vivienda con encanto, comodidad y excelente ubicación?  PROMOCION Y GESTION INMOBILIARIA te presenta este luminoso chalet pareado de 215 m² construidos (190 m² útiles) ubicado en una de las urbanizaciones más completas y tranquilas de Las Rozas: El Encinar – Club de Golf. Distribuido en tres plantas, este hogar combina calidez, funcionalidad y estilo: ***Planta principal •Elegante vestíbulo de entrada. •Amplio y luminoso salón-comedor con dos ambientes diferenciados. •Aseo de cortesía. •Gran cocina independiente, completamente reformada, con zona de office ideal para comidas diarias y acceso directo desde la urbanización: dos entradas independientes, máxima comodidad para el día a día. ***Primera planta •Dormitorio principal en suite con vestidor y baño completo. •Dos dormitorios dobles con armarios empotrados. •Baño completo adicional con plato de ducha. ***Planta superior – Buhardilla •Espacio diáfano multifuncional ideal como sala de juegos, despacho o zona de relax. •Cuarto adicional perfecto como dormitorio, zona de invitados o gimnasio. •Terraza privada con vistas despejadas y muchísima luz natural. Extras *** Garaje a nivel de calle. •Escalera interior de madera noble con ventanas tipo ojo de buey. •Carpintería, suelos y baños completamente reformados. Estado impecable, para entrar a vivir. Urbanización Privada con Excelentes Servicios: •Piscina comunitaria, pistas de tenis y baloncesto, zonas verdes y espacios para niños. •Gastos de comunidad: solo 110 €/mes. •IBI: 780 €/año. Ubicación inmejorable •A solo 3 minutos caminando de la parada de autobús. •15 minutos andando a la estación de tren de Las Matas. •Cercano a colegios, centros comerciales, supermercados y todos los servicios. •Acceso directo desde Madrid por la A-6, salida 26 Colegios Cercanos: Públicos: •CEIP San José: Centro bilingüe en inglés •CEIP Mario Vargas Llosa: Centro bilingüe en inglés •IES Federico García Lorca: Instituto de Educación Secundaria bilingüe Concertados: •Colegio Zola Las Rozas: Concertado laico mixto •Colegio Gredos San Diego Las Rozas: Concertado laico mixto •Colegio Bérriz: Concertado religioso mixto Accesos desde Madrid: •En coche: Por la A-6, salida 26 hacia El Encinar de Las Rozas •En autobús: Línea 625 desde el Intercambiador de Moncloa, con parada en la Glorieta Monte Urgull •En tren: Estación de Las Matas (Cercanías C8 y C10) a 15 minutos a pie Una vivienda pensada para familias que buscan calidad de vida, tranquilidad y buenas conexiones con Madrid. ON.",False,good,False,3395.0,True,False,True,False,[],False,False,730000.0,€,True,True,chalet,semidetachedHouse,"Club de Golf, Las Rozas de Madrid",Chalet pareado,,,,,Club de Golf,,,,,
108886471,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/74/96/1357954273.webp,70,1900000.0,chalet,sale,538.0,7,5,calle del Naranjo de Bulnes,Madrid,Ciudalcampo,,es,40.6248892,-3.6117645,False,https://www.idealista.com/inmueble/108886471/,"HOUSE AND HOUSE VENDE.- Fantástica vivienda en la exclusiva urbanización de Ciudalcampo. Arquitectura moderna, con todos los espacios muy amplios y grandes ventanales. Parcela plana con jardín y piscina consolidados.  Se distribuye en dos plantas: PLANTA PRINCIPAL: Hall de entrada y espectacular salón a doble altura, con amplios ventanales de suelo a techo y salida directa al jardín, Despacho o biblioteca, Cocina amplia y luminosa, conectada con zona de office mediante puertas correderas ( La cocina esta sin muebles),Aseo de cortesía, Zona de lavandería y despensa, Área de servicio independiente, compuesta por dormitorio con baño en suite y acceso privado. PLANTA PRIMERA: 6 dormitorios, 4 vestidores y 4 baños. El Dormitorio principal en con vistas espectaculares a la sierra y al jardín y piscina, con vestidor y baño en suite con ducha y bañera. de los otros 5 dormitorios tenemos uno con baño en suite y los otros cuatro comparten los dos otros dos baños de esta planta. La vivienda cuenta con un precioso porche que comunica el salón con el jardín y la piscina, terrazas, piscina, garaje cerrado para dos coches. Climatización por suelo radiante, aire acondicionado, placas fotovoltaicas, aspiración centralizada. Reformada recientemente. HOUSE AND HOUSE.- EMPRESA ESPECIALIZADA EN LAS URBANIZACIONES DE SANTO DOMINGO, CIUDALCAMPO, FUENTE DEL FRESNO Y VALDEALGUA DESDE HACE MÁS DE 16 AÑOS. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, dispone de seguridad privada las 24h del día, como servicios comunes dentro de la urbanización cabe destacar: El club social del RACE, con un campo de golf de 18 hoyos, hípica, piscina, tenis, padel, futbol, gimnasio etc... Además de dos edificios sociales uno de adultos y uno de niños, con zona de ocio, piscina de bolas y unos grandes jardines con columpios y mesas de picnic ideales para celebrar fiestas infantiles. Colegio privado bilingüe SEK, en la urbanización de enfrente (Santo Domingo) hay un colegio público bilingüe con primaria y secundaria y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe. La urbanización tiene una línea de autobús que van a Plaza de Castilla y hacen paradas intermedias en el metro de San Sebastián de los Reyes, junto al Hospital Publico Infanta Sofía. Ciudalcampo dispone además de una línea de minibuses internos que recorren toda la urbanización. A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",True,good,False,3532.0,False,False,False,False,[],False,False,1900000.0,€,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente en calle del Naranjo de Bulnes,,CDC1948,,,,,,,,
106268024,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/0b/f2/1277714935.webp,7,750000.0,flat,sale,135.0,3,2,"avenida Isabel Farnesio, 7",Madrid,Boadilla del Monte,Sector S,es,40.4095859,-3.8856812,True,https://www.idealista.com/obra-nueva/106268024/,"¡Nueva promoción en Boadilla del Monte, Avenida Isabel de Farnesio! Descubre tu nuevo hogar en una de las zonas más exclusivas de Boadilla del Monte. Esta promoción cuenta con pisos de 2 y 3 habitaciones, diseñados para ofrecer el máximo confort y funcionalidad.  Cada vivienda dispone de 2 a 3 baños completos, ideales para familias o aquellos que buscan mayor espacio y comodidad. Las viviendas están pensadas para aprovechar al máximo la luz natural y cuentan con acabados de alta calidad, cocinas modernas y amplias terrazas donde disfrutar de momentos de tranquilidad. Ubicada en una zona privilegiada, la Avenida Isabel de Farnesio ofrece fácil acceso a servicios, colegios, zonas verdes y transporte público, sin renunciar a la tranquilidad y el bienestar que caracteriza a Boadilla del Monte. Características principales: •Pisos de 2 y 3 habitaciones. •2 o 3 baños completos. •Amplias terrazas. •Excelentes acabados. •Zona tranquila con todos los servicios a mano. No pierdas la oportunidad de vivir en uno de los mejores entornos residenciales de Madrid. ¡Llámanos y agenda tu visita!",False,newdevelopment,True,5556.0,True,False,False,False,[],False,False,750000.0,€,True,True,flat,,"Sector S, Boadilla del Monte","Piso en avenida Isabel Farnesio, 7",False,Tipo 8,,True,,True,,,,
108238601,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/4d/b4/1338089768.webp,17,262799.0,studio,sale,57.0,0,1,"avenida Cerro del Águila, 1",Madrid,San Sebastián de los Reyes,Pol. Industrial sur,es,40.5467441,-3.6134149,True,https://www.idealista.com/obra-nueva/108238601/,"CDA1 Urban Spaces: Innovación, flexibilidad y rentabilidad en el corazón empresarial del norte de Madrid. Desde GILMAR presentamos en exclusiva un magnífico edificio donde se está desarrollando una promoción con 64 espacios de oficina, tipo loft, ubicado en la calle Cerro del Águila, 1 de San Sebastián de los Reyes de Madrid, estratégica ubicación cercana a IKEA y al centro comercial Plaza Norte, una de las mayores zonas comerciales de la zona norte de Madrid, y con acceso directo desde la A1. El edificio cuenta con una entrada amplia y representativa, se desarrolla en tres plantas, baja, primera, segunda y un roof top en la azotea que dispone de unas magníficas vistas, área de entrenamiento, barbacoas, y zona de relax y chill. Estos espacios de oficina (lofts) están diseñados para un uso muy versátil y flexible, cuentan con unas buenas calidades constructivas, cocina amueblada, techos altos, los de planta baja con un espacio de doble altura y la mayoría de las unidades de planta primera y segunda disponen de una agradable terraza. Además, todos los despachos dispondrán de plaza de garaje en el mismo edificio. Este es un producto ideal tanto para inversores como para usuarios finales, autónomos, pequeños empresarios que quieran compaginar su vida personal y profesional en un espació moderno y agradable perfectamente comunicado y equipado.  La entrega está prevista para final de 2025.",False,newdevelopment,True,4611.0,True,False,False,False,[],False,False,262799.0,€,True,True,flat,studio,"Pol. Industrial sur, San Sebastián de los Reyes","Estudio en avenida Cerro del Águila, 1",False,19,bj,True,,True,,,,
108364347,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/a8/0e/1341907215.webp,66,1012000.0,chalet,sale,315.0,8,4,Parque de la Coruña - Las Suertes,Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,40.6178074,-4.0101747,False,https://www.idealista.com/inmueble/108364347/,"Villas de Bravante gestiona la venta, EN EXCLUSIVA Y SIN HONORARIOS AL COMPRADOR, de este chalet con 315m2 construidos y parcela de 1.218m2.  A la planta baja se accede desde un zaguán perfectamente aislado con ventanales clilmalit, dando paso a un gran recibidor con doble altura gracias a a la escalera de madera. A su izquierda, encontramos el salón comedor, en el que, al fondo, existe un ventanal que ofrece las mejores vistas al jardín y piscina. La chimenea en esquina hace del salón un conformable lugar en invierno. Se accede al porche cubierto exterior, con una enorme mesa de granito para disfrutar de comidas y cenas en familia y amigos, junto con una barbacoa, horno, encimera y fregadero exterior. Adornado con sillas de forja, butacas y lámparas de latón. El comedor y salón disfrutan de la luz de la orientación Este y Sur, con altos techos y amplias ventanas. La cocina, de 14 m2 útiles, tiene una magnifica disposición de muebles altos y bajos, con una gruesa encimera de granito y mesa para desayunar al lado de la ventana. También tiene una puerta con salida o entrada a la zona de garaje, para facilitar la carga y descarga de la compra. En esta misma planta, se sitúan 3 habitaciones, todas exteriores, con diferentes usos: Sala de estar, gimnasio y habitación de servicio. Además, cuenta con un precioso y alegre cuarto de baño y un aseo, los dos con ventanas oscilobatientes y con muebles bajo encimera, espejos, y en un excelente estado, tanto los sanitarios, grifería, como los encuentros de silicona y alicatados. La planta primera dispone de 5 dormitorios: El principal, tiene su entrada  en el desembarque de la escalera, otorgándole unas vistas que ennoblecen y aportan amplitud y elegancia. Su distribución es ideal: El cuarto de baño, con doble grifería y lavabos, encimera de mármol travertino sobre mueble, plato de ducha en gran formato, grifería termostática, mampara de vidrio templado y una gran ventana con orientación de luz de mañana. A continuación del cuarto de baño se encuentra el vestidor, con dos paredes de armarios con puertas correderas en espejo y ventana. Los armarios están perfectamente vestidos y forrados. Y al fondo, la habitación principal, con ventanas a sus dos lados, techo alto en escayola foseada (al igual que en toda la vivienda), dándole modernidad y sobriedad a las paredes, hechas de ladrillo de hueco doble (no de pladur), para un mejor asilamiento acústico y térmico. La suite es alegre, espaciosa y privada. Retomando el recibidor de la planta primera, accederemos por un pasillo el cual dispone de dos habitaciones a cada lado, muy luminosas y grandes ventanas oscilobatientes con rejas que pueden abrirse con cerradura. Cuarto de invitados, cuartos para los hijos y despacho, son los usos actuales. Con armarios y con tamaños entre los 10,5 m2 a los 13,5 m2 útiles. Comparten un magnifico y amplio cuarto de baño de más de 5m2 útiles, totalmente amueblado y equipado y con ventana al exterior Ya por última sección, la parcela, cuya orientación predominante es Este y Oeste, combina plantas aromáticas de campo, diferentes árboles y altas lindes consolidadas con vegetación natural para dar una mayor privacidad. La piscina de 16 x 5 metros, coronada con piedras de granito en bloques sobre las que el agua cae en cascada. Césped natural, palmeras, cipreses, mimosas, cedros o pinos, arriates y jardineras, componen el paisaje, y una casa de madera para realizar bricolaje. Todo ello con un estratégico alumbrado exterior que hace del jardín un lugar único para disfrutar por la noche.  En el lado contrario de la parcela se encuentra la zona de aparcamiento, para 4 coches cubiertos y otros 4 sin cubrir, con puerta motorizada. La fachada de este maravilloso chalet, de líneas rectas,  combina el chapado en piedra, monocapa y teja árabe. En Colonia de San Antonio, a 5 minutos de la estación de tren y autobuses de Collado Villalba.",True,good,False,3213.0,True,False,True,False,[],False,False,1012000.0,€,True,True,chalet,independantHouse,"Parque de la Coruña - Las Suertes, Collado Villalba",Casa independiente,,1654,,,,,1070000.0,58000.0,5.0,
