propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,externalReference,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108921179,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/b5/de/1358979137.webp,22,926000.0,flat,sale,93.0,3,2,calle de Colomer,Madrid,Madrid,Barrio de Salamanca,es,40.4359195,-3.6637441,False,https://www.idealista.com/inmueble/108921179/,"Magnífico piso exterior en Calle de Colomer · 93 m² · Madrid ¡Estrena vida en este espacioso segundo piso exterior reformado con mucho gusto! Con 93 metros cuadrados, consta de: 3 luminosas habitaciones 2 baños completos Gran salón con comedor, muy luminoso y conectado con una terraza exterior Cocina americana totalmente equipada con electrodomésticos de alta gama Aire acondicionado y armarios empotrados Acabados de máxima calidad, recién reformado Incluye plaza de garaje y trastero en el precio Una vivienda ideal para quien busca confort, luz y diseño en una de las zonas más tranquilas y bien comunicadas de Madrid. Entorno y servicios en Calle de Colomer (distrito Salamanca / Guindalera) Transporte público: Metro estación Ventas (línea 2) a unos 4–5 min a pie  Metro Diego de León (líneas 4‑5‑6) a unos 8 min andando  Múltiples líneas de autobús cercanas (43, 48, 53, 74, N3…) caminando en 1–3 min  Moovit Comercios y alimentación: Tienda de alimentación Súper Martínez Izquierdo en la misma calle (100 m)  Muy cerca: supermercados DIA, Mercadona, Carrefour Express, Hiper Ventas (<400 m)  Educación: IES Avenida de los Toreros a menos de 50 m Colegios privados (Fundación Caldeiro, Guindalera, Menesiano) en menos de 400 m  Salud y servicios básicos: Consultas médicas y fisioterapia en la calle o inmediaciones (<100 m) Varias farmacias a menos de 300 m  Otros puntos de interés: Hotel NH Madrid Ventas a unos 224 m Estación de servicio Repsol en la Avenida de los Toreros (350 m) Aparcamientos públicos en la zona   Ventajas principales Ubicación privilegiada en Guindalera / Salamanca: zona residencial, segura, limpia y con gran vida de barrio  Altamente conectada con transporte público: metro, autobús y cercanías muy cercanas Servicios esenciales a pie: escuelas, supermercados, farmacia, salud, aparcamiento Perfecto para familias, parejas o profesionales que buscan comodidad y diseño.",True,good,False,9957.0,False,False,False,False,[],False,False,926000.0,€,True,True,flat,,"Guindalera, Madrid",Piso en calle de Colomer,,,2,True,Guindalera,False,,,,
106267825,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/d8/d0/1277714934.webp,7,995000.0,duplex,sale,239.0,3,3,"avenida Isabel Farnesio, 7",Madrid,Boadilla del Monte,Sector S,es,40.4095859,-3.8856812,True,https://www.idealista.com/obra-nueva/106267825/,"¡Nueva promoción en Boadilla del Monte, Avenida Isabel de Farnesio! Descubre tu nuevo hogar en una de las zonas más exclusivas de Boadilla del Monte. Esta promoción cuenta con pisos de 2 y 3 habitaciones, diseñados para ofrecer el máximo confort y funcionalidad.  Cada vivienda dispone de 2 a 3 baños completos, ideales para familias o aquellos que buscan mayor espacio y comodidad. Las viviendas están pensadas para aprovechar al máximo la luz natural y cuentan con acabados de alta calidad, cocinas modernas y amplias terrazas donde disfrutar de momentos de tranquilidad. Ubicada en una zona privilegiada, la Avenida Isabel de Farnesio ofrece fácil acceso a servicios, colegios, zonas verdes y transporte público, sin renunciar a la tranquilidad y el bienestar que caracteriza a Boadilla del Monte. Características principales: •Pisos de 2 y 3 habitaciones. •2 o 3 baños completos. •Amplias terrazas. •Excelentes acabados. •Zona tranquila con todos los servicios a mano. No pierdas la oportunidad de vivir en uno de los mejores entornos residenciales de Madrid. ¡Llámanos y agenda tu visita!",False,newdevelopment,True,4163.0,True,False,False,False,[],False,False,995000.0,€,True,True,flat,duplex,"Sector S, Boadilla del Monte","Dúplex en avenida Isabel Farnesio, 7",False,Tipo 2,,True,,True,,,,
108250105,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/8e/17/1338459210.webp,57,949960.0,chalet,sale,313.0,4,3,"Mirador de la Cabreriza, 13",Madrid,Collado Mediano,,es,40.6960225,-4.0357959,True,https://www.idealista.com/obra-nueva/108250105/,"Chalet de Obra OBRA NUEVA “ THE GRASS HOME “ EN COLLADO MEDIANO ( MADRID ) Ático 10 comercializa esta magnífica oportunidad de adquirir una Vivienda Única, ubicada en una parcela con unas vistas privilegiadas de la vertiente Sur de la Sierra de Guadarrama. THE GRASS HOME es el resultado de la más reciente colaboración entre el estudio de arquitectura EME 157 y la empresa constructora LUMAN EDIFICACION Y RESTAURACION, S.L. Se combina la arquitectura bioclimática con el diseño contemporáneo y la experiencia constructiva para ofrecer soluciones funcionales sostenibles y personalizables. Se encuentra en Collado Mediano, en pleno corazón de la Sierra de Guadarrama y ofrece una vista panorámica inmejorable que incluye el Monasterio de El Escorial. Esta a tan solo 30 minutos en coche desde Moncloa, además cuenta con una Estación de Cercanías a solo 6 minutos a pie y conexión directa en autobús con Madrid y otros puntos clave de la Sierra. La vivienda parte de una distribución diáfana, sencilla, amplia y luminosa, pensada para facilitar la adaptación a las necesidades del comprador final. Se entrega con una dotación esencial que incluye: cocina completa, baño, lavadero y armarios modulares y por otro lado preinstalación oculta de climatización y fontanería. El diseño de la vivienda responde a los principios de la arquitectura bioclimática, incorporando una gran terraza abierta al horizonte y soluciones pasivas que garantizan el confort térmico y la eficiencia energética durante todo el año. Amplios ventanales orientados a sur capturan la radiación solar en invierno, maximizan la entrada de luz natural y reducen el consumo energético. Aleros diseñados estratégicamente bloquean la incidencia del sol en verano y permiten su entrada en invierno. Por su parte, los cerramientos opacos en las fachadas Norte, Este y Oeste, protegen del calor estival y minimizan la perdida de energía en los meses fríos. Cuenta con materiales y calidades exclusivas, aerotermia con suelo radiante refrescante en verano y cálido en invierno, ventanas de aluminio con rotura de puente térmico doble acristalamiento con cámara deshidratada y estores motorizados. Se accede a las tres plazas estacionamiento mediante puerta motorizada de 8.5m, de longitud.   Se han ajardinado las zonas en contacto con la vivienda con un paisajismo respetuoso con el entorno y de bajo mantenimiento. En la fachada Este existe una escalera exterior que comunica el acceso con la zona de piscina y con el resto del jardín. La piscina, de 20.5x2.26m. está junto a un amplio porche cubierto en el que cabe la posibilidad de construir una cocina exterior para los meses de verano. CARACTERISTICAS BASICAS Chalet unifamiliar independiente  2 plantas 313 m2 construidos 4 habitaciones 3 baños Terrazas Parcela de 770 m2 Promoción de Obra Nueva Certificación energética A EQUIPAMIENTO Cocina amueblada y equipada  Armarios Jardín Piscina de 20 ml x 2,25 ml 3 Plazas de parking incluidas en el precio.",False,,True,3035.0,True,False,False,False,[],False,False,949960.0,€,True,True,chalet,independantHouse,Collado Mediano,"Casa independiente en Mirador de la Cabreriza, 13",True,,,,,,,,,
107612221,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/c1/6f/1265773973.webp,21,470000.0,penthouse,sale,87.0,2,2,"del Tranvia de Arganda, 14",Madrid,Madrid,Puente de Vallecas,es,40.3813244,-3.6336729,True,https://www.idealista.com/obra-nueva/107612221/,"Con 1 garaje y 1 trastero. Disfruta de la comodidad y el estilo de vida que ofrecen estas viviendas de 1 a 3 dormitorios, situadas en una urbanización privada. Esta moderna comunidad cuenta con piscina, zonas verdes perfectas para el ocio y la relajación. La urbanización se encuentra cercana al Polideportivo Municipal Palomeras, en un área residencial consolidada que dispone de una amplia gama de servicios esenciales, incluidos servicios sanitarios, educativos, deportivos, comerciales y de entretenimiento. Ubicadas en el corazón de un barrio tranquilo y rodeado de parques y jardines, estas viviendas prometen un ambiente vecinal amistoso y acogedor, ideal para familias y profesionales jóvenes. El área resalta por su ambiente comunitario y sus espacios verdes, ofreciendo un respiro de la vida urbana sin sacrificar la conveniencia. Situado en la zona sur de Madrid, en el dinámico barrio de Vallecas, el complejo está convenientemente localizado cerca de la Avenida de la Albufera y el Parque Lineal Palomeras. A tan solo 15 minutos a pie de las estaciones de Metro y Cercanías, los residentes pueden acceder al centro de Madrid (Atocha) en aproximadamente 10 minutos mediante transporte público, lo que hace que desplazarse por la ciudad sea rápido y sencillo. Excelentes conexiones viales a través de la Avenida de la Albufera y la M-40. Adicionalmente, las opciones de transporte público cercanas incluyen la estación de Metro Sierra de Guadalupe, con una línea directa hacia la Puerta del Sol, y la estación de Cercanías en Vallecas, facilitando así un acceso eficiente a diversos puntos de interés en Madrid. Adquiere tu nuevo hogar en Madrid, en una ubicación privilegiada que combina a la perfección accesibilidad, servicios completos y calidad de vida. CALIFICACIÓN ENERGÉTICA A Entrega de llaves: Enero a marzo 2027.",False,newdevelopment,True,5402.0,True,False,False,False,[],False,False,470000.0,€,True,True,flat,penthouse,"Palomeras sureste, Madrid","Ático en del Tranvia de Arganda, 14",False,PR-C-791@TipoT,9,True,Palomeras sureste,True,,,,
106267906,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/8d/c4/1277714920.webp,7,870000.0,flat,sale,144.0,3,3,"avenida Isabel Farnesio, 7",Madrid,Boadilla del Monte,Sector S,es,40.4095859,-3.8856812,True,https://www.idealista.com/obra-nueva/106267906/,"¡Nueva promoción en Boadilla del Monte, Avenida Isabel de Farnesio! Descubre tu nuevo hogar en una de las zonas más exclusivas de Boadilla del Monte. Esta promoción cuenta con pisos de 2 y 3 habitaciones, diseñados para ofrecer el máximo confort y funcionalidad.  Cada vivienda dispone de 2 a 3 baños completos, ideales para familias o aquellos que buscan mayor espacio y comodidad. Las viviendas están pensadas para aprovechar al máximo la luz natural y cuentan con acabados de alta calidad, cocinas modernas y amplias terrazas donde disfrutar de momentos de tranquilidad. Ubicada en una zona privilegiada, la Avenida Isabel de Farnesio ofrece fácil acceso a servicios, colegios, zonas verdes y transporte público, sin renunciar a la tranquilidad y el bienestar que caracteriza a Boadilla del Monte. Características principales: •Pisos de 2 y 3 habitaciones. •2 o 3 baños completos. •Amplias terrazas. •Excelentes acabados. •Zona tranquila con todos los servicios a mano. No pierdas la oportunidad de vivir en uno de los mejores entornos residenciales de Madrid. ¡Llámanos y agenda tu visita!",False,newdevelopment,True,6042.0,True,False,False,False,[],False,False,870000.0,€,True,True,flat,,"Sector S, Boadilla del Monte","Piso en avenida Isabel Farnesio, 7",False,Tipo 4,,True,,True,,,,
108427580,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/e9/2f/1344562535.webp,17,280949.0,flat,sale,108.0,3,2,"Los Cerros, 379",Madrid,Madrid,Vicálvaro,es,40.40252,-3.54097,True,https://www.idealista.com/obra-nueva/108427580/,"VÍA SERENA presenta Nivaria Escala – Donde empieza tu nueva vida en el Madrid del futuro. Imagina despertarte cada mañana con la sensación de estar donde realmente quieres vivir. En un entorno pensado para las personas, rodeado de naturaleza y todo lo que necesitas al alcance de la mano. Así es Nivaria Escala, una promoción única de 146 viviendas VPPL en régimen de cooperativa, ubicada en el corazón del nuevo desarrollo de Los Cerros. Los Cerros no es solo una expansión urbana: es una nueva forma de entender la ciudad. Este barrio, ubicado junto a El Cañaveral, Coslada y San Fernando de Henares, ha sido diseñado con una visión de futuro, que combina sostenibilidad, modernidad y calidad de vida. Formará parte del gran pulmón verde del sureste madrileño, rodeado por el Parque Regional del Sureste y con una red de transporte que lo conectará cómodamente con el centro y el resto de la ciudad. Quienes apuestan hoy por Los Cerros, apuestan por estar desde el principio en uno de los enclaves de mayor proyección urbanística y residencial de la capital. Un proyecto pensado para ti y tu familia Nivaria Escala se adapta a distintas necesidades y estilos de vida, todas ellas diseñadas con criterios de eficiencia, amplitud y luminosidad. Desde familias que buscan espacio y tranquilidad, hasta quienes inician una nueva etapa en su vida. Nuestro proyecto cuenta con viviendas de 2, 3 y 4 dormitorios que incluyen al menos una plaza de garaje y un trastero, y algunas disponen de dos plazas de garaje.  En Nivaria Escala no solo vives en casa, también vives en comunidad. El proyecto cuenta con completas zonas comunes donde relajarte, compartir y disfrutar: •Piscina para adultos y niños •Áreas ajardinadas y de paseo •Zona de juegos infantiles •Espacio de aparcamiento para bicicletas •Sala para conserje Un entorno seguro, adaptado y diseñado para el disfrute de cualquier tipo de familia. Un proyecto con garantías Al tratarse de una promoción en régimen de cooperativa, los futuros propietarios participan desde el inicio en un modelo transparente, lo que permite ajustar al máximo los costes de adquisición. Además, el proyecto se desarrolla bajo el régimen de Vivienda con Protección Pública de Precio Limitado (VPPL), lo que facilita el acceso a vivienda de calidad a un coste razonable. La entrega está prevista para el segundo semestre de 2029, ofreciendo un horizonte temporal ideal que te permitirá afrontar la compra con mayores facilidades. Nivaria Escala es más que una promoción. Es el comienzo de una vida más tranquila, más verde, más tuya. Infórmate y da el primer paso hacia tu nuevo hogar en el Madrid del futuro.",False,newdevelopment,True,2601.0,True,False,False,False,[],False,False,280949.0,€,True,True,flat,,"Los Cerros, Madrid","Piso en Los Cerros, 379",False,2 - 1 - C,1,True,Los Cerros,True,,,,
108321151,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/85/aa/1340625243.webp,25,430000.0,flat,sale,115.0,4,2,"calle Nueva, 2",Madrid,Boadilla del Monte,Casco Antiguo,es,40.406803,-3.8788135,True,https://www.idealista.com/inmueble/108321151/,"Agencia inmobiliaria en Boadilla del Monte INMOBILIARIA HOGARES BOADILLA DEL MONTE PRESENTA MAGNIFICO PISO DE CUATRO DORMITORIOS en el casco antiguo de Boadilla del Monte. La vivienda se distribuye en un recibidor desde donde accedemos a un amplio pasillo que da paso a todas las estancias de la vivienda. Cocina con tendedero, un luminoso salón con terraza, cuatro dormitorios y dos baños. La finca cuenta con ascensor. Se encuentra en un entrono inmejorable junto al Palacio del Infante Don Luis, cerca de todo tipo de comercios, colegios, medios de transporte y zonas verdes. ¡NO PERDAIS LA OPORTUNIDAD DE VENIR A VISITAR!",True,renew,False,3739.0,True,True,False,False,[],False,False,430000.0,€,,,flat,,"Casco Antiguo, Boadilla del Monte","Piso en calle Nueva, 2",,,3,True,,True,,,,
108281417,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/40/8b/1339420711.webp,43,585000.0,penthouse,sale,164.0,4,3,Miramadrid,Madrid,Paracuellos de Jarama,Miramadrid,es,40.5006755,-3.5133078,False,https://www.idealista.com/inmueble/108281417/,"INMOO te ofrecemos en exclusiva:  SEMIATICO en Venta - Calidad, Espacio y Comodidad en Cada Rincón** ¡Descubre este espectacular semiático de 164 m² construidos y 145 m² útiles, donde la luz natural y el confort se unen! Este hogar cuenta con un gran salón que invita a relajarse y disfrutar de momentos inolvidables. La amplia y funcional cocina es perfecta para los amantes de la gastronomía, ofreciendo espacio suficiente para preparar deliciosas comidas. Dispone de 4 acogedores dormitorios, todos equipados con armarios empotrados, ideales para mantener todo en orden. Además, cuenta con 3 baños completos que garantizan la comodidad de toda la familia. La orientación Sur-Oeste asegura que cada rincón de la vivienda esté bañado por la luz del sol durante gran parte del día. La joya de este ático es su terraza con pérgola, un lugar perfecto para disfrutar de cenas al aire libre o simplemente relajarte. Las zonas comunes son un verdadero lujo: piscina, pista de pádel, gimnasio y dos saunas, todo pensado para tu bienestar. También hay una zona infantil para que los más pequeños se diviertan. Construido en 2008, el inmueble cuenta con puerta acorazada, carpintería lacada en blanco y cerámicos de SALONI, lo que le otorga un toque moderno y elegante. El aire acondicionado por conductos y la calefacción a gas natural aseguran un ambiente agradable durante todo el año. Incluye plaza de garaje y trastero, brindando aún más comodidad. No dejes pasar la oportunidad de vivir en este magnífico ático que combina espacio, luz y excelentes servicios. ¡Contáctanos para más información y ven a visitarlo!",False,good,False,3567.0,True,False,True,False,[],False,False,585000.0,€,True,True,flat,penthouse,"Miramadrid, Paracuellos de Jarama",Ático,,semiatico ,2,True,,True,,,,
108249845,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/25/80/1338450059.webp,57,942040.0,chalet,sale,313.0,2,3,"Mirador de la Cabreriza, 13",Madrid,Collado Mediano,,es,40.6960225,-4.0357959,True,https://www.idealista.com/obra-nueva/108249845/,"Chalet de Obra OBRA NUEVA “ THE GRASS HOME “ EN COLLADO MEDIANO ( MADRID ) Ático 10 comercializa esta magnífica oportunidad de adquirir una Vivienda Única, ubicada en una parcela con unas vistas privilegiadas de la vertiente Sur de la Sierra de Guadarrama. THE GRASS HOME es el resultado de la más reciente colaboración entre el estudio de arquitectura EME 157 y la empresa constructora LUMAN EDIFICACION Y RESTAURACION, S.L. Se combina la arquitectura bioclimática con el diseño contemporáneo y la experiencia constructiva para ofrecer soluciones funcionales sostenibles y personalizables. Se encuentra en Collado Mediano, en pleno corazón de la Sierra de Guadarrama y ofrece una vista panorámica inmejorable que incluye el Monasterio de El Escorial. Esta a tan solo 30 minutos en coche desde Moncloa, además cuenta con una Estación de Cercanías a solo 6 minutos a pie y conexión directa en autobús con Madrid y otros puntos clave de la Sierra. La vivienda parte de una distribución diáfana, sencilla, amplia y luminosa, pensada para facilitar la adaptación a las necesidades del comprador final. Se entrega con una dotación esencial que incluye: cocina completa, baño, lavadero y armarios modulares y por otro lado preinstalación oculta de climatización y fontanería. El diseño de la vivienda responde a los principios de la arquitectura bioclimática, incorporando una gran terraza abierta al horizonte y soluciones pasivas que garantizan el confort térmico y la eficiencia energética durante todo el año. Amplios ventanales orientados a sur capturan la radiación solar en invierno, maximizan la entrada de luz natural y reducen el consumo energético. Aleros diseñados estratégicamente bloquean la incidencia del sol en verano y permiten su entrada en invierno. Por su parte, los cerramientos opacos en las fachadas Norte, Este y Oeste, protegen del calor estival y minimizan la perdida de energía en los meses fríos. Cuenta con materiales y calidades exclusivas, aerotermia con suelo radiante refrescante en verano y cálido en invierno, ventanas de aluminio con rotura de puente térmico doble acristalamiento con cámara deshidratada y estores motorizados. Se accede a las tres plazas estacionamiento mediante puerta motorizada de 8.5m, de longitud.   Se han ajardinado las zonas en contacto con la vivienda con un paisajismo respetuoso con el entorno y de bajo mantenimiento. En la fachada Este existe una escalera exterior que comunica el acceso con la zona de piscina y con el resto del jardín. La piscina, de 20.5x2.26m. está junto a un amplio porche cubierto en el que cabe la posibilidad de construir una cocina exterior para los meses de verano. CARACTERISTICAS BASICAS Chalet unifamiliar independiente  2 plantas 313 m2 construidos 2 habitaciones 3 baños Terrazas Parcela de 770 m2 Promoción de Obra Nueva Certificación energética A EQUIPAMIENTO Cocina amueblada y equipada  Armarios Jardín Piscina de 20 ml x 2,25 ml 3 Plazas de parking incluidas en el precio.",False,,True,3010.0,True,False,False,False,[],False,False,942040.0,€,True,True,chalet,independantHouse,Collado Mediano,"Casa independiente en Mirador de la Cabreriza, 13",True,,,,,,,,,
107672773,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/35/3e/1265773955.webp,21,346000.0,flat,sale,79.0,2,2,"del Tranvia de Arganda, 14",Madrid,Madrid,Puente de Vallecas,es,40.3813244,-3.6336729,True,https://www.idealista.com/obra-nueva/107672773/,"Con 1 garaje y 1 trastero. Disfruta de la comodidad y el estilo de vida que ofrecen estas viviendas de 1 a 3 dormitorios, situadas en una urbanización privada. Esta moderna comunidad cuenta con piscina, zonas verdes perfectas para el ocio y la relajación. La urbanización se encuentra cercana al Polideportivo Municipal Palomeras, en un área residencial consolidada que dispone de una amplia gama de servicios esenciales, incluidos servicios sanitarios, educativos, deportivos, comerciales y de entretenimiento. Ubicadas en el corazón de un barrio tranquilo y rodeado de parques y jardines, estas viviendas prometen un ambiente vecinal amistoso y acogedor, ideal para familias y profesionales jóvenes. El área resalta por su ambiente comunitario y sus espacios verdes, ofreciendo un respiro de la vida urbana sin sacrificar la conveniencia. Situado en la zona sur de Madrid, en el dinámico barrio de Vallecas, el complejo está convenientemente localizado cerca de la Avenida de la Albufera y el Parque Lineal Palomeras. A tan solo 15 minutos a pie de las estaciones de Metro y Cercanías, los residentes pueden acceder al centro de Madrid (Atocha) en aproximadamente 10 minutos mediante transporte público, lo que hace que desplazarse por la ciudad sea rápido y sencillo. Excelentes conexiones viales a través de la Avenida de la Albufera y la M-40. Adicionalmente, las opciones de transporte público cercanas incluyen la estación de Metro Sierra de Guadalupe, con una línea directa hacia la Puerta del Sol, y la estación de Cercanías en Vallecas, facilitando así un acceso eficiente a diversos puntos de interés en Madrid. Adquiere tu nuevo hogar en Madrid, en una ubicación privilegiada que combina a la perfección accesibilidad, servicios completos y calidad de vida. CALIFICACIÓN ENERGÉTICA A Entrega de llaves: Enero a marzo 2027.",False,newdevelopment,True,4380.0,True,False,False,False,[],False,False,346000.0,€,True,True,flat,,"Palomeras sureste, Madrid","Piso en del Tranvia de Arganda, 14",False,PR-C-791@TipoD2 ,6,True,Palomeras sureste,True,,,,
107580850,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/c1/6f/1265773973.webp,21,347000.0,flat,sale,80.0,2,2,"del Tranvia de Arganda, 14",Madrid,Madrid,Puente de Vallecas,es,40.3813244,-3.6336729,True,https://www.idealista.com/obra-nueva/107580850/,"Con 1 garaje y 1 trastero. Disfruta de la comodidad y el estilo de vida que ofrecen estas viviendas de 1 a 3 dormitorios, situadas en una urbanización privada. Esta moderna comunidad cuenta con piscina, zonas verdes perfectas para el ocio y la relajación. La urbanización se encuentra cercana al Polideportivo Municipal Palomeras, en un área residencial consolidada que dispone de una amplia gama de servicios esenciales, incluidos servicios sanitarios, educativos, deportivos, comerciales y de entretenimiento. Ubicadas en el corazón de un barrio tranquilo y rodeado de parques y jardines, estas viviendas prometen un ambiente vecinal amistoso y acogedor, ideal para familias y profesionales jóvenes. El área resalta por su ambiente comunitario y sus espacios verdes, ofreciendo un respiro de la vida urbana sin sacrificar la conveniencia. Situado en la zona sur de Madrid, en el dinámico barrio de Vallecas, el complejo está convenientemente localizado cerca de la Avenida de la Albufera y el Parque Lineal Palomeras. A tan solo 15 minutos a pie de las estaciones de Metro y Cercanías, los residentes pueden acceder al centro de Madrid (Atocha) en aproximadamente 10 minutos mediante transporte público, lo que hace que desplazarse por la ciudad sea rápido y sencillo. Excelentes conexiones viales a través de la Avenida de la Albufera y la M-40. Adicionalmente, las opciones de transporte público cercanas incluyen la estación de Metro Sierra de Guadalupe, con una línea directa hacia la Puerta del Sol, y la estación de Cercanías en Vallecas, facilitando así un acceso eficiente a diversos puntos de interés en Madrid. Adquiere tu nuevo hogar en Madrid, en una ubicación privilegiada que combina a la perfección accesibilidad, servicios completos y calidad de vida. CALIFICACIÓN ENERGÉTICA A Entrega de llaves: Enero a marzo 2027.",False,newdevelopment,True,4338.0,True,False,False,False,[],False,False,347000.0,€,True,True,flat,,"Palomeras sureste, Madrid","Piso en del Tranvia de Arganda, 14",False,PR-C-791@TipoI2 ,8,True,Palomeras sureste,True,,,,
100641810,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/29/ee/1316422022.webp,20,3000000.0,chalet,sale,900.0,5,7,Barrio Fuentelarreina,Madrid,Madrid,Fuencarral,es,40.4794822,-3.7416992,False,https://www.idealista.com/inmueble/100641810/,"Casa señorial en ubicación única Engel & Volkers Mirasierra/Puerta de Hierro ( ) les presenta soberbia casa señorial de corte clásico de 900m2 construidos con una inmejorable distribución y 1.400m2 de parcela en una ubicación única, en primera línea del monte del Pardo y campo de golf. Nos da la bienvenida una bonita zona de recepción con un gran hall de techos altos abierto al salón y desde el que se divisa al fondo el bonito jardín y la piscina. El hall se encuentra comunicado con una bonita biblioteca y esta a su vez con otra zona del amplísimo salón con grandes ventanales, ideal tanto para grandes recepciones como para una reunión más íntima con amigos. La planta de arriba acoge un agradable cuarto de estar con chimenea que distribuye a los cuatro impresionantes dormitorios con baños en suite. El dormitorio principal destaca por sus espectaculares dimensiones y porque disfruta de dos baños completos e incorporados al dormitorio. La planta sótano alberga un gran garaje con una cómoda rampa de acceso así como un salón con luz natural y otras estancias de lavandería, etc. La vivienda necesita cierta actualización, sobre todo baños y cocina, pero cuenta con una distribución muy actual y una personalidad única difícil de transmitir en las fotos. Puerta de Hierro - Fuentelarreina está situada en el noroeste de Madrid, a tan sólo 10 minutos en autobús de Moncloa y Cuatro Caminos y en menos de media hora de la Puerta del Sol. Zona exclusiva de casas espectaculares rodeadas de vegetación y amplia seguridad. Puerta de Hierro está rodeada de numerosas zonas verdes como es el entorno natural del parque La Dehesa de la Villa, uno de los mayores de Madrid con una extensión de 700.000 m2 que alberga más de 6.000 árboles. En definitiva, un espacio natural transformado e incorporado a la ciudad, que constituye un lugar privilegiado del que directamente se benefician unos 124.600 madrileños. Por otro lado, la urbanización se encuentra próxima al Centro Comercial La Vaguada y al Club Social Puerta de Hierro, el Real Club de Golf Puerta de Hierro y otros equipamientos comerciales y educacionales.",False,good,False,3333.0,True,False,True,False,[],False,False,3000000.0,€,True,True,chalet,independantHouse,"Fuentelarreina, Madrid",Casa independiente,,W-02QTHY,,,Fuentelarreina,,,,,
108042062,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/50/e4/de/1332069726.webp,55,896000.0,chalet,sale,330.0,2,1,"Mirador de la Cabreriza, 13",Madrid,Collado Mediano,,es,40.6960225,-4.0357959,True,https://www.idealista.com/obra-nueva/108042062/,"Chalet de Obra OBRA NUEVA “ THE GRASS HOME “ EN SIERRA GUADARRAMA ( MADRID ) Ático10 comercializa en EXCLUSIVA esta magnífica oportunidad de adquirir una “ Vivienda Única “, ubicada en una parcela con unas vistas privilegiadas de la vertiente Sur de la Sierra de Guadarrama, situada en la Calle Mirador de la Cabreriza nº 13 de Collado Mediano ( Madrid ). THE GRASS HOME es el resultado de la más reciente colaboración entre el estudio de arquitectura EME 157 y la empresa constructora LUMAN EDIFICACION Y RESTAURACION, S. L. Se trata de una Promoción de Obra Nueva, donde la vivienda se concibe como una gran terraza abierta al horizonte, incorporando soluciones pasivas que garantizan el confort térmico y la eficiencia energética durante todo el año. La vivienda parte de una distribución diáfana, sencilla, amplia y luminosa, pensada para facilitar la adaptación a las necesidades del comprador final. La vivienda cuenta con materiales y calidades exclusivas, con suelo radiante refrescante en verano y cálido en invierno, aerotermia y ventanas de aluminio con rotura de puente térmico y doble acristalamiento con cámara deshidratada. Se han ajardinado las zonas en contacto con la vivienda con un paisajismo respetuoso con el entorno. En la fachada Este existe una escalera exterior que comunica el acceso con la zona de piscina y con el resto del jardín. La parcela ofrece unas vistas privilegiadas y se encuentra protegida de los vientos fríos del norte, lo que permite que la vivienda este orientada al sol del mediodía, aprovechando las impresionantes panorámicas de la vertiente sur de la Sierra de Guadarrama. El inmueble se encuentra a 6 minutos andando de la Estación de Cercanías/Renfe de Collado Mediano. CARACTERISTICAS BASICAS Chalet unifamiliar independiente  2 plantas 330 m2 construidos Terrazas Parcela de 770 m2 Promoción de Obra Nueva Certificación energética A EQUIPAMIENTO Cocina amueblada y equipada  Armarios Jardín Piscina de 20 ml x 2,25 ml 3 Plazas de parking incluidas en el precio.",False,newdevelopment,True,2715.0,True,False,False,False,[],False,False,896000.0,€,True,True,chalet,independantHouse,Collado Mediano,"Casa independiente en Mirador de la Cabreriza, 13",True,,,,,,,,,
