propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108349539,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/44/7e/1341510446.webp,8,bj,235000.0,flat,sale,40.0,False,1,1,calle de los Mancebos,Madrid,Madrid,Centro,es,Palacio,40.4109462,-3.7129773,False,https://www.idealista.com/inmueble/108349539/,"INMOBILIARIA MILENIUN OFRECE EN EXCLUSIVA ""ESPECIAL INVERSORES""  POSIBILIDAD DE ALQUILER A CORTO PLAZO Una propiedad en una de las zonas más emblemáticas y con mayor proyección de Madrid Te presentamos esta acogedora vivienda recién reformada en el barrio de Palacio, a escasos metros de la Plaza de la Paja y La Latina, donde la historia, la cultura y el estilo de vida madrileño se fusionan. � Ubicación inmejorable Situado en pleno centro histórico, esta vivienda ofrece una conexión excelente: A unos pasos del Metro La Latina y Ópera Varias líneas de autobús Rodeado de comercios tradicionales, supermercados, restaurantes, galerías y espacios culturales � La vivienda Espacio funcional y luminoso Cocina equipada Baño completo Ambiente tranquilo, ideal para vivir o rentabilizar � Ideal para: Parejas que quieren vivir en el centro con todo a mano Inversores que buscan alta rentabilidad en una zona de alta demanda y encanto turístico ✨ Vive o invierte en uno de los barrios con más alma de Madrid, donde cada calle tiene historia y cada rincón ofrece algo especial. 3%+IVA de honorarios por gestión inmobiliaria no incluidos. *Oferta no vinculante, puede contener errores de publicación*. � ¡Contáctanos para más información o agendar una visita! Rosa. 6 2 1 3 7 8 2 6 1.",False,good,False,False,5875.0,False,False,False,False,[],False,False,235000.0,€,flat,"Palacio, Madrid",Piso en calle de los Mancebos,Destacado,,,,,,,,
105363044,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/c3/e7/1249804781.webp,22,2,1400000.0,flat,sale,101.0,True,2,2,"calle de Pelayo, 55",Madrid,Madrid,Centro,es,Chueca-Justicia,40.4246454,-3.6974034,True,https://www.idealista.com/inmueble/105363044/,"¡Descubre el hogar de tus sueños en Justicia! Este impresionante piso de 101 m² ofrece una combinación perfecta de lujo y comodidad. Situado en una de las mejores calles del barrio, disfrutarás de una ubicación inmejorable con fácil acceso a todos los servicios y atractivos de la zona. La propiedad ha sido completamente reformada con acabados de primera calidad, asegurando un ambiente elegante y moderno. El área social cuenta con una cocina abierta y moderna, ideal para quienes disfrutan de cocinar y recibir visitas. Los dos balcones a la calle permiten la entrada de abundante luz natural, creando un espacio cálido y acogedor. La zona privada incluye dos amplios dormitorios y dos baños, uno de ellos en suite con un vestidor extraordinario que te permitirá organizar tu ropa y accesorios con total comodidad. Este piso también ofrece una terraza perfecta para relajarse al aire libre, armarios empotrados que optimizan el espacio de almacenamiento, calefacción eléctrica y aire acondicionado para tu máximo confort durante todo el año. Ubicado en la segunda planta de un edificio con ascensor, esta joya inmobiliaria es ideal tanto para familias como para parejas que buscan un hogar sofisticado en una ubicación privilegiada. ¡No dejes pasar esta oportunidad única y ven a visitarlo!",True,good,False,True,13861.0,False,False,False,False,[],False,False,1400000.0,€,flat,"Chueca-Justicia, Madrid","Piso en calle de Pelayo, 55",Destacado,,,,,,,,
108517966,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/3b/05/1348263315.webp,25,1,229000.0,flat,sale,71.0,True,3,1,Barrio Casco Antiguo,Madrid,Leganés,Centro,es,Casco Antiguo,40.3308743,-3.7646091,False,https://www.idealista.com/inmueble/108517966/,"Exclusivas Romero comercializa vivienda en Leganés Centro.  El inmueble cuenta con una superficie de 70m2 y se distribuye de la siguiente manera: Hall de entrada, cocina independiente, office- comedor, salón con acceso a terraza, pasillo distribuidor, cuarto de baño y tres dormitorios. Vivienda exterior, muy luminosa, orientación sur. Vivienda muy bien ubicada con todos los servicios a un paso (Centro de salud, farmacias, supermercados, etc…) y comunicada con autobuses, Cercanías Renfe y metrosur. Llame e infórmese!",False,good,False,True,3225.0,True,False,False,False,[],False,False,229000.0,€,flat,"Casco Antiguo, Leganés",Piso,Destacado,L134-25,,,,,,,
108473370,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/57/94/1345973429.webp,16,4,1600000.0,flat,sale,145.0,True,3,3,calle del General Pardiñas,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4314318,-3.6792777,False,https://www.idealista.com/inmueble/108473370/,"Presentamos este fantástico piso totalmente exterior en la calle General Pardiñas, a escasos metros de la Plaza del Marques de Salamanca.  La vivienda, completamente reformada,   pertenece a una cuarta planta exterior de un edificio de los años 50 con orientación oeste por lo que recibe mucha luz natural. Sus 140 m2 se distribuyen de la siguiente forma: gran salón-comedor con cocina abierta totalmente equipada con electrodomésticos de alta gama, laundry y aseo de visitas. En la zona de descanso encontramos tres dormitorios dobles el principal con el baño en suite y con armarios empotrados. Los otros dos dormitorios comparten un baño. Tiene aire acondicionado individualizado en cada estancia. Cuenta con un trastero y tiene portero.   Fue íntegramente reformado en 2018.",False,good,False,True,11034.0,False,False,False,False,[],False,False,1600000.0,€,flat,"Lista, Madrid",Piso en calle del General Pardiñas,Destacado,5087,,,,,,,
107604578,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/90/19/1317367458.webp,7,1,250000.0,flat,sale,80.0,True,3,1,calle de Pablo Picasso,Madrid,Alcobendas,Alcobendas Centro,es,,40.5442976,-3.6394314,False,https://www.idealista.com/inmueble/107604578/,"PRIMER NIVEL INMOBILIARIA vende piso ubicado en una zona tranquila, próxima a todos los servicios y bien comunicada. Es un piso totalmente exterior, muy luminoso y con la siguiente distribución: Cocina con terraza tendedero independiente, un luminoso salón, totalmente independiente y de grandes dimensiones, 3 habitaciones y 1 baño.  Dispone de armarios empotrados en 2 de sus habitaciones y en su precio se incluye un trastero de buen tamaño ubicado en la misma finca.  Está ubicado a escasos metros de la Estación de Metro, próximo a la Estación de Renfe y a líneas regulares de autobuses. Además, la zona cuenta con todos los servicios.  Con 20 años de experiencia en el sector inmobiliario, nuestro equipo está a su disposición para ayudarle en todo lo que necesite. ¡No pierda la oportunidad de vivir en esta maravillosa propiedad! Contáctenos hoy mismo para obtener más información sobre las condiciones de financiación hipotecaria disponibles.",False,renew,False,False,3125.0,False,False,False,False,[],False,False,250000.0,€,flat,"Alcobendas Centro, Alcobendas",Piso en calle de Pablo Picasso,Destacado,25-014,,,,,,,
105429138,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/33/c6/1322014915.webp,59,,1045000.0,chalet,sale,655.0,,7,6,Barrio La Chopera,Madrid,Las Rozas de Madrid,La Chopera,es,La Chopera,40.5125046,-3.9032522,False,https://www.idealista.com/inmueble/105429138/,"LAS ROZAS DE MADRID, LA CHOPERA. CHALET INDEPENDIENTE con 655 m² construidos, 7 dormitorios, 3 salones, cocina, 4 baños, 2 aseos, garaje, piscina y jardín. Dispone de aire acondicionado, luz natural y soleado. de aluminio y de madera. 38 años de antigüedad. Próximo a parada de autobús. Estupendo Chalet en Las Rozas, en Urbanización Privada con vigilancia 24 horas. Chalet de 655m2 distribuido en tres plantas sobre Parcela de 1.000 m2. La vivienda consta de tres plantas, la Planta calle dispone de un gran Hall de entrada que da paso a un Gran Salón de 70m2 con Chimenea y grandes ventanales muy luminoso, Cocina de unos 25m2 con Office muy cómoda totalmente equipada, en dicha planta contamos con tres dormitorios el Principal en Suite con su baño, otro baños que da servicio a los otros dos dormitorios y un Aseo de cortesía. La primera planta cuenta con un amplio un Despacho de unos 40m2, dos dormitorios un baño con Jacuzzi y sauna y una terraza solárium con una preciosas vistas. En la Planta Sótano, cuenta con un enorme salón-bodega de unos 100m2 con chimenea, 2 Dormitorios, un baño, cuarto de lavado, cuarto de calderas y un amplio garaje. La vivienda cuenta con un amplio jardín de más de con parte solada y con césped y árboles consolidados, con barbacoa cubierta con un amplio porche de madera y con piscina privada. La vivienda dispone de aire acondicionado, puertas de acceso blindadas, suelos de madera y doble carpintería exterior. Excelente ubicación con todos los servicios cerca de Centros Comerciales y de ocio, Colegios, Polideportivos, supermercados, Centros de Salud. Entre los Centros comerciales destacan Las Rozas Village, The Style outlets, Gran Plaza2 y Heron City.",False,good,False,,1595.0,False,False,False,False,[],False,False,1045000.0,€,chalet,"La Chopera, Las Rozas de Madrid",Casa independiente,Destacado,V10546.3,True,True,independantHouse,,,,
108048904,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/9e/f5/3c/1332299790.webp,8,,120000.0,countryHouse,sale,69.0,,2,1,calle de la Huerta,Madrid,Moralzarzal,Zona Centro,es,,40.6797815,-3.9699448,False,https://www.idealista.com/inmueble/108048904/,"OPORTUNIDAD VENTA DE CASA DE PUEBLO EN PLENO CENTRO DE MORALZARZAL Alfa Home Inmobiliaria pone a la venta en exclusiva esta casa de pueblo de 62m2 en pleno centro de Moralzarzal, la casa esta para rehabilitar por completo, en pleno corazón de Moralzarzal, a un paso de todos los servicios que dispone y ofrece Moralzarzal. Se puede construir otra altura, ideal para vivir en pleno centro. Ideal para inversores, Consúltanos. EN ALFA HOME NO COBRAMOS HONORARIOS AL COMPRADOR CONSULTA CON HOME CREDIT LA MEJOR FINACIACION HASTA EL 100%.",False,renew,False,,1739.0,True,False,False,False,[],False,False,120000.0,€,countryHouse,"Zona Centro, Moralzarzal",Casa de pueblo en calle de la Huerta,Destacado,1901-539,,,casaDePueblo,,,,
106184001,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/0d/c8/1275066191.webp,16,2,1975000.0,flat,sale,265.0,True,5,5,calle de Hilarión Eslava,Madrid,Madrid,Chamberí,es,Gaztambide,40.4358325,-3.7150204,False,https://www.idealista.com/inmueble/106184001/,"ELEGANCE REAL ESTATE les ofrece este espectacular piso señorial ubicado a escasos metros del parque del Oeste. Nos encontramos este precioso piso de 265m² reformado recientemente con las mayores calidades poniendo énfasis en cada detalle. La zona de día se distribuye en un amplio salón con una pequeña terraza con vistas a la calle, comedor con una mesa para 6 a 10 comensales y la cocina abierta con una amplia isla. La zona de noche está compuesta por 5 habitaciones de buen tamaño y 4 baños completos más un aseo de invitados, tres de ellas con baño en suite. La habitación principal tiene el baño en suite con dos lavabos, ducha y bañera. Además, dentro de la misma hay un vestidor de grandes dimensiones. La vivienda cuenta con zona de lavado independiente, trastero y portero. Se trata de un barrio con abundantes tiendas y todo tipo de servicios, donde conviven el comercio de proximidad con las grandes superficies como Zara y El Corte Inglés por ejemplo. Respecto a zonas verdes, a muy poca distancia tenemos el Parque de Santander y el Parque del Oeste (zona verde emblemática de Madrid que termina en el Templo de Debod junto a la Plaza de España).  Su completa red de transportes públicos incluye las estaciones de metro Islas Filipinas y Argüelles (cerca también el metro Canal), diversas paradas de autobús y el intercambiador de Moncloa.  No pierdas la oportunidad de ponerte en contacto con nosotros para ir a visitarla.",True,good,False,True,7453.0,True,False,False,False,[],False,False,1975000.0,€,flat,"Gaztambide, Madrid",Piso en calle de Hilarión Eslava,Destacado,,,,,,,,
108767835,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/27/95/1354557030.webp,19,1,210000.0,flat,sale,72.0,True,2,1,Fuente el Saz de Jarama,Madrid,Fuente el Saz de Jarama,,es,,40.637571,-3.511856,False,https://www.idealista.com/inmueble/108767835/,"DEPARTAMENTO FINANCIERO PROPIO, FINANCIACIÓN 100% MÁS GASTOS CUMPLIENDO REQUISITOS. INMOBILIARIA CARRIOLA VENDE EN EXCLUSIVA Y SIN COMISIÓN DE AGENCIA AL COMPRADOR, precioso piso reformado, listo para entrar a vivir! Ubicado en una primera planta exterior, ofreciendo un espacio ideal para disfrutar de la comodidad y el estilo. Con salón - comedor, cocina, dos acogedores dormitorios con armarios empotrados y un baño moderno. Cada rincón ha sido diseñado para maximizar la funcionalidad y el confort.  Además, cuenta con aire acondicionado.  No dejes pasar esta oportunidad única de adquirir un hogar que combina calidad y confort en una ubicación privilegiada. ¡Contáctanos y ven a verlo!",False,good,False,True,2917.0,False,False,False,False,[],False,False,210000.0,€,flat,Fuente el Saz de Jarama,Piso,Destacado,,,,,,,,
108719441,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2a/ac/a7/1353097587.webp,17,2,199000.0,flat,sale,79.0,True,3,1,Mejorada del Campo,Madrid,Mejorada del Campo,,es,,40.392535,-3.4811299,False,https://www.idealista.com/inmueble/108719441/,"¡Oportunidad en Mejorada del Campo! Ponemos a la venta esta estupenda vivienda de 79 m² construidos y 65 m² útiles, situada en una zona tranquila y familiar, rodeada de institutos, guarderías, comercios, y con una excelente comunicación con el resto del municipio. La vivienda destaca por su buena distribución, ventilación cruzada y gran luminosidad ¡Lista para entrar a vivir sin necesidad de reformas! Dispone de cocina independiente muy funcional, con muebles altos y bajos, tres habitaciones amplias, una de ellas habilitada de vestidor, perfectas para familias, teletrabajo o como cuarto de invitados, salón comedor muy espacioso y luminoso sin edificios enfrente, ideal para disfrutar de reuniones y momentos en familia, cuenta con un baño completo con ducha. Dispone de calefacción individual por gas natural, lo que asegura confort y eficiencia durante todo el año. Suelos en tarima en todas las estancias salvo en cocina y baño que cuenta con gres. Aire acondicionado. Pintura lisa y toldos. La ubicación es inmejorable a pocos minutos de colegios, enfrente el campo de fútbol, instituto y polideportivo, líneas de autobús, comercios y todos los servicios esenciales. Una vivienda perfecta tanto para vivir como para invertir. ¡Ven a visitarla y descubre tu nuevo hogar! ¿Necesitas financiación? ¿Quieres saber cuánto pagarías al mes por esta vivienda? Llámanos, te lo contamos sin compromiso y gratuitamente. *Certificación Energética: ""D"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.",False,good,False,False,2519.0,False,False,False,False,[],False,False,199000.0,€,flat,Mejorada del Campo,Piso,Destacado,15456,,,,,,,
