propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108858762,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/ab/d1/1357200710.webp,EG6448,54,3,175000.0,flat,sale,76.0,True,3,1,Juan de Austria,Madrid,Alcalá de Henares,Juan de Austria,es,40.4819716,-3.3527738,False,https://www.idealista.com/inmueble/108858762/,"Alcalá Inmobiliaria presenta una excelente oportunidad de adquirir un piso en venta situado en la conocida zona de Juan de Austria, en Alcalá de Henares. Este  inmueble se encuentra en una ubicación privilegiada, con una amplia gama de servicios esenciales a su alcance, facilitando un estilo de vida cómodo y práctico y a escasos cinco minutos andando del centro de la ciudad.  Esta propiedad consta de  un total de 76,8 metros cuadrados construidos. Gracias a su distribución inteligente, el piso logra maximizar cada metro cuadrado, asegurando espacios funcionales y cómodos, además de un trastero en el mismo edificio.  El interior de la vivienda se compone de tres amplias habitaciones,cocina con terraza,baño completo con plato de ducha y salón con magnifica orientación que le hace disfrutar de una fantástica luz natural creando un ambiente agradable y acogedor.   Las áreas comunes del edificio están bien mantenidas, lo cual es palpable desde el momento que se pone un pie dentro del mismo. En cuanto a los servicios cercanos, la zona dispone de colegios, centros de salud, supermercados y zonas de ocio próximas,además de varias lineas de autobús cercanas que le aportan muchas posibilidades de conexión tanto dentro de Alcalá como hacia Madrid, lo cual significa que todas las necesidades diarias de los residentes están a solo unos pasos de distancia.  Este inmueble se perfila como una opción perfecta para quienes buscan invertir en una propiedad con excelente ubicación y características atractivas. Su estado de conservación, sumado a las posibilidades que ofrece para ser adaptado al gusto personal de sus nuevos propietarios, brinda un sinfín de oportunidades  No deje pasar la oportunidad de conocerlo,llámenos y  organizaremos una visita y descubra de primera mano el potencial que este espacioso y bien ubicado piso tiene para ofrecerle.   No cobramos comisión al comprador.  Nos encargamos de toda la gestión de la compra.  Y además ponemos a tu disposición nuestro departamento de hipotecas totalmente gratuito para buscarte las mejores condiciones del mercado.  ¿Quieres saber cuánto se te quedaría la letra al mes?  ¿Quieres saber qué impuestos conlleva una compra-venta?  Llámanos sin compromiso y programaremos una visita.  Los metros de la vivienda están contrastados según catastro/registro.  Los muebles que aparecen en la vivienda no son vinculantes y pueden No estar incluidos.  Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.   En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.   .",False,renew,False,False,2303.0,False,False,False,False,[],False,False,175000.0,€,flat,"Juan de Austria, Alcalá de Henares",Piso,,,,,,,,
108081275,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/20/00/1339899083.webp,P1-3ºH,3,3,322913.0,flat,sale,126.0,True,4,2,De los Cerros s/n,Madrid,Madrid,Vicálvaro,es,40.4059743,-3.5365582,True,https://www.idealista.com/obra-nueva/108081275/,"Residencial Corvus es un magnífico proyecto de viviendas de protección pública de precio limitado (VPPL) en régimen de cooperativa de 2, 3 y 4 dormitorios a un precio muy asequible en el que se incluye una plaza de garaje y un trastero.  Ubicación y accesibilidad Los Cerros es uno de los cinco barrios que componen los nuevos desarrollos del sureste de Madrid. Este nuevo ámbito está situado en la parte norte de estos desarrollos, junto a El Cañaveral y los municipios de Coslada y San Fernando Es una zona muy bien comunicada por la M-50, R-3 y M-45. Además, está planteado el desdoblamiento de la Línea 7 de Metro a partir de la estación de Ascao y con un ramal hacia Los Cerros-Ensanche de San Fernando y la ejecución de intercambiador modal. Sostenibilidad La principal diferencia con otro desarrollo urbanístico es que tiene una menor ocupación del suelo para las edificaciones, sólo el 12%, lo que lo convierte en un PROYECTO SOSTENIBLE Y VOLCADO HACIA LA NATURALEZA. Será EL BARRIO MÁS VERDE DE MADRID que formará parte del Bosque Metropolitano, ese gran cinturón verde que el ayuntamiento de la capital planea construir bordeando la ciudad. Se van a tomar todas las medidas necesarias para poder optar a una alta calificación energética. Viviendas  El residencial contará con todos los ingredientes característicos de los proyectos de Grupo Ibosa, arquitectura singular, viviendas con distribuciones bien pensadas donde se potencia la luminosidad de las estancias, terrazas que unen interior con exterior y unas fantásticas zonas comunes donde se podrá disfrutar sin salir de casa tales como piscina, zonas verdes y salón comunitario. Viviendas de 2, 3 y 4 dormitorios cuidadosamente diseñadas para ofrecer diseño y confort unido a la sostenibilidad, ya que se tomarán las medidas necesarias para obtener una alta calificación energética que permitirá reducir el consumo de energía. Grupo Ibosa tiene una dilatada experiencia en la comercialización y gestión de vivienda protegida, contando en la actualidad, con numerosos proyectos en Los Berrocales, Los Cerros y Valdecarros. Si quieres formar parte de este ilusionante proyecto de vivienda protegida, ¡déjanos tus datos y te contactaremos!  Este proyecto se gestiona en régimen de Cooperativa. Residencial Corvus S. Coop. Mad., ya está constituida. Durante el desarrollo del proyecto, la Dirección Facultativa se reserva el derecho de efectuar modificaciones que viniesen motivadas por exigencias de orden técnico o jurídico por parte de las Administraciones competentes, así como aquellas que pudieran suponer cambios del proyecto o en la memoria de calidades que en ningún caso supondrán minoración de las calidades previstas. Los precios aquí indicados serán actualizados con el incremento de IPC anual hasta que se obtenga la calificación provisional. Importante señalar que, los precios que aparecen tienen pendiente de aplicar el IPC 2025. La cuantía que represente aplicar el incremento del IPC se llevará a la cantidad pendiente de pago en la entrega de llaves.",False,newdevelopment,True,True,2563.0,True,False,False,False,[],False,False,322913.0,€,flat,"Los Cerros, Madrid",Piso en De los Cerros s/n,Los Cerros,False,True,True,,,,
108721630,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/3b/e5/1353162083.webp,13  1,6,,332751.0,flat,sale,88.0,True,3,2,"Calle de Venancio Martín 16 y y Asención Bielsa, 17",Madrid,Madrid,Puente de Vallecas,es,40.3978176,-3.6615762,True,https://www.idealista.com/obra-nueva/108721630/,"Numancia Suites – Viviendas de obra nueva con diseño y rentabilidad en Madrid Descubre Numancia Suites, una exclusiva promoción de obra nueva compuesta por 22 viviendas modernas, funcionales y luminosas. Diseñadas para ofrecer confort, eficiencia y estilo, cada unidad cuenta con una distribución optimizada, cocina completamente equipada, baños terminados, armarios empotrados y estores a medida que garantizan privacidad y comodidad desde el primer día. Los acabados contemporáneos y los materiales cuidadosamente seleccionados aportan un alto nivel de calidad y bienestar. Ubicadas en una zona con alta demanda y escasa oferta de obra nueva, estas viviendas representan una excelente oportunidad de inversión, en un entorno en plena transformación, con gran potencial de revalorización a corto y medio plazo. No dejes pasar esta oportunidad de adquirir una propiedad con todo lo que buscas: diseño, confort y proyección.",False,newdevelopment,True,False,3781.0,False,False,False,False,[],False,False,332751.0,€,flat,"Numancia, Madrid","Piso en Calle de Venancio Martín 16 y y Asención Bielsa, 17",Numancia,False,,,,,,
108324753,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/8b/0e/1340726474.webp,P1 3 A,5,3,401968.0,flat,sale,128.0,True,3,2,"Calle Cerro del Baile, 16",Madrid,San Sebastián de los Reyes,Dehesa Vieja-Puente Cultural,es,40.5676485,-3.6117507,True,https://www.idealista.com/obra-nueva/108324753/,"Cerro del Baile Levels es un residencial de 76 viviendas VPPL.  Tipologías de 2 dormitorios en planta baja con jardín y ático. 3 dormitorios en planta baja con jardín, en planta intermedia y ático. 4 dormitorios en planta primera. Moderno y de diseño ubicado en el nuevo desarrollo Cerro del Baile en San Sebastián de los Reyes. Se desarrolla en régimen de cooperativa. Viviendas espaciosas, bien distribuidas y con terraza. Luminosas y sostenibles, cuentan con aerotermia para maximizar al máximo la eficiencia y el ahorro energético. En esta misma línea el edificio dispondrá de un sistema de ventilación interior. Carpintería exterior que permitirá aislar completamente la temperatura y el ruido. Todas estas características harán de tu hogar un lugar vanguardista y de un confort que te hará disfrutar de tu hogar como te mereces.  Las cocinas se entregarán amuebladas e incluso podrás plantear opciones de distribución. Coste incluye dos plazas de garaje y un trastero. Hemos diseñado una vivienda que esté a la altura de lo que estás buscando, acogedora, bien distribuida y con una urbanización cerrada que incluye acceso por conserjería, piscina comunitaria, zonas verdes, recreo infantil, local multiusos y parking para bicicletas. La ubicación inmejorable, muy cerca de la Dehesa Boyal, del Outlet y del Hospital Infanta Sofía. Entrega prevista primera mitad 2029.",False,newdevelopment,True,True,3140.0,True,False,False,False,[],False,False,401968.0,€,flat,"Dehesa Vieja-Puente Cultural, San Sebastián de los Reyes","Piso en Calle Cerro del Baile, 16",,False,True,True,,,,
107852953,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/50/54/1326268095.webp,,58,2,325000.0,duplex,sale,78.0,True,2,2," Alcala, 2",Madrid,Torrejón de Ardoz,Noreste,es,40.4576452,-3.4745927,True,https://www.idealista.com/obra-nueva/107852953/,"ULTIMAS UNIDADES. SP SERVICIOS INMOBILIARIOS pone a la venta esta promoción inmobiliaria de OBRA NUEVA y ENTREGA INMEDIATA de RENTA LIBRE, fecha prevista último cuatrimestre del 2025. La promoción se encuentra en la fase de finalización de obra.  Ubicada en la calle Álcala, la permite estar rodeada de múltiples comercios y servicios, tales como la estación de tren de Torrejón de Ardoz, Comisaría de policía local, Ayuntamiento, etc. Las unidades que quedan disponibles son de dos tipologías. Viviendas de uno y dos dormitorios. Todas ellas con TRASTERO, PLAZA DE GARAJE, ZONAS COMUNES Y PISCINA. La promoción se caracteriza por utilizar materiales de una elevada calidad en los materiales y con una alta eficiencia energética. En la carpintería exterior encontraremos Aluminio en color o p V C Abatible con rotura de puente térmico. Doble acristalamiento con vidrio de baja emisividad con Cámara de Aire. Las persianas serán de aluminio que aislamiento térmico, excepto en baños. En la carpintería interior encontraremos puertas interiores con hojas lacadas en color blanco y manivelas de diseño actual. Los armarios empotrados serán modulares con puertas de color blanco. Y contarán con balda para maletero y barra para colgar. La puerta de entrada a la vivienda será blindada bicolor según carpintería interior y exterior, con cerradura de 3 puntos y bisagras antipalanca y mirilla gran angular. La calefacción y el agua caliente sanitaria serán mediante sistema de aerotermia, con suelo radiante y refrescante. No dejes pasar esta oportunidad de adquirir una vivienda de obra nueva con entrega inmediata.  Llámanos y te informaremos.",False,newdevelopment,True,True,4167.0,False,False,False,False,[],False,False,325000.0,€,flat,"Noreste, Torrejón de Ardoz","Dúplex en  Alcala, 2",,False,True,True,duplex,,,
107923690,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/7e/7f/1328586537.webp,2C,6,2,300000.0,flat,sale,78.0,True,2,1,"avenida SAN DIEGO, 59",Madrid,Madrid,Puente de Vallecas,es,40.3873188,-3.6685995,True,https://www.idealista.com/obra-nueva/107923690/,"Se vende vivienda de obra nueva, a estrenar en el corazón de Vallecas    LICENCIA CONCEDIDA. Inicio de obras junio 2025.    Edificio singular, con diseño y calidades superiores a cualquiera de la zona. Con fachada ventilada, trastero en planta baja y terraza en la azotea para disfrute de todos los vecinos. Todas las viviendas son exteriores y cuentan con balcón a la calle.    El edificio consta de 10 viviendas de 2 dormitorios en planta y dos estupendos áticos de 1 y 2 dormitorios con una amplia terraza de mas de 20 metros cuadrados  La Avenida de San Diego, calle que da nombre al barrio donde se ubica, es la más ancha de la zona y une la zona nueva de Méndez Álvaro con la plaza de la Asamblea de la Comunidad de Madrid, siendo el centro neurálgico del barrio. En sus aledaños esta la parroquia de San Diego, el colegio Raimundo Lulio, la parada de autobús de la EMT de la línea 24 y multitud de tiendas y servicios.  No deje pasar esta oportunidad.",False,newdevelopment,True,True,3846.0,True,False,False,False,[],False,False,300000.0,€,flat,"San Diego, Madrid","Piso en avenida San Diego, 59",San Diego,False,,,,,,
108351724,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/b0/ec/1342303572.webp,V12,8,1,239000.0,flat,sale,78.0,True,2,2,"Calle San Isidro, 20",Madrid,Valdemoro,Guardia Civil - Zona Industrial,es,40.1938008,-3.6774849,True,https://www.idealista.com/obra-nueva/108351724/,"Tenemos el placer de presentarles este nuevo proyecto cooperativo de obra nueva en el centro de Valdemoro con los mejores áticos de la localidad.   Residencial Pomarada es una promoción de 48 viviendas de uno a cuatro dormitorios, incluyendo bajos con jardin, espectaculares aticos dúplex de 4 dormitorios  y viviendas con terrazas para disfrutar del buen tiempo. Podrás disfrutar de una piscina comunitaria dentro de un residencial privado y cerrado, con acceso único a través de conserjería.   Destacamos que es una promoción económica con una ubicación excelente. Goza de una situación inmejorable en el corazón de Valdemoro, cerca de la Avenida de Andalucía y el Ayuntamiento. Estará a un paso de la principal zona comercial de la ciudad, así como de espacios verdes y las principales conexiones de transporte: tren, autobuses y la cercanía a la A4. En sus proximidades para ir andando podrás encontrar una amplia gama de servicios, incluyendo un centro de salud, parques, colegios, supermercados y todo tipo de comercios.   Todas las viviendas son exteriores y están diseñadas para que la luz sea protagonista de los hogares. Son viviendas pensadas para aprovechar los espacios primando el confort y la economía de consumo. El suelo radiante con aerotermia es un ejemplo de ello.   Cada vivienda incluye una plaza de garaje.   Si deseas obtener más información sobre los planos, precios o concertar una visita, no dudes en ponerte en contacto con nosotros. ¡Tu nuevo hogar te espera!",False,newdevelopment,True,True,3064.0,True,False,False,False,[],False,False,239000.0,€,flat,"Guardia Civil - Zona Industrial, Valdemoro","Piso en Calle San Isidro, 20",,False,True,True,,,,
108507886,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/c5/bb/1346977602.webp,N02-NVR-14404,54,,776900.0,chalet,sale,329.0,,5,3,calle Sierra de Alcaraz s/n,Madrid,Villanueva de la Cañada,Villanueva de la Cañada,es,40.4388972,-4.0075717,True,https://www.idealista.com/inmueble/108507886/,"“Vivienda Exclusiva en Villanueva de la Cañada – Chalet Pareado ideal para Familias que Buscan calidad de vida, seguridad, un excelente sistema de educación, de salud, buenas comunicaciones, esparcimiento, ocio y recreación, en conclusión, BIENESTAR” Venta de de Chalet Pareado que cuenta con: piscina privada, sótano equipado como para área social, jardines, terraza, buhardilla remodelada y habilitada con amplias posibilidades, garaje, zona de almacenamiento y máxima comodidad familiar. Superficies construidas del inmueble: El chalet cuenta con una superficie construida total de 329 m², según consta en la información catastral. Según información registral, la superficie construida es de 307 m² que distribuyen de la siguiente manera: Planta sótano: Superficie construida estimada es de 110,47 m², distribuida en garaje, trastero, bodega y núcleo de comunicación vertical.  Planta baja: Superficie construida estimada de 93,26 m², más 22,30 m² correspondientes al porche de acceso y terraza. Esta planta se compone de porche de entrada, vestíbulo, escalera de comunicación vertical, cocina independiente con luz natural, salón-comedor con acceso al exterior, despacho y aseo de invitados.  Planta primera: Superficie construida estimada de 78,62 m², distribuida en escalera de comunicación vertical, pasillo distribuidor, cuatro dormitorios y dos cuartos de baño completos. Características del Inmueble:  La entrada principal cuenta con un amplio jardín delantero que enmarca con estilo la fachada y proporciona una bienvenida espaciosa y privada. La vivienda destaca por su espectacular y amplio jardin con piscina privada y zona de barbacoa, ideal para disfrutar del buen tiempo en un entorno familiar y de amigos pero íntimo y acogedor.  La casa se distribuye en tres plantas y ofrece un amplio recibidor que da paso a un luminoso salón con maravillosas vistas y acceso a la terraza y zona de la piscina, creando una atmósfera cálida y acogedora en el corazón del hogar. La cocina principal, es amplia y funcional, cuenta con abundante luz natural y está completamente equipada con electrodomésticos, lista para entrar a vivir. En el interior de la vivienda, uno de los grandes atractivos es el sótano completamente reformado y equipado, pensado como un auténtico espacio de encuentro familiar: cuenta con zona de ocio, espacio para reuniones y una cocina integrada, ideal para celebraciones, cine en casa o tiempo de calidad en familia. Dispone de cinco habitaciones, una de ellas en la planta baja, actualmente habilitada como estudio, ideal para tele-trabajar, un aseo de cortesía y otras estancias versátiles para familia o invitados. En la primera planta, se dispone de cuatro dormitorios, amplios con mucha luz, armarios empotrados, ventanas tipo climalit con mosquiteros, en la cual el dormitorio principal incluye un baño en suite y vestidor, en el pasillo distribuidor se ubica un baño completo que da servicio al resto de las habitaciones.  Desde este planta se accede a una amplia y luminosa buhardilla completamente habilitada, con gran versatilidad. Este espacio adicional aporta una oportunidad única para ampliar la vivienda, permitiendo crear un nuevo dormitorio, sala de juegos, despacho, zona de relax o cualquier otro ambiente familiar, esto la convierte en una valiosa ampliación del espacio habitable, aumentando el confort y la funcionalidad de la vivienda. Para el máximo confort, la casa incluye: •Calefacción individual por gas natural •Aire acondicionado •Mosquiteros en las ventanas •Excelente luz natural en todas las estancias •Balcones que aportan vistas, amplitud y ventilación � Ubicación y Entorno – Villanueva de la Cañada Situado en el suroeste de la Comunidad de Madrid, Villanueva de la Cañada es un municipio residencial de alto nivel, muy valorado por su entorno tranquilo, seguro y familiar, así como por su excelente calidad de vida. Rodeado.",True,good,False,,2361.0,True,True,False,False,[],False,False,776900.0,€,chalet,"Villanueva de la Cañada, Villanueva de la Cañada",Chalet pareado en calle Sierra de Alcaraz s/n,,,True,True,semidetachedHouse,,,
107682625,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/97/62/717106621.webp,21,10,1,228000.0,duplex,sale,91.0,True,2,2,"calle Arganda, 17",Madrid,Loeches,,es,40.382764,-3.410161,True,https://www.idealista.com/obra-nueva/107682625/,"Obra nueva Residencial “LOS JARDINES DEL CONDE DUQUE” Sagelliv Obras y Construcciones. Pisos de 1, 2 y 3 dormitorios.  Desde 192.000 €. NUEVA PROMOCIÓN OBRA NUEVA 24 VIVIENDAS DE VENTA LIBRE EN LOECHES, CENTRO DEL CASCO. Obras en curso, en fase de terminación de estructura y cerramiento de fachada. Fecha de entrega de llaves: enero 2026. 38 plazas de garaje individuales, de coche y moto, con piscina, pádel, parque y piscina infantil, jardines, incluido en el precio. Calle Arganda, 17 con vuelta a calle Coso, 1. La promoción se encuentra en el centro del casco urbano a 100 m. del ayuntamiento. Con todos los servicios, farmacia, centro de salud, transporte público en zona residencial y muy tranquila. Viviendas de 1, 2 y 3 dormitorios bajos con jardín y dúplex con terraza amplia. Video portero, cocina amueblada, climatización por Aerotermia frio/calor, con suelo refrescante, jardín comunitario, con piscina, pádel, parque infantil, piscina de niños, totalmente cerrado, en urbanización privada. Las viviendas incluyen garaje y trastero. Con excelentes relación calidad precio. SAGELLIV, con más de 25 años de experiencia, es fiel a su filosofía de trabajo: “CON DEDICACIÓN, CREANDO HOGARES. ” Ponemos a su disposición nuestro equipo de trabajo en nuestra oficina: Plaza de la Villa, 14 - 1º Loeches – Madrid.",False,newdevelopment,True,False,2505.0,True,False,False,False,[],False,False,228000.0,€,flat,Loeches,"Dúplex en calle Arganda, 17",,False,,,duplex,,,
106306810,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/59/16/1277249213.webp,Narváez 2º,9,2,985000.0,flat,sale,104.0,False,2,2,"calle Narváez, 30",Madrid,Madrid,Retiro,es,40.4209801,-3.6762057,True,https://www.idealista.com/obra-nueva/106306810/,"Narváez 30 es una promoción de solo 15 exclusivas viviendas de 2 a 4 dormitorios a escasos metros de Parque del Retiro. Piscinas privadas en bajos y áticos dotados de grandes terrazas y jardines. Edificio con fachada protegida que conserva su estilo clásico y señorial con balcones y paso de carruajes combinado con un diseño vanguardista que fusiona de manera natural clasicismo y modernidad mimetizándose por completo con la elegancia propia del Barrio. Las viviendas cuentan con climatización mediante aerotermia individual, dotando a las viviendas de suelo refrescante y radiante. Los interiores funcionales y espaciosos están dotados de los más altos estándares de calidad, donde la luz juega un papel principal, teniendo todas las viviendas, terrazas, jardines o balcones. Dispone además de una zona deportiva/gimnasio comunitaria y parking de bicicletas.",False,newdevelopment,True,True,9471.0,True,False,False,False,[],False,False,985000.0,€,flat,"Ibiza, Madrid","Piso en calle Narváez, 30",Ibiza,False,,,,,,
