propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,highlight.groupDescription
108662099,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/d9/67/1351438955.webp,VALVANERA,1,2,190000.0,flat,sale,71.0,True,2,1,avenida de Nuestra Señora de Valvanera,Madrid,Madrid,Carabanchel,es,40.3925559,-3.7365564,False,https://www.idealista.com/inmueble/108662099/,"** INMUEBLE OCUPADO ** Actualmente no es posible realizar visitas al interior del inmueble** El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. FINCAS PRIMER HOGAR SL. Piso en el distrito de Carabanchel, entre Vista Alegre y Carpetana. - La vivienda cuenta con una superficie de 71 m² construidos distribuidos en dos dormitorios, salón-comedor, cocina y baño. En sus alrededores encontramos todo tipo de servicios educativos, sanitarios, comercios, supermercados, centros deportivos, varias paradas de autobús y la estación de metro.",False,good,False,False,2676.0,False,False,False,False,[],False,False,190000.0,€,flat,"Vista Alegre, Madrid",Piso en avenida de Nuestra Señora de Valvanera,Vista Alegre,,,,,
108756336,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/7c/97/1354195940.webp,pf-14,10,2,529000.0,flat,sale,79.0,True,3,2,"calle de la Virgen del Coro, 3",Madrid,Madrid,Ciudad Lineal,es,40.4341194,-3.6591618,True,https://www.idealista.com/inmueble/108756336/,"TECNOCASA - Barrio de la Concepción / Ciudad Lineal VENDE EXCLUSIVO PISO TOTALMENTE REFORMADO, A ESTRENAR, EQUIPADO Y AMUEBLADO Las fotografías son 100% reales. No se han utilizado imágenes digitales ni renders. Este magnífico piso, completamente reformado con excelentes calidades, está listo para entrar a vivir. Se encuentra en la segunda planta de un edificio con ascensor y se distribuye de la siguiente manera: 3 dormitorios, 2 baños completos, cocina americana integrada en un amplio salón, totalmente amueblado y equipado. Características destacadas: calefacción individual de gas natural, aire acondicionado con sistema split, suelos cerámicos de alta resistencia, ventanas de doble acristalamiento con rotura de puente térmico y armarios empotrados en varias estancias. Listo para entrar a vivir sin necesidad de reforma. La vivienda ha sido reformada por los propios propietarios con la intención de ser su residencia habitual, lo que garantiza una ejecución cuidada, materiales de calidad y acabados excepcionales. Entorno y servicios cercanos: parques: El Calero, Salvador Madariaga, colegios: Montpelier, Nuestra Señora de la Concepción, Instituto: Salvador Dalí, Centro de Salud: Estrecho de Corea, supermercados: Ahorramás, Día, Mercadona, Aldi y el Mercado de Las Ventas Excelente ubicación: Situado en el Barrio de la Concepción, una zona consolidada del distrito de Ciudad Lineal, con todos los servicios al alcance. Próximo a la Plaza de Toros de Las Ventas, con excelente conexión en transporte público y fácil acceso en vehículo privado: Metro: Línea 7 (Barrio de la Concepción), Línea 5 (El Carmen, Las Ventas), Autobuses: Líneas 21, 48, 146, Accesos rápidos a M-30 y A-2.",False,good,False,True,6696.0,False,False,False,False,[],False,False,529000.0,€,flat,"Concepción, Madrid","Piso en calle de la Virgen del Coro, 3",Concepción,,,,,
103372012,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/f0/33/1347578604.webp,02253,63,,675000.0,chalet,sale,188.0,,5,3,Diseminado Embocador,Madrid,Aranjuez,La Montaña-El Cortijo,es,40.0503585,-3.5451607,False,https://www.idealista.com/inmueble/103372012/,"¡NO COBRAMOS COMISIÓN AL COMPRADOR! FYSOL VENDE EN EXCLUSIVA, finca en Colmenar de Oreja ideal para disfrutar de la naturaleza. En el municipio de Colmenar de Oreja, a orillas de la carretera que une Aranjuez con Brea de Tajo, se alza una impresionante finca de recreo. Uso ideal como casa rural, realización de eventos, fiestas privadas, etc.   Esta propiedad, un verdadero oasis de tranquilidad, alberga una elegante vivienda unifamiliar de 188 metros cuadrados construidos, de los cuales 163 son útiles. Cinco dormitorios, un amplio salón comedor, una cocina funcional, un acogedor hall y dos cuartos de baño conforman el espacio interior, que se complementa con un generoso porche ideal para disfrutar del aire libre. El resto de la finca, que abarca un total de 3743 metros cuadrados, está dedicado a un exuberante jardín que incluye una cochera con capacidad para varios vehículos, un extenso césped, una refrescante piscina de 39 metros cuadrados, una pista de tenis de 240 metros cuadrados, un pintoresco embarcadero y una encantadora bodega. Un paraíso de paz y esparcimiento, perfecto para disfrutar de la vida al aire libre con la familia y los amigos. No deje de visitarla! Le encantará.",False,good,False,,3590.0,False,False,False,False,[],False,False,675000.0,€,chalet,"La Montaña-El Cortijo, Aranjuez",Casa independiente en Diseminado Embocador,,independantHouse,True,True,,
108176326,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/67/39/1336133760.webp,MADRID CALIDAD 10,31,bj,440000.0,flat,sale,50.0,False,1,1,calle de Arrieta,Madrid,Madrid,Centro,es,40.4168233,-3.7096085,False,https://www.idealista.com/inmueble/108176326/,"EXTRAORDINARIA Vivienda en Finca Emblemática junto al TEATRO REAL, metro OPERA, Palacio de Oriente, cerca de SOL, todos los SERVICIOS, Parking Palacio de Oriente, excelente e inmejorable UBICACIÓN,.. . Amplio SALÓN con Cocina Americana equipada con todos los electrodomésticos, Gran ALTURA de techos, Baño completo con plato de ducha, PATIO INTERIOR de uso privativo, ventilación cruzada, paredes lisas, suelos de Tarima flotante, Aire Acondicionado,.. . es una VIVIENDA ÚNICA en la mejor zona de MADRID CAPITAL.",True,good,False,True,8800.0,False,False,False,False,[],False,False,440000.0,€,flat,"Palacio, Madrid",Piso en calle de Arrieta,Palacio,,,,,
107098943,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/2e/6e/1309892785.webp,TCC_10493,23,3,160000.0,flat,sale,45.0,True,2,1,calle Sierra de Contraviesa,Madrid,Madrid,Puente de Vallecas,es,40.3831998,-3.6732328,False,https://www.idealista.com/inmueble/107098943/,"Inversores. El piso se encuentra actualmente alquilado, renta 683€. Las fotos son actuales, no se puede visitar. Aprobada ya por la comunidad, la obra para incluir ascensor en el edificio. Bonito piso en buen estado, a 10 minutos de Atocha, en sus alrededores todos los servicios esenciales para el día a día. Aprovecha esta oportunidad.  Contacta para más información.. . Se informa a los Sres. consumidores que en los precios indicados no están incluidos los gastos derivados de la compra de inmuebles según las leyes vigentes, (ITP, gastos notariales, registrales e inmobiliarios).",False,good,False,False,3556.0,False,False,False,False,[],False,False,160000.0,€,flat,"Entrevías, Madrid",Piso en calle Sierra de Contraviesa,Entrevías,,,,,
108591866,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/4c/49/1349371849.webp,174,24,,255000.0,flat,sale,104.0,True,2,1,calle Libertad,Madrid,Valdemoro,Centro,es,40.1912816,-3.6914541,False,https://www.idealista.com/inmueble/108591866/,"INMOPLAZA LE OFRECE EN EXCLUSIVA GRAN OPORTUNIDAD, SIN COMISIÓN ADICIONAL AL COMPRADOR, FANTÁSTICA VIVIENDA DE 2 HABITACIONES EN RESIDENCIAL MILLENIUM SITUADO EN CALLE LIBERTAD 89 DE VALDEMORO. ****SIN COMISIÓN AL COMPRADOR****. Consta de 2 dormitorios con armarios empotrados vestidos, amplio salón independiente con aire acondicionado, cocina independiente con muebles de gran capacidad con acceso desde el mismo a una terraza tendedero acristalada incluye placa de inducción táctil y horno eléctrico de alta gama. Baño completo con mueble con lavabo encastrado y bañera con mampara de cristal. Suelos de gres, paredes lisas, calefacción y agua caliente con caldera centralizada gestionada por grupo JMC ENERGY con apoyo de placas solares (muy eficiente y sostenible para el día a día).  La vivienda se encuentra en una tercera planta con ascensor en urbanización cerrada con piscina, parque infantil, portero físico y accesibilidad para personas con movilidad reducida.  Valdemoro cuenta con todos los servicios necesarios tales como colegios, instituto, guardería, centro de salud con urgencias 24h, policía municipal, oficina de correos, farmacias, comercios de barrio, centro cívico, polideportivo, centro comercial, bancos… Nuestra inmobiliaria NO COBRA HONORARIOS AL COMPRADOR (Haciendo así más accesible la compra de vivienda a nuestros futuros compradores). ¡RESERVE SU CITA! ¡ADELANTE TENEMOS TU NUEVO HOGAR! [IW].",False,good,False,True,2452.0,False,False,False,False,[],False,False,255000.0,€,flat,"Centro, Valdemoro",Piso en calle Libertad,,,True,True,,
107357306,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/bd/c0/1310551865.webp,,25,,309000.0,chalet,sale,281.0,,5,3,avenida Ibiza,Madrid,Eurovillas,,es,40.3575242,-3.244949,False,https://www.idealista.com/inmueble/107357306/,"NOVAREA GESTION PATRIMONIAL VENDE EN EXCLUSIVA. ¡Descubre tu nuevo hogar en la tranquila y prestigiosa urbanización Eurovillas! Este espacioso chalet independiente de 281 m² construidos te ofrece todo lo que necesitas para vivir cómodamente. Con plantas intermedias, la entrada tiene un acogedor porche, que inicia la entrada a un bonito recibidor, que distribuye entrada a la cocina y salón, tiene una pequeñas escaleras que llevan a la planta superior, que cuenta con cuatro dormitorios, dos baños completos. En la planta baja, tenemos garaje y almacén, idóneo para reuniones familiares, que además dispones de un baño adicional y habitación. Como último espacio disponemos de una planta sótano que, extraordinario para el almacenamiento de enseres. La parcela de 939 m² incluye una zona de barbacoa perfecta para reuniones familiares y un amplio espacio de aparcamiento. La vivienda está orientada al norte y al sur, asegurando una excelente iluminación natural durante todo el día.  Ubicada en una zona tranquila pero con excelentes comunicaciones, la línea de autobús interurbano 261 te llevará directamente al centro de Madrid. A pocos minutos encontrarás un Carrefour, diversas zonas de ocio, gasolineras y comercios. Además, el pueblo cuenta con zonas deportivas y una piscina pública para disfrutar del tiempo libre. Construida en 1991 y con armarios empotrados y trastero, esta vivienda es una excelente opción tanto si buscas un hogar listo para entrar a vivir como si prefieres reformarla a tu gusto. ¡No pierdas la oportunidad de vivir en este maravilloso chalet independiente en Eurovillas!",False,good,False,,1100.0,False,False,False,False,[],False,False,309000.0,€,chalet,Eurovillas,Casa independiente en avenida Ibiza,,independantHouse,True,True,,
107175278,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/9e/be/1305217383.webp,1583465,10,1,195000.0,flat,sale,89.0,True,3,1,"calle del Tesoro, 17",Madrid,Algete,,es,40.5944157,-3.4968109,True,https://www.idealista.com/inmueble/107175278/,"¡Descubre esta oportunidad única en Algete! Este piso para reformar es una joya en bruto esperando a ser transformada en el hogar de tus sueños. Con 89 m² construidos y 71 m² útiles, ofrece un amplio salón-comedor perfecto para reuniones familiares y una cocina que puedes diseñar a tu gusto. Dispone de tres luminosas habitaciones que garantizan el confort de toda la familia, además de un baño funcional.  Situado en la primera planta. Con una clase energética D, es una opción eficiente y económica. No dejes pasar esta oportunidad de crear un espacio a tu medida en una ubicación privilegiada. ¡Pregunta sin compromiso y ven a visitarlo!",True,renew,False,False,2191.0,False,False,False,False,[],False,False,195000.0,€,flat,Algete,"Piso en calle del Tesoro, 17",,,,,,
108305369,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/02/ab/1340148053.webp,,30,3,450000.0,flat,sale,138.0,True,4,2,Norte - Universidad,Madrid,Móstoles,Norte - Universidad,es,40.3273231,-3.8749404,False,https://www.idealista.com/inmueble/108305369/,"Amplio piso de 4 habitaciones con terraza, garaje y piscina en la mejor zona de Móstoles Norte - Universidad ¡Oportunidad única en una de las zonas más demandadas de Móstoles! Se vende espectacular piso de 141 m² construidos, ideal para familias que buscan espacio, comodidad y calidad de vida. La vivienda se distribuye en: 4 amplios dormitorios, tres de ellos con armarios empotrados. 2 baños completos, uno de ellos en suite. Gran salón-comedor con acceso a una acogedora terraza, ideal para disfrutar del aire libre. Cocina independiente, muy luminosa, equipada con despensa y zona de tendedero. Recibidor con armario empotrado, que aporta un práctico espacio de almacenaje adicional. Además, el piso incluye dos plazas de garaje y trastero en la planta alta del edificio. La finca dispone de piscina comunitaria, perfecta para disfrutar en verano, y está situada en un entorno tranquilo, bien comunicado y cercano a todos los servicios: universidades, colegios, transporte público, zonas verdes y comercios. Uno de sus grandes atractivos es su inmejorable ubicación: a tan solo 50 metros del Parque Liana, uno de los pulmones verdes más emblemáticos de Móstoles, ideal para pasear, practicar deporte o disfrutar en familia. Calidades destacadas: Ventanas con doble acristalamiento, que aportan aislamiento térmico y acústico. Orientación luminosa. Edificio moderno y bien cuidado. Una vivienda pensada para disfrutar desde el primer día. ¡No dejes pasar esta oportunidad y ven a visitarla!",False,good,False,True,3261.0,False,False,False,False,[],False,False,450000.0,€,flat,"Norte - Universidad, Móstoles",Piso,,,True,True,,
105112738,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/89/cd/1001976309.webp,EL VELLON,32,2,198000.0,duplex,sale,75.0,True,3,2,calle de San Blas,Madrid,El Vellón,,es,40.7677816,-3.5818337,False,https://www.idealista.com/inmueble/105112738/,"Duplex en segunda planta. En la planta principal tiene cocina amueblada, baño con ducha, salón con gran ventanal y dormitorio. En la planta primera a la que se accede desde el salón mediante una escalera metálica, tenemos dos dormitorios abuhardillados con armarios empotrados y baño completo con bañera. Se vende vacio sin amueblar. Garaje privado con puerta Independiente. de uso exclusivo de este piso con capacidad para un coche y almacenaje. Casco urbano. Pueblo a 40 km de Madrid con todos los servicios, Transporte con autobuses (alsa) desde Plaza Castilla. Ducan Inmobiliaria.",False,good,False,False,2640.0,False,False,False,False,[],False,False,198000.0,€,flat,El Vellón,Dúplex en calle de San Blas,,duplex,True,True,,
108545958,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/a6/4e/1348094241.webp,Cl Negritas,32,1,259000.0,flat,sale,103.0,True,3,2,CL NEGRITAS,Madrid,Valdemoro,Centro,es,40.1939531,-3.6806155,False,https://www.idealista.com/inmueble/108545958/,"� Amplia y luminosa vivienda en urbanización con piscina en zona céntrica � Te presentamos esta fantástica vivienda de 90 m² construidos, ubicada en una primera planta con orientación sur, totalmente exterior y con vistas despejadas a las zonas ajardinadas de la urbanización. Una opción perfecta para quienes buscan confort, tranquilidad y buena ubicación. �️ Distribución funcional y cómoda: La vivienda cuenta con 3 dormitorios amplios con armarios empotrados y 2 baños completos (uno en suite con bañera y otro con plato de ducha y columna de hidromasaje). El dormitorio principal dispone además de aire acondicionado, mientras que otro de los dormitorios está acondicionado con zona de estudio o teletrabajo y espacio extra de almacenamiento. �️ Cocina equipada con salida a tendedero, ideal para el día a día. �️ El salón-comedor, amplio y muy luminoso, dispone de aire acondicionado y salida directa a una agradable terraza con vistas a los jardines, perfecta para relajarse. � Amplia plaza de garaje adicional. Posibilidad tanto en compra como en alquiler (sólo para quien adquiera la vivienda) � Situada en una urbanización privada muy cuidada, que ofrece excelentes zonas comunes:  Piscina  Pista de pádel  Parque infantil  Jardines  Servicio de conserjería � Todo ello en una zona céntrica y bien comunicada, rodeada de servicios, comercios, transporte y zonas verdes. � Una vivienda en excelente estado de conservación, lista para entrar a vivir. ¡No dejes pasar esta oportunidad! Contacta con nosotros para más información o concertar una visita.",False,good,False,True,2515.0,False,False,False,False,[],False,False,259000.0,€,flat,"Centro, Valdemoro",Piso en Cl Negritas,,,True,False,17000.0,
108433789,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/0f/34/1344737877.webp,,28,bj,280000.0,flat,sale,80.0,True,3,1,Ventosilla,Madrid,San Agustin de Guadalix,,es,40.6770654,-3.6206862,False,https://www.idealista.com/inmueble/108433789/,"INMOBILIARIA ALCALÁ. Vivienda de 90 metros cuadrados construidos en urbanización cerrada en San Agustín del Guadalix, se distribuye en hall de entrada, salón comedor con terraza, cocina amueblada con electrodomésticos, 3 dormitorios con armarios empotrados y 1 cuarto de baño. Buen estado, reformada. Muy luminoso con orientación este, sur y oeste. La vivienda cuenta con dos cuartos trastero de 5 metros cuadrados cada uno. Dispone la urbanización de zonas verdes, piscina y vestuarios y parque infantil y amplias zonas de aparcamiento en superficie exclusivas para propietarios.",False,good,False,False,3500.0,False,False,False,False,[],False,False,280000.0,€,flat,San Agustin de Guadalix,Piso en Ventosilla,,,,,,
108797587,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/28/ba/1355884098.webp,,34,1,239900.0,duplex,sale,165.0,True,3,2,Loeches,Madrid,Loeches,,es,40.3774138,-3.4088029,False,https://www.idealista.com/inmueble/108797587/,"Descubre esta encantadora propiedad en el municipio de Loeches, ideal para quienes buscan un hogar con carácter y comodidad. TECNOCASA ESTUDIO LOECHES-TORRES DE LA ALAMEDA vende espectacular vivienda construida en 2002. Ofrece 165 m² de espacio bien distribuido, con tres dormitorios que proporcionan un ambiente acogedor y funcional para toda la familia. Los dos baños están diseñados para ofrecer confort y practicidad en el día a día. El aire acondicionado instalado garantiza un ambiente agradable durante todo el año, adaptándose a tus necesidades en cada estación. Ubicada en una zona tranquila de Loeches, esta casa ofrece la oportunidad de disfrutar de un entorno sereno sin renunciar a la cercanía de servicios y conexiones con el resto de la comunidad. No pierdas la oportunidad de hacer de esta propiedad tu nuevo hogar. No pierdas esta oportunidad y benefíciate del asesoramiento financiero gratuito KIRON y la financiación al 100%. ¡Ven a verlo y no dejes escapar la oportunidad!",False,good,False,False,1454.0,False,False,False,False,[],False,False,239900.0,€,flat,Loeches,Dúplex,,duplex,True,True,,
108039340,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/ca/94/1331987983.webp,,19,4,169900.0,flat,sale,87.0,True,3,1,Montserrat - Parque Empresarial,Madrid,San Fernando de Henares,Montserrat - Parque Empresarial,es,40.4233251,-3.5327724,False,https://www.idealista.com/inmueble/108039340/,"""Agencia Inmobiliaria de San Fernando de Henares vende estupendo piso en zona CENTRO DE SAN FERNANDO"" La vivienda se encuentra ubicada a escasos minutos del centro de la ciudad, Estación de Cercanías y del Centro Comercial Henares 2 y con todos los servicios a su alrededor. La vivienda consta de 87 metros construidos, distribuidos en un salón de paso con acceso a terraza, tres amplios dormitorios, todos ellos exteriores, cocina y baño. La vivienda es un CUARTO SIN ASCENSOR, la mayoría de las estancias son exteriores por lo que vivienda cuenta con mucha luz natural. Y recuerde que le podemos conseguir hasta el 100% de financiación con nuestro departamento financiero KÍRON"".",False,renew,False,False,1953.0,False,False,False,False,[],False,False,169900.0,€,flat,"Montserrat - Parque Empresarial, San Fernando de Henares",Piso,,,,,,
106863586,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/af/b5/1296214906.webp,,65,4,1500000.0,flat,sale,238.0,True,4,3,calle Mayor,Madrid,Madrid,Centro,es,40.4167697,-3.7121314,False,https://www.idealista.com/inmueble/106863586/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este espectacular piso de 238 m² te ofrece una experiencia única en la emblemática calle Mayor. Situado en un edificio representativo, ocupa toda la planta del edificio, garantizando tranquilidad y privacidad al no tener vecinos directos. La orientación sur proporciona una luminosidad inigualable, con vistas impresionantes hacia la Plaza de la Villa y el oeste de Madrid. El salón y el dormitorio principal disfrutan de una ubicación privilegiada con grandes ventanales que inundan el espacio de luz natural. Un segundo dormitorio con baño y un salón estudio ofrecen vistas al patio central, al que también se abren unas grandes cristaleras que dan más luz a la vivienda; mientras que la cocina y los demás dormitorios miran hacia un patio medianero, asegurando un ambiente sereno y acogedor. Ubicado en la zona histórica de la ciudad, estarás a un paso de la Plaza de Oriente, el Palacio Real, la Catedral de la Almudena, la Plaza Mayor y la Puerta del Sol. Esta propiedad combina historia y modernidad con calefacción porgas natural y balcones para disfrutar del aire libre. Además, cuenta con una plaza de garaje opcional por 15.000 € adicionales. No pierdas la oportunidad de vivir en el epicentro cultural de Madrid. ¡Ven a visitarlo!",False,good,False,True,6303.0,False,False,False,False,[],False,False,1500000.0,€,flat,"Palacio, Madrid",Piso en calle Mayor,Palacio,,True,False,15000.0,
106518844,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/6e/33/1285278797.webp,01123,93,,659000.0,chalet,sale,576.0,,5,4,Eurovillas,Madrid,Eurovillas,,es,40.3480122,-3.2489331,False,https://www.idealista.com/inmueble/106518844/,"Presentamos este exclusivo chalet de lujo, una propiedad única que reúne elegancia, comodidad y un sinfín de detalles pensados para tu bienestar. Situado en una ubicación privilegiada, este chalet es el hogar ideal para quienes buscan una vida de alto nivel, rodeados de espacios verdes. El jardín es un gran atractivo de esta propiedad. Una parcela de 2004 m2 perfectamente preparada para disfrutar de momentos al aire libre, ya sea para relajarte contemplando los magníficos ejemplares de arboles y arbustos o bien organizando eventos con tus amigos.  Disfrutareis de una piscina cubierta moderna y elegante, rodeada de cristales que permiten disfrutar de las vistas exteriores mientras se mantiene la temperatura ideal casi todo el año. Junto a ella, un aseo exterior y el cenador con barbacoa, perfecta para comer en el exterior.  Cuenta con zona de juegos para niños, para que los más pequeños puedan disfrutar de un entorno seguro y divertido y para los amantes del deporte, la propiedad dispone de una pista deportiva privada. Ya sea para jugar al futbol, tenis o baloncesto.  La vivienda, construida en 2006, cuenta con amplios espacios y acabados de alta gama. Al ingresar, te recibirá un ambiente lleno de luz natural, con grandes ventanales. El diseño interior es moderno y funcional.  El salón comedor principal es amplio y luminoso, con techos altos que amplifican la sensación de espacio. La chimenea abierta a dos lados, de diseño elegante, actúa como punto central y separador de ambientes, permitiendo que el fuego sea visible desde varias áreas. La cocina cuenta con mucho almacenaje. Dispone de un comedor luminoso con grandes ventanas que dan una abundante luz natural. Anexo al comedor, encontramos la confortable sala de estar, con techos altos y abuhardillados y con acceso a un porche exterior con vistas al jardín. Junto a la cocina, hay un lavadero y una despensa para una optima organización.  Cuenta con 5 habitaciones amplias y luminosas, con armarios empotrados forrados y con gran capacidad. El dormitorio principal es una espaciosa suitte, con uno de los 4 baños de la casa, un vestidor y una terraza con increíbles vistas.  En la planta superior se encuentra la buhardilla. Un espacio multifuncional abierto pero que diferencia tres ambientes: El salón principal que es un área abierto al salón de la planta baja y cuenta con chimenea de hierro, otra zona destinada a despacho y un tercer espacio pensado para descanso.  En la planta baja se encuentra el semisótano. Ideal para las reuniones familiares en los meses mas fríos, ya que ofrece una barra de bar para preparar y servir bebidas, mientras que el horno y la barbacoa permiten cocinar y disfrutar de comidas en interiores en tus reuniones mas informales.  Justo a ella encontramos una amplia estancia a modo de trastero o taller con acceso directo al exterior de la casa.   Esta increíble propiedad ofrece una combinación única de elegancia, confort y funcionalidad. Un chalet que es mucho más que una casa, es un estilo de vida, donde cada detalle ha sido pensado para vivir con la máxima calidad de vida para ti y tu familia. Contáctanos para mas información. NO COBRAMOS HONORARIOS AL COMPRADOR Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,,1144.0,False,False,False,False,[],False,False,659000.0,€,chalet,Eurovillas,Casa independiente,,independantHouse,True,True,,
108382356,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/92/d7/1357014329.webp,1569-MC610,29,2,290000.0,flat,sale,80.0,True,3,1,Alcobendas Centro,Madrid,Alcobendas,Alcobendas Centro,es,40.5468756,-3.6374236,False,https://www.idealista.com/inmueble/108382356/,"Piso en Centro, con 80 m² construidos, 3 dormitorios, 1 baños, buen estado, exterior, planta 2, 1 terraza(s), 3 m² de terraza, cocina con electrodomésticos, trastero, amueblado, orientación norte, 1975, calefacción individual, combustible eléctrico, aire acondicionado split, agua caliente individual, energía agua eléctrica, gastos de comunidad/mes de 55 €, incluye agua, suelo de tarima, alarma, cuota ibi: 260€. Cornejo Inmuebles vende este magnifico piso en Alcobendas de 80m2. Se encuentra en una privilegiada ubicación y en excelente estado. La vivienda consta de tres amplios dormitorios, dos de ellos dobles y el tercero tiene ahora una cama de 120cm. Armarios empotrados con sus cajoneras. Dispone de un baño equipado con ducha y un magnifico armario de obra para almacenaje. Con ventana al patio. Cocina completamente amueblada y con electrodomésticos. Salon-comedor con acceso a terraza con vistas a un parque con zonas verdes. Piso exterior con iluminación natural con ventilación cruzada y vistas despejadas. Cerca de todos los servicios, colegios, comercios, parques y transporte publico. Cercanías a 5 minutos y metro a 10 minutos andando. Puerta blindada y alarma. Enganche de gas ciudad en la ventana. Trastero incluido en el precio. Posibilidad de plaza de garaje en alquiler a 50m del piso por 70 euros/mes.",False,good,False,False,3625.0,False,False,False,False,[],False,False,290000.0,€,flat,"Alcobendas Centro, Alcobendas",Piso,,,,,,
108047803,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/ab/b6/1359922458.webp,lpk9,2,1,769999.0,flat,sale,150.0,True,4,3,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,40.4254815,-3.7134408,False,https://www.idealista.com/inmueble/108047803/,"¡Oportunidad única para inversores! Presentamos este encantador piso dividido en dos apartamentos independientes, ideal para maximizar tu rentabilidad. Ubicado en una zona privilegiada, a pocos pasos de la calle Princesa y la emblemática Plaza de España, este inmueble combina historia y modernidad en un edificio de 1900.  Los pisos están muy bien comunicados, encontrándose, próximo al metro Ventura Rodríguez y al Palacio de Liria. Paradas de taxis y diferentes líneas de autobús paran enfrente a la vivienda. El Acceso a la M-30 Y M-40 es muy rápido. Alrededor del piso se encuentran varios centros comerciales (El Corte Inglés, Plaza de los Cubos, Fnac, Zara, Decathlon Princesa), colegios, (CEIP Pi I Margall, Colegio Madres Concepcionistas Prince), guarderías, parques (Templo de Debod, Rosaleda del Parque Oeste) farmacias, hospitales (hospital universitario HM Madrid), museos (Museo Cerralbo), teatros y variedad de restaurantes.",False,renew,False,True,5133.0,False,False,False,False,[],False,False,769999.0,€,flat,"Malasaña-Universidad, Madrid",Piso,Malasaña-Universidad,,True,True,,Destacado
