propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
108826853,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/67/90/1356272640.webp,13,3,640000.0,flat,sale,71.0,False,2,2,"calle de Maudes, 54",Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4450087,-3.6970466,True,https://www.idealista.com/inmueble/108826853/,"¡Descubre este espectacular piso de 71 m² catastrales que combina confort y estilo! Situado en una tercera planta con ascensor, este hogar ha sido cuidadosamente reformado y amueblado, listo para entrar a vivir. Su amplio salón comedor se llena de luz natural gracias a su orientación sur y este, creando un ambiente acogedor y cálido.  El piso cuenta con dos habitaciones dobles equipadas con armarios empotrados, perfectas para maximizar el espacio de almacenamiento. Además, dispone de un baño completo que ofrece comodidad y funcionalidad. La calefacción eléctrica y el aire acondicionado aseguran el bienestar en cualquier época del año. Ubicado en una zona privilegiada, a pocos pasos del Paseo de la Castellana, tendrás a tu alcance una variada oferta de restaurantes y supermercados. Este piso es ideal tanto para parejas como para familias que buscan un hogar tranquilo y privado, ya que da a dos patios interiores. ¡No dejes pasar esta oportunidad única!",False,good,False,True,9014.0,False,False,False,False,[],False,False,640000.0,€,flat,"Nuevos Ministerios-Ríos Rosas, Madrid","Piso en calle de Maudes, 54",,649000.0,9000.0,1.0,,,,
108505736,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/f6/02/1346910675.webp,13,bj,164000.0,studio,sale,25.0,False,0,1,calle de Zurita,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4086787,-3.7017336,False,https://www.idealista.com/inmueble/108505736/,"A estrenar! Tras una reforma integral, presentamos este excepcional estudio bajo interior, con una perfecta optimización de sus 25 m², con una armoniosa combinación de pintura lisa y papel pintado. Su estratégica ubicación en el corazón de Madrid lo posiciona como una magnífica oportunidad tanto para el mercado inversor como para aquellos que buscan un estilo de vida urbano. La comunidad permite el alquiler turístico. Precio NO negociable Al acceder, encontramos un espacio acogedor y eficientemente distribuido, se entrega completamente amueblado y listo para ser habitado. La cocina, equipada con todo lo necesario. El cuarto de baño, de diseño moderno, cuenta con acabados de calidad que garantizan durabilidad y confort.  Destaca el armario empotrado, una solución de almacenamiento óptima que contribuye a la organización y la estética del ambiente.  El edificio tiene pendiente la ejecución de la instalación del ASCENSOR. Solicita tu visita.",True,good,False,False,6560.0,False,False,False,False,[],False,False,164000.0,€,flat,"Lavapiés-Embajadores, Madrid",Estudio en calle de Zurita,,176000.0,12000.0,7.0,,,studio,
102773030,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/0c/9c/1326131454.webp,38,bj,232500.0,flat,sale,75.0,,3,1,Barrio Zarzaquemada,Madrid,Leganés,Zarzaquemada,es,Zarzaquemada,40.3366067,-3.7504557,False,https://www.idealista.com/inmueble/102773030/,"Piso en Leganes, Madrid, perfecto para parejas. El inmueble dispone de una superficie de 75 m² construidos distribuidos en salón-comedor, cocina. Está ubicado en el corazón de Leganes, en sus alrededores encontramos la escuela IES Gabriel García Márquez, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos, varias paradas de autobús, la estación de metro Julián Besteiro y la estación de tren Estación de tren Zarzaquemada. Cuenta con fácil acceso a M-425.",True,good,False,,3100.0,True,False,True,False,[],False,False,232500.0,€,flat,"Zarzaquemada, Leganés",Piso,VI-000-030-685-903,244000.0,11500.0,5.0,,,,
108735481,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/db/7e/1359377385.webp,68,,1100000.0,chalet,sale,450.0,,4,4,AV EUROPA DE,Madrid,Getafe,Sector 3,es,,40.2951173,-3.7586797,False,https://www.idealista.com/inmueble/108735481/,"**Chalet Independiente en Venta - Zona Tranquila y Bien Comunicada (es-ES)** Descubre este espectacular chalet independiente, ubicado en una de las zonas más tranquilas y codiciadas. Con una superficie total de 450 metros cuadrados y una parcela de 810 metros, este hogar es el refugio perfecto para disfrutar de la paz y la comodidad. La propiedad cuenta con 4 amplios dormitorios y 4 baños, uno de ellos en la caseta de la piscina, todos equipados con hidromasaje para esos momentos de relax que tanto mereces. El salón comedor es un espacio luminoso y acogedor, ideal para compartir momentos en familia, con una chimenea que añade un toque cálido. La cocina americana, equipada con una moderna isla, es perfecta para los amantes de la gastronomía. Además, el chalet cuenta con 2 terrazas, una de 60 metros y la otra de 30 metros, que suman 90 metros cuadrados, un porche de 30 metros y un jardín con riego automático que te permitirá disfrutar del aire libre sin preocupaciones. La piscina privada de 12.50 x 5.5 metros será el lugar ideal para refrescarte en los días calurosos, mientras que el cenador con barbacoa se convierte en el espacio perfecto para reuniones con amigos y familiares. La seguridad está garantizada gracias a la puerta de seguridad, rejas y cierres motorizados. Ubicado cerca de las autovías M50 y A42, así como del Metro Sur Arroyo Culebro, este chalet ofrece una excelente comunicación. A pocos minutos encontrarás centros comerciales como Getafe 3, supermercados, colegios y servicios esenciales como farmacias y centros de salud. ¡No dejes pasar la oportunidad de hacer de este chalet tu nuevo hogar!",False,good,False,,2444.0,False,False,False,False,[],False,False,1100000.0,€,chalet,"Sector 3, Getafe",Casa independiente en Av Europa De,JUMAR JM316,,,,True,True,independantHouse,
108837261,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/74/48/1356583750.webp,18,2,215000.0,flat,sale,81.0,True,3,1,centro,Madrid,Valdemoro,Centro,es,,40.1896834,-3.6742201,False,https://www.idealista.com/inmueble/108837261/,"Agencia inmobiliaria de VALDEMORO: zona ESTACION- CENTRO- GUARDIA CIVIL- Oficina Tecnocasa VENDE piso en zona CENTRO Descubre este acogedor piso ideal para quienes buscan comodidad y funcionalidad. Con una superficie de 81 m², esta vivienda ofrece tres dormitorios, uno de ellos con acceso directo a una pequeña terraza, perfecta para disfrutar de momentos al aire libre. El baño está equipado con una bañera, brindando un espacio para el relax diario. El edificio cuenta con ascensor, facilitando el acceso a todas las comodidades que ofrece. La propiedad, construida en 1972, ha sido mantenida con esmero, asegurando un ambiente confortable. Además, dispone de aire acondicionado, garantizando una temperatura agradable durante todo el año. Este piso es una excelente opción para familias o parejas que buscan un hogar en una zona tranquila y bien comunicada. No pierdas la oportunidad de conocer esta propiedad que combina espacio y practicidad en un entorno agradable. No dude en llamarnos para concertar su cita para visitar el inmueble en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON. FINANCIACION 100%.",False,good,False,True,2654.0,False,False,False,False,[],False,False,215000.0,€,flat,"Centro, Valdemoro",Piso en centro,,229000.0,14000.0,6.0,,,,
108735956,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/0b/81/1353624541.webp,19,3,399500.0,penthouse,sale,80.0,,4,2,Barrio El Caño- Maracaibo,Madrid,Las Rozas de Madrid,Rozas Centro,es,El Caño- Maracaibo,40.4939037,-3.8698906,False,https://www.idealista.com/inmueble/108735956/,"LAS ROZAS DE MADRID, ESTACIÓN. ÁTICO DÚPLEX presentamos en exclusiva este fantástico ático dúplex, la vivienda se encuentra en la última planta del edificio, por lo que no tiene vecinos arriba, lo que garantiza tranquilidad y privacidad. Distribución ideal: 2 habitaciones en planta baja 2 habitaciones adicionales en planta superior 2 baños completos, uno de ellos en la planta alta. Plaza de garaje incluida en el precio Tarima flotante en toda la vivienda, ventanas dobles de climalit, perfecto aislamiento térmico y acústico y preinstalación de aire acondicionado Ubicación privilegiada, con excelente comunicación y todos los servicios a pocos minutos. Este inmueble es ideal tanto para familias, como para parejas que buscan un hogar versátil con espacio adicional para despacho, gimnasio o invitados. ¡No dejes pasar esta oportunidad única de vivir en un ático dúplex con todas las comodidades!",False,good,False,,4994.0,False,False,False,False,[],False,False,399500.0,€,flat,"El Caño- Maracaibo, Las Rozas de Madrid",Ático,V14393.1,,,,True,True,penthouse,
108651260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/8e/5d/1351087919.webp,37,2,309000.0,flat,sale,45.0,False,2,1,calle de Granada,Madrid,Madrid,Retiro,es,Pacífico,40.4038723,-3.6775134,False,https://www.idealista.com/inmueble/108651260/,"**Piso en Venta en el Corazón de Madrid - Ideal para Reformar** ¡Descubre tu nuevo hogar a solo unos minutos del emblemático Parque El Retiro! Este acogedor piso de 45 m² ofrece un gran potencial para convertirse en el espacio de tus sueños. Con 2 dormitorios, un salón comedor luminoso y una cocina independiente, este inmueble es perfecto para parejas o pequeños núcleos familiares que buscan comodidad y funcionalidad. Ubicado en una finca con ascensor, este segundo piso interior garantiza tranquilidad y comodidad. Las ventanas en todas las estancias permiten que la luz natural inunde cada rincón, creando un ambiente cálido y acogedor. Aunque el piso requiere reformas, esto te brinda la oportunidad de personalizarlo a tu gusto y estilo. La ubicación es inmejorable, con fácil acceso a transporte público, incluyendo autobuses y metro, lo que facilita la comunicación con cualquier parte de la ciudad. Además, estarás rodeado de zonas de ocio, gimnasios y colegios, lo que convierte este lugar en una opción ideal para disfrutar de la vida urbana sin renunciar a la comodidad. No dejes pasar esta oportunidad de adquirir un piso con tanto potencial en una de las mejores zonas de Madrid. ¡Ven a visitarlo y empieza a imaginar cómo sería tu vida aquí!",False,renew,False,True,6867.0,False,False,False,False,[],False,False,309000.0,€,flat,"Pacífico, Madrid",Piso en calle de Granada,Venta Pacifico,319000.0,10000.0,3.0,,,,
108048875,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/73/c7/1346071818.webp,32,,650000.0,chalet,sale,170.0,,3,3,Sur,Madrid,Móstoles,Sur,es,,40.3062128,-3.8582528,False,https://www.idealista.com/inmueble/108048875/,"Inmobiliarias Encuentro presenta en exclusiva, magnífico chalet adosado en zona PAU de Móstoles. Esta hermosa vivienda de dos plantas es una verdadera joya, ideal para quienes buscan comodidad y luminosidad. Tanto salón como cocina, tienen salida al exterior dejando espacio abierto a una amplia parcela con espacio para piscina, y zona de descanso y ocio; cuenta también con una azotea estilo solárium con unas vistas muy despejadas y relajantes; pudiéndola aprovechar como creadora de momentos especiales con familia y amigos. Cuenta con tres amplios dormitorios con una luz natural, gracias a los ventanales y la orientación. Tiene dos baños completos, uno con bañera y otro con plato de ducha; un aseo adicional en planta calle, brindando comodidad y funcionalidad para todos los residentes y visitantes. La vivienda es muy luminosa, gracias a sus amplios ventanales que permiten la entrada de mucha luz natural. Además, está equipada con aire acondicionado por conducto y calefacción de gas natural, lo que garantiza un ambiente agradable durante todo el año, con buena eficiencia energética. Sin duda, un hogar acogedor y bien equipado para disfrutar de una vida cómoda y moderna. Esta urbanización es residida por parejas jóvenes con hijos y con un ambiente muy familiar. En cuanto a los alrededores, el inmueble se encuentra en una zona que ofrece todos los servicios de primera necesidad, como supermercados, centros de salud, colegios y transporte público, facilitando la vida diaria. Además, el entorno es seguro y tranquilo, ideal para vivir en familia o disfrutar de un estilo de vida relajado y sin preocupaciones. Si no quieres perder la oportunidad de visitar este inmueble, no lo dudes y llámanos ya.",False,good,False,,3824.0,True,False,True,False,[],False,False,650000.0,€,chalet,"Sur, Móstoles",Chalet adosado,IE10-SNK,,,,,,terracedHouse,
107998678,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/87/35/1330718267.webp,43,,1295000.0,chalet,sale,250.0,,4,5,El Soto de la Moraleja,Madrid,La Moraleja,El Soto de la Moraleja,es,,40.5206507,-3.6491762,False,https://www.idealista.com/inmueble/107998678/,"Chalet de Ensueño en El Soto de la Moraleja – 1.295. 000 € Exclusividad, confort y estilo en una de las mejores zonas residenciales de Madrid. Este espectacular chalet de 250 m² te ofrece el equilibrio perfecto entre amplitud, funcionalidad y elegancia. Distribuido en varias plantas, cuenta con 4 dormitorios, 4 baños completos y un aseo de cortesía, ideal para familias que buscan comodidad sin renunciar al diseño. Zona de día: Cocina con zona de office, perfecta para los desayunos en familia, y espacios amplios llenos de luz natural. Primera planta: Tres dormitorios generosos, incluyendo una habitación principal de casi 30 m² con baño en suite. Las otras dos habitaciones comparten un baño completo y todas disfrutan de armarios amplios y luz natural. Buhardilla: Un verdadero refugio privado: dormitorio principal de más de 40 m², baño completo, armarios a medida y una encantadora terraza de 6 m² con vistas despejadas. Sótano: Un espacio versátil de 70 m² con zona de estar o juegos, dispensa, trastero, lavandería y un baño completo. Ideal como sala multiusos, gimnasio o cine en casa. Calefacción por gas natural y aire acondicionado por splits en todas las estancias y en el porche acristalado. Incluye plaza de garaje. Urbanización privada de alto nivel ideal para familias con niños. Muy cerca de transportes y zonas comerciales y de ocio del Soto de La Moraleja. Cuenta con 2 piscinas, pista de tenis, pádel, fútbol y baloncesto, parque infantil, amplias zonas verdes y vigilancia 24h.",False,renew,False,,5180.0,True,False,False,False,[],False,False,1295000.0,€,chalet,"El Soto de la Moraleja, La Moraleja",Chalet pareado,,,,,True,True,semidetachedHouse,
108850604,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/1d/e2/1356957263.webp,19,1,1680000.0,flat,sale,127.0,True,3,2,PS CASTELLANA,Madrid,Madrid,Tetuán,es,Cuatro Caminos,40.4540902,-3.6900535,False,https://www.idealista.com/inmueble/108850604/,"Ubicado en una de las zonas más exclusivas de Madrid, este piso completamente reformado ofrece una combinación ideal de diseño, confort y localización. La vivienda, situada en un edificio de baja densidad, cuenta con tres dormitorios amplios, todos con armarios empotrados a medida, y dos baños completos, uno de ellos en suite. La cocina, de estilo moderno y líneas limpias, está totalmente equipada con electrodomésticos de alta gama. El salón destaca por su luminosidad y sus vistas directas al estadio Santiago Bernabéu, visible a través de ventanales de gran formato que inundan el espacio de luz natural. Los acabados —de primer nivel— incluyen suelos de madera, carpintería lacada en blanco y una distribución eficiente que maximiza cada metro cuadrado. Una propiedad pensada para quienes buscan calidad, ubicación y valor asegurado, tanto para vivir como para invertir.",True,good,False,True,13228.0,False,False,False,False,[],False,False,1680000.0,€,flat,"Cuatro Caminos, Madrid",Piso en Ps Castellana,AC140,,,,,,,
108277107,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/5d/b2/1339277310.webp,26,1,316000.0,flat,sale,108.0,True,3,2,calle Matachel,Madrid,Madrid,Villaverde,es,Butarque,40.3514814,-3.6825945,False,https://www.idealista.com/inmueble/108277107/,"¡Descubre tu nuevo hogar en este espectacular piso lleno de luz natural! Situado en una esquina, este inmueble cuenta con grandes ventanales que inundan de claridad cada rincón. Con 108 m² construidos, la vivienda se presenta en un estado impecable, lista para entrar a vivir. Disfruta de un amplio salón-comedor ideal para compartir momentos inolvidables con familia y amigos. Este acogedor piso dispone de tres dormitorios, todos con ventana y armarios empotrados, garantizando comodidad y espacio. La vivienda cuenta con dos baños de muy buen tamaño ambos completos y en perfecto estado, hay otro baño completo. Ubicado a pocos metros de la estación de Renfe y a un minuto de la M30, este piso ofrece una ubicación inmejorable, rodeado de todo tipo de servicios, tanto públicos como privados. La calefacción por bomba de frío/calor y el gas natural aseguran un ambiente agradable durante todo el año. En la primera planta y con ascensor, este inmueble es ideal para quienes buscan comodidad y accesibilidad. Y si necesitas un espacio para tu vehículo, puedes adquirir una plaza de garaje por solo 15.000 € adicionales. ¡No dejes pasar esta oportunidad y ven a visitarlo!",False,good,False,True,2926.0,False,False,False,False,[],False,False,316000.0,€,flat,"Butarque, Madrid",Piso en calle Matachel,,322000.0,6000.0,2.0,True,False,,15000.0
107265345,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/8c/3c/1307892638.webp,54,,1650000.0,chalet,sale,535.0,,6,5,Ciudalcampo,Madrid,Ciudalcampo,,es,,40.6306864,-3.5920567,False,https://www.idealista.com/inmueble/107265345/,"GREENLIVING ofrece impecable chalet independiente en la única urbanización cerrada dentro de Ciudalcampo. Se trata del codiciado conjunto residencial Ciudalgolf, formado por 75 exclusivos chalets independientes, dotado con inmejorables servicios; una férrea seguridad privada 24h, dos pistas de pádel, piscina exterior e interior climatizada, sala de gimnasio, sauna, jacuzzi y baño turco. La vivienda se distribuye en tres plantas de generoso tamaño todas ellas y tiene posibilidad de ser ampliada en aproximadamente otros 100 m2 habilitando la buhardilla. Destacan la amplitud de sus estancias y su gran luminosidad, no solo por su orientación y situación privilegiada dentro de la propia urbanización sino por sus grandes ventanales y su hall abierto hasta el techo. El hall de entrada distribuye a un lado un amplio salón con chimenea de gas con acceso al comedor contiguo y a la amplia cocina con península para seis comensales. Desde el salón se accede al porche cubierto a sur con espacio de estar y espacio de comedor perfecto para disfrutar de reuniones al aire libre. Volviendo al hall, en la zona a norte de esa planta encontramos un acogedor cuarto de estar con gran ventanal a la zona ajardinada de la entrada de la vivienda, un aseo de visitas y una habitación de invitados o despacho, con baño completo incorporado. En la planta de arriba, la zona sur alberga tres dormitorios, de los cuales uno tiene baño en suite y los otros dos comparten otro situado en el pasillo, todos éstos con acceso a una terraza corrida sobre el porche de la vivienda. Al otro lado, en esa misma planta encontramos el dormitorio principal con un gran vestidor contiguo y el baño en suite con ducha y bañera a continuación de éste.  La planta de sótano cuenta con garaje para cuatro vehículos, despensa, trastero, habitación de servicio y baño incorporado, zona de lavado y gran sala polivalente. El jardín, con flora consolidada, riego automático, zona de barbacoa y piscina privada, se caracteriza por ser uno de los mejores y más grandes de la urbanización al ser esquina y estar ubicado en un tranquilo fondo de saco. La vivienda, además de contar con unos materiales de gran calidad como el mármol travertino, tarima de madera de játoba, ventanas y puertas blindadas, aislamiento doble climalit y cristales blindados con grosor especial, se conserva en un estado impecable gracias al cuidado y conservación de la propiedad. Tiene aire acondicionado centralizado con bomba frío/calor regulable de manera independiente en cada estancia, calefacción por radiadores, dos calderas y acumulador de agua. Cuenta también con pre-instalación de domótica.",True,good,False,,3084.0,True,False,False,False,[],False,False,1650000.0,€,chalet,Ciudalcampo,Casa independiente,CD0367,,,,True,True,independantHouse,
108637357,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/ee/60/1350657455.webp,21,5,1459000.0,flat,sale,97.0,True,2,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4259202,-3.6775327,False,https://www.idealista.com/inmueble/108637357/,"RIVERSIDE INVESTMENT ofrece vivienda reformada y amueblada en Lista, Barrio de Salamanca. Espectacular piso exterior de dos habitaciones y dos baños que ofrece un estilo de vida exclusivo y cómodo. Esta vivienda está diseñada para quienes buscan luminosidad, espacio y elegancia. Además, se vende amueblado, listo para entrar a vivir sin necesidad de preocuparte por nada más. Vivir en el Barrio de Salamanca es disfrutar de una de las zonas más selectas de Madrid, rodeado de las mejores tiendas, restaurantes y servicios de la ciudad. La zona de Lista combina tranquilidad y sofisticación, con excelentes conexiones de transporte y proximidad a lugares icónicos como el Parque del Retiro. Este es el lugar perfecto para aquellos que valoran la calidad de vida en un entorno exclusivo. [IW].",True,good,False,True,15041.0,True,False,False,False,[],False,False,1459000.0,€,flat,"Goya, Madrid",Piso,PIS0655,,,,,,,
108560794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/36/57/1348489833.webp,23,3,183000.0,flat,sale,60.0,True,2,1,Centro,Madrid,San Fernando de Henares,Centro,es,,40.4235286,-3.5347891,False,https://www.idealista.com/inmueble/108560794/,"GPA-19167 Se vende vivienda ubicada en una tercera planta con ascensor, en una zona inmejorable de San Fernando de Henares. A tan solo 5 minutos a pie del Hospital del Henares y a escasos metros de supermercados como Ahorramás, paradas de autobuses, metro y todo tipo de servicios que facilitan el día a día. Todo ello en una calle tranquila, rodeada de parques y zonas verdes, ideal para quienes buscan comodidad sin renunciar a la tranquilidad. La vivienda cuenta con 60 m² distribuidos en 2 dormitorios, un baño, cocina y salón con salida a una amplia terraza con vistas despejadas. Un espacio con mucho potencial que requiere reforma integral, lo que la convierte en una excelente opción para personalizarla a tu gusto o como inversión. No dejes pasar esta oportunidad de vivir o invertir en una zona consolidada y bien comunicada. ¡Ven a visitarla! Sobre nosotros: GEPPCO es una Inmobiliaria que ofrece, tanto al propietario como al comprador, todos los servicios necesarios para que pueda convertir su sueño en una realidad y, para ello, en todo el proceso, contarás con asesoramiento y gestión de alto nivel con una amplia experiencia de más de 25 años y todo un equipo multidisciplinar en el sector: financiero, inmobiliario y jurídico PVP CON HONORARIOS INCLUIDOS (No están incluidos los gastos notariales ni registrales).",False,renew,False,True,3050.0,False,False,False,False,[],False,False,183000.0,€,flat,"Centro, San Fernando de Henares",Piso,GPA-19167,,,,,,,
106777885,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/eb/f8/1333279522.webp,55,,620000.0,chalet,sale,350.0,,6,3,calle Poyato,Madrid,Orusco,,es,,40.2876742,-3.2169291,False,https://www.idealista.com/inmueble/106777885/,"Impresionante casa independiente en Orusco de Tajuña, uno de los pueblos con mas encanto de la Vega del Tajuña, ubicado en una prestigiosa urbanización, rodeada de naturaleza con unas vistas espectaculares.  Sus propietarios han cuidado hasta el mas mínimo detalle logrando una combinación perfecta entre comodidad, espacio y elegancia, destacando el entorno privilegiado y su privacidad.  La propiedad se distribuyen de manera eficiente para ofrecer seis habitaciones bien proporcionadas, tanto para una familia numerosa como para celebrar visitas.  Accedemos a la vivienda por unas bonita escaleras y un precioso porche cubierto con dos espacios bien diferenciados, una zona chill out donde poder disfrutar de los mejores atardeceres. Entramos en un gran hall que accede a un maravilloso salón con chimenea, muy luminoso con grandes ventanas de madera y unas vistas espectaculares, la cocina independiente muy amplia y con acceso directo a una zona de barbacoa y bodega construida en piedra, lugar mágico donde celebrar reuniones familiares o con amigos y disfrutar de momentos únicos. Todas las habitaciones son luminosas y acogedoras, permitiendo que la luz natural inunde los espacios durante todo el día, en esta planta tenemos un gran baño completo y cinco habitaciones, una de ellas con baño completo en suite, todas ellas muy amplias, grandes armarios, ventanas de madera oscilobatientes Climalit, persianas eléctricas y mosquiteras. Suelo de gres. En la segunda planta tenemos una inmensa habitación diáfana, con múltiples usos, un baño completo y una zona de almacenamiento abuhardillada con grandes dimensiones. La casa esta rodeada de arboles frutales y naturaleza, en su bonita parcela con riego automático podemos encontrar una increíble piscina rodeada de césped, una pista de tenis con zonas de juego, también hay una zona de huerta y casa para animales. El garaje esta habilitado para varios coches aunque también se puede utilizar para reuniones ya que cuenta con una cocina completamente equipada, baño completo y trastero. Calefacción por gasoil y pozo. Este lugar es único por su belleza natural y la comodidad de la vivienda que se encuentra en un estado impecable, la calidad de los materiales utilizados así como cada detalle para conseguir una casa con el máximo confort. Su ubicación proporciona un acceso fácil a servicios locales, a la vez que permite escapar del bullicio de la gran ciudad. Este refugio magnífico está estratégicamente situado para disfrutar de la tranquilidad del entorno sin renunciar a las comodidades de la vida moderna. La oportunidad de adquirir una propiedad con estas características es única. Este hogar no solo ofrece abundante espacio vital, sino que también promete una calidad de vida inmejorable en uno de los entornos más atractivos de la región.  A tan solo 20 minutos de Alcalá de Henares, una de las ciudades mas bonitas y con mas encanto de la comunidad de Madrid.",False,good,False,,1771.0,False,False,False,False,[],False,False,620000.0,€,chalet,Orusco,Casa independiente en calle Poyato,ES32937,,,,True,True,independantHouse,
107426774,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/0d/0c/1342213363.webp,22,2,201495.0,penthouse,sale,86.0,True,2,1,calle de la Cruz,Madrid,Moralzarzal,Zona Centro,es,,40.6821647,-3.9710096,False,https://www.idealista.com/inmueble/107426774/,"POSIBILIDAD DE FINANCIACION AL 100% DE SU PRÉSTAMO HIPOTECARIO. La agencia inmobiliaria en Moralzarzal - Tecnocasa Estudio Moralzarzal SLU te ofrece una oportunidad única en el centro de Moralzarzal. Este acogedor piso de 2 habitaciones es perfecto para aquellos que buscan comodidad y ubicación en una de las zonas más demandadas de la sierra de Madrid. Ubicado en una segunda planta sin ascensor, este inmueble de 86m² construidos y 59m² útiles se encuentra en un edificio de 2004 y se destaca por su luminosidad y distribución. Al entrar, te recibe un espacioso salón abuhardillado que ofrece un ambiente cálido y acogedor, ideal para disfrutar en familia o con amigos. La cocina americana integrada aporta amplitud al espacio, permitiendo una circulación fluida entre las zonas comunes. La vivienda cuenta con un baño completo con bañera, y dos habitaciones con armarios empotrados que brindan el espacio necesario para almacenar tus pertenencias de forma ordenada y cómoda. Además, la disposición de las estancias garantiza una distribución óptima y agradable para aprovechar cada rincón de la vivienda. Este piso se encuentra a pocos metros de la calle principal de Moralzarzal, lo que te permitirá disfrutar de la tranquilidad del centro del pueblo sin renunciar a la comodidad de tener todos los servicios a tu alcance. A tan solo unos pasos, encontrarás tiendas, restaurantes, supermercados y centros educativos, lo que facilita tu día a día. Un aspecto que hace aún más atractiva esta propiedad es que cuenta con una comunidad de vecinos muy reducida, lo que se traduce en unos gastos comunitarios mínimos. Además, la vivienda tiene a poco metros la estación de autobuses de Moralzarzal, con líneas que conectan de manera rápida y eficiente con Madrid, lo que resulta ideal para quienes trabajan en la capital o disfrutan de la cercanía a la ciudad sin perder la tranquilidad de vivir en la sierra. No dejes pasar esta oportunidad de vivir en una de las zonas más encantadoras de la Comunidad de Madrid. Si buscas un hogar luminoso, bien ubicado y con todas las comodidades, este piso es la opción ideal.",True,good,False,False,2343.0,False,False,False,False,[],False,False,201495.0,€,flat,"Zona Centro, Moralzarzal",Ático en calle de la Cruz,,,,,,,penthouse,
