propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107045524,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/10/b1/1301326901.webp,BHHS-MAD-0532,12,2,1589000.0,flat,sale,136.0,True,3,3,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4149396,-3.7003514,False,https://www.idealista.com/inmueble/107045524/,"¡Bienvenido al encantador barrio de las Letras! Te invitamos a descubrir este exclusivo piso de 136 metros cuadrados catastrales, ubicado en una de las calles más emblemáticas del barrio de Cortes, conocido por su rica historia literaria. Situado en la segunda planta de un edificio representativo con techos altos, esta propiedad cuenta con servicio de portería y ascensor, brindando comodidad y elegancia. La vivienda se encuentra en la zona más sofisticada del barrio de Cortes, en el corazón del distrito Centro. Este vibrante vecindario es famoso por su amplia oferta cultural, rodeado de museos, teatros, encantadores hoteles y una infinidad de lugares turísticos. Además, cuenta con una excelente red de transporte público, zonas de ocio y todos los servicios necesarios para una vida cómoda y dinámica. Su versatilidad la convierte en una oportunidad única tanto para vivir como para invertir en una de las áreas más privilegiadas de la capital española. Al entrar, un recibidor con armario gabanero nos da la bienvenida y nos conduce a una amplia zona de estar, que cuenta con tres balcones que dan a la calle, creando un ambiente luminoso y acogedor. La cocina americana es generosa y moderna, equipada con electrodomésticos de alta gama y una isla central, todo ello en un diseño panelado que resalta los detalles arquitectónicos de la vivienda. También incluye una zona de lavandería oculta y un baño completo que sirve como baño de cortesía. En la zona de descanso, encontramos tres dormitorios. La master suite es espaciosa y cuenta con un vestidor y cuatro ventanales que dan a un patio de luces, proporcionando luz natural y un ambiente sereno. El segundo dormitorio también es en suite y cuenta con vestidor, mientras que el tercer dormitorio dispone de armario empotrado y comparte el baño completo que da servicio al salón. Esta propiedad se encuentra en una finca clásica, en perfecto estado de conservación, lo que la convierte en un enclave ideal para vivir o invertir en una de las zonas más demandadas de la capital. Además, disponemos de varios inmuebles similares en esta área que solo están disponibles en nuestra web por expreso deseo de sus propietarios. Si deseas conocer más, puedes hacerlo haciendo clic en el enlace adicional al final del anuncio. ¡No te pierdas esta oportunidad única!",False,good,False,True,11684.0,True,False,False,False,[],False,False,1589000.0,€,flat,"Huertas-Cortes, Madrid",Piso,,,,,,,
108216124,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/79/44/1358960163.webp,TIPO 4 - 1ª,6,1,299200.0,flat,sale,73.0,True,2,2,"Calle Maricara, 13",Madrid,Madrid,Villaverde,es,Butarque,40.3391902,-3.6789711,True,https://www.idealista.com/obra-nueva/108216124/,"Mirador de Villaverde es un proyecto único de 27 viviendas en PROMOCION DIRECTA.  PRECIO CERRADO, NO COOPERATIVA Cuenta con LICENCIA DE OBRAS.  Se trata de un conjunto residencial de diseño elegante y moderno formado por 27 viviendas de 2 DORMITORIOS y 2 baños, con PLAZA DE GARAJE y TRASTERO incluidos en el precio.  CERCANIA AL CENTRO DE MADRID: a tan sólo 20 minutos de la estación de Atocha en transporte público y a 15 minutos de la Plaza de Legazpi. Mirador de Villaverde ofrece ESPACIOS COMUNES ÚNICOS diseñados para el disfrute, un oasis que invita a la tranquilidad en el que disfrutarán de:  -Piscina. -Sala comunitaria. -Zona independiente para el estacionamiento de bicicletas. -Distintos ambientes en las zonas ajardinadas. -Videoportero y dos ascensores con acceso a todas las plantas -La iluminación de las zonas comunes estará dotada de sensores de presencia que garantizarán un consumo eficiente. -Preinstalación de recarga de coches eléctricos en las plazas de garaje. Las viviendas contarán con ALTA EFICIENCIA ENERGÉTICA gracias al aislamiento de la envolvente del edificio y al innovador y eficiente sistema de climatización y agua caliente mediante AEROTERMIA INDIVIDUAL.  La promoción se encuentra en una ubicación inmejorable en la zona nueva de Butarque, un barrio joven en plena expansión en el que disfrutar de un entorno natural ideal para el paseo y el deporte al aire libre, con todo tipo de servicios a su alcance (colegios, comercios, centro de salud, parques, etc. ).  El barrio de Butarque cuenta con fantásticas conexiones por carretera y transporte público con el centro de Madrid. Mirador de Villaverde además está sito junto a varias paradas de autobús, a tan sólo 10 minutos de la estación de cercanías de la línea C3 y próxima a las principales carreteras que conectan el barrio de Butaque con Madrid Centro (M40, M30 y A4).",False,newdevelopment,True,True,4099.0,True,False,False,False,[],False,False,299200.0,€,flat,"Butarque, Madrid","Piso en Calle Maricara, 13",False,True,True,,,,
107078988,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/93/37/1334253863.webp,P1_4ºB,5,4,354500.0,penthouse,sale,131.0,False,2,1,"avenida Provisional Ahijones Nueve, 90",Madrid,Madrid,Vicálvaro,es,Los Ahijones,40.3894362,-3.573151,True,https://www.idealista.com/obra-nueva/107078988/,"¡Descubre el ático de tus sueños! Situado en una ubicación inmejorable, a escasos metros de la Línea 9, este inmueble ofrece comodidad y modernidad en cada rincón. Ubicado en una planta 4 disfrutarás de luz natural durante todo el día. Con 2 dormitorios, 1 baño y 52 m² de terrazas, es perfecto para quienes buscan comodidad y estilo, siendo ideal para parejas o pequeñas familias. La climatización mediante aerotermia garantiza un ambiente perfecto durante todo el año, con suelos radiantes y refrescantes. La clase energética A asegura un consumo eficiente, cuidando tanto de tu bolsillo como del medio ambiente. Además, la plaza de garaje y el trastero están incluidos en el precio, brindando una solución práctica para tu día a día. Relájate en la piscina comunitaria o pasea por la zona ajardinada, ideal para desconectar del bullicio de la ciudad. No pierdas la oportunidad de vivir en un entorno que combina tranquilidad y accesibilidad. ¡Ven a conocer tu futuro hogar y enamórate de cada detalle! ¡No dejes pasar esta oportunidad única!",False,newdevelopment,True,True,2706.0,True,False,False,False,[],False,False,354500.0,€,flat,"Los Ahijones, Madrid","Ático en avenida Provisional Ahijones Nueve, 90",False,True,True,penthouse,,,
108445718,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/35/94/1345100321.webp,2110/21100018/21,30,1,376000.0,flat,sale,129.0,True,3,2,Getafe Centro,Madrid,Getafe,Getafe Centro,es,,40.3081485,-3.7293087,False,https://www.idealista.com/inmueble/108445718/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 2 baños. Se encuentra en la planta 1 de un edificio residencial y cuenta con ascensor y armarios empotrados.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Centro - San Isidro, Noreste de Getafe. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Juan de la Cierva y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Av. General Palacio - Capellanes y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 280 metros, la farmacia más cercana se encuentra a 160 metros, existen 2 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 2 supermercados, 6 bancos, 2 oficinas de correos.  La zona cuenta con una amplia oferta de entretenimiento con 9 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, 4 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la M-45, Avenida del Museo y la Avenida de la Libertad. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 29/08/2028 Renta mensual actual: 1.126€ Rentabilidad estimada: 3.6% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,True,2915.0,True,False,True,False,[],False,False,376000.0,€,flat,"Getafe Centro, Getafe",Piso,,,,,,,
106127317,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/6e/1f/1273346809.webp,1ºC Dúplex,9,1,564000.0,duplex,sale,125.0,True,2,2,"de Villaamil, 68",Madrid,Madrid,Tetuán,es,Berruguete,40.4610209,-3.7079215,True,https://www.idealista.com/obra-nueva/106127317/,"ÚLTIMAS VIVIENDAS promoción Villaamil 68. Entrega prevista de llaves finales de 2026. El edificio Villaamil 68 se sitúa en el noroeste de Madrid, una zona en continua transformación y modernización. Con amplias zonas verdes a tan sólo unos pasos, la zona dispone de centros educativos, comercio de barrio y centros comerciales relevantes como La Vaguada y Caleido. Las estaciones de la red de metro en las proximidades, la estación de Chamartín y el rápido acceso a la M30, proporcionan unas inmejorables comunicaciones. El Hospital Universitario La Paz completa una ubicación excelente. De la memoria de calidades cabe destacar el inmejorable aislamiento tanto térmico como acústico de las viviendas, así como el sistema de calefacción por aerotermia mediante suelo radiante y refrescante, lo que dota a las viviendas de un considerable ahorro energético. Las cocinas se entregan amuebladas con muebles altos y bajos, vitrocerámica, campana y fregadero. Los baños se entregan con mueble-lavabo y espejo. Contáctenos para más información y descubra las ventajas de vivir en la capital.",False,newdevelopment,True,True,4512.0,True,False,False,False,[],False,False,564000.0,€,flat,"Berruguete, Madrid","Dúplex en de Villaamil, 68",False,,,duplex,,,
108396842,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/36/4e/1342965190.webp,2201/22010039/311,22,bj,206500.0,studio,sale,33.0,True,0,1,Barrio Valdezarza,Madrid,Madrid,Moncloa,es,Valdezarza,40.4642192,-3.7234839,False,https://www.idealista.com/inmueble/108396842/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente estudio de 1 dormitorio y 1 baño. Se encuentra en la planta baja de un edificio residencial y cuenta con ascensor y piscina.  La vivienda se distribuye en 1 dormitorio, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Valdezarza, Moncloa - Aravaca (Noroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Valdezarza y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Antonio Machado-Sinesio Delgado y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el hospital más cercano se encuentra a 580 metros, existen 2 farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 3 supermercados, 6 bancos.  La zona cuenta con una amplia oferta de entretenimiento con 11 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Calle de Sinesio Delgado y la Calle Valle de Mena. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 19/06/2031 Renta mensual actual: 841€ Rentabilidad estimada: 4.9% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,True,6258.0,True,False,True,False,[],False,False,206500.0,€,flat,"Valdezarza, Madrid",Estudio,,,,studio,,,
108724668,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/21/2f/1353251776.webp,033/2025,93,3,735000.0,flat,sale,138.0,True,3,2,"calle Población de Campos, 17",Madrid,Madrid,Fuencarral,es,Las Tablas,40.5037544,-3.671204,True,https://www.idealista.com/inmueble/108724668/,"Home Consulting inmobiliaria, NOSOTROS NO COBRAMOS COMISION AL COMPRADOR!, presenta, este precioso, amplio y luminoso piso en tercera planta con excelentes vistas. La vivienda cuenta con una distribución espaciosa y cómoda. Distribución: 3 dormitorios, uno en suite, salón con gran luminosidad, cocina independiente con amplio office y equipada con electrodomésticos y 2 baños completos. El precio incluye un trastero y dos plazas de garaje. Puerta blindada y aire acondicionado de instalación. Tiene una enorme piscina con jardín para descansar en las mejores tarde de verano, cuenta con un parque infantil y zonas verdes. ¡A esta urbanización no le falta de nada! Teniendo en cuenta que inclusive puede reservarse un espacio para eventos, cumpleaños y reuniones. La urbanización cuenta con conserjería 24 horas y hay un sistema de vigilancia 24 horas distribuido por todo el recinto. Se encuentra muy cerca de la sede de BBVA, Telefónica, Caser, y a pocos minutos del metro, en una zona muy bien comunicada y tranquila. Está rodeado de parques empresariales, lo que hace que sea un sitio tranquilo, donde poder dormir plácidamente por la noche y pasear por el día, gracias a todos los parques y jardines con los que se rodea la urbanización. Los desplazamientos por carretera también son un punto a tener en cuenta para este apartamento. Plaza Castilla se encuentra a tan solo 5 minutos por carretera, con acceso a M-40, N-1 y M-11. El transporte público es rápido por sus líneas de autobuses y metro. Al aeropuerto se llega en pocos minutos. PONGA LA VENTA DE SU VIVIENDA EN LAS MEJORES MANOS. Home Consulting es una consultora inmobiliaria, con más de 25 años de experiencia que nos avalan, pues contamos con profesionales altamente cualificados, expertos en el mercado, ofreciendo servicios ininterrumpidamente, gracias a nuestro saber hacer, duro trabajo, profesionalidad y adaptación a las nuevas tecnologías, en el sector inmobiliario, en los que nos hemos convertido en la inmobiliaria de referencia en la sierra noroeste de Madrid, los resultados nos avalan con crecimiento continuo los últimos 5 años. Este volumen de ventas se debe en gran medida a que acumulamos una cartera de potenciales compradores, lo que permite que muchos de nuestros clientes vendan su casa en tiempo récord. Esto, sumado a nuestro profundo conocimiento del mercado inmobiliario de la sierra y al plan de marketing más ambicioso para que nuestros clientes propietarios puedan destacarse del resto de la oferta disponible, es la base de nuestro éxito.",False,good,False,True,5326.0,True,False,False,False,[],False,False,735000.0,€,flat,"Las Tablas, Madrid","Piso en calle Población de Campos, 17",,True,True,,747000.0,12000.0,2.0
108790190,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/63/db/1356643940.webp,426588-M,34,4,5500000.0,flat,sale,390.0,True,5,6,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4223099,-3.6857471,False,https://www.idealista.com/inmueble/108790190/,"UNICA INMOBILIARIA presenta inmueble ubicado en la cuarta planta de un edificio señorial de principios del siglo XX, en el prestigioso barrio de Recoletos, este magnífico apartamento de 390 m² ofrece una combinación perfecta entre elegancia clásica y comodidades modernas. Distribución y características: •Impresionante salón de 100 m², ideal para recibir visitas y disfrutar de un ambiente sofisticado. •Amplia terraza, un espacio perfecto para relajarse al aire libre en plena ciudad. •Cocina de gran tamaño, equipada con electrodomésticos de alta gama y zona de comedor. •Cinco dormitorios en suite, cada uno diseñado con acabados de lujo para máximo confort. •Despacho independiente, ideal para teletrabajo o estudio. •Dormitorio de servicio con baño propio, proporcionando mayor funcionalidad y privacidad. •Lavadero independiente, para mayor comodidad en la gestión del hogar. •Dos plazas de garaje, un valor añadido en esta exclusiva zona de Madrid. Detalles que marcan la diferencia. Reformado a estrenar con las mejores calidades, la vivienda se encuentra en un edificio clásico en perfecto estado, con un elegante portal y zonas comunes bien cuidadas. Piso totalmente exterior en un edificio emblemático situado en una de las zonas más exclusivas del Barrio de Salamanca. Ubicado en una de las zonas más exclusivas de la capital donde se encuentran restaurantes de renombre, galerías de arte, joyerías y grandes firmas de moda. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",False,good,False,True,14103.0,False,False,False,False,[],False,False,5500000.0,€,flat,"Recoletos, Madrid",Piso,,True,True,,,,
108446146,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/22/07/1345114669.webp,2201/22010028/7,46,9,273000.0,flat,sale,103.0,True,3,1,El Naranjo,Madrid,Fuenlabrada,El Naranjo,es,,40.3004204,-3.8087879,False,https://www.idealista.com/inmueble/108446146/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta 9 de un edificio residencial y cuenta con ascensor y terraza.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. dispone de calefacción individual.  Se encuentra ubicado en El Naranjo - La Serna - Parque Miraflores, Noroeste de Fuenlabrada. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de autobús más cercana es Galicia - El Naranjo y se encuentra a menos de 5 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 460 metros, existen 3 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar un supermercado, 2 bancos.  La zona cuenta con una amplia oferta de entretenimiento con un teatro, un gimnasio, 9 parques, un centro cultural, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la M-407, Calle de Mostoles y la Avenida de las Provincias. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 14/06/2030 Renta mensual actual: 1.019€ Rentabilidad estimada: 4.5% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,True,2650.0,True,False,True,False,[],False,False,273000.0,€,flat,"El Naranjo, Fuenlabrada",Piso,,,,,,,
108445857,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/16/cd/1345105354.webp,2201/22010039/4,33,3,264500.0,flat,sale,93.0,True,1,1,Barrio Ensanche de Vallecas - La Gavia,Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.3630476,-3.5899323,False,https://www.idealista.com/inmueble/108445857/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 1 dormitorio y 1 baño. Se encuentra en la planta 3 de un edificio residencial y cuenta con ascensor, garaje, piscina, trastero y aire acondicionado.  La vivienda se distribuye en 1 dormitorio, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. dispone de calefacción central.  Se encuentra ubicado en Ensanche de Vallecas, Villa de Vallecas (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Valdecarros y se encuentra a menos de 5 minutos andando. La parada de autobús más cercana es Gran Via del Sureste-Las Suertes y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, existen 2 farmacias a menos de 300 metros, el colegio más cercano se encuentra a 190 metros. Además, a menos de 500 metros también puedes encontrar un banco, una oficina de correos.  La zona cuenta con una amplia oferta de entretenimiento con 7 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Este, Avenida de las Suertes y la Calle del Alto del Retiro. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 20/03/2031 Renta mensual actual: 1.026€ Rentabilidad estimada: 4.7% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S.L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento."".",True,good,False,True,2844.0,True,False,True,False,[],False,False,264500.0,€,flat,"Ensanche de Vallecas - La Gavia, Madrid",Piso,,True,True,,,,
