propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108781932,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/7f/94/1354952575.webp,31,3,1150000.0,duplex,sale,236.0,True,3,3,carretera de Boadilla,Madrid,Majadahonda,Golf - El Carralero,es,40.4585864,-3.8753426,False,https://www.idealista.com/inmueble/108781932/,"Andra inversiones vende este fantástico ático dúplex en la urbanización Pinnea. Consta de salón comedor, cocina, aseo de invitados, dormitorio principal con cuarto de baño y vestidor, y dos dormitorios que comparten un cuarto de baño. Tiene dos magníficas terrazas, dos plazas de garaje y un trastero. Seguridad 24 horas. Control de acceso. Dispone de dos piscinas exteriores y otra piscina interior climatizada abierta todo el año, gimnasio, sauna, pistas de tenis y padel, salón para eventos y zona infantil.",False,good,False,True,4873.0,False,False,False,False,[],False,False,1150000.0,€,True,True,flat,duplex,"Golf - El Carralero, Majadahonda",Dúplex en carretera de Boadilla,,,,,,
107937134,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/c3/ce/1328860767.webp,27,,305300.0,flat,sale,120.0,,1,1,calle de la Pilarica,Madrid,Madrid,Usera,es,40.3874971,-3.7025255,False,https://www.idealista.com/inmueble/107937134/,"Piso de 101 m² en venta, situado Madrid., Construido en 2004, este piso dispone de una superficie de 101 m² y se distribuye en salón-comedor, cocina independiente amueblada con armarios altos y bajos, dormitorios y baños. La vivienda está comunicada mediante la estación de tren Madrid-Puerta de Atocha a 12 minutos, la estación de metro, autobuses con las líneas 6 y 78 y a través de las carreteras A-42 y A-4. La zona dispone de equipamiento variado, restaurantes, escuela de arte, farmacia, el Estadio Román Valero, pequeño comercio, etc. Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. - La parte vendedora es propietaria de una participación indivisa del Inmueble, no siendo por ello, propietaria del 100 en pleno dominio. Dicha participación indivisa podría ser objeto de adquisición por parte del resto de copropietarios.El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de Gastos e Impuestos que por Ley corresponda al Vendedor sobre el porcentaje de propiedad que ostenta la parte vendedora. y (vi) sin dotación de servicios y suministros.El Adquirente asumirá: (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. El inmueble se encuentra gravado con una o varias cargas, la/s cual/es se encuentra/n pendiente/s de su cancelación. Se debe consultar su situación actual, así como sus posibles limitaciones y la asunción de su cancelación. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",False,good,False,False,2544.0,False,False,False,False,[],False,False,305300.0,€,,,flat,,"Moscardó, Madrid",Piso en calle de la Pilarica,C2-01103-0001,Moscardó,314700.0,9400.0,3.0,
108223000,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/38/16/1339923453.webp,18,bj,178000.0,flat,sale,54.0,True,2,1,calle Tántalo s/n,Madrid,Madrid,Villaverde,es,40.3527792,-3.6807167,True,https://www.idealista.com/inmueble/108223000/,"Nicea, comercializa bajo a estrenar y gran oportunidad, en Calle Tántalo, Villaverde bajo Madrid, muy cerca de la Renfe Villaverde bajo. Se trata de bajo totalmente exterior.  Todas las estancias tienen ventanas al exterior (excepto el baño) con las siguientes características: - Cocina estilo americana (integrada al salón) - Dos habitaciones - Un baño - Armario empotrado - Equipo de aire acondicionado frio/calor - Puerta de seguridad doble acorazada - Ventanas de aluminio y climalit con rotura de puente térmico y oscilobatientes - Suelo en tarima AC5 alta resistencia.  ¡no dejes de perder esta oportunidad en el barrio! la vivienda se encuentra muy bien distribuida excelente oportunidad, las imágenes que se muestran en el anuncio es una renderización para que pueda apreciarse como se verían las viviendas amuebladas. Importante: el precio de compra no incluye impuestos ni gastos de agencia. no dude en visitar nuestra página web. En Nicea, te damos la posibilidad de poder obtener una hipoteca por la vivienda en unas condiciones inmejorables y, además realizamos todas las gestiones necesarias pre y post-venta. Encargándonos además de la gestión del alquiler posterior en caso de destinarse a este fin. ""para mas información contactar con la persona encargada. "". "".",False,good,False,False,3296.0,False,False,False,False,[],False,False,178000.0,€,,,flat,,"Butarque, Madrid",Piso en calle Tántalo s/n,,Butarque,,,,
108878128,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/3f/8f/1358545299.webp,23,3,1014000.0,flat,sale,140.0,True,4,2,avenida de Valladolid,Madrid,Madrid,Moncloa,es,40.4277513,-3.7320489,False,https://www.idealista.com/inmueble/108878128/,"Magnífica vivienda en la Colonia del Manzanares, en la Urbanizacion Entrebosques. Es una 3ª planta, exterior, en finca del año 1980, con muy buenas calidades. Finca de 8 alturas, con ascensores, portero, plaza de garaje incluida en el precio. Es una vivienda muy luminosa, con doble orientación y ubicada en un lugar privilegiado. Cuenta con 4 dormitorios y dos baños completos. Amplia cocina, con zona de lavado/tendedero independiente. Gran terraza abierta. Una segunda terraza, ahora cerrada. Armarios empotrados en dormitorios, pasillo y hall de entrada. Aire acondicionado. Calefacción central y agua caliente, incluidas en la cuota de Comunidad. Se ubica dentro de una de las mejores urbanizaciones del barrio por su exclusividad. Muy cuidada, de buen vecindario, zonas verdes, piscina, videovigilancia… El entorno es magnífico, en una zona de alta demandada y oferta muy limitada. Junto a Madrid Rio, Parque de la Bombilla, Casa de Campo y a tan solo 20 minutos caminando de Plaza de España. Intercambiador de Príncipe Pio a menos de 10 minutos andando.  Barrio tranquilo y seguro, con todos los servicios a menos de 500 metros: colegios, instituto, centro de salud, supermercados, parques y zonas verdes. Muy bien comunicado con líneas de autobús (41 a Atocha, 75 a Callao y 46 a Moncloa) y RENFE en Príncipe Pío. Acceso directo a M30, A6 y Carretera de Castilla. Posibilidad de financiación hasta el 90%. Los honorarios de Agencia ya están incluidos en el precio. Ya puede concertar su visita.",False,good,False,True,7243.0,False,False,False,False,[],False,False,1014000.0,€,True,True,flat,,"Casa de Campo, Madrid",Piso en avenida de Valladolid,,Casa de Campo,,,,
108908298,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/f2/82/1358589172.webp,5,8,2040000.0,flat,sale,230.0,True,4,4,"paseo de la Castellana, 131",Madrid,Madrid,Tetuán,es,40.4586169,-3.6917096,True,https://www.idealista.com/inmueble/108908298/,"Exclusiva vivienda reformada de 320 m² en Castellana 131, con garaje y trastero Exclusiva propiedad reformada en Paseo de la Castellana 131 — 320 m² con garaje y trastero En una de las zonas más representativas de Madrid, presentamos en exclusiva esta imponente vivienda situada en la milla de oro empresarial y residencial de la capital: Paseo de la Castellana 131. Con una superficie construida de 320 m², la propiedad fue completamente reformada en 2021 con calidades excepcionales y una distribución pensada para ofrecer amplitud, luz y funcionalidad. � Distribución: •Espectacular salón-comedor de grandes dimensiones, con varias zonas diferenciadas y gran luminosidad •Tres amplios dormitorios, incluyendo un elegante dormitorio principal con baño en suite •Despacho independiente, ideal para trabajar desde casa con total privacidad •Cocina de diseño, moderna, funcional y equipada con electrodomésticos de alta gama •Dos baños completos y zona de lavandería � Características destacadas: •Reforma integral con acabados premium •Suelos de madera natural, carpintería de alta calidad, climatización por conductos y armarios empotrados en toda la vivienda •Plaza de garaje en el mismo edificio y trastero privado incluidos •Edificio representativo con portero físico y servicios centrales •Comunidad con gastos entre 330 € y 390 €, según consumo energético Una propiedad perfecta para quienes buscan exclusividad, ubicación y confort en el corazón financiero y residencial de Madrid, a un paso del barrio de Salamanca, Nuevos Ministerios y las principales arterias de la ciudad.",False,good,False,True,8870.0,False,False,False,False,[],False,False,2040000.0,€,True,True,flat,,"Cuzco-Castillejos, Madrid","Piso en paseo de la Castellana, 131",,Cuzco-Castillejos,,,,
108333453,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/c8/21/1341005043.webp,31,5,4450000.0,flat,sale,450.0,True,6,4,calle Velázquez,Madrid,Madrid,Barrio de Salamanca,es,40.4336322,-3.6820239,False,https://www.idealista.com/inmueble/108333453/,"EMISSARY presenta esta espectacular vivienda en inmejorable ubicación dentro de la zona residencial más exclusiva en la Calle Velázquez. Vivienda totalmente privada, ubicada en el corazón del barrio de Salamanca, en finca señorial con portero físico. Se desarrolla en una planta con una superficie total de 360 m² de vivienda, además, cuenta con plaza de garaje para coche pequeño y gran trastero en la misma finca. Destaca por su distribución cómoda y funcional adaptada a las exigencias de hoy en día. Gran hall de entrada desde al que se accede por un lado a la zona de salones, dividida en salón principal con grandes ventanales a la calle Velázquez, salón central con salida a un amplio balcón y seguido pasamos a la zona de comedor. Al comedor se accede también desde la cocina. Aseo de cortesía con gran armario empotrado. Desde el hall se accede también a la zona privada, que consta de dormitorio principal con baño en suite, zona de vestidor y un amplio despacho privado. Tres dormitorios secundarios y segundo baño completo. Zona adicional de almacenaje en pasillo y zona de servicio completa. Gran cocina con office y despensa a la que se accede directamente a través de la puerta de servicio. Zona de lavandería independiente y balcón a patio comunitario. La vivienda tiene muchísimas posibilidades gracias a una gran sólida y pensada construcción, con excelentes puntos constructivos como techos altos y estancias de gran tamaño, lo que le confiere una luminosidad excepcional. Situada en el cogollo del Barrio de Salamanca, cuenta con todos los servicios en las inmediaciones.",False,good,False,True,9889.0,False,False,False,False,[],False,False,4450000.0,€,True,True,flat,,"Castellana, Madrid",Piso en calle Velázquez,,Castellana,,,,
107257747,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/19/55/1307635174.webp,77,,695000.0,chalet,sale,570.0,,5,3,Los Jarales - Las Minas,Madrid,Galapagar,Los Jarales - Las Minas,es,40.5839512,-3.9687162,False,https://www.idealista.com/inmueble/107257747/,"Descubre el lujo y la tranquilidad en esta impresionante casa independiente de 570m², situada sobre una generosa parcela de 1.249 m² en la prestigiosa urbanización de Los Jarales, a escasos minutos de Torrelodones.  Este magnífico chalet te ofrece un entorno sereno, rodeado de una extensa zona verde perfecta para el descanso y la tranquilidad. La vivienda se distribuye en dos plantas cuidadosamente diseñadas para maximizar la comodidad y la luz natural.  En la planta baja, una luminosa galería te da la bienvenida, proporcionando un espacio tranquilo para disfrutar de momentos de paz.  La planta principal se divide en dos alas: en la zona este, encontrarás un amplio salón con grandes ventanales y una acogedora chimenea, ideal para reuniones familiares.  Además, un despacho con acceso directo a la habitación principal con chimenea y baño en suite que garantiza privacidad y confort.  En la zona oeste, tres habitaciones adicionales y dos baños totalmente reformados ofrecen espacio y modernidad para toda la familia.  La cocina, presidida por un gran ventanal, destaca por su luz y amplitud, convirtiéndose en el corazón del hogar. Con 5 dormitorios, 3 baños, terraza, balcón, armarios empotrados y trastero, esta casa construida en 1979 ha sido mantenida en excelente estado. Dispone además, de una buhardilla de unos 230m2 con techos altos y con varios balcones con luz natural con infinitas posibilidades ( segunda vivienda, despacho, gimnasio, sala de juegos, taller etc). La calefacción por bomba de frío/calor y gas propano/butano asegura un ambiente confortable durante todo el año.  Es una vivienda con infinitas posibilidades, en VIABLE podemos ayudarte con cualquier tipo de reforma y diseño de interiorismo realizándote un proyecto gratuito ( pídenos plano de propuesta de reforma y presupuesto). Ven a conocerla!",False,good,False,,1219.0,True,False,False,False,[],False,False,695000.0,€,,,chalet,independantHouse,"Los Jarales - Las Minas, Galapagar",Casa independiente,INDEPENDIENTE LOS JARALES,,,,,
108830867,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/a9/f7/1356393294.webp,20,2,350000.0,flat,sale,76.0,True,3,1,CL GINZO DE LIMIA,Madrid,Madrid,Fuencarral,es,40.4786304,-3.7041438,False,https://www.idealista.com/inmueble/108830867/,"FERNANDO ofrece en VENTA Piso totalmente exterior, de 3 dormitorios y 1 WC. Se ubica en la Calle Ginzo de Limia, en Madrid. Se trata de un piso en segunda planta con ascensor. Tiene 63 m2 útiles aproximadamente, y se distribuye de la siguiente manera: Recibidor, amplia cocina equipada y amueblada, salón con acceso a terraza acristalada, dos dormitorios dobles, un dormitorio individual, cuarto de baño con plato de ducha y con ventana.  El piso tiene un cuarto trastero de unos 4m2 en la planta sótano del edificio. El portal cuenta con conserje en horario de día. Se encuentra próxima a todos los servicios de la zona como comercios, parques con zonas verdes, ambulatorio, colegios, y supermercados.  Excelente comunicación con líneas de autobús urbanas e interurbanas.  Se encuentra frente a la parada de Metro Barrio del Pilar y junto al Centro Comercial La Vaguada. FERNANDO no cobra honorarios al comprador, no hay que añadir más gastos que los propios que origina la compra de un inmueble. FERNANDO puede conseguir condiciones favorables para la financiación (sujeto a estudio).",False,renew,False,True,4605.0,False,False,False,False,[],False,False,350000.0,€,,,flat,,"La Paz, Madrid",Piso en Cl Ginzo De Limia,GL2,La Paz,,,,
107684623,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/3a/3e/1319749285.webp,14,1,567000.0,duplex,sale,85.0,True,2,2,ronda de Segovia,Madrid,Madrid,Centro,es,40.4130633,-3.7159772,False,https://www.idealista.com/inmueble/107684623/,"¡DUPLEX EN VENTA CON INCREÍBLES VISTAS! Distribuido en 85m2 y alturas de más de 4 metros, este hermoso y moderno dúplex nos da la bienvenida con un hall de entrada que nos lleva a la primera planta encontrándonos con un amplio y luminoso salón lleno de grandes ventanales que muestran unas increíbles vistas a la zona de paseo imperial. Esta planta baja tiene además una cocina con acabados y detalles de lujo, equipada con electrodomésticos de alta gama y lo necesario para hacerla funcionar.  A través de una cómoda escalera llegamos a la primera planta donde nos encontramos con dos habitaciones con armarios empotrados de gran almacenamiento y un baño completo.  La vivienda tiene una ubicación en la moderna zona de paseo imperial, ideal para residir en un lugar céntrico de la capital y disfrutar de lugares como Madrid - Río, la Catedral de la Almudena y del Palacio Real en la Plaza de Oriente. Lugares emblemáticos con un ocio y una oferta cultural por excelencia. La zona destaca por la gran cantidad de restaurantes, cafeterías, mesones, comercios, hostales y la gran variación cosmopolita.  Está muy bien comunicado, con acceso inmediato a todos los transportes públicos de Madrid. Este exclusivo dúplex en Palacio es una oportunidad única para inversores o para aquellos que deseen disfrutar de una vivienda de lujo en uno de los barrios más increíbles de Madrid. Si estás en busca de una vivienda en un entorno tranquilo, con privacidad, una ubicación privilegiada y un aprovechamiento óptimo de la luz solar, esta es una oportunidad que no puedes dejar escapar.   NOTA: Las imágenes son representativas y están sujetas a cambios. Mobiliario no incluido.",False,good,False,True,6671.0,True,False,False,False,[],False,False,567000.0,€,,,flat,duplex,"Palacio, Madrid",Dúplex en ronda de Segovia,,Palacio,,,,
108842731,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/d1/29/1356727496.webp,24,1,269000.0,flat,sale,73.0,True,3,1,calle de Nuestra Señora de la Blanca,Madrid,Madrid,San Blas,es,40.4472104,-3.6063212,False,https://www.idealista.com/inmueble/108842731/,"Luminosa vivienda de 3 dormitorios, 2 individuales y uno doble con armario empotrado. Amplio salón comedor independiente con terraza. Cocina con terraza tendedero acristalada. Hall de entrada. Suelo de parquet. Calefacción eléctrica. Video portero. Puerta blindada. Primera planta sin ascensor. Zona dotada con todos los servicios.  Excelente comunicación tanto por transporte público (a 3 minutos andando del metro de Canillejas, autobuses (28, 48, 15, 114, 200, N5) como por transporte privado A-2 y M-40. A 5 minutos del carril bici. Próxima al parque Juan Carlos I, parque del Capricho, parque la Quinta de Torrearias, IFEMA, Centro comercial Plenilunio y estadio Metropolitano.",False,good,False,False,3685.0,False,False,False,False,[],False,False,269000.0,€,,,flat,,"Canillejas, Madrid",Piso en calle de Nuestra Señora de la Blanca,,Canillejas,,,,
