propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,hasLift,newDevelopmentFinished,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108600392,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/99/93/1349649841.webp,0824,24,164900.0,studio,sale,35.0,0,1,"calle del Olvido, 117",Madrid,Madrid,Usera,es,40.3819639,-3.7024152,True,https://www.idealista.com/inmueble/108600392/,"Fantástico estudio en Madrid con licencia desde su construcción para uso de vivienda es una entreplanta. La casa dispone de una superficie de 35 m² construidos distribuidos en salón-comedor, cocina amueblada y baño con plato de ducha, suelo de parquet, paredes lisas. Tiene A/A. La vivienda está impecable para entrar.  Localizado en el centro de Madrid, muy cerca de Autopista de Circunvalación M-30 en el barrio de Moscardó. En sus alrededores encontramos la Escuela de Educación Infantil La Cornisa, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos, varias paradas de autobús y metro.  No te preocupes si necesitas ayuda, ¡estamos aquí para ti! Somos una inmobiliaria de confianza con experiencia de más de 30 años en la zona. Contamos con un servicio de ayuda disponible para ti. ¡No dudes en llamarnos y te ayudaremos! ¡No pierdas esta oportunidad y ven a ver este estudio! NO COBRAMOS COMISIÓN AL COMPRADOR!",True,good,False,4711.0,True,False,True,False,[],False,False,164900.0,€,,,flat,studio,"Almendrales, Madrid","Estudio en calle del Olvido, 117",Destacado,bj,True,False,,Almendrales,,,
108264965,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/77/43/1338984493.webp,17_25,33,1125000.0,flat,sale,160.0,3,2,calle de Bravo Murillo,Madrid,Madrid,Chamberí,es,40.4375286,-3.703262,False,https://www.idealista.com/inmueble/108264965/,"Ubicada en pleno corazón de Madrid, esta vivienda ofrece una generosa superficie de 160 m² construidos incluida la terraza. Situada en la Primera planta exterior, el edificio de los años 50 con fachada de ladrillo visto, se encuentra incluido en el recinto privado de la Parroquia de San Cristóbal y San Rafael, otorgándole una situación en plena Calle Bravo Murillo privilegiada con zonas ajardinadas que le proporciona tranquilidad y privacidad. La Finca con acceso adaptado a personas con movilidad reducida cuenta con ascensor, portero físico y una zona privada en superficie de aparcamiento opcional, exclusivo para los vecinos vigilado 24h.  La vivienda que consta de 138 m² cuenta con hall de Entrada, cocina independiente con zona de office, salón con chimenea en funcionamiento y acceso a una terraza de más de 25 m². Cuenta con 3 dormitorios y 2 baños, el dormitorio principal con uno de los baños en suite con jacuzzi y Sauna. En cuanto a calidades cabe destacar que todas las estancias cuentan con ventanas de Climalit, puertas interiores de roble, puerta principal blindada, suelos cerámicos, calefacción central y aire acondicionado. Situado en una de las zonas más codiciadas del barrio de Chamberí junto al emblemático cruce de la Calle Bravo Murillo y Calle Cea Bermúdez a 100 metros del CDM Cea Bermúdez y a escasos metros del Parque de Bravo Murillo o Parque Nuevo del Canal y rodeada de una gran variedad de comercios, cafeterías y restaurantes, además de excelentes conexiones de transporte público.",False,good,False,7031.0,True,False,True,False,[],False,False,1125000.0,€,,,flat,,"Arapiles, Madrid",Piso en calle de Bravo Murillo,Destacado,1,True,True,,Arapiles,1150000.0,25000.0,2.0
108436692,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/dd/1a/1344829496.webp,GC,36,850000.0,flat,sale,114.0,3,2,CL MARIA REICHE,Madrid,Madrid,Hortaleza,es,40.4866136,-3.6123436,False,https://www.idealista.com/inmueble/108436692/,"QUALITY KEYS INMOBILIARIOS Valdebebas comercializa en venta y en exclusiva esta estupenda vivienda ubicada en la calle María Reiche, en el corazón de Valdebebas, una de las zonas más modernas, verdes y demandadas de la capital.  ¡OPORTUNIDAD ÚNICA EN VALDEBEBAS CON VISTAS UNICAS AL PARQUE FORESTAL!. La vivienda es completamente exterior y cuenta con una excelente orientación oeste, lo que garantiza una fantástica entrada de luz natural a lo largo del día. Ofrece una distribución funcional y cómoda para una vida diaria práctica y confortable. Dispone de 3 dormitorios con armarios empotrados, 2 baños completos, amplio salón-comedor, cocina independiente con tendedero independiente, aire acondicionado y calefacción central, ventanas oscilobatientes con rotura de puente térmico, mosquiteras en todas las ventanas, persianas eléctricas, toldos y puerta blindada. Además, cuenta con plaza de garaje y trastero, ambos incluidos en el precio, y existe la posibilidad de adquirir plazas adicionales en la propia comunidad. Ubicada en una moderna urbanización cerrada con portero físico 24h, piscina comunitaria, gimnasio, gran sala gourmet para eventos, zonas ajardinadas, área infantil y todos los servicios necesarios para disfrutar de una vida cómoda y segura. El edificio cuenta con ascensor, accesos adaptados para minusválidos y preinstalación de domótica. UBICACIÓN PRIVILEGIADA EN VALDEBEBAS. Situada en una de las avenidas principales de Valdebebas, Juan Antoni Samaranch, con vistas directas al Parque Forestal Felipe VI, en un entorno natural ideal para pasear, hacer deporte o disfrutar en familia. Zona perfectamente comunicada con acceso rápido a M-11, M-40 y A-2, cercanías Renfe (Valdebebas), autobuses EMT y fácil conexión con el aeropuerto Adolfo Suárez Madrid-Barajas y el Hospital Isabel Zendal. A pocos minutos andando encontrarás supermercados, farmacias, restaurantes, colegios, zonas deportivas y todo tipo de servicios. IDEAL PARA VIVIR O INVERTIR. Una vivienda luminosa, amplia, bien distribuida, con zonas comunes completas, garaje, trastero y rodeada de naturaleza. Perfecta tanto como residencia habitual para familias como para inversores que buscan valor a largo plazo en una de las zonas con mayor proyección de Madrid. QUALITY KEYS INMOBILIARIOS, desde 2006, somos una boutique inmobiliaria especializada en brindar un servicio exclusivo, cercano y orientado al cliente. Nuestra experiencia es tu mejor garantía. Te acompañamos en cada paso del proceso, desde la visita inicial hasta la firma notarial. ¡Contacta con nosotros y agenda tu visita hoy mismo!. Tu nuevo hogar te está esperando. La información contenida en este anuncio tiene carácter informativo, no contractual ni vinculante, y puede estar sujeta a modificaciones o errores.",True,good,False,7456.0,True,False,True,False,[],False,False,850000.0,€,True,True,flat,,"Valdebebas - Valdefuentes, Madrid",Piso en Cl Maria Reiche,Destacado,4,True,True,,Valdebebas - Valdefuentes,,,
108526679,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/ff/eb/1340686733.webp,03652,30,570000.0,chalet,sale,273.0,4,3,"calle Montes Pirineos, 12",Madrid,Valdemorillo,Cerro Alarcón,es,40.4595733,-4.0910371,True,https://www.idealista.com/inmueble/108526679/,"**CHALET INDEPENDIENTE EN VENTA - UN OASIS DE COMODIDAD Y ESTILO** Descubre este impresionante chalet independiente, completamente renovado y listo para convertirse en tu nuevo hogar. Con una superficie construida de 273 m² y una parcela de 1.102 m², este espacio ofrece todo lo que necesitas para disfrutar de la vida en familia. Reformado con ventanas nuevas de rotura de puente térmico, cargador de coche y placas solares. El amplio salón-comedor, adornado con una acogedora chimenea y ventanales que inundan de luz natural, es perfecto para crear momentos inolvidables.  La cocina moderna está equipada con electrodomésticos de última generación, ideal para los amantes de la gastronomía. El dormitorio principal destaca por su amplitud, armario empotrado y baño privado, brindando un refugio personal. Además, cuenta con tres dormitorios dobles, cada uno con armarios empotrados, ofreciendo comodidad y espacio para todos. La amplia terraza te permitirá disfrutar de vistas espectaculares mientras te relajas en el espacio chill out con fuente.  La piscina grande, expuesta al sol, es perfecta para refrescarte en los días calurosos. Ubicado en una urbanización tranquila con portería privada, este chalet también ofrece un hall cerrado que maximiza la eficiencia energética y un cargador eléctrico para coche. Si trabajas desde casa, podrás aprovechar el espacio diáfano en otra planta como oficina. Con un aseo grande y una pequeña bodega, este hogar combina funcionalidad y estilo.  No dejes pasar la oportunidad de vivir en un entorno privilegiado. ¡Contáctanos para más información y ven a visitarlo!",False,good,False,2088.0,True,False,True,False,[],False,False,570000.0,€,True,True,chalet,independantHouse,"Cerro Alarcón, Valdemorillo","Casa independiente en calle Montes Pirineos, 12",Destacado,,,,,,,,
108738077,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/99/11/1353687600.webp,,44,349000.0,chalet,sale,150.0,3,3,calle de la Libertad,Madrid,Mejorada del Campo,,es,40.3966964,-3.4923365,False,https://www.idealista.com/inmueble/108738077/,"SM HOMES Gestión Inmobiliaria, ofrece en exclusiva estupenda CASA BAJA completamente reformada en una de las MEJORES UBICACIONES de Mejorada del Campo. Esta vivienda dispone de las siguientes características: - Amplio salón con acceso a cocina. - Cocina completamente reformada. - Tres baños, uno de ellos en suite y un aseo en planta baja. - 3 dormitorios. - Aire acondicionado frio/calor en todos los dormitorios. - Azotea de 60m2 aproximadamente. - Cuenta con estufa de pellets canalizable. Cabe destacar que la vivienda se encuentra en una de las zonas mas tranquilas y céntricas de Mejorada del Campo. Contamos con departamento financiero, estamos consiguiendo a nuestros clientes entre el 90%, 95% y en algunos casos el 100%, consulte condiciones. ¡No pierda la oportunidad de venir a visitarlo y llámanos o escríbenos para concertar una visita!",True,good,False,2327.0,False,False,True,False,[],False,False,349000.0,€,,,chalet,independantHouse,Mejorada del Campo,Casa independiente en calle de la Libertad,Destacado,,,,,,360000.0,11000.0,3.0
108395609,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/36/4f/1342917782.webp,8381,38,147000.0,flat,sale,50.0,2,1,calle del Doctor Bellido s/n,Madrid,Madrid,Puente de Vallecas,es,40.384375,-3.6677984,True,https://www.idealista.com/inmueble/108395609/,"Hminmobiliaria tiene Tú CASA, Tú PISO,.. . en Puente Vallecas, 2 dormitorios, 45m, 100% FINANCIACIÓN! SIN COMISIONES!  ¡TÚ PROPIEDAD por MENOS de un ALQUILER! COMPRA tú PISO y OLVIDATE del ALQUILER! VER VIDEO! Buena opción como PRIMERA VIVIENDA o como INVERSION! Solo con tus INGRESOS y los gastos de escrituras! NADA mas! 8381 - 2 dormitorios, salón-comedor, cocina amueblada, baño con plato de ducha.  La ubicación es magnífica con todos los servicios de comercios, colegios, institutos, farmacia, a muy poca distancia  Muy bien comunicado con transporte público.  ¡ NO te COBRAMOS COMISIÓN, NI por la VENTA de la VIVIENDA NI por la TRAMITACIÓN del PRÉSTAMO! Solo tienes que disponer de los gastos de escritura y el resto te lo financia el banco hasta el 100% del valor de la compra. Cada cliente es ÚNICO, cada Compra es ÚNICA, cada Vivienda es ÚNICA. ¡En proceso de PUJA! 100%! FINANCIACIóN! SIN ENTRADA! Sin COMISIONES, NI por la VENTA, NI por la TRAMITACION de la venta NI del préstamo! Solo con TUS INGRESOS y los gastos de escrituras! NADA mas! HMInmobiliaria convirtiendo desde 1.989 los SueÑoS en HoGaReS!",True,good,False,2940.0,True,False,True,False,[],False,False,147000.0,€,,,flat,,"San Diego, Madrid",Piso en calle del Doctor Bellido s/n,Destacado,1,True,False,,San Diego,,,
108079729,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/69/f4/1333196958.webp,PUENTE SEGOVIA,51,650000.0,flat,sale,122.0,4,2,calle de Saavedra Fajardo,Madrid,Madrid,Latina,es,40.4155874,-3.7253394,False,https://www.idealista.com/inmueble/108079729/,"Vive la Autenticidad de Puerta del Ángel en este Amplio Piso con Parking Imagina tu vida en este luminoso piso de 4 dormitorios con armarios empotrados y 2 baños, ubicado en el dinámico barrio de Puerta del Ángel. Disfruta de una distribución independiente ideal para la comodidad y la organización. Con calefacción central, trastero comunitario y plaza de garaje cubierta, tendrás todo lo que necesitas. Sumérgete en el ambiente alternativo y cultural de la zona, con comercios de proximidad y la cercanía a Madrid Río. Excelentes conexiones de transporte público (Metro: Puerta del Ángel, Alto de Extremadura, Lucero; Autobús: diversas líneas EMT; Cercanías) te permitirán moverte fácilmente por la ciudad. ¡Este es tu hogar si buscas un estilo de vida auténtico y bien conectado! ¡Contáctanos para más información! Mundhogar Consulting Tu lugar en el mundo.",False,good,False,5328.0,True,False,True,False,[],False,False,650000.0,€,True,True,flat,,"Puerta del Ángel, Madrid",Piso en calle de Saavedra Fajardo,Destacado,1,True,True,,Puerta del Ángel,700000.0,50000.0,7.0
108412324,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/8b/59/1348385525.webp,,34,239000.0,flat,sale,66.0,2,1,calle de Teruel,Madrid,Alcobendas,Alcobendas Centro,es,40.5414234,-3.6288088,False,https://www.idealista.com/inmueble/108412324/,"MIREHOUSES, presenta en EXCLUSIVA**Piso en Venta en Alcobendas - ¡Tu nuevo hogar te espera! ** Descubre este encantador piso ubicado en una de las zonas más demandadas de Alcobendas, a solo 15 km al norte de Madrid. Con una superficie construida de 66 m² y 62 m² útiles, este hogar ofrece una distribución ideal que maximiza la comodidad. Al entrar, serás recibido por un amplio hall que te llevará a un acogedor salón luminoso, perfecto para disfrutar de momentos inolvidables. La cocina, completamente equipada, es un sueño para los amantes de la gastronomía. Este piso cuenta con dos habitaciones espaciosas, ideales para descansar y recargar energías. El baño, amplio y con bañera, es perfecto para relajarte después de un largo día. Además, podrás disfrutar de una terraza privada donde relajarte y respirar aire fresco. La propiedad ha sido reformada y se encuentra en excelente estado de conservación, con suelos de tarima de madera en las habitaciones y salón, y suelos de gres en la cocina y baño, que son prácticos y fáciles de mantener. La calefacción por gas natural y la bomba de frío en el salón aseguran un ambiente confortable durante todo el año. Situado en la cuarta planta sin ascensor, con posibiliadades de tenerlo a corto plazo, y orientación sur, este piso ofrece luminosidad y vistas despejadas que te encantarán. La cercanía a comercios, colegios, farmacias y centros médicos, así como el fácil acceso al transporte público, hacen de esta propiedad una opción inmejorable. No pierdas la oportunidad de vivir en este maravilloso piso en Alcobendas. ¡Contáctanos para más información y ven a verlo!",True,good,False,3621.0,True,False,True,True,[],False,False,239000.0,€,,,flat,,"Alcobendas Centro, Alcobendas",Piso en calle de Teruel,Destacado,4,True,False,,,,,
108612312,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/69/d2/1349933196.webp,25066-28VRC,42,462000.0,flat,sale,59.0,1,1,calle de Sor Ángela de la Cruz,Madrid,Madrid,Tetuán,es,40.4604037,-3.6929466,False,https://www.idealista.com/inmueble/108612312/,"AURIGA Real Estate presenta esta exclusivavivienda en un enclave único. Piso en exclusiva finca junto al Paseo de la Castellana con ascensor y portero, en pleno Barrio de Cuzco, a un paso de Nuevos Ministerios, Estadio Santiago Bernabéu, El Corte Ingles, asi como la calle Orense en su tramo mas comercial, junto a AZCA, la mayor zona de Madrid de Oficinas. Vivienda luminosa en planta alta, de casi 60 m2. , a reformar con orientación Este. La vivienda consta de amplio salón comedor, dormitorio con armario empotrado al que se accede por un distribuidor desde el salón con baño independiente, hall de acceso y amplia cocina independiente. Calefaccion y agua caliente central. Suelo de parquet de madera. Magnifica ubicación en calle principal. No dude en solicitarnos información sin compromiso. Directamente de la propiedad. AURIGA Real Estate.",True,good,False,7831.0,True,True,True,True,[],False,False,462000.0,€,,,flat,,"Cuzco-Castillejos, Madrid",Piso en calle de Sor Ángela de la Cruz,Destacado,4,False,True,,Cuzco-Castillejos,,,
108366733,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/62/82/1341980555.webp,,49,419000.0,chalet,sale,234.0,5,4,calle Mateo Romero,Madrid,Aranjuez,Las Aves,es,40.0304617,-3.6169444,False,https://www.idealista.com/inmueble/108366733/,"ARANKEY REAL ESTATE VENDE; ¡Descubre tu nuevo hogar en el encantador barrio del Jardín de Narváez en Aranjuez! Este impresionante chalet adosado de 2 m² te ofrece un espacio ideal para disfrutar con toda la familia. Distribuido en tres plantas, en la primera encontrarás un amplio salón con bomba de frío y calor, un aseo completo, un despacho perfecto para trabajar desde casa y una cocina amueblada con acceso directo al patio, ideal para tus reuniones al aire libre. La planta de noche te sorprenderá con cuatro amplios dormitorios, todos ellos equipados con bomba de frío y calor para tu máximo confort. La habitación principal cuenta con una suite privada, y el baño adicional está equipado con una bañera para tus momentos de relax. En el sótano, disfruta de una segunda cocina amueblada, zona de tendedero, aseo, bodega y un gimnasio para mantenerte en forma sin salir de casa. Este chalet no solo ofrece comodidad, sino también seguridad, gracias a sus rejas y mosquiteras en todas las ventanas. Además, cuenta con una plaza de garaje con capacidad para tres coches. Construido en 2004 y en excelente estado de conservación, este hogar eficiente energéticamente (Clase B) es perfecto para quienes buscan calidad y tranquilidad. Esta podría ser tu próxima residencia en un entorno inmejorable! En Arankey trabajamos para ofrecer a nuestros clientes los mejores inmuebles, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidado al máximo de los detalles. ¡ NO DUDE EN INFORMARSE SIN COMPROMISO!",True,good,False,1791.0,True,False,True,False,[],False,False,419000.0,€,True,True,chalet,terracedHouse,"Las Aves, Aranjuez",Chalet adosado en calle Mateo Romero,Destacado,,,,,,,,
105087751,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/c9/41/1241280087.webp,,29,1179900.0,chalet,sale,700.0,5,6,calle Juan Carlos I,Madrid,Griñón,,es,40.2134467,-3.8514476,False,https://www.idealista.com/inmueble/105087751/,"""F. Hipoteca 100% "". HOGARES - Agencia inmobiliaria de Griñón, pone a su disposición Chalet independiente con jardín y piscina privada en Griñón (Madrid). Destaca por su diseño, calidades superiores y su cómoda distribución con la mayoría de estancias en una sola planta, ofrece además varios ambientes exteriores equipados con todo detalle. Dispone de placas solares, aerotermia, suelo radiante y refrescante. La vivienda se sitúa en una tranquila zona residencial, cercana a bus, c. salud, colegios, zonas deportivas, y con acceso inmediato a M-405, M-407 y M-410. Dividido en tres alturas, se distribuye en: -Planta principal: Hall de entrada, Salón-Comedor, Cocina moderna con office, lavadero, despensa, 4 Baños (2 en suite) y 5 Dormitorios (Gran dormitorio principal con vestidor, cuarto de baño completo y jacuzzi. ) - Planta superior: Baño completo y Despacho. - Semi-Sótano: Bodega con amplio salón y chimenea para eventos, baño completo, cocina, trastero y acceso a Garaje para 2 vehículos. - Parcela: 1070m2, totalmente acondicionada con varios ambientes, Cenador, zonas ajardinadas, Barbacoa y Piscina privada. *Aprovecha nuestros servicios FINANCIEROS exclusivos y realiza un estudio personalizado. Gracias a nuestras condiciones, conseguimos la mejor financiación para su vivienda. PARA MÁS INFORMACIÓN, Visite nuestra oficina en c/ Juan Carlos I nº2, Griñón (Madrid) o llamando al Realizamos todas las gestiones a su medida, para la COMPRA-VENTA-ALQUILER de su actual o futuro Hogar.",True,good,False,1686.0,True,False,True,False,[],False,False,1179900.0,€,True,True,chalet,independantHouse,Griñón,Casa independiente en calle Juan Carlos i,Destacado,,,,,,,,
106524183,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/0b/f3/1318011924.webp,4526-06805,37,769500.0,flat,sale,160.0,3,2,"calle de Toledo, 109",Madrid,Madrid,Centro,es,40.4084011,-3.7103099,True,https://www.idealista.com/inmueble/106524183/,"Espectacular Inmueble en Venta en el Corazón de Madrid Presentamos un inmueble con mucho encanto, lleno de posibilidades y situado en una ubicación inmejorable, entre la emblemática Puerta de Toledo y la Plaza Mayor, a pasos de la Plaza de la Cebada. Este amplio piso de 160 m², con exterior en primera planta con orientación oeste y muchísima luz, es una oportunidad excepcional tanto para quienes buscan una vivienda en pleno centro de Madrid como para inversores interesados en alquiler por larga temporada, opciones de coliving o alquiler por temporadas. Ha sido utilizado como vivienda los últimos 20 años, al igual que los inmuebles de la misma planta, y se encuentra en proceso de cambio de uso a vivienda realizada por técnicos ya que cumple con todos los requisitos. Características del Inmueble Actualmente, la propiedad dispone de tres amplios dormitorios, un salón-comedor luminoso con acceso directo a una terraza, un baño completo, un aseo adicional, y una cocina independiente que conecta con un patio central. Todas las estancias, incluyendo el salón, cuentan con ventanales al exterior, lo que garantiza una entrada de luz natural envidiable en cada rincón del hogar.  La calefacción central aporta un ambiente acogedor durante todo el año, lo que convierte este espacio en un lugar confortable y con el encanto clásico de Madrid. Además, la terraza, aunque común, es de uso casi exclusivo debido a su acceso único desde el inmueble; sus más de 40 m² de espacio exterior crean un área de descanso ideal para disfrutar de la tranquilidad de la zona. Gran Potencial de Reforma Una de las principales ventajas de este inmueble es su flexibilidad para reformas. La estructura permite un diseño diáfano si se desea, lo que abre múltiples posibilidades: desde un loft moderno hasta la creación de varios ambientes independientes, siempre con el carácter único que ofrece esta ubicación. Además, se ha confirmado que es viable realizar un cambio de uso del espacio, permitiendo adaptarlo según las necesidades. Comunidad y Edificio Ubicado en una finca representativa y cuidada, el edificio cuenta con un portero físico que garantiza la seguridad y mantenimiento, un portal amplio y elegante y dos ascensores que facilitan el acceso. La Inspección Técnica del Edificio (ITE) ha sido recientemente superada, lo que asegura el buen estado y mantenimiento de la finca. Ubicación y Conexiones Este piso está en una ubicación privilegiada para disfrutar de todo lo que el centro de Madrid ofrece. Se puede acceder caminando a la Gran Vía, Sol, Ópera y la Plaza Mayor. Los domingos, el tradicional Rastro madrileño se despliega a pocos pasos, añadiendo un atractivo extra a la zona. La comunicación es excelente, con múltiples opciones de transporte: líneas de autobús 3, 60, 148, M2, 2, C3, N16 y N17, así como el metro con las líneas 3 y 5 que conectan rápidamente con el resto de la ciudad.  Ideal para Vivir o Invertir Esta propiedad es ideal tanto para quien busca un hogar como para aquellos que desean hacer una inversión sólida en una de las zonas de mayor demanda de Madrid. Con sus amplios espacios y excelente distribución, es perfecta para personalizar y adaptarla a distintos proyectos.  Un inmueble único en el mercado, en el corazón de Madrid y con múltiples opciones de uso. ¡No deje pasar la oportunidad de visitarlo y descubrir todo lo que ofrece!",True,renew,False,4809.0,True,False,True,False,[],False,False,769500.0,€,,,flat,,"Lavapiés-Embajadores, Madrid","Piso en calle de Toledo, 109",Destacado,1,True,True,,Lavapiés-Embajadores,,,
108540807,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/c5/8e/1347942510.webp,,70,769000.0,chalet,sale,340.0,7,3,alto de Santa Ana,Madrid,Valdemorillo,Valdemorillo pueblo,es,40.4958318,-4.0569426,False,https://www.idealista.com/inmueble/108540807/,"Living la Moraleja ofrece este impresionante chalet independiente, situado en una zona residencial y tranquila. Con una parcela de 1.500 m², la propiedad destaca por su gran construcción de 340 m², donde cada rincón ha sido diseñado para el confort y la funcionalidad.  En la planta de entrada, un amplio recibidor da paso a un gran salón que se conecta con una terraza cerrada de climalit, ideal para disfrutar de las vistas y la luz natural.  La planta principal cuenta con cocina reformada y los baños actualizados, tres dormitorios y un baño completo. En la primera planta, se encuentra la habitación principal de 20 m² con baño incorporado, además de otra suite con terraza privada. El semisótano cuenta con dos dormitorios adicionales, un baño y una bodega reformada. El exterior tiene una gran piscina con escaleras romanas, zona de solárium y gran zona de jardín.  Además, cuenta con un garaje para dos coches y una amplia caseta exterior. ¡ven a visitarla, te encantará!",False,good,False,2262.0,True,False,True,False,[],False,False,769000.0,€,True,True,chalet,independantHouse,"Valdemorillo pueblo, Valdemorillo",Casa independiente en alto de Santa Ana,Destacado,,,,,,799000.0,30000.0,4.0
102104615,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/18/97/1347193582.webp,3373-07228,12,215000.0,flat,sale,59.0,3,1,calle de Azcoitia,Madrid,Madrid,Carabanchel,es,40.3728496,-3.7547361,False,https://www.idealista.com/inmueble/102104615/,"Para entrar a vivir. Aprobada la instalacion del ASCENSOR, en poco tiempo te podras beneficiar de ello. En este tranquilo barrio residencial, destacamos esta vivienda de 3 dormitorios para entrar a vivirtotalmente exterior, por su buena distribuiciion, por su luz y ser soleado. Cslefaccion de gas. TODO el mobiliario INCLUIDO en precio. Disponemos de trastero en la propia vivienda. Tenemos todo tipo de comercios de proximidad, en la zona para la vida de diario. Buenas comunicaciones con varias lineas de autobus y proximidad a la parada de metro linea 11 Carabanchel Alto. IBI 210€ COMUNIDAD 60€ DERRAMA 90€ Muy cercanos colegios, guarderías, centros de salud, parques, polideportivo, todo lo necesario para tu dia a dia.",False,good,False,3644.0,True,False,True,False,[],False,False,215000.0,€,,,flat,,"Buena Vista, Madrid",Piso en calle de Azcoitia,Destacado,4,True,False,,Buena Vista,,,
102442985,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/0f/aa/1300478309.webp,,79,620000.0,chalet,sale,260.0,6,4,"amatista, 5",Madrid,Soto del Real,,es,40.7461814,-3.7713472,True,https://www.idealista.com/inmueble/102442985/,"B2V InmobiliariA comercializa  Enrique Vallinas Lázaro Pablo Batres Extraordinaria vivienda de construcción tradicional de 2 plantas en jardín de 1050 m2, en urbanización reconocida con mucha privacidad, grandes espacios abiertos y zonas verdes. La urbanización cuenta con zonas deportivas (columpios, futbol, baloncesto). La ubicación de la parcela te permite estar en contacto con las zonas verdes que nos rodean, donde la privacidad y la tranquilidad priman por su gran presencia. El jardín esta compuesto por parcela independiente totalmente consolidado con arbolado diverso y piscina. Distribución de la vivienda PLANTA PRINCIPAL - Hall de entrada, distribuidor hacia el resto de estancias con acceso directo a la planta inferior - Amplio y luminoso salón comedor con chimenea, contamos con grandes ventanales, tenemos desde aquí acceso directo a la terraza la cual rodea todo el salón -4 habitaciones, con armario empotrado -Cocina equipada con acceso a terraza -2 baños completos  -Espectacular terraza con vistas a la sierra y al jardín PLANTA BAJA -Cocina equipada con acceso al exterior  -1 baño  -Garaje -Bodega -Trastero -Apartamento con salón, dormitorio y baño completo. SOTO DEL REAL Población en constante evolución, de cotización en alza con la próxima llegada del tren de cercanías al pueblo, lo que le dotará de mejor comunicación con la capital. Soto del Real, antigua villa Chozas de la Sierra, es un municipio español de la provincia y Comunidad de Madrid. Se sitúa en la cara sur de la sierra de Guadarrama, más concretamente en la zona de esta conocida como Cuerda Larga. El valle más próximo al municipio es la Hoya de San Blas. Se encuentra situada a 46 km por carretera de la ciudad de Madrid y a 11 km de Colmenar Viejo. Soto del Real tiene 6 líneas de autobús, cuatro de ellas teniendo cabecera en el Intercambiador de Plaza de Castilla: - Línea SE720: Colmenar Viejo - Manzanares el Real - Línea 720: Colmenar Viejo (FFCC) - Collado Villalba - Línea 721: Madrid (Plaza de Castilla)-Colmenar Viejo - Línea 724 (afueras del municipio): Madrid (Plaza de Castilla) - Manzanares el Real - El Boalo - Línea 725: Madrid (Plaza de Castilla) - Miraflores - Bustarviejo – Valdemanco - Línea 726: Madrid (Plaza de Castilla) - Guadalix – Navalafuente En Soto del Real hay cuatro guarderías (una pública y tres privadas), dos colegios públicos de educación infantil y primaria, un instituto de educación secundaria. Soto del Real dispone de un instituto público que provee de secundaria y bachiller y un colegio concertado católico, que dispone de infantil, primaria, secundaria, bachiller y formación profesional de grado medio y superior. Para más información o concertar una visita pueden ponerse en contacto. Pablo Batres Enrique Vallinas Lázaro B2V InmobiliariA, servicios inmobiliarios en la sierra de Madrid y alrededores.",True,good,False,2385.0,True,False,True,False,[],False,False,620000.0,€,True,True,chalet,independantHouse,Soto del Real,"Casa independiente en amatista, 5",Destacado,,,,,,,,
