propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,hasLift,newDevelopmentFinished,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108286712,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/6a/43/1339827063.webp,06523,22,285000.0,chalet,sale,100.0,3,1,calle los Artistas,Madrid,San Lorenzo de El Escorial,Zaburdón - Monte Escorial,es,40.5991894,-4.1353636,False,https://www.idealista.com/inmueble/108286712/,"**Casa / Chalet Pareado en Venta - Ideal para Familias** Descubre este encantador chalet adosado de 100 m² construidos, ubicado en una zona tranquila y familiar que te brindará la paz que buscas. Con tres amplias habitaciones, este hogar es perfecto para acomodar a toda la familia. El luminoso salón comedor es el lugar ideal para disfrutar de momentos inolvidables, mientras que la cocina completamente equipada facilitará tus tareas diarias. Accede directamente a un amplio patio, donde podrás disfrutar del aire libre y organizar reuniones con amigos y familiares. Además, cuenta con una caseta de obra que puede servir como trastero y un pequeño lavadero para mayor comodidad. El baño ha sido reformado con un moderno plato de ducha, ofreciendo un toque contemporáneo a la vivienda. La orientación sur y este garantiza luz natural durante todo el día, creando un ambiente cálido y acogedor. Situado a solo 10 minutos a pie del casco histórico y cerca del majestuoso Real Monasterio, tendrás acceso a una variedad de restaurantes y servicios que harán tu vida más cómoda. Además, los centros comerciales están a un corto trayecto, lo que añade conveniencia a tu día a día. No dejes pasar esta oportunidad de adquirir un hogar con clase energética D, ideal tanto para familias como para aquellos que buscan un retiro apacible. ¡Ven a visitarlo y enamórate de su encanto!",False,renew,False,2850.0,True,False,True,False,[],False,False,285000.0,€,,,chalet,semidetachedHouse,"Zaburdón - Monte Escorial, San Lorenzo de El Escorial",Chalet pareado en calle los Artistas,Destacado,,,,,,,,
106855683,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/0e/d7/1295984263.webp,1352,25,2350000.0,flat,sale,240.0,3,3,calle de Alonso Cano,Madrid,Madrid,Chamberí,es,40.4396688,-3.6990342,False,https://www.idealista.com/inmueble/106855683/,"Descubra un piso elegante y exclusivo, a estrenar, con calidades de lujo en el prestigioso barrio de Almagro. Con 240 m² de vivienda, esta joya se encuentra en la emblemática calle Alonso Cano, a pocos pasos de zonas de ocio, transporte público, colegios y el centro de negocios, ofreciendo una ubicación privilegiada para disfrutar de Madrid. Recién reformado, este piso redefine el concepto de lujo y comodidad. Amueblado con un estilo exquisito (opcional), su distribución optimiza cada espacio: •Amplio hall de entrada que da la bienvenida con elegancia. •Tres dormitorios, incluyendo una espectacular suite con terraza exterior privada y un vestidor de 15 m², que garantizan privacidad y confort. •Dos baños completos y un aseo de cortesía, diseñados con materiales de alta calidad. •Cocina moderna y espaciosa, equipada con electrodomésticos de última generación, perfecta para los amantes de la gastronomía. •Salón-comedor luminoso, con una terraza que ofrece vistas despejadas y un gran ventanal que inunda el espacio de luz natural, ideal para momentos de relajación o para recibir a familiares y amigos. Cada detalle ha sido cuidadosamente seleccionado para crear un ambiente cálido y sofisticado: suelos de tarima de roble, ventanas Climalit con doble cristal y cámara aislante, e instalación de aire acondicionado por conductos. El edificio, de carácter representativo, dispone de un portal amplio, ascensor, portero y una fachada imponente que realza el entorno exclusivo. No pierda la oportunidad de vivir en uno de los barrios más cotizados de Madrid, donde el lujo y el estilo de vida sofisticado se encuentran en perfecta armonía. ¡Más que un hogar, es una experiencia única!",True,good,False,9792.0,True,False,False,False,[],False,False,2350000.0,€,,,flat,,"Almagro, Madrid",Piso en calle de Alonso Cano,Destacado,3,True,True,,Almagro,,,
105261336,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/3e/fd/1246766259.webp,1455,60,1250000.0,chalet,sale,400.0,7,4,calle de la Ermita,Madrid,Griñón,,es,40.2187942,-3.8538978,False,https://www.idealista.com/inmueble/105261336/,"¡INMOCASAREALESTATE VENDE ESPECTACULAR CHALET EN GRIÑON! VISITALO Y HAZ UNA OFERTA Chalet independiente en venta, situada en una parcela de 4.558 m² que ofrece un sinfín de comodidades para toda la familia.  Vivienda de 380 m², esta propiedad cuenta con un salón/comedor de 90 m² y cocina con office de 29 m², además de 7 amplios dormitorios con armarios empotrados y 4 baños, ideal para grandes familias o aquellos que disfrutan del espacio y la comodidad. Bodega de 19 m2 con chimenea y botelleros para los amantes del vino. En el exterior, junto a la piscina, encontrará un salón independiente de 97 m² perfecto para reuniones y eventos, una impresionante piscina de 12x6m con vestuarios, zona de parque con columpios y pista de tenis.  Garaje subterráneo de 306 m2 para 14 coches y sala multiusos de 159 m2 más 3 amplias habitaciones y un baño. No pierda la oportunidad de vivir en este oasis de tranquilidad y lujo.  Cerca de todo tipo de comercios y servicios (colegio, autobuses, polideportivo, residencia, hípica.. . ) ¡Contáctenos hoy mismo para programar una visita y enamorarse de esta magnífica propiedad!",False,good,False,3125.0,True,False,True,False,[],False,False,1250000.0,€,True,True,chalet,independantHouse,Griñón,Casa independiente en calle de la Ermita,Destacado,,,,,,,,
108539702,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/e9/98/1348006879.webp,IL-05210,29,310000.0,flat,sale,66.0,3,1,CL JARAIZ DE LA VERA,Madrid,Madrid,Latina,es,40.4059121,-3.7455629,False,https://www.idealista.com/inmueble/108539702/,"SIN HONORARIOS A LA PARTE COMPRADORA. ¡Look&Find Delicias presenta en exclusiva este fantástico inmueble ubicado, reformado y preparado para convertirse en tu próximo hogar! Te esperamos para enseñarte esta preciosa vivienda muy luminosa y completamente exterior que se encuentra recién reformada para que sólo tengas que entrar a vivir. Cuenta con 66m2 construidos y 52m2 útiles que se distribuyen en 3 habitaciones, cocina independiente, baño completo, salón y una maravillosa terraza donde podrás disfrutar de las noches de verano o de las mañanas soleadas para leer, comer o simplemente relajarte con los tuyos.  Tiene una orientación completa con dos fachadas exteriores que le conceden una luz espectacular durante todo el día. Una parte de la vivienda se dispone hacia el noreste, mientras que la otra parte hacia el sudoeste. Se ubica en una 1ª planta sin ascensor, aunque la comunidad tiene posibilidad de instalar uno si se desea.  Sus puertas de madera en perfecto estado, su suelo cálido y elegante de parquet recién acuchillado, su cocina preparada y dispuesta fontanería, vitrocerámica a gas, horno y lavadero a estrenar, al igual que el baño completo con bidet, sanitario, lavamanos y plato de ducha recién instalados te harán sentirte muy a gusto y acogido con todas las comodidades posibles.  Además, la vivienda cuenta con aire acondicionado con un split ubicado en el salón para refrescar durante los días más calurosos y de calefacción individual de gas natural con radiadores en todas las estancias para mantenerte caliente en invierno. La terraza tiene una cancela de hierro forjado nueva para que puedas marcharte de vacaciones sintiéndote seguro y con la máxima tranquilidad.  Este inmueble presenta una oportunidad única de vivir en una zona al alza con el próximo soterramiento de la A5, a menos de 10 minutos andando de Casa de Campo, con el metro Lucero (L6) a escasos minutos a pie, líneas de autobús con conexión directa con Plaza España y Madrid Río, multitud de parques, comercios y servicios a lo alrededores, incluyendo un Mercadona y un LIDL a unos pasos de una vivienda que está lista para habitar. ¿A qué esperas? No dejes pasar esta fantástica oportunidad y descubre tu futuro hogar. IBI: 270€ aprox. Comunidad: 35€/mes.",False,good,False,4697.0,True,False,True,False,[],False,False,310000.0,€,,,flat,,"Lucero, Madrid",Piso en Cl Jaraiz De La Vera,Destacado,1,True,False,,Lucero,,,
108600855,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/d5/08/1349639589.webp,REAL,16,399000.0,flat,sale,113.0,3,2,calle Real,Madrid,Villanueva de la Cañada,Villanueva de la Cañada,es,40.4483636,-4.0038402,False,https://www.idealista.com/inmueble/108600855/,"Agencia Inmobiliaria en Villanueva de la Cañada HOGARES VILLANUEVA DE LA CAÑADA VENDE EN EXCLUSIVA ¡Vivienda con luz natural todo el día en la mejor zona de Villanueva de la Cañada! Se vende fantástico piso en Calle Real, la zona más céntrica, demandada y con mayor encanto de Villanueva de la Cañada. Una ubicación inmejorable, con todos los servicios a un paso: supermercados, colegios, universidad, transporte público, restaurantes y zonas verdes. La vivienda cuenta con: 3 dormitorios exteriores con gran entrada de luz natural. 2 baños completos. Salón-comedor muy luminoso, con grandes ventanales. Cocina independiente equipada, también exterior. Todas las estancias son exteriores, lo que garantiza luz natural durante todo el día. Plaza de garaje y trastero incluidos en el precio. Ascensor. Un piso ideal para quienes buscan confort, ubicación y luz. Perfecto tanto para familias como para inversión. ¡No dejes pasar esta oportunidad única en el corazón de Villanueva de la Cañada!",True,good,False,3531.0,True,False,False,False,[],False,False,399000.0,€,True,True,flat,,"Villanueva de la Cañada, Villanueva de la Cañada",Piso en calle Real,Destacado,1,True,True,,,415000.0,16000.0,4.0
107986907,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/58/34/1330309856.webp,7064BS,23,256000.0,flat,sale,71.0,3,1,avenida España,Madrid,Getafe,Juan de la Cierva,es,40.3107815,-3.7209471,False,https://www.idealista.com/inmueble/107986907/,"C. R. HOMES INMOBILIARIA vende acogedor PISO de71 m2 PARA ENTRAR A VIVIR con 3 DORMITORIOS y BAÑO en AVENIDA DE ESPAÑA en GETAFE. Vivienda LUMINOSA de 65m2 compuesta de 3 DORMITORIOS completos, SALÓN-COMEDOR, COCINA AMUEBLADA y 1 BAÑO completamente equipado con PLATO DE DUCHA. La vivienda dispone de calefacción eléctrica, SISTEMA DE ALARMA, CÁMARA DE SEGURIDAD, ventanas de CLIMALIT, AIRE ACONDICIONADO con bomba de calor, suelos de PARQUET, pintura en gotelé, puertas macizas de roble. Se encuentra ubicada cerca de la universidad Carlos III y colegio Doctor Severo Ochoa, del centro de salud Los Ángeles y Sánchez Mórate próximo a farmacias, supermercados, paradas de autobuses y a 1 minuto andando del Metro de Juan de la Cierva (Línea 12) con conexión a una parada de metro de la estación de Getafe Central, donde se encuentra la estación de Renfe. Gestionamos su compra de vivienda y su financiación, le ofreceremos un abanico de posibilidades de financiación de entre las cuales podrá elegir la que mejor se adapte a sus necesidades. No tendrá que preocuparse de nada, nos encargamos de toda la tramitación. ¡PIDA INFORMACIÓN SIN COMPROMISO! También podemos atenderle presencialmente en nuestras oficinas: C. R. HOMES en GETAFE en Avenida de España 13 TLF  ESTAREMOS ENCANTADOS DE ATENDERLE.",False,good,False,3606.0,True,False,True,False,[],False,False,256000.0,€,,,flat,,"Juan de la Cierva, Getafe",Piso en avenida España,Destacado,1,True,False,,,,,
108553752,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/26/49/1348286495.webp,,18,199900.0,flat,sale,63.0,2,2,calle Arcipreste de Hita,Madrid,Guadarrama,,es,40.675825,-4.0926283,False,https://www.idealista.com/inmueble/108553752/,"Agencia inmobiliaria de GUADARRAMA zona GUADARRAMA Oficina HOGARES GUADARRAMA: EN VENTA: ESPECTACULAR PISO EN EL CENTRO DEL PUEBLO, cercano a zonas verdes, colegios, parada de autobús, etc… Se vende estupendo piso bajo ubicado en pleno centro del encantador pueblo de Guadarrama. La vivienda, construida en 2007, destaca por su excelente distribución y luminosidad, ofreciendo comodidad y funcionalidad en cada rincón. Cuenta con un acogedor salón ideal para el descanso y la vida familiar, y una cocina independiente totalmente equipada, con caldera de gas natural y acceso directo a un patio privado, perfecto para disfrutar del aire libre en casa. Dispone de dos dormitorios amplios con armarios empotrados, y dos baños completos, uno de ellos en suite dentro del dormitorio principal, lo que proporciona un extra de privacidad y confort. Además, incluye plaza de garaje en el mismo edificio, con acceso directo mediante ascensor, lo que facilita la movilidad y la comodidad diaria. Nuestra trayectoria en el sector nos hace ser LIDERES en el municipio de Guadarrama, por lo que anticípese y no pierda esta oportunidad, no durara mucho a la venta! No duden en ponerse en contacto con nosotros para poder ver la vivienda. No se quedes sin ella! ""JUNTOS HACEMOS HOGARES"" Posdata: NO se olvide de consultar por nuestras condiciones de FINANCIACIÓN hasta el 100%, por nuestro departamento FinanHogar! déjese asesorar por los profesionales. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,3173.0,True,False,True,False,[],False,False,199900.0,€,True,True,flat,,Guadarrama,Piso en calle Arcipreste de Hita,Destacado,bj,False,True,,,,,
108520329,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/bc/24/1351604194.webp,90944,35,750000.0,flat,sale,120.0,3,2,calle Marqués de la Valdavia,Madrid,Madrid,Arganzuela,es,40.4058154,-3.6935981,False,https://www.idealista.com/inmueble/108520329/,"Fincas Madrid pone a la venta en exclusiva este fantástico Piso en Atocha: Tu Nuevo Hogar en el Corazón de Madrid Descubre este espectacular piso exterior en la cuarta planta de un edificio clásico de 1972, ubicado en el vibrante barrio de Atocha. Con una superficie de 120 m², esta vivienda es perfecta para quienes buscan comodidad y estilo. Disfruta de la luminosidad que ofrecen sus tres amplios dormitorios y dos baños completos, uno de ellos en suite. El salón comedor se abre a una encantadora terraza, ideal para relajarse tras un día ajetreado. La cocina, amplia y funcional, cuenta con un tendedero que maximiza el espacio. Además, la propiedad está adaptada para personas con movilidad reducida, garantizando accesibilidad para todos. La calefacción por gas natural y el aire acondicionado aseguran un ambiente agradable durante todo el año. Ubicada a pocos pasos del Museo Nacional Centro de Arte Reina Sofía y cerca del Jardín Botánico, Paseo del Prado y el Retiro, esta vivienda ofrece una ubicación inmejorable. La conectividad es excepcional, con la estación de metro Palos de la Frontera (Línea 3) y Atocha Renfe a solo unos minutos, facilitando el acceso a múltiples líneas de tren y metro. El edificio cuenta con portero físico y ascensor, lo que añade un plus de comodidad a tu día a día. Además, se incluye una plaza de garaje en el precio, un lujo en esta zona tan demandada. No pierdas la oportunidad de vivir en una de las áreas más emblemáticas de Madrid. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,renew,False,6250.0,True,False,True,True,[],False,False,750000.0,€,True,True,flat,,"Palos de la Frontera, Madrid",Piso en calle Marqués de la Valdavia,Destacado,4,True,True,,Palos de la Frontera,,,
107887995,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/0b/ff/1327792636.webp,9474 - ANDREA,41,1800000.0,chalet,sale,450.0,6,4,avenida de Monteclaro,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,40.4450841,-3.8409092,False,https://www.idealista.com/inmueble/107887995/,"Este espectacular chalet independiente consta de casi 2.000m² de parcela y 450m² de vivienda.  Está en una de las urbanizaciones más exclusivas de Pozuelo de Alarcón, a pocos minutos del centro de Madrid. Cuenta con barrera de seguridad privada y vigilancia 24 horas. Es un lugar exclusivo y con mucha privacidad. La villa dispone de garaje privado para varios vehículos tanto en interior como en exterior. Tiene una gran piscina y un jardín con mucha historia; una flora centenaria y una vegetación muy rica. Cuenta con espacios exteriores adicionales de almacenamiento, tales como bodega, cobertizo y pozo.  Un detalle diferenciador al resto de viviendas es su gran distribución en dos plantas: PLANTA PRINCIPAL: Amplio hall recibidor, un gran salón con varios comedores que conectan interior y exterior dando una sensación de continuidad gracias a su amplio frente acristalado donde disfrutas de la luz y las vistas al jardín. Además, una cocina totalmente equipada, 1 aseo y 1 dormitorio con baño en suite. PLANTA SUPERIOR: Dispone de 5 dormitorios los cuales 2 de ellos dan a una amplia terraza y 2 baños completos independientes. La casa tiene grandes posibilidades de distribución. Orientación sur, recibe luz durante todo el día. Muy luminosa, con techos de más de 3 metros y ventanas en todas sus habitaciones. La calefacción funciona por gas propano. El proyecto de reforma incluye la aerotermia y otras posibilidades de domotización. Comunidad: 280 €/mes. IBI: 1.428,31 €/año.  Monteclaro es una urbanización privada y con seguridad permanente. Ofrece viviendas unifamiliares rodeadas de amplias zonas verdes. Los residentes disfrutan de un club social privado con instalaciones deportivas, piscinas, parques infantiles, cafetería y un restaurante. Además, la zona está cerca de colegios de prestigio como el Everest y universidades como la Universidad Francisco de Vitoria y Somosaguas; algunos de los mejores hospitales de Madrid como Puerta de Hierro o clínica Quirón; centros deportivos como David Lloyd, campo de Golf; centros comerciales y excelentes conexiones a las autovías M40, M50 y M516. Es un entorno seguro, tranquilo, familiar y destaca por su diseño exclusivo y el mantenimiento de las áreas comunes, lo que garantiza una alta calidad de vida. ***En la segunda fotografía se aprecia cómo quedaría la vivienda reformada. Ofrecemos el proyecto de reforma, hemos realizado otros proyectos integrales en la misma urbanización y la visita puede solicitarse con el acompañamiento de un arquitecto. Sin duda, es una oportunidad para vivir y disfrutar en un barrio residencial, familiar y muy tranquilo cerca del centro de Madrid. Disponemos de las llaves de la propiedad. Puedes ponerte en contacto para consultar la disponibilidad de las visitas. Negociación flexible y con la propiedad. Utande Real Estate es una sociedad de inversión inmobiliaria nacional e internacional. Colaboramos con más de 1.500 agencias inmobiliarias en todo el mundo. Te asesoramos jurídicamente y te ofrecemos la mayor rentabilidad financiero-fiscal. Este anuncio es solo orientativo y no está sujeto a ningún compromiso establecido. Te ayudamos a conseguir tu HIPOTECA hasta un 100% de la financiación. Te ayudamos a REFORMAR tu vivienda y te enviamos presupuesto en 48h. Atendemos también vía WhatsApp.",True,renew,False,4000.0,True,False,True,True,[],False,False,1800000.0,€,True,True,chalet,independantHouse,"Monteclaro, Pozuelo de Alarcón",Casa independiente en avenida de Monteclaro,Destacado,,,,,Monteclaro,,,
108168250,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/98/48/1339491670.webp,3248-24750,13,303000.0,flat,sale,45.0,1,1,calle de Enrique Trompeta,Madrid,Madrid,Arganzuela,es,40.3931465,-3.6972262,False,https://www.idealista.com/inmueble/108168250/,"Piso muy soleado y con amplia terraza. En planta alta del edficio. Actualmente 1 dormitorio, aunque se podria adaptar a 2 dorm.",False,good,False,6733.0,True,False,True,False,[],False,False,303000.0,€,,,flat,,"Chopera, Madrid",Piso en calle de Enrique Trompeta,Destacado,4,True,True,,Chopera,,,
108312502,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/31/04/1340382414.webp,28052025,52,327750.0,chalet,sale,210.0,6,2,calle Pocito,Madrid,El Molar,,es,40.7323331,-3.5835354,False,https://www.idealista.com/inmueble/108312502/,"BREM GLOBAL INMOBILIARIA PRESENTA AMPLIO CHALET en El Molar. Accedemos a la vivienda, que ocupa 210 m² construidos en el año 1992, distribuido en tres alturas.  Accedemos al recibidor con armario empotrado que distribuye a dos alturas, hacia la planta baja por una escalera, la planta principal cuenta con salón comedor en dos ambientes chimenea de obra y salida a la terraza techada y acristalada, de la que se baja al patio con árboles de diferentes especies, un peral, un laurel, un naranjo y una parra que además en verano cubren el patio y todos dan fruto. La puerta que sale a la zona común donde hay una piscina de 45 m². También encontramos un semisótano, con un gimnasio, un salón con chimenea y una barra de obra para fiestas familiares.  En la misma planta, la cocina amueblada y equipada con una terraza tendedero, con celosía, con posibilidad de ampliación, un aseo para visitas.  La planta alta, dos habitaciones dobles con armario empotrado, un baño completo con bañera y en otro nivel la habitación principal en suite con bañera. y doble armario empotrado.  La planta baja, cuenta con garaje para un coche.  La vivienda se encuentra en una zona que se ha declarado recientemente de baja emisividad de ruido, garantizando un vecindario tranquilo. En el apartado de calidades destacamos: •Ventana de madera con doble cristal y rotura de puente térmico. •Parque de tablilla mediana y suelos de mármol, escaleras y baños. •Chimenea con cassette. •Calefacción y agua caliente, de gas natural. •Persianas de aluminio macizo y hermético  El Molar, un municipio ubicado en la Sierra Norte de la Comunidad de Madrid, que cuenta con todos los servicios, muy bien comunicado con el transporte público. No está lejos de todos los servicios del municipio, tales como centro de salud, farmacias, supermercados y zonas deportivas. ¡NO DUDES EN PONERTE EN CONTACTO CON NOSOTROS Y VENIR A VISITARLO!",False,good,False,1561.0,True,False,True,False,[],False,False,327750.0,€,True,True,chalet,terracedHouse,El Molar,Chalet adosado en calle Pocito,Destacado,,,,,,345000.0,17250.0,5.0
108093018,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/91/31/1333595451.webp,MD1F1V003,32,249000.0,flat,sale,49.0,2,1,calle de San Raimundo,Madrid,Madrid,Tetuán,es,40.4523303,-3.7077455,False,https://www.idealista.com/inmueble/108093018/,"Magnífica vivienda RECIÉN REFORMADA y A ESTRENAR, en la calle San Raimundo, planta semisótano, exterior y luminoso. 49 m2 construidos distribuidos en: hall-recibidor, salón, cocina independiente completamente amueblada y equipada y con acceso a pequeño patio interior de uso y disfrute, dos dormitorios y cuarto de baño con plato de ducha. Suelos de tarima flotante, paredes en liso, ventanas de aluminio lacado con cristal climalit, comunidad MUY ECONÓMICA. Zona con todo tipo de comercios y servicios, próximo a calle Bravo Murillo y calle Federico Rubio y Galí, muy bien comunicado por transporte público, a seis minutos de estación de Metro de Alvarado (L1) y de estación de Metro de Estrecho (L1) y a menos de diez minutos de estación de Metro de Cuatro Caminos (L1, L2 y L6) y varias líneas de autobús. No lo dude, contacte con nosotros y concierte una visita con nuestros asesores. VENETA Inmobiliaria es una agencia especializada en la venta de viviendas en los distritos de Tetuán y Chamberí con más de 25 años de experiencia en la intermediación de compra-venta de inmuebles y asesoramiento inmobiliario. Síguenos en las redes y entérate el primero de los pisos que salen a la venta: fb: Veneta Inmobiliaria ig: veneta_grupo_inmobiliario.",False,good,False,5082.0,True,False,True,False,[],False,False,249000.0,€,,,flat,,"Bellas Vistas, Madrid",Piso en calle de San Raimundo,Destacado,ss,True,False,,Bellas Vistas,265000.0,16000.0,6.0
108828327,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/57/f5/1356315670.webp,,37,545000.0,flat,sale,109.0,3,2,calle de Juan Duque,Madrid,Madrid,Arganzuela,es,40.413163,-3.7175543,False,https://www.idealista.com/inmueble/108828327/,"***MARCELI VENDE AMPLIA VIVIENDA UBICADA A ESCASOS METROS DEL PARQUE ATENAS****  La vivienda consta de 109m2 según catastro, se distribuye de manera funcional en tres amplios dormitorios, dos cuartos de baño completos, (uno de ellos en suite) una cocina independiente con salida a terraza de unos 17m2 y un salón comedor espacioso y acogedor. con salida a terraza acristalada. La finca cuenta con calefaccion central dos ascensores y conserja. La finca cuenta con parking, por lo que habria posibilidad de tener una plaza de garaje en el mismo edificio. El portal está adaptado para personas con movilidad reducida. Zona residencial consolidada, bien comunicada y con todos los servicios a tu alcance, a escasos minutos del centro de Madrid y del Madrid Río.   ****ITE FAVORABLE EN 2022*** ***SIN COMISIÓN DE AGENCIA***.",True,renew,False,5000.0,True,False,True,False,[],False,False,545000.0,€,,,flat,,"Imperial, Madrid",Piso en calle de Juan Duque,Destacado,1,True,True,,Imperial,,,
107686859,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/96/23/1319789102.webp,PV175,33,630000.0,duplex,sale,110.0,2,2,calle de Ángel Muñoz,Madrid,Madrid,Ciudad Lineal,es,40.4535685,-3.6590712,False,https://www.idealista.com/inmueble/107686859/,"DÚPLEX DE DOS DORMITORIOS EN ARTURO SORIA. Reforma integral en 2020. La vivienda consta de dos plantas distribuidas en: Planta calle: hall, salón con cocina americana, aseo de cortesía y almacén. Primera planta: pasillo distribuidor, dormitorio principal en suite, dormitorio y dos baños La vivienda dispone de una plaza de garaje para coche pequeño. Características: -Aire acondicionado mediante split en salón y dormitorios -Ventanas climalit con rotura de puente término oscilo batientes y velux en primera planta  -Suelo de tarima -Puertas de madera lacadas en blanco -Gran capacidad de armarios -Orientación noroeste -Calefacción mediante gas natural Finca con ascensor y conserje diurno La vivienda esta situada a 350m de estación Arturo Soria. NO COBRAMOS COMISIÓN AL COMPRADOR. Comunidad: . 115,11€ I. B. I:. 670,06€.",True,good,False,5727.0,True,False,True,False,[],False,False,630000.0,€,True,True,flat,duplex,"San Juan Bautista, Madrid",Dúplex en calle de Ángel Muñoz,Destacado,3,True,True,,San Juan Bautista,650000.0,20000.0,3.0
105270299,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/85/51/1286671407.webp,2862,70,1030000.0,chalet,sale,469.0,6,5,calle de las Aguas,Madrid,Alpedrete,,es,40.6549174,-4.0385802,False,https://www.idealista.com/inmueble/105270299/,"Exclusiva Casa de Lujo en la Sierra de Guadarrama, en la urbanización Los Berrocales, Alpedrete, Madrid. Descubra el paraíso viviendo en esta impresionante casa de lujo ubicada en la prestigiosa Sierra de Guadarrama. Perfectamente diseñada para ofrecer el máximo confort y elegancia, esta propiedad única se distribuye en tres plantas y cuenta con una amplia variedad de espacios para satisfacer todas sus necesidades. La propiedad tiene una superficie total de parcela de 990m2, con 469m2 construidos, distribuidos en 3 plantas organizadas de la siguiente manera: Planta Principal: Dos amplios salones ideales para recibir invitados o relajarse en familia. Moderna cocina totalmente equipada. Elegante comedor para cenas memorables. Un baño completo. Un acogedor dormitorio. Un despacho privado, ideal para trabajar desde casa. Porche cubierto y climatizado, perfecto para cualquier época del año. Primera Planta: Dos amplios y luminosos dormitorios en suite. Dos baños completos. Un gran vestidor. Un salón abuhardillado, fácilmente convertible en dormitorios adicionales. Zona de spa con hidromasaje para 5 personas, un oasis de relajación en su propio hogar. Semi-Sótano: Luminoso semi-sótano con una cocina adicional. Salón y comedor muy amplios. Dos baños completos. Tres espacios multiusos actualmente utilizados como dormitorios con capacidad para 10 personas, ideal para una bodega, gimnasio, etc. Amplio garaje, tanto interior como exterior cubierto, y zona de calderas. Sala de filtración, sala de planchado, lavandería y calderas. Entrada independiente a esta planta. Exterior: Espectacular piscina de aproximadamente 10 metros, ideal para disfrutar de los calurosos días de verano. Zona de juegos y zonas de sol y sombra. Espacio de barbacoa y amplio césped para actividades al aire libre. Acogedor porche para momentos de relajación al aire libre. Ubicación y Acceso: Ubicada en la tranquila y exclusiva Urbanización Los Berrocales en Alpedrete, esta casa ofrece la combinación perfecta de privacidad y accesibilidad. A tan solo unos minutos del centro de Alpedrete, tendrá a su disposición todos los servicios necesarios, incluyendo supermercados, restaurantes, escuelas y centros de salud. La urbanización está inmediatamente a la salida 42 de la A6, proporcionando tanto privacidad como excelente comunicación. Transporte Público: La ubicación es ideal para aquellos que buscan una fácil conexión con Madrid: La estación de Cercanías de Alpedrete está a 5 minutos a pie, ofreciendo un acceso rápido y cómodo al centro de Madrid, así como a Pozuelo o Majadahonda. Varias líneas de autobús conectan la urbanización con pueblos cercanos y la capital, proporcionando alternativas de transporte diario eficientes. Esta casa es el lugar perfecto para aquellos que buscan combinar lujo, confort y un impresionante entorno natural. No pierda la oportunidad de vivir en uno de los enclaves más exclusivos de Madrid. ¡Contáctenos para obtener más información y programar una visita! Su sueño de vivir en la Sierra de Guadarrama está a un paso de hacerse realidad. Más información:.",True,good,False,2196.0,True,False,True,False,[],False,False,1030000.0,€,,,chalet,independantHouse,Alpedrete,Casa independiente en calle de las Aguas,Destacado,,,,,,,,
