propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108915509,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/3a/d2/1358822169.webp,9538 - LAURA,44,5,1075000.0,flat,sale,91.0,True,2,2,calle del Alcalde Sainz de Baranda,Madrid,Madrid,Retiro,es,Ibiza,40.4165516,-3.6740054,False,https://www.idealista.com/inmueble/108915509/,"Esta exclusiva vivienda EXTERIOR Y RECIEN REFORMADA consta de 91m², en una 5ª planta. Con grandes ventanales, totalmente equipado, una ubicación excelente, con PISCINA, TRASTERO Y LAS MEJORES CALIDADES. Diseño y calidad de vida en un entorno único. Se distribuye en un hall recibidor con armarios empotrados, un gran salón con comedor y cocina integrada, dos habitaciones y dos baños, uno de ellos en suite. El mobiliario de la vivienda es de madera de nogal y colores neutros. Los baños son de piedra natural de mármol. Desde el salón se pueden disfrutar de unas vistas privilegiadas a una zona ajardinada con piscina. La vivienda cuenta con aire acondicionado por conductos y por iluminación LED. Una gran oportunidad, con todos los servicios en la puerta. Listo para entrar a vivir. Orientación SUR, recibe luz durante todo el día. Tiene espacios muy amplios con grandes posibilidades de distribución. Es exterior, muy luminosa, con techos altos, puertas de suelo a techo, paredes lisas y puertas anchas. La fachada del edificio está muy cuidada. El portal tiene ascensor y está reformado y tiene elevador para personas con movilidad reducida. La calefacción es CENTRAL. Comunidad: 188 € y IBI: 500 € Ubicación inmejorable. Próximo a la calle Goya. Buena comunicación con transporte: Autobuses, Colegios, Centro comercial El Corte Ingles de Goya. Farmacia a escasos metros. Centro de salud Gregorio Marañón. los servicios en la puerta para ir andando. Es una casa preciosa y decorada con mucho gusto. Sin duda, es una oportunidad para vivir y disfrutar en un barrio residencial, familiar y muy tranquilo en una de las mejores zonas de Madrid Disponemos de las llaves de la propiedad. Puedes ponerte en contacto para consultar la disponibilidad de las visitas. Negociación flexible y con la propiedad. Utande Real Estate es una sociedad de inversión inmobiliaria nacional e internacional. Colaboramos con más de 1.500 agencias inmobiliarias en todo el mundo. Te asesoramos jurídicamente y te ofrecemos la mayor rentabilidad financiero-fiscal. Este anuncio es solo orientativo y no está sujeto a ningún compromiso establecido. Te ayudamos a conseguir tu HIPOTECA hasta un 100% de la financiación. Te ayudamos a REFORMAR tu vivienda y te enviamos presupuesto en 48h. Atendemos también vía WhatsApp.",True,good,False,True,11813.0,False,False,False,False,[],False,False,1075000.0,€,flat,"Ibiza, Madrid",Piso en calle del Alcalde Sainz de Baranda,Destacado,,,,,,,
108915829,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/93/50/1358833897.webp,1-1,22,bj,329900.0,flat,sale,87.0,True,2,1,Sevilla la Nueva,Madrid,Sevilla la Nueva,,es,,40.347332,-4.0328423,False,https://www.idealista.com/inmueble/108915829/,"¡ESPECTACULAR BAJO CON JARDIN! Capital Home vende este exclusivo bajo con jardín de 28 metros completamente reformado en urbanización con PISCINA. La vivienda se encuentra en una urbanización con ASCENSOR, zonas comunes, plaza de garaje y trastero. La reforma de la vivienda es del año 2022 al completo, se entrega totalmente equipada con electrodomésticos de marca Balay incorporados a medida dentro de los muebles de la cocina. El patio de la vivienda también se encuentra totalmente reformado, tiene tomas de luz, internet y agua.  Un producto exclusivo y difícil de encontrar en este municipio ya que tiene acceso a la vivienda sin necesidad de subir un solo escalón. Cualquier duda no dude en contactar con nosotros. Capital Home Sevilla la nueva - Agencia inmobiliaria - 100% Financiación.",False,good,False,True,3792.0,False,False,False,False,[],False,False,329900.0,€,flat,Sevilla la Nueva,Piso,Destacado,True,True,,,,,
107423796,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/56/88/1350709129.webp,V1421MAC,20,2,860000.0,flat,sale,126.0,True,2,2,Barrio Quintana,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4380826,-3.638649,False,https://www.idealista.com/inmueble/107423796/,"John Taylor pone en venta este estupendo piso de 2 dormitorios y 2 baños de 126m² construidos, ubicado en un edificio de nueva construcción del año 2020 en la zona de Arturo Soria. La vivienda destaca por su diseño contemporáneo, sus calidades de alta gama y su eficiencia energética gracias a su sistema de aerotermia y la preinstalación de domótica. Desde el recibidor accedemos a un amplio y luminoso salón-comedor con grandes ventanales, que aportan una excelente entrada de luz natural. La vivienda cuenta con una cocina semi-abierta, totalmente equipada con electrodomésticos de última generación, y un espacio de lavadero. La zona de descanso se distribuye en un espacioso dormitorio principal con baño en suite y un segundo dormitorio con armarios empotrados, acompañado de un segundo baño completo. Toda la vivienda cuenta con persianas y toldos motorizados, aportando comodidad y funcionalidad. El edificio dispone de excelentes zonas comunes, con un amplio jardín y piscina, ideales para disfrutar del aire libre. Además, la vivienda incluye dos plazas de garaje, una de ellas doble y equipada con cargador para vehículos eléctricos. La zona donde se ubica junto a la calle Arturo Soria es una zona tranquila, a pocos pasos de transporte público, comercios y prestigiosos colegios como el Colegio Brains.",False,good,False,True,6825.0,True,False,True,False,[],False,False,860000.0,€,flat,"Quintana, Madrid",Piso,Destacado,True,True,,,,,
108434337,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/69/d7/1356107872.webp,17545,39,,1250000.0,chalet,sale,360.0,,5,5,Barrio Marazuela- El Torreón,Madrid,Las Rozas de Madrid,Marazuela- El Torreón,es,Marazuela- El Torreón,40.4963107,-3.8623872,False,https://www.idealista.com/inmueble/108434337/,"¡Descubre tu nuevo hogar en La Marazuela, Las Rozas! Este espectacular chalet independiente ofrece un estilo de vida inigualable en una de las zonas más exclusivas de Las Rozas. Ubicado en una parcela de 540 m², cuenta con 309 m² construidos distribuidos en espacios amplios, luminosos y funcionales. La vivienda dispone de 5 dormitorios y 5 baños, ofreciendo la comodidad y privacidad que toda familia desea. Dos salones elegantes y acogedores permiten crear ambientes diferenciados para el ocio, el descanso o la vida familiar. La cocina, amplia y equipada, hará las delicias de los amantes de la gastronomía, complementada por una magnífica zona exterior con barbacoa y horno de leña, ideal para disfrutar de veladas inolvidables al aire libre. Piscina privada, placas solares, termoacumulador de agua, calefacción por gas natural y un eficiente sistema de aspiración centralizada completan una vivienda pensada para el confort y la sostenibilidad. Además, incluye plaza de garaje y trastero, aportando espacio y funcionalidad extra. Construido en 2002 y en excelente estado de conservación, este chalet es la combinación perfecta de calidad, diseño y ubicación privilegiada. ¡Ven a visitarlo y descubre todo lo que puede ofrecerte tu nuevo hogar!",False,good,False,,3472.0,True,False,True,False,[],False,False,1250000.0,€,chalet,"Marazuela- El Torreón, Las Rozas de Madrid",Casa independiente,Destacado,True,True,independantHouse,,,,
108405789,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/24/d4/1343655707.webp,3157,33,8,1276000.0,flat,sale,116.0,True,2,2,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4325398,-3.6804665,False,https://www.idealista.com/inmueble/108405789/,"Vivienda de diseño en al Zona Noble de Salamanca - Castellana. Junto a la Plaza del Marqués de Salamanca. 8ª Planta. Muy Luminosa. Amplia zona de recibo. Completamente reformado con materiales de primeras marcas. Zona de Lavandería. Buena Finca y Portal Señorial. Posibilidad de Plaza de Garaje en Finca de Acceso Directo. Muy bien comunicada. Junto a los principales comercios de la zona. Ref-3157. ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid”.",False,good,False,True,11000.0,True,False,True,False,[],False,False,1276000.0,€,flat,"Castellana, Madrid",Piso,Destacado,,,,,,,
108913043,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/f4/2e/1358750302.webp,,24,,429000.0,chalet,sale,188.0,,3,2,Daganzo de Arriba,Madrid,Daganzo de Arriba,,es,,40.5482822,-3.4549716,False,https://www.idealista.com/inmueble/108913043/,"¡ ICS INMOBILIARIA presenta EN EXCLUSIVA, este magnifico CHALET ADOSADO completamente reformado en DAGANZO! Este impresionante chalet Adosado de 188 m² construidos se distribuye en tres plantas y dos semi plantas, ofreciendo un espacio ideal para disfrutar en familia.  -En la planta baja, el amplio salón destaca por su gran ventanal que inunda de luz natural el espacio y la chimenea, también cuenta con aire acondicionado de bomba de frio y calor  La cocina independiente está totalmente reformada y equipada, lista para que prepares tus platos favoritos, en esta planta también tenemos un aseo de cortesía.  Con tres amplios dormitorios, uno de ellos en suite con baño privado, y otro baño completo adicional, esta casa ofrece todo lo necesario para el confort familiar. Las ventanas de climalit con rotura de puente térmico oscilobatientes garantizan un excelente aislamiento tanto de temperatura como de insonorización  -En el sótano, encontrarás un acogedor salón con chimenea ideal para los mas pequeños de la casa, cuenta con un cuarto trastero. -La buhardilla cuenta con un dormitorio muy amplio y luminoso, además de una encantadora terraza donde relajarte al aire libre. - El exterior no se queda atrás, con 70 m² de porche que invitan a disfrutar del aire libre de reuniones y comidas familiares. Construida en 2001 y reformada en 2023, cuenta con calefacción mediante gas propano con deposito comunitario y contadores individuales.  Este hogar es el lugar perfecto para comenzar una nueva etapa, contacta con nosotros para concertar una visita o para mas información. ¡No dejes pasar esta oportunidad única!",False,good,False,,2282.0,False,False,False,False,[],False,False,429000.0,€,chalet,Daganzo de Arriba,Chalet adosado,Destacado,True,True,terracedHouse,,,,
105205946,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/f0/17/1341375983.webp,V1456MPA,37,,2295000.0,chalet,sale,1457.0,,5,6,Zona Monte el Pilar,Madrid,Majadahonda,Zona Monte el Pilar,es,,40.471518,-3.8609856,False,https://www.idealista.com/inmueble/105205946/,"Este impresionante chalet de 1.400 m² de parcela se sitúa en Monte del Pilar, una de las zonas más prestigiosas de Majadahonda. Se destaca por su diseño único, que prioriza grandes ventanales y el uso de materiales de alta calidad en suelos, ventanales y puertas de madera maciza. La fachada moderna y elegante de la casa se integra perfectamente con el entorno natural, logrando un equilibrio ideal entre naturaleza y modernidad. En la planta principal, un magnífico hall ofrece una distribución abierta que conecta tanto las áreas privadas como las comunes de la casa. El amplio y acogedor salón está diseñado para ser un espacio multifuncional, ideal tanto para relajarse como para recibir visitas. El comedor, elegantemente decorado, tiene suficiente espacio para grandes reuniones familiares o cenas formales. La cocina es uno de los puntos más destacados de la casa. Con una isla central que sirve como espacio de trabajo adicional y lugar para reuniones informales, la cocina está equipada con electrodomésticos de última generación y muebles de diseño. El office, contiguo a la cocina, cuenta con grandes ventanales que permiten una abundante entrada de luz natural y ofrece acceso directo al jardín y al jardín japonés, creando un ambiente sereno y relajante. En la planta superior se encuentran las habitaciones, cada una con su propio baño en suite, garantizando la máxima privacidad y comodidad. La suite principal incluye un amplio vestidor y un baño de lujo con acabados en mármol y una bañera de hidromasaje. Las habitaciones secundarias son igualmente espaciosas y están diseñadas con el mismo nivel de detalle y calidad. El sótano de la vivienda alberga instalaciones adicionales que añaden valor a la propiedad. Aquí se encuentra una sala de juegos, ideal para niños y adolescentes, un gimnasio totalmente equipado y una bodega climatizada para los amantes del vino. Además, el garaje tiene capacidad para varios vehículos y cuenta con un sistema de seguridad avanzado. El exterior de la casa es igualmente impresionante. El jardín, perfectamente cuidado, incluye una piscina y varias áreas de descanso. El jardín japonés, con su diseño minimalista y elementos naturales, ofrece un espacio de meditación y tranquilidad. En resumen, esta casa unifamiliar en Majadahonda no solo ofrece un diseño exclusivo y materiales de alta calidad, sino también una ubicación privilegiada cerca del centro y del Monte del Pilar. Es el hogar perfecto para quienes buscan un lugar de lujo, comodidad y tranquilidad. La combinación de espacios interiores y exteriores bien pensados y la atención al detalle en cada rincón de la propiedad la convierten en una residencia ideal para disfrutar de una vida de alto nivel en un entorno privilegiado.",False,good,False,,1575.0,True,False,True,False,[],False,False,2295000.0,€,chalet,"Zona Monte el Pilar, Majadahonda",Casa independiente,Destacado,,,independantHouse,,,,
108214060,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/c6/b3/1337580500.webp,8937,33,5,3750000.0,flat,sale,250.0,True,4,5,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4273766,-3.6831257,False,https://www.idealista.com/inmueble/108214060/,"Exclusivo piso exterior con garaje de acceso directo completamente reformado a estrenar situado en la mejor zona del distrito Recoletos del Barrio de Salamanca. La vivienda se compone de un amplio salón comedor con cocina integrada de diseño, 4 dormitorios siendo todos ellos tipo suite, 4 baños, 1 aseo de cortesía, amplia plaza de garaje de acceso directo y trastero.  Para visitarlo, contacte con nosotros, estaremos encantados de atenderle, en Hermosilla nº 72, tlf  Trabajamos los sábados. Exclusive World Home by inmomar es una empresa joven y con experiencia, caracterizada principalmente por su transparencia, respeto, por un servicio personalizado, atento y exclusivo, con la finalidad de que nuestros clientes, compradores y vendedores, tengan un punto de encuentro donde puedan ver realizadas sus aspiraciones con las máximas garantías. EWH, es una inmobiliaria especializada principalmente en los distritos del Barrio de Salamanca, Retiro, Chamberí y Chamartín, con un objetivo claro, seguir mejorando en la calidad de nuestros servicios.",False,good,False,True,15000.0,True,False,True,False,[],False,False,3750000.0,€,flat,"Recoletos, Madrid",Piso,Destacado,True,True,,,,,
104688934,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/5c/44/1228588697.webp,5 BAJO A,16,bj,565000.0,duplex,sale,182.0,True,2,2,calle Vicente Aleixandre s/n,Madrid,Villanueva del Pardillo,Los Llanos - Valle Pardo,es,,40.4965003,-3.9613198,True,https://www.idealista.com/obra-nueva/104688934/,"Bienvenido a Residencial San Juan Bautista, la promoción de viviendas más exclusiva de Villanueva del Pardillo. Con una ubicación privilegiada frente a una zona verde protegida de 500.000 m2, Residencial San Juan Bautista te ofrece una oportunidad única para vivir en armonía con la naturaleza y disfrutar de la tranquilidad.  Nuestro proyecto consta de 54 viviendas, con 14 tipologías diferentes para que encuentres el hogar que se adapte perfectamente a tus necesidades y estilo de vida. ¿Qué hace que Residencial San Juan Bautista sea tan especial? Ubicación Excepcional: Situado en la mejor zona de Villanueva del Pardillo, nuestro residencial está cercano a todos los servicios que necesitas, mientras disfrutas de la belleza y serenidad de una zona verde protegida de 500.000 m2. Variedad de Viviendas: Desde viviendas de dos dormitorios, bajos con grandes jardines, hasta espaciosos áticos dúplex con grandes terrazas de 4 dormitorios, en Residencial San Juan Bautista encontrarás diferentes opciones, asegurándote que encuentres el hogar perfecto para ti y toda tu familia. Calidad y Diseño: Esta promoción ha sido cuidadosamente diseñada con materiales de primera calidad para garantizar tu comodidad y bienestar en todo momento. Refleja nuestro compromiso con la excelencia y el buen gusto. Eficiencia Energética: Aerotermia para frío y calor. Reduce significativamente el consumo de energía, lo que se traduce en ahorro en tus facturas y un menor impacto ambiental. Oportunidad Única: Ya sea que estés buscando tu primer hogar o una inversión segura, Residencial San Juan Bautista es la elección perfecta para construir el futuro que deseas. ¡Contáctanos hoy mismo para obtener más información y reservar tu visita! En Residencial San Juan Bautista, tu hogar ideal te está esperando.",True,newdevelopment,True,True,3104.0,True,False,False,False,[],False,False,565000.0,€,flat,"Los Llanos - Valle Pardo, Villanueva del Pardillo",Dúplex en calle Vicente Aleixandre s/n,Destacado,True,True,duplex,False,,,
106585546,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/f0/e5/1287607825.webp,3248-24278,190,,750000.0,chalet,sale,788.0,,20,8,"calle Prado de la Venta, 3",Madrid,Guadarrama,,es,,40.6874846,-4.1151301,True,https://www.idealista.com/inmueble/106585546/,"**********por favor solo contacto por correo electrónico******* ¡Descubre una oportunidad única en Guadarrama!  Este complejo multifamiliar, situado en una extensa parcela de 1.477 m², ofrece un total de 788 m² construidos, distribuidos en cuatro viviendas independientes, perfectas para familias numerosas o como inversión. disponemos de el vídeo 3d de todas las viviendas (si quieres verlos solo tienes que pedirlo) -La primera vivienda. Esta amplia propiedad en Guadarrama cuenta con 13 dormitorios y 4 baños distribuidos en 189 m² en dos plantas. El interior presenta una mezcla de estilos, desde techos rústicos de madera hasta modernos baños con azulejos. Varias salas de estar, incluyendo una gran sala y salas de estar y comedor independientes, ofrecen amplio espacio para la relajación y el entretenimiento. La propiedad cuenta con tres cocinas, una notablemente larga y estrecha con suelos de color amarillo brillante. Los dormitorios varían en diseño, algunos con colores cálidos y otros con una decoración más neutra. Entre los elementos únicos se incluyen vidrieras, estanterías empotradas y diversos detalles arquitectónicos en todo el espacio. -La segunda vivienda,. Este apartamento de una sola planta de 70 m² en Guadarrama ofrece una distribución elegante con 3 dormitorios y 1 baño. La sala de estar combina un acogedor salón-comedor, decorado con una artística decoración en las paredes y con luz natural procedente de grandes ventanales. La cocina, aunque compacta, cuenta con armarios blancos y papel pintado estampado. Los dormitorios son amplios, y el principal mide 12 m². Una terraza acristalada ofrece espacio adicional con vistas panorámicas. El distintivo suelo de baldosas hexagonales y los detalles en madera le aportan carácter. El baño luce azulejos circulares únicos. En general, el espacio combina funcionalidad con un diseño encantador. -La tercera vivienda. Esta casa de dos plantas y 65 m² en Guadarrama, Madrid, luce un interior vibrante y ecléctico. La planta baja (28 m²) cuenta con una sala de estar con una llamativa lámpara de araña inspirada en un diente de león, una pared de piedra decorativa y una estufa de leña. En la planta alta (36 m²), los dormitorios lucen una paleta de colores vibrantes y toques artísticos. La casa presume de una gran variedad de elementos decorativos, como máscaras, obras de arte y textiles coloridos. Una cocina compacta y un moderno baño con bañera completan -Por último, la cuarta vivienda. Esta residencia de una sola planta de 93 m² en Guadarrama presume de un diseño interior ecléctico. Las salas de estar lucen paredes revestidas de madera, amplios ventanales y una singular chimenea de piedra, creando un ambiente acogedor. La cocina luce un vibrante papel pintado amarillo y armarios blancos, mientras que los dormitorios varían en estilo, desde coloridos dormitorios infantiles hasta espacios más sobrios para adultos. Los suelos de baldosas y las soluciones de almacenamiento integradas maximizan la funcionalidad de la casa. Con 6 dormitorios, 2 salones y varios pasillos, la distribución ofrece espacios comunes y privados, lo que la hace ideal para una familia numerosa -Además, hay un piso adicional que incluye Apartamento compacto de 36 m² con 1 dormitorio y 1 baño. Cuenta con sala de estar revestida de corcho, suelos de baldosas y riel de iluminación. Su eficiente distribución incluye entrada, pasillos y múltiples espacios funcionales, lo que añade aún más valor a este increíble conjunto. El gran jardín compartido es perfecto para disfrutar de momentos al aire libre, mientras que la zona de barbacoa promete inolvidables asados en familia. Con un garaje que tiene capacidad para varios vehículos, el acceso es cómodo y práctico. Este entorno tranquilo en las afueras de Guadarrama te permitirá disfrutar de la naturaleza sin renunciar a la proximidad a los servicios del pueblo.",True,renew,False,,952.0,True,True,False,False,[],False,False,750000.0,€,chalet,Guadarrama,"Casa independiente en calle Prado de la Venta, 3",Destacado,True,True,independantHouse,,775000.0,25000.0,3.0
