propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
107812205,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/0a/7a/1346639786.webp,TGG-2200225,21,1,158800.0,flat,sale,103.0,True,4,2,calle Príncipe Don Juan Carlos,Madrid,Alcorcón,Parque Lisboa - La Paz,es,40.3524377,-3.8206631,False,https://www.idealista.com/inmueble/107812205/,"¡IMPORTANTE, POR FAVOR LEER ATENTAMENTE! SOLO PARA INVERSORES, YA QUE NO SE PUEDE VIVIR NI OCUPAR LA VIVIENDA HASTA EL FALLECIMIENTO DEL USUFRUCTUARIO. NO ES POSIBLE PEDIR HIPOTECA Se vende la NUDA PROPIEDAD de esta vivienda de 103 m2, valorada aproximadamente en 360.000 euros a cambio de un anticipo de 158.800 € y una renta vitalicia constante de 490 €/mes, es decir, hay que pagar una renta mensual por el mencionado importe, hasta que fallezca la persona que vive en ella (la usufructuaria). La esperanza media de vida estimada actualmente para las mujeres es de unos 84 años aproximadamente. La Usufructuaria (mujer de 77 años), continuará utilizando el inmueble hasta su fallecimiento, por lo que no es posible hacer uso de la misma mientras tanto. Se trata de una vivienda con una fantástica ubicación, exterior con terraza, muy bien comunicado, distribuido en salón, 4 habitaciones, 2 baños y cocina con office.  Opción de garaje. SI ESTÁ PENSANDO EN VENDER O ALQUILAR UNA PROPIEDAD, CUENTE CON LA INMOBILIARIA MEJOR VALORADA DE NUESTRA ZONA: TGG INMOBILIARIA. Los datos de este anuncio son meramente informativos, no vinculantes ni contractuales, y pueden ser susceptibles de contener errores. Se informa al cliente que los gastos de notaría, tasación, registro, gestoría, impuesto de transmisiones, gastos financieros, gastos de gestión u honorarios de intermediación de la agencia, y/o cualquier otro gasto inherente a la compraventa, no están incluidos en el precio publicado y corresponden a la parte compradora.",True,good,False,True,1542.0,True,False,True,False,[],False,False,158800.0,€,True,True,flat,,"Parque Lisboa - La Paz, Alcorcón",Piso en calle Príncipe Don Juan Carlos,Parque Lisboa - La Paz,,,,
83067528,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/e5/4b/610951271.webp,cen1,19,2,690000.0,flat,sale,80.0,True,2,2,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,40.4211439,-3.7019712,False,https://www.idealista.com/inmueble/83067528/,"Fortuny Real Estate ofrece esta fantástica propiedad recién reformada con altas calidades metros cuadrados en una de las zonas más turística de Madrid. La vivienda está ubicada en un edificio clásico rehabilitado en el año 2003 en pleno centro de Madrid a un paso de la Gran Vía.  El piso consta de un gran espacio abierto donde confluyen un amplio recibidor, salón amplio con cocina americana totalmente equipada con electrodomésticos de alta gama. Suelo de auténtica madera color roble natural. Se distribuye en dos amplios dormitorios, el principal cuenta con cuarto de baño en suite, ambos con armarios empotrados de suelo a techo y grandes ventanas,  Calefacción y agua caliente individual por caldera de gas. Pre instalación de aire acondicionado. Patio con acceso para tender ropa y guardar utensilios de limpieza.  El apartamento está listo para entrar a vivir con licencia de explotación turística. "" IDEAL PARA INVERSORES  Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,8625.0,False,False,False,False,[],False,False,690000.0,€,True,False,flat,,"Malasaña-Universidad, Madrid",Piso,Malasaña-Universidad,,,,30000.0
108712428,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/fc/03/1352889641.webp,CTetuan_001,37,1,339000.0,flat,sale,74.0,True,2,1,CL BELLVER,Madrid,Madrid,Tetuán,es,40.4627828,-3.7065676,False,https://www.idealista.com/inmueble/108712428/,"Citis Real Estate vende en exclusiva este acogedor piso de 74 m² construidos (55 m² útiles segun catastro), ubicado en una primera planta de una finca tranquila de solo 2 vecinos por planta y 4 alturas, construida en 2003. La vivienda esta en perfecto estado ofreciendo un ambiente moderno y funcional, perfecto para entrar a vivir. Cuenta con 2 habitaciones, un salón luminoso con aire acondicionado, cocina independiente, y un amplio baño de diseño contemporáneo. La orientación noreste y noroeste garantiza luz natural durante gran parte del día. Además, dispone de calefacción individual por caldera de gas, ideal para el confort en invierno. Ubicación excelente en el barrio de Tetuán, con múltiples servicios y conexiones: - Metro más cercano: Estación de Tetuán (Línea 1), a unos 7 minutos a pie - Líneas de autobús: 11, 44, 128 y 177, con paradas a menos de 5 minutos - Supermercados cercanos: Día, Mercadona y Carrefour Express, todos a menos de 10 minutos andando - Gimnasios: Altafit y Basic-Fit en las inmediaciones - Parque Agustín Rodríguez Sahagún, ideal para pasear o hacer deporte, a unos 10 minutos caminando Una oportunidad ideal tanto para vivir como para invertir siendo una zona de alta demanda de alquiler pudiendo obtener hasta un 5% de rentabilidad, en una zona en constante crecimiento. ¡Ven a visitarlo! Información importante: El precio no incluye honorarios de intermediación inmobiliaria, impuestos de transmisiones patrimoniales (ITP) ni gastos notariales y registro. El plano ha sido generado mediante inteligencia artificial y puede no corresponderse con las medidas exactas de la vivienda.",True,good,False,True,4581.0,True,False,False,False,[],False,False,339000.0,€,,,flat,,"Berruguete, Madrid",Piso en Cl Bellver,Berruguete,349000.0,10000.0,3.0,
106947073,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/a6/5b/1298442039.webp,5578.,44,1,730000.0,flat,sale,141.0,True,4,3,calle Joaquín Turina,Madrid,Majadahonda,Golf - El Carralero,es,40.448655,-3.8654369,False,https://www.idealista.com/inmueble/106947073/,"Majadahonda, Golf. Piso en primera planta con ascensor (altura de una segunda planta), 141m2. 4 dormitorios, 3 baños. La vivienda consta de 4 dormitorios (11m2, 9m2, 9m2, 8m2), dormitorio principal en suite con terraza de 4m2, 3 baños completos (uno de ellos con plato de ducha), salón-comedor con acceso a terraza exterior de 5m2), cocina independiente amueblada con office de 10m2 (desde la cocina se accede a un tendedero cubierto de 2,40m2).  Calefacción individual de gas natural, armarios empotrados en todos los dormitorios, además armario adicional en el pasillo distribuidor, suelos de parquet recién acuchillados, puertas de madera maciza, puerta de entrada principal de seguridad, ventanas con aislamiento climalit. Orientación este y suroeste.  2 amplísimas plazas de garaje interiores y cubiertas incluidas en el precio. Medida de cada plaza 17m2. Trastero 4m2, alto 2,90m2. Gastos de comunidad 170€, IBI 800€.  Urbanización de 186 vecinos, 4 vecinos por planta, seguridad 24hs, conserje, piscina, pista de fútbol y baloncesto, 2 pistas de pádel, zonas ajardinadas muy amplias, zona residencial y comercial con todos los servicios, clubes, Hospital Puerta de Hierro, escuelas, restaurantes, etc.  Muy buena comunicación, autobuses en la puerta, acceso directo a M-50.",True,good,False,True,5177.0,True,False,False,False,[],False,False,730000.0,€,True,True,flat,,"Golf - El Carralero, Majadahonda",Piso en calle Joaquín Turina,,,,,
108645411,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/af/d5/1350905188.webp,,24,1,1225000.0,flat,sale,152.0,True,3,3,paseo de los Parques,Madrid,La Moraleja,Encinar de los Reyes,es,40.5140071,-3.6534771,False,https://www.idealista.com/inmueble/108645411/,"SotoMora Real Estate presenta en EXCLUSIVA este excelente piso de 152m2 con terraza cubierta de más de 20m2, TOTALMENTE REFORMADO con acabados premium. Ubicado dentro de una de las mejores urbanizaciones de El Encinar con seguridad 24h, piscina de adultos y de niños, 2 pistas de pádel y extensas y preciosas zonas verdes. La distribución es la siguiente: Entrando por la puerta principal y pasando el amplio hall accedemos a la nueva y cómoda cocina totalmente equipada con zona de office y diseñada por Santos. Esta estancia cuenta también con tendedero y zona de lavado cubierto. A continuación nos encontramos con el estupendo salón comedor con salida directa a la fantástica terraza. Destacamos la luz natural de toda la casa gracias a sus amplios ventanales de la marca Cortizo y a su orientación sur. La zona de descanso está compuesta por 3 dormitorios de muy buen tamaño. 2 de ellos comparten un cuarto de baño completo y el dormitorio principal cuenta con vestidor y un gran cuarto de baño en suite con preciosa luz natural. Todas las estancias de la casa disponen de amplios armarios de suelo a techo perfectamente vestidos y AA. La calefacción es individual de Gas Natural y la caldera es nueva. Completan esta vivienda una amplia plaza de garaje y un trastero de más de 7m2. Por expreso deseo de la propiedad no publicamos fotos del interior de la vivienda, ya que el estado de la misma es impecable! Para más información, no dudes en ponerte en contacto con nosotros.",False,good,False,True,8059.0,True,False,False,False,[],False,False,1225000.0,€,True,True,flat,,"Encinar de los Reyes, La Moraleja",Piso en paseo de los Parques,,,,,
106464775,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/78/35/1299668561.webp,TGG-2200196,20,4,199800.0,flat,sale,80.0,True,2,1,avenida España,Madrid,Majadahonda,Casco Antiguo,es,40.4720034,-3.8668601,False,https://www.idealista.com/inmueble/106464775/,"¡IMPORTANTE, POR FAVOR LEER ATENTAMENTE!  SOLO PARA INVERSORES, YA QUE NO SE PUEDE VIVIR NI OCUPAR LA VIVIENDA HASTA EL FALLECIMIENTO DEL USUFRUCTUARIO. NO ES POSIBLE PEDIR HIPOTECA Se vende la NUDA PROPIEDAD de esta vivienda de 80 m2, valorada aproximadamente en 450.000 euros a cambio de un anticipo de 198.800 € y una renta vitalicia constante de 1.750 €/mes, es decir, hay que pagar una renta mensual por el mencionado importe, hasta que fallezca la persona que vive en ella (la usufructuaria). La esperanza media de vida estimada actualmente para las mujeres es de unos 84 años aproximadamente. La Usufructuaria (mujer de 89 años), continuará utilizando el inmueble hasta su fallecimiento, por lo que no es posible hacer uso de la misma mientras tanto. Se trata de una vivienda con una fantástica ubicación, muy céntrica, totalmente exterior, con piscina comunitaria, plaza de garaje y trastero. SI ESTÁ PENSANDO EN VENDER O ALQUILAR UNA PROPIEDAD, CUENTE CON LA INMOBILIARIA MEJOR VALORADA DE NUESTRA ZONA: TGG INMOBILIARIA. Los datos de este anuncio son meramente informativos, no vinculantes ni contractuales, y pueden ser susceptibles de contener errores. Se informa al cliente que los gastos de notaría, tasación, registro, gestoría, impuesto de transmisiones, gastos financieros, gastos de gestión u honorarios de intermediación de la agencia, y/o cualquier otro gasto inherente a la compraventa, no están incluidos en el precio publicado y corresponden a la parte compradora. .",True,good,False,True,2498.0,True,False,True,False,[],False,False,199800.0,€,True,True,flat,,"Casco Antiguo, Majadahonda",Piso en avenida España,,,,,
108886286,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/cd/5a/1358203407.webp,005546-917,18,3,180000.0,flat,sale,75.0,True,3,1,calle De Silvio Abad,Madrid,Madrid,Usera,es,40.3818658,-3.7126545,False,https://www.idealista.com/inmueble/108886286/,"Inmosai te presenta esta espaciosa vivienda en la calle Silvio Albad, en el barrio de Usera. Aunque requiere una reforma general, su amplitud y distribución ofrecen un sinfín de oportunidades para crear el hogar que siempre has imaginado. La propiedad cuenta con tres dormitorios, uno de ellos con salida a otra terraza que permite que el ambiente sea luminoso y agradable. Y además la cocina independiente también tiene acceso a una terraza interior, ideal para momentos de relax o para crear un espacio de ocio. El inmueble tambi{en cuenta con un sal{on y un cuarto de baño completo.  Su ubicación es excelente, cerca de comercios, colegios, centros de salud y parques infantiles, además de estar bien comunicada con transporte público. Si buscas una vivienda amplia para reformar y convertirla en tu hogar ideal, esta es una oportunidad que no puedes dejar pasar. Contáctanos para visitar la propiedad y descubrir todo lo que puedes hacer con ella. ¡Quizá sea justo lo que estás buscando!",False,renew,False,False,2400.0,False,False,False,False,[],False,False,180000.0,€,,,flat,,"Zofío, Madrid",Piso en calle De Silvio Abad,Zofío,,,,
102750216,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/de/8c/1168183862.webp,IL-04921,111,,735000.0,chalet,sale,665.0,,5,5,Eurovillas,Madrid,Eurovillas,,es,40.3505059,-3.2617588,False,https://www.idealista.com/inmueble/102750216/,"Todo el confort que te puedas imaginar y más. lo tiene este chalet !  Espectacular chalet individual en el Sureste de Madrid, en la urbanización más grande de Europa, pertenece a Nuevo Baztán uno de los pueblos más bonitos de España elegido en el 2021 a tan solo 40 minutos de Madrid, dispone de todos los servicios y comodidades.  Este maravilloso chalet tiene piscina cubierta dentro de la vivienda, jardín con parcela de 1.900 m2, pista de pádel. Sus 665 m2 construidos están distribuidos en tres plantas con 5 dormitorios y 4 baños, más 1 en el exterior, salón cocina independiente, zona de plancha, despachos, garaje cubierto para 3 coches, sala de juegos con barra de bar, esta vivienda cuenta con una gran solución inteligente domótica para el hogar para su gran comodidad, Y paneles solares pues es un gran ahorro energético. DISTRIBUCION: En la primera planta; nos encontramos con un gran salón comedor con chimenea, a continuación, la cocina que dispone de isla y de office creando un espacio confortable con salida al jardín, al salón y a la entrada de la vivienda. Desde el salón se accede a otro peculiar espacio de jardín al aire libre, de estilo zen, incluido dentro de la vivienda, con un estanque con peces, papiros, dos encinas y bonsáis con el riego pulverizado creando un microclima especial para hace, de este rincón un lugar con un gran encana o, ideal para relajarte y reducir el estrés. A continuación, nos encontramos un baño y la zona de plancha con un gran armario empotrado acristalado. la Piscina se encuentra dentro de la vivienda, con cascada y natación contracorriente, salida al jardín japones, al jardín exterior, y acceso a un baño, piscina con cubierta automática para taparla, ayudando así a la seguridad de niños y mascotas, una gran comodidad a la hora de utilizarla y para el mantenimiento de su limpieza, también este sistema te ayuda a mantener mejor la tempera era. Sistema automático para tener el PH perfecto, piscina de agua salada ideal para la piel. Desde el salón, pasamos a un pasillo que va distribuyendo a los 4 dormitorios y a los 3 baños que se encuentran en esta planta, una de las habitaciones esta como despacho. Habitaciones muy amplias y luminosas. Con preciosas vistas al jardín, en una de las habitaciones, se puede contemplar a través de una ventana de medio circulo, la una impresionante piscina climatizada. Garaje cubierto muy amplio para 3 plazas de coche. En la segunda planta nos encontramos con un despacho con una amplia terraza con toldo y unas magníficas vistas. Entramos al dormitorio principal de la casa con una chimenea, con un gran baño en suite con bañera especial de fisioterapia, ducha y ducha turca además de un espacioso vestidor. En la planta baja; nos encontramos con un espacio de ocio con una barra de bar. Observamos una ventana de ojo de buey que se puede apreciar el fondo de la piscina. En la entrada en el jardín hay un estanque con forma de rio, con peces, nenúfares y demás plantas, dispone de una depuradora propia. En el lateral de la vivienda, se encuentra una pista de pádel.",True,good,False,,1105.0,True,False,False,False,[],False,False,735000.0,€,True,True,chalet,independantHouse,Eurovillas,Casa independiente,,,,,
108358215,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/c0/f8/1355915058.webp,,21,9,180000.0,flat,sale,66.0,True,2,1,calle Andrea Doria,Madrid,Alcalá de Henares,Juan de Austria,es,40.4844657,-3.357102,False,https://www.idealista.com/inmueble/108358215/,"�✨ Así podría quedar tu próximo hogar en Alcalá de Henares Hay quien ve una casa antigua. Nosotros vemos el hogar de tus sueños. � Piso a reformar en Alcalá de Henares � 9ª planta exterior con ascensor � 66 m² construidos � 2 habitaciones � Cocina y baño � 180.000 € Sabemos que no todo el mundo es capaz de imaginar el potencial de una vivienda… Por eso creamos esta propuesta visual, basada en un proyecto real de reforma. Además, te ayudamos en todo el proceso:  Proyecto de reforma a medida  Planos y asesoramiento completo  Financiación personalizada � ¿A qué estás esperando para venir a verla?",True,renew,False,True,2727.0,True,False,False,False,[],False,False,180000.0,€,,,flat,,"Juan de Austria, Alcalá de Henares",Piso en calle Andrea Doria,,200000.0,20000.0,10.0,
102058787,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/0e/91/1359160982.webp,CHA0013,32,,1699000.0,chalet,sale,447.0,,4,2,calle de los Pinos,Madrid,Boadilla del Monte,Valdepastores - Las Encinas,es,40.4275692,-3.8743754,False,https://www.idealista.com/inmueble/102058787/,"Fives Real Estate vende espectacular chalet independiente situado en la exclusiva urbanización “Monte de las Encinas”, con seguridad propia y mucha privacidad. Perteneciente al término municipal de Boadilla del Monte. La vivienda se encuentra asentada sobre una parcela privada de 3.553 m2 ubicada en el centro de la exclusiva urbanización de 40 vecinos aproximadamente. Consta de 447 m2 construidos distribuidos en: Vivienda de 280 m2 construidos en una sola planta de piedra rústica gallega.  -Cuatro salones. Tres de 40 m2 y uno de 51 m2. Con salida al porche del jardín delantero.  -Cocina totalmente equipada y amueblada. -Cuatro habitaciones, una de ellas en suite con vestidor incluidos. Todas ellas con armarios empotrados. -Dos baños completos. Accediendo al jardín trasero, nos encontramos con una parte solada con suelo de pizarra, donde tenemos la zona de comedor exterior con barbacoa y la piscina. Cuenta además la parcela con dos estancias independientes las cuáles tienen baño y cocina abierta, las cuales pueden ser aprovechadas para cualquier necesidad como por ejemplo “casa de invitados”. Por el acceso a la parcela de vehículos, nos encontramos con un garaje con bodega en la parte de debajo de la vivienda más un aparcamiento exterior cubierto para tres vehículos. La vivienda fue construida en 1974 con una construcción de piedra traída de Galicia, fue actualizada en 2006. Cuenta con suelos de parquet de madera de Roble y moqueta en la zona de dormitorios. La carpintería exterior de madera. La vivienda necesita actualización.  La urbanización cerrada cuenta con valla de acceso y seguridad 24 horas. Tiene además un club social que pertenece a la urbanización, con pistas deportivas (Fútbol, tenis, pádel…) y zona de celebración de eventos. Boadilla del Monte además de viviendas exclusivas, ofrece una serie de servicios adicionales y exclusivos: colegios prestigiosos como el Virgen de Europa, St Michael´s School: hospitales como el Monteprincipe, el Hospital de Puerta del Hierro: Campos de Golf e infinidad de centros comerciales. [IW].",False,good,False,,3801.0,True,False,False,False,[],False,False,1699000.0,€,,,chalet,independantHouse,"Valdepastores - Las Encinas, Boadilla del Monte",Casa independiente en calle de los Pinos,,,,,
81720192,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/bb/3b/583046187.webp,H01,26,3,1990000.0,flat,sale,140.0,True,3,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.4271958,-3.6842385,False,https://www.idealista.com/inmueble/81720192/,"Fortuny Real Estate ofrece exclusivo inmueble en el corazón del Barrio de Salamanca, junto al parque del Retiro y la puerta de Alcalá. Se trata de un inmueble de 140 metros con una magnifica distribución; salón comedor dividido en dos ambientes, cocina totalmente equipada con electrodomésticos de alta gama.  Consta de tres dormitorios todos ellos dotados de amplios armarios de suelo a techo totalmente vestidos, el dormitorio principal cuenta con cuarto de baño en suite. Destaca su exquisita reforma, luminosidad en todas las estancias y excelente ubicación. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,14214.0,False,False,False,False,[],False,False,1990000.0,€,,,flat,,"Recoletos, Madrid",Piso,Recoletos,,,,
108094534,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/b5/f6/1333655787.webp,BHJM71,45,,830000.0,chalet,sale,231.0,,6,4,calle de las Huertas,Madrid,Villanueva de la Cañada,Villanueva de la Cañada,es,40.4471699,-4.0107914,False,https://www.idealista.com/inmueble/108094534/,"� ¡Vive el lujo como nunca antes en Villanueva de la Cañada! � Te damos la bienvenida a este encantador chalet en la zona más exclusiva de Villanueva de la Cañada: un chalet de lujo que combina elegancia, confort y tecnología de vanguardia para ofrecerte una calidad de vida inigualable.   Se distribuye en tres plantas:  En la planta principal: Encontramos dos salones espaciosos, una habitación adicional, un baño completo, y una enorme cocina con salida directa al jardín, ideal para disfrutar de comidas al aire libre o eventos en familia.  Primera planta: Contamos con tres habitaciones amplias, cada una con baño en suite y armarios empotrados. ¿Lo mejor? Una suite principal con vestidor y balcón privado, perfecta para disfrutar de la tranquilidad y las vistas.  En la planta inferior encontrarás: Dos habitaciones más, un trastero práctico, y un garaje cerrado para 3 vehículos. Este chalet está equipado con todo lo que necesitas para tu comodidad: ✔ Caldera de gasoil con depósito de 1.000 L ✔ Mosquiteras en todas las estancias ✔ Aire acondicionado ✔ Suelo radiante frío/calor ✔ Placas solares para máxima eficiencia energética � Cada rincón está pensado para ofrecerte bienestar, privacidad y funcionalidad. � No dejes pasar esta oportunidad única de vivir en un entorno privilegiado, con todas las comodidades que mereces. ¡Contáctanos y descubre tu nuevo hogar hoy mismo!",True,good,False,,3593.0,True,False,False,False,[],False,False,830000.0,€,True,True,chalet,independantHouse,"Villanueva de la Cañada, Villanueva de la Cañada",Casa independiente en calle de las Huertas,,,,,
108358550,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/f7/3d/1341733502.webp,ENC2805,33,6,895000.0,flat,sale,105.0,True,4,1,Barrio Trafalgar,Madrid,Madrid,Chamberí,es,40.431484,-3.6990678,False,https://www.idealista.com/inmueble/108358550/,"GLOBALPISO CHAMBERÍ VENDE EN EXCLUSIVA Fantástica vivienda ubicada en una sexta planta exterior con ascensor entre las calles Luchana y Santa Engracia, con privilegiadas vistas a la Plaza de Chamberí, en el corazón de uno de los barrios más codiciados de Madrid. Una zona que equilibra a la perfección el carácter residencial con el dinamismo urbano, rodeada de comercios, cultura, gastronomía y una excelente red de transporte público. La vivienda se encuentra en una sexta planta de una finca representativa con ascensor, y dispone de 105 m² construidos (71 m² útiles), con una distribución cómoda y funcional: Distribución: 4 dormitorios: Dos de ellos son exteriores (uno con acceso directo a una agradable terraza) y los otros dos interiores, pero todos con excelente luz natural gracias a la altura y doble orientación de la vivienda. Salón-comedor exterior, luminoso y acogedor, ideal para relajarse o compartir momentos en familia, con salida visual al entorno urbano. Cocina independiente, funcional, con múltiples posibilidades de redistribución o reforma según tus necesidades. 1 baño completo, equipado con plato de ducha y ventilación natural. Suelos de Parquet, ventanas de climalit, aire acondicionado en un dormitorio y el salón y calefacción central.  Ideal como vivienda habitual, inversión o proyecto de reforma. Estado actual: El piso se encuentra actualmente alquilado, con próxima salida de los inquilinos, lo que permite al comprador disponer de la vivienda en breve plazo, ya sea para entrar a vivir o para acometer una reforma personalizada. Los gastos de comunidad son de 150 euros mensuales. El IBI es de 600 euros anuales. Ubicación inmejorable: A pocos minutos a pie de varias estaciones de metro: Iglesia (Línea 1) Bilbao (Líneas 1 y 4) Alonso Martínez (Líneas 4, 5 y 10) Zona dotada con todos los servicios esenciales: supermercados, colegios, centros de salud, parques, tiendas de barrio y una amplia oferta cultural y de restauración. ¡No dejes pasar esta oportunidad única de vivir o invertir en una de las zonas más cotizadas de Madrid! Contáctanos en GLOBALPISO CHAMBERÍ para más información o para agendar tu visita. ¡Tu nuevo hogar te espera! *Globalpiso nunca solicita documentación ni dinero sin visitar la vivienda. *Financiación 100% a través del departamento financiero de Global Piso (H2B Hipotecas). La concesión está sujeta a las condiciones de la entidad financiera y al perfil del solicitante. *A tenor del Art. 6 del RD 515/1989, de 21 de abril, se informa al cliente que los gastos notariales, registrales, I.T.P., gastos financieros y otros inherentes a la compraventa no están incluidos en el precio de venta de la vivienda.",False,good,False,True,8524.0,True,False,True,False,[],False,False,895000.0,€,,,flat,,"Trafalgar, Madrid",Piso,Trafalgar,,,,
108703422,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/8a/7e/1352620287.webp,4586,27,3,1150000.0,penthouse,sale,180.0,True,3,2,calle de Pérez Cidón,Madrid,Madrid,Ciudad Lineal,es,40.4438101,-3.6394144,False,https://www.idealista.com/inmueble/108703422/,"En Arturo Soria, se vende ático dúplex de 150 metros cuadrados útiles con tres habitaciones y dos baños.   En la planta de acceso nos encontramos con una cocina totalmente amueblada, el gran salón comedor y una habitación con baño en suite. En la parte superior, está la habitación principal, con vestidor, este puede ser utilizado también como la tercera habitación y baño en suite. Desde esta habitación accedemos a la terraza de la casa, con unas inmejorables vistas y sin duda, un lugar único de descanso. Completa la vivienda dos plazas de garaje y un trastero en la propia finca. La zona de Arturo Soria cuenta con todo lo que puedas necesitar para el día a día como zonas comerciales, muchos colegios, así como algunos de los más importantes centros médicos de la ciudad. Es una zona que está muy bien comunicada, tanto por metro como por varias líneas de autobuses, con paradas muy cerca de la vivienda.",False,good,False,True,6389.0,True,True,False,False,[],False,False,1150000.0,€,True,True,flat,penthouse,"Concepción, Madrid",Ático en calle de Pérez Cidón,Concepción,,,,
108542756,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/4a/da/1348004435.webp,11756,53,,155000.0,chalet,sale,153.0,,3,2,Barrio de la Cruz,Madrid,Fuentidueña de Tajo,,es,40.1127861,-3.1659004,False,https://www.idealista.com/inmueble/108542756/,"Ubicado en un entorno privilegiado, este chalet en Fuentidueña de Tajo ofrece la combinación perfecta entre tranquilidad, naturaleza y potencial. Más que una propiedad, es una oportunidad para diseñar un hogar único, adaptado a tus sueños y necesidades. � Características principales: •Planta baja completamente adaptada: 3 habitaciones, salón-comedor con acceso directo a la parcela, cocina y 2 baños (uno en suite). Diseñado con pasillos más amplios para mayor accesibilidad. •Ventanas de alta calidad: climalit de doble acristalamiento con rotura de puente térmico y sistema oscilobatiente. •Confort todo el año: aire acondicionado. •Primera planta con buhardilla: un gran espacio polivalente con acceso a una soleada terraza solárium con magníficas vistas. Ideal como estudio, zona de juego, despacho o almacenamiento. � Vivienda para terminar a tu gusto: El interior de la vivienda está pendiente de acabados (suelos, pintura, puertas, cocina y sanitarios), lo que te permite personalizarla completamente. ¿Te gustaría instalar aerotermia? ¡Este es el momento perfecto para hacerlo! ➡️ Podemos entregarte un presupuesto profesional completo para finalizar la obra, ajustado a tus preferencias y necesidades. � Ubicación perfecta: Situado en Fuentidueña de Tajo (Madrid), en una zona tranquila, segura y rodeada de naturaleza, ideal para quienes valoran la calidad de vida: •Parques infantiles, colegios, supermercados y transporte. •Un entorno perfecto para amantes del deporte al aire libre, las mascotas y quienes desean criar a sus hijos lejos del estrés urbano. •A solo 45 minutos de Madrid, perfecta como vivienda habitual o segunda residencia. � Precio muy competitivo Esta propiedad ofrece una relación calidad-precio inmejorable en el mercado actual. Es una inversión inteligente para quienes buscan calidad de vida y futuro. � Contacta con nosotros para más información o agendar una visita. Descubre el lugar donde construirás tu próxima historia. � Impuestos y gastos NO INCLUIDOS: ITP, IVA, IAJD, Notaría, Registro, Gestoría, Tasación, etc. � ¿Necesitas ayuda con tu hipoteca? Te ofrecemos un estudio financiero gratuito. ¡Estamos para ayudarte!",False,good,False,,1013.0,True,False,False,False,[],False,False,155000.0,€,True,True,chalet,semidetachedHouse,Fuentidueña de Tajo,Chalet pareado en Barrio de la Cruz,,,,,
