propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.parkingSpacePrice
107122708,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/3b/33/1303711940.webp,,60,,759000.0,chalet,sale,287.0,,5,4,calle del Océano Atlántico,Madrid,Tres Cantos,Segunda Fase,es,40.5968782,-3.6980092,False,https://www.idealista.com/inmueble/107122708/,"¿Buscas el lugar perfecto para ti y tu familia? Este chalet adosado tiene todo lo que necesitas para disfrutar de cada rincón con comodidad y estilo. Un diseño pensado para ti:  Este hogar se distribuye en tres plantas más un sótano con acceso directo desde la vivienda. Cada espacio está cuidadosamente diseñado para aprovechar al máximo la luz natural y ofrecer una distribución práctica y acogedora.  . Planta Baja: -Patio: Un espacio ideal para el verano, con piscina privada para chapuzones y momentos inolvidables con los amigos.  -Salón- comedor: Perfecto para relajarte y compartir con tu familia, con una zona de comedor que se integra de manera natural. -Cocina independiente: Amplia, funcional y con espacio para una mesa de hasta cuatro personas. -Aseo de cortesía: Práctico y cómodo para las visitas. . Planta primera: -Tres dormitorios luminosos y espaciosos: Todos con armarios empotrados para que el orden nunca sea un problema. Uno de ellos tiene además una terraza privada para desconectar al aire libre y un baño privado. -baño completo adicional . Buhardilla: Un espacio versátil que cuenta con dos habitaciones de gran tamaño, una de ellas con baño en suite y un jacuzzi para disfrutar de momentos de relax únicos. . Sótano con acceso directo: -Garaje grande: Con espacio para dos coches. -Lavadero y trastero -Salón con terraza: Ideal como despacho, sala de juegos o para reuniones, con acceso a un encantador patio que añade luz y amplitud. Esta vivienda cuenta con una ubicación privilegiada en una de las zonas más exclusivas de Tres Cantos, cerca de la carretera M-607, para que moverte sea rápido y cómodo. A pasos andando de Alcampo y a un minuto de la Avenida Los Artesanos, con diversos servicios cercanos como: restaurantes, cafeterías, bancos, compañías de seguros, entre otros. Ven a descubrir este hogar lleno de posibilidades.  ¡Te esperamos para que lo veas y te enamores! - NO COBRAMOS HONORARIOS AL COMPRADOR - ENCUÉNTRANOS EN EL C. C. EL VENTANAL (FRENTE A H&M).",True,good,False,,2645.0,False,False,False,False,[],False,False,759000.0,€,True,True,chalet,"Segunda Fase, Tres Cantos",Chalet adosado en calle del Océano Atlántico,,,,,terracedHouse,
108474189,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/6b/9d/1345932620.webp,,25,2,540000.0,flat,sale,85.0,True,3,1,calle de San Carlos,Madrid,Madrid,Centro,es,40.4113389,-3.6998263,False,https://www.idealista.com/inmueble/108474189/,"Exterior con muchisima luz. Tres dormitorios dobles y salon. Todos los ambientes a la calle con balcones. Aire acondicionado en todo el apartamento. Techos altos. En el centro de Madrid. A pasos del metro y los sitios turísticos mas importantes de Madrid. Museos, teatros, restaurantes, bares trending. Reformado a nuevo. Incluye muebles. Para entrar a vivir ya.",False,good,False,False,6353.0,False,False,False,False,[],False,False,540000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de San Carlos,Lavapiés-Embajadores,570000.0,30000.0,5.0,,
107209824,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/76/e2/1307220341.webp,Getafe.,3,4,135000.0,flat,sale,69.0,True,3,1,calle Valencia,Madrid,Getafe,Juan de la Cierva,es,40.3094175,-3.7214789,False,https://www.idealista.com/inmueble/107209824/,"*****Refor Servicios Inmobiliarios***** PISO OCUPADO.  Oportunidad sólo para inversores. *Procedimiento de desocupación puesto en marcha. *El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de 69 m², de 3 dormitorios y 1 baños, en venta en Getafe.  *Se trata de un piso de 69 m² distribuidos en salón-comedor, cocina amueblada, 3 dormitorios y 1 baños.  *La vivienda se sitúa en el núcleo de la población, teniendo buenos accesos por carretera.  *También ofrece conexión por transporte público al estar cerca de varias paradas de autobús, de metro Juan De La Cierva y la estación de tren. *En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. *Por todo ello, la convierten en una propuesta inteligente y una estupenda opción para construir un hogar. *****Refor Servicios Inmobiliarios*****.",False,good,False,False,1957.0,True,False,False,False,[],False,False,135000.0,€,,,flat,"Juan de la Cierva, Getafe",Piso en calle Valencia,,,,,,
107509487,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/4c/5a/1314594250.webp,alcorcon,35,8,350000.0,flat,sale,90.0,True,3,1,calle Cisneros,Madrid,Alcorcón,Centro,es,40.3437118,-3.8337834,False,https://www.idealista.com/inmueble/107509487/,"Piso luminoso de tres dormitorios, baño completo, cocina y terraza. Precio negociable. Cuenta con piscina comunitaria, zonas verdes y garaje. El piso de 90 metros cuenta con un amplio comedor, con terraza orientado al este. Los tres dormitorios son de buen tamaño. El principal tiene armarios de obra. La amplia cocina tiene espacio suficiente para poder comer en ella e incluso, poner una isla. La cocina tiene una pequeña terraza acristalada. El edificio cuenta con una gran piscina comunitaria, zona ajardinada y una zona de arena para parque infantil. La urbanización no tiene garaje, pero el propietario adquirió una plaza de garaje que se encuentra fuera del edificio y está justo enfrente de la urbanización situado debajo del teatro Buero Vallejo. La comunidad de la plaza de garaje se paga cada 3 meses. Servicio de conserje todo el día de Lunes a Viernes, que se ocupa de la portería y la limpieza, por lo que el portal siempre está vigilado. La entrada del portal está adaptado para personas mayores, carros de niños y personas con discapacidad. La calefacción es central, cuenta con contadores individuales. Aire acondicionado en el comedor. Puerta blindada. El agua se incluye dentro del recibo de la comunidad. Su ubicación es muy buena. Está rodeado de paradas de autobuses que comunican con diferentes puntos de Alcorcón y Madrid. Los autobuses van a la estación de Príncipe Pío. La estación de cercanías (C5) y el metro de Alcorcón Central (L12) está a 6 minutos andando. La estación de cercanías de Las Retamas (C5) a menos de 10 minutos andando. El Centro de Salud está al lado, 5 minutos andando y El Hospital Universitario Fundación Alcorcón se encuentra tan solo a menos de 15 minutos andando. El Hospital Quironsalud Sur a 18 minutos. Es un barrio con todos los servicios necesarios. Los colegios cercanos cubren la educación desde infantil, secundaria, institutos. Cuenta con supermercados como Ahorramás a 2 minutos, Mercadona y Dia. También tiene pequeñas tiendas y Mercado. Hay también mucha oferta de restauración para él ocio. El Teatro Municipal Buero Vallejo, está justo enfrente de la Urbanización. Zonas deportivas como Polideportivo y Estadio Municipal Santo Domingo muy cercanos. ABSTENERSE DE LLAMAR AGENCIAS O INVERSORES. Precio 350.000 € 3.889 eur/m2 110 €/mes de gastos de comunidad Características básicas 90 m2 útiles/construidos 3 dormitorios 1 baño Terraza y terraza en la cocina Segunda mano/Buen estado Armarios empotrados en habitación principal Año de construcción: 1976 Este Plaza de garaje externa incluida en el precio.",False,good,False,True,3889.0,False,False,False,False,[],False,False,350000.0,€,True,True,flat,"Zona Renfe, Alcorcón",Piso en calle Cisneros,Zona Renfe,,,,,
106278490,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/3d/3c/1278015790.webp,AR02872,16,1,595000.0,flat,sale,68.0,False,1,1,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4264944,-3.6766273,False,https://www.idealista.com/inmueble/106278490/,"Piso nuevo de una habitación, reformado en una de las mejores zonas del barrio de Salamanca, ya que se encuentra a escasos minutos del metro Goya, y de las prestigiosas calles Goya y Hermosilla. La vivienda cuenta en una primera planta interior con ascensor, con cocina americana, amplios armarios empotrados, aire acondicionado, y calefacción central: gas. El portal del edificio es de lujo, y está adaptado para personas con movilidad reducida. Quien adquiera esta vivienda, no solo se encontrará a escasos metros del agradable parque de El Retiro, si no que también tendrá muy a manos importantes centros comerciales como El Corte Inglés, y prestigiosos restaurantes y tiendas de lujo.",True,good,False,True,8750.0,False,False,False,False,[],False,False,595000.0,€,,,flat,"Goya, Madrid",Piso,Goya,,,,,
108730523,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/7a/4c/1353449967.webp,,26,4,359900.0,penthouse,sale,74.0,True,1,1,calle de Santiago de Masarnau,Madrid,Madrid,Ciudad Lineal,es,40.4323564,-3.6608437,False,https://www.idealista.com/inmueble/108730523/,"VIVIENDA EN VENTA CON TECNOCASA DEL CARMEN! Presentamos este fantástico ático exterior ubicado en la zona de Calle Cyesa, Santiago Masarnau, Antonio Pirala, en una cuarta planta sin ascensor, con impresionantes vistas despejadas a la Plaza de Toros de Ventas. La vivienda cuenta con 72 m² construidos más una terraza de 20 m², perfecta para disfrutar del aire libre y las vistas. Se distribuye en un amplio dormitorio exterior, salón con salida directa a la terraza, cocina independiente y baño completo. Se hizo instalación electrica, puertas de roble, Ventanas climalit con rotura de puente termico. Rodapies nuevos. Plato de ducha. Ubicada en una zona en plena transformación urbana, junto al proyecto de soterramiento de la M-30 en Ventas, que finalizará en 2027. Esta ambiciosa obra conectará el barrio de Salamanca con El Carmen y creará una nueva superficie de 17.000 m², de los cuales el 50% estará destinado a zonas verdes, mejorando notablemente la calidad de vida y revalorizando toda la zona. Gastos de comunidad: 35€/mesIBI: 300€/año aprox. ITE favorable Precio: 365.000 Una oportunidad única de inversión o vivienda habitual en una de las zonas con mayor proyección de Madrid. ¡Contáctanos en Tecnocasa del Carmen y agenda tu visita!",False,good,False,False,4864.0,False,False,False,False,[],False,False,359900.0,€,,,flat,"Ventas, Madrid",Ático en calle de Santiago de Masarnau,Ventas,,,,penthouse,
107425446,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/f8/a0/1316336470.webp,,33,,1850000.0,chalet,sale,215.0,,3,2,calle Ebro,Madrid,Valdemorillo,Pino Alto - Navarredonda,es,40.5124454,-4.0474096,False,https://www.idealista.com/inmueble/107425446/,"Si buscas tranquilidad, espacio y una conexión única con la naturaleza sin renunciar a la comodidad a un paso de la ciudad, esta propiedad es para ti. Chalet rústico de 215 m2 construidos en una sola planta; acogedor y funcional.  Tres amplias habitaciones con armarios empotrados y dos baños completos con bañera y ducha. Salón comedor amplio pero acogedor con salón y chimenea para disfrutarla en invierno. Cocina rústica practica y perfectamente equipada con lavandería independiente para mayor comodidad. Garaje para dos coches y terraza con vistas panorámicas impresionantes y pozo propio con agua de manantial. Todo esto sin olvidar que esta rodeado de un entorno de 51 hectáreas de monte con encina, enebro, robles etc.. . ofreciendo una privacidad absoluta y unas vistas impresionantes a la sierra de Guadarrama y a la ciudad.",False,good,False,,8605.0,False,False,False,False,[],False,False,1850000.0,€,True,True,chalet,"Pino Alto - Navarredonda, Valdemorillo",Casa independiente en calle Ebro,,,,,independantHouse,
106957885,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/8d/f0/1298712171.webp,VT332,24,1,219900.0,flat,sale,42.0,True,1,1,calle del Barranco del Novillo,Madrid,Madrid,Villa de Vallecas,es,40.3712217,-3.6116983,False,https://www.idealista.com/inmueble/106957885/,"Precioso apartamento seminuevo en urbanización privada con piscina comunitaria, conserje, etc.. . Cerca de metro, supermercados, zona comercial, etc.. . Con plaza de garaje y trastero incluidos en el precio. Es una vivienda con 1 dormitorio con cama de matrimonio, amplio salón con cocina americana amueblada y equipada con electrodomésticos, frigorífico, lavadora, horno, campana, etc.. . Cuarto de baño con ducha, gran trastero maletero en la vivienda y trastero independiente, calidades de lujo, disponible para entrar a vivir ya! IDEAL PARA INVERSORES!",False,good,False,True,5236.0,False,False,False,False,[],False,False,219900.0,€,True,True,flat,"Ensanche de Vallecas - La Gavia, Madrid",Piso en calle del Barranco del Novillo,Ensanche de Vallecas - La Gavia,,,,,
108384410,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/db/0a/1342512726.webp,,23,bj,230000.0,flat,sale,96.0,False,3,1,calle de Fuente de Piedra,Madrid,Madrid,Puente de Vallecas,es,40.3807899,-3.6418505,False,https://www.idealista.com/inmueble/108384410/,"***Oportunidad de Piso en venta en Madrid*** Se vende acogedor piso en planta baja, ideal para familias, parejas o como inversión.  El inmueble actualmente tiene inquilinos con contrato hasta el 2028 notificados de la venta La vivienda cuenta con 3 amplios dormitorios, 1 baño completo, salón-comedor y cocina independiente. Ubicado en una zona tranquila y bien comunicada del distrito de Villa de Vallecas, este inmueble ofrece cercanía a transporte público, comercios, colegios y zonas verdes. ¡No dejes pasar esta oportunidad de vivir o invertir en una zona con alta demanda en Madrid! Comunidad 63€ IBI 300€.",False,good,False,True,2396.0,False,False,False,False,[],False,False,230000.0,€,,,flat,"Palomeras sureste, Madrid",Piso en calle de Fuente de Piedra,Palomeras sureste,,,,,
107642334,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/62/ca/1318521254.webp,,43,,605000.0,chalet,sale,194.0,,5,3,calle Miralrío,Madrid,Rivas-Vaciamadrid,Casco Histórico,es,40.3281519,-3.5145298,False,https://www.idealista.com/inmueble/107642334/,"-'Agencia Inmobiliaria Tecnocasa Rivas Vaciamadrid '' Agencia inmobiliaria Tecnocasa Rivas Pueblo - Rivas Futura. Vende en exclusiva chalet en calle Miralrío. Excelente chalet en la zona de Rivas-Vaciamadrid, una de las mejores zonas de Rivas en cuanto a conexiones y servicios. Hay centro comerciales como c. C h2o, además de cadenas de supermercados como Alcampo, dia, ahorramas, farmacia, peluquería, guardería, alimentación, bares, nuevo hospital HM, centro medico Lagos de Rivas auditorio miguel ríos, todo a unos minutos. -Construida en el año 1997. La vivienda tiene 197m construidos, sobre una parcela de 335m2, cuenta con 5 habitaciones y 3 baños, salón, cocina y garaje. En la planta baja nos encontramos: -Cocina equipada, con espacio suficiente para poder poner una mesa y hacer vida completa en ella. -Salón con aire acondicionado y salida directa al jardín trasero - Aseo con ventana. -Habitación en planta. En la primer planta tenemos: - 3 dormitorios individuales, todos con armario empotrado. Todos los dormitorios exteriores. - Dormitorio principal, cuenta con aire acondicionado. - 2 Baños completos, con bañera. Por ultimo la vivienda tiene posibilidad de abrir bohardilla. El garaje tuvo una remodelación, consiguiendo capacidad para hasta 2 coches, y ganando espacio para una habitación en la planta baja. ¡MEJOR VER! FINANCIACIÓN AL 100% CON NUESTRO DEPARTAMENTO FINANCIERO KIRON.",False,good,False,,3119.0,False,False,False,False,[],False,False,605000.0,€,True,True,chalet,"Casco Histórico, Rivas-Vaciamadrid",Casa independiente en calle Miralrío,,,,,independantHouse,
108885579,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/23/c9/1357929696.webp,,12,2,1879000.0,flat,sale,145.0,True,3,3,"CL ALCALA, 175",Madrid,Madrid,Barrio de Salamanca,es,40.4268294,-3.6721245,True,https://www.idealista.com/inmueble/108885579/,"Exclusiva vivienda en plena calle Alcalá, vivienda en segunda planta, exterior, 3 dormitorios y 3 baños, edificio señorial con porteria.",False,good,False,True,12959.0,False,False,False,False,[],False,False,1879000.0,€,,,flat,"Goya, Madrid","Piso en Cl Alcala, 175",Goya,,,,,
108212967,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/e3/38/1337288398.webp,PIS0355,62,1,1245000.0,flat,sale,117.0,True,3,2,calle de Núñez de Balboa,Madrid,Madrid,Barrio de Salamanca,es,40.4382004,-3.681038,False,https://www.idealista.com/inmueble/108212967/,"Nos complace presentar esta impresionante vivienda para reformar en la Calle Nuñez de Balboa, en el codiciado barrio de Salamanca, Madrid.  Este elegante piso en la prima planta ofrece 117 m² además de una coqueta terraza con vistas despejadas. La propiedad incluye dos amplias habitaciones y dos baños ( uno de los completo), amplio salón dividido en estancias, que proporcionan un espacio cómodo y funcional. La cocina está completamente equipada. La vivienda cuenta con calefacción y A/C por split, ascensor, plaza de parking y portería. Vivir en el barrio de Salamanca es sinónimo de lujo y exclusividad.  Este distrito combina la tranquilidad residencial con la vitalidad urbana, ofreciendo una amplia oferta cultural y de ocio. Cerca se encuentran lugares emblemáticos como la Milla de Oro y el Museo Lázaro Galdiano, además de prestigiosas tiendas y restaurantes gourmet. Esta es una oportunidad única de adquirir una propiedad de lujo en uno de los barrios más prestigiosos de Madrid, combinando modernidad, comodidad y una ubicación inmejorable. Para más información no dude en ponerse en contacto con nosotros, estaremos encantados de atenderle. [IW].",True,good,False,True,10641.0,False,False,False,False,[],False,False,1245000.0,€,,,flat,"Castellana, Madrid",Piso en calle de Núñez de Balboa,Castellana,,,,,
108806386,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/26/0a/1355692974.webp,,19,4,156000.0,flat,sale,60.0,True,3,1,calle de Godella,Madrid,Madrid,Villaverde,es,40.3438195,-3.6871161,False,https://www.idealista.com/inmueble/108806386/,"Agencia inmobiliaria de MADRID zona SAN CRISTOBAL DE LOS ANGELES - COLONIA MARCONI, oficina TECNOCASA vende. Vivienda compuesta de entrada, salón muy amplio y luminoso, aire acondicionado, cocina amueblada, baño completo, tres dormitorios amplios, buena comunicación a través de Metro línea 3, parada San Cristóbal, cercanías RENFE línea C-3, estación San Cristóbal de los Ángeles', autobuses líneas 59, 79, Nocturno N-13, además el barrio cuenta con todos los servicios tanto de bancos, varios supermercados, institutos, colegios, guarderías, parques, ambulatorio San Cristóbal, polideportivo, pistas de frontón, el barrio está muy cerca de la M40, M45, A4, fácil acceso por Avenida de Andalucía.",False,good,False,False,2600.0,False,False,False,False,[],False,False,156000.0,€,,,flat,"San Cristóbal, Madrid",Piso en calle de Godella,San Cristóbal,,,,,
108461654,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/fa/45/1353438989.webp,REAL-0082B,55,,4200000.0,countryHouse,sale,150000.0,,5,4,Guadarrama,Madrid,Guadarrama,,es,40.6738873,-4.0921549,False,https://www.idealista.com/inmueble/108461654/,"Parcela de Ocio con una propiedad construida en la Sierra de Guadarrama. Impresionante vivienda de una sola planta. La propiedad se encuentra en excelente estado y ha sido cuidadosamente mantenida. Esta última cuenta con un amplio salón-comedor y cuatro habitaciones, todas en suite, perfecta para ser habitadas o explotadas como Airbnb o casita rural. ¡Oportunidad única! Se ofrece en venta una magnífica parcela de 15 hectáreas en la hermosa Sierra de Guadarrama, ideal para el desarrollo de actividades deportivas y de ocio relacionadas con la naturaleza. Con calificación urbanística como centro de actividades de ocio, este terreno ha sido el hogar del reconocido NATUROCIO PARK, un centro de aventura familiar que ofrecía una amplia gama de actividades, un restaurante y una zona de Chill Out, boxes para caballos, mini golf, splas de agua, lago barcas, pista para montar, etc. Dispone de un restaurante, una casa de guardeses y una impresionante vivienda de una sola planta. La propiedad se encuentra en excelente estado y ha sido cuidadosamente mantenida. Esta última cuenta con un amplio salón-comedor y cuatro habitaciones, todas en suite, perfecta para ser habitadas o explotadas como Airbnb o casita rural. Disfruta de vistas panorámicas a la Sierra de Guadarrama y de un entorno natural impresionante, todo ello a poca distancia del núcleo urbano y del afamado restaurante ""Sala"". Este terreno es la opción perfecta para emprendedores que deseen desarrollar un negocio de ocio o disfrutar de un estilo de vida único en un enclave privilegiado. ¡No dejes pasar esta oportunidad de inversión en un paraíso natural! Para más información, contáctanos.",True,good,False,,28.0,False,False,False,False,[],False,False,4200000.0,€,True,True,countryHouse,Guadarrama,Finca rústica,,,,,countryHouse,
108120062,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/fe/ee/1334440647.webp,CHA0314,27,,155000.0,chalet,sale,148.0,,4,1,Valdilecha,Madrid,Valdilecha,,es,40.295184,-3.3034894,False,https://www.idealista.com/inmueble/108120062/,"INMOBILIARIA TAGONIA vende en Exclusiva sus clientes una casa de pueblo con patio en la localidad de Valdilecha. La vivienda se encuentra en lo alto del Valle de Valdilecha lo que permite que sus vistas y luminosidad sean espectaculares. La vivienda consta de 4 dormitorios, todos ellos situados en la planta alta, acompañados de un baño que les da servicio.  En la planta baja encontramos el recibidor que da paso al salón y la cocina.  Toda la vivienda se encuentra rodeada por un gran patio donde podrás disfrutar del aire libre en un pueblo tranquilo y sin aglomeraciones. Contáctanos para realizar una visita. [IW].",False,good,False,,1047.0,False,False,False,False,[],False,False,155000.0,€,,,chalet,Valdilecha,Casa independiente,,,,,independantHouse,
108169131,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/68/4d/1335921662.webp,CDR001614,5,6,120000.0,flat,sale,66.0,False,2,1,"avenida de los Andes, 12",Madrid,Fuenlabrada,La Avanzada - La Cueva,es,40.295028,-3.7886501,True,https://www.idealista.com/inmueble/108169131/,"Somos OPORTUNALIA, entidad especializada en la realización de activos procedente de ejecuciones hipotecaria y procedimientos concursales.   INFORMACIÓN DE INTERÉS: • Inmueble procedente de ejecución hipotecaria en fase de cesión de remate • Operación no hipotecable • Visitas no disponibles • Situación posesoria desconocida • Deudas pendientes asociadas al inmueble desconocidas y asumidas por el adquirente (ejemplo IBI, tasas de basura, comunidad de propietarios…) • Impuestos transmisión asumidos por el adquirente • Nuestro equipo legal podrá tramitar el procedimiento judicial hasta la obtención de las llaves (consulta nuestros precios)   ¿Quieres saber más? Regístrate de forma gratuita en nuestra página web para estar al día de las oportunidades de inversión que vamos publicando y poder presentar tu oferta.   Contacta con nosotros y te explicaremos el procedimiento.   Te acompañaremos hasta la toma de posesión.   Para más información accede a nuestra página web oportunalia. com o mándanos un email a nuestro correo o llámanos a nuestro teléfono.",False,renew,False,True,1818.0,False,False,False,False,[],False,False,120000.0,€,,,flat,"La Avanzada - La Cueva, Fuenlabrada","Piso en avenida de los Andes, 12",,,,,,
108619869,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/69/af/1350152924.webp,RED-3070V,16,1,1740000.0,flat,sale,178.0,True,4,2,calle de Don Ramón de la Cruz,Madrid,Madrid,Barrio de Salamanca,es,40.429254,-3.6721452,False,https://www.idealista.com/inmueble/108619869/,"Descubre la elegancia y amplitud en el corazón de Goya. En una de las calles más exclusivas del barrio de Salamanca, se encuentra esta luminosa y sofisticada vivienda de 178 m², ubicada en la primera planta exterior de un edificio con ascensor.  Completamente reformada con calidades de alto nivel, ofreciendo un equilibrio perfecto entre elegancia clásica y confort contemporáneo. Gracias a su excepcional orientación a los cuatro puntos cardinales, la luz natural baña cada rincón de la vivienda a lo largo del día, potenciando aún más la amplitud de sus espacios y creando una atmósfera cálida y acogedora. La distribución interior ha sido cuidadosamente diseñada. Cuenta con cuatro amplios dormitorios con armarios empotrados, dos baños completos, una moderna y funcional cocina independiente y un generoso salón-comedor con acceso directo a una terraza privada, ideal para disfrutar de momentos de tranquilidad en pleno centro de Madrid. Entre sus comodidades destacan dos plazas de garaje incluidas en el precio, un trastero de gran utilidad y la calefacción central por gas, que garantiza el máximo confort en cualquier época del año. Una vivienda única, lista para entrar a vivir, que combina espacio, luz y sofisticación en una ubicación inmejorable, rodeada de todos los servicios, exclusivas boutiques, restaurantes de prestigio y excelentes conexiones de transporte. Cabe destacar que la vivienda a parte dispone dos plazas de garaje. Imprescindible adquirir el piso y las plazas de garaje por importe no incluido de 80.000€ *La información disponible ha sido facilitada por parte de la propiedad. Le recordamos que el anuncio no constituye precontrato y podría contener errores.",True,good,False,True,9775.0,False,False,False,False,[],False,False,1740000.0,€,True,False,flat,"Goya, Madrid",Piso en calle de Don Ramón de la Cruz,Goya,,,,,80000.0
108627553,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/70/8b/1350370935.webp,DUP0008,38,,195000.0,duplex,sale,60.0,True,1,2,Puerto de Navacerrada,Madrid,Cotos de Monterrey,,es,40.7951875,-3.6049318,False,https://www.idealista.com/inmueble/108627553/,"B2V InmobiliariA comercializa en EXCLUSIVA 12 LOFTS en Cotos de Monterrey Distribuidos en planta baja y altillo. Hay disponibles 2 tipologias -Planta baja de unos 60m2 útiles con un pequeño patio privado Están distribuidos en 2 alturas Estos disponen de una estancia independiente en planta baja, el resto es diáfano con un aseo de cortesía y zona de almacenaje en el bajo escalera Subiendo la escaleras nos encontramos con una zona de dormitorio, un armario empotrado y un baño completo con plato de ducha -Primera planta: de unos 50m2 útiles con un baño completo en planta superior En la planta baja encontramos una pequeña estancia con instalaciones para poner un baño o lo que se decida Subiendo las escaleras nos encontramos con una zona de dormitorio, un armario empotrado y un baño completo con plato de ducha Disponen de suelo radiante para calentar las estancias Ventanales de climalit Puerta seguridad INCLUYE 2 PLAZAS DE PARKING VENTURADA/COTOS DE MONTERREY Cotos de Monterrey es una Entidad Urbanística sita en la salida 49 de la autovía A1 sentido Burgos. Lugar privilegiado a 20min de Madrid rodeado de vegetación y campo con unas espectaculares vistas a la sierra Norte. Si no deseas mas el ajetreo de la ciudad, buscas tranquilidad y aire limpio pero por trabajo no puedes alejarte del núcleo urbano, entonces este es tu nuevo hogar. Venturada es el municipio más meridional de la comarca de la Sierra de La Cabrera, limitando con Navalafuente y Cabanillas de la Sierra, dentro de la misma comarca, Redueña y El Vellón, pertenecientes a la comarca del Valle del Jarama, y con Guadalix de la Sierra, de la Cuenca Alta del Manzanares. El término municipal de Venturada, uno de los pueblos de Madrid que se asienta entre dos valles, uno al este marcadamente abrupto que se ha formado por la confluencia de los arroyos Sacedón y Cabozo, y al oeste menos accidentado el paisaje está configurado por el Valle del Arroyo Albalá. La vegetación es variada debido a sus diferentes zonas topográficas, bosques de encina y vegetación de ribera en las faldas del valle, y un quejigar que crece sobre yesos que constituye un ejemplo destacado dentro de la botánica de la zona. Una importante red de vías pecuarias cruza el municipio. En transporte público se puede acceder mediante las siguientes líneas de autobús. Seis de ellas inician su recorrido en el intercambiador de Plaza de Castilla (una de ellas es nocturna) y las otras dos conectan el municipio con otros de la zona. PRECIO 195.000 € 3.250 eur/m2 Características básicas 60 m² construidos 1 dormitorio 2 baños Terraza Segunda mano/Buen estado Armarios empotrados Año de construcción: 2007 Plaza de garaje incluida en el precio Certificación energética Consumo: (IPE no indicado) Emisiones: (IPE no indicado) Edificio Bajo, Exterior Con ascensor Equipamiento Número plantas edificio: 2 Terraza: 16m² Calefacción: Individual Combustible calefacción: Gas natural Puerta de seguridad Tipo de suelo: Gres Jardín Ubicación Puerto de Navacerrada 1, Cotos de Monterrey Bajo Urbanización COTOS DE MONTERREY Cotos de Monterrey, Madrid [IW].",False,good,False,True,3250.0,False,False,False,False,[],False,False,195000.0,€,True,True,flat,Cotos de Monterrey,Dúplex en Puerto de Navacerrada,,,,,duplex,
108824004,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/44/86/1356185875.webp,TR0254949,4,4,129900.0,flat,sale,69.0,True,3,1,"CL ARROYO FONTARRON, 127",Madrid,Madrid,Moratalaz,es,40.3994401,-3.6456864,True,https://www.idealista.com/inmueble/108824004/,"Inmueble de Subasta Judicial en Cesión de Remate. Madrid. Piso con una superficie de 69 m², esta vivienda cuenta con 3 dormitorios y 1 baños. Está situada en una zona residencial consolidada, rodeada de servicios, comercios y transporte público. La adquisición se realizará exclusivamente a través del proceso de Subasta Judicial. El precio publicado es una orientación del posible valor de adjudicación. Toda la información está disponible públicamente en el Boletín Oficial del Estado. Nota: •No es posible hipotecar el inmueble •Inmueble no visitable.",False,good,False,False,1883.0,False,False,False,False,[],False,False,129900.0,€,,,flat,"Fontarrón, Madrid","Piso en Cl Arroyo Fontarron, 127",Fontarrón,,,,,
