propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108851443,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/1e/cc/1356981453.webp,18,bj,181550.0,flat,sale,64.0,True,1,1,Barrio Casco Antiguo,Madrid,Alcorcón,Centro,es,Casco Antiguo,40.3483723,-3.8265995,False,https://www.idealista.com/inmueble/108851443/,"¡Descubre tu nuevo hogar en este espectacular piso a estrenar de 64 m²!  Con un diseño contemporáneo y paredes lisas, este espacio se adapta perfectamente a un estilo de vida moderno y cómodo. La opción de elegir entre 1 o 2 dormitorios te permite personalizar el ambiente según tus necesidades. Los suelos porcelánicos de alta calidad aportan elegancia y durabilidad, mientras que las ventanas climalit garantizan un aislamiento acústico excepcional y mantienen la temperatura ideal en cualquier época del año. Ubicado en un bajo exterior con ascensor, este piso ofrece una gran luminosidad y comodidad. Además, puedes optar por incluir un trastero en planta, ideal para almacenar todo lo que necesites. El entorno cuenta con una variedad de servicios y comodidades al alcance, lo que facilita tu día a día. No dejes pasar esta oportunidad única de vivir en un espacio que combina estilo, confort y funcionalidad. ¡Ven a verlo y enamórate de tu futuro hogar! Necesitas financiación? Consúltanos y conseguimos para tí la mejor hipoteca del mercado, ya que contamos con departamento financiero propio.",False,good,False,True,2837.0,False,False,False,False,[],False,False,181550.0,€,flat,"Casco Antiguo, Alcorcón",Piso,Destacado,,,,,,,,
108428247,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/5f/d8/1344579394.webp,24,4,179900.0,flat,sale,75.0,True,3,1,Barrio 12 de Octubre-Orcasur,Madrid,Madrid,Usera,es,12 de Octubre-Orcasur,40.3689945,-3.6990217,False,https://www.idealista.com/inmueble/108428247/,"¡ MB GESTIÓN INMOBILIARIA TE OFRECE PISO EN ZONA DOCE DE OCTUBRE - ORCASUR DE MADRID! Vivienda de 75m2 distribuido del siguiente modo: Hall distribuidor de entrada, salón comedor con salida a estupenda terraza acristalada, cocina amueblada y equipada con horno, placa de gas, lavadora, frigorífico y microondas, 3 amplios dormitorios y un cuarto de baño completo con bañera. La vivienda cuenta con buenas calidades en sus acabados entre ellos encontraremos suelos cerámicos, carpintería interior de sapelly, carpintería exterior de aluminio, calefacción individual de gas natural y puerta principal blindada. La zona cuenta con todos los servicios necesarios a su alrededor, fácil acceso a la carretera M-40 y carretera de Andalucía, próximo a hospital 12 de Octubre, Escuelas Infantiles, colegios, institutos, supermercados, transporte público como paradas de autobuses y estación de Metro, zonas de ocio y restauración, Centro municipal deportivo, Parques.. . Precio: 179.900 Euros   MB GESTIÓN INMOBILIARIA ""Su satisfacción, nuestro compromiso"" Tu inmobiliaria de referencia en la Zona Sur de Madrid.",False,good,False,True,2399.0,False,False,False,False,[],False,False,179900.0,€,flat,"12 de Octubre-Orcasur, Madrid",Piso,Destacado,2028,,,,,,,
84123065,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/9f/46/632647290.webp,48,7,1800000.0,penthouse,sale,220.0,True,3,3,Barrio Guindalera,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4334255,-3.6605297,False,https://www.idealista.com/inmueble/84123065/,"Excelente ático exterior situado en la mejor zona del distrito Salamanca-Guindalera, vivienda reformada con amplia terraza y garaje de acceso directo. El edificio dispone de piscina y gimnasio. Piso muy luminoso con amplias estancias para entrar a vivir en zona dotada de todo tipo de servicios. Exclusive World Home by inmomar intermediación, es una empresa joven y con experiencia, caracterizada principalmente por su transparencia, respeto, por un servicio personalizado, atento y exclusivo, con la finalidad de que nuestros clientes, compradores y vendedores, tengan un punto de encuentro donde puedan ver realizadas sus aspiraciones con las máximas garantías. Inmomar intermediación, es una inmobiliaria especializada principalmente en los distritos de salamanca, retiro, chamberí y chamartín, con un objetivo claro, seguir mejorando en la calidad de nuestros servicios.",False,good,False,True,8182.0,False,False,False,False,[],False,False,1800000.0,€,flat,"Guindalera, Madrid",Ático,Destacado,7901,True,True,penthouse,,,,
107951217,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/af/46/1098899062.webp,34,,2235000.0,chalet,sale,280.0,,5,5,Encinar de los Reyes,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5106564,-3.6500593,False,https://www.idealista.com/inmueble/107951217/,"Magnífico chalet en El Encinar de los Reyes con una superficie construida total de unos 300m2 construidos y un precioso jardín de 750m con piscina privada. Su distribución es de la siguiente manera: - La planta de entrada cuenta con vestíbulo con armarios, y una habitación con baño completo. - La planta principal alberga un amplio salón comedor en varios ambientes y chimenea. La cocina con office y zona de lavado independiente. Y en la zona de descanso, 2 dormitorios (originalmente 3) y 2 baños. El principal con baño en suite, vestidor y sauna.  Completa esta planta una agradable terraza de unos 20m. Fuera de la casa hay otras 2 estancias independientes, cada una alberga 1 dormitorio y 1 baño, y una de ellas tiene preinstalación de cocina. Calefacción mediante gas natural. 2 plazas de garaje. La urbanización cuenta con pista de pádel y piscina.",False,good,False,,7982.0,False,False,False,False,[],False,False,2235000.0,€,chalet,"Encinar de los Reyes, La Moraleja",Chalet pareado,Destacado,V0236,True,True,semidetachedHouse,,,,
108857558,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/b3/36/1357168226.webp,12,bj,275000.0,flat,sale,60.0,True,2,1,calle Sallaberry,Madrid,Madrid,Carabanchel,es,Opañel,40.3911512,-3.7212227,False,https://www.idealista.com/inmueble/108857558/,"¡Bienvenido a tu nuevo hogar en Carabanchel! Este luminoso piso de planta baja recién reformado es una joya que combina comodidad, estilo y espacio al aire libre. Situado en una ubicación privilegiada, ofrece acceso fácil a todas las comodidades de la vida urbana mientras disfrutas de la tranquilidad de un vecindario acogedor. Al entrar en este encantador espacio, te recibirá una sensación de amplitud y luminosidad gracias a su diseño abierto y sus grandes ventanales que permiten la entrada de luz natural. El salón es el lugar perfecto para relajarte y disfrutar de momentos de ocio en compañía de familiares y amigos. La cocina, totalmente equipada y moderna, es un espacio funcional donde podrás deleitar tus habilidades culinarias y crear deliciosas comidas.  Las dos habitaciones, ambas amplias y luminosas, ofrecen un refugio tranquilo para descansar después de un largo día. Además, el baño completamente renovado, garantiza comodidad y funcionalidad. Ubicado en el vibrante barrio de Carabanchel, tendrás a tu disposición una amplia gama de servicios, tiendas, restaurantes y zonas de ocio. Además, la excelente conexión de transporte público te permitirá desplazarte fácilmente por toda la ciudad. En resumen, este piso de planta baja recién reformado es la combinación perfecta de confort, estilo y conveniencia. ¡No pierdas la oportunidad de hacer de este lugar tu nuevo hogar en Madrid!",False,good,False,False,4583.0,False,False,False,False,[],False,False,275000.0,€,flat,"Opañel, Madrid",Piso en calle Sallaberry,Destacado,,,,,,,,
108242666,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/78/ec/1338229615.webp,28,bj,287900.0,duplex,sale,142.0,True,3,2,Casarrubuelos,Madrid,Casarrubuelos,,es,,40.1689593,-3.8326197,False,https://www.idealista.com/inmueble/108242666/,"¡Bienvenido a tu nuevo hogar! Este encantador piso dúplex en el corazón de Casarrubuelos te está esperando. Con una distribución ideal que incluye dos habitaciones dobles y una sencilla, es perfecto para familias o parejas que valoran la comodidad sin renunciar al estilo. La luminosidad natural inunda cada rincón gracias a su orientación este-oeste y los amplios ventanales con carpintería exterior de aluminio/climalit. Imagina preparar deliciosas recetas en tu cocina equipada mientras tus seres queridos disfrutan del acogedor comedor con acceso a balcones ideales para relajarse al aire libre. Los techos altos añaden un toque elegante y espacioso que realmente hace sentir como si estuvieras viviendo en casa de ensueño. Entre las comodidades destacan: aire acondicionado frío/calor para esos días calurosos, calefacción eficiente perfecta durante el invierno y armarios empotrados completamente revestidos donde podrás organizar todo lo necesario. Además, viene semi-amueblado ¡listo para adaptarlo según tu estilo personal! La ubicación no podría ser mejor; tendrás fácil acceso al transporte público (autobuses), así como cercanía a centros médicos, colegios e importantes parques infantiles perfectos para disfrutar momentos familiares inolvidables. No pierdas esta oportunidad única por solo €287900; conviértete en propietario(a) de esta espléndida vivienda lista para habitarse hoy mismo. Y recuerda: los gastos comunitarios son razonables — únicamente €78 mensuales.",True,good,False,False,2027.0,False,False,True,False,[],False,False,287900.0,€,flat,Casarrubuelos,Dúplex,Destacado,569,,,duplex,,,,
106977331,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/73/32/1299289165.webp,37,,238000.0,chalet,sale,160.0,,4,3,Carabaña,Madrid,Carabaña,,es,,40.2508796,-3.2382477,False,https://www.idealista.com/inmueble/106977331/,"DP2020 vende fabuloso chalet adosado de esquina, situado en la localidad madrileña de Carabaña, con unas vistas espectaculares y rodeado de naturaleza. La vivienda esta distribuida en dos plantas. La planta baja cuenta con amplio y luminoso salón comedor, cocina independiente, aseo y un dormitorio. Tanto el salón como la cocina tienen acceso a una bonita terraza. La primera planta se distribuye en tres dormitorios y dos baños, de lo cuales uno en suites. El inmueble cuenta con un amplio sótano con posibilidad de adecuarlo a su gusto como sala de juegos, bodega, zona de ocio etc. Dispone de garaje privado. La calefacción y agua caliente es mediante caldera de gas propano, las ventanas son de aluminio con climalit, para un mejor aislamiento, . Dispone de armarios empotrados en todos los los dormitorios. Al tratarse de un chalet en esquina cuenta con parcela para disfrutar del aire libre Ubicado en una zona tranquila con excelentes medios de transporte y todos los servicios necesarios a tu alcance. ¡Ven a descubrir tu nuevo hogar! No pierdas la oportunidad de vivir en un entorno natural y bien comunicado. Infórmate y visita sin compromiso! DP2020 la inmobiliaria de las familias exigentes, tu inmobiliaria de confianza!",False,good,False,,1488.0,False,False,False,False,[],False,False,238000.0,€,chalet,Carabaña,Chalet adosado,Destacado,cc224,True,True,terracedHouse,,,,
108397366,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/56/b0/1342981401.webp,7,3,1750000.0,flat,sale,125.0,True,3,3,calle de O'Donnell,Madrid,Madrid,Retiro,es,Ibiza,40.420721,-3.6697051,False,https://www.idealista.com/inmueble/108397366/,"Extraordinario piso ubicado en una de las zonas más demandadas de Madrid, muy cerca del parque de el Retiro. Este piso exterior en el barrio de Ibiza ofrece una excelente distribución con 3 dormitorios, los tres con baño en suite, mas aseo de cortesía. La vivienda que esta en la tercera planta, destaca por su luminosidad natural, gracias a su orientación y dos balcones que dan hacia la calle Odonell. El salón y la cocina, totalmente equipada, con las mejores calidades, ofrecen un espacio cómodo y funcional. Se entrega amueblado, listo para entrar a vivir. Una propiedad ideal tanto como residencia habitual como inversión, en una ubicación privilegiada a pocos pasos del Parque del Retiro y rodeada de todos los servicios. Cabe destacar que actualmente se encuentra en proceso de reforma, siendo este un proyecto dirigido por uno de los mejores estudios de Madrid.",False,good,False,True,14000.0,True,False,False,False,[],False,False,1750000.0,€,flat,"Ibiza, Madrid",Piso en calle de O'Donnell,Destacado,,,,,,,,
107812026,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/9e/a2/1324646071.webp,15,1,950000.0,flat,sale,100.0,False,2,2,calle de Ayala,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4283274,-3.6734065,False,https://www.idealista.com/inmueble/107812026/,"EDIFICIO PROTEGIDO. BARRIO SALAMANCA GOYA! . Se vende espectacular piso de diseño, amueblado de lujo con materiales de muy buena calidad, en edificio clásico y protegido de 1.900, por lo que no se puede modificar nada del mismo, muy tranquilo y luminoso. Al ser protegido no se puede poner ascensor aunque sólo tiene tres plantas y éste piso está en la primera planta.  Se compone de: - Hall de entrada con toda la pared de armarios empotrados hasta el techo de gran capacidad.  - Amplio salón comedor, cocina integrada con isla y electrodomésticos de primeras marcas. 4 ventanas con ventilación cruzada a patios muy luminosos.  - 2 dormitorios con amplios armarios empotrados.  - 2 baños completos, los dos con ventana.  Techos altos Vigas de madera en salón. Halógenos Aire acondicionado por conducto. Suelos de tarima  Radiadores de hierro Paredes con molduras Ventanas climalit con cuadrícula en cristal, lo que le da un aspecto muy elegante.  Edificio con diseño muy singular clásico y protegido, con azulejos antiguos muy bonitos. Toda la escalera en piedra, arcos tipo árabe en el patio, sólo 3 plantas, al lado de toda clase de servicios, líneas de autobuses, metro, hospitales, colegios, supermercados, comercios varios, a 15 minutos andando del Retiro. PISO MUY BUENO TANTO PARA VIVIR COMO PARA RENTABILIZAR DEBIDO A LA GRAN DEMANDA DE ALQUILERES EN LA ZONA! .  Goya es un barrio señorial del distrito de Salamanca, en Madrid. En este barrio se encuentran edificios de gran importancia, como el Palacio de los Deportes de la Comunidad de Madrid o La Real Casa de La Moneda. El barrio se encuentra limitado por la calle Don Ramón de la Cruz por el norte, la calle Príncipe de Vergara por el oeste, la calle Doctor Esquerdo por el este y la calle O'Donnell por el sur. NO DEJE DE VISITAR ÉSTE FANTASTICO PISO.",True,good,False,False,9500.0,False,False,False,False,[],False,False,950000.0,€,flat,"Goya, Madrid",Piso en calle de Ayala,Destacado,,,,,,,,
107755666,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/b0/81/1322381562.webp,36,,670000.0,chalet,sale,120.0,,3,3,Sector S,Madrid,Boadilla del Monte,Sector S,es,,40.4064806,-3.8842434,False,https://www.idealista.com/inmueble/107755666/,"VOhome propiedades ofrece este maravilloso chalet pareado en venta en el Sector S. La vivienda se distribuye en cuatro plantas: Planta principal: consta de hall recibidor, aseo de cortesía, cocina con office y salón-comedor con doble salida a un amplio jardín privado de 86 m². Primera planta: zona de descanso compuesta por 3 dormitorios y 2 baños completos, uno de ellos en suite en la habitación principal. Buhardilla: amplia estancia diáfana ideal como espacio de ocio, despacho o dormitorio adicional, con acceso a una terraza privada. Área de aparcamiento subterráneo: acceso privado al box garaje con capacidad para dos vehículos y conexión directa con la vivienda. Características adicionales: • Orientación Este/Oeste • Calefacción individual de gas natural • Finca del año 1999 • Urbanización con conserjería, piscina comunitaria al aire libre, zona de solarium y cuidadas zonas ajardinadas Gastos: • Comunidad: 125€/mes  • IBI: 580€/año  ¡No dude en venir a visitarla! Nosotros: En VOhome, queremos que se sienta como en casa. Con más de 10 años de experiencia en el sector y un equipo de más de 150 profesionales, hacemos que la compra de su inmueble sea más fácil. Para ello, contamos con diferentes servicios, propios y externalizados, como son: • Departamento financiero que le asesora completamente gratis en la obtención de su hipoteca, buscando siempre las mejores condiciones. • Departamento de Arquitectura, Jurídico y Gestión de mudanzas y guardamuebles. • Departamento de reformas y decoración, para ayudarle a convertir su inmueble en el hogar ideal. Contacte con nosotros para concertar una visita o solicitar más información. ¡No pierda la oportunidad!  En el precio de venta no están incluidos los gastos de compra (Impuestos de transmisiones patrimoniales, Notaría-Gestoría, Registro, y/o financiera).",False,good,False,,5583.0,False,False,False,False,[],False,False,670000.0,€,chalet,"Sector S, Boadilla del Monte",Chalet pareado,Destacado,IDE1250328,,,semidetachedHouse,,,,
