propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
103179735,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/0b/17/1345886292.webp,W-02U03I,25,1119000.0,flat,sale,139.0,3,3,calle de Tetuán,Madrid,Madrid,es,40.4185984,-3.7015703,False,https://www.idealista.com/inmueble/103179735/,"Amplia propiedad junto a la Puerta del Sol Engel & Völkers presenta esta amplia propiedad en el epicentro del barrio de Sol. Ubicada en un edificio de 1880 bien conservado característico de la zona, ha sido completamente reformada con calidades de lujo. Se ofrece íntegramente equipada con electrodomésticos de alta gama y amueblada con muebles de diseño realizados a medida. Traspasando el umbral de entrada, nos encontramos la diáfana zona que ocupa la cocina, separada visualmente de la entrada por una práctica barra de desayunos, ideal igualmente como área de trabajo. Las tonalidades claras protagonizan este espacio en el que la madera aporta igualmente calidez a un espacio en el que no faltan detalles de calidad, como los revestimientos de piedra de la encimera y el frente, en la misma tonalidad cromática. Comunicada con ella nos encontramos en primer término el acogedor comedor y encadenado a este último espacio, el área que ocupa el salón, que cuenta con un soleado balcón a la calle gracias a su exposición oeste y lo despejado de sus vistas. La misma exposición con la que cuenta uno de los tres dormitorios de la propiedad, con baño en suite, situado junto al salón. En todos los ambientes impera la misma tonalidad de colores cálidos. La zona privada de la propiedad, que arranca hacia el extremo opuesto desde la entrada, nos lleva a estancias más tranquilas dedicadas al descanso, el dormitorio principal con baño en suite, en el que se encuentra una bañera exenta además de la ducha, y su amplio vestidor, y el tercer dormitorio, así como el baño completo de invitados.  Esta espaciosa propiedad dispone de aire acondicionado por conductos, calefacción individual de gas con radiadores y de un sistema de iluminación a base de luces led, que aportan gran calidez a cada una de sus estancias. Una propiedad muy atractiva, tanto para inversores como para quienes quieran vivir rodeados con todo tipo de servicios en pleno casco histórico de Madrid a escasos minutos andando de algunos principales centros de interés de la capital. La propiedad se encuentra situada a un minuto andando de la emblemática Puerta del Sol y a escasos minutos de la Gran Vía o el nuevo complejo de lujo Canalejas, entre otras zonas de interés. Su excelente ubicación está rodeada de numerosas líneas de autobuses, así como de estaciones tanto de la red de metro como de Cercanías, además de varias paradas de taxi. El barrio cuenta con una variada dotación, tanto a nivel comercial, con grandes almacenes y tiendas de las principales marcas nacionales y extranjeras, como hotelero, con establecimientos entre los que se incluyen varios hoteles de gran lujo y otros más económicos. La oferta gastronómica y de ocio es igualmente amplia, con locales tradicionales y otros de perfil más internacional. Trás un agradable paseo, nos encontramos con algunas de las principales opciones culturales de la ciudad, cómo el Teatro Real o el Museo del Prado, entre otras. En definitiva, una ubicación imbatible para disfrutar de Madrid.",False,good,False,8050.0,True,False,False,False,[],False,False,1119000.0,€,,,flat,,"Sol, Madrid",Piso en calle de Tetuán,Destacado,2,True,Centro,Sol,False,,,,
107276531,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/eb/0d/1158131153.webp,P2 7A ,12,629900.0,penthouse,sale,115.0,3,2,calle Arte Figurativo s/n,Madrid,Madrid,es,40.3609437,-3.5895402,True,https://www.idealista.com/obra-nueva/107276531/,"Últimos 3 pisos en venta ¡Obras avanzadas!  Últimas 3 viviendas disponibles de 3 dormitorios y con más de 100m2 de superficie construida. Residencial Manhattan es una exclusiva promoción de obra nueva en el Ensanche de Vallecas. Actualmente, solo quedan 3 viviendas disponibles: 2 pisos y un ático. Todos de 3 dormitorios, con terraza, trastero y plaza de garaje incluido, diseñadas para ofrecer comodidad, modernidad y un estilo de vida único. Situadas entre la Calle Arte Figurativo y la Avenida Gran Vía del Sureste, tu nuevo hogar estará perfectamente conectado gracias al Metro Valdecarros y al Centro Comercial La Gavia, todo a pocos minutos de distancia.  Imagina vivir en un barrio donde lo tienes todo cerca: supermercados, comercios, centros deportivos y centros de salud a solo unos pasos.  Zonas comunes diseñadas para disfrutar. Imagina darte un baño en la piscina con sistema de depuración salina, perfecta para refrescarte en verano, o relajarte en su área de descanso mientras los niños juegan en la zona infantil. Si prefieres mantenerte activo, el gimnasio equipado y la sala polivalente son ideales para entrenar o reunirte con amigos. Además, la comodidad de tener taquillas electrónicas para tus entregas asegura que todo esté al alcance de tu mano.  Residencial Manhattan apuesta por la eficiencia energética con una calificación energética A, lo que significa menor consumo y más ahorro. El sistema de aerotermia combinado con el suelo radiante y refrescante garantiza que tu hogar esté siempre a la temperatura perfecta. Las viviendas están equipadas con aislamiento termoacústico, las voces, risas y sonidos de electrodomésticos se mantienen en un nivel bajo, permitiéndote enfocarte en lo que necesitas hacer.  Cada vivienda está diseñada con materiales de primera calidad. Imagina caminar sobre suelos laminados elegantes, entrar en un baño con gres porcelánico de última generación y paredes revestidas con materiales como KOBERT-IN. Tu cocina, completamente amueblada con muebles de diseño y electrodomésticos, será el espacio perfecto para preparar tus platos favoritos.  Tu hogar en Residencial Manhattan es inteligente, con videoportero, termostato wifi y un módulo de domótica, podrás controlar la temperatura, la iluminación y las persianas con un solo clic desde tu móvil. También incluye preinstalación para recarga de coches eléctricos, asegurando que tu vivienda esté lista para el futuro. Visítanos en nuestra oficina de ventas, ubicada en Av. del Ensanche de Vallecas, 63, Local 1, Madrid, y descubre las viviendas disponibles.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",False,,True,5477.0,True,False,False,False,[],False,False,629900.0,€,True,True,flat,penthouse,"Ensanche de Vallecas - La Gavia, Madrid",Ático en calle Arte Figurativo s/n,Destacado,7,True,Villa de Vallecas,Ensanche de Vallecas - La Gavia,True,649900.0,20000.0,3.0,False
108857152,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/b6/c1/1357157530.webp,RP1282025140300,25,345000.0,flat,sale,49.0,1,1,calle de Sánchez Pacheco,Madrid,Madrid,es,40.4481748,-3.6765658,False,https://www.idealista.com/inmueble/108857152/,"""Redpiso Prosperidad vende 4ª planta muy luminosa. Consta de salón-comedor y cocina americana, 1 dormitorio y 1 baño completo. Calefacción central (individualizada). Vivienda alquilada hasta el año 2028. Finca con ascensor y portero físico. Situado en una zona privilegiada de el Barrio Prosperidad, excelente comunicación cercano al metro Prosperidad, con acceso directo a la M-30, a la A-2 y al aeropuerto. Excelente oportunidad! Venga a visitarlo"".",False,good,False,7041.0,False,False,False,False,[],False,False,345000.0,€,,,flat,,"Ciudad Jardín, Madrid",Piso en calle de Sánchez Pacheco,Destacado,4,True,Chamartín,Ciudad Jardín,True,,,,
108916085,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/a8/74/1358841600.webp,MON FELIPE,14,295000.0,flat,sale,70.0,3,1,avenida de Europa,Madrid,Leganés,es,40.3338566,-3.7467161,False,https://www.idealista.com/inmueble/108916085/,"HOGARES LEGANÉS pone a la venta en exclusiva este estupendo piso en el corazón de Zarzaquemada, totalmente reformado, listo para entrar a vivir. Con una superficie de 70 m², esta vivienda ofrece una distribución cómoda y funcional, ideal tanto para familias como para inversores. La vivienda consta de tres habitaciones luminosas, perfectas para dormitorios, despacho o zona de estudio. Un baño completo, moderno y con excelentes acabados. Salón amplio y acogedor, con aire acondicionado para el verano y calefacción para el invierno. Cocina reformada con estilo actual y buenos materiales. Además cuenta con aire acondicionado y calefacción: confort garantizado todo el año. Ubicado en una zona tranquila y bien comunicada, con todos los servicios al alcance: transporte público, colegios, supermercados, zonas verdes y acceso rápido a principales vías. Benefíciese de nuestro método de trabajo. Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para escritura pública. Consúltenos sin compromiso. POSIBILIDAD DE HIPOTECAS 100% ESTUDIO DE FINANCIACIÓN GRATUITO CONSÚLTENOS Y CONCIERTE SU VISITA.",False,good,False,4214.0,False,False,False,False,[],False,False,295000.0,€,,,flat,,"El Carrascal, Leganés",Piso en avenida de Europa,Destacado,4,True,El Carrascal,El Carrascal,True,,,,
107881964,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/fa/ff/1340292058.webp,RCTYF0028,70,2290000.0,flat,sale,154.0,3,2,calle de Lagasca,Madrid,Madrid,es,40.4266134,-3.6856446,False,https://www.idealista.com/inmueble/107881964/,"Exclusiva Vivienda de Lujo en Recoletos con Reforma a Estrenar y Encanto Clásico Descubre esta joya arquitectónica en pleno Recoletos, una de las zonas más emblemáticas de Madrid, a un paso del Parque del Retiro. Esta espectacular vivienda, reformada a estrenar, combina a la perfección la elegancia de lo clásico con el diseño contemporáneo más exclusivo. Desde el primer momento, sus molduras originales, techos altos y chimenea decorativa te envuelven en una atmósfera de distinción. El amplio salón-comedor, con balcones exteriores que inundan el espacio de luz, se convierte en el corazón social de la casa. La cocina de autor, completamente equipada, ofrece estilo y funcionalidad en cada detalle. En la planta principal, encontramos dos dormitorios de ensueño, uno de ellos con vestidor y baño en suite, además de un baño adicional y una cómoda zona de lavandería. A través de una elegante escalera de caracol, accedemos a una espectacular suite privada, con vestidor y baño propio, ideal como refugio personal de lujo. Situada en un edificio señorial y con acabados de primer nivel, esta vivienda representa una oportunidad única para quienes buscan vivir con estilo, sofisticación y confort en una de las direcciones más codiciadas de Madrid. ¡Un hogar que enamora a primera vista!",False,good,False,14870.0,False,False,True,False,[],False,False,2290000.0,€,,,flat,,"Recoletos, Madrid",Piso en calle de Lagasca,Destacado,4,True,Barrio de Salamanca,Recoletos,True,,,,
108225065,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/fd/3b/1337879676.webp,CLK00/4995,26,710000.0,flat,sale,92.0,3,2,avenida del Mediterráneo,Madrid,Madrid,es,40.4086178,-3.6749311,False,https://www.idealista.com/inmueble/108225065/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicada en el barrio de Pacífico, en Madrid. La vivienda está ubicada en la 2 planta exterior con ascensor. Dispone de una superficie total de 92 m², distribuidos en salón y comedor, cocina independiente amueblada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado, balcón y portero. Situado en el barrio de Pacífico, en la Avenida Mediterraneo, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Parque de El Retiro, el Hospital Universitario Infantil Niño Jesús y a 5 minutos en coche de la estación Madrid Puerta de Atocha-Almudena Grandes. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a las estaciones de metro Conde de Casal (L6) y Pacífico (L1 y L6). Agenda tu visita y te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,7717.0,True,False,False,False,[],False,False,710000.0,€,,,flat,,"Pacífico, Madrid",Piso en avenida del Mediterráneo,Destacado,2,True,Retiro,Pacífico,True,,,,
108440146,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/a3/18/1358421419.webp,CLK00/4984,26,930000.0,flat,sale,111.0,3,3,calle de Galileo,Madrid,Madrid,es,40.4364678,-3.7115819,False,https://www.idealista.com/inmueble/108440146/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Arapiles, en Madrid. La vivienda está ubicada en la 2 planta patio de manzana con ascensor. Dispone de una superficie total de 111 m², distribuidos en salón y comedor, cocina independiente equipada, 3 dormitorios, 2 baños y 1 aseo. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado, portero y accesibilidad para personas con movilidad reducida. Situado en el barrio de Arapiles, en la Calle Galileo, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como El Corte Inglés Arapiles, el Hospital Universitario Fundación Jiménez Díaz, el Mercado de Vallehermoso y los Teatros del Canal. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Canal (L2 y L7). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,8378.0,True,False,False,False,[],False,False,930000.0,€,,,flat,,"Arapiles, Madrid",Piso en calle de Galileo,Destacado,2,True,Chamberí,Arapiles,True,,,,
108155027,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/0a/81/1275660841.webp,6A,28,1579970.0,flat,sale,162.0,3,2,"Alonso Cano, 68",Madrid,Madrid,es,40.4436562,-3.6970059,True,https://www.idealista.com/obra-nueva/108155027/,"ÚLTIMAS VIVIENDAS A LA VENTA. ENTREGA ÚLTIMO TRIMESTRE 2025.  Alonso Cano 68 es un exclusivo conjunto residencial situado en el corazón de Chamberí, en la zona de moda en Madrid. Este proyecto premium ofrece solo 14 viviendas de 3 dormitorios, distribuidas en un elegante edificio de siete plantas. Disfruta de primeras plantas con terrazas interiores privadas de 21 m² y magníficos áticos con amplias terrazas de 22 m², diseñados para tu confort y estilo de vida. El edificio destaca por su innovador concepto arquitectónico, con una fachada de diseño vanguardista, luminosidad excepcional, materiales de alta calidad y una distribución inteligente de los espacios. Las viviendas cuentan con una amplia superficie desde 104 m². Sumérgete en sus exquisitas zonas comunitarias: relájate en la piscina de la azotea con área chill out y solárium, disfruta de la zona gastrobar, mantente en forma en el gimnasio y desconecta en el amplio jardín interior. Todas las viviendas cuentan con un trastero incluido en el precio. Todas las viviendas cuentan con un trastero; plazas de garaje, 2 por vivienda, no incluidas en el precio.  Situado en el emblemático barrio de Chamberí, Alonso Cano 68 te ofrece una ubicación inmejorable. A solo 10 minutos a pie de la Estación de Nuevos Ministerios, con conexión directa al aeropuerto de Barajas en menos de 15 minutos, y a 5 minutos del Paseo de la Castellana, cerca del complejo comercial Azca y el estadio Santiago Bernabéu. Disfruta de la vida junto a Ponzano, la zona más trendy de Madrid, donde te espera el mejor ambiente y una selecta gastronomía.",True,,True,9753.0,True,False,False,False,[],False,False,1579970.0,€,,,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid","Piso en Alonso Cano, 68",Destacado,6,True,Chamberí,Nuevos Ministerios-Ríos Rosas,True,,,,False
108623770,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/cc/63/1350263050.webp,CLK00/4994,25,550000.0,flat,sale,66.0,2,2,calle del General Zabala,Madrid,Madrid,es,40.4435264,-3.6764692,False,https://www.idealista.com/inmueble/108623770/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Prosperidad, en Madrid. La vivienda está ubicada en la 1 planta exterior con ascensor. Dispone de una superficie total de 66 m², distribuidos en salón y comedor, cocina abierta equipada, 2 dormitorios y 2 baño. Además, cuenta con ascensor, cocina amueblada, armarios empotrados y aire acondicionado. Situado en el barrio de Prosperidad, en la Calle General Zabala, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Auditorio Nacional de Música, el Parque de berlín y del Intercambiador de Avenida de América. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a las estaciones de metro Prosperidad (L4) y Cruz del Rayo (L9). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,8333.0,True,False,False,False,[],False,False,550000.0,€,,,flat,,"Prosperidad, Madrid",Piso en calle del General Zabala,Destacado,1,True,Chamartín,Prosperidad,True,,,,
105075828,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/95/35/1328696217.webp,W-02VZ14,35,1100000.0,flat,sale,115.0,1,2,calle Alcalá,Madrid,Madrid,es,40.4220892,-3.6858311,False,https://www.idealista.com/inmueble/105075828/,"Piso Reformado Frente al Retiro Engel & Völkers les presenta este piso reformado en edificio frente a El Retiro. El piso está totalmente reformado a estrenar. La vivienda tiene una distribución excepcional, con un gran salón con tres ventanas a la calle. También dispone de una cocina semiabierta totalmente equipada y un gran dormitorio con cuarto de baño completo en suite con salida a un pequeño patio y con vestidor. El piso dispone de otro cuarto de baño completo y una zona enorme de almacenamiento. Tiene entrada propia sin tener que interactuar con el resto de vecinos si no se desea. Piso excelente para disponer de un Pied à Terre en Madrid, y poder disfrutar de El Retiro al otro lado de la calle y de la mejor comunicación posible además de los lugares más elitistas de Madrid. Edificio clásico de principios del siglo pasado, con portero en horario comercial. Localización en zona emblemática de Madrid. El barrio de Salamanca es una de las zonas más relevantes de Madrid tanto por su peculiar distribución como por los vecinos que tradicionalmente han habitado sus emblemáticas calles. Su construcción data de la segunda mitad del siglo XIX y corresponde a la ampliación urbanística llevada a cabo durante el reinado de Isabel II. El precursor al que debe su nombre fue el malagueño José de Salamanca y Mayol, Marqués de Salamanca, quien concibió un nuevo emplazamiento con una cuidada edificación que albergara a las clases aristocráticas y burguesas de Madrid. De estilo decimonónico, se caracteriza por su especial distribución regular en forma de damero con calles perpendiculares. Sus edificios gozan de especial interés gracias a su calidad arquitectónica y la belleza de sus fachadas. Tradicionalmente, Salamanca fue una zona de uso residencial, especialmente habitada por las élites políticas y económicas del país. En los últimos cincuenta años este carácter residencial convive con otras actividades como la empresarial, la diplomática y especialmente la comercial ya que es una de las áreas de moda de lujo más importantes de la capital. El Parque del Buen Retiro es el auténtico protagonista de este barrio de Madrid que tiene sus flancos en las Calles de Alcalá y O'Donnell en el extremo norte, la Calle Doctor Esquerdo en el este, la Avenida del Mediterráneo y el Paseo de Reina Cristina en el Sur y la Calle Alfonso XII en el extremo occidental.",False,good,False,9565.0,True,False,False,False,[],False,False,1100000.0,€,,,flat,,"Recoletos, Madrid",Piso en calle Alcalá,Destacado,bj,True,Barrio de Salamanca,Recoletos,True,,,,
108322539,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/02/d8/1358421043.webp,CLK00/4990,26,460000.0,flat,sale,70.0,3,1,calle de Emilio Gastesi Fernández,Madrid,Madrid,es,40.4347475,-3.6477183,False,https://www.idealista.com/inmueble/108322539/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Quintana, en Madrid. La vivienda está ubicada en la 4 planta exterior con ascensor. Dispone de una superficie total de 70 m², distribuidos en salón y comedor, cocina independiente equipada, 3 dormitorios y 1 baño. Además, cuenta con ascensor, terraza, cocina amueblada y aire acondicionado. Situado en el barrio de Quintana, en la Calle Emilio Gastesi Fernandez, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Centro Deportivo La Concepción, el Centro Comercial Alcalá Norte y del Parque El Calero. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Pueblo Nuevo (L5 y L7). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,6571.0,True,False,False,False,[],False,False,460000.0,€,,,flat,,"Quintana, Madrid",Piso en calle de Emilio Gastesi Fernández,Destacado,4,True,Ciudad Lineal,Quintana,True,,,,
108154923,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/47/11/1278076442.webp,1B,29,1334970.0,flat,sale,162.0,3,3,"Alonso Cano, 68",Madrid,Madrid,es,40.4436562,-3.6970059,True,https://www.idealista.com/obra-nueva/108154923/,"ÚLTIMAS VIVIENDAS A LA VENTA. ENTREGA ÚLTIMO TRIMESTRE 2025.  Alonso Cano 68 es un exclusivo conjunto residencial situado en el corazón de Chamberí, en la zona de moda en Madrid. Este proyecto premium ofrece solo 14 viviendas de 3 dormitorios, distribuidas en un elegante edificio de siete plantas. Disfruta de primeras plantas con terrazas interiores privadas de 21 m² y magníficos áticos con amplias terrazas de 22 m², diseñados para tu confort y estilo de vida. El edificio destaca por su innovador concepto arquitectónico, con una fachada de diseño vanguardista, luminosidad excepcional, materiales de alta calidad y una distribución inteligente de los espacios. Las viviendas cuentan con una amplia superficie desde 104 m². Sumérgete en sus exquisitas zonas comunitarias: relájate en la piscina de la azotea con área chill out y solárium, disfruta de la zona gastrobar, mantente en forma en el gimnasio y desconecta en el amplio jardín interior. Todas las viviendas cuentan con un trastero incluido en el precio. Todas las viviendas cuentan con un trastero; plazas de garaje, 2 por vivienda, no incluidas en el precio.  Situado en el emblemático barrio de Chamberí, Alonso Cano 68 te ofrece una ubicación inmejorable. A solo 10 minutos a pie de la Estación de Nuevos Ministerios, con conexión directa al aeropuerto de Barajas en menos de 15 minutos, y a 5 minutos del Paseo de la Castellana, cerca del complejo comercial Azca y el estadio Santiago Bernabéu. Disfruta de la vida junto a Ponzano, la zona más trendy de Madrid, donde te espera el mejor ambiente y una selecta gastronomía.",True,newdevelopment,True,8241.0,True,False,False,False,[],False,False,1334970.0,€,,,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid","Piso en Alonso Cano, 68",Destacado,1,True,Chamberí,Nuevos Ministerios-Ríos Rosas,True,,,,False
108598785,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/38/9b/1358424900.webp,CLK00/4998,26,560000.0,flat,sale,68.0,3,1,calle de Miguel Servet,Madrid,Madrid,es,40.4082268,-3.6996212,False,https://www.idealista.com/inmueble/108598785/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Lavapiés-Embajadores, en Madrid. La vivienda está ubicada en la 1 planta exterior con ascensor. Dispone de una superficie total de 68 m², distribuidos en salón y comedor, cocina independiente, 3 dormitorios y 1 baño. Además, cuenta con ascensor, cocina amueblada, armarios empotrados, aire acondicionado y accesibilidad para personas con movilidad reducida. Situado en el barrio de Lavapiés-Embajadores, en la Calle MIGUEL SERVET, cuenta con una ubicación que te permitirá estar cerca del Parque Casino de la Reina, así como de restaurantes, supermercados y de la estación de Embajadores. Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,8235.0,True,False,False,False,[],False,False,560000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de Miguel Servet,Destacado,1,True,Centro,Lavapiés-Embajadores,True,,,,
108155183,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/bc/f5/1275660782.webp,Ático 7B,28,1711670.0,penthouse,sale,111.0,2,2,"Alonso Cano, 68",Madrid,Madrid,es,40.4436562,-3.6970059,True,https://www.idealista.com/obra-nueva/108155183/,"ÚLTIMAS VIVIENDAS A LA VENTA. ENTREGA ÚLTIMO TRIMESTRE 2025.  Alonso Cano 68 es un exclusivo conjunto residencial situado en el corazón de Chamberí, en la zona de moda en Madrid. Este proyecto premium ofrece solo 14 viviendas de 3 dormitorios, distribuidas en un elegante edificio de siete plantas. Disfruta de primeras plantas con terrazas interiores privadas de 21 m² y magníficos áticos con amplias terrazas de 22 m², diseñados para tu confort y estilo de vida. El edificio destaca por su innovador concepto arquitectónico, con una fachada de diseño vanguardista, luminosidad excepcional, materiales de alta calidad y una distribución inteligente de los espacios. Las viviendas cuentan con una amplia superficie desde 104 m². Sumérgete en sus exquisitas zonas comunitarias: relájate en la piscina de la azotea con área chill out y solárium, disfruta de la zona gastrobar, mantente en forma en el gimnasio y desconecta en el amplio jardín interior. Todas las viviendas cuentan con un trastero incluido en el precio. Todas las viviendas cuentan con un trastero; plazas de garaje, 2 por vivienda, no incluidas en el precio.  Situado en el emblemático barrio de Chamberí, Alonso Cano 68 te ofrece una ubicación inmejorable. A solo 10 minutos a pie de la Estación de Nuevos Ministerios, con conexión directa al aeropuerto de Barajas en menos de 15 minutos, y a 5 minutos del Paseo de la Castellana, cerca del complejo comercial Azca y el estadio Santiago Bernabéu. Disfruta de la vida junto a Ponzano, la zona más trendy de Madrid, donde te espera el mejor ambiente y una selecta gastronomía.",True,,True,15420.0,True,False,False,False,[],False,False,1711670.0,€,,,flat,penthouse,"Nuevos Ministerios-Ríos Rosas, Madrid","Ático en Alonso Cano, 68",Destacado,7,True,Chamberí,Nuevos Ministerios-Ríos Rosas,True,,,,False
108470596,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/4a/8f/1358422030.webp,CLK00/5023,26,710000.0,flat,sale,76.0,2,2,calle de Andrés Mellado,Madrid,Madrid,es,40.4381348,-3.7131685,False,https://www.idealista.com/inmueble/108470596/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Gaztambide, en Madrid. La vivienda está ubicada en la 3 planta patio de manzana con ascensor. Dispone de una superficie total de 76 m², distribuidos en salón y comedor, cocina abierta equipada, 2 dormitorios y 2 baños. Además, cuenta con ascensor, cocina amueblada, armarios empotrados, aire acondicionado y balcón. Situado en el barrio de Gaztambide, en la Calle Andres Mellado, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Hospital Universitario Fundación Jiménez Díaz, el Hospital Clínico San Carlos, el Mercado de Vallehermoso, el Parque del Oeste y el Intercambiador de Moncloa. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Islas Filipinas (L7). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,9342.0,True,False,False,False,[],False,False,710000.0,€,,,flat,,"Gaztambide, Madrid",Piso en calle de Andrés Mellado,Destacado,3,True,Chamberí,Gaztambide,True,,,,
