propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished
108809563,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/62/b8/1347853185.webp,P1 3A ,19,437900.0,flat,sale,124.0,3,2,"avenida Provisional Ahijones Berrocales Cuatro, 85",Madrid,Madrid,es,40.3681514,-3.5753827,True,https://www.idealista.com/obra-nueva/108809563/,"Pisos de 2, 3 y 4 dormitorios con plaza de garaje y trastero incluido. Tu nueva vida empieza aquí: pisos de obra nueva en Madrid con todo lo que necesitas  Si estás buscando una vivienda nueva en Madrid que combine confort, eficiencia energética, diseño y una excelente ubicación, Residencial Ipanema es la oportunidad perfecta. Ubicado en Los Berrocales, uno de los desarrollos urbanísticos más prometedores de la capital, este exclusivo proyecto ofrece 58 pisos de obra nueva de 2, 3 y 4 dormitorios, pensados para ofrecer calidad de vida, eficiencia y bienestar en cada detalle. Sé de los primeros en elegir tu nuevo hogar en una de las zonas con mayor proyección de Madrid y disfruta de un entorno diseñado para el presente y preparado para el futuro.  Viviendas con calificación energética A  Todas las viviendas cuentan con Calificación Energética A, una garantía de eficiencia, ahorro energético y compromiso con el medio ambiente. Incorporan un sistema de aerotermia con apoyo de paneles fotovoltaicos, así como suelo radiante y refrescante, lo que proporciona una temperatura confortable durante todo el año, sin necesidad de sistemas de calefacción o refrigeración tradicionales.  Este tipo de climatización, además de ser respetuosa con el entorno, permite un mayor control del consumo energético y una reducción notable en los gastos mensuales, mejorando el confort de forma eficiente.  Personaliza tu hogar: elige tu hogar a tu gusto  Uno de los grandes valores añadidos de Residencial Ipanema es que puedes adaptar tu casa a tu estilo. Gracias al programa de libre elección de calidades, podrás seleccionar entre diferentes acabados en suelos, pintura y cocina. Así, tu hogar no solo será funcional y moderno, sino también reflejo de tu personalidad y gustos.  Además, las viviendas incluyen cocinas completamente amuebladas y equipadas con electrodomésticos, preparadas para que puedas empezar a vivir desde el primer día sin preocuparte por reformas o instalaciones.  Zonas comunes para disfrutar al máximo  Disfruta de zonas comunes con piscina con sistema de depuración salina, gimnasio, zona de coworking, zona de juegos infantiles, taquillas electrónicas y biciparking.  Los Berrocales: una ubicación con futuro y grandes conexiones  Los Berrocales es un desarrollo urbanístico, cercano al Ensanche de Vallecas y bien comunicado con accesos a la M-45, M-50, Autovía A.-3 y prolongación de la Gran Avenida del Sureste, permitiendo así aprovechar los servicios de un barrio consolidado, como centro de salud, residencia de mayores, escuelas infantiles, colegios, institutos, etc.  Tu futuro hogar está en Residencial Ipanema  Residencial Ipanema se ubica en la Etapa III del sector Berrocales. Esta zona ha sido planificada para ofrecer una combinación equilibrada de viviendas modernas, espacios verdes, servicios, centros educativos y zonas comerciales.  Visítanos y da el primer paso hacia tu nuevo hogar  Nuestro equipo comercial está disponible para asesorarte y ayudarte a elegir la vivienda que mejor se adapta a tus necesidades.  Te esperamos en nuestra oficina de ventas al lado de la Junta de Compensación de Los Berrocales, Madrid, donde podrás descubrir todo lo que ofrece Residencial Ipanema, una promoción pensada para mejorar tu vida.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",False,newdevelopment,True,3531.0,True,False,False,False,[],False,False,437900.0,€,flat,,"Los Berrocales, Madrid","Piso en avenida Provisional Ahijones Berrocales Cuatro, 85",3,True,Vicálvaro,Los Berrocales,True,,,,True,True,False
108802824,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/3d/b6/1347853000.webp,P1 Ático C,19,455900.0,penthouse,sale,97.0,2,2,"avenida Provisional Ahijones Berrocales Cuatro, 85",Madrid,Madrid,es,40.3681514,-3.5753827,True,https://www.idealista.com/obra-nueva/108802824/,"Pisos de 2, 3 y 4 dormitorios con plaza de garaje y trastero incluido. Tu nueva vida empieza aquí: pisos de obra nueva en Madrid con todo lo que necesitas  Si estás buscando una vivienda nueva en Madrid que combine confort, eficiencia energética, diseño y una excelente ubicación, Residencial Ipanema es la oportunidad perfecta. Ubicado en Los Berrocales, uno de los desarrollos urbanísticos más prometedores de la capital, este exclusivo proyecto ofrece 58 pisos de obra nueva de 2, 3 y 4 dormitorios, pensados para ofrecer calidad de vida, eficiencia y bienestar en cada detalle. Sé de los primeros en elegir tu nuevo hogar en una de las zonas con mayor proyección de Madrid y disfruta de un entorno diseñado para el presente y preparado para el futuro.  Viviendas con calificación energética A  Todas las viviendas cuentan con Calificación Energética A, una garantía de eficiencia, ahorro energético y compromiso con el medio ambiente. Incorporan un sistema de aerotermia con apoyo de paneles fotovoltaicos, así como suelo radiante y refrescante, lo que proporciona una temperatura confortable durante todo el año, sin necesidad de sistemas de calefacción o refrigeración tradicionales.  Este tipo de climatización, además de ser respetuosa con el entorno, permite un mayor control del consumo energético y una reducción notable en los gastos mensuales, mejorando el confort de forma eficiente.  Personaliza tu hogar: elige tu hogar a tu gusto  Uno de los grandes valores añadidos de Residencial Ipanema es que puedes adaptar tu casa a tu estilo. Gracias al programa de libre elección de calidades, podrás seleccionar entre diferentes acabados en suelos, pintura y cocina. Así, tu hogar no solo será funcional y moderno, sino también reflejo de tu personalidad y gustos.  Además, las viviendas incluyen cocinas completamente amuebladas y equipadas con electrodomésticos, preparadas para que puedas empezar a vivir desde el primer día sin preocuparte por reformas o instalaciones.  Zonas comunes para disfrutar al máximo  Disfruta de zonas comunes con piscina con sistema de depuración salina, gimnasio, zona de coworking, zona de juegos infantiles, taquillas electrónicas y biciparking.  Los Berrocales: una ubicación con futuro y grandes conexiones  Los Berrocales es un desarrollo urbanístico, cercano al Ensanche de Vallecas y bien comunicado con accesos a la M-45, M-50, Autovía A.-3 y prolongación de la Gran Avenida del Sureste, permitiendo así aprovechar los servicios de un barrio consolidado, como centro de salud, residencia de mayores, escuelas infantiles, colegios, institutos, etc.  Tu futuro hogar está en Residencial Ipanema  Residencial Ipanema se ubica en la Etapa III del sector Berrocales. Esta zona ha sido planificada para ofrecer una combinación equilibrada de viviendas modernas, espacios verdes, servicios, centros educativos y zonas comerciales.  Visítanos y da el primer paso hacia tu nuevo hogar  Nuestro equipo comercial está disponible para asesorarte y ayudarte a elegir la vivienda que mejor se adapta a tus necesidades.  Te esperamos en nuestra oficina de ventas al lado de la Junta de Compensación de Los Berrocales, Madrid, donde podrás descubrir todo lo que ofrece Residencial Ipanema, una promoción pensada para mejorar tu vida.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",False,newdevelopment,True,4700.0,True,False,False,False,[],False,False,455900.0,€,flat,penthouse,"Los Berrocales, Madrid","Ático en avenida Provisional Ahijones Berrocales Cuatro, 85",5,True,Vicálvaro,Los Berrocales,True,,,,True,True,False
108924795,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/59/d1/1359110320.webp,10642,19,270000.0,flat,sale,70.0,1,1,avenida de Madrid,Madrid,Tres Cantos,es,40.6163948,-3.722063,False,https://www.idealista.com/inmueble/108924795/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. ¿Te imaginas disfrutando de tu hogar en propiedad en una excelente ubicación en Tres Cantos? ¡Testa Homes lo hace realidad! *La vivienda y fotos publicadas corresponden a una vivienda tipo, para más información consulte a su gestor comercial. Vivienda sin amueblar en excelente estado, ubicada en una urbanización privada en Tres Cantos. Equipada con aire acondicionado y distribuida con suelos de parquet y armarios empotrados que aportan confort y funcionalidad. La cocina está completamente amueblada y equipada con electrodomésticos de primera calidad: nevera, lavadora, lavavajillas, horno y microondas. El baño incluye mobiliario moderno y mampara, pensado para el uso diario con estilo. Plaza de garaje y trastero incluidos en el precio. Se admiten mascotas. La comunidad dispone de zonas comunes ajardinadas recién reformadas, diseñadas para el bienestar y el ocio de sus residentes. Cuenta con piscina exterior, pista de pádel, gimnasio y parque infantil en un entorno cuidado, seguro y familiar. Ubicada en la ciudad de Tres Cantos, una zona moderna, bien equipada y en constante crecimiento. Rodeada de todo tipo de servicios, centros comerciales, colegios, actividades sociales, culturales y deportivas. Muy bien comunicada con Madrid gracias a su conexión directa por la M-607 (autovía de Colmenar Viejo), lo que garantiza accesos cómodos y rápidos tanto en transporte público como privado. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  Consulte condiciones y disponibilidad.  *Imágenes orientativas sin carácter vinculante.  **Las imágenes corresponden a un apartamento tipo.  **Viviendas sujetas a disponibilidad y viviendas no amueblada. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,3857.0,False,False,False,False,[],False,False,270000.0,€,flat,,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Piso en avenida de Madrid,2,,Primera Fase - Nuevo Tres Cantos,,True,,,,True,True,
108802715,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/62/b8/1347853185.webp,P1 1E ,19,487900.0,flat,sale,114.0,3,2,"avenida Provisional Ahijones Berrocales Cuatro, 85",Madrid,Madrid,es,40.3681514,-3.5753827,True,https://www.idealista.com/obra-nueva/108802715/,"Pisos de 2, 3 y 4 dormitorios con plaza de garaje y trastero incluido. Tu nueva vida empieza aquí: pisos de obra nueva en Madrid con todo lo que necesitas  Si estás buscando una vivienda nueva en Madrid que combine confort, eficiencia energética, diseño y una excelente ubicación, Residencial Ipanema es la oportunidad perfecta. Ubicado en Los Berrocales, uno de los desarrollos urbanísticos más prometedores de la capital, este exclusivo proyecto ofrece 58 pisos de obra nueva de 2, 3 y 4 dormitorios, pensados para ofrecer calidad de vida, eficiencia y bienestar en cada detalle. Sé de los primeros en elegir tu nuevo hogar en una de las zonas con mayor proyección de Madrid y disfruta de un entorno diseñado para el presente y preparado para el futuro.  Viviendas con calificación energética A  Todas las viviendas cuentan con Calificación Energética A, una garantía de eficiencia, ahorro energético y compromiso con el medio ambiente. Incorporan un sistema de aerotermia con apoyo de paneles fotovoltaicos, así como suelo radiante y refrescante, lo que proporciona una temperatura confortable durante todo el año, sin necesidad de sistemas de calefacción o refrigeración tradicionales.  Este tipo de climatización, además de ser respetuosa con el entorno, permite un mayor control del consumo energético y una reducción notable en los gastos mensuales, mejorando el confort de forma eficiente.  Personaliza tu hogar: elige tu hogar a tu gusto  Uno de los grandes valores añadidos de Residencial Ipanema es que puedes adaptar tu casa a tu estilo. Gracias al programa de libre elección de calidades, podrás seleccionar entre diferentes acabados en suelos, pintura y cocina. Así, tu hogar no solo será funcional y moderno, sino también reflejo de tu personalidad y gustos.  Además, las viviendas incluyen cocinas completamente amuebladas y equipadas con electrodomésticos, preparadas para que puedas empezar a vivir desde el primer día sin preocuparte por reformas o instalaciones.  Zonas comunes para disfrutar al máximo  Disfruta de zonas comunes con piscina con sistema de depuración salina, gimnasio, zona de coworking, zona de juegos infantiles, taquillas electrónicas y biciparking.  Los Berrocales: una ubicación con futuro y grandes conexiones  Los Berrocales es un desarrollo urbanístico, cercano al Ensanche de Vallecas y bien comunicado con accesos a la M-45, M-50, Autovía A.-3 y prolongación de la Gran Avenida del Sureste, permitiendo así aprovechar los servicios de un barrio consolidado, como centro de salud, residencia de mayores, escuelas infantiles, colegios, institutos, etc.  Tu futuro hogar está en Residencial Ipanema  Residencial Ipanema se ubica en la Etapa III del sector Berrocales. Esta zona ha sido planificada para ofrecer una combinación equilibrada de viviendas modernas, espacios verdes, servicios, centros educativos y zonas comerciales.  Visítanos y da el primer paso hacia tu nuevo hogar  Nuestro equipo comercial está disponible para asesorarte y ayudarte a elegir la vivienda que mejor se adapta a tus necesidades.  Te esperamos en nuestra oficina de ventas al lado de la Junta de Compensación de Los Berrocales, Madrid, donde podrás descubrir todo lo que ofrece Residencial Ipanema, una promoción pensada para mejorar tu vida.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",False,newdevelopment,True,4280.0,True,False,False,False,[],False,False,487900.0,€,flat,,"Los Berrocales, Madrid","Piso en avenida Provisional Ahijones Berrocales Cuatro, 85",1,True,Vicálvaro,Los Berrocales,True,,,,True,True,False
108894870,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/c2/ae/1358843758.webp,0015-07388,28,1145300.0,flat,sale,126.0,3,2,calle de Ferraz,Madrid,Madrid,es,40.4321691,-3.7220671,False,https://www.idealista.com/inmueble/108894870/,"**Piso en Venta en Argüelles, Madrid - ¡Tu nuevo hogar te espera! ** Descubre este espectacular piso exterior situado en la cuarta planta de un edificio con ascensor en el codiciado barrio de Argüelles. Con una reforma reciente de hace ocho años, esta vivienda de 126 m² construidos y 114 m² útiles ofrece un ambiente moderno y acogedor. El amplio salón comedor de más de 32 m², iluminado por tres grandes ventanales, incluye un balcón que te permitirá disfrutar de la brisa madrileña.  La cocina independiente es un sueño hecho realidad para los amantes de la gastronomía, equipada con electrodomésticos de gama alta y espacio suficiente para un office. La distribución cuenta con tres dormitorios, siendo dos de ellos amplios y uno más pequeño, ideal para adaptarlo a tus necesidades. Además, tendrás dos cuartos de baño, uno de ellos en suite, perfectos para mayor comodidad. El piso cuenta con aire acondicionado por conductos y calefacción mediante radiadores, asegurando un ambiente agradable durante todo el año. La cuota de comunidad es mínima, lo que añade un atractivo extra a esta propiedad. La calidad de los materiales y acabados utilizados en la reforma han sido cuidadosamente seleccionados, garantizando un hogar que combina estilo y funcionalidad. Ubicado a tan solo 50 metros del Paseo Pintor Rosales y frente al hermoso Parque del Oeste, disfrutarás de un entorno verde y tranquilo. La zona está rodeada de tiendas, bares y restaurantes con terrazas, así como de una variada infraestructura educativa que incluye varias universidades y colegios. Además, la excelente comunicación con la M-30 y la A-6 te permitirá acceder fácilmente al centro de Madrid. No pierdas la oportunidad. ¡Tu nuevo hogar te está esperando!",True,good,False,9090.0,True,False,False,False,[],False,False,1145300.0,€,flat,,"Argüelles, Madrid",Piso en calle de Ferraz,4,True,Moncloa,Argüelles,True,,,,,,
108923919,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/f7/f7/1312404765.webp,Vivienda 20,13,575000.0,chalet,sale,159.0,3,3,Parcela RU-3 s/n,Madrid,Cobeña,es,40.568134,-3.5107767,True,https://www.idealista.com/obra-nueva/108923919/,DEHESA DE COBEÑA es un exclusivo complejo residencial compuesto de 34 viviendas PAREADAS Y ADOSADAS con JARDÍN PRIVADO localizado en un entorno NATURAL ÚNICO y PRIVILEGIADO. Viviendas en urbanización privada con zonas comunes: piscina y gimnasio. Cada vivienda incluye 2 plazas de garaje dentro del precio.,False,,True,3616.0,True,False,False,False,[],False,False,575000.0,€,chalet,semidetachedHouse,Cobeña,Chalet pareado en Parcela Ru-3 s/n,,,,,,,,,True,True,False
108926410,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/9e/58/1359158830.webp,5300,24,1650000.0,flat,sale,124.0,3,3,calle Alcalá,Madrid,Madrid,es,40.4281528,-3.6707371,False,https://www.idealista.com/inmueble/108926410/,"Homely One pone a la venta vivienda con 10 HUECOS A LA CALLE, VIVIENDA TOTALMENTE EXTERIOR, siendo 6 de ellos Balcones. Finca Clásica de primeros de Siglo XX con fachada representativa. Se encuentra ubicada en el lujoso Barrio de Salamanca - Goya, zona con infinidad de comercios, restaurantes de moda y las mejores boutiques de la ciudad.   La vivienda se encentra haciendo esquina chaflan, debido a ser un edificio de final de manzana y encontrarse la vivienda en el chaflan del mismo, lo que nos permite tener 3 fachadas a la Calle y obtener una vivienda con todas sus estancias exteriores, algo muy escaso y singular en la ciudad.   La superficie de esta singular vivienda se distribuye en un Hall recibidor que nos da acceso a un amplio y luminoso Salón Comedor haciendo esquina con nada menos que 5 huecos a la calle, de los cuales 3 de ellos son Balcones, donde el Balcón del chaflan de la Finca nos aporta unas vistas impresionantes de gran profundidad a la conocida Calle de Alcalá. En uno de los frentes entre balconeras se ubica una preciosa chimenea que aporta un espacio acogedor, donde los techos de gran altura disponen de un foseado perimetral irregular que cierra con iluminación artificial la estancia. En la misma estancia se encuentra una lujosa Cocina de diseño totalmente equipada con electrodomésticos panelados y una encantadora Isla totalmente recubierta de material porcelánico de alta calidad.   Nuestro equipo de Arquitectos y decoradores han trabajado de manera detallada en la iluminación indirecta, elemento que nos aporta una gran diferencia en el acabado final. La zona de descanso se compone de 3 amplios y confortables Dormitorios Dobles exteriores a la Calle, siendo dos de ellos en Suite. Cabe destacar la Master Suite, la cual dispone de mayores dimensiones y un Vestidor de gran capacidad de almacenaje. Las calidades son altas, pavimentos de madera Natural, Griferías Empotradas, Aire por conductos, Persianas Motorizadas con carpintería exterior de gran Aislamiento Térmico Acústico, la cual aporta una insonorización impresionante. No dejes escapar la oportunidad, vivienda única en la zona. ¡Te Encantará! NOTA:  NO  incluye los muebles.  .",False,good,False,13306.0,True,False,False,False,[],False,False,1650000.0,€,flat,,"Goya, Madrid",Piso en calle Alcalá,,True,Barrio de Salamanca,Goya,True,,,,,,
108034038,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/3f/78/1331825119.webp,Gádor,36,450000.0,duplex,sale,130.0,4,2,calle de Sierra Gádor,Madrid,Madrid,es,40.3788265,-3.6218971,False,https://www.idealista.com/inmueble/108034038/,"Vendemos esta fantástico Dúplex de cuatro dormitorios dos baños y un aseo en el patio en el madrileño distrito de Villa Vallecas, en la Calle de Sierra Gádor. La vivienda se sitúa en una 1 planta en una finca del año 1996, sin derramas aprobadas o en curso y con la ITE Favorable hasta el 2027. Si hablamos de las características de la vivienda, tiene 130m2 construidos, que se distribuyen de la siguiente manera: desde la entrada a la vivienda a mano derecha se encuentra el patio un patio de 33m2, subes las escaleras en la primera planta, a mano izquierda accedemos al salón de 22m2 con aire acondicionado, con balcón hacia la calle principal, a continuación el baño completo con plato de ducha, y siguiendo en la primera planta a continuación a mano izquierda, tenemos dos habitación de grandes dimensiones, y armario empotrado con aire acondicionado y la cocina, totalmente equipada y amueblada con electrodomésticos. subimos a la 2 planta, tenemos a mano izquierda el dormitorios principal a continuación al fondo del pasillo, encontramos un baño completo con plato de ducha y, a los lados de este baño se encuentran los dos dormitorios, con sus respectivos armarios empotrados, con aire a condicionado,  Calidades de la Vivienda: Armarios Empotrados, suelo de porcelana, ventanas de aluminio blanco, calefacción de gas natural individual, Aire acondicionado en salón y dormitorios, puerta Blindada, carpintería de Madera. La vivienda es exterior en todas sus estancias, lo que le aporta una gran luminosidad y la posibilidad de realizar ventilación cruzada en los meses cálidos. Si hablamos de la ubicación, nos encontramos en el corazón de uno de los más hermosos distritos de Madrid: Casco Historio de Villa Vallecas, conformado por amplias avenidas ajardinadas, con muy buenas comunicaciones, como la linea 1 de metro, RENFE de sierra de Guadalupe Línea C-2 RENFE Cercanías de Madrid, que en 15 minutos estas en atocha,   autobuses paradas línea 58,143, 142,103, 130 y la línea N9. Una Zona con muchísimos comercios, como el Alcampo de la calle Sierra Vieja, Farmacias, colegios, el mercado de la calle sierra vieja con galerías comerciales, supermercado Lidl, Mercadona, panaderías, Carnicería, pescadería y demás comercios de la zona de Villa Vallecas. Una vivienda sumamente interesante, para particulares interesados en afincarse en este barrio. Contáctanos si deseas conocer más detalles o visitar las zonas comunes del inmueble, ¡te esperamos!",True,good,False,3462.0,True,False,True,False,[],False,False,450000.0,€,flat,duplex,"Casco Histórico de Vallecas, Madrid",Dúplex en calle de Sierra Gádor,1,True,Villa de Vallecas,Casco Histórico de Vallecas,False,479000.0,29000.0,6.0,,,
108923926,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/f7/f7/1312404765.webp,Vivienda 3,13,585000.0,chalet,sale,159.0,3,3,Parcela RU-3 s/n,Madrid,Cobeña,es,40.568134,-3.5107767,True,https://www.idealista.com/obra-nueva/108923926/,DEHESA DE COBEÑA es un exclusivo complejo residencial compuesto de 34 viviendas PAREADAS Y ADOSADAS con JARDÍN PRIVADO localizado en un entorno NATURAL ÚNICO y PRIVILEGIADO. Viviendas en urbanización privada con zonas comunes: piscina y gimnasio. Cada vivienda incluye 2 plazas de garaje dentro del precio.,False,,True,3679.0,True,False,False,False,[],False,False,585000.0,€,chalet,semidetachedHouse,Cobeña,Chalet pareado en Parcela Ru-3 s/n,,,,,,,,,True,True,False
108923918,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/f7/f7/1312404765.webp,Vivienda 13,13,595000.0,chalet,sale,159.0,3,3,Parcela RU-3 s/n,Madrid,Cobeña,es,40.568134,-3.5107767,True,https://www.idealista.com/obra-nueva/108923918/,DEHESA DE COBEÑA es un exclusivo complejo residencial compuesto de 34 viviendas PAREADAS Y ADOSADAS con JARDÍN PRIVADO localizado en un entorno NATURAL ÚNICO y PRIVILEGIADO. Viviendas en urbanización privada con zonas comunes: piscina y gimnasio. Cada vivienda incluye 2 plazas de garaje dentro del precio.,False,,True,3742.0,True,False,False,False,[],False,False,595000.0,€,chalet,semidetachedHouse,Cobeña,Chalet pareado en Parcela Ru-3 s/n,,,,,,,,,True,True,False
108923883,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/f7/f7/1312404765.webp,Vivienda 31,13,565000.0,chalet,sale,159.0,3,3,Parcela RU-3 s/n,Madrid,Cobeña,es,40.568134,-3.5107767,True,https://www.idealista.com/obra-nueva/108923883/,DEHESA DE COBEÑA es un exclusivo complejo residencial compuesto de 34 viviendas PAREADAS Y ADOSADAS con JARDÍN PRIVADO localizado en un entorno NATURAL ÚNICO y PRIVILEGIADO. Viviendas en urbanización privada con zonas comunes: piscina y gimnasio. Cada vivienda incluye 2 plazas de garaje dentro del precio.,False,,True,3553.0,True,False,False,False,[],False,False,565000.0,€,chalet,semidetachedHouse,Cobeña,Chalet pareado en Parcela Ru-3 s/n,,,,,,,,,True,True,False
105410840,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/60/aa/1251335305.webp,sn5 v4a,16,260000.0,flat,sale,54.0,1,1,"calle Sierra Nevada, 5",Madrid,Madrid,es,40.3828285,-3.6637436,True,https://www.idealista.com/inmueble/105410840/,"INCREÍBLE PISO EN VENTA EN UN MODERNO EDIFICIO DE NUEVA CONSTRUCCIÓN LUMINOSO, EXTERIOR, CON GARAJE Y TRASTERO Y AEROTERMIA Se trata de un edificio de nueva construcción en la plaza de la Asamblea de Madrid. Se ha diseñado para conseguir viviendas modernas, eficientes, espaciosas y luminosas:  - Garaje con elevador desde la calle - Trastero - Sistema de aerotermia para toda la casa. La aerotermia es un sistema eficiente, renovable y sostenible que permite ahorrar en climatización y calefacción por conductos en todas las estancias. - Cuidadosa elección de los materiales y acabados El piso tiene un gran salón con open kitchen. Tiene muchísima luz gracias al ventanal y terraza. El dormitorio tiene vistas a la sierra madrileña y armarios empotrados vestidos. Tiene un amplio baño con gran ducha. En cuanto a la zona, la calle Sierra Nevada linda con la plaza de la Asamblea de Madrid. Tiene todo tipo de servicios, comercios, a escasos metros del Parque Javier de Miguel que cuenta con instalaciones deportivas, centro cultural y de salud. A 5 minutos de la estación de renfe de Asamblea de Madrid. No pierdas esta oportunidad!",False,good,False,4815.0,True,False,False,False,[],False,False,260000.0,€,flat,,"San Diego, Madrid","Piso en calle Sierra Nevada, 5",4,True,Puente de Vallecas,San Diego,True,280000.0,20000.0,7.0,True,True,
108655465,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/06/b9/1351243832.webp,24_25,38,235000.0,flat,sale,73.0,3,1,calle de la Gaviota,Madrid,Madrid,es,40.3905866,-3.7364713,False,https://www.idealista.com/inmueble/108655465/,"Vivienda Exterior completamente reformada de 73m2, sita en calle Gaviota a escasos metros de calle Oca y salida del metro Vista Alegre.  La vivienda que es exterior dispone de una distribución completamente independiente, se ubica en la segunda planta del edificio, el inmueble cuenta y se distribuye en un hall de entrada y su puerta de acceso es acorazada, un pequeño pasillo que actúa como distribuidor con armario empotrado, los 3 dormitorios con los que cuenta son independientes y dos de ellos tiene armarios empotrados, cocina amueblada y equipada, el baño es completo con plato de ducha, salón independiente con acceso a una terraza exterior, las paredes de todo el inmueble son lisas y la reforma del inmueble es de 5 años aproximadamente.",False,good,False,3219.0,True,False,True,False,[],False,False,235000.0,€,flat,,"Vista Alegre, Madrid",Piso en calle de la Gaviota,2,True,Carabanchel,Vista Alegre,False,,,,,,
107743184,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/b7/1c/1337204673.webp,2537,22,1750000.0,flat,sale,230.0,4,3,calle del General Oráa,Madrid,Madrid,es,40.4351042,-3.6785667,False,https://www.idealista.com/inmueble/107743184/,"Ubicado en el prestigioso Barrio de Salamanca, este elegante piso de 218 m² ofrece amplitud, confort y una distribución ideal. La vivienda cuenta con tres dormitorios y dos baños, además de una zona de servicio con dormitorio y baño independiente. Su diseño destaca por su luminosidad y espacios bien aprovechados, perfectos para quienes buscan un hogar en una de las zonas más codiciadas de Madrid. Además, incluye una plaza de garaje en la finca contigua, una gran ventaja en la zona. No pierdas la oportunidad de vivir en un entorno privilegiado, rodeado de exclusivas boutiques, restaurantes y todos los servicios.  .",False,good,False,7609.0,True,False,True,False,[],False,False,1750000.0,€,flat,,"Lista, Madrid",Piso en calle del General Oráa,5,True,Barrio de Salamanca,Lista,True,,,,True,True,
