propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,floor,exterior,hasLift,parkingSpace.parkingSpacePrice
108027154,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/c5/d2/1331987858.webp,3248-24710,54,1400000.0,chalet,sale,316.0,6,4,calle de la Batalla de Garellano,Madrid,Madrid,Moncloa,es,Aravaca,40.4545534,-3.7948067,False,https://www.idealista.com/inmueble/108027154/,"Una casa muy de los setenta, ideal para vivir en familia. Chalet pareado de dos plantas y semisótano, de 100 metros cuadrados por planta, con jardín y piscina, en Aravaca. Esta vivienda se encuentra adosada al lado izquierdo de la parcela según se mira desde la calle de su entrada. En el lado derecho están los accesos a la casa y una zona ajardinada con césped y algunos árboles y arbustos que desembocan en la zona más soleada del jardín, donde se encuentra la piscina, dando al este y con salida directa desde un porche que da al corazón del hogar; el salón. En la parte de atrás, dando al norte, nos encontramos con un patio solado ideal para tender o guardar macetas. A la planta baja de la vivienda se llega desde la calle utilizando una escalera con nueve escalones que terminan en un pequeño porche acristalado con dos entradas; principal y de servicio. En esta planta se sitúan el hall, con la escalera para ascender a la planta alta, el estudio, un espléndido salón-comedor con chimenea, la cocina grande y con office y un aseo. Toda la planta es luminosa y amplia y se comunica muy bien con el exterior. En la planta alta se distribuye la zona de noche, con el dormitorio principal en suite (habitación, vestidor y baño) y cuatro dormitorios más, servidos por otro baño.  Dispone de una terraza acristalada que mira a la fachada principal, con orientación sur, a la que se llega a través de uno de los dormitorios. Hay otra terracita más estrecha, con vistas a la piscina, a la que se accede desde otros dos dormitorios. Escondida en una de las habitaciones encontramos una escalerita estrecha por la que se llega a una buhardilla bajo cubierta, ideal para cuarto de juegos de niños, debido a su escasa altura. El semisótano se distribuye en un par de cuartos para almacenaje y usos varios, baño y garaje al que se accede desde la calle mediante una rampa de escaso declive debido al poco desnivel entre la planta y la rasante de la calle. Todas las plantas se comunican entre sí, por medio de escalera interior. La vivienda, con una estética muy de los setenta, se encuentra bien conservada y su decoración cálida y funcional resulta muy acogedora.  La casa esta situada en una zona residencial tranquila, muy cercana al casco urbano.  Se encuentra bien comunicada por transporte público, con numerosos autobuses urbanos e interurbanos y cercana a las estaciones de Renfe de Aravaca y Pozuelo. También es fácil y rápido el acceso a la A-6, M-30, M-500 y M-40 Aravaca linda con la Casa de Campo, el Pardo y Pozuelo de Alarcón. Es una zona ideal para vivir, con frondosos parques públicos, colegios y zonas residenciales tranquilas. A lo largo de la Avda. de la Osa Mayor y sus calles aledañas hay restaurantes sencillos, tiendas, bares de tapas y distintos negocios.",False,renew,False,4430.0,True,False,True,False,[],False,False,1400000.0,€,True,True,chalet,semidetachedHouse,"Aravaca, Madrid",Chalet pareado en calle de la Batalla de Garellano,Destacado,,,,,,,
108211027,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/e0/1d/1350634887.webp,VIVEXROB014,72,320000.0,chalet,sale,218.0,3,2,Robledo de Chavela,Madrid,Robledo de Chavela,,es,,40.510996,-4.2430515,False,https://www.idealista.com/inmueble/108211027/,"¡VENDE CON NOSOTROS DESDE SOLO EL 1,9%! ¡CONSEGUIMOS HASTA EL 100 % DE FINANCIACIÓN! � ¡EXCLUSIVO CHALET INDEPENDIENTE EN UNA SOLA PLANTA EN ROBLEDO DE CHAVELA! � Inmobiliaria LOCATIVO tiene el placer de presentar esta espectacular vivienda situada en una parcela de 1.627 m², con una construcción de 106 m² en una única planta**, más 101 m² adicionales de garaje en planta calle, lo que brinda una magnífica oportunidad de ampliación o personalización según tus necesidades. ✨ Distribución y características La vivienda, totalmente amueblada y lista para entrar a vivir, cuenta con: •Tres amplios dormitorios, incluyendo un dormitorio principal con baño en suite. •Dos cuartos de baño completos, diseñados con funcionalidad y comodidad. •Luminoso salón con chimenea, ideal para disfrutar en familia durante el invierno. •Balcón con vistas inmejorables al entorno natural de Robledo de Chavela. •Cocina independiente y amueblada, perfecta para los amantes de la cocina. •Garaje de 101 m², con espacio para varios vehículos y gran potencial para ser transformado en zona habitable, taller, gimnasio o apartamento independiente. � La parcela está completamente ajardinada, con zonas de piedra solada que facilitan el mantenimiento y ofrecen espacios ideales para disfrutar del aire libre, comidas al sol o reuniones con amigos y familiares. � Ubicación y servicios del municipio Situado en Robledo de Chavela, un enclave único de la Sierra Oeste de Madrid, a tan solo 63 km de la capital. El municipio ofrece: •Centro médico y urgencias 24h •Colegio e instituto •Farmacia, supermercados, bancos y restaurantes •Estación de tren Cercanías Renfe (línea C-3 a Madrid) •Autobuses directos a Moncloa •Zonas recreativas, senderismo y naturaleza en estado puro � Un entorno ideal para quienes buscan tranquilidad, naturaleza y buena conexión con Madrid, ya sea como primera residencia o casa de vacaciones. � AVDA. VILLANUEVA DE LA CAÑADA 35, LOCAL 1 QUIJORNA 28693 TELEFONO:  PARQUE EMPRESARIAL “LA FINCA” PASEO CLUB DEPORTIVO 1, EDIFICIO 4 POZUELO 28223 TELEFONO: [IW].",True,good,False,1468.0,True,False,True,False,[],False,False,320000.0,€,,,chalet,independantHouse,Robledo de Chavela,Casa independiente,Destacado,350000.0,30000.0,9.0,,,,
101400324,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/20/dd/1120726690.webp,IT46,41,336000.0,duplex,sale,87.0,3,3,calle italia,Madrid,Navalcarnero,Centro,es,,40.2909834,-4.0113007,False,https://www.idealista.com/inmueble/101400324/,"CAPITAL HOME NAVALCARNERO vende espectacular dúplex en pleno centro de Navalcarnero a escasos 2 minutos de la plaza de Segovia, farmacias, supermercados, colegios, paradas de autobús y centro de salud.  Todo lo que busque podrá encontrarlo sin necesidad de usar coche; aunque esta vivienda dispone de plaza de garaje incluida en el precio. En la primera planta encontramos amplia cocina con office y salida a terraza techada, salón comedor muy espacioso 30m2 aprox. y luminoso gracias a sus tres ventanas que tenemos en la estancia. Cuenta con aseo que da servicio a la planta baja. En la planta superior contamos con baño completo además de tres dormitorios, dos de ellos juveniles muy amplios con armarios empotrados.  El dormitorio principal con baño completo y bañera de hidromasaje.  La vivienda dispone de calidades inmejorables, todas las ventanas son climalit imitación de madera, carpintería impoluta y caldera de gas natural individual, splits de aire acondicionado con bombas de aire de frio y calor. También podremos disfrutar de un cuarto TRASTERO de 5m aprox y PLAZA DE GARAJE incluida en el precio. Este dúplex en urbanización privada cuenta con piscina, parque infantil y ascensor. No dude en contactar con nosotros para vivir en una de las más solicitadas y tranquilas urbanizaciones de la localidad.  ¡Disponemos de departamento de financiero ESTUDIO TOTALMENTE GRATUITO! 100% FINANCIACIÓN.",True,good,False,3862.0,True,False,True,True,[],False,False,336000.0,€,True,True,flat,duplex,"Centro, Navalcarnero",Dúplex en calle italia,Destacado,,,,1,True,True,
106483542,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/40/e0/1284243129.webp,,32,469900.0,chalet,sale,265.0,4,3,"calle Caño, 9",Madrid,Sevilla la Nueva,,es,,40.3415293,-4.0300942,True,https://www.idealista.com/inmueble/106483542/,"Agencia Inmobiliaria en Sevilla la Nueva INMOBILIARIA HOGARES VENDE EN REGIMEN DE ALQUILER CON OPCION A COMPRA, ESTUPENDO CHALET INDEPENDIENTE EN SEVILLA LA NUEVA, situada en la zona mas demandada del municipio. Cercano a todo tipo de comercios, parques, centro de salud, colegios y a pocos minutos de salida a autovía. En la primera planta, la distribución es amplia y funcional, ideal para una convivencia cómoda y práctica. Al entrar, nos recibe un espacioso recibidor que da paso al salón, que está dividido en dos áreas: una zona de estar y un comedor, proporcionando un ambiente acogedor y versátil. A continuación, se encuentra una amplia cocina con acceso directo a un porche, perfecto para disfrutar de comidas al aire libre y aprovechar el espacio exterior. Además, en esta planta hay un aseo de cortesía y una habitación adicional que cuenta con un trastero, lo que agrega practicidad y opciones de almacenamiento extra. En la segunda planta, la distribución continúa con espacios amplios y bien aprovechados, ideales para el descanso y la privacidad. La habitación principal destaca por su amplitud y cuenta con un baño en suite, proporcionando un espacio privado y cómodo para los propietarios. Además, esta planta incluye dos habitaciones secundarias grandes, perfectas para huéspedes, hijos o para ser adaptadas como oficinas o áreas de estudio. Estas habitaciones comparten un baño completo, que está estratégicamente ubicado para facilitar el acceso y brindar comodidad a los ocupantes de estas habitaciones. Las condiciones del alquiler con opción a compra serian las siguientes: 30.000€ de entrada. 1.300€ de cuota mensual de la cual se descontaría el 100% el primer año y el 90% el segundo año.",True,good,False,1773.0,True,True,True,True,[],False,False,469900.0,€,True,True,chalet,independantHouse,Sevilla la Nueva,"Casa independiente en calle Caño, 9",Destacado,,,,,,,
101922063,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/93/ba/1139490897.webp,JRJ7,55,359900.0,chalet,sale,210.0,5,3,Juan Ramón Jiménez,Madrid,Navalcarnero,El Pijorro,es,,40.283935,-4.0213453,False,https://www.idealista.com/inmueble/101922063/,"Agencia Inmobiliaria en Navalcarnero INMOBILIARIA CAPITAL HOME NAVALCARNERO VENDE ESPECTACULAR CHALET PAREADO EN EL SEÑORÍO DE NAVALCARNERO.  Se trata de la zona más demandada del municipio debido a su cercanía al centro (5 min. andando), la gran calidad de las construcciones, la tranquilidad y seguridad de sus calles, su entorno joven y familiar.. .  La distribución de esta vivienda es la siguiente: En la PLANTA PRINCIPAL, según entramos por la puerta, a mano izquierda tenemos la cocina con dos espacios claramente diferenciados (cocina-comedor). Salón con salida directa a la zona trasera de la urbanización dónde encontraremos la piscina y zonas comunes ajardinadas.  En esta planta también encontramos un aseo de cortesía. En la SEGUNDA PLANTA encontramos 4 habitaciones. La principal cuenta con baño en suite con plato de ducha y armario empotrado. Contamos con un baño completo con bañera que da servicio a las 3 habitaciones secundarias.  La vivienda tiene habilitado una buhardilla con terraza independiente que completa la quinta habitación. En el SOTANO nos encontramos con un garaje con capacidad para un coche y una moto y un espacio destinado a zona de taller, a continuación de este, una segunda cocina totalmente amueblada. No deje escapar esta ocasión. No dude en llamarnos para concertar una visita y preguntar por nuestro servicio de asesoramiento financiero GRATUITO, le ayudamos a comprar y a escoger la mejor opción. Estaremos encantados de ayudarle: )"". "". "". ""**** FINANCIACIÓN 100%***** **** FINANCIACIÓN 100%***** **** FINANCIACIÓN 100%*****.",True,good,False,1714.0,True,False,True,True,[],False,False,359900.0,€,True,True,chalet,semidetachedHouse,"El Pijorro, Navalcarnero",Chalet pareado en Juan Ramón Jiménez,Destacado,,,,,,,
107547491,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/d8/47/1316531762.webp,3248-24558,32,435000.0,flat,sale,83.0,1,1,calle de Villamanín,Madrid,Madrid,Latina,es,Lucero,40.4053892,-3.7523939,False,https://www.idealista.com/inmueble/107547491/,"Magnifico piso exterior de 83 m2 en la zona de Batán, junto al metro y a las mismas puertas de la Casa de Campo. Esta vivienda destaca por su distribución única y moderna, su luminosidad, su ubicación privilegiada y su excelente comunicación. Se compone de entrada, cocina, salón, dormitorio, baño y terraza. Está situada en la planta octava de un edificio de doce y su orientación es este/sur. Debe su luminosidad a las grandes cristaleras que tiene, a una concepción abierta del espacio y a un estudiado juego de espejos que permiten que la luz pase a todos lados. En el año 2022/23 se acometió una reforma integral; cerramientos exteriores, aislamiento, distribución interior, cocina, baño, renovación de las instalaciones de electricidad, instalación de domótica, iluminacion, saneamiento, instalación de aire acondicionado con bomba de calor, así como la carpintería y acabados. Todo el diseño ha sido especialmente cuidado. La cocina, abierta, está equipada con lavaplatos integrado de 45, placa de inducción, horno y campana extractora de diseño. Costa de una zona oculta por unas puertas de espejo que aloja el termo, la lavadora y espacio para almacenaje. También, oculto por un panel corredero, esta el frigorífico. El baño, integrado en la zona de dormitorio, está equipado con un plato de ducha de tamaño generoso, mampara fija de cristal y grifería termostática, la bañera es exenta y el inodoro con cisterna empotrada. Todos los sanitarios y griferías son de alta gama. El dormitorio es muy amplio y consta de armarios empotrados. Tiene una salida directa acristalada a la terraza. Los suelos son de parquet, microcemento, baldosa hidráulica y porcelánico en terraza. Cabe destacar la carpintería de aluminio de gama alta, con grandes hojas de cristal correderas o abatibles que permiten una gran apertura al exterior y un aislamiento excelente. Todas las paredes gozan de aislamiento tanto acústico, como térmico. Tiene una instalación de aire acondicionado y calefacción por bomba de calor y un gran termo eléctrico para el agua caliente. La finca tiene portero físico, dos ascensores y unas zonas comunes amplias y cuidadas. Forma parte de un conjunto de edificios de similar construcción y aspecto exterior, que conforman esa zona del barrio de Batán, situada al lado de la casa de campo, en un entorno inmejorable, a un paso del metro Batán y con varias líneas de autobús cercanas, que proporcionan acceso rápido al centro de Madrid. Los gastos de comunidad son alrededor de 100 euros al mes. En la zona se pueden encontrar todos los servicios, tiendas y pequeño comercio. Actualmente se está llevando a cabo el soterramiento de la A5, que a la larga supondrá una importante mejora para estos barrios, que se convertirán en una prolongación de Madrid Río. No deje pasar esta oportunidad única y llámenos sin compromiso.  No cobramos honorarios al comprador.",False,good,False,5241.0,True,False,True,False,[],False,False,435000.0,€,,,flat,,"Lucero, Madrid",Piso en calle de Villamanín,Destacado,,,,8,True,True,
107718667,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/52/e2/1320757275.webp,OV,42,386000.0,chalet,sale,319.0,4,2,calle Oviedo,Madrid,Navalcarnero,Covadonga - Los Manzanos,es,,40.284533,-4.01776,False,https://www.idealista.com/inmueble/107718667/,"Agencia Inmobiliaria de Navalcarnero INMOBILIARIA CAPITAL HOME NAVALCARNERO VENDE EN EXCLUSIVA CHALET ADOSADO EN ZONA DE COVADONGA DE NAVALCARNERO. SE VENDE ESPECTACULAR CHALET EN ESQUINA en una de las zonas más exclusiva de Navalcarnero. Se trata de la zona más demandada del municipio debido a su cercanía al centro (3 min. andando), la gran calidad de las construcciones, la tranquilidad y seguridad de sus calles, su entorno joven y familiar.. . Paradas de autobús en diferentes direcciones 529, 528, 528H, El gato, Sepulvedana.. . La vivienda se distribuye en 2 plantas. En la planta baja, nos encontramos con un amplio garaje, una estancia trasera a modo almacén, una cocina completa y un cuarto de baño. En la planta noble de la vivienda tenemos 4 habitaciones. 3 habitaciones dobles de gran tamaño, con armarios empotrados, una sala de estar, un baño completo con plato de ducha, un salón ideal con acceso a la terraza delantera, y una coqueta cocina con acceso a la terraza trasera, por la cual podemos también bajar al patio. También contamos en el patio trasero, con el cuarto donde se encuentra la caldera de Gasoil y su depósito, y un amplio garaje para dos vehículos. La vivienda tiene multitud de posibilidades a la hora de reformar, como puede ser hacer una vivienda en la plata abajo y mantener la de arriba totalmente independientes. Con posibilidad de financiación al 100% y asesoramiento gratuito, ¡esta es una oportunidad que no puedes dejar pasar! Ven a visitar esta casa y comienza a imaginar tu vida en este acogedor espacio.",False,renew,False,1210.0,True,False,True,True,[],False,False,386000.0,€,True,True,chalet,terracedHouse,"Covadonga - Los Manzanos, Navalcarnero",Chalet adosado en calle Oviedo,Destacado,,,,,,,
108463180,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/0a/0c/1346256509.webp,,36,524900.0,chalet,sale,476.0,3,2,"CL CARRIL ALCOR, 5",Madrid,Sevilla la Nueva,,es,,40.346611,-4.0584231,True,https://www.idealista.com/inmueble/108463180/,"Presentamos este impresionante chalet independiente, ubicado en plena naturaleza. Al entrar, nos recibe un precioso salón de techos altos, bañado por la luz natural que entra a través de una cúpula de ladrillo pavés. El salón cuenta, además, con un acogedor altillo que da acceso directo a una terraza con impresionantes vistas. La vivienda continúa con una amplia y elegante cocina, que se complementa con un práctico cuarto de lavandería y una espaciosa despensa. En la zona de descanso, encontramos una de las habitaciones secundarias, equipada con armario empotrado. A continuación, accedemos a otra habitación secundaria que dispone de baño en suite, el cual también comunica con el pasillo, ofreciendo así mayor funcionalidad. Por último, nos encontramos con la espectacular habitación principal, que destaca por su amplitud, un elegante baño en suite y un precioso vestidor de generosas dimensiones. En la planta baja de la vivienda, se encuentra un amplio espacio diáfano con múltiples posibilidades de uso —ya sea como sala de juegos, gimnasio, despacho o incluso vivienda adicional—, con acceso directo a un gran garaje con capacidad para varios vehículos. No dejes pasar la oportunidad de convertir este magnifico chalet en tu nuevo hogar. ¡Te esperamos para mostrarte cada detalle!",False,good,False,1103.0,True,False,True,True,[],False,False,524900.0,€,True,True,chalet,independantHouse,Sevilla la Nueva,"Casa independiente en Cl Carril Alcor, 5",Destacado,,,,,,,
108881358,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/b4/ed/1357870304.webp,IL-05227,41,270000.0,flat,sale,42.0,2,1,CL CIUDAD REAL,Madrid,Madrid,Arganzuela,es,Delicias,40.399082,-3.69549,False,https://www.idealista.com/inmueble/108881358/,"Look&Find pone a la venta en exclusiva este encantador y luminoso inmueble de 42m2 en pleno barrio de Delicias, una de las mejores zonas para vivir en el centro de la capital. Ven a conocer esta bonita vivienda ubicada en la Calle Ciudad Real a escasos metros de la magnífica Calle Ferrocarril y del metro Delicias (L3) que conecta con el corazón de Madrid en 10 minutos. Esta zona se encuentra rodeada de servicios de todo tipo, bares y restaurante, cines, teatros, museos, supermercados, comercios, etc.. . En el entorno se encuentra también el Museo del Ferrocarril, el Cercanías de Delicias y al sur el centro cultural Matadero, Madrid Río y el centro comercial Plaza Río 2. A unos 13 minutos andando se llega a la estación de Atocha y al Paseo del Prado, entrando en la zona más bonita de la ciudad con numerosos autobuses que te transportan al mismo centro.  Pasando a descubrir la propiedad, nos encontramos con una 4ª planta interior, pero con una luz natural inmensa al ser última planta. La vivienda se distribuye en un salón con cocina abierta aprovechando el espacio al máximo y consiguiendo una luz que llega a todo los rincones, un cuarto de baño completo con ventana y dos habitaciones con espacio para cama, escritorio y armario y ventanas. Sus altos techos de 3,20m de altura en el salón y 2,85m en el resto de estancias dotan de mucha amplitud al piso.  Se encuentra parcialmente reformado con la electricidad renovada, ventanas climalit de PVC y doble vidrio prácticamente nuevas y aire acondicionado con dos splits y bomba de frío/calor. Dispone de tarima en el suelo y agua caliente con gas natural individual, por lo que también se podría añadir radiadores de gas en caso de necesitarlo.  La vivienda es perfecta para una pareja joven o persona sola que quiera vivir en Madrid en un lugar idílico con todo tipo de servicios y una comunicación excelente. Existe posibilidad de instalar ascensor y la comunidad posee una vivienda para alquiler, generando unos ingresos extras a la cuenta del edificio.  Otra de sus ventajas es el reducido gasto de mantenimiento de la vivienda: 38€/mes de comunidad y 162,45€/año de IBI.  No dejes pasar esta excelente oportunidad y ven a visitarlo. ¡Te esperamos!",False,renew,False,6429.0,True,False,True,False,[],False,False,270000.0,€,,,flat,,"Delicias, Madrid",Piso en Cl Ciudad Real,Destacado,,,,4,False,False,
107313367,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/16/c5/1309248592.webp,10008426,36,378000.0,flat,sale,177.0,3,2,calle de Gregorio Donas,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4275131,-3.6390229,False,https://www.idealista.com/inmueble/107313367/,"VIVIENDA2 lanza en exclusiva este piso exterior luminoso en Ciudad Lineal Te presentamos este fantástico piso en venta exclusiva, ideal para quienes buscan un hogar espacioso, luminoso y listo para entrar a vivir. Ubicado en una de las mejores zonas de Ciudad Lineal, este inmueble destaca por su distribución funcional, amplitud y excelente iluminación natural. El piso cuenta con 93 metros cuadrados en forma de esquina que aporta gran luminosidad. Desde el salón se accede a la zona del garaje, para mayor comodidad.  El área de garaje y almacén con 84 metros cuadrados se accede tanto por el vado como por el salón, quedando en total independencia. La zona del trastero, actualmente se encuentra modificada, en un Loft con cocina americana, baño, salón y dormitorio.   ** Ubicación inmejorable: Situado en una zona residencial y tranquila, con todos los servicios a mano:  Excelentes conexiones en transporte público: metro y varias líneas de autobús a pocos minutos  Acceso rápido a M-30 y M-40 para una movilidad cómoda en coche Colegios, centros de salud y supermercados en las inmediaciones  Zonas verdes y parques cercanos, perfectos para pasear y desconectar Este piso es ideal tanto para familias, que buscan un entorno cómodo y bien comunicado, como para inversores, gracias a su alta demanda en la zona.",True,good,False,2136.0,True,False,True,True,[],False,False,378000.0,€,True,True,flat,,"Pueblo Nuevo, Madrid",Piso en calle de Gregorio Donas,Destacado,,,,,True,True,
