propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.parkingSpacePrice
99203454,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/46/ff/1319203038.webp,W-02QH97,71,,1350000.0,chalet,sale,470.0,,5,2,Fuente el Saz de Jarama,Madrid,Fuente el Saz de Jarama,,es,,40.6530177,-3.4955013,False,https://www.idealista.com/inmueble/99203454/,"Espectacular finca en Fuente el Saz del Jarama Engel & Völkers presenta esta exclusiva y amplia propiedad individual. Finca rústica de casi siete mil metros cuadrados con una construcción de casi quinientos metros cuadrados. Dispone de piscina climatizada para el total disfrute durante todo el año. La vivienda consta de un luminoso salón con chimenea, una amplia cocina, hall de entrada, cinco grandes dormitorios con armarios empotrados y calefacción. El dormitorio principal tiene baño en suite y además hay otro baño con ducha. Tenemos en la planta baja una zona de despensa, salón multiusos y bodega. Además, tiene una gran terraza en el piso superior desde que tenemos unas maravillosas vistas. Posee un gran horno para cualquier celebración. La zona exterior tiene una gran cantidad de árboles, viñedos, huerta y posee infinitas posibilidades debido a su amplitud. Cuenta con pozo particular con autonomía de agua potable con los correspondientes controles homologados. En la entrada a la finca tenemos un garaje para un mínimo tres vehículos, así como otra estancia para guarda de maquinaria. La situación de la vivienda es perfecta ya que se encuentra en una zona tranquila pero cercana al núcleo urbano de Fuente el Saz del Jarama donde encontramos gran cantidad de tiendas y servicios como colegio, parques, guarderías, clínicas, polideportivo, iglesia, etc. La parada de transporte público está a unos doscientos metros de la propiedad. Fuente el Saz es un municipio que se encuentra en el Noreste de la Comunidad de Madrid, con una población de unos 6.000 habitantes, se encuentra muy cerca de la ciudad de Madrid y de grandes municipios como Alcobendas y San Sebastián de los Reyes.  El municipio dispone de guarderías públicas y privadas, un colegio público de educación infantil, primaria y secundaria. También dispone de polideportivo y piscina municipal. A pocos kilómetros también tenemos varios colegios concertados y privados. También dispone de centro de salud e hipermercados. Se encuentra situado en un entorno natural, junto a la Vega del Rio Jarama y de la Sierra de Guadarrama. Las principales vías de acceso son la A-1, la M-50, la R-2 y la M-111 que da acceso a Barajas. Cuenta con un Servicio Público de transportes a Madrid- Plaza Castilla (bus 184 y 197). Este magnífico emplazamiento es ideal para aquellos que quieran disfrutar de un ambiente de tranquilidad rodeados de un entorno natural donde disfrutar de diferentes deportes al aire libre como la hípica o el Golf. Cuenta además con un área industrial y amplia oferta gastronómica.",False,good,False,,2872.0,False,False,False,False,[],False,False,1350000.0,€,True,True,chalet,independantHouse,Fuente el Saz de Jarama,Casa independiente,Destacado,,,,,
107444717,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/50/47/1312817406.webp,4151,35,en,1095000.0,flat,sale,103.0,True,3,3,calle de Alfonso X,Madrid,Madrid,Chamberí,es,Almagro,40.433502,-3.6903387,False,https://www.idealista.com/inmueble/107444717/,"Domus Aurea Capital presenta este piso exterior, amueblado y a estrenar en el corazón de Almagro. Vivienda de 103m2 situada en la planta baja de un edificio de 1939 recién reformada, se entrega a estrenar y totalmente amueblada. Se distribuye en un hall recibidor con armario gabanero de gran dimensión y acondicionado también para ocultar la caldera de gas individual y la lavadora-secadora, un luminoso salón-comedor con cocina de estilo abierta y totalmente amueblada y equipada, y la zona de noche con un gran dormitorio principal con baño en suite completo y dos dormitorios dobles, además de un baño completo y un aseo de cortesía. Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores. La mayoría de las propiedades que tenemos disponibles no están publicadas en los portales inmobiliarios, para conocerlas todas consulta nuestra web.",True,good,False,True,10631.0,True,False,False,False,[],False,False,1095000.0,€,,,flat,,"Almagro, Madrid",Piso en calle de Alfonso x,Destacado,,,,,
108304989,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/c3/a6/1340136041.webp,,18,1,160000.0,studio,sale,34.0,False,0,1,calle de los Abades,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4117015,-3.7044019,False,https://www.idealista.com/inmueble/108304989/,"Agencia inmobiliaria de Madrid zona Lavapies – Embajadores – Tirso De Molina Tecnocasa ESTUDIO REAL DE LAVAPIES SL VENDE piso de 34 m2, estudio distribuido en salón con cocina, y 1 baño. Primera planta cercana a estaciones de metro L5 La Latina, L1- Tirso de Molina y Embajadores-L3-L5. Buena comunicación con autobuses y a escasos 5 minutos de Renfe Embajadores. Para más información contacta con nosotros sin ningún tipo de compromiso y concierta una cita en la que además de conocer la vivienda te informará sobre las condiciones de financiación actuales, uno de nuestros asesores financieros de Kiron.",True,good,False,False,4706.0,True,False,False,False,[],False,False,160000.0,€,,,flat,studio,"Lavapiés-Embajadores, Madrid",Estudio en calle de los Abades,Destacado,,,,,
108749529,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/3e/f3/1354001664.webp,850680,48,1,249000.0,duplex,sale,132.0,True,3,2,calle de Esteban Carros,Madrid,Madrid,Puente de Vallecas,es,Entrevías,40.3722241,-3.6578338,False,https://www.idealista.com/inmueble/108749529/,"Housfy vende dúplex en Puente de Vallecas, Madrid, un espacio con mucho potencial para disfrutar y personalizar a tu gusto. Detalles del inmueble:  Primera planta exterior tipo dúplex con ascensor en finca de 1986. Construido en 1986 en el barrio de Entrevías, cuenta con 132 m² muy bien distribuidos. (Metros cuadrados verificados con la Dirección General de Catastro) Admirable dúplex de 132 m² con grandes posibilidades de reforma. Reforma iniciada, con mejoras ya implementadas como el cambio de ventanas y la integración de la terraza al salón, lo que permite disfrutar de un salón más amplio y luminoso, ideal para compartir momentos en familia o con amigos. Espacioso y cómodo salón con acceso a balcón. Cocina funcional con múltiples opciones de mejora. Equipado con aire acondicionado y calefacción, lo que garantiza confort durante todo el año. Paredes Lisas.  Dispone de 3 habitaciones y 2 baños completos. Está ubicado en una zona tranquila y residencial de Entrevías, con edificios de menor altura y calles accesibles. Excelente comunicación por transporte público y privado: a tan solo 5 km de la Estación de Atocha (10 min en coche) y 6,9 km de la Plaza de Legazpi (7 min en coche). Este dúplex es una gran oportunidad para quienes buscan una vivienda con carácter y posibilidades, perfecta para reformar a medida y convertirla en el hogar ideal. No lo dudes más y contacta con nosotros para agendar una visita. ¡Te ayudaremos a conseguir la vivienda de tus sueños! Sobre nosotros: Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todos servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión completa de la compraventa y, si lo necesitas, contamos con bróker hipotecario propio para ayudarte a conseguir las mejores condiciones de financiación según tu perfil. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,True,1886.0,True,True,False,False,[],False,False,249000.0,€,,,flat,duplex,"Entrevías, Madrid",Dúplex en calle de Esteban Carros,Destacado,,,,,
108708750,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/e3/46/1353968218.webp,880688,40,2,170000.0,flat,sale,50.0,True,2,1,calle de San Felíu de Guixols,Madrid,Madrid,Puente de Vallecas,es,Portazgo,40.3923437,-3.6455353,False,https://www.idealista.com/inmueble/108708750/,"Housfy vende piso alquilado en Puente de Vallecas. ***Se vende piso Vivienda alquilada hasta 30 de septiembre de 2025, renta: 700/ mensuales *** Este estupendo piso fue construido en el año 1960 en Portazgo. Sus 50 m2 están perfectamente distribuidos, creando un amplio y abierto espacio con mucha luz y con un diseño muy especial. Características del inmueble: - Estupendo piso de 50 m2 en Portazgo. (Los metros cuadrados están verificados con la Dirección General de Catastro) - La vivienda dispone de 2 habitaciones y 1 baño, muy bien acomodadas. - Acogedor salón-comedor con amplio espacio de luz natural. - Sistemas de aire acondicionado y calefacción. - Con una efectiva cocina. - Exterior. Respecto a la ubicación, se sitúa en Madrid. Con todos los servicios que puedas necesitar para facilitar tus días en todo momento. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. El precio de venta no incluye gastos de la compraventa como notaría, registro, impuestos, ni tampoco honorarios agencia. Esta publicación no es vinculante. Consulta siempre la nota simple con Housfy antes de formalizar la compraventa. Sobre nosotros. Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922. Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,False,3400.0,True,True,False,False,[],False,False,170000.0,€,,,flat,,"Portazgo, Madrid",Piso en calle de San Felíu de Guixols,Destacado,,,,,
108840526,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/f3/2f/1356678607.webp,3-212,58,2,2900000.0,flat,sale,448.0,True,10,4,paseo de la Castellana,Madrid,Madrid,Chamartín,es,El Viso,40.4506478,-3.6900899,False,https://www.idealista.com/inmueble/108840526/,"Presentamos este exclusivo activo inmobiliario situado en una de las zonas más codiciadas de Madrid, a escasos metros del Paseo de la Castellana, próximo a puntos de referencia como el Paseo de la Habana, la Plaza de la República Argentina y el Estadio Santiago Bernabéu. Ubicado en una planta segunda de un edificio señorial, este inmueble ofrece una superficie construida de 448 m², con 368 m² útiles, actualmente habilitado como oficina, lo que lo convierte en una excelente oportunidad tanto para uso residencial como para proyecto de inversión. El espacio se distribuye en 10 estancias independientes y 4 baños completos, lo que permite una reorganización versátil en función de las necesidades. Cuenta con plaza de garaje en la comunidad (no asignada), y trastero de 2x2. Gracias a su estructura de pilares, las opciones de redistribución son prácticamente ilimitadas, permitiendo desarrollar una reforma integral a medida. Se adjuntan planos actuales y una propuesta de reforma para visualizar su enorme potencial. Uno de los grandes atractivos de este inmueble es su magnífica luminosidad (orientación oeste): no solo goza de orientación exterior, sino que también recibe abundante luz natural en su zona interior gracias a un amplio patio de manzana y a la generosa separación entre edificios colindantes, algo poco habitual en inmuebles de estas características en Madrid capital. El edificio está en un estado de conservación excelente y destaca por sus prestaciones de alta gama: cuenta con doble ascensor de uso común, montacargas en la escalera de servicio, conserje físico, calefacción central con consumo individualizado (caldera cambiada hace poco) y dos accesos independientes al inmueble. Aunque actualmente no es posible su segregación oficial, el doble acceso ofrece interesantes posibilidades funcionales. Además, el edificio ha sido actualizado con una instalación de placas solares en la azotea, lo que reduce significativamente la cuota de comunidad y contribuye a una mayor eficiencia energética, disminuyendo también la huella de carbono. En cuanto a climatización, la propiedad está equipada con sistema de aire acondicionado en todas las estancias y radiadores instalados, lo que facilita la adaptación a un uso inmediato sin necesidad de acometer grandes obras en este aspecto. La ubicación es, uno de sus grandes valores: en pleno distrito de Chamartín, una zona residencial consolidada que combina el carácter exclusivo con una amplia oferta de servicios. En las inmediaciones se encuentran centros comerciales emblemáticos como El Corte Inglés de Castellana, tiendas de primeras marcas (Zara, Massimo Dutti, H&M, Nike), supermercados (Mercadona, Sánchez Romero), y una variada oferta gastronómica con restaurantes como La Mar, José Luis o Arzábal. En el ámbito educativo, destacan centros como el Colegio Nuestra Señora de las Maravillas (La Salle), así como la cercanía a instituciones académicas de prestigio como IE Business School y ESIC. También encontramos amplias zonas verdes y espacios públicos como la Plaza Pablo Ruiz Picasso, Plaza Joan Miró o el parque de Berlín. A nivel de comunicaciones, la conexión es excelente: a escasos metros del intercambiador de Nuevos Ministerios (metro, cercanías y múltiples líneas de autobús), así como accesos directos a las principales arterias viales de la ciudad como la M-30, A-2 y M-11, con rápida salida hacia el aeropuerto Adolfo Suárez Madrid-Barajas. Inspección Técnica del Edificio (ITE): Favorable en 2019 Comunidad: 667€ IBI: 2927€ Honorarios agencia: 1,5% + IVA Desde Hemic Properties, te ofrecemos un servicio integral que abarca desde el asesoramiento financiero hasta la planificación y ejecución de reformas. Si deseas más información o concertar una visita personalizada, no dudes en ponerte en contacto con nosotros. Estaremos encantados de ayudarte.",True,renew,False,True,6473.0,True,False,False,False,[],False,False,2900000.0,€,True,True,flat,,"El Viso, Madrid",Piso en paseo de la Castellana,Destacado,,,,,
108704853,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/30/09/1352666266.webp,856198,68,7,379990.0,flat,sale,80.0,True,2,1,plaza Virgen del Romero,Madrid,Madrid,Ciudad Lineal,es,Concepción,40.439955,-3.6522189,False,https://www.idealista.com/inmueble/108704853/,"Housfy vende piso en Ciudad Lineal, Madrid. ***Contrato de alquiler en vigor hasta Diciembre del 2026 con una renta mensual de 1.050 euros. *** Detalles del inmueble: - 7º planta exterior con ascensor en finca con portero físico de 1966. - Estupendo piso de 80 m2 en Concepción. (Los metros cuadrados están verificados con la Dirección General de Catastro)  - Práctico salón-comedor con amplio espacio de luz natural. - Con una práctica cocina con todo lo necesario, reformada recientemente.  - Contamos con dos habitaciones y un baño completo.  - Reformado íntegramente en el 2012: Fontanería, electricidad, insonorización, techos bajados, suelo tarima maciza de jatoba, gres de porcelanosa, ventanas climalit triples, acristalamiento de PVC oscilobatiente y las puertas de Robles con sistema anti freno, pared lisa, rodapié en roble. - Este piso cuenta también con un práctico trastero. Con todos los servicios que puedas necesitar para facilitar tus días en todo momento. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,True,4750.0,True,True,False,False,[],False,False,379990.0,€,,,flat,,"Concepción, Madrid",Piso en plaza Virgen del Romero,Destacado,,,,,
108852832,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/d8/8b/1358437599.webp,2402299,68,,364800.0,chalet,sale,150.0,,3,3,avenida Europa,Madrid,Loeches,,es,,40.3939664,-3.4138212,False,https://www.idealista.com/inmueble/108852832/,"No cobramos ningún coste al comprador, ayudando a gestionar su hipoteca sin coste adicional.  -Somos Líderes en Ventas en Torrejón de Ardoz, Asesoramiento Altamente Cualificado- CHALET EN LOECHES. Está situado en una urbanización de chalets con piscina comunitaria, pista polivalente y zona infantil. La superficie de la vivienda es de aproximadamente 150 m2, distribuidos en 2 plantas más el jardín de 80 m2 aproximados con porche y garaje.  – Planta baja, distribuida en porche de 20m2 aproximados, gran salón-comedor con salida al jardín exterior de 60 m2, cocina independiente, aseo y acceso al garaje. – Planta 1º, 3 habitaciones y 2 baño completo (uno en suite) *FOTOGRAFÍAS EN PROYECTO 364.800 € Es importante informaros que gracias a las recomendaciones de clientes únicos, junto con importantes inversiones en publicidad y tecnología, actualmente tenemos una elevada lista de espera de clientes interesados en comprar para la mayoría de las viviendas.  Para atenderos lo antes posible, podéis escribirnos al whatsApp:  Innovación Inmobiliaria. Www. CASSAS. es. -VENDE RÁPIDO AL MEJOR PRECIO- Evitando comisiones abusivas y costes adicionales al comprador.",True,good,False,,2432.0,True,False,True,False,[],False,False,364800.0,€,True,True,chalet,independantHouse,Loeches,Casa independiente en avenida Europa,Destacado,,,,,
107024685,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/1e/14/1302674279.webp,,35,,499000.0,chalet,sale,250.0,,4,3,calle de las Moreras,Madrid,Aranjuez,Foso-Moreras,es,,40.0352297,-3.5796355,False,https://www.idealista.com/inmueble/107024685/,"ARANKEY REAL ESTATE S. L VENDE: ¡Descubre tu nuevo hogar en Aranjuez! Este impresionante chalet pareado de tres plantas, ubicado en la codiciada zona de Agfa, es una joya lista para ser descubierta. Con 250 m² construidos sobre una parcela de 300 m², esta vivienda ofrece espacio y comodidad para toda la familia. Dispone de cuatro amplios dormitorios con armarios empotrados y tres baños, garantizando confort y privacidad. El salón, con suelo de tarima, se abre a un amplio patio donde podrás disfrutar de agradables veladas al aire libre. La cocina está equipada con todo lo necesario para que prepares tus platos favoritos. Además, cuenta con un garaje y una planta sótano, ideales para almacenamiento o para crear un espacio adicional según tus necesidades. La casa está equipada con aire acondicionado por conductos y calefacción de gas natural, asegurando un ambiente perfecto durante todo el año. Su orientación sur proporciona una excelente iluminación natural. Construida en 1999 y en buen estado, esta vivienda es una oportunidad única que no puedes dejar pasar. ¡Ven a visitarla y enamórate de tu futuro hogar!",True,good,False,,1996.0,True,False,False,False,[],False,False,499000.0,€,True,True,chalet,semidetachedHouse,"Foso-Moreras, Aranjuez",Chalet pareado en calle de las Moreras,Destacado,,,,,
108577586,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/3e/74/1348953393.webp,W-02YN74,69,,790000.0,chalet,sale,598.0,,7,3,Rascafría,Madrid,Rascafría,,es,,40.905429,-3.878454,False,https://www.idealista.com/inmueble/108577586/,"Espectacular Casa de Recreo en Enclave Privilegiado del Valle del Lozoya, Rascafría Características de la Propiedad La vivienda, de 422 m² construidos, se asienta sobre una parcela de 5.140 m² que combina espacios de uso residencial, recreativo y agrícola. La propiedad cuenta con: Exterior y jardines: Piscina, zona de barbacoa, invernadero, huerto, zonas arboladas con prunos y robles, y jardines con sistema de riego automático e iluminación que realzan la belleza del entorno. La parcela está cercada con una tradicional valla de piedra de río, integrándose armoniosamente en el paisaje. Distribución interior: La casa está distribuida en tres plantas, orientada al sur para aprovechar al máximo la luz natural y las vistas. Planta baja: Amplio salón con chimenea de piedra, diseñado para crear un ambiente cálido y acogedor, perfecto para reuniones familiares o momentos de relax. Desde aquí, se puede acceder directamente al porche y al jardín, espacios ideales para disfrutar del aire libre, celebrar reuniones o simplemente relajarse rodeado de naturaleza. Además, el comedor cuenta con grandes ventanales orientados al sur, que ofrecen vistas panorámicas impresionantes del entorno, permitiendo que la luz natural inunde el espacio y creando un ambiente luminoso y agradable para compartir comidas y momentos especiales. Cocina totalmente equipada y funcional que cuenta con una gran despensa. Sala de juegos con mesa de billar francés, chimenea de cassette, grandes ventanales y aseo de cortesía. Dispone de acceso directo a traves de escaleras al dormitorio principal.   Primera planta: Siete habitaciones/dormitorios, incluyendo un dormitorio principal con una preciosa salamandra antigua de hierro fundido y otro muy espacioso con vestidor, cassette y amplias vistas. Dos baños completos que sirven a las habitaciones. La distribución permite privacidad y comodidad para alojar a dos familias o grupos grandes. Sótano: Una amplia bodega preparada para almacenar una gran cantidad de botellas en condiciones óptimas de temperatura y humedad para la maduración del vino. Sauna finlandesa para seis personas, en uso, con vestuario y ducha, que aportan bienestar y relax en un entorno privado. Habitación de servicio para mayor comodidad y funcionalidad. Edificación auxiliar: Espacio destinado a garajes, trasteros y talleres para maquinaria y aperos, con casi 200 m2 de superficie. Detalles adicionales y acabados: La vivienda combina estilo rústico y confort moderno, suelos de baldosa de barro, acabados en piedra y madera, que aportan calidez y carácter. La propiedad ha sido diseñada para ofrecer espacios amplios, luminosos y funcionales, pensados para el disfrute en familia o con amigos, en un entorno natural incomparable. Ubicación y Accesibilidad Situada a aproximadamente 3,4 km del centro de Rascafría, la casa goza de una ubicación estratégica que permite disfrutar de la paz del campo sin renunciar a la cercanía de servicios y puntos de interés. La propiedad se encuentra muy próxima al Monasterio del Paular y al área recreativa de las Presillas, con acceso tanto por carretera como por caminos rurales. La vía de acceso principal es a través de la A1, o alternativamente por la A6 o la M607, atravesando paisajes impresionantes y naturales, lo que hace que el viaje desde Madrid sea una experiencia en sí misma, con menos de una hora de desplazamiento. Entorno Natural y Protección El entorno que rodea la vivienda es un auténtico paraíso para los amantes de la naturaleza. Se encuentra en la Zona Periférica de Protección del Parque Nacional de la Sierra de Guadarrama (distancia al parque +/- 3km) que está protegida por normativa y que limita las construcciones a las de uso agropecuario estando también restringido el acceso en coche. Todo ello garantiza la conservación del paisaje y la exclusividad del enclave. La propiedad está rodeada de robledales, y praderas donde pasta el ganado vacuno autó.",False,good,False,,1321.0,False,False,False,False,[],False,False,790000.0,€,,,chalet,independantHouse,Rascafría,Casa independiente,Destacado,,,,,
108455707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/69/c2/1345422182.webp,,32,,209000.0,chalet,sale,237.0,,3,2,"BO SAN MIGUEL, 23",Madrid,Colmenar de Oreja,,es,,40.0596398,-3.5085374,True,https://www.idealista.com/inmueble/108455707/,"ARANKEY REAL ESTATE VENDE; ¡Descubre tu nuevo hogar en Colmenar de Oreja! Este encantador chalet independiente se sitúa en una amplia parcela de 1379 m², ofreciendo un sinfín de posibilidades. La vivienda principal cuenta con un acogedor salón con chimenea, ideal para disfrutar de momentos en familia. La cocina está completamente amueblada y equipada, y los tres dormitorios son perfectos para el descanso. Además, el porche cerrado te permitirá disfrutar del aire libre en cualquier época del año. Pero eso no es todo. En la parcela encontrarás un apartamento independiente, una zona de ocio con baño exterior, y una espectacular piscina que hará las delicias de grandes y pequeños. La propiedad también incluye un área ajardinada, un pozo y una barbacoa, perfecta para tus reuniones con amigos y familiares. Con una superficie construida de 237 m² y un total de 2 baños, este hogar es ideal para aquellos que buscan espacio y comodidad. Ubicado en una urbanización cerrada, este chalet ofrece tranquilidad y seguridad. Además, cuenta con zona de aparcamiento y trastero, lo que añade un valor extra a esta increíble propiedad. No dejes pasar la oportunidad de vivir en un entorno natural y acogedor, donde cada rincón ha sido pensado para ofrecerte el máximo confort. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",True,good,False,,882.0,True,False,False,False,[],False,False,209000.0,€,True,True,chalet,independantHouse,Colmenar de Oreja,"Casa independiente en Bo San Miguel, 23",Destacado,,,,,
108618383,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/af/4d/1350104371.webp,W-030AXL,41,,525000.0,chalet,sale,125.0,,3,2,Pino Alto - Navarredonda,Madrid,Valdemorillo,Pino Alto - Navarredonda,es,,40.4972521,-4.0379055,False,https://www.idealista.com/inmueble/108618383/,"Encantadora casa en la sierra con club social y piscina Engel &Völkers les presenta Encantadora casa en la sierra tradicional con jardín consolidado. La urbanización cuenta con con club social y piscina ¿Buscas tranquilidad, naturaleza y todas las comodidades? Esta preciosa vivienda en urbanización privada ofrece una combinación ideal de confort y entorno natural. La casa, de 125 m² construidos, se sitúa en una amplia parcela de 1.600 m² con un jardín consolidado y cuidado, perfecto para disfrutar al aire libre. Dispone de una estupenda piscina de agua salina ideal para el verano, además de acceso a club social con zonas comunes y piscina comunitaria. La vivienda esta distribuida en una sola planta con gran comodidad. Distribuidor,amplio salón, cocina y tres habitaciones. baños independientes La vivienda cuenta con una agradable terraza orientada al oeste, perfecta para ver atardeceres únicos rodeado de calma. Y vista a la piscina Espacios luminosos, entorno consolidado y una ubicación privilegiada la convierten en una oportunidad única tanto como residencia habitual como casa de fin de semana Engel &Völkers les presenta casa independiente de diseño en muy buena localización enValdemorillo, a pocos minutos de El Escorial bien conocido por su oferta gastronómica y de ocio así como turística.A tan sólo media hora de Madrid, en el corazón del Parque natural del curso medio del rio Guadarrama. Un lugar privilegiado para vivir en equilibrio con la naturaleza sin renunciar por su proximidad a los servicios de la capital. En los alrededores, el embalse de Valmayor,donde pueden practicarse deportes náuticos y pesca.Goza de los mejores colegios de la zona noroeste de Madrid y públicos, así como de institutos y universidades altamente reconocidas.A 5 kmVillanueva de la cañada zona de gran actividad comercial de ocio, bares, restaurantes, supermercados y gran oferta de colegios públicos y privados además de la Universidad Alfonso X el sabio. Cercano también se encuentra Villanueva del Pardillo, municipio situado a escasos 15 minutos en coche; el colegio alemán ElfyKindergarden, Zola, liceo francés y el colegio internacional SEK El Castillo entre otros. Cercano también Colmenarejopueblo con mucha actividad, cuenta con el campus de La universidad Carlos III, la Universidad Camilo José Cela en Villafranca del castillo.Gran oferta de centros de atención médica y hospitales como el Hospital del Escorial, Hospital Puerta de Hierro Majadahonda y el Hospital Madrid Torrelodones. Centros comerciales de la zona noroeste como Gran plaza, Burgocentro, Las Rozas Village, Európolis a menos de 15 minutos.Dispone además de las líneas de autobús que te unen con Madrid (intercambiador de Moncloa) y con los municipios de alrededor. Y todo esto disfrutando del entorno de naturaleza de la sierra noroeste con avistamiento de aves, animales autóctonos y unas vistas a la sierra de excepcional belleza. Vivir en la naturaleza muy cerca de todo lo que necesitamos en nuestro día a día. Gastronomía, Ocio, colegios, universidades, Centros comerciales, Hospitales.",False,good,False,,4200.0,False,False,False,False,[],False,False,525000.0,€,,,chalet,independantHouse,"Pino Alto - Navarredonda, Valdemorillo",Casa independiente,Destacado,,,,,
108779481,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/76/b7/1354888892.webp,894270,36,4,419000.0,flat,sale,51.0,False,1,1,calle de San Mateo,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4267822,-3.6997136,False,https://www.idealista.com/inmueble/108779481/,"Housfy vende piso tipo dúplex en Justicia, Madrid, un espacio muy luminoso para disfrutar en tu día a día. ***Contrato de alquiler en vigor hasta 2028*** Características: - 4ta planta interior con ascensor en finca de 1996. - Fenomenal piso de 51 m2 en Chueca-Justicia. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Acogedor salón, muy luminoso, que te proporcionará el relax diario. - Con una ventajosa cocina tipo americana, perfectamente integrada optimizando el espacio. - En planta superior contamos con una habitación doble, muy luminosa. - Baño completo con plato de ducha recién reformado. - Muy bien comunicado con transporte público. - Aire acondicionado. - Armarios empotrados.  No lo dudes más y contacta con nosotros para agendar una visita. ¡Te ayudaremos a conseguir la vivienda de tus sueños! Sobre nosotros: Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todos servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión completa de la compraventa y, si lo necesitas, contamos con bróker hipotecario propio para ayudarte a conseguir las mejores condiciones de financiación según tu perfil. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,True,8216.0,True,True,False,False,[],False,False,419000.0,€,,,flat,,"Chueca-Justicia, Madrid",Piso en calle de San Mateo,Destacado,,,,,
