propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
104526222,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/c8/e8/1353732297.webp,,16,7,259500.0,flat,sale,102.0,True,4,2,Barrio Palomeras Bajas,Madrid,Madrid,Puente de Vallecas,es,Palomeras Bajas,40.3772373,-3.6596178,False,https://www.idealista.com/inmueble/104526222/,"Te presentamos este amplio y luminoso piso en venta en Vallecas. Con una superficie de 102m2, esta vivienda cuenta con 4 habitaciones, 2 baños, cocina, salón y terraza, ofreciendo así todo el espacio que necesitas para tu comodidad y la de tu familia.  Además, su ubicación estratégica a tan solo 10 minutos de Atocha y el centro de Madrid te permitirá disfrutar de todas las ventajas de vivir en la ciudad.  No solo eso, este piso también se encuentra cerca de numerosos servicios como colegios, fruterías, estación de metro y centros de salud, facilitando así tu día a día.  No pierdas la oportunidad de adquirir esta vivienda de segunda mano en buen estado.  ¡Ven a visitarla y enamórate de sus posibilidades!",False,good,False,True,2544.0,False,False,False,True,[],False,False,259500.0,€,flat,"Palomeras Bajas, Madrid",Piso,Destacado,,,,,,
107665633,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/fe/fb/1319182373.webp,RP1692025135792,26,6,290000.0,flat,sale,81.0,True,3,1,Barrio Valderas - Los Castillos,Madrid,Alcorcón,Valderas - Los Castillos,es,Valderas - Los Castillos,40.3550749,-3.8107139,False,https://www.idealista.com/inmueble/107665633/,"Descubre tu nuevo hogar! Te presentamos una encantadora vivienda de 81 m² que tiene un gran potencial para convertirse en el espacio que siempre has soñado. Esta propiedad cuenta con tres acogedores dormitorios, un amplio salón, una cocina con tendedero, un baño y una terraza que te sorprenderá. La terraza es ideal para disfrutar de impresionantes vistas a la sierra, un lugar perfecto para relajarte al final del día. Ubicada en edificio con ascensor y portero físico, esta vivienda te ofrece comodidad y seguridad en tu día a día. Su ubicación es inmejorable, a pocos metros de la estación de Renfe San José de Valderas y con fácil acceso a las principales vías y paradas de autobús cercanas, lo que te permitirá moverte con total facilidad. Además, la vivienda cuenta con calefacción individual y es muy luminosa, lo que la convierte en un espacio cálido y acogedor. Si buscas un lugar con gran potencial y una ubicación excelente, ¡esta es tu oportunidad! Contáctanos para más información y para agendar una visita. ¡No dejes pasar esta ocasión única! Financiamos hasta el 100%. Redpiso ""tu hogar, nuestro compromiso"". *El precio no incluye el Impuesto de Transmisiones Patrimoniales (Max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales (según el caso). Ubicación aproximada. ¡No dejes pasar esta oportunidad! Ven a visitarlo y enamórate de tu futuro hogar.",True,good,False,True,3580.0,False,False,False,False,[],False,False,290000.0,€,flat,"Valderas - Los Castillos, Alcorcón",Piso,Destacado,,,,,,
107582963,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/19/ab/1316847059.webp,RP1142025135576,17,1,219000.0,flat,sale,72.0,True,3,1,Centro,Madrid,Móstoles,Centro,es,,40.3208094,-3.8667345,False,https://www.idealista.com/inmueble/107582963/,"Redpiso Móstoles Sur ofrece en exclusiva preciosa y acogedora vivienda reformada en venta en la zona de Centro de Móstoles. Cuenta con 73 m2 construidos. Se compone de amplio salón luminoso con aire acondicionado y terraza incorporada, cocina office con tendedero incorporado, muebles altos y bajos de madera y lavaplatos en acero inoxidable, 3 dormitorios con armarios no empotrados, baño que dispone de plato de ducha y mampara, mueble lavabo porcelánico con dos cajoneras, espejo de pared y radiador toallero, precioso hall de entrada y pasillo distribuidor. Esta fantástica vivienda completamente exterior, goza de excelentes calidades como lo son suelos de tarima, ventanas de aluminio climalit con mosquiteras, puertas de madera maciza, calefacción individual de gas natural, puerta principal blindada para una mayor seguridad y ascensor. Ubicada en excelente zona cuenta con fácil acceso a servicios sanitarios, comerciales, líneas de autobuses y a tan solo dos minutos de la parada de Metro Pradillo. No dude en visitarlo. Disfrute de las posibilidades que le ofrece nuestro departamento financiero DCredit a la hora de tramitar su hipoteca. Puede realizar visita virtual del inmueble en nuestra página oficial.",True,good,False,True,3042.0,False,False,False,False,[],False,False,219000.0,€,flat,"Centro, Móstoles",Piso,Destacado,,,,,,
108313317,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/af/8e/1340404928.webp,RP212025138276,19,4,289900.0,flat,sale,80.0,True,3,1,Barrio Zarzaquemada,Madrid,Leganés,Zarzaquemada,es,Zarzaquemada,40.3312215,-3.7492205,False,https://www.idealista.com/inmueble/108313317/,"Se vende vivienda en excelente estado en el barrio de Zarzaquemada. Cuenta con 3 dormitorios, salón con acceso a terraza abierta, cocina, y baño. Cuenta con plaza de garaje de concesión del Ayuntamiento. La finca dispone ascensor y acceso a personas con movilidad reducida. Zona consolidada y muy tranquila, cercano a parques y con todo tipo de servicios. Colegios e institutos cercanos. Renfe estación de Zarzaquemada a 15 minutos andando y parada de línea 12 de Metro Sur (Julián Besteiro) a 5 minutos. Centro Comercial Parquesur. Zonas deportivas (Pabellón Europa y Piscina Municipal El Carrascal). Puedes visitar el inmueble sin ningún tipo de compromiso. Recuerda que Redpiso te ofrece asesoramiento financiero gratis, ofreciéndote las mejores condiciones para tu hipoteca. ESTE ANUNCIO NO ES VINCULANTE, PUEDE CONTENER ERRORES, Y ESTA SUJETO A POSIBLES MODIFICACIONES (Comerciales, Jurídicas o por expreso deseo de la Propiedad). SE MUESTRA A TÍTULO INFORMATIVO Y NO CONTRACTUAL. LA INFORMACION AQUÍ CONTENIDA NO DEBE CONSIDERARSE COMO OFERTA DE COMPRA O FINANCIACION, DEBIENDO PARA ESTA FINALIDAD DIRIGIRSE A NUESTRO DEPARTAMENTO FINANCIERO, NUESTRO COMERCIAL O NUESTRAS OFICINAS, PARA OFRECERLE UNA INFORMACION MÁS DETALLADA VINCULADA CON EL INMUEBLE.",True,good,False,True,3624.0,False,False,False,False,[],False,False,289900.0,€,flat,"Zarzaquemada, Leganés",Piso,Destacado,,,,,,
108170042,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/15/1e/1335952163.webp,RP1142025137722,23,4,268000.0,flat,sale,105.0,True,4,2,Sur,Madrid,Móstoles,Sur,es,,40.3196687,-3.8566164,False,https://www.idealista.com/inmueble/108170042/,"Redpiso Móstoles Sur ofrece preciosa vivienda reformada en venta en la zona Villafontana de Móstoles. Cuenta con 105 m2 construidos distribuidos en salón luminoso con salida a preciosa y amplia terraza abierta, cocina equipada con acceso a terraza, 4 dormitorios, (dos de ellos con armario empotrados), 2 baños, uno de ellos en dormitorio principal que dispone de bañera y mueble lavabo porcelánico y otro baño en pasillo que dispone de plato de ducha, mampara, y mueble lavabo porcelánico, hall de entrada y pasillo distribuidor. Esta bonita y acogedora vivienda cuenta con suelos vinílicos, paredes lisas, puertas de madera maciza lacadas en blanco, radiadores de aluminio, puerta principal blindada, telefonillo con video portero, calefacción central, portal con acceso a personas con movilidad reducida y ascensor. La finca se encuentra a tan solo un paso de las instalaciones polideportivas de Villafontana-Versalles contando con más de 25.000 metros en sus instalaciones donde podrá realizar distintas actividades físicas ya que cuenta con piscina olímpica y piscina infantil con pradera, bar restaurante con salón social, pistas de pádel, tenis, fútbol sala, baloncesto, ping-pong, gimnasio, escuelas deportivas, clases de yoga, pilates, defensa personal y baile. Por si todo esto fuera poco, la vivienda dispone de fácil acceso a múltiples servicios comerciales, sanitarios, líneas de autobuses y cercano a línea de Metro Pradillo. Orientación sureste. No dude en visitarla. Disfrute de las posibilidades que le ofrece nuestro departamento financiero DCredit a la hora de tramitar su hipoteca. Puede realizar visita virtual del inmueble en nuestra página oficial.",True,good,False,True,2552.0,False,False,False,False,[],False,False,268000.0,€,flat,"Sur, Móstoles",Piso,Destacado,,,,,,
108733339,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/4a/06/1353540618.webp,,7,4,1430000.0,flat,sale,120.0,True,2,3,Barrio Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.4300005,-3.6947517,False,https://www.idealista.com/inmueble/108733339/,"Reforma de autor en cuarta planta con tres balcones en Almagro – 1.470. 000 € | 120 m² En una de las calles más elegantes del barrio de Almagro, se presenta esta vivienda exterior reformada con una sensibilidad estética impecable, ubicada en una quinta planta de una finca clásica. Reforma realizada por interiorismo de referencia, esta casa combina calidez, funcionalidad y estilo contemporáneo, destacando por su luz natural, techos altos y proporción equilibrada. Distribución: 2 dormitorios en suite, con armarios empotrados y baños, y Aseo de cortesía Salón-comedor con chimenea y tres balcones exteriores, orientación a calle tranquila Cocina abierta con diseño limpio y materiales nobles Trastero en la finca Cada detalle ha sido cuidado al milímetro, creando un ambiente elegante, sereno y sofisticado, ideal tanto para residencia habitual como para segunda vivienda de alto nivel. Ubicada en una de las zonas más representativas de Madrid, rodeada de arquitectura señorial, embajadas, cultura y buena gastronomía.",False,good,False,True,11917.0,False,False,False,False,[],False,False,1430000.0,€,flat,"Almagro, Madrid",Piso,Destacado,1470000.0,40000.0,3.0,,,
107966638,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/50/75/1329720472.webp,,8,4,149500.0,flat,sale,80.0,True,3,1,calle Leganés,Madrid,Parla,El Nido-Las Fuentes,es,,40.2441487,-3.7744864,False,https://www.idealista.com/inmueble/107966638/,"¡Descubre tu nuevo hogar en el corazón de Parla! Este acogedor piso de 80 m² se encuentra en una de las calles principales, ofreciendo la comodidad de tener todo a tu alcance. Con tres habitaciones exteriores, disfrutarás de luz natural durante todo el día. Las ventanas de aluminio y las puertas de madera añaden un toque de calidez y modernidad al espacio. El salón, que cuenta con acceso a una terraza, es el lugar perfecto para relajarte después de un largo día. La cocina independiente te permitirá preparar deliciosas comidas, mientras que el baño completo con bañera ofrece un refugio ideal para tus momentos de relax. Además, el aire acondicionado y la calefacción por gas natural garantizan tu confort en cualquier época del año. Ubicado a solo un minuto de la estación de Renfe, tendrás acceso fácil y rápido al transporte público, así como a paradas de taxis, tranvía y autobuses. La zona está repleta de bares y restaurantes, perfectos para disfrutar de la vida social. También hay farmacias y colegios cercanos, lo que lo convierte en un lugar ideal para familias. Este piso, aunque necesita algunas reformas, tiene un gran potencial y es una excelente oportunidad de inversión, ya que actualmente está alquilado. No dejes pasar la oportunidad de vivir en una ubicación privilegiada con todas las comodidades que necesitas. ¡Contáctanos para más información y ven a visitarlo!",False,renew,False,False,1869.0,False,False,False,False,[],False,False,149500.0,€,flat,"El Nido-Las Fuentes, Parla",Piso en calle Leganés,Destacado,,,,,,
108729770,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/be/26/1353425674.webp,RP962025139911,4,3,2000000.0,flat,sale,147.0,True,3,3,avenida de Menéndez Pelayo,Madrid,Madrid,Retiro,es,Ibiza,40.4188097,-3.6773666,False,https://www.idealista.com/inmueble/108729770/,"INMOBILIARIA REDPISO VENDE PISO A REFORMAR EN BARRIO RETIRO Se trata de un piso en la Tercera planta exterior con buena luminosidad de 147 m2 construidos. Cuenta con tres habitaciones con baños incluido, aseo de cortesía, tiene un amplio salón- comedor y una cocina independiente. Además, este piso cuenta con plaza garaje incluido en el precio. Tiene aire acondicionado que proporciona una mejor calidad del aire, permitiendo mantener una temperatura estable. Su gran atractivo son las vistas al Parque del Retiro, que aporta un espacio verde único en la ciudad para actividades al aire libre. Esta zona está en auge debido a la subida de precios que está teniendo Barrio. Los bulevares del barrio de Retiro en Madrid son uno de los atractivos más encantadores de esta área, reflejando la elegancia y la serenidad que caracteriza a este entorno. Oportunidad ideal para disfrutar de uno de los mejores barrios de Madrid. Contáctanos para más información o para programar una visita.",False,renew,False,True,13605.0,False,False,True,False,[],False,False,2000000.0,€,flat,"Ibiza, Madrid",Piso en avenida de Menéndez Pelayo,Destacado,,,,,True,True
108120047,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/b5/f4/1334439610.webp,RP222025137396,19,2,329900.0,flat,sale,104.0,True,4,2,Barrio Leganés norte,Madrid,Leganés,Leganés norte,es,Leganés norte,40.3441605,-3.7446921,False,https://www.idealista.com/inmueble/108120047/,"¡Oportunidad¡ Vivenda en Leganés Norte, una de las mejores zonas de Leganés. Tiene 4 habitaciones, 2 baños, salón y cocina con tendedero. Urbanización cerrada con zonas comunes. Dispone plaza de garaje y trastero. Dada su ubicación inmejorable se encuentra muy cerca de la estación de Renfe. También todo tipo de líneas urbanas e interurbanas de autobús tienen parada cercana a la vivienda. Puedes visitar el inmueble sin ningún tipo de compromiso. Para tu hipoteca asesórate con nuestro departamento financiero y te ofreceremos las mejores condiciones. Puedes disfrutar de las posibilidades que te ofrece nuestro departamento financiero D. Credit a la hora de tramitar tu hipoteca. ¡No lo dudes! llama, o acércate a nuestra oficina, podrás visitar este u otro de los inmuebles de nuestra cartera. ESTE ANUNCIO NO ES VINCULANTE, PUEDE CONTENER ERRORES, Y ESTA SUJETO A POSIBLES MODIFICACIONES (Comerciales, Jurídicas o por expreso deseo de la Propiedad). SE MUESTRA A TÍTULO INFORMATIVO Y NO CONTRACTUAL. LA INFORMACION AQUÍ CONTENIDA NO DEBE CONSIDERARSE COMO OFERTA DE COMPRA O FINANCIACION, DEBIENDO PARA ESTA FINALIDAD DIRIGIRSE A NUESTRO DEPARTAMENTO FINANCIERO, NUESTRO COMERCIAL O NUESTRAS OFICINAS, PARA OFRECERLE UNA INFORMACION MÁS DETALLADA VINCULADA CON EL INMUEBLE.",True,good,False,True,3172.0,False,False,False,False,[],False,False,329900.0,€,flat,"Leganés norte, Leganés",Piso,Destacado,,,,,True,True
108767614,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/96/86/1354549989.webp,REF. 25018,22,1,221200.0,flat,sale,123.0,True,3,1,Meco,Madrid,Meco,,es,,40.5513102,-3.3215708,False,https://www.idealista.com/inmueble/108767614/,"BALTAKO les ofrece esta insuperable y exclusiva oportunidad.  Espectacular piso, con una superficie de 123 m2, y muy luminoso.  Distribuido en vestíbulo de entrada, cocina completamente amueblada con terraza, salón / comedor, 3 habitaciones con armarios empotrados y un baño completo con bañera y mampara. Desde una de las habitación se accede a su fantástica terraza acristalada.  Puerta principal blindada, puertas de interior en roble, suelos de gres en baño, cocina y terrazas, en el resto de la vivienda suelos de tarima, paredes y techos en liso y ventanas correderas. Calefacción individual por electricidad. Armarios empotrados y A/A. Cabe destacar tanto el acceso exterior al portal adaptado mediante dos rampas, como el ascensor. Y por ultimo, pero no menos importante cuenta con un trastero de unos 9 m2.  Excepcional situación en Meco, a un paso de Madrid, con todos los servicios y excelentes comunicaciones.  Ponemos a su disposición nuestro asesoramiento financiero, totalmente gratuito, donde te ayudaremos a conseguir tu hipoteca con las mejores condiciones. No busque mas el mejor servicio con las mejores ofertas las encontrará en BALTAKO, compruébelo, nadie la ofrecerá tanto por tan poco.  No lo dude, VENGA A VISITARLO O HÁGANOS SU OFERTA!  Le tenemos RESERVADO su próximo HOGAR.",False,good,False,True,1798.0,False,False,False,False,[],False,False,221200.0,€,flat,Meco,Piso,Destacado,,,,,,
108153174,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/16/70/1335447368.webp,RP222025137454,18,bj,339900.0,duplex,sale,104.0,True,3,2,Barrio Leganés norte,Madrid,Leganés,Leganés norte,es,Leganés norte,40.3427037,-3.7547442,False,https://www.idealista.com/inmueble/108153174/,"Estupenda vivienda en Leganés Norte, una de las mejores zonas de Leganés. Es un bajo dúplex, de 3 habitaciones, 1 baños y un aseo, salón son salida a un patio de 2 unos 20 m2 y cocina. Urbanización cerrada con zonas comunes. Dispone de plaza de garaje y trastero. Dada su ubicación inmejorable se encuentra muy cerca de la estación de Renfe. También todo tipo de líneas urbanas e interurbanas de autobús tienen parada cercana a la vivienda. Puedes visitar el inmueble sin ningún tipo de compromiso. Para tu hipoteca asesórate con nuestro departamento financiero y te ofreceremos las mejores condiciones. Puedes disfrutar de las posibilidades que te ofrece nuestro departamento financiero D. Credit a la hora de tramitar tu hipoteca. ¡No lo dudes! llama, o acércate a nuestra oficina, podrás visitar este u otro de los inmuebles de nuestra cartera. ESTE ANUNCIO NO ES VINCULANTE, PUEDE CONTENER ERRORES, Y ESTA SUJETO A POSIBLES MODIFICACIONES (Comerciales, Jurídicas o por expreso deseo de la Propiedad). SE MUESTRA A TÍTULO INFORMATIVO Y NO CONTRACTUAL. LA INFORMACION AQUÍ CONTENIDA NO DEBE CONSIDERARSE COMO OFERTA DE COMPRA O FINANCIACION, DEBIENDO PARA ESTA FINALIDAD DIRIGIRSE A NUESTRO DEPARTAMENTO FINANCIERO, NUESTRO COMERCIAL O NUESTRAS OFICINAS, PARA OFRECERLE UNA INFORMACION MÁS DETALLADA VINCULADA CON EL INMUEBLE.",True,good,False,True,3268.0,False,False,False,False,[],False,False,339900.0,€,flat,"Leganés norte, Leganés",Dúplex,Destacado,,,,duplex,True,True
108379999,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/e6/b8/1342379031.webp,RP1312025138507,26,,585000.0,chalet,sale,234.0,,4,3,Barrio La Fortuna,Madrid,Leganés,La Fortuna,es,La Fortuna,40.3549124,-3.7876854,False,https://www.idealista.com/inmueble/108379999/,"Magnífico chalet adosado de cuatro plantas en La Fortuna. En la planta baja encontramos el hall, un amplio salón con salida al patio, la cocina y un baño completo. La primera planta consta de cuatro dormitorios y dos baños (uno de ellos en suite). En la segunda planta se sitúa la buhardilla con salida a una gran terraza. La planta sótano consta de zona de lavado y un garaje con capacidad para cuatro coches. Podemos agregar que este chalet tiene armarios empotrados en todos los dormitorios, sistema de aspiración por conducto y piscina comunitaria a la cual se accede desde el patio. Puede disfrutar de las posibilidades que le ofrece nuestro departamento financiero Dcredit a la hora de tramitar su hipoteca. ¡No lo dude! Llame o acérquese a nuestra oficina para visitar este inmueble. ESTE ANUNCIO NO ES VINCULANTE, PUEDE CONTENER ERRORES, Y ESTÁ SUJETO A POSIBLES MODIFICACIONES (Comerciales, Jurídicas o por expreso deseo de la Propiedad). SE MUESTRA A TÍTULO INFORMATIVO Y NO CONTRACTUAL. LA INFORMACIÓN AQUÍ CONTENIDA NO DEBE CONSIDERARSE COMO OFERTA DE COMPRA O FINANCIACIÓN, DEBIENDO PARA ESTA FINALIDAD DIRIGIRSE A NUESTRO DEPARTAMENTO FINANCIERO, NUESTRO COMERCIAL O NUESTRAS OFICINAS PARA OFRECERLE UNA INFORMACIÓN MÁS DETALLADA VINCULADA CON EL INMUEBLE.",True,good,False,,2500.0,False,False,False,False,[],False,False,585000.0,€,chalet,"La Fortuna, Leganés",Chalet adosado,Destacado,,,,terracedHouse,True,True
108153650,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/3f/9f/1341999772.webp,,1,,2300000.0,chalet,sale,460.0,,4,4,Encinar de los Reyes,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5068393,-3.6401533,False,https://www.idealista.com/inmueble/108153650/,"Moraleja Consulting ofrece en venta chalet en la zona del Encinar de los Reyes. Buen estado de conservación. Accedemos a la vivienda por la zona comunitaria de la urbanización hacia nuestro jardín privado. Hall de entrada, aseo de cortesía. Amplia cocina con zona de office con chimenea y salida directa al jardín privado. Planta primera destinada a la zona de descanso cuenta con 3 dormitorios. El dormitorio principal con su baño en suite y dos dormitorios comparten un baño. En la planta sótano disponemos de 2 plazas de garaje, salón de juegos y zona de servicio independiente. Urbanización exclusiva con piscina y seguridad. Cerca de centros comerciales y transporte público.",False,good,False,,5000.0,False,False,False,False,[],False,False,2300000.0,€,chalet,"Encinar de los Reyes, La Moraleja",Chalet adosado,Destacado,,,,terracedHouse,True,True
100941794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/6e/3b/1104652238.webp,V14118.1,15,,1240000.0,chalet,sale,600.0,,5,3,Barrio Molino de la Hoz,Madrid,Las Rozas de Madrid,Molino de la Hoz,es,Molino de la Hoz,40.5405919,-3.9337121,False,https://www.idealista.com/inmueble/100941794/,"LAS ROZAS DE MADRID, MOLINO DE LA HOZ. CHALET INDEPENDIENTE con 600 m² construidos, divididos en 2 plantas, sobre una parcela de 2.600 m2 de esquina. La planta de acceso cuenta con 1 salón independiente con chimenea, con muchísima luz natural ya que cuenta con varios ventanales con vistas al jardín, comedor independiente, cocina totalmente amueblada con zona de lavandería y con salida al jardín, 1 salón secundario que podría usarse como dormitorio y 1 baño completo. La planta superior cuenta con 5 dormitorios y 2 baños completos. La vivienda cuenta con un espectacular jardín privado con numerosos árboles y vegetación, además cuenta con un amplio porche muy agradable y piscina privada de cloración salina en una zona del jardín completamente independiente y con preciosas vistas. La urbanización tiene un club social con gimnasio, restaurante, pista deportiva, piscinas, pistas de tenis y pádel, además cuenta con todos los servicios próximos ya que la propia urbanización cuenta con farmacia, cafeterías, peluquería, veterinario y colegios. Próximo a parada de autobús.",False,good,False,,2067.0,False,False,False,False,[],False,False,1240000.0,€,chalet,"Molino de la Hoz, Las Rozas de Madrid",Casa independiente,Destacado,,,,independantHouse,,
108454226,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/6d/2e/1345393251.webp,,15,3,360000.0,flat,sale,115.0,True,4,2,Barrio Numancia,Madrid,Madrid,Puente de Vallecas,es,Numancia,40.3982039,-3.6660423,False,https://www.idealista.com/inmueble/108454226/,"MAGNIFICA VIVIENDA EN EXCLUSIVA EN PUENTE DE VALLECAS, MADRID Ven a descubrir esta luminosa vivienda con una superficie construida de 115 m², enclavada en el demandado barrio de Puente de Vallecas. Grandes posibilidades de reforma. Consta de: - Salón comedor - Cocina con lavadero - Tres dormitorios - Cuarto de estar, despacho o cuarto dormitorio - Baño completo - Aseo Otras características de la vivienda: - Sistema de calefacción por gas natural  - Aire acondicionado en el salón comedor - Dos amplias terrazas cubiertas - Vistas despejadas - Sin ascensor Ubicada en una zona tranquila pero bien conectada, con todo tipo de servicios a pocos minutos: colegios, supermercados, centros de salud, parques, bibliotecas, …. Excelente comunicación tanto por transporte público (metro Nueva Numancia y Puente de Vallecas) como por transporte privado. El barrio de Numancia combina el ambiente familiar con la cercanía al centro de Madrid, siendo una excelente opción tanto para vivir como para invertir. ¡Contáctenos para programar una visita y descubrir todas las posibilidades que esta vivienda brinda para establecer su nuevo hogar!",False,renew,False,False,3130.0,True,False,False,False,[],False,False,360000.0,€,flat,"Numancia, Madrid",Piso,Destacado,,,,,,
107055157,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/dc/50/1301637940.webp,,15,3,330000.0,flat,sale,108.0,True,3,1,"calle de Oudrid, 1",Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4539198,-3.70612,True,https://www.idealista.com/inmueble/107055157/,"**Piso en Venta en Calle Oudrid - Oportunidad Única de Inversión** ¡Descubre este magnífico piso en rentabilidad hasta mayo de 2026! Con una renta actual de 840€ mensuales, esta propiedad es ideal tanto para inversores como para quienes buscan un nuevo hogar. Situado en la tercera planta de un edificio sin ascensor, este piso de 100 m² cuenta con una excelente iluminación natural gracias a su orientación sur.  El inmueble ofrece tres amplios dormitorios, perfectos para adaptarse a tus necesidades. El acogedor salón comedor es el lugar ideal para disfrutar de momentos en familia, mientras que la cocina amueblada está lista para usar. Además, el baño completo y los armarios empotrados optimizan el espacio, brindando comodidad y funcionalidad. La calefacción de gas y el aire acondicionado aseguran un ambiente agradable durante todo el año. La ubicación es inmejorable, a solo una calle del metro de Estrecho, lo que garantiza una conexión perfecta con el transporte público. El barrio está rodeado de supermercados, colegios y todos los servicios necesarios para facilitar tu día a día. Con un precio de 3.250€ por m² y una valoración del piso en 430.000€, esta es una oportunidad que no querrás dejar pasar. ¡Ven a visitarlo y descubre todo lo que este piso tiene para ofrecerte!",True,good,False,False,3056.0,False,False,False,False,[],False,False,330000.0,€,flat,"Bellas Vistas, Madrid","Piso en calle de Oudrid, 1",Destacado,,,,,,
108520135,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/65/e8/1347348687.webp,RP1402025139028,19,6,690000.0,flat,sale,93.0,True,3,1,Barrio Ventilla-Almenara,Madrid,Madrid,Tetuán,es,Ventilla-Almenara,40.4671219,-3.688958,False,https://www.idealista.com/inmueble/108520135/,"Redpiso ofrece a la venta piso en Almenara, a 50 mts de Paseo de la Castellana y del Intercambiador de Plaza de Castilla. Hablamos de una novena planta que consta de 93 m2 distribuidos en: recibidor, 3 dormitorios ( 1 con balcón ), 2 armarios empotrados, baño con plato de ducha, cocina equipada independiente, salón luminoso, suelos parquet, calefacción central, aire acondicionado en uno de los dormitorios. El piso posee trastero y plaza de parking. La ubicación es inmejorable, excelente comunicación por autobús, 3 líneas de metro y estación de tren en Chamartín.",True,good,False,True,7419.0,False,False,False,False,[],False,False,690000.0,€,flat,"Ventilla-Almenara, Madrid",Piso,Destacado,,,,,True,True
107941628,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/8b/cb/1328980086.webp,RP1142025136751,24,8,310000.0,flat,sale,129.0,True,4,2,Suroeste,Madrid,Móstoles,Suroeste,es,,40.3172589,-3.8737617,False,https://www.idealista.com/inmueble/107941628/,"Redpiso Móstoles Sur ofrece en exclusiva fantástica vivienda en venta en la zona del Hospital de Móstoles. Cuenta con 129 m2 construidos de los cuales 115 m2 corresponden a la vivienda y el resto a cuarto trastero de 9 m2 y elementos comunes. Además dispone de plaza de garaje incluida en el precio de venta. Esta amplia vivienda se compone de fantástico salón comedor independiente de 20 m2, luminoso y con salida a terraza abierta con excelentes vistas ideal para desconectar del día a día; amplia cocina office compuesta por muebles de madera altos y bajos, campana extractora, horno, fregadero en acero inoxidable, encimera de mármol en color negro, mesa office en mármol a juego con encimera y taburetes altos, y además cuenta con acceso a amplio tendedero cubierto; 4 dormitorios (el principal con armario no empotrado en madera y de tres cuerpos con puertas correderas, una de ellas con espejos), 2 baños (uno con plato de ducha y el otro con bañera, mueble lavabo porcelánico y espejo de pared a juego), dos pasillos distribuidores y amplio hall de entrada. Esta fantástica vivienda goza de excelentes calidades como lo son sus suelos de tarima parquet y gres, ventanas de aluminio, puertas de madera maciza, techos altos aportando a la vivienda una mayor sensación de amplitud, radiadores de aluminio, aire acondicionado frío/calor tanto en salón como en uno de los dormitorios, calefacción central con contadores de consumo individual, puerta principal acorazada para una mayor seguridad y ascensor. Portal con acceso a personas con movilidad reducida. Ubicada en excelente zona cuenta con fácil acceso a servicios sanitarios, comerciales, líneas de autobuses y a tan solo tres minutos de la parada de Metro Hospital de Móstoles. No dude en visitarlo. Disfrute de las posibilidades que le ofrece nuestro departamento financiero DCredit a la hora de tramitar su hipoteca. Puede realizar visita virtual del inmueble en nuestra página oficial.",True,good,False,True,2403.0,False,False,False,False,[],False,False,310000.0,€,flat,"Suroeste, Móstoles",Piso,Destacado,,,,,True,True
