propertyCode,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107279128,0,,3500000.0,chalet,sale,2600.0,,4,4,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,,40.524706,-3.6064358,False,https://www.idealista.com/inmueble/107279128/,"ZAFIR REAL ESTATE presenta esta Casa independiente en La Moraleja, situada en un cul de sac. La casa se puede ampliar o demoler para llevar a cabo el proyecto de un nuevo hogar desde cero. La parcela de 2,600m2 es completamente ajardinada y cuenta con árboles frutales y pocos árboles protegidos con lo cual es muy fácil disponer del emplazamiento de la casa en el lugar preferido. Cuenta con pozo propio. No se muestran fotografías por expreso deseo de la propiedad, para más información, pueden ponerse en contacto con nosotros. Disculpen las molestias. La Moraleja es una de las zonas más exclusivas de Madrid, conocida por sus amplias y lujosas propiedades. Este barrio residencial ofrece una gran calidad de vida, con amplias zonas verdes, seguridad privada y una gran oferta de servicios y actividades. Además, cuenta con excelentes conexiones de transporte, con varias líneas de autobús cercanas y la estación de metro más cercana a menos de 10 kilómetros. En cuanto a la oferta educativa, La Moraleja cuenta con varios colegios de prestigio a menos de 10 kilómetros, como el International College of Spain (ICS), Colegio San Patricio, King´s College, el Liceo Europeo de Madrid y otros 10 colegios mas de altísimo prestigio. Para ir de compras, los residentes encontrarán el Corte Inglés y el Centro Comercial Moraleja Green a pocos minutos en coche.",False,good,False,,1346.0,False,False,False,False,[],False,False,3500000.0,€,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente,,True,True,independantHouse,,,
104581586,0,2,2800000.0,flat,sale,175.0,True,3,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4194868,-3.6847863,False,https://www.idealista.com/inmueble/104581586/,"""HMS Real Estate te presenta la oportunidad de COMPRAR magníficos pisos EXTERIORES EN BARRIO DE SALAMANCA, a tan solo cinco minutos de SERRANO Y GOYA. TENEMOS PISOS SIN REFORMAR DESDE 90 A 350M2  Esta exclusiva ubicación te brinda acceso a una amplia variedad de opciones de ocio y restauración, convirtiéndolo en el enclave perfecto en la mejor zona de Madrid. Las propiedades se encuentra cerca de todos los servicios y cuenta con una excelente conexión mediante metro y autobús. Te invitamos a descubrir estas joyas inmobiliarias en persona. Tenemos varias propiedades reformadas a estrenar, en proceso de reforma y para reforma total   Ubicados en la 1ª - 5ª plantas con ascensor,  Se distribuye de la siguiente manera: un luminoso salón, con cocina integrada, un balcón, 3 dormitorios y 3 baños en suite y 4 dormitorios y 4 baños Calefacción central y portero El salón, de generosas dimensiones, incluye un balcón para mayor comodidad. Los suelos de tarima añaden un toque de elegancia y calidez a todo el ambiente. Para obtener más información o concertar una visita, no dudes en ponerte en contacto con nosotros.  Estaremos encantados de ayudarte en todo lo que necesites. Pregunta por María de Pablo, quien estará encantada de atenderte. Tenemos inmuebles desde 2.000. 000€ hasta 4.000. 000€.",False,good,False,True,16000.0,False,False,False,False,[],False,False,2800000.0,€,flat,"Recoletos, Madrid",Piso,,True,True,,,,
97151793,0,2,4500000.0,flat,sale,407.0,True,5,4,Barrio Jerónimos,Madrid,Madrid,Retiro,es,Jerónimos,40.4182157,-3.6885309,False,https://www.idealista.com/inmueble/97151793/,"Algo Unico.  Por expreso deseo de la propiedad no se publicaran fotos de la vivienda. Espectacular vivienda de 402m2 construidos en inmejorable ubicación, finca y portal. Impresionantes vistas, 3,80m de altura de techos. Edificio construido en 1930 con todos los detalles y características de la arquitectura de la época, portal, escaleras, ascensor, alfombras, molduras, fachada, balcones, etc. y en perfecto estado de conservación y mantenimiento. La vivienda consta de la siguiente distribución: - Gran hall de entrada - Amplísimo salon con 4 estancias independientes y 4 balcones a la calle. - Comedor independiente. - 5 habitaciones, con 4 cuartos de baño (la principal con él incorporado y vestidor). - Cocina con office. - Despensa. - Cuarto de lavado y plancha. - Entrada de servicio. - Plaza de garaje.",False,good,False,True,11057.0,False,False,False,False,[],False,False,4500000.0,€,flat,"Jerónimos, Madrid",Piso,,True,True,,,,
98031179,0,4,6500000.0,flat,sale,450.0,True,5,5,Barrio Jerónimos,Madrid,Madrid,Retiro,es,Jerónimos,40.4137557,-3.6900191,False,https://www.idealista.com/inmueble/98031179/,"Espectacular vivienda de 450m2 construidos en inmejorable ubicación, finca y portal.  La vivienda es una 4ª planta totalmente exterior con una luz y vistas espectaculares a todo el parque del Retiro y el estado actual tanto de la vivienda como de la finca es inmejorable. Portero físico y Plaza de Garaje en el mismo edificio. Por deseo expreso de la propiedad no se permite la publicación de las fotos de la vivienda, para cualquier duda, consulta o la organización de una visita a la vivienda para conocerla, llámenos, estamos a su entera disposición.",False,good,False,True,14444.0,False,False,False,False,[],False,False,6500000.0,€,flat,"Jerónimos, Madrid",Piso,,True,True,,,,
107948073,0,,599000.0,flat,sale,80.0,False,2,1,calle de Antonio Díaz-Cañabate,Madrid,Madrid,Retiro,es,Niño Jesús,40.407965,-3.6714401,False,https://www.idealista.com/inmueble/107948073/,"BUVE VENDE PISO DE 2 HAB EN MADRID CON REF. 38771 Vivienda de 72m2 Distribuida en:  Salón con comedor. Cocina independiente amueblada y equipada con electrodomésticos  2 habitaciones muy luminosos 1 baño completo Terraza cerrada. Equipamiento adicional: Caldera estanca de gas natural, aire acondicionado, ascensor SOBRE NOSOTROS:  En Buve te ayudamos con la gestión integral de la compra de tu inmueble, desde la búsqueda de financiación hasta el cambio de suministros, además contamos con empresas colaboradoras que te podrán ayudar con la mudanza, pequeñas o grandes reformas en tu inmueble e incluso te podemos proporcionar empresa de servicio de alarmas.   ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, podemos ayudarte a conseguir las mejores condiciones para tu perfil económico.  ¿Tienes alguna duda? Pregúntanos sin compromiso.",False,good,False,False,7488.0,False,False,False,False,[],False,False,599000.0,€,flat,"Niño Jesús, Madrid",Piso en calle de Antonio Díaz-Cañabate,38771,,,,,,
101929633,0,,9700000.0,chalet,sale,1800.0,,7,7,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,,40.5121538,-3.6366148,False,https://www.idealista.com/inmueble/101929633/,"CO Property os presenta este ESPECTACULAR CHALET INDEPENDIENTE DE DISEÑO VANGUARDISTA ubicado en una tranquila calle de La Moraleja. Seguramente uno de los chalets mas elegantes y exclusivo en venta en este momento en la Moraleja. Destaca por su amplitud y tamaño. Construido con las mejores calidades del mercado, cuenta con moderno sistema de domótica en toda la casa. El chalet cuenta con muchas zonas de estar, amplio comedor, 7 habitaciones, 8 baños, cocina completamente amueblada, apartamento para el servicio, sala de televisión, despacho, amplia sala de cine, bar, gimnasio, preciosa piscina y zona de barbacoa. Toda la vivienda cuenta con grandes ventanales de techo a suelo. Merece la pena visitarlo.",False,good,False,,5389.0,False,False,False,False,[],False,False,9700000.0,€,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente,,True,True,independantHouse,,,
107724780,0,2,1900000.0,flat,sale,140.0,True,2,3,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4379695,-3.6843391,False,https://www.idealista.com/inmueble/107724780/,"The Well Come Home presenta esta espectacular vivienda reformada ubicada en una finca esquinera representativa con portal señorial.   Al entrar descubrimos un acogedor salón muy luminos. A continuación, esta encantadora vivienda ofrece un elegante comedor. Siguiendo en la zona social, destaca una amplia cocina independiente completamente equipada con electrodomésticos Miele y una desayunador. La zona de noche se compone de 2 dormitorios en suite con armarios empotrados: El patio interior está recién rehabilitado y es digno de hotel de cinco estrellas. La finca, de 1929, cuenta con una entrada muy elegante y servicio de portería. En definitiva, una joyita única en el mercado de lujo de Madrid. ¿DESEAS VALORAR MÁS VIVIENDAS OFF -MARKET? La mayoría de las propiedades que tenemos en cartera en esta zona no están anunciadas en idealista, por petición de los propietarios o porque se están todavía reformando. Si quieres valorar más activos en la zona prime de Madrid no dudes en encontrarlos en nuestra web: ( .",False,good,False,True,13571.0,False,False,False,False,[],False,False,1900000.0,€,flat,"Castellana, Madrid",Piso,2899,,,,,,
106922307,0,4,800000.0,flat,sale,80.0,True,2,2,calle de Ardemans,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4332571,-3.6714301,False,https://www.idealista.com/inmueble/106922307/,"Precioso piso reformado de lujo en Barrio Salamanca. 2 habitaciones y 2 baños bien distribuidos, Tenemos varios pisos por la zona de Barrio Salamanca, chamberi, de otros metrajes y presupuestos Consultenos, reformas de lujo y para entrar ya a vivir.",False,good,False,True,10000.0,False,False,False,False,[],False,False,800000.0,€,flat,"Guindalera, Madrid",Piso en calle de Ardemans,,,,,825000.0,25000.0,3.0
108731962,0,1,190000.0,flat,sale,51.0,True,2,1,Barrio Peñagrande,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4742081,-3.7293031,False,https://www.idealista.com/inmueble/108731962/,"OPORTUNIDAD DE INVERSIÓN / INMUEBLE EN SITUACIÓN ESPECIAL, se recomienda obtener asesoramiento jurídico. Dispone de 2 dormitorios y 1 cuarto de baño. El inmueble se encuentra en situación especial, vendiéndose sin posesión del vendedor, estando ocupado por tercero sin título que legitime su posesión. Si a fecha de venta el vendedor hubiera demandado judicialmente la ocupación, el comprador podrá subrogarse en dicha demanda, no pudiendo reclamar importe alguno al vendedor como consecuencia de ello. Si en la fecha de venta, el vendedor hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al juzgado la venta, apartándose el vendedor del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos que impiden i) su tasación oficial conforme exige la orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación, no podrá ser hipotecado. En consecuencia, no podrá constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética (en el caso de que el activo lo requiera). Se recomienda que el comprador obtenga asesoramiento profesional antes de adoptar la decisión de compra.",False,renew,False,False,3725.0,False,False,False,False,[],False,False,190000.0,€,flat,"Peñagrande, Madrid",Piso,AM3661,,,,,,
108897486,0,3,239900.0,flat,sale,70.0,True,3,1,Barrio Zarzaquemada,Madrid,Leganés,Zarzaquemada,es,Zarzaquemada,40.335424,-3.7585724,False,https://www.idealista.com/inmueble/108897486/,"**SE VENDE EXCELENTE PISO EN LEGANÉS** Te presentamos esta fantástica oportunidad de vivir en una de las mejores zonas de Leganés, a un paso de Madrid, en un entorno tranquilo, seguro y rodeado de todos los servicios esenciales. Este luminoso piso de 61 metros cuadrados cuenta con 3 acogedores dormitorios, diseñados para ofrecer comodidad y funcionalidad, listo para entrar a vivir. Dispone de un baño completo con plato de ducha, así como de una cocina independiente que incluye una terraza ideal para zona de lavado y relax. El salón es amplio y acogedor, perfecto para disfrutar de momentos en familia. Entre las características destacadas de la propiedad encontramos: - Puerta blindada para mayor seguridad. - Jardín en las zonas comunes: un espacio ideal para relajarte al aire libre o para que los más pequeños jueguen. - Ascensor en el edificio. - Buena distribución, luminoso y muy bien ventilado. - Suelos de gres: resistentes, duraderos y fáciles de mantener. - Puertas de madera correderas que aportan calidez al ambiente. - Edificio con parking comunitario. Todo esto en una ubicación inmejorable, rodeada de parques, colegios, zonas deportivas, supermercados y con excelente conexión de transporte público hacia Madrid. ¡No dejes pasar esta oportunidad de vivir cómodamente en una zona privilegiada y en un entorno ideal para ti y tu familia! [IW]. [IW].",False,good,False,True,3427.0,False,False,False,False,[],False,False,239900.0,€,flat,"Zarzaquemada, Leganés",Piso,A-066-LEGANES,,,,,,
108453013,0,1,1800000.0,flat,sale,186.0,True,3,3,calle de Fernando el Santo,Madrid,Madrid,Chamberí,es,Almagro,40.4268871,-3.6935907,False,https://www.idealista.com/inmueble/108453013/,"Oportunidad única de inversión en una de las calles más exclusivas de Almagro: Fernando el Santo 4. Se trata de un piso sujeto a renta antigua, ubicado en un edificio clásico que está siendo rehabilitado integralmente y contará con gimnasio, sauna y exclusivas zonas comunes —un concepto de amenities poco habitual en la zona. La vivienda, con 186 m² construidos, conserva elementos originales y cuenta con un gran potencial de revalorización una vez finalizada la obra del edificio. Se distribuye en varios espacios amplios y luminosos, con dos balcones a la calle y un mirador que aporta carácter y luz natural. Una propiedad ideal para inversores patrimoniales que buscan una ubicación privilegiada y un activo de alta calidad en una finca de lujo en proceso de transformación.",False,renew,False,True,9677.0,False,False,False,False,[],False,False,1800000.0,€,flat,"Almagro, Madrid",Piso en calle de Fernando el Santo,1004,,,,,,
105925315,0,2,2500000.0,flat,sale,140.0,True,3,2,Barrio Jerónimos,Madrid,Madrid,Retiro,es,Jerónimos,40.4127918,-3.6921204,False,https://www.idealista.com/inmueble/105925315/,"MV LUXURY HOUSING ESPECIALISTAS EN VIVIENDAS DE LUJO EN LAS ZONAS MÁS EXCLUSIVAS DE MADRID.  Presentamos esta estupenda vivienda totalmente reformada con un exquisito diseño del interior y materiales de primera calidad en el exclusivo Barrio de los Jerónimos. Espectacular vivienda con vistas al emblemático parque del Retiro. Dormitorio principal con baño en suite y vestidor para disponer de mayor privacidad.  Salón luminoso con salida a dos balcones con vistas al parque del Retiro. Cocina de diseño integrada y totalmente equipada.  Materiales de primeras calidades y de última vanguardia. Armarios empotrados. Tarima de roble. Balcones con puerta y acristalamiento de alta calidad, que aíslan totalmente del ruido,  garantizando el máximo aislamiento térmico de la vivienda. Finca clásica con orientación sur. Contáctanos y nuestro asesor especializado te ampliará toda la información.",False,good,False,True,17857.0,False,False,False,False,[],False,False,2500000.0,€,flat,"Jerónimos, Madrid",Piso,Barrio de los Jerónimos.,,,,,,
107729209,0,2,2775000.0,flat,sale,155.0,True,3,4,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4236973,-3.679416,False,https://www.idealista.com/inmueble/107729209/,"MV LUXURY HOUSING ESPECIALISTAS EN VIVIENDAS DE LUJO EN LAS ZONAS MÁS EXCLUSIVAS DE MADRID.  Presentamos esta estupenda vivienda totalmente reformada con un exquisito diseño del interior y materiales de primera calidad en el exclusivo Barrio de Recoletos. Espectacular vivienda con vistas al emblemático parque del Retiro. Salón luminoso con salida a los balcones con vistas al parque del Retiro, comedor y cocina abierta. Materiales de primeras calidades y de última vanguardia. Armarios empotrados. Tarima de roble. Balcones con puerta y acristalamiento de alta calidad, que aíslan totalmente del ruido,  garantizando el máximo aislamiento térmico de la vivienda. Finca clásica con orientación sur. Contáctanos y nuestro asesor especializado te ampliará toda la información.",False,good,False,True,17903.0,False,False,False,False,[],False,False,2775000.0,€,flat,"Recoletos, Madrid",Piso,VISTAS AL RETIRO,,,,,,
107278454,0,2,4100000.0,flat,sale,262.0,True,4,4,calle de Bárbara de Braganza,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4217361,-3.6928676,False,https://www.idealista.com/inmueble/107278454/,"HOUSELY CONSULTING presenta esta espectacular vivienda REFORMADA de 262 m² en un edificio clásico construido en 1936, ubicada en la prestigiosa Calle de FERNANDO VI, en el emblemático barrio residencial de Justicia. Las imágenes son meramente indicativas del proyecto de reforma. El Barrio de Justicia es un céntrico y elegante distrito de Madrid, conocido por albergar importantes instituciones judiciales y gubernamentales, como los tribunales y el Ministerio de Justicia. Además, es una zona de gran valor arquitectónico, con edificios históricos que reflejan la historia y el carácter de la ciudad. Entre sus calles se encuentran restaurantes y tiendas exclusivas, lo que lo convierte en un área de gran actividad tanto laboral como social. Su ambiente tranquilo y sofisticado lo hace ideal para quienes buscan un lugar con encanto y fácil acceso a otros puntos de la ciudad. Situado en el corazón de la ciudad, esta vivienda exterior se encuentra en la 2a planta, ofrece un equilibrio perfecto entre la elegancia de la arquitectura clásica y las comodidades modernas. A pocos pasos, podrás disfrutar de una variada oferta gastronómica y de ocio.  El piso cuenta con siete balcones y un mirador que inundan la vivienda de luz natural, creando un ambiente cálido y acogedor. La distribución de la vivienda incluye 4 amplios dormitorios, todos de ellos en suite, garantizando privacidad y confort. Además, la propiedad cuenta con un trastero, proporcionando un valioso espacio de almacenamiento. Además de sus acabados de lujo, el edificio cuenta con servicio de portero, asegurando un alto nivel de seguridad y comodidad. Esta vivienda está diseñada para ofrecer el máximo confort en cada una de sus estancias. No pierdas la oportunidad de vivir en un lugar que lo tiene todo. Para más información, no dude en contactar con HOUSELY CONSULTING. Disponemos de muchos más pisos que por discreción de la propiedad no podemos publicar.",False,good,False,True,15649.0,False,False,False,False,[],False,False,4100000.0,€,flat,"Chueca-Justicia, Madrid",Piso en calle de Bárbara de Braganza,,,,,,,
108846089,0,,699000.0,flat,sale,91.0,False,2,1,avenida de Alberto de Alcocer,Madrid,Madrid,Chamartín,es,Nueva España,40.4586582,-3.6823633,False,https://www.idealista.com/inmueble/108846089/,"Desde Nexo Inmobiliario te presentamos con entusiasmo esta fantástica vivienda ubicada en pleno corazón de Madrid, a tan solo tres minutos a pie del emblemático Paseo de la Castellana. Se trata de una acogedora segunda planta con ascensor, que dispone de dos dormitorios, un salón amplio y luminoso, un baño completo y un práctico trastero. La vivienda forma parte de una cuidada urbanización que ofrece piscina y servicio de conserjería, ideal para quienes buscan confort, tranquilidad y buena ubicación. Aunque la propiedad no cuenta con plaza de garaje, la urbanización sí dispone de ellas, lo que representa una ventaja adicional para quienes lo necesiten. Además, desde Nexo Inmobiliario te acompañamos en todo el proceso de compra y, si lo necesitas, te ayudamos a gestionar la financiación para que puedas adquirir tu nuevo hogar con total tranquilidad. Es una oportunidad única para disfrutar desde el primer día, con todos los servicios al alcance de la mano. No dejes pasar esta ocasión. Contáctanos y ven a conocerla. ¡Te encantará!",False,good,False,False,7681.0,False,False,False,False,[],False,False,699000.0,€,flat,"Nueva España, Madrid",Piso en avenida de Alberto de Alcocer,1042,,,,,,
108514898,0,4,208000.0,studio,sale,80.0,,0,2,Urbanización Parque Miraflores,Madrid,Fuenlabrada,Parque Miraflores,es,,40.3147456,-3.8390021,False,https://www.idealista.com/inmueble/108514898/,"Gran oferta de Piso en FUENLABRADA. Situado en URB MIRAFLORES, dispone de una superficie de 95 m2.  Oportunidad de inversión: inmueble procedente de ejecución hipotecaria sin posesión. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,,2600.0,False,False,False,False,[],False,False,208000.0,€,flat,"Parque Miraflores, Fuenlabrada",Estudio en Urbanización Parque Miraflores,52928444,,,studio,,,
108162314,0,bj,160000.0,flat,sale,55.0,True,2,1,Barrio Casco Histórico de Vallecas,Madrid,Madrid,Villa de Vallecas,es,Casco Histórico de Vallecas,40.3814091,-3.6173614,False,https://www.idealista.com/inmueble/108162314/,"¡Oportunidad única en Villa de Vallecas! Local en conversión a vivienda con licencia de hospedaje en trámite  OH! KEY SERVICIOS INMOBILIARIOS VENDE este fantástico inmueble en proceso de conversión a vivienda, ubicado en una de las zonas más consolidadas y con mayor proyección de Vallecas. La propiedad se encuentra actualmente en reforma y estará completamente terminada una semana después de que se obtenga la licencia de hospedaje, prevista entre finales de junio y mediados de julio. ¡Ideal tanto para inversión como para residencia habitual!  La vivienda contará con:  Dos dormitorios de buen tamañoUn baño completoCocina americana amueblada, integrada en un espacio moderno y funcionalAdemás, ya se ha iniciado la gestión del cambio de uso a vivienda, un trámite en curso que puede requerir unos meses más, debido al ritmo actual del Ayuntamiento.  Situado en un entorno privilegiado del barrio de Vallecas, este inmueble está rodeado de todos los servicios: transporte público, comercios, centros educativos y zonas verdes. Una ubicación perfecta para vivir o generar ingresos a través del alquiler de corta o larga estancia.  Aprovecha esta oportunidad de adquirir una propiedad con gran potencial en uno de los barrios más dinámicos de Madrid.  Para concertar una visita y descubrir todas las ventajas y posibilidades de esta propiedad puedes llamarnos al   REF: 7288.",False,good,False,False,2909.0,False,False,False,False,[],False,False,160000.0,€,flat,"Casco Histórico de Vallecas, Madrid",Piso,7288,,,,,,
107545112,0,,145000.0,flat,sale,60.0,False,2,1,calle de San Cipriano,Madrid,Madrid,Vicálvaro,es,Casco Histórico de Vicálvaro,40.4043223,-3.6038806,False,https://www.idealista.com/inmueble/107545112/,id: 84357 Deberá introducir este código para poder atenderle telefónicamente. Oportunidad de adquirir Vivienda en Subasta o Cesión de remate! No dudes en contactar con nosotros a través de mensaje para que te informemos de todo! Vivienda con superficie de 60 m2 en segunda planta. Referencia de subasta: SUB-JA-2024-235651 Fecha de fin: 20/03 NOTA: Inmueble sin posesión. La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente a través de subasta o cesión de remate en el marco del proceso de Subasta Judicial en el que se encuentra. Toda la información aquí publicada se encuentra disponible de manera pública en el Boletín Oficial del Estado. Las características del inmueble descrito en este anuncio no han podido ser verificadas y deben considerarse como orientativas.,False,good,False,False,2417.0,False,False,False,False,[],False,False,145000.0,€,flat,"Casco Histórico de Vicálvaro, Madrid",Piso en calle de San Cipriano,id: 84357,,,,,,
108897559,0,2,6000000.0,flat,sale,750.0,True,8,8,calle del General Oráa,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4379396,-3.6809253,False,https://www.idealista.com/inmueble/108897559/,Planta entera para reformar y dividir en varias viviendas. Se dejará totalmente diafana.,False,renew,False,True,8000.0,False,False,False,False,[],False,False,6000000.0,€,flat,"Castellana, Madrid",Piso en calle del General Oráa,MM34,,,,,,
107986847,0,3,5200000.0,flat,sale,430.0,True,5,6,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4351553,-3.6859966,False,https://www.idealista.com/inmueble/107986847/,"¡Descubre el hogar de tus sueños! Este impresionante piso de 430 m², recientemente reformado, ofrece un estilo de vida inigualable en una ubicación privilegiada. Al entrar, serás recibido por un acogedor hall que te guiará hacia un amplio salón en dos ambientes, ideal para disfrutar de momentos en familia y con amigos. Desde aquí, accede a una pequeña terraza que invita a relajarte al aire libre. La cocina, completamente equipada, se complementa con una zona de lavado práctica y funcional. Además, cuenta con un gran comedor perfecto para cenas y celebraciones. Este piso dispone de cinco dormitorios, cada uno con su propio vestidor y baño, garantizando privacidad y comodidad. El dormitorio principal es un verdadero refugio, con un espacioso vestidor y un lujoso baño en suite. La calefacción central y el aire acondicionado aseguran un ambiente confortable durante todo el año. Con armarios empotrados y un trastero adicional, tendrás espacio de sobra para almacenar tus pertenencias. La vivienda es apta para personas con movilidad reducida y cuenta con acceso directo a una plaza de garaje, además de un portero que vive en la finca para mayor seguridad. Ubicado en la tercera planta con ascensor, este piso tiene una orientación que aprovecha la luz natural durante todo el día. No pierdas la oportunidad de vivir en un hogar que combina elegancia, confort y funcionalidad. ¡Contáctanos para más información y ven a visitarlo!",False,good,False,True,12093.0,False,False,False,False,[],False,False,5200000.0,€,flat,"Castellana, Madrid",Piso,,True,True,,,,
106910571,0,,4300000.0,chalet,sale,550.0,,6,6,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,,40.5256297,-3.6171111,False,https://www.idealista.com/inmueble/106910571/,"¡Descubre el hogar de tus sueños en este impresionante chalet pareado totalmente reformado! Esta joya arquitectónica ofrece un diseño moderno y acabados de alta calidad que te enamorarán a primera vista.  En la primera planta, encontrarás un salón de dos ambientes que se integra perfectamente con un amplio comedor, ideal para recibir a tus invitados. La cocina, completamente equipada con office, te da acceso directo al jardín con porche, creando un espacio perfecto para disfrutar de momentos inolvidables al aire libre, también en esta planta encontrarás la zona de servicio y un baño de aseo. Este chalet cuenta con seis dormitorios, cada uno con su propio baño en suite, garantizando privacidad y confort para toda la familia. El dormitorio principal es un verdadero santuario, con un vestidor. Además, la buhardilla ofrece un espacio diáfano y un dormitorio adicional con baño, perfecto para adaptarlo a tus necesidades. No faltan detalles prácticos como armarios empotrados, trastero. No pierdas la oportunidad de vivir en un entorno exclusivo y lleno de comodidades. ¡Ven a visitarlo y déjate sorprender!",False,good,False,,7818.0,False,False,False,False,[],False,False,4300000.0,€,chalet,"La Moraleja urbanización, La Moraleja",Chalet pareado,,,,semidetachedHouse,,,
108702869,0,3,800000.0,flat,sale,80.0,True,2,1,calle de San Bernardo,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4257774,-3.7069752,False,https://www.idealista.com/inmueble/108702869/,"Espectacular piso reformado de lujo Ultimas plantas exterior totalmente nuevo a estrenar Balcon, 2 habitaciones y 1 baño. Ideal como inversion y para vivir. Tenemos mas pisos por varias zonas y presupuestos. Consultenos.",False,good,False,True,10000.0,False,False,False,False,[],False,False,800000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle de San Bernardo,,,,,,,
106976644,0,1,2810000.0,flat,sale,238.0,True,3,4,Barrio Sol,Madrid,Madrid,Centro,es,Sol,40.4156874,-3.7027315,False,https://www.idealista.com/inmueble/106976644/,"¡Descubre el hogar de tus sueños en este magnífico piso exterior! Este impresionante inmueble, completamente reformado y listo para estrenar, te ofrece una experiencia de vida inigualable. Cuenta con tres amplios dormitorios con sus baños en suite, además de un aseo de cortesía. Muy buenas vistas desde los balcones. El piso se entrega amueblado. La comodidad está garantizada con el aire acondicionado y la calefacción, asegurando una temperatura ideal durante todo el año. Además, dispone de una práctica lavandería y armarios empotrados que facilitan el orden y el almacenamiento. Ubicado en una primera planta con ascensor, este piso combina la tranquilidad de un hogar con la seguridad de un portero. No pierdas la oportunidad de vivir en un espacio donde el lujo y el confort se encuentran en perfecta armonía. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,good,False,True,11807.0,False,False,False,False,[],False,False,2810000.0,€,flat,"Sol, Madrid",Piso,,,,,,,
108702896,0,3,770000.0,flat,sale,86.0,True,2,2,calle de Valverde,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4232686,-3.7014977,False,https://www.idealista.com/inmueble/108702896/,"Precioso piso en pleno centro de Madrid, una ubicacion inmejorable. Totalmente nuevo a estrenar, reforma de lujo. Super luminoso y exterior. Consta de 2 habitaciones y 2 baños. Ascensor Tenemos mas pisos por la zona disponibles y en mas zonas por Madrid, de todos los presupuestos. Consultenos.",False,good,False,True,8953.0,False,False,False,False,[],False,False,770000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle de Valverde,,,,,,,
