propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108698978,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/54/f2/1354751717.webp,RP852025139807,25,6,289000.0,flat,sale,71.0,True,3,1,plaza de Uruguay,Madrid,Coslada,La Espinilla - Parque Blanco,es,40.4252928,-3.5480146,False,https://www.idealista.com/inmueble/108698978/,"¡Oportunidad única!  Descubre este acogedor y luminoso piso en una de las zonas más demandadas de Coslada. Una vivienda perfecta para quienes buscan comodidad, luz natural y una ubicación con todos los servicios al alcance, sin necesidad de reformas.  La vivienda se encuentra en un estado impecable, lista para entrar a vivir, sin necesidad de inversión adicional. Su orientación garantiza una excelente luminosidad natural durante todo el día, lo que aporta calidez y confort en todas las estancias. ¡Ubicación inmejorable! Situado en Valleaguado, un entorno residencial tranquilo y consolidado, rodeado de zonas verdes, colegios, centros de salud, supermercados y una excelente conexión con transporte público (Metro, Renfe y autobuses). Acceso rápido a A-2, M-40 y M-45. ¿Quieres que te cuente más detalles o te ayude a organizar una visita? ¡Estoy aquí para ayudarte a dar el siguiente paso hacia tu nuevo hogar! Te invitamos a visitarlo, sin compromiso y a preguntar por nuestro Departamento Financiero DCREDIT, conseguimos hasta el 100% de la financiación. El precio no incluye el Impuesto de Transmisiones Patrimoniales (max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales (según el caso).  Si necesita más información no dude en consultarnos. Contáctenos en nuestra Oficina de REDPISO en C/ Jesús de San Antonio, 26, 28823, Coslada, Madrid, Tlf.",False,good,False,True,4070.0,False,False,False,False,[],False,False,289000.0,€,flat,"La Espinilla - Parque Blanco, Coslada",Piso en plaza de Uruguay,Destacado,,,,,,,
106966580,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/57/58/1298970145.webp,LM203234,3,,2500000.0,chalet,sale,650.0,,5,6,Barrio Molino de la Hoz,Madrid,Las Rozas de Madrid,Molino de la Hoz,es,40.5283673,-3.9374579,False,https://www.idealista.com/inmueble/106966580/,"GILMAR vende esta impresionante propiedad de lujo ubicado en la exclusiva zona de Molino de la Hoz, en Las Rozas, Madrid. Con una superficie construida de 650 m2 y una parcela de 1.917 m2, esta magnífica vivienda se distribuye en tres plantas y cuenta materiales de alta calidad. Al ingresar a la propiedad, nos encontramos con una planta primera o de acceso que alberga cuatro habitaciones en suite, cada una con su propio vestidor y baño completo. Una de estas habitaciones es doble, lo que la convierte en un espacio perfecto para invitados o para convertirla en una sala de juegos o estudio. En la planta principal, encontramos una amplia sala de estar, un comedor con acceso directo desde la cocina, cocina independiente con salida a un hermoso porche y cuarto de baño que da servicio al jardín y a esa planta. La propiedad cuenta con características y comodidades que la convierten en un hogar de ensueño. La carpintería interior de la vivienda es de madera lacada, mientras que la carpintería exterior es de PVC y suelo de cerezo, lo que garantiza un excelente aislamiento térmico y acústico. La calefacción funciona con geotermia, lo que permite un uso eficiente de la energía y reduce el impacto ambiental. Además, la casa cuenta con aire acondicionado por frio calor a la par que suelo refrigerante, alarma en cada puerta, ventana y persiana (hay unas 80) personal de seguridad en la urbanización las 24 horas del día.  El exterior de la propiedad no se queda atrás. En el amplio jardín encontramos una espectacular piscina, perfecta para disfrutar de los días soleados, dos espectaculares porches, una bbq y horno de leña. También hay un gimnasio y una sala anexa para aquellos que deseen mantenerse en forma sin salir de casa. Además, la propiedad cuenta con un garaje con capacidad para hasta cinco vehículos y un garaje extra fuera de la casa de aproximadamente 70-80 metros cuadrados. En cuanto a la ubicación, el chalet está situado en el prestigioso barrio de Molino de la Hoz, en Las Rozas. Esta zona residencial es conocida por su tranquilidad, seguridad y exclusividad. El barrio cuenta con todos los servicios necesarios para una vida cómoda, como supermercados, restaurantes y tiendas. Además, se encuentra cerca de varios colegios de prestigio, como el Colegio Bérriz y el Colegio Logos.  En cuanto a las conexiones de transporte, la propiedad se encuentra a poca distancia de la autopista A-6, lo que facilita el acceso al centro de Madrid y a otras áreas cercanas. Además, hay varias líneas de autobús que pasan cerca de la propiedad, así como las estaciones de metro y cercanías de Las Rozas, que ofrecen conexiones rápidas y convenientes con el resto de la ciudad. En resumen, este chalet independiente en Molino de la Hoz es una verdadera joya de la corona. Con su diseño elegante, acabados de alta calidad y una ubicación privilegiada en una de las zonas más exclusivas de Las Rozas, esta propiedad es perfecta para aquellos que buscan un hogar lujoso y sofisticado. No pierda la oportunidad de vivir en la casa de sus sueños. Gilmar es una reconocida compañía inmobiliaria con más de 35 años de experiencia en el mercado. Desde 1983, hemos ayudado a nuestros clientes a encontrar la casa de sus sueños, brindando un servicio personalizado y de alta calidad. Nuestro equipo de expertos en el sector inmobiliario está comprometido en ofrecer las mejores soluciones y asesoramiento a nuestros clientes. Si desea obtener más información sobre esta propiedad, no dude en ponerse en contacto con nuestro equipo en la oficina de Las Rozas, ubicada en Avda. Atenas 75 (Centro Comercial Zoco de Monte Rozas). Puede llamarnos al o enviarnos un correo electrónico a. ¡Estaremos encantados de ayudarle! Recuerde mencionar la referencia del inmueble (203234) para obtener información específica sobre esta propiedad.",False,good,False,,3846.0,False,False,False,False,[],False,False,2500000.0,€,chalet,"Molino de la Hoz, Las Rozas de Madrid",Casa independiente,Destacado,Molino de la Hoz,True,True,independantHouse,,,
108819718,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/dd/99/1356071439.webp,RP1052025140192,32,7,530000.0,penthouse,sale,85.0,True,2,1,paseo de los Melancólicos,Madrid,Madrid,Arganzuela,es,40.4034049,-3.7207951,False,https://www.idealista.com/inmueble/108819718/,"Acogedor Ático Reformado en Paseo de los Melancólicos Redpiso Latina Imperial pone en venta en exclusiva este encantador ático totalmente reformado, situado en una de las zonas más atractivas de Madrid: Paseo de los Melancólicos. Una vivienda luminosa, moderna y lista para entrar a vivir. La propiedad cuenta con dos dormitorios, ambos con armarios empotrados. El dormitorio principal destaca por ser exterior, disponer de aire acondicionado, un amplio vestidor y acceso directo a la luz natural. El segundo dormitorio, aunque interior, es muy luminoso gracias a su ubicación en la última planta y da a un patio de luces. El salón es espacioso y cómodo, con acceso directo a una agradable terraza cerrada, (que puede volver a convertirse en terraza abierta si lo desea) y que además alberga una cocina auxiliar, ideal para disfrutar de comidas al aire libre durante todo el año. El baño es completo y funcional: cuenta con Ventana, un plato de ducha amplio, radiador toallero, y un práctico armario empotrado para almacenaje. La cocina principal está completamente equipada con horno, microondas, lavavajillas, nevera y vitrocerámica, y ofrece un excelente espacio de almacenaje. La vivienda cuenta también con un trastero para más lugar de guardado. Otros detalles a destacar: •Orientación este, con excelente entrada de luz por las mañanas. •Altura de techos: 2,46 m. •Suelos de tarima, paredes lisas y una estética moderna y cálida. •Instalaciones de electricidad y fontanería completamente renovadas. •Calefacción individual de gas natural. Una oportunidad única para vivir en un ático prácticamente a estrenar, cómodo, moderno y muy bien ubicado. ¡No dudes en llamarnos para más información o concertar una visita!",False,good,False,True,6235.0,False,False,False,False,[],False,False,530000.0,€,flat,"Imperial, Madrid",Ático en paseo de los Melancólicos,Destacado,Imperial,,,penthouse,,,
108843563,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/09/2a/1356750751.webp,RP2102025140259,29,2,810000.0,flat,sale,148.0,True,3,2,calle de las Nebulosas,Madrid,Madrid,Arganzuela,es,40.3968492,-3.6862747,False,https://www.idealista.com/inmueble/108843563/,"Presentamos este exclusivo piso en Méndez Álvaro, una de las zonas más privilegiadas de Arganzuela. Esta propiedad, construida en 2006, ofrece un espacio de 148 metros cuadrados de puro lujo y confort, diseñado para satisfacer las más altas expectativas de vida urbana. El piso se encuentra en una segunda planta exterior con vistas al parque Tierno Galván. Dispone de un amplio recibidor acogiendo a los visitantes; a su izquierda un salón de 30 m2 con vistas a la piscina de la urbanización; cuenta con de tres dormitorios con armarios empotrados; dos baños completos –uno de ellos en suite cocina y tendedero cómodos, con buen acceso al salón; y armarios en el pasillo lo que optimiza el lugar de guardado. Actualizado en 2019, tiene suelos de mármol y detalles de categoría.  Es una vivienda ideal para familias que buscan una vivienda espaciosa y agradable.  La propiedad incluye una plaza de garaje grande, una característica muy valiosa en esta zona de Madrid y un trastero. La urbanización ofrece una piscina comunitaria, zona de juegos infantiles, pista de paddle, gimnasio, salón de usos comunes y vigilancia 24 horas, otorgando las mejores prestaciones a sus residentes para que disfruten de su hogar sin necesidad de tener que salir del complejo. Es un piso encantador para entrar a vivir y disfrutar de las prestaciones de la urbanización y las bondades de vivir en un enclave verde dentro de una de la ciudad más importante de España. ¡Imposible no enamorarse! Méndez Álvaro es un barrio en constante evolución, con una mezcla perfecta de modernidad y tradición. Sus calles están llenas de vida, con una gran oferta de servicios, tiendas, restaurantes y zonas verdes, como el Parque Tierno Galván, un espacio ideal para disfrutar de actividades al aire libre. El barrio de Méndez Álvaro es conocido por su excelente conectividad y servicios. En un radio de 10 kilómetros, encontramos el prestigioso colegio ""Colegio Montserrat"", que ofrece una educación de alta calidad. Para las compras y el entretenimiento, el centro comercial ""Centro Comercial Méndez Álvaro"" se encuentra a pocos minutos, ofreciendo una amplia variedad de tiendas, restaurantes y opciones de ocio. En las inmediaciones de la vivienda hay farmacias, guardería para niños, un centro de psicología y psicoterapia, supermercados como Alcampo, Aldi, y una amplia variedad de restaurantes de categoría. En cuanto al transporte, la estación de metro más cercana es ""Méndez Álvaro"" (Línea 6).",False,good,False,True,5473.0,False,False,False,False,[],False,False,810000.0,€,flat,"Delicias, Madrid",Piso en calle de las Nebulosas,Destacado,Delicias,True,True,,,,
108821676,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/44/f4/1356127252.webp,RP802025140193,25,2,650000.0,flat,sale,134.0,True,3,2,paseo del Comandante Fortea,Madrid,Madrid,Moncloa,es,40.4251299,-3.7300412,False,https://www.idealista.com/inmueble/108821676/,"REDPISO PASEO DE LA FLORIDA VENDE EN EXCLUSIVA: Espectacular piso con gran terraza y aislamiento térmico en Comandante Fortea. Descubre este exclusivo piso ubicado en la zona de Comandante Fortea, una de las más demandadas de Madrid. La vivienda, completamente reformada y en perfecto estado, destaca especialmente por su gran terraza de 15 m², ideal para disfrutar de momentos de relax, comidas al aire libre o como zona de ocio durante todo el año. Con una superficie construida de 134 m² y 117 m² útiles, este amplio y luminoso piso se distribuye en tres dormitorios y dos baños, ofreciendo espacio y comodidad para toda la familia. Además, cuenta con aislamiento térmico exterior mediante sistema SATE, lo que garantiza un confort térmico excepcional durante todas las estaciones, reduciendo notablemente el consumo energético. El interior de la vivienda dispone de suelos de tarima flotante, cocina equipada, calefacción central con contadores individuales y agua caliente individual. El tendedero es cubierto, lo que añade funcionalidad a la vivienda. La vivienda cuenta con trastero en el edificio. La propiedad cuenta también con detalles de seguridad como puerta blindada, circuito cerrado de seguridad y servicio de conserjería. Una gran terraza, aislamiento térmico, y amplitud en una de las mejores zonas de la ciudad. ¡Una oportunidad única! Contáctanos para más información o para concertar una visita.",False,good,False,True,4851.0,False,False,False,False,[],False,False,650000.0,€,flat,"Casa de Campo, Madrid",Piso en paseo del Comandante Fortea,Destacado,Casa de Campo,,,,,,
107852155,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/d0/ec/1326246510.webp,CHALET ADOSADO CHAMARTIN,37,,1450000.0,chalet,sale,200.0,,3,2,avenida de Alfonso XIII,Madrid,Madrid,Chamartín,es,40.4484836,-3.6654631,False,https://www.idealista.com/inmueble/107852155/,"MV Luxury Housing, especialistas en viviendas de lujo en las zonas más exclusivas de Madrid.  Presentamos esta vivienda en una zona privilegiada y exclusiva de Madrid.  Casa adosada en un barrio catalogado como conjunto histórico-artístico de Madrid, con servicios de autobuses y metro muy cercanos. Es una zona muy tranquila ideal para familias. Dividida en tres plantas, consta de 3 dormitorios y 2 baños.  El dormitorio principal cuenta con un maravilloso vestidor. Salón - Comedor dividido en dos ambientes muy cálido y acogedor. Terraza acristalada con opción de convertirse en otra habitación. Cocina independiente muy luminosa. La buhardilla es un espacio abierto con diferentes posibilidades. Patio delantero para disfrutar de cenas y comidas familiares en épocas de buen tiempo.  Su proximidad al Parque de Berlín, permite disfrutar de diferentes actividades deportivas, ocio.. . además de la conexión con la M-30 y el aeropuerto La vivienda dispone aún de edificabilidad sin consumir, lo que permite una redistribución de espacios y su adaptación a tus necesidades, ampliando, algunos espacios existentes y disfrutar de espacios más amplios.",False,good,False,,7250.0,False,False,False,False,[],False,False,1450000.0,€,chalet,"Ciudad Jardín, Madrid",Chalet adosado en avenida de Alfonso Xiii,Destacado,Ciudad Jardín,,,terracedHouse,,,
108620570,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/97/ef/1350175856.webp,RP502025139465,25,9,358500.0,flat,sale,98.0,True,3,2,calle de Fuentespina,Madrid,Madrid,Villa de Vallecas,es,40.3780954,-3.6068678,False,https://www.idealista.com/inmueble/108620570/,"Redpiso Santa Eugenia vende amplio y luminoso piso exterior de 98 m² ubicado en una de las zonas más tranquilas y bien comunicadas de Santa Eugenia. El piso incluye plaza de garaje y trastero, aportando comodidad y espacio adicional de almacenaje. La vivienda se distribuye en un cómodo salón independiente desde el que se accede a una terraza abierta con agradables vistas a zonas ajardinadas y una panorámica de Madrid, ideal para relajarse o disfrutar de reuniones al aire libre. Dispone de una cocina funcional y práctica, dos baños completos y tres habitaciones, todas ellas con armarios empotrados que ofrecen gran capacidad de almacenamiento. Una de las habitaciones cuenta, además, con acceso a una terraza cubierta, perfecta como espacio extra de descanso o trabajo. La ubicación es inmejorable: rodeada de supermercados, centros comerciales, cerca de las líneas de autobús 58, 63, y 145, a pocos minutos del metro La Gavia y de la estación de Renfe Santa Eugenia, lo que garantiza una excelente conexión con el centro y otros puntos de la ciudad. La urbanización es privada, con seguridad y espacios comunes que brindan tranquilidad y zonas de disfrute para toda la familia. Es una vivienda pensada para quienes buscan comodidad, amplitud y una ubicación estratégica sin renunciar a la calma de una zona residencial. No pierdas la oportunidad de conocer tu nuevo hogar. Contáctanos para más información o para concertar una visita.",False,good,False,True,3658.0,False,False,False,False,[],False,False,358500.0,€,flat,"Santa Eugenia, Madrid",Piso en calle de Fuentespina,Destacado,Santa Eugenia,True,True,,,,
108733189,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/1a/a5/1353536353.webp,C487,70,bj,1690000.0,flat,sale,194.0,,3,3,calle del Duque de Sesto,Madrid,Madrid,Barrio de Salamanca,es,40.4209955,-3.6755988,False,https://www.idealista.com/inmueble/108733189/,"Sumérgete en el corazón de Madrid y descubre un refugio de distinción en el prestigioso barrio de Salamanca. Este bajo dúplex, completamente nuevo y reformado con calidades de lujo, ofrece un espacio de 185 m2 donde cada detalle ha sido cuidadosamente diseñado para el confort y la elegancia. Al acceder, serás recibido por un espectacular salón de doble altura, enriquecido con techos altos que realzan la amplitud del espacio. La cocina integrada, con armarios de gran capacidad en madera y una elegante encimera de granito, cuenta con electrodomésticos modernos y grifería dorada, ofreciendo un entorno perfecto para crear momentos inolvidables. La planta principal alberga dos generosos dormitorios dobles, cada uno con baño en suite, proporcionando privacidad y confort. Un aseo de cortesía completa esta planta, asegurando la atención a tus invitados. Descendiendo las escaleras, encontrarás 89 m2 adicionales que te invitan a explorar nuevas posibilidades. Este nivel cuenta con un amplio salón diáfano, ideal para el entretenimiento, además de una sala adaptable como cine, bodega o zona recreativa. Con baño completo y despensa, todo el nivel está armoniosamente iluminado por un gran ventanal con puerta corredera. Este hogar no solo ofrece lujo; ofrece una experiencia de vida inmejorable. Las puertas lacadas en blanco y armarios hechos a medida reflejan un acabado impecable, mientras que el aire acondicionado por conductos y la calefacción central proporcionan comodidad todo el año. Ubicado estratégicamente a solo cinco minutos a pie del Corte Inglés y del Palacio de los Deportes, y rodeado de exquisitos restaurantes y comercios, este dúplex es ideal para quienes buscan una vida vibrante y conectada. A diez minutos del emblemático Parque del Retiro y cinco del metro Goya, la conectividad y comodidad son insuperables. No pierdas la oportunidad de ser dueño de esta joya única en Madrid, donde lujo y ubicación se conjugan para ofrecer una experiencia de vida extraordinaria. Los datos expuestos son meramente orientativos y están sujetos a errores u omisiones involuntarias. Los gastos derivados de la compra no están incluidos en el precio. En caso de aparecer mobiliario y/o vehículos en el anuncio, informamos que estos no están incluidos en la comercialización y venta del inmueble a no ser que se especifique en posteriores documentos contractuales. El propietario asume íntegramente los honorarios inmobiliarios.",True,good,False,True,8711.0,False,False,False,False,[],False,False,1690000.0,€,flat,"Goya, Madrid",Piso en calle del Duque de Sesto,Destacado,Goya,,,,,,
108529214,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/f2/43/1347602399.webp,RP312025139077,19,bj,179900.0,flat,sale,35.0,False,1,1,avenida de la Aviación,Madrid,Madrid,Latina,es,40.3750069,-3.771998,False,https://www.idealista.com/inmueble/108529214/,"REDPISO LAS ÁGUILAS vende en exclusiva vivienda exterior muy luminosa situada en Avenida de la Aviación. CON EXCELENTE OPORTUNIDAD DE INVERSIÓN. Distribuida en un dormitorio, salón con cocina americana y baño con plato de ducha. Cuenta con una segunda planta muy amplia para hacer tipo loft. Con A/A en la habitación y salón. Dispone de parking en superficie comunitario a demanda. Rodeada de todos los servicios: supermercados (Aldi, Mercadona, Lidl, ), farmacia, panadería, restauración, IES García Morato, CEIP Francisco Arranz, etc.. . Excelente comunicación por carretera con rápido acceso a la M-40, M-45, R5, A-42. A tan solo 5 minutos del Parque de las Cruces. Vivienda próxima a las líneas de autobús N19, 138, 139, a 15 minutos del Intercambiador de Aluche y de la Estación de Renfe Fanjul.  Redpiso Las Águilas, 15º aniversario en el barrio, 2010-2025, ofreciendo los mejores inmuebles y al mejor precio del mercado, formada por un grupo de profesionales a su servicio. Contamos con un departamento financiero propio que le puede gestionar su hipoteca con posibilidad del 100% de financiación si se cumplen las condiciones exigidas. Llámenos y le asesoramos. TOTALMENTE GRATIS. La confianza de un líder.  El precio reflejado no incluye los gastos de la compraventa: ITP máximo un 6% en la CC. MM, honorarios 4% + IVA, gestoría, registro y notaría entre 2.000€ -2.500€. Nosotros sí vendemos.",False,good,False,False,5140.0,False,False,False,False,[],False,False,179900.0,€,flat,"Águilas, Madrid",Piso en avenida de la Aviación,Destacado,Águilas,,,,,,
108735073,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/a1/9f/1353603833.webp,RP1332025139925,47,bj,299000.0,flat,sale,41.0,False,1,1,calle de Santa Brígida,Madrid,Madrid,Centro,es,40.4255367,-3.7003074,False,https://www.idealista.com/inmueble/108735073/,"Elegancia, luz y ubicación en calle tranquila junto al corazón de Madrid Presentamos este precioso apartamento, totalmente reformado, donde el diseño y la atención al detalle se combinan con una ubicación inmejorable. Situado en la encantadora calle Santa Brígida, a pocos pasos del Polideportivo Municipal, este hogar ofrece un entorno sereno con excelente conexión urbana. Reforma integral con acabados de alta calidad; espacios luminosos y diseño elegante; calle tranquila y residencial; cercano a zonas comerciales, restaurantes y opciones de ocio; excelente comunicación, con varias estaciones de metro a escasa distancia. Ideal para quienes valoran la comodidad urbana, el estilo contemporáneo y la vida tranquila en el centro. Una oportunidad única tanto para quienes sueñan con vivir en el corazón vibrante de Madrid como para quienes buscan una inversión con carácter y excelente rentabilidad. Contáctanos para más información y visita personalizada. Nos encontramos en Calle Hortaleza 59. También puedes localizarnos en el o por WhatsApp en el ¡No pierdas la oportunidad!",False,good,False,False,7293.0,False,False,False,False,[],False,False,299000.0,€,flat,"Chueca-Justicia, Madrid",Piso en calle de Santa Brígida,Destacado,Chueca-Justicia,,,,,,
