propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
106465699,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/eb/1f/1346185831.webp,37-2024,31,290000.0,flat,sale,92.0,3,2,Barrio Palomeras sureste,Madrid,Madrid,Puente de Vallecas,es,40.3894658,-3.6330671,False,https://www.idealista.com/inmueble/106465699/,"ROLMA SERVICIOS INMOBILIARIOS vende en el barrio de PALOMERAS SUROESTE una estupenda vivienda esquinera de 3 dormitorios, con dos baños completos y una terraza con vistas al parque. La vivienda, que se encuentra situada en la mejor zona de Vallecas, tiene una superficie de 92 metros cuadrados, cocina con office, armarios empotrados y 2 baños 1 con plato de ducha otro con bañera. En un edifico con doble portal, 2 ascensores, y en uno de los barrios mas tranquilos y demandados de Madrid. Su salón, de más de 20 metros cuadrados, tiene acceso a la terraza principal, que es posible incluir a la estancia. Tiene espacio suficiente para dividir entre una zona de estar y otra de comedor. Tiene una maravillosa cocina independiente con office muy luminosa durante todo el día, ideal para desayunos y comidas.  En cuanto a sus dormitorios la vivienda actualmente dispone de tres, dos dobles y uno de tamaño simple. Te encantará la amplitud y luminosidad de sus dos habitaciones dobles, con armarios empotrados; y la luz natural directa que entra en la tercera habitación mas acogedora. Además, en la entrada, existe un armario empotrado, como desahogo complementario de la vivienda. La ubicación del piso es excelente, ya que se encuentra en un barrio cercano al centro de la ciudad, con muchísimas zonas verdes. Además cuenta con instalaciones deportivas cercanas, hospitales y colegios. Y una buena comunicación en transporte público (metro, y autobuses), fácil acceso a la A3, lo que permite llegar a la zona centro de Madrid en apenas 15 minutos. FINANCIACION: contamos con un departamento de hipotecas que puede asesorarte y conseguirte financiar el mayor importe posible y conseguir el mejor tipo de interés. El precio de venta no incluye impuestos de Transmisiones Patrimoniales, ni gastos de notaria o gestoría, así como honorarios de agencia. ROLMA SERVICIOS INMOBILIARIOS, GANAMOS EN CONFIANZA.",True,good,False,3152.0,False,False,True,False,[],False,False,290000.0,€,flat,,"Palomeras sureste, Madrid",Piso,Destacado,,,2,True,Palomeras sureste,True,,,
107778294,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/48/be/1323504065.webp,010325-7,24,189900.0,flat,sale,76.0,3,1,Centro,Madrid,Arganda,Centro,es,40.2990979,-3.4453257,False,https://www.idealista.com/inmueble/107778294/,"¡ POR MENOS DE LO QUE CUESTA UN ALQUILER PODRÁS TENER TU PROPIA CASA! Con una ubicación inmejorable, la vivienda se encuentra situada en el corazón de Arganda, en una calle tranquila sin tráfico rodado, con acceso directo a la A-3, a un paso de las paradas de bus (urbano a interurbano) y 5 minutos a pie de la estación de metro (línea 9) Rodeada de todo tipo de servicios: supermercados, farmacias, entidades bancarias, colegios, parques, hospital, centros médicos, comercios y cafeterías, etc. La vivienda cuenta con dos dormitorios dobles y uno simple y además dispone de terraza de 8 m2 con vistas a la calle. ¡ Llámanos y te la mostramos sin compromiso! ***NO COBRAMOS HONORARIOS AL COMPRADOR***¿Necesitas financiación para la compra? ¡ Nosotros podemos ayudarte a conseguir el préstamo hipotecario! La información que se detalla en este anuncio se muestra a título informativo, NO es contractual ni vinculante***(tendrán preferencia las llamadas telefónicas y citas presenciales con respecto a los e-mails).",True,good,False,2499.0,False,False,False,False,[],False,False,189900.0,€,flat,,"Centro, Arganda",Piso,Destacado,,,3,True,,True,,,
108652245,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/5f/fa/1351126696.webp,LCM37524,42,360000.0,flat,sale,61.0,3,1,Barrio Chopera,Madrid,Madrid,Arganzuela,es,40.3956807,-3.6990547,False,https://www.idealista.com/inmueble/108652245/,"La Casa Agency pone a la venta una vivienda ubicada en la calle Aldea del Fresno. Se trata de una tercera planta exterior, sin ascensor, que destaca por su excelente luminosidad y su gran potencial de reforma. La propiedad dispone de 61 m² construidos, distribuidos de forma funcional en tres dormitorios, un baño, salón y cocina independiente. Se trata de un inmueble que necesita ser actualizado, ideal para quienes desean personalizar su hogar desde cero o para inversores que busquen obtener rentabilidad en una zona muy demandada. La distribución actual ofrece diversas posibilidades de reforma para adaptarla a las necesidades y gustos de cada persona. Al ser exterior, la vivienda disfruta de abundante luz natural durante gran parte del día, lo que aporta un ambiente cálido y una mayor sensación de amplitud en todas sus estancias. Además, su ubicación es excelente, rodeada de supermercados, comercios, colegios, zonas verdes y perfectamente comunicada mediante transporte público, con varias líneas de autobús y estaciones de Cercanías a pocos minutos, lo que facilita el acceso rápido al centro de Madrid y a otras zonas de la ciudad. Una gran oportunidad para reformar la vivienda a tu gusto o invertir en una propiedad con buen potencial de rentabilidad.",False,renew,False,5902.0,False,False,False,False,[],False,False,360000.0,€,flat,,"Chopera, Madrid",Piso,Destacado,,,3,True,Chopera,False,,,
107469526,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/84/8f/1313683417.webp,1638,18,270000.0,flat,sale,93.0,3,2,Barrio Villaverde Alto,Madrid,Madrid,Villaverde,es,40.3461705,-3.7162497,False,https://www.idealista.com/inmueble/107469526/,"Piso en VENTA en el popular barrio Villaverde Alto. Se vende fantástico piso de tres dormitorios, un baño completo y un aseo, perfecto para familias o quienes buscan amplitud y comodidad. Disfruta de un acogedor salón independiente y una cocina con tendedero. El inmueble cuenta con calefacción y agua caliente por gas natural, esencial para el bienestar de tu familia. Ubicado en una zona con todos los servicios a tu alcance. Se encuentra próximo a una calle muy comercial y perfectamente comunicado con transporte público, con líneas de EMT, Metro y Cercanías en Villaverde Alto, facilitando la conexión con el resto de la ciudad. Villaverde Alto es un barrio con una identidad propia y un ambiente dinámico. Zona en constante desarrollo, con una combinación de viviendas tradicionales y nuevas construcciones, convirtiéndolo en una opción atractiva. Su vida de barrio, lo hace un lugar acogedor y bien equipado para el día a día. No dejes pasar esta oportunidad y solicita una visita para descubrir tu próximo hogar.  Y si necesitas financiación, consúltanos sin compromiso. Realizamos un estudio completamente gratuito.",True,good,False,2903.0,False,False,False,False,[],False,False,270000.0,€,flat,,"Villaverde Alto, Madrid",Piso,Destacado,,,2,True,Villaverde Alto,False,,,
107969582,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/67/d1/1330888797.webp,VCB170225,55,1580000.0,chalet,sale,249.0,4,4,Encinar de los Reyes,Madrid,La Moraleja,Encinar de los Reyes,es,40.5076047,-3.6440026,False,https://www.idealista.com/inmueble/107969582/,"THE AVENUE Select Real Estate presenta este espléndido chalet adosado de 249 m² y una parcela de 175 m². La vivienda consta de cuatro dormitorios. El chalet está situado en una de las urbanizaciones más exclusivas de El Encinar de los Reyes. Su privilegiada ubicación, muy próxima al centro comercial y con vigilancia 24 horas, garantiza comodidad, seguridad y un entorno inmejorable, complementado por unas excelentes zonas comunes. Esta propiedad se desarrolla en tres cómodas plantas Planta baja: Al acceder a la propiedad, nos reciben espacios amplios y luminosos. El salón-comedor, con chimenea, ofrece un ambiente cálido y sofisticado, perfecto para reuniones familiares o con amigos, y conecta directamente con el jardín privado.  En esta planta se ubica también una amplia y luminosa cocina con zona de office y un aseo de cortesía. Primera planta: En esta planta se encuentran tres dormitorios, todos ellos amplios y luminosos. El dormitorio principal dispone de cuarto de baño en suite, mientras que los otros dos comparten un baño completo. Planta sótano: Ofrece una versátil zona multifuncional ideal como sala de estar, juegos o despacho. Además, cuenta con un dormitorio de servicio, baño completo, cuarto de lavandería, trastero, despensa y garaje con capacidad para dos coches y espacio de almacenamiento adicional. Es importante destacar que dispone de un gran espacio para agregar a la vivienda, con una zona de buhardilla que se puede adaptar según las necesidades de sus residentes. La vivienda se completa con un encantador jardín privado con porche, ideal para disfrutar de agradables veladas al aire libre, comidas en familia o momentos de relax. La urbanización cuenta con piscina de adultos y de niños, 1 pista de tenis, 2 pistas de pádel, amplias zonas verdes, sala multiusos para clases de yoga y pilates y jardín infantil Ubicado al norte de Madrid, El Encinar de los Reyes es una de las zonas residenciales más exclusivas y demandadas de la capital. Con una combinación perfecta de tranquilidad, privacidad y servicios de alta calidad, este enclave ofrece un entorno privilegiado rodeado de naturaleza, muy próximo a La Moraleja y con excelentes conexiones al centro de Madrid y al aeropuerto. La zona cuenta con prestigiosos colegios internacionales, centros deportivos, campos de golf, restaurantes, supermercados y centros comerciales como El Encinar o Moraleja Green. Todo ello la convierte en una opción ideal para familias que buscan calidad de vida sin renunciar a la cercanía con la ciudad.  Un lugar pensado para quienes valoran el estilo de vida, el bienestar y la exclusividad.",False,renew,False,6345.0,False,False,False,False,[],False,False,1580000.0,€,chalet,terracedHouse,"Encinar de los Reyes, La Moraleja",Chalet adosado,Destacado,True,True,,,,,,,
108816386,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/1b/57/1355970377.webp,,19,225000.0,flat,sale,55.0,2,1,Barrio San Nicasio,Madrid,Leganés,San Nicasio - Campo de Tiro - Solagua,es,40.331313,-3.772443,False,https://www.idealista.com/inmueble/108816386/,"Tu Espacio ideal ofrece en exclusiva y con posibilidad de VENTA A PLAZOS ¡tu nuevo hogar! Este encantador piso en venta, recientemente reformado, ofrece un espacio moderno y acogedor en el corazón de la ciudad. Con 55 m² construidos, cuenta con dos habitaciones luminosas equipadas con aire acondicionado y bomba de calor, perfectas para disfrutar de un ambiente agradable en cualquier época del año. El salón también está climatizado, creando un espacio ideal para relajarte o recibir a tus amigos. La cocina independiente está completamente equipada, lista para que des rienda suelta a tu creatividad culinaria. Además, el baño ha sido renovado y la electricidad y fontanería han sido cambiadas por completo, garantizando un hogar seguro y funcional. Un armario empotrado ofrece un amplio espacio de almacenamiento, manteniendo todo ordenado y al alcance. Ubicado en un bajo exterior, este piso tiene una orientación Este-Oeste que permite disfrutar de la luz natural durante todo el día. La calefacción eléctrica y el termo eléctrico aseguran que siempre estés cómodo. No dejes pasar la oportunidad de vivir en un inmueble que combina comodidad y estilo. ¡Listo para entrar a vivir! Pregunta sin compromisos por nuestras financiaciones en algunos casos se puede conseguir hasta el 100%.",False,good,False,4091.0,False,False,False,False,[],False,False,225000.0,€,flat,,"San Nicasio, Leganés",Piso,Destacado,,,bj,True,San Nicasio,False,,,
108294822,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/33/b1/1339828919.webp,RP952025138202,9,199000.0,flat,sale,47.0,2,1,calle Zubieta,Madrid,Madrid,San Blas,es,40.4304571,-3.6253971,False,https://www.idealista.com/inmueble/108294822/,"Redpiso Simancas vende piso en C/ Zubieta. Se trata de una 2º planta con ascensor, consta de 2 dormitorios, salón muy luminoso, cocina equipada y baño con ventilación. Totalmente reformado, para entrar a vivir, fontanería y electricidad cambiadas. Ventanas de PVC con rotura de puente térmico, suelo porcelánico y puertas lacadas. Bien comunicado con transporte público, metro Simancas (línea 7).",True,good,False,4234.0,True,False,False,False,[],False,False,199000.0,€,flat,,"Simancas, Madrid",Piso en calle Zubieta,Destacado,,,2,False,Simancas,True,205000.0,6000.0,3.0
101727890,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/08/e6/1131784524.webp,RP1142023115306,16,169000.0,flat,sale,75.0,2,1,Suroeste,Madrid,Móstoles,Suroeste,es,40.3157766,-3.8717128,False,https://www.idealista.com/inmueble/101727890/,"Redpiso Móstoles Sur ofrece vivienda en venta a reformar en la zona del Hospital de Móstoles. Cuenta con 75 m2 distribuidos en amplio salón luminoso con salida a terraza abierta, cocina con ventana, dormitorio principal con aire acondicionado (frío/calor), dormitorio secundario con armario empotrado, baño con bañera y ventana, hall de entrada y pasillo distribuidor. La vivienda cuenta con ventanas de aluminio, suelos sintasol, puertas de madera sapelly, puerta principal blindada y ascensor. Además tanto el pasillo como el hall de entrada cuentan con armarios empotrados. Portal con acceso a personas con movilidad reducida. Ubicada en entorno tranquilo, muy bien comunicada con transporte público, servicios comerciales, sanitarios y a tan solo tres minutos de la parada de Metro Hospital de Móstoles. Disfrute de las posibilidades que le ofrece nuestro departamento financiero D. Credit a la hora de tramitar su hipoteca. ¡No dude en visitarla! Puede realizar visita virtual del inmueble en nuestra página oficial.",True,renew,False,2253.0,False,False,False,False,[],False,False,169000.0,€,flat,,"Suroeste, Móstoles",Piso,Destacado,,,4,True,,True,,,
106577651,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/3d/08/1287833303.webp,011124-1,50,349000.0,chalet,sale,401.0,5,5,Zona Industrial,Madrid,Arganda,Zona Industrial,es,40.3112952,-3.4657787,False,https://www.idealista.com/inmueble/106577651/,"¿Estás buscando un nuevo proyecto o una inversión en el sector de la hostelería? ¡No busques más! Te presentamos esta maravillosa propiedad que combina la comodidad de una casa familiar con un restaurante en pleno funcionamiento. Ubicado en el Polígono con mas industria de la localidad de Arganda del Rey y además está justo paralelo a la Vía Verde carril bici. Cuenta con 5 dormitorios, cocina, dos baños. Ideal para Hostal. Jardín con piscina, huerto. Y además cuenta con un restaurante bar en funcionamiento para negocio. Garaje para un turismo. La vivienda dispone de calefacción de Gas Natural, A/A con bomba de calor, amplia terraza y patio.! Llámanos y concierta una visita con nuestro equipo ***NO COBRAMOS HONORARIOS AL COMPRADOR*** ¿Necesitas financiación para la compra? ¡ Pregúntanos porque podemos ayudarte! **La información que se detalla en este anuncio se muestra a título informativo, NO es contractual ni vinculante*(tendrán preferencia las llamadas telefónicas con respecto a los e-mails).",False,renew,False,870.0,False,False,False,False,[],False,False,349000.0,€,chalet,independantHouse,"Zona Industrial, Arganda",Casa independiente,Destacado,True,True,,,,,,,
83634621,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/fb/25/623917872.webp,,20,695000.0,flat,sale,85.0,2,1,"calle de Cartagena, Madrid",Madrid,Madrid,Barrio de Salamanca,es,40.4347017,-3.6688759,False,https://www.idealista.com/inmueble/83634621/,"Buen piso en buena, zona Zona Guindalera. Salamanca 85 m2 2 hab 1 baño 4 planta ascensor  Coserje buen estado  Portal representativo Pasillo muy amplio  Edificio moderno Muy bien comunicado Al lado de todos los servcios. Si no contestamos al fijo, contacta por llamada o Whattsapp a José Antonio o envíanos un email.",False,good,False,8176.0,False,False,False,False,[],False,False,695000.0,€,flat,,"Guindalera, Madrid","Piso en calle de Cartagena, Madrid",Destacado,,,4,True,Guindalera,True,,,
103841134,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/f2/cf/1318403451.webp,VC105223,36,1775000.0,chalet,sale,991.0,6,6,Barrio Yucatán- Las Cornisas,Madrid,Las Rozas de Madrid,Yucatán- Las Cornisas,es,40.4815461,-3.8616201,False,https://www.idealista.com/inmueble/103841134/,"THE AVENUE SELECT REAL ESTATE, presenta Magnífico chalet unifamiliar de original diseño semicircular, con 990 m2 construidos. Situado en una calle privada, en la zona de la zona de la Carretera del Plantío, que aporta gran tranquilidad, pero a la vez, un fácil acceso a la A-6 y a la estación de tren de Majadahonda. Dispone de una amplia parcela, de 2500m2, con amplia piscina, magnífico porche de 70 m2. El jardín tiene instalado riego automático, un pozo en funcionamiento, pista privada de pádel, garaje cubierto para 4 vehículos y zona de aparcamiento descubierta para otros 4 vehículos. Planta baja con amplio y luminoso hall de entrada, que da paso a un precioso salón comedor de 60m2, con acceso directo a un porche cubierto de 30m2, ideal para disfrutar de los días soleados. A través de un acristalado corredor, se accede a una zona de plancha individual, office y 4 amplias habitaciones; 2 de ellas con baño integrado, compartiendo las otras 2 un baño y habitación de juegos. Planta primera con habitación principal, baño con hidromasaje y luz natural, despacho y acceso a una terraza de 20m2, con vistas a la piscina y al jardín. Planta semisótano con bodega / salón de estar y acceso a la pista de pádel. Todo ello con tarima de primera calidad, sistema de alarma integrada y calefacción de gasoil, con depósito de 2500 litros. Esta magnifica propiedad se encuentra ubicada en una zona de las Rozas que destaca por ser una excelente urbanización residencial donde predominan las viviendas unifamiliares de alto standing por lo que destaca la tranquilidad que contrasta con la cercanía del acceso directo a la autovía A-6 y con el eje de la M-505. M-40 y M-50 lo que garantiza una rápida comunicación tanto como con la zona Noroeste como con la Capital. El municipio de las Rozas está integrado en el eje Noroeste de Madrid y dispone de los mejores colegios y universidades privadas. centros médicos y hospitales tanto públicos como privados de primer orden así como la mejor oferta comercial, gastronómica y de ocio que harán una excelente ubicación para disfrutar con su familia.",False,good,False,1791.0,False,False,False,False,[],False,False,1775000.0,€,chalet,independantHouse,"Yucatán- Las Cornisas, Las Rozas de Madrid",Casa independiente,Destacado,,,,,Yucatán- Las Cornisas,,,,
108766503,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/37/e4/1354515974.webp,RP212025139993,16,219900.0,flat,sale,72.0,2,1,Barrio Zarzaquemada,Madrid,Leganés,Zarzaquemada,es,40.3315225,-3.7486784,False,https://www.idealista.com/inmueble/108766503/,"Se vende vivienda muy bien cuidada. Dispone de 2 dormitorios (antes 3), amplio salón con acceso a terraza abierta de 4 metros y baño. Se encuentra en una ubicación inmejorable. Zona consolidada y muy tranquila, rodeado de parques y con todo tipo de servicios. Colegios e institutos cercanos. Renfe estación de Zarzaquemada a 12 minutos aproximados y parada de línea 12 de Metro Sur (El Carrascal) a 3 minutos. Puedes visitar el inmueble sin ningún tipo de compromiso. Recuerda que Redpiso te ofrece asesoramiento financiero gratis, ofreciéndote las mejores condiciones para tu hipoteca. ESTE ANUNCIO NO ES VINCULANTE, PUEDE CONTENER ERRORES, Y ESTA SUJETO A POSIBLES MODIFICACIONES (Comerciales, Jurídicas o por expreso deseo de la Propiedad). SE MUESTRA A TÍTULO INFORMATIVO Y NO CONTRACTUAL. DEBIENDO PARA ESTA FINALIDAD DIRIGIRSE A NUESTRO COMERCIAL O NUESTRAS OFICINAS, PARA OFRECERLE UNA INFORMACION MÁS DETALLADA VINCULADA CON EL INMUEBLE.",True,good,False,3054.0,False,False,False,False,[],False,False,219900.0,€,flat,,"Zarzaquemada, Leganés",Piso,Destacado,,,9,True,Zarzaquemada,True,,,
108815248,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/27/bd/1355991423.webp,RP3212025140156,30,319999.0,duplex,sale,94.0,3,2,Espartales,Madrid,Alcalá de Henares,Espartales,es,40.5068146,-3.3670437,False,https://www.idealista.com/inmueble/108815248/,"Se vende Dúplex en muy buen estado en ESPARTALES SUR, excelente ubicación. En la planta por donde accedemos a la vivienda encontramos un hall, cocina independiente con tendedero cubierto, un baño, un dormitorio doble muy luminoso, y un amplio salón comedor, en la planta baja tenemos el dormitorio principal y otro individual, y un baño reformado, la vivienda se encuentra conectada con el trastero que actualmente corresponde a la buhardilla del inmueble que da acceso a una espectacular terraza. Suelos de tarima, puertas de madera, ventanas climalit, calefacción por gas natural. Finca con ascensor, parque infantil, piscina. En el precio está incluida una plaza de garaje y un trastero. Si necesitas financiación, tenemos una opción con nuestro departamento financiero DCREDIT.",False,good,False,3404.0,False,False,False,False,[],False,False,319999.0,€,flat,duplex,"Espartales, Alcalá de Henares",Dúplex,Destacado,True,True,3,True,,True,,,
105015231,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/63/d6/1239138194.webp,0099,75,478000.0,chalet,sale,381.0,5,3,La Montaña-El Cortijo,Madrid,Aranjuez,La Montaña-El Cortijo,es,40.0555965,-3.5886658,False,https://www.idealista.com/inmueble/105015231/,"REF 0099.- Descubre esta espectacular casa de lujo en la prestigiosa zona de La Montaña-El Cortijo en Aranjuez. Con una superficie construida de 381 metros cuadrados y situada en una parcela de 697 metros cuadrados, esta residencia ofrece un estilo de vida exclusivo y todas las comodidades que puedas desear. Sótano En el sótano, encontrarás un amplio garaje con capacidad para tres vehículos, proporcionando espacio más que suficiente para tus coches y almacenamiento. Además, cuenta con un cuarto de lavado, un trastero y un salón adicional, perfecto para crear un espacio de entretenimiento o una sala de juegos. Planta Baja La planta baja se abre a una impresionante parcela con una piscina privada y un jardín exquisitamente cuidado, ideal para disfrutar de los días soleados y relajarse al aire libre. Al entrar en la casa, te recibirá un elegante hall de entrada que conduce a un espacioso salón comedor, perfecto para reuniones familiares y eventos sociales. La cocina, completamente amueblada y equipada con electrodomésticos modernos, es un sueño para cualquier amante de la cocina. Desde aquí, hay dos salidas al patio que incluyen una barbacoa y una pérgola, creando el escenario perfecto para cenas al aire libre. En esta planta también encontrarás dos cómodos dormitorios, un baño completo y un aseo para mayor conveniencia. Planta Primera La planta primera alberga tres dormitorios adicionales, todos ellos luminosos y con acceso a tres terrazas privadas, donde podrás disfrutar de momentos de tranquilidad y vistas despejadas. Además, hay un baño completo que atiende a estas habitaciones, asegurando la comodidad de todos los residentes. Detalles de Lujo Esta propiedad está diseñada para ofrecer el máximo confort y lujo. La carpintería interior de lacado blanco y el suelo de tarima añaden un toque de elegancia a cada rincón de la casa. La carpintería exterior de aluminio lacado garantiza aislamiento y durabilidad. Entre los extras se incluyen aire acondicionado, calefacción, chimenea, bar, lavandería, puerta blindada y una piscina comunitaria adicional. También cuenta con garaje doble y parking incluido, asegurando espacio y seguridad para tus vehículos. Ubicación y Servicios Situada en una ubicación inmejorable, esta casa de lujo se encuentra cerca de autobuses, centros comerciales, centros médicos, colegios, hospitales, parques y supermercados, ofreciendo todas las comodidades y servicios que puedas necesitar a tu alcance. En resumen, esta propiedad de lujo en Aranjuez es una oportunidad única para vivir en un entorno exclusivo y disfrutar de todas las comodidades modernas. ¡No pierdas la oportunidad de conocer esta espectacular residencia y agenda una visita hoy mismo! Tel.",False,good,False,1255.0,False,False,False,False,[],False,False,478000.0,€,chalet,independantHouse,"La Montaña-El Cortijo, Aranjuez",Casa independiente,Destacado,True,True,,,,,,,
108422809,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/31/26/1350043446.webp,RP882025138616,15,146000.0,flat,sale,84.0,3,1,Reyes,Madrid,Parla,Reyes,es,40.2308024,-3.7714067,False,https://www.idealista.com/inmueble/108422809/,"PISO ALQUILADO, IDEAL PARA INVERSION RENTA ACTUAL REDPISO VENDE: Excelente vivienda de 84 m² lista para entrar a vivir Le presentamos esta fantástica propiedad que destaca por su distribución funcional y excelente ubicación. La vivienda cuenta con: •Amplio recibidor que da acceso a una cocina completamente amueblada. •Luminoso salón ideal para el descanso y la vida familiar. •Tres dormitorios bien distribuidos. •Un baño reformado con plato de ducha y mampara. Entre sus cualidades destacan el aire acondicionado y la calefacción eléctrica, que garantizan el confort durante todo el año. Ubicada en una zona inmejorable, rodeada de todo tipo de servicios: paradas de autobús, comercios, colegios y más. No deje pasar esta oportunidad. Estaremos encantados de atenderle y mostrarle esta magnífica vivienda. Consulte más inmuebles en nuestra página web.",False,good,False,1738.0,False,False,False,False,[],False,False,146000.0,€,flat,,"Reyes, Parla",Piso,Destacado,,,4,True,,False,156000.0,10000.0,6.0
108731450,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/8d/e7/1353479003.webp,RP2302025139869,16,189990.0,flat,sale,87.0,2,1,Centro,Madrid,Arganda,Centro,es,40.302169,-3.4366063,False,https://www.idealista.com/inmueble/108731450/,"¿Te gustaría vivir en el corazón de Arganda del rey? En Redpiso tenemos lo que buscas, una oportunidad única para adquirir un espacioso inmueble, que combina el encanto de una ubicación privilegiada con la comodidad y amplitud necesarias para un estilo de vida excepcional. Ideal como vivienda no habitual, estudio profesional con zona de descanso, o para quienes buscan una solución flexible en una excelente ubicación con acceso inmediato a todos los servicios, comercios, transporte público y zonas de ocio. Este inmueble ha sido completamente reformado y adaptado como un acogedor espacio residencial. Dispone de 2 dormitorios, un baño completo y cocina americana integrada en el salón.  Distribución y diseño en altura: La vivienda se encuentra en una gran planta de 87 m², con entrada individual y balcones con vistas que aportan luz y encanto al espacio. Accediendo por escaleras, nos recibe una amplia estancia con un luminoso salón y una moderna cocina americana, equipada con una amplia isla que funciona también como barra, ideal para disfrutar en compañía.  Zona de descanso: •Dormitorio principal amplio, con armario hecho a medida y un espectacular vestidor. •Segundo dormitorio también espacioso, con armario empotrado y agradables vistas.  Baño completo con doble lavabo y moderno plato de ducha con hidromasaje.  Confort garantizado: Toda la vivienda cuenta con aire acondicionado con bomba de frío/calor, carpintería interior y exterior en perfecto estado y suelos de tarima flotante de alta calidad. Ideal para parejas o familias que buscan confort, diseño y una ubicación céntrica. ¡INFÓRMESE SIN NINGÚN TIPO DE COMPROMISO! Buena comunicación de líneas de autobuses urbanos ( L-1 y L-2), autobuses interurbanos (312,312A) comunicación directa con Madrid ( Pavones ) y metro Línea 9 (Arganda del Rey). Cercano a zona comercial, centros médicos, el Hospital del Sureste y colegios e institutos tanto concertados como públicos.  Ponemos a su disposición nuestro departamento financiero Dcredit para conseguir las mejores condiciones en su hipoteca. El precio no incluye el Impuesto de Transmisiones Patrimoniales (máx. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid) ni el 3% (mín. 4.000€) más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales en su caso.",True,good,False,2184.0,False,False,False,False,[],False,False,189990.0,€,flat,,"Centro, Arganda",Piso,Destacado,,,1,True,,False,,,
108193133,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/40/2f/1336682657.webp,,18,310000.0,flat,sale,60.0,2,1,Barrio Ventas,Madrid,Madrid,Ciudad Lineal,es,40.4277697,-3.6549873,False,https://www.idealista.com/inmueble/108193133/,"¡Descubre tu nuevo hogar en este encantador piso reformado de 60 m²! Ubicado en una zona privilegiada, este inmueble cuenta con dos acogedoras habitaciones y un baño exterior con ventana, ideal para disfrutar de luz natural. El salón independiente, que se abre a un balcón, es perfecto para relajarse después de un largo día. La cocina, también independiente, ofrece el espacio necesario para preparar tus platos favoritos. Las paredes lisas y el suelo de tarima añaden un toque moderno y elegante a cada rincón. Además, el aire acondicionado en el salón y la calefacción individual garantizan tu comodidad durante todo el año. Las puertas de madera blanca aportan un aire cálido y acogedor a la vivienda. La ubicación es inmejorable, con todo tipo de comercios, paradas de autobús, supermercados y farmacias a pocos pasos. Este piso es ideal para quienes buscan una vida cómoda y práctica en una zona con todos los servicios a mano. ¡No dejes pasar esta oportunidad y ven a visitarlo!",False,good,False,5167.0,False,False,False,False,[],False,False,310000.0,€,flat,,"Ventas, Madrid",Piso,Destacado,,,1,True,Ventas,True,,,
