propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,newDevelopmentFinished,highlight.groupDescription
108846313,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/d0/a4/1356832409.webp,16,11,986210.0,flat,sale,133.0,True,2,2,calle de Gaztambide s/n,Madrid,Madrid,Chamberí,es,Gaztambide,40.4355303,-3.7154571,True,https://www.idealista.com/inmueble/108846313/,"Ático en Chamberi, con piscina privada de 2 dormitorios y 3 baños, dos plazas de garaje, trastero y dos piscinas comunitarias. Vivienda de obra nueva con diseño de corte moderno y funcional. La finca cuenta con portero 24h, gimnasio y saunas.",False,good,False,True,7415.0,False,False,False,False,[],False,False,986210.0,€,,,,flat,"Gaztambide, Madrid",Piso en calle de Gaztambide s/n,,True,True,,,
108885579,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/23/c9/1357929696.webp,12,2,1879000.0,flat,sale,145.0,True,3,3,"CL ALCALA, 175",Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4268294,-3.6721245,True,https://www.idealista.com/inmueble/108885579/,"Exclusiva vivienda en plena calle Alcalá, vivienda en segunda planta, exterior, 3 dormitorios y 3 baños, edificio señorial con porteria.",False,good,False,True,12959.0,False,False,False,False,[],False,False,1879000.0,€,,,,flat,"Goya, Madrid","Piso en Cl Alcala, 175",,,,,,
107624364,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/b5/e2/1332463724.webp,12,bj,1100000.0,flat,sale,124.0,True,3,2,calle de López de Hoyos,Madrid,Madrid,Ciudad Lineal,es,Colina,40.453752,-3.6627878,False,https://www.idealista.com/inmueble/107624364/,"Magnífica vivienda de OBRA NUEVA a estrenar en uno de los mejores barrios de Madrid en un edificio de diez viviendas bioclimáticas con estándar Passivhaus. El edificio cuenta con jardín y piscina común. La vivienda es un bajo de 124m2 construidos, 94,5m2 útiles con un jardín de 161m2 Está distribuida en tres dormitorios, dos baños, salón independiente y cocina. con un amplio jardín privativo de 161m2 y acceso directo a la piscina comunitaria. Excelentes calidades en los acabados:  Carpintería exterior de madera en su cara interior y de aluminio gris hacia el exterior, con triple vidrio y rotura de puente térmico. Las hojas de las ventanas son batientes, estancas con protección solar.  Vidriería de triple hoja con un grosor total de 50 ó 52 mm y dos cámaras de aire.  Con trastero y plaza de garaje preparada para carga de coche eléctrico. Estructura de hormigón armado en las viviendas y de acero en elementos volados.  El proyecto se ajusta al estándar PASSIVHAUS y será certificado por el Passivhaus Institut con el objetivo de construir un edificio con características energéticas sobresalientes. De esta forma, se reducen los costes ordinarios de funcionamiento y mantenimiento, y permite beneficiarse de incentivos fiscales ligados a la calidad energética. Avísanos sin compromiso para coordinar una reunión. Posibilidad de Financiación al 100%.",False,good,False,True,8871.0,True,False,False,False,[],False,False,1100000.0,€,,,,flat,"Colina, Madrid",Piso en calle de López de Hoyos,,True,True,,,
108582619,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/95/ec/1349098083.webp,5,3,832000.0,flat,sale,99.0,,3,2,avenida Nuestra Señora del Retamar s/n sn,Madrid,Las Rozas de Madrid,Montecillo,es,Montecillo,40.5030971,-3.8876448,True,https://www.idealista.com/obra-nueva/108582619/,,False,,True,True,8404.0,True,False,False,False,[],False,False,832000.0,€,,,,flat,"Montecillo, Las Rozas de Madrid",Piso en avenida Nuestra Señora del Retamar s/n sn,a0Ncm000002sx6KEAQ,True,True,,False,
104918168,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/b3/a4/1236111137.webp,35,1,260000.0,flat,sale,95.0,True,2,1,calle del Marqués de Jura Real,Madrid,Madrid,Carabanchel,es,Comillas,40.3925052,-3.7110701,False,https://www.idealista.com/inmueble/104918168/,"IDEAL PARA INVERSORES  VENTA DE PISO EN CALLE MARQUÉS DE JURA REAL:  VENTA DE NUDA PROPIEDAD. Vitacasas. com presenta la venta de la NUDA PROPIEDAD de luminoso piso en la calle Marques de Jura Real. DESCRIPCIÓN DEL INMUEBLE Piso en la primera planta de un edificio construido en 1966 con 95 m2 construidos. DISTRIBUCIÓN DE LA PROPIEDAD Salón, cocina, 2 dormitorios, terraza con vistas y baño completo con ducha. ESTANCIAS Y CALIDADES Dispone de calefacción de gas natural, ventanas de aluminio, suelos en cocina y baño de gres y parquet en el resto de la casa. Cocina amueblada, con horno, vitrocerámica, frigorífico, lavadora. ENTORNO La vivienda está ubicada en el barrio de Comillas, rodeada al sur con Plaza Elíptica, al norte con Madrid Rio (a 500 m desde el piso), al oeste con la calle Antonio Leyva y el barrio de Opañel y al este con el Pº de Santa Mª de la Cabeza. Transporte público, el intercambiador de Plaza Elíptica a 10 min andando, con las líneas 6 y 11 de Metro, además las líneas 23 y 116 de la EMT, también la futura estación de Metro de Comillas en el Parque de Comillas. No esperes más, llámanos y ampliamos la información. NO HAY NINGUNA COMISIÓN AL COMPRADOR  CONSEGUIMOS FINANCIACIÓN 100%.",True,good,False,True,2737.0,True,False,False,False,[],False,False,260000.0,€,,,,flat,"Comillas, Madrid",Piso en calle del Marqués de Jura Real,,,,,,
108563748,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/b5/22/1348565474.webp,21,3,285000.0,flat,sale,82.0,True,3,2,calle Villa Inés s/n,Madrid,Fuenlabrada,Fuenlabrada II - El Molino,es,,40.2915454,-3.8129585,True,https://www.idealista.com/inmueble/108563748/,"¡ GRUPO DAREK PRESENTA PISO DE OBRA NUEVA EN FUENLABRADA!  Piso de 3 habitaciones con piscina, garaje y trastero – ¡Listo para entrar a vivir! Se vende fantástico piso de obra nueva en Fuenlabrada, con una superficie construida de 82 m², listo para entrar a vivir y con excelentes calidades. -Distribución: 3 dormitorios con armarios empotrados y buena iluminación 2 baños completos con acabados modernos Salón-comedor amplio y muy luminoso Cocina independiente totalmente equipada -Extras incluidos: Aire acondicionado Plaza de garaje Trastero Piscina comunitaria Zonas comunes ajardinadas, ideales para familias y niños Ubicado en una zona tranquila, con buena comunicación por transporte público y cercanía a servicios como colegios, comercios y centros de salud.  Una gran oportunidad para vivir o invertir en una zona en crecimiento.  Contáctanos para más información o concertar una visita. ¡No lo dejes escapar!",False,good,False,True,3476.0,False,False,False,False,[],False,False,285000.0,€,295900.0,10900.0,4.0,flat,"Fuenlabrada II - El Molino, Fuenlabrada",Piso en calle Villa Inés s/n,,True,True,,,
108732236,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/12/4a/1353502015.webp,18,2,203000.0,flat,sale,48.0,True,2,1,calle de Yecla,Madrid,Madrid,San Blas,es,Simancas,40.4289617,-3.6224033,False,https://www.idealista.com/inmueble/108732236/,"Estupenda oportunidad piso de 2 habitaciones y 1 baño, en Simancas.    48 m2 construidos. 44 m2 útiles. Orientación Este.    Salón de 14 m2.    Cocina amueblada y equipada.    Calefacción eléctrica.    Suelo de gres, ventanas de aluminio y puertas demadera.    Ascensor.    NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA.    Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra venta sea nuestra la vivienda o no.    INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio.    Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",True,renew,False,True,4229.0,False,False,False,False,[],False,False,203000.0,€,,,,flat,"Simancas, Madrid",Piso en calle de Yecla,46179,,,,,
108894790,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/8e/e8/1358197160.webp,20,6,160000.0,flat,sale,62.0,True,3,1,calle Burjasot,Madrid,Madrid,Villaverde,es,San Cristóbal,40.3446246,-3.6881205,False,https://www.idealista.com/inmueble/108894790/,"Agencia inmobiliaria de MADRID zona SAN CRISTOBAL DE LOS ANGELES - COLONIA MARCONI, oficina TECNOCASA vende. Piso en edificio con dos ascensores, compuesto de salón muy amplio y luminoso, cocina completa, baño, tres dormitorios, exterior, muy luminoso, ubicado frente al Parque de la Dehesa Boyal calefacción de gas natural, A/A excelente comunicación a través de Metro línea 3, parada San Cristóbal ', cercanías RENFE línea C-3, estación San Cristóbal de los Ángeles', autobuses líneas 59, 79, Nocturno N-13, además el barrio cuenta con todos los servicios tanto de bancos, varios supermercados, institutos, colegios, guarderías, parques, ambulatorio San Cristóbal, polideportivo, pistas de frontón, el barrio esta muy cerca de la M40, M45, A4, fácil acceso por Avenida de Andalucía.",False,good,False,True,2581.0,False,False,False,False,[],False,False,160000.0,€,,,,flat,"San Cristóbal, Madrid",Piso en calle Burjasot,,,,,,
108524540,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/00/41/1347462641.webp,5,bj,646000.0,flat,sale,84.0,,2,2,avenida Nuestra Señora del Retamar s/n sn,Madrid,Las Rozas de Madrid,Montecillo,es,Montecillo,40.5030971,-3.8876448,True,https://www.idealista.com/obra-nueva/108524540/,,False,,True,True,7690.0,True,False,False,False,[],False,False,646000.0,€,,,,flat,"Montecillo, Las Rozas de Madrid",Piso en avenida Nuestra Señora del Retamar s/n sn,a0Ncm000002sx5hEAA,True,True,,False,
108809614,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/7c/ed/1356978052.webp,29,5,670000.0,flat,sale,148.0,True,3,2,Barrio Las Tablas,Madrid,Madrid,Fuencarral,es,Las Tablas,40.5020121,-3.6781819,False,https://www.idealista.com/inmueble/108809614/,"¡ SE VENDE EN EXCLUSIVA MAGNIFICA VIVIENDA DE 3 HABITACIONES CON DOS PLAZAS DE GARAJE INCLUIDAS EN EL PRECIO! En una zona tranquila y bien conectada de Las Tablas, se vende este piso de tres dormitorios y dos baños, con una distribución cómoda y espacios bien aprovechados. La vivienda tiene innumerables posibilidades de personalización a su gusto y necesidades. El salón es amplio y luminoso, la cocina independiente y las habitaciones ofrecen buen tamaño y armarios empotrados. Se vende sin amueblar. (La imagen publicada del salón amueblado es una sugerencia de decoración).  Además, se incluyen dos plazas de garaje en el mismo edificio y un trastero, lo que añade valor y comodidad. La urbanización cuenta con piscina, zona infantil, pista de pádel y servicio de vigilancia 24 horas, lo justo para disfrutar de una vida tranquila en comunidad sin gastos excesivos. Es una finca cuidada, con ambiente familiar y entorno agradable. Muy bien comunicada por transporte público y con rápido acceso a la M-40, rodeada de comercios, colegios, parques y todos los servicios necesarios para el día a día. Una oportunidad de vivir en una de las zonas más demandadas del norte de Madrid, en un piso con buena base, garaje doble, trastero y zonas comunes para disfrutar. En Inmobiliarias Encuentro le brindamos todo el asesoramiento requerido en el proceso de compraventa tales como financiación, gastos de compraventa, notaría etc y ponemos a su alcance nuestros distintos sistemas adaptados a sus necesidades. Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: “CAMBIA Y DESCANSA”. La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. ¡Financiación a tu medida! Con Finmo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones!",True,good,False,True,4527.0,True,False,False,False,[],False,False,670000.0,€,,,,flat,"Las Tablas, Madrid",Piso,IE20-TABLASPR2,True,True,,,
108848910,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/f9/47/1356904639.webp,73,3,1014000.0,flat,sale,140.0,True,4,2,avenida de Valladolid,Madrid,Madrid,Moncloa,es,Casa de Campo,40.4304062,-3.7316037,False,https://www.idealista.com/inmueble/108848910/,"** VIVIENDA A LA VENTA URBANIZACIÓN ENTREBOSQUES**  Vivienda en la Avenida de Valladolid. Urbanización Entrebosques. Urbanización cerrada. La vivienda disfrutar de tranquilidad y naturaleza sin salir de casa.  Además, la vivienda forma parte de una exclusiva comunidad con vigilancia privada, garantizando seguridad y privacidad para ti y tu familia. Incluye una plaza de garaje para residentes, situada en el aparcamiento dentro de la urbanización cerrada, lo que facilita el día a día sin preocuparte por el aparcamiento.  Construido en 1980. Edificio con ascensor.  Tiene una superficie de 157 m2 construidos con elementos comunes.  La vivienda cuenta con una terraza abierta con acceso desde el salón, dando al interior de la urbanización y una terraza cerrada con acceso desde uno de los dormitorios.  Cuatro dormitorios, 2 baños, salón con acceso a terraza de 8 metros aproximadamente, cocina con tendedero. Suelo de parquet, ventanas de aluminio, calefacción central y agua caliente incluido en la cuota de comunidad.  Aire acondicionado en el salón-comedor. Vivienda totalmente exterior y con vistas al rio MANZANARES.  La joya de la propiedad es su piscina privada, ideal para relajarse y disfrutar del buen clima madrileño en cualquier momento del año. Ubicada en un entorno privilegiado, cerca de servicios, colegios y excelentes comunicaciones, esta vivienda ofrece una calidad de vida inigualable en pleno corazón de Madrid. Además, tendrás salida directa a las principales vías de comunicación como la A-6 y M-30, facilitando tus desplazamientos.",False,renew,False,True,7243.0,False,False,False,False,[],False,False,1014000.0,€,,,,flat,"Casa de Campo, Madrid",Piso en avenida de Valladolid,PValladolid,True,True,,,Destacado
108874831,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/03/47/1357637341.webp,1,1,2499000.0,flat,sale,230.0,True,3,3,barrio salamanca,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4274342,-3.688242,False,https://www.idealista.com/inmueble/108874831/,"TU HOGAR IDEAL COMERCIALIZA ¡Descubre esta espléndida vivienda en el corazón de Madrid! Con 200 metros cuadrados útiles, esta joya completamente reformada ofrece un estilo de vida inigualable. Con tres amplias habitaciones y tres baños completos, cada rincón está diseñado para el confort y la elegancia. El salón impresionante es el lugar perfecto para relajarse o recibir a amigos, mientras que la cocina totalmente equipada hará las delicias de los amantes de la gastronomía. La vivienda cuenta con aire acondicionado por conducto, asegurando un ambiente agradable durante todo el año. Además, la domótica integrada te permitirá controlar la iluminación y la temperatura con facilidad. Situada en una primera planta exterior, con orientación sur y oeste, disfrutarás de abundante luz natural. Este inmueble, construido en 1935, ha sido adaptado para personas con movilidad reducida y está en perfecto estado. Con calefacción de gas natural, ascensor y una ubicación inmejorable, esta propiedad es ideal para quienes buscan calidad de vida en una de las zonas más cotizadas de la ciudad. ¡No pierdas la oportunidad de hacerla tu hogar!",False,good,False,True,10865.0,False,False,False,False,[],False,False,2499000.0,€,2699000.0,200000.0,7.0,flat,"Recoletos, Madrid",Piso en barrio salamanca,,,,,,
108794893,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/3d/23/1355388416.webp,20,9,595000.0,penthouse,sale,87.0,True,3,1,calle Zújar,Madrid,Madrid,Carabanchel,es,Comillas,40.3886346,-3.7133168,False,https://www.idealista.com/inmueble/108794893/,"Inmobiliarias Encuentro vende ático en EXCLUSIVA en el tranquilo y demandado barrio de Comillas, listo para entrar a vivir. La vivienda, ubicada en una finca bien cuidada y con una comunidad ordenada y silenciosa, destaca por su luminosidad y excelente distribución. Dispone de una amplia terraza ideal para disfrutar del aire libre, perfecta como espacio de ocio o relax. Cuenta con tres dormitorios: uno individual y dos dobles, todos con buena entrada de luz natural. La cocina está completamente equipada, con muebles funcionales y electrodomésticos en perfecto estado. El baño incluye un práctico plato de ducha. Los suelos son de gres y las paredes lisas, lo que aporta un toque moderno y cálido al conjunto. La calefacción es central, con radiadores en todas las estancias, y también dispone de aire acondicionado para asegurar el máximo confort durante todo el año. El ático de 87 m² se encuentra en una zona bien comunicada, con acceso rápido al transporte público y cercano a todo tipo de servicios: comercios, colegios, zonas verdes y centros de salud. Ideal tanto para familias como para quienes buscan un espacio cómodo, acogedor y con encanto en uno de los barrios más consolidados de Madrid. Si necesita vender su inmueble para adquirir este u otro inmueble publicado contacte con nosotros disponemos del servicio //""CAMBIA DESCANSA""// la solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. Financiación a tu medida con FINMOO tendrás los mejores tipos de interés y hasta el cien por cien de financiación. Consulta nuestras condiciones. **imágenes renderizadas por un programa de diseño**.",False,good,False,True,6839.0,False,False,False,False,[],False,False,595000.0,€,,,,flat,"Comillas, Madrid",Ático en calle Zújar,IE07-ZUJAR,,,penthouse,,
108692764,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/87/25/1352312890.webp,13,bj,180000.0,flat,sale,50.0,True,1,1,"calle de la Frontera, 20",Madrid,Galapagar,Casa Amarilla,es,,40.575048,-4.001298,True,https://www.idealista.com/inmueble/108692764/,"PROPERTY PLUS VENDE Precioso Apartamento de 1 dormitorio y plaza de garaje en la misma finca, en la mejor zona de Galapagar.  Se trata de un inmueble de 50 m2 con amplio salón comedor con cocina amueblada y equipada con electrodomésticos abierta al salón, con zona de comedor con mobiliario a medida.  Muy luminoso y amplio Dormitorio con armarios empotrados vestidos y baño en suite! Inmejorable oportunidad de vivir en moderno edificio en pleno centro de Galapagar con plaza de garaje incluida en el precio. Contacte con nosotros los 7 días de la semana para concertar una visita al inmueble sin compromiso.",False,good,False,True,3600.0,False,False,False,False,[],False,False,180000.0,€,189000.0,9000.0,5.0,flat,"Casa Amarilla, Galapagar","Piso en calle de la Frontera, 20",Front20 01 DA,True,True,,,
108652131,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/15/2e/1351128340.webp,22,1,235000.0,duplex,sale,132.0,True,3,2,calle Nuestra Señora de la Herrería,Madrid,El Escorial,Centro,es,,40.5809066,-4.1349722,False,https://www.idealista.com/inmueble/108652131/,"LEER ANUNCIO.  COMPRA AL CONTADO  No se puede hipotecar. Se puede visitar! LA AGENCIA DEL BARRIO vende estupendo dúplex todo exterior en el corazón de "" El escorial""  La vivienda se distribuye en dos plantas: Planta primera: destinada a un hall amplio de entrada, salon comedor muy luminoso, cocina independiente semi equipada (vitro, campana y horno), un baño completo con plato de ducha y un dormitorio con armario empotrado. Planta segunda: dos dormitorios ( uno individual y otro principal) ambos con armario empotrado y un baño completo en suite con el dormitorio principal con bañera  La vivienda cuenta con trastero y plaza de garaje incluida en el precio. Características; urbanización cerrada, puerta principal blindada, puertas interiores de Nogal, paredes de gotele, suelos de tarima flotante, calefacción comunitario gas propano, caldera eléctrica, ventanas climalit, armarios empotrados, ascensor. Ubicada en una zona residencial consolidada, con todas las comodidades de los comercios de primera necesidad (supermercados, panadería, tiendas de alimentación, frutería y verdulería, etc. ) centros de educación, biblioteca, salud (farmacias, centro de salud, clínica dental, veterinaria etc. ), ocio(bares, restaurantes, parques, polideportivo etc. ). Llámenos y venga a visitar esta estupenda propiedad. ¡LE ESPERAMOS! HORARIO DE 10 A 14 Y DE 17 A 20H. DE LUNES A VIERNES.",False,good,False,True,1780.0,False,False,False,False,[],False,False,235000.0,€,,,,flat,"Centro, El Escorial",Dúplex en calle Nuestra Señora de la Herrería,HERRERIA-0,True,True,duplex,,
108206149,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/0d/b6/1337076634.webp,23,,110000.0,chalet,sale,66.0,,4,1,Estremera,Madrid,Estremera,,es,,40.1570254,-3.0952618,False,https://www.idealista.com/inmueble/108206149/,"GPA-19133- Imagina una acogedora segunda residencia a tan solo 45 minutos de Madrid en el Alto Tajo zona Los Villares Estremeras, es importante tener en cuenta que esta vivienda no se puede financiar, ya que el terreno no es urbanizable. Ideal para disfrutar con la familia los fines de semana. Esta encantadora casa de 80 metros cuadrados se encuentra en un extenso terreno de 1500 metros, ofreciendo un amplio espacio para el aparcamiento y la relajación. Descripción de la Casa: Habitaciones: Cuenta con 4 acogedoras habitaciones, perfectas para acomodar a toda la familia o amigos. Despensa para almacenaje. Cocina: Una cocina funcional, equipada para preparar deliciosas comidas para disfrutar al aire libre. Salon + salita de estar Baño: Con ducha Espacios Exteriores: Piscina: Disfruta de días soleados en una refrescante piscina, con un temporizador para la depuradora que asegura su mantenimiento sin complicaciones. Jardín: Rodeada de árboles y naturaleza, la propiedad ofrece una amplia zona para relajarse, jugar y disfrutar del verano. Área de Descanso: Perfecta para organizar barbacoas, juegos familiares o simplemente relajarse bajo el sol. Mejoras Recientes: Cambio de Electricidad: La casa ha sido actualizada con un nuevo sistema eléctrico, asegurando seguridad y eficiencia. Iluminación: Se han instalado focos en todas las estancias Ubicación: A solo 45 minutos de Madrid, es el refugio perfecto para escapar del bullicio de la ciudad y conectar con la naturaleza, ideal para crear recuerdos familiares inolvidables. Con todas estas características, esta segunda residencia se convierte en un lugar ideal para disfrutar de escapadas relajantes durante todo el año. El pueblo de Estremera esta ha solo 3 minutos en coche para realizar tus compras del dia ya que cuenta con supermercados. Cuenta con todos los servicios de farmacias, centro medico, colegios y zona deportivas GEPPCO es una Inmobiliaria que ofrece tanto al propietario como al comprador todos los servicios necesarios para que pueda convertir su sueño en una realidad y para ello en todo el proceso contarás con asesoramiento y gestión de alto nivel con una amplia experiencia de más de 25 años y todo un equipo multidisciplinar en el sector: Financiero, Inmobiliario y Jurídico. Para más información, visítenos en PVP CON HONORARIOS INCLUIDOS (No están incluidos los gastos notariales ni registrales) Los gastos de la operación son asumidos por el comprador.",False,good,False,,1667.0,False,False,False,False,[],False,False,110000.0,€,120000.0,10000.0,8.0,chalet,Estremera,Casa independiente,GPA-19133-2,,,independantHouse,,
108754889,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/d4/b9/1354159405.webp,32,2,275000.0,flat,sale,54.0,False,2,1,calle del Calvario,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4100324,-3.7016861,False,https://www.idealista.com/inmueble/108754889/,"ALMANOVA EVOLUCIÓN INMOBILIARIA “Nuestra alma renació para evolucionar el concepto de la gestión inmobiliaria a un modelo más eficiente"". Adecuando los precios a cada momento de mercado. ¡Evolucionamos el barrio desde el año 2004, junto a ti! Ofrecemos en esta ocasión piso en exclusiva en segunda planta recién reformado totalmente. Está distribuido en salón-comedor, cocina americana completamente equipada con frigorífico, vitrocerámica, campana extractora, lavavajillas y microondas. Cuenta con dos dormitorios, uno matrimonial con armarios empotrados, un segundo dormitorio individual con balcón a patio interior y baño completo con plato de ducha y lavadora. Bombas de frío y calor en todas las estancias garantizando tu confort diario en cualquier estación del año. Agua caliente por termo eléctrico, las ventanas y puertas a patio interior son oscilobatientes y los cristales tienen un aislamiento térmico y acústico de mejor calidad que el original de la finca.  Se entrega amueblado como se muestra en las fotos.  Comunidad: 50.59€ Ubicada entre la Plaza Tirso de Molina y la Plaza Antón Martín (Línea 1 de metro), dentro del marco de Embajadores/Lavapiés. La zona que la rodea tiene a sus espaldas más de 400 años de historia y convierte las calles del barrio de estos dos barrios en una de las zonas más antiguos y populares de Madrid. Cuenta con otro tipo de servicios como supermercados (LIDL y Carrefour), un parque para niños, una de las 10 mejores discotecas de Madrid ""Medias Puri"", un mercado de ocio y gastronomía, el famoso Teatro Apolo). En el número 8 de la Plaza se encuentra el Palacete de Tirso de Molina, que cuenta con una reciente renovación de 17 viviendas de lujo. Estaciones de metro de Tirso de Molina y de Antón Martín a 50 y 150 metros respectivamente, ambas en la línea 1. Cumplimos 20 años en el barrio prestando un servicio sincero y eficaz a nuestros vecinos. Contamos con 2 oficinas a su disposición en las principales columnas vertebrales del barrio, Calle Atocha 28, ""la esquina"" (enfrente de la Parroquia de San Sebastián) y Calle Huertas 57, llegando al Paseo Del Prado. ¿QUIERES SABER CUANTO VALE TU INMUEBLE? NUESTRO PRINCIPAL VALOR ES LA CLARIDAD CON FUNDAMENTO. Solicita tu valoración profesional y gratuita. ¡Vende ahora, no pierdas el momento! ¡Somos la evolución inmobiliaria! Trabajamos precio justo, no nos equivocamos. Nuestro trabajo no es publicar inmuebles sino venderlos y en menos de 60 días. Comprueba nuestra eficacia, demostrable! ¡Desde el año 2004 junto a ti! Confíe en los que más tiempo llevan en el barrio.",False,good,False,False,5093.0,False,False,False,False,[],False,False,275000.0,€,,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle del Calvario,calvario172b,,,,,
107895682,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/3a/9e/1327597488.webp,5,3,621000.0,flat,sale,72.0,,2,2,avenida Nuestra Señora del Retamar s/n,Madrid,Las Rozas de Madrid,Montecillo,es,Montecillo,40.5030971,-3.8876448,True,https://www.idealista.com/obra-nueva/107895682/,,False,,True,True,8625.0,True,False,False,False,[],False,False,621000.0,€,,,,flat,"Montecillo, Las Rozas de Madrid",Piso en avenida Nuestra Señora del Retamar s/n,a0Ncm000002sx5qEAA,True,True,,False,
108745342,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/b8/f0/1354381798.webp,18,2,229000.0,flat,sale,70.0,True,3,1,calle Ferrocarril,Madrid,Alcalá de Henares,San Isidro - Los Almendros,es,,40.4878956,-3.3671141,False,https://www.idealista.com/inmueble/108745342/,"¡Tu nuevo hogar en el corazón de Alcalá de Henares te espera! ¿Buscas una vivienda con todo a mano? Esta es tu oportunidad. A tan solo unos pasos de la estación de tren, rodeada de vida, comercios, colegios, supermercados y todos los servicios que necesitas para el día a día. Olvídate del coche: aquí todo está a un paseo. La vivienda, ubicada en una segunda planta, cuenta con tres dormitorios, un baño completo y un espacio funcional perfecto para familias, parejas que quieran más amplitud o quienes teletrabajan y necesitan su rincón personal. Además, ¡el edificio ya está en proceso de instalación de ascensor! , lo que revaloriza la propiedad y añade una comodidad extra que agradecerás cada día. Un piso con alma, bien conectado, y con un entorno que lo tiene todo. ¿Lo mejor? reformado integral, pudiendole dar ese toque personal que tienes en mente Ven a visitarlo y empieza a imaginar tu vida aquí. Porque tu próxima historia puede comenzar en este piso. Alcalá Sercomcasa no cobra honorarios a la parte compradora. Además, si lo necesita le buscamos la financiación hipotecaria que usted precise para la adquisición de este inmueble a coste 0 también para usted, ¡venga a verlo sin compromiso! *El precio no incluye gastos notariales, resgistrales ni impuestos de transmisiones.",False,good,False,True,3271.0,False,False,False,False,[],False,False,229000.0,€,,,,flat,"San Isidro - Los Almendros, Alcalá de Henares",Piso en calle Ferrocarril,SER0222,,,,,
107374052,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/77/25/1316443801.webp,22,bj,154900.0,flat,sale,42.0,True,1,1,calle de las Alpujarras,Madrid,Leganés,Zarzaquemada,es,Zarzaquemada,40.3308795,-3.749098,False,https://www.idealista.com/inmueble/107374052/,"¡Tu nuevo hogar te espera en Zarzaquemada, Leganés! Descubre este fantástico apartamento exterior totalmente reformado con orientacion-sur, amplios ventanales de esquina, listo para entrar a vivir. Con una cocina equipada y una distribución pensada para tu comodidad, disfrutarás de un espacio moderno y acogedor. Ubicado en una zona inmejorable, con excelente conexión de transporte publico y por carretera a pocos metros de paradas de autobús a MADRID y MetroSur, para que moverte por la ciudad sea rápido y sencillo. Si buscas comodidad, calidad y una ubicación estratégica, este es el hogar perfecto para ti. ¡No dejes pasar esta oportunidad! Contáctanos para más información.",False,good,False,True,3688.0,True,False,False,False,[],False,False,154900.0,€,,,,flat,"Zarzaquemada, Leganés",Piso en calle de las Alpujarras,LEGANES ZARZAQUEMADA  2,,,,,
