propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,highlight.groupDescription,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.parkingSpacePrice
105950163,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/55/40/1267936507.webp,11,4,1329000.0,flat,sale,126.0,False,2,2,calle de Castelló,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4363874,-3.6820983,False,https://www.idealista.com/inmueble/105950163/,"Kensington International presenta este espectacular piso completamente reformado, ubicado en la 4ª planta de un edificio en la calle de Castelló, en el prestigioso Barrio de Salamanca, Madrid. Este inmueble de 126 m² ha sido renovado por un reconocido estudio de arquitectura, y se ha concebido para ofrecer un espacio luminoso, acogedor y funcional, listo La vivienda cuenta con dos amplios dormitorios y dos baños. La cocina, moderna y totalmente equipada, está integrada con el salón, creando un espacio abierto y lleno de luz natural, ideal para disfrutar del día a día. Además, el piso tiene orientación hacia un amplio patio de manzana, lo que asegura tranquilidad. El sistema de climatización incluye calefacción por gas natural y aire acondicionado en toda la casa, garantizando confort en cualquier época del año. La ubicación es inmejorable, con excelente comunicación mediante transporte público y fácil acceso a la M30. Además, en Kensington International ofrecemos asesoramiento personalizado para conseguir las mejores condiciones de financiación. No pierdas la oportunidad de vivir en una de las zonas más exclusivas de Madrid.",True,good,False,True,10548.0,True,False,False,False,[],False,False,1329000.0,€,flat,"Castellana, Madrid",Piso en calle de Castelló,KELM596,,,,,,,,,
108817690,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/f6/22/1356007342.webp,28,2,875000.0,flat,sale,71.0,False,2,2,calle de Juan Bravo,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4339431,-3.6752761,False,https://www.idealista.com/inmueble/108817690/,"The New Madrid te presenta una joya de 75 m² útiles en la calle Juan Bravo, completamente reformada con un impecable estilo Japandi-Nórdico que combina elegancia serena y materiales nobles. Ubicada en el codiciado barrio de Salamanca, esta vivienda ha sido diseñada con una distribución moderna y abierta, maximizando la entrada de luz natural a través de sus tres ventanales. El salón, comedor y cocina se integran en un mismo espacio fluido, con una isla central perfecta tanto para el día a día como para recibir. La suite principal incluye vestidor y baño privado; el segundo dormitorio es versátil: ideal como oficina, cuarto infantil o de invitados. Completan la vivienda dos baños modernos, portero físico y ascensor. Precio: 875.000 € Contáctanos para más información o para concertar una visita.",False,good,False,True,12324.0,True,False,False,False,[],False,False,875000.0,€,flat,"Lista, Madrid",Piso en calle de Juan Bravo,1242,,,,,,,,,
104918168,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/b3/a4/1236111137.webp,35,1,260000.0,flat,sale,95.0,True,2,1,calle del Marqués de Jura Real,Madrid,Madrid,Carabanchel,es,Comillas,40.3925052,-3.7110701,False,https://www.idealista.com/inmueble/104918168/,"IDEAL PARA INVERSORES  VENTA DE PISO EN CALLE MARQUÉS DE JURA REAL:  VENTA DE NUDA PROPIEDAD. Vitacasas. com presenta la venta de la NUDA PROPIEDAD de luminoso piso en la calle Marques de Jura Real. DESCRIPCIÓN DEL INMUEBLE Piso en la primera planta de un edificio construido en 1966 con 95 m2 construidos. DISTRIBUCIÓN DE LA PROPIEDAD Salón, cocina, 2 dormitorios, terraza con vistas y baño completo con ducha. ESTANCIAS Y CALIDADES Dispone de calefacción de gas natural, ventanas de aluminio, suelos en cocina y baño de gres y parquet en el resto de la casa. Cocina amueblada, con horno, vitrocerámica, frigorífico, lavadora. ENTORNO La vivienda está ubicada en el barrio de Comillas, rodeada al sur con Plaza Elíptica, al norte con Madrid Rio (a 500 m desde el piso), al oeste con la calle Antonio Leyva y el barrio de Opañel y al este con el Pº de Santa Mª de la Cabeza. Transporte público, el intercambiador de Plaza Elíptica a 10 min andando, con las líneas 6 y 11 de Metro, además las líneas 23 y 116 de la EMT, también la futura estación de Metro de Comillas en el Parque de Comillas. No esperes más, llámanos y ampliamos la información. NO HAY NINGUNA COMISIÓN AL COMPRADOR  CONSEGUIMOS FINANCIACIÓN 100%.",True,good,False,True,2737.0,True,False,False,False,[],False,False,260000.0,€,flat,"Comillas, Madrid",Piso en calle del Marqués de Jura Real,,,,,,,,,,
108644903,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/3f/5a/1352714558.webp,39,sm,525000.0,flat,sale,81.0,False,3,1,CL TUTOR,Madrid,Madrid,Moncloa,es,Argüelles,40.4295375,-3.7181291,False,https://www.idealista.com/inmueble/108644903/,"Con muchas posibilidades de reforma. ¡Descubre este amplio y luminoso piso en semisótano, ideal para quienes buscan comodidad y una excelente ubicación en el corazón del barrio Argüelles! Con 81 m² construidos, este inmueble cuenta con tres dormitorios, perfectos para familias o como inversión. El gran salón de paso ofrece un espacio acogedor para disfrutar de momentos en compañía, mientras que la cocina independiente, con acceso exclusivo al patio de la comunidad, se convierte en el lugar perfecto para dar rienda suelta a tu creatividad culinaria. El baño, equipado con ducha y dos ventanas, garantiza una buena ventilación y luminosidad. Además, la calefacción central de gas natural asegura un ambiente cálido durante los meses más fríos. La finca es de muy buena calidad y cuenta con portero, brindando seguridad y comodidad a los residentes. Se pagan 155 Euros mensuales de comunidad con la calefacción incluida y 534 Euros anuales de IBI Ubicado a tan solo un minuto del metro Argüelles, tendrás acceso a todos los servicios necesarios a tu alrededor. La cercanía al Corte Inglés de Princesa y al intercambiador de Moncloa facilita tus desplazamientos. Además, estarás rodeado de supermercados y a pocos pasos de la universidad, lo que convierte a este piso en una opción ideal tanto para estudiantes como para familias. No dejes pasar la oportunidad de visitar este inmueble que, aunque necesita algunas reformas, tiene un gran potencial para convertirse en el hogar de tus sueños. ¡Contáctanos para más información y ven a verlo! Puedes ver mas inmuebles en.",True,renew,False,False,6481.0,False,False,False,False,[],False,False,525000.0,€,flat,"Argüelles, Madrid",Piso en Cl Tutor,,,,,,,,,,
108794268,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/28/82/1355317852.webp,39,,300000.0,chalet,sale,116.0,,3,1,Serracines,Madrid,Serracines,,es,,40.6265038,-3.3994374,False,https://www.idealista.com/inmueble/108794268/,"¡Descubre tu nuevo hogar! Esta encantadora casa independiente, situada en una amplia parcela de 655 metros cuadrados, es el refugio perfecto para disfrutar de la tranquilidad y el confort. Con 116 m² construidos y 59 m² útiles, cuenta con 3 acogedores dormitorios y un baño reformado que combina modernidad y funcionalidad. El salón, con su cálida chimenea, invita a momentos inolvidables en familia. La cocina es ideal para los amantes de la gastronomía, mientras que el porche que rodea la casa ofrece el espacio perfecto para relajarse al aire libre. La joya de la propiedad es su piscina de 10 metros, donde podrás refrescarte en los días calurosos. Además, la parcela cuenta con árboles frutales que añaden un toque natural y fresco al entorno. La construcción adicional incluye un garaje, una habitación y un trastero, brindando múltiples opciones de almacenamiento y uso. La casa, orientada al este, se beneficia de una excelente luz natural durante todo el día. Con dos entradas de carruaje y una entrada principal, la comodidad está garantizada. No dejes pasar la oportunidad de vivir en este maravilloso chalet, construido en 1983 y en buen estado. ¡Ven a visitarlo y enamórate de tu futuro hogar!",False,good,False,,2586.0,True,False,False,False,[],False,False,300000.0,€,chalet,Serracines,Casa independiente,,True,True,,independantHouse,,,,,
108839531,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/8c/4b/1356627301.webp,40,3,750000.0,flat,sale,114.0,True,3,2,CL BUSTAMANTE,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4006769,-3.6888248,False,https://www.idealista.com/inmueble/108839531/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este espectacular piso de 114 m², situado junto a la estación de tren de Atocha, ofrece una ubicación inmejorable con acceso rápido a la estación de metro Delicias. La vivienda, completamente exterior y llena de luz natural, cuenta con 3 amplios dormitorios y 2 baños completos, ideal para disfrutar de la comodidad y el espacio que mereces. La distribución del piso es excelente, con un salón acogedor y una cocina independiente que se adapta a todas tus necesidades. La urbanización cerrada garantiza tu seguridad las 24 horas, mientras que la piscina comunitaria y los jardines son perfectos para relajarte y disfrutar del buen tiempo. Este piso se encuentra en un estado impecable, listo para entrar a vivir, ya que viene completamente amueblado y equipado con muebles del propietario. Incluye armarios empotrados, un trastero y una plaza de garaje privada, todo en el precio. Con calefacción de gas natural y aire acondicionado, estarás cómodo durante todo el año. No dejes pasar la oportunidad de vivir en un lugar donde la calidad de vida y la comodidad se unen. ¡Contáctanos para más información y ven a verlo!",False,good,False,True,6579.0,False,False,False,False,[],False,False,750000.0,€,flat,"Palos de la Frontera, Madrid",Piso en Cl Bustamante,,True,True,,,,,,,
108206149,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/0d/b6/1337076634.webp,23,,110000.0,chalet,sale,66.0,,4,1,Estremera,Madrid,Estremera,,es,,40.1570254,-3.0952618,False,https://www.idealista.com/inmueble/108206149/,"GPA-19133- Imagina una acogedora segunda residencia a tan solo 45 minutos de Madrid en el Alto Tajo zona Los Villares Estremeras, es importante tener en cuenta que esta vivienda no se puede financiar, ya que el terreno no es urbanizable. Ideal para disfrutar con la familia los fines de semana. Esta encantadora casa de 80 metros cuadrados se encuentra en un extenso terreno de 1500 metros, ofreciendo un amplio espacio para el aparcamiento y la relajación. Descripción de la Casa: Habitaciones: Cuenta con 4 acogedoras habitaciones, perfectas para acomodar a toda la familia o amigos. Despensa para almacenaje. Cocina: Una cocina funcional, equipada para preparar deliciosas comidas para disfrutar al aire libre. Salon + salita de estar Baño: Con ducha Espacios Exteriores: Piscina: Disfruta de días soleados en una refrescante piscina, con un temporizador para la depuradora que asegura su mantenimiento sin complicaciones. Jardín: Rodeada de árboles y naturaleza, la propiedad ofrece una amplia zona para relajarse, jugar y disfrutar del verano. Área de Descanso: Perfecta para organizar barbacoas, juegos familiares o simplemente relajarse bajo el sol. Mejoras Recientes: Cambio de Electricidad: La casa ha sido actualizada con un nuevo sistema eléctrico, asegurando seguridad y eficiencia. Iluminación: Se han instalado focos en todas las estancias Ubicación: A solo 45 minutos de Madrid, es el refugio perfecto para escapar del bullicio de la ciudad y conectar con la naturaleza, ideal para crear recuerdos familiares inolvidables. Con todas estas características, esta segunda residencia se convierte en un lugar ideal para disfrutar de escapadas relajantes durante todo el año. El pueblo de Estremera esta ha solo 3 minutos en coche para realizar tus compras del dia ya que cuenta con supermercados. Cuenta con todos los servicios de farmacias, centro medico, colegios y zona deportivas GEPPCO es una Inmobiliaria que ofrece tanto al propietario como al comprador todos los servicios necesarios para que pueda convertir su sueño en una realidad y para ello en todo el proceso contarás con asesoramiento y gestión de alto nivel con una amplia experiencia de más de 25 años y todo un equipo multidisciplinar en el sector: Financiero, Inmobiliario y Jurídico. Para más información, visítenos en PVP CON HONORARIOS INCLUIDOS (No están incluidos los gastos notariales ni registrales) Los gastos de la operación son asumidos por el comprador.",False,good,False,,1667.0,False,False,False,False,[],False,False,110000.0,€,chalet,Estremera,Casa independiente,GPA-19133-2,,,,independantHouse,120000.0,10000.0,8.0,,
108455432,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/ba/a7/1345414803.webp,29,6,539990.0,duplex,sale,103.0,True,3,2,Barrio Media Legua,Madrid,Madrid,Moratalaz,es,Media Legua,40.4144212,-3.65567,False,https://www.idealista.com/inmueble/108455432/,"¡Times Inmobiliaria vende este exclusivo dúplex! La vivienda de 94m2 Útiles, situada en la 6* planta. La parte de principal cuenta con un salón muy luminoso con una terraza despejada, una cocina americana con tendedero y un cuarto pequeño para recibir a los invitados. La parte de arriba cuenta con un baño completo con plato de ducha y ventana, 2 dormitorios y un cuarto de invitados. La suite cuenta con un amplio espacio, además tiene vestidor y un baño completo. El segundo dormitorio cuenta también con vestidor. La suite cuenta con vestidor y un baño completo con plato de ducha. Calidades: La vivienda se encuentra completamente reformada con unas calidades y unos acabados de primera. - Calefacción individual con radiadores / Caldera. - Maquinas de aire acondicionado frio/calor en todas las estancias (3x1). - Cocina integral con muebles en melamina, encimera en porcelánico, lavavajillas integrado panelado, luz led en muebles altos. - Zona de lavandería con ventilación. - Sonido integrado en salón/comedor/cocina por altavoces en techos. - Suelo de madera. La ubicación de la vivienda es magnífica, gran interés comercial y cultural, ya que en su entorno podemos encontrar el parques muy cerca, locales de restauración y de ocio y todos los servicios necesarios. Muy bien comunicada por autobús, metro, fácil acceso a la A-3 Y M-30. En Times Inmobiliaria trabajamos para ofrecer a nuestros clientes los mejores inmuebles. Nos dedicamos a la intermediación en la compra, venta, venta de la nuda propiedad, alquiler y en conseguir la mejor financiación. Somos especialistas en cambios de viviendas y en conseguir hipotecas 100x100. Para más información contacta con nosotros sin ningún tipo de compromiso y concierta una cita.",False,good,False,True,5243.0,True,False,False,False,[],False,False,539990.0,€,flat,"Media Legua, Madrid",Dúplex,duplex550,,,,duplex,550000.0,10010.0,2.0,,
108025170,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/48/ff/1331540210.webp,23,1,448000.0,flat,sale,106.0,True,2,2,Barrio Simancas,Madrid,Madrid,San Blas,es,Simancas,40.4373828,-3.618326,False,https://www.idealista.com/inmueble/108025170/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda Calefacción GAS Caldera + Radiadores en todas las estancias Parking + Trastero incluidos en el precio 2 habitaciones 2 Baños Piscina Pádel Amplias zonas comunes Control de Acceso - Potería de lunes a viernes Estupendo edificio residencial en el barrio de San Blas-Canillejas (zona noreste de Madrid), rodeado de urbanizaciones similares, con piscina. Excelentemente comunicado gracias a las paradas de metro (Ciudad Lineal, García Noblejas y Suances) y líneas de bus, cerca de la famosa c/ Alcalá. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  *No se admiten visitas a la vivienda Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,renew,False,True,4226.0,False,False,False,False,[],False,False,448000.0,€,flat,"Simancas, Madrid",Piso,R10160,True,True,,,,,,,
107468167,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/8e/d6/1313655445.webp,85,,3950000.0,chalet,sale,1600.0,,8,8,Barrio Somosaguas,Madrid,Pozuelo de Alarcón,Somosaguas,es,Somosaguas,40.4275762,-3.8020074,False,https://www.idealista.com/inmueble/107468167/,"""NO COBRAMOS AL COMPARDOR"" LA CASA QUE BUSCAS PARA SER TU NUEVO HOGAR: Algunas casas son especiales, bonitas, dan paz y son únicas al igual que las familias que las ocupan; es el caso de ésta mágica casa, dónde sólo puedes escribir tu historia maravillosa para tu familia, ver crecer y jugar a tus hijos, celebrar desde bautizos a bodas y convertirla en la casa de tus sueños; con un marco único, de película, dónde sólo puedes ser feliz! Haré una breve descripción, pero es de las casas que hay que ver y sentir: En un amplia y maravillosa parcela, tenemos preciosa piscina de verano y otra de invierno, que comunica con la vivienda y gimnasio, pista multideporte y aparcamiento. PLANTA CALLE: Luminoso y elegante salón (con chimenea) y salida a varias terrazas amplias y cómodas. Dividido en varias estancias, todas comunicadas y a la vez comunicando con cómoda cocina, con office, zona plancha y baño para servicio. En ésta misma planta tenemos también aseo de cortesía. Además hay un dormitorio en suite con su salita privada. PLANTA PRIMERA: En esta planta, se respira la paz del descanso de cinco maravillosos dormitorios en suite todos; el principal, además con vestidor. Todos con acceso a terrazas y con luz natural extraordinaria. BUHARDILLA: Aquí tenemos un saloncito también con su chimenea y cinco habitaciones; una en suite y las otras cuatro comparten baño. PLANTA SEMISOTANO: Y llegamos a la zona de cuidarse: gimnasio, sauna, piscina climatizada con sus vestuarios, tres dormitorios en suite, sala de reuniones con bodega, cocina, garaje y apartamento de servicio con dos dormitorios, baño y cocina; y entrada independiente desde la calle.",False,good,False,,2469.0,True,False,False,False,[],False,False,3950000.0,€,chalet,"Somosaguas, Pozuelo de Alarcón",Casa independiente,,True,True,,independantHouse,,,,,
108012849,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/10/da/1331176642.webp,17,1,666100.0,flat,sale,129.0,True,3,2,Barrio Costillares,Madrid,Madrid,Ciudad Lineal,es,Costillares,40.4793124,-3.6629397,False,https://www.idealista.com/inmueble/108012849/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda Vivienda sin amueblar. Cocina totalmente amueblada y equipada con electrodomésticos de primeras marcas. Baños con muebles y mamparas. Suelos de tarima y armarios empotrados. Plaza de garaje y trastero incluidos en el precio. Urbanización privada con servicio de portería, amplias zonas comunes ajardinadas, zona chill out, parque infantil y piscina exterior. Zonas comunes recién reformadas. Bonita promoción de vivienda en la zona de Pinar de Chamartín situada en una tranquila zona residencial rodeada de parques y jardines, con multitud de servicios próximos: colegios, restaurantes, comercios, centros sanitarios, hospitales. Perfectamente comunicado en transporte público con varias líneas de autobús y metro. Las comunicaciones mediante transporte privado son excelentes gracias al inmediato acceso al centro de Madrid y al aeropuerto. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas. *No se admiten visitas a la vivienda No dejes pasar esta oportunidad, ¡llámanos y ven a conocer tu nuevo hogar! *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,True,5164.0,False,False,False,False,[],False,False,666100.0,€,flat,"Costillares, Madrid",Piso,R10157,True,True,,,,,,,
108886530,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/df/78/1357956783.webp,21,8,380000.0,flat,sale,97.0,True,3,2,calle del Camino Viejo de Leganés,Madrid,Madrid,Carabanchel,es,Opañel,40.3931758,-3.7223088,False,https://www.idealista.com/inmueble/108886530/,"¡Descubre tu nuevo hogar con la oportunidad de financiación hasta el 100%! Dispone de todos los servicios cercanos Metro a pocos metros caminando a la estacion oporto o plaza eliptica, farmacias, restaurantes, a pocos metros del centro de salud, paradas de autobuses, grandes zonas verdes. con Portero las 24 horas, con ASCENSOR Piso totalmente REFORMADO de 97M2 de 3 amplias habitaciones con suelo de parques y cerámica dando un toque moderno y único de tarima, aire acondicionado con bomba fria y de calor, caldera nueva, calefacción de gas natural, puertas nuevas de madera, ventanas de Climalit PVC dando un toque moderno y dando un excelente aislamiento térmico y acústico, durabilidad, bajo mantenimiento y eficiencia energética.  Con gran TERRAZA con toldo electrónico, perfectas para pasar momentos inolvidables con amigos y familiares. 2 baños, 1 baño completo total mente reformado con plato de ducha y 1 aseo perfecto para todos los gustos y necesidades. Este piso es una oportunidad única para convertirlo en el hogar de tus sueños. Con la experiencia de más de 11 años en SOLUCIONES INMOBILIARIAS, nuestro equipo de profesionales está listo para ofrecerte el mejor asesoramiento personal. Además, contamos con un departamento jurídico y financiero para facilitar todo el proceso de compra. No pierdas la oportunidad de vivir en un lugar que lo tiene todo: comodidad, ubicación y potencial. ¡Contáctanos hoy mismo y ven a visitarlo!",False,good,False,True,3918.0,False,False,False,False,[],False,False,380000.0,€,flat,"Opañel, Madrid",Piso en calle del Camino Viejo de Leganés,,,,,,,,,,
108626257,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/37/60/1350333097.webp,87,5,985000.0,penthouse,sale,120.0,True,3,2,calle de la Buganvilla,Madrid,Madrid,Chamartín,es,Castilla,40.4724618,-3.6787413,False,https://www.idealista.com/inmueble/108626257/,"ATICO CON 20 METROS DE TERRAZA, PISCINA, GARAJE OPCIONAL, 3 HABITACIONES 2 BAÑOS A ESTRENAR, CASTILLA/CHAMARTIN SIN COMISION DE AGENCIA NO PAGUES COMISION POR COMPRAR TU CASA, DIRECTAMENTE CON LA PROPIEDAD. HOOME SOLUCIONES INMOBILIARIAS TE DA LA OPORTUNIDAD DE ESTRENAR UN ATICO en una de los distritos más demandados y populares de Madrid, CHAMARTIN, y mas concretamente el barrio de CASTILLA. Podrás disfrutar de una de las mejores zonas residenciales de Madrid, junto al Paseo de la Castellana, enmarcada entre principales vías de acceso a la Capital como el propio PIO XII, MATEO INURRIA O LA AVENIDA DE BURGOS PISCINA, GARAJE OPCIONAL. Hablamos de una finca en buen estado edificada en 1987, con la ITE favorable. Dispone de una distribución muy funcional, que nos ofrece un hall de entrada, cocina equipada y salón-comedor, 3 dormitorios, uno con el baño en suite y otro baño completo.  En cuanto a las comunicaciones, tiene todas las facilidades tanto públicas como privadas: – Metro: Duque de pastrana (L 9) a escasos metros caminando. Linea directa al Aeropuerto ADOLFO SUAREZ MADRID BARAJAS. Numerosas líneas de autobús en las cercanías, – Si prefieres moverte en coche, accedemos directamente a la M-30 bajando por Costa Rica en pocos minutos.  El piso se encuentra en proceso de reforma integral. Fecha prevista de entrega ABRIL DE 2025 Las fotografías son meramente orientativas, pertenecen a otro piso ya vendido, reservándose la Promotora la facultad de introducir aquellas modificaciones que, por razones técnicas o jurídicas, sean necesarias o convenientes para la correcta finalización de la reforma o que sean ordenadas por los organismos competentes. EL PLANO SI ES REAL   Las imágenes de este anuncio son orientativas y no vinculantes a nivel contractual. No dude en contactar con nuestros asesores y planificar su visita a su futuro hogar. No dude en contactar con nuestros asesores y planificar su visita a su futuro hogar.  Si tienes problemas con la financiación o quieres mejores condiciones consulta a nuestro departamento financiero.  Consúltenos mediante vía telefónica correo a o a través de nuestro formulario de contacto en hoome. com. es.",True,good,False,True,8208.0,True,False,False,False,[],False,False,985000.0,€,flat,"Castilla, Madrid",Ático en calle de la Buganvilla,2145,True,True,,penthouse,,,,,
108794997,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/e8/42/1355341247.webp,24,3,430000.0,duplex,sale,114.0,True,4,1,calle de Emilio Gastesi Fernández,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4372408,-3.646973,False,https://www.idealista.com/inmueble/108794997/,"VOhome Quintana, vende dúplex de 114 m2 totales, en tercera planta con ascensor, calle Emilio Gastesi Fernández, frente al polideportivo de La Concepción, distrito de Ciudad Lineal. Dúplex exterior, muy luminoso, de tres dormitorios con amplias estancias, distribuido en tres plantas. Primera planta: Hall distribuidor con gran vestidor, tres dormitorios y baño completo con plato de ducha. Planta intermedia: Hall distribuidor con armario empotrado, salón y cocina indendientes, amplios y muy luminosos debido a su orientación sur. Planta baja: Hall de entrada con dormitorio auxiliar. Dispone de calefacción central, aire acondicionado en salón y habitación principal. Suelo de tarima, ventanas climalít y puerta exterior blindada. Esta estupenda vivienda está situada en un edificio señorial el cuál dispone de conserje, vigilancia y cuatro ascensores por planta. Recinto privado, ajardinado para uso y disfrute de los vecinos. Excelente ubicación, muy comercial, con todos los servicios cerca y medios de transporte tanto metro como autobuses. ""Te financiamos tu vivienda hasta el 100% del valor de compraventa. Tipo de interés fijo: desde 2.25 % Tipo de interés variable: desde Er+0.25 % Para más información, llamar al teléfono gratuito "" Contacto Oficina calle Alcalá 339, Plaza Quintana frente a Docamar Tlno. fijo / móvil /.",False,good,False,True,3772.0,False,False,False,False,[],False,False,430000.0,€,flat,"Quintana, Madrid",Dúplex en calle de Emilio Gastesi Fernández,QUIN1200018,,,,duplex,,,,,
108351641,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/69/6d/1341856298.webp,68,,1495000.0,chalet,sale,260.0,,6,5,Barrio El Pinar- Punta Galea,Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,El Pinar- Punta Galea,40.5328652,-3.9069349,False,https://www.idealista.com/inmueble/108351641/,"Exclusivo chalet independiente en Las Rozas – Amplia parcela y gran potencial Ubicado en Las Rozas de Madrid, este chalet independiente de una sola planta es una joya inmobiliaria que combina amplitud, privacidad y un sinfín de posibilidades para adaptarlo a las necesidades de su futuro propietario. Con 250 m² construidos sobre una impresionante parcela de 3.176 m², esta propiedad ofrece un entorno exclusivo donde la tranquilidad y el confort se fusionan con la naturaleza. La vivienda cuenta con seis habitaciones y cinco baños, proporcionando espacios generosos y versátiles, ideales para familias numerosas o para quienes buscan diseñar ambientes personalizados. Su orientación sur garantiza una luminosidad excepcional durante todo el día, creando un hogar cálido y acogedor. Además, dispone de una terraza amplia, perfecta para disfrutar de momentos al aire libre, y un jardín privado que ofrece un oasis de serenidad en plena ciudad. La propiedad también cuenta con plaza de garaje y trastero, aportando comodidad y espacio adicional para almacenamiento. Aunque la vivienda necesita una reforma, su estructura y distribución permiten múltiples opciones de renovación, incluyendo la posibilidad de construir una segunda planta, lo que incrementaría aún más su valor y funcionalidad. La presencia de una piscina privada añade un toque de exclusividad, ideal para disfrutar de los meses más cálidos en un entorno privilegiado. Situado en una de las mejores zonas de Las Rozas, este chalet goza de una ubicación estratégica con acceso rápido a servicios esenciales y opciones de ocio. A pocos minutos se encuentran algunos de los colegios más prestigiosos, como el Logos International School, un centro privado bilingüe que ofrece educación desde infantil hasta bachillerato. También hay una amplia oferta de centros educativos públicos y privados en la zona, garantizando una excelente formación para los más pequeños. En cuanto a ocio y servicios, la propiedad se encuentra cerca de Las Rozas Village y el Centro Comercial Gran Plaza 2, donde se pueden disfrutar de tiendas exclusivas, restaurantes y espacios de entretenimiento. Para los amantes del deporte, el Club de Golf Las Rozas y el Complejo Deportivo de Navalcarbón ofrecen instalaciones de primer nivel para diversas actividades. Además, la zona cuenta con parques y áreas verdes, ideales para paseos y actividades al aire libre. Este chalet representa una oportunidad única para quienes buscan una propiedad con gran potencial de personalización, en una ubicación privilegiada y con acceso a los mejores servicios. Un hogar donde la exclusividad, la comodidad y la posibilidad de diseñar un espacio a medida se convierten en una realidad. � No pierdas la oportunidad de visitarlo y descubrir todo su potencial. Contacta para más información.",False,renew,False,,5750.0,True,False,False,False,[],False,False,1495000.0,€,chalet,"El Pinar- Punta Galea, Las Rozas de Madrid",Casa independiente,REAL-0138,True,True,,independantHouse,,,,,
108524540,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/00/41/1347462641.webp,5,bj,646000.0,flat,sale,84.0,,2,2,avenida Nuestra Señora del Retamar s/n sn,Madrid,Las Rozas de Madrid,Montecillo,es,Montecillo,40.5030971,-3.8876448,True,https://www.idealista.com/obra-nueva/108524540/,,False,,True,True,7690.0,True,False,False,False,[],False,False,646000.0,€,flat,"Montecillo, Las Rozas de Madrid",Piso en avenida Nuestra Señora del Retamar s/n sn,a0Ncm000002sx5hEAA,True,True,,,,,,False,
