propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
105867644,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/96/b6/1359023981.webp,39,,1150000.0,chalet,sale,470.0,,7,6,La Berzosilla,Madrid,Torrelodones,La Berzosilla,es,,40.5861804,-3.9502025,False,https://www.idealista.com/inmueble/105867644/,"Espectacular chalet en Torrelodones!  Este impresionante chalet de dos plantas con 470 m2 construidos, con una planta principal de 330 m2, y la planta semi-sótano de 140 m2 en 3837m2 de parcela es el hogar ideal para quienes buscan amplitud, comodidad y un entorno exclusivo. Al entrar en la primera planta, te sorprenderás con su generosa distribución. Cuenta con dos amplios salones-comedor, perfectos para crear ambientes diferenciados, y una acogedora zona de estar. Esta planta alberga 7 dormitorios, diseñados para garantizar privacidad y confort, y 5 baños completos, de los cuales dos son en suite, brindando un toque de lujo adicional. La cocina principal destaca su amplia zona office además de contar con un área de almacenamiento y despensa, mientras que la segunda cocina ofrece un espacio funcional y práctico para cualquier ocasión. El semi-sótano de la vivienda no se queda atrás en cuanto a comodidades. Con un garaje de 67 metros cuadrados, Además, cuenta con un trastero ideal para almacenamiento adicional, una versátil zona multiusos de aproximadamente 30 metros cuadrados, y un apartamento independiente con baño completo, perfecto para visitas o para utilizar como espacio privado. El exterior de la casa es simplemente espectacular. Disfruta de una amplia terraza, perfecta para relajarte al aire libre, y un extenso terreno que incluye una piscina privada para refrescarte en los días calurosos y una zona de barbacoa, ideal para reuniones familiares y con amigos, además de una pista de tenis. ¡No dejes pasar la oportunidad de hacer de este chalet en Torrelodones tu hogar ideal! **La información que se detalla en este anuncio, se muestra a título informativo, no es contractual ni vinculante y puede contener errores**.",False,good,False,,2447.0,True,False,True,False,[],False,False,1150000.0,€,True,True,chalet,independantHouse,"La Berzosilla, Torrelodones",Casa independiente,3610-00612,,,,
106603607,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/03/e4/1288404369.webp,84,1,4400000.0,duplex,sale,450.0,True,4,5,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4498313,-3.6897772,False,https://www.idealista.com/inmueble/106603607/,"Álvora Capital Properties, estudio de arquitectura y consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, tiene el placer de ofrecerles este sensacional dúplex con jardín y piscina privada en uno de los edificios más exclusivos de Madrid. Esta joya urbana, se ubica en Hispanoamérica, unos de los barrios más cotizados de Chamartín, siendo una zona residencial con alta calidad de vida, con amplia oferta de ocio y comercial y con muy buenas comunicaciones. Esta exclusiva propiedad, se enclava un edificio singular con premio de arquitectura en 2021, de tan solo 11 viviendas y con todo tipo de servicios, zona de piscina, jardines, gimnasio, servicio de portería, cuatro plazas de garaje, tres son dobles, con acceso directo a la vivienda y cuarto trastero de 8m2. El proyecto de gran belleza visual, se fue tallando, como un objeto escultural en que la relación directa entre volúmenes y texturas. La planta baja se elevó, dotando de monumentalidad el área común abierta.  Un edificio energéticamente eficiente. junto a un cuidado tratamiento del aislamiento, del factor solar y de la estanqueidad. Estos factores permiten, junto a la aerotermia de última generación, optimizar la eficiencia energética. El edificio está climatizado, tanto en régimen de frio como en el de calor, con suelo radiante. La vivienda cuenta con 400m2 construidos más una gran terraza con jardín y piscina privada de más 100m2 se desarrolla en dos plantas, se accede desde un hall de entrada de bienvenida con amplios armarios gabaneros que nos conducen a la zona de día compuesta por un espectacular salón en doble altura con una imponente cristalera con una altura de techos de 5,70 metros, proporcionando a la estancia una intensa luminosidad. Desde esta maravillosa estancia, nos adentramos en la impresionante terraza con zona de comer, jardín para tomar el sol, zona de tumbonas y una piscina privada de agua salada. En esta planta se ubica, un dormitorio individual con baño privado y un aseo de cortesía. A la planta superior se accede desde una escalera privada o desde la zona común en ascensor, donde nos encontramos un comedor con vistas al salón y al jardín, la cocina, que se encuentra totalmente equipada con electrodomésticos de primeras marcas y tres dormitorios en suite, el principal con una pequeña terraza. Álvora Capital Properties con más de 20 años de experiencia cuenta con un grupo de profesionales altamente cualificados con una amplia vocación de servicio, dedicados a asesorar a nuestros clientes en la gestión de inmuebles situados en las mejores zonas de Madrid. Visite nuestra web corporativa contamos con un gran porcentaje de inmuebles no publicados en los portales inmobiliarios.",False,good,False,True,9778.0,False,False,False,False,[],False,False,4400000.0,€,True,True,flat,duplex,"El Viso, Madrid",Dúplex,,,,,
108267860,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/f3/fe/1339037198.webp,17,3,500000.0,flat,sale,92.0,False,2,2,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.414862,-3.694003,False,https://www.idealista.com/inmueble/108267860/,"ALMANOVA EVOLUCIÓN INMOBILIARIA “Nuestra alma renació para evolucionar el concepto de la gestión inmobiliaria a un modelo más eficiente"". Adecuando los precios a cada momento de mercado. Evolucionamos el barrio desde el año 2004, junto a ti! Ofrecemos en esta ocasión: Vivienda en Finca Noble y representativa del Barrio de las Letras. Se distribuye en un total de 5 estancias entre los que nos encontramos con 2 dormitorios, salón, cocina y baño. Vistas al amplio patio de manzana y al Hotel Palace. Está ubicado a pocos metros del Paseo del Prado.  En el Barrio de Las Letras, que cuenta en sus alrededores con espacios ajardinados como El Paseo del Prado y el Real Jardín Botánico, tiene tráfico reducido a residentes, convirtiendo así la zona en un pulmón para la ciudad, con un aire más limpio y menos ruidoso en un entorno más acogedor. Rodeado por las principales atracciones turísticas, como el Museo del Prado, Caixa Forum, El Museo Nacional Thyssen-Bornemisza y en Museo Reina Sofía, entre los más concurridos. Sin olvidarnos de la estación Puerta de Atocha, desde la que podrás desplazarte en un par de horas a cualquier punta de España. Cumplimos 20 años en el barrio prestando un servicio sincero y eficaz a nuestros vecinos. Contamos con 2 oficinas a su disposición en las principales columnas vertebrales del barrio, Calle Atocha 28, ""la esquina"" (enfrente de la Parroquia de San Sebastián) y Calle Huertas 57, llegando al Paseo Del Prado. ¿QUIERES SABER CUÁNTO VALE TU INMUEBLE? NUESTRO PRINCIPAL VALOR ES LA CLARIDAD CON FUNDAMENTO. Solicita tu valoración profesional y gratuita. Vende ahora, no pierdas el momento! Somos la evolución inmobiliaria! Trabajamos precio justo, no nos equivocamos. Nuestro trabajo no es publicar inmuebles sino venderlos y en menos de 60 días. Comprueba nuestra eficacia, demostrable! Desde el año 2004 junto a ti! Confíe en los que más tiempo llevan en el barrio"".",False,renew,False,False,5435.0,True,False,False,False,[],False,False,500000.0,€,,,flat,,"Huertas-Cortes, Madrid",Piso,LDV-3I,,,,
107811302,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/de/8d/1324500052.webp,40,1,580000.0,flat,sale,300.0,True,2,3,calle de Longares,Madrid,Madrid,San Blas,es,Rosas,40.4333294,-3.6093942,False,https://www.idealista.com/inmueble/107811302/,"MHDB METROPOLITANO vende LOCAL CONVERTIDO A VIVIENDA de 300 m2, en una zona muy bien comunicada con metro línea 7 y línea 2, y varias líneas de autobuses.  se distribuye del siguiente modo: -Sótano diáfano de 60 m2 -Entreplanta donde se encuentra una cocina grande y tres baños, dos de ellos completos. -Planta a pie de calle, salón y dormitorio. -1º planta también de 60m2, actualmente hay un dormitorio y un recibidor amplio -2º planta, totalmente diáfana y por la cual se accede a las dos terrazas, cada una de 60 m2. Una de las terrazas se puede utilizar para poner placas solares. Se encuentra en una zona tranquila de Musas y con todo tipo de servicios a su alrededor (colegios, supermercados, farmacias, parques infantiles, zonas de ocio.. . ) También está cerca del carril bici. Salidas A2 Y M40. En las proximidades tenemos el Centro Comercial Las Rosas, CIVITAS-METROPOLITANO y el Centro Comercial Plenilunio. Además de a 10 minutos en coche del aeropuerto BARAJAS-ADOLFO SUAREZ. Además de asesorar a cada cliente de forma individual, nos encargamos de tramitarle todas las gestiones necesarias para hacer más fácil y rápido el proceso de compra. Para más información nos puede llamar o escribir.  Próximo a dos líneas de metro la 2 y la 7. Te acompañamos en todo el proceso de compraventa.",False,good,False,False,1933.0,True,False,False,False,[],False,False,580000.0,€,,,flat,,"Rosas, Madrid",Piso en calle de Longares,,,,,
107205683,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/2e/56/1306116504.webp,27,2,2950000.0,flat,sale,335.0,True,4,5,Barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4561112,-3.6901424,False,https://www.idealista.com/inmueble/107205683/,"Piso completamente reformado por el reconocido arquitecto Borja Puras totalmente exterior haciendo chaflán con plaza de garaje y trastero en el Paseo de la Castellana. Cuenta con 355 metros construidos y 291 útiles según catastro que se distribuyen de la siguiente manera: Hall de entrada con muchos armarios y aseo de visitas, salón en tres ambientes y comedor todo unido que ocupan más de 80 metros, gran dormitorio principal con baño y vestidor, dos dormitorios dobles de niños cada uno con su cuarto de baño en suite uno de ellos con bañera y el otro con ducha, cocina moderna y amplia totalmente equipada con isla y zona de office para desayunar, terraza tendedero que se podría incorporar a la cocina y gran dormitorio de servicio con cuarto de baño que podría segregarse y tener un dormitorio más de familia. La calefacción es central con contadores individuales y el aire acondicionado va por conductos regulables. La plaza de garaje no es fija y solo se dispone de ella en años alternos pero los que no se puede alquilar en el edificio. La comunidad también dispone en el parking de residentes otra plaza.",False,good,False,True,8806.0,True,False,False,False,[],False,False,2950000.0,€,True,True,flat,,"Bernabéu-Hispanoamérica, Madrid",Piso,,,,,
108745477,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/00/30/1353874886.webp,35,4,298000.0,flat,sale,139.0,True,3,2,Barrio Villaverde Alto,Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3319564,-3.7001381,False,https://www.idealista.com/inmueble/108745477/,"ð¡ OH! KEY SERVICIOS INMOBILIARIOS VENDE Luminoso piso de 3 habitaciones con piscina, trastero y garaje en Villaverde Alto  Te presentamos esta estupenda vivienda ubicada en una de las zonas con mayor proyección de Madrid, a dos pasos de la estación de tren de San Cristóbal Industrial, muy cerca del Colegio Alemán y en pleno auge con el proyecto de la Ciudad de la Música que busca atraer empresas alrededor de la zona del MadCool.  El piso cuenta con tres amplios dormitorios, todos exteriores y muy luminosos, al igual que el salón, gracias a su orientación sur, que garantiza luz natural durante todo el día y un ambiente cálido y acogedor.  Dispone de dos baños completos, uno de ellos en suite, ambos con ventana y excelente ventilación. La cocina es independiente y también cuenta con ventana al patio interior, ofreciendo comodidad y funcionalidad.  Ubicado en una urbanización privada con piscina, cámaras de seguridad tanto en las zonas comunes como en el garaje, ideal para disfrutar de la tranquilidad y seguridad que buscas.  Incluye plaza de garaje y trastero, para mayor comodidad y espacio de almacenamiento. Además, cuenta con preinstalación de aire acondicionado, a falta únicamente de instalar el split en el salón y en el dormitorio principal, así como la máquina exterior.  Su localización es inmejorable: rodeado de todos los servicios, colegios, supermercados y excelentes comunicaciones con el centro de Madrid. Una zona en pleno desarrollo con gran potencial de revalorización.  â Tres dormitorios exteriores, muy luminosos â Dos baños completos con ventana (uno en suite) â Salón y habitaciones con orientación sur â Cocina independiente con ventana â Piscina comunitaria y urbanización segura â Garaje y trastero incluidos â Aire acondicionado preinstalado â Excelente ubicación y proyección de futuro  La vivienda está en proceso de descalificación y se venderá como renta libre.  ðContáctanos para concertar una visita y déjate enamorar. Tu nuevo hogar te espera.  REF: 7325.",False,good,False,True,2144.0,True,False,False,False,[],False,False,298000.0,€,True,True,flat,,"Villaverde Alto, Madrid",Piso,7325,,,,
104947330,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/28/b9/1358119124.webp,100,,1650000.0,chalet,sale,886.0,,6,5,Fuente del Fresno,Madrid,Fuente del Fresno,,es,,40.5853095,-3.5950242,False,https://www.idealista.com/inmueble/104947330/,"NO COBRAMOS HONORARIOS AL COMPRADOR. EDPA22 inmobiliaria tiene el privilegio de presentar esta magnifica vivienda situada en la prestigiosa urbanización de Fuente del Fresno.  Desde el momento en que ponga un pie en esta propiedad, será recibido por una atmósfera de elegancia y relajación. Con una superficie generosa y espacios diseñados con atención al detalle, cada rincón de esta casa refleja un cuidadoso equilibrio entre funcionalidad y belleza. Con una superficie construida de 886 metros cuadrados y asentada en una esplendida parcela de 2100 metros cuadrados, esta propiedad es una verdadera joya. Sin duda representa una oportunidad excepcional para aquellos que buscan la combinación perfecta entre elegancia, ubicación privilegiada y una calidad de vida inigualable. Además de su impecable estado interior, esta casa cuenta con impresionantes exteriores, piscina de agua salada, cancha de tenis con dimensiones reglamentarias, amplios porches, y una atractiva cocina completa con barbacoa, que confeccionan a la perfección el estilo de vida al aire libre.  La vivienda presenta una construcción tradicional de gran solidez, con amplios muros y una distribución muy cómoda.  Construida en el 2008 con acabados de primera calidad, y la puesta en marcha de unos sistemas eficientes de placas solares y calefacción por suelo radiante brindan un confort excepcional durante todo el año, además, en cuanto al aprovechamiento de luz y aislamiento se refiere, con sus enormes ventanales todas con persianas eléctricas, puerta principal acorazada y carpintería de PVC con rotura de puente térmico y acústico, nos da muestras de la eficiencia de esta casa. Distribuida en tres plantas, se accede a la vivienda a través de uno de los atractivos porches con vistas al jardín, ya dentro nos da la bienvenida un amplísimo recibidor de techos altos que conecta con el salón-comedor dividido en tres ambientes, uno de ellos con chimenea y todos con grandes ventanales, a continuación una salita funcional para usos varios con salida a la piscina.  Uno de los atractivos de esta vivienda es que podrá hacer vida en esta planta ya que dispone de tres habitaciones, dos de ellas con baños en suite y un tercer baño completo. Completaría esta planta la espaciosa cocina con despensa, totalmente equipada, lugar perfecto para dar rienda suelta a su creatividad culinaria, desde esta estancia también se accede al porche principal donde podrá disfrutar de desayunos al aire libre en el jardín privado, o relajarse en la piscina junto a la familia y amigos.  La planta superior ofrece un oasis de privacidad, una habitación principal con baño en suite y vestidor con acceso a una espaciosa terraza privada que le permitirá disfrutar de las excelentes vistas al mismo tiempo que goza de gran privacidad. Además, cuenta con un apartamento independiente que incluye, un cuarto de estar con acceso a una amplia terraza independiente, dos espaciosas habitaciones y un baño completo. Todas las estancias tienen aire acondicionado por split. La planta baja, a la que se puede acceder tanto por el interior desde la planta principal como desde fuera de forma independiente, encontramos un impresionante garaje con mas de 150 m2, espacio suficiente para albergar varios vehículos, puerta automática blindada. Además, una zona adicional para almacenamiento, cuenta también con dos amplios salones, lo que lo convierte en un espacio versátil y funcional para adaptarse a las necesidades individuales, gimnasio, zona recreativa, incluso convertirlo en un apartamento independiente. Desde uno de los salones se accede aun patio aportando luz a las estancias mencionadas.  Destacar que las puertas de acceso al garaje y cuarto de calderas son cortafuegos. Venga a visitarlo, le encantara.",False,good,False,,1862.0,True,False,True,False,[],False,False,1650000.0,€,True,True,chalet,independantHouse,Fuente del Fresno,Casa independiente,EDPA228,,,,
108119453,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/7a/89/1334423749.webp,13,bj,134000.0,flat,sale,50.0,True,1,1,calle las Pozas,Madrid,San Lorenzo de El Escorial,Zaburdón - Monte Escorial,es,,40.6006323,-4.137745,False,https://www.idealista.com/inmueble/108119453/,"Especial Inversores. Se vende OCUPADO. No podemos dar acceso a la vivienda para visitarla. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación. Espacioso piso en San Lorenzo de El Escorial, Madrid, idóneo para parejas. La vivienda consta de 50 m² construidos distribuidos en una habitación, salón-comedor, cocina y un aseo. Ubicado en el sótano del edificio, sin ascensor. Está ubicado en el corazón de San Lorenzo de El Escorial, en sus alrededores encontramos la Escuela de Educación Infantil Trébol, supermercados, bancos, bibliotecas, farmacias, oficinas de correos y varias paradas de autobús. Cuenta con fácil acceso a C. las Pozas. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",False,good,False,False,2680.0,True,False,False,False,[],False,False,134000.0,€,,,flat,,"Zaburdón - Monte Escorial, San Lorenzo de El Escorial",Piso en calle las Pozas,5OKSANLORENZODELESCORIALant00038780474POZAS,141000.0,7000.0,5.0,
107219141,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/70/8f/1306516729.webp,41,3,310000.0,flat,sale,123.0,True,4,2,Chorrillo,Madrid,Alcalá de Henares,Chorrillo,es,,40.4910032,-3.378979,False,https://www.idealista.com/inmueble/107219141/,"AGENCIA INMOBILIARIA DE ALCALÁ DE HENARES, OFICINA DE TECNOCASA VENDE EXCELENTE PISO REFORMADO EN IVIASA - CHORRILLO. La zona destaca por su cómoda accesibilidad desde la Nacional A-2, además cuenta con numerosas paradas de autobús urbano e interurbano, y la estación de Alcalá de henares a sólo 15 minutos andando. La vivienda cuenta con una superficie de 123 m2 aproximadamente, y está distribuida en: Hall de entrada con armarios empotrados, cocina amueblada y equipada con la terraza tendedero acristalada e incluida a la cocina, gran salón comedor independiente con acceso a una amplia y agradable terraza, cuatro dormitorios amplios, todos ellos con armarios empotrados y dos baños completos, con plato de ducha y uno en suite con el dormitorio principal con bañera. La vivienda está recientemente reformada, contando con numerosas mejoras, como la carpintería exterior de aluminio climalit, suelos de tarima, cocina y baños reformados completamente, contando también con varias zonas de iluminación personalizada. La vivienda cuenta con toldos en la terraza exterior. La finca cuenta con ascensor y calefacción central. Además tiene posibilidad de acceso a zonas deportivas y PISCINA DE IVIASA. NO LO DUDE Y LLÁMENOS PARA VISITARLO! Y RECUERDE QUE PODEMOS CONSEGUIR HASTA EL 100% DE FINANCIACIÓN CON NUESTRO DEPARTAMENTO FINANCIERO KIRON.",True,good,False,True,2520.0,True,True,False,False,[],False,False,310000.0,€,,,flat,,"Chorrillo, Alcalá de Henares",Piso,,,,,
108733114,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/19/24/1353559340.webp,21,2,1250000.0,flat,sale,128.0,True,3,2,calle de San Bernardo,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4295742,-3.7045461,False,https://www.idealista.com/inmueble/108733114/,"Esta vivienda de 128 m², ubicado en la segunda planta exterior de un edificio clásico de 1900. Son 5 plantas, 2 vecinos por planta con ascensor, excelentemente cuidado, que combina historia y modernidad. Esta encantadora vivienda cuenta con amplio hall de entrada que da paso a un luminoso salón comedor, con dos balcones a calle. Son tres dormitorios, incluyendo una suite principal. Un baño completo, que da servicio a dos dormitorios.  Calefacción individual por gas natural y aire acondicionado por split.  Ubicada en el corazón de Madrid, esta propiedad ofrece una experiencia de vida inigualable. Situada cerca a la emblemática glorieta de San Bernardo, esta zona combina a la perfección la tradición madrileña con un aire contemporáneo.  Excelente comunicación con el resto de la ciudad. Con su perfecta combinación de historia, modernidad y una ubicación privilegiada, esta propiedad no solo es un lugar para vivir, sino una inversión en un estilo de vida sofisticado y exclusivo en el corazón de Madrid.",False,good,False,True,9766.0,True,False,False,False,[],False,False,1250000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso en calle de San Bernardo,,,,,
108895440,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/88/d9/1358213625.webp,23,bj,220000.0,flat,sale,119.0,True,2,1,calle Cerrillo,Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.4958246,-3.6918496,False,https://www.idealista.com/inmueble/108895440/,"ALCUADRADO Inmobiliarias comercializa la VENTA en exclusiva de local/hecho vivienda en zona Tres Olivos - Valverde - Fuencarral. La zona cuenta con todos los servicios cerca: farmacias, restaurantes, comercios, colegios públicos y concertados, campo de fútbol Santa Ana, Federación de tenis de Madrid, etc. De las mejores zonas de Madrid, ubicada en el norte de la ciudad con fácil acceso por M 607, M 30 y M 40. Muy próximo al centro comercial La Vaguada y a El Corte Ingles de Sanchinarro. Servicio de transporte público disponible: Metros Fuencarral y Tres Olivos (L10), estación de Cercanías Fuencarral (C4) y autobuses 66 y 137.  Ubicado cerca del proyecto Madrid Nuevo Norte, entre Montecarmelo y las Tablas, muy próximo al distrito financiero y a los hospitales Ramón y Cajal y La Paz. DESCRIPCIÓN Local a pie de calle, luminoso. Hecho vivienda, SIN CAMBIO DE USO REALIZADO. Se distribuye en 2 habitaciones amplias con opción de poder hacer 3 habitaciones por la gran amplitud que dispone, salón de gran tamaño respecto a la media en la zona, cocina independiente, baño completo con plato de ducha con posibilidad de ampliar baño o incluso hacer otro. Todo independiente.  Calefacción de gas natural individual. * SE ENCUENTRA SIN CAMBIO DE USO REALIZADO *  ESTADO: Para reformar ALCUADRADO INMOBILIARIAS Calle Afueras a Valverde, 11 28034 Horario de atención al cliente de verano L-V 9:30-14:00 y 17:00-20:00 Llámanos o escríbenos para solicitar información o programar una visita.",False,renew,False,False,1849.0,False,False,False,False,[],False,False,220000.0,€,,,flat,,"Tres Olivos - Valverde, Madrid",Piso en calle Cerrillo,AL250018,,,,
108876997,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/c0/71/1357681022.webp,44,2,259000.0,flat,sale,89.0,True,3,1,calle Francisco Puertas,Madrid,Madrid,Carabanchel,es,San Isidro,40.3931273,-3.7402534,False,https://www.idealista.com/inmueble/108876997/,"*Abstenerse agencias. Piso con ESPECTACULAR TERRAZA EN 2ª PLANTA EXTERIOR, con MUCHA LUMINOSIDAD. Estupendo PISO CON TRES DORMITORIOS DE GRAN TAMAÑO, SALON CON TERRAZA. COCINA INDEPENDIENTE CON TERRAZA-TENDEDERO Y BAÑO. SI QUIERE ELEGIR ESTA OPORTUNIDAD DE ADQUIRIR este inmueble situado estratégicamente, ""NO DEJE DE VISITARLO"". Muy LUMINOSO. Genial UBICACION. Excelente OPCION DONDE VIVIR e INVERTIR. A UNOS PASOS DEL METRO de Carpetana. Descripción: Zona de estar-salón con TERRAZA, El área de descanso está compuesta por TRES dormitorios exteriores de gran formato. Amplio BAÑO. La cocina es INDEPENDIENTE y luminosa con tendedero. Gas Natural. Aire acondicionado. La vivienda ofrece una distribución, muy bien pensada para optimizar cada rincón y también es una excelente oportunidad para dejarlo totalmente a su gusto. La terraza y las amplias ventanas, le ofrecen gran apertura al exterior, disfrutando a su vez de gran tranquilidad. Grandes zonas verdes y de esparcimiento.  Esta vivienda se ubica en un lugar ideal para vivir y compartir notables experiencias, en una de las zonas más representativas de Madrid. Transporte cercano: Metro Carpetana y varias líneas de autobuses. Es un piso de capricho, diseñado para aportar comodidad, confort y practicidad. Su ubicación, es otro aspecto a sumar, que lo hace tan atractivo. En su entorno, buen acceso al centro de la ciudad, centros médicos/educativos y toda la diversidad de comercios locales y servicios de zona. Excelente comunicación, hacen de esta vivienda ""la mejor elección del lugar ideal para vivir"".",False,renew,False,False,2910.0,False,False,False,False,[],False,False,259000.0,€,,,flat,,"San Isidro, Madrid",Piso en calle Francisco Puertas,,,,,
108546222,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/4b/0c/1348976170.webp,62,,690000.0,chalet,sale,257.0,,3,3,calle Poniente,Madrid,Las Rozas de Madrid,Las Matas- Peñascales,es,Las Matas- Peñascales,40.5605314,-3.891879,False,https://www.idealista.com/inmueble/108546222/,"¡Ven a conocer! Con una actualización te enamorara. La compra de una casa siempre marca un momento especial en la vida de las personas. Es en ese momento donde realidades, sueños y planes de futuro se materializan en un hogar. Piensa en algo bonito, piensa en ti. Hoy es tu día de suerte, porque se pone a la venta, exclusivamente para ti.. . y además, es una de las viviendas mas solicitadas por sus muchas prestaciones y su ubicación tan estratégica, así que tienes que venir a verla. Es una casa con alma, un auténtico hogar que te acogerá desde el primer minuto y querrás quedarte a vivir en ella. Vistas espectaculares. Distribución Planta principal Gran salón comedor con chimenea, espaciosa cocina, baño y dos dormitorios. Planta primera una gran espacio abierto lleno de luz, un dormitorio y un baño. Planta baja gran salón con salida a jardín, baño, zona de lavandería y garaje. Cuando nos vemos... ? ECHA UN VISTAZO RAPIDO.. . - La construcción data del año 1993. - Dependencias amplias. - 3 habitaciones dormitorios - Vivienda muy cómoda y espaciosa. - Cocina y salón comedor - carpintería exterior climalit - Calefacción gas natural Ubicado en Las Matas, un barrio tranquilo y residencial dentro de Las Rozas de Madrid, este magnífico chalet representa una oportunidad excepcional para quienes buscan un hogar espacioso con múltiples posibilidades. Rodeado de un entorno natural privilegiado y con excelente comunicación con Madrid, esta vivienda ofrece comodidad y amplitud. En un entorno privilegiado de la Sierra de Madrid, rodeada de colegios, hospitales, servicios de transporte publico, restauración, supermercados, sendas para pasear. Muy bien comunicada por su fácil acceso a la A-6 y a escasos 5 minutos de la estación de tren de las Matas. Cuenta con una excelente infraestructura y una amplia variedad de servicios y comodidades. En las cercanías de este chalet, tenemos centros comerciales como el Espacio de Torrelodones donde podrás disfrutar de una amplia oferta de tiendas, restaurantes y gimnasio. Negociación. Honorarios no incluidos. Cuando nos vemos...?",False,good,False,,2685.0,True,False,False,False,[],False,False,690000.0,€,True,True,chalet,independantHouse,"Las Matas- Peñascales, Las Rozas de Madrid",Casa independiente en calle Poniente,,,,,
108857538,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/ce/fa/1357167081.webp,57,1,630000.0,flat,sale,123.0,True,5,3,Barrio Adelfas,Madrid,Madrid,Retiro,es,Adelfas,40.4002552,-3.6744024,False,https://www.idealista.com/inmueble/108857538/,"Agencia inmobiliaria de MADRID - zona AVDA. CIUDAD DE BARCELONA - DR. ESQUERDO. CLICKHAUS. VENDE estupendo PISO en la zona de Adelfas en CALLE SECO con todos los servicios cerca. Se trata de una planta PRIMERA exterior, 5 DORMITORIOS y 3 BAÑOS COMPLETOS. La vivienda cuenta con: -Un salón-comedor muy amplio. -5 habitaciónes amplias, exteriores y con armarios empotrados. -3 Cuartos de baño con plato de ducha muy amplios. -Armarios empotrados. Características de la vivienda: -Suelo de parquet. -Calefaccion central individualizada -Ventanas de aluminio de climalit Datos de la finca: -Piscina. -Portero -Zonas comunes. El barrio de Adelfas se caracteriza por la reciente construcción de sus viviendas, se pueden encontrar modernas viviendas con garaje, piscina, etc. Es la zona mejor comunicada del distrito, teniendo salidas por carretera (A3 Valencia, M30…) y por calles principales (Doctor Esquerdo, Avenida de Mediterráneo…). Además cuenta con diversidad de comercios como supermercados, farmacias, hospitales, hoteles, etc. Las líneas de metro que dan servicio a este barrio son la 1 y la 6 con la estación de Pacífico (L1 y L6 circular). ¡GRAN OPORTUNIDAD, MEJOR VER! . CONTACTO Asesor: 6/8/9/6/7/8/8/7/0.",False,good,False,True,5122.0,True,False,False,False,[],False,False,630000.0,€,,,flat,,"Adelfas, Madrid",Piso,,,,,
