propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,exterior,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,highlight.groupDescription
100517506,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/02/04/1114841315.webp,,16,2,1238000.0,flat,sale,117.0,3,2,"calle General Pardiñas, 70",Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4304766,-3.6779918,True,https://www.idealista.com/inmueble/100517506/,"Vivienda completamente reformada a tan solo 100 metros de la Plaza del Marqués de Salamanca, en el prestigioso barrio de Lista. Actualmente se encuentra alquilada, generando una rentabilidad superior al 4% hasta el 31 de julio. Dispone de 117 m² construidos, distribuidos en tres dormitorios dobles y dos baños. La cocina está totalmente equipada con placa de inducción, horno tradicional, horno microondas, frigorífico doble, lava-secadora y lavavajillas. La vivienda cuenta con calefacción individual a gas y sistema de aire acondicionado por conductos. Gastos: IBI: 828 €/año Comunidad: 198 €/mes.",True,good,False,True,10581.0,True,True,False,False,[],False,False,1238000.0,€,flat,"Lista, Madrid","Piso en calle General Pardiñas, 70",True,,,,,1300000.0,62000.0,5.0,
108223871,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/1b/31/1337615731.webp,,11,en,169000.0,studio,sale,50.0,0,1,"puente Cultural, 1",Madrid,San Sebastián de los Reyes,Dehesa Vieja-Puente Cultural,es,,40.5709066,-3.6057811,True,https://www.idealista.com/obra-nueva/108223871/,"EXCLUSIVA PREVENTA DE 12 LOFTS A ESTRENAR EN SAN SEBASTIÁN DE LOS REYES Ubicación: Dehesa Vieja - Puente Cultural | Una de las mejores zonas del norte de Madrid Presentamos una oportunidad única para adquirir uno de los 12 exclusivos lofts de nueva construcción en San Sebastián de los Reyes. Diseñados con estilo moderno, materiales de alta calidad y excelente distribución, estos espacios ofrecen confort, funcionalidad y una excelente ubicación. Superficie útil: 40 m² Distribución: Espacio abierto con dormitorio, baño completo, cocina integrada en el salón y aire acondicionado 6 unidades disponen de terraza privada de 40 m² Ideal tanto para residencia habitual como para inversión, con una rentabilidad estimada superior al 7%. Entorno privilegiado Ubicados en una comunidad tranquila y rodeada de naturaleza, estos lofts se encuentran junto al Centro Deportivo Norte Real (gimnasio, spa, piscina), zona de restaurantes y a pocos minutos del Centro Comercial Alegra, el Hospital Infanta Sofía, centros educativos, supermercados y una variada oferta gastronómica y de ocio. Excelentes comunicaciones Acceso directo a la A1 (antigua N-I) Parada de autobuses a 5 minutos a pie con conexión directa a Plaza de Castilla Estación de Metro Infanta Sofía a 15 minutos caminando Solicite más información sin compromiso y descubra la inversión o el hogar que está buscando.",False,newdevelopment,True,True,3380.0,False,False,False,False,[],False,False,169000.0,€,flat,"Dehesa Vieja-Puente Cultural, San Sebastián de los Reyes","Estudio en puente Cultural, 1",True,False,,,studio,,,,
108652881,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/63/74/1351149376.webp,07272,16,bj,151000.0,flat,sale,60.0,2,1,"puente de Vizcaya, 5",Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3458983,-3.7098064,True,https://www.idealista.com/inmueble/108652881/,"Alquilado: oportunidad de inversión Actualmente, no es posible realizar visitas al interior del inmueble. Fecha de fin de contrato: 12/2026 Renta actual: 758,18 € mensuales Piso en Madrid. Dispone de una superficie de 59 m² distribuidos en salón-comedor, la habitación, cocina, 1 baño y el balcón. Piso situado alrededor de servicios, comercios, mercados y escuelas. Con fácil acceso en tren a la estación de Puente Alcocer.",False,good,False,False,2517.0,True,False,False,False,[],False,False,151000.0,€,flat,"Villaverde Alto, Madrid","Piso en puente de Vizcaya, 5",True,,,,,,,,
108667028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/bf/fa/1351628632.webp,1685,40,9,1425000.0,flat,sale,145.0,2,2,plaza de España,Madrid,Madrid,Moncloa,es,Argüelles,40.4246315,-3.7142444,False,https://www.idealista.com/inmueble/108667028/,"Vivienda exclusiva en la prestigiosa y emblemática Torre de Madrid, con 140 metros construidos y 110 metros útiles, con una distribución magnifica, dispone de dos dormitorios dos baños un amplio salón con cocina incorporada de una forma moderna y muy razonable, una terraza con unas vistas magnificas desde una novena planta orientación sureste y grandes ventanales que permiten disfrutar de luz natural y vistas impresionantes del centro de Madrid. Dispone de unas zonas comunes muy practicas dotadas de una de una piscina, un gimnasio y portero físico las 24 horas, garantizando la máxima seguridad y vigilancia, como un servicio de mantenimiento y limpieza. La calefacción individual eléctrica y aire acondicionado frío/calor asegurando el confort en cualquier época del año. La Torre de Madrid, Inaugurada en 1957 por la Compañía Inmobiliaria Metropolitana, tras el éxito comercial del Edificio España. Durante unos años fue el edificio de hormigón más alto del mundo con 142 metros de altura y 34 plantas. Proyectada por los hermanos Otamendi y edificada sobre un solar de planta irregular en chaflán según un eje de simetría en bisectriz diagonal, presenta 3 fachadas principales y una medianera, y distribuye las distintas funciones y tipologías en altura. Es un edificio con estructura de hormigo armado con carácter polifuncional que alberga oficinas, apartamentos, comercios y salas de espectáculos. Las 34 plantas, siendo su última rehabilitación integral en el año 2.014, Situado en el codiciado barrio de Argüelles, en el distrito de Moncloa-Aravaca, este piso combina la tranquilidad de un entorno residencial con la comodidad de estar cerca de zonas verdes en el mismo parque de Plaza de España a los mismos pies del portal del edificio, el Parque del Oeste y la Gran Vía. La ubicación es inmejorable, con transporte público a pasos, incluyendo la estación de metro Plaza de España (Líneas 3 y 10) y Príncipe Pío, además de múltiples líneas de autobuses y cercanías. Este inmueble no solo ofrece un estilo de vida único, sino también una ubicación estratégica para disfrutar de lo mejor de Madrid.",False,good,False,True,9828.0,True,False,False,False,[],False,False,1425000.0,€,flat,"Argüelles, Madrid",Piso en plaza de España,True,,,,,,,,
108884563,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/ba/15/1357899489.webp,NP2107251636,23,,296000.0,chalet,sale,132.0,4,2,calle del Arrabal del Hoyo,Madrid,Coslada,Valleaguado - La Cañada,es,,40.4288261,-3.5403459,False,https://www.idealista.com/inmueble/108884563/,"NEO Patrimonial ofrece casa adosada, semi reformada en Coslada. Una excelente oportunidad para inversión o para vivir.  El inmueble consta de 132m² de superficie construida según catastro.  Consta de dos plantas.  En la primera planta reformada en 2018 encontramos salón-comedor muy amplio y luminoso, cocina independiente totalmente amueblada con acceso al patio, 1 habitación con armario empotrado y 1 baño.  En la segunda otro salón-comedor muy amplio y luminoso y con acceso al balcón, una segunda cocina, 3 habitaciones y 1 cuarto de baño completo. La segunda planta, no ha sido reformada, se encuentra en buen estado, aunque sería interesante, para alcanzar todo su potencial, realizarle una pequeña obra de actualización, especialmente en cocina y baño.  Detalles de las calidades: Carpintería exterior de doble acristalamiento tipo climalit en la primera planta y de aluminio en la segunda, carpintería interior de madera y lacada en blanco y suelos de baldosa y terrazo. Agua caliente y calefacción gestionados por caldera de gas natural. Aire acondicionado con bomba de frio y calor. Trastero, incluido en el precio.  Detalles de la zona y puntos de interés:  Zona residencial, con todos los servicios de primera necesidad al alcance: Colegios, Centros de Salud, Farmacias, Supermercados, Pequeño Comercio, etc. y excelentes comunicaciones, con dos estaciones de tren de cercanías a pocos minutos de la vivienda, diferentes líneas de autobús regular y metro.  *Impuestos ITP o IVA y gastos, notaría, registro, gestoría etc. no incluidos. NEO Patrimonial le ofrece la posibilidad de hacer cualquier tipo de reforma de esta vivienda al mejor precio.",False,renew,False,,2242.0,False,False,False,False,[],False,False,296000.0,€,chalet,"Valleaguado - La Cañada, Coslada",Casa independiente en calle del Arrabal del Hoyo,,,,,independantHouse,,,,
107040486,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/45/46/1301172442.webp,15157-2025,1,3,157000.0,flat,sale,95.0,3,2,paseo de la Estación,Madrid,Navalcarnero,Centro,es,,40.2914219,-4.0119568,False,https://www.idealista.com/inmueble/107040486/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESVivienda de 85 m², según Catastro, y 9 m² de elementos comunes a la venta en Navalcarnero, Madrid. Es una 3ª Planta en un bloque con ascensor. Muy bien comunicado por carretera (M-600) y transporte público. Junto a varias paradas de autobús en Ronda de San Juan. Próximo a todo tipo de servicios e infraestructuras como centros educativos (IES Profesor Ángel Ysern), comercios, supermercados, farmacias, zonas verdes... SIN COMISIÓN.",False,good,False,True,1653.0,False,False,False,False,[],False,False,157000.0,€,flat,"Centro, Navalcarnero",Piso en paseo de la Estación,True,,,,,163000.0,6000.0,4.0,
108403605,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/29/0f/1343406131.webp,0605,27,,271000.0,chalet,sale,275.0,4,1,calle Frailes Viejos s/n,Madrid,Ciempozuelos,Casco Antiguo norte,es,,40.162087,-3.6204316,True,https://www.idealista.com/inmueble/108403605/,"Ref. 0605 + VENTA INMOBILIARIA, pone a su disposición esta Gran Chalet Adosado en Ciempozuelos, Madrid. La Vivienda unifamiliar fue construida en 1981. Cuenta con tres Plantas. Parcela de 102m2, 275m2 construidos, 265m2 utiles. Planta sótano, 102m2, con ventilación mediante respiraderos y altura de techos de 2.30m aproximadamente. Planta baja con Garaje, distribuidor de entrada y escalera de subida a primera planta, 1 habitación, salón de 30m con bajada al sótano y salida al patio-terraza de 18m. Primera planta con amplia Cocina muy luminosa, un baño completo y 4 habitaciones dobles muy luminosas.  Extras:  Doble ventana de aluminio con rejas en todas las habitaciones, calefacción eléctrica y caldera de leña-carbón. Todo funcionando y bien mantenido. 4 aires acondicionados con bomba de calor (en habitaciones). Para mas información, no dude en contactar con nosotros.",True,good,False,,985.0,True,False,False,False,[],False,False,271000.0,€,chalet,"Casco Antiguo norte, Ciempozuelos",Chalet adosado en calle Frailes Viejos s/n,,,True,True,terracedHouse,,,,
107781014,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/35/cc/1189400909.webp,,40,4,280000.0,flat,sale,71.0,2,1,"calle de Marcelo Usera, 149",Madrid,Madrid,Usera,es,Zofío,40.384978,-3.7131881,True,https://www.idealista.com/inmueble/107781014/,"ALQUILER TEMPORAL! 1 A 11 MESES. Para entrar a vivir! Wifi y Consumos funcionando. SIN COMISIONES. ENTRADA INMEDIATA. TOTALMENTE EQUIPADO, Toallas, Sábanas y todos Menaje y Electrodomésticos. ! Alquiler por meses! Esta encantadora vivienda de dos dormitorios ofrece un espacio acogedor y funcional, ubicado en un cuarto piso accesible mediante elevador. La proximidad a Plaza Elíptica añade un toque conveniente, permitiendo acceder a una variedad de servicios y actividades en pocos minutos. Al ingresar a la vivienda, te encuentras con un luminoso salón decorado con un cómodo sofá cama. Este espacio versátil es perfecto para relajarse o recibir visitas. La mesa de comedor con cuatro sillas, estratégicamente ubicada en el área del salón, ofrece un lugar acogedor para disfrutar de comidas en familia o realizar trabajos desde casa. La cocina, equipada con electrodomésticos modernos, facilita la preparación de alimentos y cuenta con espacio de almacenamiento adecuado. Su diseño práctico permite aprovechar al máximo el espacio disponible. La distribución de la vivienda incluye dos dormitorios. El primero alberga una cómoda cama doble, creando un espacio acogedor para descansar. El segundo dormitorio cuenta con una cama individual y es ideal para un huésped adicional o para convertirse en un espacio de trabajo privado. El cuarto de baño, equipado con un plato de ducha, proporciona comodidad y funcionalidad para las rutinas diarias de higiene. La presencia de luz natural en toda la vivienda crea un ambiente cálido y acogedor. En resumen, esta vivienda de dos dormitorios ofrece un equilibrio entre funcionalidad y comodidad, con una ubicación conveniente cerca de Plaza Elíptica y todas las comodidades necesarias para una vida cotidiana cómoda y práctica. Usera es un barrio dinámico que ha experimentado un cambio significativo en los últimos años, ofrece una mezcla de opciones culturales, de ocio y gastronómicas para los residentes y visitantes.",True,good,False,True,3944.0,True,False,False,False,[],False,False,280000.0,€,flat,"Zofío, Madrid","Piso en calle de Marcelo Usera, 149",True,,,,,,,,
108624844,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/62/bb/1350293305.webp,ENT1330,28,2,165000.0,flat,sale,63.0,2,1,calle Carlos Aurioles,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3830221,-3.6668515,False,https://www.idealista.com/inmueble/108624844/,"Globalpiso Entrevías vende piso exterior en 2º planta de 63m2 según catastro y útil 50.21m2. Se distribuye salón independiente con acceso a una terraza, pasillo distribuidor, cocina con tendedero, 2 dormitorios y baño reformado. La vivienda cuenta con ventanas en toda la casa, con calefacción eléctrica, 2 aires acondicionados frio y calor, suelos de tarima, ventanas climalit. Se encuentra ubicado en el barrio de San Diego, a 5 minutos de la RENFE de Asamblea de Madrid-Entrevías y de las paradas de autobús de las líneas 103,111, 144, dotado de todos los servicios, colegios y comercios necesarios. El precio no incluye gastos como, ITP, notaría, gestoría, registros, y gastos de intermediación inmobiliaria.",False,good,False,False,2619.0,True,False,True,False,[],False,False,165000.0,€,flat,"San Diego, Madrid",Piso en calle Carlos Aurioles,True,,,,,179000.0,14000.0,8.0,
108213315,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/e8/69/1355967984.webp,3454-07142,64,,1400000.0,chalet,sale,936.0,7,6,"calle del Ganges, 4",Madrid,Ciudalcampo,,es,,40.6317004,-3.6019653,True,https://www.idealista.com/inmueble/108213315/,"**Casa de lujo en Ciudalcampo, Madrid - Un oasis de tranquilidad y elegancia** Descubre esta impresionante casa independiente en la exclusiva urbanización de Ciudalcampo, Madrid. Con un diseño arquitectónico que combina lujo y funcionalidad, esta propiedad de 936 m² construidos se erige como un refugio perfecto rodeado de naturaleza y zonas verdes. Situada cerca del R. A. C. E y con campos de golf a pocos minutos, ofrece un estilo de vida inigualable en una zona tranquila y lujosa. Al ingresar, serás recibido por un imponente hall de entrada que da paso a dos amplios salones, ideales para disfrutar de momentos en familia o recibir a tus invitados. La casa cuenta con dos cocinas completamente equipadas y aseos de cortesía en la planta principal. La terraza acristalada del porche conecta con un hermoso jardín que alberga dos piscinas, creando un ambiente perfecto para el ocio y la relajación. Con ocho dormitorios y siete baños, cada rincón ha sido diseñado para brindar comodidad y privacidad. El ático, que incluye un baño y terraza como apartamento independiente, es ideal para huéspedes o como espacio de trabajo. Además, la propiedad cuenta con un amplio garaje en planta baja, trasteros y una zona independiente para el servicio. La bodega y la sala de reuniones para eventos añaden un toque especial a esta casa, perfecta para quienes disfrutan del entretenimiento. El jardín verde, con árboles y plantas en perfecto estado, complementa este hogar de ensueño. No pierdas la oportunidad de vivir en una de las zonas más exclusivas de Madrid. ¡Contáctanos para más información y ven a descubrir tu nuevo hogar!",True,good,False,,1496.0,False,False,False,False,[],False,False,1400000.0,€,chalet,Ciudalcampo,"Casa independiente en calle del Ganges, 4",,,True,True,independantHouse,,,,
108819040,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/9a/83/1356052179.webp,Z4FC545,20,4,525000.0,flat,sale,110.0,3,2,calle de Fermín Caballero,Madrid,Madrid,Fuencarral,es,La Paz,40.4871613,-3.6993982,False,https://www.idealista.com/inmueble/108819040/,"Agencia inmobiliaria de Madrid | zona Fuencarral - El Pardo La Paz | Tecnocasa Estudio Barrio La Paz SL, ofrece Vivienda TOTALMENTE REFORMADA con terraza Distribuida en 3 dormitorios, salón doble luminoso con acceso a terraza, cocina con office, 1 baño completo. y 1 aseo. La finca cuenta con 1 ascensor y calefacción central con consumo individual. Zona de ambiente tranquilo con varias zonas verdes, así como parques, áreas de juego y zonas de aparcamiento en superficie en el barrio. Multitud de comercios en la zona. Se encuentra a 10 minutos andando del C. C. La Vaguada, a 700 m del metro Herrera Oria (Línea 9), a 10 minutos de la estación de Cercanías de Ramón y Cajal, y a menos de 50m de líneas 134, 49, 67, 83, N22 y N23 de autobús (E. M. T). Además, está cercano a los Hospitales de La Paz y el Ramón y Cajal y a escasos metros de colegios tales como el Lorenzo Luzuriaga, Dámaso Alonso, Valdeluz, Herrera Oria, Príncipe Felipe. Muy buenas comunicaciones en coche por la M-30, M-40, M-11 y la carretera de Colmenar (M-607). Financiación de hasta el 100% con nuestro departamento financiero, Kíron. Asesoramiento gratuito y sin compromiso, no dude en consultarnos. Visítenos también en nuestras redes sociales para más información: Facebook: Tecnocasa Barrio la Paz. @tecnocasabarriolapaz. Instagram: Tecnocasa barrio la paz TECNOCASA, 30 años a su servicio, ¡Gracias por su confianza!",False,good,False,True,4773.0,True,False,False,False,[],False,False,525000.0,€,flat,"La Paz, Madrid",Piso en calle de Fermín Caballero,True,,,,,545000.0,20000.0,4.0,
108804975,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/c5/17/1355655094.webp,,46,,845000.0,chalet,sale,280.0,5,4,calle Mieres,Madrid,Torrelodones,Centro Comercial - Hospital,es,,40.5733692,-3.9283216,False,https://www.idealista.com/inmueble/108804975/,"TECNOCASA TORRELODONES presenta en exclusiva este espectacular chalet independiente de diseño moderno, ubicado en una de las zonas más deseadas de Torrelodones: junto al monte y a tan solo 5 minutos a pie del centro del casco antiguo. Construido en el año 2000, esta vivienda de 280 m² construidos sobre una impresionante parcela de 898 m² ofrece una combinación perfecta de privacidad, amplitud, vistas abiertas al campo y acceso directo al monte, sin renunciar a la cercanía al pueblo y todos sus servicios. La casa se distribuye en cuatro cómodas plantas: •Planta baja: salón luminoso con salida al jardín, cocina independiente de buen tamaño con acceso directo al exterior, aseo de cortesía y una habitación ideal como despacho o dormitorio en planta. •Primera planta: cuatro dormitorios. Dos de ellos tipo suite, muy amplios y luminosos. Los otros dos, perfectos como dormitorios auxiliares, disfrutan de unas vistas espectaculares al monte, y comparten un baño completo. •Buhardilla: gran espacio diáfano con múltiples posibilidades (zona de juegos, estudio, sala de lectura... ), muy luminosa gracias a su ventana Velux electrónica. •Sótano: garaje con capacidad para tres coches, cuarto de lavandería independiente y un amplio salón adicional en planta baja, ideal como sala de estar o de ocio. El jardín es uno de sus grandes atractivos: una parcela de casi 900 m² con gran amplitud, distribuida en dos niveles, con acceso privado a la piscina comunitaria de la urbanización. Una vivienda moderna, con encanto, en una ubicación excepcional: vistas abiertas al campo y a un paso del casco urbano. POSIBILIDAD DE FINANCIACIÓN 100%. Solicita tu visita sin compromiso.",True,good,False,,3018.0,True,False,False,False,[],False,False,845000.0,€,chalet,"Centro Comercial - Hospital, Torrelodones",Chalet pareado en calle Mieres,,,True,True,semidetachedHouse,,,,
105559993,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/df/85/1256091321.webp,592012,13,1,919000.0,flat,sale,90.0,3,3,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4285651,-3.7055514,False,https://www.idealista.com/inmueble/105559993/,"Ana Gómez de la Serna de GV | JUSTICIA comercializa el siguiente inmueble: Piso de 90 metros cuadrados totalmente reformado, cuenta con tres cuartos de dormir, dos de ellos con cuarto de baño en suite y una cocina equipada con electrodomésticos de alta gama.  Distribución: Salon-cocina. Comedor. Tres cuartos de dormir, dos de ellas con baño en suite. Cocina equipada.  Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,True,10211.0,False,False,False,False,[],False,False,919000.0,€,flat,"Malasaña-Universidad, Madrid",Piso,True,,,,,,,,
103916651,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/fc/b0/1327756655.webp,,62,,1150000.0,chalet,sale,550.0,5,5,"calle Jardines, 3",Madrid,Torrelodones,Los Peñascales,es,El Peñalar - Arroyo de Trofas - Montealegre,40.5807545,-3.9049323,True,https://www.idealista.com/inmueble/103916651/,"Chalet independiente en Torrelodones, urbanización Arroyo de Trofas, proyectado por el arquitecto José Luis Sanz Magallón. Construido en piedra de granito con gruesos muros. Superficie edificada de vivienda 578 m², sobre parcela de 2900 m².  La vivienda se compuesta de: Planta semisótano, con garaje y bodega Planta baja o principal, Consta de hall de entrada, con acceso a un gran salón comedor de 60m² aproximadamente con salida a un porche en forma de L de 45 m². Amplio pasillo de distribución. Cocina con office y cuarto trastero. 4 dormitorios y 4 cuartos de baños, dos de los dormitorios tienen el cuarto de baño incorporado. Sala de estar de 25 m² con acceso directo al jardín. Planta superior, dormitorio principal con vestidor, cuarto de bañó y despacho, de 65 m². El jardín cuenta con una gran piscina, en forma de riñón, de 12m x 4m aproximadamente y diferentes ambientes en terrazas. Gran algibe de almacenamiento de agua para riego. Zona de césped de 600m² con sistema automatizado de riego.",True,good,False,,2091.0,True,False,False,False,[],False,False,1150000.0,€,chalet,"El Peñalar - Arroyo de Trofas - Montealegre, Torrelodones","Casa independiente en calle Jardines, 3",,,True,True,independantHouse,,,,
107566965,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/8e/ba/1321074369.webp,1ºA,11,1,298000.0,flat,sale,71.0,2,2,Barrio Campamento,Madrid,Madrid,Latina,es,Campamento,40.3956894,-3.773146,False,https://www.idealista.com/obra-nueva/107566965/,"DMARCHEE estudia un nuevo proyecto en Colonia Jardín En DMARCHEE, expertos en promoción inmobiliaria y gestión de cooperativas, estamos explorando la posibilidad de lanzar un nuevo proyecto de 12 viviendas en la zona de Colonia Jardín, Madrid. Antes de su lanzamiento definitivo, queremos conocer el interés del mercado y asegurarnos de que el producto encaja con la demanda de los futuros residentes. Un proyecto pensado para ti Este desarrollo potencial contará con viviendas de diseño moderno, funcionales y eficientes, todas ellas con garaje y trastero, así como una piscina comunitaria para disfrutar de momentos de relax y bienestar sin salir de casa. Ventajas de mostrar tu interés ahora Si este proyecto te interesa, te invitamos a registrarte y dejarnos tus datos. Las personas que nos contacten ahora tendrán prioridad en el acceso a la información y condiciones exclusivas en caso de que el proyecto se lance oficialmente. Ciudad Jardín: Un enclave residencial con gran proyección Ubicado en una de las zonas más tranquilas y bien conectadas de Madrid, Colonia Jardín ofrece un equilibrio perfecto entre vida urbana y espacios verdes. Además, la zona se beneficiará de dos grandes transformaciones urbanísticas que impulsarán su desarrollo y calidad de vida: Proximidad a la Operación Campamento, una de las actuaciones urbanísticas más ambiciosas de Madrid, que traerá nuevos desarrollos residenciales, comerciales y de infraestructuras, dinamizando la zona y revalorizando su entorno. El soterramiento de la A-5, que creará espectaculares espacios abiertos, zonas verdes y áreas peatonales, mejorando la conectividad y la calidad de vida de los vecinos. Con una excelente red de transporte, servicios cercanos y un entorno residencial consolidado, esta ubicación es una gran oportunidad para quienes buscan un hogar con calidad de vida y alto potencial de revalorización. ¿Te interesa? ¡Es el momento de hacérnoslo saber! Déjanos tus datos y sé el primero en recibir novedades sobre este posible desarrollo. Contáctanos para más información y forma parte de este prelanzamiento exclusivo.",False,,True,True,4197.0,True,False,False,False,[],False,False,298000.0,€,flat,"Campamento, Madrid",Piso,True,False,True,True,,,,,
108772617,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/fc/54/1354701294.webp,,18,3,149000.0,flat,sale,45.0,2,1,calle Encarnación Oviol,Madrid,Madrid,Villaverde,es,Los Rosales,40.3495801,-3.6845058,False,https://www.idealista.com/inmueble/108772617/,"Oficina de Tecnocasa Estudio Butarque Los Rosales SL VENDE PISO EN TERCERA PLANTA de dos dormitorios. El inmueble se sitúa en una de las mejores calles de Villaverde Bajo Cercanías. Se encuentra en una tercera planta sin ascensor, con dos dormitorios, cuarto de baño, salón-comedor amplio con A/A bomba frío-calor y cocina independiente. Por el salón-comedor, accedemos a todas las demás estancias del inmueble y con su orientación norte-sur, dispone de luz natural durante todo el día. Las características generales del inmueble son: - Suelo de tarima y parquet. - Paredes en buen estado. - Aire acondicionado en salón-comedor. - Puertas interiores de madera seminueva. - Puerta principal blindada. El inmueble se vende tanto de libre acceso como con arrendatarios, ya que actualmente cuenta con arrendatarios, los cuales pagan una renta de 800€ al mes sin ningún tipo de impago, todas las cuotas están abonadas. En caso de preferir esta opción habría posibilidad de financiación y se haría una subrogación de contrato de arrendamiento. Villaverde Bajo Renfe, perteneciente al barrio de Los Rosales, es una zona que ha vivido una mejora ostensible en los últimos tiempos, viéndose mejorada en cuanto a comunicación, contando con la Av de Andalucía como acceso directo tanto al centro de Madrid como a las autopistas M-30, M-40 y M-45. En cuanto a la RENFE, que se sitúa menos de una minuto de la vivienda, encontrará las líneas C3 y C4, uniendo al barrio con algunos municipios del Sur de Madrid (Aranjuez, Getafe, Parla... ), con el Centro de Madrid (Atocha, Sol, Nuevos Ministerios... ) y con el Norte de la Comunidad (San Sebastián, Las Rozas, Tres Cantos, Torrelodones... ). También esta presente la EMT, contando con las líneas 85 que finalizan en Atocha y la 123, finalizando en Legazpi. Tiene a su disposición diferentes equipamientos públicos como el Centro de Salud de Los Rosales, el C. P. Los Rosales, la Agrupación Escolar Europa, el San Jaime y el Liceo Rosales. Además de zonas verdes como el Parque del Manzanares o el Paseo de los Trenes. El aparcamiento es de uso libre, sin restricciones horarias (zona blanca). Preguntar por condiciones de venta. La información contenida en este anuncio no tiene carácter contractual ni vinculante, ya que podría contener alguna incorreción. En el precio de venta expuesto no se hayan incluidos los gastos de formalización de la compraventa, tales como honorarios de notaria, honorarios de la inscripción registral, honorarios por la tramitación e inscripción registral de escrituras ni el ITP (Impuesto de Transmisiones Patrimoniales, siendo el tipo máximo en la Comunidad de Madrid del 6%). Del mismo modo, en el precio anunciado, no se incluyen los honorarios de agencia al comprador, que ascienden al 3%+IVA (tipo impositivo 21%) sobre el precio fijado en la promesa de compra suscrita por el mismo. Tampoco se encuentra incluidos en el precio anunciado de venta otros tributos y gastos que pudieran existir al suscribir una hipoteca, tales como gastos de tasación, comisión bancaria de apertura del préstamo, AJD (Impuesto de Actos Jurídicos Documentados), gastos de segundas copias...",False,good,False,False,3311.0,True,False,False,False,[],False,False,149000.0,€,flat,"Los Rosales, Madrid",Piso en calle Encarnación Oviol,True,,,,,,,,
