propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
106881295,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/3e/29/1358737609.webp,18,185000.0,flat,sale,45.0,2,1,calle de los Yébenes,Madrid,Madrid,Latina,es,40.3925212,-3.7504561,False,https://www.idealista.com/inmueble/106881295/,"Conoce ESTUCASA Madrid | Inmobiliaria en Puerta de Ángel. ¡Descubre este encantador piso de 45 m² en uno de los barrios más deseados de Madrid!  Perfectamente distribuido, cuenta con un acogedor salón-comedor, una cocina funcional, dos habitaciones y un baño completo.  Este inmueble se encuentra recientemente reformado, listo para que te mudes sin preocupaciones. Situado en un edificio accesible para personas con movilidad reducida, ofrece calefacción individual para tu comodidad durante todo el año. Es importante destacar que el edificio dispone de parking para vehículos. La ubicación es simplemente inmejorable: a menos de 10 minutos a pie de la estación de metro Eugenia Montijo, con todos los servicios esenciales a tu alcance, desde supermercados hasta restaurantes y colegios. Además, disfrutarás de excelentes conexiones de transporte público, facilitando tus desplazamientos por la ciudad. Rodeado de zonas verdes como el parque Cerro Almodóvar, es ideal para quienes buscan un equilibrio entre la tranquilidad y las comodidades urbanas. Este piso es perfecto para aquellos que desean vivir en una zona tranquila sin renunciar a las ventajas de la ciudad. No dejes pasar esta oportunidad única y ven a visitarlo sin compromiso.  ¡No pierdas esta oportunidad y ven a visitarlo sin compromiso!",False,good,False,4111.0,False,False,False,False,[],False,False,185000.0,€,flat,,"Aluche, Madrid",Piso en calle de los Yébenes,piso yebenes,bj,True,Aluche,False,,,,,,
108718114,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/32/f6/1353056641.webp,22,498000.0,flat,sale,105.0,3,2,calle Beato Berrío Ochoa,Madrid,Madrid,Ciudad Lineal,es,40.4336921,-3.6526099,False,https://www.idealista.com/inmueble/108718114/,"JNPROPIEDADES vende en exclusiva impresionante vivienda de 105 m² situado en la séptima planta del edificio con amplia terraza cuadrada que se convierte en tu refugio personal al aire libre, donde podrás relajarte y disfrutar del buen tiempo El inmueble consta, de recibidor de entrada, con cocina totalmente equipada, salón amplio diferenciado en zona de confort y zona comedor, terraza, dos baños y tres dormitorios. El inmueble se encuentra para actualizar, lo que nos ofrece la posibilidad de personalizarlo a tu gusto, gracias a su enorme potencial. Ubicado a menos de cinco minuto de la emblemática calle Alcalá, siendo la calle principal y más comercial del barrio. Tenemos una gran comunicación con acceso casi inmediato a la M30 que nos ofrecerá conexión con el resto de Madrid, y por otro lado también disfrutaremos de una comunicación excepcional con las estaciones de metro Quintana y del Barrio de la concepción, así como de numerosas líneas de autobuses. Disfrutaremos también de numerosas ofertas comerciales así como de ocio debido a su cercanía al Centro Comercial Alcalá Norte, y al polideportivo de LA Concepción, o bien podemos disfrutar de la cercanía al Parque El Calero perfecto para paseos y momentos de desconexión. No esperes a verlo reservado, llámanos!",False,renew,False,4743.0,False,False,False,False,[],False,False,498000.0,€,flat,,"Quintana, Madrid",Piso en calle Beato Berrío Ochoa,,7,True,Quintana,True,,,,,,
97463790,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/b8/52/1004800864.webp,42,1050000.0,flat,sale,134.0,2,2,"calle de Vergara, 1",Madrid,Madrid,Centro,es,40.4176945,-3.7101569,True,https://www.idealista.com/inmueble/97463790/,"¡Descubre este espectacular piso en el corazón de Madrid de los Austrias! Este moderno inmueble, situado a pocos pasos de la emblemática Plaza Mayor y la Plaza de Oriente, ofrece una combinación perfecta de confort y estilo. Con 134 m² construidos y 110 m² útiles, cuenta con un amplio salón que se integra con una cocina americana totalmente equipada, ideal para disfrutar de momentos inolvidables con amigos y familiares. El piso dispone de un dormitorio principal con baño en suite, además de un despacho-habitación semi independiente que también cuenta con su propio baño. La luminosidad y el diseño contemporáneo se complementan con armarios empotrados y un balcón que invita a disfrutar del ambiente vibrante del centro histórico.  Ubicado en la primera planta de un edificio con ascensor, este hogar ofrece una orientación este que garantiza luz natural durante todo el día. Con una terraza perfecta para relajarse al aire libre, este piso es ideal para quienes buscan vivir en una de las zonas más icónicas de Madrid. ¡No pierdas la oportunidad de visitarlo a partir de julio 2025.",False,good,False,7836.0,False,False,False,False,[],False,False,1050000.0,€,flat,,"Palacio, Madrid","Piso en calle de Vergara, 1",VV1,1,True,Palacio,True,,,,,,
106385999,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/ba/64/1281253803.webp,28,465000.0,penthouse,sale,90.0,2,2,calle Júcar,Madrid,Villaviciosa de Odón,El Bosque,es,40.388909,-3.9233721,False,https://www.idealista.com/inmueble/106385999/,"STARS HOUSE vende exclusivo ático con terraza de 18 metros! Precioso ático con unas maravillosas vistas en la urbanización más bonita del bosque.. . 90 metros de piso con terraza en esquina y orientación sur. Salón ampliado recientemente con acceso a la terraza, cocina reformada y amueblada con acceso a terraza, 2 dormitorios muy amplios con armarios empotrados el dormitorio principal con vestidor, 2 baños completos en mármol y con ducha otro con bañera, trastero en vivienda, trastero en zona comunitaria. Memoria de calidades: Puerta blindada, puertas blancas nuevas, suelos de mármol, pintura lisa, 3 armarios empotrados y vestidor, ventanas de climalit. Calefacción de gas natural con caldera cambiada, aire acondicionado frío y calor. Ubicado en la urbanización el bosque con vigilancia privada, dentro de una urb. privada con espectaculares zonas comunes.. . la piscina más grande de agua salada, conserje. A 2 minutos en coche del centro comercial donde encontraremos supermercados, cafeterías, veterinario, colegios. A 5 minutos de Boadilla del monte y del centro de Villaviciosa de Odón.",False,good,False,5167.0,False,False,False,False,[],False,False,465000.0,€,flat,penthouse,"El Bosque, Villaviciosa de Odón",Ático en calle Júcar,,2,True,,True,,,,,,
108706287,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/07/3a/1352709754.webp,8,400000.0,flat,sale,100.0,3,2,Juan de la Cierva,Madrid,Getafe,Juan de la Cierva,es,40.3116843,-3.7237079,False,https://www.idealista.com/inmueble/108706287/,"A LA ESPERA DE REPORTAJE FOTOGRÁFICO  Zenhause ofrece en venta este espacioso y luminoso piso de 100 m² en la sexta planta de un edificio con ascensor, ubicado en una zona tranquila y bien comunicada de Getafe (Madrid). Ideal para familias o quienes buscan amplitud, luz natural y comodidad. La vivienda se distribuye en 3 dormitorios, 2 baños completos, un salón-comedor muy luminoso y acceso a una terraza privada, perfecta para relajarse al aire libre. Dispone de armarios empotrados en las habitaciones, ofreciendo soluciones de almacenamiento eficientes y ordenadas, además de carpintería de alta calidad en todas las estancias.  Gracias a su orientación sur y este, disfruta de luz natural durante todo el día, lo que aporta calidez y ahorro energético. La calefacción individual por gas natural asegura un ambiente confortable durante todo el año. Una excelente oportunidad para vivir en un entorno con todos los servicios: colegios, transporte público, zonas verdes, supermercados y fácil acceso a vías principales. Para más información o para concertar una visita, no dudes en ponerte en contacto con nosotros.",False,good,False,4000.0,True,False,False,False,[],False,False,400000.0,€,flat,,"Juan de la Cierva, Getafe",Piso,,6,True,,True,,,,,,
108789956,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/c0/f9/1351845042.webp,109,1490000.0,chalet,sale,331.0,5,5,calle Francisco Béjar,Madrid,Pozuelo de Alarcón,Zona Pueblo,es,40.4372905,-3.8107498,False,https://www.idealista.com/inmueble/108789956/,"EAB Propiedades Inmobiliarias, alquila este maravilloso chalet pareado en una de las zonas más tranquilas, de Pozuelo de Alarcón. El chalet construido en el año 2023 cuenta con 331 metros cuadrados útiles y con un precioso jardín privado de 100 metros cuadrados. Dentro de un conjunto residencial con tan sólo siete vecinos que además comparten una zonas comunes con piscina privada y zonas verdes, que se puede disfrutar desde el mes de mayo hasta el mes de octubre. El chalet al ser de nueva construcción está provista de geotermia, domótica y la mejor calificación de energía energética hasta hoy en día.  En la planta principal nos encontramos con un gran recibidor, un baño completo para visitas, una cocina muy amplia con office de la marca SANTOS, y un gran salón muy luminoso que da acceso al jardín privado perfectamente decorado con plantas y árboles naturales. En la segunda planta nos encontramos con cuatros dormitorios grandes y dos cuartos de baño completos, el dormitorio principal en suite. En la tercera planta nos encontramos con una buhardilla muy luminosa con cuarto de baño completo que se puede utilizar para varios usos, como dormitorio principal, salón de lectura, sala de juegos para niños etc. , nos da paso a una gran terraza con inmejorables vistas. En la planta sótano, nos encontramos con una sala destinada a lavandería, trastero y sala de maquinas, además hay otro salón para varios usos y entrada al garaje cerrado para dos coches. El chalet al tener una ubicación privilegiada y estar a escasos minutos del pueblo de Pozuelo, pero retirado de ruidos, cuenta con todos los privilegios de tener al alcance tiendas de todo tipo, centros comerciales, la universidad ESSIC, Decathlon, colegios, y transportes de bus a Madrid, Boadilla de Monte, Majadahonda. Perfecto para vivir de lujo.",False,good,False,4502.0,False,False,False,False,[],False,False,1490000.0,€,chalet,semidetachedHouse,"Zona Pueblo, Pozuelo de Alarcón",Chalet pareado en calle Francisco Béjar,ENRIQUE ÁLVAREZ,,,Zona Pueblo,,True,True,,,,
108566692,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/f2/75/1348651458.webp,30,250000.0,duplex,sale,199.0,3,2,calle Gobernador,Madrid,Parla,Reyes,es,40.2351917,-3.7667726,False,https://www.idealista.com/inmueble/108566692/,"Agencia inmobiliaria de PARLA zona PARLA REYES - LAS AMÉRICAS Oficina Tecnocasa VENDE PISO CON LOCAL, situado en zona de Reyes, cercano al centro de salud 'Isabel II', colegios e institutos y centro comercial 'El Ferial'. + Piso junto local con acceso a almacén comunicado mediante escalera de caracol + Versatilidad en la distribución + Buena oportunidad para usarlo como comercio con vivienda arriba desde la que tener tu negocio más cerca que nunca + Cajas fuertes + Muy espacioso por sus metros útiles distribuidos en: almacén, planta baja a pie de calle y planta superior (1ºpiso) + 2 Grandes escaparates exteriores + Baño completo en primera planta + Aseo en almacén + Puertas con cierres eléctricos en planta baja + Ubicación estratégica y transitada + Variedad de servicios y/o puntos de interés cercanos El piso con local se caracteriza por su buena distribución, excelente ubicación y sobre todo por su AMPLITUD. ZONA REYES - LAS AMÉRICAS El inmueble en venta se ubica en zona de Reyes, rodeada de una amplia variedad de comercios, tales como galerías de alimentación, restauración y textil. También está cercano al centro de salud, farmacias, biblioteca municipal “Gloria Fuertes” bancos y cajeros, colegios, institutos, y grandes zonas verdes con parques infantiles. TECNOCASA, red inmobiliaria líder en el sector con más de 30 años de experiencia, presente en más de 11 países, 900 oficinas a nivel nacional y con 400 oficinas en la Comunidad de Madrid. Realizamos valoraciones de su hogar totalmente gratuitas; gestionamos el proceso de post-venta (tanto para comprador como para el vendedor); además, les daremos toda la información que necesiten sobre hipotecas, les ayudaremos a tramitar herencias, certificados, cambios de titularidad, plusvalías, permiso de venta, etc. Contamos con la colaboración del departamento de financiación de KÍRON, su experto intermediario que le asesorará gratuitamente sin ningún compromiso. Nuestros servicios: - Hipoteca “primera vivienda”. - Hipoteca “cambio de vivienda”. - Hipoteca 100%. Disponemos de las mejores viviendas del mercado. NO DUDE EN VISITARNOS.",False,renew,False,1256.0,False,False,False,False,[],False,False,250000.0,€,flat,duplex,"Reyes, Parla",Dúplex en calle Gobernador,,1,True,,False,,,,,,
107732660,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/cc/98/65/1321179489.webp,38,239000.0,flat,sale,76.0,2,2,calle del Pico de Almanzor,Madrid,Madrid,Puente de Vallecas,es,40.4033614,-3.6621649,False,https://www.idealista.com/inmueble/107732660/,"TECNOCASA - ESTUDIO NUEVA NUMANCIA S. L. - Pone a la venta magnífica vivienda en uno de los barrios mejor comunicados de la zona centro de Madrid: Nueva Numancia. Se trata de un piso de dos dormitorios, originalmente de 4, calefacción de gas natural y ascensor, situado en la entreplanta de un edificio que hace esquina, con doble puerta de portal otorgándole alta seguridad. La puerta de entrada a la vivienda es blindada, y por ella accedemos al pasillo, que actúa como distribuidor de la vivienda. A mano izquierda, encontramos el salón, muy luminoso y amplio (23 metros), siendo exterior, igual que todas las estancias de la vivienda salvo los baños, con dos ventanas de climalít, como todas las de la vivienda, oscilobatientes de doble acristalamiento y aire acondicionado de gran capacidad con bomba de frío y calor. Frente a la entrada se ubica la cocina, totalmente reformada de diseño, con vitrocerámica de inducción y cajoneras con freno para evitar golpeo al cerrarse. Continuando, encontramos el despacho, primer dormitorio de los 2 que dispone a día de hoy, espacioso y luminoso. Al final del pasillo, encontramos primero el cuarto de baño de invitados, totalmente reformado y con plato de ducha con hidromasaje. Al lado de este cuarto de baño, encontramos 2 habitaciones unidas en 1. La primera hace las veces de vestidor, exterior con ventana y aire acondicionado con bomba de frío y calor, y da paso al dormitorio principal, muy amplio y luminoso, y que comunica con el segundo cuarto de baño, estilo suite, con puerta corredera; dispone de plato de ducha grande y está totalmente reformado. Tanto la red eléctrica como la fontanería está cambiada en su totalidad, y los suelos son de parquet. ¿A qué esperas para venir a verlo? ¡No pierdas la oportunidad y concierta ya una visita! Si necesitas ayuda con tu hipoteca, disponemos de Kìron, nuestro departamento financiero, que te ayudará a conseguir el préstamo con las mejores condiciones posibles. Cítate gratuitamente con ellos para conseguir más información.",False,good,False,3145.0,False,False,False,False,[],False,False,239000.0,€,flat,,"Numancia, Madrid",Piso en calle del Pico de Almanzor,,en,True,Numancia,True,,,,,,
108884865,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/87/84/1357909847.webp,21,415000.0,flat,sale,65.0,1,1,calle de Palos de la Frontera,Madrid,Madrid,Arganzuela,es,40.4024617,-3.6959377,False,https://www.idealista.com/inmueble/108884865/,"Se vende luminoso piso en el barrio de Palos de la Frontera (Arganzuela), una de las zonas más demandadas de Madrid, ideal para una persona o pareja. La vivienda se encuentra completamente amueblada, con electrodomésticos incluidos, y lista para entrar a vivir. Cuenta con un dormitorio, un baño completo, suelos de parquet, ventanas de climalit y está ubicada en una excelente finca con conserje y dos ascensores. Dispone de una magnífica comunicación en transporte público, a pocos metros del metro y con varias líneas de autobús cercanas, y está rodeada de todos los servicios necesarios para el día a día: mercado tradicional, Mercadona, polideportivo, tiendas, bares. Una oportunidad perfecta para vivir en el centro de Madrid con todas las comodidades.  Si está interesado, no dude en contactar con nosotros para más información o concertar una visita.",False,good,False,6385.0,False,False,False,False,[],False,False,415000.0,€,flat,,"Palos de la Frontera, Madrid",Piso en calle de Palos de la Frontera,,5,True,Palos de la Frontera,True,,,,,,
108437208,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/0f/13/1344843650.webp,27,227000.0,duplex,sale,115.0,3,2,calle del Clavel,Madrid,Meco,,es,40.5517855,-3.3257869,False,https://www.idealista.com/inmueble/108437208/,"AGENCIA INMOBILIARIA DE TECNOCASA VENDE EXCELENTE DÚPLEX EN EL CENTRO DE MECO. El edificio se encuentra en buena situación con supermercados cercanos y a 5 minutos andando del centro con bancos, en una zona totalmente residencial etc. La vivienda se distribuye de la siguiente forma; Según entramos nos encontramos con un hall distribuidor, nos da acceso a un amplio salón, con un ventanal donde entra bastante claridad por su buena orientación, a continuación tenemos la cocina equipada con electrodomésticos. En la misma planta tenemos habitación con armarios empotrados, y un baño completo con bañera. En la segunda planta, contamos con dos amplios dormitorios con armario empotrado, además baño completo con plato de ducha. La vivienda se encuentra en muy buen estado de conservación. Posibilidad de financiación del 100% con nuestro departamento financiero Kiron.",False,good,False,1974.0,False,False,False,False,[],False,False,227000.0,€,flat,duplex,Meco,Dúplex en calle del Clavel,,1,True,,False,True,True,,,,
108593481,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/a5/cf/1349412395.webp,5,5100000.0,flat,sale,295.0,3,4,calle del Conde de Aranda,Madrid,Madrid,Barrio de Salamanca,es,40.4230678,-3.6880367,False,https://www.idealista.com/inmueble/108593481/,"Ubicado en la prestigiosa calle Conde de Aranda, en pleno corazón de Recoletos, HOMECOLLECTION presenta este elegante piso para reformar representando así una oportunidad única para quienes desean diseñar a medida una vivienda en una de las zonas más codiciadas del Barrio de Salamanca. Situado en una finca señorial y con una orientación privilegiada, el inmueble combina el encanto clásico con una propuesta de diseño contemporáneo. La propiedad, de distribución funcional y pensada al detalle, se puede distribuir con tres amplios dormitorios, todos con baño en suite, además de un aseo de cortesía. El salón-comedor, luminoso y bien proporcionado, se abre a unas impresionantes vistas que aportan amplitud y calidez al espacio. La cocina, contaría con gran amplitud y máxima luz, siendo un punto focal tanto por su diseño como por su funcionalidad. Esta vivienda es ideal para un cliente que valore la exclusividad, la comodidad y un entorno vibrante. Rodeado de boutiques de lujo, restaurantes de referencia y excelentes servicios, este piso ofrece lo mejor de la vida urbana madrileña con el máximo confort y estilo. Para más información y concertar una visita, no dude en contactar con HOMECOLLECTION.",False,good,False,17288.0,True,False,False,False,[],False,False,5100000.0,€,flat,,"Recoletos, Madrid",Piso en calle del Conde de Aranda,1330,3,True,Recoletos,True,True,True,,,,
108682786,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/96/34/1352031093.webp,28,259000.0,flat,sale,56.0,1,1,calle de Ricardo Ortiz,Madrid,Madrid,Ciudad Lineal,es,40.4259262,-3.65896,False,https://www.idealista.com/inmueble/108682786/,"Agencia Inmobiliaria de MADRID. - Zona EL CARMEN - RICARDO ORTIZ - CUIDAD LINEAL VENDE: Vivienda exterior con trastero, buena distribución y excelente ubicación en Ricardo Ortiz Ponemos a la venta esta acogedora vivienda de 56 m² construidos, situada en una altura equivalente casi a una primera planta, elevada respecto al nivel de la calle, lo que garantiza privacidad, luminosidad y una sensación de mayor seguridad, sin los inconvenientes habituales de una planta baja tradicional. Se trata de un piso de un dormitorio bien distribuido, con estancias independientes, luz natural en todas las habitaciones (incluido el baño) y una configuración que ofrece comodidad y funcionalidad, ideal para quien busca un espacio propio en una zona tranquila y bien conectada. Distribución: •Dormitorio independiente, amplio, con buena entrada de luz. •Salón comedor exterior, resultado de haber unido el segundo dormitorio original al espacio de estar, lo que permite una zona de día más amplia y confortable. •Cocina independiente, en buen estado y mejorada hace aproximadamente dos años, equipada y funcional. •Cuarto de baño con ventana, lo que permite ventilación natural. •Trastero incluido, muy útil como desahogo adicional. Características destacadas: •Suelos de tarima. •Calefacción central con contadores individuales, lo que permite pagar solo por el consumo real. •Finca con ascensor y portal adaptado a personas con movilidad reducida. •Vivienda completamente exterior, con buena entrada de luz natural en todas sus estancias. Entorno con servicios, zonas verdes y excelentes conexiones Situada en calle Ricardo Ortiz, en pleno distrito de Ciudad Lineal, la vivienda se encuentra en un entorno residencial consolidado, tranquilo pero con vida de barrio, ideal para quienes valoran la cercanía a todos los servicios sin renunciar a la comodidad. •A poca distancia de las estaciones de metro La Elipa (L2) y El Carmen (L5), con varias líneas de autobús en las inmediaciones. •Rápido acceso a M-30 y A-2, perfecto para moverse por Madrid o salir de la ciudad. •A escasos minutos de centros médicos de referencia como el Hospital Gregorio Marañón, el Hospital de La Princesa o el Quirón San José. •Rodeada de supermercados, comercios de proximidad, cafeterías, farmacias, colegios y zonas verdes como el Parque El Calero. Una oportunidad perfecta para quienes buscan una vivienda funcional, con luz, bien ubicada y lista para entrar a vivir.  ¿Buscas viviendas de esta tipología? Acuda a nuestra oficina en la Calle Ricardo Ortiz 29 (Tecnocasa) y nuestros asesores le ampliaran la información sobre está u otras viviendas. PASE SU PROPUESTA Y APROVECHE EL MOMENTO. En nuestra oficina también le podemos ofrecer asesoramiento financiero y profesional de forma gratuita y ofrecerle los productos financieros del mercado más ventajosos para usted.",False,good,False,4625.0,False,False,False,False,[],False,False,259000.0,€,flat,,"Ventas, Madrid",Piso en calle de Ricardo Ortiz,,1,True,Ventas,True,,,,,,
108689075,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/d9/01/1352209542.webp,16,280000.0,duplex,sale,107.0,2,2,Centro,Madrid,Parla,Centro,es,40.2390301,-3.7748278,False,https://www.idealista.com/inmueble/108689075/,"¡Atención amantes de las terrazas! CASALIA presenta este impresionante ático dúplex en Parla con 107 m² construidos y espectaculares espacios exteriores para disfrutar todo el año. ¿Buscas una vivienda diferente, luminosa y con grandes terrazas privadas? ¡Este dúplex te va a encantar! Situado en una zona tranquila y bien comunicada de Parla, este ático dúplex te recibe con un amplio y acogedor salón ideal para relajarte o compartir momentos inolvidables. La cocina, cómoda y funcional, conecta perfectamente con el resto de la vivienda. En la planta baja, encontrarás un espacio originalmente diseñado como aseo, que actualmente se utiliza como despensa, pero que puede volver a su función original si lo deseas. La planta superior alberga dos dormitorios: uno principal amplio y luminoso, y otro ideal como habitación juvenil, despacho o cuarto de invitados. Además, cuenta con un baño completo en esta misma planta. ¿Lo mejor? Dos terrazas privadas muy amplias, perfectas para disfrutar del sol, organizar cenas al aire libre o simplemente desconectar sin salir de casa. En cuanto a climatización, la vivienda dispone de dos máquinas de aire acondicionado con bomba de frío y calor (una en el salón y otra en el dormitorio principal). Aunque actualmente no hay sistema de calefacción instalado, la preinstalación completa ya está hecha, lo que facilita su incorporación si se desea. Plaza de garaje opcional por solo 8.000 €. No dejes pasar esta oportunidad de vivir en un ático con todas las comodidades. ¡Llámanos y ven a conocerlo con CASALIA!",False,good,False,2617.0,False,False,False,False,[],False,False,280000.0,€,flat,duplex,"Centro, Parla",Dúplex,090821,2,True,,True,True,False,8000.0,,,
108821260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/0a/74/1356120389.webp,45,220000.0,chalet,sale,160.0,4,3,CL ALCALA BAJA,Madrid,Carabaña,,es,40.2602946,-3.2409489,False,https://www.idealista.com/inmueble/108821260/,"**Casa / Chalet Adosado en Venta en Carabaña** Descubre este encantador chalet adosado en Carabaña, un lugar ideal para disfrutar de la tranquilidad y la naturaleza. Con una construcción de 160 m² (y una parcela de 271 metros cuadrados), esta vivienda se distribuye en dos plantas que ofrecen un diseño funcional y luminoso. En la planta baja, encontrarás un acogedor salón-comedor que da acceso a un amplio patio, perfecto para disfrutar de momentos al aire libre. La cocina está equipada y cuenta con un práctico acceso al patio, brindando comodidad en el día a día. La planta baja también incluye una habitación versátil que puede servir como dormitorio o oficina, además de un cuarto de baño y una habitación-bodega con chimenea francesa, ideal para crear un ambiente cálido en invierno. La caldera de gas-oil y el depósito se encuentran convenientemente ubicados en esta planta.  En la primera planta se ubican tres dormitorios, dos de ellos con armarios empotrados, proporcionando amplio espacio de almacenamiento. Además, hay dos baños, uno de ellos en la suite del dormitorio principal, lo que añade un toque de privacidad y confort. La calefacción por bomba de frío/calor asegura un ambiente agradable durante todo el año. Situado a orillas del río Tajuña, este chalet forma parte de una comunidad bien establecida y tranquila, a solo 50 km de Madrid. Carabaña es conocida por su aceite de oliva virgen extra y sus aguas purgantes, lo que la convierte en un lugar atractivo para vivir. Además, la posibilidad de instalar una piscina en el patio añade un valor extra a esta propiedad. ¡No pierdas la oportunidad de hacer de este chalet tu nuevo hogar!",False,good,False,1375.0,False,False,False,False,[],False,False,220000.0,€,chalet,terracedHouse,Carabaña,Chalet adosado en Cl Alcala Baja,,,,,,True,True,,,,
108506676,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/2a/8c/1346940239.webp,15,189900.0,flat,sale,50.0,2,1,calle de Los Colorantes,Madrid,Madrid,San Blas,es,40.4262158,-3.6175648,False,https://www.idealista.com/inmueble/108506676/,"Inmovelilla, presenta esta nueva oportunidad, en la zona de San Blas. El inmueble cuenta con una superficie de 45 metros cuadrados, distribuidos en, 2 dormitorios, salón, cocina y baño con plato de ducha. En esta ocasión nos encontramos con una vivienda reformada, en cuanto a fontanería y electricidad, pintura lisa y suelo de tarima.  El barrio de San Blas es una zona que mezcla de viviendas, espacios verdes y una buena infraestructura de servicios. El inmueble se encuentra en un área bastante accesible, rodeada de un entorno que combina vida residencial, comercios y equipamientos públicos. El Barrio dispone de colegios, centro de salud. Cuenta con varias líneas de autobús y estaciones de metro cercanas(estación Canillejas, o San Blas). Facilitando desplazamientos dentro de Madrid. En las calle adyacentes hay supermercados, tiendas de barrio, farmacias y otros servicios básicos que cubren necesidades diarias de los residentes. También encontramos instalaciones deportivas y centros culturales en el barrio, promoviendo la vida activa y cultural de los habitantes. HONORARIOS DE AGENCIA E IMPUESTOS NO INCLUIDOS EN EL PRECIO DE LA PUBLICACIÓN. En caso de precisar financiación, Inmovelilla pone a su disposición, el departamento financiero, llegando a conseguir el 100% de la misma (siempre sujeto a condiciones). Nos encontramos en Calle Beatriz 3 de Mejorada del Campo y en Calle Mayor 3 de Velilla de San Antonio. No pierdas la oportunidad y agenda visita.",True,good,False,3798.0,False,False,False,False,[],False,False,189900.0,€,flat,,"Arcos, Madrid",Piso en calle de Los Colorantes,,3,True,Arcos,False,,,,194990.0,5090.0,3.0
104768972,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/d5/7b/1231029451.webp,16,673835.0,flat,sale,109.0,2,3,"calle del Desengaño, 16",Madrid,Madrid,Centro,es,40.42111,-3.7033996,True,https://www.idealista.com/inmueble/104768972/,"Bienvenidos a esta excepcional oportunidad de obra nueva en Gran Vía. Este piso en venta cuenta con una superficie de 109 m2 distribuidos en 2 habitaciones y 3 baños (2 en suite). Además, podrás disfrutar de una maravillosa terraza exterior y armarios empotrados en todas las habitaciones para mayor capacidad de almacenaje y comodidad.  El salón comedor integrado con la cocina americana te permitirá disfrutar de una amplia zona de estar y de comidas en un mismo espacio. Los electrodomésticos están incluidos para que no tengas que preocuparte por nada.  Los suelos de gres porcelánico y la iluminación LED perimetral le dan a la vivienda un toque moderno y elegante. Las ventanas y puertas abatibles con rotura de puente térmico te garantizan un aislamiento térmico y acústico óptimo.  La calefacción por gas natural con caldera de condensación te permitirá disfrutar de una temperatura agradable y eficiente. Además, al ser obra nueva, tendrás la tranquilidad de saber que todo está en perfecto estado.  La memoria de calidades y el plano de la vivienda están disponibles para que puedas conocer todos los detalles. Este piso se encuentra en la planta primera con ascensor, lo que te garantiza una mayor comodidad. No pierdas la oportunidad de vivir en pleno Gran Vía.",False,good,False,6182.0,False,False,False,False,[],False,False,673835.0,€,flat,,"Malasaña-Universidad, Madrid","Piso en calle del Desengaño, 16",,1,True,Malasaña-Universidad,True,,,,,,
