propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108849524,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/4a/6b/1356920489.webp,24,420000.0,penthouse,sale,65.0,1,1,calle del Río Matarraña,Madrid,Madrid,San Blas,es,40.43789,-3.6355015,False,https://www.idealista.com/inmueble/108849524/,"Ático exclusivo con dos terrazas privativas de 40 m2 y 8 m2. Cuenta con buenas calidades y se encuentra en una zona muy bien comunicada y con todo tipo de servicios. La vivienda tiene una superficie construida de 63 m2 sin contar las terrazas. Está distribuida en 1 dormitorio doble con un amplio armario-vestidor de cuatro cuerpos, salón comedor de 25 m2, cocina amueblada y totalmente equipada, un baño completo, una terraza de 8 m2 con acceso directo desde el salón, y otra terraza de 40 m2 en la planta superior. Además, la Terraza de la planta superior cuenta con un cerramiento de 8 m2 con posibilidades de diferentes tipos de uso.  La vivienda se encuentra en un estado óptimo y cuenta con buenas calidades. Dispone de suelo de madera, un amplio armario empotrado, calefacción individual por gas natural, aire acondicionado con bomba de calor en el salón. Carpintería exterior de pvc con refuerzo térmico.  Está situada junto a la calle Alcalá, y la zona donde se encuentra cuenta con muy buena comunicación por transporte público y privado. Junto a todo tipo de servicios como supermercados, centro de salud, guarderías, instituto público, zonas verdes, parques, y zonas comerciales como el Centro comercial Alcalá Norte.",False,good,False,6462.0,False,False,False,False,[],False,False,420000.0,€,flat,penthouse,"Salvador, Madrid",Ático en calle del Río Matarraña,,4,True,Salvador,True,,,,,,
108840545,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/bd/fc/1356659976.webp,14,254900.0,flat,sale,48.0,1,1,Barrio Pau de Carabanchel,Madrid,Madrid,Carabanchel,es,40.3612921,-3.7552483,False,https://www.idealista.com/inmueble/108840545/,"MAYA Consulting vende esta maravilla de vivienda urbana en el deseado barrio del PAU DE CARABANCHEL! ¡Te presentamos este espectacular piso en el corazón del PAU que simplemente les robará el aliento. Con un total de casi 50 metros cuadrados distribuidos de forma inmejorable, esta joya de la arquitectura urbana ofrece el equilibrio perfecto entre comodidad y estilo contemporáneo. Este excepcional inmueble se compone de 1 acogedora habitación y 1 moderno baño, diseñados con la máxima atención al detalle para satisfacer las necesidades más exigentes de sus futuros residentes, cocina americana donde tendrás to lo necesario y un amplio y cómodo salón donde obtener el descanso que te mereces después de una largo día!. Además, cuenta con la ventaja adicional de un garaje privado, garantizando la seguridad y practicidad que todos buscamos en nuestro día a día. ¿Buscas espacio adicional para almacenamiento? ¡No te preocupes! Este piso también incluye un generoso trastero de 8.55 metros cuadrados, ideal para guardar tus pertenencias de forma ordenada y sin sacrificar el espacio vital de tu hogar. La luminosidad invade cada rincón de esta propiedad, creando un ambiente cálido y acogedor que te invita a relajarte y disfrutar de momentos inolvidables en la comodidad de tu nuevo hogar. ¿Quieres disfrutar de las comodidades de un estilo de vida moderno y exclusivo? ¡Este piso es la opción ideal para ti! Con ascensor, piscina, gimnasio, pista de pádel y mucho más, ven a conocer el hogar perfecto donde disfrutaras tanto dentro como en las zonas comunes del edificio. Pero eso no es todo, porque este maravilloso piso también cuenta con calefacción eléctrica y preinstalación por conductos para aire acondicionado, garantizando tu confort en todas las estaciones del año. ¡Imagina llegar a casa y sentirte abrazado por la temperatura perfecta en todo momento! Esta vivienda está ubicada en la mejor zona del PAU con la parada de metro de ""LA PESETA"", literalmente debajo de casa, con todos servicios a mano como colegios, supermercados, centro de salud, autobuses y todos los servicios que puedas necesitar, además tendrás fácil y cercano acceso a M40, M45 y A42. En resumen, esta propiedad es mucho más que un simple piso, es el lugar donde tus sueños se hacen realidad y donde cada detalle ha sido cuidadosamente pensado para brindarte el hogar que siempre has deseado. No pierdas la oportunidad de convertir este piso en el hogar de tus sueños. ¡Contáctanos ya y descubre la magia de vivir en el PAU DE CARABANCHEL! ¡Te garantizamos que no te arrepentirás! MAYA Consulting, creando hogares desde el año 2000!",False,good,False,5310.0,True,False,False,False,[],False,False,254900.0,€,flat,,"Pau de Carabanchel, Madrid",Piso,29244M,4,True,Pau de Carabanchel,True,True,True,,,,
108572812,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/e1/1d/1348819563.webp,62,530000.0,flat,sale,134.0,4,2,"calle Carballino, 29",Madrid,Alcorcón,Valderas - Los Castillos,es,40.3502394,-3.807633,True,https://www.idealista.com/inmueble/108572812/,"Inmobiliarias Inmocovep comercializa la venta de esta fantástica vivienda de esquina, con 4 dormitorios y 2 baños en el exclusivo EDIFICIO PLAZA, junto a la estación de Metro Joaquín Vilumbrales. ¡ La casa que estabas esperando ya está aquí!.  Te presentamos esta maravillosa vivienda, actualmente distribuida en 3 amplios dormitorios, todos ellos equipados con armarios empotrados completamente vestidos en su interior. El dormitorio principal de casi 20 m², además, cuenta con una bonita y práctica zona de vestidor con luz natural, gracias a su ventana exterior. Originalmente, la vivienda disponía de 4 dormitorios; si lo deseas, únicamente elevando el tabique, podrás recuperar el cuarto dormitorio y adaptar el espacio a tus necesidades. El corazón de la vivienda es un espectacular salón-comedor de 33 m², con doble comunicación, un gran mirador y abundante luz natural, que creará el ambiente perfecto para disfrutar de tus momentos de descanso y bienestar. La propiedad también dispone de 2 espaciosos cuartos de baño completos, ambos con plato de ducha y con ventana al exterior, uno de ellos en suite. El hall de entrada incluye un armario empotrado muy funcional y la cocina de 12 m², en formato L, ofrece un estupendo espacio para comer y está equipada con mobiliario de gran capacidad de almacenamiento. En cuanto a sus calidades, la puerta de acceso a la vivienda es blindada, las puertas de interior son de madera de roble, los suelos son de una elegante tarima, las ventanas son de aluminio lacado rotura de puente térmico con apertura oscilobatiente, los radiadores son de aluminio y dispone de toldos y capotas nuevos en todas sus ventanas. Respecto a la climatización, la calefacción es individual de Gas Natural, con caldera renovada y dispone de aire acondicionado en toda la casa mediante splits. La situación y orientación de esta vivienda son privilegiadas, ya que se encuentra en la 2ª planta de un edificio de 7 alturas, siendo ésta de esquina, se beneficia de una excelente orientación, lo que garantiza abundante luz natural en todas las estancias y unas vistas espectaculares a la Avenida de la Libertad. Se incluye en el precio un amplio cuarto trastero de 5 m² y altos techos, situado en la planta sótano del edificio. Además, si lo desea, tiene la posibilidad de adquirir una segunda plaza de garaje (no incluida en el precio), situada justo al lado de la plaza ya incluida, lo que le permitirá disfrutar de dos de las mejores plazas de aparcamiento disponibles en el edificio. Su ubicación es inmejorable, situada junto a la estación de Metro Joaquín Vilumbrales (Línea 10 del Metro de Madrid) y paradas de autobús en la puerta, a tan solo 100 metros del centro de salud, rodeada de parques, colegios en todas sus etapas educativas, tanto públicos como concertados, además de todos los servicios que pueda necesitar en su día a día, supermercados, restauración, tiendas, bancos, etc. Además, cuenta con excelentes conexiones por carretera. La Urbanización en la que está ubicada es una de las mejores y más demandadas de la zona, dispone de piscina y pista de tenis, vigilancia 24 horas mediante cámaras y personal de seguridad, está totalmente adaptada para personas con movilidad reducida El edificio dispone de 2 ascensores y videoportero.  ¡ Muy importante, Inmocovep no cobra comisión al comprador! EL PRECIO NO INCLUYE LO SIGUIENTE: Impuestos (ITP), Tasación bancaria, Notaria, Gestoría y Registro Este anuncio en su conjunto, incluyendo textos, fotos, imágenes o cualquier otro contenido del mismo, no es vinculante dado que la información es ofrecida por terceros y puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,3955.0,False,False,False,False,[],False,False,530000.0,€,flat,,"Valderas - Los Castillos, Alcorcón","Piso en calle Carballino, 29",2247,2,True,Valderas - Los Castillos,True,True,True,,,,
108401481,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/d6/d6/1343096288.webp,2,1200000.0,flat,sale,100.0,3,2,calle de Ibiza,Madrid,Madrid,Retiro,es,40.4181194,-3.6715738,False,https://www.idealista.com/inmueble/108401481/,"Alonso & Vega Luxury Homes, especialistas en viviendas de Lujo, GESTIÓN DIRECTA Y TOTAL TRANSPARENCIA. Sabemos que TU TIEMPO IMPORTA, tenemos TU CASA IDEAL. Espectacular piso de 100 m² totalmente reformado con un exquisito diseño del interior y materiales de primera calidad, listo para entrar! Amplio salón dividido en dos ambientes con comedor y salida directa a la terraza. Tres amplios dormitorios y dos baños. El dormitorio principal con baño en suite. Cocina integrada totalmente equipada con electrodomésticos de alta gama. Armarios empotrados. Calefacción central Su proximidad al parque del retiro, permite disfrutar de diferentes actividades deportivas, ocio… y próximo a la Puerta de Alcalá, la Plaza de Cibeles, el Museo del Prado o el Real Jardín Botánico.",False,good,False,12000.0,True,False,False,False,[],False,False,1200000.0,€,flat,,"Ibiza, Madrid",Piso en calle de Ibiza,ESPECTACULAR PISO EN LA CALLE IBIZA,2,True,Ibiza,True,,,,,,
108758327,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/46/e4/1354243311.webp,20,229900.0,flat,sale,72.0,3,1,calle Pío XII,Madrid,Collado Villalba,Villalba Estación,es,40.6309232,-4.0013959,False,https://www.idealista.com/inmueble/108758327/,"Inmobiliaria Momentos vende vivienda para entrar a vivir en excelente ubicación. La vivienda consta de de tres amplios dormitorios, cuarto de baño, cocina con terraza incorporada, pasillo y amplio salón con acceso a terraza abierta. Respecto a las calidades podemos apreciar sus cerramientos con rotura de puente térmico de tipo climalit, aire acondicionado en salón y dormitorio principal, suelo en gres, toldo en terraza. ect. Vivienda muy luminosa con bonitas vistas despejadas hacia zonas verdes. Gastos de comunidad actual: 50€. Contribución (IBI): 360€ (APROX). Opción de hasta dos plazas de garaje a escasos 5 metros del portal por 15.000€ cada una. Financiación de hasta el 100%. ¡ No dude en visitarla!",False,good,False,3193.0,False,False,False,False,[],False,False,229900.0,€,flat,,"Villalba Estación, Collado Villalba",Piso en calle Pío Xii,,2,True,,False,True,False,15000.0,,,
103196734,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/1b/82/264422193.webp,21,155000.0,penthouse,sale,45.0,1,1,huerto del molino,Madrid,Valdemorillo,Valdemorillo pueblo,es,40.5001915,-4.0669134,False,https://www.idealista.com/inmueble/103196734/,"Apartamento de 1 dormitorio de 45 m2 con 1 dormitorio de 12m2, baño completo con pequeño trastero dentro de la casa, armario grande, salón de 17 m2, cocina de 7m2, la casa esta recién pintada y con suelo nuevo a estrenar, es un segundo sin ascensor, listo para entrar ya, los techos están abuhardillados, la casa es muy cómoda, dispones de una entrada que puede usarse como terraza que es de la casa para su uso, dispone de aire acondicionado frio y calor, cualquier duda llamarnos, zona tranquila cerca del Gimnasio, es ideal para inversores para alquilarla, la casa la entregamos con nuevo inquilino con seguro de impago en 650 € al mes, cualquier duda llamarnos y lo comentamos.",False,good,False,3444.0,False,False,False,False,[],False,False,155000.0,€,flat,penthouse,"Valdemorillo pueblo, Valdemorillo",Ático en huerto del molino,1805,2,True,,False,,,,,,
108785053,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/7c/de/1355035123.webp,23,550000.0,flat,sale,122.0,4,2,Sector de los Pueblos,Madrid,Tres Cantos,Primera Fase - Nuevo Tres Cantos,es,40.6138092,-3.7152824,False,https://www.idealista.com/inmueble/108785053/,"Piso 122 m², salon con amplias vistas despejadas, 4 dormitorios grandes, 2 baños ( principal plato de ducha),   cocina con tendedero, armarios empotrados, pintura lisa, suelos de madera, aire acondicionado en todas las habitaciones y en el salon, calefacción individual gas natural, ventanas PVC oscilobatientes, tomas de TV e internet en todas las habitaciones. Reformado recientemente. Es una ultima planta con mucha luz y vistas despejadas. Tiene como anejos plaza de garaje y gran trastero. Ubicado en el Sector Pueblos, junto colegios Humanitas, Mercedarias, Ciudad de Columbia y Carmen Iglesias. Paradas de autobús a 1 minuto, a 5 minutos de la Avenida de Colmenar Viejo y salida inmediata a M607. SIN HONORARIOS DE AGENCIA PARA EL COMPRADOR.",False,good,False,4508.0,False,False,False,False,[],False,False,550000.0,€,flat,,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Piso en Sector de los Pueblos,VTC430,5,True,,True,True,True,,,,
108640010,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/e6/e6/1350738619.webp,23,225000.0,flat,sale,89.0,2,1,CL CASARABONELA,Madrid,Madrid,Usera,es,40.3701712,-3.6908713,False,https://www.idealista.com/inmueble/108640010/,"**Piso en planta baja ideal para tu nuevo hogar** Descubre este magnífico piso en planta baja que combina comodidad y estilo. Con 89 m² construidos, este espacio cuenta con 2 dormitorios, con la posibilidad de reconvertirlo en 3 según tus necesidades. Todas las estancias son exteriores, lo que garantiza una luminosidad excepcional durante todo el día. La cocina, equipada con un tendedero cubierto, es perfecta para los amantes de la gastronomía. El salón se abre a una terraza cubierta, ideal para disfrutar de momentos al aire libre. Además, el baño está diseñado con un práctico plato de ducha y el pasillo ofrece acceso a 4 armarios empotrados, brindando un amplio espacio de almacenamiento. La calefacción por gas natural y la fontanería reformada aseguran un hogar cálido y funcional. Ubicado en una comunidad tranquila, con un IBI de solo 275 € anuales y una cuota de comunidad de 70 €, este piso es perfecto para entrar a vivir o adecuar a tu gusto. Con suelos de gres de calidad en perfecto estado y radiadores actuales, este inmueble es una oportunidad que no querrás dejar pasar.  ¡Ven a verlo y empieza a imaginar tu nueva vida aquí!",True,renew,False,2528.0,False,False,False,False,[],False,False,225000.0,€,flat,,"San Fermín, Madrid",Piso en Cl Casarabonela,C2BB,bj,True,San Fermín,False,,,,,,
108296558,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/5f/dd/1339882815.webp,21,240000.0,flat,sale,79.0,3,1,avenida de Berlin,Madrid,Coslada,Ciudad 70,es,40.4184132,-3.5424752,False,https://www.idealista.com/inmueble/108296558/,"Vendemos fantástico piso todo exterior, muy luminoso en la mejor zona de Coslada. Se sitúa en una cuarta planta con ascensor, consta de 79 m2 según catastro ( 71m2 de vivienda + 8 de elementos comunes) se compone de salón independiente comunicado con terraza cerrada, cocina completa, tres dormitorios (uno doble y dos individuales) y un baño completo.  Cuenta como anejo inseparable con un cuarto trastero de 3 m2. El inmueble se encuentra en muy buen estado de conservación con varias reformas recientes, el baño se reformó hace tan sólo dos años y la cocina hace cinco. La calefacción es individual de gas natural y cuenta con una caldera de tan sólo un año y medio de antigüedad. A su vez cuenta con toldo y aire acondicionado en el dormitorio principal. Costes de IBI de 330 euros al año y Comunidad de 60 al mes. Excelentes comunicaciones líneas de autobuses 286,287, 289 y N203 en la puerta, con fácil salida a la M45 por carretera, la estación de Cercanías más cercana es Coslada Central y la estación de Metro seria la de San Fernando L7. Se encuentra a un paso del Supermercado Ahorramás, CEIP Alfredo Landa, Polideportivo el Cerro, Parque de la Colina, el Hospital de San Universitario de Henares... zona consolidada con todo tipo de comercios alrededor.  No deje pasar esta oportunidad de adquirir un inmueble para primera vivienda o inversión. No cobramos honorarios de intermediación a la parte compradora. Concertación de visitas con mínimo 48 horas de antelación. En el caso de haber dos o más clientes interesados en la propiedad se tendrá en cuenta la oferta económica más alta y condicionada a elección y aceptación de la propiedad. Inclusive si la mencionada oferta se situara por encima del precio fijado en el presente anuncio. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual. En el precio de venta al público, no se incluyen los gastos de adquisición o cancelación (Notario, registro, gestión, hipotecas, impuestos, plusvalías, honorarios, etc. El mobiliario, enseres, vehículos, o cualquier otro bien mueble que aparezca en las fotografías, NO queda incluido en el precio de transmisión, salvo que así se refleje de forma expresa en el anuncio.",False,good,False,3038.0,False,True,False,False,[],False,False,240000.0,€,flat,,"Ciudad 70, Coslada",Piso en avenida de Berlin,3403-02748,4,True,,True,,,,,,
108913265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/e6/da/1358758184.webp,4,1500000.0,flat,sale,159.0,3,3,CL PRINCESA,Madrid,Madrid,Moncloa,es,40.4308744,-3.7184438,False,https://www.idealista.com/inmueble/108913265/,"Piso de lujo en obra en calle Princesa – 159 m², 3 suites, segunda planta exterior con balcones Descubre esta exclusiva vivienda ubicada en calle Princesa, en el corazón de Argüelles, uno de los barrios más codiciados de Madrid. Situado en una segunda planta exterior, este piso cuenta con 159 m² construidos y se entrega completamente reformado, con acabados de alta gama y un diseño contemporáneo y elegante. La distribución ha sido pensada para ofrecer el máximo confort y funcionalidad: 3 dormitorios en suite, cada uno con baño privado y armarios empotrados Amplio salón comedor, muy luminoso, con 2 balcones exteriores a calle Princesa, que aportan encanto y luz natural Cocina, totalmente equipada con electrodomésticos de última generación Vivienda en obra actualmente, con entrega prevista completamente reformada y lista para estrenar Este piso combina lo mejor de la arquitectura tradicional con las comodidades modernas. Zona: Princesa–Argüelles es una de las áreas más vibrantes y mejor comunicadas de Madrid. A pocos pasos de Plaza de España, el Templo de Debod, y el Parque del Oeste, disfrutarás de zonas verdes, comercios exclusivos, restaurantes, colegios y excelente conexión de transporte público (metro, autobuses y cercanías). Ideal tanto para vivir como para invertir. Una propiedad con alma, perfecta para quienes buscan lujo, comodidad y ubicación privilegiada en Madrid.",False,good,False,9434.0,False,False,False,False,[],False,False,1500000.0,€,flat,,"Argüelles, Madrid",Piso en Cl Princesa,,2,True,Argüelles,True,,,,,,
105638664,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/da/a2/1259046481.webp,37,460000.0,chalet,sale,389.0,11,4,paseo de Francisco Moruve,Madrid,Cercedilla,,es,40.7395093,-4.0634551,False,https://www.idealista.com/inmueble/105638664/,"CARMEN 5 VENDE; Chalet independiente unifamiliar de estilo clásico, dividido en tres viviendas independientes con posibilidad de una cuarta, ideal para familias grandes o inversores, ofreciendo una versatilidad inigualable. Se distribuye de la siguiente manera: Planta baja: Dispone de recibidor, cocina, salón-comedor, tres amplios dormitorios, un baño y dos trasteros. Planta primera: dispone de recibidor, cocina, salón-comedor, cuatro dormitorios y dos baños.  Además, existe la posibilidad de crear dos apartamentos con entrada independiente, lo que lo hace perfecto para alquileres o para recibir a familiares y amigos. Equipada con ventanas climalit. Buhardilla: Cocina, salón-comedor, tres dormitorios y un baño. La vivienda está equipada con calefacción de gasoil. Este chalet no solo destaca por su estructura y distribución, sino también por su fantástica ubicación. ¡Contáctanos para más información y programar una visita!",False,good,False,1183.0,False,False,False,False,[],False,False,460000.0,€,chalet,independantHouse,Cercedilla,Casa independiente en paseo de Francisco Moruve,CER1235,,,,,,,,,,
108731351,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/b9/4e/1353689880.webp,38,380000.0,flat,sale,48.0,1,1,calle del General Álvarez de Castro,Madrid,Madrid,Chamberí,es,40.4333936,-3.7023549,False,https://www.idealista.com/inmueble/108731351/,"¡OPORTUNIDAD EN EXCELENTE UBICACIÓN – GENERAL ÁLVAREZ DE CASTRO! GRUPO PROPS S. L. presenta este acogedor piso en venta en una de las zonas más demandadas de Chamberí, ubicado en la calle General Álvarez de Castro, a pocos pasos de la Plaza de Olavide y perfectamente situado entre las estaciones de metro Quevedo e Iglesia. El inmueble cuenta con una habitación, un baño completo, aire acondicionado y calefacción por bomba de calor y frío. Gracias a su orientación sur, disfruta de una excelente luminosidad durante todo el día. Todas las estancias dan a un patio interior, lo que proporciona tranquilidad y buen aislamiento acústico. Dispone de agua caliente mediante termo eléctrico. Los gastos de comunidad son de 90 €/mes (incluyen el consumo de agua), y el IBI es de 350 €/año. El edificio se encuentra en una finca bien conservada, en un entorno privilegiado y con todos los servicios al alcance: comercios, zonas verdes, restaurantes, y una excelente conexión mediante metro y autobuses. A tan solo unos minutos caminando de la emblemática Plaza de Olavide, ideal para disfrutar del ambiente del barrio y la vida al aire libre. Esta propiedad es ideal tanto para inversores como para quienes buscan una vivienda propia en una ubicación inmejorable de Madrid. ¡No dejes pasar esta oportunidad! Llámanos y agenda tu visita. (Este anuncio no es vinculante, puede contener errores y se muestra a título informativo y no contractual).",True,good,False,7917.0,False,False,False,False,[],False,False,380000.0,€,flat,,"Trafalgar, Madrid",Piso en calle del General Álvarez de Castro,VTA.GADCRAM,4,False,Trafalgar,True,,,,,,
108681384,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/2e/5d/1351972406.webp,24,1100000.0,flat,sale,208.0,5,3,avenida de Brasilia,Madrid,Madrid,Barrio de Salamanca,es,40.4427603,-3.6624175,False,https://www.idealista.com/inmueble/108681384/,"CRC Gestion vende este magnifico piso de esquina en el la mejor zona del parque de las Avenidas.  Dispone de 4 dormitorios mas uno de servicio y tres baños completos, dos grandes salones todo exterior lo que aporta gran luminosidad. Las terrazas se incorporaron al interior de la vivienda lo que crea unos espacios todavia mas amplios en dormitorios y salon. La cocina con zona de office tendedero.  Buena orientacion Este-Sur con vistas al Parque, buen portal muy representativo con conserje. Zona totalmente consolidada, comercios, colegios, transporte publico a la puerta y boca de metro Parque de las Avenidas muy cercana. El piso requiere reforma.",False,renew,False,5288.0,False,False,False,False,[],False,False,1100000.0,€,flat,,"Guindalera, Madrid",Piso en avenida de Brasilia,,3,True,Guindalera,True,,,,,,
108718251,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/08/d6/1353140723.webp,44,150000.0,flat,sale,62.0,2,1,calle del Puerto de la Bonaigua,Madrid,Madrid,Puente de Vallecas,es,40.3874571,-3.6663507,False,https://www.idealista.com/inmueble/108718251/,"Grupo Operalia, vende agradable piso exterior muy luminoso en cuarta planta sin ascensor, ubicado en la zona del Puerto de la Bonaigua en Vallecas, ¡EXCELENTE OPORTUNIDAD! . La vivienda se distribuye en un hall a la entrada que comunica con el pasillo, en la zona izquierda nos encontramos con la cocina con muebles muebles altos y bajos y a continuación el baño  completamente reformado con plato de ducha, en la zona derecha tenemos al fondo del pasillo una especie de distribuidor a modo de estudio desde el que se accede al salón y a las 2 habitaciones, estas 3 estancias dan hacia la fachada principal con orientación este. El resto del piso se encuentra en estado normal, ideal para actualizarlo a tu gusto. El piso se ubica en una calle tranquila y a la vez comercial, en las inmediaciones existe un comercio de barrio donde poder distraerse y pasear en un entorno agradable, dispone de todo tipo de tiendas y comercios, y una buena oferta de restauración, a su vez tiene a escasos metros grandes establecimientos, como Mercadona, varios centros educativos y centros de salud, así como amplias zonas verdes. En cuanto a las comunicaciones cabe destacar la estación de metro de Portazgo a tan solo 5 minutos andando y Nueva Numancia a unos 15 minutos, también dispone de paradas de autobús en la puerta. El piso es perfecto para vivir, no pierdas la oportunidad y ven a visitarlo.",True,good,False,2419.0,False,False,False,False,[],False,False,150000.0,€,flat,,"San Diego, Madrid",Piso en calle del Puerto de la Bonaigua,,4,True,San Diego,False,,,,,,
108760841,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/d2/66/1354353309.webp,7,1285000.0,flat,sale,170.0,4,3,Barrio Aravaca,Madrid,Madrid,Moncloa,es,40.4582325,-3.7877039,False,https://www.idealista.com/inmueble/108760841/,"Bg les presenta en Pozuelo de Alarcón-Aravaca vivienda en planta baja con un jardín de 280 m², en una urbanización perfectamente ubicada cerca de zonas deportivas, centro Exclusivo Zielo y perfectamente comunicado tanto por cercanías como autobuses y  colegios. Vivienda de 170 m², 4 dormitorios y 3 baños más aseo. Se distribuye de la siguiente forma: Entramos y nos encontramos con un amplio hall con armario gabanero y baño de cortesía, a mano izquierda pasamos a un amplio salón dispone de dos ambientes con chimenea y acceso directo al jardín y cocina, a continuación se encuentra la cocina con zona office, cuarto de servicio con baño en suite, a mano derecha pasamos a zona dormitorios, cuenta con cuatro dormitorios amplios, el principal con baño en suite y vestidor, los otros tres dormitorios disponen de dos baños compartidos. La vivienda dispone de conserje, zonas verdes, piscina y dos plazas de garaje. La vivienda es toda exterior por lo cual parece vivir en una casa independiente, pero con las ventajas de vivir en urbanización.",False,good,False,7559.0,False,False,False,False,[],False,False,1285000.0,€,flat,,"Aravaca, Madrid",Piso,52369A,bj,True,Aravaca,False,True,True,,,,
108584726,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/c0/12/14/1349160933.webp,26,155000.0,flat,sale,50.0,3,1,calle Puerto de la Magdalena,Madrid,Madrid,Puente de Vallecas,es,40.3988502,-3.6666098,False,https://www.idealista.com/inmueble/108584726/,"Agencia Inmobiliaria de Madrid | zona Vallecas, Nueva Numancia | Tecnorete Distrito Nueva Numancia S. L. EN VENTA ¿Estás buscando una vivienda de 3 dormitorios, y quieres optar a disponer de una finca entera para ti? ¡Entonces esta es tu oportunidad! ¡Descubre tu nuevo hogar en el corazón de Vallecas, Nueva Numancia! Te presentamos una cómoda vivienda de 3 dormitorios, con un patio delantero y mucha luz. Dispone de un salón cuadrado, con un dormitorio muy amplio, cocina reformada y luminosa, cuarto de baño con plato de ducha y dos dormitorios individuales. La Orientación de la finca es Este y Oeste. Dispone de tendedero propio en la ventana que da a la cara frontal de la vivienda. No hay gastos de comunidad mensual, y el piso del bajo en breve lo venderán a un precio muy interesante, lo que te permitirá disponer de la finca entera para ti. ¿A qué esperas para venir a verlo? ¡Llámanos para concertar una visita! Si necesitas ayuda con tu hipoteca disponemos de Kìron, nuestro departamento financiero, que te ayudará a conseguir el préstamo que necesitas en las mejores condiciones posibles.",False,good,False,3100.0,False,False,False,False,[],False,False,155000.0,€,flat,,"Numancia, Madrid",Piso en calle Puerto de la Magdalena,,1,True,Numancia,False,,,,,,
108373445,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/43/82/1342175830.webp,15,199000.0,flat,sale,30.0,1,1,calle de Asunción Castell,Madrid,Madrid,Tetuán,es,40.4571419,-3.7011155,False,https://www.idealista.com/inmueble/108373445/,"¡OPORTUNIDAD UNICA EN CUATRO CAMINOS! ¡ATENCION INVERSORES! Acogedor bajo interior en venta en Cuatro Caminos. Se vende acogedor bajo interior de un dormitorio en pleno Cuatro Caminos. Una vivienda perfecta para quienes buscan una ubicación céntrica, funcional y con todos los servicios a mano. Distribución: 1 dormitorio independiente Salón-comedor con cocina americana Baño completo con plato de ducha La vivienda está lista para entrar a vivir. Su diseño interior optimiza el espacio, con estancias cómodas y una distribución eficiente. Ubicación excelente: Ubicado en el corazón del barrio de Cuatro Caminos, una zona con gran demanda por su conectividad y oferta de servicios. A solo unos minutos a pie de las estaciones de metro Cuatro Caminos (L1, L2 y L6) y Nuevos Ministerios (L6, L8 y L10 + Cercanías). Cercano al Paseo de la Castellana, zona de oficinas de AZCA, El Corte Inglés, supermercados, bancos, restaurantes, gimnasios y todo lo que puedas necesitar. Además, tiene acceso rápido a la M-30, ideal para moverse cómodamente por Madrid. Ideal para: Quienes buscan su primera vivienda Parejas o personas solas Inversores que quieran una alta rentabilidad por alquiler en una de las zonas más consolidadas de la capital No dejes pasar esta oportunidad. Pide más información o agenda tu visita hoy mismo.  ABSTENERSE INMOBILIARIAS.",False,good,False,6633.0,False,False,False,False,[],False,False,199000.0,€,flat,,"Cuatro Caminos, Madrid",Piso en calle de Asunción Castell,,bj,False,Cuatro Caminos,True,,,,205000.0,6000.0,3.0
