propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,exterior,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,floor,neighborhood,parkingSpace.parkingSpacePrice
107010456,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/10/98/1305382350.webp,CH 1,14,1385000.0,chalet,sale,376.0,6,8,"Camino Bajo, 153",Madrid,Torrelodones,Las Marías,es,40.56961,-3.93698,True,https://www.idealista.com/obra-nueva/107010456/,"Terrae es un exclusivo conjunto de 6 viviendas independientes y únicas que redefinen el lujo y la armonía con el entorno. Diseñadas con un concepto moderno e innovador, se integran de forma impecable en la naturaleza y la topografía, creando terrazas con vistas espectaculares que capturan lo mejor de cada amanecer en Madrid y atardeceres en la sierra. Espacios amplios y funcionales diseñados para vivir, trabajar y descansar en perfecta armonía con el entorno.  Sinónimo de lujo y exclusividad, su orientación llenará de luz las viviendas y su ubicación excepcional te hará disfrutar de unas vistas espectaculares, sentirás que vives en un lugar único al alcance de muy pocos.  Las parcelas son muy amplias, van desde 1.650 hasta 1.990 m2.  En la planta principal se encuentra ubicado un amplísimo salón-comedor, cocina completamente amueblada con isla, un ropero de cortesía, aseo y una zona de servicio. Desde esa misma planta accedes a la zona de ocio de la vivienda donde disfrutarás de una piscina privada, un impresionante jardín y una terraza. En una planta independiente se ubica la zona de noche que incluye cuatro dormitorios, todos con el cuarto de baño en suite y con ventanas de suelo a techo donde disfrutaras de unos amaneceres únicos.   Calidades de primera que incluyen areotermia, carpintería exterior de aluminio, puerta de entrada la vivienda acorazada y certificación energética A. Cuentan con aparcamiento para cuatro vehículos.  Ubicada en La Finca Las Marías tiene un acceso rápido a la A6 y se encuentra a 30 minutos de Madrid. El proyecto se desarrolla en régimen de cooperativa.",False,newdevelopment,True,False,3684.0,True,False,False,False,[],False,False,1385000.0,€,True,True,chalet,independantHouse,"Las Marías, Torrelodones","Casa independiente en Camino Bajo, 153",,,,,,,,
107486519,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/ff/77/1314059846.webp,,2,171500.0,flat,sale,72.0,2,2,"PL SR-5 ensanche Sur 4, 1",Madrid,Brunete,,es,40.4010625,-3.9835625,True,https://www.idealista.com/obra-nueva/107486519/,"¡Hola! Tenemos algo emocionante que compartir contigo. ¿Sabías que pronto en Brunete comenzaremos con nuestro nuevo proyecto en régimen de cooperativa NICEURBAN Brunete? Pues sí, ¡es una realidad! , desde Consultores Urbanísticos, estamos muy contentos de haber adquirido suelo en el SR5 de Brunete para desarrollar viviendas en altura a través de nuestra marca NICEURBAN. Te brindamos la oportunidad de ser parte de nuestros proyectos en régimen de cooperativa, con amplios pisos que cuentan con terrazas y espectaculares zonas comunes. ¿Y por qué elegir NICEURBAN? Porque en Consultores Urbanísticos diseñamos proyectos para personas, sin imponer necesidades, adaptando cada hogar a quienes vivirán en él. Como Ana y Mario, que buscaban más que una casa; deseaban un espacio donde su hijo pudiera crecer rodeado de luz y naturaleza. Encontraron en Nice urban Cerro del Baile un bajo con dos jardines: uno principal exterior y otro seguro, mirando hacia dentro de la urbanización privada, donde su pequeño podrá jugar en un entorno protegido mientras ellos disfrutan de una tarde con amigos en el jardín principal. Al igual que Ana y Mario, muchas personas y familias han confiado en nosotros a lo largo de los años para hacer realidad sus proyectos de vida. Quizá tú seas el próximo.  No esperes más, llámanos o escríbenos para mantenerte informado sobre nuestro próximo lanzamiento en Brunete. ¡Sé el primero en enterarte y quién sabe, tal vez encuentres tu próxima casa y el lugar ideal para formar tu hogar!  IVA no incluido.",False,newdevelopment,True,False,2382.0,True,False,False,False,[],False,False,171500.0,€,,,flat,,Brunete,"Piso en Pl Sr-5 ensanche Sur 4, 1",True,True,191422.0,19922.0,10.0,,,
108473434,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/a1/d5/1345976778.webp,W-030EFN,42,620000.0,chalet,sale,422.0,6,4,Pino Alto - Navarredonda,Madrid,Valdemorillo,Pino Alto - Navarredonda,es,40.4964392,-4.0393449,False,https://www.idealista.com/inmueble/108473434/,"Casa unifamiliar en urbanización de Valdemorillo Engel&Völkers presenta una estupenda casa unifamiliar en Valdemorillo. La vivienda se levanta sobre una parcela de más de 1.300 m², un terreno amplio y cuidado para quienes disfrutan del exterior y la vida al aire libre. La casa tiene 422 m² construidos, distribuidos en dos plantas funcionales y muy cómodas.  Al entrar, te recibe un salón muy amplio y luminoso, con grandes ventanales que conectan con una terraza o porche que accede al jardín y proporciona a la casa luz natural. También una cocina abierta, cómoda y funcional. La vivienda cuenta con 6 habitaciones grandes, cada una con su propia personalidad y espacio y baños completos. En la primera planta se distribuye con salón comedor en habitación independiente, un baño y una habitación de invitados.  En la segunda planta un amplio distribuidor, cuatro habitaciones tres de ellas comparten baño y la tercera es habitación principal con baño en suite El sótano de la casa, desde dónde se accede directamente a la casa, se distribuye en parking para más de 4 coches, baño aseo completo y bodega con cocina. Construida en el año 2002, la casa está bien conservada, con una estructura sólida y muchas posibilidades para personalizarla según tu gusto. Es la casa perfecta para familias grandes, personas que teletrabajan y quieren espacio, o simplemente para quienes buscan calidad de vida. Valdemorillo está ubicado a pocos minutos de El Escorial, bien conocido por su oferta gastronómica y de ocio. A tan sólo media hora de Madrid, en el corazón del Parque natural del curso medio del río Guadarrama. Un lugar privilegiado para vivir en equilibrio con la naturaleza sin renunciar por su proximidad a los servicios de la capital. En los alrededores, el embalse de Valmayor, donde pueden practicarse deportes náuticos y pesca. Goza de los mejores colegios de la zona noroeste de Madrid y públicos, así como de institutos y universidades altamente reconocidas. A 5 km, Villanueva de la Cañada, zona de gran actividad comercial de ocio, bares, restaurantes, supermercados y gran oferta de colegios públicos y privados además de la Universidad Alfonso X el sabio. Cercano también se encuentra Villanueva del Pardillo, municipio situado a escasos 15 minutos en coche; el colegio alemán ElfyKindergarden, Zola, liceo francés y el colegio internacional SEK El Castillo entre otros. Cercano también Colmenarejo, pueblo con mucha actividad, cuenta con el campus de La Universidad Carlos III, la Universidad Camilo José Cela en Villafranca del Castillo.Gran oferta de centros de atención médica y hospitales como el Hospital del Escorial, Hospital Puerta de Hierro Majadahonda y el Hospital Madrid Torrelodones. Centros comerciales de la zona noroeste como Gran plaza, Burgocentro, Las Rozas Village, Európolis a menos de 15 minutos. Dispone además de las líneas de autobús que te unen con Madrid (intercambiador de Moncloa) y con los municipios de alrededor. Todo esto disfrutando del entorno de naturaleza de la sierra noroeste con avistamiento de aves, animales autóctonos y unas vistas a la sierra de excepcional belleza. Vivir en la naturaleza muy cerca de todo lo que necesitamos en nuestro día a día. Gastronomía, ocio, colegios, universidades, centros comerciales y hospitales.",True,good,False,,1469.0,True,False,True,False,[],False,False,620000.0,€,,,chalet,independantHouse,"Pino Alto - Navarredonda, Valdemorillo",Casa independiente,,,,,,,,
106725480,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/89/5c/1316534983.webp,W-02XN5R,42,398000.0,chalet,sale,160.0,4,3,Fuente el Saz de Jarama,Madrid,Fuente el Saz de Jarama,,es,40.629371,-3.5199461,False,https://www.idealista.com/inmueble/106725480/,"Magnífico chalet adosado en Fuente el Saz Engel & Völkers les presenta este magnífico chalet adosado situado en la mejor zona de Fuente el Saz del Jarama. Si busca mejorar su calidad de vida con esta vivienda, con su gran distribución, la situación donde se encuentra y su zona comunitaria lo tendrá garantizado. Accedemos a la vivienda a través de un patio privado que da acceso a la entrada principal. En esta zona podemos aparcar nuestro vehículo o utilizarlo para el uso que estimemos. A través de un gran recibidor accedemos a la planta principal. En esta planta tenemos armario de cortesía, baño con ducha y ventana, gran cocina totalmente equipada con zona de lavado secado con salida directa al jardín. También tenemos un gran salón comedor igualmente con salida directa sin escaleras al gran patio trasero. Y muy importante tiene habitación en planta baja. En la planta principal tenemos tres amplias habitaciones, todas con armarios empotrados y balcón exterior con grandes vistas. La habitación principal cuenta con baño en suite y además tenemos otro baño completo. En la parte trasera de la vivienda nos encontramos un gran jardín con arbustos, árboles y zona de comedor exterior con barbacoa. Desde el patio exterior tenemos acceso directo a la magnífica zona comunitaria. En esta zona tenemos un amplio jardín y una gran piscina que abre en temporada de verano. Fuente el Saz es un municipio que se encuentra en el Noreste de la Comunidad de Madrid, con una población de unos 6.000 habitantes, se encuentra a escasos 30 km de la Puerta del Sol. Limita con Algete, Valdetorres del Jarama y el Casar.  El municipio dispone de tres guarderías, una pública y dos privadas y un colegio público de educación infantil, primaria y secundaria. A pocos kilómetros también tenemos colegios concertados y privados como el Trinity College y el Sek. Se encuentra situado en un entorno natural, junto a la Vega del Rio Jarama y de la Sierra de Guadarrama. Las principales vías de acceso son la A-1, la M-50, la R-2 y la M-111 que da acceso a Barajas. Cuenta con un Servicio Público de transportes a Madrid- Plaza Castilla (bus 184 y 197). Este magnífico emplazamiento es ideal para aquellos que quieran disfrutar de un ambiente de tranquilidad rodeados de un entorno natural donde disfrutar de diferentes deportes al aire libre como la hípica, senderismo, rutas ciclistas o el Golf. Cuenta además con un área industrial y amplia oferta gastronómica.",True,good,False,,2488.0,True,False,True,False,[],False,False,398000.0,€,True,True,chalet,terracedHouse,Fuente el Saz de Jarama,Chalet adosado,,,,,,,,
108495709,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/7d/9f/1317374893.webp,B3-V5,17,363750.0,flat,sale,97.0,2,2,calle Mercado s/n,Madrid,Cobeña,,es,40.567309,-3.5080244,True,https://www.idealista.com/obra-nueva/108495709/,"Tu nuevo Hogar en Cobeña: 676 Cobeña Homes Promoción de 75 viviendas en altura de 2 y 3 dormitorios divididas en 4 bloques en urbanización cerrada con piscina, zonas comunes ajardinadas, trastero y garaje.  El proyecto dispondrá de bajos con jardín privado, viviendas a media altura con terrazas y áticos dúplex con terrazas y magníficas vistas a la sierra de Madrid. Cada vivienda cuenta con trastero privado y plaza de garaje con acceso directo. La promoción cuenta con unas magníficas zonas comunes con jardín, piscina, garita de seguridad, sala de uso común y aparcamiento para bicis.  Todas las viviendas están equipadas con la última tecnología en sistemas de climatización, aerotermia y suelo radiante, con la certificación energética A, lo que garantiza un hogar eficiente y respetuoso con el medio ambiente.  Cobeña es un lugar perfecto para vivir, rodeado de naturaleza con todos los servicios necesarios a tu disposición como supermercados, colegios públicos y privados, centros de salud y zonas deportivas a tan solo 20 minutos del centro de Madrid. La excelente ubicación de Cobeña nos permite llegar rápidamente a San Sebastián de los Reyes, Alcobendas y Madrid. Cuenta con transporte público que nos facilita aún más los desplazamientos. ¡No dejes pasar la oportunidad de vivir en un entorno único, moderno y con todas las comodidades al alcance de tu mano para comenzar una nueva vida! Tu nuevo hogar te espera en Cobeña.",True,newdevelopment,True,False,3750.0,True,False,False,False,[],False,False,363750.0,€,True,True,flat,,Cobeña,Piso en calle Mercado s/n,True,True,,,,bj,,
108709743,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/6a/48/1352765686.webp,2ºC,5,257000.0,flat,sale,67.0,2,2,"calle Calvario, 4",Madrid,Los Molinos,,es,40.7119445,-4.0755545,True,https://www.idealista.com/obra-nueva/108709743/,"La promoción FUENTE DEL LEÓN, está ubicada junto al centro urbano de los Molinos, a tan sólo 40 min de Madrid, con muy buena comunicación: Cercanías y A-6 y M-622 o M-614 en coche. Un lugar perfecto para disfrutar de la tranquilidad de la naturaleza, con todas las comodidades a tu disposición.   Es un proyecto de obra nueva formada por 8 viviendas en altura de 2 y 3 dormitorios y 10 despachos profesionales con plaza de garaje, trastero y zonas comunes con piscina, diseñado para ofrecer espacios confortables.   Viviendas con máxima eficiencia energética y sostenibilidad.",False,,True,False,3836.0,True,False,False,False,[],False,False,257000.0,€,True,True,flat,,Los Molinos,"Piso en calle Calvario, 4",True,True,,,,2,,
108496491,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/01/0a/1347350430.webp,W-02XZ5K,28,990000.0,chalet,sale,472.0,7,6,Barrio Molino de la Hoz,Madrid,Las Rozas de Madrid,Molino de la Hoz,es,40.536465,-3.9347238,False,https://www.idealista.com/inmueble/108496491/,"""Un chalet con alma, esperando volver a brillar"" Engel & Völkers presenta EN EXCLUSIVA y SIN COMISION AL COMPRADOR. Chalet con una localización inmejorable en Molino de la Hoz, a tan solo 300 metros de la parada de autobús con conexión directa a Moncloa, 450 metros de reconocidos colegios como Logos y Berritz, o del club social de la urbanización, esta vivienda ofrece una base ideal para transformarse en un moderno y acogedor hogar familiar. La propiedad se distribuye en dos plantas a través de un amplio hall de entrada. En la planta principal, el ala este alberga cinco dormitorios, dos de ellos en suite, además de dos baños completos. En el ala oeste se encuentra el despacho, un amplio salón con chimenea, el comedor y la cocina con office, formando un conjunto funcional y lleno de posibilidades. Desde el hall, una escalera conduce a la planta inferior, actualmente compuesta por un garaje con capacidad para dos vehículos, cuatro espacios de almacenamiento, dos dormitorios (uno en suite) y un gran salón polivalente, ideal para adaptar según las necesidades de sus futuros propietarios. Al estar ubicada en una parcela de esquina, la propiedad disfruta de doble acceso (frontal y lateral) y está rodeada de vegetación madura que proporciona privacidad y un entorno natural consolidado. Esta vivienda es una oportunidad única de crear el hogar de tus sueños, en una zona donde la amplitud, funcionalidad, privacidad y tranquilidad se combinan para ofrecer un estilo de vida excepcional. Molino de la Hoz es una exclusiva urbanización privada con vigilancia 24 horas, que cuenta con todo tipo de servicios, línea privada de autobuses entre otros, y con un magnífico Club Social en el que se puede disfrutar de piscina infantil y de adultos, instalaciones deportivas, pistas de tenis y pádel, restaurante con preciosa terraza que da hacia el lago, con gran parcela ajardinada y zona de columpios, biblioteca y otras muchas actividades. Dentro de la urbanización hay dos colegios, y Logos y Bérriz, junto a una zona comercial con un pequeño supermercado, centro veterinario, farmacia, restaurante, panadería, y otros servicios. La urbanización se caracteriza por tener un precioso lago, hábitat permanente de cormoranes, en una ubicación privilegiada que garantiza privacidad y tranquilidad pero a su vez muy bien comunicada.",False,renew,False,,2097.0,True,False,False,False,[],False,False,990000.0,€,True,True,chalet,independantHouse,"Molino de la Hoz, Las Rozas de Madrid",Casa independiente,,,,,,,Molino de la Hoz,
108495814,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/06/34/1317374949.webp,B4-V17,17,393750.0,duplex,sale,135.0,3,3,calle Mercado s/n,Madrid,Cobeña,,es,40.567309,-3.5080244,True,https://www.idealista.com/obra-nueva/108495814/,"Tu nuevo Hogar en Cobeña: 676 Cobeña Homes Promoción de 75 viviendas en altura de 2 y 3 dormitorios divididas en 4 bloques en urbanización cerrada con piscina, zonas comunes ajardinadas, trastero y garaje.  El proyecto dispondrá de bajos con jardín privado, viviendas a media altura con terrazas y áticos dúplex con terrazas y magníficas vistas a la sierra de Madrid. Cada vivienda cuenta con trastero privado y plaza de garaje con acceso directo. La promoción cuenta con unas magníficas zonas comunes con jardín, piscina, garita de seguridad, sala de uso común y aparcamiento para bicis.  Todas las viviendas están equipadas con la última tecnología en sistemas de climatización, aerotermia y suelo radiante, con la certificación energética A, lo que garantiza un hogar eficiente y respetuoso con el medio ambiente.  Cobeña es un lugar perfecto para vivir, rodeado de naturaleza con todos los servicios necesarios a tu disposición como supermercados, colegios públicos y privados, centros de salud y zonas deportivas a tan solo 20 minutos del centro de Madrid. La excelente ubicación de Cobeña nos permite llegar rápidamente a San Sebastián de los Reyes, Alcobendas y Madrid. Cuenta con transporte público que nos facilita aún más los desplazamientos. ¡No dejes pasar la oportunidad de vivir en un entorno único, moderno y con todas las comodidades al alcance de tu mano para comenzar una nueva vida! Tu nuevo hogar te espera en Cobeña.",True,newdevelopment,True,False,2917.0,True,False,False,False,[],False,False,393750.0,€,True,True,flat,duplex,Cobeña,Dúplex en calle Mercado s/n,True,True,,,,3,,
108495001,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/c7/94/1346596884.webp,,14,511000.0,flat,sale,134.0,3,2,"Calle PROVISIONAL AHIJONES 48, 18",Madrid,Madrid,Vicálvaro,es,40.3898486,-3.5707234,True,https://www.idealista.com/obra-nueva/108495001/,"Descubre RC Ahijones: tu nuevo hogar en el corazón del Madrid del futuro Imagina vivir en una zona vibrante, moderna y conectada, rodeada de naturaleza y con todos los servicios a tu alcance. RC Ahijones te ofrece justo eso: un exclusivo residencial ubicado en uno de los desarrollos urbanísticos más prometedores de Madrid, integrado en el ambicioso proyecto del Bosque Metropolitano. Tu nueva vivienda estará en una ubicación privilegiada, con amplias avenidas, zonas verdes, y acceso a una vida tranquila sin renunciar a las comodidades de la gran ciudad. Disfrutarás de cercanía a colegios, hospitales, farmacias, locales comerciales y centros deportivos. Conectividad inmejorable RC Ahijones será el único sector de los Desarrollos del Este con estación de metro (Línea 9) a pocos minutos de tu casa, además de contar con líneas de autobús y más de 60 km de carril bici. Para moverte en coche, tendrás conexión directa con la M-45, A-3 y R-3. 22 viviendas únicas, pensadas para ti El proyecto incluye viviendas de 2 y 3 dormitorios, diseñadas con una arquitectura moderna, acabados de alta calidad y una eficiencia energética Calificación A que te ayudará a ahorrar mes a mes. Además, podrás disfrutar de zonas comunes que elevan tu calidad de vida: Piscina, Gimnasio, Local comunitario, Aparcamiento para bicicletas. Y lo mejor de todo: tendrás la posibilidad de personalizar diferentes estancias para que tu casa se adapte completamente a ti y a tu estilo de vida. RC Ahijones no es solo una promoción, es el lugar donde empieza tu nueva vida. ¡Ven a descubrirla y elige tu hogar ideal antes que nadie!",False,newdevelopment,True,False,3813.0,True,False,False,False,[],False,False,511000.0,€,True,True,flat,,"Los Ahijones, Madrid","Piso en Calle Provisional Ahijones 48, 18",True,True,,,,2,Los Ahijones,
107701407,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/4c/70/1320249347.webp,,24,349900.0,chalet,sale,155.0,4,3,"calle Pinto, 117",Madrid,Moraleja de Enmedio,,es,40.2660817,-3.8496382,True,https://www.idealista.com/inmueble/107701407/,"Agencia inmobiliaria en Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS VENDE ESPECTACULAR CHALET ADOSADO DE RENTA LIBRE EN MORALEJA DE ENMEDIO.  Presentamos este exclusivo chalet adosado en una de las mejores zonas de Moraleja de Enmedio, una vivienda amplia, luminosa y en excelente estado de conservación, perfecta para quienes buscan comodidad, privacidad y una ubicación privilegiada. Al acceder a la propiedad, nos recibe un elegante patio delantero solado, con cerramiento de Climalit, ideal para aprovechar este espacio durante todo el año. La entrada nos lleva a un amplio hall de bienvenida, que da paso a un salón-comedor muy luminoso, con acceso directo a la parcela privada, un entorno perfecto para disfrutar al aire libre. En esta planta principal también encontramos una espaciosa cocina independiente, con capacidad para mesa de office, y un aseo de cortesía con ventana que aporta comodidad y funcionalidad. En la primera planta, la distribución destaca por su amplitud y confort. Cuenta con tres dormitorios secundarios, todos de gran tamaño y con armarios empotrados, que comparten un baño completo. El dormitorio principal, por su parte, dispone de baño en suite, ofreciendo un espacio privado y acogedor. La segunda planta alberga una espectacular buhardilla diáfana con ventanas Velux, un espacio versátil que puede utilizarse como estudio, sala de juegos o incluso como dormitorio adicional. En el exterior, la vivienda cuenta con una parcela privada que combina una zona solada y un jardín con césped natural, proporcionando un rincón ideal para el descanso y el entretenimiento. Además, dispone de un garaje cerrado a nivel de calle, con capacidad para un vehículo. Como valor añadido, la propiedad forma parte de un residencial con magníficas zonas comunes, donde los residentes pueden disfrutar de una piscina, pista de tenis y pista de pádel. Esta vivienda es una opción única, lista para entrar a vivir, que combina amplitud, luminosidad y una excelente ubicación en un entorno tranquilo y exclusivo.  No dejes escapar esta oportunidad y ven a visitarlo. ¡Te encantará!",True,good,False,,2257.0,False,False,False,False,[],False,False,349900.0,€,True,True,chalet,terracedHouse,Moraleja de Enmedio,"Chalet adosado en calle Pinto, 117",,,,,,,,
