propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,exterior,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,floor,neighborhood,parkingSpace.parkingSpacePrice
107989059,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/9d/d4/1330403917.webp,W-02YWJQ,31,2200000.0,flat,sale,168.0,3,3,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,40.4363309,-3.6862118,False,https://www.idealista.com/inmueble/107989059/,"Exclusivo piso reformado en Castellana ¡Tu nuevo hogar te está esperando en el exclusivo barrio de Salamanca!  Imagina vivir en un espectacular piso completamente reformado, segunda planta exterior con una superficie construida con elementos comunes de 168m², cerca de la Embajada Americana, donde la elegancia y la comodidad se encuentran.  Este encantador hogar se distribuye en 2 amplias zonas de salones, comedor, y cocina todo exterior con orientación sur. Dos de los cuatro huecos a la calle dan a una terraza de aproximadamente 7M2 cuenta con un amplio y acogedor salón, perfecto para relajarte junto a la chimenea o recibir a tus amigos. La zona de noche es un verdadero refugio, con dos habitaciones dobles en suite que ofrecen privacidad y confort, además de una habitación individual perfecta para invitados o como oficina. Y para mayor comodidad, cuenta con una lavandería independiente equipada con lavadora y secadora. Cuenta con tres amplios dormitorios, dos en suite, 3 baños, zona de lavandería independiente y una cocina integrada totalmente amueblada y con electrodomésticos de alta gama. Los baños, cocina y el suelo de roble natural han sido suministrados por el Grupo Porcelanosa. El piso cuenta con aire acondicionado centralizado frío y calor y calefacción central. La cocina abierta es un sueño hecho realidad, equipada con los mejores electrodomésticos y una moderna mesa en isla, ideal para disfrutar de deliciosas comidas en buena compañía.  ¡Y no te olvides de la hermosa terraza con vistas despejadas, donde podrás disfrutar de tus mañanas con un café o tus atardeceres con una copa de vino! ¡No dejes pasar esta oportunidad única de vivir en una de las zonas más cotizadas de Madrid! Contáctanos hoy mismo para más información y ven a descubrir tu nuevo hogar. ✨ La vivienda se sitúa en el barrio de Salamanca, en la zona de Castellana, distrito eminentemente residencial y comercial. Destaca también por sus señoriales fachadas, que convierten a Madrid en una de las capitales más europeas en cuanto a arquitectura clásica y vanguardista. El barrio de Salamanca es sin duda, una de las zonas residenciales más elegantes y prestigiosas de Madrid y de Europa. El lugar ocupa un enclave estratégico: a un paso de la calle Serrano y de la Castellana, tenemos una excelente comunicación con el resto de la ciudad gracias a la arteria principal de Madrid, la Castellana, ya sea a pie, en coche, en autobús o en metro. Muy cerca de la Embajada de EE.UU. y del Instituto de Empresa. En esta zona, en la misma calle y a lo largo de la calle Serrano, a unos pasos podemos encontrar una extensa variedad de restaurantes estupendos, la mayoría con terraza, donde relajarse y comer fuera, simplemente pasear o tomar un café. Ofrece además de todo el comercio de lujo, todos los servicios típicos del barrio a pocos metros, farmacias, centros de salud, supermercados, tintorerías, etc. El placer de vivir en una zona confortable en la mejor zona de Madrid.",False,good,False,,13095.0,True,False,False,False,[],False,False,2200000.0,€,,,flat,,"Castellana, Madrid",Piso,True,True,,,,2,Castellana,
108495758,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/bf/24/1317374894.webp,B2-V8,17,387750.0,flat,sale,120.0,3,2,calle Mercado s/n,Madrid,Cobeña,,es,40.567309,-3.5080244,True,https://www.idealista.com/obra-nueva/108495758/,"Tu nuevo Hogar en Cobeña: 676 Cobeña Homes Promoción de 75 viviendas en altura de 2 y 3 dormitorios divididas en 4 bloques en urbanización cerrada con piscina, zonas comunes ajardinadas, trastero y garaje.  El proyecto dispondrá de bajos con jardín privado, viviendas a media altura con terrazas y áticos dúplex con terrazas y magníficas vistas a la sierra de Madrid. Cada vivienda cuenta con trastero privado y plaza de garaje con acceso directo. La promoción cuenta con unas magníficas zonas comunes con jardín, piscina, garita de seguridad, sala de uso común y aparcamiento para bicis.  Todas las viviendas están equipadas con la última tecnología en sistemas de climatización, aerotermia y suelo radiante, con la certificación energética A, lo que garantiza un hogar eficiente y respetuoso con el medio ambiente.  Cobeña es un lugar perfecto para vivir, rodeado de naturaleza con todos los servicios necesarios a tu disposición como supermercados, colegios públicos y privados, centros de salud y zonas deportivas a tan solo 20 minutos del centro de Madrid. La excelente ubicación de Cobeña nos permite llegar rápidamente a San Sebastián de los Reyes, Alcobendas y Madrid. Cuenta con transporte público que nos facilita aún más los desplazamientos. ¡No dejes pasar la oportunidad de vivir en un entorno único, moderno y con todas las comodidades al alcance de tu mano para comenzar una nueva vida! Tu nuevo hogar te espera en Cobeña.",True,newdevelopment,True,False,3231.0,True,False,False,False,[],False,False,387750.0,€,True,True,flat,,Cobeña,Piso en calle Mercado s/n,True,True,,,,2,,
103141000,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/0b/e0/1297586457.webp,Indep._miradorpinar,94,620000.0,chalet,sale,212.0,4,3,Tórtola s/n,Madrid,Navalcarnero,La Dehesa - El Pinar,es,40.3073417,-4.0005446,True,https://www.idealista.com/obra-nueva/103141000/,"Chalet en Venta: Obra nueva en construcción en el Barrio de la Dehesa, Navalcarnero.  Este chalet de 212m construidos ofrece comodidad en una sola planta.  Además, cuenta con una amplia parcela de 720 metros para disfrutar al aire libre.  El salón-comedor de 42 metros es perfecto para recibir a tus invitados.  Además, el garaje cubierto tiene capacidad para 2 coches.  La cocina independiente con despensa y salida al jardín.  El dormitorio principal cuenta con vestidor, mientras que los otros 2 dormitorios dobles tienen armarios empotrados.  Hay 2 baños completos, uno de ellos en el dormitorio principal.  PRECIO: 620.000€ + IVA ¡No pierdas la oportunidad de vivir en este magnífico chalet!",True,newdevelopment,True,False,2925.0,True,False,False,False,[],False,False,620000.0,€,True,True,chalet,independantHouse,"La Dehesa - El Pinar, Navalcarnero",Casa independiente en Tórtola s/n,,,,,,,,
108798253,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/8a/b5/1355837500.webp,07784,32,338000.0,flat,sale,96.0,2,1,Sector Oficios,Madrid,Tres Cantos,Primera Fase - Nuevo Tres Cantos,es,40.6051508,-3.7144506,False,https://www.idealista.com/inmueble/108798253/,"En el centro de la primera fase de Tres Cantos, el Sector Oficios, se encuentra esta joya de piso: tu nuevo hogar situado en primera planta, en esquina, que respira luz y confort en cada rincón. Gracias a su doble orientación sureste-suroeste, disfrutarás de luz natural durante todo el día, creando un ambiente cálido y acogedor. Es la oportunidad ideal para quienes valoran calidad de vida, tranquilidad y la comodidad de tener todo al alcance. DISTRIBUCIÓN  Dispone de 2 acogedoras habitaciones y 1 baño completo, cocina independiente, y una distribución inteligente que aprovecha cada metro útil. Sus grandes ventanales climalit con ventanas oscilobatientes con cámara de aire, inundan los espacios de luz, mientras los suelos de parquet en tonos claros y la climatización por conductos aportan elegancia y confort. Armarios empotrados vestidos en todas las estancias, puertas correderas macizas en cocina y baño que optimizan espacios, puerta blindada y videoportero completan el equipamiento de este piso. ES IMPORTANTE SABER  Con habitaciones de planta cuadrada que permiten distribuir los muebles a gusto de cada persona, este piso tiene 96 m² construidos (66 m² de vivienda + 30 m² de zonas comunes). Edificio de 7 plantas con ascensor, portal en calle peatonal, trastero de buen tamaño en planta bajo cubierta y acceso desde el portal a jardines privados. El año de construcción del edificio es 1984 y el piso se reformó íntegramente en 2006. SERVICIOS  A escasos 10 minutos andando de la estación de Cercanías Tres Cantos, esta zona está rodeada de todo tipo de servicios, el Centro Comercial Ciudad de Tres Cantos y los supermercados, Mercadona y Ahorra Más están a pocos pasos. Aún más cerca tenemos el Centro de Salud Oficios. Cerca del CEIP Carmen Iglesias, del Centro Cultural Adolfo Suárez y la Parroquia Santa Teresa de Jesús. Todo lo que necesitas para vivir cómodamente, sin renunciar a nada. Atención: El precio no incluye honorarios al comprador. Esta vivienda es de protección oficial de promoción privada, aunque es libre de precio de venta y renta en virtud de los artículos 1 y 3 del Real Decreto 727/1993, de 14 de mayo. A tener en cuenta que la vivienda es libre de precio pero no de protección, con las obligaciones que conlleva adquirir una vivienda protegida, como por ejemplo, el comprador de esta vivienda no puede tener otra vivienda protegida, los contratos de arrendamientos de vivienda protegida se tienen que visar por la comunidad de Madrid, aunque el precio de renta sea libre. Los propietarios de viviendas protegidas, podrán realizar obras o reformas en las mismas, si bien deberán obtener previamente la autorización de la Dirección General de la vivienda y Rehabilitación.",True,good,False,,3521.0,True,False,False,False,[],False,False,338000.0,€,,,flat,,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Piso en Sector Oficios,True,True,,,,1,,
108924230,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/e5/3c/1359099681.webp,,1,1100000.0,chalet,sale,330.0,4,4,Viñas Viejas,Madrid,Boadilla del Monte,Viñas Viejas,es,40.414733,-3.8991754,False,https://www.idealista.com/inmueble/108924230/,"*** POSIBILIDAD DE FINANCIAR EL 100 % DE SU CRÉDITO HIPOTECARIO ***  A LA ESPERA DE REPORTAJE FOTOGRÁFICO Descubre tu nuevo hogar en Boadilla del Monte, un espléndido chalet pareado que lo tiene todo. Disfruta de la paz y la seguridad de una de las zonas más demandadas, sin renunciar a la cercanía de las mejores zonas comerciales, colegios de prestigio y opciones de ocio. Este chalet destaca por su excelente distribución: - En la planta principal, un luminoso salón, un dormitorio y un baño, ideal para quienes buscan comodidad. - En la primera planta, el espacio se maximiza con tres dormitorios, . El principal con su propio baño en suite, ofrece un rincón privado de relax, mientras que otro baño atiende a los dos dormitorios restantes. - Una buhardilla diáfana en la segunda planta te da la libertad de crear el espacio que siempre soñaste. - El sótano, funcional y completo, alberga la cocina, un práctico lavadero, un aseo, un trastero y el garaje. No dejes pasar este oportunidad de vivir en un entorno de ensueño.",False,good,False,,3333.0,False,False,False,False,[],False,False,1100000.0,€,True,True,chalet,semidetachedHouse,"Viñas Viejas, Boadilla del Monte",Chalet pareado,,,,,,,,
105538455,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/a9/eb/1326883599.webp,IV FASE,84,425000.0,chalet,sale,233.0,4,3,Tórtola s/n,Madrid,Navalcarnero,La Dehesa - El Pinar,es,40.3073417,-4.0005446,True,https://www.idealista.com/obra-nueva/105538455/,"IV FASE en venta de ""El Mirador del Pinar"". Promoción de 14 EXCLUSIVAS viviendas Pareadas de 4 dormitorios (uno de ellos principal con vestidor y baño completo), tipologías de cocina independiente o americanas con salida a jardín, 3 cuartos de baño y garaje en semisótano para 2 coches con cuarto de instalaciones. Viviendas con porches y terrazas delanteras y jardines amplios con la opción de poder crear ya su piscina privada.  Climatizadas por suelo radiante-refrigerante a través de AEROTERMIA consiguiendo un gran confort y un máximo ahorro en su factura. La solución más eficiente y sostenible, sin ruidos ni emisiones, consiguiendo una máxima eficiencia energética. Esta promoción esta convenientemente situada cerca de colegios, centros médicos, parques y cuenta con excelentes conexiones de transporte, lo que le facilitara los desplazamientos. No pierda esta oportunidad de poseer la casa de sus sueños. Póngase en contacto con nosotros hoy mismo para concertar una visita y dar el primer paso hacia una vida de Lujo.  No pierda esta oportunidad de poseer la casa de sus sueños. Póngase en contacto con nosotros hoy mismo para concertar una visita y dar el primer paso hacia una vida de Lujo. ¡Excelentes Calidades! PROMUEVE Y CONSTRUYE L JUZGADO CONSTRUCCIONES SL *Las imágenes de este anuncio no tienen carácter contractual y son orientativas*.",True,newdevelopment,True,False,1824.0,True,False,False,False,[],False,False,425000.0,€,True,True,chalet,semidetachedHouse,"La Dehesa - El Pinar, Navalcarnero",Chalet pareado en Tórtola s/n,,,,,,,,
107470149,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/1e/d2/1313740995.webp,214,15,850000.0,flat,sale,70.0,1,1,"Fucar, 5",Madrid,Madrid,Centro,es,40.4121907,-3.6955664,True,https://www.idealista.com/obra-nueva/107470149/,"Be Grand Las Letras es un conjunto residencial diseñado para experimentar lujo, modernidad e historia. Se trata de un proyecto de obra nueva, moderno y vanguardista en armonía con su entorno, situado en la calle Fúcar 5. Cuenta con 47 viviendas, 80 plazas de aparcamiento e increíbles áreas comunes como rooftop con piscina, gimnasio y jardín.",False,,True,False,12143.0,False,False,False,False,[],False,False,850000.0,€,True,True,flat,,"Huertas-Cortes, Madrid","Piso en Fucar, 5",True,True,,,,2,Huertas-Cortes,
108568383,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/e4/f2/1176538643.webp,Chalet 71        ,34,489000.0,chalet,sale,228.0,3,3,paseo Rio s/n,Madrid,Torrejón de Ardoz,Suroeste,es,40.43658,-3.4678,True,https://www.idealista.com/obra-nueva/108568383/,"¡OBRA NUEVA ENTREGA INMEDIATA! VEN A VISITARNOS EN NUESTRO CHALET PILOTO! PONTE EN CONTACTO CON NOSOTROS PARA RESERVAR TU CITA.  Torrejón Class es la nueva propuesta residencial del grupo Asentis en el municipio de Torrejón de Ardoz 91 chalets, pensados por y para ti. Diseñados con precisión y dedicación para poder satisfacer y cubrir las necesidades de toda la familia. Distribuidos en tres parcelas pertenecientes al sector Aldovea, Asentis pone a su alcance una variada oferta de tipologías de chalets de 3 y 4 dormitorios, configurados en tres alturas para que el espacio sea el protagonista de vuestra nueva casa. Para completar esta experiencia en la que el espacio es el verdadero articulador de cada vivienda. Todos los chalets de la promoción cuentan con amplias zonas exteriores con superficies que abarcan desde los 83m2 a 181 m2, en las que poder disfrutar sin riesgos y a lo grande de la familia y los amigos. Calidad y precisión en cada acabado, donde los últimos avances en energías limpias proporcionan el máximo confort climático mediante un sistema de suelo radiante y refrescante, y donde la eficiencia energética y la minimización de la huella de carbono han inspirado todas las soluciones constructivas. Estrena casa, construye tu hogar.",False,newdevelopment,True,False,2145.0,True,False,False,False,[],False,False,489000.0,€,True,True,chalet,semidetachedHouse,"Suroeste, Torrejón de Ardoz",Chalet pareado en paseo Rio s/n,,,,,,,,
108429155,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/1b/4e/1344634055.webp,SG210835,37,960000.0,flat,sale,145.0,3,2,avenida del General Perón,Madrid,Madrid,Tetuán,es,40.4505189,-3.69738,False,https://www.idealista.com/inmueble/108429155/,"Ubicado en el prestigioso barrio de Castellana-Orense, en el distrito de Tetuán, este piso de 145 m² construidos ofrece una combinación perfecta de elegancia, confort y ubicación privilegiada. La vivienda, situada en altura, cuenta con 3 amplios dormitorios, 2 baños completos y una orientación que garantiza una luminosidad excepcional durante todo el día. Su diseño exterior y la calidad de los acabados convierten este inmueble en una opción ideal para quienes buscan un hogar exclusivo en el corazón de Madrid. El inmueble destaca por contar con aire acondicionado, armarios empotrados y un portal de lujo que refleja la categoría de la finca. Además, dispone de ascensor, lo que asegura comodidad y accesibilidad. Aunque no cuenta con garaje propio ni piscina, la ubicación compensa con creces cualquier carencia, ofreciendo una conexión inmejorable con el resto de la ciudad. La zona de Castellana-Orense es sinónimo de modernidad y dinamismo. Este barrio combina la tranquilidad de un entorno residencial con la cercanía de servicios de alta calidad. A menos de 100 metros, encontramos el Colegio Patrocinio San Jose, reconocido por su excelencia académica. Para los amantes de las compras, el Centro Comercial El Corte Ingles está a pocos minutos, ofreciendo una amplia variedad de tiendas, restaurantes y ocio. En cuanto al transporte público, la vivienda está excelentemente comunicada. Las estaciones de metro más cercanas son Santiago Bernabéu (Línea 10) y Nuevos Ministerios (Líneas 6, 8 y 10). Para quienes prefieren el tren de cercanías, Nuevos Ministerios también conecta con las líneas C1, C2, C3, C4, C7 y C10. Además, varias líneas de autobuses urbanos, como las 5, 27 y 149, tienen paradas en las inmediaciones, facilitando la movilidad por toda la capital. Desde 1983, GILMAR se ha consolidado como una de las compañías líderes en el sector inmobiliario, ayudando a miles de clientes a encontrar la casa de sus sueños. Con un equipo experto y una atención personalizada, nuestra misión es hacer que cada transacción sea una experiencia única y satisfactoria. Si deseas más información sobre este exclusivo inmueble, no dudes en ponerte en contacto con nuestro equipo de Castellana-Orense. Visítanos en nuestra oficina en C/ Orense, 28, esquina General Perón, llámanos al o escríbenos a. Por favor, facilita la referencia 210835 al realizar tu consulta. ¡Estamos aquí para ayudarte a encontrar tu hogar ideal!",False,good,False,,6621.0,False,False,False,False,[],False,False,960000.0,€,,,flat,,"Cuatro Caminos, Madrid",Piso en avenida del General Perón,True,True,,,,3,Cuatro Caminos,
36376302,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/ba/b3/196603379.webp,1344,15,299000.0,countryHouse,sale,286.0,3,1,Casco Urbano,Madrid,Paracuellos de Jarama,Casco Urbano,es,40.5062898,-3.5272877,False,https://www.idealista.com/inmueble/36376302/,"J. R. Vende casa en parcela de 234m2 aprox. Distribuida en una planta donde tenemos: tres amplios dormitorios, una cocina equipada y amueblada, un salón y un cuarto de baño completo con plato de ducha y mampara.  la vivienda tiene puerta de carruaje con acceso a un gran patio que se comunica con la casa y nos da acceso a la zona donde tenemos una buhardilla.  esta en una situación inmejorable.  ¡Llámanos y vamos a verla!.",False,good,False,,1045.0,True,False,True,False,[],False,False,299000.0,€,True,True,countryHouse,casaDePueblo,"Casco Urbano, Paracuellos de Jarama",Casa de pueblo,,,,,,,,
108308993,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/82/6e/1340261164.webp,VIV9,8,650000.0,chalet,sale,249.0,4,4,"travesía del Santísimo, 3",Madrid,Navacerrada,,es,40.7298994,-4.0140439,True,https://www.idealista.com/obra-nueva/108308993/,"Ocho viviendas unifamiliares pareadas y una independiente con piscina comunitaria, excelentes calidades. Viviendas en tres o cuatro plantas incluyendo semisótano, salón con chimenea, cocinas amuebladas con muebles altos, bajos, campana, horno y vitrocerámica. Cuatro amplios dormitorios, tres de ellos con baño en suite, y aseo en planta baja, amplios ventanales que aportan gran luminosidad, de PVC, oscilobatientes. Techos de madera vista con aislamiento térmico. Aerotermia para agua caliente sanitaria, calefacción por suelo radiante y el agua fría para el suelo refrescante, suelos porcelánicos. Información no contractual con respecto a las imágenes: La promotora se reserva la facultad de llevar a cabo ajustes que considere pertinentes, fundamentados en requerimientos de índole técnica, legal, comercial o de disponibilidad, sin que en ningún caso impliquen una disminución de las características originalmente previstas. El mobiliario de las infografías interiores y el equipamiento de las viviendas será el indicado en la memoria de calidades. Precio. - desde 590.000 € + IVA.",False,newdevelopment,True,False,2610.0,True,False,False,False,[],False,False,650000.0,€,True,True,chalet,independantHouse,Navacerrada,"Casa independiente en travesía del Santísimo, 3",,,,,,,,
107322690,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/10/2a/1309522929.webp,CINCOSIGLOS409,32,409000.0,chalet,sale,283.0,4,4,"avenida de los Cinco Siglos, 27",Madrid,Navalcarnero,Covadonga - Los Manzanos,es,40.281079,-4.0162625,True,https://www.idealista.com/inmueble/107322690/,"HOGARES NAVALCARNERO VENDE magnífico chalet pareado de 4 habitaciones y jardín con piscina privada en una de las zonas más demandadas del municipio: El Señorío. En buen estado, combina tranquilidad con mucha cercanía a todo tipo de comercios, colegios, zonas de ocio, parques y acceso directo a la A5. La casa consta de calefacción individual de gas natural. La distribución es la siguiente: En la PLANTA BAJA, tenemos: un recibidor que da acceso a baño completo con ventana al exterior, a cocina amplia y luminosa con espacio para una mesa de varios comensales y salida directa al jardín trasero. En esta planta nos encontramos también el gran salón-comedor con grandes ventanales, lo que aporta muchísima luminosidad. En la PRIMERA PLANTA, nos encontramos con dos dormitorios secundarios dobles con armarios empotrados muy espaciosos, además de un baño completo con ventana que les da servicio a estos. Contamos además con habitación principal con armarios empotrados de gran capacidad y un baño en suite también con ventana. En PLANTA SÓTANO, tenemos un garaje amplio, con capacidad para dos coche y zona de almacenamiento o trabajo según mejor disponga. También contamos un aseo de cortesía en esta planta- Contamos también con un gran salón-comedor con salida directa al jardín, donde contamos con una zona solada, barbacoa de obra y la espectacular piscina. NO PIERDAS LA OPORTUNIDAD Y VEN A VER ESTA INCREÍBLE VIVIENDA. F I N A N C I A C I Ó N 1 0 0 %.",False,good,False,,1445.0,True,False,False,False,[],False,False,409000.0,€,True,True,chalet,semidetachedHouse,"Covadonga - Los Manzanos, Navalcarnero","Chalet pareado en avenida de los Cinco Siglos, 27",,,,,,,,
108200560,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/3c/e3/1336931757.webp,,26,539900.0,flat,sale,151.0,3,2,calle Azorín,Madrid,Boadilla del Monte,Sector B,es,40.4064298,-3.8980114,False,https://www.idealista.com/inmueble/108200560/,"AGENCIA INMOBILIARIA HOGARES BOADILLA DEL MONTE PONE A SU DISPOSICIÓN MAGNÍFICO PISO DE 3 DORMITORIOS CON TERRAZA ABIERTA EN SECTOR B. EN URBANIZACIÓN CON PISCINA Y ZONAS COMUNES. Magnifico piso amplio y luminoso de 3 dormitorios y 2 baños, uno de ellos en suite. La vivienda cuenta con una excelente distribución, destacando su salón-comedor con acceso directo a una terraza abierta ideal para disfrutar del aire libre.  La cocina es independiente y funcional, con espacio office suficiente para zona de desayuno. El dormitorio principal dispone de baño en suite, aportando mayor comodidad y privacidad. Todos los dormitorios cuentan con armarios empotrados y buena entrada de luz natural. La urbanización es privada y ofrece completas zonas comunes: piscina comunitaria, parque infantil, zonas ajardinadas y conserje.  Además, la vivienda cuenta con una plaza de garaje y trastero. Ideal para familias que buscan confort, tranquilidad y espacios de ocio sin salir de casa. ¡NO PERDÁIS LA OPORTUNIDAD DE VENIR A VISITARLO!",True,good,False,,3575.0,False,True,False,False,[],False,False,539900.0,€,True,True,flat,,"Sector B, Boadilla del Monte",Piso en calle Azorín,True,True,,,,2,,
107999624,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/05/2b/1330725723.webp,CAFARNAUM,31,206000.0,flat,sale,45.0,1,1,"calle de Cafarnaum, 2",Madrid,Navalcarnero,La Dehesa - El Pinar,es,40.2974948,-3.9869218,True,https://www.idealista.com/inmueble/107999624/,"Hogares Navalcarnero presenta en exclusiva este espectacular piso en planta, ubicado en El Pinar, uno de los barrios más prestigiosos y valorados del municipio. Esta encantadora vivienda combina a la perfección comodidad, funcionalidad y entorno, siendo ideal tanto para quienes buscan su primera vivienda como para quienes desean invertir en una zona con gran proyección. La urbanización cuenta con excelentes zonas comunes, pensadas para el disfrute de toda la familia: una amplia piscina comunitaria para refrescarse durante el verano, zonas ajardinadas que ofrecen un entorno verde y natural, y áreas infantiles donde los más pequeños podrán jugar con total seguridad. Además, dispone de servicio de conserjería y sistema de videovigilancia en la zona perimetral, lo que proporciona un plus de seguridad y tranquilidad para todos los residentes. El inmueble incluye en el precio una plaza de garaje y un espacioso trastero, lo que aporta un gran valor añadido y comodidad en el día a día. La localización del piso es inmejorable. Situado en un entorno tranquilo, residencial y rodeado de naturaleza, se encuentra al mismo tiempo muy bien comunicado y próximo a todos los servicios: centros educativos, instalaciones deportivas, comercios, supermercados, paradas de autobús, y mucho más. Esta combinación entre accesibilidad y serenidad convierte a El Pinar en una de las mejores zonas para vivir en Navalcarnero. La vivienda, que ha sido reformada, cuenta con una distribución moderna y funcional. Dispone de un dormitorio con armario empotrado de gran capacidad, y un baño completo con plato de ducha, totalmente reformado con materiales de calidad. Todo el inmueble se encuentra en un excelente estado de conservación, listo para entrar a vivir sin necesidad de realizar ningún tipo de reforma. Al acceder al piso, nos recibe un luminoso salón-comedor, ideal para disfrutar de momentos en familia o con amigos. La estancia se integra con una cocina americana renovada, que aporta amplitud visual y favorece un estilo de vida práctico y contemporáneo. Desde el salón accedemos a una maravillosa terraza privada, completamente funcional y perfecta para disfrutar del aire libre en cualquier época del año. Entre las calidades de la vivienda destacan la pintura en liso en todas las estancias, así como un Split de aire acondicionado con bomba de frío y calor, que garantiza el confort tanto en invierno como en verano. En definitiva, se trata de una oportunidad única para adquirir una vivienda reformada, moderna y perfectamente ubicada, en una de las zonas con mayor calidad de vida de Navalcarnero. ¡No dejes pasar esta oportunidad y ven a visitar este precioso piso en planta! Posibilidad de financiación 100 %. ¡Consúltanos sin compromiso!",False,good,False,,4578.0,True,False,False,False,[],False,False,206000.0,€,True,True,flat,,"La Dehesa - El Pinar, Navalcarnero","Piso en calle de Cafarnaum, 2",False,True,,,,1,,
108628452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/8d/d3/1350370951.webp,VT 3.4,7,224300.0,flat,sale,97.0,3,2,"avenida del Arroyo Juncal, 20",Madrid,Navalcarnero,La Dehesa - El Pinar,es,40.2977776,-3.9780972,True,https://www.idealista.com/obra-nueva/108628452/,"Tu nuevo hogar de nuevo en Navalcarnero  ¡Ya está aquí la 4ª fase de uno de los proyectos residenciales más esperados de Navalcarnero! Tras el éxito de las fases anteriores, lanzamos Diverso Navalcarnero IV, un nuevo conjunto de viviendas en altura de 2 y 3 dormitorios, todas con terraza, plaza de garaje y trastero incluidos, en régimen de cooperativa VPPL.  Además, disfrutarás de zonas comunes ajardinadas, área infantil y distintas tipologías pensadas para adaptarse a tu estilo de vida: bajos con patios, áticos con terrazas y pisos en altura.  Tipologías destacadas   Bajos con grandes patios privados  Áticos con espectaculares terrazas  Viviendas en altura con terrazas adaptadas a ti   Zonas comunes que marcan la diferencia   Zonas ajardinadas para tu descanso  Espacios infantiles seguros  Espacios abiertos para relajarte.",False,newdevelopment,True,False,2312.0,True,False,False,False,[],False,False,224300.0,€,True,True,flat,,"La Dehesa - El Pinar, Navalcarnero","Piso en avenida del Arroyo Juncal, 20",True,True,,,,,,
108628536,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/1d/94/1350370974.webp,VT 3.2,7,258700.0,flat,sale,115.0,3,2,"avenida del Arroyo Juncal, 20",Madrid,Navalcarnero,La Dehesa - El Pinar,es,40.2977776,-3.9780972,True,https://www.idealista.com/obra-nueva/108628536/,"Tu nuevo hogar de nuevo en Navalcarnero  ¡Ya está aquí la 4ª fase de uno de los proyectos residenciales más esperados de Navalcarnero! Tras el éxito de las fases anteriores, lanzamos Diverso Navalcarnero IV, un nuevo conjunto de viviendas en altura de 2 y 3 dormitorios, todas con terraza, plaza de garaje y trastero incluidos, en régimen de cooperativa VPPL.  Además, disfrutarás de zonas comunes ajardinadas, área infantil y distintas tipologías pensadas para adaptarse a tu estilo de vida: bajos con patios, áticos con terrazas y pisos en altura.  Tipologías destacadas   Bajos con grandes patios privados  Áticos con espectaculares terrazas  Viviendas en altura con terrazas adaptadas a ti   Zonas comunes que marcan la diferencia   Zonas ajardinadas para tu descanso  Espacios infantiles seguros  Espacios abiertos para relajarte.",False,newdevelopment,True,False,2250.0,True,False,False,False,[],False,False,258700.0,€,True,True,flat,,"La Dehesa - El Pinar, Navalcarnero","Piso en avenida del Arroyo Juncal, 20",True,True,,,,,,
