propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,parkingSpace.parkingSpacePrice
107559475,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/99/8b/1316153784.webp,20,8,9000000.0,flat,sale,260.0,True,4,4,calle del General Pardiñas,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4309506,-3.6791641,False,https://www.idealista.com/inmueble/107559475/,"� Exclusiva Residencia de Lujo en el Barrio de Salamanca – Madrid Una propiedad que redefine la elegancia y el confort en el corazón de Madrid, diseñada con los más altos estándares de calidad y diseño contemporáneo. � Características Exclusivas •4 habitaciones con baño en suite y armarios empotrados •4 baños completos con acabados en mármol natural y grifería de lujo •Amplia cocina de diseño con isla central, electrodomésticos Gaggenau y despensa independiente •Salón diáfano con comedor integrado, ideal para recibir visitas con estilo •Suite principal con vestidor a medida y baño privado •Zona de lavandería independiente •Domótica integrada para climatización, iluminación y seguridad •Materiales premium: suelos de roble natural, mármol italiano y carpintería a medida � Ubicación Premium: Barrio de Salamanca Situado en una de las calles más prestigiosas del barrio, rodeado de boutiques de lujo, restaurantes gourmet y servicios exclusivos. A pocos pasos del Parque del Retiro y las principales arterias de la ciudad. ¿Por qué invertir aquí? •Rentabilidad anual entre el 5% y el 7% en alquileres de lujo •Revalorización constante gracias a la alta demanda •Entorno seguro, con la mejor calidad de vida en el centro de Madrid •Exclusividad garantizada � Precio: 9.000. 000 € Posibilidad de entrega con mobiliario de lujo y decoración llave en mano. � Para más información, dossier completo y visitas privadas, contáctanos. El lujo, la comodidad y la exclusividad en su máxima expresión.",False,good,False,True,34615.0,False,False,False,False,[],False,False,9000000.0,€,,,,flat,"Lista, Madrid",Piso en calle del General Pardiñas,True,True,,,
108850031,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/8b/e5/1358343799.webp,35,,1049000.0,chalet,sale,323.0,,6,5,Zona Carretera del Plantío,Madrid,Majadahonda,Zona Carretera del Plantío,es,,40.4772267,-3.8547217,False,https://www.idealista.com/inmueble/108850031/,"***B-HOME VILLANUEVA DE LA CAÑADA PRESENTA EXCLUSIVO CHALET ADOSADO EN MAJADAHONDA*** � SE VENDE EXCEPCIONAL CHALET ADOSADO EN UNA DE LAS MEJORES ZONAS DE MAJADAHONDA ¡Una oportunidad única para vivir en una de las zonas más exclusivas del noroeste de Madrid! Totalmente reformado y listo para entrar a vivir, este impresionante chalet adosado de cuatro plantas te enamorará por su diseño, amplitud y ubicación inmejorable. ✨ DETALLES QUE MARCAN LA DIFERENCIA: � Planta principal con espectacular cocina semiabierta de 14 m² y un salón comedor de 40 m² con chimenea revestida en mármol de Carrara. Acceso directo a un jardín privado con césped natural y entrada a las zonas comunes con piscina comunitaria. � Primera planta con suite principal de 20 m², terraza privada y baño de ensueño con ducha y bañera de hidromasaje. Además, dos dormitorios adicionales con aire acondicionado y un baño completo. � Tercera planta con un dormitorio adicional, despacho/biblioteca, baño completo con bañera de hidromasaje y un solárium privado de 12 m². � Sótano con zona de lavandería, despensa, segundo salón de 20 m², baño completo, trastero y acceso directo a un garaje privado para dos coches con puerta automática. �️ Reformas integrales realizadas: ventanas nuevas, suelos renovados y caldera actualizada. � Ubicación inmejorable: A tan solo 5 minutos a pie de transporte público (autobuses y cercanías), fácil acceso a la A6, y rodeado de farmacias, colegios, institutos, parques y todo tipo de comercios. � Si buscas espacio, comodidad, calidad y una zona privilegiada donde vivir… ¡este chalet lo tiene todo! � ¡No dejes pasar esta oportunidad y contáctanos para una visita! Tu nuevo hogar en Majadahonda te está esperando. A ESPERA DE REPORTAJE PROFESIONAL.",True,good,False,,3248.0,False,False,False,False,[],False,False,1049000.0,€,,,,chalet,"Zona Carretera del Plantío, Majadahonda",Chalet adosado,True,True,terracedHouse,BHJJ210,
108886525,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/eb/d4/1357955908.webp,24,3,220000.0,flat,sale,75.0,True,3,1,avenida Villaviciosa,Madrid,Alcorcón,Parque oeste - Fuente Cisneros,es,Parque oeste - Fuente Cisneros,40.3523793,-3.8309664,False,https://www.idealista.com/inmueble/108886525/,"Agencia inmobiliaria de ALCORCÓN - zona CENTRO - Oficina Tecnocasa de ALCORCÓN, Vende PISO EN ZONA CENTRO ¡Oportunidad en Alcorcón! Piso amplio de 3 dormitorios con terraza acristalada y excelentes vistas ¿Buscas tu nuevo hogar en una zona bien comunicada y con todas las comodidades? Te presentamos este fantástico piso en venta en Alcorcón, a pocos minutos de la estación de Renfe. 3 dormitorios amplios 1 baño completo Cocina espaciosa, ideal para familias Terraza acristalada con vistas despejadas y ventanas climalit. Ascensor en la finca Suelos de parquet y gres, ventanas de aluminio en dormitorios y cocina, puertas de Sapelly. Situado en una zona céntrica y muy bien comunicada, con acceso a transporte público, RENFE, METRO Y AUTOBUSES, colegios, centros médicos, supermercados y todo lo que necesitas a pocos pasos de casa. Ideal para familias o como inversión. ¡No dejes pasar esta oportunidad de vivir en una zona tranquila con excelentes conexiones! Contáctanos para más información o concertar una visita.",False,renew,False,True,2933.0,False,False,False,False,[],False,False,220000.0,€,,,,flat,"Parque oeste - Fuente Cisneros, Alcorcón",Piso en avenida Villaviciosa,,,,*36,
108229054,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/8d/ac/1337778082.webp,23,,319000.0,chalet,sale,300.0,,3,1,calle de Madrid,Madrid,Mejorada del Campo,,es,,40.3986682,-3.4922943,False,https://www.idealista.com/inmueble/108229054/,"""Agencia inmobiliaria de SAN FERNANDO DE HENARES y zona B° LA ESTACIÓN VENDE"" Vivienda ubicada en Mejorada del Campo. La finca esta compuesta por 2 viviendas, una de ellas con 3 dormitorios, salón, cocina completa y baño con plato de ducha y la otra cuenta con 2  dormitorios. Calefacción de gas natural individual, patio, garaje y trastero/almacén. La zona cuenta con varios supermercados, bares, restaurantes, farmacias, tiendas, etc.  POSIBILIDAD DE FINANCIACION 100%.  NO DUDES EN ASESORARTE CON NUESTRO DEPARTAMENTO FINANCIERO. Transporte publico en la zona, autobuses 2 85, 340, 341.",False,renew,False,,1063.0,False,False,False,False,[],False,False,319000.0,€,329000.0,10000.0,3.0,chalet,Mejorada del Campo,Chalet adosado en calle de Madrid,True,True,terracedHouse,,
108934178,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/59/61/1359361103.webp,15,1,560000.0,flat,sale,80.0,True,2,1,calle de Bravo Murillo,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.46231,-3.6988453,False,https://www.idealista.com/inmueble/108934178/,"Directo sin comisión de agencia. Piso ubicado en la calle Bravo Murillo, eje comercial principal de Madrid. La zona, completamente consolidada, cuenta con supermercados, estaciones de metro Tetuán y Valdeacederas a pocos minutos a pie, autobuses, farmacias, centros de ocio, restaurantes y todos los servicios esenciales al alcance. A tan solo 8 minutos caminando de Plaza Castilla, esta propiedad es ideal como inversión para reformar y alquilar por habitaciones. Disponemos de varias viviendas en la calle Bravo Murillo, en la zona de Cuzco-Castillejos, considerada actualmente el área de Tetuán con mayor potencial de revalorización económica, como se está demostrando. · Piso de 2 dormitorios: 1 baño, cocina, salón y plaza de garaje incluida en el precio. Precio desde 560.000 €. No requiere reforma. Primera planta exterior sin ascensor. · Piso de 3 dormitorios: 1 baño, cocina, salón y plaza de garaje incluida en el precio. Precio desde 650.000 €.",False,good,False,False,7000.0,False,False,False,False,[],False,False,560000.0,€,,,,flat,"Cuzco-Castillejos, Madrid",Piso en calle de Bravo Murillo,True,True,,,
108910151,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/06/dd/1358651933.webp,39,,945000.0,chalet,sale,276.0,,4,3,Zona Carretera del Plantío,Madrid,Majadahonda,Zona Carretera del Plantío,es,,40.4783688,-3.8592069,False,https://www.idealista.com/inmueble/108910151/,"**Chalet Adosado en Majadahonda-Las Rozas: Tu Refugio Ideal** Descubre este impresionante chalet adosado en la exclusiva zona de Majadahonda-Las Rozas, a tan solo 10 minutos a pie de la estación de tren. Con una superficie de 276 m², esta propiedad ofrece un espacio ideal para disfrutar de la vida en familia. Con 4 amplias habitaciones y 3 baños completos, dos de ellos en suite, cada rincón está diseñado para brindar comodidad y privacidad.  El luminoso salón y el acogedor cuarto de estar son perfectos para relajarse o recibir a amigos. Además, el amplio sótano y el trastero ofrecen soluciones de almacenamiento que se adaptan a tus necesidades. El chalet cuenta con un jardín privado orientado al sureste, ideal para disfrutar del sol y la tranquilidad. La seguridad es una prioridad aquí, con pocos vecinos y un ambiente sereno que garantiza tu paz mental. Disfruta de la comodidad que ofrece la calefacción por hilo radiante y bomba de frío/calor, así como las ventanas con cristales anti vandálicos y persianas autoblocantes que aseguran tu bienestar. Este hogar también incluye dos plazas de garaje y aparcamiento exterior, facilitando el día a día.  Además, podrás refrescarte en la piscina comunitaria y disfrutar de amplias zonas verdes que invitan a pasear y relajarse. Esta propiedad de segunda mano se encuentra en excelente estado, ofreciendo un equilibrio perfecto entre confort moderno y encanto clásico. No dejes pasar la oportunidad de vivir en este maravilloso chalet por solo 985.000€. ¡Contáctanos para más información y ven a verlo!",False,good,False,,3424.0,False,False,False,False,[],False,False,945000.0,€,,,,chalet,"Zona Carretera del Plantío, Majadahonda",Chalet adosado,True,True,terracedHouse,,
107678247,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/b2/eb/1319541589.webp,30,,189000.0,chalet,sale,111.0,,3,2,Centro,Madrid,Arganda,Centro,es,,40.2998237,-3.432689,False,https://www.idealista.com/inmueble/107678247/,"Te presentamos esta casa de tres plantas en el centro de Arganda del Rey.  Ubicada en una zona residencial tranquila y muy bien comunicada con parada de bus a escasos metros, además de colegios y todo tipo de comercios.  Al entrar, nos recibe el salón, le sigue la cocina amueblada y un baño con bañera.  La planta intermedia está compuesta por dos dormitorios y un baño con ducha y balcón. En la última planta descubrimos una luminosa buhardilla compuesta por dos estancias amplias que puedes usar como dormitorio o zona de estudio.  ITE recién pasada.  Tejado renovado.  Esta casa es toda una oportunidad. ¡No dudes en agendar una visita y descubrir todo lo que puede ofrecerte! Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,,1703.0,False,False,False,False,[],False,False,189000.0,€,,,,chalet,"Centro, Arganda",Casa independiente,,,independantHouse,01157,
108746361,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/7c/ca/1353901300.webp,17,bj,169900.0,flat,sale,102.0,True,2,2,San Martín de Valdeiglesias,Madrid,San Martín de Valdeiglesias,,es,,40.3645387,-4.3942747,False,https://www.idealista.com/inmueble/108746361/,"Piso bajo de 102m2, situado en el centro de San Martin de Valdeiglesias con todos los servicios que necesita. El piso se divide en una cocina independiente, dos dormitorios, uno de ellos con baño completo en suite con plato de ducha, y otro baño completo con bañera. Gran salón independiente.  El piso es muy luminoso y cuenta con dos patios, uno delantero y otro trasero.  Dispone de un trastero.   La calefacción es con caldera por lo que es a gas, la cocina es eléctrica con posibilidad de meter gas. Este amplio piso cuenta con aire acondicionado por conductos en toda la vivienda. Ubicado en San Martín de Valdeiglesias a 60 km de Madrid por la M-501, esta localidad cuenta con todos los servicios, como supermercados (Abiertos domingos incluidos), farmacias, restaurantes.. . Destacar que Pelayos de la Presa y San Martin de Valdeiglesias dispone de pantano y playa con posibilidad de realizar todo tipo de actividades outdoor. Puede visitarnos en nuestra oficina en Calle corredera baja 20 San Martin de Valdeiglesias (Madrid) le informaremos de todas las viviendas de las que disponemos. ¡Beneficiase de nuestro método de trabajo! Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para escritura pública, tramitación hipoteca. Consúltenos sin compromiso. HIPOTECAS 100% EURIBOR DESDE 0.70 ESTUDIO DE FINANCIACIÓN GRATUITO CONSÚLTENOS Y CONCIERTE SU VISITA.",False,good,False,False,1666.0,False,False,False,False,[],False,False,169900.0,€,180000.0,10100.0,6.0,flat,San Martín de Valdeiglesias,Piso,,,,SM2025LOU,
108879885,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/f1/24/1359468338.webp,56,1,560000.0,flat,sale,133.0,True,2,2,Barrio Las Tablas,Madrid,Madrid,Fuencarral,es,Las Tablas,40.5018426,-3.6762683,False,https://www.idealista.com/inmueble/108879885/,"EDPA22 Inmobiliaria te presenta esta fantástica vivienda ubicada en una de las zonas con mayor proyección del norte de Madrid. Situada en una urbanización cerrada con conserje, piscina, pista de pádel, zona infantil y sala para eventos, es ideal para quienes buscan comodidad, seguridad y una ubicación privilegiada. La vivienda destaca por su luminosidad, distribución funcional y acabados actuales. Cuenta con dos dormitorios, el principal con baño en suite, y otro baño más completo. El salón comedor es amplio y acogedor, con aire acondicionado, igual que el dormitorio principal, para mayor confort durante todo el año. La cocina independiente dispone de gran capacidad de almacenamiento y da acceso a un amplio tendedero cerrado, muy útil como zona de lavado o almacenaje adicional. Los suelos de tarima en tono gris claro y las puertas blancas aportan una atmósfera moderna, cálida y acogedora en todo el hogar. La vivienda incluye dos plazas de garaje y un trastero, lo que añade comodidad y espacio adicional de almacenaje. Ubicada en una zona consolidada, con todos los servicios a mano, colegios, supermercados y excelentes comunicaciones tanto en transporte público como en acceso a las principales vías de la ciudad. NO COBRAMOS HONORARIOS AL COMPRADOR Los gastos adicionales que corresponden al comprador aproximadamente son los siguientes: Notaría: 850,00 € Registro: 510,00 € ITP: 33.600, 00 € Una oportunidad ideal para quienes buscan calidad de vida sin renunciar a una ubicación estratégica en Madrid.",False,good,False,True,4211.0,False,False,True,False,[],False,False,560000.0,€,,,,flat,"Las Tablas, Madrid",Piso,True,True,,EDPA2287,
108168024,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/bc/39/1335888509.webp,15,1,195000.0,flat,sale,69.0,True,2,1,calle Fonsagrada,Madrid,Alcorcón,Valderas - Los Castillos,es,Valderas - Los Castillos,40.3554502,-3.8101839,False,https://www.idealista.com/inmueble/108168024/,"URBALOR TIMANFAYA gestiona en exclusiva la venta de una vivienda situada en una primera planta con ascensor y orientación este, a solo 5 minutos de la estación de renfe SAN JOSÉ DE VALDERAS. La vivienda se distribuye de la siguiente manera: recibidor, que da paso a un amplio salón con acceso a terraza (actualmente cerrada) y dos ambientes, siendo uno de ellos destinado para la instalación completa de la cocina, ideal para diseñarla y equiparla a tu gusto y necesidades. A través del salón, accedemos al distribuidor, por el que tenemos acceso a un cuarto de baño de grandes dimensiones en el que nos encontramos plato de ducha, mampara y ventana. Los dos dormitorios son dobles, teniendo uno de ellos dos ventanas. En cuanto a las características de la vivienda nos encontramos dobles ventana de aluminio en la ventana del salón y el dormitorio principal, mientras que en el resto de la vivienda, nos encontramos cerramientos de aluminio blanco con cristal climalit abatibles. La vivienda dispone de rejas en las ventanas de ambos dormitorios. Las puertas son de madera, mientras que el suelo de tarima se presenta en ambos dormitorios, distribuidor y cuarto de baño, mientras que encontraremos gres en el salón y terraza. El salón dispone de aparato de aire acondicionado. La finca dispone de ascensor y cuenta con la fachada rehabilitada. Ubicada en la zona de Los Castillos, el edificio es accesible para sillas de ruedas y está cerca de transporte público (bus, metro, cercanías), acceso a M40 y Crta. de Extremadura, además de servicios sanitarios, educativos, comerciales, deportivos y zonas verdes.",False,good,False,True,2826.0,False,False,False,False,[],False,False,195000.0,€,209000.0,14000.0,7.0,flat,"Valderas - Los Castillos, Alcorcón",Piso en calle Fonsagrada,,,,URBALOR/FONSAGRADA/MENESES,
108735961,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/c2/52/1353625186.webp,24,2,430000.0,flat,sale,112.0,True,4,2,calle Capitán de Oro,Madrid,Madrid,Carabanchel,es,Opañel,40.3887048,-3.7280956,False,https://www.idealista.com/inmueble/108735961/,"Piso en Oporto muy luminoso. Con 4 dormitorios y 3 terrazas. Precio negociable, sin comisión de agencia para el comprador. El piso es un segundo sin ascensor. La amplia cocina con terraza donde se puede comer. El salón comedor orientado al sur también tiene terraza. Los 4 dormitorios de buen tamaño que permiten camas grandes. Uno de ellos con terraza. Dos baños. Uno con ducha y otro con bañera y ventana. La calefacción y agua caliente de gas natural.  Esta muy bien comunicado numerosos autobuses pasan por General Ricardos y Camino viejo de Leganes.  El metro estación de Oporto esta a 2 minutos andando (linea 6 y 5) La zona esta llena de colegios, institutos y guarderías privadas y publicas. El centro de Salud de General Ricardos esta a 5 minutos andando. Supermercados como Mercadona a 3 minutos, El Dia a 2 minutos Hay también numerosas tiendas en la zona tanto de alimentación como de servicios.",False,renew,False,False,3839.0,False,False,False,False,[],False,False,430000.0,€,,,,flat,"Opañel, Madrid",Piso en calle Capitán de Oro,,,,,
105964069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/bf/b3/1268363906.webp,24,,495000.0,chalet,sale,381.0,,5,3,"calle Cáceres, 33",Madrid,Aranjuez,La Montaña-El Cortijo,es,,40.0567372,-3.5901097,True,https://www.idealista.com/inmueble/105964069/,"Nuño Jiménez Asesores presenta este fabulo chalet de lujo en el barrio de ""LA MONTAÑA"" situado en la ciudad de Aranjuez. Cuenta con 5 habitaciones, 2 baños, un aseo, Salón, Cocina, Comedor, dos terrazas, jardín, terraza, Piscina, zona de Lavado, Sala de estar en el sótano de la vivienda... etc. La casa esta situada en un lugar idóneo para aquella persona que busque una vida tranquila y tener cerca el ocio que presenta una ciudad. Para mas información llamenos o vie nuestras oficinas.",True,good,False,,1299.0,False,False,False,False,[],False,False,495000.0,€,,,,chalet,"La Montaña-El Cortijo, Aranjuez","Casa independiente en calle Cáceres, 33",True,True,independantHouse,,
107387420,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/a6/49/1338396316.webp,36,,1550000.0,chalet,sale,376.0,,6,6,Las Marías,Madrid,Torrelodones,Las Marías,es,,40.5722811,-3.9459976,False,https://www.idealista.com/inmueble/107387420/,"OBRA FINALIZADA, VIVIENDA NUEVA A ESTRENAR PARA ENTRAR A VIVIR. Espectacular chalet independiente de 376m2, en una planta muy luminoso, y en parcela de 1.500m2. Con 5 habitaciones, 6 baños, precioso salón de doble altura con chimenea, dos solárium, y una estupenda parcela con diversas posibilidades.  Ubicado en Torrelodones Las Marías, este proyecto ofrece conexión única con la naturaleza y un equilibrio perfecto entre tranquilidad y accesibilidad, cuenta con fácil acceso a transportes públicos y principales vías, lo que facilita la conexión con Madrid y otras localidades. Construido con excelentes calidades, con luminosas y espaciosas estancias.  Dispone en la zona exterior, de una casa de invitados o de servicio independiente, totalmente equipada. Amplio porche para 4 coches, y una espectacular piscina desbordante con cascada que rebosa en una piscina de poca profundidad ( ideal para niños). Su cocina integrada en el salón con doble altura, está equipada con electrodomésticos de última generación de la marca Miele.  Habitación principal con baño en suite integrado, y estupendo vestidor muy luminoso.  Te damos la posibilidad de desarrollar el proyecto de interiorismo a medida con nosotros: NOOK INTERIOR STYLE es el departamento de ENCASA especializado en hacer de un hogar un lugar diferente y especial.",False,good,False,,4122.0,True,False,False,False,[],False,False,1550000.0,€,,,,chalet,"Las Marías, Torrelodones",Casa independiente,True,True,independantHouse,VILLA MARIAS,
108837185,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/3e/97/1356597274.webp,28,bj,205000.0,flat,sale,45.0,True,1,1,calle Cedra,Madrid,Getafe,Getafe norte,es,,40.3246817,-3.7225931,False,https://www.idealista.com/inmueble/108837185/,"Luminoso bajo reformado en urbanización con piscina y garaje Vivienda situada en planta baja dentro de una urbanización privada con piscina y plaza de garaje incluida. Totalmente reformada y lista para entrar a vivir. Se distribuye en dormitorio independiente, salón con cocina americana, y baño completo. Cuenta con aire acondicionado y se entrega amueblada y equipada tal como aparece en las fotos. Comunidad: 46€ / IBI: 20€ Compra con Vaccani… ¡y notarás la diferencia!",False,good,False,True,4556.0,False,False,False,False,[],False,False,205000.0,€,,,,flat,"Getafe norte, Getafe",Piso en calle Cedra,True,True,,,
108223000,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/38/16/1339923453.webp,18,bj,178000.0,flat,sale,54.0,True,2,1,calle Tántalo s/n,Madrid,Madrid,Villaverde,es,Butarque,40.3527792,-3.6807167,True,https://www.idealista.com/inmueble/108223000/,"Nicea, comercializa bajo a estrenar y gran oportunidad, en Calle Tántalo, Villaverde bajo Madrid, muy cerca de la Renfe Villaverde bajo. Se trata de bajo totalmente exterior.  Todas las estancias tienen ventanas al exterior (excepto el baño) con las siguientes características: - Cocina estilo americana (integrada al salón) - Dos habitaciones - Un baño - Armario empotrado - Equipo de aire acondicionado frio/calor - Puerta de seguridad doble acorazada - Ventanas de aluminio y climalit con rotura de puente térmico y oscilobatientes - Suelo en tarima AC5 alta resistencia.  ¡no dejes de perder esta oportunidad en el barrio! la vivienda se encuentra muy bien distribuida excelente oportunidad, las imágenes que se muestran en el anuncio es una renderización para que pueda apreciarse como se verían las viviendas amuebladas. Importante: el precio de compra no incluye impuestos ni gastos de agencia. no dude en visitar nuestra página web. En Nicea, te damos la posibilidad de poder obtener una hipoteca por la vivienda en unas condiciones inmejorables y, además realizamos todas las gestiones necesarias pre y post-venta. Encargándonos además de la gestión del alquiler posterior en caso de destinarse a este fin. ""para mas información contactar con la persona encargada. "". "".",False,good,False,False,3296.0,False,False,False,False,[],False,False,178000.0,€,,,,flat,"Butarque, Madrid",Piso en calle Tántalo s/n,,,,,
108334001,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/96/6e/1353496333.webp,14,5,690000.0,flat,sale,68.0,True,1,1,calle de Maldonado,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4327157,-3.6781846,False,https://www.idealista.com/inmueble/108334001/,"Maravilloso piso de 1 habitación y 1 baño, en Lista.    68 m2 construidos. 54 m2 útiles. Orientación Norte - Este.    Terraza cerrada de 6 m2.    Cocina abierta.    Calefacción con gas natural y aire acondicionado.    Armarios empotrados, suelo de parquet pintado, ventanas de aluminio y puertas lacadas.    Amueblado negociable.    Dispone de una plaza de garaje OPCIONAL (45.000€).    Piscina en azotea.    Ascensor.    NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA.    Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra venta sea nuestra la vivienda o no.    INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio.    Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",True,good,False,True,10147.0,False,False,False,False,[],False,False,690000.0,€,750000.0,60000.0,8.0,flat,"Lista, Madrid",Piso en calle de Maldonado,True,False,,66196,45000.0
108814757,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/5e/19/1355979775.webp,49,,609000.0,chalet,sale,293.0,,3,2,Cerro Alarcón,Madrid,Valdemorillo,Cerro Alarcón,es,,40.4691321,-4.0888157,False,https://www.idealista.com/inmueble/108814757/,"**Casa Independiente en Venta - Ideal para tu Familia** Descubre esta espectacular casa/chalet independiente, completamente renovado y listo para convertirse en tu nuevo hogar. Con una superficie construida de 239 m² y una amplia parcela de 934 m², este inmueble ofrece un espacio perfecto para disfrutar de la vida en familia. La entrada principal, a través de un acogedor porche orientado al sur, te da la bienvenida a un gran salón con chimenea de pellets, con los toldos y persianas eléctricos. ideal para las tardes de invierno.  La cocina, perfectamente equipada con electrodomésticos modernos, se complementa con un office que facilita la convivencia. Con tres habitaciones amplias y luminosas, una de ellas utilizada como despacho, hay espacio suficiente para todos. La habitación principal cuenta con baño en suite, garantizando privacidad y comodidad. Además, el acceso al porche lateral te lleva a un hermoso jardín, perfecto para disfrutar del aire libre. La propiedad también incluye un garaje cerrado y un trastero amplio, ofreciendo soluciones de almacenamiento adicionales, también en otra parte de acceso contiguo al garaje existe una sala de estar y una cocina con office. Con calefacción principal por gasoil y bomba de frío/calor, estarás siempre cómodo sin importar la estación del año. Las vistas a la urbanización en la zona de los castillos añaden un toque especial a este hogar. ¡No dejes pasar la oportunidad de visitar esta joya inmobiliaria!",True,good,False,,2078.0,False,False,False,False,[],False,False,609000.0,€,,,,chalet,"Cerro Alarcón, Valdemorillo",Casa independiente,True,True,independantHouse,AVV-131,
108853100,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/75/69/1357919165.webp,19,5,398000.0,flat,sale,146.0,True,4,2,calle de Seseña,Madrid,Madrid,Latina,es,Aluche,40.3978193,-3.7642525,False,https://www.idealista.com/inmueble/108853100/,"TECNOCASA calle SESEÑA Tlf. Agencia inmobiliaria de MADRID zona ALUCHE - ILLESCAS vende piso en calle Seseña. Descubre este espectacular piso en una de las zonas más deseadas de Madrid. Con 4 dormitorios, actualmente adaptado a 3, puedes volver fácilmente a la distribución original según tus necesidades, todos ellos cuentan con amplios armarios empotrados que añaden un toque de confort y funcionalidad. El salón es un verdadero oasis, con acceso a una amplia terraza donde disfrutar de las impresionantes vistas hacia la Casa de Campo y de la ciudad de Madrid. La cocina, equipada y funcional, cuenta también con una amplia terraza-tendedero, ideal para aprovechar al máximo el espacio. Este inmueble no solo ofrece comodidad, sino que también destaca por su ubicación privilegiada. Colindante con el nuevo Paseo Verde del Suroeste, estarás rodeado de zonas verdes, parques infantiles y carriles bici. Además, la finca privada cuenta con servicios de lujo, como portero físico y circuito de videovigilancia las 24 horas, garantizando tu seguridad y tranquilidad. La plaza de garaje con acceso directo mediante ascensor y el trastero son un gran plus que complementan esta oferta. La calefacción central. La finca está adaptada para personas con movilidad reducida, lo que la convierte en una opción accesible para todos. La ubicación es inmejorable: cerca de centros de salud, colegios y una variada oferta de ocio y restauración. Además, la comunicación es excelente, con varias líneas de autobuses y el metro (Campamento) a pocos minutos. También tendrás fácil acceso a las principales redes de transporte (A-5, M-30 y M-40). No pierdas la oportunidad de vivir en un lugar donde el confort y la naturaleza se encuentran. ¡Contáctanos para más información y ven a visitar tu futuro hogar!",False,renew,False,True,2726.0,False,False,False,False,[],False,False,398000.0,€,,,,flat,"Aluche, Madrid",Piso en calle de Seseña,True,True,,,
